Index Title,Zevachim
Zevachim 31a:2,"Es wurde gelehrt: [Über den Fall, wenn man gesagt hat:] eine halbe Olive außerhalb der Frist, eine halbe Olive außerhalb des Raumes und eine halbe Olive außerhalb der Frist, sagte Raba, die Verwerflichkeit wache auf, wie sie eingeschlafen<sup>509</sup><i class=""footnote"">fn1130,Die 3. halbe Olive wird mit der 1. vereinigt u. die 2. scheidet aus, da ihr das erforderliche Quantum fehlt; gültig ist also nur die Absicht, außerhalb der Frist zu essen, u. das Opfer ist verwerflich.</i>war. R. Hamnuna aber sagt, dies sei eine Vermischung<sup>510</sup><i class=""footnote"">fn1131,Die 2. halbe Olive war bereits vorher mit der 1. vereinigt worden.</i>der Reabsichtigungen. Raba sagte: Woher entnehme ich dies? Wir haben gelernt: Hat man eine erstgradig unreine<sup>511</sup><i class=""footnote"">fn1132,Vgl. Bd. I S. 402 Anm. 7.</i>Speise in Eigröße und eine zweitgradig unreine Speise in Eigröße miteinander vermengt, so sind sie<sup>512</sup><i class=""footnote"">fn1133,Weil im Ganzen erstgradig unreine Speise im erforderlichen Quantum vorhanden ist.</i>erstgradig; teilt man sie, so ist die eine wie die andere<sup>513</sup><i class=""footnote"">fn1134,Von jedem Teile ist ein halbes Quantum erstgradig u. ein halbes Quantum zweitgradig, u. in einem solchen Falle erfolgt die Vereinigung zum niedrigeren Grade.</i>zweitgradig. Demnach sind sie, wenn man sie wiederum vermengt, erstgradig<sup>514</sup><i class=""footnote"">fn1135,Durch die 2. Vermengung schwindet der durch die Teilung erfolgte Zustand; dieselbe Wirkung hat auch hierbei die 3. Olive.</i>. – Woher dies? – Im Schlußsatze lehrt er: fällt die eine besonders und die andere besonders<sup>515</sup><i class=""footnote"">fn1136,Nach einander.</i>auf ein Rrot von Hebe, so haben sie es untauglich<sup>516</sup><i class=""footnote"">fn1137,Und nicht unrein; die 1. allein hatte nicht das zur Verunreinigungsfähigkeit erforderliche Quantum, u. als die andere hinzukam, war jene nicht mehr vorhanden.</i>gemacht; fallen sie beide zusammen, so haben sie es zweitgradig unrein<sup>517</sup><i class=""footnote"">fn1138,Demnach erlangten sie durch die Vereinigung erstgradige Unreinheit.</i>gemacht. – Und R. Hamnuna!? – Da<sup>518</sup><i class=""footnote"">fn1139,Vor der Teilung.</i>war das erforderliche Quantum vorhanden, hierbei aber war das erforderliche Quantum nicht vorhanden. R. Hamnuna sagte : Woher entnehme ich dies? Wir haben gelernt: Ist eine Speise<sup>519</sup><i class=""footnote"">fn1140,Die genau das erforderliche Quantum (Eigröße) hat.</i>[zur Hälfte] an einer Urunreinheit<sup>511</sup><i class=""footnote"">fn1132,Vgl. Bd. I S. 402 Anm. 7.</i>und [zur Hälfte] an einem Erstverunreinigten<sup>511</sup><i class=""footnote"">fn1132,Vgl. Bd. I S. 402 Anm. 7.</i>unrein geworden, so werden sie vereinigt und verunreinigen gemäß der leichteren von beiden; doch wohl, auch wenn man sie nachher ergänzt<sup>520</sup><i class=""footnote"">fn1141,Mit einer anderen erstgradig unreinen Speise.</i>hat. – Vielleicht nur dann, wenn man sie nicht ergänzt hat."
Zevachim 31a:3,"Als R. Dimi kam, sagte er: [Über den Fall, wenn man gesagt hat:] eine halbe Olive außerhalb des Raumes, eine halbe Olive außerhalb der Frist und eine halbe außerhalb der Frist, lehrte Rar Qapara, daß es verwerflich sei, weil die halbe Olive, wo eine ganze<sup>521</sup><i class=""footnote"">fn1142,Zusammenhängend, die er außerhalb der Frist essen wollte.</i>vorhanden ist, nicht von Wirkung ist. Als Rabin kam, sagte er: [Über den Fall, wenn man gesagt hat:] eine halbe Olive außerhalb der Frist, eine halbe Olive außerhalb der Frist und eine halbe Olive außerhalb des Raumes, lehrte Rar Qapara, daß es verwerflich sei, weil eine halbe Olive, wo eine ganze vorhanden ist, nicht von Wirkung ist. R. Aši lehrte es wie folgt: [Über den Fall, wenn man gesagt hat:] eine halbe Olive außerhalb der Frist, und eine Olive zur Hälfte außerhalb des Raumes und zur Hälfte außerhalb der Frist, lehrte Rar Qapara, daß es verwerflich sei, weil eine halbe Olive, wo eine ganze vorhanden ist, nicht von Wirkung ist."
Zevachim 31a:4,"R. Jannaj sagte: Wenn man beabsichtigt hat: daß Hunde es am folgenden Tage fressen, so ist es verwerflich, denn es heißt :<sup>522</sup><i class=""footnote"">fn1143,iiReg. 9,10.</i><i>Izebel aber sollen die Hunde fressen</i><sup>523</sup><i class=""footnote"">fn1144,Auch vom Fressen der Hunde u. vom Verzehren des Feuers wird der Ausdruck <span dir=""rtl"">אכל</span>, <i>essen, fressen, verzehren,</i> gebraucht.</i><i>auf dem Flur von Jizre͑él.</i> R. Ami wandte ein: Demnach ist es verwerflich, wenn man beabsichtigt hat: daß das Feuer es am folgenden Tage verzehre, denn es heißt :<sup>524</sup><i class=""footnote"">fn1145,Ij. 20,26.</i><i>es verzehrt</i><sup>523</sup><i class=""footnote"">fn1144,Auch vom Fressen der Hunde u. vom Verzehren des Feuers wird der Ausdruck <span dir=""rtl"">אכל</span>, <i>essen, fressen, verzehren,</i> gebraucht.</i><i>ihn ein Feuer, das nicht angefacht ward</i>!? Wolltest du sagen, dem sei auch so, so haben wir ja gelernt: eine halbe Olive zu essen und eine halbe Olive aufzuräuchern, so ist es tauglich, denn das Essen und das Aufräuchern werden nicht vereinigt. – Hat man den Ausdruck ‘verzehren’ gebraucht, so ist dem auch so, hier aber handelt es sich um den Fall, wenn man den Ausdruck ‘aufräuchern’ gebraucht hat. ‘Verzehren’ ist ein Ausdruck für sich und ‘aufräuchern’ ist ein Ausdruck für sich."
Zevachim 31a:5,"R. Aši fragte: Wie ist es, wenn man beabsichtigt hat: daß zwei Personen eine Olive essen sollen: richte man sich nach der Absicht, sodaß das erforderliche Quantum vorhanden ist, oder richte man sich nach den Essenden, sodaß das erforderliche Quantum nicht vorhanden<sup>525</sup><i class=""footnote"">fn1146,Bei keinem von beiden.</i>ist? Abajje erwiderte: Komm und höre: Eine halbe Olive zu essen und eine halbe Olive aufzuräuchern, so ist es tauglich, denn das Essen und das Aufräuchern werden nicht vereinigt. Demnach werden das Essen und das"
Zevachim 31b:1,"Essen gleich dem Essen und dem Auf räuchern, wenn es nämlich zwei Personen sind, wohl vereinigt: schließe hieraus."
Zevachim 31b:2,"Raba fragte : Wie ist es, wenn man beabsichtigt hat, eine Olive zu essen in einer Zeit länger als man ein Peras<sup>526</sup><i class=""footnote"">fn1147,Eigentl. Durchbrochenes, das Quantum von 4 Eiern, die Hälfte eines 8 Eier großen Brotes.</i>essen<sup>527</sup><i class=""footnote"">fn1148,Die Dauer des Essens eines P. gilt als Norm bei den diesbezüglichen Gesetzen.</i>kann : ist es<sup>528</sup><i class=""footnote"">fn1149,Da es sich um Opferfleisch handelt.</i>mit der göttlichen Verzehrung<sup>529</sup><i class=""footnote"">fn1150,Der Aufräucherung der Opferteile, wofür diese Norm nicht gilt; dies kann bedeutend länger dauern.</i>zu vergleichen, oder ist es mit der menschlichen Verzehrung zu vergleichen? Abaiie erwiderte: Komm und höre: Eine halbe Olive zu essen und eine halbe Olive aufzuräuchern, so ist es tauglich, denn das Essen und das Aufräuchern werden nicht vereinigt. Nur wenn zu essen und aufzuräuchern, wenn aber zu essen und zu essen<sup>530</sup><i class=""footnote"">fn1151,Bei einer längeren Unterbrechung zwischen den beiden Hälften, entsprechend der Dauer der Aufräucherung.</i>, so werden sie wohl vereinigt; die Aufräucherung dauert ja länger als man ein Peras essen kann. – Vielleicht bei einer großen Flamme<sup>531</sup><i class=""footnote"">fn1152,Wo die Aufräucherung nicht länger dauert; nur in diesem Falle werden sie vereinigt.</i>."
Zevachim 31b:3,"E<small>INE HALBE</small> O<small>LIVE ZU ESSEN UND EINE HALBE</small> O<small>LIVE AUFZURÄUCHERN, SO IST ES TAUGLICH.</small> Also nur wenn zu essen und aufzuräuchern, wenn aber zu essen und das, was nicht zu essen<sup>532</sup><i class=""footnote"">fn1153,Die Opferteile, beides außerhalb der Frist.</i>ist, zu essen, so werden sie vereinigt, und [dem widersprechend] heißt es im Anfangsatz: von dem, was zu essen<sup>533</sup><i class=""footnote"">fn1154,Wenn man dies im erforderlichen Quantum außerhalb der Frist zu essen beabsichtigt, ist das Opfer verwerflich.</i>ist, zu essen; nur was zu essen ist, nicht aber, was nicht zu essen ist!? R. Jirmeja erwiderte: Hier ist die Ansicht R. Elie͑zers vertreten, welcher sagt, die Beabsichtigung hinsichtlich des von einem Menschen zu Verzehrenden beim durch den Altar zu Verzehrenden und des vom Altar zu Verzehrenden beim durch einen Menschen zu Verzehrenden sei von Wirkung. Wir haben nämlich gelernt: Wenn man ein Opfer schlachtet in der Absicht, das zu essen, was nicht zu essen ist, oder das aufzuräuchern, was nicht aufzuräuchern ist, so ist es tauglich, nach R. Elie͑zer aber untauglich. Abajje erwiderte: Du kannst auch sagen, die der Rabbanan, man deduziere aber nicht: wenn aber zu essen und das, was nicht zu essen ist, zu essen, sondern wie folgt: wenn aber zu essen und zu essen<sup>534</sup><i class=""footnote"">fn1155,Zwei halbe Quantitäten.</i>, was zu essen ist<sup>535</sup><i class=""footnote"">fn1156,So werden beide halbe Quantitäten vereinigt.</i>. – Was lehrt er uns demnach, wenn etwa hinsichtlich dessen, was zu essen ist, so geht dies<sup>536</sup><i class=""footnote"">fn1157,Daß 2 halbe Quantitäten vereinigt werden.</i>ja schon aus dem Anfangsatze hervor : wenn eine halbe Olive außerhalb, und eine halbe Olive am folgenden Tage, so ist es untauglich; demnach ist es, wenn [beide] halbe Oliven am folgenden Tage, verwerflich. Wenn etwa hinsichtlich des Essens und des Aufräucherns<sup>537</sup><i class=""footnote"">fn1158,Daß sie nicht vereinigt werden.</i>, so ist dies ja aus dem Anfangsatze zu deduzieren: nur wenn das, was zu essen ist, zu essen, nicht aber wenn das, was nicht zu essen ist; wenn das Essen von dem, was zu essen ist, und von dem, was nicht zu essen ist, nicht vereinigt werden, um wieviel weniger das Essen und das Aufräuchern!? – Vom Essen und Aufräuchern ist dies zu lehren nötig; man könnte glauben, dies gelte nur von jenem<sup>538</sup><i class=""footnote"">fn1159,Wenn man ein halbes Quantum vom Fleische u. ein halbes Quantum von den Opferteilen zu essen beabsichtigt.</i>Falle, wo man Unrichtiges beabsichtigt, hierbei<sup>539</sup><i class=""footnote"">fn1160,Wenn man ein halbes Quantum zu essen u. ein halbes aufzuräuchern beabsichtigt.</i>aber, wo an sich das eine Verfahren richtig ist und das andere an sich richtig ist, werden sie wohl vereinigt, so lehrt er uns."
Zevachim 31b:4,"<sup>i</sup> <b>H</b>AT <small>EINER VON DEN</small> U<small>NTAUGLICHEN</small><sup>1</sup><i class=""footnote"">fn1161,Beispielsweise ein Gemeiner od. ein mit einem Gebrechen od. Geburtsmakel behafteter Priester.</i> <small>GESCHLACHTET, SO IST DAS</small> S<small>CHLACHTEN GÜLTIG, DENN DAS</small> S<small>CHLACHTEN DARF DURCH</small> G<small>EMEINE,</small> W<small>EIBER,</small> S<small>KLAVEN UND</small> U<small>NREINE ERFOLGEN, SELBST BEI</small> H<small>OCHHEILIGEM, NUR DÜRFEN</small> U<small>NREINE DAS</small> F<small>LEISCH NICHT BERÜHREN; DAHER MACHEN DIESE ES DURCH DIE</small> A<small>BSICHT</small><sup>2</sup><i class=""footnote"">fn1162,Wenn sie beim Schlachten beabsichtigen, einen Dienst auf einen anderen Namen zu verrichten.</i> <small>UNGÜLTIG.</small> H<small>ABEN SIE DAS</small> B<small>LUT AUSSERHALB</small>"
Zevachim 32a:1,"<small>DER</small> F<small>RIST ODER AUSSERHALB DES</small> R<small>AUMES</small><sup>3</sup><i class=""footnote"">fn1163,Dh. in der Absicht, außerhalb der Frist od. des Raumes das Fleisch zu essen od. die Opferteile aufzuräuchern.</i> <small>AUFGENOMMEN, SO SOLL, WENN</small> L<small>EBENSBLUT</small><sup>4</sup><i class=""footnote"">fn1164,Vgl. S. 91 Anm. 351.</i> <small>NOCH VORHANDEN IST, EIN</small> T<small>AUGLICHER ES WIEDERUM AUFNEHMEN</small><sup>5</sup><i class=""footnote"">fn1165,Sie sind zur Blutaufnahme unzulässig, u. ihre Absicht ist somit ohne Wirkung.</i> <sup>ii</sup>. H<small>AT EIN</small> T<small>AUGLICHER ES AUFGENOMMEN UND EINEM</small> U<small>NTAUGLICHEN GEGEBEN, SO GEBE ER ES DEM</small> T<small>AUGLICHEN</small><sup>6</sup><i class=""footnote"">fn1166,Cf. supra Fol. 15a.</i> <small>ZURÜCK.</small> H<small>AT ER ES MIT DER</small> R<small>ECHTEN AUFGENOMMEN UND IN DIE LLNKE GENOMMEN, SO NEHME ER ES ZURÜCK IN DIE</small> R<small>ECHTE; HAT ER ES IN EINEM HEILIGEN</small> G<small>EFÄSSE AUFGENOMMEN UND IN EIN PROFANES GETAN, SO TUE ER ES ZURÜCK IN DAS HEILIGE</small>. I<small>ST</small> [<small>DAS</small> B<small>LUT</small>] <small>AUS DEM</small> G<small>EFÄSSE AUF DEN</small> E<small>STRICH AUSGESCHÜTTET UND AUFGENOMMEN WORDEN, SO IST ES TAUGLICH.</small> H<small>AT ER</small><sup>7</sup><i class=""footnote"">fn1167,Ein Untauglicher.</i> <small>ES AUF DIE</small> A<small>LTARRAMPE ODER NICHT GEGEN DAS</small> F<small>UNDAMENT AUFGETRAGEN, ODER DAS UNTERHALB AUFZUTRAGENDE OBERHALB ODER DAS OBERHALB AUFZUTRAGENDE UNTERHALB, ODER DAS INNERHALB</small><sup>8</sup><i class=""footnote"">fn1168,Auf dem innern, bezw. äußeren Altar.</i> <small>AUFZUTRAGENDE AUSSERHALB</small><sup>8</sup><i class=""footnote"">fn1168,Auf dem innern, bezw. äußeren Altar.</i> <small>ODER DAS AUSSERHALB AUFZUTRAGENDE INNERHALB AUFGETRAGEN, SO SOLL, WENN NOCH</small> L<small>EBENSBLUT VORHANDEN IST, EIN</small> T<small>AUGLICHER ES WIEDERUM AUFNEHMEN.</small>"
Zevachim 32a:2,"GEMARA. Also nur wenn es bereits geschehen ist, nicht aber von vornherein ; ich will auf einen Widerspruch hinweisen : <sup>9</sup><i class=""footnote"">fn1169,Lev. 1,5.</i><i>Er schlachte,</i> das Schlachten ist durch jeden zulässig, denn das Schlachten darf durch Gemeine, Weiber, Sklaven und Unreine erfolgen, selbst bei Hochheiligem. Vielleicht ist dem nicht so, sondern nur durch Priester? Ich will dir sagen; dies<sup>10</sup><i class=""footnote"">fn1170,Daß die genannten Verrichtungen durch einen Priester erfolgen müssen.</i>weißt du ja aus dem Schriftverse :<sup>11</sup><i class=""footnote"">fn1171,Num. 18,7.</i><i>du und deine Söhne sollt eures Priesteramtes warten in allen Angelegenheiten des Altars.</i> Wenn man aber glauben wollte, dies gelte auch vom Schlachten, so heißt es: <sup>9</sup><i class=""footnote"">fn1169,Lev. 1,5.</i><i>er schlachte das junge Rind vor dem Herrn, und [die Priester] sollen darbringen &c.;</i> erst von der [Blut]aufnahme<sup>12</sup><i class=""footnote"">fn1172,Cf. Foll. 4a, 13a.</i>ab hat es durch die Priesterschaft zu erfolgen. Dies lehrt, daß das Schlachten durch jeden Menschen zulässig ist. – Dies gilt auch von vornherein, da er aber auch Unreine mitnennen will, die es von vornherein nicht dürfen, weil sie das Fleisch berühren könnten, so lehrt er: hat geschlachtet. – Ist es denn gültig, wenn es durch einen Unreinen bereits erfolgt ist, ich will auf einen Widerspruch hinweisen :<sup>13</sup><i class=""footnote"">fn1173,Lev. 1,4,5.</i><i>Er soll stützen, er soll schlachten,</i> wie zum Stützen nur Reine zulässig sind, ebenso sind auch zum Schlachten nur Reine zulässig!? – Nur rabbanitisch. – Zum Stützen wohl deshalb, weil es hierbei heißt: <i>vor dem Herrn</i><sup>14</sup><i class=""footnote"">fn1174,Während dem Unreinen der Eintritt in den Tempelhof verboten ist.</i>, und auch beim Schlachten heißt es ja: <i>vor dem Herrn</i>!? – Man kann ein langes Messer anfertigen und schlachten<sup>15</sup><i class=""footnote"">fn1175,Ohne den Tempelhof zu betreten.</i>. – Auch beim Stützen kann man ja mit der Hand hineinlangen und stützen!? – Er ist der Ansicht, der teilweise Eintritt<sup>16</sup><i class=""footnote"">fn1176,Selbst wenn man nur mit der Hand hineinlangt.</i>gelte als Eintritt. R. Ḥisda lehrte es entgegengesetzt: <i>Er soll stützen, er soll schlachten,</i> wie zum Schlachten nur Reine zulässig sind, ebenso sind auch zum Stützen nur Reine zulässig. – Zum Schlachten wohl deshalb, weil es"
Zevachim 32b:1,"hierbei heißt: <i>vor dem Herrn,</i> und auch beim Stützen heißt es ja: <i>vor dem Herrn</i>!? – Man kann mit der Hand hineinlangen und stützen. – Auch beim Schlachten kann man ja ein langes Messer anfertigen und schlachten!? – Hier ist die Ansicht Šimo͑n des Temaniten vertreten, denn es wird gelehrt: <i>Er schlachte das junge Rind vor dem Herrn,</i> der Schlachtende aber braucht sich nicht vor dem Herrn<sup>17</sup><i class=""footnote"">fn1177,Er kann außerhalb des Tempelhofes stehen u. das innerhalb befindliche Rind mit einem langen Messer schlachten.</i>zu befinden. Šimo͑n der Ternani te sagte: Woher, daß die Hände des Schlachtenden einwärts vom Geschlachteten<sup>18</sup><i class=""footnote"">fn1178,Mehr nach dem Innern des Tempels.</i>sich befinden müssen? Es heißt: <i>er schlachte das junge Rind vor dem Herrn,</i> der das junge Rind schlachtet, muß sich vor dem Herrn befinden."
Zevachim 32b:2,"U͑la sagte im Namen des Reš Laqiš : Wenn ein Unreiner mit der Hand in das Innere<sup>19</sup><i class=""footnote"">fn1179,Des Tempelhofes.</i>hineingelangt hat, so ist er zu geißeln, denn es heißt :<sup>20</sup><i class=""footnote"">fn1180,Lev. 12,4.</i><i>nichts Geheiligtes darf sie</i><sup>21</sup><i class=""footnote"">fn1181,Eine Wöchnerin, die levit. unrein ist.</i><i>berühren &c.;</i> er vergleicht<sup>22</sup><i class=""footnote"">fn1182,Weiter folgt: und in das Heiligtum soll sie nicht eintreten.</i>das Eintreten mit dem Berühren, wie die teilweise Berührung als Berührung gilt, ebenso gilt auch der teilweise Eintritt als Eintritt. R. Hoša͑ja wandte gegen U͑la ein: Wenn der achte Tag eines Aussätzigen<sup>23</sup><i class=""footnote"">fn1183,An dem er nach Erfüllung mancher Vorschriften (Opfer, Tauchbad) Reinheit erlangt.</i>auf den Vorabend des Pesaḥfestes fällt, und er an diesem Tage Samenerguß bekommen<sup>24</sup><i class=""footnote"">fn1184,Der Samenergußbehaftete darf den Tempelberg nicht betreten.</i>hat und untergetaucht ist, so darf er, wie die Weisen sagen, obgleich ein anderer, der am selben Tage untergetaucht<sup>25</sup><i class=""footnote"">fn1185,Vor Sonnenuntergang.</i>ist, nicht [den Tempelberg] betreten darf, ihn betreten<sup>26</sup><i class=""footnote"">fn1186,Um am Tore des Tempelhofes vom Priester besprengt zu werden u. Reinheit zu erlangen.</i>, denn es ist besser, daß ein Gebot, [dessen Unterlassung] mit der Ausrottung bedroht<sup>27</sup><i class=""footnote"">fn1187,Die Herrichtung des Pesaḥopfers, die einem Unreinen verboten ist.</i>ist, ein Gebot verdränge, [dessen Unterlassung] nicht mit der Ausrottung bedroht<sup>28</sup><i class=""footnote"">fn1188,Das Hinausschaffen der Unreinen aus dem levitischen Lager.</i>ist. R. Joḥanan aber sagte: nach der Tora ist dies<sup>29</sup><i class=""footnote"">fn1189,Das Hinausschaffen der Unreinen.</i>überhaupt kein Gebot, denn es heißt :<sup>30</sup><i class=""footnote"">fn1190,iiChr. 20,5.</i><i>Jehošaphaṭ aber trat</i> <i>in der Volksmenge Jehudas und Jerušalems, im Tempel des Herrn, vor den neuen Vorhof hin,</i> und [die Bezeichnung] ‘neuer Vorhof’ erklärte R. Joḥanan, sie haben da Neuerungen getroffen und angeordnet, daß, wer am selben Tage untergetaucht ist, in das levitische Lager nicht eintreten dürfe. Wieso darf er nun, wenn man sagen wollte, der teilweise Eintritt gelte als Eintritt, mit den Händen wegen der Daumen<sup>31</sup><i class=""footnote"">fn1191,Die der Priester bei der Reinigung des Aussätzigen zu besprengen hat.</i>hinein-langen<sup>32</sup><i class=""footnote"">fn1192,Durch das Tor in das Innere des Tempelhofes.</i>, beide<sup>33</sup><i class=""footnote"">fn1193,Die Unterlassung des Pesaḥopfers u. der Eintritt in den Tempelhof im unreinen Zustand.</i>sind ja Gebote, [deren Unterlassung] mit der Ausrottung bedroht ist!? Dieser erwiderte: Aus deiner Last<sup>34</sup><i class=""footnote"">fn1194,Dh. aus dem von dir angeführten Falle ist zu erwidern.</i>; anders verhält es sich bei einem Aussätzigen, da es ihm aussatzbehaftet erlaubt worden<sup>35</sup><i class=""footnote"">fn1195,Er muß ja den Tempelhof betreten, da die Reinigung anders nicht möglich ist.</i>ist, so ist es ihm auch ergußbehaftet erlaubt."
