mishnah_tref,yerushalmi_french_text
Mishnah Terumot 6:4,"Celui qui vole de l’oblation<sup class=""footnote-marker"">194</sup><i class=""footnote"">Babli, Baba Metsia 54a.</i> sans la manger doit payer le double de la valeur d’oblation (en punition de vol); s’il l’a mangée, il devra payer 2 fois le capital avec un 5e de supplément, savoir le montant de la valeur comme profane (plus élevé, ou amende ordinaire) et la valeur de l’oblation (en punition du vol). S’il a volé de l’oblation consacrée par le cohen aux besoins du Temple et qu’il l’a mangée, il paiera 2/5<sup class=""footnote-marker"">195</sup><i class=""footnote"">L’un pour la consommation de l’oblation, l’autre pour celle de l’objet sacré.</i>, outre le capital, car pour les objets consacrés on n’est pas condamné à payer le double."
Mishnah Terumot 6:5,"On ne peut payer sa dette ni avec du glanage, ni avec de l’oubli, ni avec des produits de la péa, ni de ce qui est abandonné (tous biens appartenant aux pauvres), ni de la 1e dîme (des lévites) dont l’oblation est encore due aux sacerdotes, ni de la 2e dîme ou objets sacrés non rachetés (devant être consommés à Jérusalem); car un produit sacré ne saurait servir à solder un autre sacré. Tel est l’avis de R. Meir. Selon les autres sages, il est permis d’user de ces deux derniers."
Mishnah Terumot 6:6,"R. Eliezer dit: On peut se servir d’une sorte de produits pour payer ce qui est dû sur une autre sorte, pourvu que l’on paie avec du beau ce qui est dû en mauvais. Selon R. aqiba, il est indispensable de s’acquitter avec la même espèce. Aussi, au cas où l’on a mangé des potirons de la 6e année agraire, on attendra la croissance des mêmes fruits en la 8e année<sup>198</sup><i class=""footnote"">Puisqu’il est interdit de s’acquitter avec les produits de la 7e année.</i>, et l’on paiera avec cette sorte. Le même verset qui sert à R. Eliézer à exprimer un avis peu sévère sert également à R. aqiba à exprimer un avis plus grave. Ainsi il est dit (Lv 22, 14): Il remettra au cohen la sainteté<sup>199</sup><i class=""footnote"">Cf. Babli, Pessahim 32a.</i>; cela indique, selon R. Eliézer, qu’on peut lui donner tout ce qui est apte à être sacré. Selon R. aqiba au contraire, ce verset indique qu’il faut restituer l’objet sacré tel qu’il a été consommé (non autrement)."
Mishnah Terumot 7:1,"Celui qui mange de l’oblation sciemment est tenu de restituer le montant (outre la peine capitale qu’il encourt), mais non le 5e supplémentaire (dû seulement en cas d’erreur). Le montant restitué est profane (il n’est sacré qu’en cas d’erreur); et, par conséquent, si le cohen veut y renoncer, il le peut."
Mishnah Terumot 7:2,"Lorsqu’une fille de cohen, après avoir épousé un simple Israélite, mange de l’oblation<sup>216</sup><i class=""footnote"">Cf. Sanhedrin 51aÊ; Kritot 7a.</i>, elle doit restituer le montant, mais elle n’a pas à payer de 5e d’amende (n’étant pas étrangère). Lorsqu’elle est condamnée à mort pour adultère, elle doit être brûlée comme fille de cohen. Au cas où elle a épousé un homme de l’une des classes qui lui sont interdites (elle s’est déshonorée pour jamais), elle devra comme une étrangère payer capital et supplément; et, comme telle, elle serait étranglée au cas d’une condamnation à mort. Tel est l’avis de R. Meir. Mais, selon les autres sages, l’une comme l’autre paient le capital sans supplément, et, en cas de condamnation, elle sera brûlée."
Mishnah Terumot 7:3,"Si l’on en donne à manger à ses jeunes enfants, ou à ses esclaves grands ou petits (dont on est responsable), ou si l’on consomme de l’oblation des fruits venant du dehors de la Palestine, ou si l’on en mange moins de la valeur d’une olive, on paiera le montant sans supplément. L’équivalent restitué est considéré comme profane; et, dès lors, le cohen peut y renoncer s’il le veut. "
Mishnah Terumot 7:4,"Voici la règle générale : dès que l’on est tenu de restituer le capital et le 5e, le montant est sacré et le cohen ne peut pas y renoncer. Au cas contraire, l’équivalent est profane, et le cohen a la faculté d’y renoncer."
Mishnah Terumot 7:5,"Lorsqu’il y a 2 paniers, l’un contenant de l’oblation, l’autre des produits profanes, et qu’il tombe un saa d’oblation dans l’un d’eux, sans savoir où<sup>219</sup><i class=""footnote"">Cf. Babli, Pessahim 9a et 44aÊ; Nazir 36aÊ; Yebamot 82a.</i>, on admet l’hypothèse que ce saa a été joint au panier d’oblation (et l’autre reste profane). Si l’on ne sait plus lequel des 2 paniers contient l’oblation et que l’on a mangé une part, on est dispensé de tout droit (c’est probablement une part profane); l’on considère le second panier comme étant de l’oblation (sacré), et cependant (vu le doute) on en prélève<sup>220</sup><i class=""footnote"">Cf. ci-après, (Halla 1, 4), fin.</i> la parcelle sacerdotale de pâte (Halla). Tel est l’avis de R. Meir. Selon R. Yossé, on en est dispensé (à titre de mélange annulé). Si une autre personne a mangé du second panier, on en est aussi dispensé. Si une seule et même personne a consommé les deux, elle restituera la valeur du plus petit des deux (vu le doute)."
Mishnah Terumot 7:6,"Si l’un de ces paniers a été mêlé à du profane, il n’y a pas de mélange interdit (vu le doute), et l’on considère en ce cas le second comme sacré, tout en le soumettant au droit de Halla (en raison du doute). Tel est l’avis de R. Meir. Selon R. Yossé, on est dispensé de tout droit. S’il arrive que le second panier se mêle aussi à d’autre profane, le mélange n’est pas interdit en raison du doute. Si tous deux ont été mêlés à une quantité de profane, le mélange sera constitué proportionnellement au plus petit des deux."
Mishnah Terumot 7:7,"Si l’on a employé l’un des deux à semer, l’on n’est pas tenu de retourner la terre (en raison du doute), et l’on considère le second comme sacré, tout en le soumettant à la redevance de la Halla. Tel est l’avis de R. Meir. Selon R. Yossé, on en est dispensé (à cause du doute). Si une autre personne à employé le second panier pour semer, elle est aussi dispensée de tout droit. Lorsque la même personne a semé les 2 paniers, il est permis de tout laisser au cas où la semence est complètement réduite dans la terre<sup class=""footnote-marker"">224</sup><i class=""footnote"">La semence du blé se dissout dans la terreÊ; or, le produit d’un mélange interdit est considéré comme profane, ci-après, 9, 4 et 6</i>. au cas contraire (comme pour les plants d’oignons, ou de ce genre), c’est interdit."
Mishnah Terumot 8:1,"Lorsqu’une femme (fille d’Israélite mariée à un cohen) est à manger de l’oblation et que l’on vienne lui dire “ton mari est mort”, ou “il te répudie” (auquel cas elle n’a plus de droit à l’oblation), et de même si à l’esclave un cohen qui consomme de l’oblation l’on vient dire que son maître est mort, ou qu’il a été cédé à un simple Israélite, ou qu’il a été donné, ou qu’il a été affranchi, ou encore si un cohen au moment de manger de l’oblation apprend qu’il est le fils d’une répudiée, ou d’une femme ayant subi le lévirat (ce qui le rend impropre à manger de l’oblation), dans tous ces cas, il faut, selon R. Eliézer, payer le capital et le supplément; selon R. Josué, on en est dispensé<sup>226</sup><i class=""footnote"">Cf. Babli, Pessahim 72bÊ; Yebamot 34aÊ; Qidushin 66bÊ; Macoth, 11b.</i>. Lorsque le cohen, debout devant l’autel en train de sacrifier les offrandes à Dieu, apprend qu’il est le fils d’une répudiée, ou de celle qui a subi le lévirat, il faut, selon R. Eliézer, considérer comme impropres tous les sacrifices offerts, mais R. Josué les considère comme valables. Lorsqu’on apprend que ce cohen est affecté d’un défaut personnel, son service est entaché d’inaptitude (Lv 22, 21)."
Mishnah Terumot 8:2,"Aux deux premiers cas (la femme et l’esclave), s’ils ont encore l’oblation dans la bouche, ils peuvent l’avaler, selon R. Eliézer (pourvu qu’ils restituent le montant et le supplément); selon R. Josué, ils doivent le cracher. Si l’on dit à quelqu’un (mangeant de l’oblation) qu’il est devenu impur, ou que son oblation l’est devenue, il doit l’avaler selon R. Eliézer, mais selon R. Josué, il doit la cracher. Si on lui dit qu’il avait été impur, ou que l’oblation l’avait été (avant de la mettre dans la bouche), ou si l’on apprend que c’était un produit non libéré, ou de la 1re dîme non libérée de l’oblation, ou de la 2e dîme, ou d’autres objets sacrés non rachetés, ou s’il sent un goût d’insecte dans la bouche, il doit tout cracher (bien qu’il le détruise ainsi)."
Mishnah Terumot 8:3,"Si quelqu’un en train de manger d’une grappe de raisin<sup>246</sup><i class=""footnote"">Cf. Betsa, 35a.</i> rentre du jardin dans la cour (ce qui entraîne pour le fruit l’obligation des divers droits), on peut, selon R. Eliézer, la terminer; selon R. Josué, on ne le peut pas (sans la rédimer). Si en ce moment même la nuit du samedi survient (où il est interdit de rédimer), on peut, selon R. Eliézer, l’achever à la fin du Shabat, mais, selon R. Josué, on ne le peut pas (avant d’avoir rédimé)."
Mishnah Terumot 8:4,"Lorsque du vin d’oblation est resté découvert la nuit (et a couru le danger d’être empoisonné par un reptile), et à plus forte raison du vin profane, il faut le jeter (sans se préoccuper de la perte). En ce cas, 3 sortes de liquides sont interdits<sup>248</sup><i class=""footnote"">Cf. Babli, Hulin 10a.</i>: l’eau (tranquille), le vin (non cuit) et le lait; tous les autres liquides restent permis. Pendant combien de temps doivent-ils avoir été découverts pour qu’il y ait interdiction? Le temps qu’il faut à un serpent des environs pour venir boire et s’en retourner."
Mishnah Terumot 8:5,"Lorsque la quantité d’eau découverte est assez étendue pour que l’amertume ou le poison s’y perde, elle est permise; selon R. Yossé, quelle que soit la grandeur du récipient, l’eau est interdite, et lorsqu’elle est dans la terre (p. ex. en citerne), il faut un espace d’au moins 40 saas."
Mishnah Terumot 8:6,"Dès qu’il y a une rupture (trou) dans les figues, ou les raisins, ou les courges, ou les concombres, ou les potirons, ou les melons, fussent-ils d’une taille extrême<sup class=""footnote-marker"">258</sup><i class=""footnote"">Ou, selon d’autresÊ: ÒÊcomme un coussinÊÓ.</i>, qu’il s’agisse de petits ou de grands<sup class=""footnote-marker"">259</sup><i class=""footnote"">Ce n’est pas à dire que l’on coupera le cté atteint, comme cela se peut pour des objets secs.</i>, de fruits coupés ou adhérents à la terre, le jus propage le poison de la morsure, et le produit est interdit. Tous les objets mordus par le serpent (p. ex. les bestiaux) deviennent interdits, sous peine du danger d’empoisonner mortellement celui qui en mange."
Mishnah Terumot 8:7,"Lorsqu’une passoire est placée au-dessus du vin découvert<sup class=""footnote-marker"">260</sup><i class=""footnote"">Cf. Babli, Suka 50aÊ; Baba Qama 115b.</i>, elle est interdite (le danger du contact vénéneux subsiste); mais, selon R. Néhémie, ce n’est pas interdit (s’il y avait du poison, il resterait aux parois de la passoire)."
Mishnah Terumot 8:8,"S’il y a doute sur la survenance d’une impureté à un tonneau d’oblation<sup>266</sup><i class=""footnote"">Cf. Babli, Pessahim 20bÊ; Bekhorot 33b.</i>, il faut, selon R. Eliézer, le déplacer, et s’il était dans un endroit abandonné pour être perdu, on le mettra dans un lieu caché; s’il avait été découvert, on le recouvre<sup>267</sup><i class=""footnote"">En raison du doute, on le préservera.</i>. Selon R. Josué, au contraire, s’il se trouvait dans un endroit caché, on l’exposera à l’abandon (pour qu’il perde naturellement), et s’il avait été couvert, on le découvre. Selon R. Gamliel, on n’y changera rien."
Mishnah Terumot 8:9,"Lorsqu’un tonneau s’est brisé dans le grenier supérieur et que l’inférieur est impur, R. Eliézer et R. Josué reconnaissent d’un commun accord que si l’on peut en sauver un quart de mesure avec pureté (avant que ce vin descende et se perde), il faut le faire<sup>268</sup><i class=""footnote"">Cf. Babli, Pessahim 15a et 20aÊ; Menahot 48a.</i>. Si non (s’il n’a pas de vase pur sous la main), R. Eliézer dit qu’il faut laisser descendre ce vin et le tout devenir impur, pourvu qu'on ne le rende pas impur de ses propres mains (pour sauver le profane de ce contact impur)."
Mishnah Terumot 8:10,"De même, si un tonneau d’huile a été renversé, R. Eliézer et R. Josué reconnaissent d’un commun accord que si l’on peut en sauver un quart de mesure avec pureté, il faut le faire (en le recueillant avec un vase). Sinon (s’il n’en a pas sous la main), R. Eliézer dit qu’il faut laisser se perdre cette huile, que la terre absorbera, mais non la ramasser au creux de la main (ce qui la rendrait impure). Pour l’un et l’autre cas (la survenue de doute d’impureté et la perte du tonneau plein),"
Mishnah Terumot 8:11,"R. Josué dit: ce n’est pas de l’oblation pour laquelle il y ait défense de la rendre impure, mais seulement d’en manger. Quant à la prescription de l’impureté, comme a-t-elle lieu? Lorsqu’en passant d’une localité à l’autre, on a des pains sous le bras et qu’un idolâtre (violent) veut rendre l’un d’eux impur, sous la menace de les rendre tous impurs, il laissera faire, dit R. Eliézer, plutôt que d’en rendre lui-même un seul impur; selon R. Josué, il en placera un sur la pierre (pour éviter tout contact)."
Mishnah Terumot 8:12,"De même, si des femmes ont été prises par des idolâtres qui leur disent: “livrez-nous l’une d’entre vous, ou sinon, nous vous entacherons toutes”, il vaut mieux qu’elles cèdent toutes à la violence que de livrer une seule âme en Israël."
Mishnah Terumot 9:1,"Si l’on sème de l’oblation par erreur, il faut retourner la terre<sup>286</sup><i class=""footnote"">Comp. Kilayim 2, 3.</i>. Si c’est fait volontairement, il faut la laisser subsister (à titre d’oblation, et les produits seront acquis au cohen). Si le produit est déjà arrivé au tiers de sa croissance, qu’il ait été semé volontairement ou non, il faut le laisser subsister; mais, s’il s’agit de chanvre, même semé volontairement, il faut retourner le plant (afin de ne pas faire usage des tiges, qui ne sont pas d’oblation)."
Mishnah Terumot 9:2,"Les produits naissant de cette sorte sont soumis aux droits de glanage, d’oubli, de pea. Les pauvres simples israélites, aussi bien que les pauvres cohanim peuvent glaner dans ce champ; seulement, les premiers vendant aux autres leur part au prix (réduit) de l’oblation, et ils peuvent consommer le montant reçu. R. Tarfon dit: les pauvres cohanim pourront seuls y glaner, de crainte que le simple israélite, en un moment d’oubli, mange ce qu’il vient de cueillir. R. aqiba réplique: s’il en était ainsi, il faudrait n’admettre à ce glanage que des gens purs (il partage donc le 1er avis)."
Mishnah Terumot 9:3,"Ces produits sont également soumis aux 2 dîmes (celle des lévites et celle de l’oblation), à la troisième dîme ou celle des pauvres. Les simples israélites pauvres comme les cohanim peuvent en prendre; seulement les premiers vendent aux autres leur part au prix (réduit) de l’oblation, et ils peuvent manger le montant reçu. C’est un acte méritoire de battre ces produits au fléau (afin de n’avoir pas à museler l’animal qui les foulerait<sup>288</sup><i class=""footnote"">Acte interdit au (Dt, 24, 4</i>, et d’éviter, sans cette transgression, qu’ils ne soient mangés par l’animal). Mais comment agira celui qui dépique le blé<sup>289</sup><i class=""footnote"">Cf. Babli, Baba Metsia 90a.</i> avec un animal? Il suspendra des paniers au cou de la bête et y mettra de la même espèce de produits; de cette façon, il n’aura besoin ni de museler la bête, ni de lui laisser manger de l’oblation."
Mishnah Terumot 9:4,"Les produits des semences d’oblations sont au sacerdote<sup>290</sup><i class=""footnote"">Cf. Babli, Shabat 17bÊ; Pessahim 34aÊ; Nedarim 60a.</i>; mais les produits de ces produits sont profanes. Les produits d’objets inaffranchis de la première dîme, des pousses de 7e année de l’oblation sur les produits du dehors de la Palestine, du mélange interdit et des prémices<sup>291</sup><i class=""footnote"">Voir ci-après, Bikkourim, ch.2, 2 Tous ces produits sont en minorité.</i>, sont considérés profanes. Les produits de fruits consacrés ou de leur 2e dîme sont profanes; seulement, il faut les racheter selon leur valeur au moment de la semaille."
Mishnah Terumot 9:5,"Lorsque dans un champ il y a cent plates-bandes provenant de l’oblation et une de profane, on peut se servir de toutes (n’étant que des produits indirects), au cas où la semence se dissout dans la terre<sup>295</sup><i class=""footnote"">Cf. Nedarim ibid.</i>; mais, lorsqu’elle ne se dissout pas, y eut-il cent parts de profane et une seule d’oblation, tout est interdit."
Mishnah Terumot 9:6,"Les produits d’objets non libérés dont permis<sup>296</sup><i class=""footnote"">Cf. Babli, Pessahim 34a.</i>, lorsque la semence se dissout; mais, au cas contraire, même les produits des produits restent interdits. Qu’y a-t-il de cette dernière sorte? Le porreau, l’ail, l’oignon (échalote). Selon R. Juda, l’ail ne leur ressemble pas plus que l’orge (ce sont 2 sortes)."
Mishnah Terumot 9:7,"Celui qui émonde les mauvaise herbes d’un plant d’oignons<sup>299</sup><i class=""footnote"">Selon Maïmonide, on y comprend aussi le cresson.</i> en compagnie d’un idolâtre, bien que les fruits ne soient pas libérés, peut en manger d’une façon passagère. Si l’on a planté des choux d’oblation qui étaient déjà devenus impurs, ils sont purs en ce sens qu’ils ne communiquent plus d’impureté<sup>300</sup><i class=""footnote"">En leur qualité de plantation.</i>; mais pour la consommation, ils restent en leur 1er état jusqu’à ce que l’on en ait coupé une partie mangeable<sup>301</sup><i class=""footnote"">On pourra en manger après l’échange.</i>. Selon R. Juda, il faut même couper ce qui a poussé la 2e fois (avant d’en manger)."
Mishnah Terumot 10:1,"Lorsqu’un oignon (d’oblation) se trouve au milieu de lentilles (profanes), s’il est resté entier, le mets peut servir à n’importe qui; s’il est coupé, cela dépend de la question de savoir si son goût s'est propagé (au cas affirmatif, le tout est au cohen). Pour tout autre mets, cela dépend aussi du goût. R. Juda permet de manger des petits poissons marinés avec un tel oignon, car celui-ci n’a alors pour but que d’enlever l’écume (non de donner du goût)."
Mishnah Terumot 10:2,"Lorsqu’une pomme écrasée (d’oblation) a été jointe à de la pâte pour qu’elle fermente<sup>307</sup><i class=""footnote"">Cf. Babli, Menahot 54a.</i>, toute la pâte qui a ainsi levé devient interdite aux étrangers. Lorsque de l’orge (d’oblation) est tombée dans une citerne, bien que l’eau soit devenue nauséabonde (par cette orge, et qu’elle s’en est imprégnée), il est permis à tous s’en servir."
Mishnah Terumot 10:3,"Si, ayant tiré du four un pain chaud<sup>312</sup><i class=""footnote"">Cf. Babli, Avoda Zara 66bÊ; Pessahim 76b.</i>, on le place par mégarde sur l’ouverture d’un tonneau de vin d’oblation (de sorte qu’il imprègne de ce vin), c’est interdit selon R. Meir; mais, selon R. Juda, c’est permis (le contact du goût est insignifiant). R. Yossé le permet si c’est une pâte de froment, mais il le défend pour l’orge, parce qu’elle attire davantage."
Mishnah Terumot 10:4,"Lorsqu’on a chauffé le four avec du cumin d’oblation<sup>313</sup><i class=""footnote"">Cf. Avoda Zara, ibid.</i> et qu’ensuite on y a cuit du pain, celui-ci reste permis à la consommation, car il n’a pas le goût du cumin, mais seulement sa senteur."
Mishnah Terumot 10:5,"Lorsque du fenugrec (d’oblation) est tombé dans une citerne pleine de vin, le tout est soumis aux droits d’oblation ou de dîme, lorsqu’il y a assez de semence ou de fruit communiquant le goût, mais non le bois (qui n’y est pas soumis). Quant aux prescriptions pour la 7e année, le mélange de la vigne et les objets consacrés, quelle que soit la partie communiquant le bon goût, que ce soit le fruit ou le bois, ce contact rend le tout interdit."
Mishnah Terumot 10:6,"Lorsqu’on a des cordes de fenugrec au milieu du mélange interdit de la vigne<sup>319</sup><i class=""footnote"">Voir ci-après, Orla 3, 6</i>, il faut tout brûler (le bois même est interdit). Si quelqu’un a des cordes de fenugrec non libéré<sup>320</sup><i class=""footnote"">Sur elles il faudra remettre 1/100 d’oblation, ou dme de la dme. Il s’agit du cas o le lévite, ayant reçu de l’Israélite dix de ces tiges, doit au cohen l’oblation ou total de ces dix, et non des tigesÊ; il est tenu de faire le triage entre les graines et le bois, en punition de ce qu’il a accepté ces tiges avant que le cohen n’ait eu de l’Israélite sa part d’oblation sur le tout.</i>, il devra les piler pour séparer la graine du bois; puis il estimera cette graine et en prélèvera par estimation les droits dus, sans rien prendre pour le bois (qui n’y est pas soumis). Si le prélèvement a eu lieu avant la séparation entre le bois et la graine, le tout est consacré, et il faut remettre des deux au cohen."
Mishnah Terumot 10:7,"Lorsqu’on a confit ensemble des olives profanes avec des olives d’oblation, ou des olives profanes ouvertes (écrasées et dont le jus sort) avec des olives d’oblation semblables, ou des ouvertes profanes avec des entières d’oblation, ou seulement dans la sauce ayant servi à confire des olives d’oblation (dont elle s’est imprégnée), le tout est interdit. Mais, lorsque les olives profanes sont entières, fussent-elles jointes à des olives d’oblation ouvertes, elles restent accessibles à la consommation de tous (ne pouvant rien absorber des autres olives sacrées)."
Mishnah Terumot 10:8,"Lorsqu’on a mariné un poisson impur avec un autre pur, l’ensemble de la sauce est interdit, dès que dans la tonne de poisson pur d’une contenance de deux saas, il y a un poids de dix zouz judéens de poisson impur, ou de 5 sicles galiléens<sup>323</sup><i class=""footnote"">Soit une proportion pour la partie impure de 1/960 Cf. Babli, Hulin 99b.</i>. Selon R. Juda, la mesure sera1/4 de loug pour 2 saas; selon R. Yossé, ce sera 1/16 de loug."
Mishnah Terumot 10:9,"Lorsque des sauterelles impures ont été confites avec d’autres pures, la sauce n’est pas impropre à la consommation (parce qu’elles n’ont pas de sang, mais seulement de l’humeur). R. Zadok a attesté que la sauce des sauterelles impures est pure (et ne communique pas d’impureté)."
Mishnah Terumot 10:10,"Tous les produits confits ensemble ne forment pas de mélange interdit, sauf les porreaux. Le porreau profane mêlé avec du porreau d’oblation, ou de la verdure profane mêlée à du porreau d’oblation, est un mélange interdit (aux étrangers); cependant, le mélange de porreau profane avec de la verdure d’oblation est permis."
Mishnah Terumot 10:11,"Selon R. Yossé, même cuits ensemble les produits divers sont permis, sauf s’ils sont joints à l’oblation des bettes (ou épinards sauvages), parce qu’elles propagent leur goût."
Mishnah Terumot 10:12,"Selon R. Simon, le mélange du chou de terre sèche avec un produit semblable (d’oblation) provenant de terre humide, est interdit, parce que le premier absorbe le jus du second. R. aqiba dit (ou, selon une autre leçon, R. Juda) : on peut cuire ensemble sans interdiction toutes espèces de mets, sauf les diverses viandes réunies. R. Yohanan b. Nouri dit: le foie (qui est sacré) rend les autres objets interdits, mais il ne peut devenir interdit par d’autres objets (sacrés), parce qu’il exprime le jus, et ne l’absorbe pas."
Mishnah Terumot 11:1,"Il n’est pas permis de mettre des figues plates (comprimées ou sèches, d’oblation) dans de la sauce, saumure de poisson, muria (pour en tirer le suc), parce que c’est les gâter (puisqu’il faut ensuite les jeter); mais on peut y joindre de ce vin (lequel devant donner du goût n’est pas perdu). Il n’est pas permis d’aromatiser l’huile d’oblation (les aromates, en l’absorbant, la diminuent); mais on peut constituer de l’hydromel poivré, oinomhlon. On ne doit pas cuire du vin d’oblation, parce qu’on l’amoindrit ainsi (on en perd une partie); selon R. Juda, c’est permis, parce qu’on l’améliore ainsi (et il se conservera mieux)."
Mishnah Terumot 11:2,"Pour le miel de dattes<sup>340</sup><i class=""footnote"">Cf. Babli, Berakhot 38a Ê; Hulin 120v.</i>, le vin de pommes (cidre), le vinaigre, le jus de raisins tardifs et tout autre espèce de jus de fruits d’oblation (excepté le vin et l’huile), on est tenu, selon R. Eliézer (lorsqu’on mange par erreur de cette oblation), de restituer le montant avec 1/5 de supplément; selon R. Josué, on est dispensé de ce supplément (non du capital). Selon R. Eliézer aussi, ces liquides comme tels propagent l’impureté. R. Josué dit: Les sages n’ont pas compté au hasard 7 liquides comme des grains d’aromates (dont le nombre est approximatif), mais ils ont précisé les 7 liquides qui transmettent l’impureté<sup>341</sup><i class=""footnote"">Ce sontÊ: l’eau, la r(Os le vin, l’huile, le miel d’abeilles, le lait et le sang. Voir Makshirin dernier, 4</i>; tous les autres restent toujours purs."
Mishnah Terumot 11:3,"On ne doit pas convertir les dattes d’oblation ou de dîmes en miel, ni les pommes en cidre, ni les raisins tardifs en vinaigre, et de même on ne changera de nature aucun autre fruit, excepté les olives et les raisins<sup>348</sup><i class=""footnote"">Cf. Babli, Pessahim 24b.</i>. On ne mérite pas la peine des 40 coups de lanière<sup>349</sup><i class=""footnote"">(Nb 18, 12)</i>, si l’on a exprimé le jus des fruits des premières années de plantation (interdites), excepté pour le produit des olives et des raisins. On ne peut pas offrir comme prémices des liquides (mais des fruits), sauf le produit des olives et du raisin. Le seul liquide qui rende à d’autres objets l’impureté (qui la propage) est ce même produit, et enfin on n’offrira sur l’autel que l’huile (des offrandes) et le vin (des libations)."
Mishnah Terumot 11:4,"L’usage des queues de figues (comprimées), ou des figues sèches, ou certains glands, aculoi<sup>350</sup><i class=""footnote"">Autre sorte de figues, selon Maïmonide. Cf. ci-après, (Orla 2, 1) (une longue note).</i>, et des caroubes d’oblation sacerdotale est interdit aux étrangers."
Mishnah Terumot 11:5,"Aussi longtemps que le cohen recueille les pépins ou graines des fruits pour les consommer, il est interdit aux étrangers d’en manger s’ils sont d’oblation; mais s’il les abandonne, leur usage est autorisé. Il en est de même des os (garnis de viande) des sacrifies: aussi longtemps que le cohen les recueille, leur usage est interdit; il est permis à partir du moment où il les jette. Le gros son, en général, même d’oblation, peut servir à chacun; celui qui provient du blé vert (et contient beaucoup de farine) est interdit aux étrangers, mais celui du vieux blé (qui se moût bien mieux) est permis. On agit avec le son d’oblation comme avec le profane (on jette ce que l’on ne mange pas). Celui qui écrème la farine et en prend la fine fleur, à raison de un cab ou deux par saa (sur 6 cabs) d’oblation, ne devra pas jeter le reste (qui, pouvant être consommé, ne doit pas être détruit), mais le mettre de côté en un endroit sûr."
Mishnah Terumot 11:6,"Lorsqu’on débarrasse un grenier du froment d’oblation, on n’est pas tenu de s’y asseoir et de se mettre à ramasser chaque grain, un à un, mais on le balaie comme d’ordinaire, et l’on peut ensuite y mettre du profane (sans se préoccuper s’il reste un grain ou deux d’oblation)."
Mishnah Terumot 11:7,"De même, si un tonneau d’huile d’oblation a été renversé, on n’est pas tenu de se mettre à terre pour l’étancher à la main (pour n’en rien laisser); on agit comme avec du profane."
Mishnah Terumot 11:8,"Lorsqu’on verse (du vin ou de l’huile d’oblation) d’une cruche dans une autre et qu’il reste encore quelques gouttes dans la première, on peut pourtant y verser du profane. Mais, après avoir couché la cruche pour la vider, il s'en amasse un peu au bord, ce reste est sacré. – (A ce même propos, on demanda) : quelle devra être la quantité d’oblation de dîmes sur des produits de libération douteuse, Demaï (devenus impurs), pour que l’on soit tenu de la remettre au cohen (et de ne pas l’abandonner)? Ce devra être le huitième du 8e (un 64e)."
Mishnah Terumot 11:9,"On peut donner à manger des vesces d’oblation<sup>364</sup><i class=""footnote"">C’est principalement une nourriture de bestiauxÊ; seulement, comme il arrive parfois aux hommes d’en manger, ils doivent donner en ce cas, les parts légales.</i> aux animaux domestiques, aux bêtes sauvages et aux volailles (appartenant aux cohanim). Lorsqu’un simple israélite a emprunté la vache d’un cohen<sup>365</sup><i class=""footnote"">Cf. Yebamot 66bÊ; Avoda Zara 15a.</i>, il peut lui donner à manger des vesces d’oblation (avec lesquelles on peut la nourrir). Mais lorsqu’un cohen a emprunté celle de l’Israélite, bien qu’il soit chargé de la nourrir, il ne pourra pas lui donner à manger de l’oblation (parce qu’il ne peut en nourrir que ses propres bêtes). Lorsqu’un simple Israélite achète et se charge d’engraisser la vache d’un cohen (afin de partager plus tard la plus-value), elle ne pourra pas manger de ladite oblation (elle n’est plus le bien du cohen). Mais lorsqu’à l’inverse le cohen l’acquiert d’un Israélite dans les mêmes vues ultérieures, il peut la nourrir d’oblation (elle est son bien)."
Mishnah Terumot 11:10,"On peut éclairer avec de l’huile destinée à être brûlée (d’abord sacrée, puis devenue impure), les salles de prières, les salles d’études, les carrefours obscurs, et même auprès des malades, avec l’autorisation du cohen (les autres personnes profiteront du voisinage)."
Mishnah Maasrot 1:1,"On a établi une règle générale pour la dîme: tout ce qui se mange, que l’on conserve et qui croît sur terre<sup>1</sup><i class=""footnote"">""La même règle est usitée pour la Péa. Voir ce traité, 1, 4. Cf. Babli, Shabat 68a; Nida 50a.""</i>, est soumis aux dîmes. Voici une autre règle: ce qui est un manger aussi bien dès le commencement de son développement qu’à la fin, bien que l’on ait l’habitude de la conserver jusqu’à sa croissance extrême, est soumis aux dîmes, qu’il soit encore petit, ou déjà grand. Mais, lorsqu’au commencement ce n’est pas un objet habituel de consommation et qu’il le devient plus tard (à sa maturité), il n’y sera soumis que lorsqu’il sera devenu bon à manger."
