mishnah_tref,talmud_tref,french_text,hebrew_text
Mishnah Bava Batra 5:1-3,Jerusalem Talmud Bava Batra 5:1:1,"Si un individu vend un navire, il a compris dans la vente le mât<sup>103</sup><i class=""footnote"">""Dans son commentaire arabe sur la Mishna, Maïmonide rend ce mot par Kala""""""</i>, la vergue et l’ancre, ecenhi"", avec tout ce qui est nécessaire pour la marche, mais il n’a pas compris dans la vente les esclaves (qui le conduisent), ni les grands sacs du bagage, ni le chargement, enqhch. S’il dit qu’il vend le navire avec tout ce qui s’y trouve, toutes ces choses sont vendues en même temps. Si un individu dit qu’il vend un char (carrum), il n’a vendu que la voiture, et non les mulets; s’il dit qu’il vend les mulets, il n’a pas compris dans la vente la voiture. S’il dit qu’il vend un joug, il l’a vendu seul et non les bœufs; s’il dit qu’il vend les bœufs, il n’a pas vendu le joug. R. Juda dit: il faut voir à quel prix il a vendu le couple (pour savoir ce qu’il comprend): s’il l’a vendu pour 200 zouz, il est évident qu’il a compris les bœufs dans la vente, car on ne donne pas 200 zouz pour un joug seul. Les autres docteurs disent: le montant du prix n’est pas une preuve de ce que l’on vend. Si un individu vend un âne, son harnais n’est pas compris dans la vente. Nahoum le Mède dit que le harnais y est compris. R. Judah dit que tantôt le harnais est compris dans la vente, tantôt il n’est pas compris (cela dépend de la manière dont le vendeur s’est exprimé). Ainsi lorsqu’en présence d’un âne pourvu d’un harnais, l’acquéreur dit au propriétaire: “vends-moi ton âne que voici”, le harnais sera compris dans la vente; mais si l’acquéreur dit: “vends-moi l’âne s’il est à toi”, le harnais n’y est pas compris. Celui qui vend une ânesse cède en même temps l’ânon (l’on ne va pas sans la mère); mais si l’on vend une vache (dont on peut utiliser le lait à part), le veau n’est pas compris dans la vente. En vendant le monticule aux ordures, le fumier y est compris. En vendant le puits, on cède l’eau, comme en vendant un colombier, les pigeons y sont compris. En vendant la ruche, les abeilles sont comprises dans la vente. Celui qui acquiert les petits d’un colombier ne devra pas les enlever tous; il laissera une première couvée sur place (pour ne pas détourner la mère), et prendra le reste. Celui qui acquiert une ponte d’abeilles (de l’année) prend tous les trois premiers groupes, puis en enlève un sur deux (sans dégarnir tout à fait la ruche). De même, celui qui achète les gâteaux de miel devra laisser deux gâteaux pour nourrir les abeilles qui restent. Enfin l’acquéreur des olives sur pieds ne coupera pas les deux dernières branches du bas.",המוכר א את הספינה מכר את התורן ואת הנס ואת ההוגין ואת כל המנהיגין אותה אבל לא מכר לא את העבדים ולא את המרצפוין ולא את האנתיקי בזמן שאמר לו היא וכל מה שבתוכה הרי כולן מכורין מכר את הקרון לא מכר את הפרדות מכר את הפרדות לא מכר את הקרון מכר את הצמד לא מכר את הבקר מכר את הבקר לא מכר את הצמד רבי יהודה אומר הדמים מודיעין כיצד אמר לו מכור לי צמדך במאתים זוז הדבר ידוע שאין הצמד במאתים זוז וחכמים אומרים אין הדמים ראייה המוכר את החמור לא מכר את כליו נחום המדי אומר מכר את כליו רבי יהודה אומר פעמים מכורין ופעמים אינן מכורין כיצד היה חמור לפניו וכליו עליו אמר לו מכור לי חמורך זו כליו מכורין חמורך ההוא אין כליו מכורין המוכר את החמור מכר את הסייח מכר פרה לא מכר את בנה מכר אשפות מכר זיבלה מכר בור מכר מימיו מכר שובך מכר יונים מכר כוורת מכר דבורים הלוקח פירות שובך מפריח בריכה הראשונה כוורת נוטל שלשה נחילין ומסרס חלות דבש מניח שתי חלות זיתים לקוץ מניח שני גרופיות:
Mishnah Bava Batra 5:4,Jerusalem Talmud Bava Batra 5:2:1,"Si un individu achète 2 arbres dans le champ d’un autre, il n’a pas acquis le terrain autour d’eux. R. Meir dit: le terrain est acquis. Si les branches s’étendent beaucoup, le propriétaire du champ n’a pas le droit de les couper; ce qui sort du tronc appartient à l’acheteur des arbres; ce qui sort de la racine appartient au propriétaire du champ. Si les arbres se dessèchent, l’acheteur n’a pas le droit d’en planter d’autres à leur place (n’ayant pas le sol à lui). S’il a acheté 3 arbres, il a acquis le terrain qui leur est nécessaire; si les branches s’étendent au delà de ce terrain, le propriétaire du champ peut exiger qu’on coupe ce qui dépasse le terrain de l’acheteur. Ce qui sort du tronc ou des racines appartient à l’acheteur; si les arbres se dessèchent, l’acheteur a le droit au terrain (pour en planter d’autres à leur place).",הקונה שני אילנות בתוך של חבירו הרי זה לא קנה קרקע רבי מאיר אומר קנה קרקע הגדילו לא ישפה העולה מן הגזע שלו ומן השרשים של בעל הבית ואם מתו אין לו קרקע קנה שלשה קנה קרקע הגדילו ישפה העולה מן השרשין שלו ואם מתו יש לו קרקע:
Mishnah Bava Batra 5:5,Jerusalem Talmud Bava Batra 5:3:1,"Celui qui vend la tête d’un animal de gros bétail ne vend pas pour cela les pieds, et de même en vendant les pieds, on ne vend pas la tête (tout en distinct). En vendant les poumons, on ne vend pas le foie; en vendant le foie, on ne vend pas les poumons. Pour le menu bétail au contraire, en vendant la tête on ne vend aussi les pieds; mais en vendant ces derniers, on ne vend pas la tête (part capitale). En vendant les poumons, on vend aussi le foie; mais avec ce dernier (inférieur), on n’a pas vendu les poumons.",המוכר את הראש בבהמה גסה לא מכר את הרגלים מכר את הרגלים לא מכר את הראש מכר את הקנה לא מכר את הכבד מכר את הכבד לא מכר את הקנה אבל בבהמה דקה מכר את הראש מכר את הרגלים מכר את הרגלים לא מכר את הראש מכר את הקנה מכר את הכבד מכר את הכבד לא מכר את הקנה:
Mishnah Bava Batra 5:6-8,Jerusalem Talmud Bava Batra 5:4:1,"Il y a quatre catégories de vendeurs. Si un individu dit vendre du bon froment, et il se trouve que ce blé est mauvais, l’acheteur peut annuler la vente; si le vendeur dit vendre du mauvais froment, et celui-ci se trouve être bon, le vendeur peut annuler la vente; s’il dit vendre du mauvais ou du bon, et il se trouve que le froment est comme il a été annoncé, personne ne peut annuler la vente; s’il dit vendre une sorte de marchandise, p. ex. rougeâtre, et il se trouve qu’elle est d’une autre sorte, p. ex. blanche, le vendeur ou l’acheteur peut annuler la vente; il en est de même s’il dit vendre du bois d’olivier, et il se trouve que c’est du bois de sycomore, ou vice-versa, ou s’il dit vendre du vin, et c’est du vinaigre, ou l’inverse. Si l’acheteur des produits du champ, ou des fruits, a fait l’acte d’attraction, quoiqu’il ne les ait pas mesurés, il es a acquis: s’il les a mesurés, mais s’il n’a pas fait l’attraction, il ne les a pas acquis. Si l’acheteur est intelligent, il peut louer la place de la marchandise (la marchandise lui sera acquise, parce qu’elle se sera trouvée dans son domaine). Si un individu achète du lin, il doit le soulever, ou le déplacer pour l’acquérir. Si le lin n’était pas encore arraché de la terre, l’acheteur peut l’acquérir s’il en arrache un peu. Un individu vend à un autre du vin ou de l’huile, et la marchandise, après que le prix a été convenu entre le vendeur et l’acheteur, est devenue plus chère ou moins chère; si la mesure n’a pas encore été remplie, la marchandise appartient au vendeur (et ils peuvent annuler la vente); si la mesure est déjà remplie, la marchandise appartient à l’acheteur (et la vente est irrévocable). S’il y a un marchand intermédiaire entre le producteur et le consommateur, et que le producteur ait mesuré la marchandise dans le tonneau du marchand, la marchandise versée dans son tonneau lui est acquise; alors si le tonneau se brise, et le vin ou l’huile s’écoule, le marchand subit le dommage. Quand un individu vend ce liquide, il doit ajouter à la mesure 3 gouttes. Si le liquide s’est amassé au fond de la mesure, après que le vendeur l’avait fait pencher, il peut garder ce liquide (l’acheteur y renonce). Le boutiquier n’est pas obligé d’ajouter les 3 gouttes. R. Juda dit: la boutiquier n’est dispensé de cette obligation que le vendredi à la fin de la journée<sup>110</sup><i class=""footnote"">A ce moment, selon la Braïtha, il est très occupé aux préparatifs du Sabbat.</i>.",ארבע מידות במוכרים מכר לו חיטים יפות ונמצאו רעות הלוקח יכול לחזור בו רעות ונמצאו יפות המוכר יכול לחזור בו רעות ונמצאו רעות יפות ונמצאו יפות אין אחד מהן יכול לחזור בו שחמתי' ונמצאת לבנה לבנה ונמצאת שחמתית עצים של זית ונמצאו של שקמה של שקמה ונמצאו של זית יין ונמצא חומץ חומץ ונמצא יין שניהן יכולין לחזור בהן המוכר פירות לחבירו משך ולא מדד קנה מדד ולא משך לא קנה אם היה פיקח שוכר את מקומן הלוקח פשתן מחבירו הרי זה לא קנה עד שיטלטלנו ממקום למקום ואם היה במחובר לקרקע ותלש כל שהוא קנה המוכר יין ושמן לחבירו והוקרו או שהוזלו עד שלא נתמלאת המידה למוכר משנתמלאת המידה ללוקח היה סרסור ביניהן נשברה החבית נשברה לסרסור חייב להטיף לו שלש טיפין הרכינה ומיצת הרי זה של מוכר והחנווני אינו חייב להטיף לו שלש טיפין רבי יהודה אומר בלילי שבת עם חשיכה פטור:
Mishnah Bava Batra 5:9-11,Jerusalem Talmud Bava Batra 5:5:1,"Un individu envoie son petit enfant (en lui donnant un flacon et un pondion = 2 as) pour qu'il aille acheter chez le boutiquier de l’huile pour un as, le boutiquier verse dans le flacon de l’huile pour cette monnaie, et donne à l’enfant son flacon et un as en retour, puis l’enfant casse le flacon et perd la monnaie. Dans ce cas, le boutiquier doit payer pour le flacon, pour l’huile et pour l'as perdus<sup>111</sup><i class=""footnote"">Il a eu tort de les confier à l'enfant.</i>. R. Juda dit le boutiquier est acquitté, car le père de l’enfant l’a envoyé pour qu’il prenne lui-même du boutiquier l’huile et la monnaie. Les autres docteurs, d’accord avec R. Judah, disent: si le boutiquier a laissé le flacon aux mains de l’enfant, il n’est pas obligé de payer la valeur du flacon brisé par l’enfant. Le marchand, sitwnh"" (qui achète du blé en gros pour le vendre en détail) doit nettoyer ses mesures une fois par mois. Au cultivateur qui ne vend que ses produits, il suffit de nettoyer ses mesures une fois par an. R. Simon b. Gamliel dit au contraire: le marchand en gros devra les nettoyer une fois par an et le propriétaire tous les mois; de plus, le boutiquier doit nettoyer ses mesures 2 fois par semaine, ses poids une fois par semaine, et la balance toujours avant de peser. R. Simon b. Gamliel dit que tout cela se rapporte aux objets humides, non aux objets secs. En vendant il penchera la balance jusqu’à un palme, pour donner un peu plus de poids. S’il pèse juste, il doit ajouter 1/10 en surcroît, grammai, d’une livre pour 10 livres de choses humides, et pour 20 livres, s’il s’agit de choses sèches. Dans les endroits où il est d’usage de mesurer par des petites mesures (p. ex. un cab, ou un log), on ne doit pas mesurer par de grandes, (p. ex. avec un saa qui contient 6 cab, car l’acheteur y perd). Si l’usage prescrit de mesurer par de grandes mesures, on ne doit pas mesurer par de petites; enfin si l’usage est de donner des mesures rases, on ne peut pas demander les mesures entassées; si l’usage est d’entasser les mesures, on ne peut pas donner de mesures rases.","השולח את בנו אצל החנווני ומדד לו באיסר שמן ונתן לו את האיסר שבר את הצלוחית ואיבד את האיסר החנווני חייב ורבי יהודה פוטר שעל מנת כן שילחו ומודין חכמים לר' יהודה בזמן שהצלוחית ביד התינוק ומדד החנווני לתוכה החנווני פטור הסיטון מקנח מידותיו לשלשים יום ובעל הבית אחת לשנים עשר חדש ר""ש בן גמליאל אומר חילוף הדברים החנווני מקנח את מידותיו פעמים בשבת וממחה את מקלותיו פעם אחת בשבת ומקנח מאזנים על כל משקל ומשקל אמר רבן שמעון בן גמליאל במה דברים אמורים בלח אבל ביבש אינו צריך וחייב להכריע לו טפח היה שוקל לו עין בעין נותן לו גירומים אחד לעשרה בלח ואחד לעשרים ביבש מקום שנהגו למוד בדקה לא ימוד בגסה בגסה לא ימוד בדקה למחוק לא יגדוש לגדוש לא ימחוק:"
Mishnah Bava Batra 6:1-3,Jerusalem Talmud Bava Batra 6:1:1,"Un individu a vendu des semences à un autre, l’acheteur les a semées, mais elles n’ont pas réussi. En ce cas, le vendeur n’est point responsable<sup>114</sup><i class=""footnote"">""Il peut dire: """" Je te les ai vendues comme fruits alimentaires, non pour la semaille """".""</i>, quand même il a vendu les semences de lin (employées d’ordinaire pour la semaille, mais servant aussi d’aliment). R. Simon b. Gamliel dit: s’il a vendu des semences de jardin qu’on ne peut pas manger, il est responsable<sup>115</sup><i class=""footnote"">Il devra rendre l'argent à l'acquéreur si les semences ne valent rien pour la semaille.</i>. Si un individu vend à un autre les produits du champ, l’acheteur doit accepter un quart de kab de déchets mêlés à un saa de bon produit (= 1/24, un saa ayant 6 kab). Si l’on achète des figues, on doit en accepter un % de mauvaises; en achetant une cave pleine de vin, on accepte 10 % de mauvais tonneaux. En recevant des cruches de Saron, il faut compter de même 10 % défectueuses, piqo"". Si un individu vend à un autre du vin, et si ce vin aigrit, le vendeur n’en est pas responsable; mais s’il est connu que son vin devient toujours aigre, l’acheteur peut annuler la vente (arguer qu’il y a eu erreur). Si le vendeur lui a dit: “je te vends du vin épicé” (bon à conserver), il faut que le vin se conserve au moins jusqu’à la Pentecôte suivante; s’il vend du vin vieux, celui-ci devra être au moins de l’an passé; enfin s’il vend du vin “très vieux”, celui-ci devra avoir 3 ans de date.",המוכר פירות לחבירו ולא צימחו אפילו זרע פשתן אינו חייב באחריותו רבן שמעון בן גמליאל אומר זירעוני גינה שאינן נאכלין חייב באחריותן המוכר פירות לחבירו הרי זה מקבל עליו רובע טנופת לסאה תאנים מקבל עליו עשר מתליעות למאה מרתף של יין מקבל עליו עשר קוססות למאה קנקנים בשרון מקבל עליו עשר פיטסאות למאה המוכר יין לחבירו והחמיץ אינו חייב באחריותו ואם יודע שיינו מחמיץ הרי זה מקח טעות אם אמר לו יין מבושם אני מוכר לך חייב להעמיד לו עד עצרת ישן משל אשתקד מיושן משל שלש שנים:
Mishnah Bava Batra 6:4,Jerusalem Talmud Bava Batra 6:2:1,"Si quelqu’un vend à autrui un emplacement pour la construction d’une maison, ou en vue des fiançailles de son fils, ou une maison de veuvage à sa fille, il construira sur 4 aunes de large et 6 de long, selon R. aqiba. R. Ismaël dit: c’est la place d’une écurie de bœufs, et pour la construire on adopte cette mesure. Une petite maison occupe 6 aunes sur 8; une grande, 8 sur 10; un triclinium, 10 sur 10. La hauteur sera de la moitié de la longueur et de la largeur, adoptant pour exemple la 1re salle du temple. Celle-ci, selon R. Simon b. Gamliel, sert de modèle en tout.",המוכר מקום לחבירו לעשות לו בית וכן המקבל מקום מחבירו לבנות לו בית חתנות לבנו בית אלמנות לבתו בונה ארבע אמות על שש דברי רבי עקיבה ר' ישמעאל אומר רפת בקר הוא זו הרוצה לעשות רפת בקר בונה ארבע אמות על שש בית קטן שש על שמנה גדול שמנה על עשר טריקלין עשר על עשר רומו כחצי אורכו וכחצי רחבו וראייה לדבר היכל וכתליו רבן שמעון בן גמליאל אומר כבנין היכל:
Mishnah Bava Batra 6:5-6,Jerusalem Talmud Bava Batra 6:3:1,"Si un individu possède une citerne dans le bâtiment d’un autre, il doit entrer et sortir à l’heure où chacun a l’habitude d’aller et venir, il n’a pas le droit d’y faire entrer son animal, mais il puise l’eau et la donne à son animal au dehors. Le propriétaire de la citerne la ferme à clef (pour qu’on n’y puise pas d’eau en son absence); celui du bâtiment a aussi sa clef (pour que l’autre ne puisse entrer en son absence). Si A possède un petit jardin enfermé dans celui de B, il doit y entrer et sortir à l’heure habituelle de chacun. Il ne peut pas y introduire des marchands; il ne doit profiter du passage que B lui donne à travers son jardin que pour entrer dans le sien, non pour abréger son chemin en passant par le jardin de B quand il veut aller ailleurs. B peut semer sur le passage par lequel A entre dans son jardin. Si A et B sont convenus entre eux que le premier aurait un passage sur le côté, A peut entrer et sortir quand il veut; il peut faire entrer des marchands dans son jardin, mais il ne peut se servir de ce passage que pour entrer dans le jardin, non pour entrer dans un autre endroit; ni A ni B ne peuvent semer sur ce passage.",מי שיש לו בור לפנים מביתו של חבירו נכנס בשעה שדרך בני אדם נכנסין ויוצא בשעה שדרך בני אדם יוצאין ואינו מכניס בהמתו ומשקה מבורו אלא ממלא ומשקה מבחוץ זה עושה לו פותחת וזה עושה לו פותחת מי שיש לו גינה לפנים מגינתו של חבירו נכנס בשעה שדרך בני אדם נכנסין ויוצא בשעה שרך בני אדם יוצאין ואינו מכניס לתוכה תגרים ולא יכנס מתוכה לתוך שדה אחרת והחיצון זורע את הדרך נתנו לו דרך מן הצד מדעת שניהן נכנס בשעה שהוא רוצה ויוצא בשעה שהוא רוצה ומכניס לתוכה תגרים ולא יכנוס מתוכה לתוך שדה אחרת וזה וזה אינן רשאין לזורעה:
Mishnah Bava Batra 6:7-8,Jerusalem Talmud Bava Batra 6:4:1,"Si une route publique passe à travers le champ d’un individu et si le propriétaire du champ a fermé cette route, en donnant au public une autre, le public peut à son gré se servir du nouveau chemin ou prendre l’ancienne route. Si un individu achète un passage à travers un champ, le vendeur doit lui donner un passage large de 4 coudées; la route publique est de 16 coudées; celle du Roi n’a pas de limite; la route de ceux qui accompagnent un mort à son dernier repos n’a pas de limite non plus. Les juges de Sephoris disent que la station funéraire<sup>123</sup><i class=""footnote"">Ceux qui allaient à des enterrements faisaient des stations. 5. (Berakhot 3, 1).</i> peut occuper une place égale à un champ qui produit 4 kabs. Si l’on a acheté de son prochain un terrain pour l’employer à la sépulture, ou si l’on a reçu de lui un terrain à cet effet, on fera à l’intérieur une cavité large de 4 coudées contre 6 de long, sur laquelle pourront s’ouvrir 8 tombes, savoir: 3 de chaque côté de la longueur vis-à-vis (une en face de chaque côté plus étroit); quant aux tombes elles-mêmes, elles auront 4 coudées de long, 7 de haut, et 6 de large<sup>124</sup><i class=""footnote"">Cf. J., (Nazir 9, 3).</i>. R. Simon dit: l’intérieur total de la caverne est long de 8 coudées et large de 6; on creuse, dit-il, 13 excavations, pour recevoir 13 morts, savoir: 4 dans chacune des deux longues parois, 3 dans la paroi en face (courte), une à droite de l’entrée et une à gauche. On fait, à l’entrée de la caverne, une cour de 6 coudées de long et 6 de large, pour recevoir les porteurs du cercueil, et on fait 2 cavernes (telles que l’on vient de les décrire), dont l’une est d’un côté de la cour et l’autre de l’autre côté. R. Simon dit que l’on fait 4 cavernes, une de chaque côté de la cour. R. Simon b. Gamliel dit: pour le nombre des excavations et celui des cavernes, il faut prendre en considération la solidité du terrain<sup>125</sup><i class=""footnote"">""On pourra creuser plus de 13 excavations, si le terrain est dur; car on n'aura pas besoin d'un intervalle d'une coudée entre elles; si le terrain est mou, on en creusera moins, car on aura besoin d'un plus grand intervalle.""</i>.","מי שהיתה דרך הרבים עוברת בתוך שדהו נטלה ונתן להן מן הצד מה שנתן נתן ושלו לא הגיעו דרך היחיד ארבע אמות ודרך הרבים שש עשרה אמה דרך המלך אין לה שיעור ודרך הקבר אין לה שיעור המעמד דייני ציפורין אמרו בית ארבעת קבין המוכר מקום לחבירו לעשות לו קבר וכן המקבל מקום מחבירו לעשות לו קבר עושה תוכה של מערה ארבע אמות על שש ופותח לתוכה שמנה כוכין שלשה מיכן וג' מיכן ושנים מכנגדן והכוכין ארכן ארבע אמות ורומן שבעה ורחבן ששה ר""ש אומר עושה תוכה של מערה שש על שמנה ופותח לתוכה שלש עשר כוך ארבעה מיכן וארבעה מיכן ושלש' מכנגדן ושנים אחד מימין הפתח ואחד מן השמאל ועושה חצר על פתח המערה שש על שש כמלוא המיטה וקובריה ופותח לתוכה שתי מערות אחת מיכן ואחת מיכן ר""ש אומר ארבע לארבע רוחותיה רבן שמעון בן גמליאל אומר הכל לפי הסלע:"
Mishnah Bava Batra 7:1,Jerusalem Talmud Bava Batra 7:1:1,"Si un individu dit à un autre: “Je te vends un terrain qui produit un kour ”, l’acheteur n’est pas obligé de comprendre dans la mesure les fosses profondes de 10 palmes, ni les rochers hauts de 10 palmes; si les fosses ou les rochers ont une mesure moindre, ils seront compris dans l’espace vendu. Mais si le vendeur a déclaré vouloir céder un tel espace d’un tel kour (tel qu’il est), y eut-il des cavités profondes de plus de 10 palmes, ou des roches plus élevés que dix palmes, ils seront compris dans le total de la vente.",האומר לחבירו בית כור עפר אני מוכר לך היו שם נקעים עמוקים עשרה טפחים או סלעים גבוהים עשרה טפחים אין נמדדין עמה פחות מיכן נמדדין עמה ואם אמר לו כבית כור אפילו היו שם נקעים עמוקים יותר מעשרה טפחים או סלעים גבוהים יותר מעשרה טפחים הרי אילו נמדדין עמה:
Mishnah Bava Batra 7:2,Jerusalem Talmud Bava Batra 7:2:1,"Si un individu dit à un autre: “je te vends un terrain d’un kour, exactement mesuré au cordeau”, s’il manque une parcelle à la mesure, l’acheteur déduira du prix la valeur de ce qui manque; si le terrain dépasse un peu la mesure, l’acheteur rendra le surplus au vendeur. Si le vendeur a dit: “je te vends ce terrain d’un kour pour tel prix”, soit qu’il manque un peu à la mesure, soit qu’il la dépasse un peu, l’acheteur ne peut rien déduire au prix, s’il manque un quart de kab pour un saa (ou 7 kabs 1/2 pour un kour), pas plus que le vendeur ne peut réclamer, s’il y a un surplus de 1/4 de kab pour un saa; mais si la différence est plus grande, il faut en tenir compte. L’acheteur est obligé de rendre au vendeur le surplus, que rendra-t-il? Soit de l’argent, soit le surplus du terrain à l’acheteur<sup>126</sup><i class=""footnote"">D'ordinaire ce surplus est peu de chose pour le vendeur qui aurait beaucoup de peine à cultiver un petit terrain, tandis que l'acheteur en profitera facilement en le cultivant avec le reste du terrain. Si donc le surplus est assez grand pour valoir la peine d'être cultivé à part (p. ex. un champ qui produit 9 kabs, un jardin qui produit la moitié d'un kab, ou d'après R. Akiba, un quart de kab), l'acheteur rendra le surplus.</i>. Pourquoi alors est-il dit de rendre de l’argent? Pour faire ressortir le privilège du vendeur, car d’autre part s’il reste au champ une contenance de 9 kab<sup>127</sup><i class=""footnote"">Cf. (Ketubot 11, 4).</i>, ou dans un potager une contenance d’un demi-kab, ou, selon l’avis de R. aqiba, seulement un quart de kab, l’acquéreur devra restituer le morceau de terrain, non seulement pour ce quart inoccupé, mais tout le reliquat.",בית כור עפר אני מוכר לך מדה בחבל פחת כל שהוא נכה הותיר כל שהוא יחזיר ואם אמר לו אם חס ואם יתר אפילו אם פחת רובע לסאה או הותיר רובע לסאה הגיעו יותר מיכן יעשה חשבון ומהו מחזיר לו מעות ואם רצה מחזיר לו קרקע ולמה אמרו מחזיר לו מעות לייפות כוחו של מוכר שאם שייר בשדה בית תשעת קבין ובגינה בית חצי קב וכדברי רבי עקיבה בית רובע מחזיר לו את הקרקע ולא את הרובע בלבד הוא מחזיר לו אלא את כל המות': 
Mishnah Bava Batra 7:3,Jerusalem Talmud Bava Batra 7:3:1,"Si quelqu’un dit à autrui: “je te vends le terrain mesuré au cordeau, soit un peu plus, soit un peu moins”, la vente est nulle, parce que la seconde expression annule la précision de la première. De même si les propositions ont été énoncées à l’inverse, elles s’annulent aussi mutuellement, dit Ben-Nanos. Si le vendeur dit: “je le cède par ses marques et ses limites”, et qu’il y a une différence moindre qu’un sixième, elle est aux dépens de l’acheteur; si elle dépasse cette mesure, on peut la décompter du montant à payer.",מידה בחבל אם חסר אם יתר ביטל אם חבר אם יתר מידה בחבל הן חסר הן יתר מדה בחבל ביטל מידה בחבל את הוא חסר הן יתר כדברי בן ננס בסימניו במצריו פחת משתות הגיעו עד שתות ינכה:
Mishnah Bava Batra 7:4,Jerusalem Talmud Bava Batra 7:4:1,"Si un individu dit à son prochain: “je te vends un demi-champ”, on mettra en adjudication la partie la mieux fumée sise entre les deux, et le vendeur gardera pour lui le montant de la moitié du champ. S’il a dit: “je te vends la moitié du champ sise au midi”, on mettra aussi en adjudication la meilleure part du champ sise au milieu, et l’acquéreur touchera la moitié du champ sise au midi. Il comprend pour lui la place de clôture, ainsi que du grand et petit fossé de séparation. Combien d‘espace faut-il pour le fossé? 6 palmes; et pour le petit fossé? 3 palmes.",האומר לחבירו חצי שדה אני מוכר לך משמנין ביניהן נוטל חצי שדהו חצייה בדרום אני מוכר לך משמנין ונוטל חצייה בדרום והוא מקבל עליו מקום הגדר והחריץ ובין חריץ וכמה הוא חריץ ששה טפחים ובין חריץ לשלשה:
Mishnah Bava Batra 8:1-2,Jerusalem Talmud Bava Batra 8:1:1,"Il y a 4 catégories de parents au point de vue de l’héritage, savoir 1re catégorie: Les parents d’un individu qui héritent de lui, s’il meurt, et dont l’individu aussi hérite s’ils meurent avant lui. Ce sont les fils du père qui héritent de lui, et dont le père hérite s’ils meurent avant lui (sans laisser d’enfants). Les frères d’un seul père héritent l’un de l’autre (si le père est mort et s’ils ne laissent point d’enfant). -2ème catégorie: Les parents d’un individu qui héritent de lui s’il meurt, mais dont l’individu n’hérite pas. Ainsi le fils hérite de la mère, mais elle n’hérite pas de lui (car les parents du côté du père sont les héritiers); le mari hérite de sa femme, mais elle n’hérite pas de lui; le fils de la sœur d’un individu hérite de lui (car la sœur hérite de lui, et le fils hérite des droits de sa mère), mais lui n’hérite pas du frère du fils de sa sœur (car sa sœur n’hérite pas de son fils). – 3ème catégorie: les parents d’un individu qui n’héritent pas de lui et dont l’individu hérite, savoir: la mère, à l’égard de son fils; elle n’hérite pas de lui, mais il hérite d’elle; l’épouse à l’égard de son mari: elle n’hérite pas de lui, mais il hérite d’elle; le frère de la mère d’un individu; il n’hérite pas de son neveu, mais le neveu hérite de lui. 4ème catégorie: les parents d’un individu qui n’héritent pas de lui, et dont celui-ci n’hérite pas non plus; ce sont: les frères d’une seule mère. Voici l’ordre des héritages. Il est écrit: Si un homme meurt sans avoir de fils, vous transmettrez son héritage à sa fille s'il n'a pas de fille, vous le donnerez à ses frères s'il n'a pas de frères, vous le donnerez aux frères de son père (Nb 27, 8-10). La fille n’hérite de rien s’il y a un fils, et tous les descendants de ce dernier ont la priorité sur la fille. La fille a la priorité sur les frères du défunt (ses oncles), et tous les descendants de la fille passent avant ses oncles. Ceux-ci passent avant les frères du père, ainsi que leurs descendants<sup>131</sup><i class=""footnote"">""Ainsi, Jacob meurt, laissant Ruben et Dinah; le 1er hérite seul. Si Jacob ne laisse que Dinah, elle ou ses héritiers auront l'héritage, non Esaü, lequel hériterait si Dinah n'existait pas, et Ismaël, oncle du défunt, n'aura rien.""</i>. Règle générale: si un individu a la priorité sur un autre, ses enfants et ses petits-enfants (à l’infini) ont aussi la priorité sur l’autre. Enfin si le fils meurt, son père a la priorité sur tous les autres enfants.",יש נוחלין ומנחילין נוחלין ולא מנחילין מנחילין ולא נוחלין לא נוחלין ולא מנחילין אילו נוחלין ומנחילין האב את הבנים והבנים את האב ואחין מן האב נוחין ומנחילין האיש את אמו והאיש את אשתו ובני אחיות נוחלין ולא מנחילין האשה את בנה והאשה את בעלה ואחי האם מנחילין ולא נוחלין והאחין מן האם לא נוחלין ולא מנחילין סדר נחלות כך הוא איש כי ימות ובן אין לו והעברתם את נחלתו לבתו הבן קודם לבת וכל יוצאי יריכו של בן קודם לבת הבת קודמת לאחין וכל יוצאין יריכה של בת קודמין לאחין האחין קודמין לאחי האב כל יוצאי יריכן של אחין קודמין לאחי האב זה הכלל כל הקודם בנחלה יוצאי יריכו קודמין והאב קודם לכל יוצאי יריכו:
Mishnah Bava Batra 8:3,Jerusalem Talmud Bava Batra 8:2:1,"Les filles de Tsolfhad (Nb 27) lors de la distribution des terres du temps de Josué ont pris trois parts<sup>134</sup><i class=""footnote"">Voir Midrash Rabba sur (Nb 21.</i>: 1° celle de leur père qui fut de ceux qui sont sortis de l’Egypte et reçurent tous une part en Palestine; 2° la part de leur père sur les biens de Héfer<sup>135</sup><i class=""footnote"">Héfer eut plusieurs fils, dont Tslofhad dut l'aîné.</i>; 3° une part en plus à titre d’aîné.",בנות צלפחד נטלו שלשה חלקים בנחלה חלק אביהן שהיה מיוצאי מצרים וחלקו עם אחיו בניכסי חפר ושהיה בכור נטל שני חלקים:
