1:8, ""@45{$}(ה)@46 משל למלך. המשל הזה מובא בסנהדרין ל"ט רע"ב. ועיין בפירש"י שם. 
""32:6, ""@45{$}(ה)@46 בראשו של דבר. וכ"ה בתרגום חכימא מסתכל ברישא מה דעתיד למהוי בסוף. וכ"ה בקה"ר פ"ב ובפי' רש"י לקהלת. 
""32:7, ""@45{$}(ו)@46 הוא אדום. ב"ר פס"ג ופע"ה. ילקוט רמז קי"א. 
""32:8, ""@45{$}(ז)@46 כמו שפירשנו למעלה. תולדות כ"ה ל'. 
""32:9, ""@45{$}(ה)@46 שמונה אדוני כתובים בפרשה. עיין ב"ר פע"ה. וילקוט רמז ק"ל באותה שעה שקרא יעקב לעשו אדוני. א"ל הקדוש ברוך הוא אתה השפלת עצמך וקראת לעשו אדוני ח' פעמים. חייך אני מעמיד מבניו ח' מלכים קודם לבניך שנא' ואלה המלכים אשר מלכו. 
""32:10, ""@45{$}(ט)@46 בסוף פרשה. ל"ו ל"א. 
""32:11, ""@45{$}(י)@46 ד"א יבא עובדיה. סנהדרין ל"ט ע"ב מאי שנא עובדיה לאדום א"ר יצחק אמר הקדוש ברוך הוא יבא עובדיה הדר בין שני רשעים. והמלות "אחאב ואיזבל" "יצחק ורבקה" ליתא בגמרא שם ומובא גם ברש"י בגמרא שם. ובכ"י פלארענץ חסר מן ד"א. 
""32:12, ""@45{$}(יא)@46 גירות היה לי. עיין רש"י עה"ת גרתי לא נעשיתי שר וחשוב אלא גר כו'. 
""32:13, ""@45{$}(יב)@46 עד שנולד יוסף. ב"ר פע"ה. וילקוט רמז ק"ל. 
""32:14, ""@45{$}(יג)@46 כדאמרינן והיה בית יעקב אש. כוונתו למאמרם ב"ב קכ"ג ע"ב בעא מיניה ר' חלבו מר' שמואל בר נחמני כתיב ויהי כאשר ילדה רחל את יוסף וגו' מאי שנא כי אתיליד יוסף (דלא רצה לשוב לבית אביו עד שנולד יוסף. רש"י) אמר ליה ראה יעקב אבינו שאין זרעו של עשו נמסר אלא ביד זרעו של יוסף שנאמר והיה בית יעקב אש ובית יוסף להבה ובית עשו לקש וגו'. 
""32:15, ""@45{$}(יד)@46 מדרש אמר יעקב עם לבן השלמתי תרי"ג מצות מנין גרתי. לא נמצא בב"ר לפנינו. וגם רש"י עה"ת הביא הדרש הזה וזה לשונו ד"א גרתי בגימטריא תרי"ג. כלומר עם לבן הרשע גרתי ותרי"ג מצות שמרתי ולא למדתי ממעשיו הרעים. ע"כ. ואין ספק כי לקות מהילמדנו הנשאר בכתובים. ובכ"י פלארענץ במקום "מדרש" כתוב שם "ד"א". 
""32:16, ""@45{$}(מו)@46 ר' נחמיה. ב"ר פע"ה ילקוט רמז ק"ל ושם מוקדם מאמר ר' יהודה למאמר דר' נחמיה. 
""32:17, ""@45{$}(טז)@46 רבנן דרשו. שם. ועיין תנחומא וישלח. 
""32:18, ""@45{$}(יז)@46 שלח לו דע כו'. וכן רש"י הביא וז"ל ויהי לי שור וחמור. אבא אמר לי מטל השמים ומשמני הארץ זו אינה לא מן השמים ולא מן הארץ. וכן בתרגום המיוחס ליב"ע תר' ומכל מה דבריך יתי אבא לית בידי אלהן הוו לי כזעיר תורין וחמרין עאן ועבדין ואמהן ושדרית לתנאה לרבוני דלא אהניית לי ברכתא ההיא. לאשכתא רחמין בעינך דלא תינטור לי בבין עלה. 
""32:19, ""@45{$}(יח)@46 כמותו מה הוא כו'. ב"ר פע"ה בשם ר"ל ושם הגי' עמו כעמו מה הוא שהוא גבור ויכול לעמוד כנגד ארבע מאות איש כך כל אחד ואחד מהן עשוי על ארבע מאות איש. אולם בילקוט שם מובא בשם המדרש כמו שהביא רבינו. ובילקוט שם נוסף והוא מב"ר בסוף פע"ה במאמר ד"א ויהי לי שור. רשב"נ אמר ארבע מאות קשורים כתרים היו עמו. ויש אומריס ארבע מאות איפרכין היו עמו. ר' ינאי אומר ארבע מאות ראשי גייסות היו עמו. לדעתי יש לתקן שצ"ל ארבע מאות פולמרכין היו עמו. במקום איפרכין. וכן הוא בת"י ויב"ע שם. וארבע מאות איש עמו וארבע מאה גברין פולמרכין עמיה וכן שם ל"ג א' והמלה יונית @500 פי' שר צבא. עיין פסיקתא שובה הערה נ"ט. או אולי במקום ראשי גייסות היה כתוב בתחלה פולמרכין. והי"א ד' מאות איפרכין היו עמו וחלקו עם ר' ינאי שאמר ד' מאות ראשי גייסות והיינו פולמרכין ות"י תפס כר' ינאי. 
""32:20, ""@45{$}(יט)@46 אע"פ שהבטיח נתיירא םבר שמא יגרום החטא. ברכות ד' ע"א ועיין ב"ר ריש פע"ו וילקוט רמז קל"א. 
""32:21, ""@45{$}(כ)@46 ד"א ויירא. עיין ב"ר וילקוט שם. במאמר ד"א ויירא יעקב מאד א"ר יהודה ב"ר אלעאי ושם הלשון מתוקן יותר. ועיין ברש"י עה"ת. 
""32:22, ""@45{$}(כא)@46 מיכן למדנו. ב"ר שם וילקוט שם. 
""32:23, ""@45{$}(כב)@46 וכה"א במשה. ב"ר שם בשם ר' הונא. 
""32:24, ""@45{$}(כב)@46 ד"א לפי שעבר ולא עישור. עיין לעיל כ"ח כ"ב ובהערה ע"ה. ובכ"י פלארענץ חסר מן ד"א זה עד סוף המאמר. ומתחיל במאמר ויאמר אם יבא עשו. 
""32:25, ""@45{$}(כג)@46 קשיא לי האחת משום דבכ"מ שנאמר מחנה הוא לשון זכר כו'. רש"י בפי' עה"ת כתב מחנה משמש לשון זכר ולשון נקבה והביא לראיה אם תחנה עלי מחנה הרי נקבה. המחנה הזה לשון זכר. וכן כתב כן הרשב"ם. הראב"ע. והרד"ק בשרשים שרש חנה. ור' שלמה הפרחין במחברת הערוך ערך חנה. 
""32:26, ""@45{$}(כד)@46 אלא לפי שכוון עצמו לג' דברים כו'. בילקוט רמז קל"א מובא בשם התנחומא התקין עצמו לג' דברים לדורון ותעבור המנחה על פניו. למלחמה אם יבוא עשו אל המחנה. לתפלה ויאמר יעקב אלהי אברהם. ובתנחומא לפנינו לא נמצא שמץ מזה. אין ספק שהוא בילמדנו אשר נשאר בכתובים הנקרא בפי הקדמונים גם מבעלי הילקוט בשם תנחומא. וכן מובא הדרשה ההיא ברש"י עה"ת. ונובע ג"כ מהתנחומא. וכן נשנה במדרש קה"ר פ"ט בפ' טובה חכמה מכלי קרב התקין עצמו לג' דברים לתפלה לדורון ולמלחמה. לתפלה מנין שנא' הצילני נא מיד אחי. לדורון מנין שנא' מנחה היא שלוחה. למלחמה שנא' וישם את השפחות. 
""32:27, ""@45{$}(כה)@46 וכי לעשו לא. ב"ר פע"ו. ילקוט רמז קל"א. 
""32:28, ""@45{$}(כו)@46 האמת ישיב לאדם כפעלו כו'. עיין בראב"ע בראשית כ"ד מ"ט ובנה"ש שם. והרמב"ן בפי' על התורה וישלח שם כתב החסדים הם הטובות שעשה עמו בלא נדר והאמת הטובות אשר הבטיחו ואמת לו הבטתחו. 
""32:29, ""@45{$}(כז)@46 מלמד שכל מי שהנסים מתרבים עמו מנכים לו מזכיותיו. כוון למאמרם שבת ל"ב ע"א. ותענית כ' ע"ב א"ר ינאי לעולם אל יעמוד אדם במקום סכנה ויאמר עושין לי נס. שמא אין עושין לו נס. ואם תימצא לומר עושין לו נס. מנכין לו מזכיותיו. אמר רב חנן מאי קרא. דכתיב קטנתי מכל החסדים ומכל האמת. 
""32:30, ""@45{$}(כה)@46 מנכים פי' לשון מיעוט. מבאר מלה תלמודית. ובכ"י פלארענץ חסר זה. עד ואמרת לא תקח האם שהשמיט המעתיק. 
""32:31, ""@45{$}(כט)@46 וכמו אולי אוכל נכה בו. וכן רש"י במדבר כ"ב ו' כתב נכה לשון משנה הוא מנכה לו מן הדמים (ב"מ ק"ה ע"ב) לחסר מהם מעט. וכן התשבי בשרש נכה הביא וז"ל נכה מנכיין לו מן המעות. וכן אולי אוכל נכה בו. פירש"י שהוא לשון חסרון והוא לשון הכאה ממש אלא שהוא מבנין פיעל ואין לו דומה במקרא. וכן הביא האוה"ש שרש נכה הפיעל ענינו מגרע ופוחת מדבר נכה בו. (פערמינדערן) וכמוהו בתלמוד *מנכה* לו מן הדמים (אברעכענען) מגרע לו: 
""32:32, ""@45{$}(ל)@46 ואתם חסת. ב"ר וילקוט שם. 
""32:33, ""@45{$}(לא)@46 היטב בזכותך. ב"ר וילקוט שם ורש"י עה"ת. 
""32:34, ""@45{$}(לא)@46 מה חול. עיין ברכות ג' ע"ב בתוס' ד"ה אין הבור מתמלא מחוליתו. ובתוס' סנהדרין ט"ז ע"ב. 
""32:35, ""@45{$}(לב)@46 היינו דאמרי אינשי. סנהדרין צ"ה ע"א. פי' לן הדין בטל הדין. בת הוא תרגום של לן. 
""32:36, ""@45{$}(לג)@46 הוציא את העישור. וכן רש"י בפי' עה"ת כתב ד"א מן הבא בידו מן החולין שנטל מעשר כמד"א עשר אעשרנו לך והדר לקח מנחה. ובוודאי לקחו המאמר הזה מהתנחומא כתב יד וברש"י שם הביא לפני זה ומדרש אגדה מן הבא בידו אבנים טובות ומרגליות. וזה הביא הילקוט בשם התנחומא והוא ג"כ בתנחומא כ"י. והציון בילקוט "ב"ר" הוא על המאמר ולמה הוא נותן גמלים באמצע. 
""32:37, ""@45{$}(לד)@46 א"ר אלעזר. ב"ר פע"ו ילקוט רמז קל"א והשמיט שם האומר. ועיין רש"י עה"ת שכתב ובב"ר דורש מכאן לעונה האמורה בתורה כו' ואיני יודע לכוון הזה בכוון כו'. ועיין בירושלמי כתובות פ"ה ה"ח. 
""32:38, ""@45{$}(לה)@46 ר' ברכיה. ב"ר שם. 
""32:39, ""@45{$}(לו)@46 עם בנאיהם. ב"ר שם והמלות אלו הזכרים הוספת רבינו לפרש בנאיהם היינו הזכרים שהנקבות נבנות מהם ופי' בניהם בוניהם. וכן רש"י עה"ת הביא ובניהם עמהם ומדרש אגדה ובניהם בנאיהם זכר כנגד נקבה ולפי שצנוע בתשמיש לא פרסמו הכתוב. 
""32:40, ""@45{$}(לז)@46 ולמה הוא שם הגמלים באמצע. ב"ר שם. ור"ל רמז לו שיראה כיושב על הבימה הגבוה באמצע כמו הגמל שהוא באמצע וגבוה מהם. 
""32:41, ""@45{$}(לה)@46 כל תיבות של זה הפסוק סופן ממי"ן לפי שכולן בעלי מומין. גם בעל הטורים הביא הדרשה הזאת וסיים היו בעלי מומים שלא יקריב מהם קרבן. 
""32:42, ""@45{$}(לט)@46 כדי למלאות עינו של עשו. ב"ר שם וילקוט שם כדי להשביע עיניו של אותו רשע. וכן הביא רש"י בפי' התורה. 
""32:43, ""@45{$}(מ)@46 זכה לבניו שלא להשתרג עליהם הגליות. הרמב"ן ורבינו בחיי הביאו בשם המדרש והוא בב"ר פע"ה אמר יעקב לפני הקדוש ברוך הוא רבש"ע אם יהיה צרות באות על בני לא תביא אותן זו אחר זו אלא הרוות להם מצרותיהם כו'. 
""32:44, ""@45{$}(מא)@46 למדתך תורה ד"א. עיין ב"ר וילקוט שם רבי ורבי יוסי ב"ר יהודה היה מהלכין בדרך ראו עובד כוכבים אחד בא לקראתם אמרין תלת מילין הוא שאיל לן מה אתון. ומה אומנתכן. ולאן אתון אזלין כו' ע"ש. 
""32:45, ""@45{$}(מב)@46 קטפריאנ"ו. היא מלה יוונית @500 (בעזענפטיגען) ובכ"י פלארענץ חסר זה. עד לא תוכלי כפרה. 
""32:46, ""@45{$}(מג)@46 כמו לא תוכלי כפרה. גס רש"י כתב אכפרה אבטל רוגזיה. וכן וכופר בריתכם את מות. לא תוכלי כפרה. ועיין ברמב"ן. 
""32:47, ""@45{$}(מד)@46 למה לא הכניסן בערבוביא. ב"ר פע"ו וילקוט שם. ובכ"י פלארענץ בטעות הכניסן בערבוביא וחסרים המלות "למה לא". 
""32:48, ""@45{$}(מה)@46 כדי לתווהו על דורון שלו. בכ"י פלארענץ גם בב"ר לפנינו לתמהו. ברור שנתחברו אותיות ו ו ונעשית מ גס ברש"י עה"ת הביא *לתווהו* על רבוי הדורון. 
""32:49, ""@45{$}(מו)@46 וכדי להשביע עינו של רשע. עי' ב"ר שם הגי' למה לא הכרסן לו בערבוביא כדי לתמהו על דורון שלו. ולמה לא הכניסן כולן כאחת כדי להשביע עיניו של אותו רשע. ור"ל למה לא הכניסן כל המינים יחד. מדוע הקפיד ליקח כל מין ומין לבדו. על זה אמר כדי לתווהו על רבוי הדורון בכמה מינים. ואח"כ שאל למה לא הכניסן כולן כאחת עדר אחר עדר מיד זה אחר זה. ולמה שם רווח בין עדר לעדר. על זה אמר כדי להשביע עינו של אותו רשע שלא יראה הכל בפעם אחת. 
""32:50, ""@45{$}(מז)@46 את אברהם את יצחק ואת יעקב. בקרא כתיב את אברהם יצחק ויעקב. 
""32:51, ""@45{$}(מה)@46 היה לו לומר בלילה ההוא. עיין בנה"ש שכתב חסר ה"א הידיעה מן התואר שלא כמנהג. 
""32:52, ""@45{$}(מט)@46 ודינה בתו היכן היתה. עי' ב"ר פע"ו וילקוט סוף רמז קל"א ורש"י עה"ת. 
""32:53, ""@45{$}(מט)@46 אחר שהעביר כל אשר לו כו'. עיין ב"ר פע"ז. 
""32:54, ""@45{$}(נ)@46 קפלישי"ן. חסר בכ"י פלארענץ. ונראה שצ"ל פלישן ואות ק' נשתרבב מן ק' ממלת ויאבק והיא המלה היונית @500 (רינגען קאמפפען) ואותיות "שין" בסוף המלה הם לשמוש הבנין והמספר בל"י. או היא המלה @500. 
""32:55, ""@45{$}(נא)@46 מלאך היה ונדמה לו כרועה צאן. ב"ר פע"ז. ועי' כל זה במדרש חזית פ' מי זאת עולה. 
""32:56, ""@45{$}(נב)@46 שרו של אדום היה. ב"ר שם ר' חמא ב"ר חנינא אמר שרו של עשו היה וכן מובא ברש"י. 
""32:57, ""@45{$}(נב)@46 כלומר כו' שהוא דומה לשחר. עיין מדרש חזית פ' מי זאת הנשקפה. וירושלמי ברכות פ"א ה"א. 
""32:58, ""@45{$}(נג)@46 שנא' שובי שובי השולמית. עיין רש"י בפי' שה"ש בשם התנחומא. 
""32:59, ""@45{$}(נד)@46 למדנו שהמלאך נתמלא אבק. עיין ב"ר פע"ז וחולין צ"ב ריש ע"א. 
""32:60, ""@45{$}(נה)@46 מפני זכותו. ב"ר פע"ז וילקוט רמז קל"ב בש"ר חנינא ב"ר יצחק. 
""32:61, ""@45{$}(נו)@46 נגע בצדיקים. ב"ר וילקוט שם. וסיים שם ואיזה. זה דורו של שמד ועיין ברמב"ן. 
""32:62, ""@45{$}(נז)@46 ר' אלעזר אומר. ב"ר שם. 
""32:63, ""@45{$}(נה)@46 עיוה לו ירך. בב"ר הגי' ר"א אמר שייעה. ופי' החליקה ובילקוט רמז קל"ב הגי' שתייה ומפרש בצדו פי' החליקה. ויותר נכון גי' רבינו עיוה ואולי היתה הגי' במדרש שעויה ועיין רש"י שכתב נתקעקעה ממקום מחברתה ודומה לו פן תקע נפשי ממך לשון הסרה. ובמשנה לקעקע ביצתן. לשרש שרשיהן. וכן הראב"ע כתב ותקע כמו תקע נפשך סר כף הירך ממקומה. 
""32:64, ""@45{$}(נט)@46 ר' יוחנן בן יעקב. בב"ר ובילקוט הגי' רב נתמן בר יעקב. ובכ"י פלארענץ חסר זה. 
""32:65, ""@45{$}(ס)@46 א"ל יעקב. חולין צ"א ע"ב. 
""32:66, ""@45{$}(סא)@46 קוביוסטוס. רש"י פי' בגמ' שם גונב נפשות. וחכמי התוס' הקשו על פי' הקונטרס וכתבו בשם ר"ח שפי' משחק בקוביא. ור"ל וכי קוביוסטוס אתה שאתה מתיירא מן השחר לפי שדרך משחק בקוביא חייב לכמה בני אדם ומטמין עצמו מפני נושהו עכ"ל. וגם הערוך פי' גונב נפשות. והנכון כפי' הר"ח כי המלה יונית @500 פי' משחק בקוביא. 
""32:67, ""@45{$}(סב)@46 אלא שהגיע קילוסי לקלס. זה הוא בב"ר פע"ח ונראה שחסר בב"ר התחלת המאמר כמו שהביא רבינו. או יש לומר כי רבינו הרכיב מאמרם מחולין שם עם מאמר המדרש יחד. 
""32:68, ""@45{$}(סג)@46 א"ל אותן המלאכים. ב"ר שם. 
""32:69, ""@45{$}(סד)@46 עם המלאך. ב"ר שם. 
""32:70, ""@45{$}(סה)@46 ד"א. שם. 
""32:71, ""@45{$}(סו)@46 לפי ששמות המלאכים מתחלפים. ב"ר שם. וכן כתב רש"י אין לנו שם קבוע משתנים שמותינו הכל לפי מצות עבודת השליחות שאנו משתלחים. 
""32:72, ""@45{$}(סז)@46 ד"א שנשה את מקומו. בכ"י פלארענץ אמר ר' יהודה בן לוי למה נקרא שמו גיד הנשה שנשה ממקומו ועלה. והמאמר הראשון לא נקרא שמו נשה ליתא בכ"י פלארענץ. וכן חולין צ"א ע"א אמר ר' יהושע בן לוי למה נקרא. שמו גיד הנשה שנשה ממקומו ועלה וכה"א נשתה גבורתם. פירש"י נשה ממקומו קפץ. וכן נשתה גבורתם פי' קפצה גבורתם. וכן הביא רש"י בפי' עה"ת. ובב"ר פע"ת וילקוט רמז קל"ג הוא בשם ר' חנינא למה נקרא שמו ג"ה שנשה ממקומו. ויש לתקן בב"ר שצ"ל א"ר יהושע בן לוי כמו שהוא בגמרא שם. והמלות א"ר חנינא במדרש נשתרבב ממאמר שלאחריו בגמרא א"ר יוסי ב"ר חנינא מאי דכתיב דבר שלח ביעקב כו'. ואולי חסר זה במדרש. 
""32:73, ""@45{$}(סה)@46 תנן התם. חולין פ"ט ע"ב במשנה. 
""32:74, ""@45{$}(כט)@46 א"ר חנינא הדא פקוקלתא. ב"ר פע"ח. ושם הוא בשם ר' הונא. גם בכ"י פלארענץ ראיתי הגי' אמר רב הונא. 
""32:75, ""@45{$}(ע)@46 פקוקלתא. בכ"י פלארענץ בטעות בקיפלתא. ומובא בערוך ערך פקל בשם ב"ר. וכתב פי' כדאמרינן וקנוקנות שלו מיסר אסירן מדרבנן עכ"ל. וכוונתו למאמרם חולין צ"ב ע"ב ופירש"י קנוקנות גידין דקין ההולכין באורך הירך מתחת הבשר מגיד החיצון לגיד הפנימי והן הן האסורים לפי שהן רכין ונותנין טעם אבל גיד עצמו שהוא בראש השופי קשה הוא ועץ בעלמא הוא עכ"ל. ועיין בערוך ערך פקקל מה שהביא מספרא. ומה שהביא רבינו "הוא בכף עצמה" הוסיף מדנפשיה. ור"ל שהפקוקלא הוא בכף עצמה כלומר במקום קבוץ הגיד הגדול שעל הכף. 
""32:76, ""@45{$}(עא)@46 ונוהג בשליל. חולין פ"ט ע"ב במשנה. 
""32:77, ""@45{$}(עב)@46 והאוכל גיד הנשה. חולין צ"א ע"א. 
""32:78, ""@45{$}(עג)@46 אריב"ל. שם. ובכ"י פלארענץ אמר ר' יהודה בן לוי. 
""32:79, ""@45{$}(עד)@46 והיו לנשים. במקרא כתוב היו בלי וי"ו. גם בכ"י פלארענץ מובא לנכון כמו שהוא במקרא. 
""32:80, ""@45{$}(עה)@46 א"ר יוסי. חולין שם. 
""32:81, ""@45{$}(עו)@46 ואמר ר' יוסי. חולין שם.
""32:82, ""@45{$}(עז)@46 שכן נהגו קודם מתן תורה. עיין חולין צ' ע"א. ודף ק' ע"ב. 
""32:83, ""@45{$}(עח)@46 וכשבא משה ואסרו במקומו אסרו כו'. אבל מהר סיני נאמר כו'. עי' חולין ק' ע"ב במשנה ובגמרא שם ק"א ע"ב. ועיין מ"ש הרמב"ם ז"ל בפי' המשנה וז"ל ושים לב על העיקר הגדול הנכלל במשנה הזאת והוא מה שאמר מסיני נאסר. לפי שאתה הראית לדעת שכל מה שאנו מרחיקים או עושים היום אין אנו עושין אלא במצות הקדוש ברוך הוא ע"י משה רבינו ע"ה לא שהקדוש ברוך הוא אמר זה לנביאים שלפניו כגון זה שאין אנו אוכלין אבר מן החי אינו מפני שהקדוש ברוך הוא אסרו לנח. אלא לפי שמשה אסר עלינו אבר מן החי. במה שצוה בסיני שיתקיים איסור אבר מן החי. וכמו כן אין אנו מלין מפני שאברהם אבינו ע"ה מל עצמו ואנשי ביתו. אלא מפני שהקדוש ברוך הוא צוה אותנו ע"י משה רבינו שנומל כמו שמל אברהם אבינו ע"ה. וכן גיד הנשה אין אנו הולכים אחר איסור יעקב אבינו. אלא מצות משה רבינו ע"ה. הלא תראה מה שאמרו תרי"ג מצות נאמרו לו למשה מסיני ולא אלו מכלל המצות עכ"ל. ועיין בנה"ש שכתב לפי פשוטו אין זה צווי רק שעירו ע"כ אינם אוכלים בני ישראל את גיד הנשה. ובאמת הצווי היה במתן תורה. לפי שבשעת מעשה לא נקראו עדיין בני ישראל כי אם בני יעקב. אלא שמשה כתבו במקומו להודיע הטעם שנאסר להם ובסיני נאסר להם מפי הקדוש ברוך הוא. 
""32:84, ""@45{$}(עח)@46 שכל מה שנאמר לב"נ כו'. עיין סנהדרין נ"ט ע"א. 
""32:85, ""@45{$}(עט)@46 א"ר אלעזר מיכן. חולין צ"א ע"א. א"ר אלעזר שנשתייר על פכין קטנים. מכאן לצדיקים שחביב עליהם כו'. 
""32:86, ""@45{$}(פ)@46 א"ר אלעזר מכאן לת"ח. וכ"ה בכ"י פלארענץ וצ"ל אמר ר' יצחק כמו שהוא בגמרא שם. ועיין רש"י שם שכתב שהרי יעקב נשאר יחידי והוזק. 
""32:87, ""@45{$}(פא)@46 תנן. חולין צ"ב ע"ב. 
""32:88, ""@45{$}(פב)@46 א"ל אביי לר' יוסף. בגמרא שם חסר זה. רק מובא בסתם והא קא חזינן דאית ליה. 
""32:89, ""@45{$}(פג)@46 ותניא שמנו מותר. חולין שם. 
""32:90, ""@45{$}(פד)@46 דאמר רב אבא. חולין צ"ג ע"א. ובכ"י פלארענץ דאמר ר' יוחנן אמר ר' יהודה אמר שמואל ובגמרא שם הוא כמו בכ"י שלפנינו. 
""32:91, ""@45{$}(פה)@46 חיוורא דתותי מתנא. בגמרא הגי' תרבא דתותי מתני. אולם גם לפני הרב בעל הערוך היתה הגי' בגמ' תוורתא דתותי מתני. עיין ערוך ערך חור. ועע"ש מה שהביא בשם הר"ח. ובכ"י פלארענץ חרותא דתותי מתני. וצ"ל חורתא. 
""32:92, ""@45{$}(פו)@46 א"ר יוחנן. שם. 
""32:93, ""@45{$}(פז)@46 ואינו חלב שהבשר חופהו כו'. הוא דברי רבינו. ועי' בתוס' חולין מ"ט ע"ב ד"ה חלב. 
""32:94, ""@45{$}(פה)@46 לפיכך אמרו רבותינו. חולין שם. 
""33:4, ""@45{$}(ר)@46 למה שבר. ב"ר שם. 
""33:7, ""@45{$}(ו)@46 אלא לנשכו. ובפדר"א פל"ז אל תהי קורא וישקהו אלא וישכהו. 
""33:8, ""@45{$}(ה)@46 ובכה מיבעי ליה. ב"ר שם. 
""33:23, ""@45{$}(כנ)@46 חד עמא דארעא. ב"ר פע"ח וילקוט שם. וראיתי בכ"י פלארענץ ואת אמרת משמי בטבריא במקום בציבורא. 
""33:44, ""@45{$}(מג)@46 לא אמר ויבן שם מזבח כו'. מצינו הפעל בנה גם במזבח וכמו ויבן שם מזבח (ל"ה ז') ועוד רבים. אבל ר"ט מפרש כי המזבח הזה היה המצבה מן האבן אשר שם מראשותיו (לעיל כ"ח) וכאן תחת כי הקים את האבנים צ"ל כי הקים את האבן (ועי' בפ' ויצא ברש"י ורמב"ן) ועשאה מזבח. 
""33:45, ""@45{$}(מר)@46 קרא למזבח. עיין רש"י וראב"ע ורמב"ן ועיין מגילה י"ח ע"א: 
""38:6, ""@45{$}(ה)@46 עדיין לא הגיעה לעונת נעורים לכך כתוב הנער חסר. כך נדרש בכתובות מ' ע"ב. ומ"ד ע"ב.
""38:7, ""@45{$}(ו)@46 ר' תנחומא. ב"ר פ"פ ושם מובא בשם איסי בן יהודה ד' מקראות שאין להם הכרע ור' תנחומא מוסף הדא מן השדה כשמעם. ונובע מירושלמי ע"ז פ"ב ה"ח דף מ"א סוף ע"ג. ונשנה במדרש חזית בפ' כי טובים דודיך. ובמדרש ב"ר שם יש לתקן שצ"ל חמשה מקראות במקום ארבע מקראות. כמו שהוא בירושלמי וחזית שם. גם צ"ל ואלו הן שאת ארור מחר משוקדים וקם. ובירושלמי שם חסר שם האומר וגם בגמרא בבלי יומא נ"ב ע"א ובמכילתא סוף בשלח פרשה ויבא עמלק ותנחומא סוף בשלח הוא ג"כ בשם איסי בן יהודה ועיין במכילתא שם מה שהעיר ידידי הרה"ג מהרא"ה ווייס נ"י במדות סופרים. ועיין בתוס' יומא שם ד"ה שאת שהקשו דלא נקטינהו כסדר שהן כתובין בתורה והכי הוה ליה למימר שאת ארור מחר משוקדים וקם. ולפלא שלא העירו על דברי הירושלמי וחכמי התוס' בעצמם הביאו הירושלמי ע"ז ל"ה ע"א ד"ה מאי. וע"ש בהגהות הרי"ב שהתעורר מתנחומא בשלח. וראיתי בילקוט בראשית רמז ל"ז הביא המאמר איסי בן יהודה אומר ה' מקראות בתורה שאין להם הכרע ותושב כסדר כמו שהוא בירושלמי ונרשם בצדו יומא נ"ב. והביא ג"כ דברי ר' תנחומא אשר נמצא רק בירושלמי וב"ר וחזית ולא בבבלי יומא שם. 
""38:8, ""@45{$}(ז)@46 מן השדה כשמעם. מהנגינה משמע שקאי על ביאתם מן השדה. 
""38:9, ""@45{$}(ח)@46 אפילו האומות. ב"ר פ"פ וילקוט שם ורש"י עה"ת. 
""38:10, ""@45{$}(ט)@46 א"ר אלעזר. ב"ר שם וילקוט רמז קל"ד. 
""38:11, ""@45{$}(ט)@46 מהר אלו הנדניות. ומתן תוספות הנדוניות. ובמדרש ב"ר פ"פ ובילקוט רמז קל"ד מוהר פרנון @500 פי' ביוני מהר (מיטגיפט). מתן פראפורנון @500 מה שיותן לארוסה בלתי המוהר והם המתנות הנתונים עם המוהר. ובת"י שם תר' פודן [צ"ל פורן] וכתובתא ובפי' רש"י על התורה מהר כתובה. ובפי' המיוחס לרש"י על ב"ר פי' פרנון כתובה ופרא פורנון תוספת כתובה. והרמב"ן על התורה כתב מהר הוא הדבר הנתון לבתולה כדכתיב כמהר הבתולות והם סבלנות שהבחורים שולחים לבתולות כאשר ישאו אותן. ומתן מגדנות או כסף וזהב לאביה ולאחיה כו'. ועיין מכילתא משפטים פי"ז. 
""38:12, ""@45{$}(י)@46 והוא חכמה. וכן בת"א במרמה בחוכמתא. וכן הביא רש"י בפי' עה"ת. 
""38:13, ""@45{$}(יא)@46 ושמא תאמר ברמיה. עיין ב"ר שם מה את סבור רמיות דברים יש כאן רוה"ק אומרת אשר טמא את דינה. ועיין ברמב"ן. 
""38:14, ""@45{$}(יב)@46 א"ר יוחנן. יבמות מ"ה ע"א. 
""38:15, ""@45{$}(יב)@46 מאוסה ערלה שנקראת חרפה. ב"ר פ"פ. 
""38:16, ""@45{$}(יג)@46 היא קרי והוא כתיב. כתיב בוי"ו ונקודתה כאלו כתיב היא ועיין מנחת שי פ' לך י"ד ב'. 
""38:17, ""@45{$}(יד)@46 שנא' לאברהם אבינו. זאת בריתי אשר תשמרו וגו'  (בראשית י"ז י'). 
