Index Title,Moed Katan
Moed Katan 25a:4,"Als die Seele R. Ḥisdas zur Ruhe einkehrte, wollte man eine Torarolle auf sein Bett legen, da sprach R. Jiçḥaq zu ihnen: Sollte man mit ihm gegen die Ansicht seines Lehrers verfahren!? Sie glaubten, den Riß nicht zusammenheften zu dürfen; da sprach R. Jiçḥaq b. Ami zu ihnen: Sobald man das Gesicht von der Bahre des Gelehrten abgewendet hat, darf man den Riß zusammenheften."
Moed Katan 25a:5,"Als die Seelen des Rabba b. Hona und des R. Hamnuna zur Ruhe einkehrten, führte man sie nach dort$fn221und als sie an eine Brücke herankamen,"
Moed Katan 25b:1,"blieben die Kamele stehen. Da fragte ein Araber: Was hat dies zu bedeuten? Man erwiderte ihm: Die Gelehrten$fn222erweisen einander Ehrerbietung; einer sagt: Meister, geh du voran, und der andere sagt: Meister, gehe du voran. Jener sprach: Nach [meinem] Urteile gehe Rabba b. Hona$fn223voran. Hierauf schritt das Kamel des Rabba b. Hona voran, und jenem Araber fielen die Back- und Vorderzähne aus. Alsdann sprach ein Jüngling über sie: Ein Sproß von Ehrwürdigen kam aus Babel, das Buch des Krieges$fn224mit sich führend. Pelikan und Meerkatze haben sich verbunden, Verderben und Unglück anzusehen, das aus Šinea͑r gekommen. Er zürnte über seine Welt, raubte ihr Seelen, und wie eine junge Braut freute er sich mit ihnen. Es jubelt und freut sich, der auf den Wolken reitet, wenn die Seele eines Unschuldigen und Frommen zu ihm kommt."
Moed Katan 25b:2,"Als die Seele Rabinas zur Ruhe einkehrte, sprach ein Trauerredner über ihn: Das Haupt schütteln die Palmen über den einer Palme gleichenden Frommen; wollen wir Nächte wie Tage [in Trauer] verbringen [über den, der Nächte zu Tagen machte.] R. Aši fragte Bar Qipoq$fn225: Was wirst du an jenem Tage$fn226sprechen? Dieser erwiderte: Wenn die Zedern die Flamme erfaßt, was vermag der Isop an der Wand? Ist der Levjathan von der Angel geholt, was sollen nun die Fischlein im Sumpfe? Wenn in dem reißenden Strome die Angel waltet, was vermag das Grubengewässer!? Da sprach Bar Abin$fn225zu ihm: Ich würde, behüte und bewahre, den Frommen gegenüber [die Worte] ‘Feuer’ und ‘Angel’ nicht gebrauchen! – Was würdest du sprechen? – Ich würde sagen: Beweinet die Leidtragenden und nicht den Dahingeschiedenen; er zur Ruhe, wir aber in Betrübnis. Da grämte sich [R. Aši] über sie, und die Füße wurden ihnen verdreht. An jenem Tage kamen sie ihn nicht betrauern. Das ist es, was R. Aši sagte: Weder Bar Qipoq kann die Ḥaliça vollziehen, noch kann dies Bar Abin$fn227."
Moed Katan 25b:3,"Einst sprach Raba, als er am Tigris ging, zu Bar Abin: Sage etwas. Da stellte er sich hin und sprach: Die Mehrheit des Dritten$fn228im Wasser; denke und erbarme dich unser. Wir irrten uns ab von dir, wie eine Frau von ihrem Manne; verlaß uns nicht beim Zeichen des bittren Wassers$fn229."
Moed Katan 25b:4,"R. Ḥanin war der Schwiegersohn des Fürsten und er hatte keine Kinder; da flehte er um Erbarmen und bekam einen Sohn, und an dem Tage, an dem er ihn bekam, starb er. Da sprach ein Trauerredner über ihn: Die Festlichkeit wurde in Trauer verwandelt, Jubel und Kummer traten zusammen, zur Zeit seiner Freude seufzte er, zur Zeit der Begnadigung verlor er seinen Gnader$fn230. Da benannten sie [das Kind] nach ihm Ḥanin."
Moed Katan 25b:5,"Als die Seele R. Joḥanans zur Ruhe einkehrte, sprach R. Jiçḥaq b. Elea͑zar über ihn: Schwer ist dieser Tag für Jisraél, wie der Tag, an dem die Sonne mittags untergeht. Es heißt nämlich :$fn231<i>an diesem Tage werde ich die Sonne mittags untergehen lassen</i>, und hierzu sagte R. Joḥanan, damit sei der Todestag Jošijahus gemeint."
Moed Katan 25b:6,"Als die Seele R. Joḥanans zur Ruhe einkehrte, hielt R. Ami die siebentägige und dreißigtägige Trauer. Da sprach R. Abba, Sohn des R. Ḥija b. Abba: R. Ami tat dies nur für sich, denn folgendes sagte R. Ḥija b. Abba im Namen R. Joḥanans: Selbst über einen Lehrer, der ihn Weisheit lehrte, sitze$fn232man nur einen Tag."
Moed Katan 25b:7,"Als die Seele R. Zeras zur Ruhe einkehrte, sprach ein Trauerredner über ihn: Das Land Šinea͑r war schwanger und gebar, das Land der Pracht$fn233zog seinen Liebling groß; wehe ihm, spricht Raqqath$fn234, daß es sein köstliches Gerät verloren hat."
Moed Katan 25b:8,"Als die Seele R. Abahus zur Ruhe einkehrte, vergossen die Säulen von Gäsarea Tränen$fn235. Als R. Jose [starb], floß Blut in den Rinnen von Sepphoris. Als R. Ja͑qob [starb], sah man die Sterne am Tage. Als R. Aši [starb], wurden alle Bäume entwurzelt. Als R. Ḥija [starb], fielen Feuerschollen vom Himmel. Als R. Mcnaḥem b. Jose [starb], wurden alle Figuren wie die Glättsteine plattgedrückt. Als R. Tanḥum b. Ḥija [starb], wurden alle Statuen zerschlagen. Als R. Eljašib [starb], wurden in Nehardea͑ siebzig Einbrüche$fn236verübt. Als R. Hamuna [starb], fielen Hagelschollen vom Himmel. Als Rabba und R. Joseph [starben], stießen die Ufer des Euphrat an einander. Als Abajje und Raba [starben], stießen die Ufer des Tigris an einander. Als die Seele des R. Mešaršeja zur Ruhe einkehrte, trugen die Dattelpalmen Disteln."
Moed Katan 26a:1,
Moed Katan 26a:2,"Die Rabbanan lehrten: In folgenden Fällen darf der Riß nicht zusammengenäht werden: wenn man das Gewand einreißt über seinen Vater, seine Mutter, seinen Lehrer, der ihn die Tora lehrte, einen Fürsten oder ein Gerichtsoberhaupt, über böse Nachrichten, über die Gotteslästerung, über das Verbrennen einer Torarolle, über [die Zerstörung] judaischer Städte, des Tempels und Jerušalems. Man reiße [das Gewand] ein wegen [der Zerstörung] des Tempels und erweitere [den Riß] wegen der Jerušalems. – Woher dies von Vater, Mutter und Lehrer, der ihn die Tora lehrte? – Es heißt:$fn237<i>als Eliša͑ das sah, schrie er: Vater, Vater, du Jisraéls Wagen und. Reiter</i>. ‘Vater, Vater’ deutet auf Vater und Mutter, ‘Jisraéls Wagen und Reiter’ deutet auf einen Lehrer, der ihn die Tora lehrte. – Wieso ist dies hieraus erwiesen? – Nach der Paraphrase R. Josephs: Meister, Meister, der du durch dein Gebet für Jisraél besser warst als Wagen und Reiter. – Woher, daß [der Riß] nicht zusammengenäht werden dürfe? – Es heißt :$fn237<i>da erfaßte er seine Kleider und zerriß sie in zwei Stücke</i>. Wenn es heißt: ‘und zerriß sie’, so weiß ich ja, daß er sie entzweiriß!? Vielmehr lehrt dies, daß es für immer entzweigerissen bleiben müsse. Reš Laqiš sprach zu R. Joḥanan: Elijahu lebt ja noch!? Dieser erwiderte: Da es heißt:$fn237<i>und er sah ihn nicht mehr</i>, so galt er für ihn als tot. – Woher dies von Fürsten, Gerichtsoberhäuptem und bösen Nachrichten? – Es heißt :$fn238<i>da erfaßte David seine Kleider und zerriß sie, desgleichen alle Männer seiner Umgebung, und sie trauerten, weinten und fasteten bis zum Abend um Šaúl und seinen Sohn Jonathan und um das Volk des Herrn und um das Haus Jisraél, weil sie durchs Schwert gefallen waren</i>. Von Šaúl ist es hinsichtlich des Fürsten, von Jonathan hinsichtlich des Gerichtsoberhauptes und vom Volke des Herrn und dem Hause Jisraél hinsichtlich böser Nachrichten zu entnehmen. Rabh b. Šaba sprach zu R. Kahana: Vielleicht nur dann, wenn alles zusammen!? Dieser erwiderte: [Die Wiederholung des Wortes] <i>um</i> trennt [die einzelnen Ereignisse]. – Muß man denn wegen böser Nachrichten [das Gewand] einreißen, als man Šemuél erzählte, der König Sapor habe zwölftausend Juden getötet, riß er das Gewand nicht ein!? – Sie sagten es nur von der Mehrheit des Volkes, wie bei jenem Ereignisse$fn239. – Aber tötete denn der König Sapor Juden, er sagte ja einst zu Šemuél: Möge es mir [zugute] kommen, daß ich nie einen Juden getötet habe!? – In jenem Falle hatten sie es selbst verschuldet. R. Ami erzählte nämlich, durch das Geräusch der Harfen$fn240an der Furt zu Cäsarea platzten die Mauern von Laodicea. – Woher dies von der Gotteslästerung? – Es heißt:$fn241<i>darauf kamen Eljaqim, der Sohn Ḥilqijas, der dem Palast Vorstand, und Šebna der Schreiber, und Joáḥ, der Sohn Asaphs, der Kanzler, mit zerrissenen Kleidern zu Ḥizqijahu.</i>"
Moed Katan 26a:3,"Die Rabbanan lehrten: Sowohl der Hörende, als auch der vom Hörenden Hörende muß das Gewand einreißen; die Zeugen aber brauchen nicht einzureißen, da sie bereits beim Hören eingerissen haben. – Was nützt denn das, was sie beim Hören getan haben, sie hören es ja auch jetzt!? – Es leuchtet nicht$fn242ein, denn es heißt:$fn243<i>und als der König Ḥizqijahu das hörte, zerriß er seine Kleider</i>; nur der König zerriß seine Kleider, jene aber zerrissen [die Kleider] nicht. – Woher, daß der Riß nicht zusammengenäht werden darf? – Dies ist durch das auch bei David gebrauchte [Wort] <i>zerriß</i> zu entnehmen. – Woher dies von einer Torarolle, die verbrannt wird? – Es heißt:$fn244<i>und als Jehudi drei oder vier Sätze vorgelesen hatte, zerschnitt jener sie mit dem Federmesser und warf sie in das Feuer auf dem Kohlenbecken &amp;c.</i> – Was sind es für drei oder vier Sätze? – Sie erzählten Jehojaqim, Jirmeja habe ein Buch mit Klageliedern geschrieben, und er fragte sie, was darin geschrieben stehe. –$fn245<i>Ach wie einsam liegt</i>. Dieser sprach: Ich bin König. Sie erwiderten :$fn246<i>Sie weint und iveint in der Nacht</i>. – Ich bin König. – $fn247<i>Ausgewandert ist Jehuda vor Elend</i>. – Ich bin König. –$fn248<i>Die Wege nach Çijon trauern</i>. – Ich bin König. –$fn249<i>Ihre Bedränger sind zu Häuptern</i>$fn250<i>geworden</i>. Hierauf fragte er: Wer sagte dies? –$fn251<i>Um der Menge ihrer Sünden willen</i>. Da schnitt er sofort die darin befindlichen Gottesnamen aus und verbrannte sie im Feuer. Deshalb heißt es: $fn251<i>sie erschraken aber nicht, noch zerrissen sie ihre Kleider</i>, wonach sie ihre Kleider zerreißen sollten. R. Papa sprach zu Abajje: Vielleicht nur wegen der bösen Nachrichten!? Dieser erwiderte: Gab es denn damals schon böse Nachrichten!?"
Moed Katan 26a:4,"R. Helbo sagte im Namen R. Honas: Wer eine Torarolle zerreißen sieht, muß zweimal [das Gewand] einreißen, einmal wegen des Pergamentes und einmal wegen der Schrift, denn es heißt :$fn252<i>nachdem der König die Rolle und die Worte verbrannt hatte</i>. R. Abba und R. Hona b. Ḥija saßen einst beisammen, und als R. Abba, da$fn253er austreten wollte, seine Tephillin aufs Kissen legte, kam ein Strauß und wollte sie wegschnappen. Da sprach er: Jetzt könnte ich zweimal einzureißen verpflichtet sein. Jener fragte: Wie kommst du dazu? Mir selbst passierte so etwas, und ich wandte mich an R. Mathna, und er wußte es nicht, darauf wandte ich mich an R. Jehuda, und er sprach zu mir: Folgendes sagte Šemuél: nur wenn es gewaltsam erfolgt, wie bei jenem Ereignisse."
Moed Katan 26a:5,"Woher dies von [der Zerstörung] judäischer Städte? – Es heißt :$fn254<i>da kamen Leute aus Šekhem, aus Šilo und aus Šomron, achtzig Mann, mit abgeschorenen Bärten und zerrissenen Kleidern und mit Einritzungen bedeckt, die Speisopfer und Weihrauch bei sich hatten, um sie zum Tempel des Herrn zu bringen &amp;c</i>. R. Ḥelbo sagte im Namen des U͑la Biraá, im Namen R. Elea͑zars: Wer judäische Städte in ihrer Zerstörung sieht, spreche :$fn255<i>die Städte Jehudas sind zur Wüste gewordem,</i> und reiße [die Kleider] ein. Wer Jerušalem in seiner Zerstörung sieht, spreche: $fn255<i>Çijon ist zur Wüste geworden,Jerušalem zur Einöde</i>, und reiße [die Kleider] ein. Wer den Tempel in seiner Zerstörung sieht, spreche: $fn256<i>Unser heiliges und herrliches Haus, in welchem unsere Väter dich lobpriesen, ist in Flammen aufgegangen, und alles, was uns köstlich war, ist ein Trümmerhaufe geworden</i>, und reiße [die Kleider] ein."
Moed Katan 26a:6,"«Man reiße das Gewand ein wegen [der Zerstörung] des Tempels und erweitere [den Riß] wegen der Jerušalems.» Ich will auf einen Widerspruch hinweisen: Einerlei ob man gehört oder gesehen hat, sobald man in Çophim$fn257anlangt, muß man [das Gewand] einreißen; man reiße ein wegen [der Zerstörung] des Tempels besonders und wegen der Jerušalems besonders!? – Das ist kein Widerspruch; eines, wenn man zuerst den Tempel sieht, und eines, wenn man zuerst Jerušalem sieht$fn258."
Moed Katan 26a:7,"Die Rabbanan lehrten: Diese alle dürfen [den Riß] zusammenheften, zusammenfalten, zusammenketteln und leiterartig zusammenstechen, jedoch"
Moed Katan 26b:1,nicht zusammennähen. R. Ḥisda sagte: Mit einer alexandrinischen Naht$fn259.
Moed Katan 26b:2,"Die Rabbanan lehrten: Wer [das Gewand] an der Stelle einreißt, wo es zusammengeheftet, zusammengefaltet, zusammengekettelt oder leiterartig zusammengestochen war, hat seiner Pflicht nicht genügt; wenn an der Stelle, wo es zusammengenäht war, so hat er seiner Pflicht genügt. R. Ḥisda sagte: Mit einer alexandrinischen Naht."
Moed Katan 26b:3,"Die Rabbanan lehrten: Man darf [den Riß] nach unten umkehren und ihn zusammennähen; R. Šimo͑n b. Elea͑zar verbietet ihn zusammenzunähen. Und wie der Verkäufer ihn nicht zusammennähen darf, so darf ihn auch der Käufer nicht zusammennähen; daher muß der Verkäufer es dem Käufer mitteilen."
Moed Katan 26b:4,"Die Rabbanan lehrten: Der erste Riß muß eine Handbreite und die Erweiterung drei Finger groß sein – so R. Meír; R. Jehuda sagt, der erste Riß drei Finger und die Erweiterung irgend wie groß. U͑la sagte: Die Halakha ist wie R. Meír hinsichtlich des [ersten] Risses und die Halakha ist wie R. Jehuda hinsichtlich der Erweiterung. Ebenso wird auch gelehrt: R. Jose sagt, der erste Riß eine Handbreite und die Erweiterung irgend wie groß."
Moed Katan 26b:5,"Die Rabbanan lehrten: Wenn man einem erzählt hat, sein Vater sei gestorben, und er [das Gewand] eingerissen hat, sein Sohn sei gestorben, und er [den Riß] erweitert hat, so darf der untere [Riß] zusammengenäht werden, der obere aber nicht. Sein Sohn sei gestorben, und er [das Gewand] eingerissen hat, sein Vater sei gestorben, und er [den Riß] erweitert hat, so darf der obere [Riß] zusammengenäht werden, der untere aber nicht. Sind ihm Vater, Mutter, Bruder und Schwester gestorben, so reiße er über sie alle nur einen Riß ein. R. Jehuda b. Bethera sagt, über alle zusammen einen Riß, über seinen Vater und seine Mutter einen Riß besonders, weil der Riß über den Vater und die Mutter nicht erweitert wird. – Aus welchem Grunde? R. Naḥman b. Jiçḥiaq erwiderte: Weil man diesen nicht erweitem$fn260kann. Šemuél sagte: Die Halakha ist wie R. Jehuda b. Bethera. – Kann Šemuél dies denn gesagt haben, Šemuél sagte ja, die Halakha sei bei der Trauer nach der Ansicht des Erleichternden zu entscheiden!? – Die Trauer für sich und das Einreißen für sich$fn261. – Wie weit reiße man ein? Bis zum Nabel. Manche sagen, bis zum Herzen, und obgleich es dafür keinen Beweis gibt, so gibt es eine Andeutung, denn es heißt:$fn262<i>zerreißt euer Herz und nicht eure Kleider</i>. Reicht [der Riß] bis zum Nabel, so reiße er [den zweiten Riß]$fn263in einer Entfernung von drei Handbreiten. Ist [das Gewand] vom voll [Risse], so drehe er es nach hinten; ist es oben voll [Risse], so wende er es nach unten. Wer [das Gewand] unten oder an der Seite einreißt, hat seiner Pflicht nicht genügt, nur der Hochpriester reißt es unten ein."
Moed Katan 26b:6,"R. Mathna und Mar U͑qaba streiten, beide im Namen des Vaters Šemuéls und Levis; einer sagt, während der sieben [Trauertage] reiße man$fn264von neuem ein, nach den sieben erweitere man [den ersten Riß], und einer sagt, während der dreißig [Trauertage] reiße man von neuem ein, nach den dreißig erweitere man [den ersten Riß]. R. Zera wandte ein: Der Grund desjenigen, welcher sagt, während der sieben [Trauertage] reiße man von neuem ein, ist wohl der, weil man dann [den Riß] nicht zusammenheften$fn265darf, demnach sollte eine Frau, von der der Meister sagte, sie dürfe ihn sofort zusammenheften, ihn wohl [erweitern] dürfen!? – Diese darf es nur wegen des Anstandes. – Der Grund desjenigen, welcher sagt, während der dreißig [Trauertage] reiße man von neuem ein, ist wohl der, weil man dann [den Riß] nicht zusammennähen darf, demnach sollte man es, wenn es [eine Trauer] über Vater und Mutter ist, wo man ihn niemals zusammennähen darf, [auch nachher]!? – Dies nur zu Ehren des Vaters und der Mutter$fn266."
Moed Katan 26b:7,"Die Rabbanan lehrten: Wer mit einem [von früher her] eingerissenen Gewände einem Toten das Geleit gibt, beraubt die Toten und dieLebenden. R. Šimo͑n b. Gamliél sagte: Wer zu seinem Nächsten spricht: Borge mir dein Gewand, ich will meinen kranken Vater besuchen, worauf er ihn besucht und ihn tot findet, reiße es ein und nähe es wieder zusammen, und wenn er nach Hause kommt, gebe er ihm das Gewand zurück und eine Entschädigung für den Riß; hat er ihm es nicht gesagt, so darf er es nicht berühren."
Moed Katan 26b:8,"Die Rabbanan lehrten: Wenn einem Kranken jemand stirbt, so teile man ihm dies nicht mit, weil seine Sinne verwirrt werden könnten; ferner darf man in seiner Gegenwart [das Gewand] nicht einreißen und bringe in seiner Umgebung die [Klage]weiber zum Schweigen. Man reiße das Gewand eines Kindes ein, damit dies Wehmut errege. Ferner reiße man zur Ehrung seiner Frau [das Gewand] über seinen Schwiegervater und seine Schwiegermutter ein. R. Papa sagte: im großen Traktate von der Trauer wird gelehrt, ein Leidtragender dürfe kein Kind auf den Schoß nehmen, weil es ihn zum Scherzen veranlaßt, und dies den Leuten verächtlich erscheinen könnte."
Moed Katan 26b:9,"D<small>AS</small> T<small>RAUERMAHL IST NICHT</small>$fn267<small>AUF AUFGERICHTETEN</small> B<small>ETTEN EINZUNEHMEN</small>. Die Rabbanan lehrten: Wenn jemand den Leidtragenden besucht, so lasse man ihn, wenn er mit ihm vertraut ist, das Trauermahl auf einem umgelegten Bette einnehmen, sonst lasse man es ihn auf einem aufgerichteten Bette einnehmen. Einst ereignete sich bei Raba ein Trauerfall, und Abba b. Martha, das ist Abba b. Minjomi, besuchte ihn. Da richtete Raba [das Bett] auf, Abba b.Martha aber legte es um. Darauf sprach jener: Wie mangelt es diesem Jünger an Verstand!"
Moed Katan 26b:10,"Die Rabbanan lehrten: Wenn [ein Leidtragender] von Ort zu Ort reist, so soll er, wenn er es kann, seine Beschäftigung einschränken, wenn"
Moed Katan 27a:1,"aber nicht, so besorge er alles durch [seine Reisegefährten]."
Moed Katan 27a:2,"Die Rabbanan lehrten: Wann werden die Betten umgelegt? – sobald [der Tote] aus dem Hause ist – so R. Elie͑zer; R. Jehošua͑ sagt, sobald der Rollstein geschlossen ist. Als R. Gamliél der Ältere starb, sprach R. Elie͑zer, sobald er aus dem Hause war: Legt die Betten um. Als der Rollstein geschlossen wurde, [sprach R. Jehošua͑ zu ihnen: Legt die Betten um.] Sie erwiderten ihnen: Auf Veranlassung des Greises haben wir die Betten bereits umgelegt."
Moed Katan 27a:3,"Die Rabbanan lehrten:.Wann richtet man die Betten am Vorabend des Šabbaths auf? Von der Zeit des Vespergebetes ab. Rabba b. Hona sagte: Dennoch setze man sich darauf nicht, bevor es finster geworden ist. Am Šabbathausgang muß man es wieder umlegen, selbst wenn man nur noch einen Tag [Trauer] hat."
Moed Katan 27a:4,"Die Rabbanan lehrten: Wer das Bett umlegt, lege nicht nur sein eigenes Bett um, sondern alle Betten, die sich in seinem Hause befinden; und selbst wenn er zehn Betten an zehn Stellen hat, muß er sie alle umlegen. Und auch wenn von fünf Brüdern einer stirbt, müssen sie alle [das Bett] umlegen. Ist es ein für Sachen bestimmtes Bett, so braucht man es nicht umzulegen. Desgleichen braucht man einen Divan nicht umzulegen, vielmehr lasse man ihn auf gestellt. R. Šimo͑n b. Gamliél sagte: Am Dargeš$fn268löse man die Gurte, und es fällt von selbst zusammen. – Was ist Dargeš? U͑la erwiderte: Ein Glücksbett$fn269. Rabba sprach zu ihm: wir haben vom Könige gelernt, das ganze Volk lagere auf der Erde und er auf einem Dargeš; sollte er sich denn eines Gegenstandes bedienen, dessen er sich sonst nicht bedient!? R. Aši entgegnete: Was ist dies denn für ein Einwand, ebenso verhält es sich ja auch bei seinem Essen und Trinken: sonst werden ihm Speise und Trank nicht gereicht, dann aber werden ihm Speise und Trank$fn270gereicht!? Wenn man aber dagegen einwenden will, so ist aus folgender Lehre ein Einwand zu ersehen: Das Dargeš braucht man nicht umzulegen, sondern lasse es aufgestellt. Wieso braucht man es, wenn du sagst, es sei ein Glücksbett, nicht umzulegen, wir haben ja gelernt, wer sein Bett umlegt, lege nicht nur sein eigenes Bett um, sondern alle Betten, die sich in seinem Hause befinden!? – Was ist dies für ein Einwand, ebenso verhält es sich ja auch bei einem [zum Aufbewahren] von Sachen bestimmten Bette, denn es wird gelehrt: ist es [zum Aufbewahren von] Sachen bestimmt, so braucht man es nicht umzulegen. Wenn man aber dagegen einwenden will, so ist folgender Einwand zu erheben: R. Šimo͑n b. Gamliél sagte: Am Dargeš löse man die Gurte und es fällt von selbst zusammen. Welche Gurte hat es denn, wenn du sagst, es sei ein Glücksbett!? Als Rabin kam, [sagte er,] einer von den Rabbanan, namens R. Taḥlipha aus dem Westen, der auf dem Ledermarkte zu verkehren pflegte, habe ihm gesagt, Dargeš sei ein Lederbett. Es wurde auch gelehrt: R. Jirmeja sagte: Beim Dargeš geht das Geflecht von ihm selber aus, beim Bette wird es oben$fn271[befestigt]. R. Ja͑qob b. Aḥa sagte im Namen des R. Jehošua͑ b. Levi: Die Halakha ist wie R. Šimo͑n b. Gamliél Es wurde auch gelehrt: R. Ja͑qob b. Aḥa sagte im Namen R. Asis: Ein Bett, das auslaufende Baldachinstangen hat, lasse man stehen und dies genügt."
Moed Katan 27a:5,"Die Rabbanan lehrten: Wer auf einem Stuhle, auf einem großen Troge oder auf dem Fußboden schläft, hat seiner Pflicht nicht genügt. R. Joḥcanan erklärte: Weil er das Umlegen des Bettes nicht ausgeübt hat."
Moed Katan 27a:6,"Die Rabbanan lehrten: Man fege und sprenge im Hause des Leidtragenden, auch darf man im Hause des Leidtragenden Teller, Becher, Gläser und Krüge ausspülen, nur darf man in das Haus des Leidtragenden kein Räucherwerk und keine Spezereien bringen. – Dem ist ja aber nicht so, Bar Qappara lehrte ja, daß man im Hause des Leidtragenden nicht den Segen über Räucherwerk und Spezereien sprechen dürfe; demnach darf man nur den Segen nicht sprechen, wohl aber sie [in dessen Haus] bringenI? – Das ist kein Einwand; das eine gilt vom Trauerzimmer, und das eine gilt vom Zimmer der Tröstenden$fn272."
Moed Katan 27a:7,"<sup>vii,2</sup> <b>M</b><small>AN BRINGT</small> [<small>DIE</small> S<small>PEISEN</small>] <small>INS</small> H<small>AUS DES</small> T<small>RAUERNDEN WEDER AUF EINEM</small> T<small>ABLETT, NOCH IN EINER</small> S<small>CHALE, NOCH IN EINER</small> S<small>CHÜSSEL, SONDERN IN</small> K<small>ÖRBEN</small>. M<small>AN SPRICHT AM</small> H<small>ALBFESTE NICHT DEN</small> T<small>RAUERSEGEN, WOHL ABER STELLT MAN SICH IN EINER</small> R<small>EIHE AUF, TRÖSTET</small> [<small>DIE</small> L<small>EIDTRAGENDEN] UND VERABSCHIEDET DAS</small> P<small>UBLIKUM</small>. <sup>viii,1</sup> M<small>AN STELLE</small> [<small>AM</small> H<small>ALBFESTE] DIE</small> B<small>AHRE NICHT AUF DEN</small> S<small>TADTPLATZ, UM KEINE</small> T<small>RAUERKLAGE HERBEIZUFÜHREN; DIE EINER</small> F<small>RAU AUCH SONST NICHT, WEGEN DES</small> A<small>NSTANDES</small>$fn273."
Moed Katan 27a:8,"GEMARA. Die Rabbanan lehrten: Anfangs pflegten die Reichen in silbernen und goldenen Körben und die Armen in Körben aus abgeschälten Weidenruten [die Speisen] in das Haus des Leidtragenden zu bringen; da aber die Armen dadurch beschämt wurden, ordnete man an, daß sie jeder in Körben aus abgeschälten Weidenruten bringe, aus Achtung für die Armen."
Moed Katan 27a:9,"Die Rabbanan lehrten: Anfangs pflegten im Hause des Leidtragenden die Reichen in Kristallgläsern und die Armen in farbigen Gläsern Getränke zu reichen; da aber die Armen dadurch beschämt wurden, ordnete man an, daß sie jeder in farbigen Gläsern reiche, aus Achtung für die Armen. Anfangs pflegte man die Gesichter der Reichen frei zu lassen und die Gesichter der Armen zu bedecken, weil ihre Gesichter vor Hunger$fn274 schwarz waren; da aber die Armen dadurch beschämt wurden, ordnete man an, daß man jedem das Gesicht bedecke, aus Achtung für die Armen. Anfangs pflegte man die Reichen auf einem Ruhebette$fn275und die Armen auf einer Bahre hinauszutragen; da aber die Armen dadurch beschämt"
Moed Katan 27b:1,"wurden, ordnete man an, jeden auf einer Bahre hinauszutragen, aus Achtung für die Armen. Anfangs pflegte man unter den Leichnam eines Darmleidenden Räucherwerk zu tun; da aber dadurch die lebenden Darmleidenden beschämt wurden, ordnete man an, es unter jeden Leichnam zu tun, aus Achtung für die lebenden Darmleidenden. Anfangs pflegte man die Kleider der als Menstruierende Verstorbenen in einem Tauchbade zu reinigen; da aber dadurch die lebenden Menstruierenden beschämt wurden, ordnete man an, die Kleider aller verstorbenen Frauen in einem Tauchbade zu reinigen, aus Achtung für die lebenden Menstruierenden. Anfangs pflegte man [die Kleider] der als Flußbehaftete Verstorbenen in einem Tauchbade zu reinigen; da aber dadurch die lebenden Flußbehafteten beschämt wurden, ordnete man an, die Kleider eines jeden [Verstorbenen] in einem Tauchbade zu reinigen, aus Achtung für die lebenden Flußbehafteten. Anfangs war das Hinausführen des Toten für die Angehörigen schwerer$fn276als sein Tod, sodaß die Angehörigen ihn liegen zu lassen und fortzulaufen pflegten, da trat R. Gamliél auf und ließ an sich selbst mißächtlich verfahren, indem er anordnete, ihn in Flachsgewändem zu bestatten. Darauf führte das Volk ein, die Toten in Flachsgewändern zu bestatten, R. Papa sagte: Jetzt ist es beim Volke üblich, sogar in einer Hülle im Werte eines Zuz [zu bestatten]."
Moed Katan 27b:2,"M<small>AN STELLT DIE</small> B<small>AHRE NICHT AUF DEN</small> S<small>TADTPLATZ</small>. R. Papa sagte: Bei einem Schriftgelehrten wird das Halbfest nicht berücksichtigt, und um so weniger das Ḥanukafest und das Purimfest. Dies jedoch nur in seiner Gegenwart, nicht aber in seiner Abwesenheit. – Dem. ist ja aber nicht so, R. Kahana hielt ja eine Totenklage über R. Zebid aus Nehardea͑ in Pum Nahara!? R. Papi erwiderte: Es war am Tage der Nachricht, der der Gegenwart [des Toten] gleicht."
Moed Katan 27b:3,"U͑la sagte: Klagen heißt sich aufs Herz [schlagen], wie es heißt :$fn277<i>auf die Brüste [schlagend] klagen sie;</i> klatschen: mit den Händen; trampeln: mit den Füßen."
Moed Katan 27b:4,"Die Rabbanan lehrten: Man darf nicht mit den Sandalen trampeln, sondern nur mit den Schuhen, wegen der Gefahr$fn278."
Moed Katan 27b:5,"R. Joḥanan sagte: Sobald der Leidtragende mit dem Kopfe genickt hat, dürfen die Tröstenden bei ihm nicht sitzen bleiben."
Moed Katan 27b:6,"Ferner sagte R. Joḥanan: Jeder muß vor einem Fürsten aufstehen, ausgenommen der Leidtragende und der Kranke."
Moed Katan 27b:7,"Ferner sagte R. Joḥanan: Zu jedem anderen sage$fn279man: bleibe, ausgenommen Leidtragende und Kranke."
Moed Katan 27b:8,"R. Jehuda sagte im Namen Rabhs: Der Leidtragende darf am ersten Tage nicht sein eigenes Brot essen, denn der Allbarmherzige sprach zu Jehezqel:$fn280<i>und Brot [gewöhnlicher Leute] sollst du nicht essen</i>. Rabba und R. Joseph tauschten ihre Mahlzeit mit einander."
