Index Title,Keritot
Keritot 3a:3,"W<small>EU EINEN</small> M<small>ANN BESCHLÄFT</small>. Von wem$fn42spricht der Autor: wenn von Männern, so ist ja die bestiale Beschlafung eines Weibes abzuziehen, und es ist eines weniger, und spricht er von Weibern, so sind ja die Beschlafung eines Mannes und eines Tieres abzuziehen, und es sind zwei weniger!? R. Joḥanan erwiderte: Tatsächlich spricht der Autor von Männern, nur lese man wie folgt: wer einen Mann beschläft und sich von einem Manne beschlafcn läßt. Dies nach R. Jišma͑él, welcher sagt, man sei dieserhalb zweimal schuldig. – Wenn er aber im Schlußsätze vom Gotteslästerer lehrt, und wir es$fn43R. A͑qiba addizieren, so ist ja auch der Anfangsatz nach R. A͑qiba!? Wolltest du erwidern, nach R. A͑qiba, nur sei er im [Falle des] Anfangsatzes der Ansicht R. Jišma͑éls, so sagte ja R. Abahu: Wer einen Mann beschläft und sich von einem Manne beschlafen läßt, ist nach R. Jišma͑él zweimal schuldig, denn er entnimmt dies aus zwei Schriftversen:$fn44<i>mit einem Manne sollst du nicht liegen</i>, und: $fn45<i>es soll kein Lustbube von den Söhnen Jisraéls sein</i>, und nach R. A͑qiba nur einmal schuldig, denn er entnimmt dies aus einem Schriftverse: <i>mit einem Manne sollst du nicht liegen</i>, und man lese: nicht belegen$fn46 lassen!? – Vielmehr, der Anfangsatz nach R. Jišma͑él, nur ist er hinsichtlich des Gotteslästerers der Ansicht R. A͑qibas. Demnach sollte er auch lehren: wer ein Vieh beschläft und sich von einem Vieh beschlafen läßt!? – Abajje sagte ja: Wer ein Vieh beschläft und sich von einem Vieh beschlafen läßt, ist auch nach R. Jišma͑él nur einmal schuldig, denn die Schrift spricht nur von Männern. R. Elie͑zer erklärte im Namen Rabhs: Der Autor$fn47lehrt von dreiunddreißig Sündopfern$fn48, und zur Ergänzung der Ausrottungssünden nennt er noch drei$fn49Ausrottungsfälle. Im Schlußsatze lehrt er nämlich: wer das Gebot des Pesaḥopfers und der Beschneidung übertritt. Wozu lehrt er es vom Pesaḥopfer und von der Beschneidung: wenn etwa, daß dieserhalb ein Opfer darzubringen sei, so ist ja keines darzubringen, denn es wird gelehrt, die ganze Tora werde mit dem Gesetze vom Götzendienste verglichen, denn es heißt:$fn50<i>ein Gesetz gelte euch für den, der versehentlich tut, die Person aber die mit erhobener Hand tut</i>, wie der Götzendienst eine zu unterlassende Handlung ist, ebenso$fn51 wegen aller anderen zu unterlassenden Handlungen. Hieraus ist also zu entnehmen, daß er von dreiunddreißig Sündopfern$fn48spricht, (wenn versehentlich begangen,) und zur Ergänzung der Ausrottungssünden noch drei Ausrottungsfälle nennt. Schließe hieraus."
Keritot 3a:4,"W<small>EH DEN</small> Š<small>ABBATH ENTWEIHT</small>. Ich will dir sagen, beim Šabbath sind es ja vierzig [Arbeiten]$fn52weniger eine!? R. Joḥanan erwiderte: Er lehrt vom Falle der Unvorsätzlichkeit hinsichtlich des Šabbaths und der Vorsätzlichkeit hinsichtlich der Arbeiten, dessentwegen man nur einmal schuldig$fn53 ist. Es wird nämlich gelehrt:$fn54<i>[Von] diesen</i>, eines$fn55, nämlich bei Unvorsätzlichkeit hinsichtlich des Šabbaths und Vorsätzlichkeit hinsichtlich der Arbeiten. – Sollte er doch vom Falle der Vorsätzlichkeit hinsichtlich des Šabbaths und der Unvorsätzlichkeit hinsichtlich der Arbeiter$fn56lehren, dessentwegen man vierzig weniger eines$fn57schuldig ist!? Es wird nämlich gelehrt:$fn54<i>Und er eines</i>$fn55<i>von diesen tut</i>; zuweilen ist man ein [Opfer] wegen aller [Arbeiten] schuldig, und zuweilen ist man wegen jeder besonders schuldig. Und es wird gelehrt: <i>Eines, von diesen</i>$fn58, nämlich bei Vorsätzlichkeit hinsichtlich des Šabbaths und Unvorsätzlichkeit hinsichtlich der Arbeiten. – Der Autor bevorzugt den Fall der Unvorsätzlichkeit hinsichtlich des Šabbaths und der Vorsätzlichkeit hinsichtlich der Arbeiten, denn er ist trotzdem$fn59vom Sündopfer nicht befreit. Dasselbe findest du auch beim Götzendienste, wobei er von einem Falle der Unvorsätzlichkeit hinsichtlich des Götzen und der Vorsätzlichkeit hinsichtlich des Dienstes lehrt. – In welchem Falle kann es bei Unvorsätzlichkeit hinsichtlich des Götzen Vorkommen: wollte man sagen, wenn jemand in einem Götzentempel steht und im Glauben, es sei ein Bethaus, da anbetet, so hat er ja sein Herz zum Himmel$fn60gerichtet; wenn jemand eine Fürstenbüste sieht und davor niederkniet, so ist ja, wenn er sie als Gott anerkennt, er zu steinigen, und wenn er sie nicht als Gott anerkennt, dies überhaupt nichts; wenn aus Liebe oder Furcht$fn61, so ist dies allerdings zutreffend nach Abajje, welcher sagt, er sei schuldig, wie ist es aber nach Raba zu erklären, welcher sagt, er sei frei!? – Vielmehr, wenn jemand geglaubt"
Keritot 3b:1,"hat, es sei erlaubt$fn62. Auch Raba fragte nämlich R. Naḥman$fn63nur, ob er ein oder zwei [Sündopfer] schuldig sei, ob er gänzlich frei sei, fragte er ihn nicht. R. Papa erklärte: Dies kann bei dem vorkommen, der als Kind unter Nichtjuden in Gefangenschaft geraten ist; der zwar wußte, daß der Götzendienst verboten sei, aber nicht wußte, daß diese Dienstleistungen verboten seien. Wenn du aber willst, sage ich: dies kann auch bei einem Erwachsenen$fn64vorkommen, wenn er sich nämlich geirrt hat in folgendem Schriftverse:$fn65<i>ihr sollt nichts neben mir machen, silberne Götter oder goldene Götter &amp;c</i>.; wenn er nämlich glaubte, man dürfe sich nur vor Götzen aus Silber und Gold nicht niederwerfen, vor anderen Arten aber sei es erlaubt. Dies heißt Versehentlichkeit hinsichtlich des Götzen und Vorsätzlichkeit hinsichtlich des Dienstes. R. Aḥa, Sohn des R. Iqa, erklärte im Namen R. Bebajs: Er lehrt nur das Rubrum Šabbath$fn66und das Rubrum Götzendienst. – Woher dies? – Da er lehrt: wer einer Frau und ihrer Tochter beiwohnt oder einer Ehefrau; er lehrt aber nicht von der Tochter seiner Genotzüchtigten, die noch hinzukommen sollte$fn67. – Ich will dir sagen, von denen, die in der Schrift genannt sind, lehrt er es, von denen aber, die in der Schrift nicht genannt sind, lehrt er es nicht. – Es gibt ja noch die Fälle von der Tochter seiner Frau, der Tochter seiner Tochter und der Tochter ihres Sohnes, die in der Schrift geschrieben sind, von denen er es nicht lehrt!? Vielmehr lehrt er nur das Rubrum Mutter und Tochter, ebenso lehrt er nur das Rubrum Šabbath und das Rubrum Götzendienst. R. Aḥa, Sohn des R. Iqa, wies auf einen Widerspruch hin, in dem dieser sich mit sich selbst befindet. Kann R. Bebaj b. Abajje denn gesagt haben, er lehre nur das Rubrum Šabbath und das Rubrum Götzendienst, es wurde ja gelehrt, wer Opferglieder von innerhalb$fn68[Geschlachtetem] außerhalb opfert, sei schuldig, und wer Opferglieder von außerhalb [Geschlachtetem] außerhalb opfert, sei schuldig, und R. Bebaj b. Abajje wandte ein, wieso demnach gelehrt wird, es gebe sechsunddreißig mit der Ausrottung [belegte Vergehen] in der Tora, es sind ja siebenunddreißig, denn es gibt zweierlei Opferungen; was ist dies für ein Einwand, es ist ja zu erwidern, er lehre nur das Rubrum Opfern!? – Es ist nicht gleich; vom Šabbath und vom Götzendienste lehrt er [die Einzelheiten] an der passenden Stelle$fn69, und bei den Ausrottungsvergehen lehrt er allgemein das Rubrum Šabbath und das Rubrum Götzendienst, aber lehrt er denn [die Einzelheiten] der Opferung an einer passenden Stelle, um dies erwidern zu können!?"
Keritot 3b:2,"R. Jirmeja fragte R. Zera: Wie verhält es sich bei zwei Ausrottungen und einem Verbote$fn70? Dieser erwiderte: Du meinst wohl das Schlachten$fn71und das Darbringen, aber bei diesen sind es zwei Verbote. Nach demjenigen, der es [aus einem Schlusse] durch Wortanalogie folgert$fn72, heißt es ja da <i>bringen</i> und dort$fn73<i>bringen</i>, wie dort eine Bestrafung nur bei Warnung$fn74erfolgt, ebenso erfolgt da eine Bestrafung nur bei Warnung; und nach demjenigen, der es durch Vergleichung$fn75folgert, sagt die Schrift: $fn76<i>dort sollst du es hinaufbringen und dort sollst du es darbringen</i>, womit er das Schlachten mit dem Darbringen vergleicht, wie beim Darbringen eine Bestrafung nur bei Warnung erfolgt, ebenso erfolgt beim Schlachten eine Bestrafung nur bei Warnung. Du meinst vielleicht zwei Todesstrafen und ein Verbot. Das sind nämlich Totenbeschwörer und Wahrsager$fn77. Dieser erwiderte: Darüber besteht ein Streit zwischen R. Joḥanan und Reš Laqiš. Unter denen, die zu steinigen$fn78sind, werden Tolenbeschwörer und Wahrsager genannt, und auf unsere Frage, weshalb bei den mit der Steinigung belegten der Wahrsager genannt wird und bei den mit der Ausrottung belegten der Wahrsager nicht genannt$fn79wird, erwiderte R. Joḥanan, weil für beide ein Verbot besteht. (Sollte er doch den Wahrsager und nicht den Totenbeschwörer nennen!? – Weil die Schrift mit dem Totenbeschwörer beginnt.) Und Reš Laqiš erwiderte, weil [der Wahrsager] keine Tätigkeit ausübt$fn80. – Weshalb erklärt Reš Laqiš nicht wie R. Joḥanan? R. Papa erwiderte: Weil sie bei der Todesstrafe geteilt$fn81sind. – Und R. Joḥanan!? – Er kann dir erwidern: die Teilung beim Verbote ist eine Teilung, die Teilung bei der Todesstrafe ist keine Teilung. – Weshalb erklärt R. Joḥanan nicht wie Reš Laqiš? – Er ist der Ansicht, der Autor der Lehre von den Ausrottungssünden sei R. A͑qiba$fn82, und dieser sagt, es sei keine Tätigkeit erforderlich. – Und Reš Laqiš!? – Zugegeben, daß nach R. A͑qiba keine bedeutende Tätigkeit erforderlich ist, eine unbedeutende Tätigkeit aber ist erforderlich. – Welche Tätigkeit übt der Totenbeschwörer aus? – Das Zusammenschlagen der Arme ist eine Tätigkeit. – Welche Tätigkeit übt der Gotteslästerer aus? – Die Bewegung der Lippen ist eine Tätigkeit. Er$fn83glaubte, das Zusammenschlagen der Arme sei eine unbedeutende Tätigkeit auch nach den Rabbanan$fn84, somit ist einzuwenden: Beim Götzendienste ist man schuldig nur wegen einer Handlung, bei der eine Tätigkeit ausgeübt wird, wie Schlachten, Räuchern, Libieren oder Sichniederwerfen. Und auf unseren Einwurf, beim Sichniederwerfen übe man ja keine Tätigkeit aus, erwiderte Reš Laqiš, dies nach R. A͑qiba, welcher sagt, es sei keine Tätigkeit erforderlich, und R. Joḥanan erwiderte, auch nach den Rabbanan, denn das Beugen der Statur gelte als Tätigkeit. Demnach ist Reš Laqiš der Ansicht, nach den Rabbanan gelte das Beugen der Statur nicht als Tätigkeit und das Zusammenschlagen der Arme gelte als Tätigkeit!? –Wenn nun das, was Reš Laqiš gesagt hat, das Zusammenschlagen der Arme sei eine unbedeutende Tätigkeit. nach R. A͑qiba gilt, nach den Rabbanan aber sei dies keine Tätigkeit, wieso lehrt er demnach, ausgenommen der Gotteslästerer, weil er keine Tätigkeit ausübt, er sollte doch lehren, ausgenommen der Gotteslästerer und der Totenbeschwörer!? – Er lehrt eines von beiden. – Sollte er es doch vom Totenbeschwörer und nicht vom Gotteslästerer lehren!? – Vom Gotteslästerer ist dies zu lehren nötig. Da die Ausrottung desselben sich im Abschnitte von den Opfern$fn85befindet, so könnte man glauben, er pflichte R. A͑qiba bei, daher lehrt er uns, daß dem nicht so ist."
Keritot 3b:3,"U͑la erklärte: Vom Totenbeschwörer, von dem er lehrt, gilt dies in dem Falle, wenn er einem Dämon opfert. Raba wandte ein: Dies ist ja demnach Götzendienst!? Vielmehr, erklärte Raba, wenn er einem Dämon opfert, um ihn zu bannen. Abajje sprach zu ihm: Dies heißt ja Bannungen vornehmen$fn86!? Dieser erwiderte: Die Tora sagt, daß eine solche Bannung mit der Steinigung [bestraft werde], – Welche Bannung ist demnach nur mit einem Verbote belegt? Dieser erwiderte: Wie gelehrt wird.$fn87<i>Wer Bannungen vornimmt</i>, ob Bannungen von großen oder Bannungen von kleinen [Tieren]; selbst wer Schlangen und Skorpione bannt, ist schuldig. Abajje sagte: Wenn jemand eine Biene mit einem Skorpion bannen will, so ist dies verboten; wenn sie aber hinter ihm her sind, ist es erlaubt. – Sollte doch nach R. Joḥanan, welcher sagt, das Beugen der Statur sei eine"
Keritot 4a:1,"Tätigkeit, auch beim Gotteslästerer das Bewegen der Lippen als Tätigkeit gelten!? Raba erwiderte: Anders verhält es sich beim Gotteslästerer, weil es [hauptsächlich] im Herzen erfolgt. Sonst aber gilt die Bewegung der Lippen als Tätigkeit. R. Zera wandte ein: Ausgenommen das überführte Falschzeugnis, da dabei keine Tätigkeit ausgeübt wird. Weshalb denn, dabei heißt es ja:$fn88<i>durch den Mund</i>!? Raba erwiderte: Anders ist es beim überführten Falschzeugnis, weil es hauptsächlich auf das Sehen ankommt."
Keritot 4a:2,"W<small>ER</small> T<small>ALG ISST</small>. Die Rabbanan lehrten:$fn89<i>Ihr sollt keinen Talg von Rind, Schaf und Ziege essen</i>; man ist wegen jedes besonders schuldig – so R. Jišma͑él; die Weisen sagen, man sei [wegen aller] nur einmal schuldig. Es wäre anzunchmcn, daß ihr Streit in folgendem besteht. R. Jišma͑él ist der Ansicht, wegen des allgemein Verbotenen sei zu geißeln$fn90, und die Rabbanan sind der Ansicht, wegen des allgemein Verbotenen sei nicht zu geißeln. – Tatsächlich ist R. Jišma͑él der Ansicht, wegen des allgemein Verbotenen sei nicht zu geißeln, nur ist es hierbei anders, weil hier Schriftworte überflüssig sind. Der Sehriftvers sollte ja lauten: <i>ihr sollt keinen Talg essen</i>, wenn es aber noch <i>von Rind, Schaf und Ziege</i> heißt, so deutet dies auf die Teilung. – Und die Rabbanan!? – Würde es nicht geheißen haben: <i>von Rind, Schaf und Ziege</i>, so könnte man glauben, auch der Talg vom Wild sei einbegriffen, so heißt es: <i>von Rind, Schaf und Ziege</i>, um zu sagen, daß nur Talg von Rind, Schaf und Ziege verboten ist, vom Wild aber erlaubt. – Sie haben ihm ja treffend erwidert!? – Vielmehr, folgendes ist der Grund R. Jišma͑éls; er ist der Ansicht, es sollte ja heißen: <i>ihr sollt keinen Talg vom Rinde essen</i>, wenn es aber noch <i>Schaf und Ziege</i> heißt, so deutet dies auf die Teilung. – Und die Rabbanan!? – Sie sind der Ansicht, wenn der Allbarmherzige nur <i>keinen Talg vom Rinde</i> geschrieben hätte, so könnte man glauben, man folgere durch [das Wort] <i>Rind</i>, das auch beim Šabbathgesetze$fn91gebraucht wird, wie beim Šabbathgesetze Wild und Geflügel diesem gleichen, ebenso gleichen Wild und Geflügel diesem auch hinsichtlich des [Talg]essens; daher schrieb der Allbarmherzige <i>Rind, Schaf und Ziege</i>, um zu sagen, daß er nur von diesen verboten ist, von Wild und Geflügel aber erlaubt. – Sie haben ihm ja treffend erwidert!? – Vielmehr folgendes ist sein Grund; er ist der Ansicht, es sollte ja heißen: <i>ihr sollt keinen Talg vom Schafe essen</i>, oder auch: <i>ihr sollt keinen Talg von der Ziege essen</i>, wenn es aber heißt: <i>ihr sollt keinen Talg von Rind, Schaf und Ziege essen</i>, so deutet dies auf die Teilung. – Und die Rabbanan!? – Sie sind der Ansicht, wenn er nur geschrieben hätte: <i>keinen Talg vom Schafe</i>, so könnte man glauben, nur Talg vom Schafe sei verboten, der von Rind und Ziege aber sei erlaubt. Und wollte man einwenden, worin denn die Bedeutung des Schafes bestehe, so wäre zu erwidern: weil es hinsichtlich des Fettschwanzes$fn92bevorzugter ist. Dies nach einer Lehre des R. Ḥananja: wozu nennt die Schrift die Opferteile des Rindes, die Opferteile des Schafes und die Opferteile der Ziege besonders, wie es heißt: <i>nur das Erstgeborene eines Rindes &amp;c</i>.? Dies ist nötig; würde sie es nur beim Rinde geschrieben haben, so könnte man glauben, von diesem sei hinsichtlich des Schafes und der Ziege nicht zu folgern, denn es wäre zu erwidern: wohl gilt dies beim Rinde, bei dem das Gußopfer größer$fn93ist. Sollte der Allbarmherzige es doch nur beim Schafe geschrieben haben, und man würde hinsichtlich des Rindes und der Ziege vom Schafe gefolgert haben!? Man könnte erwidern: wohl gilt dies beim Schafe, das hinsichtlich des Fettschwanzes bevorzugter ist. Sollte der Allbarmherzige es nur bei der Ziege geschrieben haben, und man würde von dieser hinsichtlich des Rindes und des Schafes gefolgert haben!? Man könnte erwidern: wohl gilt dies bei der Ziege, denn diese ist bevorzugter beim Götzendienste$fn94. Sollte er es doch, wenn es von einem nicht zu folgern ist, von zweien geschrieben haben, und man würde es hinsichtlich des einen von beiden gefolgert haben!? Welches denn: wollte man hinsichtlich des Rindes von Schaf und Ziege folgern, so wäre zu erwidern: wohl gilt dies von Schaf und Ziege, die hinsichtlich des Pesaḥopfers$fn95bevorzugter sind. Wenn er es beim Schafe nicht geschrieben hätte und man hinsichtlich dessen von Rind und Ziege folgern wollte, so wäre zu erwidern: wohl gilt dies von Rind und Ziege, die beim Götzendienste$fn96bevorzugter sind. Und wenn er es bei der Ziege nicht geschrieben hätte und man es hinsichtlich dieser von Rind und Schaf folgern wollte, so wäre zu erwidern: wohl gilt dies von Rind und Schaf, bei denen es eine Überlegenheit$fn97gibt. Sie sind daher von einander nicht zu folgern. – Sie haben ihm ja treffend erwidert!? – Vielmehr, tatsächlich ist der Grund R. Jišma͑éls, wie wir zuerst gesagt haben, es sollte nur <i>keinen Talg</i> heißen und nichts weiter, wenn du aber einwendest, er schreibe deshalb <i>Rind, Lamm und Ziege</i>, um den Talg vom Wilde zu erlauben, so befaßt sich die Schrift an dieser Stelle mit den Opfern, und man achte auf den Zusammenhang$fn98. – Demnach sind die Rabbanan der Ansicht, man folgere nicht aus dem Zusammenhange!? – Nein, alle sind der Ansicht, man folgere aus dem Zusammenhange, und ihr Streit besteht in folgendem: R. Jišma͑él ist der Ansicht, man folgere$fn99[hinsichtlich eines Verbotes von einem Verbote, einerlei ob von einem gewöhnlichen Verbote oder von einem mit der Ausrottung belegten Verbote], und die Rabbanan sind der Ansicht, man folgere hinsichtlich eines Verbotes von einem Verbote, nicht aber hinsichtlich eines Verbotes von der Ausrottung. Wenn du aber willst, sage ich: folgendes ist der Grund der Rabbanan. R. Mari sprach zu R. Zebid: Demnach$fn100sollte doch der Fettschwanz von Profanem [zum Essen] verboten sein!? Dieser erwiderte: Deinetwegen sagt die Schrift: <i>keinen Talg von Rind, Schaf und Ziege</i>, nur was bei allen gleich ist, was bei diesem nicht der Fall ist. Somit deuten die Worte <i>Rind, Schaf und Ziege</i> darauf, daß der Fettschwanz von Profanem erlaubt ist. – Und R. Jišma͑él!? – Er kann dir erwidern: demnach sollte die Schrift sagen: <i>keinen Talg von Rind und Schaf</i>, wenn es aber auch <i>Ziege</i> heißt, so deutet dies auf die Teilung. R. Ḥanina sagte: R. Jišma͑él pflichtet hinsichtlich des Opfers bei, daß dieserhalb nur ein Sündopfer darzubringen ist$fn101. – Weshalb? – Weil dieses Verbot nicht dem Inzestverbote gleicht$fn102."
Keritot 4a:3,"Die Rabbanan lehrten:$fn103<i>Und er eines tut, und er von diesen tut</i>, man ist nämlich wegen jeder [Sünde] besonders schuldig. Wenn jemand Talg und Talg$fn104gegessen hat, ein Vergehen bei zweimaligem Entfallen, so ist er zweimal schuldig; wenn zwei Vergehen$fn105bei einem Entfallen, so ist er zweimal schuldig. Rami b. Ḥama sprach zu R. Ḥisda: Einleuchtend ist es, daß er wegen eines Vergehens bei zweimaligem Entfallen zweimal schuldig ist, weil das Entfallen sie teilt, weshalb aber ist er wegen zweier Vergehen bei einem Entfallen zweimal schuldig, sie müssen ja durch das Entfallen geteilt sein, was hierbei nicht der Fall ist!? Dieser erwiderte: Hier wird von dem Falle gesprochen, wenn jemand Talg von Übriggebliebenem gegessen hat; er ist wegen des Übriggebliebenen und des Talges schuldig. Jener entgegnete: Demnach sollte er auch wegen des Heiligen schuldig sein!? Vielmehr, erwiderte R. Šešeth, hier wird von dem Falle gesprochen, wenn jemand Talg von Heiligem gegessen hat, und zwar nach R. Jehuda. Es wird nämlich gelehrt: Wer Talg von einem Aase gegessen hat, wer Talg von Heiligem gegessen hat, ist zweimal$fn106schuldig. R. Jehuda sagt, wenn Talg von Heiligem, sei er dreimal$fn107zu geißeln. Im Westen lachten sie darüber: Sollte man es doch auf den Fall beziehen, wenn beispielsweise Talg von einem Rinde, einem Schafe und einer Ziege, und zwar nach R. Jišma͑él, welcher sagt, dieserhalb sei dreimal zu geißeln!? Er addiziert es also nicht R. Jišma͑él, weil R. Ḥanina"
Keritot 4b:1,"sagte, R. Jišma͑él pflichte hinsichtlich des Opfers bei, daß er nur ein Sündopfer schuldig sei, somit ist es auch nicht R. Jehuda zu addizieren. denn R. Elea͑zar sagte, R. Jehuda pflichte hinsichtlich des Opfers bei, daß er nur ein Sündopfer darzubringen habe, Vielmehr, erklärte Reš Laqiš im Namen des Bar Taíṭani$fn108, hier wird von dem Falle gesprochen, wenn er ihn aus zwei Schüsseln gegessen hat, nach R. Jehošua͑, welcher sagt, die Schüsseln teilen."
Keritot 4b:2,"Der Text. Wer Talg von einem Aase gegessen hat, ist zweimal zu geißeln, wer Talg von Heiligem, ist zweimal zu geißeln. R. Jehuda sagt, wenn Talg von Heiligem, so ist er dreimal zu geißeln. R. Šezbi sprach zu Raba: Erklärlich ist die Ansicht R. Jehudas, denn es sind verschiedene Schrift<i>verse$fn109vorhanden:</i>$fn110<i>ein ewigesGesetz</i>,$fn111<i>ihr sollt keinen Talg von Rind, Schaf und Ziege essen, und:</i>$fn112<i>kein Gemeiner soll Heiliges essen, das sind also drei Verbote; was ist aber der Grund der Rabbanan? – Sie sind der</i> Ansicht, das Verbot [im Verse] <i>ein ewiges Gesetz</i> spreche von Heiligem und das Verbot des (Rinder)talges spreche von Profanem. Und beides ist nötig. Würde der Allbarmherzige es nur von Heiligem geschrieben haben, so könnte man glauben, nur der Talg von Heiligem sei verboten, weil es bei diesem strenger ist, nicht aber gelte dies von Profanem, daher schrieb der Allbarmherzige: <i>keinen Talg von Rind</i>. Und würde er nur geschrieben haben: <i>keinen Talg von Rind</i>, so könnte man glauben, nur der Talg von Profanem sei verboten, weil er von der Allgemeinheit heraus nicht erlaubt worden ist, beim Heiligen aber, wobei der Talg aus der Allgemeinheit heraus erlaubt worden$fn113ist, sei, wenn das Fleisch erlaubt ist, auch der Talg erlaubt. Daher ist beides nötig. – Und R. Jehuda!? – Er ist der Ansicht, auch der Vers vom Talg eines Rindes befindet sich im Zusammenhange mit dem Heiligen. – Demnach sind die Rabbanan der Ansicht, man folgere nicht aus dem Zusammenhange!? – Nein, alle sind der Ansicht, man folgere aus dem Zusammenhange, und ihr Streit besteht in folgendem: R. Jehuda ist der Ansicht, man folgere hinsichtlich eines Verbotes von einem Verbote und hinsichtlich eines Verbotes von der Ausrottung, und die Rabbanan sind der Ansicht, man folgere hinsichtlich eines Verbotes von einem Verbote, man folgere aber nicht hinsichtlich eines Verbotes von der Ausrottung. – Worauf deutet demnach nach R. Jehuda der Schriftvers:$fn110<i>ihr sollt keinen Talg und kein Blut essen</i>? – Dieser ist zur Vergleichung nötig. Es wird nämlich gelehrt: <i>Ihr sollt keinen Talg und kein Blut essen</i>, wie wegen des Talges zweimal zu geißeln ist, ebenso ist wegen des Blutes zweimal zu geißeln. – Wegen des Talges ist wohl deshalb zweimal zu geißeln, ohne daß dies durch Vergleichung gefolgert wird, weil diesbezüglich zwei Schriftverse vorhanden sind: <i>ihr sollt keinen Talg und kein Blut essen</i>, und ferner: <i>keinen Talg von Rind und Schaf</i>, somit sollte auch wegen des Blutes zweimal zu geißeln sein, ohne daß dies durch Vergleichung gefolgert wird, denn auch diesbezüglich sind zwei Verbote vorhanden: <i>ihr sollt keinen Talg und kein Blut essen</i>, und ferner:$fn114<i>ihr sollt in all euren Wohnorten kein Blut essen, von Geflügel und Vieh</i>!? – Sage vielmehr: wie wegen des Talges dreimal zu geißeln ist, ebenso ist wegen des Blutes dreimal zu geißeln.– Wegen des Talges$fn115 ist wohl deshalb dreimal zu geißeln, weil diesbezüglich zwei der genannten Verbote vorhanden sind und das Verbot [des Heiligen] für einen Gemeinen, das sind also drei, und dies ist ja auch beim Blute der Fall!? – Dies$fn116ist nötig; man könnte glauben, wie das Blut hinsichtlich der Veruntreuung$fn117ausgeschlossen ist, sei es auch hinsichtlich des [Verbotes für einen] Gemeinen ausgeschlossen, so lehrt er uns die Vergleichung. – Wofür ist demnach nach den Rabbanan$fn118die Vergleichung zu verwenden!? – Diese ist wegen der folgenden Lehre nötig: <i>Ihr sollt keinerlei Talg und keinerlei Blut essen</i>; wie der Talg sich dadurch auszeichnet, daß er vom Fleische getrennt$fn119ist, und sie werden mit einander$fn120nicht vereinigt, ebenso auch das Blut, wenn es vom Fleische getrennt$fn121ist; ausgenommen das Blut von Kriechtieren, das nicht vom Fleische getrennt$fn122ist, und es wird mit diesem vereinigt. – Ist dies denn hieraus zu entnehmen, dies geht ja aus folgendem hervor!?$fn123<i>Dies sei euch unrein</i>; dies lehrt, daß das Blut des Kriechtieres und sein Fleisch mit einander vereinigt werden. – Wenn nicht die Vergleichung, könnte man glauben, dies gelte nur von der Unreinheit$fn124, nicht aber vom Essen, so lehrt uns die Vergleichung, daß dies auch vom Eissen gilt. Rabina sagte: Daher werde das Blut und das Fleisch einer Schlange mit einander vereinigt$fn125. – Was lehrt er uns damit, dies lehrt ja die Vergleichung!? – Man könnte glauben, das Kriechtier, das hinsichtlich der Unreinheit einbegriffen ist, sei auch hinsichtlich des Essens einbegriffen, die Schlange aber, die hinsichtlich der Unreinheit nicht einbegriffen ist, sei auch hinsichtlich des Essens nicht einbegriffen, so lehrt er uns. Die Vergleichung erstreckt sich auf jedes, bei dem das Blut nicht vom Fleische getrennt ist."
Keritot 4b:3,"Raba sagte: Wozu ist die Ausrottung wegen des Blutes dreimal [wiederholt] worden? – Einmal wegen des Blutes von Profanem, einmal wegen des Blutes von Heiligem und einmal wegen des nachfließenden Blutes. – Allerdings nach R. Jehuda, denn es wird gelehrt, das nachfließende Blut sei mit einer Verwarnung belegt, und R. Jehuda sagt, mit der Ausrottung, worauf aber deutet das eine Mal nach den Rabbanan!? Und auch nach R. Jehuda ist ja die Ausrottung zu entnehmen aus [dorn Worte] <i>keinerlei Blut</i>!? Es wird nämlich gelehrt: R. Jehuda sagte: Blurt, wozu heißt es <i>keinerlei</i>$fn126Blut? Ich weiß dies nur vom Blute des Heiligen, mit dem die Seele ausgeht, [das Sühne schafft,] woher dies vom Blute des Profanem und vom nachfließenden Blute? Es heißt: <i>keinerlei Blut</i>. – Sage vielmehr: einmal wegen des Blutes von Profanem, einmal wegen des Blutes von Heiligem und einmal wegen des zuzudeckenden$fn127 Blutes."
Keritot 4b:4,"Ferner sagte Baba: Wozu sind die fünf beim Blute genannten Verbote$fn128nötig? Einmal wegen des Blutes von Profanem, einmal wegen des Blutes von Heiligem, einmal wegen des zuzudeckenden Blutes, einmal wegen des Blutes von den Opfergliedern und einmal wegen des nachfließenden Blutes."
Keritot 4b:5,"R. Ila sagte: Wer den Zehnten von Getreide, Most und Öl gegessen hat, ist dreimal zu geißeln. – Wegen des allgemein Verbotenen$fn129ist ja nicht zu geißeln!? – Anders ist es hierbei, denn es sind überflüssige Schriftverse vorhanden. Merke, der Allbarmherzige schrieb ja:$fn130<i>du sollst vor dem Herrn, deinem Gott, verzehren &amp;c. den Zehnten deines Getreides, deines Mostes und deines Öls</i>, nur innerhalb$fn131und nicht außerhalb, und wenn der Allbarmherzige noch weiter schreibt:$fn132<i>du darfst in deinen Städten nicht verzehren den Zehnten deines Getreides, deines Mostes und deines Öls</i>, so deutet dies auf die Teilung. – Wenn nur dies, könnte"
