Index Title,Nazir
Nazir 51a:7,"R. Jirmeja fragte: Gilt die Geburt im Leibe der Mutter als Zusatz$fn74oder nicht: gehört sie, da der Meister gesagt hat, die Geburt gelte als Glied der Mutter, zum Körper, somit ist sie kein Zusatz, oder gilt sie,"
Nazir 51b:1,"da sie später heraustritt, als gesondert? Und wie verhält es sich ferner, wenn du entscheidest, sie gelte als gesondert, da sie später heraustritt, mit dem Samen$fn75im Leibe der Mutter: sagen wir, da er noch nicht entwickelt ist, gleiche er ihrem Körper, oder nicht, da er von außen hineingekommen ist?"
Nazir 51b:2,"R. Papa fragte: Wie verhält es sich mit dem Kote: sagen wir, dieser gehöre, da man ohne zu essen nicht leben kann, zum Körper, oder aber, auch dieser ist von außen hineingekommen?"
Nazir 51b:3,"R. Aḥa, Sohn des R. Iqa, fragte : Wie verhält es sich mit der Haut$fn76? R. Hona b. Manoah fragte: Wie verhält es sich mit dem Mund- und Nasenschleime? R. Šemuél b. Aḥa sprach zu R. Papa: Wie kann es, wenn man sagen wollte, all diese genannten Dinge gelten als Zusatz, überhaupt vorkommen, daß der Moder unrein$fn77ist!? – Wenn man [die Leiche] mit Dattelwasser$fn78getränkt, mit einem Enthaarungsmittel bestrichen und mit Tiberjaswasser$fn79gebrüht hat."
Nazir 51b:4,"Abajje sagte: Es ist uns überliefert, daß, wenn man eine Leiche gemahlen hat, es bei dieser keinen Moder gebe."
Nazir 51b:5,"Sie fragten : Wie ist es, wenn man sie gemahlen hat und sie darauf vermodert ist: ist es davon abhängig, ob Fleisch, Sehnen und Knochen vorhanden sind, und diese sind vorhanden, oder ist der natürliche Zustand erforderlich, was hierbei nicht der Fall ist? – Dies bleibt unentschieden."
Nazir 51b:6,"U͑la b. Ḥanina lehrte: Bei einer unvollständigen Leiche gibt es keinen Moder, keine Erdunterlage$fn80und keine Gräber statte$fn81. Man wandte ein: [Es wird gelehrt :] Nein, wenn dies$fn82von einem Toten gilt, der [verunreinigend ist] durch die größere Hälfte, ein Viertel [Kab Knochen] und einen Löffel Moder, sollte dies auch von einem Lebenden gelten, der durch die größere Hälfte, ein Viertel [Kab Knochen] und einen Löffel Moder nicht [verunreinigend] ist!? Dies kommt wohl in dem Falle vor, wenn ein einzelnes Glied vermodert ist, somit ist dem entsprechend bei einer Leiche der Moder eines einzelnen Gliedes [unrein]!? – Es heißt ja nicht: dem entsprechend bei einer Leiche; er sagt nur, daß es bei einem Toten Moderunreinheit gebe, und bei einem Lebenden keine Moderunreinheit gebe."
Nazir 51b:7,"Raba fragte : Wie ist es, wenn einem bei Lebzeiten ein Glied vermodert und er darauf gestorben$fn83ist: gilt dies nur von der Vermoderung als Leiche$fn84, oder aber, gegenwärtig ist er ja tot? – Komm und höre: [Es wird gelehrt :] Nein, wenn dies von einem Toten gilt, der [verunreinigend ist] durch die größere Hälfte, ein Viertel [Kah Knochen] und einen Löffel Moder, sollte dies auch von einem Lebenden &amp;c. Dies gilt also nur von einem Lebenden, bei einem Toten aber gibt es Moderunreinheit$fn85. – Es heißt ja nicht: bei einem Toten aber$fn86; er sagt nur, daß es bei einem Toten Moderunreinheit gebe, bei einem Lebenden aber keine Moderunreinheit gebe."
Nazir 51b:8,"Raba fragte: Wie verhält es sich bei einer unvollständigen Ameise: bezieht sich die Lehre$fn87auf das Quantum, und dieses ist unvollständig, oder"
Nazir 52a:1,"bezieht es sich auf das Geschöpf, und dieses ist$fn88vorhanden? R. Jehuda aus Disqarta sprach: Komm und höre:$fn89<i>An ihnen;</i> man könnte glauben, nur am ganzen$fn90, so heißt es:$fn91<i>von ihnen.</i> Aus [dem Worte] <i>von ihnen</i> könnte man entnehmen, auch an einem Teilchen, so heißt es: <i>an ihnen.</i> Wie ist dies zu erklären? Wenn man ein Teilchen berührt, das einem ganzen gleicht. Die Weisen haben dieses auf die Größe einer Linse bemessen, denn die Schnecke$fn92ist bei Beginn ihrer Erschaffung linsengroß. Schließe hieraus, daß die Lehre sich auf das Quantum erstrecke. R. Šema͑ja erwiderte: Nur bei einem leblosen Stücke, das unter Linsengröße nicht verunreinigend ist, ist das Quantum erforderlich, nichjt aber bei einem Lebewesen$fn93."
Nazir 52a:2,"A<small>M</small> R<small>ÜCKGRAT, AM</small> S<small>CHÄDEL.</small> Sie fragten: Heißt es: am Rückgrat und Schädel, oder am Rückgrat oder am Schädel? Raba erwiderte: Komm und höre: Wenn vom Rückgrat die meisten Rippen entfernt worden sind, so ist es rein. Im Grabe aber ist es durch das Grab auch zerbrochen oder zerlegt unrein$fn94. Nur wenn sie entfernt worden sind, wenn sie nicht entfernt worden sind, ist es$fn95unrein. Schließe hieraus, daß es Rückgrat oder Schädel heißt. – Dies$fn96lehrt er nicht; er lehrt nur, daß, wenn sie entfernt worden sind, es rein sei; sonst aber ist es fraglich. – Komm und höre: R. Jehuda sagte: Sechs Dinge$fn97sind nach R. A͑qiba unrein und nach den Weisen rein; R. A͑qiba aber trat von seiner Ansicht zurück. Einst brachte man einen Korb Gebeine in das Bethaus der Kupferschmiede und legte sie schwebend$fn98nieder, und als der Arzt Theodos und mit ihm alle anderen Ärzte hineingingen, sprachen sie: Das ist kein Rückgrat von einer Leiche$fn99. Also nur aus dem Grunde, weil es kein Rückgrat von einer Leiche war, wenn es aber ein Rückgrat oder ein Schädel von einer Leiche wäre, müßte ein Nazir sich wegen dieser das Haar schneiden. Schließe hieraus, daß hier von einem Rückgrat oder einem Schädel gelehrt wird. – Dies ist selbstverständlich; selbstverständlich waren da nicht Schädel und Rückgrat von einer Leiche vorhanden, aber nicht einmal ein Rückgrat von einer Leiche oder ein Schädel von einer Leiche$fn100war da vorhanden. – Komm und höre aus der Aufzählung$fn101 : Folgende sind die sechs Dinge, nie nach R. A͑qiba unrein und nach den Weisen rein sind: ein von zwei Leichen$fn102herrührendes Glied, ein von zwei Lebenden herrührendes Glied, ein halber Kab Gebeine von zwei Leichen, ein Viertel[log] Blut von zwei [Leichen], ein entzwei geteilter gerstengroßer Knochen, das Rückgrat und der Schädel. Wenn man nun"
Nazir 52b:1,"sagen wollte, es sei Rückgrat oder Schädel zu verstehen, so sind es ja sieben!? – Er zählt nur das mit, hinsichtlich dessen mehrere$fn103gegen ihn streiten, während hinsichtlich eines gerstengroßen Knochens ein einzelner$fn104gegen ihn streitet. Es wird nämlich gelehrt: Ein gerstengroßer entzwei geteilter Knochen ist nach R. A͑qiba unrein und nach R. Joḥanan b. Nuri rein. Wenn du willst, sage ich: er zählt nur das Glied von einer Leiche$fn105mit, nicht aber das Glied von einem Lebenden. Wenn du willst, sage ich : er zählt nur das mit, wegen dessen ein Nazir bei Bezeltung$fn106sich scheren muß, was bei einem gerstengroßen Knochen nicht der Fall$fn107ist. Wenn du aber willst, sage ich: er zählt nur das mit, hinsichtlich dessen [R. A͑qiba] zurückgetreten$fn108ist, während er hinsichtlich eines Viertel[logs] Blut nicht zurückgetreten ist. Rabbi sprach nämlich zu Bar Qappara: Zähle unter den Dingen, hinsichtlich welcher er zurückgetreten ist, das Viertel[log] Blut nicht mit, denn diesbezüglich hat R. A͑qiba eine Lehre in der Hand, auch unterstützt ihn die Schrift, denn es heißt :$fn109<i>zu den</i> <i>Seelen von Toten soll er nicht eintreten.</i> R. Šimo͑n sprach: Während seines ganzen Lebens erklärte er es als unrein, ich weiß nicht, ob er nicht nach seinem Tode davon zurückgetreten ist. Es wird gelehrt: Ihm$fn110waren die Zähne vor Fasten schwarz geworden. – Komm und höre: Die Schule Šammajs sagt, ein Viertel[kab] Gebeine$fn111von zwei oder drei [Gliedern]; die Schule Hillels sagt, ein Viertel[kab] von dem Umfange oder der Gliederzahl nach größeren Teile des Körpers. R. Jehošua͑ sagte: Ich kann die Worte der Schule Šammajs und die Worte der Schule Hillels in Übereinstimmung bringen; die Schule Šammajs sagt, von zwei oder drei [Gliedern] : entweder von zwei Schenkeln und einer Hüfte oder von zwei Hüften und einem Schenkel, weil sie den größeren Teil der Statur ausmachen; die Schule Hillels sagt, von dem Umfange oder der Gliederzahl nach größeren Teile des Körpers, wie dies auch bei den Gliedern der Hände und der Füße der Fall sein kann. Šammaj sagt, auch ein Knochen vom Rückgrat oder vom Schädel. – Šammaj ist besonders erschwerend. – Demnach ist ja hieraus zu entscheiden, daß die Schule Šammajs dieser Ansicht aus dem Grunde ist, weil sie erschwerend ist, nach den Rabbanan aber nur dann, wenn Rückgrat und Schädel vorhanden sind!? – Nein, die Rabbanan streiten gegen Šammaj nur hinsichtlich eines Knochens vom Rückgrat und vom Schädel, vollständig aber ist es auch eines von ihnen."
Nazir 52b:2,"Rami b. Ḥama fragte: Wie verhält es sich$fn112mit einem Viertel[kab] Gebeine vom Rückgrat und vom Schädel: gilt die Norm von einem halben Kab Gebeine nur von solchen anderer Glieder, bei solchen von Rückgrat und Schädel aber, bei denen es strenger ist, genügt auch ein Viertel[kab] Gebeine, oder gibt es hierbei keinen Unterschied? Raba erwiderte: Komm und höre: Am Rückgrat und am Schädel. Wenn man sagen wollte, ein Viertel[kab] Gebeine vom Rückgrat oder dem Schädel sei [verunreinigend], so sollte er auch lehren: an einem vom Rückgrat herrührenden"
Nazir 53a:1,"Viertel[kab] Gebeine!? – Aber Raba ist es ja selbst, welcher$fn113erklärte, dies sei wegen des Falles nötig, wenn das Rückgrat und der Schädel kein Viertel[kab] Gebeine haben!? – Nachdem er die Lehre R. A͑qibas$fn114hörte. – Komm und höre : Šammaj sagt, auch ein Knochen vom Rückgrat oder vom Schädel. – Šammaj ist besonders erschwerend. – Demnach ist ja hieraus zu entscheiden, daß Šammaj dieser Ansicht aus dem Grunde ist, weil er erschwerend ist, nach den Rabbanan aber nur dann, wenn ein halber Kab Gebeine vorhanden ist? – Vielleicht streiten die Rabbanan gegen Šammaj nur hinsichtlich eines Knochens, hinsichtlich eines Viertel[kabs] aber pflichten auch die Rabbanan bei."
Nazir 53a:2,"R.Elie͑zer sagte: Ein Teil der früheren Ältesten sagte, ein halber Kab Gebeine und ein halbes Log Blut seien in jeder Hinsicht, und ein Viertel[kab] Gebeine und ein Viertel[log] Blut seien nicht in jeder Hinsicht [verunreinigend], und ein Teil sagte, auch ein Viertel[kab] Gebeine und ein Viertel[log] Blut seien es in jeder Hinsicht. Das Gericht, das ihnen folgte, entschied, ein halber Kab Gebeine und ein halbes Log Blut in jeder Hinsicht, ein Viertel[kab] Gebeine und ein Viertel[log] Blut nur hinsichtlich der Hebe und des Heiligen, nicht aber für den Nazir und den das Pesaḥopfer Herrichtenden$fn115. – Merke, die Schlichtung eines dritten ist ja nicht$fn116entscheidend!? R. Ja͑qob b. Ibi erwiderte: Sie entschieden dies auf Grund einer Überlieferung aus dem Munde von Ḥaggaj, Zekharja und Maleakhi$fn117."
Nazir 53a:3,"W<small>EGEN DIESER MUSS DER</small> N<small>AZIR SICH SCHEREN.</small> [Die Worte] ‘wegen folgender’ im Anfangsatze schließen einen gerstengroßen Knochen aus, daß er es nur durch Berührung und Tragen ist, nicht aber durch Bezeltung, und [die Worte] ‘wegen dieser’ im Schlußsatze schließen den Deckelstein$fn118aus."
Nazir 53a:4,"A<small>N EINEM HALBEN</small> K<small>AB</small> G<small>EBEINE</small>. Nur an einem halben Kab Gebeine,"
Nazir 53b:1,"nicht aber an einem Viertel[kab] ; in welchem Falle: sind darunter gerstengroße Knochen, so sollte dies schon wegen des gerstengroßen Knochens erfolgen!? – Vielmehr, wenn sie gemahlen sind."
Nazir 53b:2,"A<small>N EINEM</small> G<small>LIEDE VON EINER</small> L<small>EICHE ODER EINEM</small> G<small>LIEDE VON EINEM</small> L<small>EBENDEN, AN DEM GENÜGEND</small> F<small>LEISCH IST.</small> Wie ist es, wenn an ihnen nicht genügend Fleisch ist? – R. Joḥanan sagt, der Nazir schere sich ihretwegen nicht; Reš Laqiš sagt, der Nazir schere sich ihretwegen wohl. R. Joḥanan sagt, der Nazir schere sich ihretwegen nicht, denn im Anfangsatze lehrt er: an einem Gliede von einer Leiche oder an einem Gliede von einem Lebenden, nur wenn an ihnen genügend Fleisch ist, sonst aber nicht. R. Šimo͑n b. Laqiš sagt, er schere sich wohl, da dies nicht im Schlußsatze$fn119gelehrt wird. – Und R. Joḥanan!? – Er kann dir erwidern: was durch einen Schluß zu folgern$fn120ist, lehrt er im Schlußsatze nicht. – Aber auch hinsichtlich des halben Kabs Gebeine ist ja zu folgern, nur an einem halben Kalb, nicht aber an einem Viertel [Kab] Gebeine, dennoch lehrt er im Schlußsatze$fn119: ein Viertel [Kab] Gebeine!? – Wenn er es nicht von einem Viertel [Kab] gelehrt haben würde, könnte man glauben, daß es auch durch Berühren und Tragen nicht [verunreinigend] sei, daher muß er lehren, daß wegen eines Viertel [Kabs] Gebeine der Nazir nur bei Bezeltung sich nicht schere. – Aber auch hinsichtlich des halben Logs Blut ist ja zu folgern, nur an einem halben Log Blut, nicht aber an einem Viertel[log] Blut, dennoch lehrt er im Schlußsatz: ein Viertel[log] Blut!? – Dies schließt die Ansicht R. A͑qibas aus, denn R. A͑qiba sagt, ein von zwei Leichen herrührendes Viertel[log] Blut sei durch Bezeltung verunreinigend. – Von was für einem Gliede von einer Leiche wird hier gesprochen: ist daran ein gerstengroßer Knochen, was ist demnach der Grund R. Joḥanans, und ist daran kein gerstengroßer Knochen, was ist demnach der Grund des Reš Laqiš!? – Nach Reš Laqiš ist zu erwidern: tatsächlich, wenn daran kein gerstengroßer Knochen ist, jedoch hat der Allbarmherzige dieses einbegriffen. Es wird nämlich gelehrt:$fn121<i>Und jeder, der rührt auf freiem Felde an einen Erschlagenen durch ein Schwert oder einen</i> <i>Toten. Auf freiem Felde,</i> das ist die Bezeltung über den Toten; <i>Erschlagenen,</i> das ist ein Glied von einem Lebenden, das soviel [Fleisch] hat, um heilen$fn122zu können; <i>Schwert,</i> dieses gleicht$fn123dem Erschlagenen; <i>oder einen Toten,</i> das ist ein von einem Toten abgetrenntes Glied; <i>oder an einen Menschenknochen,</i> das ist ein Viertelkab Gebeine; <i>oder an ein</i>"
Nazir 54a:1,"<i>Grab,</i> das ist das ausgefüllte$fn124Grab, denn der Meister sagte, bei einem solchen dringe die Unreinheit nach oben$fn125und nach unten. Hinsichtlich der [Verunreinigung durch] Berührung aber, sagte R. Jehuda, wird gelehrt :$fn126 <i>Der</i>$fn127<i>gerührt hat an einen Knochen oder einen Erschlagenen. Einen Knochen,</i> das ist ein gerstengroßer Knochen; <i>oder einen Erschlagenen,</i> das ist ein von einem Lebenden abgetrenntes Glied, das nicht soviel [Fleisch] hat, anheilen zu können; <i>oder einen Toten,</i> das ist ein von einem Toten abgetrenntes Glied; <i>oder ein Grab,</i> Reš Laqiš erklärte, das Grab vor der Gesetzgebung$fn128. – Von was für einem Gliede von einer Leiche wird hier gesprochen: ist daran ein gerstengroßer Knochen, so ist dies ja das Berühren eines Knochens, doch wohl, wenn kein gerstengroßer Knochen daran ist, dennoch hat der Allbarmherzige es einbegriffen$fn129!? – R. Joḥanan kann dir erwidern: tatsächlich, wenn ein solcher daran ist, und da es nicht auf das Berühren zu beziehen$fn130ist, so beziehe man es auf das Tragen."
Nazir 54a:2,"U<small>ND AM DRITTEN UND SIEBENTEN</small> [T<small>AGE</small>] <small>BESPRENGEN LASSEN</small> &amp;<small>C. HINFÄLLIG.</small> Sie fragten: Erfolgt die Reinigung, von der gelehrt wird, am siebenten, sobald Sonnenuntergang erfolgt ist, nach R. Elie͑zer, oder erfolgt sie am achten, denn darunter ist die Darbringung seiner Opfer zu verstehen, nach den Rabbanan$fn131? – Komm und höre: Im Schlußsatze wird gelehrt: er beginne mit der Zählung sofort; demnach ist unter Reinigung im Anfangsatze die Darbringung seiner Opfer zu verstehen, nach den Rabbanan, welche sagen, das Nazirat in Reinheit beginne erst am achten [Tage]."
Nazir 54a:3,"<sup>iii</sup> <b>W</b><small>EGEN DER ÜBERHÄNGENDEN</small> Z<small>WEIGE, DER</small> M<small>AUERVORSPRÜNGE</small>$fn132, <small>EINES</small> G<small>RÄBERPFLUGES, DES</small> L<small>ANDES DER WELTLICHEN</small>$fn133V<small>ÖLKER, DES</small> R<small>OLLSTEINES UND DER</small> S<small>TÜTZE</small>$fn134, <small>EINES</small> V<small>IERTEL</small>[<small>LOGS</small>] B<small>LUT, EINES</small> Z<small>ELTES</small>$fn135, <small>EINES</small> V<small>IERTEL</small>[K<small>AB</small>] G<small>EBEINE, DER MIT EINER</small> L<small>EICHE IN</small> B<small>ERÜHRUNG GEKOMMENEN</small> G<small>ERÄTE, DER</small> Z<small>ÄHLTAGE</small>$fn136<small>UND DER</small> D<small>AUER DES ENTSCHIEDENEN</small> A<small>USSATZES ABER SCHERE DER</small> N<small>AZIR SICH NICHT.</small> A<small>M DRITTEN UND AM SIEBENTEN</small> [T<small>AGE</small>]$fn137<small>IST ER ZU BESPRENGEN UND DIE FRÜHEREN</small> T<small>AGE SIND NICHT</small>"
Nazir 54b:1,"<small>HINFÄLLIG; ER BEGINNE MIT DER</small> Z<small>ÄHLUNG SOFORT</small>$fn138<small>UND HAT KEIN</small> O<small>PFER DARZUBRINGEN.</small> I<small>N</small> W<small>IRKLICHKEIT SAGTEN</small>$fn139<small>SIE, DASS DIE</small> T<small>AGE DES MÄNNLICHEN ODER WEIBLICHEN</small> F<small>LUSSES UND DIE</small> T<small>AGE DER</small> A<small>BSCHLIESSUNG DES</small> A<small>USSÄTZIGEN</small>$fn140<small>IHM ANGERECHNET WERDEN.</small>"
Nazir 54b:2,"GEMARA. Überhängende Zweige sind solche, die von einem Baume über den Boden hängen. Vorsprünge sind solche, die aus einer Mauer hervorragen."
Nazir 54b:3,"D<small>ES</small> L<small>ANDES DER WELTLICHEN</small> V<small>ÖLKER.</small> Sie fragten : Ist über das Land der weltlichen Völker [die Unreinheit] wegen der Luft$fn141ver hängt worden oder ist sie wegen des Bodens verhängt worden? – Komm und höre: Am dritten und am siebenten [Tage] ist er zu besprengen. Wozu ist, wenn man sagen wollte, wegen der Luft, die Besprengung nötig!? Doch wohl wegen des Bodens. – Nein, tatsächlich, kann ich dir erwidern, wegen der Luft, und dies$fn142bezieht sich auf die übrigen Fälle. Dies ist auch einleuchtend; er lehrt dies von mit einer Leiche in Berührung gekommenen Geräten; ist denn wegen solcher Geräte die Besprengung erforderlich? Vielmehr bezieht es sich auf die übrigen Fälle."
Nazir 54b:4,
Nazir 55a:1,"Es wäre anzunehmen, daß hierüber Tannaim streiten: Wer in einer Truhe, einer Kiste oder einem Schranke in das Land der weltlichen Völker gekommen war, ist nach Rabbi unrein und nach R. Jose b. R. Jehuda rein. Wahrscheinlich ist Rabbi der Ansicht, wegen der Luft, und R. Jose b. R. Jehuda der Ansicht, wegen des Bodens. – Nein, alle sind der Ansicht, wegen des Bodens, nur ist einer der Ansicht, das bewegliche Zelt gelte$fn143als Zelt, und einer ist der Ansicht, es gelte nicht als Zelt. – Es wird ja aber gelehrt, daß, wenn man eine Kiste voll Geräte zeit arti g$fn144über eine Leiche wirft, sie, wie R. Jose b. R. Jehuda sagt, unrein, und wenn sie liegt, rein seil? – Vielmehr, alle sind der Ansicht, wegen der Luft, nur ist einer der Ansicht, daß die Verordnung der Rabbanan sich hierauf, da dies ungewöhnlich ist, nicht erstrecke, und einer ist der Ansicht, daß die Verordnung der Rabbanan sich hierauf, obgleich es ungewöhnlich ist, wohl erstrecke. Es wird auch gelehrt: Wer in einer Truhe, einer Kiste oder einem Schranke in das Land der weltlichen Völker kommt, ist rein; wenn aber in einem Wagen, einem Schiffe oder einem Segelschiffe, so ist er unrein. Wenn du aber willst, sage ich: hierbei streiten sie, [ob zu berücksichtigen ist,] er könnte den Kopf und den größeren Teil des Körpers hervorstrecken. Es wird auch gelehrt: R. Jose b. R. Jehuda sagt, wenn jemand in einer Truhe, einer Kiste oder einem Schranke in das Land der weltlichen Völker kommt, so ist er rein, es sei denn, daß er den Kopf und den größeren Teil des Körpers hervorstreckt."
Nazir 55a:2,"E<small>R BEGINNE MIT DER</small> Z<small>ÄHLUNG.</small> R. Ḥisda sagte: Dies gilt nur von einem kürzeren Nazirate, bei einem längeren Nazirate$fn145aber werden sie ihm auch angerechnet. R. Šerebja wandte ein: Er beginne mit der Zählung sofort und die früheren [Tage] sind nicht hinfällig. In welchem Falle: wollte man sagen, bei einem kürzeren Nazirate, so ist ja ein"
Nazir 55b:1,"Haarwuchs erforderlich; doch wohl bei einem längeren Nazirate, und er lehrt, daß er mit der Zählung sof ort$fn146beginne !? Er erhob diesen Einwand, und er selbst erklärte es auch: Bei einem Nazirate von fünfzig Tagen, wenn er zwanzig Tage absolviert hat und dann von einem Aussatz befallen worden ist; er schere sich wegen seines Aussatzes und absolviere dann die dreißig Tage des Nazirates, denn nur dann$fn147ist ein Haarwuchs vorhanden. Rami b. Ḥama wandte ein: Wenn ein Nazir zweifelhaft unrein und zweifelhaft aussätzig ist, so darf er nach sechzig"
Nazir 56a:1,"Tagen$fn148Heiliges essen und nach hundertundzwanzig Tagen$fn149Wein trinken und sich an Toten verunreinigen. Hierzu wird gelehrt: Dies gilt nur von einem kurzen Nazirate, bei einem Nazirate von einem Jahre aber darf er Heiliges essen erst nach zwei Jahren und Wein trinken und sich an Toten verunreinigen erst nach vier$fn150Jahren. Wenn man nun sagen wollte, die Tage werden ihm angerechnet, so sollten doch drei Jahre und dreißig Tage$fn151ausreichen!? Ferner wandte R. Aši ein: [Es wird gelehrt:] Ich weiß nur, daß ihm die Tage der Unreinheit$fn152nicht angerechnet werden, woher dies von den Tagen des entschiedenen Aussatzes? Dies ist durch einen Schluß zu folgern: wegen der Tage der Unreinheit muß er sich scheren und ein Opfer bringen und wegen der Tage des entschiedenen Aussatzes muß er sich scheren und ein Opfer bringen, wie ihm nun die Tage der Unreinheit nicht angerechnet werden, ebenso werden ihm die Tage des entschiedenen Aussatzes nicht angerechnet. Nein, sollte dies, wenn dies von den Tagen der Unreinheit gilt, durch die die früheren$fn153hinfällig werden, auch von den Tagen des entschiedenen Aussatzes gelten, wodurch die früheren nicht hinfällig werden!? Ich will dir sagen, es ist [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn bei einem an einem Grabe erfolgten Nazirate, wobei das Haar zum Scheren geeignet$fn154ist, die früheren Tage nicht angerechnet werden, um wieviel weniger die Tage des entschiedenen Aussatzes, wobei das Haar zum Scheren wegen des Nazirates nicht geeignet$fn155ist. Ich weiß dies nur von den Tagen des entschiedenen Aussatzes, woher dies von den Zähltagen$fn156!? Dies ist durch einen Schluß zu folgern : die Tage des entschiedenen Aussatzes benötigen des Sehe"
Nazir 56b:1,"rens und die Zähltage benötigen dessen, wie nun die Tage des entschiedenen Aussatzes ihm nicht angerechnet werden, ebenso gilt dies auch von den Zähltagen. Man könnte glauben, dies gelte auch von den Tagen seiner Abschließung$fn157, wie dies durch einen Schluß zu folgern ist: während des entschiedenen Aussatzes verunreinigt er Lager und Sitz und während der Abschließung verunreinigt er Lager und Sitz, somit sind ihm, wie du hinsichtlich der Tage des entschiedenen Aussatzes folgerst, daß sie ihm nicht angerechnet werden, auch die Tage der Abschließung nicht anzurechnen. Nein, wohl gilt dies von den Tagen des entschiedenen Aussatzes, denn da der entschiedene Aussatz des Scher ens und der Darbringung des Opfers benötigt, werden sie ihm auch nicht angerechnet, die Tage der Abschließung aber benötigen nicht des Scherens und der Darbringung des Opfers, daher werden sie ihm wohl angerechnet. Hieraus folgerten sie, daß die Zähltage und die Dauer des entschiedenen Aussatzes nicht angerechnet werden, aber die Tage des männlichen oder weiblichen Flusses und der Abschließung des Aussätzigen wohl angerechnet werden. Hier heißt es nun: nein, sollte dies, wenn dies von den Tagen der Unreinheit gilt, durch die die früheren hinfällig werden, auch von den Tagen des entschiedenen Aussatzes gelten &amp;c. In welchem Falle: wollte man sagen, bei einem kurzen Nazirate, so ist ja ein Haarwuchs erforderlich; doch wohl bei einem längeren Nazirate, und er lehrt, daß sie ihm nicht angerechnet werden. Sie werden ihm somit nicht angerechnet. Schließe hieraus."
Nazir 56b:2,"<sup>iv,1</sup> <b>R.</b> E<small>LIE͑ZER SAGTE IM</small> N<small>AMEN</small> R. J<small>EHOŠUA͑S</small> : J<small>EDE VON EINER</small> L<small>EICHE HERRÜHRENDE</small> V<small>ERUNREINIGUNG, DERENTWEGEN DER</small> N<small>AZIR SICH SCHEREN MUSS, MACHT DAS</small> B<small>ETRETEN DES</small> H<small>EILIGTUMS STRAFBAR, UND JEDE VON EINER</small> L<small>EICHE HERRÜHRENDE</small> V<small>ERUNREINIGUNG, DERENTWEGEN DER</small> N<small>AZIR SICH NICHT SCHERT, MACHT DAS</small> B<small>ETRETEN DES</small> H<small>EILIGTUMS NICHT STRAFBAR.</small> R. M<small>EÍR SAGTE</small> : D<small>IESE DARF NICHT GERINGER SEIN ALS DIE</small> [V<small>ERUNREINIGUNG</small>] <small>AN EINEM</small> K<small>RIECHTIERE.</small>"
Nazir 56b:3,"GEMARA. Lehrte R. Elie͑zer dies denn im Namen R. Jehošua͑s, er lehrte es ja im Namen des R. Jehošua͑ b. Marnai$fn158!? Es wird nämlich gelehrt: R. Elie͑zer erzählte: Als ich nach A͑rdisqa$fn159kam, traf ich R. Jehošua͑ b. Pathar Roš$fn160vor R. Meír sitzen und Halakha vortragen: jede von einer Leiche herrührende Verunreinigung, derentwegen der Nazir sich scheren muß, macht das Betreten des Heiligtums strafbar, und jede von einer Leiche herrührende Verunreinigung, derentwegen der Nazir sich nicht schert, macht das Betreten des Heiligtums nicht strafbar. Da sprach dieser zu ihm: Diese darf nicht geringer sein als die [Verunreinigung] an einem Kriechtiere. Hierauf sprach ich zu ihm: Bist du in [den Lehren des] R. Jehošua͑ b. Mamal kundig? Er erwiderte mir : Jawohl. Folgendes sagte mir R. Jehošua͑ b. Mamal im Namen R. Jehošua͑s: jede von einer Leiche herrührende Verunreinigung, derentwegen der Nazir sich scheren muß, macht das Betreten des Heiligtums strafbar, und jede von einer Leiche herrührende Verunreinigung, derentwegen der Nazir sich nicht schert, macht das Betreten des Heiligtums nicht strafbar. Demnach lehrte er es ja im Namen des R. Jehošua͑ b. Mamal!? – Ich will dir sagen, hieraus ist zu entnehmen, daß, wenn eine Lehre von dritter Hand herrührt, sie auf den Namen des ersten und des letzten [Autors] vorzutragen sei, nicht aber auf den Namen des mittelsten. R. Naḥman b. Jiçḥaq sagte: Auch wir haben demgemäß gelernt: Naḥum der Schreiber sagte: Es ist mir überliefert worden von R. Mejaša, diesem von seinem Vater, diesem von den Paaren und diesen von den Propheten, es sei eine Moše am Sinaj überlieferte Halakha, daß, wenn jemand Dill oder Senf an zwei oder drei Stellen gesäet hat, er den Eckenlaß an jeder besonders lasse. Jehošua͑ und Kaleb$fn161aber nennt er nicht. Schließe hieraus."
