Index Title,Temurah
Temurah 29a:1,"mit Geräten von einer Ašera, mit Holz von einer Ašera, Abgesondertes und Angebetetes."
Temurah 29a:2,"R. Ṭobi b. Mathna sagte im Namen des R. Jošija: Wo ist [das Gesetz] vom Abgesonderten aus der Tora zu entnehmen? Es heißt:$fn36<i>sollt ihr beobachten, es mir zur festgesetzten Zeit darzubringen</i>, dem eine Beobachtung$fn37zuteil wird. Abajje wandte ein: Demnach$fn38ist, wenn man ein abgezehrtes Lamm$fn39holt und ihm keine Beobachtung zuteil werden läßt, dieses zur Darbringung ungeeignet!? – Ich meine es wie folgt: <i>sollt ihr beobachten, es mir zur festgesetzten Zeit darzubringen</i>, mir und nicht einem anderen Herrn; und ein anderer, dem man Opfer darbringt, ist der Götze."
Temurah 29a:3,"Raba b. R. Ada sagte im Namen des R. Jiçḥaq: Das abgesonderte ist verboten, erst wenn es für den Götzendienst verwendet worden ist. U͑la sagte im Namen des R. Joḥanan: Erst wenn es den Pfaffen übergeben worden ist. Baha sagte im Namen des R. Joḥanan: Erst wenn man ihm Wicken vom Götzendienste zu fressen gegeben hat. R. Abba sprach zu Baha: Streitet ihr gegen U͑la? Dieser erwiderte: Nein, auch U͑la spricht nur von dem Falle, wenn man es mit Wicken vom Götzendienste gemästet hat. R. Abba sagte: Baha versteht, eine Lehre zu erklären; wäre er aber nicht nach dort$fn40hinaufgegangen, so würde er es nicht verstanden haben, denn das Jisraélland hat dies$fn41veranlaßt. Da sprach R. Jiçḥaq zu ihm: Baha hat es von da$fn42und von dort. R. Ḥananja aus Ṭriṭa$fn43lehrte vor R. Joḥanan: Das abgesonderte ist erst dann verboten, wenn man damit eine Handlung begangen hat. Er lehrte es, und er selbst erklärte später: unter Handlung ist zu verstehen, wenn man es geschoren oder zur Arbeit verwandt hat."
Temurah 29a:4,"W<small>AS HEISST ANGEBETET &amp;C</small>. Woher dies$fn44? R. Papa erwiderte: Die Schrift sagt:$fn45<i>von den Wiesengründen Jisraéls</i>, von dem, was Jisraélilen erlaubt ist, und wenn man sagen wollte, sie seien einem Gemeinen verboten, so wäre ja kein Schriftvers nötig, sie für den Höchsten auszuschließen. – Ist denn, wenn es für einen Gemeinen verboten ist, kein Schriftvers$fn46nötig, das Totverletzte ist ja auch einem Gemeinen verboten, und dennoch schließt die Schrift es für den Höchsten aus!? Es wird nämlich gelehrt: Unten$fn47heißt es <i>vom Rinde</i>, und da dies überflüssig$fn48ist, so schließt dies das Totverletzte aus. – <i>Dies</i> ist nötig; man könnte glauben, nur in dem Falle, wenn es totverletzt war und nachher geheiligt worden ist, wenn es aber geheiligt war und nachher totverletzt worden ist, sei es für den Höchsten erlaubt. – Dies geht ja aber schon aus folgendem hervor:$fn49<i>was unter dem Stabe durchgeht</i>, ausgenommen das Totverletzte, das nicht durchgeht!? – Dies ist ebenfalls nötig; man könnte glauben, nur wenn es gar keine Zeit der Tauglichkeit hatte, wenn es nämlich totverletzt aus dem Mutterleibe kam, wenn es aber eine Zeit der Tauglichkeit hatte, wenn es [heil] in den Weltenraum kam und darauf totverletzt wurde, sei es für den Höchsten erlaubt, so lehrt er uns."
Temurah 29a:5,"<sup>ii</sup> <b>W</b><small>AS HEISST</small> H<small>URENGABE</small>? W<small>ENN JEMAND ZU EINER</small> H<small>UBE GESAGT HAT: DA HAST DU DIESES</small> L<small>AMM ALS</small> B<small>ELOHNUNG</small>. S<small>ELBST WENN ES HUNDERT$fn50SIND, SIND SIE VERBOTEN</small>. D<small>ESGLEICHEN, WENN JEMAND ZU SEINEM</small> N<small>ÄCHSTEN SAGT: DA HAST DU DIESES</small> L<small>AMM, UND DAFÜR MAG DEINE</small> M<small>AGD BEI MEINEM</small> S<small>KLAVEN SCHLAFEN</small>; R<small>ABBI SAGT, ES SEI KEINE</small> H<small>URENGABE, UND DIE</small> W<small>EISEN SAGEN, ES SEI</small> H<small>URENGABE</small>."
Temurah 29a:6,"GEMARA. Der Meister sagte, selbst wenn es hundert sind, seien sie verboten. In welchem Falle: wollte man sagen, wenn sie hundert Stück Vieh als Belohnung nimmt, so ist es ja selbstverständlich, daß sie alle verboten sind; was ist denn der Unterschied, ob eines oder hundert!? – In dem Falle, wenn sie als Belohnung eines nimmt, er ihr aber hundert gegeben hat, weil sie alle von einer Belohnung kommen."
Temurah 29a:7,"Die Rabbanan lehrten: Wenn er ihr gegeben, ihr aber nicht beigewohnt hat, ihr beigewohnt, ihr aber nicht gegeben hat, so ist die Hurengabe erlaubt. – Wenn er ihr gegeben, ihr aber nicht beigewohnt hat, nennst du es Hurengabe!? Ferner; wenn er ihr beigewohnt, aber nicht gegeben hat, so hat er ihr ja nichts gegeben!? – Vielmehr, er meint es wie folgt: wenn er ihr zuerst gegeben und ihr nachher beigewohnt hat, oder wenn er ihr zuerst beigewohnt und ihr nachher gegeben hat, so ist die Hurengabe erlaubt. – Sollte es doch [vom Verbote] der Hurengabe rückwirkend erfaßt$fn51werden!? R. Elea͑zar erwiderte: Wenn sie zuvorgekommen ist und"
Temurah 29b:1,"es$fn52dargebracht hat. – In welchem Falle: wollte man sagen, wenn er es ihr sofort zugeeignet hat, so ist es ja selbstverständlich erlaubt, denn er hatte ihr ja bis dahin nicht beigewohnt, und wenn er zu ihr gesagt hat: es sei dir erst in der Stunde der Beiwohnung zugeeignet, so kann sie es ja nicht darbringen, denn der Allbarmherzige sagt:$fn53<i>wenn jemand sein Haus dem Heiligtume weiht</i>, wie sein Haus sich in seinem Besitze befindet, ebenso alles andere, was sich in seinem Besitze befindet!? – In dem Falle, wenn er zu ihr gesagt hat: es sei dir zugeeignet erst in der Stunde der Beiwohnung, solltest du es aber brauchen, so sei es dir sofort zugeeignet."
Temurah 29b:2,"R. Oša͑ja fragte: Wie ist es, wenn sie zuvorgekommen ist und es dem Heiligtume geweiht hat? – Dies ist ja aus der Antwort des R. Elea͑zar zu entscheiden, denn R. Elea͑zar erklärte: wenn sie zuvorgekommen ist und es dargebracht hat; nur wenn sie es dargebracht hat, weil es zur Zeit der Beiwohnung nicht mehr da war, wenn sie es aber dem Heiligtume geweiht hat, ist es verboten. – Dies eben fragt er: ist es nur dann erlaubt, wenn sie es dargebracht hat, weil es zur Zeit der Beiwohnung nicht mehr da war, wenn sie es aber geheiligt hat, es also zur Zeit der Beiwohnung noch da ist, ist es verboten, oder aber ist es erlaubt, auch wenn sie es dem Heiligtume geweiht hat, denn der Meister sagte, dem Höchsten gegenüber gilt das Wort$fn54wie die Übergabe an einen Gemeinen, und um so mehr, wenn sie es dargebracht hat. – Dies bleibt unentschieden."
Temurah 29b:3,"«Wenn er ihr zuerst beigewohnt und ihr nachher gegeben hat, so ist die Hurengabe erlaubt.» Es wird ja aber gelehrt, wenn er ihr zuerst beigewohnt und ihr nachher gegeben hat, selbst nach zwölf Monaten, sei die Hurengabe verboten!? R. Ḥanan b. R. Ḥisda erwiderte: Das ist kein Widerspruch; das eine in dem Falle, wenn er zu ihr gesagt hat: laß dich von mir beschlafen für dieses Lamm, und das andere in dem Falle, wenn er zu ihr gesagt hat: laß dich von mir beschlafen für ein Lamm. – Auch wenn er ‘für dieses Lamm’ gesagt hat, fehlt ja das Ansichziehen$fn55!? – Dies gilt von einer nichtjüdischen Hure, die durch das Ansichziehen nicht eignet. Wenn du aber willst, sage ich, auch von einer jisraélitischen Hure, wenn es sich nämlich in ihrem Hofe befand. – Demnach hat er es ihr ja vorher gegeben!? – Wenn er es ihr verpfändet und zu ihr gesagt hat: gebe ich dir bis zu diesem Tage das Geld, so ist es recht, wenn aber nicht, so behalte dieses Lamm als Hurengabe."
Temurah 29b:4,"Rabh sagte: Sowohl die Schandbubengabe als auch jede andere Unzuchtgabe ist verboten, ausgenommen die Gabe an seine menstruierende Frau$fn56, denn es heißt$fn57<i>Hure</i>, und diese ist keine Hure. Levi aber sagte, auch an seine menstruierende Frau, denn es heißt$fn57<i>Gräuel</i>, und auch dies ist ein Gräuel. – Und Levi, es heißt ja <i>Hure</i>!? – Er kann dir erwidern, dies besagt: Hure und nicht Hurer$fn58. – Woher entnimmt Rabh [die Einschränkung:] Hure und nicht Hurer? – Er entnimmt dies aus einer Lehre Rabbis, denn es wird gelehrt: Rabbi sagte: Als Hurengabe ist nur eine Gabe verboten, die wegen einer Sünde$fn59kommt, die Gabe an seine menstruierende Frau aber, oder die er einer als Entschädigung für den Zeitverlust gegeben hat, oder die sie ihm als Hurengabe gegeben hat, ist erlaubt. Und obgleich es hierfür keinen Beweis gibt, so gibt es immerhin eine Andeutung:$fn60<i>da du Lohn gabest, aber dir kein Lohn gegeben ward, so warst du zum Widerspiel</i>. – Wofür verwendet Rabh [das Wort] <i>Gräuel</i>!? – Dieses verwendet er für eine Lehre Abajjes, denn Abajje sagte: die Hurengabe einer nichtjüdischen Hure ist verboten, denn hierbei heißt es <i>Gräuel</i>, und dort heißt es:$fn61<i>wer eines von diesen Gräueln tut</i>; wie es sich dort um Unzucht handelt, wobei keine Antrauung erfolgen kann$fn62, ebenso kann bei dieser keine Antrauung erfolgen. Ein Priester, der ihr beiwohnt ist nicht zu geißeln wegen [Beiwohnung] einer Hure, denn die Schrift sagt:$fn63<i>er soll seinen Samen nicht entweihen</i>, ein Samen, der ihm genealogisch folgt, ausgenommen eine Nichtjüdin, von der sein Samen ihm nicht genealogisch folgt. Die Hurengabe einer jisraélitischen Hure ist erlaubt, denn bei ihr kann eine Antrauung erfolgen, und ein Priester, der ihr beiwohnt, ist wegen [Beiwohnung] einer Hure zu geißeln, denn sein Samen folgt genealogisch ihm. Raba aber sagt, die Hurengabe der einen und der anderen sei verboten, und ein Priester, der ihnen beiwohnt, sei wegen [Beiwohnung] einer Hure zu geißeln. Dies aus dem Grunde, weil von einander zu folgern ist: wie die jisraélitische Hure mit einem Verbote belegt ist, ebenso ist die nichtjüdische Hure mit einem Verbote belegt, und wie die Hurengabe einer nichtjüdischen Hure verboten ist, ebenso ist die Hurengabe einer jisraélitischen Hure verboten. Man wandte ein: Die Hurengabe sowohl einer nichtjüdischen Hure als auch einer jisraélitischen Hure ist verboten. Dies ist eine Widerlegung Abajjes!? – Abajje kann dir erwidern: hier ist die Ansicht R. A͑qibas vertreten, welcher sagt, die mit einem Verbote belegte Antrauung sei ungültig. Er lehrt uns$fn64folgendes: bei einer Hure ist die Antrauung ungültig, wie die Antrauung einer Witwe$fn65ungültig ist. – Weshalb lehrt er nach Raba: beispielsweise eine Witwe mit einem Hochpriester!? – Wie bei einer Witwe: wie er wegen einer Witwe nur dann zu geißeln ist, wenn eine Warnung erfolgt war, ebenso bei der Hure nur dann, wenn er zu ihr gesagt hat: da hast du. Dies schließt die Lehre R. Elea͑zars aus, denn R. Elea͑zar sagte, wenn ein Lediger einer Ledigen beigewohnt hat nicht zum Zwecke der Ehelichung, habe er sie zur Hure gemacht. Wenn sie aber schon vorher Hure war, so ist es auch verboten. Eine andere Lesart. Diese Lehre bezieht sich auf Inzestverbotene, mit denen keine Antrauung erfolgen kann. – Im Schlußsatze lehrt er ja aber, bei einer Witwe mit einem Hochpriester, oder einer Geschiedenen oder Ḥaluça mit einem gemeinen Priester sei die Hurengabe verboten, und bei diesen ist die Antrauung gültig!? – Hier ist die Ansicht des R. Elea͑zar vertreten, welcher sagt: wenn ein"
Temurah 30a:1,"Lediger einer Ledigen beigewohnt hat nicht zum Zwecke der Ehelichung, habe er sie zur Hure gemacht. – Wieso lehrt er dies, wenn die des R. Elea͑zar, von einer Witwe$fn65, sollte er es doch von einer Ledigen lehren!? – Von einer Witwe ist dies zu lehren nötig; man könnte glauben, da dies eine Hauptnorm$fn66ist, sei es bei diesen$fn67nicht verboten, so lehrt er uns."
Temurah 30a:2,"W<small>ENN JEMAND ZU SEINEM</small> N<small>ÄCHSTEN SAGT: DA HAST DU DIESES</small> L<small>AMM &amp;C</small>. Eine Sklavin ist ja einem Sklaven erlaubt!? R. Hona erwiderte: Wenn er ‘bei mir’ gesagt hat, und nur beschönigend heißt es ‘Sklaven’. – Was ist demnach der Grund Rabbis? Šemuél b. R. Jiçḥaq erwiderte: Tatsächlich gilt dies von einem Sklaven, nur spricht er von einem hebräischen Sklaven. – Was ist demnach der Grund der Rabbanan, einem hebräischen Sklaven ist ja eine Sklavin erlaubt!? – Hier wird von dem Falle gesprochen, wenn er Weib und Kinder nicht hat, denn es wird gelehrt: Hat er nicht Weib und Kinder, so darf sein Herr ihm keine kenaa͑nitische Sklavin$fn68geben, hat er Weib und Kinder, so darf sein Herr ihm eine kenaa͑nitische Sklavin geben."
Temurah 30a:3,"<sup>iii</sup> <b>W</b><small>AS HEISST</small> H<small>UNDEPREIS</small>? W<small>ENN JEMAND ZU SEINEM</small> N<small>ÄCHSTEN SAGT: DA HAST DU DIESES</small> L<small>AMM FÜR DIESEN</small> H<small>UND</small>. D<small>ESGLEICHEN IST, WENN ZWEI</small> G<small>ESELLSCHAFTER GETEILT HABEN, UND DER EINE ZEHN</small> [S<small>CHAFE</small>] <small>UND DER ANDERE NEUN UND EINEN</small> H<small>UND GENOMMEN HAT, DER</small> G<small>EGENWERT DES</small> H<small>UNDES VERBOTEN</small>$fn69, <small>UND DIE MIT DEM</small> H<small>UNDE ERLAUBT</small>. D<small>IE</small> H<small>UNDEGABE</small>$fn70<small>UND DER</small> H<small>URENPREIS</small>$fn71<small>SIND ERLAUBT, DENN ES HEISST</small>$fn72<i>beide</i>, <small>NICHT ABER VIER; IHRE</small>$fn73J<small>UNGEN SIND ERLAUBT, DENN ES HEISST</small> <i>sie</i>, <small>NICHT ABER IHRE</small> J<small>UNGEN</small>."
Temurah 30a:4,"GEMARA. Die Rabbanan lehrten: <i>Hundepreis</i>, das ist der Tauschpreis für einen Hund, denn so heißt es:$fn74<i>du verkauftest dein Volk um ein geringes Gut, du wuchertest nicht bei ihrem Preise</i>. – Vielleicht die [Hunde]gabe$fn75!? – Demnach wären es drei Fälle, und es heißt$fn57<i>sie beide</i>, und nicht drei. – Sagen wir denn Gabe und Preis, wir sprechen von einer Gabe ohne Preis$fn76!? – Demnach sollte die Schrift sagen: <i>du sollst nicht die Gabe einer Hure und eines Hundes bringen</i>, wenn es aber heißt: <i>Hurengabe und Hundepreis</i>, so ist [der Preis] zu verstehen."
Temurah 30a:5,"W<small>ENN</small> G<small>ESELLSCHAFTER GETEILT HABEN UND EINER &amp;C. NAHM</small>. Sollte doch eines für den Hund in Abzug gebracht werden und alle übrigen erlaubt sein!? – In dem Falle, wenn der Preis des Hundes höher ist als eines von ihnen, und der Überschuß des Hundes auf alle entfällt."
Temurah 30a:6,D<small>IE</small> H<small>UNDEGABE UND DER</small> H<small>URENPREIS SIND ERLAUBT &amp;C</small>. Raba aus Parziqa
Temurah 30b:1,"sprach zu R. Aši: Woher das, was die Rabbanan gesagt haben, bei Tieren gebe es keine Hurerei? Dieser erwiderte: Die Schrift sollte doch nicht geteilt, sondern geschrieben haben: Gabe einer Hure und eines Hundes. Desgleichen wird gelehrt: Die Hundegabe und der Hurenpreis sind erlaubt, denn es heißt: <i>beide</i>, und nicht vier. Ihre$fn73Jungen sind erlaubt, denn es heißt <i>auch beide</i>, sie und nicht ihre Jungen."
Temurah 30b:2,"Raba sagte: Das Junge eines zur Bestialität verwandten Tieres ist verboten, denn es und sein Junges sind beschlafen worden, das eines stößigen ist verboten, denn es und sein Junges haben gestoßen. Das Junge eines [für den Götzendienst] abgesonderten und angebeteten ist erlaubt, denn nur die Mutter ist abgesondert worden, nur die Mutter ist angebetet worden. Manche sagen, auch das Junge des abgesonderten und angebeteten sei verboten, denn hierbei ist der Körperumfang erwünscht."
Temurah 30b:3,R. Aḥadboj b. Ami sagte im Namen des R. Šešeth: Wenn jemand die
Temurah 30b:4,"Antrauung$fn77vollzieht mit dem Miste eines zu steinigenden Rindes, so ist [die Frau] ihm angetraut, wenn aber mit dem Miste von Götzenkälbern, so ist sie ihm nicht angetraut. – Aus welchem Grunde? – Wenn du willst, [erkläre ich dies durch] einen Schriftvers, und wenn du willst, durch einen Vernunftgrund. Wenn du willst, durch einen Vernunftgrund, denn beim Götzendienste ist der Körperumfang erwünscht, beim zu steinigenden Rinde aber ist nicht der Körperumfang erwünscht. Wenn du willst, durch einen Schriftvers; beim Götzendienste heißt es:$fn78<i>und du gleich ihm dem Banne verfällst</i>, was von ihm kommt, gleicht ihm; beim zu steinigenden Rinde aber heißt es:$fn79<i>sein Fleisch soll nicht gegessen werden</i>, nur sein Fleisch ist verboten, sein Mist aber ist erlaubt."
Temurah 30b:5,"<sup>iv</sup> <b>H</b><small>AT ER IHR</small> G<small>ELD GEGEBEN, SO IST ES ERLAUBT, WENN ABER</small> Wein, Ö<small>L</small>, M<small>EHL ODER SONST ETWAS, DESSEN</small> A<small>RT AUF DEM</small> A<small>LTAR DARGEBRACHT WIRD, SO IST ES VERBOTEN</small>. H<small>AT ER IHR</small> O<small>PFERTIERE GEGEBEN, SO SIND SIE ERLAUBT, WENN</small> [<small>PROFANES</small>] G<small>EFLÜGEL, SO IST ES VERBOTEN</small>. E<small>IGENTLICH SOLLTE MAN EINEN</small> S<small>CHLUSS FOLGERN: WENN AUF</small> O<small>PFERTIERE, DIE DURCH EINEN</small> L<small>EIBESFEHLER UNTAUGLICH WERDEN</small>, [<small>DAS</small> V<small>ERBOT</small>] <small>DER</small> H<small>URENGABE UND DES</small> H<small>UNDEPREISES SICH NICHT ERSTRECKT, UM WIEVIEL WENIGER SOLLTE SICH</small> [<small>DAS</small> V<small>ERBOT</small>] <small>DER</small> H<small>URENGABE UND DES</small> H<small>UNDEPREISES AUF DAS</small> G<small>EFLÜGEL ERSTRECKEN, DAS DURCH EINEN</small> L<small>EIBESFEHLER NICHT UNTAUGLICH WIRD</small>. A<small>BER ES HEISST</small>:$fn80<i>für jedes Gelübde</i>, <small>UND DIES SGHLIESST DAS</small> G<small>EFLÜGEL EIN</small>. V<small>ON ALLEN, DIE FÜR DEN</small> A<small>LTAR VERBOTEN SIND, SIND DIE</small> J<small>UNGEN ERLAUBT</small>. R. E<small>LIE͑ZER SAGT, DAS</small> J<small>UNGE DES</small> T<small>OTVERLETZTEN DÜRFE AUF DEM</small> A<small>LTAR NICHT DARGEBRACHT WERDEN</small>. R. Ḥ<small>ANINA B</small>. A<small>NTIGONOS SAGT, WENN EIN TAUGLICHES VON EINEM</small> T<small>OTVERLETZTEN GESOGEN HAT, SEI ES FÜR DEN</small> A<small>LTAR UNTAUGLICH</small>. A<small>LLE</small> O<small>PFERTIERE, DIE TOTVERLETZT WURDEN, DÜRFEN NICHT AUSGELÖST WERDEN, WEIL MAN NICHT</small> O<small>PFER AUSLÖSEN DARF, UM SIE DEN</small> H<small>UNDEN ZUM</small> F<small>RESSEN ZU GEBEN</small>$fn81."
Temurah 30b:6,"GEMARA. Die Rabbanan lehrten: Wenn er ihr Weizen gegeben und sie daraus Feinmehl gemacht hat, Oliven und sie daraus Öl gemacht hat, Trauben und sie daraus Wein gemacht hat, so sind sie, wie Eines lehrt, verboten, und wie ein Anderes lehrt, erlaubt. R. Joseph sagte: Gorjon aus Asporaq lehrte, nach der Schule Šammajs verboten und nach der Schule Hilleis erlaubt. Die Schule Hilleis ist der Ansicht, <i>sie</i>, nicht aber ihre Jungen, <i>sie</i>, nicht aber ihre Umgestaltungen; und die Schule Šammajs ist der Ansicht, <i>sie</i>, nicht aber ihre Jungen, <i>auch</i>, dies schließt ihre Umgestaltungen ein. – Wie erklärt die Schule Hillels das <i>auch</i>!? – Das <i>auch</i> bleibt nach der Schule Hillels unerklärt."
Temurah 30b:7,"Die Rabbanan lehrten:$fn57<i>in das Haus des Herrn, deines Gottes</i>, ausgenommen die [rote] Kuh, die nicht ins Haus$fn82kommt – so R. Elea͑zar; die Weisen sagen, dies schließe die Altarplatten$fn83ein. – Wer sind die Weisen? R. Ḥisda erwiderte: Es ist R. Jose b. R. Jehuda, denn es wird gelehrt: Gab er ihr Gold, so darf man, wie R. Jose b. R. Jehuda sagt, daraus keine Altarplatten machen, nicht einmal hinter dem Allerheiligsten$fn84."
Temurah 30b:8,"H<small>AT EH IHR</small> O<small>PFERTIERE GEGEBEN, SO SIND SIE ERLAUBT &amp;C</small>. Sollte doch [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert werden, daß [das Verbot] der Hurengabe und des Hundepreises sich auf Opfertiere erstrecke: wenn [das Verbot] der Hurengabe und des Hundepreises sich auf das Geflügel erstreckt, das durch einen Leibesfehler nicht untauglich wird, um wieviel mehr erstreckt sich [das Verbot] der Hurengabe und des Hundepreises auf Opfertiere, die durch einen Leibesfehler untauglich werden. Aber es heißt: <i>für jedes Gelübde</i>, und dies schließt das Gelobte$fn85aus. – Nur weil die Schrift sie ausgeschlossen hat, hätte sie aber die Schrift nicht ausgeschlossen, so würde man gesagt haben, wenn er ihr Opfertiere gegeben hat, erstrecke sich darauf [das Verbot] der Hurengabe und des Hundepreises; aber es ist ja nicht sein Eigentum!? R. Hoša͑ja erwiderte: Wenn er sie an seinem Pesaḥopfer beteiligt hat, und zwar nach Rabbi, denn es wird gelehrt:$fn86<i>Wenn aber zu wenige sind im Hause für ein Lamm</i>, man lasse ihn sich vom Lamme ernähren$fn87; was er zum Essen braucht, nicht aber, was er zum Handel braucht. Rabbi sagt, auch was er zum Handel braucht. Wenn er nichts hat, so beteilige er andere an seinem Pesaḥlamme und an seinem Festopfer, und der Erlös ist profan, denn unter dieser Voraussetzung heiligen die Jisraéliten ihre Pesaḥopfer."
Temurah 30b:9,"V<small>ON ALLEN, DIE FÜR DEN</small> A<small>LTAR VERBOTEN SIND &amp;C</small>. Der Meister sagte: Von allen, die für den Altar verboten sind, sind die Jungen erlaubt. Und hierzu wird gelehrt: R. Elie͑zer aber verbietet sie. R. Hona b. Ḥanena sagte im Namen des R. Naḥman: Der Streit besteht nur über den Fall, wenn es trächtig war und nachher beschlafen worden ist, denn R. Elie͑zer ist der Ansicht, die Geburt sei ein Glied der Mutter, und die Rabbanan sind der Ansicht, sie sei nicht Glied der Mutter; wenn es aber beschlafen worden ist und nachher trächtig wurde, sind sie alle der Ansicht, daß [das Junge] erlaubt ist. Raba sagle: Der Streit besteht nur über den Fall, wenn es beschlafen worden ist und nachher trächtig wurde, denn R. Elie͑zer ist der Ansicht, was beide$fn88veranlassen, sei verboten, und die Rabbanan sind der Ansicht, was beide veranlassen, sei erlaubt; wenn es aber trächtig war und nachher beschlafen worden ist, sind alle der Ansicht, daß [das Junge] verboten sei. Raba vertritt hierbei seine Ansicht, denn Raba sagte, das Junge eines zur Bestialität verwandten sei verboten, denn es und sein Junges sind beschlafen worden, und das Junge eines stößigen sei verboten, denn es und sein Junges haben gestoßen. Manche lehren es in einer anderen Fassung. R. Hona b. Ḥenana sagte im Namen des R. Naḥman: Der Streit besteht nur über den Fall, wenn es beschlafen worden ist nachdem es bereits geheiligt war, denn R. Elie͑zer ist der Ansicht, es sei verächtlich, und die Rabbanan sind nicht dieser Ansicht; wenn es aber beschlafen worden ist, als es noch profan war, sind alle der Ansicht, da damit eine Änderung$fn89eingetreten ist, sei [das Junge] erlaubt. Raba aber sagte im Namen des R. Naḥman: Der Streit besteht nur über den Fall, wenn es beschlafen worden ist, als es noch profan war, denn R. Elie͑zer ist der Ansicht, es sei verächtlich, und die Rabbanan sind der Ansicht, da damit eine Änderung eingetreten ist, sei [das Junge] erlaubt; wenn es aber beschlafen worden ist nachdem es bereits geheiligt war, sind alle der Ansicht, daß es verboten ist."
Temurah 30b:10,"D<small>AS</small> J<small>UNGE DES</small> T<small>OTVERLETZTEN &amp;C</small>. Nach demjenigen, welcher sagt, das Totverletzte könne gebären, kann dies in dem Falle vorkommen, wenn"
Temurah 31a:1,"es totverletzt war und nachher trächtig wurde, und ihr Streit besteht in folgendem: R. Elie͑zer ist der Ansicht, was beide veranlassen$fn90, sei verboten, und die Rabbanan sind der Ansicht, was beide veranlassen, sei erlaubt. Und nach demjenigen, welcher sagt, das Totverletzte könne nicht gebären, kann es in dem Falle vorkommen, wenn es trächtig war und nachher totverletzt wurde, und ihr Streit besteht in folgendem: R. Elie͑zer ist der Ansicht, die Geburt sei ein Glied der Mutter, und die Rabbanan sind der Ansicht, die Geburt sei nicht Glied, der Mutter. R. Hona sagte: Die Weisen pflichten R. Elie͑zer bei hinsichtlich eines Küchleins von einem Ei einer totverletzten [Henne], daß es verboten sei. – Aus welchem Grunde? – Sie streiten gegea R. Elie͑zer nur hinsichtlich des Jungen eines Viehs, das sich in der Luft$fn91entwickelt, hinsichtlich des Eies einer Tolverletzten aber, das sich vom Körper der Henne entwickelt, pflichten auch die Rabbanan bei. Raba sprach zu R. Hona: Es gibt eine Lehre als Stütze für dich: Ein Löffel$fn92voll Moder von einem lebenden Menschen ist nach R. Elie͑zer verunreinigend und nach den Weisen rein. Die Rabbanan streiten gegen ihn nur über den Moder, der [vom Körper] getrennt ist, bei einem Ei$fn93aber, das vom Körper der Henne kommt, pflichten auch die Rabbanan bei. Abajje sprach zu ihm: Im Gegenteil, das Entgegengesetzte ist ja einleuchtend: R. Elie͑zer streitet gegen die Rabbanan nur über den Moder, weil der Mensch schon bei Lebzeiten Moder genannt wird, wie es heißt:$fn94<i>nun gar der Mensch, Moder, und der Menschensohn, Gewärm</i>, bei einem Ei aber pflichtet auch R. Elie͑zer bei. Ferner wird ausdrücklich gelehrt: R. Elie͑zer pflichtet den Weisen bei, daß das Küchlein von einem Ei einer totverletzten [Henne] erlaubt sei. Dieser erwiderte: Ist dies gelehrt worden, so ist es gelehrt worden$fn95."
Temurah 31a:2,"R. Ḥ<small>ANINA B</small>. A<small>RTIGONOS SAGT, WENN EIN TAUGLICHES &amp;C</small>. Aus welchem Grunde, wollte man sagen, weil es von diesem gemästet wird, so müßte es demnach verboten sein, auch wenn man ihm Wicken vom Götzendienste zu fressen gegeben hat!? Vielmehr, lehrte R. Ḥanina aus Ṭriṭa vor R. Joḥanan, wenn es jeden Morgen die warme Milch gesogen hat, weil es damit von einer Stunde bis zur gleichen Smnde$fn96auskommcn kann."
Temurah 31a:3,"A<small>LLE</small> O<small>PFERTIERE, DIE TOTVERLETZT WURDEN, DÜRFEN NICHT AUSGELÖST WERDEN &amp;C</small>. Woher dies? – Die Rabbanan lehrten:$fn97<i>Du sollst schlachten</i>, aber nicht scheren; <i>du sollst essen</i>, aber nicht für deine Hunde; <i>Fleisch</i>, aber nicht Talg. Hieraus, daß man nicht Heiliges auslösen darf, um es Hunden zum Fressen zu geben. Manche lesen: <i>Du sollst schlachten und essen</i>, du darfst davon essen erst nach dem Schlachten. Er ist der Ansicht, man dürfe Heiliges auslösen, um es den Hunden zum Fressen zu geben."
Temurah 31a:4,"<sup>i</sup> <b>M</b>ANCHES <small>GILT BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> A<small>LTAR, WAS NICHT BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> T<small>EMPELREPARATURFONDS, UND MANCHES BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> T<small>EMPELREPARATURFONDS, WAS NICHT BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> A<small>LTAR</small>. D<small>AS</small> G<small>EHEILIGTE FÜR DEN</small> A<small>LTAR KANN UMGETAUSCHT WERDEN</small>, G<small>EHEILIGTES FÜR DEN</small> T<small>EMPELREPARATURFONDS KANN NICHT UMGETAUSCHT WERDEN; BEIM</small> G<small>EHEILIGTEN FÜR DEN</small> A<small>LTAR IST MAN SCHULDIG WEGEN</small> V<small>ERWERFLICHEM</small>, Z<small>URÜCKGEBLIEBENEM UND</small> U<small>NREINEM, IHRE</small> J<small>UNGEN UND IHRE</small> M<small>ILCH SIND NACH IHRER</small> A<small>USLÖSUNG VERBOTEN</small>,"
