Index Title,Yoma
Yoma 3b:2,"Als R. Dimi kam, sagte er: R.Joḥanan lehrte eines und Reš-Laqiš lehrte beides. R. Joḥanan lehrte eines: <i>zu tun, um euch Sühne zu schaffen</i>, das ist der Dienst des Versöhnungstages. Reš Laqiš lehrte beides: <i>zu tun</i>, das ist die Herrichtung der [roten] Kuh; <i>um euch Sühne zu schaffen</i>, das ist der Dienst des Versöhnungstages. — Wieso lehrte R. Joḥanan eines, wir haben ja gelernt: sieben Tage vor dem Versöhnungstage, und [ferner:] sieben Tage vor dem Verbrennen der [roten] Kuh!? — Dies ist nur eine Verschärfung<sup>43</sup><i class=""footnote"">fn42,Wörtl. Erhöhung, Bevorzugung; wegen mancher bei dieser erfolgenden Erleichterungen.</i>. — Aber R. Minjomi b.Ḥilqija erklärte ja im Namen des R. Maḥsija b.Idi im Namen R. Joḥanans: <i>Wie er an diesem Tage getan hat, so hat der Herr zu tun befohlen, um euch Sühne zu schaffen;</i> zu tun, das ist die Herrichtung der [roten] Kuh, Sühne zu schaffen, das ist der Dienst des Versöhnungstages!? — Dies sagte er im Namen seines Lehrers, denn als Rabin kam, sagte er, R. Joḥanan habe im Namen R. Jišma͑éls erklärt, <i>zu tun</i>, dies sei die Herrichtung der [roten] Kuh, <i>Sühne zu schaffen</i>, dies sei der Dienst des Versöhnungstages."
Yoma 3b:3,"Reš Laqiš sprach zu R. Joḥanan: Du folgerst es also von der Einsetzung, somit sollte doch, wie bei der Einsetzung alles, was dabei genannt<sup>44</sup><i class=""footnote"">fn43,Hierüber weit. Fol. 5a.</i>wird, unerläßlich war, auch hierbei alles, was dabei genannt, unerläßlich sein!? Wolltest du sagen, dem sei auch so, so haben wir ja gelernt, daß man für ihn noch einen anderen Priester in Bereitschaft halte, er lehrt aber nicht: sich zurückziehen lasse. Wolltest du sagen, unter ‘in Bereitschaft’ sei ‘sich zurückzuziehen’ zu verstehen, so sollte er bei beiden entweder ‘in Bereitschaft’ oder ‘sich zurückziehen’ lehren!? Dieser entgegnete: Woher folgert es der Meister? Jener erwiderte: Vom Sinaj. Es heißt<sup>45</sup><i class=""footnote"">fn44,Ex. 24,16.</i><i>und</i> <i>die Herrlichkeit des Herrn ruhte auf dem Berge Sinaj; die Wolke aber hüllte ihn sechs Tage ein, und am siebenten rief er Moše;</i> wozu heißt es: sechs Tage, wo es schon heißt: am siebenten Tage rief er Moše? Dies ist eine Hauptnorm, daß, wer sich in das Lager der Göttlichkeit begibt, [vorher] einer sechs-[tägigen] Zurückziehung benötige. — Wir haben ja von sieben gelernt!? — Unsere Lehre vertritt die Ansicht des R. Jehuda b.Bethera, der das"
Yoma 4a:1,"Unreinwerden [seiner] Frau<sup>46</sup><i class=""footnote"">fn45,Wenn er seiner Frau beiwohnt u. sie Blut bemerkt, so ist er 7 Tage unrein; weit. Fol. 6a.</i>berücksichtigt. R. Joḥanan sprach zu Reš Laqiš: Erklärlich ist nach meiner Ansicht die Lehre, daß man sowohl diesen als auch jen en<sup>47</sup><i class=""footnote"">fn46,Den Hochpriester und den Priester, der die rote Kuh zu verbrennen hat.<br>48. Die Asche wurde im Tempel verwahrt.</i>während aller sieben Tage mit dem [Entsündigungswasser] von allen Entsündigungsopfern, die dort vorhanden waren, besprenge, da auch bei der Einsetzung die Besprengung erforderlich war; war denn aber am Sinaj, wo du es von Sinaj folgerst, die Besprengung erforderlich!? Dieser erwiderte: Stimmt es denn nach deiner Ansicht, bei der Einsetzung war es<sup>49</sup><i class=""footnote"">fn47,Womit der Hochpriester besprengt wurde.</i>ja Blut, hierbei aber Wasser!? — Das ist kein Einwand, denn R. Ḥija lehrte, das Wasser trete an Stelle des Blutes; war denn aber, nach deiner Ansicht beim Sinaj die Besprengung erforderlich!? Dieser erwiderte: Dies ist nur eine Verschärfung<sup>43</sup><i class=""footnote"">fn42,Wörtl. Erhöhung, Bevorzugung; wegen mancher bei dieser erfolgenden Erleichterungen.</i>. Es gibt eine Lehre übereinstimmend mit R. Joḥanan und es gibt eine Lehre übereinstimmend mit Reš Laqiš. Es gibt eine Lehre übereinstimmend mit R. Joḥanan:<sup>50</sup><i class=""footnote"">fn48,Lev. 16,3.</i><i>Damit komme Ahron in das Heiligtum</i>, mit dem, was in diesem Abschnitte berichtet wird, nämlich im Abschnitte von der Einsetzung. Was wird im Abschnitte von der Einsetzung berichtet? Daß Ahron sich sieben Tage zurückgezogen und einen Tag den Dienst verrichtet und Moše ihm während der sieben Tage [die Gesetze] überliefert hatte, um ihn in den Dienst einzuüben. Ebenso auch in der Zukunft: der Hochpriester ziehe sich sieben Tage zurück, richte einen Tag den Dienst her, und zwei Schriftgelehrte, von den Schülern Mošes, ausgenommen Saduzäer<sup>51</sup><i class=""footnote"">fn49,cf. infra Fol. 53a.</i>, überliefern ihm während der sieben Tage [die Gesetze], um ihn in den Dienst einzuüben. Hieraus folgerten sie, daß man sieben Tage vor dem Versöhnungstage den Hochpriester sich aus seinem Hause nach der Beamtenkammer zurückziehen lasse; und wie man den Hochpriester sich zurückziehen lasse, so lasse man den zur Verbrennung der [roten] Kuh bestimmten Priester sich aus seiner Wohnung nach der nordöstlichen Kammer vor der Bira zurückziehen. Sowohl diesen als auch jenen<sup>47</sup><i class=""footnote"">fn46,Den Hochpriester und den Priester, der die rote Kuh zu verbrennen hat.<br>48. Die Asche wurde im Tempel verwahrt.</i>besprengte man während aller sieben Tage mit [dem Entsündigungswasser] von allen Entsündigungsopfern, die dort vorhanden waren. Wenn du aber einwendest bei der Einsetzung war es<sup>49</sup><i class=""footnote"">fn47,Womit der Hochpriester besprengt wurde.</i>Blut, hierbei aber Wasser, so trat das Wasser anstelle des Blutes. Ferner heißt es: <i>wie er an diesem Tage getan hat, so hat der Herr zu tan befohlen, um Euch Sühne zu schaffen;</i> zu tun, das ist die Herrichtung der [roten] Kuh, Sühne zu schaffen, das ist der Dienst des Versöhnungstages. — Das [Wort] <i>damit</i> ist ja an und für sich nötig: mit einem jungen Rinde zum Sühnopfer und einem Widder zum Brandopfer!? — Ich will Dir sagen, wenn nur wegen der Opfer, so sollte es ja ‘mit diesem’ oder ‘mit diesen’ heißen, wenn es aber damit heißt, so ist hieraus beides zu entnehmen. — Wozu ist das ‘ferner’<sup>52</sup><i class=""footnote"">fn50,Der 2. Schriftvers.</i>nötig? — Man könnte erwidern, nur der erste Versöhnungstag benötigte der Zurückziehung, wie dies bei der Einsetzung der Fall war, nicht aber die folgenden, oder nur der erste Hochpriester benötigte der Zurückziehung, nicht aber die folgenden, so komm und höre: <i>wie er getan hat &c</i>. Es gibt eine Lehre übereinstimmend mit Reš Laqiš: Moše stieg in die Wolke, wurde von der Wolke eingehüllt und heiligte sich mit der Wolke, um für Jisraél die Tora in Heiligkeit in Empfang zu nehmen, denn es heißt:<sup>53</sup><i class=""footnote"">fn51,Ex. 24,16.</i><i>und die Herrlichkeit des Herrn ruhte auf dem Berge Sinaj</i>, und dies geschah nach [der Verkündigung] der zehn Gebote, am Beginn der vierzig Tage<sup>54</sup><i class=""footnote"">fn52,Er hat sich also vor seinem Aufstiege in das göttliche Lager zurückziehen müssen; cf. supra Fol. 3b.</i> — so R. Jose der Galiläer. R. A͑qiba erkläre: <i>Die Herrlichkeit des Herrn ruhte</i>, vom Neumonde an; <i>die Wolke verhüllte ihn</i>, den Berg; <i>und er rief Moše</i>, als"
Yoma 4b:1,"Moše und ganz Jisraél dastanden, nur will die Schrift Moše Ehrung<sup>55</sup><i class=""footnote"">fn53,Daher wird nur Moše genannt.</i> erweisen. R. Nathan sagte: Die Schrift will damit nur [besagen], daß die Speisen und Getränke aus seinen Därmen verschwinden sollten, damit er den Dienstengeln<sup>55</sup><i class=""footnote"">fn53,Daher wird nur Moše genannt.</i>gleiche. R. Mathja b.Ḥereš sagte: die Schrift will damit nur [besagen], daß ihm Angst eingejagt werden sollte, damit die Tora in Angst, Beben und Zittern verliehen<sup>56</sup><i class=""footnote"">fn54,Er ist der Ansicht R. Jose des Galiläers, daß Moše sich vorher zurückgezogen hat, jedoch ist hieraus bezüglich des in das Allerheiligste eintretenden Hochpriesters nichts zu entnehmen, da dies bei Moše einen ganz besonderen Zweck hatte.</i>werde, denn es heißt:<sup>57</sup><i class=""footnote"">fn55,Ps. 2,11.</i><i>dienet dem Herrn mit Furcht und frohlocket mit Beben</i>. Was heißt: frohlocket mit Beben? R. Ada b.Mathna erwiderte im Namen Rabhs: Wo frohlocken, da beben."
Yoma 4b:2,"Worin besteht der Streit zwischen R. Jose dem Galiläer und R. A͑qiba? — Sie führen den Streit der folgenden Tannaím: Am sechsten des Monats [Sivan]<sup>58</sup><i class=""footnote"">fn56,Neunter Monat des jüdischen Kalenders, ungefähr Juni.</i>wurde die Tora an Jisraél verliehen; R. Jose sagt, am siebenten desselben. Nach demjenigen, der am sechsten sagt, wurde sie am sechsten verliehen und am siebenten stieg er hinauf, [wie es heißt:<sup>59</sup><i class=""footnote"">fn57,Ex. 24,16.</i><i>und er rief Moše am siebenten Tage</i>,] und nach demjenigen, der am siebenten sagt, wurde sie am siebenten verliehen und am siebenten stieg er hinauf, denn es heißt: <i>und er rief Moše am siebenten Tage</i>. R. Jose der Galiläer ist der Ansicht des ersten Tanna, daß nämlich die Tora am sechsten des Monates verliehen wurde; dies geschah also nach der Verkündung der zehn Gebote. <i>Die Herrlichkeit des Herrn ruhte auf dem Berge Sinaj, und die Wolke verhüllte ihn sechs Tage</i>, nämlich Moše, <i>und er rief Moše am siebenten Tage</i>, um die übrige Tora in Empfang zu nehmen. Wollte man erklären: <i>die Herrlichkeit des Herrn ruhte</i>, vom Neumonde an, <i>und die Wolke verhüllte ihn</i>, den Berg, <i>und er rief Moše am siebenten Tage</i>, um die zehn Gebote in Empfang zu nehmen — sie hatten sie ja bereits am sechsten in Empfang genommen und bereits am sechsten Tage war die Wolke gewichen!? R. A͑qiba aber ist der Ansicht R. Jose’s, daß nämlich die Tora am siebenten des Monats an Jisraél verliehen wurde. — Allerdings können nach R. A͑qiba die Bundestafeln am siebzehnten Tamuz zerbrochen worden<sup>60</sup><i class=""footnote"">fn58,Cf. Tan. Fol. 26a.</i>sein, denn vierundzwanzig [Tage] des Sivan und sechzehn des Tamuz sind zusammen vierzig, die er auf dem Berg weilte, und am siebzehnten Tamuz stieg er herab und zerbrach die Bundestafein; nach R. Jose dem Galiläer aber, welcher sagt, sechs Tage der Zurückziehung und vierzig Tage [des Aufenthaltes] auf dem Berge, können ja die Bundestafeln vor dem dreiundzwangzigsten Tamuz nicht zerbrochen worden sein!? — R. Jose der Galiläer kann dir erwidern: vierzig auf dem Berge einschließlich der sechs Tage der Zurückziehung."
Yoma 4b:3,"Der Meister sagte: <i>Und er rief Moše</i>, als Moše und ganz Jisraél dastanden. Dies ist eine Stütze für R. Elea͑zar, denn R. Elea͑zar erklärte: <i>und er rief Moše</i>, als Moše und ganz Jisraél dastanden, nur will die Schrift Moše Ehrung erweisen. Man wandte ein: [Es heißt nicht] ‘ihm<sup>61</sup><i class=""footnote"">fn59,Sc. erging die Stimme Gottes; cf. Nummer 7,89.</i>’ sondern ‘an ihn’ [dies besagt], daß nur Moše sie gehört hat, nicht aber hat ganz Jisraél sie gehört!? — Das ist kein Einwand, das eine am Sinaj und das eine im Offenbarungszelte. Wenn du aber willst, sage ich: das ist kein Widerspruch, das eine gilt vom Rufen und das eine vom Reden<sup>62</sup><i class=""footnote"">fn60,Sie hörten nur den Anruf, nicht aber, was er geredet.</i>."
Yoma 4b:4,"R. Zeriqa wies R. Elea͑zar auf einen Widerspruch der Schriftverse hin, und manche sagen, R. Zeriqa sagte, R. Elea͑zar habe auf einen Widerspruch hingewiesen: Es heißt:<sup>63</sup><i class=""footnote"">fn61,Ex. 40,35.</i><i>Moše konnte nicht in das Offenbarungszelt eintreten, weil die Wolke darauf lagerte</i>, dagegen heißt es:<sup>64</sup><i class=""footnote"">fn62,Ib. 24,18.</i><i>da begab sich Moše mitten in die Wolken hinein</i>!? Dies lehrt, daß der Heilige, gepriesen sei er, Moše angefaßt und ihn in die Wolke gebracht hatte. In der Schule R. Jišma͑éls lehrten sie: hier heißt es <i>mitten</i> und dort heißt es ebenfalls <i>mitten</i>,<sup>65</sup><i class=""footnote"">fn63,Ib. 14,22.</i><i>da kamen die Kinder Jisraél mitten in das Meer hinein</i>, wie dort ein Steg war, wie es heißt:<sup>65</sup><i class=""footnote"">fn63,Ib. 14,22.</i><i>das Gewässer bildete einen Damm</i>, ebenso war auch hier ein Steg."
Yoma 4b:5,"<sup>66</sup><i class=""footnote"">fn64,Lev. 1,1.</i><i>Da rief er Moše und sprach</i>. Weshalb geht dem Sprechen das Rufen voran? — Die Tora lehrt eine Anstandsregel, daß man zu einem Nächsten nicht spreche, bevor man ihn angerufen hat. Dies ist eine Stütze für R. Ḥanina, denn R. Ḥanina sagte, daß man seinem Nächsten erst dann etwas sage, wenn man ihn angerufen hat. R. Musja<sup>67</sup><i class=""footnote"">fn65,Sonst unbekannter Name; manche Texte haben Menasja.</i>, Sohnessohn des R. Masja, sagte im Namen R. Musja des Großen: Woher, daß, wenn jemand seinem Nächsten etwas sagt, dieser es nicht weiter sagen dürfe, es sei denn, daß er ihn es zu sagen ermächtigt hat? Es heißt: <i>da sprach der Herr zu Moše vom Offenbarungszelte aus also</i><sup>68</sup><i class=""footnote"">fn66,Nach Raschi wird das W. <span dir=""rtl"">אמר</span> in <span dir=""rtl"">לא אמר</span>, nicht sagen, geteilt; wahrscheinlich aber in der richtigen Bedeutung ‘um zu sagen’, nur dann darf man es weiter sagen.</i>."
Yoma 4b:6,"Beide<sup>69</sup><i class=""footnote"">fn67,Reš Laqiš u. R. Joḥanan; ob. Fol. 3b.</i>sind somit der Ansicht, bei der Einsetzung war alles, was dabei genannt wird, unerläßlich. Es wird nämlich gelehrt: Über die Einsetzung [streiten] R. Joḥanan und R. Ḥanina; einer sagt, alles, was dabei genannt wird, war unerläßlich, und einer sagt, was für [spätere] Generationen<sup>70</sup><i class=""footnote"">fn68,An jedem anderen Versöhnungstage.</i>unerläßlich war, war auch da unerläßlich, was für [spätere] Generationen nicht unerläßlich war, war auch da nicht unerläßlich. Es ist nun zu beweisen, daß R. Joḥanan es ist, welcher sagt, alles, was dabei genannt wird, war unerläßlich, denn als Reš Laqiš zu R. Joḥanan sagte, bei der Einsetzung war alles, was dabei genannt wird, unerläßlich, erwiderte ihm dieser nichts. Schließe hieraus. — Welchen Unterschied"
Yoma 5a:1,"gibt es zwischen ihnen? R. Joseph erwiderte: Einen Unterschied gibt es zwischen ihnen hinsichtlich des Stützens<sup>71</sup><i class=""footnote"">fn69,Der Hand auf den Kopf des Opfertieres.</i>; nach demjenigen, welcher sagt, alles, was dabei genannt wird, war unerläßlich, war auch das Stützen unerläßlich, und nach demjenigen, welcher sagt, was in den [späteren] Generationen nicht unerläßlich war, war auch hierbei nicht unerläßlich, war hierbei das Stützen nicht unerläßlich. Woher, daß dies in den [folgenden] Generationen nicht unerläßlich war? — Es wird gelehrt:<sup>72</sup><i class=""footnote"">fn70,Lev. 1,4.</i><i>Er soll stützen, und es wird ihn wohlgefällig machen</i>; sühnt denn das Stützen, die Sühne erfolgt ja nur durch das Blut, wie es heißt:<sup>73</sup><i class=""footnote"">fn71,Ib. 17,11.</i><i>denn das Blut sühnt mit dem Leben</i>!? [Die Worte:] <i>er soll stützen, und es wird ihn wohlfällig machen</i>, lehren vielmehr, daß, wenn er das Stützen nur als Überrest des Gebotes behandelt hat<sup>74</sup><i class=""footnote"">fn72,Aus Geringschätzung unterläßt.</i>, es ihm die Schrift anrechnet, als hätte er keine Sühne erlangt und Sühne erlangt<sup>75</sup><i class=""footnote"">fn73,Dh. er hat Sühne erlangt, jedoch das Gebot nicht ganz nach Vorschrift ausgeübt.</i>. R. Naḥman b.Jiçḥaq erwiderte: Einen Unterschied gibt es zwischen ihnen hinsichtlich des Schwingens<sup>76</sup><i class=""footnote"">fn74,Einiger Teile des Opfertieres.</i>; nach demjenigen, welcher sagt, alles, was dabei genannt wird, war unerläßlich, war auch dies unerläßlich, und nach demjenigen, welcher sagt, was in den [späteren] Generationen nicht unerläßlich war, war auch hierbei nicht unerläßlich, war auch dies nicht unerläßlich. — Woher, daß es in den [späteren] Generationen nicht unerläßlich war? — Es wird gelehrt:<sup>77</sup><i class=""footnote"">fn75,Lev. 14,21.</i><i>Zur Schwingung, zu sühnen</i>; sühnt denn das Schwingen, die Sühne erfolgt ja nur durch das Blut, wie es heißt: <i>denn das Blut sühnt mit dem Leben</i>!? [Die Worte] <i>zur Schwingung, zu sühnen</i>, lehren vielmehr, daß, wenn er das Schwingen zum Überrest des Gebotes macht, die Schrift es ihm anrechnet, als hätte er keine Sühne erlangt und Sühne erlangt. R. Papa erwiderte: Einen Unterschied gibt es zwischen ihnen hinsichtlich der sieben[tägigen] Zurückziehung; nach demjenigen, welcher sagt, alles, was dabei genannt wird, war unerläßlich, war auch dies unerläßlich, und nach demjenigen, welcher sagt, was in den [späteren] Generationen nicht unerläßlich war, war auch hierbei nicht unerläßlich, war auch dies nicht unerläßlich. — Woher, daß es in den [späteren] Generationen nicht unerläßlich war? — Da er lehrt, man halte [einen Stellvertreter] in Bereitschaft, nicht aber, daß man diesen sich zurückziehen lasse. Rabina erwiderte: Einen Unterschied gibt es zwischen ihnen hinsichtlich der sieben[tägigen] vollen Amtskleidung<sup>78</sup><i class=""footnote"">fn76,Wörtl. Mehrheit, sc. der Kleidiun; der Priester mußte sieben Tage hindurch in voller Amtskleidung, aus 8 Kleidungsstücken bestehend, den Dienst verrichten. Die gewöhnliche Amtskleidung der Priester besteht aus 4 Kleidungsstücken; cf. Ex. Kap. 28.</i>und der sieben[tägigen] Salbung; nach demjenigen, welcher sagt, alles, was dabei genannt wird, war unerläßlich, war auch dies unerläßlich, und nach demjenigen, welcher sagt, was in den [späteren] Generationen nicht unerläßlich war, war auch hierbei nicht unerläßlich, war auch dies nicht unerläßlich. — Woher, daß dies in den [späteren] Generationen nicht unerläßlich war? Es wird gelehrt:<sup>79</sup><i class=""footnote"">fn77,Lev. 16,32.</i><i>Der Priester, den man salben und dem man die Hand füllen wird, daß er Priesterdienst tue an Stelle seines Vaters, soll sühnen;</i> Was lehrt dies? Aus den Worten:<sup>80</sup><i class=""footnote"">fn78,Ex. 29,30.</i><i>sieben Tage soll sie der seiner Söhne anziehen, der an seiner Sielle Priester wird</i>, könnte man entnehmen, nur wenn er sieben Tage volle Amtskleidung anhatte, und sieben Tage gesalbt wurde, woher dies von dem Falle, wenn er sieben Tage volle Amtskleidung anhatte und einen Tag gesalbt wurde, oder einen Tag volle Amtskleidung anhatte und sieben Tage gesalbt wurde? Es heißt: <i>den man salben und dem man die Hand füllen wird</i>, in jedem Falle. — Wir wissen dies also von der sieben[tägigen] vollen Amtskleidung, woher dies von der siebentägigen Salbung, daß es von vornherein [erforderlich ist]? — Wenn du willst, sage ich; weil ein Schriftvers nötig ist, dies auszuschließen. Wenn Du aber willst, sage ich: die Schrift sagt:<sup>81</sup><i class=""footnote"">fn79,Ib. V. 29.</i><i>die heiligen Kleider Ahrons sollen nachmals auf seine Söhne übergehen, damit man sie darin salbe und ihnen die Hand fülle;</i> das Salben gleicht der vollen Amtskleidung; wie die volle Amtskleidung sieben [Tage], ebenso die Salbung sieben [Tage]. — Was ist der Grund desjenigen, welcher sagt, alles was dabei genannt wird, sei unerläßlich? R. Jiçḥaq b.Bisna erwiderte: die Schrift sagt:<sup>82</sup><i class=""footnote"">fn80,Ib. V. 35.</i><i>so sollst du mit Ahron und seinen Söhnen verfahren</i>, so: es ist unerläßlich. — Einleuchtend ist dies von alldem, was in diesem Abschnitt<sup>83</sup><i class=""footnote"">fn81,Von der Einsetzung (Ex. Kap. 29), wohl aber Lev. Kap. 8.</i>genannt wird, woher dies"
Yoma 5b:1,"von dem, was in diesem Abschnitt nicht genannt wird? R. Naḥman b. Jiçḥaq erwiderte: dies ist aus [dem Worte] <i>Tür</i><sup>84</sup><i class=""footnote"">fn82,Das sowohl in dem einen Abschnitt (Ex. 29,4,32) als auch im anderen (Lev. 8, 3, 4, 31, 33, 35) gebraucht wird.</i><i>zu</i> entnehmen. R. Mešaršeja erwiderte:<sup>85</sup><i class=""footnote"">fn83,Lev. 8,35.</i><i>Ihr sollt die Anordnungen des Herrn befolgen</i>, es ist unerläßlich, R. Aši erwiderte:<sup>85</sup><i class=""footnote"">fn83,Lev. 8,35.</i><i>Denn so wurde mir befohlen</i>, es ist unerläßlich."
Yoma 5b:2,"Die Rabbanan lehrten:<sup>86</sup><i class=""footnote"">fn84,Lev. 10,13.</i><i>Denn so wurde mir befohlen;</i><sup>87</sup><i class=""footnote"">fn85,Ib. V. 18.<br>88. Ib. V. 15.</i><i>wie ich befohlen hatte</i>,<sup>68</sup><i class=""footnote"">fn66,Nach Raschi wird das W. <span dir=""rtl"">אמר</span> in <span dir=""rtl"">לא אמר</span>, nicht sagen, geteilt; wahrscheinlich aber in der richtigen Bedeutung ‘um zu sagen’, nur dann darf man es weiter sagen.</i><i>wie der Herr befohlen hat. Denn so wurde mir befohlen</i>, daß sie es in Trauer<sup>89</sup><i class=""footnote"">fn86,Obgleich der Trauernde den minderheiligen Zehnten nicht essen darf; cf. Dt. 26,14.</i>essen. <i>Wie ich befohlen hatte</i>, dies sagte er ihm bei der Ereignung<sup>90</sup><i class=""footnote"">fn87,Beim Trauerfall (cf. Lev. 10,2) od. beim Verbrennen des Sündopfer-Ziegenbockes.</i>. <i>Wie der Herr befohlen hat</i>, ich sage es nicht von mir aus."
Yoma 5b:3,"R. Jose b. R. Ḥanina sagte: Die Beinkleider werden in diesem Abschnitte nicht genannt, da es aber heißt:<sup>91</sup><i class=""footnote"">fn88,Ex. 29,1.</i><i>das ist es, was du ihnen tun sollst, sie zu weihen, damit sie Priesterdienst tun</i>, so schließt dies die Beinkleider und das Zehntel Epha<sup>92</sup><i class=""footnote"">fn89,Mehl, zum Speisopfer, das der Priester am Tage seiner Einweihung darzubringen hat.</i>ein. — Allerdings die Beinkleider, da sie im Abschnitte von den [priesterlichen] Gewändern<sup>93</sup><i class=""footnote"">fn90,Der dem angezogenen Verse unmittelbar vorangeht u. sich diesem durch die Verbindung anschließt.</i>genannt werden, woher dies aber vom Zehntel Epha? — Dies ist aus [dem Worte] <i>das</i> zu folgern, denn es heißt:<sup>94</sup><i class=""footnote"">fn91,Lev. 6,13.</i><i>das ist das Opfer Ahrons und seiner Kinder, das sic dem Herrn darzubringen haben &c. ein Zehntel Epha</i>."
Yoma 5b:4,"R. Joḥanan sagte im Namen des R. Šimo͑n b.Joḥaj: Woher, daß auch das Vorlesen des Abschnittes<sup>95</sup><i class=""footnote"">fn92,Der Abschnitt von der Einsetzung wurde dann öffentlich verlesen.</i>unerläßlich war? Es heißt:<sup>96</sup><i class=""footnote"">fn93,Lev. 8,5.</i><i>da sprach Moše zu der Gemeinde: Das ist es, was der Herr befohlen hat</i>; auch das Wort<sup>97</sup><i class=""footnote"">fn94,<span dir=""rtl"">דבר</span> wodurch das Pronomen <i>es</i> ausgedrückt wird.</i>ist unerläßlich."
Yoma 5b:5,"In welcher [Reihenfolge] zog er sie an? — ‘Zog er sie an’, was geschehen, ist ja bereits geschehen<sup>98</sup><i class=""footnote"">fn95,Über das bereits geschehene ist ja nichts zu verhandeln.</i>!? — Vielmehr, in welcher [Reihenfolge] wird er sie dereinst anziehen? — Dereinst wird ja, wenn Ahron und seine Söhne kommen, auch Moše mit ihnen sein!? — Vielmehr in welcher [Reihenfolge] zog er sie an, um die Schriftverse erklären zu können<sup>99</sup><i class=""footnote"">fn96,Aus der Vorschrift über die Ankleidung (Ex. 29,9) geht hervor, daß Moše sie zusammen angekleidet hatte, dh. zuerst jedem Priester ein Gewand, dann ein zweites usw., dagegen geht aus der Ausführung (Lev. 8,7) hervor, daß er zuerst Ahron vollständig, nachher erst seine Söhne eingekleidet hatte.</i>? — Hierüber streiten die Söhne R. Ḥijas und R. Joḥanan; einer sagt, zuerst Ahron und nachher seine Söhne, und einer sagt, Ahron und seine Söhne zusammen. Abajje sagte: Über Leibrock und Mütze streitet niemand, ob zuerst Ahron und nachher seine Söhne [bekleidet wurden], denn sowohl beim Gebot als auch bei der Ausführung wird Ahron zuerst genannt, sie streiten nur über den Gürtel: einer sagt, zuerst Ahron und nachher seine Söhne, denn es heißt:<sup>100</sup><i class=""footnote"">fn97,Lev. 8,7.</i><i>er umgürtete ihn mit einem Gürtel</i>, und später heißt es:<sup>101</sup><i class=""footnote"">fn98,Ib. V. 13.</i><i>er umgürtete sie mit Gürteln</i>, und einer sagt, Ahron und seine Söhne zusammen, denn es heißt:<sup>102</sup><i class=""footnote"">fn99,Ex. 29,9.</i><i>du sollst sie umgürten</i>. — Gegen den, welcher sagt, Ahron und seine Söhne zusammen, [ist ja einzuwenden:] es heißt ja: <i>er umgürtete ihn mit einem Gürtel</i>, und nachher heißt es: <i>er umgürtete sie mit</i>"
Yoma 6a:1,"<i>Gürteln</i>!? Er kann dir erwidern: dies besagt, daß der Gürtel des Hochpriesters anders<sup>103</sup><i class=""footnote"">fn100,Aus verschiedenartigen Stoffen; cf. infra Fol. 69a.</i>war, als der der gemeinen Priester. — Gegen den, welcher sagt, zuerst Ahron und nachher seine Söhne, [ist ja einzuwenden:] es heißt ja: <i>du sollst sie umgürten mit Gürteln</i>!? — Er kann dir erwidern: dies besagt, daß der Gürtel des Hochpriesters egal war mit dem des gemeinen Priesters, und wenn es heißt: <i>er umgürtete ihn mit einem Gürtel</i>, und: <i>er umgürtete sie</i>, so besagt dies, zuerst Ahron und nachher seine Söhne. — Wie war das mit einem Male möglich!? — Einen nach dem anderen<sup>104</sup><i class=""footnote"">fn101,Die anderen Kleidungsstücke und nachher die Gürtel.</i>."
Yoma 6a:2,"L<small>ASSE MAN DEN</small> H<small>OCHPRIESTER SICH &C. ZURÜCKZIEHEN</small>. Wozu dies? — ‘Wozu dies’, wie wir gesagt haben, nach R. Joḥanan, wie er erklärt, und nach Reš Laqiš, wie er erklärt!? — Er meint es wie folgt: wozu trennte er sich von seiner Frau? — Es wird gelehrt: R. Jehuda b.Bethera erklärte, er könnte seiner Frau bei einem Zweifel der Menstruation beiwohnen. — Sprechen wir denn von Frevlern!? — Vielmehr, er könnte seiner Frau beiwohnen und ein Zweifel der Menstruation<sup>105</sup><i class=""footnote"">fn102,Wenn nachher ein Blutfleck am Laken bemerkt wird, und man nicht weiß, ob die Menstruation sich vor oder nach der Begattung eingestellt hat.</i>entstehen. Die Jünger sprachen zu R. Ḥisda: Also nach R. A͑qiba, welcher sagt, die Menstruierende mache ihren Beiwohnenden<sup>106</sup><i class=""footnote"">fn103,Rückwirkend, wenn sie es später bemerkt; wenn aber sofort nach der Begattung, so ist er nach aller Ansicht unrein.</i>unrein, denn die Rabbanan sagen ja, die Menstruierende mache ihren Beiwohnenden nicht unrein. R. Ḥisda erwiderte ihnen: Ihr könnt auch sagen, nach den Rabbanan, denn die Rabbanan streiten gegen R.A͑qiba nur über den Fall, wenn sie mittelbar nachher [Blut bemerkt], wenn aber unmittelbar<sup>107</sup><i class=""footnote"">fn104,Unmittelbar nachher heißt die Dauer, während welcher sie aus dem Bett steigen und sich waschen kann; cf. Nid. Fol. 14a.</i>nachher, stimmen sie ihm bei."
