Index Title,Chagigah
Chagigah 19a:1,"und das andere für [zweiten] Zehnten. – Woher entnimmst du, daß für Profanes die Beabsichtigung nicht erforderlich ist? – Wir haben gelernt: Wenn eine Welle von vierzig Seá$fn259sich löst und auf einen Menschen oder auf Geräte fällt, so sind sie rein. Er lehrt dies von einem Menschen wie von Geräten; wie Geräte nicht beabsichtigen, ebenso bei einem Menschen, wenn er es nicht beabsichtigt. – Wieso denn, vielleicht in dem Falle, wenn man sitzt und wartet, daß die Welle sich löse. Es gilt vielmehr von Geräten wie von Menschen: wie ein Mensch beabsichtigen kann, ebenso bei Geräten, wenn man es beabsichtigt. Wolltest du erwidern, von dem Falle, wenn man sitzt und darauf wartet, brauche dies nicht gelehrt zu werden, so lehrt er es nur deshalb, weil man glauben könnte, es sei zu berücksichtigen, man könnte dazu kommen, in einem Sturzbade$fn260unterzutauchen, oder beim Wellenboden sei der Wellenbogen$fn261zu berücksichtigen; er lehrt uns somit, daß man dies nicht berücksichtige. – Woher weißt du, daß man nicht im Wellenbogen untertauche? – Es wird gelehrt: Man tauche im Wellenboden unter, nicht aber im Wellenbogen, weil man nicht in der Luft$fn261 untertauchen kann. – Vielmehr aus dem, was wir gelernt haben: Wenn Früchte in einen Teich gefallen sind und jemand, dessen Hände unrein sind, sie herausholt, so sind seine Hände rein$fn262und die Früchte sind nicht verunreinigungsfähig$fn263; beabsichtigt er aber, die Hände abzuspülen, so sind seine Hände rein und die Früchte verunreinigungsfähig. Rabba wandte gegen R. Naḥman ein : Wer auf Profanes beschränkt für Profanes untergetaucht ist, dem ist der Zehnt verboten. Nur wenn auf Profanes beschränkt$fn264, sonst aber nicht!? – Er meint es wie folgt: obgleich für Profanes beabsichtigt, ist ihm der Zehnt verboten. Er wandte gegen ihn ein: Tauchte er ohne Absicht$fn250unter, so ist es ebenso, als wäre er nicht untergetaucht. Doch wohl, als wäre er überhaupt nicht untergetaucht!? – Nein, als wäre er nicht für den Zehnten untergetaucht, wohl aber für Profanes. Jener glaubte anfangs, er wolle ihn nur abweisen, als er aber fortging und nachdachte, fand er folgende Lehre. Tauchte er ohne Absicht unter, so ist ihm der Zehnt verboten und Profanes erlaubt."
Chagigah 19a:2,"R.Elea͑zar sagte: Wenn jemand untergetaucht und wieder heraufgestiegen ist, so darf er nach Belieben beabsichtigen. Man wandte ein: Solange er noch einen Fuß im Wasser hat, kann er, wenn er [das Untertauchen] für Leichtes beabsichtigt hatte, es für Schweres beabsichtigen, ist er [aus dem Wasser] gestiegen, so kann er nicht mehr beabsichtigen. Doch wohl überhaupt nicht beabsichtigen!? – Nein, so lange er ihn noch darin hat, kann er, obgleich er etwas beabsichtigt hat, [anderes] beabsichtigen, ist er aber heraufgestiegen, so kann er, wenn er noch nicht beabsichtigt hat, es für etwas beabsichtigen, hatte er aber beabsichtigt, so kann er nichts [anderes] beabsichtigen. – Wer lehrte, [daß es darauf ankomme,] ob man noch einen Fuß im Wasser hat? R. Pedath erwiderte: Es ist R. Jehuda. Wir haben nämlich gelernt: Wenn ein Tauchbad nachgemessen wurde und es genau vierzig Seá [Wasser] hatte, so ist, wenn darauf zwei hintereinander hinabgestiegen und untergetaucht sind, der erste rein und der andere$fn265unrein. R. Jehuda sagte: Berühren [beim Untertauchen des zweiten] die Füße des ersten noch das Wasser, so ist auch der zweite rein. R. Naḥman sagte im Namen des Rabba b. Abuha: Ihr Streit besteht nur über einen rabbanitischen Grad [von Unreinheit]$fn266, bei einem wirklich Unreinen aber stimmen alle überein, daß der zweite unrein sei. Das stimmt eben mit dem überein, was R. Pedath gesagt hat. Manche lesen : R. Naḥman sagte im Namen des Rabba b. Abuha : Der Streit besteht nur über einen wirklich Unreinen, bei einem rabbanitischen Grade [von Unreinheit] aber stimmen alle überein, daß der zweite rein sei. Er streitet somit gegen R. Pedath."
Chagigah 19a:3,"U͑la sagte: Man fragte R. Joḥanan: Darf man nach R. Jehuda am Kopfe des ersten$fn267Näh- oder Sticknadeln untertauchen? Ist R. Jehuda der Ansicht, eine Verbindung$fn268erfolge nach unten, nicht aber nach oben, oder ist er der Ansicht, eine Verbindung erfolge auch nach oben? Dieser erwiderte: Ihr habt es gelernt: Wenn sich drei Wassergruben an einem Abhange befinden, oben, in der Mitte und unten, von denen die obere und untere je zwanzig und die mittelste vierzig Seá fassen, und ein Regensturz sie verbindet, so darf man, wie R. Jehuda im Namen [R.] Meír sagt, in der oberen untertauchen. –Es wird ja aber gelehrt: R."
Chagigah 19b:1,"Jehuda sagte: Meír sagt, man dürfe in der oberen untertauchen, ich aber sage, nur in der unteren und nicht in der oberen!? Dieser erwiderte: Ist dies gelehrt worden, so ist es gelehrt worden."
Chagigah 19b:2,"W<small>ER AUF</small> P<small>ROFANES BESCHRÄNKT FÜR</small> P<small>ROFANES UNTERGETAUCHT IST</small> &amp;<small>C</small>. Unsere Mišna vertritt also die Ansicht der Rabbanan, die zwischen Profanem und [zweitem] Zehnten unterscheiden, der Schlußsatz aber [lehrt] die Kleider eines Menschen aus dem gemeinen Volke gelten als [unrein durch] Auftreten für Pharisäer, und die Kleider eines Pharisäers gelten als [unrein durch] Auftreten für die, die Hebe essen; also nach R. Meír, welcher sagt, Profanes und [zweiter] Zehnt gleichen einander. Der Anfangssatz nach den Rabbanan und der Schlußsatz nach R. Meír!? – Allerdings, der Anfangssatz nach den Rabbanan und der Schlußsatz nach R. Meír. R. Aḥa b. Ada lehrt auch im Schlußsatze fünf Grade$fn269und addiziert die ganze [Mišna] den Rabbanan. R. Mari sagte: Hieraus ist zu entnehmen daß Profanes, das in für Heiliges geltende Reinheit"
Chagigah 20a:1,"zubereitet worden ist, Heiligem gleiche. – Wieso dies? – Da er diesbezüglich keinen besonderen Grad lehrt. – Vielleicht lehrt er diesbezüglich keinen besonderen Grad, weil er, wenn es der Hebe gleicht, die Hebe nennt, und wenn es dem Profanen gleicht, das Profane$fn270nennt!? Es wird nämlich gelehrt: Profanes, das in für Heiliges geltende Reinheit zubereitet worden ist, gleicht Profanem; R. Elea͑zar b. Çadoq sagt, es gleiche der Hebe. – Vielmehr, aus dem Schlußsatze: Jose b. Joëzer war der Frömmste in der Priesterschaft, dennoch galt sein Tuch für Heiliges als [unrein durch] Auftreten. Joḥanan b. Gudgada aß während seines ganzen Lebens nur in für Heiliges geltende Reinheit dennoch galt sein Tuch für das Entsündigungswasser als [unrein durch] Auftreten. Nur für das Entsündigungswasser und nicht für Heiliges. Er ist also der Ansicht, Profanes, das in für Heiliges geltende Reinheit zubereitet worden ist, gleiche Heiligem."
Chagigah 20a:2,"R. Jonathan b. Elea͑zar sagte : Wenn einem sein Kopftuch herunterfallt und er seinen Nächsten bittet, es ihm zu reichen, und dieser es ihm reicht, so ist es unrein. R. Jonathan b. A͑mram sagte: Wenn einem Alltagskleider mit Šabbathkleidern vertauscht worden sind und er sie angezogen hat, so sind sie$fn271unrein. R. Elea͑zar b. Çadoq erzählte: Einst vertauschten zwei kundige$fn272Frauen ihre Kleider im Badehause, und als die Sache vor R. A͑qiba kam, erklärte er sie als unrein. R. Oša͑ja wandte ein: Demnach ist, wenn man die Hand in den Brotkorb nach Weizenbrot langt und ihm Gerstenbrot in die Hand gerät, dieses unrein!? Wolltest du sagen, dem sei auch so, so wird ja gelehrt, daß, wenn jemand ein Faß bewacht im Glauben, es enthalte Wein, und es sich herausstellt, daß es Öl enthält, es rein seil? – Wie ist nach deiner Ansicht der Schlußsatz zu erklären: jedoch darf es nicht essen; weshalb denn!? R. Jirmeja erwiderte: Wenn er sagt, er habe es vor Unreinheit bewacht, nicht aber vor Unbrauchbarwerdung$fn273. – Gibt es denn eine Bewachung zur Hälfte? – Freilich, es wird nämlich gelehrt: Wenn jemand die Hand in den Korb auf seiner Schulter, in dem eine Schaufel sich befand, gesteckt hat, so ist, falls er nur auf den Korb und nicht auf die Schaufel geachtet hat, der Korb rein und die Schaufel unrein. Wieso ist nun der Korb rein, die Schaufel sollte doch den Korb unrein machen!? Ein Gerät macht kein Gerät$fn274unrein. Sie sollte doch den Inhalt des Korbes unrein machen!? Und hierzu sagte Rabbina: Wenn er sagt, er habe ihm vor Unreinheit bewacht, nicht aber vor Unbrauchbarwerdung. – Immerhin besteht ja ein Widerspruch$fn275!? Und ferner wandte Rabba b. Abuha ein: Einst kam eine Frau vor R. Jišma͑él und erzählte ihm, sie habe das Gewand in Reinheit gewebt, jedoch nicht beabsichtigt, auf die Reinheit zu achten. Und als sie ihm, nach vielen Fragen, die er an sie richtete, erzählte, eine Menstruierende habe mit ihr das [Webe]seil gezogen, sprach er: Wie bedeutend sind die Worte der Weisen, die gesagt haben, die Sache sei rein, wenn man sie zu bewachen geachtet hat, und unrein, wenn man sie zu bewachen nicht geachtet hat. Ferner kam einst eine Frau vor R. Jišma͑él und erzählte ihm, sie habe das Tuch in Reinheit gewebt, jedoch nicht beabsichtigt, darauf zu wachen. Und als sie ihm, nach vielen Fragen, die er an sie richtete, erzählte, sie habe einen durchgerissenen Faden mit dem Munde zusammengeknotet$fn276, sprach er: Wie bedeutend sind die Worte der Weisen, die gesagt haben, die Sache sei rein, wenn man sie zu bewachen geachtet hat, und unrein, wenn man sie zu bewachen nicht geachtet hat. Allerdings ist die Lehre des R. Elea͑zar b. Çadoq zu erklären: jede halte die andere für die Frau eines Menschen aus dem gemeinen Volke und wende die Gedanken ab. Ebenso ist die Lehre des R. Jonathan b. A͑mram zu erklären: da man Šabbathkleider sorgfältig verwahrt, so wendet man$fn277die Gedanken von ihnen ab. Gegen die Lehre des R. Jonathan b. Elea͑zar ist ja aber einzuwenden: man kann ja darauf auch in der Hand seines Nächsten wachen!? Jonathan erwiderte: Es gilt als feststehend, daß man nicht auf das wache, was sich in der Hand seines Nächsten befindet"
Chagigah 20b:1,". – Etwa nicht, es wird ja gelehrt : Wenn seine Eseltreiber und Arbeiter mit [rituell] reinen Dingen beladen sind, so sind sie rein, auch wenn er sich mehr als ein Mil von ihnen entfernt. Wenn er aber zu ihnen sagt, daß sie vorangehen mögen, er werde nachkommen, so sind sie, sobald er sie aus den Augen verliert, unrein. – Welchen Unterschied gibt es zwischen dem Anfangssatze und dem Schlußsatze? R. Jiçḥaq der Schmied erwiderte: Der Anfangssatz handelt von dem Falle, wenn er seine Eseltreiber und Arbeiter sich hierfür [rituell] reinigen ließ. – Dies sollte doch auch im Schlußsatze berücksichtigt werden!? – Ein Mann aus dem gemeinen Volke achtet nicht auf die Berührung eines anderen$fn278. – Dies sollte doch auch im Anfangssatze gelten!? – Wenn er sie durch einen Umweg überraschen kann. – Im Schlußsatze ebenfalls!? – Wenn er ihnen ausdrücklich sagt, daß sie vorangehen mögen, er komme nach, so verlassen sie sich darauf."
Chagigah 20b:2,"<sup>i</sup> <b>B</b>EIM H<small>EILIGEN</small>$fn1 <small>IST ES STRENGER ALS BEI DER</small> H<small>EBE</small> : <small>MAN DARF FÜR</small> H<small>EBE</small> G<small>EFÄSSE IN ANDEREN</small> G<small>EFÄSSEN UNTERTAUCHEN, NICHT ABER FÜR</small> H<small>EILIGES.</small> A<small>USSENSEITE,</small> I<small>NNENSEITE UND</small> G<small>RIFF GELTEN FÜR</small> H<small>EBE</small> [<small>ALS VON EINANDER GETRENNT</small>$fn2] <small>NICHT ABER FÜR</small> H<small>EILIGES.</small> W<small>ER DURCH</small> A<small>UFTRETEN</small> [U<small>NREINES</small>]$fn3 <small>TRÄGT, DARF AUCH</small> H<small>EBE</small>$fn4 <small>TRAGEN, NICHT ABER</small> H<small>EILIGES.</small> D<small>IE</small> K<small>LEIDER DERER, DIE</small> H<small>EBE ESSEN, GELTEN ALS</small> [<small>UNREIN DURCH</small>] A<small>UFTRETEN FÜR DIEJENIGEN, DIE</small> H<small>EILIGES ESSEN.</small> D<small>AS</small> V<small>ERFAHREN BEIM</small> [R<small>EINIGEN EINES</small> G<small>EWANDES FÜR</small>] H<small>EILIGES GLEICHT NICHT DEM</small> V<small>ERFAHREN FÜR</small> H<small>EBE: FÜR</small> H<small>EILIGES LÖSE MAN ZUERST</small> [<small>DEN</small> K<small>NOTEN</small>], <small>TROCKNE ES, TAUCHE ES UNTER, UND SCHLINGE ERST DANN DEN KNOTEN WIEDER, FÜR</small> H<small>EBE DARF MAN ZUERST DEN</small> K<small>NOTEN SCHLINGEN UND ES NACHHER UNTERTAUCHEN</small> <sup>ii</sup>. G<small>EFÄSSE, DIE IN</small> R<small>EINHEIT HERGESTELLT WORDEN SIND, BEDÜR FEN FÜR</small> H<small>EILIGES DES</small> U<small>NTERTAUCHENS, NICHT ABER FÜR</small> H<small>EBE.</small> D<small>AS</small> G<small>EFÄSS VERBINDET</small>$fn5 <small>BEI</small> H<small>EILIGEM, NICHT ABER BEI</small> H<small>EBE</small>. D<small>AS</small> H<small>EILIGE IST NOCH BEI DER VIERTEN</small> [<small>BERÜHRUNG</small>]$fn6 <small>UNTAUGLICH, DIE</small> H<small>EBE NUR BEI DER DRITTEN.</small> F<small>ÜR DIE</small> H<small>EBE IST, WENN DIE EINE</small> H<small>AND UNREIN WIRD, DIE ANDERE REIN, FÜR</small> H<small>EILIGES ABER MUSS MAN BEIDE UNTERTAUCHEN, DENN FÜR</small> H<small>EILIGES MACHT EINE</small> H<small>AND DIE ANDERE UNREIN, NICHT ABER FÜR</small> H<small>EBE.</small> M<small>AN DARF MIT</small> [<small>RITUELL</small>] <small>UNGEREINIGTEN</small> H<small>ÄNDEN UNBEFEUCHTETE</small>$fn7 H<small>EBE</small>$fn8 <sup>iii</sup> <small>ESSEN, NICHT ABER</small> H<small>EILIGES</small>. D<small>ER</small> T<small>RAUERNDE UND DER NOCH DER</small> S<small>ÜHNE</small>$fn9"
Chagigah 21a:1,"<small>BENÖTIGT, BEDÜRFEN DES</small> U<small>NTERTAUCHENS FÜR</small> H<small>EILIGES, NICHT ABER FÜR</small> H<small>EBE</small>."
Chagigah 21a:2,"GEMARA. Weshalb nicht für Heiliges? R. Ila erwiderte: Weil durch die Schwere des [inneren] Gefäßes eine Trennung$fn10entsteht. – Wenn aber die Trennung im Schlußsatz [behandelt wird], so erfolgt es ja im Anfangssatze nicht wegen der Trennung!? Im Schlußsatz lehrt er nämlich: Das Verfahren bei Heiligem gleicht nicht dem Verfahren bei Hebe: für Heiliges löse man zuerst [den Knoten]$fn11, trockne es, tauche es unter und schlinge erst dann den Knoten wieder, für Hebe darf man zuerst den Knoten schlingen und es nachher untertauchen. – Sowohl im Anfangssatze als auch im Schlußsatze erfolgt es wegen der Trennung, und beide sind nötig. Würde er nur den Anfangssatz gelehrt haben, so könnte man glauben, nur in diesem Falle nicht für Heiliges, wegen der Schwere des Gefäßes, im Schlußsatze aber, wo die Schwere des Gefäßes nicht zu berücksichtigen ist, gelte es auch für Heiliges nicht als Trennung. Und würde er nur den Schlußsatz gelehrt haben, so könnte man glauben, nur in diesem Falle nicht für Heiliges, weil ein Knoten"
Chagigah 21b:1,"[im Wasser] fest verschlungen ist, im Anfangssatze aber, wo das Wasser das Gefäß trägt, gelte es nicht als Trennung. Daher sind beide nötig. R. Ila vertritt hierin seine Ansicht, denn R. Ila sagte im Namen des R. Ḥanina b. Papa: Zehn$fn12Auszeichnungen werden hier aufgezählt; die ersten fünf gelten sowohl von Heiligem als auch von Profanem, das in für Heiliges geltende Reinheit zubereitet worden ist, die letzten gelten nur von Heiligem, nicht aber von Profanem, das in für Heiliges geltende Reinheit zubereitet worden ist. – Aus welchem Grunde? – Die ersten fünf, wobei eine Unreinheit nach Vorschrift der Tora zu berücksichtigen ist, haben die Rabbanan sowohl für Heiliges als auch für Profanes, das in für Heiliges geltende Reinheit zubereitet worden ist, angeordnet, die letzten aber, wobei keine Unreinheit nach Vorschrift der Tora zu berücksichtigen ist, haben die Rabbanan nur für Heiliges angeordnet, nicht aber haben es die Rabbanan angeordnet für Profanes, das in für Heiliges geltende Reinheit zubereitet worden ist. Raba erklärte: Wenn es im Schlußsatze wegen der Trennung erfolgt, so erfolgt es im Anfangsatze nicht wegen der Trennung; vielmehr erfolgt es im Anfangssatze aus dem Grunde, weil berücksichtigt wird, man könnte Näh- und Sticknadeln in einem Gefäße untertauchen, dessen Mündung nicht [die Breite] eines Schlauchmundstückes hat. Wir haben nämlich gelernt: Die Vereinigung$fn13von Tauchbädern erfolgt durch [einen Kanal]"
Chagigah 22a:1,"wie das Schlauchmundstück, darin sich zwei Finger umdrehen lassen. Er ist der Ansicht R. Naḥmans, der im Namen des Rabba b. Abuha sagte, hier werden elf Auszeichnungen gelehrt, von denen die ersten sechs sowohl von Heiligem als auch von Profanem, das in für Heiliges geltende Reinheit zubereitet worden ist, gelten, und die letzten nur von Heiligem, nicht aber von Profanem, das in für Heiliges geltende Reinheit zubereitet worden ist. – Welchen Unterschied gibt es zwischen [den Erklärungen] Rabas und R. Ilas? – Einen Unterschied gibt es zwischen ihnen in dem Falle, wenn man Geräte in einen Korb oder eine Reuse legt und sie untertaucht. Nach demjenigen, der wegen der Trennung sagt, ist dies hierbei zu berücksichtigen, und nach demjenigen, welcher sagt, man könnte Näh- und Sticknadeln in einem Gefäße untertauchen, dessen Mündung nicht [die Breite] eines Schlauchmundstückes hat, ist dies nicht zu berücksichtigen, da es keinen Korb und keine Reuse gibt, deren Mündung nicht [die Breite] eines Schlauchmundstückes hat. Raba vertritt hierbei seine Ansicht; denn Raba sagte: Wenn man Geräte in einen Korb oder eine Reuse legt und sie untertaucht, so sind sie rein$fn14; wenn man aber ein Tauchbad durch einen Korb oder eine Reuse teilt, so wird dem, der da untertaucht, das Untertauchen nicht angerechnet, weil der ganze Boden Wasser hervorsprudelt$fn15, während vierzig Seá an einer Stelle erforderlich sind. Dies$fn16gilt jedoch nur von einem reinen Gefäße, wenn es aher ein unreines ist, so ist das Untertauchen, da es für das Gefäß selbst gültig ist, auch für die darin befindlichen Geräte gültig. Wir haben nämlich gelernt : Wenn man Gefäße mit Geräten füllt und sie untertaucht, so sind sie rein; wenn man es aber nicht untertaucht, so wird das Wasser$fn17nur dann vereinigt, wenn [die Mündung die Breite] eines Schlauchmundstückes hat. Was heißt: wenn man es aber nicht untertaucht? Wenn man es nicht unterzutauchen braucht, so wird das Wasser nur dann vereinigt, wenn [die Mündung die Breite] eines Schlauchmundstückes hat."
Chagigah 22a:2,"Wie Baba und R. Ila [streiten auch] Tannaím, denn es wird gelehrt: Wenn man einen Korb oder eine Reuse mit Gefäßen füllt und sie untertaucht, ob für Heiliges oder für Hebe, so sind sie rein. Abba Šaúl sagt, für Hebe und nicht für Heiliges. – Demnach sollte dies auch von Hebe gelten!? – Dies$fn18gilt ja nur für Genossen, und Genossen sind darin$fn19kundig. – Demnach sollte dies auch vom Heiligen gelten!? – Ein Mann aus dem gemeinen Volke könnte es sehen und ebenfalls untertauchen. – Auch bei der Hebe könnte es ja ein Mann aus dem gemeinen Volke sehen und ebenfalls untertauchen!? – Man nimmt sie von ihm nicht an. – Sollte man auch Heiliges von ihm nicht annehmen!? – Er würde Groll hegen. – Auch bei der Hebe kann er ja Groll hegen!? – Dabei macht er sich nichts daraus, er gibt sie dann seinem Genossen, einem Priester, der ein Mann aus dem gemeinen Volke ist. – Wer ist der Autor, der Groll berücksichtigt? Es ist R. Jose, denn es wird gelehrt : R. Jose sagte: Weshalb ist jeder während des ganzen Jahres hinsichtlich der Reinheit des Weines und des Öls glaubwürdig$fn20? Damit nicht jeder für sich selbst einen Altar baue und für sich selbst die rote Kuh$fn21verbrenne. R. Papa sagte: Nach wem nehmen wir jetzt das Zeugnis eines Menschen aus dem gemeinen Volke entgegen? Nach R. Jose$fn22. – Sollte doch das Leihen$fn23berücksichtigt werden!? Wir haben nämlich gelernt: Das Tongefäß schützt$fn24alles – so die Schule Hilleis; die Schule Šammajs sagt, es schütze nur Speisen, Getränke und Tongefäße. Die Schule Hillels sprach zur Schule Šammajs : Weshalb? Die Schule Šammajs erwiderte: [Das Gefäß] ist durch den Mann aus dem gemeinen Volke unrein, und das unreine Gefäß hält [die Unreinheit] nicht zurück. Die Schule Hilleis entgegnete: Ihr habt ja darin befindliche Speisen und Getränke als rein erklärt!?"
Chagigah 22b:1,"Die Schule Šammajs erwiderte: Wir haben sie zwar für ihn$fn25selbst als rein erklärt, aber sollten wir denn auch das Gafäß als rein erklären, das für ihn und für dich als rein gelten würde!? Es wird gelehrt: R. Jehošua͑ sprach: Ich schäme mich eurer Worte, Schule Šammajs; ist es denn möglich, daß, wenn eine Frau [Teig] in einer Mulde knetet, die Frau und die Mulde sieben Tage unrein sind, der Teig aber rein ist, daß von einer mit Getränken gefüllten Flasche die Flasche sieben Tage unrein ist, die Getränke aber rein sind!? Da trat ein Schüler aus der Schule Šammajs an ihn heran und sprach zu ihm: Ich will dir den Grund der Schule Šammajs sagen. Dieser sprach: Sage doch. Jener sprach: hält das unreine Gefäß [die Unreinheit] zurück oder nicht? Dieser erwiderte: Es hält sie nicht zurück. – Ist das Gefäß eines Menschen aus dem gemeinen Volke unrein oder rein? Dieser erwiderte: Unrein. – Würde er denn auf dich hören, wenn du ihm sagen würdest, sie$fn26seien unrein!? Und noch mehr: wenn du ihm sagst, es sei unrein, so erwidert er dir, seines sei rein$fn27und deines unrein. Das ist der Grund der Schule Šammajs. Darauf ging R. Jehošua͑ und warf sich auf das Grab (der Schule) Šammajs nieder und sprach: Ich beuge mich vor euch, Gebeine (der Schule) Šammajs; wenn eure unerklärten Lehren so [vortrefflich] sind, um wieviel mehr eure erklärten Lehren ! Man erzählt, daß während seines ganzen Lebens seine Zähne durch das Fasten schwarz waren. Hier heißt es also ‘für ihn und für dich’, demniaeh darf man von ihm borgen!? – Wenn man von ihm etwas borgt, muß man es vorher untertauchen. – Demnach sollte die Schule Hilleis der Schule Šammajs erwidert haben: wenn man von ihm etwas borgt, tauche man es vorher unter!? – Was durch eine Leiche unrein wurde, bedarf des Besprengens nach drei und sieben Tagen, und man verborgt keine Geräte auf sieben Tage. – Sind sie denn hinsichtlich des Untertauchens nicht glaubwürdig, es wird ja gelehrt, Leute aus dem gemeinen Volke seien hinsichtlich des Untertauchens eines Leichenunreinen glaubwürdig!? Abajje erwiderte: Das ist kein Einwand; eines gilt von seinem Körper$fn28und eines gilt von seinen Geräten. Raba erwiderte: Beides gilt von seinen Geräten, dennoch besteht hier kein Widerspruch; eines gilt von dem Falle, wenn er sagt, er habe überhaupt kein Gefäß mit darin befindlichen Geräten untergetaucht, und eines gilt von dem Falle, wenn er sagt, er habe untergetaucht, jedoch nicht in einem Gefäße, dessen Mündung nicht die Breite eines Schlauchmundstückes hat. Es wird auch gelehrt: Ein Mann aus dem gemeinen Volke ist glaubwürdig, wenn er sagt, die Früchte seien für Unreinheit noch nicht empfänglich$fn29geworden, er ist aber nicht glaubwürdig, wenn er sagt, sie seien für Unreinheit empfänglich, jedoch nicht unrein geworden. – Ist er denn hinsichtlich seines Körpers glaubwürdig, es wird ja gelehrt, daß, wenn ein Genosse ihn zu besprengen$fn30bittet, man dies sofort tue, und wenn ein Mann aus dem gemeinen Volke ihn zu besprengen bittet, man dies erst dann tue, wenn er drei und sieben Tage vor uns wartet!? Abajje erwiderte: Durch die Erschwerung, die man ihm zuerst auferlegt, hat man es ihm später erleichtert$fn31."
Chagigah 22b:2,"A<small>USSENSEITE,</small> I<small>NNENSEITE</small>. Wieso Außenseite und Innenseite? Es wird gelehrt: Wird die Außenseite eines Gefäßes durch Flüssigkeit unrein, so ist die Außenseite unrein, die Innenseite aber, der Rand, der Henkel und die Griffe sind rein; wird die Innenseite unrein, so ist das ganze unrein."
Chagigah 22b:3,"U<small>ND</small> G<small>RIFF</small> &amp;<small>C</small>. Was heißt Griff? R. Jehuda erwiderte: Woran man es ergreift, wie es heißt :$fn32<i>und er reichte</i>$fn33<i>ihr geröstete Körner.</i> R. Asi erklärte im Namen R. Joḥanans : Woran empfindliche Leute eintunken$fn34."
Chagigah 22b:4,"R. Bebaj lehrte vor R. Naḥman: Bei keinem Gefäße gibt es [eine Teilung zwischen] Außenseite und Innenseite, ob für Heiliges des Tempels oder für Heiliges in der Provinz. Dieser entgegnete: Heiliges in der Provinz ist wohl die Hebe, und wir haben ja gelernt, Außenseite, Innenseite und Griff [gelten als getrennt]!? Vielleicht meinst du Profanes, das in für Heiliges geltende Reinheit zubereitet worden ist!? Du hast mich an etwas erinnert, was Rabba b. Abuha gesagt hat, daß sie nämlich [in unserer Mišna] elf Auszeichnungen gelehrt haben, von denen die ersten sechs sowohl von Heiligem als auch von Profanem, das in für Heiliges geltende Reinheit zubereitet worden ist, gelten, und die letzten nur von Heiligem, nicht aber von Profanem, das in für Heiliges geltende Reinheit zubereitet worden ist."
Chagigah 22b:5,"W<small>ER DURCH</small> A<small>UFTRETEN</small> [U<small>NREINES</small>] <small>TRAGT, DARF AUCH</small> H<small>EBE TRAGEN, NICHT ABER</small> H<small>EILIGES</small>. Weshalb nicht Heiliges? – Wegen des folgenden Ereignisses, das R. Jehuda im Namen Šemuéls erzählte: Einst führte jemand ein heiliges Weinfaß aus einem Orte nach einem anderen, und"
Chagigah 23a:1,"als ihm ein Riemen seiner Sandale platzte, legte er sie über das Faß; da fiel sie hinein und machte es unrein. In jener Stunde ordneten sie an, wer durch Auftreten [Unreines] trägt, dürfe Hebe tragen, jedoch kein Heiliges. – Demnach sollte er auch keine Hebe tragen dürfen!? – Hier ist R. Ḥananja b. A͑qiba vertreten, welcher sagt, man habe es nur in einem Schiffe auf dem Jarden verboten, wie bei jenem Ereignisse. – Welches Bewenden hat es damit? – Es wird gelehrt: Man darf das Entsündigungswasser oder die Entsündigungsasche$fn35nicht in einem Schiffe über den Jarden führen, noch an einem Ufer stehen und sie nach dem anderen Ufer werfen, noch auf dem Wasser schwimmen lassen, noch auf einem Tiere oder auf seinem Nächsten reitend [sie bei sich tragen], es sei denn, daß seine Füße den Boden berühren; wohl aber darf man sie anstandslos über eine Brücke tragen, sowohl über den Jarden, als auch über jeden anderen Fluß. R. Ḥananja b. A͑qabja sagte, sie hätten es nur in einem Schiffe auf dem Jarden verboten, wie bei jenem Ereignisse. – Was war dies für ein Ereignis? – R. Jehuda erzählte im Namen Rabhs: Einst führte jemand Entsündigungswasser und Entsündigungsasche in einem Schiffe auf dem Jarden, und darauf fand man ein olivengroßes Stück von einer Leiche im Boden des Schiffes stecken. In jener Stunde ordneten sie an, Entsündigungswasser und Entsündigungsasche nicht in einem Schiffe auf dem Jarden zu führen. Sie fragten: [Es geschah] mit einer unreinen Sandale, wie ist es bei einer reinen Sandale; [es geschah] mit einem offenen Fasse, wie ist es bei einem geschlossenen Fasse? Wie ist es, wenn man übertreten und sie getragen hat? R. Ila sagte, wenn man übertreten und sie getragen hat, seien sie unrein; R. Zera sagte, wenn man übertreten und sie getragen hat, seien sie rein."
