Index Title,Nedarim
Nedarim 70b:3,
Nedarim 71a:1,"<sup>iii</sup> W<small>ENN SIE ALS</small> V<small>ERLOBTE GELOBT HAT UND AM SELBEN</small> T<small>AGE GESCHIEDEN WORDEN IST UND SICH AM SELBEN</small> T<small>AGE WIEDERUM VERLOBT HAT, SELBST HUNDERTMAL, SO KÖNNEN IHR</small> V<small>ATER UND IHR LETZTER</small> M<small>ANN</small> [<small>NUR ZUSAMMEN</small>] <small>IHRE</small> G<small>ELÜBDE AUFHEBEN</small>. D<small>IE</small> R<small>EGEL HIERBEI IST</small>: <small>SOLANGE SIE NICHT EINE</small> S<small>TUNDE IN IHRER EIGENEN</small> G<small>EWALT WAR, KÖNNEN IHR</small> V<small>ATER UND IHR LETZTER</small> M<small>ANN</small> [<small>NUR ZUSAMMEN</small>] <small>IHRE</small> G<small>ELÜBDE AUFHEBEN</small>."
Nedarim 71a:2,"GEMARA. Woher, daß der letzte Verlobte Gelübde auflösen kann, die der frühere Verlobte wahrgenommen hat? Šemuél erwiderte: Die Schrift sagt:$fn52<i>wenn sie einem Manne wird und Gelübde auf sich hat</i>, Gelübde, die sie längst auf sich hatte. – Vielleicht nur [Gelübde], die der frühere Verlobte nicht wahrgenommen hatte, Gelübde aber, die der frühere Verlobte wahrgenommen hatte, kann der letzte Verlobte nicht aufheben!? – [Das Wort] <i>auf sich</i> ist überflüssig$fn53. Es gibt eine Lehre übereinstimmend mit Šemuél: Die Gelübde einer Verlobten können ihr Vater und ihr Mann [nur zusammen] auflösen. Zum Beispiel: wenn ihr Vater es gehört und aufgehoben hat, und ihr Ehemann bevor er es zu hören bekam gestorben ist, und sie sich am selben Tage verlobt hat, selbst hundertmal, so können ihr Vater und ihr letzter Mann [zusammen] ihre Gelübde aufheben. Wenn der Ehemann es gehört und aufgehoben hat, und bevor ihr Vater es zu hören bekam der Ehemann gestorben ist, so kann dann der Vater den Anteil des Ehemannes aufheben. R. Nathan sagte: Das sind eben die Worte der Schule Šammajs, die Schule Hillels aber sagt, er könne nicht aufheben. – Worin besteht ihr Streit? – Die Schule Šammajs ist der Ansicht, auch bei Gelübden,"
Nedarim 71b:1,"die der Verlobte wahrgenommen hat, gehe die Gewalt auf den Vater über, und er durchschneide$fn54es, und die Schule Hillels ist der Ansicht, ihr Vater und ihr letzter Ehemann können [nur zusammen] ihre Gelübde aufheben, und er durchschneide es nicht."
Nedarim 71b:2,"Sie fragten: Gleicht die Scheidung dem Schweigen oder gleicht sie der Bestätigung. – In welcher Hinsicht ist dies von Bedeutung? – Wenn sie gelobt und ihr Ehemann es gehört, sich von ihr geschieden, und sie am selben Tage wiedergenommen hat. Wenn der Meister sagt, sie gleiche dem Schweigen, so kann er es ihr aufheben, und wenn der Meister sagt, sie gleiche der Bestätigung, so kann er es ihr nicht aufheben. – Komm und höre: Nur dann sagten sie, wenn der Ehemann"
Nedarim 72a:1,"gestorben ist, gehe die Gewalt auf den Vater über, wenn der Ehemann es nicht gehört hat, oder gehört und aufgehoben hat, oder gehört und geschwiegen hat und am selben Tage gestorben ist. Wenn man sagen wollte, die Scheidung gleiche dem Schweigen, so sollte er doch auch lehren: oder gehört und sich von ihr geschieden hat. Da er dies nicht lehrt, so ist hieraus zu entnehmen, die Scheidung gleiche der Bestätigung. – Wie ist demnach der Schlußsatz zu erklären: wenn er es aber gehört und bestätigt hat, oder gehört und geschwiegen hat und am folgenden Tage gestorben ist, so kann er es nicht aufheben. Wenn man sagen wollte, die Scheidung gleiche der Bestätigung, so sollte er doch auch lehren: oder gehört und sich von ihr geschieden hat. Da er dies nicht lehrt, so ist hieraus zu entnehmen, die Scheidung gleiche dem Schweigen. Vielmehr ist hieraus nichts zu entnehmen; entweder ist der Anfangsatz genau zu nehmen und lehrt er den Schlußsatz wegen des Anfangsatzes, oder ist der Schlußsatz genau zu nehmen, und lehrt er den Anfangsatz wegen des Schlußsatzes. – Komm und höre: Wenn sie als Verlobte gelobt hat und am selben Tage geschieden worden ist und sich wiederum verlobt hat, selbst hundertmal, so können ihr Vater und ihr letzter Mann [nur zusammen] ihre Gelübde aufheben. Schließe hieraus, daß die Scheidung dem Schweigen gleicht, denn wenn sie der Bestätigung gleichen würde, wieso könnte der letzte Verlobte die Gelübde aufheben, die der frühere Verlobte bestätigt hat!? – Hier wird von dem Falle gesprochen, wenn der frühere Verlobte es nicht gehört hat. – Wieso gilt dies demnach nur vom selben Tage, dies sollte auch nach hundert Tagen gelten!? – Wenn es der Verlobte nicht gehört, der Vater aber gehört hat, sodaß er es nur am selben Tage aufheben kann, nicht aber später. – Komm und höre: Wenn sie gelobt hat und er sich am selben Tage von ihr geschieden und sie am selben Tage wiedergenommen hat, so kann er es nicht mehr aufheben. Schließe hieraus, daß die Scheidung der Bestätigung gleicht. – Ich will dir sagen, hier wird von einer Verheirateten gesprochen, und er kann es deshalb nicht aufheben, weil der Ehemann Vorheriges nicht aufheben kann."
Nedarim 72a:2,
Nedarim 72b:1,"<sup>iv</sup> E<small>S IST BEI DEN</small> G<small>ELEHRTEN</small> B<small>RAUCH, DASS</small> [<small>DER</small> V<small>ATER</small>], <small>BEVOR SEINE</small> T<small>OCHTER VON IHM GEHT, ZU IHR SPRICHT: ALLE</small> G<small>ELÜBDE, DIE DU IN MEINEM</small> H<small>AUSE GETAN HAST, SEIEN AUFGEHOBEN</small>. E<small>BENSO SPRICHT DER</small> E<small>HEMANN, BEVOR SIE IN SEINE</small> G<small>EWALT KOMMT, ZU IHR: ALLE</small> G<small>ELÜBDE, DIE DU, BEVOR DU IN MEINE</small> G<small>EWALT KOMMST, GELOBT HAST, SEIEN AUFGEHOBEN</small>. S<small>OBALD SIE NÄMLICH IN SEINE</small> G<small>EWALT GEKOMMEN IST, KANN ER SIE NICHT MEHR AUFHEBEN</small>."
Nedarim 72b:2,"GEMARA. Rami b. Ḥama fragte: Kann der Ehemann [das Gelübde] aufheben, wenn er es nicht gehört hat: sind [die Worte]$fn55<i>und ihr Mann es hört</i> genau zu nehmen, oder nicht? Raba erwiderte: Komm und höre: Es ist bei den Gelehrten Brauch, daß [der Vater], bevor seine Tochter von ihm geht, zu ihr spricht: alle Gelübde, die du in meinem Hause getan hast, seien aufgehoben. Er hat sie ja nicht gehört. – Wenn er sie hört, sollen sie aufgehoben sein. – Wozu braucht er es demnach$fn56zu sagen, bevor er es hört!? – Folgendes lehrt er uns: es ist der Brauch eines Gelehrten, darauf zu achten$fn57. – Komm und höre aus dem Schlußsatze: ebenso spricht der Ehemann, bevor sie in seine Gewalt kommt, zu ihr$fn58. – Auch er spricht zu ihr: wenn ich es höre. – Komm und höre: Sagt jemand zu seiner Frau: alle Gelübde, die du bis ich aus jenem Orte komme tust, sollten bestehen, so hat er nichts gesagt; [sagt er:] sollen aufgehoben sein, so sind sie, wie R. Elie͑zer sagt, aufgehoben. Er hat sie ja nicht gehört. – Auch hierbei, wenn er zu ihr sagt: wenn ich es höre. – Wozu jetzt schon, mag er doch aufheben, erst wenn er es hört!? – Er denkt, er könnte dann beschäftigt$fn59sein. – Komm und höre: Man könnte glauben, daß, wenn jemand zum Pfleger gesagt hat: hebe alle Gelübde meiner Frau auf, die sie von jetzt ab, bis ich aus jenem Orte komme tut, und er sie aufgehoben hat, sie aufgehoben seien, so heißt es:$fn60<i>ihr Mann bestätige es und ihr Mann hebe es auf</i> – so R. Jošija. R. Jonathan sprach zu ihm: Wir finden in der ganzen Tora, daß der Vertreter eines Menschen ihm selbst gleiche. Auch R. Jošija sagt dies$fn61nur deshalb, weil es eine Bestimmung der Schrift ist: <i>ihr Mann bestätige es und ihr Mann hebe es auf</i>, sonst aber gleicht der Vertreter eines Menschen ihm selbst. Er$fn62hört es ja nicht. – Auch hierbei,"
Nedarim 73a:1,"wenn er zu ihm sagt: wenn ich es höre, hebe es ihr auf. – Wenn er es hört, kann er es ja selber aufheben!? – Er denkt, er könnte dann beschäftigt$fn59sein."
Nedarim 73a:2,"Rami b. Ḥama fragte: Kann ein Tauber seiner Frau [das Gelübde] aufheben? Wenn du sagst, der Ehemann könne ohne es zu hören aufheben, da er zu hören fähig ist, während der Taube zu hören nicht fähig ist, so verhält es sich hierbei, wie bei der Lehre R. Zeras, denn R. Zera sagte, wenn es$fn63zum Einrühren geeignet ist, sei das Einrühren nicht unerläßlich, und wenn es zum Einrühren nicht geeignet ist, sei das Einrühren unerläßlich. Oder aber ist das Hören des Ehemannes nicht unerläßlich? Raba erwiderte: Komm und höre: <i>Und ihr Mann es hört</i>, ausgenommen die Frau eines Tauben. Schließe hieraus."
Nedarim 73a:3,"Sie fragten: Kann der Ehemann [die Gelübde] zweier Frauen gleichzeitig aufheben? Ist [das Wort] <i>sie</i>$fn64genau zu nehmen oder nicht? Rabina erwiderte: Komm und höre: Man lasse nicht zwei Ehebruchsverdächtigte zusammen$fn65trinken, weil das Herz der einen durch die andere ermutigt wird. R. Jehuda sagt, nicht aus diesem Grunde, sondern weil es heißt:$fn66<i>er lasse trinken</i>$fn67, sie allein."
Nedarim 73a:4,
Nedarim 73b:1,"<sup>v</sup> <b>W</b><small>ENN EINE</small> M<small>ANNBARE ZWÖLF</small> M<small>ONATE</small>$fn68<small>ODER EINE</small> W<small>ITWE DREISSIG</small> T<small>AGE</small>$fn68<small>ZUGEBRACHT HAT, SO KANN, WIE</small> R. E<small>LIE͑ZER SAGT, IHR</small> M<small>ANN, DA ER ZU IHREM</small> U<small>NTERHALTE VERPFLICHTET IST</small>, [<small>IHRE</small> G<small>ELÜBDE</small>] <small>AUFHEBEN; DIE</small> W<small>EISEN SAGEN, DER</small> E<small>HEMANN KÖNNE SIE NICHT EHER AUFHEBEN</small>, <small>ALS BIS SIE IN SEINE</small> G<small>EWALT GEKOMMEN IST</small>."
Nedarim 73b:2,"GEMARA. Rabba sagte: R. Elie͑zer und die ursprüngliche Mišna lehren das gleiche. Wir haben nämlich gelernt: Man gebe einer Jungfrau [eine Frist von] zwölf Monaten$fn68, um sich auszustatten; sind die zwölf Monate verstrichen, so ist sie auf seine$fn69Kosten zu unterhalten und sie darf$fn70Hebe essen; der Schwager$fn71berechtigt nicht Hebe zu essen. Verbrachte sie sechs Monate unter dem Ehernanne$fn72und sechs Monate unter dem Schwager, und selbst alle unter dem Ehemanne mit Ausnahme eines Tages, oder alle unter dem Schwager mit Ausnahme eines Tages, so darf sie keine Hebe essen. So die ursprüngliche Mišna. Ein späteres Gericht aber lehrte, eine Frau dürfe nicht eher Hebe essen, als bis sie unter den Baldachin$fn73gekommen ist. Abajje sprach zu ihm: Vielleicht ist dem nicht so; die ursprüngliche Mišna lehrt dies vielleicht nur vom Essen der Hebe, die rabbanitisch$fn74ist, nicht aber von den Gelübden, die aus der Tora sind. Oder aber R. Elie͑zer lehrt es nur von Gelübden, wegen der Lehre des R. Pinḥas, der im Namen Rabas sagte, die Gelobende gelobe im Sinne ihres Ehemannes$fn75, Hebe aber darf sie nicht essen, auch wenn sie rabbanitisch ist."
Nedarim 73b:3,
Nedarim 74a:1,"<sup>vi</sup> <b>D</b><small>IE</small> G<small>ELÜBDE EINER</small> A<small>NWÄRTERIN DER</small> S<small>CHWAGEREHE, EINERLEI OB EIN</small> S<small>CHWAGER</small> [<small>VORHANDEN IST</small>] <small>ODER ZWEI, KANN DER</small> S<small>CHWAGER</small>$fn76, <small>WIE</small> R. E<small>LIE͑ZEF SAGT, AUFHEBEN</small>; R. J<small>EHOŠUA͑ SAGT, NUR EINER UND NICHT ZWEI</small>; R. A͑<small>QIBA SAGT, WEDER EINER NOCH ZWEI</small>. R. E<small>LIE͑ZER SPRACH</small>: W<small>ENN MAN DIE</small> G<small>ELÜBDE EINER</small> F<small>RAU, DIE MAN SICH SELBER ANGEEIGNET HAT, AUFHEBEN KANN, WIE SOLLTE MAN DIE</small> G<small>ELÜBDE EINER</small> F<small>RAU, DIE EINEM VOM</small> H<small>IMMEL ZUGEEIGNET IST, NICHT AUFHEBEN KÖNNEN</small>? R. A͑<small>QIBA SPRACH ZU IHM</small>: N<small>EIN, WENN DIES VON EINER</small> F<small>RAU GILT, DIE MAN SICH SELBER ANGEEIGNET HAT, ÜBER DIE ANDERE KEINE</small> G<small>EWALT HABEN, SOLLTE DIES AUCH VON EINER</small> F<small>RAU GELTEN, DIE EINEM VOM</small> H<small>IMMEL ZUGEEIGNET IST, ÜBER DIE ANDERE</small> G<small>EWALT</small>$fn77<small>HABEN</small>!? D<small>A SPRACH</small> R. J<small>EHOŠUA͑ ZU IHM</small>: A͑<small>QIBA, DEINE</small> W<small>ORTE</small> [<small>SIND ZUTREFFEND</small>] <small>BEI ZWEI</small> S<small>CHWÄGERN, WAS ABER HAST DU BEI EINEM</small> S<small>CHWAGER</small>$fn78<small>ZU ERWIDERN</small>? D<small>IESER ERWIDERTE</small>: D<small>IE</small> S<small>CHWÄGERIN IST DEM</small> S<small>CHWAGER NICHT GANZ SO EIGEN, WIE DIE</small> V<small>ERLOBTE DEM</small> E<small>HEMANNE</small>$fn79<small>EIGEN IST</small>."
Nedarim 74a:2,"GEMARA. Allerdings ist R. A͑qiba der Ansicht, es bestehe keine Gebundenheit$fn80, und R. Jehošua͑ der Ansicht, es bestehe eine Gebundenheit$fn81, was aber ist der Grund R. Elie͑zers: besteht auch eine Gebundenheit, so gibt es ja keine Entscheidung$fn82!? R. Ami erwiderte: In dem Falle, wenn einer an sie die Eheformel gerichtet hat, und R. Elie͑zer ist der Ansicht der Schule Šammajs, welche sagt, die Eheformel erwirke die vollständige Aneignung$fn84. – Und R. Jehošua͑!? – Er kann dir erwidern: dies gilt nur bei einem Schwager, nicht aber bei zwei Schwägern; ist es denn denkbar, daß er [ihre Gelübde] aufhebe, wo doch sein Bruder sie ihm durch Beiwohnung oder Scheidebrief verboten machen$fn85kann!? R. A͑qiba aber ist der Ansicht, es gebe keine Gebundenheit. – Wie ist es nach R. Elea͑zar zu erklären, welcher sagt, nach der Schule Šammajs eigne sie ihm die Eheformel nur soweit zu, um die Nebenbuhlerin zu verdrängen$fn86!? – Hier wird von dem Falle gesprochen, wenn er vor Gericht gestanden und sie zu unterhalten verurteilt worden$fn87ist. Dies nach R. Pinḥas, der im Namen Rabas sagte, die Gelobende gelobe im Sinne ihres Ehemannes. – Wir haben gelernt: R. Elie͑zer sprach: Wenn"
Nedarim 74b:1,"man die Gelübde einer Frau, die man sich selber angeeignet hat, aufheben kann, wie sollte man die Gelübde einer Frau, die einem vom Himmel zugeeignet ist, nicht aufheben können? Wenn er an sie die Eheformel gerichtet hat,, so hat er sie ja sich selber angeeignet!? – Er hat sie sich selber durch den Himmel angeeignet. – Demnach ist ja hieraus die Frage Rabbas zu entscheiden, ob nämlich nach der Schule Šammajs durch die Eheformel eine Verlobung oder eine Verheiratung erfolge; es ist zu entnehmen, daß dadurch Verheiratung erfolgt, denn wenn eine Verlobung, so wird ja gelehrt, daß die Gelübde einer Verlobten nur ihr Vater und ihr Ehemann [zusammen] aufheben können. R. Naḥman b. Jiçḥaq erwiderte: Unter aufheben ist zu verstehen: gemeinsam. Übereinstimmend mit R. Ami$fn88wird auch gelehrt: Die Gelübde einer Anwärterin der Schwagerehe, einerlei ob ein Schwager [vorhanden ist] oder zwei, kann der Schwager, wie R. Elie͑zer sagt, aufheben; R. Jehošua͑ sagt, nur einer und nicht zwei; R. A͑qiba sagt, weder einer noch zwei. R. Elie͑zer sprach: Wenn eine Frau, auf die man bevor sie in seine Gewalt kommt, kein Anrecht hat, sobald sie in seine Gewalt kommt, ihm ganz eigen ist, wie sollte eine Frau, auf die man Anrecht hat bevor sie in seine Gewalt kommt, ihm nicht ganz eigen sein, sobald"
Nedarim 74b:2,"sie in seine Gewalt kommt? R. A͑qiba sprach zu ihm: Nein, wenn dies von einer Frau gilt, die man sich selber angeeignet hat, auf die, wie er kein Anrecht auf sie hat, auch andere kein Anrecht haben, sollte dies auch von einer Frau gelten, die ihm vom Himmel zugeeignet ist, auf die, wie er Anrecht auf sie hat, auch andere$fn89Anrecht haben!? Da sprach R. Jehošua͑ zu ihm: A͑qiba, deine Worte [sind zutreffend] bei zwei Schwägern, was aber hast du bei einem Schwager zu erwidern? Dieser erwiderte. Unterscheiden wir etwa, einerlei ob er an sie die Eheformel gerichtet hat oder er an sie die Eheformel nicht gerichtet hat, zwischen einem Schwager$fn90und zwei Schwägern? Was von anderen Dingen gilt, gilt auch von Gelübden. Folgende Worte sprach dann Ben A͑zaj: Schade um dich, Ben A͑zaj, daß du nicht bei R. A͑qiba famuliert"
Nedarim 75a:1,"hast! – Wieso wird hier übereinstimmend mit R. Ami gelehrt? – Er lehrt: einerlei ob er an sie die Eheformel gerichtet hat oder er an sie die Eheformel nicht gerichtet$fn91hat. Oder auch im vorangehenden, wo er lehrt: sobald sie in seine Gewalt gekommen ist, ihm ganz eigen ist; wieso ist sie ihm, wenn er sie sich nicht angetraut hat, ganz eigen!? Schließe hieraus, [daß er von dem Falle spricht,] wenn er an sie die Eheformel gerichtet hat. – Was heißt: was von anderen Dingen gilt, gilt auch von Gelübden, (das er lehrt)? Raba erwiderte: Er meint es wie folgt: pflichtest du etwa nicht bei, daß man sich ihrethalben nicht der Steinigung schuldig$fn92macht, wie wegen einer Verlobten? R. Aši sprach: Dies geht auch aus unserer Mišna hervor, [denn es heißt:] die Schwägerin ist dem Schwager nicht ganz so eigen, wie die Verlobte dem Ehemanne eigen ist$fn93."
Nedarim 75a:2,"<sup>vii</sup> <b>S</b><small>AGT JEMAND ZU SEINER</small> F<small>RAU: ALLE</small> G<small>ELÜBDE, DIE DU VON JETZT AB BIS ICH VON JENEM</small> O<small>RTE ZURÜCKKOMME TUST, SOLLEN BESTEHEN, SO HAT ER NICHTS GESAGT;</small> [<small>SAGT ER</small>:] <small>SOLLEN AUFGEHOBEN SEIN, SO SIND SIE, WIE</small> R. E<small>LIE͑ZER SAGT, AUFGEHOBEN, UND AVIE DIE</small> W<small>EISEN SAGEN, NICHT AUFGEHOBEN</small>. R. E<small>LIE͑ZER SPRACH</small>: W<small>ENN ER</small> G<small>ELÜBDE AUFHEBEN KANN, DIE BEREITS DIE</small> E<small>IGENHEIT DES</small> V<small>ERBOTES ERLANGT HABEN</small>$fn94, <small>WIE SOLLTE ER</small> G<small>ELÜBDE, DIE DIE</small> E<small>IGENHEIT DES</small> V<small>ERBOTES NOCH NICHT ERLANGT HABEN, NICHT AUFHEBEN KÖNNEN</small>!? S<small>IE ERWIDERTEN IHM:</small> E<small>S HEISST</small>:$fn95<i>ihr Mann bestätige es und ihr Mann hebe es auf</i>, <small>WAS DEN</small> Z<small>USTAND DER</small> B<small>ESTÄTIGUNG ERLANGT HAT, UNTERLIEGT AUCH DER</small> A<small>UFHEBUNG, UND WAS DEN</small> Z<small>USTAND DER</small> B<small>ESTÄTIGUNG NICHT ERLANGT HAT, UNTERLIEGT AUCH NICHT DER</small> A<small>UFHEBUNG</small>."
Nedarim 75a:3,GEMARA. Sie fragten: Haben sie nach R. Elie͑zer bestanden und werden annulliert$fn96oder haben sie überhaupt nicht$fn97bestanden? – In welcher Hinsicht ist dies von Bedeutung? – Wenn ein anderer durch das Gelübde
Nedarim 75b:1,"erfaßt$fn98wird: sagst du, sie haben bestanden, so erfolgt eine Erfassung, und sagst du, sie haben nicht bestanden, so ist überhaupt nichts daran. – Komm und höre: R. Elie͑zer sprach: Wenn er Gelübde aufheben kann, die bereits die Eigenheit des Verbotes erlangt haben, wie sollte er Gelübde, die die Eigenheit des Verbotes noch nicht erlangt haben, nicht aufheben können. Schließe hieraus, daß sie nicht bestanden haben. – Heißt es etwa: nicht erlangen? Es heißt: noch nicht erlangt<fn></fn> haben, jetzt$fn99noch nicht erlangt haben. – Komm und höre: R. Elie͑zer sprach zu ihnen: Wenn man seine eigenen Gelübde, die man, nachdem man sie getan hat, nicht aufheben$fn100kann, aufheben kann, bevor man sie getan$fn101hat, wie sollte man die Gelübde seiner Frau, die man aufheben kann, nachdem sie sie getan hat, nicht aufheben können, bevor sie sie getan hat!? Die seiner Frau gleichen wohl seinen: wie seine$fn101, daß sie nicht bestehen sollen, ebenso die seiner Frau, daß sie nicht bestehen sollen. – Nein, diese so und jene anders. – Komm und höre: Sie sprachen zu R. Elie͑zer: Wenn das Tauchbad, das die Unreinen ihrer Unreinheit$fn102enthebt, die Reinen vor Unreinheit nicht$fn103schützt, wie sollte nicht ein Mensch, der die Unreinen ihrer Unreinheit nicht enthebt, die Reinen vor Unreinheit nicht$fn104schützen!? Schließe hieraus, daß sie nicht bestanden haben$fn105. – Wie ist demnach der Schlußsatz"
Nedarim 76a:1,"zu erklären: Sie sprachen zu R. Elie͑zer: Kann man etwa, weil man ein unreines Gefäß zur Reinigung untertaucht, auch ein reines Gefäß untertauchen, damit es rein werde, sobald es unrein ist!? Hieraus ist zu schließen, daß sie bestanden haben$fn106. – Ich will dir sagen, die Rabbanan waren über die Meinung R. Elie͑zers im Unklaren und sprachen zu ihm wie folgt: Welcher Ansicht bist du: bist du der Ansicht, sie haben bestanden und werden annulliert, so ist das [unreine] Gefäß deine Widerlegung, und bist du der Ansiebt, sie haben nicht bestanden, so ist das Tauchbad deine Widerlegung. – Komm und höre: R. Elie͑zer sprach zu ihnen: Wenn unreine Saat rein wird, sobald man sie in den Boden säet, um wieviel mehr, die bereits gesäet$fn106ist. Schließe hieraus, daß sie nicht bestanden haben$fn107. – Folgern etwa die Rabbanan nicht [durch einen Schluß] vom Leichteren$fn108auf das Schwerere, es wird ja gelehrt: Man könnte glauben, man könne seine Tochter im Mädchenalter$fn109verkaufen, so ist [durch einen Schluß] vom Leichteren auf das Schwerere zu folgern: die bereits verkaufte geht frei$fn110aus, wie sollte nicht die unverkaufte"
Nedarim 76b:1,"nicht verkauft werden können. – Allerdings; sonst folgern sie [durch einen Schluß] vom Leichteren auf das Schwerere, hierbei aber ist es anders, denn die Schrift sagt:$fn111<i>ihr Mann bestätige es und ihr Mann hebe es auf</i>, was den Zustand der Bestätigung erlangt hat, unterliegt auch der Aufhebung, und was den Zustand der Bestätigung nicht erlangt hat, unterliegt auch nicht der Aufhebung."
Nedarim 76b:2,"<sup>viii</sup> <b>D</b><small>IE</small> A<small>UFHEBUNG VON</small> G<small>ELÜBDEN KANN DEN GANZEN</small> T<small>AG ERFOLGEN</small>. D<small>IES GILT ERLEICHTERND UND</small>$fn112<small>ERSCHWEREND, UND ZWAR: GELOBT SIE</small> [<small>BEISPIELSWEISE</small>] <small>IN DER</small> N<small>ACHT ZUM</small> Š<small>ABBATH, SO KANN ER ES IN DER</small> N<small>ACHT ZUM</small> Š<small>ABBATH AUFHEBEN UND AM</small> Š<small>ABBATH BIS ES DUNKEL IST; GELOBT SIE BEI EINTRETENDER</small> D<small>UNKELHEIT, SO KANN ER ES AUFHEBEN, SOLANGE ES NICHT DUNKEL IST, IST ES DUNKEL GEWORDEN, OHNE DASS ER ES AUFGEHOBEN HAT, SO KANN ER ES NICHT MEHR AUFHEBEN</small>."
Nedarim 76b:3,"GEMARA. Es wird gelehrt: Die Aufhebung von Gelübden kann den ganzen Tag erfolgen; R. Jose b. R. Jehuda und R. Elea͑zar b. R. Šimo͑n sagen, von der Stunde bis zur gleichen$fn113Stunde. Was ist der Grund des ersten Autors? – Die Schrift sagt:$fn114<i>am Tage, da er es hört</i>. – Was ist der Grund der Rabbanan? – Es heißt:$fn115<i>von Tag zu Tag</i>$fn116. – Und der erste Autor, es heißt ja: <i>von Tag zu Tag</i>!? – Dies ist nötig; aus [den Worten] <i>am Tage, da er es hört</i>, könnte man entnehmen, nur am Tage, nicht aber nachts, so heißt es: <i>von Tag zu Tag</i>$fn117. – Und der es aus [den Worten] <i>von Tag zu Tag</i> folgert, es heißt ja: <i>am Tage, da er es hört</i>!? – Dies ist nötig; würde es nur <i>von Tag zu Tag</i> geheißen haben, so könnte man glauben, er könne es ihr von einem Sonntag zum anderen Sonntag$fn118aufheben, so heißt es: <i>am Tage, da er es hört</i>."
Nedarim 76b:4,"R. Šimo͑n b. Pazi sagte im Namen des R. Jehošua͑ b. Levi: Die Halakha ist nicht wie jenes Gelehrtenpaar. Als Levi nach jenen Tannaím entscheiden wollte, sprach Rabh zu ihm: Folgendes sagte mein Freund$fn119: die Halakha ist nicht wie jenes Gelehrtenpaar. Ḥija b. Rabh untersuchte$fn120es, während er einen Pfeil$fn121abschoß. Rabba b. R. Hona blieb sitzen oder stehen$fn122."
Nedarim 76b:5,Dort haben wir gelernt: Man darf Gelübde am Šabbath aufheben und
Nedarim 77a:1,"wegen der Gelübde nachsuchen, soweit sie Bedürfnisse des Šabbaths betreffen. Sie fragten: Darf man am Šabbath nur Gelübde aufheben, die Bedürfnisse des Šabbaths betreffen, oder auch solche, die keine Bedürfnisse des Šabbaths$fn123betreffen? – Komm und höre: R. Zuṭi aus der Schule R. Papis lehrte: Man darf nur Gelübde aufheben, die Bedürfnisse des Šabbaths betreffen. R. Aši sprach: Wir haben ja aber anders gelernt: Gelobt sie bei eintretender Dunkelheit, so kann er es ihr aufheben, solange es nicht dunkel ist. Wieso kommt es auf die Dunkelheit an, wenn du sagst, nur Bedürfnisse des Šabbaths betreffende und keine Bedürfnisse des Šabbaths nicht betreffende, solche, die Bedürfnisse des Šabbaths nicht betreffen, kann man ja auch während des Tages$fn124nicht aufheben!? – Hierüber streiten Tannaím. Die Aufhebung von Gelübden kann den ganzen Tag erfolgen; R. Jose b. R. Jehuda und R. Elea͑zar b. R. Šimo͑n sagen, von der Stunde bis zur gleichen Stunde. Nach demjenigen, der den ganzen Tag und nicht länger sagt, kann man auch Bedürfnisse des Šabbaths nicht betreffende$fn125auflösen, und nach demjenigen, der von der Stunde bis zur gleichen Stunde sagt, kann man nur Bedürfnisse des Šabbaths betreffende [aufheben], nicht aber Bedürfnisse des Šabbaths nicht betreffende$fn126."
Nedarim 77a:2,"«Und wegen Gelübde nachsuchen, soweit sie Bedürfnisse des Šabbaths betreffen.» Sie fragten: Wenn dafür [vorher] keine Zeit war, oder [auch] wenn dafür Zeit war? – Komm und höre: Die Rabbanan befaßten sich mit R. Zuṭra$fn127, dem Sohne des R. Zee͑ri, bei Gelübden, für die noch am Tage$fn128Zeit war. R. Joseph wollte sagen, man suche nach am Šabbath inbetreff der Gelübde nur bei einem einzelnen Autorisierten, nicht aber bei drei Gemeinen, weil dies den Anschein einer Gerichtssitzung$fn129hat. Da sprach Abajje zu ihm: Da wir der Ansicht sind, dies dürfe auch stehend erfolgen, auch durch Verwandte und auch nachts, so hat es nicht den Anschein einer Gerichtssitzung."
Nedarim 77a:3,"R. Abba sagte im Namen R. Honas im Namen Rabhs: Die Halakha ist, man dürfe Gelübde nachts aufheben. – Dies [lehrt ja bereits] unsere Mišna: gelobt sie in der Nacht zum Šabbath$fn130!? – Sage vielmehr: die Halakha ist, man dürfe nachts nachsuchen$fn131. R. Abba sprach zu R. Hona: Sagte Rabh dies? Dieser erwiderte: Er schwieg. Da sprach jener: Meinst du: er schwieg$fn132dann, oder er trank$fn133dann?"
Nedarim 77a:4,
Nedarim 77b:1,R. Iqa b. Abin sagte: Rabh befaßte sich mit Rabba$fn134in einer Kammer des Lehrhauses stehend und nachts.
