Index Title,Zevachim
Zevachim 106a:1,"und wie dort in der Ostseite von Jerušalem$fn308, ebenso auch hierbei in der Ostseite von Jerušalem. – Wo wurden sie nach den Rabbanan$fn309verbrannt? – Wie gelehrt wird: Wo wurden sie verbrannt? Nördlich von Jerušalem, außerhalb der drei Lager. R. Jose der Galiläer sagt, sie wurden im Aschenraume$fn310verbrannt. Raba sagte: Der Autor, der gegen R. Jose den Galiläer streitet, ist R. Elie͑zer b. Ja͑qob, denn es wird gelehrt: <i>Auf dem Schuttplatze der Asche soll er verbrannt werden</i>, es muß da Asche vorhanden sein. R. Elie͑zer b. Ja͑qob sagt, der Platz müsse abschüssig$fn311sein. Abajje sprach zu ihm: Vielleicht streiten sie, ob der Platz auch abschüssig sein muß$fn312."
Zevachim 106a:2,"Die Rabbanan lehrten: Die Kleider des Verbrennenden werden unrein, nicht aber die des das Feuer Anzündenden, noch die des den Holzstoß Errichtenden. Als Verbrennender gilt derjenige, der bei der Verbrennung behilflich ist. Man könnte glauben, sie verunreinigen die Kleider, nachdem sie Asche geworden sind, so heißt es$fn313<i>sie</i>, sie$fn314machen die Kleider unrein, nicht aber, wenn sie Asche geworden sind. R. Šimo͑n erklärte: Sie machen die Kleider unrein, sobald aber das Fleisch durchgebrannt ist, machen sie die Kleider nicht mehr unrein. – Welchen Unterschied gibt es zwischen ihnen? Raba erwiderte: Einen Unterschied gibt es zwischen ihnen in dem Falle, wenn [das Fleisch] durchgesengt$fn315ist."
Zevachim 106a:3,"<sup>i</sup> <b>W</b>ER <small>AUSSERHALB</small>$fn1 <small>SCHLACHTET UND OPFERT</small>$fn2, <small>IST SOWOHL WEGEN DES</small> S<small>CHLACHTENS ALS AUCH WEGEN DER</small> O<small>PFERUNG</small>$fn3 <small>SCHULDIG</small>; R. J<small>OSE DER</small> G<small>ALILÄER SAGT, WER INNERHALB GESCHLACHTET UND AUSSERHALB GEOPFERT HAT, SEI SCHULDIG, WER ABER AUSSERHALB GESCHLACHTET UND AUSSERHALB GEOPFERT HAT, SEI FREI, DENN ER HAT NUR EINE UNTAUGLICHE</small> S<small>ACHE</small>$fn4<small> GEOPFERT</small>. S<small>IE ERWIDERTEN IHM:</small> A<small>UCH WER INNERHALB SCHLACHTET UND AUSSERHALB OPFERT, MACHT ES, SOBALD ER ES HINAUSBRINGT, UNTAUGLICH</small>$fn5. <sup>ii</sup>H<small>AT EIN</small> U<small>NREINER</small> H<small>EILICES GEGESSEN, OB UNREINES ODER REINES, SO IST ER SCHULDIG</small>; R. J<small>OSE DER</small> G<small>ALILÄER SAGT, HAT EIN</small> U<small>NREINER REINES GEGESSEN, SEI ER SCHULDIG, HAT EIN</small> U<small>NREINER UNREINES GEGESSEN, SEI ER FREI, DENN ER HAT NUR EINE UNREINE</small> S<small>ACHE</small>$fn6 <small>GEGESSEN</small>. S<small>IE ERWIDERTEN IHM:</small> A<small>UCH EIN</small> U<small>NREINER, DER REINES ISST, MACHT ES</small>, <small>SOBALD ER ES BERÜHRT, UNREIN. HAT EIN REINER UNREINES GEGESSEN, SO IST ER FREI, DENN MAN IST NUR BEI</small> U<small>NREINHEIT DES</small> K<small>ÖRPERS SCHULDIG</small>$fn7."
Zevachim 106a:4,"GEMARA. Allerdings steht hinsichtlich der Opferung sowohl die Strafe als auch das Verbot geschrieben; die Strafe, denn es heißt: $fn8<i>und es nicht zum Eingänge des Offenbarungszeltes bringt</i>$fn9; das Verbot, denn es heißt: $fn10<i>achte, daß du nicht deine Brandopfer darbringst</i>$fn11 und zwar nach einer Lehre R. Abins im Namen R. Elea͑zars, daß überall, wo es <i>achte, daß nicht</i> und <i>nicht</i> heißt, ein Verbot ausgedrückt werde; hinsichtlich des Schlachtens aber steht allerdings die Strafe geschrieben:$fn12<i>und es nicht zum Eingänge des Offenbarungszeltes bringt</i>, woher aber ist das Verbot zu entnehmen$fn13? – Die Schrift sagt:$fn14<i>sie sollen nicht mehr schlachten</i>. – Dies ist ja aber wegen einer Lehre R. Elie͑zers nötig, welcher sagte: Woher, daß man schuldig ist, wenn man dem Merkurius$fn15ein Vieh schlachtet? Es heißt: <i>sie sollen ihre Opfer nicht mehr schlachten</i>, und da dies auf die gewöhnliche Art$fn16nicht zu beziehen ist, denn es heißt bereits:$fn17<i>wie diese Völker ihre Götter zu verehren pflegen</i>, so beziehe man es auf die ungewöhnliche Verehrung!? Rabba erwiderte: Man lese: sie sollen nicht schlachten, und man lese: sie sollen nicht mehr$fn18. – Aber dies ist ja für die folgende Lehre nötig: Bis hier$fn19wird von Opfern gesprochen, die man zur Zeit, wo Privataltäre verboten$fn20waren, geweiht, und zur Zeit, wo diese"
Zevachim 106b:1,"verboten waren, dargebracht hat, hinsichtlich dieser ist sowohl die Strafe angegeben; <i>und es zum Eingänge des Offenbarungszeltes</i>, als auch das <i>Verbot: achte, daß du nicht deine Brandopfer darbringst</i>; <i>von da ab wird</i> von Opfern gesprochen, die man zur Zeit, wo Privataltäre erlaubt waren, geweiht, und zur Zeit, wo Privataltäre verboten waren, dargebracht hat, denn es heißt:$fn21<i>auf daß die Kinder Jisraél bringen ihre Schlachtopfer, die sie opfern</i>, die ich dir vorher erlaubt hatte.$fn21<i>Auf dem freien Felde</i>, dies besagt, daß, wenn jemand auf Privataltären opfert zur Zeit, wo diese verboten sind, die Schrift es ihm anrechnet, als hätte er auf freiem Felde$fn22 geopfert.$fn21<i>Daß sie es dem Herrn bringen</i>, dies ist ein Gebot, woher das Verbot? Es heißt: <i>sie sollen nicht mehr$fn23schlachten</i>. Man könnte glauben, darauf sei die Ausrottungsstrafe gesetzt, so heißt es:$fn14<i>eine ewige Satzung sei dies ihnen, für ihre Geschlechter;</i> dies$fn24sei es ihnen, nicht aber etwas anderes. Vielmehr, erklärte R. Abin, dies$fn25ist [durch einen Schluß] vom Leichteren auf das Schwerere zu folgern: wenn das, worauf die [Ausrottungs]strafe nicht gesetzt$fn26ist, mit einem Verbote belegt ist, um wieviel mehr ist das, worauf die [Ausrottungs]strafe gesetzt ist, mit einem Verbote belegt. Rabina sprach zu R. Aši: Demnach sollte doch das Verbot des Talges nicht gelehrt werden, und man würde es [durch einen Schluß] vom Leichteren auf das Schwerere vom Aase gefolgert haben: wenn das Aas, worauf keine Strafe gesetzt ist, mit einem Verbote belegt ist, um wieviel mehr ist der Talg, worauf eine Strafe gesetzt ist, mit einem Verbote belegt!? Als er vor Raba kam, sprach dieser zu ihm: Vom Aase wäre dies nicht zu entnehmen, denn es ist zu erwidern: wohl das Aas, weil es verunreinigend ist. – Von den unreinen$fn27Kriechtieren!? – Wohl die unreinen Kriechtiere, weil sie im minimalsten Quantum$fn28verunreinigend sind. – Von den reinen$fn29Kriechtieren!? – Wohl die reinen Kriechtiere, weil sie im minimalsten Quantum verboten$fn30sind. – Vom Ungeweihten und der Mischfrucht (des Weinberges)!? – Wohl das Ungeweihte und die Mischfrucht (des Weinberges), weil sie zur Nutznießung verboten$fn31 sind. – Von der Siebentjahrsfrucht!? – Wohl die Siebentjahrsfrucht, weil sie auch den Erlös erfaßt$fn32. – Von der Hebe!? – Diese ist nicht aus der Allgemeinheit heraus erlaubt$fn33worden. – Von allen$fn34zusammen!? – Auch sie alle sind nicht aus der Allgemeinheit heraus erlaubt worden. Raba sagte: Will man einen Einwand erheben, so ist folgender Einwand zu erheben. Es wird gelehrt, das Pesaḥopfer und die Beschneidung seien Gebote$fn36; es ist ja [durch einen Schluß] vom Leichteren auf das Schwerere vom Zurücklassen$fn37zu folgern: wenn das Zurücklassen, worauf keine Strafe gesetzt ist, mit einem Verbote belegt ist, um wieviel mehr sind das Pesaḥopfer und die Beschneidung, worauf eine Strafe gesetzt ist, mit einem Verbote belegt!? R. Aši sagte: Ich trug diese Lehre R. Kahana vor, da sprach er zu mir: Vom Zurücklassen ist nichts zu folgern, denn es ist zu erwidern: wohl das Zurücklassen, wofür es kein Mittel mehr gibt, während es für das Pesaḥopfer ein Mittel gibt$fn38. – Ist denn ein Verbot$fn39durch einen Schluß zu folgern!? Und selbst nach demjenigen, welcher sagt, man könne eine Strafe durch einen Schluß folgern, kann man ja kein Verbot durch einen Schluß folgern. Vielmehr, dies ist nach R. Joḥanan zu erklären, welcher sagt, es$fn39sei aus [dem Worte] <i>bringen</i>$fn40zu entnehmen; wie bei jener$fn41die Strafe auf Grund eines Verbotes erfolgt, ebenso erfolgt"
Zevachim 107a:1,"auch hierbei die Strafe auf Grund eines Verbotes. Raba erwiderte: Dies ist nach R. Jona zu erklären, denn R. Jona sagte, es sei aus [dem Worte] <i>dort</i>$fn42zu entnehmen; wie bei jener die Strafe auf Grund eines Verbotes erfolgt, ebenso erfolgt auch hierbei die Strafe auf Grund eines Verbotes. – Wir wissen dies von den inneren Schlachtungen$fn43, die man außerhalb opfert, woher dies von den äußeren Schlachtungen, die man außerhalb opfert? R. Kahana erwiderte: Die Schrift sagt:$fn44<i>und zu ihnen sprich</i>, sprich dies hinsichtlich des vorangehenden$fn45. Raba wandte ein: Es heißt ja nicht: über ihnen, sondern: zu ihnen$fn46!? – Vielmehr, nach einer Lehre R. Jišma͑éls: <i>Und zu ihnen sprich</i>, dies$fn47vereinigt die Abschnitte. R. Joḥanan erwiderte: Dies ist aus [dem Worte] <i>bringen</i>$fn40zu entnehmen; wie das eine von den äußeren Schlachtungen gilt, ebenso gilt auch das andere von den äußeren Schlachtungen. R. Bebaj wandte ein: Wieso haben wir demnach gelernt, daß es in der Tora sechsunddreißig Ausrottungen$fn48gebe, es sind ja siebenunddreißig, denn es gibt ja zweierlei Opferungen$fn49!? – Ein Einwand. – Wir haben gelernt, wenn man einen Teil des Blutes außerhalb sprengt, sei man schuldig; woher$fn50dies!? – Dies ist aus folgender Lehre zu entnehmen:$fn51<i>Als Blutschuld sei es ihm angerechnet;</i> dies$fn52schließt das [Blut]sprengen ein – so R. Jišma͑él. R. A͑qiba sagte:$fn44<i>Oder ein Schlachtopfer</i>, dies$fn53schließt das [Blut]sprengen ein. – Wofür verwendet R. Jišma͑él [die Worte] <i>oder ein Schlachtopfer</i>? – Für die Teilung$fn54. – Woher entnimmt R. A͑qiba die Teilung? – Er entnimmt dies aus:$fn55<i>und es nicht bringt</i>$fn56, – Und R. Jišma͑él!? – Hieraus entnimmt er, daß man nur wegen des Vollständigen$fn57schuldig sei und nicht wegen des Unvollständigen. – Und R. A͑qiba!? – Dies entnimmt er aus: <i>es herzurichten</i>. – Und R. Jišma͑él!? – Eines wegen des Unvollständigen vom innerhalb Geschlachteten, das man außerhalb geopfert hat, und eines wegen des Unvollständigen vom außerhalb Geschlachteten, das man außerhalb geopfert hat. Es wird auch gelehrt: R. Jišma͑él sagte: Man könnte glauben, man sei schuldig, wenn man Unvollständiges vom innerhalb Geschlachteten außerhalb geopfert hat, so heißt es: <i>es herzurichlen</i>, man ist nur wegen des Vollständigen schuldig, nicht aber wegen des Unvollständigen. R. A͑qiba aber ist der Ansicht, man sei schuldig wegen des Unvollständigen vom innerhalb Geschlachteten, das man außerhalb geopfert hat. – Wofür verwendet R. A͑qiba [die Worte] <i>als Blutschuld sei es ihm angerechnet</i>? – Dies schließt das Schlachten eines Vogels ein. – Und R. Jišma͑él!? – Er entnimmt dies aus [den Worten]$fn58<i>oder welcher schlachtet</i>. – Und R. A͑qiba!? – Er kann dir erwidern: dies deutet darauf, daß man nur wegen des Schlachtens schuldig sei, nicht aber wegen des Abkneifens$fn59. – Und R. Jišma͑él!? – Er entnimmt dies aus [den Worten]$fn60<i>dies ist es</i>. Es wird nämlich gelehrt: <i>Welcher schlachtet;</i> ich weiß dies vom Schlachten eines Viehs, woher dies vom Schlachten eines Vogels? Es heißt: <i>oder welcher schlachtet</i>. Man könnte glauben, dies gelte auch vom Abkneifen, und zwar wäre es durch einen Schluß zu folgern: wenn man wegen des Schlachtens schuldig ist, das nicht die richtige Art der Herrichtung ist, um wieviel mehr ist man wegen des Abkneifens schuldig, das die richtige Art der Herrichtung ist, so heißt es: <i>dies ist es</i>. – Und R. A͑qiba!? – Er kann dir erwidern: dies$fn61 ist wegen der Wortanalogie$fn62nötig. – Wir haben gelernt, wer den Haufen außerhalb abhebt$fn63oder das Blut aufnimmt, sei frei; woher dies? – Woher sollte denn entnommen werden, daß er schuldig sei? – Dies sollte vom Schlachten$fn64entnommen werden!? – Wohl gilt dies vom Schlachten, weil es das Pesaḥopfer untauglich macht, wenn es für Personen erfolgt, die davon nicht essen$fn65. – Es sollte vom [Blut]sprengen entnommen werden!? – Wohl gilt dies vom [Blut]sprengen, weil ein Gemeiner dieserhalb$fn67der Todesstrafe verfällt. – Es sollte von beiden$fn68entnommen werden!? – Demnach"
Zevachim 107b:1,"brauchte dies auch vom [Blut]sprengen nicht gelehrt zu werden, denn man könnte es von beiden$fn69entnehmen. Wenn man es vom Schlachten entnehmen will, [und man erwidert,] wohl gilt dies vom Schlachten, weil es das Pesaḥopfer untauglich macht, wenn es für Personen erfolgt, die davon nicht essen, so entnehme man es von der Opferung, [und erwidert man:] wohl gilt dies von der Opferung, weil es beim Speisopfer vorkommt, so entnehme man es von beiden. Vielmehr ist der Schriftvers deshalb niedergeschrieben worden, um zu lehren, daß man es von beiden nicht entnehme$fn70."
Zevachim 107b:2,"R. Abahu sagte: Hat man geschlachtet und gesprengt$fn71, so ist man nach R. Jišma͑él$fn72einmal und nach R. A͑qiba zweimal$fn73Schuldig. Abaj je aber sagte, auch nach R. Jišma͑él sei man zweimal schuldig, denn deshalb hat die Schrift sie geteilt:$fn74<i>dort sollst du darbringen</i>$fn75<i>und dort sollst du herrichten</i>. Hat man geschlachtet, gesprengt und geopfert, so ist man nach aller Ansicht zweimal schuldig."
Zevachim 107b:3,"Die Rabbanan lehrten:$fn76<i>Im Lager</i>, man könnte glauben, man sei schuldig, wenn man ein Brandopfer in der Südseite$fn77schlachtet, so heißt es: <i>außerhalb des Lagers</i>. Man könnte glauben, außerhalb der drei Lager$fn78, woher dies von dem Falle, wenn im levitischen$fn79Lager? Es heißt <i>im Lager</i>. Aus [dem Worte] <i>im Lager</i> könnte man entnehmen, man sei schuldig, wenn man ein Brandopfer in der Südseite schlachtet, so heißt$fn80es: <i>oder außerhalb des Lagers</i>, [eine Stelle, die] wie außerhalb des Lagers zur Schlachtung von Heiligem und Schlachtopfern nicht geeignet ist; ausgenommen ist die Südseite, die zwar nicht zur Schlachtung von Hochheiligem geeignet ist, wohl aber zur Schlachtung von Minderheiligem."
Zevachim 107b:4,"U͑la sagte: Wer auf dem Dache des Tempels schlachtet, ist schuldig, da dieses zur Schlachtung von irgend welchem Opfer nicht geeignet ist. Raba wandte ein: Demnach sollte es in der Schrift nur heißen: <i>außerhalb des Lagers</i>, und nicht auch: <i>zum Eingänge des Offenbarungszeltes</i>, und wenn es auch heißt: <i>zum Eingänge des Offenbarungszeltes</i>, so schließt dies wohl das Dach$fn81aus!? – Aber nach Raba sollte es ja nur heißen: <i>zum Eingänge des Offenbarungszeltes</i>, und wenn es auch heißt: <i>außerhalb des Lagers</i>, so schließt dies wohl das Dach ein!? R. Mari erwiderte: Dies schließt den Fall ein, wenn das ganze [Vieh] innerhalb und der Hals außerhalb sich befindet. – Wenn außerhalb, so ist dies ja selbstverständlich; der Allbarmherzige hat ja auf das Schlachten geachtet, und dies erfolgt dann außerhalb!? – Dies schließt vielmehr den Fall ein, wenn das ganze [Vieh] außerhalb und der Hals innerhalb sich befindet."
Zevachim 107b:5,"Es wurde gelehrt: Wer in der Jetztzeit$fn82Opfer darbringt, ist, wie R. Joḥanan sagt, schuldig, und wie Reš Laqiš sagt, frei, R. Joḥanan sagt, er sei schuldig, denn die erste Heiligung$fn83hatte Geltung für die damalige Zeit und für die Zukunft$fn84; Reš Laqiš sagt, er sei frei, denn die erste Heiligung hatte Geltung nur für die damalige Zeit und nicht für die Zukunft$fn85. – Es wäre anzunehmen, daß sie denselben Streit führen, wie R, Elie͑zer und R. Jehošua͑. Wir haben nämlich gelernt: R. Elie͑zer sagte: Bei der Erbauung des Tempels$fn86zogen sie Vorhänge um den Tempel und Vorhänge um die Vorhöfe, nur bauten sie [die Wände] des Tempels außerhalb derselben$fn87 und die der Vorhöfe innerhalb derselben. R. Jehošua͑ sagte: Ich hörte, daß man Opfer darbringe, auch wenn der Tempel nicht besteht, daß man Hochheiliges$fn88esse, auch wenn die Hofmauer nicht vorhanden ist, und den zweiten Zehnten$fn89, auch wenn die [Stadt]mauer nicht vorhanden ist, weil die erste Heiligung sowohl für die damalige Zeit als auch für die Zukunft$fn90galt. Rabina sprach zu R. Aši: Wieso denn, vielleicht sind alle der Ansicht, daß die erste Heiligung sowohl für die damalige Zeit als auch für die Zukunft galt, nur berichtet jeder das, was er gehört hat. Wolltest du erwidern, wozu nach R. Elie͑zer demnach die Vorhänge nötig waren, [so ist zu erwidern:] als Aufbewahrungsort."
Zevachim 107b:6,"Es wurde gelehrt: Wer ein nicht olivengroßes [Glied], das durch einen Knochen$fn91zur Olivengröße ergänzt wird, [außerhalb] opfert, ist, wie R. Joḥanan sagt, schuldig, und wie Reš Laqiš sagt, frei. R. Joḥanan sagt, er sei schuldig, denn das, was am Darzubringenden haftet, gleicht dem Darzubringenden; Reš Laqiš sagt, er sei frei, denn das, was am Darzubringenden haftet, gleicht nicht dem Darzubringenden."
Zevachim 107b:7,"Raba fragte: Wie ist es, wenn jemand den Kopf einer Taube opfert, der"
Zevachim 108a:1,"nicht olivengroß ist und durch das Salz$fn92zur Olivengröße ergänzt wird? Raba aus Parziqa sprach zu R. Aši: Ist dies nicht identisch mit dem Falle, worüber R. Joḥanan und Reš Laqiš streiten, und die Frage besteht sowohl nach R. Joḥanan als auch nach Reš Laqiš. Es ist nach R. Joḥanan fraglich, denn R. Joḥanan vertritt seine Ansicht vielleicht nur bei einem Knochen, der zur Art des Fleisches gehört, nicht aber beim Salz, das nicht zur Art der Taube gehört; nach Reš Laqiš ist es ebenfalls fraglich, denn Reš Laqiš vertritt seine Ansicht vielleicht nur da, weil [ein Knochen] getrennt nicht darzubringen ist, während hierbei [das Salz] auch getrennt darzubringen ist. Oder aber gibt es dabei keinen Unterschied? – Dies bleibt unentschieden."
Zevachim 108a:2,"R. J<small>OSE DER</small> G<small>ALILÄER SAGT</small> &amp;<small>C</small>. Rabbi erwiderte$fn93anstelle R. Jose des Galiläers: Wohl gilt dies$fn94von dem Falle, wenn man innerhalb schlachtet und außerhalb opfert, weil [das Opfer] vorher tauglich war, während es in dem Falle, wenn man außerhalb schlachtet und außerhalb opfert, niemals tauglich war. R. Elea͑zar b. R. Šimo͑n erwiderte anstelle R. Jose des Galiläers: Wohl gilt dies von dem Falle, wenn man innerhalb schlachtet und außerhalb opfert, weil das Heiligtum [das Opfer] aufgenommen hat, während in dem Falle, wenn man es außerhalb schlachtet [und außerhalb opfert], das Heiligtum es nicht aufgenommen hat. – Welchen Unterschied gibt es zwischen ihnen? Zeeri erwiderte: Einen Unterschied gibt es zwischen ihnen beim Schlachten zur Nachtzeit$fn95. Rabba erwiderte: Einen Unterschied gibt es zwischen ihnen bei der [Blut]aufnahme in ein profanes Gefäß$fn96."
Zevachim 108a:3,"H<small>AT EIN</small> U<small>NREINER</small> H<small>EILIGES GEGESSEN, EINERLEI OB</small> &amp;<small>C</small>. Die Rabbanan erwiderten ja R. Jose dem Galiläer treffend!? Raba erwiderte: Tn dem Falle, wenn zuerst die Person unrein war und nachher das Fleisch unrein geworden ist, stimmen alle überein, daß er schuldig sei, denn bei Unreinheit der Person ist darauf<sup>96,</sup>die Ausrottung gesetzt, sie streiten nur über den Fall, wenn zuerst das Fleisch unrein war und nachher die Person unrein geworden ist. Die Rabbanan sind der Ansicht, wir sagen ‘weil’$fn97, und R. Jose der Galiläer ist der Ansicht, wir sagen nicht ‘weil’$fn98. – Aber nach R. Jose sollte doch, wenn wir auch nicht ‘weil’ sagen, die strengere Unreinheit des Körpers die leichtere Unreinheit des Fleisches erfassen$fn99!? R. Aši erwiderte: Woher, daß die Unreinheit des Körpers strenger ist, vielleicht ist die Unreinheit des Fleisches strenger, denn für dieses gibt es keine Reinigung durch das Tauchbad."
Zevachim 108a:4,"<sup>iii</sup> <b>I</b><small>N MANCHER</small> H<small>INSICHT IST DAS</small> S<small>CHLACHTEN STRENGER ALS DIE</small> O<small>PFERUNG UND IN MANCHER</small> H<small>INSICHT DIE</small> O<small>PFERUNG ALS DAS</small> S<small>CHLACHTEN</small>. D<small>AS</small> S<small>CHLACHTEN IST STRENGER, DENN, WER FÜR EINEN</small> G<small>EMEINEN</small>$fn100<small>SCHLACHTET, IST SCHULDIG, WER ABER FÜR EINEN</small> G<small>EMEINEN OPFERT, IST</small>$fn101<small>FREI</small>. D<small>IE</small> O<small>PFERUNG IST STRENGER, DENN, WENN ZWEI DAS</small> M<small>ESSER HALTEN UND SCHLACHTEN, SIND SIE FREI, WENN ABER ZWEI EIN</small> G<small>LIED HALTEN UND ES OPFERN, SIND SIE SCHULDIG</small>. W<small>ER ETWAS EINMAL GEOPFERT, WIEDERUM GEOPFERT UND WIEDERUM GEOPFERT</small>$fn102<small>HAT, IST WEGEN JEDER</small> O<small>PFERUNG SCHULDIG – SO</small> R. J<small>IŠMA͑ÉL;</small> R. J<small>OSE SAGT, ER SEI NUR EINMAL SCHULDIG</small>. M<small>AN IST NUR DANN SCHULDIG, WENN MAN ES AUF EINEM</small> A<small>LTAR GEOPFERT HAT</small>; R. J<small>IŠMA͑ÉL SAGT, AUCH WENN MAN ES AUF EINEM</small> F<small>ELSEN ODER EINEM</small> S<small>TEIN GEOPFERT HAT, SEI MAN SCHULDIG</small>."
Zevachim 108a:5,"GEMARA. Wer für einen Gemeinen opfert, ist wohl deshalb frei, weil es <i>für den Herrn</i> heißt, aber auch beim Schlachten heißt es ja <i>für den Herrn</i>!? – Anders ist es hierbei, denn die Schrift sagt <i>jeder Mann</i>. – Bei der Opferung heißt es ja ebenfalls <i>jeder Mann</i>!? – Hierbei deutet dies darauf, daß, wenn zwei ein Glied halten und es opfern, sie schuldig sind. – Demnach sollte dies doch auch bei jenem darauf deuten, daß, wenn zwei das Messer halten und schlachten, sie schuldig sind!? – Anders ist es da, die Schrift sagt <i>jener</i>, nur einer und nicht zwei. – Bei der Opferung heißt es ja ebenfalls <i>jener</i>!? – Dies schließt Unvorsätzlichkeit, Zwang"
Zevachim 108b:1,"und Irrtum$fn103aus. – Demnach sollte es auch bei jenem Zwang, Unvorsätzlichkeit und Irrtum ausschließen!? – Hierbei heißt es zweimal <i>jener</i>. – Wozu heißt es demnach <i>für den Herrn</i>!? – Dies schließt den fortzuschickenden [Sühne]bock$fn104aus."
Zevachim 108b:2,"D<small>IE</small> O<small>PFERUNG IST STRENGER</small> &amp;<small>C</small>. Die Rabbanan lehrten: <i>Jeder Mann</i>, dies schließt den Fall ein, wenn zwei ein Glied halten und es opfern, daß sie schuldig sind. Man könnte nämlich einen Schluß folgern: wenn einer für einen Gemeinen schlachtet, ist er schuldig, wenn aber zwei ein Messer halten und schlachten, sind sie frei, um wieviel mehr sind zwei frei, wenn sie [ein Glied] halten und es opfern, wo sogar einer, der für einen Gemeinen opfert, frei ist; daher heißt es <i>jeder Mann</i> – so R. Šimo͑n. R. Jose erklärte: <i>Jener</i>, einer und nicht zwei. – Wozu heißt es <i>jeder Mann</i>!? – Die Schrift gebraucht die übliche Redewendung der Menschen. – Wofür verwendet R. Šimo͑n [das Wort] <i>jener</i>? – Dies schließt Unvorsätzlichkeit, Zwang und Irrtum aus. – Und R. Jose!? – Dies geht aus <i>der jener</i>$fn105hervor. – Und R. Šimón!? – Er legt [das Wort] <i>der jener</i> nicht$fn106aus.– Wenn nach R. Jose [die Worte] <i>jeder Mann</i> eine übliche Redewendung der Menschen ist, so sind sie ja auch dort$fn107nur eine übliche Redewendung der Menschen, woher entnimmt er nun, daß man wegen des Schlachtens für einen Gemeinen schuldig ist!? – Er entnimmt es aus folgendem:$fn108<i>als Blutschuld soll es jenem Manne angerechnet werden, Blut hat er vergossen</i>, auch wenn man für einen Menschen schlachtet."
Zevachim 108b:3,"H<small>AT MAN ETWAS EINMAL GEOPFERT, WIEDERUM GEOPFERT</small> &amp;<small>C</small>. Reš Laqiš sagte: Sie streiten nur über vier oder fünf$fn109Glieder; einer ist der Ansicht, die Worte$fn110<i>es herzurichten</i>, [woraus entnommen wird,] daß man nur wegen des vollständigen schuldig ist und nicht wegen des unvollständigen, beziehen sich auf das ganze$fn111Vieh, und einer ist der Ansicht, sie beziehen sich auf das einzelne$fn112Glied; hinsichtlich eines Gliedes$fn113 aber stimmen alle überein, daß er nur einmal schuldig ist. R. Joḥanan aber sagte: Sie streiten nur über ein einzelnes Glied; einer ist der Ansicht, wer Unvollständiges von innerhalb Geschlachtetem außerhalb opfert, sei schuldig, und einer ist der Ansicht, er sei frei; hinsichtlich vier oder fünf Gliedern aber stimmen alle überein, daß er wegen jedes Gliedes besonders schuldig ist$fn114. Er streitet somit gegen U͑la, denn U͑la sagte: Alle stimmen überein, daß man schuldig ist, wenn man Unvollständiges von innerhalb Geschlachtetem außerhalb geopfert hat, sie streiten nur über den Fall, wenn man Unvollständiges von außerhalb Geschlachtetem außerhalb geopfert hat; einer ist der Ansicht, man sei frei, und einer ist der Ansicht, man sei schuldig. Manche lesen: U͑la sagte: Alle stimmen überein, daß man frei ist, wenn man Unvollständiges vom außerhalb Geschlachteten außerhalb geopfert hat, sie streiten nur über den Fall, wenn man Unvollständiges vom innerhalb Geschlachteten außerhalb geopfert hat; einer ist der Ansicht, man sei frei, und einer ist der Ansicht, man sei schuldig. Der Vater Šemuéls streitet gegen die erste Lesart der Ansicht U͑las, denn der Vater Šemuéls sagte: Nach wessen Ansicht lege man die vom Altar abspringenden Stücke zurück hinauf? Nicht nach der Ansicht R. Joses$fn115."
Zevachim 108b:4,"M<small>AN IST NUR DANN SCHULDIG, WENN MAN</small> &amp;<small>C. GEOPFERT HAT</small> &amp;<small>C</small>. R. Hona sagte: Was ist der Grund R. Joses? Es heißt:$fn116<i>Noaḥ baute einen Altar für den Herrn</i>, R. Joḥanan sagte: Was ist der Grund R. Šimo͑ns? Es heißt: $fn117<i>da nahm Manoaḥ das junge Zicklein und das Speisopfer und brachte sie dem Herrn auf dem Felsen dar</i>. – Und jener, es heißt ja: <i>Noaḥ baute einen Altar für den Herrn</i>!? – Dies war nur eine Anhöhe. – Und der andere, es heißt ja: <i>da nahm Manoaḥ</i>!? – Dies galt nur pro praesenti. Wenn du aber willst, sage ich: folgendes ist der Grund R. Šimo͑ns, wie gelehrt wird: R. Šimo͑n sagte:$fn118<i>an den Altar am Eingange des Offenbarungszeltes</i>, ein Privataltar aber gilt nicht als Altar; daher ist man schuldig, wenn man$fn119auf einem Felsen oder einem Steine opfert."
Zevachim 108b:5,"R. Jose b. R. Ḥanina fragte: Sind das Horn, die Rampe und die Viereckigkeit$fn120bei einem Privataltar unerläßlich? R. Jirmeja erwiderte ihm: Es wird gelehrt: Das Horn, die Rampe, die Viereckigkeit und das Fundament sind hei einem großen Privataltar unerläßlich, nicht aber bei einem kleinen Privataltar."
Zevachim 108b:6,"<sup>iv,1</sup>"
Zevachim 109a:1,"<b>M</b><small>AN IST SCHULDIG SOWOHL WEGEN TAUGLICHER</small> O<small>PFER ALS AUCH WEGEN UNTAUGLICHER</small> O<small>PFER, DEREN</small> U<small>NTAUGLICHKEIT IM</small> H<small>EILIGTUME ENTSTANDEN IST, WENN MAN SIE AUSSERHALB DARGEBRACHT HAT</small>. W<small>ER EIN OLIVENGROSSES</small> S<small>TÜCK VON EINEM</small> B<small>RANDOPFER UND DEN</small> O<small>PFERTEILEN</small>$fn121<small>AUSSERHALB DARBRINGT, IST SCHULDIG</small>."
