Index Title,Makkot
Makkot 18b:4,Raba b. Ada sagte im Namen R. Jiçḥaqs: Von wann ab ist man wegen
Makkot 19a:1,"der Erstlinge$fn168strafbar? Sobald sie die Front des Tempels gesehen haben. Also nach dem Autor der folgenden Lehre: R. Elie͑zer sagte: Wenn von den Erstlingen ein Teil außerhalb und ein Teil innerhalb [des Tempelhofes] sich befindet, so gelten diejenigen, die sich außerhalb befinden, in jeder Hinsicht als Profanes, und die sich innerhalb befinden, in jeder Hinsicht als Heiliges."
Makkot 19a:2,"R. Šešeth sagte: Bei den Erstlingen ist das Niederlegen unerläßlich, nicht aber ist das Lesen [der Eulogie] unerläßlich. Also nach dem Autor der folgenden Lehre: R. Jose bekundete drei Dinge im Namen von drei Ältesten. R. Jišma͑él sagte: Man könnte glauben, man dürfe in der Jetztzeit den zweiten Zehnten nach Jerušalem bringen und ihn da [unausgelöst] essen. Dies wäre durch einen Schluß zu folgern: das Erstgeborene benötigt des Hinbringens nach der Stätte$fn169, und ebenso benötigt auch der zweite Zehnt des Hinbringens nach der Stätte, wie nun das Gesetz vom Erstgeborenen nur zur Zeit des Tempels Geltung hat, ebenso auch [die Auslösung] des Zehnten nur zur Zeit des Tempels. [Wenn man einwendet:] wohl das Erstgeborene, weil bei diesem Blutsprengen und Darbringung der Opferteile auf dem Altar erforderlich$fn170ist, so beweisen die Erstlinge [das Entgegengesetzte$fn171. Doch ist zu erwidern:] wohl die Erstlinge, die des Niederlegens$fn172nicht benötigen. Daher heißt es:$fn173<i>du sollst essen vor dem Herrn, deinem Gott &amp;c.;</i> er vergleicht also den Zehnten mit den Erstgeborenen, wie [das Gesetz vom] Erstgeborenen nur zur Zeit des Tempels Geltung hat, ebenso auch [die Auslösung des] Zehnten nur zur Zeit des Tempels. Wenn dem nun so$fn174wäre, so sollte er doch eingewandt haben: wohl die Erstlinge, weil sie des Lesens [der Eulogie] und des Niederlegens benötigen. R. Aši erwiderte: Wenn man auch zugibt, daß es nicht unerläßlich ist, so ist es ja aber immerhin Gebot, somit könnte er dies ja auch auf Grund des Gebotes eingewandt haben!? Vielmehr, sagte R. Aši, da auch der Proselyt die Erstlinge darbringen muß, der sagen müßte :$fn175<i>das der Herr unseren Vorfahren durch einen Schwur verheißen hat</i>, was er doch nicht kann, so wäre [dieser Einwand] nicht stichhaltig. – Sollte er doch das Resultat$fn176 zusammengefaßt und [einen Schluß] durch das Gemeinsame$fn176an ihnen gefolgert haben!? – Dagegen wäre zu erwidern: das Gemeinsame bei ihnen ist, daß beide zum Altar gelangen$fn177. – Welcher Ansicht ist er: ist er der Ansicht, die erste Heiligung$fn178galt sowohl für die damalige Zeit als auch für die Zukunft$fn179, so sollte dies auch hinsichtlich des Erstgeborenen gelten, und ist er der Ansicht, die erste Heiligung galt nur für die damalige Zeit und nicht für die Zukunft, so sollte es ihm auch hinsichtlich des Erstgeborenen fraglich$fn180sein!? Rabina erwiderte: Tatsächlich ist er der Ansicht, [die erste Heiligung] galt für die damalige Zeit und für die Zukunft, nur handelt es sich hier um ein Erstgeborenes, dessen Blut vor der Zerstörung des Tempels gesprengt wurde, und der Tempel darauf zerstört worden und das Fleisch noch vorhanden ist. Man vergleiche das Fleisch mit dem Blute: wie zum [Sprengen des] Blutes der Altar erforderlich ist, ebenso ist zum [Genüsse des] Fleisches der Altar erforderlich, und ferner vergleiche man den Zehnten mit dem Erstgeborenen. – Kann man denn von dem, was durch Vergleichung gefolgert wird, anderes durch Vergleichung folgern!? – Der Getreidezehnt"
Makkot 19b:1,"ist Profanes$fn181. – Allerdings nach demjenigen, welcher sagt, man richte sich hierbei nach dem, was gefolgert wird, wie ist es aber zu erklären nach demjenigen, welcher sagt, man richte sich hierbei nach dem, wovon gefolgert wird!? – Das Blut und das Fleisch gehören zusammen$fn182."
Makkot 19b:2,"H<small>OCHHEILIGES</small> &amp;<small>C</small>. Dies$fn183haben wir ja bereits gelernt: zweiten Zehnten und Heiliges, die nicht ausgelöst worden sind!? R. Jose b. Hanina erwiderte: Die zweite Lehre handelt von dem Falle, wenn ein Reiner reinen zweiten Zehnten außerhalb der Stadtmauer gegessen hat, und die erste Lehre handelt von dem Falle, wenn ein Unreiner [reinen, oder ein Reiner] unreinen zweiten Zehnten in Jerušalem [unausgelöst] gegessen hat. – Woher, daß man dabei wegen [Essens in] Unreinheit strafbar ist? – Es wird gelehrt: R. Šimo͑n sagte :$fn184<i>Ich habe nichts davon in Unreinheit fortgeschafft</i>, einerlei ob ich unrein und dieser rein, oder ich rein und dieser unrein war. Wo das Verbot des Essens [in Unreinheit] sich befindet, weiß ich nicht$fn185. – Von der Unreinheit des Körpers heißt es ja ausdrücklich :$fn186<i>wer solches berührt, ist unrein bis zum Abend und darf nichts Heiliges essen</i>!? – Vielmehr, woher dies von der Unreinheit [des Zehnten] selber. Hierbei$fn187heißt es: <i>du darfst in deinen Ortschaften nicht essen</i>, und dort$fn188heißt es: <i>in deinen Ortschaften sollst du es essen, rein oder unrein</i>. Ferner wurde in der Schule R. Jišma͑éls gelehrt: Ein Unreiner und ein Reiner dürfen davon ohne Rückhalt aus einer Schüssel$fn189essen. Und der Allbarmherzige sagt, das Essen in Unreinheit, das ich dir hierbei$fn190erlaubt habe, ist dort$fn191 verboten. – Woher, daß solcher ausgelöst werden kann? – R. Elea͑zar sagte: Woher, daß man den zweiten Zehnten, wenn er unrein wird, auch in Jerušalem auslösen kann? Es heißt :$fn192<i>wenn du es nicht tragen kannst</i>, und unter ‘tragen’ ist ‘essen’ zu verstehen, denn es heißt :$fn193<i>er ließ ihnen von ihm her Tischgaben auftragen</i>."
Makkot 19b:3,"R. Bebaj sagte im Namen R. Asis: Woher, daß man den zweiten Zehnten auslösen kann, selbst wenn er sich nur einen Schritt außerhalb der Stadtmauer$fn194befindet? Es heißt: <i>wenn du es nicht tragen kannst</i>$fn195. – Dieser [Schriftvers] ist ja für die Lehre R. Elea͑zars nötig!? – Es könnte ja heißen: nicht essen kannst, und es heißt: tragen. – Vielleicht deutet er n ur auf diese Lehre!? – Es könnte ja heißen: nicht anfassen kannst, wenn es aber tragen heißt, so ist hieraus beides zu entnehmen."
Makkot 19b:4,"R. Ḥananja und R. Hoša͑ja saßen vor dem Tore von Jerušalem und warfen folgende Frage auf: Selbstverständlich hat, wenn er außerhalb und sein Gepäck$fn196innerhalb sich befindet, die Mauer es aufgenommen$fn197; wie ist es aber, wenn er innerhalb und sein Gepäck außerhalb$fn198sich befindet!? – Da rezitierte ihnen ein Greis [eine Lehre] aus der Schule des R. Šimo͑n b. Joḥaj :$fn199<i>Wenn die Stätte zu weit von dir entfernt ist</i>, von deiner ganzen Ausdehnung$fn200. R. Papa fragte: Wie ist es, wenn man es an einem Stabe$fn201trägt? – Dies bleibt unentschieden."
Makkot 19b:5,"R. Asi sagte im Namen R. Joḥanans: Von wann ab ist man wegen des zweiten Zehnten$fn202strafbar? Sobald er die Stadtmauer gesehen$fn203hat. – Aus welchem Grunde? – Die Schrift sagt:$fn204<i>vor dem Herrn, deinem Gott</i>, und ferner heißt es:$fn205<i>du darfst es nicht in deinen Ortschaften essen;</i> wo der Schriftvers: <i>vor dem Herrn, deinem Gott, sollst du es essen</i>, Geltung hat, gilt auch der Schriftvers: <i>du darfst es nicht in deinen Ort- schaften essen</i>, und wo der Schriftvers: <i>vor dem Herrn, deinem Gott, sollst du es essen</i>, keine Geltung$fn206hat, gilt auch nicht der Schriftvers: <i>du darfst es in deinen Ortschaften nicht essen</i>. Man wandte ein: R. Jose sagte: Wenn einem Priester eine Feige von Unverzehntetem in die Hand gekommen ist und er bestimmt$fn207hat: die Hebe dieser Feige befinde sich am Stengel, der erste Zehnt an der Nordseite und der zweite Zehnt an der Südseite, und diese, wenn es ein Jahr ist, in dem der zweite Zehnt abgesondert wird, in Jerušalem, oder in dem der Armenzehnt abgesondert wird, in der Provinz sich befindet, so ist er, wenn er sie gegessen"
Makkot 20a:1,"hat, einmal zu geißeln$fn208 ; wenn ein Gemeiner sie gegessen hat, so ist er zweimal$fn209zu geißeln; hätte er sie aber vorher$fn210gegessen, wäre er nur einmal$fn211,zu geißeln. Also nur dann, wenn sie sich in Jerušalem befindet, wenn aber in der Provinz, so würde er dreimal zu geißeln sein, obgleich sie nicht die Stadtmauer noch gesehen hat!? – Wenn sie [in Jerušalem] war und herausgebracht worden ist. – Wozu braucht er dies demnach zu lehren!? – Hier handelt es sich um den Fall, wenn sie unverzehntet hineingebracht worden ist, denn er ist der Ansicht, nicht abgesonderte Abgaben gelten als abgesondert$fn212. – Ist R. Jose denn der Ansicht, nicht abgesonderte Abgaben gelten als abgesondert, es wird ja gelehrt: R. Šimo͑n b. Jehuda sagte im Namen R. Joses: Die Schale Šammajs und die Schule Hillels stimmen überein, daß man den zweiten Zehnten von Früchten, die unfertig$fn213in Jerušalem waren, auslösen und überall essen darf, sie streiten nur über Früchte, die fertig in Jerušalem waren; die Schule Šammajs sagt, man bringe den zweiten Zehnten zurück nach Jerušalem und esse ihn da, und die Schule Hillels sagt, man dürfe ihn auslösen und überall essen. Wenn man nun sagen wollte, nicht abgesonderte Abgaben gelten als abgesondert, so sollte ihn doch die Mauer aufgenommen$fn214haben!? Rabba erwiderte: Hinsichtlich des Essens$fn215ist die Mauer Vorschrift der Tora, hinsichtlich der Aufnahme ist sie eine Bestimmung der Rabbanan, und die Bestimmung der Rabbanan erstreckt sich nun auf den Fall, wenn [der Zehnt] gesondert ist, nicht aber, wenn er im Unverzehnteten enthalten ist. Rabina erklärte: Wenn man sie$fn216an einem Stabe hält; somit ist hieraus die Frage R. Papas$fn217zu entscheiden."
Makkot 20a:2,"<b>W</b><small>ER SICH EINE</small> G<small>LATZE AM</small> K<small>OPFE</small>$fn218<small>SCHERT, ODER DIE</small> S<small>CHLÄFENWINKEL SEINES</small> H<small>AUPTHAARES</small>$fn219<small>RUNDSTUTZT, ODER DIE</small> E<small>CKE SEINES</small> B<small>ARTES</small>$fn219 <small>VERSTÜMMELT, ODER WEGEN EINES</small> T<small>OTEN EINE</small> E<small>INKRATZUNG AM</small> L<small>EIBE</small>$fn220 <small>MACHT, IST STRAFBAR</small>. <sup>v</sup> W<small>ER EINE</small> E<small>INKRATZUNG WEGEN FÜNF</small> T<small>OTEN, ODER FÜNF</small> E<small>INKRATZUNGEN WEGEN EINES</small> T<small>OTEN MACHT, IST WEGEN JEDER BESONDERS STRAFBAR</small>. [M<small>AN IST STRAFBAR</small>] <small>WEGEN DES</small> H<small>AUPTHAARES ZWEIMAL: EINMAL WEGEN DER EINEN</small> S<small>EITE UND EINMAL WEGEN DER ANDEREN</small> S<small>EITE; WEGEN DES</small> B<small>ARTES: ZWEIMAL WEGEN DER EINEN</small> S<small>EITE, ZWEIMAL WEGEN DER ANDEREN</small> S<small>EITE UND EINMAL WEGEN DER UNTEREN</small> [E<small>CKE</small>]. R. E<small>LIE͑ZER SAGTE</small>: H<small>AT MAN IHN MIT EINEM</small> M<small>AL ABGENOMMEN, SO IST MAN NUR EINMAL STRAFBAR</small>. M<small>AN IST NUR DANN STRAFBAR, WENN MAN IHN MIT EINEM</small> S<small>CHERMESSER ABGENOMMEN HAT</small> ; R. E<small>LIE͑ZER SAGT, MAN SEI STRAFBAR, AUCH WENN MAN IHN MIT EINER</small> Z<small>ANGE ODER MIT EINER</small> F<small>EILE ABGENOMMEN HAT</small>."
Makkot 20a:3,"GEMARA. Die Rabbanan lehrten :$fn221<i>sie sollen sich keine Glatze scheren;</i> man könnte glauben, auch wer sich vier oder fünf Glatzen schert, sei nur einmal ¡strafbar, so heißt es <i>Glatze</i>, und, dies$fn222besagt, daß man wegen jeder Glatze besonders strafbar sei.$fn221<i>An ihrem Kopfe;</i> worauf deutet dies? Da es heißt :$fn223<i>ihr sollt euch wegen eines Toten keine Einritzungen machen, noch zwischen euren Augen eine Glatze scheren</i>, so könnte man glauben, man sei strafbar nur, wenn man sie zwischen den Augen geschoren hat, woher nun, daß der ganze Kopf einbegriffen ist? Es heißt: <i>an ihrem Kopfe</i>, dies schließt den ganzen Kopf ein. Ich weiß dies nur von Priestern, denen die Schrift mehr Gebote auferlegt hat, woher dies von Jisraéliten? Hier heißt es <i>Glatze</i> und dort heißt es ebenfalls <i>Glatze</i>, wie man nun hier$fn224wegen jeder Glatze besonders strafbar ist, auch wegen des ganzen Kopfes wie wegen einer zwischen den Augen, ebenso ist man dort$fn225wegen jeder Glatze besonders strafbar, auch wegen des ganzen Kopfes, wie wegen einer zwischen den Augen; und wie dort in dem Falle, wenn es wegen eines Toten erfolgt, ebenso hier in dem Falle, wenn es wegen eines Toten erfolgt. – Wie soll er sich die vier oder fünf Glatzen geschoren haben: wenn hintereinander, bei fünf"
Makkot 20b:1,"Warnungen, so ist dies ja selbstverständlich; wenn aber mit einem Male, bei einer Warnung, wieso ist er wegen jeder [besonders] strafbar!? Wir haben ja gelernt: Wenn ein Nazir$fn226den ganzen Tag Wein getrunken hat, so ist er nur einmal strafbar; wenn man aber wiederholt zu ihm gesagt hat, daß er nicht trinke, und er trotzdem getrunken hat, so ist er wegen jedes Males besonders strafbar. – Hier handelt es sich um den Fall, wenn er die fünf Finger [mit Rasiersalbe] bestrichen hat und mit einem Mal [über den Kopf] gefahren ist; die Warnung gilt dann für jede [Glatze] besonders."
Makkot 20b:2,"Welche Größe muß die Glatze$fn227haben? R. Hona sagte: Daß sie vom Kopfe absticht. R. Joḥanan sagte im Namen des R. Elie͑zer b. R. Šimo͑n: Wie ein Graupenkorn. Hierüber [streiten] auch folgende Tannaím: Welche Größe muß die Glatze haben? [Wie ein Graupenkorn;] manche sagen, daß sie vom Kopfe absticht. R. Jehuda b. Ḥabiba sagte: Hierüber streiten drei Tannaím; einer sagt: wie ein Graupenkorn, einer sagt: daß sie vom Kopfe absticht, und einer sagt: wie zwei Haare. Mancher läßt fort [die Ansicht:] wie zwei Haare, und fügt hinzu: wie eine Linse. Als Merkzeichen diene dir: ein Aussatzfleck wie ein Graupenkom und eine Wunde wie eine Linse$fn228."
Makkot 20b:3,"Es wird gelehrt: Wer am Šabbath eine Schere voll [Haare] abnimmt, ist strafbar. – Wieviel heißen eine Schere voll? R. Jehuda erwiderte: Zwei. – Es wird ja aber gelehrt: zwei hinsichtlich der Glatze!? – Lies: ebenso zwei hinsichtlich der Glatze. Ebenso wird auch gelehrt: Wer am Šabbath eine Schere voll [Haare] abnimmt, ist strafbar. Wieviel heißen eine Schere voll? Zwei; R. Elie͑zer sagt, eines. Die Weisen pflichten jedoch R. Elie͑zer bei, daß man, wenn man weiße aus schwarzen herausliest, schon wegen eines strafhar$fn229sei. Dies ist sogar wochentags verboten, wegen :$fn230<i>ein Mann soll keine Weiberkleider anziehen</i>$fn231."
Makkot 20b:4,"O<small>DER DIE</small> S<small>CHLÄFENWINKEL SEINES</small> H<small>AUPTHAARES RUNDSTUTZT</small>. Die Rabbanan lehrten: Die Schläfenwinkel des Haupthaares, [das heißt:] der Abschluß des Haupthaares. Was heißt ‘Abschluß des Haupthaares’? Wenn man die Schläfen mit den Teilen hinter den Ohren und der Stirn gleichmacht$fn232."
Makkot 20b:5,"Ein Schüler rezitierte vor R. Ḥisda: Sowohl der Rundstutzende als auch der Rundgestutzte ist zu geißeln. Dieser entgegnete ihm: Wer Datteln aus einem Siebe gegessen hat, sollte gegeißelt werden$fn233!? Wenn man dich aber fragt: nach wessen Ansicht? [so sage:] nach R. Jehuda, welcher sagt, wegen eines Verbotes, durch das keine Tätigkeit ausgeübt wird, sei zu geißeln. Raba erklärte: Wenn jemand sich selber$fn234rundstutzt, nach aller Ansicht. R. Aši erklärte: Wenn er mithilft, nach aller Ansicht."
Makkot 20b:6,"O<small>DER DIE</small> E<small>CKEN SEINES</small> B<small>ARTES VERSTÜMMELT</small>. Die Rabbanan lehrten: Die Ecken seines Bartes, [das heißt:] den Abschluß seines Bartes. Was heißt ‘Abschluß des Bartes’? Die ganze Rundung des Bartes."
Makkot 20b:7,"E<small>INE</small> E<small>INKRATZUNG MACHT</small> &amp;<small>C</small>. Die Rabbanan lehrten :$fn235<i>Einkratzungen macht</i>, man könnte glauben, [man sei strafbar,] auch wenn man es getan hat, weil ihm sein Haus eingestürzt oder sein Schiff im Meere untergegangen ist, so heißt es:$fn235<i>wegen eines Toten;</i> man ist nur dann strafbar, wenn es wegen eines Toten erfolgt ist. Woher, daß man, wenn man wegen eines Toten fünf Einkratzungen gemacht hat, wegen einer jeden besonders strafbar sei? Es heißt: <i>und Einkratzungen</i>, dies lehrt, daß man wegen jeder Einkratzung besonders strafbar sei. R. Jose sagte: Woher, daß man, wenn man eine Einkratzung wegen fünf Toten gemacht hat, wegen eines jeden besonders strafbar sei? Es heißt: <i>wegen eines Toten;</i> dies lehrt, daß man wegen eines jeden Toten besonders strafbar sei. – Dies schließt ja also den Fall aus, [wenn es erfolgt,] weil ihm sein Haus eingestürzt oder sein Schiff im Meere untergegangen ist!? – R. Jose ist der Ansicht, Einkratzungen und Einritzungen seien dasselbe,"
Makkot 21a:1,und bei den [letzteren] heißt es: <i>wegen eines Toten</i>.
Makkot 21a:2,"Šemuél sagte: Wer Einkratzungen mit einem Geräte macht, ist strafbar. Man wandte ein: Einkratzungen und Einritzungen sind dasselbe, nur erfolgen Einkratzungen mit der Hand und Einritzungen mit einem Geräte$fn236!? – Er ist der Ansicht R. Joses."
Makkot 21a:3,"Ein Jünger rezitierte vor R. Joḥanan: Wegen eines Toten ist man strafbar, einerlei ob mit der Hand oder mit einem Geräte; wegen eines Götzen$fn237ist man strafbar, wenn mit der Hand, und frei, wenn mit einem Geräte. – In der Schrift heißt es ja aber entgegengesetzt:$fn238<i>und sie machten sich nach ihrer Weise Einritzungen mit Schwertern und Spießen</i>!? – Sage vielmehr: frei, wenn mit der Hand, und strafbar, wenn mit einem Geräte."
Makkot 21a:4,M<small>AN IST STRAFBAR WEGEN DES</small> H<small>AUPTHAARES</small>. R. Šešeth zeigte auf die Verbindungsstelle des Schädels$fn239.
Makkot 21a:5,"W<small>EGEN DES</small> B<small>ARTES: ZWEIMAL WEGEN DER EINEN</small> S<small>EITE, ZWEIMAL WEGEN DER ANDEREN</small> S<small>EITE UND EINMAL WEGEN DER UNTEREN</small> [E<small>CKE</small>] R. Šešeth zeigte auf die Teilungen des Bartes."
Makkot 21a:6,"R. E<small>LIE͑ZER SAGTE</small> : H<small>AT MAN IHN ABGENOMMEN</small> &amp;<small>C</small>. Er ist der Ansicht, es sei nur ein Verbot."
Makkot 21a:7,"M<small>AN IST NUR DANN STRAFBAR, WENN MAN IHN MIT EINEM</small> S<small>CHERMESSER ABGENOMMEN HAT</small>. Die Rabbanan lehrten:$fn240<i>Und den Rand ihres Bartes sollen sie nicht scheren;</i> man könnte glauben, man sei strafbar, auch wenn man ihn mit einer Schere abgenommen hat, so heißt es: <i>nicht verstümmeln</i>. Da nun das Verstümmeln ein Verbot ist, so könnte man glauben, man sei strafbar, auch wenn man ihn mit einer Zange oder einer Feile abgenommen hat, so heißt es: <i>nicht scheren;</i> welches Gerät schert und verstümmelt? Das Schermesser."
Makkot 21a:8,"R. E<small>LIE͑ZER SAGT, MAN SEI STRAFBAR, AUCH WENN MAN IHN MIT EINER</small> Z<small>ANGE ODER MIT EINER</small> F<small>EILE ABGENOMMEN HAT</small>. Welcher Ansicht ist er: hält er [vom Schlusse] durch Wortanalogie$fn241, so sollte doch ein Schermesser erforderlich sein, und hält er nicht [vom Schlusse] durch Wortanalogie, so sollte es doch auch mit einer Schere nicht [strafbar sein]!? – Tatsächlich hält er [vom Schlusse] durch Wortanalogie, nur ist er der Ansicht, diese seien ebenfalls zum Rasieren geeignet."
Makkot 21a:9,"<sup>vi</sup> <b>W</b><small>ER</small>$fn242S<small>CHRIFTZEICHEN</small>$fn243[<small>AN SEINEM</small> K<small>ÖRPER</small>] <small>EINÄTZT</small>. H<small>AT ER GESCHRIEBEN UND NICHT EINGEÄTZT, EINGEÄTZT ABER NICHT GESCHRIEBEN, SO IST ER NICHT STRAFBAR; WENN ER GESCHRIEBEN UND EINGEÄTZT HAT, MIT</small> T<small>INTE</small>, S<small>CHWÄRZE ODER WAS SONST</small> [<small>BLEIBEND</small>] <small>ZEICHNET</small>. R. <small>ŠIMO͑N B</small>. J<small>EHUDA SAGTE IM</small> N<small>AMEN</small> R. Š<small>IMO͑NS</small>: E<small>R IST NUR DANN STRAFBAR, WENN ER DA EINEN</small> G<small>OTTESNAMEN GESCHRIEBEN HAT, DENN ES HEISST:</small>$fn244<i>ihr sollt euch nicht Schriftzeichen einätzen, ich bin der Herr</i>."
Makkot 21a:10,"GEMARA. R. Aḥa, der Sohn Rabas, sprach zu R. Aši: Nur wenn er wörtlich geschrieben hat: Ich bin der Herr. Dieser erwiderte ihm: Bar Qappara lebrte, er sei nur dann strafbar, wenn er den Namen eines Götzen eingeätzt hat, denn es heißt: <i>ihr sollt euch nicht Schriftzeichen einätzen ich bin der Herr;</i> ich bin der Herr, aber kein anderer."
Makkot 21a:11,"R. Malkija sagte im Namen des R. Ada b. Ahaba: Es ist verboten, Asche auf eine Wunde zu legen, weil dies den Anschein einer Schriftätzung hat. R. Naḥman, Sohn des R. Iqa, sagte: [Die Lehren] vom Spieße$fn245, von den Sklavinnen$fn246und von den Grübchen$fn247sind von R. Malkiju; die von den Haarlocken$fn248, von der Asche und vom Käse$fn240sind von R. Malkija. R. Papa sagte: Auf eineMišna oder eineBarajtha bezügliches ist von R. Malkija, selbständige Lehren sind von R. Malkiju. Als Merkzeichen diene dir: die Mišna ist Königin$fn250. – Welchen Unterschied gibt es zwischen ihnen? – Einen Unterschied gibt es zwischen ihnen bei [der Lehre von] den Sklavinnen. R. Bebaj b. Abajje war vorsichtig sogar mit einer Wunde$fn251der Schröpflanzette. R. Aši sagte: Ist da eine Wunde, so beweist es ja die Wunde."
Makkot 21a:12,"<b>W</b><small>ENN EIN</small> N<small>AZIR DEN GANZEN</small> T<small>AG</small> W<small>EIN GETRUNKEN HAT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ABER WIEDERHOLT ZU IHM GESAGT HAT, DASS ER NICHT TRINKEN SOLLE, UND ER TROTZDEM GETRUNKEN HAT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. <sup>vii</sup> W<small>ENN ER SICH DEN GANZEN</small> T<small>AG FORTWÄHREND VERUNREINIGT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ABER WIEDERHOLT ZU IHM GESAGT HAT, DASS ER SICH NICHT VERUNREINIGEN SOLLE, UND ER SICH TROTZDEM VERUNREINIGT HAT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. <sup>viii</sup> W<small>ENN ER SICH DEN GANZEN</small> T<small>AG FORTWÄHREND RASIERT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ABER WIEDERHOLT ZU IHM GESAGT HAT, DASS ER SICH NICHT RASIEREN SOLLE, UND ER SICH TROTZDEM RASIERT HAT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. W<small>ENN EINER WÄHREND DES GANZEN</small> T<small>AGES FORTWÄHREND</small> M<small>ISCHGEWEBE ANZIEHT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ZU IHM ABER WIEDERHOLT GESAGT HAT, DASS ER ES NICHT ANZIEHEN SOLLE, UND ER ES TROTZDEM FORTWÄHREND AUSZIEHT UND ANZIEHT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. M<small>ANCHER PFLÜGT EIN</small> B<small>EET UND</small>"
Makkot 21b:1,<small>IST DIESERHALB WEGEN</small> Ü<small>BERTRETUNG VON ACHT</small> V<small>ERBOTEN STRAFBAR</small>. W<small>ENN EIN PRIESTERLICHER</small> N<small>AZIR AN EINEM</small> F<small>ESTE IM</small> S<small>IEBENTJAHRE AUF EINEM UNREINEN</small> P<small>LATZE</small> M<small>ISCHSAAT SÄEND</small> (<small>IM</small> W<small>EINBERG</small>) <small>MIT</small> O<small>CHS UND</small> E<small>SEL DES</small> H<small>EILIGTUMS</small>$fn252<small>PFLÜGT</small>. <sup>ix</sup> Ḥ<small>ANANJA B</small>. Ḥ<small>AKHINAJ SAGTE :</small> E<small>R KANN NOCH</small> M<small>ISCHGEWEBE ANGEHABT HABEN</small>. S<small>IE ERWIDERTEN IHM:</small> D<small>IES GEHÖRT NICHT ZU DIESEM</small>$fn253R<small>UBRUM</small>. E<small>R ENTGEGNETE IHNEN:</small> A<small>UCH</small> [<small>DAS</small> V<small>ERBOT HINSICHTLICH DES</small>] N<small>AZIRÄERS GEHÖRT NICHT ZU DIESEM</small> R<small>UBRUM</small>.
Makkot 21b:2,"GEMARA. R. Bebaj sagte$fn254im Namen R. Joses: Ist unter anziehen und ausziehen zu verstehen, wenn man es wirklich [auszieht und] anzieht, oder auch, wenn man nur den Ärmel anzieht und abstreift. Da zeigte R. Aḥa, Sohn des R. Iqa: anziehen und Ausziehen. R. Aši sagte: Man ist strafbar, auch wenn man es nur so lange angehabt hat, als man es aus- und anziehen kann$fn255."
Makkot 21b:3,"M<small>ANCHER PFLÜGT EIN</small> B<small>EET</small> &amp;<small>C</small>. R. Jannaj sagte: Im Kollegium stimmten sie ab, wer Mischsaat mit Erde bedeckt, sei zu geißeln. R. Joḥanan sprach zu ihnen: Das lehrt ja unsere Mišna: Mancher pflügt ein Beet und ist dieserhalb wegen Übertretung von acht Verboten schuldig. Wenn &amp;c. Mischsaat säend mit Ochs und Esel des Heiligtums pflügt. In welchem Falle kann nun der Pflügende wegen der Mischsaat strafbar sein? Doch wohl, wenn er sie im Gehen mit Erde bedeckt. Dieser erwiderte: Würdest du denn, wenn ich dir die Scherbe nicht aufgehoben hätte, darunter die Perle gefunden haben!? Reš Laqiš sprach zu R. Joḥanan: Hätte ein bedeutender Mann dich [dieserhalb] nicht gelobt, so würde ich gesagt haben, unsere Mišna vertrete die Ansicht R. A͑qibas, welcher sagt, daß auch wegen des Stehenlassens von Mischsaat zu geißeln sei. Es wird nämlich gelehrt: Wer Mischpflanzen jätet oder [Saaten] mit Erde bedeckt, ist zu geißeln. R. A͑qiba sagt, auch wer sie stehen läßt. – Was ist der Grund R. A͑qibas? – Es wird gelehrt :$fn256<i>Du sollst dein Feld nicht mit Mischsaat besäen</i>; ich weiß dies also nur vom Säen, woher dies vom Stehenlassen? [Es heißt:] <i>Mischsaat in deinem Felde sollst du nicht</i>$fn257."
Makkot 21b:4,"U͑la sprach zu R. Naḥman: Sollte er doch gegeißelt werden auch wegen des Säens$fn258am Feste!? Dieser erwiderte: Manches lehrt er und manches läßt er fort. Jener entgegnete: Der Autor lehrt ‘acht’, und du sagst, manches lehre er und manches lasse er fort!? Raba erwiderte: Eine Trennung der Arbeiten$fn259gibt es nur am Šabbath, nicht aber am Feste. Jener sprach: So ist es auch. Abajje wandte gegen ihn ein: Gibt ets denn am Fest keine Trennung der Arbeiten, wir haben ja gelernt: Wer [am Feste] eine Spannader$fn260mit Milch kocht und sie ißt, ist fünfmal zu geißeln; er ist zu geißeln wegen des Essens der Spannader, er ist zu geißeln wegen des Kochens$fn261am Feste, er ist zu geißeln wegen des Kochens der Spannader mit Milch, er ist zu geißeln wegen des Essens von Fleisch mit Milch, und er ist zu geißeln wegen des Feueranzündens. Wenn dem nun so$fn262wäre, sollte er wegen des Feueranzündens,"
