Index Title,Numbers
Numbers 27:17,"Któryby wychodził przed nimi, i któryby wchodził przed nimi; któryby ich wywodził i któryby ich przywodził; a niechaj nie zostanie zbór Wiekuistego jako owce, które nie mają pasterza!"" "
Numbers 27:18,"I rzekł Wiekuisty do Mojżesza: ""Weź sobie Jehoszuę, syna Nuna, męża obdarzonego duchem, a połóż rękę twoję nań; "
Numbers 27:19,"I postaw go przed oblicze Elazara, kapłana, i przed oblicze całego zboru, a ustanów go przed oczyma ich, "
Numbers 27:20,"I złożysz nań część godności twojej, aby słuchał go cały zbór synów Israela. "
Numbers 27:21,"Przed obliczem téż Elazara, kapłana, stawać powinien, póki ten będzie badał zań postanowienia Urym przed Wiekuistym; według orzeczenia jego im wychodzić, i według orzeczenia jego im wchodzić: jemu i wszystkim synom Israela z nim, i całemu zborowi!"" "
Numbers 27:22,"I uczynił Mojżesz, jako mu rozkazał Wiekuisty i wziął Jehoszuę, i postawił go przed oblicze Elazara, kapłana, i przed oblicze całego zboru; "
Numbers 27:23,"I położył nań ręce swoje, i ustanowił go, jako powiedział Wiekuisty przez Mojżesza. "
Numbers 28:1,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 28:2,"""Rozkażesz synom Israela a powiesz im: ofiary Mojej, chleba Mojego z ofiar Moich ogniowych, woni przyjemnej dla Mnie, przestrzegajcie - abyście Mi ją przynosili czasu swojego. "
Numbers 28:3,"I powiesz im: oto ofiara ogniowa, którą przynosić macie Wiekuistemu: jagniąt - rocznych, zdrowych, dwoje na dzień, - jako całopalenie ustawiczne. "
Numbers 28:4,"Jagnię jedno sprawiaj zrana, a jagnię drugie sprawiaj nad wieczorem. "
Numbers 28:5,"I dziesiątą część efy mąki przedniej na ofiarę śniedną, zaczynionej oliwą wytłoczoną, czwartą częścią hynu. "
Numbers 28:6,"Całopalenie to ustawiczne, spełnione przy górze Synai, na woń przyjemną, na ogniową ofiarę Wiekuistemu; "
Numbers 28:7,A zalewka jej - czwarta część hynu na jagnię jedno; na świętém miejscu wylewać będziesz zalewkę mocną Wiekuistemu. 
Numbers 28:8,"A jagnię drugie sprawiaj nad wieczorem, z taką ofiarą śniedną jak z rana, i z taką zalewką spełniaj je, - na ofiarę ogniową, na woń przyjemną Wiekuistemu. "
Numbers 28:9,"A w dzień Sabbatu - dwoje jagniąt rocznych, zdrowych, i dwie dziesiąte efy mąki przedniej - na ofiarę śniedną, zaczynionej oliwą, wraz z zalewką jej, -  "
Numbers 28:10,"Całopalenie to od Sabbatu do Sabbatu, oprócz całopalenia ustawicznego, wraz z zalewką jego. "
Numbers 28:11,"A na nów miesięcy waszych przynosić będziecie na całopalenie Wiekuistemu: cielców młodych dwa, barana jednego, jagniąt rocznych siedm, zdrowych, "
Numbers 28:12,"I trzy dziesiąte efy mąki przedniej na ofiarę śniedną, zaczynionej oliwą, do każdego barana; "
Numbers 28:13,"A po dziesiątej części efy mąki przedniej, zaczynionej oliwą, na ofiarę śniedną do każdego jagnięcia. Całopalenie to, woń przyjemna, ofiara ogniowa Wiekuistemu. "
Numbers 28:14,"A zalewki do nich: pół hynu będzie na cielca, a trzecia część hynu na barana, a czwarta część hynu wina na jagnię. Oto całopalenie od miesiąca do miesiąca przez wszystkie miesiące roku. "
Numbers 28:15,Kozieł téż jeden na ofiarę zagrzeszną Wiekuistemu; oprócz całopalenia ustawicznego spełnianym być winien wraz z zalewką jego. 
Numbers 28:16,"A miesiąca pierwszego, czternastego dnia tegoż miesiąca Pesach - Wiekuistemu. "
Numbers 28:17,Zaś piętnastego dnia tegoż miesiąca - święto uroczyste; przez siedm dni przaśniki jadać będziecie. 
Numbers 28:18,Dnia pierwszego - zgromadzenie świąteczne: żadnej pracy uciążliwej nie wykonywajcie; 
Numbers 28:19,"A składać będziecie ofiarę ogniową, całopalenie Wiekuistemu: cielców młodych dwa, barana jednego, i siedm jagniąt rocznych, zdrowe niechaj będą u was. "
Numbers 28:20,"A na ofiarę śniedną do tego, - mąki przedniej, zaczynionej oliwą, trzy dziesiąte efy na każdego cielca, a dwie dziesiąte na każdego barana - przygotowywać to macie; "
Numbers 28:21,"Po dziesiątej części efy przygotować masz na jagnię każde, z owych siedmiu jagniąt; "
Numbers 28:22,"I kozła jednego zagrzesznego, dla rozgrzeszenia was: "
Numbers 28:23,"Oprócz całopalenia porannego, będącego całopaleniem ustawiczném, przygotowywać to będziecie. "
Numbers 28:24,"Tak przygotujecie codzień przez siedm dni, na chleb ogniowy, na woń przyjemną Wiekuistemu; oprócz całopalenia ustawicznego przygotowywaném to będzie i zalewki jego; "
Numbers 28:25,Dnia zaś siódmego zgromadzenie świąteczne będzie u was; żadnej pracy uciążliwej nie wykonywajcie. 
Numbers 28:26,"W dzień zaś pierwocin, gdy składać będziecie nową ofiarę śniedną Wiekuistemu, w wasze święto tygodni, - zgromadzenie świąteczne będzie u was; żadnej pracy uciążliwej nie wykonywajcie. "
Numbers 28:27,"I składać będziecie całopalenie na woń przyjemną Wiekuistemu: cielców młodych dwa, barana jednego, siedm jagniąt rocznych. "
Numbers 28:28,"A na ofiarę śniedną do tego - mąki przedniej, zaczynionej oliwą, trzy dziesiąte efy na cielca każdego, dwie dziesiąte efy na barana każdego; "
Numbers 28:29,Po dziesiątej części efy na jagnię każde z owych siedmiu jagniąt; 
Numbers 28:30,"Kozła jednego, dla rozgrzeszenia was; "
Numbers 28:31,"Oprócz całopalenia ustawicznego, i śniednej jego ofiary przygotowywać to będziecie; zdrowe niechaj będą u was, z zalewkami do tego. "
Numbers 29:1,"Miesiąca zaś siódmego, pierwszego dnia miesiąca zgromadzenie świąteczne będzie u was; żadnej pracy uciążliwej nie wykonywajcie; dniem trąbienia będzie on wam! "
Numbers 29:2,"A przygotujecie całopalenie na woń przyjemną Wiekuistemu: cielca młodego jednego, barana jednego, jagniąt rocznych siedm, zdrowych; "
Numbers 29:3,"A na śniedną ofiarę do tego: mąki przedniej, zaczynionej oliwą, trzy dziesiąte efy na każdego cielca, dwie dziesiąte na każdego barana; "
Numbers 29:4,A po dziesiątej części efy na jagnię każde z owych siedmiu jagniąt; 
Numbers 29:5,"I kozła jednego, zagrzesznego, dla rozgrzeszenia was; "
Numbers 29:6,"Oprócz całopalenia miesięcznego i śniednej ofiary jego, i oprócz całopalenia ustawicznego i śniednej ofiary jego, wraz z zalewkami, podług przepisu o nich, - na woń przyjemną, na ofiarę ogniową Wiekuistemu. "
Numbers 29:7,"Dziesiątego zaś tegoż miesiąca siódmego, zgromadzenie świąteczne będzie u was; a będziecie udręczali dusze wasze; żadnej pracy wykonywać nie będziecie. "
Numbers 29:8,"I przynosić będziecie całopalenie Wiekuistemu na woń przyjemną: cielca młodego jednego, barana jednego, jagniąt rocznych siedm; zdrowe niech będą u was. "
Numbers 29:9,"A na ofiarę śniedną do tego: mąki przedniej, zaczynionej oliwą, trzy dziesiąte efy na każdego cielca, dwie dziesiąte na barana każdego; "
Numbers 29:10,Po dziesiątej części efy na jagnię każde z owych siedmiu jagniąt; 
Numbers 29:11,"Kozła jednego na ofiarę zagrzeszną, oprócz ofiary zagrzesznej oczyszczającej i całopalenia ustawicznego, wraz z śniedną ofiarą jego, i zalewkami ich. "
Numbers 29:12,"Piętnastego zaś dnia tegoż miesiąca siódmego, zgromadzenie świąteczne będzie u was: żadnej pracy uciążliwej nie wykonywajcie - a obchodzić będziecie uroczystość Wiekuistemu przez siedm dni; "
Numbers 29:13,"I przynosić będziecie całopalenie, ofiarę ogniową, woń przyjemną Wiekuistemu: cielców młodych trzynaście, baranów dwa, jagniąt rocznych czternaście; zdrowe niechaj będą. "
Numbers 29:14,"A na ofiarę śniedną do tego: mąki przedniej, zaczynionej oliwą, trzy dziesiąte efy na cielca każdego z owych trzynastu cielców; dwie dziesiąte na barana każdego z owych dwóch baranów. "
Numbers 29:15,A po dziesiątej części efy na jagnię każde z owych czternastu jagniąt; 
Numbers 29:16,"I kozła jednego na ofiarę zagrzeszną; oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewki do tego. "
Numbers 29:17,"A dnia drugiego - cielców młodych dwanaście, baranów dwa, jagniąt rocznych czternaście, zdrowych; "
Numbers 29:18,"Ofiarę zaś śniedną ich, i zalewki do cielców, baranów i jagniąt, stosownie do liczby ich, - według przepisu; "
Numbers 29:19,"I kozła jednego na ofiarę zagrzeszną, - oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewek do nich. "
Numbers 29:20,"A dnia trzeciego - cielców jedenaście, baranów dwa, jagniąt rocznych czternaście, zdrowych. "
Numbers 29:21,"Ofiarę zaś śniedną ich, i zalewki do cielców, baranów i jagniąt, stosownie do liczby ich, - według przepisu; "
Numbers 29:22,"I kozła zagrzesznego jednego, oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewki do tego. "
Numbers 29:23,"A dnia czwartego - cielców dziesięć, baranów dwa, jagniąt rocznych czternaście, zdrowych; "
Numbers 29:24,"Ofiarę śniedną ich, i zalewki do cielców, baranów i jagniąt, stosownie do liczby ich, - według przepisu; "
Numbers 29:25,"I kozła jednego na ofiarę zagrzeszną; oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewki do tego. "
Numbers 29:26,"A dnia piątego - cielców dziewięć, baranów dwa, jagniąt rocznych czternaście, zdrowych. "
Numbers 29:27,"Ofiarę zaś śniedną ich, i zalewki do cielców, baranów i jagniąt, stosownie do liczby ich, - według przepisu; "
Numbers 29:28,"I kozła zagrzesznego jednego, oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewki do tego. "
Numbers 29:29,"A dnia szóstego - cielców ośm, baranów dwa, jagniąt rocznych czternaście, zdrowych. "
Numbers 29:30,"Ofiarę zaś śniedną ich, i zalewki do cielców, baranów i jagniąt, stosownie do liczby ich, - według przepisu; "
Numbers 29:31,"I kozła zagrzesznego jednego, oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewek do nich. "
Numbers 29:32,"A dnia siódmego - cielców siedm, baranów dwa, jagniąt rocznych czternaście, zdrowych. "
Numbers 29:33,"Ofiarę zaś śniedną ich, i zalewki do cielców, baranów i jagniąt, stosownie do liczby ich, - według przepisu o nich. "
Numbers 29:34,"I kozła zagrzesznego jednego, oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewki do tego. "
Numbers 29:35,A dnia ósmego świętowanie będzie u was; żadnej roboty uciążliwej wykonywać nie będziecie. 
Numbers 29:36,"A przynosić będziecie całopalenie, ofiarę ogniową, na woń przyjemną Wiekuistemu, - cielca jednego, barana jednego, jagniąt rocznych siedm, zdrowych; "
Numbers 29:37,"Ofiarę śniedną ich, i zalewki do cielca, barana i jagniąt, stosownie do liczby ich, - według przepisu; "
Numbers 29:38,"I kozła zagrzesznego jednego, oprócz całopalenia ustawicznego, śniednej ofiary jego, i zalewki do tego. "
Numbers 29:39,"To spełniać będziecie Wiekuistemu w uroczystościach waszych, oprócz objat i dobrowolnych darów waszych, całopaleń i śniednych ofiar waszych, i zalewek i ofiar opłatnych waszych."" "
Numbers 29:40,"I opowiedział Mojżesz synom Israela o wszystkiem tak, jak rozkazał Wiekuisty Mojżeszowi. "
Numbers 30:1,"I oświadczył Mojżesz naczelnikom pokoleń synów Israela, i rzekł: ""Oto, co rozkazał Wiekuisty! "
Numbers 30:2,"Jeżeliby kto ślubował ślub Wiekuistemu, albo złożył przysięgę, związawszy zarzeczeniem duszę swoję, niechaj nie naruszy słowa swojego: podług wszystkiego, co wyszło z ust jego, niechaj spełni. "
Numbers 30:3,"Niewiasta téż, jeżeliby ślubowała ślub Wiekuistemu, albo związała się zarzeczeniem w domu ojca swojego, w młodości swojej; "
Numbers 30:4,"A słyszał jej ojciec ślub jej, albo zarzeczenie, którém związała duszę swą, a milczał na to ojciec jej: utwierdzają się wtedy wszystkie śluby jej, i każde téż zarzeczenie, którém związała duszę swą, utwierdza się. "
Numbers 30:5,"Jeżeliby zaś sprzeciwiał się temu ojciec jej, dnia, którego to usłyszał, - wtedy wszystkie śluby jej, albo wszystkie zarzeczenia, któremi związała duszę swą, nie utwierdzają się, a Wiekuisty wybaczy jej, - gdyż sprzeciwiał się temu ojciec jej. "
Numbers 30:6,"A jeśliby poszła za mąż, gdy były śluby jej na niej, albo wyrzeczenie ust jej, którém związała duszę swą, "
Numbers 30:7,"A usłyszałby mąż jej, a dnia, któregoby słyszał, milczał na to, - wtedy utwierdzają się śluby jej, i zarzeczenia, któremiby związała duszę swą, utwierdzają się; "
Numbers 30:8,"Gdyby zaś dnia, któregoby usłyszał mąż jej, sprzeciwił się temu; wtedy zniósł ślub, który na niej, i wyrzeczenie ust jej, którém związała duszę swą, - a Wiekuisty wybaczy jej. "
Numbers 30:9,"Wszakże ślub wdowy albo rozwódki, wszystko, czémby związała duszę swą, - utwierdza się dla niej. "
Numbers 30:10,"Jeżeliby zaś w domu męża swego ślubowała, albo związała zarzeczeniem duszę swą pod przysięgą, -  "
Numbers 30:11,"Jeżeli słyszał to mąż jej, a milczał na to, i nie sprzeciwiał się temu, - wtedy utwierdzają się wszystkie śluby jej, i każde zarzeczenie, którém związała duszę swą, utwierdza się; "
Numbers 30:12,"Ale gdyby zniósł je mąż jej dnia, którego to słyszał; wtedy wszystko, co wyszło z ust jej, tak śluby jej, jak zarzeczenie duszy jej, nie utwierdzają się: mąż jej zniósł je, a Wiekuisty wybaczy jej. "
Numbers 30:13,"Każdy ślub, i każde zaprzysiężone zarzeczenie się na udręczenie duszy - mąż jej może je utwierdzić, i mąż jej może je znieść; "
Numbers 30:14,"A jeżeliby mąż jej milczał na to dzień za dniem, to utwierdził tém wszystkie śluby jej, albo wszystkie zarzeczenia, które na niej; utwierdził je, gdyż milczał na to, dnia, którego to słyszał; "
Numbers 30:15,"Gdyby zaś zniósł je po usłyszeniu o tém, - tedy wziął na siebie winę jej."" "
Numbers 30:16,"Oto ustawy, które przykazał Wiekuisty Mojżeszowi odnośnie do męża i żony, ojca i córki jego, w młodości jej, w domu ojcowskim. "
Numbers 31:1,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 31:2,"""Pomścij krzywdę synów Israela nad Midjanitami poczém przyłączon będziesz do ludu twego!"" "
Numbers 31:3,"I rzekł Mojżesz do ludu, mówiąc: ""Uzbrójcie z pośród siebie ludzi na wojnę, aby szli przeciw Midjanitom, a wywarli pomstę Wiekuistego na Midjanitach; "
Numbers 31:4,"Po tysiącu z pokolenia, ze wszystkich pokoleń Israela wyszlecie na wojnę!"" "
Numbers 31:5,I wydzielono z tysięcy Israela po tysiącu z pokolenia - dwanaście tysięcy uzbrojonych do boju. 
Numbers 31:6,"I wyprawił ich Mojżesz po tysiącu z pokolenia na wojnę, ich i Pinchasa, syna Elazara, kapłana wojskowego, a przybory święte i trąby na trwogę w ręku jego. "
Numbers 31:7,"I napadli na Midjantów, jak rozkazał Wiekuisty Mojżeszowi, i zabili wszystkich mężczyzn; "
Numbers 31:8,"I królów Midjanu zabili między innymi poległymi: Ewiego, i Rekema, i Cura, i Chura, i Rebę, pięciu królów Midjanu, - Bileama téż, syna Beora, zabili mieczem. "
Numbers 31:9,"I zabrali w niewolę synowie Israela kobiety Midjańskie i dzieci ich, i wszystko bydło, i wszystkie stada i cały dobytek ich złupili; "
Numbers 31:10,"I wszystkie miasta w osiadłościach ich, i wszystkie zamki ich popalili ogniem; "
Numbers 31:11,"Zabrali téż wszystkie łupy i wszelką zdobycz wraz z ludźmi i bydłem, -  "
Numbers 31:12,"I sprowadzili do Mojżesza i do Elazara, kapłana, i do zboru synów Israela jeńców, zdobycz i łupy, do obozu na równiny Moabu, które nad Jardenem Jerychońskim. "
Numbers 31:13,"I wyszli Mojżesz i Elazar, kapłan, i wszyscy naczelnicy zboru na spotkanie ich po za obóz; "
Numbers 31:14,"Ale rozgniewał się Mojżesz na wodzów wojska, tysiączników i setników, którzy wrócili z wyprawy wojennej; "
Numbers 31:15,"I rzekł do nich Mojżesz: ""Zostawiliście przy życiu wszystkie kobiety!? "
Numbers 31:16,"Wszak to one przeznaczone były dla synów Israela, za sprawą Bileama, by skłonić do odstępstwa od Wiekuistego na rzecz Peora - z czego wynikła klęska w zborze Wiekuistego! "
Numbers 31:17,"Przetoż teraz pozabijajcie każdego chłopca z pośród dzieci, i każdą téż niewiastę, która poznała męża na łożu męzkiém - zabijcie; "
Numbers 31:18,"Wszystkie jednak dzieci płci żeńskiej, które nie poznały łoża męzkiego, zostawcie przy życiu dla siebie; "
Numbers 31:19,"Wy zaś obozujcie po za obozem przez siedm dni; każdy, który zabił człowieka, i każdy, który dotknął się poległego, oczyśćcie się dnia trzeciego i dnia siódmego, wy i jeńce wasi; "
Numbers 31:20,"Każdą téż szatę, i każdą rzecz skórzaną, i każdy wyrób z koziej sierści, i każde naczynie drewniane oczyścicie."" "
Numbers 31:21,"I rzekł Elazar, kapłan, do wojowników, którzy chodzili na wojnę: ""Oto ustawa zakonu, którą nakazał Wiekuisty Mojżeszowi: "
Numbers 31:22,"Tylko złoto, srebro, miedź, żelazo, cynę i ołów, -  "
Numbers 31:23,"Wszystko co przechodzi przez ogień, przeprowadzicie przez ogień, a czystém będzie, jednak i wodą oczyszczającą oczyszczoném być musi; wszystko zaś, co nie przechodzi przez ogień, przeprowadzicie przez wodę; "
Numbers 31:24,"Wypierzecie téż szaty wasze dnia siódmego, i oczyścicie się, a następnie możecie wnijść do obozu."" "
Numbers 31:25,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 31:26,"""Zbierz poczet całej zdobyczy pojmanej wraz z ludźmi i bydłem - ty i Elazar, kapłan, i naczelnicy rodów w zborze, "
Numbers 31:27,"I rozdziel tę zdobycz na pół między czynnych na wojnie, którzy występowali do boju, i między cały zbór; "
Numbers 31:28,"I pobierzesz podatek Wiekuistemu: od wojowników, którzy występowali do boju, po jednej duszy z pięciuset, tak z ludzi jak i z rogacizny, z osłów i z trzód. "
Numbers 31:29,"Z ich połowy to weźmiecie, i oddam to Elazarowi, kapłanowi, jako ""dań Wiekuistemu""; "
Numbers 31:30,"Z połowy zaś ""synów Israela"" weźmiesz po jednemu wziętemu z pięćdziesięciu - z ludzi, z rogacizny, z osłów i z trzód, z wszelkiego bydła domowego - i oddasz to Lewitom trzymającym straż przy przybytku Wiekuistego."" "
Numbers 31:31,"I uczynił Mojżesz i Elazar, kapłan, jako rozkazał Wiekuisty Mojżeszowi; "
Numbers 31:32,"A było owej zdobyczy, z pozostałości łupów, które zagrabił lud wojenny: owiec sześćkroć siedmdziesiąt pięć tysięcy; "
Numbers 31:33,Wołów - siedmdziesiąt dwa tysiące. 
Numbers 31:34,Osłów - sześćdziesiąt jeden tysięcy. 
Numbers 31:35,"A dusz ludzkich, - kobiet, które nie poznały łoża męzkiego, wszystkich dusz trzydzieści dwa tysiące. "
Numbers 31:36,"I tak była połowa, udział tych, którzy wystąpili byli do boju: liczba owiec - trzykroć trzydzieści siedm tysięcy pięćset; "
Numbers 31:37,I przypadło podatku dla Wiekuistego z owiec - sześćset siedmdziesiąt i pięć; 
Numbers 31:38,A wołów: trzydzieści sześć tysięcy; a podatek z nich dla Wiekuistego - siedmdziesiąt i dwa; 
Numbers 31:39,A osłów - trzydzieści tysięcy pięćset; a podatek z nich dla Wiekuistego - sześćdziesiąt i jeden; 
Numbers 31:40,A dusz ludzkich - szesnaście tysięcy; a podatek z nich dla Wiekuistego - trzydzieści i dwie dusze. 
Numbers 31:41,"I oddał Mojżesz podatek, - dań Wiekuistemu, Elazarowi, kapłanowi, jako rozkazał Wiekuisty Mojżeszowi. "
Numbers 31:42,"A z połowy synów Israela, którą oddzielił Mojżesz od ludzi wyszłych na wojnę, -  "
Numbers 31:43,Była zaś przypadająca na zbór połowa: owiec - trzykroć trzydzieści siedm tysięcy pięćset; 
Numbers 31:44,A wołów - trzydzieści sześć tysięcy; 
Numbers 31:45,A osłów - trzydzieści tysięcy pięćset; 
Numbers 31:46,"A dusz ludzkich - szesnaście tysięcy, -  "
Numbers 31:47,"I wziął Mojżesz z tej połowy synów Israela po jednemu wziętemu z pięćdziesięciu, z ludzi i z bydła, i oddał to Lewitom trzymającym straż przy przybytku Wiekuistego, jako rozkazał Wiekuisty Mojżeszowi. "
Numbers 31:48,"I przystąpili do Mojżesza wodzowie tysięcy wojska, tysiącznicy i setnicy; "
Numbers 31:49,"I rzekli do Mojżesza: ""Słudzy twoi zliczyli poczet wojowników poruczonych nam, a nie ubyło z nich nikogo; "
Numbers 31:50,"I tak przynosim na ofiarę Wiekuistemu, każdy co zdobył, naczynia złote, łańcuszki i naramienniki, pierścienie, zausznice i naszyjniki dla rozgrzeszenia dusz naszych przed Wiekuistym."" "
Numbers 31:51,"I przyjął Mojżesz i Elazar, kapłan, owo złoto od nich, wszelakie naczynia wyrobione; "
Numbers 31:52,"A było wszystkiego złota dani, którą złożyli Wiekuistemu, - szesnaście tysięcy siedmset pięćdziesiąt szekli od tysiączników i od setników. "
Numbers 31:53,Szeregowi zaś - grabili każdy dla siebie. 
Numbers 31:54,"I wziął Mojżesz i Elazar, kapłan, owo złoto od tysiączników i setników i wnieśli je do przybytku zboru jako pamiątkę od synów Israela przed Wiekuistym. "
Numbers 32:1,"A stad wiele mieli synowie Reubena i synowie Gada, moc wielką; i ujrzeli oni ziemię Jaazerską i ziemię Gileadską a oto, miejsce - miejsce dla stad! "
Numbers 32:2,"Przyszli tedy synowie Gada i synowie Reubena i rzekli do Mojżesza, i do Elazara, kapłana, i do naczelników zboru, w te słowa: "
Numbers 32:3,"""Atharoth, Dybon, Jaazer, Nymra, Cheszbon, Elale, Sebam, Nebo, i Beon, -  "
Numbers 32:4,"Ziemia, którą poraził Wiekuisty przed zborem Israela, - ziemią dla stad jest, a słudzy twoi mają stada!"" "
Numbers 32:5,"I rzekli: ""Jeżeliśmy znaleźli upodobanie w oczach twoich, niech oddana będzie ziemia ta sługom twoim na osiedlenie: nie przeprowadzaj nas za Jarden!"" "
Numbers 32:6,"I odpowiedział Mojżesz synom Gada i synom Reubena: ""Czyżby braciom waszym pójść na wojnę, a wam tu pozostać!? "
Numbers 32:7,"I czemuż odstręczacie serce synów Israela od przejścia do ziemi, którą daje im Wiekuisty! "
Numbers 32:8,"Tak to postąpili ojcowie wasi, gdym wysłał ich z Kadesz-Barnea dla wypatrzenia tej ziemi; "
Numbers 32:9,"Doszli oni do doliny Eszkol, i wypatrzywszy ziemię, odstręczyli serce synów Israela, aby nie szli do ziemi, którą daje im Wiekuisty; "
Numbers 32:10,"I wspłonął gniew Wiekuistego onego dnia, i poprzysiągł i rzekł: "
Numbers 32:11,"""Zaprawdę, nie ujrzą ci ludzie, wyszli z Micraim, od dwudziestu lat i wyżej, ziemi, którąm zaprzysiągł Abrahamowi, Ic'hakowi, i Jakóbowi, gdyż nie szli oni za Mną, -  "
Numbers 32:12,"Oprócz Kaleba, syna Jefunny Kenyzejczyka i Jehoszuego, syna Nuna, - gdyż oni szli za Wiekuistym!"" "
Numbers 32:13,"I wspłonął gniew Wiekuistego na Israela, i wodził ich po pustyni czterdzieści lat, póki nie wyginęło całe pokolenie czyniące to zło w oczach Wiekuistego. "
Numbers 32:14,"A oto powstaliście w ślad ojców waszych, płód ludzi występnych, aby powiększyć jeszcze zapalczywość gniewu Wiekuistego na Israela, "
Numbers 32:15,"Abyście odwrócili się od Niego, a zostawił go nadal na pustyni; i tak chcecie zgubić cały ten lud!"" "
Numbers 32:16,"Ale przystąpili oni do niego, i rzekli: ""Tylko zagrody owcze zbudujem tu dla stad naszych, i miasta dla dzieci naszych; "
Numbers 32:17,"Sami zaś zbrojno pospieszym przed synami Israela, dopóki nie zaprowadzim ich do miejsca; a zostaną dzieci nasze w miastach obronnych z powodu mieszkańców tej ziemi; "
Numbers 32:18,"Nie wrócim do domów naszych, aż uzyszczą synowie Israela, każdy posiadłość swoję; "
Numbers 32:19,"I nie weźmiemy udziału przy nich po drugiej stronie Jardenu i dalej, jeżeli udział nasz dostanie się nam po stronie Jardenu, ku wschodowi!"" "
Numbers 32:20,"I rzekł do nich Mojżesz: ""Jeżeli uczynicie to, jeżeli zbrojno pójdziecie przed obliczem Wiekuistego na wojnę, -  "
Numbers 32:21,"I pójdzie każdy z was zbrojno za Jarden przed obliczem Wiekuistego, dopóki nie wypędzi On wrogów Swoich przed Sobą, -  "
Numbers 32:22,"I pokonaną będzie ziemia przed Wiekuistym, a potem wrócicie: to będziecie czystymi przed Wiekuistym i przed Israelem, - a wtedy niechaj będzie ziemia ta posiadłością waszą przed Wiekuistym. "
Numbers 32:23,"Gdybyście zaś nie uczynili tak, oto zgrzeszyliście Wiekuistemu, a doznać wam kary, która spotka was! "
Numbers 32:24,"Budujcie sobie miasta dla dzieci waszych i zagrody dla stad waszych; ale, co wyszło z ust waszych, spełnijcie!"" "
Numbers 32:25,"I rzekli synowie Gada i synowie Reubena do Mojżesza tak: ""Słudzy twoi uczynią, jak pan nasz rozkazuje. "
Numbers 32:26,"Dzieci nasze, żony nasze, stada nasze i wszystkie bydło nasze pozostaną tam, w miastach Gileadu; "
Numbers 32:27,"A słudzy twoi pójdą wszyscy zbrojnym zastępem przed obliczem Wiekuistego, na wojnę, jako pan nasz powiada!"" "
Numbers 32:28,"I polecił ich Mojżesz Elazarowi, kapłanowi, i Jehoszuemu, synowi Nuna, i naczelnikom rodowym pokoleń synów Israela, -  "
Numbers 32:29,"I rzekł Mojżesz do nich: ""Jeżeli przejdą synowie Gada i synowie Reubena z wami Jarden, wszyscy uzbrojeni na wojnę przed obliczem Wiekuistego, a pokonaną będzie ziemia przed wami, - wtedy oddacie im ziemię Gilead w posiadanie; "
Numbers 32:30,"Jeżeliby zaś nie przeszli uzbrojeni z wami, wtedy osiedlą się wpośród was na ziemi Kanaan."" "
Numbers 32:31,"I odpowiedzieli synowie Gada i synowie Reubena, i rzekli: ""Jak powiedział Wiekuisty do sług twoich, tak uczynim; "
Numbers 32:32,"My pójdziemy zbrojno przed obliczem Wiekuistego do ziemi Kanaan, ale przy nas zostanie osiadłość dziedziczna nasza po tej stronie Jardenu!"" "
Numbers 32:33,"I oddał Mojżesz im, - synom Gada, i synom Reubena, i połowie pokolenia Menaszy, syna Josefa, królestwo Sychona, króla Emorei, i królestwo Oga, króla Baszanu, całą ziemię z miastami jej w obrębie miast tej ziemi wokoło. "
Numbers 32:34,"I odbudowali synowie Gada Dybon, i Ataroth, i Aroer; "
Numbers 32:35,"I Atroth-Szofan, i Jaazer, i Jagbeha; "
Numbers 32:36,"I Beth-Nymra, i Beth-Haran: miasta warowne, i zagrody dla stad. "
Numbers 32:37,"Synowie téż Reubena odbudowali: Cheszbon, i Elale, i Kirjathaim; "
Numbers 32:38,"I Nebo, i Baal-Meon, których nazwy zmieniono, i Sybmę; i przydali swoje nazwy do nazw miast, które odbudowali. "
Numbers 32:39,"Wtargnęli téż synowie Machyra, syna Menaszy do Gilead, i zdobyli go, - i wygnał on Emorejczyka, który tam był; "
Numbers 32:40,"I oddał Mojżesz Gilead Machyrowi, synowi Menaszy, który osiedlił się w nim; "
Numbers 32:41,"Jair zaś, syn Menaszy, wtargnął i zdobył sioła ich, i nazwał je siołami Jaira; "
Numbers 32:42,"I Nobach téż wtargnął i zdobył Kenath i przyległości jego, i nazwał je Nobach, od imienia swego. "
Numbers 33:1,"Oto pochody synów Israela, którzy wyszli z ziemi Micraim, podług zastępów swych pod wodzą Mojżesza i Ahrona. "
Numbers 33:2,"I spisał Mojżesz stacye ich, podług pochodów ich na rozkaz Wiekuistego; a oto pochody ich według stacyj ich. "
Numbers 33:3,"Wyruszyli tedy z Raamses, miesiąca pierwszego, piętnastego dnia tegoż miesiąca pierwszego; nazajutrz po Pesach wyszli synowie Israela ręką zwycięzką, w oczach całego Micraimu; "
