Index Title,Leviticus
Leviticus 18:26,"Wy tedy przestrzegajcie ustaw Moich i praw Moich, a nie czyńcie żadnych tych ohyd, - ani krajowiec, ani przychodzień, który bawi w pośród was. "
Leviticus 18:27,"Bo wszystkie ohydy te spełniali ludzie tej ziemi, co przed wami byli, a skalaną była ziemia. "
Leviticus 18:28,"Aby nie wyrzuciła i was ziemia, gdybyście ją skalali, jak wyrzuciła lud, co przed wami. "
Leviticus 18:29,"Bo ktokolwiekby popełnił którą ze wszystkich ohyd tych, zatracone będą dusze popełniające to z pośród narodu swojego. "
Leviticus 18:30,"Przestrzegajcie tedy przestrzeżenia Mojego, aby nie postępować podług ustaw ohydnych, podług których postępowano przed wami, i abyście nie kalali się niemi: Jam Wiekuisty, Bóg wasz!"" "
Leviticus 19:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 19:2,"""Oświadcz całemu zborowi synów Israela, a powiedz im: świętymi bądźcie, bom święty Ja Wiekuisty Bóg wasz! "
Leviticus 19:3,"Bójcie się każdy matki swojej i ojca swojego; a Sabbatów Moich przestrzegajcie: Jam Wiekuisty, Bóg wasz! "
Leviticus 19:4,"Nie zwracajcie się ku bałwanom, a bogów litych nie czyńcie sobie: Jam Wiekuisty, Bóg wasz! "
Leviticus 19:5,A gdy zarzniecie ofiarę opłatną Wiekuistemu; dla uzyskania sobie łaski zarzynajcie ją. 
Leviticus 19:6,"W dzień ofiarowania waszego spożytą będzie i nazajutrz, coby zaś pozostało do dnia trzeciego, na ogniu spaloném będzie. "
Leviticus 19:7,"A gdyby ją spożyto dnia trzeciego, obrzydliwością będzie, nie będzie upodobaną. "
Leviticus 19:8,"Ktoby jadł ją, winę swą poniesie, albowiem świętość Wiekuistego znieważył; i zatraconą będzie dusza ta z pośród narodu swojego. "
Leviticus 19:9,"A gdy zżynać będziecie użątek ziemi waszej, do skraju pola twojego nie wyżynaj, a pokłosia żniwa twego nie podbieraj. "
Leviticus 19:10,"Winnicy téż twojej nie obieraj do szczętu, a co opadło z sadu twojego, nie zbieraj; ubogiemu i cudzoziemcowi zostaw je: Jam Wiekuisty, Bóg wasz! "
Leviticus 19:11,Nie kradnijcie i niezapierajcie się i nie oszukujcie jeden drugiego. 
Leviticus 19:12,"A nie przysięgajcie na imię Moje dla fałszu, abyś zelżył imię Boga twojego: Jam Wiekuisty! "
Leviticus 19:13,Nie uciskaj bliźniego twego i nie obdzieraj; nie przetrzymuj przez noc płacy najemnika przy sobie do rana. 
Leviticus 19:14,"Nie złorzecz głuchemu, a przed ślepym nie kładź zawady; ale obawiaj się Boga twojego: Jam Wiekuisty! "
Leviticus 19:15,"Nie czyńcie krzywdy w sądzie, nie uwzględniaj osoby biednego, ani uszanuj osoby możnego; sprawiedliwie sądź bliźniego twego. "
Leviticus 19:16,Nie chodź jako oszczerca w narodzie twoim; nie stań przeciw krwi bliźniego twego: Jam Wiekuisty! 
Leviticus 19:17,"Nie miej w nienawiści brata twojego w sercu twojém; napominać napominaj bliźniego twego, abyś nie ponosił grzechu za niego. "
Leviticus 19:18,"Nie pomstuj, i nie chowaj gniewu za synów narodu twego; a miłuj bliźniego twego jako samego siebie: Jam Wiekuisty! "
Leviticus 19:19,"Ustaw Moich przestrzegajcie; bydła twojego nie spuszczaj w rodzajach różnych, pola twojego nie obsiewaj gatunkiem mieszanym; a w szatę mieszaną z różnorodnej przędzy nie odziewaj się. "
Leviticus 19:20,"A gdyby pan spał z kobietą i obcował z nią, a ona niewolnicą, oddaną mężowi, lecz jeszcze nie wykupioną, albo wolnością jeszcze nie udarowaną; śledztwo niechaj będzie; nie będą zabici, gdyż uwolnioną nie była. "
Leviticus 19:21,"I niech przyniesie swą pokutę Wiekuistemu do wnijścia przybytku zboru, barana na ofiarę pokutną. "
Leviticus 19:22,"I rozgrzeszy go kapłan baranem pokutnym przed obliczem Wiekuistego od grzechu jego, którego się dopuścił, a odpuszczony mu będzie grzech, którego się dopuścił. "
Leviticus 19:23,"A gdy wnijdziecie do ziemi, a zasadzicie jakiekolwiek drzewo spożywne, zostawcie nieobrzynanymi pędy jego, z owocami jego; przez trzy lata pozostaną u was nieobrzynanymi, nie będą jadane. "
Leviticus 19:24,Roku téż czwartego będzie wszystek owoc jego poświęconym na uroczystości dziękczynne Wiekuistemu. 
Leviticus 19:25,"Roku zaś piątego jadać możecie owoce jego, aby mnożył wam urodzaj swój: Jam Wiekuisty, Bóg wasz! "
Leviticus 19:26,Nie jadajcie wobec krwi; nie zajmujcie się wróżbiarstwem i czarami! 
Leviticus 19:27,"Nie podstrzygajcie kolisto boków głowy waszej, a nie psuj końców brody twojej. "
Leviticus 19:28,"A nacięć dla umarłego nie czyńcie na ciele waszém, i napisów nakłówanych nie nadawajcie sobie: Jam Wiekuisty! "
Leviticus 19:29,"Nie pohańbiaj córki swojej, podając ją wszeteczeństwu, aby nie stała się sprosną ziemia, a nie napełniła się ziemia nierządem. "
Leviticus 19:30,"Sabbatów Moich przestrzegajcie, a świątynię Moję czcijcie: Jam Wiekuisty! "
Leviticus 19:31,"Nie zwracajcie się do zażegnywaczy i znachorów, nie chciejcie kalać się przez nich: Jam Wiekuisty, Bóg wasz! "
Leviticus 19:32,"Przed sędziwym powstań, a uszanuj osobę starca, i obawiaj się Boga twego: Jam Wiekuisty! "
Leviticus 19:33,"A gdy zamieszka u ciebie cudzoziemiec, w kraju waszym, nie uciskajcie go! "
Leviticus 19:34,"Jak każdy z krajowców między wami będzie u was cudzoziemiec, zamieszkały przy was, i będziesz go miłował jak samego siebie; gdyż cudzoziemcami byliście na ziemi Micraim: Jam Wiekuisty, Bóg wasz! "
Leviticus 19:35,"Nie czyńcie krzywdy w sądzie, - ani na mierze, ani na wadze, ani na objętości. "
Leviticus 19:36,"Wagi rzetelne, ciężarki rzetelne, efa rzetelna i hin rzetelny mieć będziecie: Jam Wiekuisty, Bóg wasz, którym wywiódł was z ziemi Micraim! "
Leviticus 19:37,"I tak przestrzegajcie wszystkich ustaw Moich i wszystkich praw Moich, a spełniajcie je: Jam Wiekuisty!"" "
Leviticus 20:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 20:2,"""Synom Israela powiesz: każdy z synów Israela albo z cudzoziemców zamieszkałych w Israelu, który odda z potomstwa swego Molochowi, wydany będzie na śmierć; lud okoliczny niechaj go ukamionuje. "
Leviticus 20:3,"A Ja zwrócę gniewne oblicze Moje na człowieka tego, i wytrącę go z pośród ludu jego, przeto, że z potomstwa swego oddał Molochowi, aby skalać świątynię Moję, i znieważyć imię Moje święte. "
Leviticus 20:4,"A jeżeliby odwrócił lud okoliczny oczy swoje od człowieka tego, gdy odda z potomstwa swego Molochowi, aby go nie zabić, -  "
Leviticus 20:5,"Tedy zwrócę Sam gniewne oblicze Moje na człowieka tego i na ród jego, i wytrącę go i wszystkich przeniewierzających się za nim, aby uganiać się za Molochem, - z pośród ludu ich. "
Leviticus 20:6,"Osoba téż, któraby się zwróciła do zażegnywaczy i znachorów, aby uganiać się za nimi, - zwrócę Ja gniewne oblicze Moje na osobę tę i wytrącę ją z pośród ludu jej. "
Leviticus 20:7,"A tak uświęcajcie się i bądźcie świętymi, bom Ja Wiekuisty, Bóg wasz! "
Leviticus 20:8,"I przestrzegajcie ustaw Moich i spełniajcie je: Jam Wiekuisty, uświęcający was! "
Leviticus 20:9,"Ktokolwiek by złorzeczył ojcu swemu, albo matce swojej, wydany będzie na śmierć: ojcu swemu i matce swej złorzeczył, krew jego na nim! "
Leviticus 20:10,"A kto shańbi kobietę zamężną, kto shańbi żonę bliźniego swego: wydani będą na śmierć hańbiący i shańbiona! "
Leviticus 20:11,"A kto będzie obcował z żoną ojca swego, - nagość ojca swego odkrył: na śmierć wydani będą obydwaj, - krew ich na nich! "
Leviticus 20:12,"A kto będzie obcował z synową swoją, - na śmierć wydani będą obydwaj: kazirodztwo spełnili, - krew ich na nich! "
Leviticus 20:13,"A kto będzie obcował z mężczyzną jako z kobietą, - ohydę spełnili obydwaj: na śmierć wydani będą, krew ich na nich! "
Leviticus 20:14,"A kto pojmie kobietę i matkę jej: sprosność to; ogniem niechaj spalą jego i je, aby nie było sprosności w pośród was! "
Leviticus 20:15,"A kto złączy się z bydlęciem, wydany będzie na śmierć, - bydlę téż zabijcie! "
Leviticus 20:16,"Kobieta téż, która zbliży się do jakiegokolwiek bydlęcia, aby obcować z niém; zabij tedy kobietę i bydlę: na śmierć wydane będą, - krew ich na nich. "
Leviticus 20:17,"A kto pojmie siostrę swoję, córkę ojca swego, albo córkę matki swojej, i ujrzy nagość jej i ona téż ujrzy nagość jego, - skażenie to; wytrąceni niechaj będą w oczach synów ludu swojego: nagość siostry swej odkrył, niechaj poniesie winę swą! "
Leviticus 20:18,"A kto obcować będzie z żoną podczas słabości i odkryje nagość jej; miejsce upływu jej obnażył, ona téż odkryła miejsce upływu krwi swojej, - wytrąceni będą obydwaj z pośród ludu swojego. "
Leviticus 20:19,"Nagości téż siostry matki twej i siostry ojca twego nie odkrywaj; gdyż krewną swoję obnażył, winę swą niechaj poniosą! "
Leviticus 20:20,"A kto będzie obcował ze stryjenką swoją, nagość stryja swego odkrył: grzech swój poniosą, - bezdzietni umrą! "
Leviticus 20:21,"A kto pojmie żonę brata swojego, zakała to: nagość brata swego odkrył, - bezdzietni zostaną. "
Leviticus 20:22,"I tak przestrzegajcie wszystkich ustaw Moich i wszystkich praw Moich, i spełniajcie je, aby nie wyrzuciła was ziemia, do której was wiodę, dla zamieszkania w niej. "
Leviticus 20:23,"A nie postępujcie podług ustaw narodu, który wypędzam przed obliczem waszém; bo wszystko to czynili i zmierziłem ich sobie. "
Leviticus 20:24,"I rzekłem wam: wy odziedziczycie ziemię ich, a wam ją oddam, abyście odziedziczyli ją, ziemię opływającą mlekiem i miodem. Jam Wiekuisty, Bóg wasz, który wyróżniłem was z pośród ludów! "
Leviticus 20:25,"A tak rozróżniajcie między bydłem czystém a nieczystém i między ptactwem nieczystém a czystém, a nie splugawiajcie dusz waszych bydłem i ptactwem i czemkolwiek, co się porusza na ziemi, które wyróżniłem, aby je poczytać za nieczyste dla was. "
Leviticus 20:26,"I będziecie Mi świętymi, bom święty Ja, Wiekuisty, i wyróżniłem was z pośród ludów, abyście byli Moimi. "
Leviticus 20:27,"A mąż albo niewiasta, jeżeli będzie u nich wieszczbiarstwo albo znachorstwo, wydani będą na śmierć, kamieniami ukamionują ich, krew ich na nich!"" "
Leviticus 21:1,"I rzekł Wiekuisty do Mojżesza: ""Oświadcz kapłanom, synom Ahrona i powiedz im: przy osobie zmarłej niechaj nikt z nich się nie zanieczyści w pośród współplemieńców swoich. "
Leviticus 21:2,"A tylko przy krewnym najbliższym swoim, przy matce i ojcu, przy synu, córce i bracie swym. "
Leviticus 21:3,"I téż przy siostrze swej, dziewicy najbliższej sobie, która nie była zamężną, przy niej zanieczyścić się może. "
Leviticus 21:4,"Nie zanieczyści się jako przełożony wśród współplemieńców swoich, aby znieważyć siebie. "
Leviticus 21:5,"Nie będą wystrzygali strzyżyny na głowie swojej, a boków brody swej golić nie będą, a na ciele swojém nie poczynią nacięć. "
Leviticus 21:6,"Świętymi będą Bogu swojemu i nie znieważą imienia Boga swego; albowiem ogniowe ofiary Wiekuistego, chléb Boga swojego, przynoszą oni; przeto świętymi być winni! "
Leviticus 21:7,Kobiety rozpustnej albo zniesławionej pojmować nie będą; kobiety téż porzuconej przez męża nie pojmować im; bo świętym każdy z nich Bogu swojemu. 
Leviticus 21:8,"I tak zachowuj go w świętości, gdyż chléb Boga twego on przynosi; świętym będzie u ciebie, bom święty Ja Wiekuisty, uświęcający was! "
Leviticus 21:9,"A gdyby córka kapłana shańbiła się wszeteczeństwem, ojca swego shańbiła: ogniem spaloną będzie. "
Leviticus 21:10,"Kapłan téż najwyższy z pomiędzy braci swej, na głowę którego wylany olej namaszczenia, i którego dłoń upełnomocniono, aby wkładał szaty, głowy swojej nie obnaży, i szat swoich nie rozedrze. "
Leviticus 21:11,I do żadnych osób zmarłych nie przystąpi; przy ojcu i przy matce swej nie zanieczyści się. 
Leviticus 21:12,A ze świątyni nie wyjdzie i nie znieważy świątyni Boga swojego; gdyż uświęcenie olejem namaszczenia Boga jego jest na nim. Jam Wiekuisty! 
Leviticus 21:13,Kobietę téż w dziewiczości jej pojmie. 
Leviticus 21:14,"Wdowy, albo rozwódki, albo zniesławionej, albo nierządnicy, żadnej z tych nie pojmie; lecz tylko dziewicę z pośród współplemieńców swoich pojmie sobie za żonę. "
Leviticus 21:15,"Aby nie sponiewierał nasienia swego w pośród współplemieńców swoich: bom Ja Wiekuisty, który go poświęcam!"" "
Leviticus 21:16,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 21:17,"""Oświadcz Ahronowi i powiedz: Nikt z potomstwa twego w pokoleniach ich, któryby był ułomnym, niechaj nie przystępuje, aby przynosił chléb Boga swojego. "
Leviticus 21:18,"Żaden bowiem mąż, któryby ułomnym był, przystępować nie powinien: ani ślepy, ani chromy, ani płaskonosy, ani potworny. "
Leviticus 21:19,"Ani taki, któryby miał złamaną nogę, albo złamaną rękę. "
Leviticus 21:20,"Ani garbaty, ani suchotnik, ani z bielmem na oku, ani krostowaty, ani strupowaty, ani z uszkodzoném jądrem. "
Leviticus 21:21,"Żaden z potomstwa Ahrona kapłana, któryby ułomnym był, niechaj nie przystępuje, aby przynosił ogniowe ofiary Wiekuistemu: ułomnym jest, nie przystąpi, aby przynosił chléb Boga swojego! "
Leviticus 21:22,Chléb jednak Boga swojego zarówno z rzeczy najświętszych jak i świętych jadać może. 
Leviticus 21:23,"Wszakże za zasłonę nie wnijdzie, i do ofiarnicy nie przystąpi, bo wada na nim; a niechaj nie znieważy świętości Moich, bo Ja Wiekuisty, poświęcam je."" "
Leviticus 21:24,I powiedział to Mojżesz Ahronowi i synom jego i wszystkim synom Israela. 
Leviticus 22:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 22:2,"""Powiedz Ahronowi i synom jego, aby się powstrzymywali od świętości synów Israela, a nie znieważali świętego imienia Mojego w tém, co mi oni poświęcają: Jam Wiekuisty! "
Leviticus 22:3,"Powiedz im: w pokoleniach waszych - ktokolwiekby ze wszystkiego potomstwa waszego przystąpił do świętości, które poświęcają synowie Israela Wiekuistemu, gdy nieczystość jego na nim: wytrąconą będzie dusza ta z przed oblicza Mojego: Jam Wiekuisty! "
Leviticus 22:4,"Ktokolwiekby z rodu Ahrona trędowatym był, albo na upławy cierpiącym, świętości pożywać nie będzie, póki się nie oczyści. Ktoby téż dotknął się kogokolwiek, który przez zmarłego zanieczyszczonym został, albo człowieka, z którego upływa nasienie, -  "
Leviticus 22:5,"Także ktoby dotknął się jakiegokolwiek gadu, przez któryby się spługawił, albo człowieka, przez któregoby się zanieczyścił, jakakolwiekby była nieczystość jego; "
Leviticus 22:6,"Ten, któryby się dotknął tego, nieczystym będzie do wieczora, i pożywać nie będzie ze świętości, póki nie wykąpie ciała swego w wodzie. "
Leviticus 22:7,"A po zachodzie słońca czystym będzie; poczém pożywać może ze świętości, bo to pożywienie jego. "
Leviticus 22:8,"Padliny ni ścierwa jadać nie będzie, aby się tém nie skalał: Jam Wiekuisty! "
Leviticus 22:9,"A niechaj przestrzegają przestrzeżenia Mojego, aby nie ponieśli przez nie grzechu i nie pomarli w nim, gdy znieważą je: Jam Wiekuisty, który uświęcam ich! "
Leviticus 22:10,"Żaden téż postronny nie będzie jadał świętości; zamieszkały u kapłana, ani najemnik, nie będzie jadał świętości. "
Leviticus 22:11,"Jeżeliby zaś kapłan nabył człowieka, jako nabytek za pieniądze swoje; to ten jadać je może; zrodzeni téż w domu jego jadać mogą chléb jego. "
Leviticus 22:12,"Gdyby zaś córka kapłana wyszła za męża postronnego, wtedy ona podniesionych świętości jadać nie będzie. "
Leviticus 22:13,"Córka wszakże kapłana, gdyby została wdową albo rozwódką, a dzieci nie miała, a wróciłaby do domu ojca swego jako w młodości swojej była, - wtedy z chleba ojca swego jadać może; żaden jednak postronny jadać zeń nie będzie. "
Leviticus 22:14,"A jeżeliby kto spożył świętość przez pomyłkę; nadda piątą część do tego i zwróci kapłanowi świętość, "
Leviticus 22:15,"I tak niechaj nie znieważają świętości synów Israela, które podnoszą Wiekuistemu, -  "
Leviticus 22:16,"A nie naprowadzają na siebie winy występku, jadając świętości ich; bom Ja Wiekuisty, który uświęcam ich."" "
Leviticus 22:17,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 22:18,"""Oświadcz Ahronowi i synom jego i wszystkim synom Israela, a powiedz im: Jeżeliby ktokolwiek z domu Israela, albo z cudzoziemców w Israelu, przyniósł ofiarę swą, - czy to jaka objata ich, czy ofiara dobrowolna, - którą przynoszą Wiekuistemu na całopalenie; "
Leviticus 22:19,"To niechaj, aby uzyskać wam upodobanie, zdrową będzie, samcem, z rogacizny, z owiec albo z kóz. "
Leviticus 22:20,"Coby miało na sobie wadę, nie będziecie przynosili; bo nie uzyska to wam upodobania. "
Leviticus 22:21,"A jeżeli kto przyniesie ofiarę opłatną Wiekuistemu, wyznaczywszy ją na spełnienie objaty, albo na dobrowolny dar z rogacizny albo z trzody: to zdrową być powinna, aby być przyjemną; żadnej wady nie będzie na niej. "
Leviticus 22:22,"Ślepego, albo ułomnego, albo okaleczonego, albo wrzodami pokrytego, albo krostawego, albo strupowatego, nie przynoście takich Wiekuistemu, ani na ofiarę ogniową składajcie ich na ofiarnicę Wiekuistego. "
Leviticus 22:23,"Wołu téż albo jagnię, potworne albo skarłowaciałe, jako ofiarę dobrowolną przynieść je możesz, ale jako objata przyjętém to nie będzie. "
Leviticus 22:24,"A któreby miało jądro zgniecione, rozbite, oderwane albo wyrznięte, nie przynoście Wiekuistemu, - i na ziemi waszej nie uczynicie tego. "
Leviticus 22:25,"I z ręki cudzoziemca nie będziecie przynosili w dar Bogu waszemu ze wszystkich tych; bo okaleczenie na nich, wadę mają, nie będą przyjęte od was z upodobaniem."" "
Leviticus 22:26,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 22:27,"""Cielę, albo jagnię, albo koźlę, gdy się urodzi, niech zostanie siedm dni przy matce swojej; od ósmego zaś dnia i nadal przyjętém być może na ofiarę ogniową Wiekuistemu. "
Leviticus 22:28,"Wołu téż, albo owcy, jego wraz z płodem jego, nie zarzynajcie dnia jednego! "
Leviticus 22:29,"A gdy zarzniecie ofiarę dziękczynienia Wiekuistemu, to dla uzyskania sobie upodobania zarzynajcie ją. "
Leviticus 22:30,Tegoż dnia spożytą będzie; nie zostawicie z niej nic do rana: Jam Wiekuisty! 
Leviticus 22:31,I tak przestrzegajcie przykazań Moich i spełniajcie je: Jam Wiekuisty! 
Leviticus 22:32,"I nie znieważajcie imienia Mojego świętego, - abym był święcony w pośród synów Israela; Ja Wiekuisty, który uświęcam was, -  "
Leviticus 22:33,"Który wywiódł was z ziemi Micraim, abym był wam Bogiem: Ja Wiekuisty!"" "
Leviticus 23:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 23:2,"""Oświadcz synom Israela a powiedz im: uroczystości Wiekuistego, w których obwieszczać będziecie zgromadzenia świąteczne - oto uroczystości Moje: "
Leviticus 23:3,"Sześć dni będzie wykonywana robota, a dnia siódmego - Sabbat, wielki odpoczynek, - zgromadzenie świąteczne, żadnej roboty nie wykonywajcie; Sabbat to Wiekuistego we wszystkich siedzibach waszych. "
Leviticus 23:4,"Oto uroczystości Wiekuistego, zgromadzenia świąteczne, które obwieszczać macie w czasie swoim. "
Leviticus 23:5,"Miesiąca pierwszego, czternastego tegoż miesiąca, ku wieczorowi: Pesach Wiekuistemu. "
Leviticus 23:6,A piętnastego dnia tegoż miesiąca święto przaśników Wiekuistemu. Przez siedm dni przaśniki jadać będziecie. 
Leviticus 23:7,Dnia pierwszego zgromadzenie świąteczne będzie u was; żadnej pracy uciążliwej nie wykonywajcie. 
Leviticus 23:8,"A składajcie ofiary ogniowe Wiekuistemu przez siedm dni; siódmego zaś dnia - zgromadzenie świąteczne; żadnej pracy uciążliwej nie wykonywajcie!"" "
Leviticus 23:9,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 23:10,"""Oświadcz synom Israela a powiedz im: Gdy wnijdziecie do ziemi, którą oddaję wam, a zżynać będziecie użątek jej; przyniesiecie tedy snop z pierwocin użątku waszego do kapłana; "
Leviticus 23:11,"I przedstawi on snop przed obliczem Wiekuistego, aby uzyskać dla was upodobanie; nazajutrz po święcie przedstawi go kapłan. "
Leviticus 23:12,"Wy zaś przygotujecie w dzień przedstawienia przez was snopu, jagnię zdrowe, roczne, na całopalenie Wiekuistemu. "
Leviticus 23:13,"A przytém - ofiary jego śniednej, - dwie dziesiąte efy przedniej mąki, zaczynionej oliwą, na ofiarę ogniową Wiekuistemu, na woń przyjemną, a zalewki do niego, - wina czwartą część hinu. "
Leviticus 23:14,"A żadnego chleba, prażonych ziarn, i świeżych kłosów nie będziecie jadali, aż po sam dzień, w którym przyniesiecie ofiarę Bogu waszemu: ustawa to wieczna w pokoleniach waszych, we wszystkich siedzibach waszych. "
Leviticus 23:15,"I liczyć sobie będziecie od drugiego dnia święta, - od dnia, któregoście przynieśli snop przedstawienia, siedm tygodni - pełnych być powinno. "
Leviticus 23:16,"Aż do dnia następującego po siódmym tygodniu odliczycie pięćdziesiąt dni, a wtedy złożycie ofiarę śniedną nową Wiekuistemu. "
Leviticus 23:17,Z siedzib waszych przyniesiecie dwa chleby przedstawienia; z dwóch dziesiątych efy przedniej mąki będą; z zakisem upieczone być powinny: pierwociny to Wiekuistemu. 
Leviticus 23:18,"A przyniesiecie z tym chlebem siedm jagniąt zdrowych, rocznych, i cielca jednego, i baranów dwa; będą one całopaleniem Wiekuistemu, wraz z ofiarą ich śniedną i zalewkami ich, - ofiarą ogniową na woń przyjemną Wiekuistemu. "
Leviticus 23:19,Przygotujecie téż kozła jednego na ofiarę zagrzeszną i dwa jagnięta roczne na ofiarę opłatną. 
Leviticus 23:20,"I przedstawi je kapłan wraz z chlebami pierwocin, jako przedstawienie przed Wiekuistym, razem z dwoma jagniętami: poświęconém to będzie Wiekuistemu dla kapłana. "
Leviticus 23:21,"I ogłosicie dnia tego, aby zgromadzenie świąteczne było u was; żadnej roboty uciążliwej nie wykonywajcie: ustawa to wieczna we wszystkich siedzibach waszych, w pokoleniach waszych. "
Leviticus 23:22,"A gdy zżynać będziecie użątek ziemi waszej, do skrajów pola twojego nie wyżynaj, a pokłosia żniwa twego nie podbieraj, ubogiemu i cudzoziemcowi zostaw je: Jam Wiekuisty, Bóg wasz!"" "
Leviticus 23:23,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 23:24,"""Oświadcz synom Israela i powiedz: miesiąca siódmego, pierwszego tegoż miesiąca, będzie u was święto uroczyste, przypominanie trąbą, zgromadzenie świąteczne: "
Leviticus 23:25,"Żadnej roboty uciążliwej nie wykonywajcie, a składajcie ofiarę ogniową Wiekuistemu."" "
Leviticus 23:26,"Rzekł téż Wiekuisty do Mojżesza, tak: "
Leviticus 23:27,"""Dziesiątego wszakże tegoż miesiąca siódmego, - dzień przebaczenia: zgromadzenie świąteczne będzie u was; a będziecie udręczali dusze wasze i złożycie ofiarę ogniową Wiekuistemu. "
Leviticus 23:28,"A żadnej roboty wykonywać nie będziecie w tenże dzień; bo dzień to przebaczenia, aby uzyskać przebaczenie dla was, przed obliczem Wiekuistego, Boga waszego! "
Leviticus 23:29,"A wszelka dusza, któraby nie udręczała się dnia tego, wytrąconą niechaj będzie z ludu swojego. "
Leviticus 23:30,"Wszelka téż dusza, któraby wykonała jakąkolwiek robotę w tenże dzień, wytrącę duszę tę z pośród ludu jej. "
Leviticus 23:31,"Żadnej roboty nie wykonywajcie: ustawa to wieczna w pokoleniach waszych, we wszystkich siedzibach waszych. "
Leviticus 23:32,"Sabbat - wielki odpoczynek to u was, i udręczać będziecie dusze wasze: dziewiątego tegoż miesiąca wieczorem; od wieczora do wieczora święcić będziecie Sabbat wasz!"" "
Leviticus 23:33,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 23:34,"Oświadcz synom Israela i powiedz: od piętnastego dnia tegoż miesiąca siódmego, - święto szałasów - przez siedm dni, Wiekuistemu. "
Leviticus 23:35,Dnia pierwszego - zgromadzenie świąteczne; żadnej roboty uciążliwej wykonywać nie będziecie. 
Leviticus 23:36,"Przez siedm dni składać będziecie ogniowe ofiary Wiekuistemu; dnia ósmego - zgromadzenie świąteczne będzie u was, i złożycie ofiarę ogniową Wiekuistemu, świętowanie to, - żadnej roboty uciążliwej nie wykonacie. "
Leviticus 23:37,"Oto uroczystości Wiekuistego, w których obwieszczać będziecie zgromadzenia świąteczne, ażeby składać ofiary ogniowe Wiekuistemu: całopalenia i ofiary śniedne, ofiary bite i zalewki, każdą w dzień swój. "
Leviticus 23:38,"Oprócz sabbatów Wiekuistego, i oprócz darów waszych, i oprócz wszystkich objat waszych i oprócz wszystkich dobrowolnych podarków waszych, które składać będziecie Wiekuistemu. "
Leviticus 23:39,"Wszakże piętnastego dnia miesiąca siódmego, gdy zbierzecie plon ziemi, obchodzić wam uroczystość Wiekuistemu przez siedm dni: dnia pierwszego święto uroczyste, i dnia ósmego święto uroczyste. "
Leviticus 23:40,"I weźmiecie sobie dnia pierwszego owoc drzewa hadar, pąki palmowe, gałązki drzewa rozłożystego i wierzbiny porzeczne, i weselcie się przed Wiekuistym, Bogiem waszym, przez siedm dni. "
Leviticus 23:41,I tak obchodzić wam to święto Wiekuistego przez siedm dni do roku: ustawa to wieczna w pokoleniach waszych. Miesiąca siódmego obchodzić je będziecie. 
Leviticus 23:42,W szałasach mieszkać będziecie przez siedm dni; każdy krajowiec w Israelu mieszkać będzie w szałasach. 
Leviticus 23:43,"Aby wiedziały pokolenia wasze, że w szałasach osadziłem synów Israela, gdym wywiódł ich z ziemi Micraim - Ja Wiekuisty, Bóg wasz!"" "
Leviticus 23:44,I wygłosił Mojżesz uroczystości Wiekuistego synom Israela. 
Leviticus 24:1,"I rzekł Wiekuisty do Mojżesza, tak: "
Leviticus 24:2,"""Rozkaż synom Israela, aby przynosili tobie oliwy z oliwnika, czystej, wytłoczonej, dla oświetlania, dla palenia świateł ustawicznie. "
Leviticus 24:3,"Zewnątrz zasłony (arki) świadectwa, w przybytku zboru, ustawiać je będzie Ahron od wieczora aż do rana przed obliczem Wiekuistego ustawicznie: ustawa to wieczna w potomstwie waszém. "
Leviticus 24:4,Na świeczniku szczerozłotym ustawiać ma lampy przed obliczem Wiekuistego ustawicznie. 
Leviticus 24:5,"Weźmiesz téż mąki przedniej a upieczesz z niej dwanaście kołaczy, - z dwóch dziesiątych efy będzie kołacz każdy; "
Leviticus 24:6,"I ułożysz je w dwa rzędy, po sześć w rzędzie - na stole szczerozłotym przed obliczem Wiekuistego. "
Leviticus 24:7,"Nadasz téż na każdy rząd kadzidła czystego, a będzie to przy chlebie ofiarą wspomnienia, ofiarą ogniową Wiekuistemu. "
Leviticus 24:8,"Każdego Sabbatu należy układać je przed Wiekuistym zawsze; od synów Israela, jako przymierze wieczne. "
Leviticus 24:9,"A będzie to dla Ahrona i dla synów jego, a jadać to będą w miejscu świętém, gdyż świętem świętości to dla niego z ogniowych ofiar Wiekuistego, ustawą wieczną. "
Leviticus 24:10,"I wystąpił syn niewiasty Israelskiej, będący jednak synem męża Micrejskiego, między synów Israelskich, i pokłócili się w obozie, - syn owej niewiasty Israelskiej z mężem Israelskim. "
Leviticus 24:11,"I złorzeczył syn owej niewiasty Israelskiej imieniu Boga i bluźnił. I sprowadzili go do Mojżesza. A imię matki jego - Szelomith, córka Dybrego, z pokolenia Dan. "
Leviticus 24:12,"I podali go pod straż, póki nie oznaczą im stosownie do orzeczenia Wiekuistego. "
