Index Title,II Kings
II Kings 17:7,"Albowiem zgrzeszyli byli synowie Izraela Wiekuistemu, Bogu swojemu, który ich wywiódł z ziemi egipskiej, z mocy Faraona, króla egipskiego, a czcili bóstwa cudze. "
II Kings 17:8,"I postępowali wedle zwyczajów plemion, które wypędził Wiekuisty przed obliczem synów Izraela, i za królami izraelskimi, którzy je wprowadzili. "
II Kings 17:9,"I składali synowie Izraela rzeczy niewłaściwe na Wiekuistego, Boga swego, i wznosili sobie wyżyny we wszystkich miastach swoich, począwszy od zwykłej wieży strażniczej, aż do miasta obwarowanego. "
II Kings 17:10,I ustawiali sobie posągi i astarty na każdym pagórku wysokim i pod każdem drzewem zielonem. 
II Kings 17:11,"I palili tam kadzidła na wszystkich wyżynach, jak one plemiona, które uprowadził Wiekuisty przed obliczem ich. I spełniali czyny niecne, aby jątrzyć Wiekuistego. "
II Kings 17:12,"I służyli bałwanom, o których rzekł im Wiekuisty: Nie czyńcie rzeczy tej. "
II Kings 17:13,"Ostrzegał Wiekuisty Izraela i Judę przez wszystkich proroków Swoich, przez każdego jasnowidza, mówiąc: Nawróćcie się od dróg waszych niecnych, a przestrzegajcie przykazań i ustaw moich, ściśle wedle nauki, którą poruczyłem ojcom waszym, a które przekazałem wam przez sługi moje, proroków. "
II Kings 17:14,"Nie usłuchali jednak i ukrnąbrnili kark swój, jak ukrnąbrniali kark swój ojcowie ich, którzy nie ufali Wiekuistemu, Bogu swojemu. "
II Kings 17:15,"I zarzucili ustawy i przymierze Jego, które był zawarł z ojcami ich, i przestrogi Jego, któremi ich ostrzegał, i poszli za marnością i zmarnieli, i za plemionami, które ich otaczały, jakkolwiek zakazał im Wiekuisty czynić jak oni. "
II Kings 17:16,"I porzucili wszystkie przykazania Wiekuistego, Boga swego, i uczynili sobie odlewy, dwa cielce, i sporządzili sobie astarty, i korzyli się całemu zastępowi nieba i służyli Baalowi. "
II Kings 17:17,"Przeprowadzali też synów i córki swe przez ogień i oddawali się gusłom i wróżbiarstwu, i zaprzedali się aby czynić co niegodziwem jest w oczach Wiekuistego, aby Go jątrzyć. "
II Kings 17:18,"I oburzył się Wiekuisty niezmiernie na Izraelitów i odrzucił ich z przed oblicza Swojego; nic nie pozostało, tylko pokolenie judzkie samo. "
II Kings 17:19,"Ale i Judejczycy nie przestrzegali przykazań Wiekuistego, Boga swego, lecz postępowali wedle ustaw Izraelitów, które sami ułożyli. "
II Kings 17:20,"Przeto porzucił Wiekuisty cały ród Izraelitów i upokorzył ich, i wydał ich w moc grabieżców, aż ich odtrącił z przed oblicza Swojego. "
II Kings 17:21,"Bo gdy oderwał się Izrael od domu Dawida, a ogłosili królem Jerobeama, syna Nebata, popchnął Jerobeam Izraela do odstępstwa od Wiekuistego i przywiódł ich do grzechu wielkiego. "
II Kings 17:22,"I tak postępowali synowie Izraela we wszystkich grzechach, które wprowadził Jerobeam, nie odstępowali od nich. "
II Kings 17:23,"Dopóki nie odrzucił Wiekuisty Izraelitów z przed oblicza Swojego, jak zapowiedział był przez wszystkie sługi swoje, proroków. I uprowadzony został Izrael z ziemi swojej do Asyryi aż po dzień dzisiejszy. "
II Kings 17:24,"Król asyryjski zaś sprowadził ludzi z Babilonu, Kuty, Awy, Chamatu i Sefarwaim, i osiedlił ich na miejscu Izraelitów w miastach Samaryi. I tak wzięli w posiadanie Samarję i zamieszkali w miastach jej. "
II Kings 17:25,"Gdy jednak na początku osiedlenia ich tam Wiekuistego się nie obawiali, nasłał Wiekuisty na nich lwy, które ich rozszarpywały. "
II Kings 17:26,"Doniesiono tedy królowi asyryjskiemu, mówiąc: Plemiona, któreś wyprowadził, aby osiedlić je w miastach Samaryi, nie znają sposobu służenia bóstwu krajowemu, i tak nasłał na nie lwy, które je rozszarpują, ponieważ nie znają sposobu służenia bóstwu krajowemu. "
II Kings 17:27,"Rozkazał tedy król asyryjski, i rzekł: Sprowadźcie tam jednego z kapłanów, których uprowadziliście ztamtąd, aby poszedł i zamieszkał tam i nauczył ich sposobu służenia bóstwu krajowemu. "
II Kings 17:28,"I tak przybył jeden z kapłanów, których uprowadzili byli z Samaryi, i zamieszkał w Bethel i uczył ich jak czcić mają Wiekuistego. "
II Kings 17:29,"Poczyniły sobie jednak każde plemię własne bóstwo swoje i ustawiały je w przybytkach wyżyn, które zbudowali Samarytanie, każde plemię w miastach swoich, w których osiadły. "
II Kings 17:30,"Ludzie babilońscy sporządzili Sukkot-Benot, a ci z Kut sporządzili Nergala, a ci z Chamat sporządzili Aszymę. "
II Kings 17:31,"Awejczycy sporządzili Nibchaza i Tartaka, Sefarwejczycy zaś palili dzieci swoje na cześć Adrammelecha i Anammelecha, bożków sefarwejskich. "
II Kings 17:32,Przyczem czcili i Wiekuistego i ustanawiali sobie pierwszych lepszych za kapłanów wyżyn; ci pełnili dla nich służbę w przybytkach wyżyn. 
II Kings 17:33,"Wiekuistego czcili, służyli jednak i bóstwom swoim, zwyczajem plemion, z których siedzib ich uprowadzono. "
II Kings 17:34,"Aż po dziś dzień postępują wedle zwyczajów swych dawnych. Nie czczą Wiekuistego, a jednak nie postępują wedle ustaw i zwyczajów swych własnych, albo wedle nauki i przykazań, które poruczył Wiekuisty synom Jakóba, któremu nadał imię Izrael. "
II Kings 17:35,"Wiekuisty jednak zawarł był z nimi przymierze i przykazał im, mówiąc: Nie będziecie czcili bóstw cudzych, ani korzyli się przed niemi, ani służyli im, ani ofiarowali im! "
II Kings 17:36,"Lecz jedynie Wiekuistego, który wywiódł was z ziemi egipskiej siłą wielką i ramieniem wyciągniętem, Jego czcijcie, a przed Nim się korzcie, i Jemu ofiarujcie! "
II Kings 17:37,"Ustawy zaś i prawa, naukę i przykazania, które przepisał wam, tych macie przestrzegać, abyście pełnili po wszystkie czasy, a nie czcijcie bóstw cudzych! "
II Kings 17:38,"O przymierzu też, które zawarłem z wami, nie zapominajcie, a nie czcijcie bóstw cudzych! "
II Kings 17:39,"Lecz jedynie Wiekuistego, Boga waszego, czcijcie, a On wyzwoli was z ręki wszystkich wrogów waszych. "
II Kings 17:40,"Ale nie usłuchali, lecz czynią wedle dawnego swego zwyczaju. "
II Kings 17:41,"I tak czciły te plemiona Wiekuistego, ale służyły też i odlewom swoim; dzieci ich również i wnuki postępują jak postępowali ojcowie ich, aż po dzień dzisiejszy. "
II Kings 18:1,"Trzeciego roku Hozeasza, syna Elego, króla izraelskiego, objął rządy Chiskjasz, syn Achaza, króla judzkiego. "
II Kings 18:2,"Dwadzieścia pięć lat miał, gdy rządy objął, a dwadzieścia dziewięć lat panował w Jerozolimie. Imię zaś matki jego Abi, córka Zacharjasza. "
II Kings 18:3,"I czynił co prawem było w oczach Wiekuistego, ściśle tak jak czynił Dawid praojciec jego. "
II Kings 18:4,"On to usunął wyżyny, skruszył posągi, wyciął astarty i rozbił węża miedzianego, który sporządził był Mojżesz, albowiem do tego czasu palili mu synowie Izraela kadzidła, nazywając go Nechusztan. "
II Kings 18:5,"Na Wiekuistym, Bogu Izraela, polegał, tak że nie było po nim podobnego mu między wszystkimi królami judzkimi, ani między tymi, którzy byli przed nim. "
II Kings 18:6,"I lgnął do Wiekuistego, a nie odstępował od niego, i strzegł przepisów Jego, które poruczył Wiekuisty Mojżeszowi. "
II Kings 18:7,"Był też Wiekuisty z nim; we wszystkiem co przedsięwziął wiodło mu się. I zbuntował się przeciw królowi asyryjskiemu, a nie podlegał mu. "
II Kings 18:8,"Pobił on Filistynów aż do Gazy i okręgów jej, od wieży strażniczej aż do miasta obwarowanego. "
II Kings 18:9,"Czwartego jednak roku króla Chiskjasza - czyli roku siódmego Hozeasza, syna Elego, króla izraelskiego - nadciągnął Salamanasar, król asyryjski, przeciw Samaryi, i oblegał ją, "
II Kings 18:10,"I zdobył ją po upływie trzech lat: szóstego roku Chiskjasza, czyli dziewiątego roku Hozeasza, króla izraelskiego, zdobytą została Samarja. "
II Kings 18:11,"I uprowadził król asyryjski Izraelitów do Asyryi, i powiódł ich do Chalach, i nad Chabor, rzekę Gozanu i do miast medyjskich. "
II Kings 18:12,"Przeto że nie usłuchali głosu Wiekuistego, Boga swego, a przekroczyli przymierze Jego; to wszystko co nakazał Mojżesz, sługa Wiekuistego, nie słuchali tego i nie spełniali. "
II Kings 18:13,"Czternastego roku króla Chiskjasza wyruszył Sanheryb, król asyryjski, przeciw wszystkim miastom judzkim warownym i zdobył je. "
II Kings 18:14,"Posłał tedy Chiskjasz, król judzki, do króla asyryjskiego, do Lachisz, i kazał powiedzieć: Zgrzeszyłem, odstąp odemnie; co nałożysz na mnie poniosę. Nałożył tedy król asyryjski na Chiskjasza, króla judzkiego, trzysta talentów srebra i trzydzieści talentów złota. "
II Kings 18:15,"I oddał Chiskjasz całe srebro, znajdujące się w przybytku Wiekuistego i w skarbcach pałacu królewskiego. "
II Kings 18:16,"Onegoż czasu odłamał Chiskjasz z podwoi przybytku Wiekuistego i ze słupów, które pokrył był sam Chiskjasz, król judzki, złotem, i oddał je królowi asyryjskiemu. "
II Kings 18:17,"Poczem wyprawił król asyryjski Tartana, Rabsarysa i Rabszakę z Lachisz do króla Chiskjasza z wojskiem potężnem do Jerozolimy. I nadciągnęli i przybyli do Jerozolimy; przybywszy zaś stanęli u wodociągu górnego stawu, przy drodze do pola foluszników. "
II Kings 18:18,"I wezwali króla. Wyszedł tedy do nich Eljakim, syn Chilkjasza, przełożony pałacu, i Szebna, sekretarz stanu, i Joach, syn Asafa, kanclerz. "
II Kings 18:19,"I rzekł do nich Rabszake: Powiedźcie też Chiskjaszowi: Tak rzecze król wielki, król asyryjski: Cóż znaczy ta ufność, którą okazujesz? "
II Kings 18:20,"Mniemasz, że samo słowo ust jest zamysłem i potęgą wojenną; ale teraz na kim właściwie polegasz, żeś się zbuntował przeciw mnie? "
II Kings 18:21,"Otóż polegasz na owej lasce trzciny nadłamanej, na Egipcie, która gdy się oprze kto o nią, wnika w dłoń jego i przebija ją. Takim Faraon dla wszystkich, którzy polegają na nim. "
II Kings 18:22,"A jeśli powiecie nam: Na Wiekuistym, Bogu naszym, polegamy. Czyż to nie ten sam, którego wyżyny i ołtarze Chiskjasz zniósł, mówiąc do Judy i Jerozolimy: Tylko przed ołtarzem tym korzyć się wam w Jerozolimie! "
II Kings 18:23,"A teraz chciej współzawodniczyć z panem moim, z królem asyryjskim, a dam ci dwa tysiące koni, czy w stanie będziesz wsadzić jeźdźców na nie. "
II Kings 18:24,"I jakże chcesz odprawić namiestnika, jednego ze sług pana mojego najniższych, a polegać na Egipcie dla wozów i jezdnych? "
II Kings 18:25,"A zresztą, czyżem bez Wiekuistego wyruszył przeciw miejscu temu, abym je zburzył? Wiekuisty rzekł do mnie: Wyruszysz przeciw ziemi tej, a zburzysz ją! "
II Kings 18:26,"Rzekł tedy Eljakim, syn Chilkjasza, i Szebna i Joach do Rabszaki: Zechciej rozmawiać ze sługami twymi po aramejsku, bo my rozumiemy, a nie rozmawiaj z nami po judzku przed ludem tym, znajdującym się na murze. "
II Kings 18:27,"I rzekł do nich Rabszake: Czy to do pana twego albo do ciebie wysłał mnie pan mój, abym powiedział słowa te? Czy nie raczej do ludzi, co siedzą na murze, aby żywili się kałem a pili mocz swój wraz z wami? "
II Kings 18:28,"I stanął Rabszake i zawołał głosem doniosłym po judzku, i oświadczył, i rzekł: Słuchajcie słów króla wielkiego, króla asyryjskiego! "
II Kings 18:29,"Tak rzecze król: Niechaj nie zwodzi was Chiskjasz, bo nie zdoła ocalić was z mocy jego. "
II Kings 18:30,"A niechaj nie czyni wam Chiskjasz nadziei w Wiekuistym, mówiąc: Ocalić ocali was Wiekuisty, a nie będzie oddane to miasto w moc króla asyryjskiego. "
II Kings 18:31,"Nie słuchajcie Chiskjasza! Bo tak rzecze król asyryjski: Poprobujcie u mnie szczęścia a wyjdźcie do mnie, a pożywajcie każdy z winnicy swojej i każdy z figowego drzewa swojego, a pijcie każdy wodę z krynicy swej. "
II Kings 18:32,"Aż przyjdę a zabiorę was do ziemi podobnej do ziemi waszej, do ziemi zboża i moszczu, do ziemi chleba i winnic, ziemi oliwników i oliwy i miodu, a będziecie żyli a nie umierali. A nie słuchajcie Chiskjasza, gdy zwodzić was będzie, mówiąc: Wiekuisty ocali nas! "
II Kings 18:33,"Alboż ocalili bogowie ludów, każdy ziemię swoją z ręki króla asyryjskiego? "
II Kings 18:34,"Gdzież byli bogowie Chamatu i Arpadu, gdzie bogowie Sefarwaim, Heny i Iwy, i czyż ocalili Samarję z ręki mojej? "
II Kings 18:35,"Któreż to ze wszystkich bóstw tych ziem ocaliły kraj swój z ręki mojej, żeby ocalić miał Wiekuisty Jerozolimę z ręki mojej? "
II Kings 18:36,"Lud wszakże milczał i nie odpowiedzieli mu słowa, bo rozkaz był króla taki: Nie odpowiadajcie mu. "
II Kings 18:37,"I przyszedł Eljakim, syn Chilkjasza, przełożony pałacu, i Szebna, sekretarz, i Joach, syn Asafa, kanclerz, do Chiskjasza z rozdartemi szaty i powtórzyli mu słowa Rabszaki. "
II Kings 19:1,"Gdy tedy usłyszał to król Chiskjasz, rozdarł szaty swoje, i oblekł się w wór i wszedł do przybytku Wiekuistego. "
II Kings 19:2,"I posłał Eljakima, przełożonego pałacu, i Szebnę, sekretarza, i starszych z kapłanów, obleczonych w wory, do proroka Jezajasza, syna Amoca. "
II Kings 19:3,"I rzekli do niego: Tak powiedział Chiskjasz: Dniem utrapienia i sponiewierania i bluźnienia jest dzień ten. Bo doszedł płód do macierzyzny, a niema siły do porodu. "
II Kings 19:4,"Może usłyszy Wiekuisty, Bóg twój, wszystkie słowa Rabszaki, którego posłał król asyryjski, pan jego, aby urągał Bogu żywemu, i pomścił się za mowy, jakie słyszał Wiekuisty, Bóg twój; więc zanieś modlitwę za szczątek pozostały. "
II Kings 19:5,Przybyli tedy słudzy króla Chiskjasza do Jezajasza. 
II Kings 19:6,"I rzekł do nich Jezajasz: Tak powiecie panu waszemu: Tak rzecze Wiekuisty: Nie obawiaj się słów tych któreś słyszał, któremi lżyli Mnie pachołki króla asyryjskiego. "
II Kings 19:7,"Oto podam mu tę myśl, aby usłyszawszy wieść powrócił do kraju swojego, a wtedy zagubię go mieczem w własnym kraju jego. "
II Kings 19:8,Tymczasem wrócił Rabszake i znalazł króla asyryjskiego walczącego przeciw Libna - słyszał bowiem: że wyruszył z Lachisz. 
II Kings 19:9,"I usłyszał o Tyrhaku, królu etjopskim, jak mówiono: Oto wyruszył, aby walczył przeciw tobie; co usłyszawszy, wysłał posłów do Chiskjasza z temi słowy: "
II Kings 19:10,"Tak powiecie Chiskjaszowi, królowi judzkiemu: Niechaj cię nie zwodzi Bóg twój, któremu ty ufasz, mówiąc: Nie będzie wydana Jerozolima w moc króla asyryjskiego. "
II Kings 19:11,"Otoś słyszał co poczynili królowie asyryjscy wszystkim ziemiom, jak je zniszczyli, a tybyś miał być ocalony? "
II Kings 19:12,"Czyż ocalili bogowie ludów te, które wygubili ojcowie moi: Gozan i Charan i Recef i synów Eden co w Telassar? "
II Kings 19:13,"Gdzie król Chamatu i król Arpadu i król miasta Sefarwaim, Hena i Iwa? "
II Kings 19:14,"I wziął Chiskjasz list z ręki posłów i przeczytał go, i wstąpił do przybytku Wiekuistego i rozwinął go Chiskjasz przed Wiekuistym. "
II Kings 19:15,"I modlił się Chiskjasz Wiekuistemu, i rzekł: Wiekuisty, Boże Izraela, zasiadający nad Cherubami! Tyś sam jeden Bogiem wszystkich królestw ziemi, Tyś stworzył niebo i ziemię. "
II Kings 19:16,"Skłoń, Wiekuisty, ucho Twoje i słuchaj, roztwórz Wiekuisty, oczy Twoje i wejrzyj i usłysz wszystkie słowa Sanheryba, tego którego wysłał, aby lżył Boga żywego. "
II Kings 19:17,"Wprawdzie, o Wiekuisty, spustoszyli królowie asyryjscy ludy te i ziemię ich, "
II Kings 19:18,"I powrzucali bóstwa ich w ogień, albowiem nie były to bóstwa, a tylko robota rąk ludzkich, drzewo i kamienie, przeto zniszczyć je mogli. "
II Kings 19:19,"A teraz Wiekuisty, Boże nasz, chciej nas wybawić z ręki jego, aby poznały wszystkie królestwa ziemi, żeś Ty Wiekuisty jedyny. "
II Kings 19:20,"I posłał Jezajasz, syn Amoca, do Chiskjasza, mówiąc: Tak rzecze Wiekuisty, Bóg Izraela: O coś mnie błagał względem Sanheryba, króla asyryjskiego, słyszałem. "
II Kings 19:21,"Takie jest słowo, które wyrzekł Wiekuisty o nim: Gardzi tobą, wyśmiewa cię dziewicza córa Syonu, potrząsa głową za tobą córa jerozolimska. "
II Kings 19:22,"Komużeś bluźnił i urągał, i przeciw komu podniosłeś głos twój, a wzniosłeś tak wysoko oczy twoje! - przeciw Świętemu Izraela! "
II Kings 19:23,"Przez sługi twoje bluźniłeś Pana i powiedziałeś: Z mnóstwem wozów moich dotarłem ja do szczytu gór, do krańców Libanu, i ściąłem rosłe cedry jego, i wstąpiłem na najwyższy wierzchołek jego, do równego sadowi lasu jego. "
II Kings 19:24,"Jam kopał - a pił wody cudze, ja też wysuszę krokiem stóp moich wszystkie strumienie Macoru. "
II Kings 19:25,"Czyżeś nie słyszał, żem to oddawna ustanowił, od czasów pierwotnych zarządził? Teraz sprowadziłem to i powołany zostałeś, abyś burzył w zwaliska rozrzucone miasta warowne. "
II Kings 19:26,"A mieszkańcy ich bezsilni, strwożyli się i zmieszali; stali się jako trawa polna i jako zieleniejąca się bylina, jako mech po dachach i śnieć przed kłosieniem się. "
II Kings 19:27,Ale legowisko twoje i wyjście i wejście twoje znałem i zżymanie się twoje na Mnie. 
II Kings 19:28,"Ponieważ zżymanie się twoje na Mnie i zuchwalstwo twoje doszło uszu Moich; przeto wprawię kolce Moje w nozdrza twe, a wędzidło Moje w usta twoje, i powiodę cię naprzód, drogą, którąś przyszedł. "
II Kings 19:29,"A ten też miej sobie znak: Żywić się będą tego roku samosiewką, roku też drugiego ziarnem dziko wyrosłem, a roku trzeciego siać wam i żąć i sadzić winnice i pożywać owoce ich. "
II Kings 19:30,I zakorzeni się szczątek domu Judy pozostały silniej u dołu i wyda owoc u góry. 
II Kings 19:31,"Bo z Jerozolimy wynijdzie ostatek, a szczątek z góry Syonu; rzewniwość Wiekuistego zastępów sprawi to. "
II Kings 19:32,"Przeto rzecze tak Wiekuisty o królu asyryjskim: Nie wkroczy on do miasta tego, ani wymierzy doń strzały, ani wystąpi przed niem z tarczą, ani usypie przeciw niemu wału. "
II Kings 19:33,"Drogą, którą przyszedł, tą się wróci, a do miasta tego nie wnijdzie, rzecze Wiekuisty. "
II Kings 19:34,"I osłonię miasto to, abym je zachował gwoli sobie i ze względu na Dawida, sługę Mojego. "
II Kings 19:35,"I stało się tejże nocy, że wyszedł anioł Wiekuistego i poraził w obozie asyryjskim sto ośmdziesiąt i pięć tysięcy. A gdy wstali zrana, a oto wszyscy trupy martwe. "
II Kings 19:36,"Wyruszył tedy i poszedł i wrócił Sanheryb, król asyryjski, i pozostał w Niniwie. "
II Kings 19:37,"A gdy się korzył w domu Nisrocha, boga swojego, Adrammelech i Szarecer, synowie jego, ugodzili go mieczem, a sami uszli do kraju Ararat. I panował syn jego Assarhaddon miasto niego. "
II Kings 20:1,"W owe dni zaniemógł Chiskjasz śmiertelnie. I przybył do niego Jezajasz, syn Amoca, prorok, i powiedział mu: Tak rzecze Wiekuisty: Urządź dom twój, bo umrzesz a nie wyzdrowiejesz. "
II Kings 20:2,"I obrócił Chiskjasz oblicze swe do ściany i modlił się do Wiekuistego, i rzekł: "
II Kings 20:3,"O Wiekuisty! Wspomnij jakom postępował przed Tobą w prawdzie i sercem całem, a czynił dobre w oczach Twoich. I zapłakał Chiskjasz płaczem wielkim. "
II Kings 20:4,"I stało się, gdy jeszcze nie wyszedł był Jezajasz ze środkowego dworca, że doszło go słowo Wiekuistego, mówiąc: "
II Kings 20:5,"Wróć a oświadcz Chiskjaszowi, księciu ludu mojego: Tak rzecze Wiekuisty, Bóg Dawida, praojca twojego: Słyszałem modlitwę twoją, widziałem łzę twoją. Oto uleczę cię, dnia trzeciego wstąpisz do przybytku Wiekuistego. "
II Kings 20:6,"I dodam do dni twoich piętnaście lat, i z ręki króla asyryjskiego ocalę ciebie i miasto to, i osłonię miasto to gwoli Sobie i ze względu na Dawida, sługę Mojego. "
II Kings 20:7,Polecił zaś Jezajasz: Weźcie miazgi figowej; i wzięli i położyli na wrzód i uzdrowiony został. 
II Kings 20:8,"Chiskjasz zaś rzekł do Jezajasza: Jakiż to znak, że uleczy mnie Wiekuisty, i że wstąpię dnia trzeciego do przybytku Wiekuistego? "
II Kings 20:9,"I odpowiedział Jezajasz: To ci posłuży za znak od Wiekuistego, że spełni Wiekuisty to co wyrzekł: Czyż ma cień o dziesięć stopni się posunąć, czy też o dziesięć stopni się cofnąć? "
II Kings 20:10,"I odpowiedział Chiskjasz: Łatwem to dla cienia, aby o dziesięć stopni się posunął; nie, niechaj cień o dziesięć stopni wstecz się cofnie. "
II Kings 20:11,"Wezwał tedy prorok Jezajasz Wiekuistego, i dał On cofnąć się cieniowi po stopniach, po których się był spuścił, po stopniach Achaza, o dziesięć stopni wstecz. "
II Kings 20:12,"Onego czasu wysłał Berodach Baladan, syn Baladana, król babiloński, list i dary do Chiskjasza; słyszał bowiem, że zaniemógł był Chiskjasz. "
II Kings 20:13,"I wysłuchał ich Chiskjasz i pokazał im wszystek skarbiec swój, srebro i złoto i korzenie i olejki przednie i całą zbrojownię swoją i wszystko co się znajdowało w skarbnicach jego. Nie było rzeczy, którejby nie pokazał im Chiskjasz w domu swoim i w całem władnictwie swojem. "
II Kings 20:14,"W tem przyszedł Jezajasz, prorok, do króla Chiskjasza, i rzekł doń: Cóż powiedzieli ci mężowie i skąd przybyli do ciebie? I odpowiedział Chiskjasz: Z ziemi dalekiej przybyli, z Babelu. "
II Kings 20:15,"I rzekł: Cóż widzieli w domu twoim? Odpowiedział tedy Chiskjasz: Wszystko co jest w domu moim widzieli, niemasz rzeczy, którejbym nie pokazał im w skarbnicach moich. "
II Kings 20:16,Rzekł tedy Jezajasz do Chiskjasza: Słuchaj słowa Wiekuistego: 
II Kings 20:17,"Oto dni nadejdą, a uniesionem będzie wszystko co w domu twoim, i co naskarbili ojcowie twoi, aż po dziś dzień, do Babelu; nie zostanie nic, rzecze Wiekuisty. "
II Kings 20:18,"I z synów twoich, którzy wynijdą z ciebie, których spłodzisz, pobierze i będą podkomorzymi na dworze króla babilońskiego. "
II Kings 20:19,"I rzekł Chiskjasz do Jezajasza: Dobrotliwem słowo Wiekuistego, któreś wypowiedział. I dodał: Będzie wszak pokój i pewność za dni moich. "
II Kings 20:20,"A co do innych spraw Chiskjasza i wszystkich czynów jego dzielnych i jak staw i wodociąg urządził, a wodę do miasta sprowadził - spisano to wszak w księdze dziejów królów judzkich, "
II Kings 20:21,"I spoczął Chiskjasz przy ojcach swoich i objął rządy syn jego, Manase, miasto niego. "
II Kings 21:1,"Dwanaście lat miał Manase gdy rządy objął, a pięćdziesiąt pięć lat panował w Jerozolimie. Imię zaś matki jego: Chefcyba. "
II Kings 21:2,"I czynił co niegodziwem było w oczach Wiekuistego, wedle ohyd ludów, które wypędził był Wiekuisty przed obliczem synów Izraela. "
II Kings 21:3,"I odbudował znowu wyżyny, które zburzył był Chiskjasz, ojciec jego, i wznosił ołtarze dla Baala i urządził Astartę jak Ahab, król izraelski, i korzył się całemu zastępowi nieba i służył im. "
II Kings 21:4,"Zbudował również ołtarze w przybytku Wiekuistego, o którym wszak wyrzekł Wiekuisty: W Jerozolimie ustanowię imię moje. "
II Kings 21:5,I zbudował ołtarze dla całego zastępu nieba w obu dworcach przybytku Wiekuistego. 
II Kings 21:6,"Przeprowadził syna swego przez ogień i zajmował się wróżbiarstwem i czarami i ustanawiał zażegnywaczy i znachorów; czynił dużo co niegodziwem było w oczach Wiekuistego, aby Go jątrzyć. "
II Kings 21:7,"I postawił posąg Astarty, który sporządził, w przybytku, o którym powiedział Wiekuisty do Dawida i syna jego Salomona: W przybytku tym i w Jerozolimie, którą wybrałem z pośród wszystkich pokoleń Izraela, ustanowię imię Moje na wieki. "
II Kings 21:8,"A nie spłoszę już nogi Izraela z ziemi, którąm oddał ojcom ich, jeżeli tylko ściśle postępować będą wedle wszystkiego com im przykazał, wedle całej mianowicie nauki, którą poruczył im sługa Mój Mojżesz. "
II Kings 21:9,"Nie słuchali jednak, a uwiódł ich Manase, aby zło czynili, gorzej niż te ludy, które wytępił Wiekuisty przed obliczem synów Izraela. "
II Kings 21:10,"Oświadczył tedy Wiekuisty przez sługi swoje, proroków, głosząc; "
II Kings 21:11,"Ponieważ spełnił Manase, król judzki, ohydy te, czyniąc gorzej niż to wszystko co czynili Amorejczycy, którzy byli przed nim, a uwiódł i Judę do grzechu przez bożyszcza swoje, "
II Kings 21:12,"Przeto rzecze tak Wiekuisty, Bóg Izraela: Oto przywiodę niedolę na Jerozolimę i na Judę, tak że każdemu, kto o tem usłyszy, zaszumi w obu uszach. "
II Kings 21:13,"I rozciągnę nad Jerozolimą sznur Samaryi i pion domu Ahaba, i zetrę Jerozolimę, jak się wyciera miskę, a którą po wytarciu dnem się przewraca. "
II Kings 21:14,"I porzucę szczątek dziedzictwa Mojego i wydam ich w moc wrogów ich, aby się stali łupem i zdobyczą wszystkich swoich wrogów. "
II Kings 21:15,"Przeto, że czynili, co niegodziwem było w oczach Moich a jątrzyli Mnie od dnia, którego wyszli ojcowie ich z Egiptu, aż po dzień dzisiejszy. "
II Kings 21:16,"Krwi też niewinnej wylał Manase dużo bardzo, póki nie napełnił nią Jerozolimy od krańca do krańca, okrom grzechu swego, że uwiódł Judę, aby czynił co niegodziwem jest w oczach Wiekuistego. "
II Kings 21:17,"A co do innych spraw Manasy i wszystkiego czego dokonał i grzechu, którego się dopuścił - spisano to wszak w księdze dziejów królów judzkich. "
II Kings 21:18,"I spoczął Manase przy ojcach swoich i pochowano go w ogrodzie pałacu swojego, w ogrodzie Uzy. I objął rządy syn jego, Amon, miasto niego. "
II Kings 21:19,"Dwadzieścia i dwa lata miał Amon gdy rządy objął a dwa lata panował w Jerozolimie. Imię matki jego Meszulemet, córka Charuca z Jotby. "
II Kings 21:20,"I czynił co niegodziwem było w oczach Wiekuistego, tak jako czynił Manase, ojciec jego. "
II Kings 21:21,"I postępował w zupełności po drodze, po której postępował ojciec jego, i służył bożyszczom, którym służył ojciec jego, i korzył się im. "
II Kings 21:22,"I opuścił Wiekuistego, Boga ojców swoich, a nie postępował drogą Wiekuistego. "
II Kings 21:23,I uknuli słudzy Amona spisek przeciw niemu i zamordowali króla w pałacu jego. 
II Kings 21:24,"Rozgromił jednak lud kraju wszystkich sprzysiężonych przeciw królowi Amonowi, poczem ogłosił lud kraju syna jego, Jozjasza, królem miasto niego. "
II Kings 21:25,"A co do innych spraw Amona, których dokonał, spisano to wszak w księdze dziejów królów judzkich. "
II Kings 21:26,"I pochowano go w grobie jego, w ogrodzie Uzy, i objął rządy syn jego Jozjasz miasto niego. "
II Kings 22:1,"Ośm lat miał Jozjasz, gdy rządy objął, a trzydzieści i jeden lat panował w Jerozolimie. Imię zaś matki jego: Jedyda, córka Adai z Bockat. "
II Kings 22:2,"I czynił co prawem było w oczach Wiekuistego i postępował ściśle po drodze Dawida praojca swego, nie odstępując ani w prawo ani w lewo. "
II Kings 22:3,"I stało się ośmnastego roku króla Jozjasza, że wysłał król Szafana, syna Acaljasza, syna Meszullama, kanclerza, do przybytku Wiekuistego, polecając: "
II Kings 22:4,"Wstąp do Chilkjasza, arcykapłana, aby zebrał sumę pieniędzy, złożoną w przybytku Wiekuistego, które zebrali trzymający straż u progów od ludu. "
