Index Title,Judges
Judges 17:12,"I upełnomocnił Micha rękę lewity, i służył mu ów młodzieniec za kapłana, i zamieszkał w domu Michy. "
Judges 17:13,"I rzekł Micha: Oto teraz wiem na pewno, że mi Wiekuisty dobrze świadczyć będzie, ponieważ mam lewitę za kapłana. "
Judges 18:1,"Za owych czasów nie było króla w Izraelu, a pokolenie Dan szukało sobie za owych czasów posiadłości dziedzicznej dla osiedlenia się, ponieważ nie przypadło mu aż do onego dnia nic, jako posiadłość dziedziczna wpośród pokoleń izraelskich. "
Judges 18:2,"Wysłali przeto synowie Dana z rodu swojego, z pośród ogółu swego, pięciu mężów, mężów dzielnych, z Corea i Esztaol, aby wypatrzeć kraj i aby go zbadać. I rzekli do nich: Idźcie, zbadajcie kraj; i tak przybyli w góry efraimskie, do domu Michy, i zanocowali tam. "
Judges 18:3,"Gdy właśnie stanęli przy domu Michy, poznali głos młodzieńca, lewity; wstąpili tedy i zapytali się: Któż cię tu sprowadził, co tu porabiasz i co tu masz? "
Judges 18:4,"I odpowiedział im: Tak a tak uczynił mi Micha i zgodził mnie, i służę mu za kapłana. "
Judges 18:5,"Rzekli tedy do niego: Wybadaj też Boga abyśmy wiedzieli, czy powiedzie się droga nasza, którą idziemy. "
Judges 18:6,"I odpowiedział im kapłan: Idźcie w pokoju! Przed obliczem Wiekuistego jest droga wasza, którą idziecie. "
Judges 18:7,"Owych pięciu mężów zatem odeszło, i przybyli do Laisz, i widzieli lud tameczny zamieszkały spokojnie wedle obyczaju Cydończyków, cicho i bezpiecznie, i że nie było nikogo w kraju, z dzierżących władzę dziedziczną, któryby ich w czemkolwiek skrzywdził, dalecy też byli od Cydończyków, a nie mieli stosunków z nikim. "
Judges 18:8,"Gdy zatem wrócili do pobratymców swoich, do Corea i Esztaol, rzekli do nich pobratymcy ich: Cóżeście wy przynieśli? "
Judges 18:9,"I odpowiedzieli: Dalej, wyruszmy przeciw nim! albowiem rozpatrzyliśmy kraj - jest on rzeczywiście bardzo piękny! A wy jeszcze się zastanawiacie? Nie ociągajcie się dłużej, aby wyruszyć, aby pójść i wziąć kraj ten w posiadanie. "
Judges 18:10,"Gdy przyjdziecie, zastaniecie lud bezpieczny i kraj na wsze strony rozległy. Tak, podał go Bóg w ręce wasze - jest to miejsce, gdzie nie zbywa na niczem, czem darzy ziemia. "
Judges 18:11,"Wyruszyło zatem ztamtąd z rodu Danitów, z Corea i Esztaol, sześćset ludzi, uzbrojonych w przybory wojenne. "
Judges 18:12,"W pochodzie swoim stanęli obozem w Kirjat-Jearim, w Judei. Przeto nazwano ono miejsce aż po dzień dzisiejszy obozem Dana, a znajduje się ono za Kirjath-Jearim. "
Judges 18:13,Ztamtąd pociągnęli ku górom efraimskim i zaszli do domu Michy. 
Judges 18:14,"Odezwało się tedy owych pięciu ludzi, którzy wyszli byli do Laisz, aby kraj wypatrzeć, i rzekli do pobratymców swoich: Czy wiadomo wam, że znajdują się w tych budynkach efod i bożki domowe, obraz rzeźbiony i lity? Zobaczcie tedy co wam czynić zostaje! "
Judges 18:15,"I tak zboczyli tam i doszli do domu młodzieńca, lewity, do domu Michy, i pozdrowili go. "
Judges 18:16,"Sześćset ludzi zaś z synów Dana, uzbrojonych w przybory swe wojenne, stało u wejścia bramy. "
Judges 18:17,"Pięciu jednak owych mężów, którzy wyruszyli byli by wypatrzeć kraj, wstąpiwszy, weszli tam i zabrali obraz rzeźbiony, i efod, i bożki domowe i obraz lity, podczas gdy kapłan stał u wejścia do bramy wraz z sześciuset ludźmi, uzbrojonymi w przybory wojenne. "
Judges 18:18,"Wstąpiwszy tedy do domu Michy, zabrali obraz rzeźbiony i efod i bożki domowe i obraz lity. I rzekł do nich kapłan: Co wy czynicie? "
Judges 18:19,"I odpowiedzieli mu: Milcz, połóż rękę na usta a pójdź z nami, i bądź nam ojcem i kapłanem. Cóż lepsze dla ciebie, czy być kapłanem domu jednego człowieka, czy też być kapłanem całego pokolenia i rodu izraelskiego? "
Judges 18:20,"I ucieszył się kapłan w sercu swojem, a zabrawszy efod i bożki domowe i obraz rzeźbiony stanął w pośrodku ludu. "
Judges 18:21,"I tak puścili się w drogę i poszli, umieszczając przed sobą dziatwę, stada i juki. "
Judges 18:22,"Zaledwie jednak oddalili się od domu Michy, zebrali się mieszkańcy sąsiednich domostw przy domu Michy, i doścignęli synów Dana, "
Judges 18:23,"I wołali za nimi; na co ci, zwróciwszy się ku nim, zapytali się Michy: Co ci się stało, żeście się tak tłumnie zebrali? "
Judges 18:24,"I odpowiedział: Bożki moje, którem sobie sporządził, wyście zabrali, a nadto i kapłana i poszli - i cóż mi zostaje? Jakże się jeszcze pytać możecie: co ci się stało? "
Judges 18:25,"I odpowiedzieli mu synowie Dana: Nie odzywałbyś się raczej głośno wobec nas, mogliby bowiem napaść was ludzie rozgoryczeni, a zagubiłbyś życie twoje i życie rodziny twojej. "
Judges 18:26,"Poczem odeszli synowie Dana w dalszą swą drogę. Widząc zaś Micha, że silniejsi są od niego, cofnął się i wrócił do domu swego. "
Judges 18:27,"Zabrawszy tedy to, co sporządził Micha, oraz kapłana, którego miał przy sobie, napadli na Laisz, na ludzi spokojnych i bezpiecznych, i poranili ich ostrzem miecza; miasto zaś spalili ogniem. "
Judges 18:28,"A nie pospieszył mu nikt z pomocą, oddalone bowiem było od Cydonu, a nie mieli stosunków z ludźmi; położone było mianowicie w dolinie Bet-Rehob. Poczem odbudowali miasto i osiedli w niem. "
Judges 18:29,"I nadali miastu temu nazwę Dan, podług imienia Dana, praojca ich, urodzonego Izraelowi; przedtem jednak była nazwa miasta tego Laisz. "
Judges 18:30,"Poczem postawili sobie synowie Dana ów obraz rzeźbiony, a Jonatan, syn Gerszoma, syn Manasy, wraz z potomkami swymi, służyli za kapłanów pokoleniu Dana aż po dzień opuszczenia kraju. "
Judges 18:31,"I tak ustanowili sobie obraz rzeźbiony, sporządzony przez Michę, przez cały czas istnienia domu Bożego w Szylo. "
Judges 19:1,"Stało się zaś onego czasu - nie było wtedy jeszcze króla w Izraelu - że przebywał niejaki lewita na skraju gór efraimskich, który wziął sobie kobietę z Betlehem w Judei, na nałożnicę. "
Judges 19:2,"Ale dopuściła się ta nałożnica nierządu przy nim, i uciekła od niego do domu ojca swojego, do Betlehem w Judei, i zabawiła tam około czterech miesięcy czasu. "
Judges 19:3,"Poczem wyruszył mąż jej i poszedł za nią, aby przemówić do serca jej, i by ją napowrót sprowadzić; miał on zaś pachołka swego i parę osłów przy sobie. Wprowadziła go tedy do rodzinnego domu swego, a gdy spostrzegł go ojciec młodej kobiety, ucieszył się jego przybyciem. "
Judges 19:4,"I zatrzymał go teść jego, ojciec owej młodej kobiety, tak że zabawił u niego trzy dni. I jedli i pili i nocowali tam. "
Judges 19:5,"Czwartego dnia jednak, gdy wstali zrana, a on wyruszyć w drogę zamierzał, rzekł ojciec młodej kobiety do zięcia swego: Posil się najprzód okruszyną chleba, a potem pójdziecie. "
Judges 19:6,"I tak usiedli i jedli obaj i pili razem; poczem prosił ojciec młodej kobiety męża: Bądźże tak łaskaw a zanocuj jeszcze, i bądź dobrej myśli. "
Judges 19:7,"Mąż ów jednak powstał, by odejść; ale nalegał nań teść jego, tak że wrócił i raz jeszcze tam zanocował. "
Judges 19:8,"Gdy następnie zrana piątego dnia powstał, aby wyruszyć, rzekł ojciec młodej kobiety: Posilże się najprzód, a zatrzymajcie się póki nie zapadnie dzień! I tak jedli obaj razem. "
Judges 19:9,"Poczem powstał ów mąż, by wyruszyć wraz z nałożnicą i pachołkiem swoim. Ale teść jego, ojciec młodej kobiety, rzekł doń znowu: Oto zmniejszył się dzień, a ma się ku zachodowi, zanocujcież! Oto schyla się dzień, zanocuj tu, a bądź dobrej myśli. Jutro rano wstaniecie, aby w drogę waszą wyruszyć, a wtedy wrócisz do domu swego. "
Judges 19:10,"Mąż ów jednak wzbraniał się przez noc pozostać, powstał i wyruszył i doszedł aż naprzeciw Jebus czyli Jerozolimy. Miał zaś parę osłów osiodłanych i nałożnicę swą przy sobie. "
Judges 19:11,"Gdy tedy znajdowali się pod Jebus, a dzień już daleko się posunął, rzekł pachołek do pana swego: Chodźże, a zajdziem do tego miasta jebusyckiego, a zanocujmy w niem. "
Judges 19:12,"I odpowiedział mu pan jego: Nie wejdźmy do miasta cudzoziemców, gdzie Izraelitów niema, lecz przejdźmy dalej aż do Gibei. "
Judges 19:13,"Rzekł nadto do sługi swego: Chodź, zbliżmy się do jednej z tych miejscowości, a zanocujemy w Gibei albo w Rama. "
Judges 19:14,"Wyruszyli tedy dalej i poszli, ale w pobliżu Gibei, należącej do Binjamina, zaszło im słońce. "
Judges 19:15,"I tak zwrócili się tam, aby wnijść i w Gibei przenocować. Zaszedłszy zatem zatrzymał się na rynku miasta - ale nie znalazł się nikt, któryby zabrał ich do domu aby przenocowali. "
Judges 19:16,"Aż oto nadszedł człowiek stary, który wracał wieczorem od roboty swej na polu; pochodził on z gór efraimskich, a przebywał w Gibei, podczas gdy ludzie miejscowi Binjaminitami byli. "
Judges 19:17,"Podniósłszy tedy oczy, i spostrzegłszy podróżnego na rynku miasta, zapytał się mąż ów stary: Dokąd idziesz, a zkąd przybywasz? "
Judges 19:18,"I odpowiedział mu: Jesteśmy w podróży z Betlehem w Judei do skraju gór efraimskich, zkąd pochodzę. Udałem się do Betlehem w Judzie, a teraz wracam do domu Wiekuistego; ale nie znajduje się nikt, któryby zabrał mnie do domu. "
Judges 19:19,"Mamy i słomy i obroku dla osłów naszych, mamy również chleba i wina dla mnie i służebnicy twojej i dla pachołka, towarzyszącego sługom twoim; nie zbywa na niczem. "
Judges 19:20,I rzekł mąż ów stary: Pokój z tobą! Wszelkie potrzeby twoje przyjmuję na siebie! W każdym razie nie możesz na ulicy nocować! 
Judges 19:21,Poczem zaprowadził go do domu swojego i podał paszę osłom; i umyli nogi swoje i jedli i pili. 
Judges 19:22,"Podczas gdy tak sobie dogadzali, otoczyli nagle dom ludzie miejscowi, ludzie niecni, dobijając się do drzwi, i wołając do starego owego męża, pana domu: Wydaj człowieka, który przybył do domu twojego, abyśmy go poznali. "
Judges 19:23,"Wyszedł tedy do nich ów mąż, pan domu, i rzekł do nich: Nie, bracia, nie spełniajcież niecności! Ponieważ wszedł ten człowiek do domu mojego, nie spełniajcie haniebnego tego czynu! "
Judges 19:24,"Oto mam córkę, dziewicę, a on nałożnicę swą; wydam je wam, a możecie je shańbić a postąpić z niemi jak się wam spodoba; ale na tym człowieku nie wolno wam tak haniebnego czynu spełnić! "
Judges 19:25,"Nie chcieli jednak ci ludzie go słuchać; ujął przeto ów mąż nałożnicę swoją i wyprowadził ją do nich na ulicę, i poznali ją i swawolili z nią przez całą noc aż do rana, a puścili ją dopiero gdy weszła zorza. "
Judges 19:26,"Gdy tedy nastał poranek wróciła owa kobieta i padła u wejścia do domu owego męża, u którego pan jej się znajdował, leżąc tam aż do jasnego dnia. "
Judges 19:27,"Ale gdy pan jej rano wstał, a otworzywszy drzwi domu wyszedł, aby w drogę swą wyruszyć - a oto leżała owa kobieta, nałożnica jego, przed drzwiami domu, mając ręce na przyzbie. "
Judges 19:28,"I rzekł do niej: Wstań, pójdziemy! - ale nie było odpowiedzi. Włożył ją tedy na osła, i powstał ów mąż i udał się do miejsca swojego. "
Judges 19:29,"Przybywszy zaś do domu swego wziął nóż, i ująwszy nałożnicę swoją, porąbał ją wraz z kośćmi jej na dwanaście części i rozesłał je po całej dziedzinie izraelskiej. "
Judges 19:30,"I stało się, że każdy, który to zobaczył, zawołał: Czegoś podobnego nie było, ani widziano od wyjścia synów Izraela z ziemi egipskiej, aż po dzień dzisiejszy! Zastanówcie się nad tem, radźcie i powiedzcie! "
Judges 20:1,"Wyruszyli tedy wszyscy synowie Izraela, i zgromadził się cały zbór niby jeden mąż od Dan do Beerszeby i aż do ziemi Gilead do Wiekuistego w Micpa. "
Judges 20:2,"I stawili się naczelnicy całego ludu, wszystkie pokolenia Izraela, w zgromadzeniu ludu Bożego - czterykroć sto tysięcy pieszych, dobywających miecza. "
Judges 20:3,"I usłyszeli Binjaminici, że wyciągnęli synowie Izraela do Micpy. Synowie Izraela zaś rzekli: Opowiedzcie, jakże spełniła się ta niecność? "
Judges 20:4,"I odezwał się mąż ów lewicki, mąż kobiety zamordowanej, i rzekł: Przybyłem ja wraz z nałożnicą moją do Gibei, co w Binjaminie, abym tam przenocował. "
Judges 20:5,"Ale powstali przeciw mnie mieszkańcy Gibei, i otoczyli dom, w którym przenocowałem w nocy; mnie samego chcieli zabić, nałożnicę zaś moją shańbili, tak że zmarła. "
Judges 20:6,"Wziąłem tedy nałożnicę moją, porąbałem ją, i rozesłałem po wszystkich dzielnicach dziedziny izraelskiej; dopuścili się bowiem sprośnego i haniebnego czynu w Izraelu. "
Judges 20:7,"Oto jesteście tu wszyscy, synowie Izraela; rozważcie tu między sobą tę sprawę, a poradźcie. "
Judges 20:8,"Powstał tedy wszystek lud jako jeden mąż, i rzekł: Nie odejdzie nikt do namiotu swego, ani wróci kto do domu swego. "
Judges 20:9,Ale oto co uczynim Gibei: Rzucim los przeciw niej. 
Judges 20:10,"Weźmiemy dziesięciu ludzi ze sta z wszystkich pokoleń izraelskich, a sto z tysiąca, a tysiąc z dziesięciu tysięcy, aby nabrali zapasów dla ludu, aby przybywszy do Gibei w Binjaminie postąpili z nią wedle haniebnego czynu, jaki spełniła w Izraelu. "
Judges 20:11,"I tak zgromadzili się wszyscy mężowie Izraela przeciw miastu temu, jakoby jeden mąż sprzymierzeni. "
Judges 20:12,"Poczem rozesłały pokolenia izraelskie ludzi do wszystkich oddziałów Binjamina i kazali powiedzieć: Co to za niegodziwość, która się spełniła wpośród was? "
Judges 20:13,"Przeto teraz wydajcie tych ludzi nikczemnych, co w Gibei, abyśmy ich zgładzili, a wytępili zło z pośród Izraela. Ale wzbraniali się Binjaminici usłuchać głosu braci swoich, synów Izraela. "
Judges 20:14,"I zgromadzili się Binjaminici z miast swoich do Gibei, aby wystąpić do walki z synami Izraela. "
Judges 20:15,"Tegoż dnia stawili się synowie Binjamina do przeglądu z miast swoich: Dwadzieścia sześć tysięcy mężów dobywających miecza, prócz mieszkańców Gibei, którzy się również stawili - siedmset mężów doborowych. "
Judges 20:16,"Między całym tym ludem znajdowało się siedmset mężów doborowych, pozbawionych władzy w ręce prawej. Każdy z tych miotał procą na włos, a nie chybiał. "
Judges 20:17,"Stawili się również do przeglądu synowie Izraela oprócz Binjamina: Czterykroć sto tysięcy dobywających miecza, każdy z tych mąż waleczny. "
Judges 20:18,"Wyruszyli tedy, a wstąpiwszy do Bethel radzili się Boga; pytali się mianowicie synowie Izraela: Któryż z was ma wyruszyć najprzód do walki z Binjaminitami? I odpowiedział Wiekuisty: Najprzód Juda. "
Judges 20:19,I tak wstali synowie Izraela wczesnym rankiem i rozłożyli się obozem przeciw Gibei. 
Judges 20:20,"A wyciągnąwszy synowie Izraela do walki z Binjaminem, ustawili się w szyku bojowym przeciw nim mężowie Izraela, w kierunku do Gibei. "
Judges 20:21,"Binjaminici zaś wyciągnęli z Gibei, i położyli dnia tego dwadzieścia dwa tysiące ludzi z Izraela trupem na ziemię. "
Judges 20:22,"Lud jednak, mianowicie mężowie izraelscy, zebrali się z siłami i ustawili się znowu w szyku bojowym na tem samem miejscu, gdzie się byli uszykowali dnia pierwszego. "
Judges 20:23,"Ponieważ synowie Izraela wstąpili byli i płakali przed Wiekuistym do wieczora i dopytywali się u Wiekuistego, mówiąc: Czy wystąpić mi raz jeszcze do walki z pobratymcami moimi, Binjaminitami? I rzekł Wiekuisty: Wyciągnijcie przeciw nim! "
Judges 20:24,"Gdy tedy wyruszyli synowie Izraela dnia drugiego znowu przeciw Binjaminitom, "
Judges 20:25,Wypadli Binjaminici na nich dnia drugiego z Gibei i położyli znowu ośmnaście tysięcy z synów Izraela trupem na ziemię - wszystko dobywających miecza. 
Judges 20:26,"Wstąpili przeto wszyscy synowie Izraela i wszystek lud i przybyli do Bethel, i pozostali tam płacząc przed Wiekuistym, i pościli dnia tego aż do wieczora. Poczem złożyli ofiary całopalne i opłatne przed Wiekuistym. "
Judges 20:27,I radzili się synowie Izraela Wiekuistego - znajdowała się tam bowiem wówczas arka przymierza Bożego. 
Judges 20:28,"A Pinhas, syn Elazara, syna Arona, pełnił służbę przed Nim na ów czas - i rzekli: Mamże jeszcze wystąpić do walki z pobratymcami moimi Binjaminitami, czy też zaniechać? I odpowiedział Wiekuisty: Wystąpcie, albowiem jutro podam ich w moc waszą. "
Judges 20:29,Ustawił tedy Izrael zasadzkę przeciw Gibei dokoła. 
Judges 20:30,"Poczem wyruszyli synowie Izraela przeciw Binjaminitom dnia trzeciego, i ustawili się w szyku bojowym przeciw Gibei, jako w razach poprzednich. "
Judges 20:31,"Binjaminici też wystąpili przeciw ludowi, zostali odsadzeni od miasta i poczęli jak w poprzednich razach kłaść trupem niektórych z ludu po gościńcach, z których jeden prowadził do Bethel a drugi przez pola do Gibei, zabiwszy około trzydziestu ludzi z Izraela. "
Judges 20:32,"Pomyśleli tedy synowie Binjamina: Padają oni przed nami jak za poprzednim razem. Synowie zaś Izraela umówili się: Będziemy uciekali, abyśmy odsadzili ich od miasta ku gościńcom. "
Judges 20:33,"Wszyscy mężowie zatem izraelscy, wyruszywszy z miejsca swojego, uszykowali się w Baal Tamar; zasadzka też izraelska wypadła również ze stanowiska swego, z polanki gibejskiej. "
Judges 20:34,"Dziesięć zaś tysięcy ludzi doborowych z wszystkiego Izraela nadciągnęło przeciw Gibei, i był bój ciężki, oni zaś nie zmiarkowali, że spotyka ich klęska. "
Judges 20:35,"I tak poraził Wiekuisty Binjamina przed Izraelem, i położyli synowie Izraela dnia owego trupem dwadzieścia pięć tysięcy i sto ludzi z Binjamina, wszystkich dobywających miecza. "
Judges 20:36,"Widzieli tedy Binjaminici, że ponieśli klęskę. Bo cofnęli się byli synowie Izraela przed Binjaminem, ponieważ polegali na zasadzce, którą postawili pod Gibeą. "
Judges 20:37,"Ci też z zasadzki rzucili się szybko na Gibeę, pociągnęła zasadzka i poraziła całe miasto ostrzem miecza. "
Judges 20:38,"Umówiony zaś znak mieli mężowie Izraela z zasadzką, aby podnieśli wielki kłąb dymu z miasta. "
Judges 20:39,"Gdy się tedy mężowie izraelscy cofnęli podczas walki, a Binjaminici poczęli kłaść trupem niektórych z mężów izraelskich - około trzydziestu ludzi - ponieważ sądzili: Padają oni przed nami jak w boju poprzednim! "
Judges 20:40,"Począł się kłąb podnosić z miasta w postaci słupa dymu, a gdy obejrzeli się Binjaminici stało już całe miasto w płomieniach, które aż ku niebu się wznosiły. "
Judges 20:41,"Wtedy odwrócili się mężowie izraelscy, Binjaminici zaś strwożyli się, poznali bowiem, że spadła na nich klęska. "
Judges 20:42,"I tak cofnęli się przed mężami Izraela w kierunku ku stepowi, ale bojowe zastępy izraelskie nacierały na nich zbliska, a co się tyczy mieszczan, tych pozabijali w własnych ich siedzibach. "
Judges 20:43,"Osaczyli Binjamina, ścigali go, tratowali go od Menuchy aż do przeciwległej strony Gibei, ku wschodowi słońca. "
Judges 20:44,"Przyczem padło z Binjamina ośmnaście tysięcy ludzi, samych mężów walecznych. "
Judges 20:45,"Wtedy zwrócili się i rzucili do ucieczki, ku stepowi ku opoce Rimon, owi jednak wyzbierali przytem na ościńcach pięć tysięcy z nich, a pognawszy za nimi aż do Gideom zabili jeszcze dwa tysiące ludzi. "
Judges 20:46,"Wszystkich zatem, którzy polegli z Binjamina było dwadzieścia i pięć tysięcy mężów - wszyscy dobywający miecza i sami mężowie waleczni. "
Judges 20:47,"Pozostało jednak z tych, którzy się zwrócili i rzucili do ucieczki ku opoce Rimon, sześćset ludzi, a pozostali oni u opoki Rimon przez cztery miesiące. "
Judges 20:48,"Mężowie izraelscy zaś zwrócili się przeciw szczątkom Binjaminitów i poranili ich ostrzem miecza, zarówno ludzi każdego miasta jak bydło, słowem wszystko co się znalazło; przytem wydali wszystkie istniejące miasta na pastwę ognia. "
Judges 21:1,Zaprzysięgli zaś byli Izraelici w Micpa: Nikt z nas nie odda córki swojej za żonę Binjaminicie! 
Judges 21:2,"Udał się tedy lud do Bethel, a pozostawszy tam do wieczora przed obliczem Boga, podnieśli głos swój i zapłakali płaczem wielkim. "
Judges 21:3,"I zawołali: Czemu o Wiekuisty, Boże Izraela, stało się to w Izraelu, że zbrakło teraz całe pokolenie izraelskie? "
Judges 21:4,Nazajutrz zaś powstał lud wczesnym rankiem i zbudowali tam ofiarnicę i złożyli całopalenia i ofiary opłatne. 
Judges 21:5,"Poczem zapytali się synowie Izraela: Czy jest kto z pośród wszystkich pokoleń izraelskich, który nie przybył tu ze zborem do Wiekuistego? Albowiem zagrożono klątwą uroczystą każdemu, któryby nie przybył do Wiekuistego do Micpy, mówiąc: Śmierć poniesie! "
Judges 21:6,Gdyż pożałowali synowie Izraela brata swego Binjamina i zawołali: Otóż teraz oderwane zostało całe pokolenie od Izraela. 
Judges 21:7,"Jakże dopomódz nam tym pozostałym, aby żony otrzymali, skorośmy poprzysięgli na Wiekuistego, abyśmy nie oddali im żon z córek naszych? "
Judges 21:8,"Zapytali się tedy: Czy jest kto z pośród pokoleń izraelskich, który nie przybył do Wiekuistego do Micpy? A oto nie był przybył nikt z Jabesz Gilead do obozu, do zboru. "
Judges 21:9,"Gdy sporządzono bowiem przegląd ludu, okazało się, że z mieszkańców Jabesz Gilead nie był nikt obecny. "
Judges 21:10,"Wysłał tam przeto zbór dwanaście tysięcy ludzi najdzielniejszych, dając im rozkaz następujący: Idźcie a poraźcie mieszkańców Jabesz Gilead ostrzem miecza, zarówno kobiety jak dzieci. "
Judges 21:11,"Oto zaś co uczynić macie: Każdego mężczyznę i każdą kobietę, która obcowała z mężczyzną, podacie zaklęciu. "
Judges 21:12,"I znaleźli między mieszkańcami Jabesz Gilead czterysta panien dziewiczych, które męzkiego obcowania jeszcze nie znały, te to sprowadzili do obozu w Szylo, co w ziemi Kanaan. "
Judges 21:13,"Poczem posłał cały zbór, aby rozmówili się z Binjaminitami, przebywającymi przy opoce Rimon, i aby zapewnili im pokój. "
Judges 21:14,"I tak wrócili Binjaminici, i oddano im kobiety zachowane przy życiu z kobiet w Jabesz Gilead; ale nie znalazło się jeszcze dosyć dla nich. "
Judges 21:15,"I pożałował lud Binjamina, albowiem uczynił Wiekuisty wyłom w pokoleniach izraelskich. "
Judges 21:16,"Rzekli tedy starsi zboru: Cóż czynić nam dla pozostałych, aby dać im żony? Wszak wytępione zostały kobiety z Binjamina! "
Judges 21:17,"Poczem dodali: Binjaminitom ocalonym musi dziedzictwo ich się dostać, aby zgładzone nie zostało pokolenie z Izraela. "
Judges 21:18,"Ale nie wolno nam żadnej z córek naszych im oddać! Przysięgli bowiem synowie Izraela: Przeklęty, ktoby dał żonę Binjaminicie! "
Judges 21:19,"I rzekli: Oto obchodzi się rok rocznie uroczystość na cześć Wiekuistego w Szylo, położonego na północ od Bethel, po wschodniej stronie gościńca, prowadzącego z Bethel do Szechemu, a na południu od Lebona. "
Judges 21:20,"I tak wskazali Binjaminitom: Idźcie, a czatujcie tam w winnicach. "
Judges 21:21,"A gdy zobaczycie, że dziewice z Szylo wychodzą, aby korowodem krążyć, wypadniecie z winnic i pochwycicie sobie każdy żonę swą z pomiędzy córek Szylo, poczem wrócicie do ziemi Binjamin. "
Judges 21:22,"Gdy następnie przyjdą ojcowie albo bracia ich, aby spór z nami wszczynać, tedy odpowiemy im: Chciejmy je im podarować, ponieważ nie wzięliśmy żon dla każdego z nich w tej wojnie - a przytem nie wyście je im dali - w tym razie byście w istocie zawinili! "
Judges 21:23,"I uczynili tak Binjaminici, i zabrali sobie potrzebną liczbę żon z pośród pląsających, które porwali. Poczem wrócili do dziedzicznej własności swojej i odbudowali miasta i osiedlili się w nich. "
Judges 21:24,"Synowie Izraela zaś rozeszli się tegoż czasu ztamtąd, każdy do pokolenia swego i do rodziny swojej, i odeszli ztamtąd, każdy do dziedzicznej własności swojej. "
Judges 21:25,Onego czasu nie było króla w Izraelu: czynił każdy co godziwem było w oczach jego. 
