Index Title,Jeremiah
Jeremiah 44:14,"I nie zostanie ktoby uszedł i ocalał z ostatków Judy, które przybyły, by tam gościć - w ziemi Micraim, - i by kiedyś wrócić do ziemi judzkiej, do której unoszą duszę swoję, by znowu zamieszkać tam - gdyż nie wrócą, za wyjątkiem pojedynczych niedobitków! "
Jeremiah 44:15,"I odpowiedzieli Jeremjaszowi wszyscy mężowie, którym wiadomo było, że kadziły żony ich bóztwom cudzym, i wszystkie kobiety, które stały przytem gromadą wielką, i wszystek lud zamieszkały w ziemi Micraim, w Patros, w tych słowach: "
Jeremiah 44:16,"Co do mowy, którą wyrzekłeś do nas w imieniu Wiekuistego, nie usłuchamy cię. "
Jeremiah 44:17,"Raczej spełnić spełnimy każde słowo, które wyszło z ust naszych, byśmy kadzili królowej niebios i rozlewali dla niej zalewki, jakośmy czynili my i ojcowie nasi, królowie i książęta nasi w miastach Judy i na ulicach Jerozolimy; a mieliśmy przytem do syta chleba i byliśmy szczęśliwi, a niedoli nie zaznaliśmy. "
Jeremiah 44:18,"Ale od chwili gdyśmy przestali kadzić królowej niebios, i rozlewać dla niej zalewki, zbywało nam na wszystkiem, a od miecza i głodu ginęliśmy. "
Jeremiah 44:19,"A jeżeli kadzim królowej niebios i rozlewamy dla niej zalewki - azaliśmy bez woli mężów naszych przygotowały dla niej ołatki, aby wzruszyć ją, i rozlewały dla niej zalewki? "
Jeremiah 44:20,"Tedy rzekł Jeremjasz do całego ludu, do mężczyzn i do kobiet i do wszystkich ludzi, którzy mu tak odpowiedzieli, - w tych słowach: "
Jeremiah 44:21,"Wszak to kadzidło właśnie, któremście kadzili w miastach Judy i na ulicach Jerozolimy, wy i ojcowie wasi, królowie i książęta wasi, i pospólstwo kraju o niém to pamiętał Wiekuisty i to stanęło w pamięci Jego. "
Jeremiah 44:22,"Tak, że nie mógł Wiekuisty tego ścierpieć dłużej z powodu niecności postępków waszych, i z powodu obmierzłości któreście spełniali - i tak stała się ziemia wasza pustkowiem i zgrozą i przekleństwem, bez mieszkańca, jako dziś. "
Jeremiah 44:23,"Dla tego żeście kadzili i grzeszyli Wiekuistemu, a nie słuchali głosu Wiekuistego a wedle nauki i ustaw i świadectw Jego nie postępowali, dla tego spotkało was to nieszczęście, jako dziś. "
Jeremiah 44:24,"I rzekł Jeremjasz do całego ludu i do wszystkich kobiet: Słuchajcie słowa Wiekuistego wszystek Judo, któryś w ziemi Micraim. "
Jeremiah 44:25,"Tak rzecze Wiekuisty zastępów, Bóg Israela, głosząc: Wy, i kobiety wasze, wyście wypowiedzieli usty, a spełnili rękoma waszemi to, coście postanowili: Spełnić chcemy śluby nasze, któreśmy ślubowali, by kadzić królowej niebios i wylewać dla niej zalewki, - Spełniajcie tedy gorliwie śluby wasze, a wykonywajcie pilnie objaty wasze! "
Jeremiah 44:26,"Wszakże słuchajcie słowa Wiekuistego wy Judejczycy wszyscy, którzy mieszkacie w ziemi Micraim! Oto przysięgam na imię Moje wielkie, rzecze Wiekuisty, jeśli będzie więcej imię Moje wzywane usty któregobądź męża judzkiego, tak aby wyrzekł: ""Żyw Wiekuisty! w całej ziemi Micraim"" -  "
Jeremiah 44:27,"Oto będę czuwał nad nimi ku złemu, i wyginą wszyscy mężowie Judy, którzy w ziemi Micraim mieczem i głodem, aż wytępieni będą! "
Jeremiah 44:28,"A tylko od miecza ocaleni wrócić mają z ziemi Micraim do ziemi judzkiej jako garstka nieliczna, i tak poznają wszystkie szczątki Judy, przybyłe do ziemi Micraim, aby gościć tam, czyje słowo się ostoi, - to, które odemnie pochodzi, czy też to, które od nich! "
Jeremiah 44:29,"A oto wam znak, rzecze Wiekuisty, że nawiedzę was na miejscu tém, abyście poznali, że ściśle się stwierdzą słowa Moje przeciw wam ku złemu. "
Jeremiah 44:30,"Tak rzecze Wiekuisty: Oto podam Faraona Hofrę, króla Micraimu, w moc wrogów jego i w moc czyhających na życie jego, jakom podał Cydkjasza, króla Judy, w moc Nebukadnecara, króla Babelu, wroga jego i czyhającego na życie jego. "
Jeremiah 45:1,"Słowo, które wyrzekł Jeremjasz, prorok, do Barucha, syna Neryi - gdy był spisał mowy te do księgi z ust Jeremjasza, roku czwartego Jehojakima, syna Jozjasza, króla Judy, jak następuje: "
Jeremiah 45:2,"Tak rzecze Wiekuisty, Bóg Israela, o tobie Baruchu! "
Jeremiah 45:3,"Powiadasz: O biada mi! gdyż przymnożył Wiekuisty nowy smutek do bólu mojego; zmożony jestem wzdychaniem, a pokoju nie znajduję! "
Jeremiah 45:4,"Tak oświadczysz mu: Tak rzecze Wiekuisty: Oto com zbudował burzę, a com zasadził wypleniam, a jest tém - kraj cały. "
Jeremiah 45:5,"A ty chciałbyś rzeczy wielkich żądać dla siebie? Nie żądaj! - Bo oto przywiodę niedolę na wszelkie ciało, rzecze Wiekuisty, tobie wszakże oddam życie na zdobycz we wszystkich miejscach dokądkolwiek pójdziesz. "
Jeremiah 46:1,"Co doszło jako słowo Wiekuistego Jeremjasza, proroka, o narodach. "
Jeremiah 46:2,"O Micraimie. O wojsku Faraona Neka, króla Micraimu, które stało nad rzeką Frat w Karkemisz, a które pobił Nebukadrecar, król Babelu, roku czwartego Jehojakima, syna Jozjasza, króla Judy. "
Jeremiah 46:3,"Szykujcie tarcze i pawęże, a wystąpcie do boju! "
Jeremiah 46:4,"Kiełznajcie konie, a dosiadajcie rumaków, a stańcie w hełmach; naostrzcie oszczepy, przybierzcie się w pancerze! "
Jeremiah 46:5,"Czemu widzę ich strwożonych, cofających się wstecz, a rycerze ich zgromieni, rzucają się do ucieczki nie oglądając się - postrach zewsząd! rzecze Wiekuisty. "
Jeremiah 46:6,"Nie może schronić się rączy, a nie może ocalić się bohater: na północy, nad brzegiem rzeki Frat, zachwiali się i legli! "
Jeremiah 46:7,"Któż to ów, co niby rzeka wzbiera, a niby strumienie pienią się jego fale? "
Jeremiah 46:8,"Micraim niby rzeka wzbiera, i niby strumienie pienią się jego fale, i rzecze: Dźwignę się, pokryję ziemię, zniweczę miasta i mieszkańców ich! "
Jeremiah 46:9,"Wspinajcie się konie, a tętnijcie wozy, a niech wyruszą rycerze - Kusz i Put dzierżący tarcze, i Ludejczycy dzierżący i napinający łuk! "
Jeremiah 46:10,"Ale dzień to Pana, Wiekuistego zastępów, dzień pomsty, aby się pomścił nad wrogami Swoimi, i tak chłonie miecz i nasyca się, i opija się krwi ich; bo ucztę ofiarną wyprawia Pan, Wiekuisty zastępów, w ziemi północnej, nad rzeką Frat! "
Jeremiah 46:11,"Wstąp do Gileadu a nabierz balsamu, dziewicza córo Micraimu! Daremnie mnożysz leki, ukojenia niema dla ciebie! "
Jeremiah 46:12,"Słyszały narody o sromocie twojej, a biadaniem twojém napełniła się ziemia; bo rycerz przez rycerza się zachwiał, społem legli obydwaj. "
Jeremiah 46:13,"Słowo, które wyrzekł Wiekuisty do Jeremjasza, proroka, gdy zamierzał przyjść Nebukadrecar, król Babelu, by pobić ziemię Micraim. "
Jeremiah 46:14,"Zwiastujcie w Micraim, a ogłoście w Migdolu, a rozgłoście téż w Nof i Tachpanches, wołajcie: Stań, a szykuj się, gdyż chłonie miecz dokoła ciebie! "
Jeremiah 46:15,"Czemuż wleczony byk twój? Nie mógł się ostać, gdyż Wiekuisty powalił go! "
Jeremiah 46:16,"Mnoży On potykających się, a pada też jeden na drugiego i wołają: Dalej, wróćmy do ludu naszego i do ziemi rodzinnej naszej przed mieczem tępiącym! "
Jeremiah 46:17,"Wołać tam będą: Faraon, król Micraimu, bezpieczny - opóźnił porę! "
Jeremiah 46:18,"Ale jakom żyw, rzecze król, Wiekuisty zastępów imię Jego: Tak jak stoi Tabor między górami, a Karmel przy morzu, tak nadciągnie! "
Jeremiah 46:19,"Strój wygnania przygotuj sobie, obywatelko, córo Micraimu! gdyż Nof w pustkowie się obróci, zapadnie się dla braku mieszkańca. "
Jeremiah 46:20,"Jałowico przepiękna, Micraimie! rzeźnik od Północy nadchodzi, nadchodzi! "
Jeremiah 46:21,"I najmici w pośród niego do cielców tucznych podobni, - i oni odwrócą się i uciekną społem, nie ostoją się, gdyż dzień klęski ich przyjdzie na nich, czas kaźni ich. "
Jeremiah 46:22,"Głos jego jako węża się rozlegnie, gdyż z potęgą nadciągają i z siekierami przychodzą nań jako drwale. "
Jeremiah 46:23,"Wyrąbią las jego, rzecze Wiekuisty, choć niezgłębiony, albowiem więcej ich niż szarańczy, a niemasz im liczby. "
Jeremiah 46:24,"Pohańbiona będzie córa Micraimu, wydana w moc ludu Północy! "
Jeremiah 46:25,"Tak rzecze Wiekuisty zastępów, Bóg Israela: Oto nawiedzę Amona z No, i Faraona, i Micraim i bóztwa jego i królów jego; zarówno Faraona jak tych, którzy polegają na nim. "
Jeremiah 46:26,"I wydam ich w rękę czyhających na życie ich, w rękę Nebukadrecara, króla Babelu, i w rękę sług jego, poczém wszakże zamieszka spokojnie, jako za dni dawnych, rzecze Wiekuisty. "
Jeremiah 46:27,"Ale ty się nie bój sługo Mój, Jakóbie, a nie trwóż się Israelu! Gdyż oto Ja cię wybawię zdaleka, a potomstwo twoje z ziemi ich niewoli, i wróci Jakób i będzie odpoczywał bezpiecznie, a nikt go nie zatrwoży. "
Jeremiah 46:28,"Ty się nie bój, sługo Mój, Jakóbie, rzecze Wiekuisty, bom Ja z tobą; choćbym zgładził doszczętnie wszystkie narody, do których cię rzucę, ciebie doszczętnie nie zgładzę, i będę cię karcił należycie, ale wytępić cię nie wytępię. "
Jeremiah 47:1,"Co doszło jako słowo Wiekuistego Jeremjasza, proroka, o Pelisztach, zanim zgromił Faraon Gazę. "
Jeremiah 47:2,"Tak rzecze Wiekuisty: Oto fale dźwigają się od północy i zamieniają się w strumień gwałtowny, a zalewają ziemię i pełnię jej, miasta i mieszkańców ich, i biadają ludzie, i zawodzą wszyscy mieszkańcy ziemi. "
Jeremiah 47:3,"Wobec grzmotu tętniących kopyt biegunów jego, wobec huku jego wozów, skrzypu jego kół, nie oglądają się ojcowie na dzieci w bezsilności rąk, -  "
Jeremiah 47:4,"Wobec dnia, który nadchodzi, by spustoszyć całe Pelisztym, by wytępić Corowi i Cydonowi wszelki szczątek pomocy; albowiem spustoszy Wiekuisty Pelisztów, ostatek wyspy Kaftor. "
Jeremiah 47:5,"Spada pleszywość na Gazę, ginie Aszkalon, ostatek ich niziny. Dopókiż nacinać się będziesz! "
Jeremiah 47:6,"O mieczu Wiekuistego, dopókiż nie odpoczniesz? Wróć do pochew twoich, uśmierz się, a ucisz! "
Jeremiah 47:7,Ale jakżebyś odpoczął? Wszak Wiekuisty go wyprawił. Przeciw Aszkalonowi i przeciw wybrzeżom morza - tam przeznaczył go! 
Jeremiah 48:1,"O Moabie. Tak rzecze Wiekuisty zastępów, Bóg Israela: Biada nad Nebo, bo spustoszone, shańbione - zdobyte Kirjataim, shańbione Misgab i strwożone! "
Jeremiah 48:2,"Znikła już chluba Moabu w Cheszbonie; umyślili przeciw niemu zagubę: Naprzód, a wytępmy go z pośród ludów! I ty Madmeno uciszysz się, w ślad za tobą idzie miecz! "
Jeremiah 48:3,"Odgłos krzyku z Choronaim, spostoszenie i pogrom wielki! "
Jeremiah 48:4,"Zgromiony Moab, głoszą to zawodząc pomniejsze miasta jego. "
Jeremiah 48:5,Bo po ścieżce do Luchit rzewnym płaczem się zanoszą; bo u stoku Choronaim wrogowie jęk rozpaczy słyszą. 
Jeremiah 48:6,"Schrońcie się, ocalcie dusze wasze, a zostańcie niby samotny wrzos na puszczy! "
Jeremiah 48:7,"Przeto, że polegasz na dostatkach twoich i na skarbach twoich i ty usidlony będziesz, i pójdzie Kemosz na wygnanie, kapłani i książęta jego wraz. "
Jeremiah 48:8,"I nadciągnie pogromca na każde miasto, a żadne nie ujdzie, i spustoszone będą niziny, i zniweczone równiny, jako wyrzekł Wiekuisty. "
Jeremiah 48:9,"Dajcie skrzydła Moabowi, albowiem chyżo uleci, a miasta jego pustkowiem zostaną dla braku w nich mieszkańca! "
Jeremiah 48:10,"Przeklęty kto spełnia sprawę Wiekuistego niedbale, przeklęty téż kto hamuje miecz swój od krwi! "
Jeremiah 48:11,"Spokojnym był Moab od młodości swojej i cicho osadził się na drożdżach swoich, - nie był przelewany z naczynia w naczynie, a na wygnanie nie poszedł; dla tego przytęchł w nim smak jego, a woń jego nie odświeżyła się. "
Jeremiah 48:12,"Dla tego oto dni nadejdą, rzecze Wiekuisty, że poszlę nań toczących i wytoczą go, i wypróżnią naczynia jego, a dzbany jego potłuką! "
Jeremiah 48:13,"I powstydzi się Moab z powodu Kemosza jako powstydził się dom Israela z powodu Betela, otuchy swojej. "
Jeremiah 48:14,"Jakże wam twierdzić: Bohaterami jesteśmy, mężami dzielnymi do boju? "
Jeremiah 48:15,"Spustoszony będzie Moab, a miasta jego zdobyte, a dobór młodzieży jego zejdzie na rzeź, rzecze król, Wiekuisty zastępów imię Jego. "
Jeremiah 48:16,"Bliską klęska Moabu nadejścia, a niedola jego spieszy bardzo. "
Jeremiah 48:17,"Bolejcie nad nim wszyscy sąsiedzi jego, wszyscy którzy znacie imię jego, wołajcie: Jakże się połamał pręt silny, berło wspaniałe! "
Jeremiah 48:18,"Znijdź ze sławy, a siądź na bezwodziu mieszkanko, córo Dybonu! gdyż pogromca Moabu wystąpił przeciw tobie, burzy twierdze twoje! "
Jeremiah 48:19,"W pobliżu drogi stań i wypatruj obywatelko Aroeru! wypytuj zbiega i uchodzącą, powiedz: Co się dzieje? "
Jeremiah 48:20,"Shańbiony Moab, tak, skruszony; biadajcie i wołajcie, głoście nad Arnonem, że zburzony Moab! "
Jeremiah 48:21,"Bo sąd przypadł na ziemię równin, na Cholon i na Jahca i na Mefaath. "
Jeremiah 48:22,I na Dybon i na Nebo i na Beth-Dyblataim. 
Jeremiah 48:23,I na Kirjataim i na Beth-Gamul i na Beth-Maon. 
Jeremiah 48:24,I na Keryjoth i na Bocrah i na wszystkie miasta Moabu dalekie i blizkie. 
Jeremiah 48:25,"Odcięty róg Moabu, a ramię jego złamane, rzecze Wiekuisty. "
Jeremiah 48:26,"Opójcie go, gdyż przeciw Wiekuistemu się wynosił; niech się pluska Moab w plwocinach swoich, a niech będzie i on pośmiewiskiem. "
Jeremiah 48:27,Bo czyż nie w pośmiewisku był u ciebie Israel? Albo czyż go między złodziejami zdybano? bo ile razy mówiłeś o nim trząsłeś się. 
Jeremiah 48:28,"Opuśćcie miasta, a osiądźcie śród skał, mieszkańcy Moabu! a naśladujcie gołębicę, ścielącą gniazdo na skrajach szczelin przepaścistych! "
Jeremiah 48:29,"Słyszeliśmy o dumie Moabu, dumnego niezmiernie, o pysze i hardości i nadętości jego, i o wyniosłości serca jego. "
Jeremiah 48:30,"Znam ja, rzecze Wiekuisty, jego porywczość i nieszczerość; kłamcy jego nieszczerze działali. "
Jeremiah 48:31,"Przeto nad Moabem biadać muszę, a nad Moabem całym zawodzić, nad mieszkańcami też Kir-Cheresu niechaj westchną! "
Jeremiah 48:32,"Bardziej niż opłakiwano Jazer muszę ciebie opłakiwać winogradzie Sybmy, ty, którego latorośle przebierały się poza morze, aż do morza Jazeru sięgały, na zbiory i na winobranie twoje niszczyciel przypadł. "
Jeremiah 48:33,"I znikły radość i wesele z sadów i z ziemi Moabu, a wino z kadzi usunąłem; nie tłoczą już przy okrzykach radosnych - okrzyki nie okrzykami! "
Jeremiah 48:34,"Z powodu narzekań Cheszbonu aż do Elaleh, podnoszą do Jahac głos swój, od Coaru do Choronaim i do Eglat Szeliszyja; bo i wody Nimrym w pustkowia się obrócą. "
Jeremiah 48:35,"I wytracę z Moabu, rzecze Wiekuisty, usypującego wyżynę i kadzącego tam bóztwom swoim. "
Jeremiah 48:36,Przeto serce moje nad Moabem niby fletami rozbrzmiewa - rozbrzmiewa téż serce moje nad mężami Kir-Cheres niby fletami - bo i dostatki których nabyli w niwecz poszły. 
Jeremiah 48:37,"Bo każda głowa pleszywa, a każda broda zdjęta, na wszystkich rękach nacięcia, a na biodrach wór. "
Jeremiah 48:38,"Po wszystkich dachach Moabu i po ulicach jego, wszędzie żałoba, bo skruszę Moab jako naczynie nieużyteczne, rzecze Wiekuisty. "
Jeremiah 48:39,"Jakże strwożony, o biadajcie! Jakże podał tył Moab shańbiony, a stał się Moab pośmiewiskiem i postrachem dla wszystkich sąsiadów swoich! "
Jeremiah 48:40,Albowiem tak rzecze Wiekuisty: Oto jako orzeł nadlatuje i rozpościera skrzydła swoje nad Moabem. 
Jeremiah 48:41,Wzięte Keryjot i twierdze téż zdobyte; a będzie serce rycerzy Moabu w on dzień jako serce kobiety w bólach. 
Jeremiah 48:42,"I zgładzony Moab z rzędu ludów, bo przeciw Wiekuistemu się wynosił. "
Jeremiah 48:43,"Postrach i przepaść i zasadzka na was mieszkańcy Moabu, rzecze Wiekuisty. "
Jeremiah 48:44,"Kto ucieknie przed postrachem popadnie w przepaść; a kto wydostanie się z przepaści pojmany będzie w zasadzkę. Bo przywiodę nań, na Moab, rok kaźni jego, rzecze Wiekuisty. "
Jeremiah 48:45,"Pod cieniem Cheszbonu stanęli bezsilnie pierzchający; bo ogień wydobywa się z Cheszbonu, a płomień z pośród Sychonu, i pożera bok Moabu i ciemię synów wrzawy wojennej. "
Jeremiah 48:46,"Biada ci Moabie, zginął lud Kemosza, gdyż pobrani synowie twoi w niewolę, a córki twe do więzienia. "
Jeremiah 48:47,"Wszakże przywrócę brańców Moabu w następstwie czasów, rzecze Wiekuisty. Dotąd wyrok o Moabie. "
Jeremiah 49:1,"O synach Ammonu. Tak rzecze Wiekuisty: Alboż niema już synów Israel, alboż dziedzica mu zbrakło? Czemu wypędził Malkam Gada, a lud jego w miastach jego osiadł? "
Jeremiah 49:2,"Przeto oto dni nadchodzą, rzecze Wiekuisty, że ogłoszę przeciw Rabbat synów Ammonu trwogę wojenną, a obróci się w zwaliska pustynne, a przyległe miasta jego w ogniu spłoną, a odziedziczy Israel dziedziców swoich, rzecze Wiekuisty. "
Jeremiah 49:3,"Biadaj Cheszbonie, gdyż spustoszone Aj, bolejcie córy Rabby, przepaszcie się worem, zawodźcie a tułajcie się około hurt; bo Malkam na wygnanie pójdzie, kapłani i książęta jego społem! "
Jeremiah 49:4,"Czemu chlubisz się dolinami, że ocieka dolina twoja, córo przekorna, która polegasz na skarbach swoich: któż zbliżyć się może do mnie? "
Jeremiah 49:5,"Oto nawiodę na cię postrach, rzecze Pan, Wiekuisty zastępów, od wszystkich którzy cię otaczają; i będziecie gnani każdy przed siebie, a nikt nie zgromadzi pierzchających! "
Jeremiah 49:6,"Poczém wszakże przywrócę brańców synów Ammonu, rzecze Wiekuisty. "
Jeremiah 49:7,"O Edomie. Tak rzecze Wiekuisty zastępów: Czyż niema już mądrości w Themanie, czyż znikła rada roztropnych, upadła mądrość ich? "
Jeremiah 49:8,"Schrońcie się, uchodźcie, przysiądźcie się nisko, mieszkańcy Dedanu! albowiem klęskę Ezawa nawiodę nań, czas którego go nawiedzę. "
Jeremiah 49:9,"Jeżeli winobrańcy przyjdą na cię, czyż nie zostawią pobierek? jeżeli złodzieje w nocy - poniszczą dowoli! "
Jeremiah 49:10,"Ale gdy Ja sam ogołocę Ezawa, odsłonię skarbce jego, że się skryć nie zdoła, zniszczony będzie ród jego i bracia i sąsiedzi jego, a nie będzie go więcej! "
Jeremiah 49:11,"Zostaw sieroty twoje, Ja je wyżywię, a niechaj wdowy twoje Mnie ufają; "
Jeremiah 49:12,"Gdyż tak rzecze Wiekuisty: Oto ci, którym nie przysądzono pić z kielicha tego, pić muszą, - a tybyś bezkarnie miał ujść? Nie ujdziesz bezkarnie, pić musisz! "
Jeremiah 49:13,"Bo na Siebie przysięgam, rzecze Wiekuisty, że na zgrozę, na pośmiewisko, na spustoszenie i na przekleństwo pójdzie Bocrah, a wszystkie miasta jego zostaną pustkowiem na wieki! "
Jeremiah 49:14,"Wieść słyszałem od Wiekuistego, a poseł między narody wysłan: Zgromadźcie się a wyruszcie przeciw niemu, a stańcie do boju! "
Jeremiah 49:15,"Oto najlichszym cię uczynię między narodami, wzgardzonym między ludźmi! "
Jeremiah 49:16,"Straszydło twoje uwiodło cię, zuchwałość serca twego, ty, który zamieszkałeś w rozpadlinach skał, który dzierżysz wierzchołki pagórków. Choćbyś wzniósł jako orzeł gniazdo twoje, - ztamtąd strącę cię, rzecze Wiekuisty. "
Jeremiah 49:17,"I będzie Edom zgrozą, ktokolwiek przejdzie mimo niego przerazi się i syknie nad wszystkiemi klęskami jego. "
Jeremiah 49:18,"Jako na rumowisku Sedomu i Amory i sąsiadów ich, rzecze Wiekuisty, nie zamieszka tam człowiek, a nie zagości tam syn Adama. "
Jeremiah 49:19,"Oto jako lew wystąpi z gęstwiny Jardenu do siedziby silnej; w okamgnieniu spłoszę je z niej, a tego, który wybrany nad nią ustanowię. Albowiem któż Mnie równy, i któż Mnie wyzwie, a któryż ten pasterz co się postawi przeciw Mnie? "
Jeremiah 49:20,"Przeto słuchajcie postanowienia Wiekuistego, które postanowił względem Edomu, i zamysłów Jego, które umyślił przeciw mieszkańcom Themanu: Zaprawdę, że powloką ich pachołki stad, że zburzą nad nimi siedzibę ich! "
Jeremiah 49:21,"Od łoskotu upadku ich zadygoce ziemia, odgłos okrzyków jego - nad morzem Sitowém się rozlegnie! "
Jeremiah 49:22,"Oto jako orzeł wzbije się i nadleci, i rozpostrze skrzydła nad Bocrą, i podobném będzie serce rycerzy Edomu w on dzień do serca kobiety w bólach. "
Jeremiah 49:23,"O Damesku. Zawstydzony Chamath i Arpad, gdyż wieść złą słyszą, truchleją; i w morzu niepokój, uciszyć się nie może. "
Jeremiah 49:24,"Bezsilny Damesek, rzuca się do ucieczki, a drżenie opada go; trwoga i bóle ogarną go jako rodzącą. "
Jeremiah 49:25,"Czemuż nie opuszczone miasto chwały, gród rozkoszy mojej! "
Jeremiah 49:26,"Przeto padną jego młodzieńcy na ulicach jego, a wszyscy mężowie waleczni wyginą dnia onego, rzecze Wiekuisty zastępów. "
Jeremiah 49:27,"I rozniecę ogień w murach Damesku, że strawi zamki Ben Hadada. "
Jeremiah 49:28,"O Kedarze i państwach Chacoru, które porazi Nebukadrecar, król Babelu: Tak rzecze Wiekuisty: Wstańcie, wyruszcie przeciw Kedarowi, a niszczcie synów Wschodu! "
Jeremiah 49:29,"Namioty ich i stada zabierają, pokrowce ich i wszystkie statki i wielbłądy ich uprowadzają za sobą, i wołają o nich: Postrach zewsząd! "
Jeremiah 49:30,"Schrońcie się, pierzchajcie czem prędzej, przysiądźcie nizko mieszkańcy Chacoru, rzecze Wiekuisty, gdyż powziął przeciw wam Nebukadrecar, król Babelu, postanowienie, a uknuł przeciw wam zamysł. "
Jeremiah 49:31,"Wstańcie, wyruszcie przeciw narodowi spokojnemu, który mieszka bezpiecznie, rzecze Wiekuisty; ani wrót ani zawór nie ma, samotnie przebywa. "
Jeremiah 49:32,"A niech podane będą wielbłądy ich na łup, a mnóstwo stad ich na zdobycz; i rozproszę ich na wsze strony, tych z obciętemi bokobrodami, - ze wszystkich stron nawiodę na nich nieszczęście, rzecze Wiekuisty. "
Jeremiah 49:33,"I obróci się Chacor w legowisko szakali, w pustkowie na wieki: nie zamieszka tam człowiek, a nie zagości tam syn Adama. "
Jeremiah 49:34,"Co doszło jako słowo Wiekuistego Jeremjasza, proroka, o Elamie na początku panowania Cydkjasza, króla Judy, głosząc: "
Jeremiah 49:35,"Tak rzecze Wiekuisty zastępów: Oto skruszę łuk Elamu, pierwiastek potęgi ich. "
Jeremiah 49:36,"I sprowadzę na Elam cztery wiatry z czterech krańców nieba, i rozmiotę ich na wszystkie te wiatry, a nie będzie narodu, do któregoby nie przybyli rozproszeni Elamu. "
Jeremiah 49:37,"I roztrącę Elam przed obliczem wrogów ich, i przed obliczem czyhających na życie ich; i nawiodę na nich niedolę, żar gniewu Mojego, rzecze Wiekuisty, i poszlę za nimi miecz, dopóki nie wytępię ich. "
Jeremiah 49:38,"I ustanowię stolicę Moję w Elam, i zgładzę ztamtąd króla i możnowładców, rzecze Wiekuisty. "
Jeremiah 49:39,"Wszakże w następstwie czasów przywrócę brańców Elamu, rzecze Wiekuisty. "
Jeremiah 50:1,"Słowo, które wyrzekł Wiekuisty o Babelu, o ziemi Kasdejczyków, przez Jeremjasza, proroka: "
Jeremiah 50:2,"Zwiastujcie między narodami, a rozgłoście i podnieście chorągiew! Rozgłaszajcie, nie ukrywajcie, opowiadajcie! Zdobyty Babel, pohańbiony Bel, rozbity Merodach, pohańbione bałwany jego, skruszone bożyszcza jego! "
Jeremiah 50:3,"Bo wyruszy przeciw niemu naród z północy, który obróci ziemię jego w pustynię, tak że nie będzie w niej mieszkańca; tak ludzie jak zwierzęta pierzchną, ujdą. "
Jeremiah 50:4,"Za dni onych i czasu onego, rzecze Wiekuisty, przyjdą synowie Israela, oni i synowie Judy społem; ustawicznie płacząc pójdą, Wiekuistego Boga swego szukając. "
Jeremiah 50:5,"Do Cyonu dopytywać się będą, ku drodze do tego miejsca zwróci się oblicze ich: ""Pójdźcie a przyłączcie się do Wiekuistego przymierzem wieczném, któreby zapomnianém nie było!"" "
Jeremiah 50:6,"Błąkającą się trzodą był lud Mój: ich pasterze powiedli ich na manowce; po górach dali się im tułać, z góry na pagórek chodzili, zapomnieli o legowisku swojém. "
Jeremiah 50:7,"Wszyscy, którzy ich napotykali, pożerali ich, a wrogi ich mawiali: Nie ściągamy na siebie winy! Dla tego, że zgrzeszyli Wiekuistemu, siedzibie cnoty, i przeciw nadziei ojców swoich, Wiekuistemu. "
Jeremiah 50:8,"Uchodźcie z pośród Babelu, a z ziemi Kasdejczyków wynijdźcie, a bądźcie jako przewodnie barany przed trzodą! "
Jeremiah 50:9,"Bo oto ja rozbudzę i dźwignę na Babel gromadę narodów wielkich z ziemi północnej, i uszykują się przeciw niemu; ztamtąd zdobytym będzie. Strzały ich jako rycerza wprawnego, żadna nie wraca daremnie. "
Jeremiah 50:10,"I będzie Kasdym łupem, wszyscy, którzy je ograbią nasycą się, rzecze Wiekuisty. "
Jeremiah 50:11,"Jakkolwiek byście się nie cieszyli, jakkolwiek nie radowali, wy łupieżcy dziedzictwa Mojego, jakkolwiek byście nie tyli jako jałowica pasąca się, a rżali jako źrebce, "
Jeremiah 50:12,"Shańbiona będzie matka wasza ostatecznie, zarumieni się rodzicielka wasza; oto najpośledniejszą będzie z narodów - pustynią, spiekotą, stepem! "
Jeremiah 50:13,"Dla gniewu Wiekuistego nie będzie zamieszkaną, i obróci się w pustkowie cała: ktokolwiek przejdzie mimo Babelu przerazi się i syknie wobec wszystkich klęsk jego. "
Jeremiah 50:14,"Szykujcie się przeciw Babelowi zewsząd, wszyscy napinający łuk, strzelajcie do niego, nie żałujcie strzał! albowiem przeciw Wiekuistemu zgrzeszył. "
Jeremiah 50:15,"Wykrzykujcie przeciw niemu dokoła: Poddał się, runęły jego posady, zburzone jego mury! - Ponieważ pomsta to Wiekuistego, mścijcie się nad nim! Jako czynił, tak czyńcie jemu! "
Jeremiah 50:16,"Wytępcie siewcę z Babelu, i dzierżącego sierp czasu żniwa; przed mieczem tępiącym niechaj każdy do ludu swego się zwróci i każdy do kraju swego schroni! "
Jeremiah 50:17,"Jagnięciem zagnaném Israel, lwy spłoszyły je. Pierwszy począł je żreć król Aszuru, a ten ostatni obgryzł kości jego - Nebukadrecar, król Babelu. "
Jeremiah 50:18,"Przeto rzecze tak Wiekuisty zastępów, Bóg Israela: Oto nawiedzę króla Babelu i kraj jego, jakom nawiedził króla Aszuru. "
Jeremiah 50:19,"I przywrócę Israela do siedziby jego, a paść się będzie na Karmelu i na Baszanie, a na wzgórzu Efraima i Gileadu nasyci się dusza jego! "
