Index Title,Exodus
Exodus 32:4,"I wziął z ich ręki, i wyrzeźbił rylcem, zrobiwszy z tego cielca litego. I rzekli: ""Oto bogi twoje Israelu, które cię wywiodły z ziemi Micraim!"" "
Exodus 32:5,"Ujrzawszy to, Ahron zbudował ofiarnicę przed nim, i zawołał Ahron i rzekł: ""Uroczystość Wiekuistemu jutro!"" "
Exodus 32:6,"A wstawszy wcześnie nazajutrz, składali całopalenia i przywiedli ofiary opłatne; i zasiadł lud, by jeść i pić, i powstał do zabawy. "
Exodus 32:7,"I rzekł Wiekuisty do Mojżesza: ""Idź, zstąp, - bo skaził się lud twój, który wywiodłeś z ziemi Micraim! "
Exodus 32:8,"Zboczyli rychło z drogi, którą wskazałem im, zrobili sobie cielca litego, i kłaniali się mu i ofiarowali mu, i rzekli: Oto są bogi twoje Israelu, które cię wywiodły z ziemi Micraim!"" "
Exodus 32:9,"I rzekł Wiekuisty do Mojżesza: ""Widzę lud ten, a oto lud to twardego karku. "
Exodus 32:10,"A teraz zostaw Mnie, a rozpali się gniew Mój na nich, i zgładzę ich - i uczynię z ciebie naród wielki."" "
Exodus 32:11,"I błagał Mojżesz Wiekuistego, Boga swojego, i rzekł: ""Czemuż, o Wiekuisty, ma się zapalić gniew Twój przeciw ludowi Twojemu, który wywiodłeś z ziemi Micraim, siłą wielką i ręką przemożną? "
Exodus 32:12,"Czemuż rzecby mieli Micrejczycy, mówiąc: Na zagubę wyprowadził ich, aby pozabijać ich w górach, i aby zgładzić ich z nad powierzchni ziemi? Odwróć się od zapalczywego gniewu Twojego, a ulituj się nieszczęścia ludu Twojego! "
Exodus 32:13,"Wspomnij na Abrahama, Ic'haka i Israela, sługi Twoje, którymeś przysiągł na Siebie, i powiedziałeś im: rozmnożę potomstwo wasze jako gwiazdy nieba, i całą ziemię tę, o której mówiłem, - oddam potomstwu waszemu, i odziedziczą ją na wieki!"" "
Exodus 32:14,"I użalił się Wiekuisty nad złém, o którém mówił, że sprowadzi je na lud Swój. "
Exodus 32:15,"I zwrócił się, i zeszedł Mojżesz z góry, a dwie tablice świadectwa w ręku jego, tablice zapisane z obu stron: z jednej i z drugiej strony zapisane były. "
Exodus 32:16,"A tablice były dziełem Bożém, a pismo było pismem Bożém - wyrytém na tablicach. "
Exodus 32:17,"I usłyszał Jehoszua głos ludu, gdy wykrzykiwał, i rzekł do Mojżesza: ""Odgłos wojenny w obozie!"" "
Exodus 32:18,"On zaś odpowiedział: ""Ani to odgłos krzyku zwycięztwa, ani odgłos krzyku porażki: jakby odgłos śpiewów ja słyszę!"" "
Exodus 32:19,"I stało się, że gdy się przybliżył do obozu, i ujrzał cielca i pląsy, - zapalił się gniew Mojżesza, i rzucił z rąk swoich tablice, i skruszył je u stóp góry. "
Exodus 32:20,"I wziął cielca, którego zrobili, i spalił go w ogniu, i starł go w proch, a rozsypawszy po wodzie, napoił nią synów Israela. "
Exodus 32:21,"I rzekł Mojżesz do Ahrona: ""Cóż uczynił ci lud ten, żeś sprowadził nań grzech tak wielki?"" "
Exodus 32:22,"I odpowiedział Ahron: ""Niech nie zapala się gniew pana mojego! Ty znasz lud ten, gdy rozzłoszczony jest. "
Exodus 32:23,"Rzekli do mnie: zrób nam bogi, któreby szły przed nami; gdyż Mojżesz, mąż ów, który nas wywiódł z ziemi Micraim, - nie wiemy, co się stało z nim."" "
Exodus 32:24,"A gdy rzekłem do nich: ""Kto ma złoto, niechaj zdejmie z siebie, - dali mi, i wrzuciłem je w ogień, a oto powstał cielec ten."" "
Exodus 32:25,"I widział Mojżesz, jak był lud wyuzdany; gdyż doprowadził go Ahron do wyuzdania, do hańby wobec przeciwników ich. "
Exodus 32:26,"I stanął Mojżesz w bramie obozu, i rzekł: ""Kto za Wiekuistym - do mnie!"" I zebrali się do niego wszyscy synowie Lewiego. "
Exodus 32:27,"I rzekł do nich: ""Tak rzecze Wiekuisty, Bóg Israela, przypaszcie każdy miecz swój do biodra swojego, przechodźcie tam i napowrót, od bramy do bramy, po obozie, a zabijajcie - który brata swojego, który - przyjaciela swojego, a który - krewnego swojego!"" "
Exodus 32:28,I uczynili synowie Lewiego według słowa Mojżesza; i padło z ludu dnia onego około trzech tysięcy ludzi. 
Exodus 32:29,"I rzekł Mojżesz: ""Upełnomocnijcie dzisiaj ręce wasze dla Wiekuistego, bo nie jeden był przeciw synowi swojemu i przeciw bratu swojemu: aby wam dane było dzisiaj błogosławieństwo!"" "
Exodus 32:30,"I stało się nazajutrz, iż rzekł Mojżesz do ludu: ""Wyście zgrzeszyli grzechem wielkim; ale oto wstąpię ku Wiekuistemu, może uzyskam przebaczenie za grzech wasz."" "
Exodus 32:31,"I zwrócił się Mojżesz do Wiekuistego, i rzekł: ""O, zgrzeszył lud ten grzechem wielkim, zrobiwszy sobie bogi złote. "
Exodus 32:32,"A teraz, czy możesz przebaczyć grzech ich? A jeżeli nie, wymażże mnie z księgi Twojej, którą napisałeś!"" "
Exodus 32:33,"I rzekł Wiekuisty do Mojżesza: ""Tego, który zgrzeszył Mi, tego wymażę z księgi Mojej! "
Exodus 32:34,"A teraz idź, prowadź lud ten dokąd mówiłem tobie. Oto anioł Mój idzie przed tobą: ale w dzień obrachunku Mojego - obrachuję się z nimi za grzech ich."" "
Exodus 32:35,"I poraził Wiekuisty lud za to, że zrobili cielca, którego wykonał Ahron. "
Exodus 33:1,"I rzekł Wiekuisty do Mojżesza: ""Idź, wyrusz ztąd, - ty i lud, który wywiodłeś z ziemi Micraim, - do ziemi, którą zaprzysiągłem Abrahamowi, Ic'hakowi i Jakóbowi, mówiąc: potomstwu twojemu oddam ją. "
Exodus 33:2,"I poszlę przed tobą anioła, i wypędzę Kanaanejczyka, Emorejczyka, Chittejczyka i Peryzejczyka, Chiwitę i Jebusytę. "
Exodus 33:3,"Do ziemi opływającej mlekiem i miodem; wszakże Sam nie pójdę w pośród ciebie, boś lud twardego karku, bym cię nie wytępił po drodze!"" "
Exodus 33:4,"I usłyszał lud słowo to gniewne, i zasmucił się, i nie włożył nikt ozdoby swej na siebie. "
Exodus 33:5,"Gdyż rzekł Wiekuisty do Mojżesza: ""Powiedz synom Israela: ludem twardego karku jesteście, - jeżelibym na chwilę jednę szedł w pośród ciebie, zgładziłbym cię; i tak zdejm ozdobę twoję z siebie, a zobaczę, co czynić Mi z tobą."" "
Exodus 33:6,"I zdjęli z siebie synowie Israela ozdoby swoje, z góry Choreb. "
Exodus 33:7,"A Mojżesz, wziąwszy namiot, rozbił go sobie za obozem, zdala od obozu, i nazwał go przybytkiem zboru; tak, iż każdy, który miał żądanie do Wiekuistego, chodził do przybytku zboru, który był za obozem. "
Exodus 33:8,"I bywało, gdy wychodził Mojżesz do przybytku, wstawał cały lud, stanąwszy - każdy we drzwiach namiotu swego, - i spoglądając za Mojżeszem, aż wszedł do namiotu. "
Exodus 33:9,"I bywało, gdy wchodził Mojżesz do przybytku, spuszczał się słup obłoczny i stawał u wejścia do przybytku, a On rozmawiał z Mojżeszem. "
Exodus 33:10,"I widział wszystek lud słup obłoczny, stojący u wejścia do przybytku; i wstawał wszystek lud, i kłaniał się - każdy u wejścia do namiotu swojego. "
Exodus 33:11,"I rozmawiał Wiekuisty z Mojżeszem, twarzą w twarz, jakoby rozmawiał kto z towarzyszem swoim; poczém wracał do obozu. Sługa zaś jego Jehoszua, syn Nuna, młodzieniec, nie ustępował z przybytku. "
Exodus 33:12,"I rzekł Mojżesz do Wiekuistego: ""Oto, Ty powiadasz mi: zaprowadź lud ten; a nie oznajmiłeś mi kogo poszlesz ze mną, chociaż powiedziałeś: znam cię z imienia, i téż znalazłeś łaskę w oczach Moich. "
Exodus 33:13,"I tak, jeżelim znalazł łaskę w oczach Twoich, to ukażże mi drogi Twoje, abym Cię poznał, abym znalazł łaskę w oczach Twoich; i zważ, że ludem Twoim naród ten!"" "
Exodus 33:14,"I odpowiedział: ""Gniew Mój przejdzie - i uspokoję cię."" "
Exodus 33:15,"I rzekł do Niego: ""Jeżeli gniew Twój nie przechodzi, to nie wyprowadzaj nas ztąd! "
Exodus 33:16,"Albowiem po czémże inném wiadomém będzie, żem znalazł łaskę w oczach Twoich - ja i lud Twój? Czyliż nie po tém, że pójdziesz z nami, żebyśmy tak odróżnieni byli - ja i lud Twój - od każdego ludu na powierzchni ziemi?"" "
Exodus 33:17,"I rzekł Wiekuisty do Mojżesza: ""I to, o czém mówiłeś, uczynię; gdyż znalazłeś łaskę w oczach Moich, a znam cię po imieniu."" "
Exodus 33:18,"I rzekł: ""Odsłońże mi majestat Twój!"" "
Exodus 33:19,"I odpowiedział: ""Ja przeprowadzę całą dobroć Moję przed obliczem twojém, i wygłoszę imię Wiekuisty przed tobą, i jak ułaskawiam - kogo ułaskawić, a lituję się, nad kim się mam ulitować."" "
Exodus 33:20,"I rzekł: ""Nie będziesz jednak mógł zobaczyć oblicza Mojego, gdyż nie może ujrzeć Mnie człowiek i pozostać żywym."" "
Exodus 33:21,"Ale rzekł Wiekuisty: ""Oto miejsce przy Mnie; stań na tej skale. "
Exodus 33:22,"A stanie się, gdy przechodzić będzie majestat Mój, tedy cię postawię w rozpadlinie skały, i zakryję cię dłonią Moją, dopóki nie przejdę. "
Exodus 33:23,"A gdy zdejmę rękę Moję, ujrzysz tyły Moje, ale oblicze Moje nie może być widzianém."" "
Exodus 34:1,"I rzekł Wiekuisty do Mojżesza: ""Wykuj sobie tablice kamienne, podobne pierwszym, a napiszę na tychże tablicach słowa, które były na tablicach pierwszych, - które skruszyłeś. "
Exodus 34:2,"A bądź gotów na rano; i wstąpisz rano na górę Synai, i staniesz przedemną tam na szczycie góry. "
Exodus 34:3,"A nikt niech nie wstąpi z tobą - a nikt także nie pokaże się na całej górze; nawet trzody i bydło nie mają się pasać podle tej góry!"" "
Exodus 34:4,"I wykuł dwie tablice kamienne podobne pierwszym; i wstał Mojżesz wczesnym rankiem, i wstąpił na górę Synai, jako przykazał mu Wiekuisty; i wziął w rękę swoję dwie tablice kamienne. "
Exodus 34:5,"I zstąpił Wiekuisty w obłoku, i stanął przy Nim tam, i wygłosił imię Wiekuistego: "
Exodus 34:6,"I przeszedł Wiekuisty mimo oblicza jego, i zawołał: ""Wiekuisty, Wiekuisty, Bóg miłosierny i litościwy, nieskory do gniewu i pełen miłości i prawdy; "
Exodus 34:7,"Przechowujący miłość tysiącom, przebaczający winę, i występek i grzech, a nie wytępia do ostatka, nawiedzając, winę ojców na dzieciach i wnukach, do trzeciego i czwartego pokolenia!"" "
Exodus 34:8,"I pospieszył Mojżesz i skłonił się ku ziemi, - i ukorzył się. "
Exodus 34:9,"I rzekł: ""Jeżelim téż znalazł łaskę w oczach Twoich, Panie, niech téż pójdzie Pan w pośród nas! Jeżeli zaś to lud twardego karku, - przebacz winy nasze i grzechy nasze i uczyń nas dziedzictwem Twojém!"" "
Exodus 34:10,"I rzekł: ""Oto Ja zawieram przymierze: wobec wszystkiego ludu twojego zrządzę cuda, jakich nie było na całej ziemi i u żadnych narodów; i ujrzy cały lud, w pośród którego zostajesz, dzieło Wiekuistego, jak wspaniałém będzie to, co spełnię dla ciebie. "
Exodus 34:11,"Przestrzegaj tego, co Ja ci rozkazuję dzisiaj: oto Ja wypędzam przed tobą Emorejczyka, i Kanaanejczyka, i Chittejczyka, i Peryzejczyka, i Chiwitę i Jebusytę. "
Exodus 34:12,"Strzeż się, żebyś nie zawierał przymierza z mieszkańcami tej ziemi, do której wejdziesz, - aby się nie stali matnią w pośród ciebie; "
Exodus 34:13,"Ale ołtarze ich zburzycie, a posągi ich skruszycie, a Astarty ich wyrąbiecie. "
Exodus 34:14,"Bo nie masz korzyć się bogu innemu, bo Wiekuisty, żarliwy imię jego, - Bogiem żarliwym On. "
Exodus 34:15,"Byś nie zawierał przymierza z mieszkańcem ziemi tej, bo przeniewierzając się ku bogom swoim, i ofiarując bogom swoim, wzywać zacznie ciebie, a będziesz jadał z ofiar jego; "
Exodus 34:16,"I weźmiesz z córek jego dla synów twoich, i przeniewierzać się będą córki jego ku bogom swoim, i przeniewierzą synów twoich ku bogom ich... "
Exodus 34:17,Bogów litych nie zrobisz sobie. 
Exodus 34:18,"Święta przaśników przestrzegaj; siedm dni będziesz jadał przaśniki, jakom ci przykazał, w oznaczonej porze miesiąca kłosów, - gdyż w miesiącu kłosów wyszedłeś z Micraim. "
Exodus 34:19,"Wszystko, co rozwiera łono - Mojém jest, a także wszystko, co bydło twoje spładza męzkiego, - pierworodne wołu i owcy. "
Exodus 34:20,"Pierworodne zaś osła wykupisz jagnięciem; a jeżeli nie wykupisz, to złamiesz mu kark. Wszystkich pierworodnych synów twoich - wykupisz. A niech nie ukażą się przed obliczem Mojém z próżną ręką. "
Exodus 34:21,"Sześć dni pracuj, a siódmego dnia odpoczywaj: tak w czasie orki, jak i żniwa - odpoczywaj. "
Exodus 34:22,"I święto tygodni ustanowisz sobie, przy pierwocinach żniwa pszenicy; i święto zbioru przy nawrocie roku. "
Exodus 34:23,"Trzy razy do roku ukaże się każdy mężczyzna twój przed obliczem Pana, Wiekuistego, Boga Israela. "
Exodus 34:24,"Gdy wypędzę narody przed tobą, a rozszerzę granice twoje, nie pokusi się nikt o ziemię twoję, gdy pójdziesz, by ukazywać się przed obliczem Wiekuistego, Boga twojego, trzy razy do roku. "
Exodus 34:25,"Nie rozlewaj wobec kiszonego krwi ofiary Mojéj, a niema przeleżeć do rana ofiara święta Pesach. "
Exodus 34:26,"Najwcześniejsze z pierwocin ziemi twojej przyniesiesz do domu Wiekuistego, Boga twojego. Nie będziesz gotował koźlęcia w mleku matki jego. "
Exodus 34:27,"I rzekł Wiekuisty do Mojżesza: ""Napisz sobie słowa te; bo według słów tych zawarłem przymierze z tobą i z Israelem!"" "
Exodus 34:28,"I przebył tam przy Wiekuistym czterdzieści dni i czterdzieści nocy, chleba nie jadł, i wody nie pił, i napisał na tablicach słowa przymierza, - dziesięcioro przykazań. "
Exodus 34:29,"I stało się, gdy zstępował Mojżesz z góry Synai, - a dwie tablice świadectwa miał w ręku Mojżesz, gdy zstępował z góry, - że Mojżesz nie zauważył, iż promieniała powierzchnia oblicza jego od rozmowy z Nim. "
Exodus 34:30,"I ujrzeli Ahron i wszyscy synowie Israela Mojżesza, a oto promieniała powierzchnia oblicza jego - i obawiali się przystąpić do niego. "
Exodus 34:31,"I przywołał ich Mojżesz, i zwrócili się ku niemu - Ahron i wszyscy książęta zboru, - i mówił Mojżesz z nimi. "
Exodus 34:32,"A następnie przystąpili i wszyscy synowie Israela, - i zapowiedział im wszystko, co mówił z nim Wiekuisty na górze Synai. "
Exodus 34:33,"A gdy przestał Mojżesz mówić z nimi, włożył na oblicze swoje zasłonę. "
Exodus 34:34,"Gdy zaś wchodził Mojżesz przed oblicze Wiekuistego, by mówić z Nim, zdejmował zasłonę, dopóki nie wyszedł; gdy zaś wychodził, opowiadał synom Israela to, co mu poleconém zostało. "
Exodus 34:35,"I tak widzieli synowie Israela oblicze Mojżesza, że promieniała powierzchnia oblicza Mojżesza; i bywało kładł Mojżesz zasłonę na oblicze swoje, póki nie wszedł znowu, aby mówić z Nim. "
Exodus 35:1,"I zgromadził Mojżesz cały zbór synów Israela, i rzekł do nich: ""Oto, co rozkazał Wiekuisty spełnić: "
Exodus 35:2,"Przez sześć dni wykonywana będzie robota, ale dzień siódmy będzie wam święty, Sabbat najwyższy Wiekuistemu; ktoby wykonał w nim robotę, wydany będzie na śmierć. "
Exodus 35:3,"Nie rozniecicie ognia w żadnej z siedzib waszych w dzień Sabbatu"". "
Exodus 35:4,"I oświadczył Mojżesz całemu zborowi synów Israela, i rzekł: ""Oto, co rozkazał Wiekuisty mówiąc: "
Exodus 35:5,"Zbierzcie od siebie daninę Wiekuistemu; każdy szczodrobliwego serca niechaj złoży ją, ową daninę, Wiekuistemu: złoto, srebro i miedź. "
Exodus 35:6,"I błękit, i purpurę, i karmazyn, i bisior, i wełnę kozią; "
Exodus 35:7,"I skóry baranie, czerwono barwione, i skóry borsucze, i drzewo akacyowe. "
Exodus 35:8,"I oliwę do oświetlania, i aromaty na olejek namaczania i na kadzidło wonności; "
Exodus 35:9,"I kamienie onyksowe, i kamienie oprawne, na naramiennik i napierśnik. "
Exodus 35:10,"A wszyscy umiejętnego umysłu w pośród was przyjdą i wykonywać będą, cokolwiek rozkazał Wiekuisty: "
Exodus 35:11,"Przybytek, namiot jego z pokrowcem jego, zapinki jego, i bale, wrzeciądze, słupy i podsłupia jego; "
Exodus 35:12,"Arkę i drążki jej, wieko i zaponę zakrywającą; "
Exodus 35:13,"Stół i drążki jego, z wszystkiemi przyborami jego i chléb wystawny; "
Exodus 35:14,"I świecznik dla oświetlania z przyborami jego, i lampy jego, i olej do oświetlania; "
Exodus 35:15,"I ołtarz do kadzenia i drążki jego, i olej namaszczania i kadzidło z wonności, i kotarę wchodową u wejścia do przybytku. "
Exodus 35:16,"Ofiarnicę całopalenia i kratę miedzianą do niego, drążki jego i wszystkie przybory jego, miednicę i podnóże jéj. "
Exodus 35:17,"Zapony dworca i słupy i podsłupia jego, i kotarę dla bramy dworca; "
Exodus 35:18,"Kołki przybytku i kołki dworca, i powrozy ich. "
Exodus 35:19,"Szaty przetykane do służby w świątyni, szaty święte dla Ahrona, kapłana, i szaty synów jego, do piastowania kapłaństwa."" "
Exodus 35:20,I odszedł cały zbór synów Israela z przed oblicza Mojżesza. 
Exodus 35:21,"I przychodzili każdy, którego uniosło serce jego, i każdy, którego skłonił duch jego, i przynosili daninę Wiekuistemu dla wykończenia przybytku zboru, i do wszelkiej potrzeby jego, i na szaty święte. "
Exodus 35:22,"I przychodzili mężczyźni i niewiasty; każdy szczodrobliwego serca przyniósł kolczyki, i zausznice, i pierścienie, i naszyjniki, wszelkie naczynia złote; i każdy składał dań złota Wiekuistemu. "
Exodus 35:23,"Każdy téż, kto posiadał błękit, i purpurę, i karmazyn, i bisior, i wełnę kozią, i skóry baranie, czerwono barwione, i skóry borsucze, - przynosił je. "
Exodus 35:24,"Ktokolwiek zaś ofiarował dań srebra albo miedzi, - przynosił to w darze Wiekuistemu; każdy téż, co posiadał drzewo akacyowe, na wszelaką potrzebę dzieła tego przynosił. "
Exodus 35:25,"I wszystkie niewiasty umiejętnego umysłu, rękami swemi przędły, a przynosiły przędzę, błękit i purpurę, i karmazyn i bisior. "
Exodus 35:26,"Wszystkie téż niewiasty, które uniosło serce ich umiejętne, przędły wełnę kozią. "
Exodus 35:27,"Książęta zaś przynosili kamienie onyksu i kamienie do oprawy, na naramiennik i napierśnik. "
Exodus 35:28,"I korzenie i olej - do oświetlania i do oleju namaszczania, i do kadzidła z wonności. "
Exodus 35:29,"Każdy mężczyzna albo niewiasta z synów Israela, których pobudziło serce, aby ofiarowali na każde dzieło, które rozkazał Wiekuisty wykonać przez Mojżesza, - przynosili dobrowolne dary Wiekuistemu. "
Exodus 35:30,"I rzekł Mojżesz do synów Israela: ""Patrzcie, powołał Wiekuisty po imieniu Becalela, syna Urego, syna Chura, z pokolenia Jehudy. "
Exodus 35:31,"I napełnił go duchem boskim, mądrością, rozumem i umiejętnością, i wszelkiém wykonawstwem. "
Exodus 35:32,"Ku wymyślaniu pomysłów, by robił w złocie, i w srebrze, i w miedzi. "
Exodus 35:33,"I w rytownictwie kamieni dla oprawy, i w rzeźbieniu drzewa, - aby wykonywał wszelką robotę wymyślną. "
Exodus 35:34,"I zdolność do nauczania złożył w umysł jego, - jego i Oholiaba, syna Achisamacha, z pokolenia Dan. "
Exodus 35:35,"Napełnił ich umiejętnością umysłu, aby wykonywali wszelkie rzemiosło rytownika i pomysłowca i hafciarza na błękicie, i na purpurze, i na karmazynie, i na bisiorze, i na tkaninie, wykonywających wszelkie rzemiosło i wymyślających pomysły. "
Exodus 36:1,"I tak zrobią Becalel i Oholiab, i każdy mąż umiejętnego umysłu, któremu dał Wiekuisty mądrość i rozum, aby umieli wykonać każdą robotę, potrzebną dla świątyni, - wszystko jak rozkazał Wiekuisty"". "
Exodus 36:2,"I wezwał Mojżesz Becalela i Oholiaba, i każdego umiejętnego umysłu, któremu dał Wiekuisty mądrość w serce jego, każdego, którego uniosło serce, by przystąpił do roboty, - aby wykonali ją. "
Exodus 36:3,"I wzięli od Mojżesza wszystkie dary, które byli przynieśli synowie Israela do wykończenia dzieła świętego, - aby je wykonać. Ci zaś przynosili mu dalej dary, każdego rana. "
Exodus 36:4,"I zeszli się wszyscy umiejętni wykonawcy wszelakiej roboty świątyni, każdy od dzieła swojego, którém się zajmował, -  "
Exodus 36:5,"I oświadczyli Mojżeszowi, i rzekli: ""Więcej lud przynosi, niż potrzeba do dzieła, które rozkazał Wiekuisty wykonać"". "
Exodus 36:6,"Rozkazał tedy Mojżesz - i ogłoszono w obozie tak: ""Ani mężczyzna, ani kobieta niechaj już nie robią nic na daninę świętą!"" I przestał lud przynosić. "
Exodus 36:7,"A zapasu był dostatek dla całego dzieła, by je wykończyć, i jeszcze zbywało. "
Exodus 36:8,"I zrobili wszyscy umiejętni umysłem z pośród wykonawców robót: przybytek z dziesięciu opon, z bisioru kręconego i z błękitu, i purpury i karmazynu; w cheruby, robotą wymyślną wykonano je. "
Exodus 36:9,"Długość opony każdej - dwadzieścia ośm łokci, a szerokość - cztery łokcie dla opony każdej: miara jedna dla wszystkich opon. "
Exodus 36:10,I spiął pięć opon jednę z drugą; a pięć drugich opon spiął jednę z drugą. 
Exodus 36:11,"I zrobił pętlice błękitne na kraju jednej opony, przy krańcu spojenia; i tak zrobił na kraju opony ostatniej przy spojeniu drugiém. "
Exodus 36:12,"Pięćdziesiąt pętlic zrobił u opony jednej, a pięćdziesiąt pętlic zrobił na krańcu opony, która w spojeniu drugiém; przeciwległe były pętlice jedna drugiej. "
Exodus 36:13,"I zrobił pięćdziesiąt zapinek złotych, i spiął opony jednę z drugą zapinkami, - i był przybytek całością. "
Exodus 36:14,"I zrobił téż opony z wełny koziej, jako namiot nad przybytkiem; jedenaście opon zrobił takich. "
Exodus 36:15,"Długość opony każdej - trzydzieści łokci, a szerokość - cztery łokcie dla opony każdej: miara jedna dla jedenastu opon. "
Exodus 36:16,"I wziął pięć opon osobno, a sześć opon osobno. "
Exodus 36:17,"I zrobił pięćdziesiąt pętlic po kraju opony krańcowej w spojeniu, a pięćdziesiąt pętlic zrobił po kraju opony spojenia drugiego. "
Exodus 36:18,"I zrobił téż zapinek miedzianych pięćdziesiąt, by spoić namiot, aby był całością. "
Exodus 36:19,"I zrobił pokrowiec na namiot ze skór baranich, czerwono barwionych, a przykrycie ze skór borsuczych na wierzch. "
Exodus 36:20,"I zrobił bale do przybytku z drzewa akacyowego, stojące. "
Exodus 36:21,"Dziesięć łokci - długość bala, a półtora łokcia - szerokość bala każdego. "
Exodus 36:22,"Po dwa czopy u każdego bala, osadzonych jeden naprzeciw drugiego: tak zrobił u wszystkich bali przybytku. "
Exodus 36:23,"I zrobił wszystkie bale do przybytku: dwadzieścia bali dla strony południowej, na prawo; "
Exodus 36:24,"I czterdzieści podsłupi srebrnych zrobił pod dwadzieścia tych bali: dwa podsłupia pod bal jeden, do dwóch czopów jego, i dwa podsłupia pod bal drugi, do dwóch czopów jego. "
Exodus 36:25,"Także na bok drugi przybytku, dla strony północnej, zrobił dwadzieścia bali, "
Exodus 36:26,"I czterdzieści podsłupi ich srebrnych: dwa podsłupia pod bal jeden, i dwa podsłupia pod bal drugi. "
Exodus 36:27,"A na tylną stronę przybytku, ku zachodowi, zrobił sześć bali. "
Exodus 36:28,"A dwa bale zrobił na węgły przybytku, przy tylnej ścianie. "
Exodus 36:29,I były spojone u spodu i razem łączyły się z wierzchu w jednej obręczy: tak zrobił z obydwoma po obu węgłach. 
Exodus 36:30,"I tak było ośm bali, a podsłupi ich srebrnych, - szesnaście podsłupi: po dwa podsłupia pod bal każdy. "
Exodus 36:31,"I zrobił wrzeciądze z drzewa akacyowego: pięć - do bali strony przybytku jednej, "
Exodus 36:32,"A pięć wrzeciędzy - do bali strony przybytku drugiej; pięć téż wrzeciędzy do bali strony przybytku tylnej, ku zachodowi. "
Exodus 36:33,"I zrobił wrzeciądz środkowy tak, żeby przechodził przez środek bali, od końca do końca. "
Exodus 36:34,"Bale zaś obłożył złotem, a pierścienie ich zrobił ze złota, jako osady dla wrzeciędzy; obłożył téż i wrzeciądze złotem. "
Exodus 36:35,"Zrobił téż zasłonę z błękitu i purpury i karmazynu i bisioru kręconego, robotą wymyślną wykonał ją, w cheruby. "
Exodus 36:36,"I zrobił do niej cztery słupy akacyowe, i obłożył je złotem, haczyki téż ich były złote; i ulał do nich cztery podsłupia srebrne. "
Exodus 36:37,"Sporządził téż kotarę do wnijścia namiotu z błękitu i purpury i karmazynu i bisioru kręconego, wyrobu wzorzystego. "
Exodus 36:38,"I pięć słupów do niej z haczykami ich; i obłożył wierzchy ich i klamry ich złotem; a podsłupi ich było - pięć, miedzianych. "
Exodus 37:1,"I zrobił Becalel arkę z drzewa akacyowego, dwa i pół łokcia długość jej, półtora łokcia szerokość jej, a półtora łokcia wysokość jej. "
Exodus 37:2,I powlókł ją złotem czystém z wewnątrz i z zewnątrz; i zrobił do niej wieniec złoty w około. 
Exodus 37:3,"Odlał téż dla niej cztery pierścienie złote do czterech węgłów jej: dwa pierścienie do boku jej jednego, i dwa pierścienie do boku jej drugiego. "
Exodus 37:4,"I zrobił drążki z drzewa akacyowego, i powlókł je złotem. "
Exodus 37:5,"I włożył drążki do pierścieni po bokach arki, dla unoszenia arki. "
Exodus 37:6,"I zrobił wieko ze złota szczerego: dwa i pół łokcia długość jego, a półtora łokcia - szerokość jego. "
Exodus 37:7,"I wykonał dwa cheruby złote, - kutej roboty wykonał je, - na obu brzegach wieka. "
Exodus 37:8,"Cheruba jednego - na brzegu z jednej strony, a cheruba drugiego - na brzegu z drugiej strony: z samego wieka wykonał cheruby po obu brzegach jego. "
Exodus 37:9,"A były to cheruby o rozpostartych w górę skrzydłach, porywające skrzydłami swemi wieko, a twarzami swojemi zwrócone jeden ku drugiemu; ku wieku były twarze cherubów. "
Exodus 37:10,"I sporządził stół z drzewa akacyowego, dwa łokcie długość jego, łokieć szerokość jego, a półtora łokcia wysokość jego. "
Exodus 37:11,"I powlókł go złotem czystém, i uczynił doń wieniec złoty, w około. "
Exodus 37:12,"Zrobił téż listwę na piędź szeroką, w około niego, i uczynił doń wieniec złoty, w około. "
Exodus 37:13,"I odlał doń cztery pierścienie złote, i utwierdził pierścienie, po czterech rogach, które u czterech nóg jego. "
Exodus 37:14,"Przy listwie były pierścienie, jako osady dla drążków, dla unoszenia stołu. "
Exodus 37:15,"I zrobił drążki te z drzewa akacyowego, i powlókł je złotem - dla unoszenia stołu. "
Exodus 37:16,"I zrobił naczynia przynależne do stołu: misy jego, i kadzielnice, i dzbanki, i czasze jego, któremi się nalewa, - ze złota szczerego. "
Exodus 37:17,"I zrobił świecznik ze złota szczerego; kutej roboty wykonał świecznik: słupiec jego, pręt, kielichy, gałki, i kwiaty jego - z niego wychodziły. "
Exodus 37:18,"A sześć ramion wychodziło z boków jego: trzy ramiona świecznika z jednego boku jego, a trzy ramiona świecznika z drugiego boku jego. "
Exodus 37:19,"Trzy kielichy kształtu kwiecia migdału na jedném ramieniu, z gałką i kwiatem, a trzy kielichy kształtu kwiecia migdału na drugiém ramieniu, z gałką i kwiatem: tak na sześciu ramionach wychodzących ze świecznika. "
Exodus 37:20,"A na samym świeczniku - cztery kielichy, kształtu kwiecia migdału, z gałkami i kwiatami jego. "
Exodus 37:21,"I gałka pod dwoma ramionami - z niego, i także gałka pod dwoma ramionami - z niego, i znowu gałka pod dwoma ramionami - z niego: u sześciu ramion, wychodzących ze świecznika. "
