Index Title,Deuteronomy
Deuteronomy 17:6,Na zeznanie dwóch świadków albo trzech świadków stracony będzie na śmierć skazany; nie będzie tracony na zeznanie świadka jednego. 
Deuteronomy 17:7,"Ręka świadków będzie na nim pierwsza, aby go uśmiercić, a ręka całego ludu na ostatku; i tak wyplenisz to zło z pośród siebie. "
Deuteronomy 17:8,"Jeżeliby ci za trudną była jaka sprawa na sądzie, między krwią a krwią, między sporem a sporem, między ciosem a ciosem, w rzeczach spornych w bramach twoich, - tedy wstaniesz a pójdziesz na miejsce, które wybierze Wiekuisty, Bóg twój; "
Deuteronomy 17:9,"I przyjdziesz do kapłanów, Lewitów, albo do sędziego, który będzie podówczas, i zapytasz się, i ogłoszą ci wyrok prawa; "
Deuteronomy 17:10,"I postąpisz według wyroku, który ci ogłoszą z miejsca tego, które wybierze Wiekuisty, i postarasz się spełnić wszystko tak, jak ci wskażą. "
Deuteronomy 17:11,"Według wskazówki, którą ci wskażą, i według prawa, które ci powiedzą, postąpisz; nie zboczysz od słowa, które ci powiedzą, ani na prawo, ani na lewo! "
Deuteronomy 17:12,"Ktoby zaś postąpił zuchwale, a nie usłuchał kapłana postanowionego tam ku służbie przed Wiekuistym, Bogiem twoim, albo sędziego, - niechaj umrze człowiek ten, i wyplenisz to zło z Israela; "
Deuteronomy 17:13,"Aby wszystek lud to usłyszał, i obawiał się, a nie rozzuchwalał się więcej. "
Deuteronomy 17:14,"Gdy wnijdziesz do ziemi, którą Wiekuisty, Bóg twój, oddaje tobie, a zdobędziesz ją, i osiędziesz w niej, i powiesz: »ustanowię nad sobą króla, jak wszystkie narody, które wokoło mnie«; "
Deuteronomy 17:15,"To ustanów nad sobą króla, którego wybierze Wiekuisty, Bóg twój; z pośród braci twojej ustanów nad sobą króla; nie możesz przełożyć nad sobą cudzoziemca, któryby nie był bratem twoim! "
Deuteronomy 17:16,"Tylko niech nie mnoży sobie koni, ani zwraca ludu do Micraim, dla namnożenia koni, gdyż Wiekuisty powiedział wam: «nie wracajcie drogą tą więcej!» "
Deuteronomy 17:17,"I niechaj nie mnoży sobie żon, aby nie odwróciło się serce jego; i srebra téż i złota niech nie namnaża sobie nadmiernie. "
Deuteronomy 17:18,"A gdy zasiędzie na tronie królestwa swojego, niechaj odpisze sobie odpis zakonu tego do księgi, - od tego, który przed obliczem kapłanów, Lewitów. "
Deuteronomy 17:19,"I niechaj będzie u niego, a niech odczytuje go po wszystkie dni życia swojego, aby się uczył obawiać się Wiekuistego, Boga swojego, przestrzegać wszystkich słów zakonu tego i ustaw tych, aby je spełniać; "
Deuteronomy 17:20,"Aby się nie wynosiło serce jego nad bracią swoją, i aby nie odstępował od przykazania ani na prawo, ani na lewo, - aby długo żył przy królestwie swojém, on i synowie Jego wpośród Israela. "
Deuteronomy 18:1,"Nie będą mieli kapłani, Lewici, całe pokolenie Lewi, części ani udziału przy Israelu: ofiarami ogniowemi Wiekuistego, i udziałem Jego żywić się będą. "
Deuteronomy 18:2,"Udziału zaś mieć nie będzie wpośród braci swoich: Wiekuisty udziałem jego, jako powiedział mu. "
Deuteronomy 18:3,"Oto zaś należność kapłanów od ludu: od zarzynających ofiarę, - bądź wołu, bądź owcę, - oddawać należy kapłanowi łopatkę, żuchwę, i żołądek; "
Deuteronomy 18:4,"Pierwociny zboża twego, wina twego, i oliwy twojéj, pierwociny téż strzyży owiec twoich oddasz mu. "
Deuteronomy 18:5,"Gdyż jego wybrał Wiekuisty, Bóg twój, ze wszystkich pokoleń twoich, aby stał ku usłudze w imię Wiekuistego, - on, i synowie jego, po wszystkie czasy. "
Deuteronomy 18:6,"A gdy przyjść zechce Lewita z któregokolwiek miasta twojego z całego Israela, gdzie przemieszkuje, to niechaj przyjdzie podług pełnego pragnienia duszy swojej na to miejsce, które wybierze Wiekuisty, -  "
Deuteronomy 18:7,"I będzie służył w imię Wiekuistego, Boga swojego, jak wszyscy bracia jego Lewici, stawający tam przed obliczem Wiekuistego. "
Deuteronomy 18:8,"Z równych części niechaj korzystają, oprócz tego coby sprzedał z ojcowizny. "
Deuteronomy 18:9,"Gdy wnijdziesz do ziemi, którą Wiekuisty, Bóg twój, odda tobie, nie ucz się wtedy czynić według ohyd narodów owych: "
Deuteronomy 18:10,"Niechaj nie znajduje się u ciebie - ani przeprowadzający syna swego albo córkę swoję przez ogień, ani wróżbita, ani wieszczbiarz, ani guślarz, ani czarodziej; "
Deuteronomy 18:11,"Ani zażegnywacz, ani wyzywający duchów, ani znachor, ani badający umarłych; "
Deuteronomy 18:12,"Gdyż obmierzłością dla Wiekuistego - każdy, który to czyni, i za obmierzłości te Wiekuisty, Bóg twój, wypędza ich przed obliczem twojém. "
Deuteronomy 18:13,"Nieskazitelnym bądź przed Wiekuistym, Bogiem twoim! "
Deuteronomy 18:14,"Bo narody te, które wypędzasz, wieszczbiarzy i wróżbitów słuchają, - tobie zaś nie takich przeznaczył Wiekuisty, Bóg twój! "
Deuteronomy 18:15,"Proroka z pośród ciebie, z braci twoich, jako mnie, ustanowi ci Wiekuisty, Bóg twój: jego słuchajcie! "
Deuteronomy 18:16,"Tak jakoś żądał od Wiekuistego, Boga twojego, przy Chorebie w dzień zgromadzenia, mówiąc: ""niech więcej nie usłyszę głosu Wiekuistego, Boga mojego, i ognia tego wielkiego niech nie zobaczę więcej, bym nie umarł!"" "
Deuteronomy 18:17,"Rzekł wtedy Wiekuisty do mnie: ""pięknem to, co powiedzieli!"" "
Deuteronomy 18:18,"Proroka ustanowię im z pośród braci ich, podobnego tobie, i włożę słowa Moje w usta jego, i będzie im mówił wszystko, cokolwiek mu rozkażę; "
Deuteronomy 18:19,"I stanie się, że ktokolwiek nie usłucha słów Moich, które wypowiadać będzie w imieniu Mojém, - Ja tego poszukiwać będę na nim. "
Deuteronomy 18:20,"Wszakże prorok, któryby się poważył powiedzieć cokolwiek w imieniu Mojém, czegom mu powiedzieć nie rozkazał, albo któryby przemawiał w imieniu bogów cudzych, - niechaj umrze prorok taki!"" "
Deuteronomy 18:21,"A gdybyś rzekł w sercu swojém: jakże nam poznać słowo, którego nie wypowiedział Wiekuisty? -  "
Deuteronomy 18:22,"Cokolwiek by wyrzekł prorok w imię Wiekuistego, a nie stałoby się to słowo, ani spełniło się, - jest to słowo, którego nie wyrzekł Wiekuisty, rozmyślnie wyrzekł je prorok: nie trwóż się przed nim! "
Deuteronomy 19:1,"Gdy wytępi Wiekuisty, Bóg twój, narody, których ziemię Wiekuisty, Bóg twój, oddaje tobie, - a wypędzisz je, i zamieszkasz w miastach ich, i w domach ich, -  "
Deuteronomy 19:2,"Trzy miasta oddzielisz wtedy sobie wpośród ziemi twojej, którą Wiekuisty, Bóg twój, oddaje tobie w posiadanie; "
Deuteronomy 19:3,"Uporządkujesz sobie drogę, i rozdzielisz na trzy części obręb ziemi twojej, którą ci udzieli Wiekuisty, Bóg twój, a to, aby mógł uciekać tam każdy zabójca. "
Deuteronomy 19:4,"A tak rzecz się ma co do zabójcy, który uciekać tam może, aby życie zachował: kto zabije bliźniego swego nierozmyślnie, a nie był nieprzyjacielem jego przedtém; "
Deuteronomy 19:5,"Albo - gdyby kto poszedł z bliźnim swoim do lasu rąbać drwa, a zaniosłaby się ręka jego z siekierą, by ściąć drzewo, a zsunęłoby się żelazo z toporzyska, i trafiłoby bliźniego jego tak, żeby umarł, - taki niech schroni się do jednego z tych miast, aby życie zachował. "
Deuteronomy 19:6,"By nie ścigał mściciel krwi zabójcę, gdy rozgorzało serce jego, a nie doścignął go na dalekiej drodze, i nie zabił go, - gdy przecież nie zasłużył na śmierć, nie będąc nieprzyjacielem jego przedtém; "
Deuteronomy 19:7,"Przeto nakazuję ci, mówiąc: trzy miasta oddzielisz sobie: "
Deuteronomy 19:8,"A gdy rozszerzy Wiekuisty, Bóg twój, granice twoje, jako zaprzysiągł ojcom twoim, a da ci całą ziemię, którą przyrzekł oddać ojcom twoim, -  "
Deuteronomy 19:9,"Jeżeli starać się będziesz spełniać wszystkie przykazania, które przykazuję ci dzisiaj, - abyś miłował Wiekuistego, Boga twojego, i postępował drogami Jego po wszystkie dni - dodasz wtedy sobie jeszcze trzy miasta do owych trzech miast; "
Deuteronomy 19:10,"Aby nie była przelewana krew niewinna wpośród ziemi twojej, którą Wiekuisty, Bóg twój, oddaje tobie w posiadanie, a nie spadła na ciebie wina krwi! "
Deuteronomy 19:11,"Gdyby wszakże był kto nieprzyjacielem bliźniego swego, i czyhałby nań, i powstał na niego, i zabił go na śmierć, a schroniłby się do jednego z tych miast, -  "
Deuteronomy 19:12,"Poszlą wtedy starsi miasta jego, i zabiorą go ztamtąd, i wydadzą go w ręce mściciela krwi, aby umarł. "
Deuteronomy 19:13,"Niechaj nie oszczędza go oko twoje, i zetrzesz krew niewinnego z Israela, a dobrze ci będzie. "
Deuteronomy 19:14,"Nie przesuwaj granicy bliźniego twego, którą zakreślili poprzednicy w udziale twoim, udzielonym ci na ziemi, którą Wiekuisty, Bóg twój, odda ci w posiadanie. "
Deuteronomy 19:15,"Nie ostoi się świadek jeden przeciwko człowiekowi w jakiejbądź winie, i w jakiembądź przestępstwie, albo w jakimbądź grzechu, którego by się dopuścił: na zeznanie dwóch świadków albo na zeznanie trzech świadków stwierdzona będzie rzecz. "
Deuteronomy 19:16,"Gdyby wystąpił świadek niesprawiedliwy przeciw komu, obwiniając go o występek, -  "
Deuteronomy 19:17,"Staną tedy dwaj ci ludzie, mający spór przed obliczem Wiekuistego, przed kapłanami i sędziami, którzy będą podówczas, -  "
Deuteronomy 19:18,"I zbadają sędziowie dokładnie, a oto - świadkiem fałszywym świadek ów, fałszywie świadczył przeciw bratu swojemu: "
Deuteronomy 19:19,"Uczyńcie mu wtedy, jako zamyślał uczynić bratu swojemu: i wyplenisz zło z pośród siebie. "
Deuteronomy 19:20,"A drudzy to usłyszą i ulękną się, i nie uczynią więcej rzeczy tak zdrożnej wpośród ciebie. "
Deuteronomy 19:21,"A niechaj nie oszczędza oko twoje: duszę - za duszę, oko - za oko, ząb - za ząb, rękę - za rękę, nogę - za nogę!... "
Deuteronomy 20:1,"Gdy wyruszysz na wojnę przeciw wrogowi twojemu a zobaczysz konie i wozy, i lud liczniejszy od ciebie, - nie obawiaj się ich; gdyż Wiekuisty, Bóg twój, z tobą, który cię wywiódł z ziemi Micraim! "
Deuteronomy 20:2,"Gdy tedy szykować się będziecie do wojny, wystąpi, kapłan, i przemówi do ludu, -  "
Deuteronomy 20:3,"I powie im: ""Słuchaj Israelu! występujecie teraz do walki z wrogami waszymi; niechaj nie zmięknie serce wasze, nie obawiajcie się, i nie trwóżcie się, i nie drżyjcie przed nimi! "
Deuteronomy 20:4,"Gdyż to Wiekuisty, Bóg wasz, który idzie z wami, aby walczył za was z wrogami waszymi, aby wspomagał was!"" "
Deuteronomy 20:5,"Przemówią następnie przełożeni do ludu i powiedzą: ""Jeżeli jest który, co zbudował dom nowy, a nie obnowił go, niechaj pójdzie, a wróci do domu swego, by nie zginął na wojnie, a kto inny go obnowił. "
Deuteronomy 20:6,"Albo jeżeli jest który, co zasadził winnicę, a nie użytkował z niej, niechaj pójdzie, a wróci do domu swego, by nie zginął na wojnie, a kto inny z niej użytkował. "
Deuteronomy 20:7,"Albo jeżeli jest który, co zaślubił kobietę, a jeszcze jej nie pojął, niechaj pójdzie, a wróci do domu swego, by nie zginął na wojnie, a kto inny ją pojął!"" "
Deuteronomy 20:8,"I niechaj dalej przemawiają przełożeni do ludu i powiedzą: ""Jeżeli jest który, bojaźliwy i lękliwego serca, niechaj pójdzie, a wróci do domu swego, by nie czynił lękliwém serca braci swoich, jako serce jego!"" "
Deuteronomy 20:9,"A gdy przestaną przełożeni przemawiać do ludu, naznaczą wodzów nad oddziałami na czoło narodu. "
Deuteronomy 20:10,"Gdy pociągniesz do miasta, abyś je zdobywał, przedłożysz mu pokój. "
Deuteronomy 20:11,"Jeżeli pokojem ci odpowie, i otworzy się tobie, tedy wszystek lud, znajdujący się w niém, stanie się hołdownikiem twoim, i służyć ci będzie. "
Deuteronomy 20:12,"Jeżeli zaś nie uczyni pokoju z tobą, a wytoczy ci wojnę: tedy oblegaj je. "
Deuteronomy 20:13,"A gdy wyda je Wiekuisty, Bóg twój, w ręce twoje, pozabijaj wszystkich mężczyzn jego ostrzem miecza; "
Deuteronomy 20:14,"Tylko kobiety i dzieci, bydło i wszystko co będzie w mieście, wszystek łup jego, zagarniesz sobie, i będziesz pożywał łupy wrogów twoich, które oddał ci Wiekuisty, Bóg twój. "
Deuteronomy 20:15,"Tak postąpisz ze wszystkiemi miastami bardzo odległemi od ciebie, które do miast tych narodów nie należą; "
Deuteronomy 20:16,"Wszakże z miast tych ludów, które Wiekuisty, Bóg twój, oddaje ci w posiadanie, nie zostawisz przy życiu żadnej duszy. "
Deuteronomy 20:17,"Lecz podasz ich zaklęciu: Chyttejczyka i Emorejczyka, Kanaanejczyka i Peryzejczyka, i Chywitę i Jebusytę, - jako ci rozkazał Wiekuisty, Bóg twój; "
Deuteronomy 20:18,"Aby nie uczyli was postępować według wszystkich obmierzłości, które spełniają gwoli bogom swoim, i abyście nie grzeszyli przeciw Wiekuistemu, Bogu waszemu! "
Deuteronomy 20:19,"Gdy będziesz oblegał miasto przez długi czas, aby je zawojować i zdobyć, nie niszcz drzew jego, podnosząc na nie siekierę; ponieważ z nich jeść możesz, nie ścinaj ich; bo czyż człowiekiem drzewo polne, aby ulegało twojemu oblężeniu? "
Deuteronomy 20:20,"Tylko takie drzewo, o którem wiesz, że nie jest drzewem pożywiającém, - takie niszczyć i ścinać możesz, aby budować zasieki przeciw miastu, wiodącemu z tobą wojnę, dopóki nie ulegnie. "
Deuteronomy 21:1,"Jeżeli znaleziony będzie zabity na ziemi, którą Wiekuisty, Bóg twój, oddaje ci w posiadanie, leżący na polu, a niewiadomo kto go zabił, -  "
Deuteronomy 21:2,"Wyjdą wtedy starsi twoi, i sędziowie twoi, i rozmierzą do miast, które wokoło zabitego; "
Deuteronomy 21:3,"A miasto, które okaże się najbliższém zabitego, - wezmą starsi miasta tego jałowicę, którą się nie posługiwano, która nie ciągnęła jeszcze w jarzmie, -  "
Deuteronomy 21:4,"I zawiodą starsi tego miasta ową jałowicę w dolinę niewzruszaną, która nie zaorana, ani zasiana, i załamią tam kark jałowicy w dolinie; "
Deuteronomy 21:5,"I przystąpią kapłani, synowie Lewi, - gdyż wybrał ich Wiekuisty, Bóg twój, aby Mu służyli i błogosławili w imieniu Wiekuistego, a według orzeczenia ich rozstrzygany zostaje każdy spór, i każde uszkodzenie; "
Deuteronomy 21:6,"A wszyscy starsi owego miasta, najbliżsi zabitego, umyją ręce swoje nad jałowicą, której kark załamano w dolinie, -  "
Deuteronomy 21:7,"I oświadczą i powiedzą: ""Ręce nasze nie przelały krwi tej, a oczy nasze nie widziały! "
Deuteronomy 21:8,"Wybacz ludowi Twemu, Israelowi, któryś wyzwolił Wiekuisty, a nie dopuszczaj krwi niewinnej wpośród ludu Twego, Israela, - i niechaj wybaczoną im będzie ta krew!"" "
Deuteronomy 21:9,"A ty ścieraj krew niewinnego z pośród siebie, jeżeli chcesz czynić co prawe w oczach Wiekuistego. "
Deuteronomy 21:10,"Gdy wyruszysz na wojnę przeciw wrogom twoim, a wyda ich Wiekuisty, Bóg twój, w ręce twoje, i zabierzesz z nich do niewoli, -  "
Deuteronomy 21:11,"A zobaczysz między zabranymi niewiastę nadobnej postaci, i rozmiłujesz się w niej, i zechcesz pojąć ją sobie za żonę, -  "
Deuteronomy 21:12,"Wtedy wprowadzisz ją do domu twego, i niechaj ostrzyże głowę swą, i obetnie paznokcie swoje, -  "
Deuteronomy 21:13,"I zdejmie szatę niewoli swojej z siebie, i zamieszka w domu twoim, opłakując ojca swego i matkę swą przez miesiąc czasu, - poczém możesz przyjść do niej, i pojąć ją, aby została żoną twoją; "
Deuteronomy 21:14,"A gdyby nie podobała ci się więcej, puścisz ją wedle woli swojej, ale nie sprzedasz jej za pieniądze: nie panuj nad nią, za to, żeś shańbił ją! "
Deuteronomy 21:15,"Gdyby miał kto dwie żony, jednę kochaną, a drugą znienawidzoną, i urodziłyby mu synów, kochana i znienawidzona, a byłby syn pierworodny znienawidzonej: "
Deuteronomy 21:16,"Wtedy rozdzielając między synów swoich to, co posiada, nie będzie mógł dać pierwszeństwa synowi ukochanej, nad synem znienawidzonej, pierworodnym; "
Deuteronomy 21:17,"Lecz pierworodnego syna znienawidzonej uzna, aby mu oddać część podwójną wszystkiego, co u niego się znajduje; ponieważ on pierwiastkiem siły jego: jego jest prawo pierworodztwa. "
Deuteronomy 21:18,"Jeżeliby miał kto syna rozpustnego i krnąbrnego, któryby nie słuchał głosu ojca swego, i głosu matki swojej, a karcili go, ale nie słucha ich; "
Deuteronomy 21:19,"Wezmą go wtedy ojciec i matka jego, i zaprowadzą do starszych miasta, i do bramy miejsca swego; "
Deuteronomy 21:20,"I powiedzą do starszych miasta swego: ""ten syn nasz rozpustny jest i krnąbrny, nie słucha głosu naszego, - żarłok jest i opój!"" "
Deuteronomy 21:21,"I ukamionują go wszyscy mieszkańcy miasta jego kamieniami, na śmierć; i tak wyplenisz zło z pośród siebie, - a cały Israel usłyszy, i ulęknie się. "
Deuteronomy 21:22,"A gdyby znalazł się na kim grzech śmiertelny, a stracony by został, a powiesiłbyś go na drzewie, -  "
Deuteronomy 21:23,"Niechaj nie przenocuje trup jego na drzewie, lecz pochować pochowasz go tegoż samego dnia, - bo przekleństwem Bożém powieszony, - a nie kalaj ziemi twojej, którą Wiekuisty, Bóg twój, oddaje ci w posiadanie. "
Deuteronomy 22:1,"Nie będziesz spoglądał na wołu brata twego, albo na owcę jego, zabłąkanych, a ociągał się od nich: napowrót odprowadzisz je do brata twojego. "
Deuteronomy 22:2,"A gdyby nie był blizkim brat twój, albo nie znałbyś go, zapędź je do domu swego, i niechaj będą u ciebie, póki nie odszuka ich brat twój, a wtedy zwrócisz mu je. "
Deuteronomy 22:3,"Tak téż postąpisz z osłem jego; i tak postąpisz z szatą jego, i tak postąpisz z każdą zgubą brata twego, któraby mu zaginęła, a znajdziesz ją: nie wolno ci się ociągać. "
Deuteronomy 22:4,"Nie będziesz spoglądał na osła brata twego, albo na wołu jego, upadłych na drodze, a ociągał się od nich: podźwignij je razem z nim. "
Deuteronomy 22:5,"Niech nie będzie strój mężczyzny na kobiecie, i niechaj nie obłóczy się mężczyzna w szatę kobiety, - gdyż ohydą Wiekuistemu, Bogu twojemu, każdy który to czyni. "
Deuteronomy 22:6,"Gdyby się nadarzyło gniazdo ptasie przed tobą w drodze na jakiemkolwiek drzewie, albo na ziemi, z pisklętami albo jajeczkami, a matka siedzi na pisklętach albo jajeczkach, - nie zabieraj wtedy matki wraz z młodemi; "
Deuteronomy 22:7,"Wolno puścisz matkę, a młode możesz zabrać sobie, - aby dobrze ci się wiodło, i abyś długo żył. "
Deuteronomy 22:8,"Gdy zbudujesz dom nowy, zrobisz poręcz wokoło dachu twojego, - abyś nie sprowadził krwi na dom twój, gdyby kto spadł z niego. "
Deuteronomy 22:9,"Nie posiewaj winnicy twojej gatunkiem mieszanym, aby nie popadł świątyni plon, nasienie, któreś wysiał, - i urodzaj winnicy. "
Deuteronomy 22:10,Nie będziesz orał wołem i osłem razem. 
Deuteronomy 22:11,Nie odziejesz się w szaty mieszane z wełny i lnu razem. 
Deuteronomy 22:12,"Sznurki porobisz sobie na czterech krajach okrycia twego, którém się okrywasz. "
Deuteronomy 22:13,"Gdy pojmie kto żonę, i pójdzie do niej, i znienawidzi ją, -  "
Deuteronomy 22:14,"A będzie zarzucał jej zmyślone rzeczy, rozpuści o niej złą wieść, i powié: kobietę tę pojąłem, a zbliżywszy się do niej, nie znalazłem u niej dziewictwa, -  "
Deuteronomy 22:15,"Wezmą tedy ojciec dziewczyny, i matka jej, i wyniosą oznaki dziewictwa dziewczyny owej przed starszych miasta, do bramy; "
Deuteronomy 22:16,"I powié ojciec dziewczyny do starszych: ""córkę moję oddałem mężowi temu za żonę, on zaś znienawidził ją"", "
Deuteronomy 22:17,"A oto zarzuca jej zmyślone rzeczy, mówiąc: nie znalazłem u córki twojej dziewictwa, ale oto oznaki dziewictwa córki mojej, - i rozłożą szatę przed starszymi miasta; "
Deuteronomy 22:18,Wezmą wtedy starsi miasta męża tego i skarcą go; 
Deuteronomy 22:19,"I skażą go na sto srebrników, i oddadzą je ojcu dziewczyny, ponieważ rozpuścił złą wieść o dziewicy izraelskiej; ona zaś pozostanie żoną jego, nie będzie jej mógł rozwieść po wszystkie dni swoje. "
Deuteronomy 22:20,"Gdyby wszakże prawdą była rzecz ta, - nie znalazły się oznaki dziewictwa u dziewczyny owej: "
Deuteronomy 22:21,"Wtedy wywiodą dziewczynę ku drzwiom domu ojca jej, i ukamionują ją mieszkańcy miasta jej kamieniami, i umrze za to, że dopuściła się haniebnego czynu w Israelu, popełniwszy nierząd w domu ojca swego; i tak wyplenisz zło z pośród siebie. "
Deuteronomy 22:22,"Gdyby znaleziony był kto, obcujący z kobietą zamężną, niechaj umrą oboje, i mężczyzna obcujący z kobietą, i kobieta: i wyplenisz zło z Israela. "
Deuteronomy 22:23,"Gdyby była panna, dziewica zaręczona mężczyźnie, a napotkałby ją kto w mieście, i obcował z nią: "
Deuteronomy 22:24,"Wywiedziecie tedy oboje do bramy tego miasta i ukamionujesz ich kamieniami, aż umrą; dziewczynę za to, że nie wołała w mieście, mężczyznę zaś za to, że shańbił żonę bliźniego swego: i wyplenisz zło z pośród siebie. "
Deuteronomy 22:25,"Jeżeliby wszakże na polu napotkał kto dziewicę zaręczoną, a porwawszy ją, obcował z nią, - umrze wtedy mężczyzna, który obcował z nią, sam; "
Deuteronomy 22:26,"Dziewczynie zaś nie uczynisz nic; nie ciąży na dziewczynie grzech śmiertelny; bo jak gdyby kto powstał na bliźniego swego, i zamordował go, tak i sprawa ta. "
Deuteronomy 22:27,"Wszak na polu ją spotkał, - mogła wołać dziewica zaręczona, ale nie było nikogo któryby ją ocalił. "
Deuteronomy 22:28,"Gdyby téż kto napotkał pannę, dziewicę niezaręczoną, a porwałby ją, i obcował z nią, a zastanoby ich, -  "
Deuteronomy 22:29,"Da wtedy mężczyzna obcujący z nią, ojcu dziewczyny pięćdziesiąt srebników, i będzie mu żoną, przeto że ją shańbił; nie będzie jej mógł rozwieść po wszystkie dni swoje. "
Deuteronomy 22:30,"Nie pojmie nikt żony ojca swego, i nie odkryje poły ojca swego! "
Deuteronomy 23:1,"Nie wnijdzie trzebieniec, ani rzezaniec do zgromadzenia Wiekuistego. "
Deuteronomy 23:2,Nie wnijdzie bękart do zgromadzenia Wiekuistego; nawet dziesiąte pokolenie jego nie wnijdzie do zgromadzenia Wiekuistego. 
Deuteronomy 23:3,Nie wnijdzie Ammonita i Moabita do zgromadzenia Wiekuistego; nawet dziesiąte pokolenie ich nie wnijdzie do zgromadzenia Wiekuistego na wieki; 
Deuteronomy 23:4,"Za to, że nie spotkali was z chlebem i wodą na drodze, gdyście szli z Micraim, i za to, że najęto przeciw tobie Bileama, syna Beora z Pethor w Aram-Naharaim, aby cię przeklinał; "
Deuteronomy 23:5,"Lecz nie chciał Wiekuisty, Bóg twój, wysłuchać Bileama, a obrócił ci Wiekuisty, Bóg twój, przekleństwo w błogosławieństwo, przeto że umiłował cię Wiekuisty Bóg twój: "
Deuteronomy 23:6,"Nie szukaj pokoju, ani dobra ich po wszystkie dni twoje, na wieki! "
Deuteronomy 23:7,"Nie pogardzaj Edomitą, bo on brat twój; nie pogardzaj Micrejczykiem, boś przychodniem był na ziemi jego. "
Deuteronomy 23:8,"Dzieci, które im się zrodzą w trzeciém pokoleniu, mogą wnijść do zgromadzenia Wiekuistego. "
Deuteronomy 23:9,"Gdy wyruszysz do obozu przeciw wrogom twoim, wystrzegaj się wszelkiej rzeczy szkodliwej. "
Deuteronomy 23:10,"Jeżeli znajdzie się wpośród ciebie kto nieczysty z powodu przygody nocnej: niechaj wyjdzie po za obóz, a nie przychodzi do obozu; "
Deuteronomy 23:11,"A ku wieczorowi wykąpie się w wodzie, po zachodzie zaś słońca może wrócić do obozu. "
Deuteronomy 23:12,"Ustronie téż będziesz miał po za obozem, gdziebyś mógł wychodzić na ustęp. "
Deuteronomy 23:13,"I rydlik będziesz miał na rzemieniu, a gdy usiądziesz w ustępie, rozkopiesz nim, i znowu zakryjesz nieczystość twoję. "
Deuteronomy 23:14,"Gdyż Wiekuisty, Bóg twój, chodzi wpośród obozu twojego, aby cię wybawiał, i poddawał wrogi twoje tobie; niech przeto będzie obóz twój święty, aby nie zobaczył u ciebie nic sromotnego, a nie odwrócił się od ciebie. "
Deuteronomy 23:15,"Nie wydasz panu niewolnika jego, jeżeli się schronił do ciebie od pana swego; "
Deuteronomy 23:16,"Z tobą niechaj zamieszka, wpośród ciebie, na tém miejscu, które sobie wybierze, w któremkolwiek z miast twoich, gdzie mu dogadza, - nie uciemiężaj go! "
Deuteronomy 23:17,"Nie będzie nierządnicy z córek Israela, ani będzie nierządnik z synów Israela. "
Deuteronomy 23:18,"Nie wnoś myta nierządnicy, ani ceny psa w dom Wiekuistego, Boga twego, wskutek jakiegobądź ślubu; bo wstrętem dla Wiekuistego, Boga twego, jedno i drugie. "
Deuteronomy 23:19,"Nie dasz lichwy bratu twojemu, lichwy od pieniędzy, lichwy od żywności, lichwy od jakiejkolwiek rzeczy, którą się na lichwę oddaje. "
Deuteronomy 23:20,"Cudzoziemcowi możesz lichwę dawać, ale bratu twemu nie dawaj lichwy; aby błogosławił ci Wiekuisty, Bóg twój, we wszelkiem przedsięwzięciu rąk twoich, na ziemi do której wchodzisz, abyś ją posiadł. "
Deuteronomy 23:21,"Gdybyś ślubował ślub Wiekuistemu, Bogu twojemu, nie omieszkaj go spełnić; gdyż poszukiwać go będzie Wiekuisty, Bóg twój, od ciebie, a byłby grzech na tobie; "
Deuteronomy 23:22,"Jeżeli zaś zaniechasz ślubować, nie będzie na tobie grzechu; "
Deuteronomy 23:23,"Wyrzeczenia ust twoich przestrzegaj, i spełniaj jakoś ślubował Wiekuistemu, Bogu twojemu, dobrowolnie, coś wypowiedział usty twojemi. "
Deuteronomy 23:24,"Gdy wnijdziesz do winnicy bliźniego twego, możesz jeść jagody według upodobania twego, do syta; ale do naczynia twego nie kładź. "
Deuteronomy 23:25,"Gdy wejdziesz w zboże bliźniego twego, możesz narwać kłosów ręką twoją; ale sierpa nie zapuszczaj w zboże bliźniego twego! "
Deuteronomy 24:1,"Gdy pojmie kto żonę, a stanie się jej małżonkiem, i zdarzy się, że nie znajdzie upodobania w oczach jego, ponieważ znalazł w niej co sprosnego, niech napisze jej list rozwodny, i da w rękę jej, a puści ją z domu swego; "
Deuteronomy 24:2,"I wyjdzie ona z domu jego, i pójdzie, i wyjdzie za męża drugiego; "
Deuteronomy 24:3,"Jeżeli zaś znienawidzi ją ten mąż drugi, i napisze jej list rozwodny, i da w rękę jej, i puści ją z domu swego, albo téż umrze ów mąż drugi, który ją pojął sobie za żonę: "
Deuteronomy 24:4,"Nie może wtedy mąż jej pierwszy, który ją był puścił, powtórnie jej pojąć, aby mu była żoną, po tém, gdy skażoną została; gdyż ohydą to przed Wiekuistym, a nie kalaj ziemi, którą Wiekuisty, Bóg twój, oddaje ci w posiadanie. "
Deuteronomy 24:5,"Jeżeli się kto świeżo ożenił, niechaj nie wyruszy na wojnę, i niechaj nie zwracają się do niego w jakiejbądź rzeczy i swobodnym niech zostanie w domu swoim przez rok cały, i rozwesela żonę swą, którą pojął. "
Deuteronomy 24:6,"Nie weźmie nikt w zastaw żaren, albo kamienia młyńskiego, - gdyż życie bierze taki w zastaw. "
