Index Title,Proverbs
Proverbs 27:11,"Mądrym się stań, synu mój, a rozraduj serce moje abym temu, który mi urąga mógł odpowiedzieć. "
Proverbs 27:12,Mądry przewiduje nieszczęście i chroni się; głupcy zapędzają się i muszą pokutować. 
Proverbs 27:13,"Zabierz mu szatę, gdyż za obcego zaręczył, a za tę cudzą zabierz mu ją w zastaw. "
Proverbs 27:14,"Kto bliźniego swego donośnym głosem, wczesnym rankiem błogosławieństwem wita, temu to za klątwę bywa poczytane. "
Proverbs 27:15,"Ciekąca wciąż rynna w dniu dżdżystym, a kobieta swarliwa podobne do siebie. "
Proverbs 27:16,"Ktoby ją chciał powstrzymać, powstrzyma wiatr, albo oliwę, na którą prawicą swoją się natknął. "
Proverbs 27:17,"Żelazo żelazem się ostrzy, a jeden człowiek niechaj wygładza wejrzenie drugiego. "
Proverbs 27:18,"Kto figowe drzewo pielęgnuje będzie pożywał owocu jego, a kto pana swego dogląda zjedna sobie szacunek. "
Proverbs 27:19,"Jak w wodzie oblicze ku obliczu się zwraca, tak serce człowieka ku sercu. "
Proverbs 27:20,Przepaść i otchłań nie mają nigdy dosyć; tak są i oczy ludzkie nienasycone. 
Proverbs 27:21,"Tygiel dla srebra, a retorta dla złota, a człowieka ocenia się podług sławy jego. "
Proverbs 27:22,"Choćbyś błazna w moździerzu utłukł, wpośród krupy stęporem, toby jednak głupota jego nie oddzieliła się od niego. "
Proverbs 27:23,"Doglądaj starannie stanu stad twoich, a miej pieczę o trzodach. "
Proverbs 27:24,"Bo nie wiecznie trwa dobrobyt, a czyż przechodzi nawet korona od pokolenia do pokolenia? "
Proverbs 27:25,"Gdy zniknie trawa, a świeża ruń się ukaże, a zebrane będą zioła górskie, "
Proverbs 27:26,"Wtedy dostarczą ci jagnięta przyodziewku, a będziesz miał kozły w zamian pola. "
Proverbs 27:27,"I koziego mleka podostatkiem na chleb twój, i na chleb domu twego i na żywność dla służebnic twoich. "
Proverbs 28:1,"Uciekają, choć ich nikt nie ściga, niegodziwi, ale sprawiedliwi są jako młody lew pełni ufności. "
Proverbs 28:2,"Wskutek buntu w kraju są liczni jego władcy, ale pod mężem rozumnym, doświadczonym, trwa prawo. "
Proverbs 28:3,"Człowiek ubogi, gnębiący biednych, jest jak deszcz ulewny który chleba nie przynosi. "
Proverbs 28:4,"Ci, którzy naukę porzucają, sławią niegodziwych; ale ci, którzy nauki przestrzegają, oburzają się na nich. "
Proverbs 28:5,"Ludzie niecni nie rozumieją prawa; ci jednak, którzy Wiekuistego szukają, pojmują je w zupełności. "
Proverbs 28:6,"Lepszy biedny, postępujący w swej uczciwości, niżeli przewrotny w swych drogach a przytem bogaty. "
Proverbs 28:7,"Kto zachowuje naukę, jest rozumnym, a kto z marnotrawcami się kojarzy, hańbi swego ojca. "
Proverbs 28:8,"Kto mienie swe lichwą i przyrostem mnoży, gromadzi je dla tego, który nad biednymi się ulituje. "
Proverbs 28:9,"Kto odwraca swe ucho, aby nauki nie słuchał, tego modlitwa nawet jest wstrętną. "
Proverbs 28:10,"Kto prawych na złą drogę zwodzi, ten wpadnie sam w zasadzkę swoję; uczciwi jednak odziedziczą dobro. "
Proverbs 28:11,Za mądrego się poczytuje człowiek bogaty; ale ubogi rozumny przenika go. 
Proverbs 28:12,"Gdy sprawiedliwi się radują, wzmaga się świetność; ale gdy niegodziwi się podnoszą, ukrywają się ludzie. "
Proverbs 28:13,Kto przewinienia swe ukrywa nie znajdzie powodzenia; ale kto je wyznaje i porzuca uzyska współczucie. 
Proverbs 28:14,"Szczęsny człowiek, który się wciąż obawia; kto jednak serce swe ukrnąbrnia wpadnie w nieszczęście. "
Proverbs 28:15,Jako lew ryczący i niedźwiedź łaknący jest władca niegodziwy nad ludem ubogim. 
Proverbs 28:16,"Książę bezrozumny, dopuszczający się licznych nadużyć! Kto nieprawego zysku nienawidzi będzie długo żył. "
Proverbs 28:17,"Człowiek gnębiony krwią zamordowanego, musi aż do grobu uciekać, a nikt go nie wesprze. "
Proverbs 28:18,Kto uczciwie postępuje będzie wybawiony; kto jednak przewrotnych jest dróg runie w jednej chwili. 
Proverbs 28:19,Kto rolę swą uprawia nasyci się chlebem; ale kto za marnościami się ugania nasyci się nędzą. 
Proverbs 28:20,"Człowiekowi rzetelnemu towarzyszy wiele błogosławieństw; ale komu śpieszno się zbogacić, ten nie ujdzie bezkarnie. "
Proverbs 28:21,Stronność jest rzeczą niegodziwą; ale już dla kęsa chleba może zawinić człowiek. 
Proverbs 28:22,"Trzęsie się do bogactwa człowiek zazdrosny, a nie rozważa, że niedostatek nań spadnie. "
Proverbs 28:23,"Kto człowiekowi przygania, znajdzie w następstwie więcej upodobania, niż ten, który językiem się przychlebia. "
Proverbs 28:24,"Kto ojca albo matkę swą ograbia, a twierdzi, że to nie grzech, ten jest sojusznikiem niszczyciela. "
Proverbs 28:25,Chciwy wznieca swary; ale kto na Wiekuistym polega utuczony będzie. 
Proverbs 28:26,Kto własnemu sercu ufa jest głupcem; kto jednak w mądrości postępuje ocalonym będzie. 
Proverbs 28:27,"Kto biednemu użycza nie przyczynia sobie niedostatku; ale kto oczy swe odwraca, obfituje w przekleństwa. "
Proverbs 28:28,"Gdy niegodziwi się wznoszą, ukrywają się ludzie; ale gdy giną, mnożą się sprawiedliwi. "
Proverbs 29:1,"Człowiek napominany a krnąbrny, nagle skruszony będzie, a to już nieuleczalnie. "
Proverbs 29:2,"Gdy sprawiedliwi się mnożą cieszy się lud, ale gdy niegodziwy panuje wzdycha lud. "
Proverbs 29:3,"Kto mądrość miłuje sprawia radość ojcu swojemu, ale kto za nierządnicami się ugania trwoni mienie. "
Proverbs 29:4,"Król utwierdza sprawiedliwością kraj; ale kto podatki mnoży, niszczy go. "
Proverbs 29:5,"Człowiek schlebiający bliźniemu swemu, rozpościera sieć przed stopami jego. "
Proverbs 29:6,W występku człowieka niecnego kryją się dlań sidła; ale sprawiedliwy może się weselić i radować. 
Proverbs 29:7,Sprawiedliwy zapoznaje się ze sprawą biednych; niegodziwy nie zasięga o tem wiadomości. 
Proverbs 29:8,Mężowie szyderstwa wprawiają miasto w wzburzenie; mędrcy jednak uśmierzają rozjątrzenie. 
Proverbs 29:9,"Gdy mędrzec z błaznem spór toczy, czy ten się gniewa, czy śmieje, nie daje spokoju. "
Proverbs 29:10,Ludzie krwi żądni nienawidzą uczciwego; ale prawi troszczą się o jego życie. 
Proverbs 29:11,Cały gniew swój wyrzuca głupiec; ale mędrzec umie go powolnością uciszyć. 
Proverbs 29:12,"Gdy władca na słowa kłamstwa zważa, niegodziwi wszyscy słudzy jego. "
Proverbs 29:13,Biedny i wyzyskiwacz się stykają; oświeca oczy obydwóch Wiekuisty. 
Proverbs 29:14,"Król, który biednym wiernie sprawiedliwość wymierza, tego tron na wieki się ostoi. "
Proverbs 29:15,"Rózga i napomnienie daje mądrość, ale chłopiec rozpasany hańbi matkę swoją. "
Proverbs 29:16,"Gdy niegodziwi się mnożą, mnoży się występek; ale sprawiedliwi ujrzą upadek ich. "
Proverbs 29:17,"Karć syna twojego, a sprawi ci zadowolenie, a da rozkosz duszy twojej. "
Proverbs 29:18,"W braku proroctwa rozprzęga się lud; ale szczęsny ten, który przestrzega nauki. "
Proverbs 29:19,"Słowami nie daje się sługa poprawić, bo choć je pojmie, nie zastosuje się do nich. "
Proverbs 29:20,Jeżeli zobaczysz człowieka porywczego w swych słowach - tedy więcej nadziei dla głupca niż dla niego. 
Proverbs 29:21,"Jeżeli kto od młodości sługę swego rozpieszcza, to ten ostatecznie darmozjadem się stanie. "
Proverbs 29:22,"Człowiek pochopny do gniewu podnieca swary, a zapalczywy dopuszcza się wielu występków. "
Proverbs 29:23,"Duma człowieka poniży go, ale pokorny dostąpi chwały. "
Proverbs 29:24,"Kto z złodziejem się dzieli, nienawidzi własnego życia; słyszy on klątwę, ale nie wyjawia. "
Proverbs 29:25,Strach przed ludźmi prowadzi do zguby; ale kto Wiekuistemu zaufał znajdzie obronę. 
Proverbs 29:26,"Wielu szuka oblicza władcy, ale od Wiekuistego przychodzi prawo człowieka. "
Proverbs 29:27,"Zgrozą dla sprawiedliwych jest człowiek bezprawia, a zgrozą dla niegodziwca ten, który prosto postępuje. "
Proverbs 30:1,"Słowa Agura, syna Jaki, z Masy; orzeczenie tego męża do Ityela, i Uchala. "
Proverbs 30:2,"Zaprawdę, bardziej ja niedoświadczony niż mąż którykolwiek, a nie posiadam nawet rozumu pospolitego człowieka. "
Proverbs 30:3,"Nie uczyłem się też mądrości, a miałżebym wiedzę o świętym posiadać? "
Proverbs 30:4,"Któż wstąpił do nieba i zeszedł? Któż zebrał wiatr w garście swoje? Któż ścisnął wody w szatę? Któż utwierdził wszystkie krańce ziemi? Jakież imię jego, albo jakież imię syna jego - jeśli to wiesz! "
Proverbs 30:5,"Każde słowo Boże przeczyste; tarczą On tym, którzy się doń chronią. "
Proverbs 30:6,"Nie dodawaj nic do słów Jego, aby cię do odpowiedzialności nie pociągnął, i abyś kłamcą się nie okazał. "
Proverbs 30:7,Dwóch rzeczy żądam od Ciebie; nie odmawiaj mi ich zanim umrę: 
Proverbs 30:8,Fałsz i słowo kłamstwa oddal odemnie; ubóstwa i bogactwa nie dawaj mi; użycz mi chleba mego powszedniego. 
Proverbs 30:9,"Abym za syty będąc się nie zaparł, i rzekł: któż Wiekuisty? albo za biedny będąc, nie kradł, i nie targnął się na imię Boga mojego. "
Proverbs 30:10,"Nie spotwarzaj sługi przed panem jego, aby cię nie przeklął, a ty za to odpokutował. "
Proverbs 30:11,"Biada pokoleniu, które ojcu swemu złorzeczy, a matce swej nie błogosławi! "
Proverbs 30:12,"Pokoleniu czystemu w swoich oczach, które jednak z brudów swych nie umyte! "
Proverbs 30:13,"Pokoleniu, które tak wysoko trzyma oczy swoje, a rzęsy swe w górę podnosi! "
Proverbs 30:14,"Pokoleniu, którego zęby jako miecze, a kły jako noże, aby wyżreć biednych z kraju, a ubogich z pośród ludzi! "
Proverbs 30:15,"Od Aluki. Dwie niewiasty: dawaj, dawaj! trzy - nie mogą być nasycone, cztery - nie powiedzą nigdy: dosyć! "
Proverbs 30:16,"Grób i łono niepłodne, ziemia nienasycona wodą i ogień nie powiada: dosyć! "
Proverbs 30:17,"Oko, które wyśmiewa ojca, a posłuszeństwem dla matki gardzi, niechaj wykłują je kruki z nad strumienia, a wyżrą młode orlęta. "
Proverbs 30:18,"Trzy rzeczy są zbyt dziwne dla mnie, a nawet cztery, których nie pojmuję. "
Proverbs 30:19,"Ślad orła pod niebem, ślad węża po skale, ślad okrętu wpośród morza, i ślad mężczyzny u niewiasty. "
Proverbs 30:20,"Taką droga kobiety wiarołomnej: zjada, obciera usta, i mówi: nie popełniłam nieprawości! "
Proverbs 30:21,"Pod trzema drży ziemia, a pod czteroma nie może wytrzymać: "
Proverbs 30:22,"Pod niewolnikiem, gdy królem zostaje, pod nikczemnikiem gdy syt jest chleba; "
Proverbs 30:23,"Pod wzgardzoną, gdy jeszcze za mąż idzie, i służebnicą gdy panią swą odziedzicza. "
Proverbs 30:24,"Cztery są istoty drobne na ziemi, a jednak są przemądre: "
Proverbs 30:25,"Mrówki, lud bezsilny; a przygotowują latem żywność swoją. "
Proverbs 30:26,"Góralki, lud niemocny; a jednak urządzają w skale mieszkania swoje. "
Proverbs 30:27,"Szarańcza, nie ma króla; a jednak występuje w szyku wszystka. "
Proverbs 30:28,Jaszczurkę ręką możesz ująć; a jednak przebywa w pałacach królewskich. 
Proverbs 30:29,"Trzy są, które wspaniale kroczą, a cztery, które wspaniały mają chód: "
Proverbs 30:30,"Lew, mocarz między zwierzętami, który przed nikim się nie cofa, "
Proverbs 30:31,"Rumak, w biodrach opasany, albo i kozioł, i król, któremu nikt się nie oprze. "
Proverbs 30:32,"Jeżeliś nisko postąpił, bądź w uniesieniu, bądź z namysłem - rękę na usta! "
Proverbs 30:33,"Jak ten, który ubija mleko, wydobywa masło, a ten, który naciska nos, wydobywa krew, tak wydobywa kłótnię ten, który gniew podnieca. "
Proverbs 31:1,"Słowa Lemuela, króla Masy, któremi napominała go matka jego. "
Proverbs 31:2,"Cóż mi ci powiedzieć, synu mój? Cóż synu mojego łona? Cóż mi ci powiedzieć synu, dla któregom tyle ślubów poczyniła? "
Proverbs 31:3,"Nie oddawaj kobietom swojej siły, ani zabiegów twoich tym, co królów niszczą. "
Proverbs 31:4,"Nie królom, Lemuelu, nie królom przystoi wino zapijać, ani książętom pytać o napój mocny. "
Proverbs 31:5,"Aby pijąc nie zapomniał co zakonem jest, a nie spaczył prawa wszystkich dzieci niedoli. "
Proverbs 31:6,"Dajcie napój temu, który ginie, a wino tym, których dusza rozgoryczona. "
Proverbs 31:7,"Niechaj pije, aby zapomniał o biedzie swojej, a o trosce swej nie pamiętał więcej. "
Proverbs 31:8,"Otwieraj usta twoje za niemym, za sprawą wszystkich, którzy giną. "
Proverbs 31:9,"Otwieraj usta twoje, sądź sprawiedliwie, a broń sprawy biednego i uciśnionego. "
Proverbs 31:10,"Kobieta dzielna, któż ją znajdzie? Daleko ponad korale sięga wartość jej. "
Proverbs 31:11,"Polega na niej serce męża, a nie zbraknie mu dobytku. "
Proverbs 31:12,"Świadczy mu dobrze, a nie źle, po wszystkie dni życia swego. "
Proverbs 31:13,"Ogląda się za wełną i lnem, i krząta się ochoczo dłonią swoją. "
Proverbs 31:14,Podobna do okrętów kupca; zdaleka sprowadza chleb swój. 
Proverbs 31:15,"Wstaje póki noc jeszcze, i wydziela żywność dla domu swego, a zwykłe zatrudnienie służebnicom swoim. "
Proverbs 31:16,"Zamyśla o polu i nabywa je, z owocu rąk swoich zasadza winnicę. "
Proverbs 31:17,"Przepasuje mocą biodra swoje, a porusza krzepko swe ramiona. "
Proverbs 31:18,"Miarkuje, że dobry jej przemysł; nie gaśnie w nocy światło jej. "
Proverbs 31:19,"Ręką swą sięga po wrzeciono, a palce jej ujmują przęślicę. "
Proverbs 31:20,"Otwiera dłoń swą biednemu, a ręce swe wyciąga ku ubogiemu. "
Proverbs 31:21,"Nie obawia się dla domu swego śniegu, bo cały dom jej ubrany w szkarłat. "
Proverbs 31:22,"Kobierce sporządza sobie; bisiorem i purpurą jej szata, "
Proverbs 31:23,"Poważanym w bramach jej mąż, gdy zasiada ze starszyzną kraju. "
Proverbs 31:24,"Zarzutki przygotowuje i sprzedaje, a pas podaje kramarzowi. "
Proverbs 31:25,"Moc i wspaniałość jej strojem, a z uśmiechem spogląda na dzień przyszły. "
Proverbs 31:26,"Usta swe otwiera z mądrością, a uprzejma nauka na języku jej. "
Proverbs 31:27,"Czuwa nad porządkiem swego domu, a chleba próżniactwa nie jada. "
Proverbs 31:28,"Synowie jej występują i mienią ją szczęśliwą, mąż jej a wysławia ją: "
Proverbs 31:29,"""Wiele niewiast pokazało się dzielnie - ty jednak przewyższasz je wszystkie"". "
Proverbs 31:30,"Ułudą wdzięk, ulotną piękność: niewiasta bogobojna, ta godna chwały. "
Proverbs 31:31,"Oddajcie jej owoc jej rąk, a w bramach niechaj ją sławią jej czyny. "
