Index Title,Isaiah
Isaiah 49:14,"A rzekłeś Cyonie: Opuścił mnie Wiekuisty, a Pan zapomniał o mnie. "
Isaiah 49:15,"Czyliż zapomni niawiasta o niemowlęciu swojém, aby się nie ulitowała nad dzieckiem żywota swojego? Ale choćby i te zapomniały - Ja ciebie nie zapomnę! "
Isaiah 49:16,"Oto jakby na dłoniach Moich wyryłem cię, mury twoje obecne Mi zawsze. "
Isaiah 49:17,Chyżo nadbiegają dzieci twoje; burzyciele i niszczyciele twoi powychodzą od ciebie. 
Isaiah 49:18,"Podnieś dokoła oczy twoje i obacz, wszystkie się gromadzą, przybywają do ciebie. Jakom żyw, rzecze Wiekuisty, że te wszystkie jako strój przybierzesz, i jako oblubienica niemi się uwieńczysz. "
Isaiah 49:19,"Bo ruiny i zwaliska twoje i ziemia twoja zburzona - zaprawdę, teraz za szczupłą będziesz dla mieszkańców, a dalecy będą niszczyciele twoi. "
Isaiah 49:20,"Jeszcze powiedzą w uszy twoje synowie sieroctwa twojego: Ciasném mi to miejsce, ustąpże mi, abym się mógł pomieścić. "
Isaiah 49:21,"I pomyślisz w sercu twojém: Któż mi tych narodził? Jam przecież osierocona była i samotna, wygnana i porzucona, a te któż odchował? Wszak pozostałam sama jedna, te, skądże one? "
Isaiah 49:22,"Ale tak wyrzekł Pan Wiekuisty: Oto wzniosę ku ludom rękę Moję, a zatknę wobec narodów sztandar Mój, a przyniosą synów twoich na połach, a będą córy twoje na grzbietach niesione. "
Isaiah 49:23,"I będą królowie piastunami twoimi, a księżne ich karmicielkami twojemi; twarzą ku ziemi korzyć ci się będą, i proch nóg twoich lizać, a wtedy poznasz, żem Ja Wiekuisty, i że nie powstydzą się ufający Mi. "
Isaiah 49:24,"Byważ wydartą bohaterowi zdobycz, albo łup zwycięzcy czyż ocalonym być może? "
Isaiah 49:25,"Ale tak, rzecze Wiekuisty: I łup bohatera wydartym mu będzie, i zdobycz tyrana ocaloną zostanie, bo przeciwnikom twoim Ja się sprzeciwię, a synów twoich Ja wyzwolę. "
Isaiah 49:26,"I nakarmię ciemięzców twoich ciałem ich własném, i jako moszczem własną krwią swą się upiją; i pozna wszelkie ciało, żem Ja Wiekuisty, obrońca twój, a wybawca twój mocarz Israela. "
Isaiah 50:1,"Tak rzecze Wiekuisty: Gdzież list rozwodny matki waszej przez który porzuciłem ją? albo któryż to z wierzycieli Moich, któremu zaprzedać was musiałem? - Oto przez grzechy wasze zaprzedani jesteście, przez występki wasze porzucona matka wasza. "
Isaiah 50:2,"Dla czegoż gdym przyszedł nie było nikogo, gdym wołał nikt nie odpowiadał? Czyż może za słabą ręka Moja dla wyswobodzenia, albo czyż niema we Mnie mocy, by ocalić? Oto samą groźbą Moją wysuszam morze, obracam rzeki w pustynie, że gniją ryby ich dla braku wody, zdychając od pragnienia. "
Isaiah 50:3,"Oblekam niebiosa pomroką, a wór ustanawiam zasłoną ich. "
Isaiah 50:4,"Pan Wiekuisty dał mi język wyćwiczony, abym umiał pokrzepić w porę znużonego słowem. Budzi On mnie każdego rana, pobudza ucho moje, abym słuchał jako uczniowie uważni. "
Isaiah 50:5,"Tak, Pan Wiekuisty otworzył mi ucho, a jam się nie opierał, wstecz się nie odwróciłem. "
Isaiah 50:6,"Grzbiet mój nadstawiałem bijącym, a lica moje szarpiącym; twarzy mojej nie chowałem przed obelgami i plwaniem. "
Isaiah 50:7,"Ale Pan Wiekuisty dopomaga mi, przeto nie będę zhańbiony; przeto uczyniłem twarz moję jako krzemień, i wiem, że nie będę zawstydzony. "
Isaiah 50:8,"Blizkim obrońca mój, któż prawować się chce zemną? Stańmy społem! Kto przeciwnikiem moim niech przystąpi ku mnie. "
Isaiah 50:9,"Oto Pan Wiekuisty dopomoże mi, któż mnie potępi? Oto wszyscy jako szata zwiotszeją, mól zgryzie je. "
Isaiah 50:10,"Kto między wami bogobojny, który słucha głosu sługi Jego, który chodzi w ciemności, a światła niema, niechaj zaufa imieniu Wiekuistego, a polega na Bogu swoim. "
Isaiah 50:11,"Wszakże wy wszyscy, którzy rozniecacie ogień, a uzbrajacie się w strzały gorejące, idźcie w płomień ognia waszego, i na strzały któreście sami rozpalili. Z ręki Mojej to spotka was, w strapieniu legniecie. "
Isaiah 51:1,"Słuchajcie Mnie, którzy podążacie za sprawiedliwością, którzy szukacie Wiekuistego; spójrzcie na skałę z którejście wyciosani, na wydrążenie dołu z któregoście wykopani. "
Isaiah 51:2,"Spójrzcie na Abrahama, ojca waszego, i na Sarę, która was zrodziła: jednym on był, gdym go powołał, a błogosławiłem i rozmnożyłem go. "
Isaiah 51:3,"Tak pocieszy Wiekuisty Cyon, pocieszy wszystkie ruiny jego, i obróci pustynię jego w ziemię rajską, a step jego jakby w ogród Boży; radość i wesele znajdzie się w nim, dziękczynienie i odgłos śpiewu. "
Isaiah 51:4,"Baczcie na Mnie, ludu Mój, i ty narodzie Mój, dajcie Mi ucho! bo nauka odemnie wynijdzie, a prawo Moje światłem narodów ustanowię. "
Isaiah 51:5,"Blizką prawda Moja, wschodzi zbawienie Moje, a ramiona Moje narody sądzić będą; Mnie wybrzeża wyglądają, a ramienia Mego wyczekują. "
Isaiah 51:6,"Wznieście ku niebu oczy wasze, a spójrzcie ku ziemi na dół; bo niebiosa jako dym się rozpłyną, a ziemia jak szata zwiotszeje, a mieszkańcy jej jak komary pomrą, ale zbawienie Moje na wieki się ostoi, a prawda Moja nie złamie się. "
Isaiah 51:7,"Słuchajcie Mnie świadomi prawdy, narodzie mający naukę Moję w sercu swojém: Nie lękajcie się urągania ludzi, a obelg ich nie obawiajcie się. "
Isaiah 51:8,"Bo jako szatę pożre ich mól, a jako wełnę pogryzie ich pustosz; ale prawda Moja na wieki się ostoi, a zbawienie Moje od pokolenia do pokolenia. "
Isaiah 51:9,"Ocuć się, ocuć, przyoblecz się w moc, ramię Wiekuistego! ocuć się jako za dni dawnych, za pokoleń starożytnych! Nie tyżeś to porąbało Rahab, rozpłatało krokodyla? "
Isaiah 51:10,"Nie tyżeś to wysuszyło morze, wody otchłani bezmiernej, coś obróciło tonie morza w gościniec, aby przeszli wyzwoleni? "
Isaiah 51:11,"I tak wyswobodzeni Wiekuistego powrócą i wnijdą do Cyonu ze śpiewem, a radość wieczna nad głowami ich; wesela i radości dostąpią, znikną troski i westchnienia. "
Isaiah 51:12,"Ja, Ja Sam pocieszycielem waszym! Czemże ty, że się obawiasz człowieka śmiertelnego, syna Adama, który narówni z trawą postawiony? "
Isaiah 51:13,"A zapominasz o Wiekuistym, Stwórcy twoim, który rozpiął niebiosa i osadził ziemię, a trwożysz się ustawicznie, każdego dnia, przed gniewem ciemięzcy, gdy mierzy do zaguby; lecz gdzież już gniew tego ciemięzcy? "
Isaiah 51:14,"Rychło będzie zgnębiony uwolnion, a nie umrze w przepaści, ani zbraknie chléb jego. "
Isaiah 51:15,"Bom Ja Wiekuisty, Bóg twój, który ucisza morze, choć szumią jego fale; Wiekuisty zastępów imię Jego. "
Isaiah 51:16,"A złożyłem słowa Moje w usta twe, a cieniem ręki Mojej osłoniłem cię, aby utwierdzić niebiosa, i ugruntować ziemię, aby powiedzieć do Cyonu: Tyś naród Mój! "
Isaiah 51:17,"Ocuć się, ocuć, wstań (córo) Jeruszalaim! któraś wypiła z ręki Wiekuistego kielich gniewu Jego, pieniący się kielich odurzenia wychyliłaś, wysączyłaś. "
Isaiah 51:18,"Nikt nie prowadził jej ze wszystkich dzieci, które porodziła, a nikt nie wspierał ręki jej ze wszystkich dzieci, które wychowała. "
Isaiah 51:19,"Jakże liczne były przypadłości twoje - któż cię dosyć pożałuje? Spustoszenie i zburzenie, i głód i oręż - kimże cię pocieszę? "
Isaiah 51:20,"Synowie twoi pomdleli, legli po rogach wszystkich ulic jako łania w matni; pełni byli gniewu Wiekuistego, grozy Boga twojego. "
Isaiah 51:21,"Przeto posłuchaj tego utrapiona i upojona, lecz nie winem! "
Isaiah 51:22,"Tak rzecze Pan twój, Wiekuisty, Bóg twój, który broni ludu Swojego: Oto zabieram z ręki twojej kielich odurzenia, pieniący się kielich gniewu Mojego, - nie będziesz zeń piła więcej. "
Isaiah 51:23,"I podam go w rękę gnębicieli twoich, którzy mówili do duszy twojej: Nachyl się, abyśmy przeszli, - żeś uczyniła jako ziemia grzbiet twój, i jako ulica dla przechodniów. "
Isaiah 52:1,"Ocuć się, ocuć, przyoblecz się w moc twoję Cyonie! oblecz się w szaty wspaniałości twojej Jeruszalaim, grodzie święty! bo już nie wtargnie do ciebie nadal nieobrzezany i nieczysty. "
Isaiah 52:2,"Otrząśnij się z pyłu, wstań, zasiądź Jeruszalaim! rozbij pęta szyi twojej, branko, córo Cyonu! "
Isaiah 52:3,"Bo tak rzecze Wiekuisty: Darmo was zaprzedano, a nie srebrem będziecie wykupieni. "
Isaiah 52:4,"Bo tak rzecze Pan Wiekuisty: Micraim, dokąd zaszedł lud Mój z początku, aby tam zagościł, - i Aszur za nic go uciskał. "
Isaiah 52:5,"A teraz czemuż tu bawię, rzecze Wiekuisty, wszak zabrany naród Mój darmo; tyrani jego wykrzykują, rzecze Wiekuisty, a ustawicznie, każdego dnia, imię Moje znieważane. "
Isaiah 52:6,"Przeto pozna naród Mój imię Moje, aby potwierdził dnia onego, żem Ja Ten, co wyrzekł: Oto jestem! "
Isaiah 52:7,"O jak urocze są po górach kroki zwiastuna, który obwieszcza pokój, który zwiastuje szczęście, obwieszcza pomoc, zapowiada Cyonowi: króluje Bóg twój! "
Isaiah 52:8,"Głos stróżów twoich - jakże podnieśli głos, jakże wykrzykują społem; bo oko w oko widzą jak wraca Wiekuisty do Cyonu. "
Isaiah 52:9,"Wybuchnijcie, zaśpiewajcie wraz ruiny Jeruszalaimu, bo pociesza Wiekuisty naród Swój, wyswobadza Jeruszalaim. "
Isaiah 52:10,"Odsłania Wiekuisty ramię Swe święte przed oczyma wszystkich ludów, a widzą wszystkie krańce ziemi pomoc Boga naszego. "
Isaiah 52:11,"Ustąpcie! ustąpcie! wyjdźcie ztamtąd, nieczystości się nie tykajcie, wyjdźcie z pośród niego, - oczyśćcie się niosący przybory Wiekuistego! "
Isaiah 52:12,"Bo nie z pośpiechem wyjdziecie, ani w popłochu ujdziecie, - bo kroczy przed wami Wiekuisty, a odwodem waszym Bóg Israela. "
Isaiah 52:13,"Oto szczęśliwym będzie sługa Mój, wywyższonym i wyniesionym i wysoko bardzo postawionym. "
Isaiah 52:14,"Jak się przerażało widokiem twoim wielu, - tak zeszpeconém było bardziej niż czyjekolwiek wejrzenie jego, a postać jego bardziej niż synów ludzkich, -  "
Isaiah 52:15,"Tak wstrząśnie on ludów wiele, królowie zamkną przed nim usta swoje, bo czego nie powiadano im, oglądają, a o czém nie zasłyszeli, spostrzegają. "
Isaiah 53:1,"Któżby uwierzył doszłej nas wieści, a ramię Wiekuistego nad kimże się objawiło! "
Isaiah 53:2,"Bo wzrósł jako rószczka przed Nim, i jako korzeń z ziemi spiekłej; nie miał ani postawy ani urody; widzieliśmy go, ale nie w tej postaci, abyśmy go upodobali. "
Isaiah 53:3,"Wzgardzony był i unikany przez ludzi, mąż boleści i zżyły z cierpieniem; a jakby odstręczał oblicze od siebie, wzgardzony był, i za nic go mieliśmy. "
Isaiah 53:4,"Ale cierpienia nasze on nosił, a dolegliwości nasze on je dźwigał; a myśmy poczytali go za dotkniętego, rażonego przez Boga i znękanego. "
Isaiah 53:5,"A był on raniony za przestępstwa nasze, skruszony za winy nasze; kaźń za pokój nasz na nim, a przez potłuczenie jego myśmy wyzdrowieli. "
Isaiah 53:6,"Wszyscyśmy jako trzoda błądzili, każdy na drogę swą zwracaliśmy się, a Wiekuisty dotknął go winą wszystkich nas. "
Isaiah 53:7,"Dręczony był, ale ulegał i nie otwierał ust swoich; jako jagnię na rzeź wiedzione, i jako owca przed postrzygaczami swojemi zaniemiała -; a nie otwierał ust swoich. "
Isaiah 53:8,"Wskutek ucisku i sądu porwany został, a w pokoleniu jego któż pomyśli, - że ścięty z krainy żywota, za odstępstwo narodu mojego, jako kara za nich. "
Isaiah 53:9,"I ustanowiono w pośród niegodziwych grób jego, a wpośród przemożnych mogiłę jego, jakkolwiek bezprawia nie popełnił, a zdrady nie było w ustach jego. "
Isaiah 53:10,"Ale Wiekuistemu się spodobało gnębionego Swego trapić, aby spełniwszy pokutę dusza jego, ujrzał potomstwo, przedłużył dni, a wola Wiekuistego w ręku jego się powiodła. "
Isaiah 53:11,"Trud duszy swojej ujrzy i nasycon będzie; poznaniem swojém poprowadzi do sprawiedliwości, sprawiedliwy, sługa Mój, wielu, a winy ich sam poniesie. "
Isaiah 53:12,"Przeto dam mu udział między wielkimi, a z potężnymi podzieli się zdobyczą, dla tego, że wystawił na śmierć życie swoje, a do występnych był zaliczon, on, który grzech wielu poniósł, a za występnymi się wstawiał. "
Isaiah 54:1,"Raduj się niepłodna, któraś nie rodziła, uderz pieśnią, wykrzykuj, któraś bólu nie zaznała! bo liczniejsze będą dzieci opuszczonej, niż dzieci zamężnej, rzecze Wiekuisty. "
Isaiah 54:2,"Rozszerz przestrzeń namiotu twojego, a opony siedzib twoich niech rozepną; nie ociągaj się, przedłuż powrozy twoje, a kołki twe utwierdź. "
Isaiah 54:3,"Bo na prawo i na lewo się rozprzestrzenisz, potomstwo twoje ludy wydziedziczy, a miasta spustoszone zaludnią. "
Isaiah 54:4,"Nie obawiaj się, bo pohańbiona nie będziesz, a nie wstydź się, bo się nie zarumienisz; bo sromoty młodości twej zapomnisz, a na hańbę wdowieństwa twego nie wspomnisz więcej. "
Isaiah 54:5,"Bo małżonkiem twoim Stwórca twój, Wiekuisty zastępów imię Jego, a wybawcą twoim Święty Israela, Bogiem całej ziemi nazwany. "
Isaiah 54:6,"Bo jako niewiastę opuszczoną a strapioną w duchu powoła cię Wiekuisty, i jako żonę młodości, gdy porzuconą została, rzecze Bóg twój. "
Isaiah 54:7,"Na chwilę przelotną opuściłem cię, ale w miłosierdziu wielkiém przygarnę cię znowu. "
Isaiah 54:8,"W przystępie gniewu skryłem oblicze Moje nagle od ciebie, alem się miłością Wiekuistą ulitował nad tobą, - rzecze wybawca twój, Wiekuisty. "
Isaiah 54:9,"Bo jako wody Noacha to u Mnie: Jakom przysiągł, że się nie rozleją wody Noacha nadal na ziemi, tak téż przysięgam, żebym się nie gniewał na ciebie, ani gromił cię. "
Isaiah 54:10,"Bo choćby się góry rozstąpiły, a wzgórza zachwiały, jednak łaska Moja od ciebie nie odstąpi, a przymierze pokoju Mojego się nie zachwieje, rzecze Miłościwy twój, Wiekuisty. "
Isaiah 54:11,"O biedna, skołatana, niepocieszona! Oto osadzę na błyszczu kamienie twoje, a utwierdzę cię na szafirach. "
Isaiah 54:12,"I uczynię z rubinu blanki twoje, a bramy twoje z kryształów, a całą granicę twoję z kamieni drogocennych. "
Isaiah 54:13,"I będą wszystkie dzieci twoje świadome Wiekuistego, i wielką wtedy będzie pomyślność dzieci twoich. "
Isaiah 54:14,"Sprawiedliwością utwierdzoną będziesz; daleką bądź od zgnębienia, bo niemasz się obawiać, i od trwogi, bo nie przybliży się do ciebie. "
Isaiah 54:15,"Wprawdzie niejeden się spiknie, ale nie z woli Mojej; ktokolwiek się spiknie na ciebie, tobie on przypadnie. "
Isaiah 54:16,"Otom Ja stworzył tego co broń wykuwa, co rozżarza w ogniu węgle, i wyrabia narzędzie do czynu; Ja téż stworzyłem niszczyciela, aby burzył. "
Isaiah 54:17,"Ale żadne narzędzie ukute przeciw tobie nie nada się, a każdy język występujący do rozprawy z tobą potępisz. Takim udział sług Wiekuistego, i wysługa ich odemnie, rzecze Wiekuisty. "
Isaiah 55:1,"O, wy wszyscy spragnieni, pójdźcie do wody, i każdy, który pieniędzy nie ma; pójdźcie, zaopatrzcie się, i pożywajcie; tak, pójdźcie, zaopatrzcie się bez pieniędzy, bez zapłaty w wino i mleko. "
Isaiah 55:2,"Nacóż odważać wam srebro za to, co nie chlebem, a pracę waszę za to, co nie syci? Słuchajcie Mnie, a zakosztujcie tego, co najlepsze, a niech się rozkoszuje w obfitości dusza wasza. "
Isaiah 55:3,"Skłońcie ucho wasze a przyjdźcie do Mnie, słuchajcie, a ożyje dusza wasza, a zawrę z wami przymierze wieczne, - łaski Dawidowi zapewnione. "
Isaiah 55:4,"Oto świadkiem narodów ustanowiłem go, księciem i wodzem ludów. "
Isaiah 55:5,"Oto ludy, których nie znasz zawezwiesz, a plemiona, które cię nie znały, do ciebie się zbiegną, dla Wiekuistego, Boga twojego, i dla Świętego w Israelu, który cię wsławi. "
Isaiah 55:6,"Szukajcie Wiekuistego póki znalezionym być może, wzywajcie Go póki bliskim jest. "
Isaiah 55:7,"Niech porzuci niegodziwy drogę swoję, a mąż bezprawia zamysły swoje, i niech nawróci się do Wiekuistego a ulituje się nad nim, i do Boga naszego, gdyż szczodrym jest w odpuszczaniu. "
Isaiah 55:8,"Bo nie są myśli Moje jako myśli wasze, ani drogi wasze jako drogi Moje, rzecze Wiekuisty. "
Isaiah 55:9,"Bo o ile przewyższają niebiosa ziemię, o tyle przewyższają drogi Moje drogi wasze, a myśli Moje, myśli wasze. "
Isaiah 55:10,"Bo jako spada deszcz albo śnieg z nieba, a tam się nie wraca, lecz napawa ziemię i użyźnia ją i upładnia, i dostarcza nasienia siejącemu, a strawy jedzącemu: "
Isaiah 55:11,"Takiém będzie i słowo Moje, które wychodzi z ust Moich, nie wróci do Mnie próżno, lecz dokona czego żądam, a przeprowadzi z czém je wysłałem. "
Isaiah 55:12,"Tak, w radości wyjdziecie, a w pokoju będziecie prowadzeni; góry i wzgórza wybuchną przed wami śpiewem, a wszystkie drzewa polne uderzą jakoby w dłoń. "
Isaiah 55:13,"Miasto głogu wyrośnie cyprys, a miasto pokrzywy wyrośnie mirt, i będzie to Wiekuistemu ku sławie, na znak wieczny, niezatarty. "
Isaiah 56:1,"Tak rzecze Wiekuisty: Przestrzegajcie prawa, a spełniajcie sprawiedliwość, bo bliską jest pomoc Moja nadejścia, a łaska Moja objawienia się. "
Isaiah 56:2,"Szczęsny człowiek, który to czyni, a syn Adama, który trzyma się tego, - który przestrzega sabbatu, aby go nie znieważył, a strzeże ręki swojej, aby nie spełniła nic złego. "
Isaiah 56:3,"A niech nie rzecze cudzoziemiec, który się garnie do Wiekuistego, i powié: Pewnieć wyłączy mnie Wiekuisty od narodu Swego; i niech nie powie trzebieniec: Otom ja drzewo uschłe! "
Isaiah 56:4,"Bo tak rzecze Wiekuisty o trzebieńcach, którzyby przestrzegali sabbatów Moich, i obrali to, co Mnie się podoba, a trzymali się przymierza Mojego: "
Isaiah 56:5,"Ustanowię im w domu Moim, w murach Moich pomnik i imię, lepsze niżeli przez synów i córki; imię wieczne ustanowię im, które nie będzie zatarte. "
Isaiah 56:6,"A téż cudzoziemcy, którzyby się przygarnęli do Wiekuistego, aby Mu służyli, aby miłowali imię Wiekuistego, a byli Mu sługami, - wszyscy, którzyby przestrzegali sabbatu, aby go nie znieważyli, a trzymali się przymierza Mojego: "
Isaiah 56:7,"Przywiodę ich do góry Mojej świętej, i rozraduję ich w domu modlitwy Moim; całopalenia i bite ofiary ich przyjemne będą na ołtarzu Moim; bo dom Mój domem modlitwy ma być nazwany dla wszystkich narodów. "
Isaiah 56:8,"Oto wyrzeczenie Pana Wiekuistego, który zgromadza rozproszonych Israela: Jeszcze będę nadal gromadził do niego, - do zgromadzonych jego. "
Isaiah 56:9,"Wszystkie zwierzęta dzikie, przyjdźcie na żer, wszystkie zwierzęta lasu! "
Isaiah 56:10,"Stróże jego ślepi wszyscy, bezmyślni, wszyscy oni jako psy nieme, nie umiejące szczekać, senne, wylegające się, lubiące drzemać. "
Isaiah 56:11,"A jednak psy to niepohamowanej żądzy, nie mogące się nasycić; i oni to pasterzami są, choć rozważać nie zdolni; wszyscy na swą drogę się zwracają, każdy za korzyścią swoją ze wszech stron. "
Isaiah 56:12,"""Pójdźcie, nabiorę wina, a upijemy się napojem, a będzie jako obecny i dzień jutrzejszy, wielki, większy nierównie."" "
Isaiah 57:1,"Sprawiedliwy ginie, a nikt nie bierze tego do serca, a mężowie cnoty porwani, a nikt nie baczy, że wskutek niedoli porwany sprawiedliwy. "
Isaiah 57:2,"Schodzi w pokoju, spoczywa na łożu swojém, postępujący w prostocie. "
Isaiah 57:3,"Ale wy przystąpcie tu, synowie czarownicy, nasienie lubieżnika i nierządnicy! "
Isaiah 57:4,"Z kogo się naigrawacie, przeciw komu rozwieracie usta, wywieszacie język? Wszak to wy płodem występku, nasieniem kłamstwa! "
Isaiah 57:5,"Którzy rozognieni są w gajach, pod każdem drzewem rozłożystém, którzy zarzynają dzieci w dolinach, pod urwiskami skał. "
Isaiah 57:6,"Wpośród polanek dolin dziedzictwo twoje; one, one udziałem twoim; im to lałaś zalewki, niosłaś objaty, - mamże wobec tego się uspokoić? "
Isaiah 57:7,"Na górze wysokiej i sterczącej ustawiłaś łoże twoje, i tam to wstępowałaś, aby bić ofiary. "
Isaiah 57:8,"I za drzwiami i podwojami umieściłaś pamiątki twoje, bo odemnie się odwróciwszy odkryłaś i wstąpiłaś na nie, i rozszerzyłaś łoże twoje, i zawarłaś ugodę z niejednym z nich. Upodobałaś sobie nałożnictwo ich, miejsce wygodne upatrzyłaś sobie. "
Isaiah 57:9,"I pielgrzymowałaś do królów namaszczona, i mnożyłaś wonności twoje, i wyprawiałaś posły twe daleko, i zstąpiłaś głęboko aż do przepaści. "
Isaiah 57:10,"Mnóstwem pielgrzymek twych znużyłaś się, nie powiedziałaś jednak: Koniec! Odnajdywałaś jeszcze życie w ręku twoich, a przeto nie ustałaś. "
Isaiah 57:11,"Ale przed kim się ulękłaś i zatrwożyłaś, żeś zaczęła kłamać? Wszak o Mnie nie pamiętałaś i nie wzięłaś do serca, bo Ja milczę, a to od dawna; nie Mnie się obawiałaś! "
Isaiah 57:12,Gdybym wygłosił teraz cnotę twoję i sprawy twoje - nie przyniosłyby ci pożytku. 
Isaiah 57:13,"Gdy wołać będziesz, niech cię ocalą zgraje twoje; - ale wszystkie one rozniesie wiatr, zwionie powiew, a kto we Mnie ufa odziedziczy ziemię i posiędzie górę świętą Moję. "
Isaiah 57:14,"Już woła On torujcie, torujcie, wyrównywajcie drogę, znieście zawady z drogi ludu Mojego. "
Isaiah 57:15,"Gdyż tak rzecze Wysoki i Wzniosły, Wiecznobytny, a Święty imię Jego: Na wysokości świętej przebywam, ale i przy skruszonym i zgnębionym na duchu, aby ożywić ducha zgnębionych, aby ożywić serce skruszonych. "
Isaiah 57:16,"Bo nie wiecznie gromię, ani bezustannie się gniewam, boby duch przed obliczem Mojém zamierał i dusze, które Ja stworzyłem. "
Isaiah 57:17,"Dla grzesznej żądzy jego rozgniewałem się i raziłem go, odwracając się gniewnie, ale szedł wiarołomnie drogą serca swojego. "
Isaiah 57:18,"Drogi jego widziałem, wszakże uzdrowić go chcę, i prowadzić go, i wrócić pociechę, jemu i płaczącym jego. "
Isaiah 57:19,"Utworzę słowo ust: ""Pokój, pokój dalekiemu i blizkiemu,"" rzecze Wiekuisty, a uzdrowię go. "
Isaiah 57:20,"Ale niegodziwi są jako morze wzburzone, gdy uciszyć się nie może, a wymiatają wody jego muł i błoto. "
Isaiah 57:21,"Niemasz pokoju, rzecze Bóg mój, niegodziwym. "
Isaiah 58:1,"Wołaj na całe gardło, nie ustawaj, niby surma podnieś głos twój, i wypowiadaj ludowi Mojemu występek jego, a domowi Jakóba grzechy jego. "
Isaiah 58:2,"A Mnie to dzień w dzień szukają, i poznania dróg Moich żądają; jako lud, który cnotę pełni, a prawu Boga swego nie uchybia, domagają się odemnie sądów sprawiedliwych, blizkości Boga żądają. "
Isaiah 58:3,"""Czemu pościmy, a Ty nie widzisz, trapimy duszę naszę a Ty nie zważasz?"" Oto w dzień postu waszego załatwiacie sprawy, a wszystkich pracowników waszych przynaglacie. "
Isaiah 58:4,"Oto na swary i zwady pościcie i aby uderzać pięścią niegodziwą; nie pościcie obecnie, aby usłyszany był na wysokości głos wasz. "
Isaiah 58:5,"Czyż taki by miał być post, który upodobałem Sobie? Dzień, w którym trapi człowiek duszę swoję, czyż aby zgiął jak trzcina głowę swą, a wór i popiół podesłał sobie, - czyż to nazwiesz postem i dniem pożądanym Wiekuistemu? "
Isaiah 58:6,"Czyż nie raczej ten jest post, który upodobałem Sobie: Rozerwać pęta niegodziwości, rozwiązać więzy ujarzmienia, wypuścić uciśnionych na wolność, i abyście wszelkie jarzmo złamali. "
Isaiah 58:7,"Czyż nie raczej: Ułamać łaknącemu chleba twojego, i abyś biednych tułających się wprowadził do domu, gdy zobaczysz nagiego, abyś go przyodział, a przed powinowatym twoim się nie ukrywał. "
Isaiah 58:8,"Wtedy przeniknie jako zorza światło twoje, a uzdrowienie twoje szybko się rozwinie, i pójdzie przed tobą zbawienie twoje, a będzie chwała Wiekuistego w odwodzie twoim. "
Isaiah 58:9,"Wtedy wezwiesz a Wiekuisty wysłucha, zawołasz a odpowie: Oto jestem! Gdy wydalisz z pośród siebie ucisk, wytykanie palcem i mowę niecną, "
Isaiah 58:10,"A otworzysz łaknącemu duszę twoję, a duszę znękaną posilisz, wtedy zabłyśnie śród ciemności światło twoje, a będzie zmierzch twój jako południe. "
Isaiah 58:11,"I prowadzić cię będzie Wiekuisty zawsze, i nasyci podczas posuchy duszę twoję, a członki twoje pokrzepi; i będziesz jako ogród zroszony, i jako zdrój wód, co to nie zawiodą wody jego. "
Isaiah 58:12,"I odbudują twoi ruiny odwieczne, podwaliny minionych pokoleń dźwigniesz, i nazwany będziesz naprawcą wyłomów, odnowicielem ścieżek ku osiedleniu. "
Isaiah 58:13,"Jeżeli wstrzymasz dla sabbatu nogę swoję, - żebyś nie załatwiał spraw twych w dzień święty Mój; jeżeli nazwiesz sabbat rozkoszą, a uświęcony przez Wiekuistego szanowanym; jeżeli uszanujesz go, abyś nie uskuteczniał czynności twoich, nie załatwiał spraw twoich, ani miotał słów: "
Isaiah 58:14,"Wtedy rozkoszować się będziesz w Wiekuistym, i wyniosę cię na wyżyny ziemi i nakarmię dziedzictwem Jakóba, ojca twojego; bo usta Wiekuistego to wyrzekły. "
Isaiah 59:1,"Oto nie ukrócona ręka Wiekuistego, aby nie mogła wspomódz, ani przytępioném ucho Jego, aby nie mogło wysłuchać. "
Isaiah 59:2,"A tylko winy wasze dzieliły między wami a Bogiem waszym, a grzechy wasze zakryły oblicze Jego przed wami, że nie słyszał. "
Isaiah 59:3,"Bo dłonie wasze zbrukane krwią, a palce wasze występkiem, usta wasze prawią kłamstwo, język wasz krzywdę knuje. "
Isaiah 59:4,"Nikt nie podnosi głosu za sprawiedliwością, a nikt się nie prawuje w uczciwości; ufają w próżność i prawią fałsz, poczynają niegodziwość, a rodzą bezprawie. "
Isaiah 59:5,"Jaja żmije wylęgają, a tkanki pajęcze wysnuwają; kto kosztuje jaj ich umiera, a z rozbitego wykluwa się jaszczurka. "
Isaiah 59:6,"Tkaniny ich nie zdadzą się na szatę, ani nakryją się wyrobami swojemi; roboty ich robotami bezprawia, a czyny grabieży w dłoni ich. "
Isaiah 59:7,"Nogi ich ku złemu dążą, a spieszą, by przelać krew niewinną; zamysły ich zamysłami bezprawia, klęska i ruina na torach ich. "
Isaiah 59:8,"Drogi pokoju nie znają, a niemasz prawa na manowcach ich, ścieżki swoje pokrzywili sobie, kto postał na nich, nie zaznał pokoju. "
Isaiah 59:9,"Przeto oddalił się sąd od nas, a nie dochodzi nas sprawiedliwość; czekamy światła, a oto - ciemność, jasności - w mrokach błądzimy. "
Isaiah 59:10,"Macamy jako ślepi, ściany, i jako bez oczu macamy; potykamy się w południe jako w zmierzchu, wpośród pustkowiów jako umarli. "
