Mishnah Location	Last Used Talmud Location	Mishnah Text

Chullin 2:6	Chullin 37a:3	הַשּׁוֹחֵט אֶת הַמְסֻכֶּנֶת, רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אוֹמֵר, עַד שֶׁתְּפַרְכֵּס בַּיָּד וּבָרָגֶל. רַבִּי אֱלִיעֶזֶר אוֹמֵר, דַּיָּהּ אִם זִנְּקָה. אָמַר רַבִּי שִׁמְעוֹן, אַף הַשּׁוֹחֵט בַּלַּיְלָה וּלְמָחָר הִשְׁכִּים וּמָצָא כְתָלִים מְלֵאִים דָּם, כְּשֵׁרָה, שֶׁזִּנְּקָה, וּכְמִדַּת רַבִּי אֱלִיעֶזֶר. וַחֲכָמִים אוֹמְרִים, עַד שֶׁתְּפַרְכֵּס אוֹ בַיָּד אוֹ בָרֶגֶל אוֹ עַד שֶׁתְּכַשְׁכֵּשׁ בִּזְנָבָהּ, אֶחָד בְּהֵמָה דַקָּה וְאֶחָד בְּהֵמָה גַסָּה. בְּהֵמָה דַקָּה שֶׁפָּשְׁטָה יָדָהּ וְלֹא הֶחֱזִירָה, פְּסוּלָה, שֶׁאֵינָהּ אֶלָּא הוֹצָאַת נֶפֶשׁ בִּלְבָד. בַּמֶּה דְבָרִים אֲמוּרִים, שֶׁהָיְתָה בְחֶזְקַת מְסֻכֶּנֶת. אֲבָל אִם הָיְתָה בְחֶזְקַת בְּרִיאָה, אֲפִלּוּ אֵין בָּהּ אַחַד מִכָּל הַסִּימָנִים הַלָּלוּ, כְּשֵׁרָה: 

Chullin 3:4	Chullin 54b:2	וְאֵלּוּ כְשֵׁרוֹת בָּעוֹף. נִקְּבָה הַגַּרְגֶּרֶת אוֹ שֶׁנִּסְדְּקָה, הִכַּתָּהּ חֻלְדָּה עַל רֹאשָׁהּ, מְקוֹם שֶׁאֵינוֹ עוֹשֶׂה אוֹתָהּ טְרֵפָה, נִקַּב הַזֶּפֶק. רַבִּי אוֹמֵר, אֲפִלּוּ נִטָּל. יָצְאוּ בְנֵי מֵעֶיהָ וְלֹא נִקְּבוּ, נִשְׁתַּבְּרוּ גַפֶּיהָ, נִשְׁתַּבְּרוּ רַגְלֶיהָ, נִמְרְטוּ כְנָפֶיהָ. רַבִּי יְהוּדָה אוֹמֵר, אִם נִטְּלָה הַנּוֹצָה, פְּסוּלָה: 

Chullin 3:6	Chullin 54b:4	סִימָנֵי בְהֵמָה וְחַיָּה נֶאֶמְרוּ מִן הַתּוֹרָה, וְסִימָנֵי הָעוֹף לֹא נֶאֱמָרוּ. אֲבָל אָמְרוּ חֲכָמִים, כָּל עוֹף הַדּוֹרֵס, טָמֵא. כֹּל שֶׁיֶּשׁ לוֹ אֶצְבַּע יְתֵרָה, וְזֶפֶק, וְקֻרְקְבָנוֹ נִקְלָף, טָהוֹר. רַבִּי אֱלִיעֶזֶר בַּר צָדוֹק אוֹמֵר, כָּל עוֹף הַחוֹלֵק אֶת רַגְלָיו, טָמֵא: 

Chullin 7:2	Chullin 96a:5	שׁוֹלֵחַ אָדָם יָרֵךְ לְנָכְרִי שֶׁגִּיד הַנָּשֶׁה בְתוֹכָהּ, מִפְּנֵי שֶׁמְּקוֹמוֹ נִכָּר. הַנּוֹטֵל גִּיד הַנָּשֶׁה, צָרִיךְ שֶׁיִּטֹּל אֶת כֻּלּוֹ. רַבִּי יְהוּדָה אוֹמֵר, כְּדֵי לְקַיֵּם בּוֹ מִצְוַת נְטִילָה: 

Chullin 8:3	Chullin 113a:16	טִפַּת חָלָב שֶׁנָּפְלָה עַל הַחֲתִיכָה, אִם יֶשׁ בָּהּ בְּנוֹתֵן טַעַם בְּאוֹתָהּ חֲתִיכָה, אָסוּר. נִעֵר אֶת הַקְּדֵרָה, אִם יֶשׁ בָּהּ בְּנוֹתֵן טַעַם בְּאוֹתָהּ קְדֵרָה, אָסוּר. הַכְּחָל, קוֹרְעוֹ וּמוֹצִיא אֶת חֲלָבוֹ. לֹא קְרָעוֹ, אֵינוֹ עוֹבֵר עָלָיו. הַלֵּב, קוֹרְעוֹ וּמוֹצִיא אֶת דָּמוֹ. לֹא קְרָעוֹ, אֵינוֹ עוֹבֵר עָלָיו. הַמַּעֲלֶה אֶת הָעוֹף עִם הַגְּבִינָה עַל הַשֻּׁלְחָן, אֵינוֹ עוֹבֵר בְּלֹא תַעֲשֶׂה: 

Chullin 12:1	Chullin 138b:3	שִׁלּוּחַ הַקֵּן, נוֹהֵג בָּאָרֶץ וּבְחוּצָה לָאָרֶץ, בִּפְנֵי הַבַּיִת וְשֶׁלֹּא בִפְנֵי הַבַּיִת, בְּחֻלִּין אֲבָל לֹא בְמֻקְדָּשִׁין. חֹמֶר בְּכִסּוּי הַדָּם מִשִּׁלּוּחַ הַקֵּן, שֶׁכִּסּוּי הַדָּם נוֹהֵג בְּחַיָּה וּבְעוֹף, בִּמְזֻמָּן וּבְשֶׁאֵינוֹ מְזֻמָּן. וְשִׁלּוּחַ הַקֵּן, אֵינוֹ נוֹהֵג אֶלָּא בְעוֹף, וְאֵינוֹ נוֹהֵג אֶלָּא בְשֶׁאֵינוֹ מְזֻמָּן. אֵיזֶהוּ שֶׁאֵינוֹ מְזֻמָּן. כְּגוֹן אַוָּזִין וְתַרְנְגוֹלִין שֶׁקִּנְּנוּ בְפַרְדֵּס. אֲבָל אִם קִנְּנוּ בְּבַיִת, וְכֵן יוֹנֵי הַרְדְּסִיאוֹת, פָּטוּר מִשִּׁלּוּחַ: 

Chullin 12:2	Chullin 138b:4	עוֹף טָמֵא, פָּטוּר מִלְּשַׁלֵּחַ. עוֹף טָמֵא רוֹבֵץ עַל בֵּיצֵי עוֹף טָהוֹר, וְטָהוֹר רוֹבֵץ עַל בֵּיצֵי עוֹף טָמֵא, פָּטוּר מִלְּשַׁלֵּחַ. קוֹרֵא זָכָר, רַבִּי אֱלִיעֶזֶר מְחַיֵּב, וַחֲכָמִים פּוֹטְרִין: 

Bekhorot 1:2	Bekhorot 7b:15	פָּרָה שֶׁיָּלְדָה כְּמִין חֲמוֹר, וַחֲמוֹר שֶׁיָּלְדָה כְּמִין סוּס, פָּטוּר מִן הַבְּכוֹרָה, שֶׁנֶּאֱמַר פֶּטֶר חֲמוֹר פֶּטֶר חֲמוֹר, שְׁנֵי פְעָמִים, עַד שֶׁיְּהֵא הַיּוֹלֵד חֲמוֹר וְהַנּוֹלָד חֲמוֹר. וּמָה הֵם בַּאֲכִילָה. בְּהֵמָה טְהוֹרָה שֶׁיָּלְדָה כְּמִין בְּהֵמָה טְמֵאָה, מֻתָּר בַּאֲכִילָה. וּטְמֵאָה שֶׁיָּלְדָה כְּמִין בְּהֵמָה טְהוֹרָה, אָסוּר בַּאֲכִילָה, שֶׁהַיּוֹצֵא מֵהַטָּמֵא, טָמֵא. וְהַיּוֹצֵא מִן הַטָּהוֹר, טָהוֹר. דָּג טָמֵא שֶׁבָּלַע דָּג טָהוֹר, מֻתָּר בַּאֲכִילָה. וְטָהוֹר שֶׁבָּלַע דָּג טָמֵא, אָסוּר בַּאֲכִילָה, לְפִי שֶׁאֵינוֹ גִדּוּלָיו: 

Bekhorot 1:5	Bekhorot 12b:17	אֵין פּוֹדִים לֹא בָעֵגֶל, וְלֹא בַחַיָּה, וְלֹא בַשְּׁחוּטָה, וְלֹא בַטְּרֵפָה, וְלֹא בַכִּלְאַיִם, וְלֹא בַכּוֹי. רַבִּי אֶלְעָזָר מַתִּיר בַּכִּלְאַיִם מִפְּנֵי שֶׁהוּא שֶׂה, וְאוֹסֵר בַּכּוֹי מִפְּנֵי שֶׁהוּא סָפֵק. נְתָנוֹ לַכֹּהֵן, אֵין הַכֹּהֵן רַשַּׁאי לְקַיְּמוֹ עַד שֶׁיַּפְרִישׁ שֶׂה תַחְתָּיו: 

Bekhorot 4:1	Bekhorot 26b:9	עַד כַּמָּה יִשְׂרָאֵל חַיָּבִים לְהִטַּפֵּל בַּבְּכוֹר. בִּבְהֵמָה דַקָּה, עַד שְׁלשִׁים יוֹם. וּבַגַּסָּה, חֲמִשִּׁים יוֹם. רַבִּי יוֹסֵי אוֹמֵר, בַּדַּקָּה שְׁלשָׁה חֳדָשִׁים. אָמַר לוֹ הַכֹּהֵן בְּתוֹךְ זְמַן זֶה תְּנֵהוּ לִי, הֲרֵי זֶה לֹא יִתְּנוֹ לוֹ. אִם הָיָה בַעַל מוּם, אָמַר לוֹ תֶּן לִי שֶׁאוֹכְלֶנּוּ, מֻתָּר. וּבִשְׁעַת הַמִּקְדָּשׁ, אִם הָיָה תָמִים, אָמַר לוֹ תֶּן לִי שֶׁאַקְרִיבֶנּוּ, מֻתָּר. הַבְּכוֹר נֶאֱכָל שָׁנָה בְשָׁנָה בֵּין תָּמִים בֵּין בַּעַל מוּם, שֶׁנֶּאֱמַר (דברים טו), לִפְנֵי ה' אֱלֹהֶיךָ תֹאכְלֶנּוּ שָׁנָה בְשָׁנָה:  
Bekhorot 4:2	Bekhorot 28a:12	נוֹלַד לוֹ מוּם בְּתוֹךְ שְׁנָתוֹ, מֻתָּר לְקַיְּמוֹ כָּל שְׁנֵים עָשָׂר חֹדֶשׁ. לְאַחַר שְׁנָתוֹ, אֵינוֹ רַשַּׁאי לְקַיְּמוֹ אֶלָּא עַד שְׁלשִׁים יוֹם:  
Bekhorot 4:4	Bekhorot 29a:6	מִי שֶׁאֵינוֹ מֻמְחֶה וְרָאָה אֶת הַבְּכוֹר וְנִשְׁחַט עַל פִּיו, הֲרֵי זֶה יִקָּבֵר, וִישַׁלֵּם מִבֵּיתוֹ. דָּן אֶת הַדִּין, זִכָּה אֶת הַחַיָּב וְחִיֵּב אֶת הַזַּכַּאי, טִמֵּא אֶת הַטָהוֹר וְטִהֵר אֶת הַטָּמֵא, מַה שֶּׁעָשָׂה עָשׂוּי וִישַׁלֵּם מִבֵּיתוֹ. וְאִם הָיָה מֻמְחֶה לְבֵית דִּין, פָּטוּר מִלְּשַׁלֵּם. מַעֲשֶׂה בְפָרָה שֶׁנִּטְּלָה הָאֵם שֶׁלָּהּ, וְהֶאֱכִילָהּ רַבִּי טַרְפוֹן לַכְּלָבִים, וּבָא מַעֲשֶׂה לִפְנֵי חֲכָמִים וְהִתִּירוּהָ. אָמַר תוֹדוֹס הָרוֹפֵא, אֵין פָּרָה וַחֲזִירָה יוֹצְאָה מֵאֲלֶכְּסַנְדְּרִיָּא עַד שֶׁהֵם חוֹתְכִין אֶת הָאֵם שֶׁלָּהּ, בִּשְׁבִיל שֶׁלֹּא תֵלֵד. אָמַר רַבִּי טַרְפוֹן, הָלְכָה חֲמוֹרְךָ טַרְפוֹן. אָמַר לוֹ רַבִּי עֲקִיבָא, רַבִּי טַרְפוֹן, פָּטוּר אַתָּה, שֶׁאַתָּה מֻמְחֶה לְבֵית דִּין, וְכָל הַמֻּמְחֶה לְבֵית דִּין פָּטוּר מִלְּשַׁלֵּם:  
Bekhorot 4:6	Bekhorot 29b:13	הַנּוֹטֵל שְׂכָרוֹ לָדוּן, דִּינָיו בְּטֵלִים. לְהָעִיד, עֵדוּתָיו בְּטֵלִין. לְהַזּוֹת וּלְקַדֵּשׁ, מֵימָיו מֵי מְעָרָה וְאֶפְרוֹ אֵפֶר מִקְלֶה. אִם הָיָה כֹהֵן וְטִמְּאָהוּ מִתְּרוּמָתוֹ, מַאֲכִילוֹ וּמַשְׁקוֹ וְסָכוֹ. וְאִם הָיָה זָקֵן, מַרְכִּיבוֹ עַל הַחֲמוֹר. וְנוֹתֵן לוֹ שְׂכָרוֹ כַּפּוֹעֵל:  
Bekhorot 5:2	Bekhorot 33b:5	בֵית שַׁמַּאי אוֹמְרִים, לֹא יִמָּנָה יִשְׂרָאֵל עִם הַכֹּהֵן עַל הַבְּכוֹר. בֵּית הִלֵּל מַתִּירִין, וַאֲפִלּוּ נָכְרִי. בְּכוֹר שֶׁאֲחָזוֹ דָם, אֲפִלּוּ הוּא מֵת, אֵין מַקִּיזִין לוֹ דָם, דִּבְרֵי רַבִּי יְהוּדָה. וַחֲכָמִים אוֹמְרִים, יַקִּיז, וּבִלְבַד שֶׁלֹּא יַעֲשֶׂה בוֹ מוּם. וְאִם עָשָׂה בוֹ מוּם, הֲרֵי זֶה לֹא יִשָּׁחֵט עָלָיו. רַבִּי שִׁמְעוֹן אוֹמֵר יַקִּיז, אַף עַל פִּי שֶׁהוּא עוֹשֶׂה בוֹ מוּם: 

Bekhorot 6:3	Bekhorot 39b:12	חֲוַרְוָד וְהַמַּיִם הַקְּבוּעִים. אֵיזֶהוּ חֲוַרְוָד הַקָּבוּעַ, כֹּל שֶׁשָּׁהָה שְׁמוֹנִים יוֹם. רַבִּי חֲנִינָא בֶּן אַנְטִיגְנוֹס אוֹמֵר, בּוֹדְקִין אוֹתוֹ שְׁלשָׁה פְעָמִים בְּתוֹךְ שְׁמוֹנִים יוֹם. וְאֵלּוּ הֵם מַיִם הַקְּבוּעִים, אָכַל לַח וְיָבֵשׁ שֶׁל גְּשָׁמִים, לַח וְיָבֵשׁ שֶׁל שְׁלָחִים. אָכַל הַיָּבֵשׁ וְאַחַר כָּךְ אָכַל הַלַּח, אֵינוֹ מוּם, עַד שֶׁיֹּאכַל הַיָּבֵשׁ אַחַר הַלַּח: 

Bekhorot 6:4	Bekhorot 40a:5	חָטְמוֹ שֶׁנִּקַּב, שֶׁנִּפְגַּם, שֶׁנִּסְדַּק, שְׂפָתוֹ שֶׁנִּקְּבָה, שֶׁנִּפְגְּמָה, שֶׁנִּסְדְּקָה, חִטָּיו הַחִיצוֹנוֹת שֶׁנִּפְגְּמוּ אוֹ שֶׁנִּגְמְמוּ, וְהַפְנִימִיּוֹת שֶׁנֶּעֱקָרוּ. רַבִּי חֲנִינָא בֶּן אַנְטִיגְנוֹס אוֹמֵר, אֵין בּוֹדְקִין מִן הַמַּתְאִימוֹת וְלִפְנִים, אַף לֹא אֶת הַמַתְאִימוֹת: 

Bekhorot 6:5	Bekhorot 40a:11	נִפְגַּם הַזּוֹבָן, אוֹ עֶרְיָה שֶׁל נְקֵבָּה בַּמֻּקְדָּשִׁים, נִפְגַּם הַזָּנָב מִן הָעֶצֶם, אֲבָל לֹא מִן הַפֶּרֶק, אוֹ שֶׁהָיָה רֹאשׁ הַזָּנָב מַפְצִיל עֶצֶם, אוֹ שֶׁיֵּשׁ (בָּשָׂר) בֵּין חֻלְיָא לְחֻלְיָא מְלֹא אֶצְבַּע: 

Bekhorot 6:7	Bekhorot 40b:4	בַּעַל חָמֵשׁ רַגְלַיִם, אוֹ שֶׁאֵין לוֹ אֶלָּא שָׁלשׁ, וְשֶׁרַגְלָיו קְלוּטוֹת כְּשֶׁל חֲמוֹר, וְהַשָּׁחוּל, וְהַכָּסוּל. אֵיזֶהוּ שָׁחוּל, שֶׁנִּשְׁמְטָה יְרֵכוֹ. וְכָסוּל, שֶׁאַחַת מִיַּרְכוֹתָיו גְּבוֹהָה: 

Bekhorot 6:8	Bekhorot 40b:9	נִשְׁבַּר עֶצֶם יָדוֹ, וְעֶצֶם רַגְלוֹ, אַף עַל פִּי שֶׁאֵינוֹ נִכָּר. מוּמִין אֵלּוּ מָנָה אִילָא בְיַבְנֶה, וְהוֹדוּ לוֹ חֲכָמִים. וְעוֹד שְׁלשָׁה הוֹסִיף. אָמְרוּ לוֹ, לֹא שָׁמַעְנוּ אֶת אֵלּוּ. אֵת שֶׁגַּלְגַּל עֵינוֹ עָגוֹל כְּשֶׁל אָדָם, וּפִיו דּוֹמֶה לְשֶׁל חֲזִיר, וְשֶׁנִּטַּל רֹב הַמְדַבֵּר שֶׁל לְשׁוֹנוֹ. וּבֵית דִּין שֶׁל אַחֲרֵיהֶן אָמְרוּ, הֲרֵי אֵלּוּ מוּמִין: 

Bekhorot 6:9	Bekhorot 41a:2	מַעֲשֶׂה שֶׁהַלְּחִי הַתַּחְתּוֹן עוֹדֵף עַל הָעֶלְיוֹן, וְשָׁלַח רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל לַחֲכָמִים וְאָמְרוּ, הֲרֵי זֶה מוּם. אֹזֶן הַגְּדִי שֶׁהָיְתָה כְפוּלָה, אָמְרוּ חֲכָמִים, בִּזְמַן שֶׁהִיא עֶצֶם אֶחָד, מוּם. וְאִם אֵינָהּ עֶצֶם אֶחָד, אֵינָהּ מוּם. רַבִּי חֲנַנְיָא בֶן גַּמְלִיאֵל אוֹמֵר, זְנַב הַגְּדִי שֶׁהִיא דוֹמָה לְשֶׁל חֲזִיר, וְשֶׁאֵין בָּהּ שָׁלשׁ חֻלְיוֹת, הֲרֵי זֶה מוּם: 

Bekhorot 7:1	Bekhorot 43a:4	מוּמִין אֵלּוּ, בֵּין קְבוּעִין בֵּין עוֹבְרִין, פּוֹסְלִין בָּאָדָם. יוֹתֵר עֲלֵיהֶן בָּאָדָם, הַכִּילוֹן, וְהַלַּפְתָּן, הַמַּקָּבָן, וְשֶׁרֹאשׁוֹ שָׁקוּעַ, וּשְׁקִיפָס. וּבַעֲלֵי הַחֲטוֹטֶרֶת, רַבִּי יְהוּדָה מַכְשִׁיר, וַחֲכָמִים פּוֹסְלִין: 

Bekhorot 7:2	Bekhorot 43b:13	הַקֵּרֵחַ, פָּסוּל. אֵיזֶהוּ קֵרֵחַ, כֹּל שֶׁאֵין לוֹ שִׁטָּה שֶׁל שֵׂעָר מַקֶּפֶת מֵאֹזֶן לְאֹזֶן. וְאִם יֵשׁ לוֹ, הֲרֵי זֶה כָּשֵׁר. אֵין לוֹ גְבִּינִים, אֵין לוֹ אֶלָּא גְבִין אֶחָד, הוּא גִבֵּן הָאָמוּר בַּתּוֹרָה. רַבִּי דוֹסָא אוֹמֵר, כֹּל שֶׁגְּבִּינָיו שׁוֹכְבִין. רַבִּי חֲנִינָא בֶן אַנְטִיגְנוֹס אוֹמֵר, כֹּל שֶׁיֵּשׁ לוֹ שְׁנֵי גַבִּים וּשְׁתֵּי שִׁדְרָאוֹת: 

Bekhorot 7:4	Bekhorot 44a:14	עֵינָיו גְּדוֹלוֹת כְּשֶׁל עֵגֶל, אוֹ קְטַנּוֹת כְּשֶׁל אַוָּז, גּוּפוֹ גָּדוֹל מֵאֵבָרָיו אוֹ קָטָן מֵאֵבָרָיו, חָטְמוֹ גָּדוֹל מֵאֵבָרָיו אוֹ קָטָן מֵאֵבָרָיו, הַצִּמֵּם, וְהַצִּמֵּעַ. אֵיזֶה הוּא צִמֵּעַ, שֶׁאָזְנָיו קְטַנּוֹת. וְהַצִּמֵּם, שֶׁאָזְנָיו דּוֹמוֹת לִסְפוֹג: 

Bekhorot 7:5	Bekhorot 44b:18	שְׂפָתוֹ הָעֶלְיוֹנָה עוֹדֶפֶת עַל הַתַּחְתּוֹנָה, וְהַתַּחְתּוֹנָה עוֹדֶפֶת עַל הָעֶלְיוֹנָה, הֲרֵי זֶה מוּם. וְשֶׁנִּטְּלוּ שִׁנָּיו, פָּסוּל, מִפְּנֵי מַרְאִית הָעָיִן. דַּדָּיו שׁוֹכְבִים כְּשֶׁל אִשָּׁה, כְּרֵסוֹ צָבָה, טַבּוּרוֹ יוֹצֵא, נִכְפֶּה אֲפִלּוּ אַחַת לְיָמִים, רוּחַ קַצְרִית בָּאָה עָלָיו, הַמְאֻשְׁכָּן, וּבַעַל גֶּבֶר. אֵין לוֹ בֵיצִים, אוֹ אֵין לוֹ אֶלָּא בֵיצָה אַחַת, זֶהוּ מְרוֹחַ אָשֶׁךְ הָאָמוּר בַּתּוֹרָה. רַבִּי יִשְׁמָעֵאל אוֹמֵר, כּל שֶׁנִּמְרְחוּ אֲשָׁכָיו. רַבִּי עֲקִיבָא אוֹמֵר, כּל שֶׁרוּחַ בַּאֲשָׁכָיו. רַבִּי חֲנִינָא בֶּן אַנְטִיגְנוֹס אוֹמֵר, כֹּל שֶׁמַּרְאָיו חֲשׁוּכִין: 

Bekhorot 8:1	Bekhorot 47b:11	יֵשׁ בְּכוֹר לַנַּחֲלָה וְאֵינוֹ בְכוֹר לַכֹּהֵן, בְּכוֹר לַכֹּהֵן וְאֵינוֹ בְכוֹר לַנַּחֲלָה, בְּכוֹר לַנַּחֲלָה וְלַכֹּהֵן, יֵשׁ שֶׁאֵינוֹ בְכוֹר לֹא לַנַּחֲלָה וְלֹא לַכֹּהֵן. אֵיזֶהוּ בְּכוֹר לַנַּחֲלָה וְאֵינוֹ בְכוֹר לַכֹּהֵן, הַבָּא אַחַר הַנְּפָלִים שֶׁיָּצָא רֹאשׁוֹ חַי, וּבֶן תִּשְׁעָה שֶׁיָּצָא רֹאשׁוֹ מֵת, וְהַמַּפֶּלֶת כְּמִין בְּהֵמָה חַיָּה וָעוֹף, דִּבְרֵי רַבִּי מֵאִיר. וַחֲכָמִים אוֹמְרִים, עַד שֶׁיְּהֵא בוֹ מִצּוּרַת הָאָדָם. הַמַּפֶּלֶת סַנְדָּל, אוֹ שִׁלְיָא, וּשְׁפִיר מְרֻקָּם, וְהַיּוֹצֵא מְחֻתָּךְ, הַבָּא אַחֲרֵיהֶן, בְּכוֹר לַנַּחֲלָה וְאֵינוֹ בְכוֹר לַכֹּהֵן. מִי שֶׁלֹּא הָיוּ לוֹ בָנִים וְנָשָׂא אִשָּׁה שֶׁכְּבָר יָלְדָה, עוֹדָהּ שִׁפְחָה וְנִשְׁתַּחְרְרָה, עוֹדָהּ נָכְרִית וְנִתְגַּיְּרָה, מִשֶּׁבָּאת לְיִשְׁרָאֵל יָלְדָה, בְּכוֹר לַנַּחֲלָה וְאֵינוֹ בְכוֹר לַכֹּהֵן. רַבִּי יוֹסֵי הַגְּלִילִי אוֹמֵר, בְּכוֹר לַנַּחֲלָה וְלַכֹּהֵן, שֶׁנֶּאֱמַר (שמות יג), פֶּטֶר כָּל רֶחֶם בִּבְנֵי יִשְׂרָאֵל, עַד שֶׁיִּפְטְרוּ רֶחֶם מִיִּשְׂרָאֵל. מִי שֶׁהָיוּ לוֹ בָנִים וְנָשָׂא אִשָּׁה שֶׁלֹא יָלְדָה, נִתְגַּיְּרָה מְעֻבֶּרֶת, נִשְׁתַּחְרְרָה מְעֻבֶּרֶת, יָלְדָה הִיא וְכֹהֶנֶת, הִיא וּלְוִיָּה, הִיא וְאִשָּׁה שֶׁכְּבָר יָלְדָה, וְכֵן מִי שֶׁלֹּא שָׁהֲתָה אַחַר בַּעְלָהּ שְׁלשָׁה חֳדָשִׁים וְנִשֵּׂאת וְיָלְדָה, וְאֵין יָדוּעַ אִם בֶּן תִּשְׁעָה לָרִאשׁוֹן, אוֹ בֶן שִׁבְעָה לָאַחֲרוֹן, בְּכוֹר לַכֹּהֵן וְאֵינוֹ בְכוֹר לַנַּחֲלָה. אֵיזֶהוּ בְּכוֹר לַנַּחֲלָה וְלַכֹּהֵן, הַמַּפֶּלֶת שְׁפִיר מָלֵא דָם, מָלֵא מַיִם, מָלֵא גְנִינִים, הַמַּפֶּלֶת כְּמִין דָּגִים וַחֲגָבִים שְׁקָצִים וּרְמָשִׂים, הַמַּפֶּלֶת יוֹם אַרְבָּעִים, הַבָּא אַחֲרֵיהֶן, בְּכוֹר לַנַּחֲלָה וְלַכֹּהֵן: 

Bekhorot 8:7	Bekhorot 49b:11	חָמֵשׁ סְלָעִים שֶׁל בֵּן, בְּמָנֶה צוֹרִי. שְׁלשִׁים שֶׁל עֶבֶד, וַחֲמִשִּׁים שֶׁל אוֹנֵס וְשֶׁל מְפַתֶּה, וּמֵאָה שֶׁל מוֹצִיא שֵׁם רָע, כֻּלָּם בְּשֶׁקֶל הַקֹּדֶשׁ, בְּמָנֶה צוֹרִי. וְכֻלָּן נִפְדִּין בְּכֶסֶף, וּבְשָׁוֶה כֶסֶף, חוּץ מִן הַשְּׁקָלִים: 

Bekhorot 9:5	Bekhorot 57b:8	שָׁלשׁ גְּרָנוֹת לְמַעְשַׂר בְּהֵמָה, בִּפְרוֹס הַפֶּסַח, בִּפְרוֹס הָעֲצֶרֶת, בִּפְרוֹס הֶחָג, דִּבְרֵי רַבִּי עֲקִיבָא. בֶּן עַזַּאי אוֹמֵר, בְּעֶשְׂרִים וְתִשְׁעָה בַּאֲדָר, בְּאֶחָד בְּסִיוָן, בְּעֶשְׂרִים וְתִשְׁעָה בְאָב. רַבִּי אֱלִיעֶזֶר וְרַבִּי שִׁמְעוֹן אוֹמְרִים, בְּאֶחָד בְּנִיסָן, בְּאֶחָד בְּסִיוָן, בְּעֶשְׂרִים וְתִשְׁעָה בֶאֱלוּל. וְלָמָּה אָמְרוּ בְּעֶשְׂרִים וְתִשְׁעָה בֶאֱלוּל וְלֹא אָמְרוּ בְּאֶחָד בְּתִשְׁרֵי, מִפְּנֵי שֶׁהוּא יוֹם טוֹב, וְאִי אֶפְשָׁר לְעַשֵּׂר בְּיוֹם טוֹב, לְפִיכָךְ הִקְדִּימוּהוּ בְּעֶשְׂרִים וְתִשְׁעָה בֶאֱלוּל. רַבִּי מֵאִיר אוֹמֵר, בְּאֶחָד בֶּאֱלוּל רֹאשׁ הַשָּׁנָה לְמַעְשַׂר בְּהֵמָה. בֶּן עַזַּאי אוֹמֵר, הָאֱלוּלִיִּין מִתְעַשְּׂרִין בִּפְנֵי עַצְמָן: 

Arakhin 1:3	Arakhin 6b:8	הַגּוֹסֵס, וְהַיּוֹצֵא לֵהָרֵג, לֹא נִדָּר וְלֹא נֶעֱרָךְ. רַבִּי חֲנִינָא בֶּן עֲקַבְיָא אוֹמֵר, נֶעֱרָךְ, מִפְּנֵי שֶׁדָּמָיו קְצוּבִין, אֲבָל אֵינוֹ נִדָּר, מִפְּנֵי שֶׁאֵין דָּמָיו קְצוּבִין. רַבִּי יוֹסֵי אוֹמֵר, נוֹדֵר וּמַעֲרִיךְ וּמַקְדִּישׁ. וְאִם הִזִּיק, חַיָּב בַּתַּשְׁלוּמִין: 

Arakhin 2:5	Arakhin 13a:9	אֵין פּוֹחֲתִין מִשִּׁשָּׁה טְלָאִים הַמְבֻקָּרִין בְּלִשְׁכַּת הַטְּלָאִים, כְּדַי לַשַּׁבָּת וְלִשְׁנֵי יָמִים טוֹבִים שֶׁל רֹאשׁ הַשָּׁנָה, וּמוֹסִיפִין עַד לְעוֹלָם. אֵין פּוֹחֲתִין מִשְּׁתֵּי חֲצוֹצְרוֹת, וּמוֹסִיפִין עַד לְעוֹלָם. אֵין פּוֹחֲתִין מִתִּשְׁעָה כִנּוֹרוֹת, וּמוֹסִיפִין עַד לְעוֹלָם. וְהַצִּלְצָל לְבָד: 

