Index,Daf,Siman,Siman Ref,Wiki Snippet
2039,Gittin 65b,ו,Gittin 65b:13,דייק <ו> איבעיא להו הוציאוה מהו עזבוה
2040,Gittin 65b,ז,Gittin 65b:14,מהו התירוה מהו הניחוה מהו הועילו לה מהו עשו לה כדת מהו פשוט מיהא חדא דתניא <ז> עשו לה כדת עשו לה
2041,Gittin 65b,ח,Gittin 65b:15,כנימוס עשו לה כראוי לא אמר כלום: <ח> בראשונה היו אומרים היוצא בקולר
2042,Gittin 65b,ט,Gittin 65b:15,ואמר כתבו גט לאשתי הרי אלו יכתבו ויתנו חזרו לומר <ט> אף המפרש והיוצא בשיירא רבי
2043,Gittin 65b,י,Gittin 65b:15,שמעון שזורי אומר <י> אף המסוכן: גניבא יוצא בקולר
2044,Gittin 66a,א,Gittin 66a:2,"גיטו אם עמד חוזר ומה גיטו אע""ג דלא פריש כיון דאמר כתבו אע""ג דלא אמר תנו אף מתנתו <א> כיון דאמר תנו אע""ג דלא"
2045,Gittin 66a,ב,Gittin 66a:3,קנו מיניה מתקיף לה רבי אבא אי מה מתנה <ב> ישנה לאחר מיתה אף גט
2046,Gittin 66a,ג,Gittin 66a:4,"והא קי""ל <ג> דבעיא קנין שאני הכא דמצוה"
2047,Gittin 66a,ד,Gittin 66a:5,"מחמת מיתה הוא מכלל דר' אבא סבר מצוה מחמת מיתה בעיא קנין והא קי""ל <ד> דלא בעי קנין אלא רבי"
2048,Gittin 66a,ה,Gittin 66a:6,שלחו מתם <ה> מחמרא כדי לייפות את כחו:
2049,Gittin 66a,ו,Gittin 66a:7,מחמרא כדי לייפות את כחו: <ו> מי שהיה מושלך לבור ואמר
2050,Gittin 66a,ז,Gittin 66a:9,אדם אינהו נמי אידמויי אידמו דחזו ליה בבואה אינהו נמי אית להו בבואה <ז> דחזו ליה בבואה דבבואה ודלמא
2051,Gittin 66a,ח,Gittin 66a:10,"דבי רבי ישמעאל <ח> בשעת הסכנה כותבין ונותנין אע""פ"
2052,Gittin 66a,ט,Gittin 66a:11,שאין מכירין: <ט> הבריא שאמר כתבו גט לאשתי
2053,Gittin 66a,י,Gittin 66a:12,"רצה לשחק בה מעשה בבריא אחד שאמר כתבו גט לאשתי ועלה לראש הגג ונפל ומת אמר רשב""ג <י> אם מעצמו נפל הרי זה"
2054,Gittin 66a,כ,Gittin 66a:16,רבא <כ> הילכת' משוו אינשי ברא שליח'
2055,Gittin 66b,א,Gittin 66b:1,או לשלשה כתבו גט ותנו לאשתי <א> הרי אלו יכתבו ויתנו אמר
2056,Gittin 66b,ב,Gittin 66b:3,"אונו מבית האסורין מקובל אני באומר לשלשה תנו גט לאשתי שיאמרו לאחרים ויכתבו מפני שעשאן ב""ד <ב> אמר רבי יוסי נומינו לשליח"
2057,Gittin 66b,ג,Gittin 66b:4,"אף אנו מקובלין שאפי' אמר לב""ד הגדול שבירושלים תנו גט לאשתי שילמדו ויכתבו ויתנו <ג> אמר לעשרה כתבו ותנו גט"
2058,Gittin 66b,ד,Gittin 66b:4,לאשתי אחד כותב ושנים חותמין <ד> כולכם כתובו אחד כותב וכולם
2059,Gittin 66b,ה,Gittin 66b:4,חותמין לפיכך <ה> אם מת אחד מהן הרי
2060,Gittin 67a,א,Gittin 67a:5,"ולא תעשה הוא הניחא למ""ד כשר ולא תעשה אלא למ""ד כשר ותעשה מאי איכא למימר אלא רבי יוסי <א> תרתי אמר ושמואל סבר לה"
2061,Gittin 67a,ב,Gittin 67a:10,ויחתמו אמר רב הונא אמר רב כשר <ב> ולא תעשה זאת בישראל אמר
2062,Gittin 67a,ג,Gittin 67a:13,דבורא קאמרי אמר לשנים אמרו לסופר ויכתוב ואתם חתומו רב חסדא אמר כשר <ג> ולא תעשה רבה בר בר
2063,Gittin 67b,א,Gittin 67b:2,"ואיכא דאפיך להו: אמר לעשרה כתבו גט: ת""ר <א> אמר לעשרה כתבו גט ותנו"
2064,Gittin 67b,ב,Gittin 67b:3,אלעזר דמן רומה אמר <ב> מנה הרי הוא ככולכם אמר
2065,Gittin 67b,ג,Gittin 67b:7,לאיפסולי אלא אמר רבא <ג> כתובו כל חד מינכון חתומו
2066,Gittin 67b,ד,Gittin 67b:9,כל תרי מינכון אובילו כל חד מינכון: <ד> מי שאחזו קורדייקוס ואמר כתבו
2067,Gittin 67b,ה,Gittin 67b:10,גט לאשתי לא אמר כלום אמר כתבו גט לאשתי ואחזו קורדייקוס וחזר ואמר לא תכתבנו אין דבריו האחרונים כלום <ה> נשתתק ואמרו לו נכתוב גט
2068,Gittin 67b,ו,Gittin 67b:18,ששת איעסק בכשורי אמר <ו> גדולה מלאכה שמחממת את בעליה
2069,Gittin 70a,א,Gittin 70a:11,קיץ וחורף <א> סעודתך שהנאתך ממנה משוך ידך
2070,Gittin 70a,ב,Gittin 70a:11,הימנה <ב> ואל תשהה עצמך בשעה שאתה
2071,Gittin 70a,ג,Gittin 70a:14,ויתיב בשמשא אחזתו ויתק תנו רבנן <ג> הקיז דם ושימש מטתו הוויין
2072,Gittin 70a,ד,Gittin 70a:15,אבל טעים מידי לית לן בה אמר רבה בר רב הונא <ד> בא מן הדרך ושימש מטתו
2073,Gittin 70a,ה,Gittin 70a:16,הכסא מלוה עמו ואם שימש הוויין לו בנים נכפים תנו רבנן <ה> המשמש מטתו מעומד אוחזתו עוית
2074,Gittin 70a,ו,Gittin 70a:20,עון דכתיב כשל בעוני כחי: שלשה דברים מתיזין גופו של אדם ואלו הן <ו> אכל מעומד ושתה מעומד ושימש
2075,Gittin 70a,ז,Gittin 70a:22,מטתו ועמד: ששה העושה אותן מיד מת ואלו הן הבא בדרך ונתייגע <ז> הקיז דם ונכנס לבית המרחץ
2076,Gittin 70a,ח,Gittin 70a:24,דרך <ח> ודרך ארץ עושר ומלאכה יין
2077,Gittin 70a,ט,Gittin 70a:24,ושינה חמין <ט> והקזת דם שמונה ממעטים את
2078,Gittin 70b,א,Gittin 70b:3,"קורדייקוס וחזר ואמר אל תכתבו אין דבריו האחרונים כלום: אר""ש בן לקיש כותבין ונותנין גט לאלתר ור' יוחנן אמר <א> אין כותבין אלא לכשישתפה מ""ט"
2079,Gittin 70b,ב,Gittin 70b:8,בישרא סומקא אגומרי וחמרא מרקא ומי אמר ר' יוחנן הכי והאמר רב יהודה אמר שמואל <ב> שחט בו שנים או רוב
2080,Gittin 70b,ג,Gittin 70b:9,שנים ורמז ואמר כתבו גט לאשתי הרי אלו יכתבו ויתנו ותניא <ג> ראוהו מגויד או צלוב על
2081,Gittin 70b,ד,Gittin 70b:11,הכא דעתא שגישתא היא ומי אמר שמואל הכי והאמר רב יהודה אמר שמואל <ד> שחט בו שנים או רוב
2082,Gittin 70b,ה,Gittin 70b:12,"שנים וברח מעידין עליו ואי ס""ד חי הוא אמאי מעידין עליו <ה> אמרי חי הוא וסופו למות"
2083,Gittin 70b,ו,Gittin 70b:13,אלא מעתה יהא גולה על ידו אלמה תניא <ו> שחט בו שנים או רוב
2084,Gittin 70b,ז,Gittin 70b:14,"שנים ה""ז אינו גולה הא איתמר עלה א""ר הושעיא <ז> חיישינן שמא הרוח בלבלתו אי"
2085,Gittin 70b,ח,Gittin 70b:15,נמי הוא קירב את מיתתו מאי בינייהו <ח> איכא בינייהו דשחטיה בביתא דשישא
2086,Gittin 70b,ט,Gittin 70b:18,נקטיה <ט> דאמרינן ליה חד לאו ותרין
2087,Gittin 70b,י,Gittin 70b:19,הן ותרין לאו וחד הן דבי רבי ישמעאל תנא <י> אומרים לו דברים של ימות
2088,Gittin 71a,א,Gittin 71a:2,אלא בפירי: אמר רב כהנא אמר רב <א> חרש שיכול לדבר מתוך הכתב
2089,Gittin 71a,ב,Gittin 71a:3,אלם קאמרת שאני אלם דתניא <ב> מדבר ואינו שומע זהו חרש
2090,Gittin 71a,ג,Gittin 71a:5,ר' זירא אי קשיא לי הא קשיא לי דתניא אם לא יגיד <ג> פרט לאלם שאינו יכול להגיד
2091,Gittin 71a,ד,Gittin 71a:6,אמאי הא יכול להגיד מתוך הכתב אמר ליה אביי <ד> עדות קאמרת שאני עדות דרחמנא
2092,Gittin 71a,ה,Gittin 71a:7,אמר מפיהם ולא מפי כתבם מיתיבי <ה> כשם שבודקין אותו לגיטין כך
2093,Gittin 71a,ו,Gittin 71a:8,בודקין אותו למשאות ולמתנות ולעדיות ולירושות קתני מיהת עדיות אמר רב יוסף בר מניומי אמר רב ששת <ו> בעדות אשה דאקילו בה רבנן
2094,Gittin 71a,ז,Gittin 71a:9,והא קתני ירושות אמר רבי אבהו <ז> ירושת בנו הבכור קתני מיהת
2095,Gittin 71a,ח,Gittin 71a:11,למשאות ולמתנות מאי לאו לעלמא לא לדידיה מיתיבי <ח> חרש לא הלכו בו אחר
2096,Gittin 71a,ט,Gittin 71a:11,רמיזותיו ואחר קפיצותיו ואחר כתב ידו אלא במטלטלין <ט> אבל לא לגיטין תנאי היא
2097,Gittin 71a,י,Gittin 71a:13,לא כשם <י> שכונסה ברמיזה כך מוציאה ברמיזה
2098,Gittin 71a,כ,Gittin 71a:15,"אי באשתו ה""נ הכא במאי עסקינן ביבמתו יבמתו ממאן אילימא דנפלה ליה מאחיו חרש <כ> כשם שכניסתה ברמיזה כך יציאתה"
2099,Gittin 71a,ל,Gittin 71a:15,ברמיזה אלא <ל> דנפלה ליה מאחיו פיקח ואיבעית
2100,Gittin 71b,א,Gittin 71b:1,והתנן <א> שני אחין חרשין נשואין שתי
2101,Gittin 71b,ב,Gittin 71b:5,אביי אף אנן נמי תנינא <ב> נישטת לא יוציא נתחרש הוא
2102,Gittin 71b,ג,Gittin 71b:8,יצחק דבר תורה שוטה מתגרשת מידי דהוה אפיקחת בעל כרחה ומה טעם אמרו אינה מתגרשת <ג> שלא ינהגו בה מנהג הפקר:
2103,Gittin 71b,ד,Gittin 71b:9,שלא ינהגו בה מנהג הפקר: <ד> אמרו לו נכתוב גט לאשתך
2104,Gittin 72a,א,Gittin 72a:4,מיבעיא היכא דלא אמר אמרו אלא <א> אפילו אמר אמרו נמי לא
2105,Gittin 72a,ב,Gittin 72a:7,אמר רב: <ב> זה גיטיך אם מתי זה
2106,Gittin 72a,ג,Gittin 72a:7,גיטיך מחולי זה זה גיטיך לאחר מיתה לא אמר כלום <ג> מהיום אם מתי מעכשיו אם
2107,Gittin 72a,ד,Gittin 72a:7,"מתי <ד> ה""ז גט מהיום ולאחר מיתה"
2108,Gittin 72a,ה,Gittin 72a:9,גט ואינו גט ואם מת חולצת ולא מתייבמת <ה> זה גיטיך מהיום אם מתי
2109,Gittin 72a,ו,Gittin 72a:19,"וטעמיה דרבי יוסי אנא אמינא לך בעי מיניה א""ל הכי אמר רב <ו> הלכה כרבי יוסי לבתר דנפק"
2110,Gittin 72a,ז,Gittin 72a:19,"א""ל היינו טעמא דרבי יוסי דקסבר <ז> זמנו של שטר מוכיח עליו"
2111,Gittin 72b,א,Gittin 72b:16,מתנתו <א> אם עמד חוזר אף גיטו
2112,Gittin 72b,ב,Gittin 72b:17,"אם עמד חוזר ומה גיטו אע""ג דלא פריש <ב> כיון דאמר כתובו אע""ג דלא"
2113,Gittin 72b,ג,Gittin 72b:17,אמר תנו <ג> אף מתנתו כיון דאמר תנו
2114,Gittin 73a,א,Gittin 73a:1,"והא קמ""ל דהלך על משענתו הוא דבעינן אומדנא <א> אידך אומדנא נמי לא בעינן"
2115,Gittin 73a,ב,Gittin 73a:2,אידך אומדנא נמי לא בעינן <ב> שמעת מינה שכיב מרע שניתק
2116,Gittin 73a,ג,Gittin 73a:3,מחולי לחולי מתנתו מתנה אין דאמר רבי אלעזר משמיה דרב שכיב מרע שניתק מחולי לחולי מתנתו מתנה רבה ורבא <ג> לא סבירא להו הא דרב
2117,Gittin 73a,ד,Gittin 73a:7,"מאי איכא למימר א""ל שויוה רבנן לבעילתו בעילת זנות ת""ר <ד> זה גיטיך מהיום אם מתי"
2118,Gittin 73a,ה,Gittin 73a:9,"נחש ה""ז גט מאי שנא רישא ומאי שנא סיפא <ה> שלחו מתם אכלו ארי אין"
2119,Gittin 73a,ו,Gittin 73a:18,אמר להו קאקי חיורי משלחי גלימי דאינשי <ו> אונסא דלא שכיח הוא:
2120,Gittin 73a,ז,Gittin 73a:19,אונסא דלא שכיח הוא: <ז> לא תתייחד עמו אלא בפני
2121,Gittin 73b,א,Gittin 73b:3,כספים חוששין משום זנות דאמרי' באתננה נתן לה ואין חוששין משום קידושין רבי יוסי בר' יהודה אומר <א> אף בזו חוששין משום קידושין
2122,Gittin 74a,א,Gittin 74a:2,"אומר בעילתה תלויה ר' יוסי אומר בעילתה ספק וחכ""א <א> מגורשת ואינה מגורשת ובלבד שימות"
2123,Gittin 74a,ב,Gittin 74a:5,בר ירמיה אמר שמואל <ב> כל מקום שאמרו חכמים מגורשת
2124,Gittin 74a,ג,Gittin 74a:6,"ואינה מגורשת בעלה חייב במזונותיה: <ג> הרי זה גיטך ע""מ שתתני"
2125,Gittin 74a,ד,Gittin 74a:10,מאי בינייהו איכא בינייהו שנתקרע הגט או שאבד רב הונא אמר והיא תתן <ד> אינה צריכה הימנו גט שני
2126,Gittin 74a,ה,Gittin 74a:11,רב יהודה אמר לכשתתן צריכה הימנו גט שני ותנן נמי גבי קידושין כי האי גוונא דתנן <ה> האומר לאשה הרי את מקודשת
2127,Gittin 74a,ו,Gittin 74a:12,יהודה אמר לכשיתן מאי בינייהו איכא בינייהו <ו> שפשטה ידה וקיבלה קידושין מאחר
2128,Gittin 74a,ז,Gittin 74a:12,רב הונא אמר והוא יתן <ז> תנאה בעלמא הוא מקיים תנאיה
2129,Gittin 74a,ח,Gittin 74a:17,"קידושין דלקרובה קאתי אימא מודה ליה לרב הונא צריכא מיתיבי <ח> ה""ז גיטך על מנת שתתני"
2130,Gittin 74a,ט,Gittin 74a:17,"לי מאתים זוז אע""פ שנקרע הגט או שנאבד מגורשת <ט> ולאחר לא תנשא עד שתתן"
2131,Gittin 74a,י,Gittin 74a:18,"ועוד תניא <י> ה""ז גיטך על מנת שתתני"
2132,Gittin 74a,כ,Gittin 74a:20,"וכ""ע מיהא תנאה הוי תיובתא דרב יהודה אמר לך רב יהודה הא מני רבי היא דאמר רב הונא אמר רבי <כ> כל האומר על מנת כאומר"
2133,Gittin 74b,א,Gittin 74b:4,במהיום ולאחר מיתה ליפלגי בעל מנת להודיעך כחו דרבי וליפלגו בעל מנת ולהודיעך כחן דרבנן כח דהיתירא עדיף ליה: <א> על מנת שתתני לי מכאן
2134,Gittin 74b,ב,Gittin 74b:6,איצטליתי <ב> דוקא קאמר לה רבן שמעון
2135,Gittin 74b,ג,Gittin 74b:9,"אפילו רשב""ג לא קאמר אלא דקא מפייסה ליה בדמי אבל לגמרי לא אמר ליה <ג> אינה מגורשת איתיביה האומר לחבירו"
2136,Gittin 74b,ד,Gittin 74b:10,עד שיתן וחכמים אומרים <ד> אף זה יכול להתיר את
2137,Gittin 74b,ה,Gittin 74b:13,לסוף אתא מיטרא אמר רב יוסף הא לא דלה רבה אמר <ה> הא לא איצטריכא לימא רב
2138,Gittin 74b,ו,Gittin 74b:17,שנים עשר חדש כדי שיהא חלוט לו <ו> התקין הלל הזקן שיהא חולש
2139,Gittin 74b,ז,Gittin 74b:18,נשמע <ז> הרי זה גיטך על מנת
2140,Gittin 75a,א,Gittin 75a:10,"דליתיה בעיניה היכא דאיתיה בעיניה מי אמר אלא אמר אביי הא מני ר""מ היא דאמר <א> בעינן תנאי כפול והכא הא"
2141,Gittin 75a,ב,Gittin 75a:12,גמרינן להו מתנאי בני גד ובני ראובן מה התם תנאי קודם למעשה <ב> אף כל תנאי קודם למעשה
2142,Gittin 75a,ג,Gittin 75a:14,מה התם תנאי בדבר אחד ומעשה בדבר אחר <ג> אף כל לאפוקי הכא
2143,Gittin 75b,א,Gittin 75b:7,להן אלא אמר רבא <א> אם לא מתי לא יהא
2144,Gittin 75b,ב,Gittin 75b:9,"פורענותא לנפשיה אם מתי יהא גט אם לא מתי לא יהא גט בעינן הן קודם ללאו: <ב> הרי זה גיטיך ע""מ שתשמשי"
2145,Gittin 75b,ג,Gittin 75b:9,את אבא על מנת שתניקי את בני כמה היא מניקתו <ג> שתי שנים רבי יהודה אומר
2146,Gittin 75b,ד,Gittin 75b:17,"רשב""ג היא דמיקל בתנאי מתני' רבנן רבא אמר לא קשיא כאן בסתם כאן במפרש רב אשי אמר <ד> כל סתם נמי כמפרש יום"
2147,Gittin 75b,ה,Gittin 75b:19,למה לי שתי שנים למה לי שמנה עשר חדש ביום אחד סגי <ה> הכי קאמר יום אחד משתי
2148,Gittin 76a,א,Gittin 76a:12,תנו רבנן <א> אמר לה בפני שנים הרי
2149,Gittin 76a,ב,Gittin 76a:14,הרי בטל <ב> אלא ארישא פשיטא מהו דתימא
2150,Gittin 76a,ג,Gittin 76a:19,וחזר בטל תנאו <ג> הרי זה גיטך כל זמן
2151,Gittin 76b,א,Gittin 76b:6,"מגורשת ה""ז גט קתני דלא הוי גט ישן <א> ולכי מלו תלתין יומי הוי"
2152,Gittin 76b,ב,Gittin 76b:8,הונא הכי אמר אבא מרי משמי דרב <ב> באומר נאמנת עלי לומר שלא
2153,Gittin 76b,ג,Gittin 76b:11,דמתני לה אמתני' כל שכן אברייתא מאן דמתני לה אברייתא אבל אמתני' <ג> הא לא אתא:
2154,Gittin 76b,ד,Gittin 76b:12,"הא לא אתא: <ד> ה""ז גיטך אם לא באתי"
2155,Gittin 76b,ה,Gittin 76b:13,"מכאן ועד י""ב חדש ומת בתוך י""ב חדש אינו גט <ה> ה""ז גיטך מעכשיו אם לא"
2156,Gittin 76b,ו,Gittin 76b:14,"באתי מכאן ועד י""ב חדש ומת בתוך י""ב חדש ה""ז גט <ו> אם לא באתי מכאן ועד"
2157,Gittin 76b,ז,Gittin 76b:16,"אומר כזה גט <ז> כתבו לאחר י""ב חדש ונתנו"
2158,Gittin 76b,ח,Gittin 76b:21,"י""ב חדש הרי זה גט לאלתר הוי דהא לא אתי או דלמא לאחר י""ב חדש דהא איקיים ליה תנאיה <ח> אין הכי נמי ומשום דהוה"
2159,Gittin 77a,א,Gittin 77a:1, <א> לכי נפקא קאמר לה וכי
2160,Gittin 77a,ב,Gittin 77a:2,מיית בליליא הוי גט לאחר מיתה <ב> על מנת שתצא חמה מנרתיקה
2161,Gittin 77a,ג,Gittin 77a:3,מעכשיו קאמר לה דאמר רב הונא אמר רב כל האומר על מנת כאומר מעכשיו דמי <ג> לא נחלקו אלא באם תצא
2162,Gittin 77a,ד,Gittin 77a:6,"כתבו מעכשיו ותנו אם לא באתי ורבנן לא שנא הכי ולא שנא הכי ת""ר <ד> לאחר שבוע שנה לאחר שנה"
2163,Gittin 77a,ה,Gittin 77a:7,וקאמר <ה> חד בשבא ותרי ותלתא בתר
2164,Gittin 77a,ו,Gittin 77a:10,וקלסוה משמיה דרבים ולא קלסוה אלמא לית הילכתא כוותיה: <ו> הזורק גט לאשתו והיא בתוך
2165,Gittin 77a,ז,Gittin 77a:10,ביתה או בתוך חצרה הרי זו מגורשת <ז> זרקו לה בתוך ביתו או
2166,Gittin 77a,ח,Gittin 77a:15,"חצרה מה שקנתה אשה <ח> קנה בעלה א""ר אלעזר בכותב"
2167,Gittin 77a,ט,Gittin 77a:18,שדה זו ואין לי עסק בה וידי מסולקת הימנה לא אמר כלום אמרי דבי ר' ינאי <ט> בכותב לה ועודה ארוסה וכדרב
2168,Gittin 77b,א,Gittin 77b:1, <א> אי אפשי בתקנת חכמים כגון
2169,Gittin 77b,ב,Gittin 77b:2,זו שומעין לו מאי כגון זו כדרב הונא אמר רב דאמר רב הונא אמר רב <ב> יכולה אשה שתאמר לבעלה איני
2170,Gittin 77b,ג,Gittin 77b:3,ניזונית ואיני עושה רבא אמר אטו ידה מי לא קניא ליה לבעל אלא גיטה וידה באין כאחד <ג> הכא נמי גיטה וחצרה באין
2171,Gittin 77b,ד,Gittin 77b:5,"קני ליה אמר לי' רבא יד העבד קא קשיא לי' למ""ד <ד> בשטר על ידי עצמו יד"
2172,Gittin 77b,ה,Gittin 77b:7,ליה ליקניה ניהלה לההוא דוכתא דיתיב ביה גיטא ותיזל איהי ותיחוד ותפתח ותחזיק ביה דתנן <ה> נעל גדר פרץ כל שהוא
2173,Gittin 77b,ו,Gittin 77b:9,רבא <ו> אם אמרו בנשואה יאמרו בארוסה
2174,Gittin 77b,ז,Gittin 77b:11,אהאי מעשה אמרה: והיא בתוך ביתה: אמר עולא <ז> והוא שעומדת בצד ביתה ובצד
2175,Gittin 77b,ח,Gittin 77b:14,סבר חצר משום ידה אתרבאי ומר סבר חצר משום שליחות אתרבאי לא דכולי עלמא <ח> חצר משום ידה איתרבאי מר
2176,Gittin 77b,ט,Gittin 77b:15,משתמרת לדעתה <ט> אף חצרה המשתמרת לדעתה לאפוקי
2177,Gittin 77b,י,Gittin 77b:16,חצר המשתמרת שלא לדעתה ההוא גברא דזרק לה גיטא לדביתהו הוה קיימא בחצר אזל גיטא נפל בפיסלא אמר רב יוסף <י> חזינן אי הויא ארבע אמות
2178,Gittin 77b,כ,Gittin 77b:18,אמות מאי הוי אלא בחצר דידיה כי לא הוי ארבע אמות מאי הוי <כ> לא צריכא דאושלה מקום דחד
2179,Gittin 77b,ל,Gittin 77b:19,מקום מושלי אינשי תרי מקומות לא מושלי אינשי <ל> ולא אמרן אלא דלא גבוה
2180,Gittin 77b,מ,Gittin 77b:20,"עשרה אבל גבוה עשרה אע""ג דלא הוי ארבע אמות <מ> ולא אמרן אלא דלית ליה"
2181,Gittin 78a,א,Gittin 78a:2,כו': אמר רבא <א> לא שנו אלא במטה שלו
2182,Gittin 78a,ב,Gittin 78a:5,כליו של לוקח ברשות מוכר הוא שמעת מינה כליו של לוקח ברשות מוכר קנה לוקח לא צריכא <ב> דגבוה עשרה והאיכא מקום כרעי
2183,Gittin 78a,ג,Gittin 78a:9,"קלתה קנוי לה אמר רבא מ""ט דר' יוחנן <ג> לפי שאין אדם מקפיד לא"
2184,Gittin 78a,ד,Gittin 78a:12,דבר שהוא כקלתה הרי זו מגורשת כל דבר שהוא כקלתה לאיתויי מאי לאיתויי טסקא דאכלה בה תמרי: <ד> אמר לה כנסי שטר חוב
2185,Gittin 78a,ה,Gittin 78a:13,זה או שמצאתו מאחוריו קוראה והרי הוא גיטה אינו גט עד שיאמר לה הא גיטיך <ה> נתן בידה והיא ישנה ניעורה
2186,Gittin 78a,ו,Gittin 78a:15,טלי גיטיך מעל גבי קרקע ואמר רבא <ו> טלי גיטיך מעל גבי קרקע
2187,Gittin 78a,ז,Gittin 78a:16,לא אמר כלום אימא ששלפתו מאחוריו שלפתו נמי הא בעינא ונתן בידה <ז> וליכא לא צריכא
2188,Gittin 78a,ח,Gittin 78a:16,וליכא לא צריכא <ח> דערק לה חרציה ושלפתיה תניא
2189,Gittin 78a,ט,Gittin 78a:23,כל שאילו מהלך לא קנה עומד ויושב לא קנה <ט> והלכתא בכפות:
2190,Gittin 78a,י,Gittin 78a:24,והלכתא בכפות: <י> היתה עומדת ברשות הרבים וזרקו
2191,Gittin 78a,כ,Gittin 78a:24,לה קרוב לה מגורשת קרוב לו אינה מגורשת מחצה על מחצה מגורשת ואינה מגורשת <כ> וכן לענין קדושין
2192,Gittin 78a,ל,Gittin 78a:25,וכן לענין קדושין <ל> וכן לענין החוב אמר לו
2193,Gittin 78a,מ,Gittin 78a:28,קרוב לו היכי דמי מחצה על מחצה אמר ר' שמואל בר רב יצחק כגון שהיו שניהן עומדין בארבע אמות <מ> וליחזי הי מינייהו קדים וכי
2194,Gittin 78b,א,Gittin 78b:4,יוחנן <א> הוא יכול לשומרו והיא אינה
2195,Gittin 78b,ב,Gittin 78b:8,יכולה לשומרו אינה מגורשת אמר ליה שמואל לרב יהודה שיננא <ב> כדי שתשוח ותטלנו ואת לא
2196,Gittin 78b,ג,Gittin 78b:10,אמר ר' אסי אמר ר' יוחנן לגיטין אמרו <ג> ולא לדבר אחר איתיביה רבי
2197,Gittin 78b,ד,Gittin 78b:13,קרוב למלוה זכה הלוה קרוב ללוה הלוה חייב מחצה על מחצה שניהם יחלוקו הכא במאי עסקינן <ד> דאמר ליה זרוק לי חובי
2198,Gittin 78b,ה,Gittin 78b:13,ותיפטר אי הכי מאי למימרא לא צריכא <ה> דאמר ליה זרוק לי חובי
2199,Gittin 78b,ו,Gittin 78b:15,בידו <ו> אם יכול לנתקו ולהביאו אצלו
2200,Gittin 78b,ז,Gittin 78b:17,אינה מגורשת ואם לאו מגורשת מאי טעמא בעינן כריתות וליכא אמר רב יהודה <ז> היתה ידה עשויה כקטפרס וזרקו
2201,Gittin 78b,ח,Gittin 78b:20,להן אויר <ח> הכא במאי עסקינן בעומדת על
2202,Gittin 79a,א,Gittin 79a:1, <א> היתה עומדת על ראש הגג
2203,Gittin 79a,ב,Gittin 79a:1,וזרקו לה כיון שהגיע לאויר הגג הרי זו מגורשת <ב> הוא מלמעלה והיא מלמטה וזרקו
2204,Gittin 79a,ג,Gittin 79a:2,לה כיון שיצא מרשות הגג נמחק או נשרף הרי זו מגורשת: והא לא מינטר אמר רב יהודה אמר שמואל <ג> בגג שיש לו מעקה עסקינן
2205,Gittin 79a,ד,Gittin 79a:3,עולא בר מנשיא משמיה דאבימי אמר <ד> הכא בפחות משלשה סמוך לגג
2206,Gittin 79a,ה,Gittin 79a:4,"עסקינן דכל פחות משלשה סמוך לגג כגג דמי: הוא מלמעלה: והא לא מינטר א""ר יהודה אמר שמואל <ה> כגון שהיו מחיצות התחתונות עודפות"
2207,Gittin 79a,ו,Gittin 79a:10,"הכא משום אינטורי הוא והא קא מינטר: נמחק: א""ר נחמן אמר רבה בר אבוה לא שנו <ו> אלא שנמחק דרך ירידה אבל"
2208,Gittin 79a,ז,Gittin 79a:11,"נמחק דרך עלייה לא מאי טעמא מעיקרא לא למינח קאי: נשרף: אמר ר""נ אמר רבה בר אבוה לא שנו <ז> אלא שקדם גט לדליקה אבל"
2209,Gittin 79a,ח,Gittin 79a:16,הגג מאי הוי אלא פשיטא <ח> בגג דידה וחצר דידיה אימא
2210,Gittin 79a,ט,Gittin 79a:16,וחצר דידיה אמאי מגורשת <ט> אלא בגג דידיה וחצר דידה
2211,Gittin 79a,י,Gittin 79a:21,הכא משום אינטורי הוא והא מינטר והא דאמר רב חסדא <י> נעץ קנה ברשות היחיד ובראשו
2212,Gittin 79a,כ,Gittin 79a:21,אבל הכא משום אינטורי הוא <כ> והא לא מינטר
2213,Gittin 79b,א,Gittin 79b:2,מלמטה כך דיורין חלוקין מלמעלה הני מילי לענין שבת <א> אבל לענין גט משום קפידא
2214,Gittin 79b,ב,Gittin 79b:3,הוא וכולי האי לא קפדי אינשי אמר אביי <ב> שתי חצרות זו לפנים מזו
2215,Gittin 79b,ג,Gittin 79b:7,וזרקו לה אפילו הגיע לאויר פנימית אינה מגורשת מאי טעמא דהא לא נח <ג> וכי נח מאי הוי כליו
2216,Gittin 79b,ד,Gittin 79b:9,הלל <ד> אוסרין ואיזהו גט ישן כל
2217,Gittin 79b,ה,Gittin 79b:11,"שנתייחד עמה מאחר שכתבו לה: במאי קמיפלגי ב""ש סברי לא אמרינן גזרה שמא יאמרו גיטה קודם לבנה וב""ה סברי <ה> אמרי' גזרה שמא יאמרו גיטה"
2218,Gittin 79b,ו,Gittin 79b:13,"קודם לבנה א""ר אבא אמר שמואל אם נישאת לא תצא וא""ד א""ר אבא אמר שמואל <ו> אם נתגרשה תינשא לכתחלה: כתב"
2219,Gittin 80a,א,Gittin 80a:3,של זה ואחיו של זה חולצין ולא מייבמין <א> שינה שמו ושמה שם עירו
2220,Gittin 80a,ב,Gittin 80a:9,אומר <ב> אם לאלתר יצא אין זה
