Ref,Headword,Location Name (Hebrew)
ביצה טו ב,באושא,אושה
ביצה טו ב,באושא,אושה
יומא מ א,באושא,אושה
יומא מ א,באושא,אושה
יומא כ א,שלאושה,אושה
פסחים נו ב,באושא,אושה
שבת טז ב,באושא,אושה
תלמוד ירושלמי סנהדרין א ב,באושא,אושה
תלמוד ירושלמי בבא בתרא ג א,אושא,אושה
תלמוד ירושלמי נדרים ו ט,באושא,אושה
תלמוד ירושלמי כתובות ד ו,באושא,אושה
תלמוד ירושלמי כתובות ד ו,באושא,אושה
תלמוד ירושלמי כתובות ד ו,באושא,אושה
תלמוד ירושלמי כתובות ד ו,באושא,אושה
תלמוד ירושלמי מועד קטן ג א,באושא,אושה
תלמוד ירושלמי מגילה ב ד,באושה,אושה
תלמוד ירושלמי ראש השנה ד ה,באושא,אושה
תלמוד ירושלמי ראש השנה ג א,באושא,אושה
תלמוד ירושלמי ראש השנה ב א,באושא,אושה
תלמוד ירושלמי סוכה א יא,אושא,אושה
תלמוד ירושלמי סוכה א יא,אושא,אושה
תלמוד ירושלמי פסחים א ו,לאושא,אושה
תלמוד ירושלמי פסחים א ו,ובאושא,אושה
תלמוד ירושלמי פסחים א ו,לאושא,אושה
תלמוד ירושלמי שביעית י ב,באושא,אושה
תלמוד ירושלמי פאה א א,לאושא,אושה
תלמוד ירושלמי פאה א א,באושא,אושה
תוספתא מקוואות ו ב,אושא,אושה
תוספתא מגילה ב ח,אושא,אושה
תוספתא ראש השנה א טז,אושא,אושה
תוספתא ראש השנה ב יא,אושא,אושה
תוספתא עירובין ה ז,אושא,אושה
תוספתא שביעית ד כא,אושא,אושה
סיפרא,אושא,אושה
שיר השירים רבה ב ה,אושא,אושה
שיר השירים רבה ב ה,אושא,אושה
שיר השירים רבה ב ה,אושא,אושה
שיר השירים רבה ב ה,אושא,אושה
שיר השירים רבה ב ה,אושא,אושה
שיר השירים רבה ב ה,באושא,אושה
גיטין ו ב,בגבעה,גבעה
מגילה כה ב,בגבעה,גבעה
מגילה ד א,בגבעה,גבעה
תענית ה ב,בגבעה,גבעה
תענית ה ב,גבעה,גבעה
תלמוד ירושלמי הוריות ג ד,בגבעה,גבעה
תלמוד ירושלמי מגילה א ט,בגבעה,גבעה
תלמוד ירושלמי מגילה א א,בגבעה,גבעה
תלמוד ירושלמי יומא א א,בגבעה,גבעה
תוספתא סוטה יא יד,גבעה,גבעה
תוספתא מגילה ג לג,גבעה,גבעה
סדר עולם רבה,גבעה,גבעה
בראשית רבה פב ד,בגבעה,גבעה
בראשית רבה עג ה,בגבעה,גבעה
בראשית רבה סה כ,בגבעה,גבעה
בכורות נה א,יריחו,יריחו
בכורות נה א,יריחו,יריחו
מנחות עא א,יריחו,יריחו
מנחות עא א,יריחו,יריחו
סנהדרין קיג א,ירחו,יריחו
סנהדרין קיג א,יריחו,יריחו
סנהדרין קיג א,יריחו,יריחו
סנהדרין קיג א,יריחו,יריחו
סנהדרין קיג א,יריחו,יריחו
סנהדרין קיג א,יריחו,יריחו
סנהדרין יא א,ביריחו,יריחו
סוטה מח ב,ביריחו,יריחו
סוטה מח ב,ביריחו,יריחו
סוטה מו ב,יריחו,יריחו
סוטה לג ב,יריח',יריחו
תענית כז ב,ביריחו,יריחו
תענית כז ב,ליריחו,יריחו
תענית כז ב,ביריחו,יריחו
תענית כז ב,ביריחו,יריחו
תענית יד א,יריחו,יריחו
ראש השנה כא א,מיריחו,יריחו
ראש השנה כא א,ביריחו,יריחו
פסחים נו ב,ירחו,יריחו
פסחים נו ב,ירחו,יריחו
פסחים נו ב,ירחו,יריחו
פסחים נו ב,יריחו,יריחו
פסחים נו ב,יריחו,יריחו
פסחים נו ב,יריחו,יריחו
פסחים נח א,יריחו,יריחו
פסחים נו ב,יריחו,יריחו
ברכות נה ב,דיריחו,יריחו
ברכות נד ב,יריחו,יריחו
ברכות נד ב,יריחו,יריחו
ברכות נד א,יריחו,יריחו
ברכות לז ב,ביריחו,יריחו
תלמוד ירושלמי הוריות ג ח,ביריחו,יריחו
תלמוד ירושלמי עבודה זרה ג א,ביריחו,יריחו
תלמוד ירושלמי סנהדרין י ו,יריחו,יריחו
תלמוד ירושלמי סנהדרין י ו,יריחו,יריחו
תלמוד ירושלמי סנהדרין ו ב,יריחו,יריחו
תלמוד ירושלמי סנהדרין ו ב,יריחו,יריחו
תלמוד ירושלמי סוטה ט טו,ביריחו,יריחו
תלמוד ירושלמי סוטה ט יב,ביריחו,יריחו
תלמוד ירושלמי נדרים ז ה,ביריחו,יריחו
תלמוד ירושלמי מועד קטן ב ד,יריחו,יריחו
תלמוד ירושלמי תענית ד ב,מיריחו,יריחו
תלמוד ירושלמי תענית ד ב,יריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ה ג,מיריחו,יריחו
תלמוד ירושלמי סוכה ד ה,ליריחו,יריחו
תלמוד ירושלמי פסחים ד א,מיריחו,יריחו
תלמוד ירושלמי פסחים ד א,יריחו,יריחו
תלמוד ירושלמי שבת א ז,יריחו,יריחו
תלמוד ירושלמי שביעית ט ג,מיריחו,יריחו
תלמוד ירושלמי שביעית ט ב,יריחו,יריחו
תלמוד ירושלמי ברכות ט ה,שליריחו,יריחו
תלמוד ירושלמי ברכות ט ה,שליריחו,יריחו
תלמוד ירושלמי ברכות ה א,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה תמיד ג ח,יריחו,יריחו
משנה מנחות י ח,יריחו,יריחו
משנה פסחים ד ח,יריחו,יריחו
תוספתא ערכין ב ח,יריחו,יריחו
תוספתא זבחים יא יז,יריחו,יריחו
תוספתא סנהדרין יד ו,יריחו,יריחו
תוספתא סנהדרין יד ז,יריחו,יריחו
תוספתא סנהדרין יד ו,יריחו,יריחו
תוספתא בבא קמא ח יט,יריחו,יריחו
תוספתא פסחים ג יט,יריחו,יריחו
תוספתא ביכורים א ה,יריחו,יריחו
תוספתא בכורות ז ד,יריחו,יריחו
תוספתא שביעית ז יב,יריחו,יריחו
תוספתא סוטה ח ב,יריחו,יריחו
תוספתא שביעית ז י,יריחו,יריחו
תוספתא סוטה יג ג,יריחו,יריחו
תוספתא ברכות ד טו,יריחו,יריחו
תוספתא מנחות יג כ,יריחו,יריחו
רות רבה,ליריחו,יריחו
רות רבה,יריחו,יריחו
רות רבה,יריחו,יריחו
שיר השירים רבה ח יא,ביריחו,יריחו
רות רבה,יריחו,יריחו
רות רבה,ויריחו,יריחו
שיר השירים רבה ח י,ביריחו,יריחו
שיר השירים רבה ח יא,ביריחו,יריחו
שיר השירים רבה ד יא,ויריחו,יריחו
שיר השירים רבה ב ב,יריחו,יריחו
איכה רבה א נב,יריחו,יריחו
בראשית רבה צט ג,יריחו,יריחו
בראשית רבה פה יד,ביריחו,יריחו
בראשית רבה פה יד,שליריחו,יריחו
בראשית רבה מז י,יריחו,יריחו
בראשית רבה מא א,מיריחו,יריחו
סוטה יא א,רעמסס,פי רעמסס
סוטה יא א,רעמסס,פי רעמסס
סדר עולם רבה,רעמסס,פי רעמסס
סדר עולם רבה,רעמסס,פי רעמסס
שיר השירים רבה ב א,לרעמסס,פי רעמסס
בראשית רבה צח ב,לרעמסס,פי רעמסס
קידושין נז ב,ביפו,יפו
נדרים ל ב,ליפו,יפו
נדרים ל ב,ליפו,יפו
תלמוד ירושלמי נדרים ג ו,ליפו,יפו
תלמוד ירושלמי נדרים ג ו,ליפו,יפו
תלמוד ירושלמי יומא ג י,יפו,יפו
תלמוד ירושלמי יומא ג י,יפו,יפו
תלמוד ירושלמי שקלים ו ג,יפו,יפו
סנהדרין מה א,העי,עי
תלמוד ירושלמי סוטה ז ה,בעי,עי
סדר עולם רבה,עי,עי
בראשית רבה לט טז,בעיי,עי
בראשית רבה לט טז,בעיי,עי
בראשית רבה לט טז,בעיי,עי
נידה סט ב,אלכסנדרי',אלכסנדריה
נידה ל ב,אלכסנדרס,אלכסנדריה
ערכין יא א,מאלכסנדריא,אלכסנדריה
ערכין י ב,מאלכסנדריא,אלכסנדריה
מנחות קי א,לאלכסנדריא,אלכסנדריה
מנחות קט ב,לאלכסנדריא,אלכסנדריה
מנחות קט ב,לאכסנדריא,אלכסנדריה
סנהדרין קיא ב,לאלכסנדריא,אלכסנדריה
סנהדרין קז ב,אלכסנדריא,אלכסנדריה
סנהדרין לג א,מאלכסנדריא,אלכסנדריה
סנהדרין צג א,מאלכסנדריא,אלכסנדריה
בבא מציעא קד א,אלכסנדריא,אלכסנדריה
גיטין נז ב,באלכסנדריא,אלכסנדריה
סוטה מז א,אלסכנדריא,אלכסנדריה
כתובות כה א,אלכסנדריא,אלכסנדריה
יבמות פ א,באלסכנדריא,אלכסנדריה
יומא נא ב,אלכסנדריה,אלכסנדריה
שבת כו א,אלסכנדריא,אלכסנדריה
תלמוד ירושלמי סנהדרין ו ד,לאכסנדריאה,אלכסנדריה
תלמוד ירושלמי כתובות ד ו,באלכסנדריאה,אלכסנדריה
תלמוד ירושלמי כתובות ב ז,באלכסנדריאה,אלכסנדריה
תלמוד ירושלמי יבמות טו ג,באלכסנדריאה,אלכסנדריה
תלמוד ירושלמי חגיגה ב ב,לאלכסנדריאה,אלכסנדריה
תלמוד ירושלמי מגילה א ג,לאלכסנדריאה,אלכסנדריה
תלמוד ירושלמי תענית ב ח,לאלכסנדריאה,אלכסנדריה
תלמוד ירושלמי סוכה ה א,אכסנדריאה,אלכסנדריה
תלמוד ירושלמי יומא ו ג,לאלכסנדריאה,אלכסנדריה
תלמוד ירושלמי יומא ג יא,מאלכסנדריאה,אלכסנדריה
תלמוד ירושלמי יומא ג יא,מאלכסרדריאה,אלכסנדריה
תלמוד ירושלמי שקלים ה א,מאלכסנדריאה,אלכסנדריה
ערכין לב ב,קדש,קדש
מכות ט ב,כמקדש,קדש
מכות ט ב,לקדש,קדש
מכות ט ב,לקדש,קדש
מכות ט ב,קדש,קדש
שבת פט א,קדש,קדש
שבת פט א,קדש,קדש
תלמוד ירושלמי מכות ב ד,לקדש,קדש
תלמוד ירושלמי מכות ב ד,קדש,קדש
תלמוד ירושלמי מכות ב ד,קדש,קדש
תלמוד ירושלמי מכות ב ד,קדש,קדש
תוספתא מכות ג ג,קדש,קדש
תוספתא מכות ג ב,קדש,קדש
תוספתא מכות ג ב,קדש,קדש
תוספתא מכות ג ב,קדש,קדש
סדר עולם רבה,קדש,קדש
בראשית רבה מ ד,לקדש,קדש
בראשית רבה מ ד,לקדש,קדש
תלמוד ירושלמי שביעית ו א,סוסיתא,היפוס
תלמוד ירושלמי דמאי ב א,סוסיתה,היפוס
תוספתא שביעית ד י,סוסיתא,היפוס
תוספתא אהלות יח ד,סוסיתא,היפוס
שיר השירים רבה ב ב,סוסיתה,היפוס
איכה רבה א נב,סוסיתא,היפוס
בראשית רבה לב ט,לסוסיתא,היפוס
בראשית רבה לא יג,לסוסיתא,היפוס
שיר השירים רבה ב ב א,מפדן ארם,חרן
ספר יהודית ה,בפדן ארם,חרן
ספר יהודית ב,פדן ארם,חרן
סדר עולם רבה,חרן,חרן
סדר עולם רבה,חרן,חרן
סדר עולם רבה,חרן,חרן
בראשית רבה נט י,בחרן,חרן
בראשית רבה לט ח,לחרן,חרן
נידה כ א,סכני,סכנין
סנהדרין לב ב,לסיכני,סכנין
תענית יז א,בסיכני,סכנין
ביצה כז א,בסכני,סכנין
תלמוד ירושלמי פאה ז ד,בסיכנין,סכנין
תוספתא תענית א יג,סכנין,סכנין
ויקרא רבה לו ד,דסיכנין,סכנין
בראשית רבה א ב,דסכ',סכנין
ויקרא רבה לד ח,בסיכנין,סכנין
ויקרא רבה כו א,דסכנין,סכנין
ויקרא רבה כו ח,דסכנין,סכנין
ויקרא רבה כו ז,דסיכנין,סכנין
ויקרא רבה יח א,דסיכנין,סכנין
ויקרא רבה ל ז,דסיכנין,סכנין
ויקרא רבה יח א,דסכני,סכנין
ויקרא רבה כז י,דסכני,סכנין
ויקרא רבה י ה,דסיכנין,סכנין
ויקרא רבה כ ט,דסיכנין,סכנין
ויקרא רבה כו ב,דסיכנין,סכנין
ויקרא רבה ט ט,דסיכנין,סכנין
ויקרא רבה ח ד,דסיכנין,סכנין
ויקרא רבה ז א,דסיכנין,סכנין
ויקרא רבה כא י,דסיכנין,סכנין
ויקרא רבה ה ה,סכני,סכנין
ויקרא רבה ד ב,דסנין,סכנין
ויקרא רבה כה ד,דסיכני,סכנין
ויקרא רבה ב ו,דסיכני,סכנין
ויקרא רבה כו ז,דסנין,סכנין
בראשית רבה ק ז,דסכנין,סכנין
ויקרא רבה א ה,דסיכני,סכנין
ויקרא רבה כד ט,דסיכני,סכנין
ויקרא רבה כד ו,דסיכני,סכנין
ויקרא רבה יח ה,דסיכני,סכנין
ויקרא רבה כ י,דסיכני,סכנין
ויקרא רבה ז א,דסיכני,סכנין
ויקרא רבה א ג,דסיכנין,סכנין
בראשית רבה ק ז,דסכנין,סכנין
בראשית רבה צה ו,דסכנין,סכנין
בראשית רבה פח ד,דסכנין,סכנין
בראשית רבה עט ז,דסכנין,סכנין
בראשית רבה פ ה,דסמ',סכנין
בראשית רבה סח יב,דסכנין,סכנין
בראשית רבה סח יב,דסכנין,סכנין
בראשית רבה סו ב,דסכנין,סכנין
בראשית רבה פ ה,דסכ',סכנין
בראשית רבה נד ד,דסכ',סכנין
בראשית רבה צא יא,דסכנין,סכנין
בראשית רבה מד יז,דסכנין,סכנין
בראשית רבה ע ו,דסכנין,סכנין
בראשית רבה מד יב,דסכנין,סכנין
בראשית רבה מב א,דסכנין,סכנין
בראשית רבה נו ט,דסכנין,סכנין
בראשית רבה לג ג,דסכנין,סכנין
בראשית רבה פט ו,דסכ',סכנין
בראשית רבה כג ג,דסכ',סכנין
בראשית רבה יז ב,דסכנין,סכנין
בראשית רבה ק ד,דסכני',סכנין
בראשית רבה טז ג,דסכני',סכנין
בראשית רבה טו ז,דסכני',סכנין
בראשית רבה פ ה,דסכ',סכנין
בראשית רבה נה ה,דסכ',סכנין
בראשית רבה פו ג,דסכ',סכנין
בראשית רבה יט ד,דסכ',סכנין
בראשית רבה לד ט,דסכ',סכנין
בראשית רבה עג יב,דסכ',סכנין
בראשית רבה ע ז,דסכ',סכנין
בראשית רבה עה א,דסכ',סכנין
בראשית רבה כב ז,דסכ',סכנין
בראשית רבה כב ה,דסכ',סכנין
בראשית רבה כב ט,דסכ',סכנין
בראשית רבה יז ה,דסכ',סכנין
בראשית רבה ח ז,דסכ',סכנין
בראשית רבה כ ד,דסכ',סכנין
בראשית רבה טז ג,דסכ',סכנין
בראשית רבה יח ב,דסכ',סכנין
ערכין כב ב,לאנטוכ',אנטיוכיה
סנהדרין צו ב,אנטוכיא,אנטיוכיה
גיטין מד ב,שבאנטוכיא,אנטיוכיה
כתובות פח א,באנטוכיא,אנטיוכיה
כתובות סז א,אנטוכיאה,אנטיוכיה
יבמות קכב א,באנטוכיא,אנטיוכיה
יבמות קכב א,לאנטוכיא,אנטיוכיה
מועד קטן כח ב,לאנטוכיא,אנטיוכיה
עירובין סב ב,כאנטוכיא,אנטיוכיה
שבת נג ב,אנטוכיא,אנטיוכיה
תלמוד ירושלמי הוריות ג ו,אנטוכיא,אנטיוכיה
תלמוד ירושלמי סנהדרין י ג,שלאנטוכיא,אנטיוכיה
תלמוד ירושלמי סנהדרין י ג,שלאנטוכיא,אנטיוכיה
תלמוד ירושלמי סוטה ט יב,באנטוכיא,אנטיוכיה
תלמוד ירושלמי תענית ג ד,כאנטוכיא,אנטיוכיה
תלמוד ירושלמי שקלים ו ג,שלאנטוכיה,אנטיוכיה
סנהדרין צד ב,אנטיפטרס,אנטיפטריס
גיטין עו ב,אנטיפטרס,אנטיפטריס
גיטין עו ב,לאנטיפטרס,אנטיפטריס
יבמות סב ב,אנטיפרס,אנטיפטריס
תלמוד ירושלמי בבא מציעא ז יא,ואנטיפטרס,אנטיפטריס
תלמוד ירושלמי מגילה א א,אנטיפטרס,אנטיפטריס
תלמוד ירושלמי תענית ד ו,אנטיפריס,אנטיפטריס
משנה גיטין ז ז,אנטיפטרס,אנטיפטריס
תוספתא גיטין ה ז,אנטיפטרס,אנטיפטריס
תוספתא גיטין ה ז,אנטיפטרס,אנטיפטריס
תוספתא דמאי א יא,אנטיפטרס,אנטיפטריס
רות רבה,אנטיפרס,אנטיפטריס
שיר השירים רבה ד יא,אטריפס,אנטיפטריס
שיר השירים רבה א טז,אטריפס,אנטיפטריס
קהלת רבה יא ו,אנטיפטרס,אנטיפטריס
איכה רבה ב ד,אנטיפטרס,אנטיפטריס
בראשית רבה סא ג,אנטיפרס,אנטיפטריס
בראשית רבה לז ד,חרים,אדסה
בראשית רבה לז ד,עמ' 346,נציבין
סנהדרין לב ב,לנציבין,נציבין
קידושין עב א,ונציבין,נציבין
קידושין יא א,בנציבין,נציבין
יבמות קח ב,בנציבין,נציבין
יבמות קח ב,בנציבין,נציבין
יבמות קב א,לנציבין,נציבין
תלמוד ירושלמי סנהדרין ח ד,לנציבין,נציבין
תלמוד ירושלמי כתובות ה ג,לנציבין,נציבין
תלמוד ירושלמי יבמות יב א,לנציבין,נציבין
תלמוד ירושלמי ברכות ג ד,בנציבין,נציבין
תוספתא כתובות ה א,נציבין,נציבין
תוספתא יבמות יב יא,נציבין,נציבין
בראשית רבה לז ד,ונציבין,נציבין
"יומא י ע""א",קטיספון,קטסיפון
בראשית רבה לז ד,עמ' 346,קטסיפון
ראש השנה י א,קטיספון,קטסיפון
ויקרא רבה ה ג,קטיספון,קטסיפון
תלמוד ירושלמי דמאי ב א,בורכדון,בירות
תוספתא דמאי ב א,בורו,בירות
תלמוד ירושלמי דמאי ב א,נבי,נווה
תוספתא שביעית ד ח,נוה,נווה
שיר השירים רבה ב ב,לטוה,נווה
איכה רבה א נב,נוה,נווה
ויקרא רבה לד ט,דנוה,נווה
בראשית רבה מה ז,דחולצה,חלוצה
תלמוד ירושלמי שביעית ט ב,חשבון,אסבוס
תלמוד ירושלמי שביעית ו א,חשבון,אסבוס
תלמוד ירושלמי שביעית ו א,חשבון,אסבוס
תוספתא שביעית ז יא,חשבון,אסבוס
תוספתא שביעית ד יא,חשבון,אסבוס
בראשית רבה פא ד,במחצור,חצור
בראשית רבה מ ד,לחצור,חצור
קהלת רבה ו ג,ביזרעאל,יזרעאל
בראשית רבה צח יב,יזרעאל,יזרעאל
מכות ה א,בסורא,סורא
שבת פג ב,עקרון,עקרון
שבת פג ב,עקרון,עקרון
חולין קכז א,נרש,נרש
חולין קכז א,דינרש,נרש
עבודה זרה יא ב,בבורסיף,בורסיפה
סנהדרין קט א,ובורסייף,בורסיפה
סנהדרין קט א,בורסייף,בורסיפה
קידושין עב א,בורסיף,בורסיפה
קידושין עב א,דבירצוף,בורסיפה
יומא לד א,ובורסי,בורסיפה
יומא לד א,בורסי,בורסיפה
ראש השנה י א,דבורסיף,בורסיפה
בראשית רבה לח יא,בולסיף,בורסיפה
בראשית רבה לח יא,בורסיף,בורסיפה
"יומא י ע""א",פרת דבורסיף,בורסיפה
סדר עולם רבה,תרצה,תרזה
תלמוד ירושלמי דמאי ב א,בית גוברין,בית גוברין
תוספתא אהלות יח טז,מבית גוברין,בית גוברין
ויקרא רבה יז ה,דבית גוברין,בית גוברין
בראשית רבה סז ו,בית גוברין,בית גוברין
בראשית רבה ס ז,דבית גוברין,בית גוברין
בראשית רבה מב ו,אליוותרופוליס,בית גוברין
בראשית רבה מב ו,אליוותרופוליס,בית גוברין
בכורות נו א,מדן,דן
סנהדרין צו א,לדן,דן
סנהדרין צו א,בדן,דן
סנהדרין צו א,לדן,דן
סנהדרין צד ב,מדן,דן
שבת נז ב,בדן,דן
תלמוד ירושלמי סנהדרין א ב,מדן,דן
תלמוד ירושלמי סנהדרין א ב,מדן,דן
סדר עולם רבה,דן,דן
רות רבה,מרשה,מרשה
תלמוד ירושלמי סנהדרין ו ב,ערד,ערד
עבודה זרה ט ב,לשפרעם,שפרעם
סנהדרין יד ב,לשפרעם,שפרעם
ביצה לא ב,משפרעם,שפרעם
ביצה לא ב,לשפרעם,שפרעם
תוספתא מקוואות ו ב,שפרעם,שפרעם
תוספתא מקוואות ו ב,שפרעם,שפרעם
סנהדרין כ ב,תפסח,תפסאקוס
סנהדרין כ ב,תפסח,תפסאקוס
תלמוד ירושלמי כתובות ב ה,בקסוסנון,סגונטום
תלמוד ירושלמי כתובות ב ה,בקסוסנון,סגונטום
סנהדרין קב א,גת,גת
תלמוד ירושלמי קידושין ב ה,מבית שאן,בית שאן
תלמוד ירושלמי כתובות ז ז,מבית שן,בית שאן
תלמוד ירושלמי דמאי ב א,בבית שן,בית שאן
תלמוד ירושלמי דמאי ב א,בית שן שאן,בית שאן
תלמוד ירושלמי דמאי ב א,בית שן שאן,בית שאן
תלמוד ירושלמי גיטין א ה,בבית שאן,בית שאן
עירובין ב א,בית שאן,בית שאן
חולין א א,בבית שאן,בית שאן
חולין א א,בבית שאן,בית שאן
תוספתא עבודה זרה ח ח,בבית שן,בית שאן
קהלת רבה א יח א,מבית שאן,בית שאן
משנה עבודה זרה ד יב,בבית שאן,בית שאן
משנה עבודה זרה א ד,בבית שאן,בית שאן
בראשית רבה צח כ,בית שאן,בית שאן
בראשית רבה צח יז,ביישן,בית שאן
בראשית רבה לג ה,בית שאן,בית שאן
בראשית רבה כ יב,מבית שאן,בית שאן
בראשית רבה יט א,מבית שן,בית שאן
בראשית רבה ט ה,בית שאן,בית שאן
בראשית רבה צד ט,גרם,גרש
בראשית רבה לז א,עמ' 344;,טרסוס
בראשית רבה לז ו,עמ' 348,חומס
תלמוד ירושלמי מגילה א יא,חמץ,חומס
ויקרא רבה ה ג,חמת,חומס
בראשית רבה לג ה,בגינזק,גנזך
בראשית רבה לז ו,עמ' 348,ארדוס
תלמוד ירושלמי תענית ד ו,בית שמש,בית שמש
תלמוד ירושלמי מגילה א א,בית שמש,בית שמש
איכה רבה ב ד,בית שמש,בית שמש
סנהדרין י א,באר שבע,באר שבע
שיר השירים רבה א יב א,בבאר שבע,באר שבע
בראשית רבה פה יב,בבאר שבע,באר שבע
בראשית רבה סט ז,בבאר שבע,באר שבע
בראשית רבה סח ה,לבאר שבע,באר שבע
בראשית רבה סח ה,מבאר שבע,באר שבע
בראשית רבה סד ח,בבאר שבע,באר שבע
תלמוד ירושלמי סנהדרין י ב,ברמותגלעד,רמות גלעד
סנהדרין י ב,ברמות גלעד,רמות גלעד
תוספתא סוטה יב ב,לרמות גלעד,רמות גלעד
סדר עולם רבה כח,ברמות גלעד,רמות גלעד
סדר עולם רבה יח,ברמות גלעד,רמות גלעד
תוספתא סוטה יא יג,בבית לחם,בית לחם
רות רבה ב ד,לבית לחם,בית לחם
רות רבה ב ב,מבית לחם,בית לחם
ספרי דברים שנב,בית לחם,בית לחם
ספרי דברים שנב,בית לחם,בית לחם
סדר עולם רבה יב,מבית לחם,בית לחם
תלמוד ירושלמי שקלים ו ב,בקרית יערים,קרית יערים
תלמוד ירושלמי שביעית ט ב,ובית בעל מעון,בית בעל מעון
תוספתא שביעית ז יא,ובית בעל מעון,בית בעל מעון
"יומא י ע""א",ניפר,ניפור
"יומא י ע""א",סליק,כירכוך
"יומא י ע""א",כשכר,כשכר
"יומא י ע""א",אורך,ארך
בראשית רבה לז א,עמ' 344,דרדנוס
תלמוד ירושלמי מגילה י יא,ודרדנייה,דרדנוס
בראשית רבה לז א,ודרדניא,דרדנוס
בראשית רבה צח יב,נעים,הירקניה
בראשית רבה צח יב,ותבור,הירקניה
תלמוד ירושלמי מגילה א יא,רודוס,רודוס
תלמוד ירושלמי יבמות ח ב,ברודוס,רודוס
ערכין יד א,המחוז,מעוז
משנה ערכין ג ב,מחוז,מעוז
תוספתא ערכין ב ח,מחוז,מעוז
סיפרא,מחוז,מעוז
בראשית רבה טז ג,תדבתקנה,תרביקנה
משנה ראש השנה ב ד,סרטבא,סרטבא
משנה ראש השנה ב ד,סרטבא,סרטבא
תוספתא ראש השנה א יז,סרטבא,סרטבא
נידה כ א,יודפת,יודפת
משנה ערכין ט ו,ידפת,יודפת
סיפרא,ידפת,יודפת
עבודה זרה נח א,ומחוזא,חולת המרכז
ספרי דברים ו,עמ' 14,קלירוהי
בראשית רבה לז ו,עמ' 348,קלירוהי
משנה יומא ו ח,בית חרורו,בית חידודו
תוספתא זבים א י,כמגדיון,גד יוון
משנה זבים א ה,כמגד יוון,גד יוון
משנה זבים א ה,גד יון,גד יוון
כתובות ח א,ציון,ציון
סוכה כו א,ציון,ציון
ברכות נח ב,ציון,ציון
תלמוד ירושלמי סוטה ח א,בציון,ציון
תלמוד ירושלמי סוטה ז ז,בציון,ציון
תלמוד ירושלמי מגילה ג ו,ציון,ציון
תלמוד ירושלמי תענית ד ב,ציון,ציון
תלמוד ירושלמי תענית ב ב,ציון,ציון
תלמוד ירושלמי יומא ז א,בציון,ציון
תלמוד ירושלמי שקלים ו ב,בציון,ציון
סנהדרין ו א,פיגא,פיגיאה
בבא בתרא עה א,ופימה,פיגיאה
משנה פרה ח י,פיגא,פיגיאה
משנה מנחות י ב,עין סוכר,עין שחר
ערכין יא א,שילוח,שילוח
זבחים קיג ב,לשילוח,שילוח
סנהדרין סג ב,לשילוח,שילוח
יומא כא ב,לשילוח,שילוח
יומא כא א,לשילוח,שילוח
תלמוד ירושלמי חגיגה א א,השילוח,שילוח
תלמוד ירושלמי חגיגה א א,ושילוח,שילוח
תלמוד ירושלמי תענית ב א,שילוח,שילוח
תלמוד ירושלמי סוכה ה ה,שילוח,שילוח
תלמוד ירושלמי פסחים ו א,שילוח,שילוח
משנה פרה ג ב,שילוח,שילוח
משנה זבים א ה,שילוח,שילוח
משנה סוכה ד י,שילוח,שילוח
משנה סוכה ד ט,שילוח,שילוח
תוספתא זבים א י,שילוח,שילוח
תוספתא פרה ט ב,שילוח,שילוח
תוספתא ערכין ב ו,שילוח,שילוח
תוספתא תענית א ח,שילוח,שילוח
סיפרא,שילוח,שילוח
תלמוד ירושלמי יומא ג י,מעיטם,עין עיטם
תלמוד ירושלמי יומא ג י,מעיטם,עין עיטם
איכה רבה ד ז,החינוס,עין עיטם
סדר עולם רבה,חצרות,חצרות
סדר עולם רבה,חצרות,חצרות
סנהדרין ו א,קרמיון,קרמיון
בבא בתרא עה א,קדרון,קרמיון
משנה פרה ח י,קרמיון,קרמיון
זבחים קד ב,בירה,הבירה
זבחים קד ב,ובירה,הבירה
בראשית רבה נח ד,וקרית ארבע,קרית ארבע
סדר עולם רבה ה,לפיהחירות,פי החירות
מסכת כלה רבתי ז א,פי החירות,פי החירות
ספרי דברים ב,ומק' הת',קברות התאווה
ספרי דברים ב,לקב' התא',קברות התאווה
סדר עולם רבה ח,מקברות התאוה,קברות התאווה
סדר עולם רבה ח,לקברות התאוה,קברות התאווה
סדר עולם רבה א,באילוני ממרא,אלוני ממרא
משנה ראש השנה ב ד,גרפינא,גרפינא
משנה ראש השנה ב ד,גרפינא,גרפינא
תוספתא ראש השנה א יז,גרפינא,גרפינא
חולין ו א,גריזים,הר גריזים
עבודה זרה כז א,גריזים,הר גריזים
סוטה לח א,גריזים,הר גריזים
