level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,refs
The Calendar,Specific Holidays,Purim,Reading of the Megillah,The Time of the Reading,The Reading in the Second Month of Adar,,,,,,
The Calendar,Specific Holidays,Purim,Torah Reading on Purim,,,,,,,,
The Calendar,Specific Holidays,Purim,The Purim Feast and the Mitzvah of Joy,,,,,,,,
The Calendar,Specific Holidays,Purim,The Purim Feast and the Mitzvah of Joy,The Timing,,,,,,,
The Calendar,Specific Holidays,Purim,The Purim Feast and the Mitzvah of Joy,The Meal Itself,,,,,,,
The Calendar,Specific Holidays,Purim,Sending of Food to Others,,,,,,,,
The Calendar,Specific Holidays,Purim,Holiday Gifts of Charity,,,,,,,,
The Calendar,Specific Holidays,Purim,Holiday Gifts of Charity,The Requirement,,,,,,,
The Calendar,Specific Holidays,Purim,Holiday Gifts of Charity,Uses,,,,,,,
The Calendar,Specific Holidays,Purim,"Purim as a Holiday; Recitation of ""Hallel""",,,,,,,,
The Calendar,Specific Holidays,Purim,"Purim as a Holiday; Recitation of ""Hallel""",Purim as a Holiday,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,,,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,"Celebration of the First of the Month, as a Holiday",,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,"Blessing of the Month, in Prayer",,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Publicizing the New Month,,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Publicizing the New Month,Torches,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Publicizing the New Month,Messengers,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Reading of the Torah for the First of the Month,,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Reading of the Torah for the First of the Month,The Torah Reading,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Hallel-Prayer,,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Hallel-Prayer,Role of Hallel,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Hallel-Prayer,Procedure,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Hallel-Prayer,The Hallel of Pesach Night,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Special Prayers on the first of the Month,,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Special Prayers on the first of the Month,Prayers,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Special Offerings for the New Month,,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Special Offerings for the New Month,The korbanot,,,,,,,
The Calendar,Specific Holidays,Rosh Chodesh - First of the Month,Special Offerings for the New Month,The goat brought as a korban chatat,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Special Celebrations,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Chol haMoed: Beyond the Laws,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Non-Work Acts Which May Be Prohibited on the Intermediate Days,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Court and Legal Functions,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Laundering,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Shaving and Hair-Cutting,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,General Issues of Work/Business on Intermediate Days of Holidays,,,,,,,,
The Calendar,Specific Holidays,Chol HaMoed - Intermediate Days of Holidays,Types of Work/Business,,,,,,,,
The Calendar,Specific Holidays,Second Day of Holidays in Exile,,,,,,,,,
The Calendar,Specific Holidays,Second Day of Holidays in Exile,Adding the Day,,,,,,,,
The Calendar,Topics in Celebration of Holidays,,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Mitzvah of Ascension to Jerusalem for Holidays,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Mitzvah of Ascension to Jerusalem for Holidays,The Requirement,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Ascending to Jerusalem for Holidays: Beyond the Law,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Miscellaneous Information on Ascending to Jerusalem for Holidays and Returning,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Who Is [not] Required in Showing himself in the Temple,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Offering when Showing himself in the Temple,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Offering when Showing himself in the Temple,Bringing the Offering,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Celebratory Offerings for the Holiday [Shalmei Chagigah],,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Celebratory Offerings for the Holiday [Shalmei Chagigah],The Holiday Offering,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Celebratory Offerings of Joy [Shalmei Simchah],,,,,,,,
The Calendar,Topics in Celebration of Holidays,Going to Israel on Holidays; Temple Offerings of Holidays,Celebratory Offerings of Joy [Shalmei Simchah],The Mitzvah of Joy,,,,,,,
The Calendar,Topics in Celebration of Holidays,Preparation for Holidays,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Preparation for Holidays,Legal Issues,,,,,,,,
The Calendar,Topics in Celebration of Holidays,The Day following a Holiday,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Torah Readings for Holidays,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Torah Readings for Holidays,General Rules of These Readings,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Torah Readings for Holidays,Readings of Pesach,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Torah Readings for Holidays,Readings of Shavuot,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Torah Readings for Holidays,Readings of Succot,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mitzvah of Joy on Holidays,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mitzvah of Joy on Holidays,The Mitzvah,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mitzvah of Joy on Holidays,Related Issues,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mitzvah of Honoring the Holidays,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mourning on Holidays & Intermediate Days,,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mourning on Holidays & Intermediate Days,Holidays,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mourning on Holidays & Intermediate Days,Chanukah and Purim,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mourning on Holidays & Intermediate Days,On the First of the Month,,,,,,,,
The Calendar,Topics in Celebration of Holidays,Mourning on Holidays & Intermediate Days,Intermediate Days of Holidays,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,,,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Beyond the Laws,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Punishments,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,"Allowing Melachah which is not a Yom Tov necessity [""Mitoch""]",,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,"""Shevut"" [Rabbinic Prohibitions] on Holidays",,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Work On the Rabbinically Instituted Second Day of Holidays,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Specific Forms of Work,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,"Writing, and Business",,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Transport [Hotzaah],,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Coloring and Spilling Blood/Killing,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Selecting items from a mixture,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Uprooting,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Grinding,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Tying Knots,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Threshing,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Forbidden Work,Miscellaneous,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Use of Items which Become Available on Holidays,,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Use of Items which Become Available on Holidays,General Issues,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Use of Items which Become Available on Holidays,Cases,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Use of Items which Become Available on Holidays,Regarding the Rabbinic Second Day of Holidays,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Work to Produce Food,,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Work to Produce Food,Defining Permissible Work for Consumption,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Work to Produce Food,Specific Forms of Work,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Work to Produce Food,Preparation for a Weekday,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Work to Produce Food,"The ""Hoil"" Principle-  Allowing preparation, because the prepared item could be used today for some purpose",,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,Work to Produce Food,Preparing for Shabbat,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,"Food Prepared for Holidays, to Permit Certain Acts to Prepare for Shabbat",,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,"Food Prepared for Holidays, to Permit Certain Acts to Prepare for Shabbat",The Eruv Tavshilin,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,"Food Prepared for Holidays, to Permit Certain Acts to Prepare for Shabbat",Creating an Eruv Tavshilin,,,,,,,,
The Calendar,Work Forbidden on Certain Holidays,"Food Prepared for Holidays, to Permit Certain Acts to Prepare for Shabbat",What if one forgot to create an Eruv Tavshilin,,,,,,,,
Acts of Kindness / Social Issues,,,,,,,,,,,
Acts of Kindness / Social Issues,General Issues,,,,,,,,,,
Acts of Kindness / Social Issues,General Issues,Beyond the Laws,,,,,,,,,
Acts of Kindness / Social Issues,General Issues,Beyond the Laws,On the Value of Generous Behavior,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,,,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,What is Returned,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,How to Return It,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,Issues Dependent on the Returner,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,Issues Dependent on the Owner,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,Issues of the Location of the Object,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,Issues of the Type of Property,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,Compensation for the Returner,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,General Cases and Rules of Return,Miscellaneous Cases Associated with Returning Objects,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Returning Lost Objects: Beyond the Law,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,General Use of Signs,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,Use of Signs for a Lost Object,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,Signs in Identifying a Dead Body,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,Conflicting Claims on an Object,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,Types of Signs,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,Items inside Walls,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,[Non-]Identifiable Food,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Use of Identification Signs in Claiming the Object,Other [Non-]Identifiable Items,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Determining the Owner's Mindset in Giving Up Hope and Ownership,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Determining the Owner's Mindset in Giving Up Hope and Ownership,Rules,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Determining the Owner's Mindset in Giving Up Hope and Ownership,Specific Cases,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Announcing a Discovered Object,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Announcing a Discovered Object,How to Announce,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Announcing a Discovered Object,Where to Announce,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Announcing a Discovered Object,Other rules,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Treatment and Use of a Discovered Object,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Treatment and Use of a Discovered Object,Profiting from the Object and Selling It,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Treatment and Use of a Discovered Object,Responsibility,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Returning Lost Objects,Treatment and Use of a Discovered Object,Treatment,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Aspects of the Mitzvah,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Levels of philanthropy,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Reward and Importance of philanthropy,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Reward and Importance of philanthropy,Importance of Charity,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Reward and Importance of philanthropy,Reward,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Mitzvah of Lending to the Poor,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Mitzvah of Lending to the Poor,The Mitzvah,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Mitzvah of Lending to the Poor,Related issues,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Mitzvah of philanthropy from the Court,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Official philanthropy collector [gabbai tzedakah]; Town Collections,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Official philanthropy collector [gabbai tzedakah]; Town Collections,Character,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Official philanthropy collector [gabbai tzedakah]; Town Collections,Procedures,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Official philanthropy collector [gabbai tzedakah]; Town Collections,Town Collections,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Official philanthropy collector [gabbai tzedakah]; Town Collections,Beyond the Laws,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Community Kitchen,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Community Kitchen,Rules,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,The Community Kitchen,Uses of the Communal Kitchen,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Redemption of Captives,,,,,,,,
Acts of Kindness / Social Issues,Financial Generosity,Charity,Redemption of Captives,Priorities,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,,,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Hospitality,,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Hospitality,The value of this mitzvah,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Hospitality,Conduct of a guest,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Hospitality,Miscellania,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Respecting one's Elders,,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Respecting one's Elders,Respectful Behavior,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Not Burdening Others,,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,"The Importance of Pursuing Peace, and of Household Peace",,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,"The Importance of Pursuing Peace, and of Household Peace",Chasing Peace,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,"The Importance of Pursuing Peace, and of Household Peace",Household Peace,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Visiting the Sick,,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Visiting the Sick,The Mitzvah,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Visiting the Sick,The Power of Visiting the Sick,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Visiting the Sick,The Reward,,,,,,,,
Acts of Kindness / Social Issues,Deeds of Generosity,Helping Load and Unload Animals,,,,,,,,,
Acts of Kindness / Social Issues,Thoughts of Generosity,,,,,,,,,,
Acts of Kindness / Social Issues,Thoughts of Generosity,Gratitude,,,,,,,,,
Acts of Kindness / Social Issues,Thoughts of Generosity,Judging Others Favorably,,,,,,,,,
Acts of Kindness / Social Issues,Thoughts of Generosity,Jealousy,,,,,,,,,
Acts of Kindness / Social Issues,Thoughts of Generosity,Jealousy,Law,,,,,,,,
Acts of Kindness / Social Issues,Thoughts of Generosity,Jealousy,Beyond the Law,,,,,,,,
Acts of Kindness / Social Issues,Unkind Behavior,,,,,,,,,,
Acts of Kindness / Social Issues,Unkind Behavior,Mocking Another Person,,,,,,,,,
Acts of Kindness / Social Issues,Unkind Behavior,Mocking Another Person,Specific Practices,,,,,,,,
Acts of Kindness / Social Issues,Unkind Behavior,Haughtiness,,,,,,,,,
Acts of Kindness / Social Issues,Unkind Behavior,Haughtiness,Arrogance,,,,,,,,
Acts of Kindness / Social Issues,Unkind Behavior,Haughtiness,Humility,,,,,,,,
Tort Law,,,,,,,,,,,
Tort Law,General Issues,,,,,,,,,,
Tort Law,General Issues,The philosophy behind tort law,,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Methods of Payment,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Methods of Payment,Payment via the Equivalent of Cash: Movable Items,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Methods of Payment,Collection from a Third Party,,,,,,,
Tort Law,General Issues,System of Payment for Damages,"Payment of Extra ""Kofer"" Compensation",,,,,,,,
Tort Law,General Issues,System of Payment for Damages,"Payment of Extra ""Kofer"" Compensation",The purpose of Kofer,,,,,,,
Tort Law,General Issues,System of Payment for Damages,"Payment of Extra ""Kofer"" Compensation",Procedure,,,,,,,
Tort Law,General Issues,System of Payment for Damages,"Payment of Extra ""Kofer"" Compensation",Special Cases,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Payment for Miscarriage,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Plain Damages,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Half-Damages,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Half-Damages,The Nature of Half-Damage Payment,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Half-Damages,"Paying from the Damaging Animal's Worth, or Even Above That",,,,,,,
Tort Law,General Issues,System of Payment for Damages,Payment for Pain,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Payment for Medication,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Payment for Lost Wages,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Payment for Humiliation,,,,,,,,
Tort Law,General Issues,System of Payment for Damages,Damage to an Eved,,,,,,,,
Tort Law,General Issues,Responsibility for one's property,,,,,,,,,
Tort Law,General Issues,Responsibility for one's property,For whose property am I liable?,,,,,,,,
Tort Law,General Issues,Responsibility for one's property,Extent of liability for damage one causes,,,,,,,,
Tort Law,General Classes of Damage,,,,,,,,,,
Tort Law,General Classes of Damage,Damage caused without direct action,,,,,,,,,
Tort Law,General Classes of Damage,Damage caused without direct action,"""Giri Dideih"" - The Offshoots [""Arrows""] of one's Actions",,,,,,,,
Tort Law,General Classes of Damage,Damage caused without direct action,"""Koach Kocho"" - An event catalyzed by one's actions",,,,,,,,
Tort Law,General Classes of Damage,Damage resulting indirectly from an action,,,,,,,,,
Tort Law,General Classes of Damage,Damage resulting indirectly from an action,Liability,,,,,,,,
Tort Law,General Classes of Damage,Damage resulting indirectly from an action,Cases,,,,,,,,
Tort Law,General Classes of Damage,Invisible damages,,,,,,,,,
Tort Law,General Classes of Damage,Damage to the Public,,,,,,,,,
Tort Law,General Classes of Damage,Damaging nochrim,,,,,,,,,
Tort Law,General Classes of Damage,Damaging nochrim,Theft,,,,,,,,
Tort Law,General Classes of Damage,Damaging nochrim,Damage,,,,,,,,
Tort Law,Physical Damage,,,,,,,,,,
Tort Law,Physical Damage,Murder,,,,,,,,,
Tort Law,Physical Damage,Murder,The Prohibition Against Murder,,,,,,,,
Tort Law,Physical Damage,Murder,Judgment and Punishment for Murder,,,,,,,,
Tort Law,Physical Damage,Murder,Handling a person who is attempting to Kill,,,,,,,,
Tort Law,Physical Damage,Murder,Murder by omission,,,,,,,,
Tort Law,Physical Damage,Murder,Beyond the Laws,,,,,,,,
Tort Law,Physical Damage,Suicide,,,,,,,,,
Tort Law,Physical Damage,Suicide,Purposes,,,,,,,,
Tort Law,Physical Damage,Suicide,Talmudic View of Suicide,,,,,,,,
Tort Law,Physical Damage,Rape and Seduction,,,,,,,,,
Tort Law,Physical Damage,Rape and Seduction,Rape Prevention,,,,,,,,
Tort Law,Physical Damage,Rape and Seduction,Court's Fine for Rape,,,,,,,,
Tort Law,Physical Damage,Rape and Seduction,Obligation for a Rapist to Marry His Victim,,,,,,,,
Tort Law,Physical Damage,Rape and Seduction,Court's Fine for Seduction,,,,,,,,
Tort Law,Physical Damage,Rape and Seduction,Beyond the Law,,,,,,,,
Tort Law,Physical Damage,Animals which are/aren't Considered Dangerous,,,,,,,,,
Tort Law,Physical Damage,Animals which are/aren't Considered Dangerous,The different fines,,,,,,,,
Tort Law,Physical Damage,Obstructions,,,,,,,,,
Tort Law,Physical Damage,Obstructions,General Issues,,,,,,,,
Tort Law,Physical Damage,Obstructions,Definition,,,,,,,,
Tort Law,Physical Damage,Obstructions,Off-shoots of Obstacle Damages,,,,,,,,
Tort Law,Physical Damage,Human-Caused Destruction,,,,,,,,,
Tort Law,Physical Damage,Human-Caused Destruction,General Issues,,,,,,,,
Tort Law,Physical Damage,Human-Caused Destruction,Definition,,,,,,,,
Tort Law,Physical Damage,Human-Caused Destruction,Off-Shoots,,,,,,,,
Tort Law,Physical Damage,Fire,,,,,,,,,
Tort Law,Physical Damage,Fire,General Issues,,,,,,,,
Tort Law,Physical Damage,Fire,Definition,,,,,,,,
Tort Law,Physical Damage,Fire,Off-shoots,,,,,,,,
Tort Law,Physical Damage,Goring,,,,,,,,,
Tort Law,Physical Damage,Goring,General Issues,,,,,,,,
Tort Law,Physical Damage,Goring,Definition,,,,,,,,
Tort Law,Physical Damage,Goring,Offshoots,,,,,,,,
Tort Law,Physical Damage,Eating,,,,,,,,,
Tort Law,Physical Damage,Eating,General Issues,,,,,,,,
Tort Law,Physical Damage,Eating,Definition,,,,,,,,
Tort Law,Physical Damage,Eating,Off-shoots,,,,,,,,
Tort Law,Physical Damage,Trampling,,,,,,,,,
Tort Law,Physical Damage,Trampling,General Issues,,,,,,,,
Tort Law,Physical Damage,Trampling,Definition,,,,,,,,
Tort Law,Physical Damage,Trampling,Off-shoots,,,,,,,,
Tort Law,Physical Damage,Blowing a Horn in Another's Ear,,,,,,,,,
Tort Law,Physical Damage,Murderous Animals,,,,,,,,,
Tort Law,Physical Damage,Murderous Animals,Definitions,,,,,,,,
Tort Law,Physical Damage,Murderous Animals,Putting the animal down,,,,,,,,
Tort Law,Physical Damage,Murderous Animals,Benefiting from the Animal's Corpse,,,,,,,,
Tort Law,Physical Damage,Murderous Animals,Other Issues,,,,,,,,
Tort Law,Beyond Physical Damage,,,,,,,,,,
Tort Law,Beyond Physical Damage,Embarrassing Another Person,,,,,,,,,
Tort Law,Beyond Physical Damage,Embarrassing Another Person,"Positive embarrassment [really ""modesty""]",,,,,,,,
Tort Law,Beyond Physical Damage,Embarrassing Another Person,Harmful embarrassment,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,General Issues,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Laws specific to Acts of Surreptitious Theft [Geneivah],,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Laws specific to Acts of Open Robbery [Gezeilah],,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Special Case - Military Expropriation of Property,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Ownership and Responsiblity for Stolen Goods,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Returning Stolen Goods,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Determining the Value of the Stolen Item,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Payment,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,The Fine of paying double for Theft - Kefel,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,The Fine of paying 4 or 5 times the value of a stolen sheep or ox,,,,,,,,
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Adding One-Fifth [chomesh] if a Person Swore Falsely that he did not Steal the Item,,,,,,,,
