Rashi Matches,Data
Rashi on Psalms 50:19:1,"4103@תהלים נ,יט@תצמיד@איושט""ש@ajostas@צירפת@חסר בכתבי-היד. והפענוח הוא השערה מפוקפקת בלבד. בדפוסים קוראים: ""אגוטא""ש"". צריך היה אפוא להניח, שהשי""ן הראשונה נפלה, ובא גימ""ל במקום יו""ד (דבר שאינו רחוק, כי ה – g הצרפתית היא לפעמים יו""ד ולפעמים גימ""ל). תרגום העתיד של הפסוק בעבר הוא הגיוני בהתאם לתחילת הפסוק ""פִיך שלחת ברעה"", כאילו כתוב: ""ותצמד לשונך מרמה"". המשמעות של הלעז, ""לחבר, להוסיף"" מתאימה לעניין.$"
Rashi on Psalms 52:7:4,"4104@תהלים נב,ז@ושרשך@אישרציני""ר@esraciner@לעקור@הגרסה שבדפוסים היא כפי הנראה שחזור מאוחר.$"
Rashi on Psalms 55:10:1,"4105@תהלים נה,י@בלע@דיפא""י@defai@השמד, בטל@צורה זו של ציווי מפוקפקת.$"
Rashi on Psalms 55:21:2,"4106@תהלים נה,כא@שלח@טינדי""ט@tendit@הושיט@$"
Rashi on Psalms 56:2:1,"4107@תהלים נו,ב@שאפני@גולושי""ר@goloser@לצפות@במשמעות: ""צופה רשע לצדיק…""$"
Rashi on Psalms 56:7:1,"4108@תהלים נו,ז@(עקבי)[עקבים]@טרצי""ש@traces@עקבות@$"
Rashi on Psalms 57:4:1,"4109@תהלים נז,ד@שאפי@גולושנ""ט מו""י@golosant moi@הצופה לי@$"
Rashi on Psalms 57:5:2,"4110@תהלים נז,ה@להטים@אי""ן פנבלוינ""ץ@en fanbloianz@בין הלוהטים@$"
Rashi on Psalms 57:7:2,"4111@תהלי נז,ז@כפף@קלינ""א@clina@הטה, הרכין@$"
Rashi on Psalms 58:3:3,"4112@תהלים נח,ג@תפלסון@קונטריפישי""ץ@contrepesez@מכריעים@כלומר: (אתם) מטים את כף המאזניים לרעה בכל כוחכם, בשימכם משקל רב כנגד הטובה.$"
Rashi on Psalms 58:7:1,"4113@תהלים נח,ז@מלתעות@מישיליר""ש@meselers@לסתות@$"
Rashi on Psalms 58:8:2,"4114@תהלים נח,ח@יתמללו@שיינ""ט פוריאיי""ץ@seient porjajiez@שיהיו נרדפים@האל""ף שבלעז נחוצה כדי שלא ייכתבו שלוש יודי""ן (או אפילו ארבע) בזו אחר זו. אם הנחתי נכונה, porjajiez שווה ל – porchachiez, אסימילציה במקום porchaciez.$"
Rashi on Psalms 58:9:1,"4115@תהלים נח,ט@שבלול@לימצ""א@limace@שבלול ערום@$"
Rashi on Psalms 58:9:3,"4116@תהלים נח,ט@אשת@טלפ""א@talpe@חפרפרת@$"
Rashi on Psalms 68:14:1,"4117@תהלים סח,יד@(כנפי)[כנפים]@פלומי""ש@plumes@נוצות@$"
Rashi on Psalms 69:3:2,"4118@תהלים סט,ג@שבלת@פי""ל@fil@זרם@המשמעות היסודית של fil הוא חוט, אך בהשאלה, בין הזאר, זרם (גם היום אומרים בצרפתית fil au l’eau de, ""עם זרם המים"").$"
Rashi on Psalms 70:4:2,"4119@תהלים ע,ד@על עקב@אי""ן שי""ש טרצי""ש@en ses traces@בעקבותיו@$"
Rashi on Psalms 75:9:2,"4120@תהלים עה,ט@חמר@וינו""ש@winos@ייני@רש""י רואה ב""חמר"" תואר (או אולי שם סמוך) המצביע על חוזק היין. כפי הנראה הוא רואה ניגוד בין ""יין ייני"" לבין ""יין מימי"" (eveis?).$"
Rashi on Psalms 77:4:3,"4121@תהלים עז,ד@ותתעטף@פשמי""ר@pasmer@להתעלף@$"
Rashi on Psalms 77:20:1,"4122@תהלים עז,כ@(עקבותיך)[עקבות]@טרצי""ש@traces@עקבות@$"
Rashi on Psalms 79:5:3,"4123@תהלים עט,ה@(קנאתך)[קנאה]@אינפרינמינ""ט@enprenment@חרון-אף, התכעסות@$"
Rashi on Psalms 79:11:2,"4124@תהלים עט,יא@תמותה@אינמוריניד""א@enmorinede@גוססת (שהמיתה נכנסה לתוכה)@$"
Rashi on Psalms 83:14:1,"4125@תהלים פג,יד@גלגל@קרדונ""ש@chardons@קרדות (=קוץ)@ר' אה""ל מס' 110.$"
Rashi on Psalms 83:16:1,"4126@תהלים פג,טז@(סופתך)[סופה]@טורביילו""ן@toreilon@מערבולת@$"
Rashi on Psalms 89:18:1,"4127@תהלים פט,יח@(רצונך)[רצון]@אפיימינ""ט@apeiement@הבאת שלום, הרגעה@$"
Rashi on Psalms 89:36:1,"4128@תהלים פט,לו@אכזב@פיילנצ""א@feilance@מחסור@חסר בכתבי-היד. הלעז אינו מתרגם את הפועל, אלא את המושג, שהוא מייצג.$"
Rashi on Psalms 91:12:1,"4129@תהלים צא,יב@תגף@אצופי""ר@acoper@להיכשל@$"
Rashi on Psalms 101:3:1,"4130@תהלים קא,ג@סטים@דישטוליטי""ש@destoletes@עיוותים@בדפוסים: דישטולמינ""ט destolment (""עיוות).$"
Rashi on Psalms 102:21:1,"4131@תהלים קב,כא@תמותה@אינמוריניד""א@enmorinede@גוססת@ר' לעיל מס' 4124.$"
Rashi on Psalms 104:18:2,"4132@תהלים קד,יח@מחסה@אבריאמינ""ט@abriement@מחסה@בדפוסים: אבר""י abri (אותה משמעות).$"
Rashi on Psalms 104:25:1,"4133@תהלים קד,כה@רחב ידים@לריי""ש@larjes@רחבים@סימן הריבוי (s) מופיע בכל הגרסאות, אף שהפסוק בלשון יחיד, אולי בהשפעת ""ידים"", כאילו נאמר ""ידיים רחבות"".$"
Rashi on Psalms 105:3:1,"4134@תהלים קה,ג@התהללו@פורונטי""ץ וו""ש@porwantez wos@התפארו@מלה במלה: ""פארו אתכם (את עצמכם)"". הוי""ו הכפולה שבכל כתבי-היד (גם לעיל מס' 4062) מצביעה אולי על נוסח porwontez, בהשפעת ה – o של הקידומת, או שהסופרים השתמשו כבר בשיטת הכפלת האות לסימן העיצור.$"
Rashi on Psalms 109:8:1,"4135@תהלים קט,ח@(פקדתו)[פקדה]@פריבושטיא""ה@prevostie.$"
Rashi on Psalms 109:11:1,"4136@תהלים קט,יא@ינקש@שיי""ט אצופי""ץ@seit acopez@יהא נתקל@$"
Rashi on Psalms 109:13:1,"4137@תהלים קט,יג@ימח@שארטרמיר""א (?)@?@השמדה@חסר בכתבי-היד. בדפוסים יש פירוש ארוך של רש""י על פסוק י""א, אך למעשה צריך לחלק אותו לקטעים שונים. ""בדור אחר"" הוא דה""מ מפסוק יג', והלעז הנ""ל מתייחס ל""ימח שמם"" שבאותו פסוק. קשה לפענח אותו, הדבר הנראה ודאי הוא, שתחילתו שר""ט sart (""עקירה, השמה, מחיקה, מיגור""), אולי שרטידור""א sartedure.$"
Rashi on Psalms 116:11:2,"4138@תהלים קטז,יא@כזב@פיילנצ""א@feilance@מחסור (חשד)@רש""י מסביר, שכל חשד הוא חוסר ביטחון, ולכן הגזרון ""כזב"", שמובנו היסודי ""חסר"" (""אשר לא יכזבו מימיו""), הפך לעניין חשד.$"
Rashi on Psalms 119:5:1,"4139@תהלים קיט,ה@אחלי@שוהיי""ט@soheit@איחול@הלעז אינו מתרגם את ""אחלי"", כי אם המושג שמשפט המתחיל בו מבטא (""אחליות"" בלשון רש""י).$"
Rashi on Psalms 119:33:1,"4140@תבלים קיט,לג@עקב@טרצי""ש@traces@עקבות@רש""י מפרש: ""אצרנה עקב""; ""אשמרנה בכל מעגלותיה ועקבי נתיבותיה"", כלומר בהליכה צמודה לדברי תורה, כמי שהולך בעקבות חברו.$"
Rashi on Psalms 119:120:1,"4141@תבלים קיט,קכ@סמר@היריציי""ר@hericier@לסמר@$"
Rashi on Psalms 119:122:1,"4142@תהלים קיט,קכב@ערב@גרנטי""ר@garantir@להיות אחראי@לפי גרסאות אחדות, יש לקרוא גרנטי""ש garantis, אותו פועל בציווי, כמו המקור העברי."
Rashi on Psalms 127:5:1,"4143@תהלים קכז,ה@(אשפתו)[אשפה]@קויבר""א@cuivre@אשפה, תלי (לחיצים)@$"
Rashi on Psalms 129:7:1,"4144@תהלים קכט,ז@(חצנו)[חצן]@אישיל""א@aisele@חיק@הפירוש אינו יכול להיות כאן לא ""בית שחי"" ולא ""מרפק"", אלא חצן כמו חוצן, הזווית שבין החזה לברכיים.$"
Rashi on Psalms 135:7:1,"4145@תהלים קלה,ז@ברקים@אישלוידי""ש@esloides@ברקים@$"
Rashi on Psalms 139:5:2,"4146@תבלים קלט,ה@(כפכה)[כף]@דישטריינ""ט@destreint@כפייה@$"
Rashi on Psalms 140:4:2,"4147@תהלים קמ,ד@עכשוב@אירייני""א@ireinie@עכביש@בדפוסים הפירוש על הפסוק מתחיל:""חמת לשון ארס כמו חמת תנינים יינם שאם תפרשהו לשון אף [""חימה, חרון-אף""] וכי לשון אף נופל אצל יין אלא לשון ארס ויצו""ש בלע""ז"". במבט ראשון היה מקום לחשוב, שמדובר במלה מלשון wice [""מום, עיוות""], אך נראה יותר, שהלעז הזה נכנס בטעות, ואינו אלא וינו""ש winos (ר' לעיל מס' 4120). תרגום של ""חמר"" וקשור עם יין. אולי יש כאן גם בלבול בין ""חמת"" ל""חמר"", ששניהם עניינם יין.$"
Rashi on Psalms 144:13:2,"4148@תהלים קמד,יג@(מזוינו)[מזוה]@גובירניי""ל@governeil@פרנסה@כפי הנראה רש""י רואה ב""מזוינו"" לשון ""מזון"".$"
Rashi on Psalms 145:16:1,"4149@תהלים קמה,טז@רצון@אפיימינ""ט@apeiement@סיפוק, הרגעה@$"
Rashi on Psalms 147:16:1,"4150@תהלים קמז,טז@כפור@ייליד""א@jelede@כפור@כמעט כל כתבי-היד נותנים גלי""ד, והתיקון שתיקנתי מפוקפק (כתב-יד אחד: ידיל""א). אולי יש כאן ניסיון של המעתיקים לתקן את הלעז המקורי גרישל""א gresle (""ברד""). ר' אה""ל מס' 1613-1612.$"
Rashi on Psalms 148:8:1,"4151@תהלים קמח,ח@ברד@גלצ""א@glace@קרח@$"
Rashi on Psalms 148:8:2,"4152@תהלים קמח,ח@שלג@ניי""ף@neif@שלג@$"
Rashi on Psalms 148:8:3,"4153@תהלים קמח,ח@קיטור@ברואינ""א@bruine@ערפל@ר' להלן מס' 4239.$"
Rashi on Proverbs 1:27:2,"4154@משלי א,כז@סופה@טורביי""ל@torbeil@נחשול (סופת-נחשול)@כמה כתבי-יד והדפוסים גורסים טורביילו""ן torbeilon, באותה משמעות.$"
Rashi on Proverbs 1:32:1,"4155@משלי א,לב@(משובת)[משובה]@אינויישדור""א@enweisdure@הוללות, שובבות@חסר בדפוסים.$"
Rashi on Proverbs 3:23:1,"4156@משלי ג,כג@תגוף@אצופי""ר@acoper@להיכשל@חסר בדפוסים. ר' אה""ל מס' 2040.$"
Rashi on Proverbs 6:10:1,"4157@משלי ו,י@חבק@פליי""ר@pleier@לקפל@בדפוסים קוראים אבראצ""ר (קרי: אברציי""ר) abracier (""לחבק"").$"
Rashi on Proverbs 6:13:2,"4158@משלי ו,יג@מלל@פרייאי""ר@freier@לחכך@חסר בדפוסים. האל""ף נוספה, כי אין כותבים שלוש יודי""ן בזו אחר זו, ופריי""ר היה קשה לפענוח.$"
Rashi on Proverbs 6:25:1,"4159@משלי ו,כה@(עפעפיה)[עפעפים]@לוישיט""ש@luisets@חלונות קטנים@חסר בדפוסים. כפי הנראה, הלעז הוא מין מליצה לתאר את העיניים הקורצות. ר' מילונו של רפאל לוי, מס' 548 (אינו מתייחס לפסוק זה).$"
Rashi on Proverbs 7:17:1,"4160@משלי ז,יז@נפתי@וינטילי""ר@wenteler@להניף (בכיוון הרוח)@חסר בדפוסים.$"
Rashi on Proverbs 8:27:2,"4161@משלי ח,כז@חוג@קונפ""ש@conpas@מחוגה@$"
Rashi on Proverbs 8:27:2,"4162@משלי ח,כז@חוג@אפיק""ל@afichal@סגר@כל ההסבר השני הזה חסר בדפוסים. בכתב-יד אחדים קוראים אפיקיי""ל afichiel, צורה אחרת של אותה מלה: בכתב-יד אחד: קלופיקיי""ר clofichier (""לקבוע במסמר"") ובאחד: אישקופליי""ר, שאינו נותן מובן משביע רצון.$"
Rashi on Proverbs 11:18:3,"4163@משלי יא,יח@שכר@אישקלוש""א@escluse@סכר@בדפוסים קוראים: קרוניא""ל; אולי יש לתקן: קרדיני""ל chardonel (""ציר"" של דלת וכדומה). אם השערתי נכונה, צריך לראות ב""ציר"" גם כן מתקן לסגירה, המאפשר לשמור על דברי חפץ.$"
Rashi on Proverbs 11:25:1,"4164@משלי יא,כה@ברכה@פוישו""ן@foison@שפע@$"
Rashi on Proverbs 11:27:2,"4165@משלי יא,כז@רצון@אפיימינ""ט@apeiement@הבאת שלום, הרגעה@$"
Rashi on Proverbs 12:8:3,"4166@משלי יב,ח@נעוה@אישקרולי""ר@escroler@למוטט@חסר בדפוסים. כפי הנראה רש""י רוצה להסביר ""נעוה לב"", מי שלבו – כלומר שכלו – אינו מיושב.$"
Rashi on Proverbs 12:26:1,"4167@משלי יב,כו@יתר@לריי""ש@larjes@רחבות@קשה לקבל גרסה זו, אפילו במובן ""נדיב"", כי צורת הרבים אינה סבירה. הפתרון העדיף היה למצוא כאן צורה של פועל, אולי larjis, לומר ""ותר"" (בציווי), או תואר, הרחבה של larc. שיהא דווקא במשמעות ""נדיב"".$"
Rashi on Proverbs 14:9:2,"4168@משלי יד,ט@אשם@אמינד""א@amende@תיקון (הנפש), כפרה@$"
Rashi on Proverbs 14:9:3,"4169@משלי יד,ט@רצון@אפיימינ""ט@apeiement@הבאת שלום, הרגעה@$"
Rashi on Proverbs 14:30:2,"4170@משלי יד,ל@קנאה@אטאינ""א@ataine@כעס@חסר בדפוסים.$"
Rashi on Proverbs 15:13:1,"4171@משלי טו,יג@רוח@טלינ""ט@talent@רצון, מצב רוח@$"
Rashi on Proverbs 16:11:1,"4172@משלי טז,יא@משפט@יושטיצ""א@justice@עונש@$"
Rashi on Proverbs 15:24:1,"4173@משלי טו,כד@צוף@ברישק""א@bresche@חלת דבש@$"
Rashi on Proverbs 18:4:1,"4174@משלי יח,ד@איש@בי""ר@ber@גבר@כוונת רש""י, שלא מדובר כאן באיש סתם, אלא בבעל תכונות גבריות (והוא יחסת-נושא של baron). חסר בדפוסים.$"
Rashi on Proverbs 19:24:1,"4175@משלי יט,כד@צלחת@פינדידור""א@fendedure@פתח (החלוק)@חסר בכתבי-היד.$"
Rashi on Proverbs 19:28:1,"4176@משלי יט,כח@משפט@יושטיצ""א@justice@עונש@חסר בדפוסים.$"
Rashi on Proverbs 23:27:1,"4177@משלי כג,כז@צרה@אישטרייט""א@estreite@צרה, מצומצמת@$"
Rashi on Proverbs 23:29:1,"4178@משלי כג, כט@פצעים@נברידורי""ש@nacredures@פציעות@חסר בדפוסים. בכמה כתבי-יד ביחיד: נברידור""א navredure.$"
Rashi on Proverbs 23:32:1,"4179@משלי כג,לב@יפרש@פוינ""ט@point@נוקב, עוקץ@$"
Rashi on Proverbs 23:32:1,"4180@משלי כג,לב@דה""מ יפרש@אגוילו""ן@aguilon@מַלמד, דרבן@$"
Rashi on Proverbs 23:34:2,"4181@משלי כג,לד@חבל@מש""ט@mast@תורן@חסר בדפוסים.$"
Rashi on Proverbs 24:31:3,"4182@משלי כד,לא@חרלים@פרישגו""ן@fresgon@אדרון (צמח קוצני)@חסר בדפוסים.$"
Rashi on Proverbs 25:20:1,"4183@משלי כה,כ@נתר@קרייד""א@creide@גיר@$"
Rashi on Proverbs 26:2:3,"4184@משלי כו,ב@דרור@ארונדיל""א@arondele@סנונית@$"
Rashi on Proverbs 26:8:1,"4185@משלי כו,ח@מרגמה@פונדיל""א@fondele@קלע@כמה כתבי-יד גורסים פרונדיל""א frondele, והיא צורה מאוחרת יותר.$"
Rashi on Proverbs 26:18:1,"4186@משלי כו,יח@זקים@פונדיל""ש@fondels@קלעים@גם כאן יש גרסאות ב – r. מעניין, שרש""י התאים את המלה למין ולמספר של המקור (ר' הלעז הקודם).$"
Rashi on Proverbs 26:24:1,"4187@משלי כו,כד@ינכר@דישקוניישטר""א@desconeistre@להסתיר את מהותו@באחד מכתבי-היד כתוב לפני הלעז ""דשהנושש"", אולי זה לעז, אבל אין לו פענוח סביר.$"
Rashi on Proverbs 27:6:1,"4188@משלי כז,ו@נעתרות@אינקריישנ""ט@encreisant@מפריע, נמאס@חסר בדפוסים. ר' אה""ל מס' 2422. בכמה כתבי-יד יש גרסה, שאפשר לקרוא אותה ""אינקריישבלי""ש"" encreisables, אבל לא ברור, מה ההבדל בין שתי הצורות.$"
Rashi on Proverbs 27:22:2,"4189@משלי כז,כב@מכתש@מורטיי""ר@mortier@מדוכה@$"
Rashi on Proverbs 27:22:3,"4190@משלי כז,כב@עלי@פילו""ן@pilon@עלי@אחרי הלעז (המשובש, ובלי גרשיים) קוראים בדפוסים מורטר""ו mortaro, ואין זה אלא תרגום איטלקי של mortier (היום mortaio) או תרגום לשפה רומנית אחרת.$"
Rashi on Proverbs 28:5:2,"4191@משלי כח,ה@משפט@יושטיצ""א@justice@עונש@$"
Rashi on Proverbs 30:17:2,"4192@משלי ל,יז@יקרוה@פוריי""ר@forjier@לנקב@$"
Rashi on Proverbs 30:28:1,"4193@משלי ל,כח@שממית@אירייני""א@ireinie@עכביש@$"
Rashi on Proverbs 30:33:1,"4194@משלי ל,לג@מיץ@פרימידור""א@premedure@לחיצה@$"
Rashi on Proverbs 31:19:1,"4195@משלי לא,יט@כישור@אורטויר""א@ortoire@מנור אורגים@זה הפירוש של ברנדין. אולם כל הגרסאות מתחילות בוי""ו ולא באל""ף כפי שהיה מתקבל על הדעת ונמצא למשל לעיל מס' 3306. לכן יש נטייה לחשוב, שלפנינו כאן מלה אחרת, אולי וירטיי""ל werteil מהפועל wertir ""לסובב""; אך טרם נמצאה במשמעות כזאת.$"
Rashi on Proverbs 31:19:1,"4196@משלי לא,יט@פלך@פושי""ל@fusel@פלך@$"
Rashi on Job 1:5:4,"4197@איוב א,ה@וברכו@ביניישטר""א@beneistre@לברך@הגרסה ""ביניישטר""א"" (של כתב-יד פריז) תמוהה, כי היינו מצפים להסברר, שכאן מדובר על קללה. לכן עדיפה גרסת כתב-יד פרמא: בלשטנייר""ט (קרי: בלשטניירינ""ט blastanjierent) ""גידפו"".$"
Rashi on Job 1:8:3,"4198@איוב א,ח@תם@אנטייר""ש@antiers@ישר, הגון@חסר בדפוסים. ה – s הסופית היא אולי סימן יחסת-הנושא.$"
Rashi on Job 1:14:1,"4199@איוב א,יד@על ידיהם@אמיי""ן טיננ""ט@a mein tenant@ניצב ליד@חסר בדפוסים. הפענוח השערה בלבד (גרסת כתבי-היד; אמונישטנמנ""ט, אמטונמנ""ט, אמונטמונ""ט, אמנממינ""ט, אמובמנ""ט).$"
Rashi on Job 1:17:1,"4200@איוב א,יז@ואמלטה@אישקמוציי""ר@eschamucier@להיחבא@חסר בדפוסים.$"
Rashi on Job 2:3:2,"4201@איוב ב,ג@ותסיתני@אמיטר""א@ametre@למשוך, לפתות@חסר בדפוסים.$"
Rashi on Job 2:8:1,"4202@איוב ב,ח@להתגרד@גרטי""ר@grater@לגרד@חסר בדפוסים.$"
Rashi on Job 2:8:1,"4203@איוב ב,ח@גרר@טראיני""ר@trainer@לסחוב@חסר בדפוסים.$"
Rashi on Job 2:11:2,"4204@איוב ב,יא@לנוד@קונפליינדר""א@conpleindre@לקונן@חסר בדפוסים.$"
Rashi on Job 3:9:2,"4205@איוב ג,ט@(עפעפי)[עפעפים]@אישפלנדור""ש@esplandors@מראות זוהר@חסר בדפוסים.$"
Rashi on Job 3:24:2,"4206@איוב ג,כד@ויתכו@פוישונדרינ""ט@foisonerent@שפעו@חסר בדפוסים. קשור עם הפירוש השני של רש""י לפנינו: ""ל' אבייה"".$"
Rashi on Job 4:15:2,"4207@איוב ד,טו@תסמר@היריציי""ר@hericier@לסמר@חסר בדפוסים.$"
Rashi on Job 5:23:2,"4208@איוב ה,כג@חית השדה@גרוב""א@garove@זאב ערבות@זו אחת הגרסאות, העדיפה לפי ברנדין. רש""י מצביע על חיה מפחידה. המלה הצרפתית (ממוצא גרמני: ""אדם-זאב"") מתייחסת לאגדות-עם על בני-אדם, שהפכו לזאבים.$"
Rashi on Job 6:4:1,"4209@איוב ו,ד@חמתם@אינטוישיי""ר@entoisier@להרעיל@חסר בדפוסים. הלעז אינו מתרגם מלה מסוימת, אלא מצביע על המנהג למשוח את החיצים ברעל.$"
Rashi on Job 6:17:2,"4210@איוב ו,יז@נצמתו@ריטריינ""ט@retreient@מתכווצים@$"
Rashi on Job 7:5:2,"4211@איוב ז,ה@רגע@פרונצי""ר@froncir@להתקמט@חסר בדפוסים. ברנדין מייחס את הלעז לפסוק ט""ז של פרק ה' ואינו מציין מה הוא בא לתרגם.$"
Rashi on Job 7:19:1,"4212@איוב ז,יט@תשעה@רקריידר""א@recreidre@להתייאש, לחדול@חסר בדפוסים.$"
Rashi on Job 8:11:1,"4213@איוב ח,יא@בצה@מריש""ק@maresc@בִּיצה, מקווה מים רדודים@$"
Rashi on Job 9:17:3,"4214@איוב ט,יז@(פצעי)[פצע]@נברידור""א@navredure@פצע@חסר בדפוסים. רק באחד מכתבי-היד יש סימן של רבים.$"
Rashi on Job 9:33:1,"4215@איוב ט,לג@מוכיח@דיריישניי""ר@dereisnier@לטעון@$"
Rashi on Job 10:15:2,"4216@איוב י,טו@ראה@בדנ""ץ@badanz@מסתכל@רש""י אומר: ""אין זה ציווי אלא… כמו רואה"". הפירוש של ברנדין אינו סביר כלל (צורה חריגה של vois donc).$"
Rashi on Job 13:12:2,"4217@איוב יג,יב@חמר@אדו""ש@a dos@לגב@חסר בדפוסים. גם כאן אין פירושו של ברנדין (צורה עתיקה של ardoise) מתקבל על הדעת. אני משער, שהלעז מתייחס למלה הקודמת ""לגבי"" ומתרגם אותה מלה במלה. משמעות הפסוק: גבכם נמשל לגב של חומר, כלומר של טיט.$"
Rashi on Job 13:15:3,"4218@$איוב יג,טו@אוכיח@דיריישנימינ""ט@dereisnement@הוכחה@חסר בדפוסים.$"
Rashi on Job 13:27:2,"4219@איוב יג,כז@סד@צי""ף@cep@סד (שבו נעלו רגלי האסירים)@חסר בדפוסים.$"
Rashi on Job 13:27:2,"4220@איוב יג,כז@סד@אישטו""ק@estoc@גזע עץ (במשמעות של סד)@""בלשון יווני"" בדפוסים, אבל בכתבי-היד ""בלשון אשכנז"" (בשני כתבי-היד, שבהם הלעז מופיע).$"
Rashi on Job 13:27:2,"4221@איוב יג,כז@תתחקה@אפיקי""ש@afiches@(אתה) קובע@חסר בדפוסים.$"
Rashi on Job 13:27:2,"4222@איוב יג,כז@דה""מ תתחקה@אפיק""ל@afichal@קביעה, סגר@$"
Rashi on Job 15:8:1,"4223@איוב טו,ח@תגרע@פוישוני""ר@foisoner@להשפיע@חסר בדפוסים.$"
Rashi on Job 15:27:2,"4224@איוב טו,כז@פימה@לימ""א@lime@פצירה@רש""י מסביר, שהמלה ""פימה"" נגזרת מ""פה"", כמו ""פים"" (שמואל א' יג,כא).$"
Rashi on Job 16:10:1,"4225@איוב טז,י@פערו@בדי""ר@bader@לפתוח לרווחה@חסר בדפוסים.$"
Rashi on Job 16:16:1,"4226@איוב טז,טז@חמרמרו@ריטריירינ""ט@retreirent@התכווצו@חסר בדפוסים.$"
Rashi on Job 18:5:2,"4227@איוב יח,ה@שביב@אישטינציל""א@estencele@ניצוץ@$"
Rashi on Job 18:8:2,"4228@איוב יח,ח@שבכה@קויפ""א@coife@שביס עשוי רשת@בפסוק שלנו לא מדובר בשביס, אלא ברשת, שההולך עליו מסתכן, אך רש""י משווה את המבנה הרופף של קרשים מצטלבים לאריג המרושת של כסויי הראש לנשים.$"
Rashi on Job 20:25:4,"4229@איוב כ,כה@ברק@פלנדור""ש@plandurs@ברקים@ר' לעיל מס' 3625.$"
Rashi on Job 20:25:4,"4230@איוב כ,כה@דה""מ ברק@פורבי""ר@forbir@לצחצח@$"
Rashi on Job 20:26:1,"4231@איוב כ,כו@(צפוניו)[צפונים]@אישטויי""ץ@estuiez@צרורים, שמורים בכיסוים@חסר בדפוסים.$"
Rashi on Job 21:12:1,"4232@איוב כא,יב@עוגב@אישבניימינ""ט@ esbaneiementאו esbaniement@בידור@רש""י דוחה את הפירוש הרגיל של ""עוגב"" = כלי נגינה וגוזר אותו מלשון ""עגבות"" (אהבהבים, תענוגות).$"
Rashi on Job 21:21:1,"4233@איוב כא,כא@חושש@ש""י קליי""ר@se chaleir@לדאוג, להיות איכפת@חסר בכתבי-היד. הפענוח משוער לפי גרסת דפוס ""מקראות גדולות"" שקלירי""ר. אחת הבעיות היא: כלום יש שימוש בפועל chaleir עם כינוי חוזר?$"
Rashi on Job 21:33:1,"4234@איוב כא,לג@(רגבי)[רגבים]@גלישטי""ש@glestes@גושי אדמה@ר' אה""ל מס' 317. כאן רוב כתבי-היד גורסים בלישטי""ש blestes.$"
Rashi on Job 22:14:3,"4235@איוב כב,יד@חוג@קונפ""ש@conpas@מחוגה@שניים מארבעה כתבי-היד נותנים קומפ""ש compas (ר' במבוא של אה""ל, מהד' מתוקנת תשמ""ח, ע' 15).$"
Rashi on Job 24:6:4,"4236@איוב כד,ו@ילקשו@אישפרויירונ""ט@esfrojeront@יקטפו@אחרי הקידומת es- (במובן של עקירה, לקיחה) שורש הנגזר מ""פרי"" fruit (frojier ""לתת פירות""). גרסאות כתבי-היד שונות ומשונות, אך סביר להניח, שהן נובעות מהגרסה הנ""ל.$"
Rashi on Job 24:8:3,"4237@איוב כד,ח@ירטבו@מוישט""א@moiste@לח, רטוב@חסר בכתבי-היד.$"
Rashi on Job 26:10:1,"4238@איוב כו,י@חג@צירני""ר@cerner@להקיף בעיגול@בדפוסים קוראים לעז שונה: קונפ""ש conpas (""מחוגה""). מתקבל על הדעת, שלעז אחרון זה אינו בא לתרגם את הפועל ""חג"" אלא את השם ""חק"", הנחשב לתחליף של ""חוג"".$"
Rashi on Job 30:3:3,"4239@איוב ל,ג@שואה@ברואינ""א@bruine@ערפל@זה הלעז המקובל לתרגום ""שואה"". אולם נשאלת השאלה, אם אין כאן (ובמקומות האחרים הדומים) טעות, והמלה הנכונה היא רואינ""א ruine (""התמוטטות, הרס"").$"
Rashi on Job 30:4:1,"4240@איוב ל,ד@מלוח@קקול""י@@@""בל' ארמי"". נחשב בטעות ללעז (ר' אה""ל מס' 522א).$"
Rashi on Job 30:4:1,"4241@איוב ל,ד@מלוח@מוש""א@mose@טחב@הלעז משובש בדפוסים (מצו""ש). אחד מכתבי-היד גורס נייבר""א, כפי הנראה במקום יינייבר""א jeneivre (""ערער""), שבגלוסר של פריז הוא התרגום של ""רתמים"" בהמשך הפסוק.$"
Rashi on Job 30:6:1,"4242@איוב ל,ו@נחלים@פרייטייניי""ש@freiteinies@חורים, שברים@חסר בדפוסים. ר' לעיל מס' 3969. ברוב כתבי-היד יש סיומת שונה, משהו כמו פרייטיצי""ש freitices, כפי הנראה באותה משמעות.$"
Rashi on Job 30:6:2,"4243@איוב ל,ו@נחלים@ולידי""ש@waledes@גאיות@חסר בדפוסים.$"
Rashi on Job 30:7:1,"4244@איוב ל ,ז@חרול@אורטיא""ש@orties@סרפדים@$"
Rashi on Job 30:17:1,"4245@איוב ל,יז@נקר@פוריי""ר@forjier@לנקב@$"
Rashi on Job 30:30:1,"4246@איוב ל,ל@חרה@איישר""ש@eisars@שרוף לגמרי@חסר בדפוסים. מכתבי-יד השונים קשה להסיק, איזו צורה של הפועל כתב כאן רש""י.$"
Rashi on Job 31:8:1,"4247@איובל א,ח@ישרשו@דישרציני""ר@desraciner@לעקור@חסר בדפוסים.$"
Rashi on Job 31:22:1,"4248@איוב לא,כב@(שכמה)[שכם]@אישפלדו""ן@espaldon@עצם השכם@חסר בדפוסים.$"
