Rashi Matches,Data
Rashi on Sanhedrin 101a:9:2,"1730 סנהדרין קא. <b>צמחין</b><br>מלנ""ץ malanz <b>פצעים</b><br><small>ראה לעיל מס' 5.$</small>"
Rashi on Sanhedrin 103a:11:4,"1731 סנהדרין קג. <b>חרולים</b><br>אורטיא""ש orties <b>סרפדים</b><br><small>$</small>"
Rashi on Sanhedrin.104a.10.3,"1732 סנהדרין קד. <b>משקה</b><br>אישקנצו""ן מלצר, שר המשקים <b>eschancon</b><br><small>חסר בדפוסינו ומצוי רק בדפוס סונצינו. אצלנו גם אין המלה ""משקה"" אלא ""השקתה"" בלבד (בדה""מ ""ומשמש עליו"" וכן ""אשתו השקתה עליהם"").$</small>"
Rashi on Sanhedrin 104b:3:1,"1733 סנהדרין קד: <b>קלסתר</b><br>אישקנצו""ן eschancon <b>מלצר</b><br><small>ראה לעיל מס' 1732. המלה, שריב""ן מפרש, חסרה בדפוסינו; היא שייכת לסוף הסיפור של שני השבויים (ע' חסרונות הש""ס), שהושמט (אולי מטעמי צנזורה), אבל היה קיים לפני רש""י ולפני בעל ה""ערוך"" (ר' על כך REJ XI, 215, במאמר של ישראל לוי על ""סיפורים יהודיים""). גם המלה גם תרגומה מציגים בעיות קשות (ר' שם). ברור, שאין זאת המלה ""קלסתר"" הרגילה. י' לוי מציע לקרוא ""סלטר"" – רקדן, וזה מתאים לעצם הסיפור. אבל הלעז קשור אולי עם סוף הסיפור, שבו מגישים לשבויים יין, ובו רמז לבגידת אם השבאי בבעלה. ז'סטרו במילונו גורס ""קלסתא""</small>"
Rashi on Sanhedrin 105b:8:2,"1734 סנהדרין קה: <b>כרבלתא</b><br>קוישט""א creste <b>כרבולת</b><br><small>$</small>"
Rashi on Sanhedrin 107b:6:1,"1735 סנהדרין קז: <b>שואבת</b><br>ימנ""ט jamant <b>אבן-שואבת, מגנט</b><br><small>הלעז משובש בדפוסינו, האותיות הראשונות (קל) כפי הנראה בהשפעת האיטלקית calamita. יש להעיר שהצורה jamant שווה היא למלה diamant (יהלום), אלא שהיא נגזרה לפי הכללים הרגילים (jour מ – diurnum למשל), ו – diamant בכוח השפעות צדדיות. עובדה היא, שאותו מונח יווני – לטיני משמש גם ליהלום גם למגנט.$</small>"
Rashi on Sanhedrin 108a:13:3,"1736 סנהדרין קח. <b>מהמהם</b><br>אישטר""א (?) הוויה, מהות, ישות <b>[] estre</b><br><small>המלה, שריב""ן מסביר בזה, שייכת לפסוק שבספר יחזקאל (ז', י""א). שם רש""י נותן שני פירושים: א)כמו ""מהם"" (לעיל, באותו פסוק) בכפילות אותיות; ב) מלשון ""המה"" (לשאוף, לכמוה), והכוונה בשניהם: ""מבניהם"" (לפי התרגום). בלונדהיים התייאש מפענוח הלעז, אך ציין, לפי דברי ריב""ן בדה""מ הקודם ""לא מהם"": ""… ולא במשאם"", כי הוראתו ""משא"", דבר שאין לו זכר בפירוש רש""י על יחזקאל. אני משער, שמדובר כאן בפועל estre (להיות) בשימושו כשם עצם במשמעות ""הוויה, ישות, מהות"". ואם כן אולי צריך לקרוא, במקום ""במשאם"", ""במשהם""= במה שהם (השווה ""משהו""), לוי במילונו (מס' 430) גורס אישטורדיא""ה estordie (המומה).$</small>"
Rashi on Sanhedrin 109a:7:7,"1737 סנהדרין קט. <b>שאפי</b><br>אשקר""ן  - [] <b>בור ריק ממים (?)</b><br><small>חסר בדפוסינו ולא פוענח. אולי אפשר להציע שיקיצ""א (sechece, יובש), אבל גרסה זו רחוקה מהמקור היחיד, הוא דפוס סונצינו.$</small>"
Rashi on Sanhedrin.109a.12.5,"1738 סנהדרין קט. <b>גר</b><br>קורנ""ט corant <b>זרם</b><br><small>$</small>"
Rashi on Sanhedrin 109b:3:4,"1739 סנהדרין קט: <b>פצע</b><br>נפרדור""א nafradura <b>פציעה (בפרובנסאלית)</b><br><small>אם יש לקרוא כך, ברור, שאין הלעז מאת ריב""ן. אולם ייתכן, שצריך לגרוס נברידור""א navredure, ואז אין סיבה לפקפק במקוריותו.$</small>"
Rashi on Makkot 8a:2:1,"1740 מכות ח. <b>פיסא</b><br>בלישט""א bleste <b>גוש אדמה</b><br><small>הלעז משובש בדפוסים.$</small>"
Rashi on Makkot 8b:9:1,"1741 מכות ח: <b>שוליא</b><br>יוינדרי""ץ joindrez <b>שוליא</b><br><small>ראה לעיל מס' 1280.$</small>"
Rashi on Makkot 9b:11:2,"1742 מכות ט: <b>מחצל</b><br>טרואיל""א truele <b>כף של סיידים</b><br><small>$</small>"
Rashi on Makkot 10a:5:1,"1743 מכות י. <b>פרוורהא</b><br>דוקיד""א duchede <b>דוכסות, מחוז</b><br><small>אנו קוראים ""פרוורהא"" כגרסת הערוך במקום ""פרוודהא"". הלעז איננו בדפוסים, אלא בכתב-היד היחיד, שיש לפנינו, ולא במקומו, אלא בדה""מ ""כגון סליקוס: וכפרים הסמוכין לו הנקרא דוקירא [צ""ל: דוקיד""א] וסליקוס [צ""ל: דסליקוס]"". מכיוון שרש""י מפרש ""פרוורהא. כפרים וחצרים הסמוכות לה ונקראות על שמה"". ברור שרצונו לפרש בלע""ז דוקיד""א את המלה הארמית הזאת, כפי שפירש אותה גם בגיטין (מס' 1253-1252). ההערה של בלונדהיים אינה מחוורת לי כל צרכה.$</small>"
Rashi on Makkot 11b:3:1,"1744 מכות יא: <b>שפא</b><br>אישלוישידור""א (מקום ה)נקע <b>[esloissedure] esloisedure</b><br><small>גם כאן (כמו לעיל מס' 1249) חלק מהמלה (""דורא"") כתובה כאילו היא ארמית.$</small>"
Rashi on Makkot 16b:7:1,"1745 מכות טז: <b>ביניתא דבי כרבא</b><br>קיניל""א [] chenile <b>זחל</b><br><small>בלונדהיים שיער כפי הנראה את הפענוח הנ""ל, אבל לא העז לפסוק כהשערתו. אולם הגרסאות (קנטיל""א בכתב-היד, צייל""א בדפוס בומברג, צמל""א במובאה בתךוספות) מצביעות לכאורה על פתרון זה, ההולם להפליא את העניין. מציאות הצד""י בגרסות הדפוסים קשורה אוליף עם צורה חריגה ציניל""א cenile.$</small>"
Rashi on Makkot 20a:10:1,"1746 מכות כ. <b>דה""מ חייב על הראש</b><br>טינפל""א tenple <b>צדע, רקה</b><br><small>$</small>"
Rashi on Makkot.20a.10.2,"1747 מכות כ. <b>סנטר</b><br>מינטו""ן menton <b>סנטר</b><br><small>$</small>"
Rashi on Makkot.21a.4.1,"1748 מכות כא. <b>פרק</b><br>יונטור""א jountre [jointure] <b>(מקום)חיבור</b><br><small>בלונדהיים כותב jo[I]nture, כאילו הלעז שלפנינו צורה מקוצרת לפי ריהוט הלשון: jounture במקום הצורה המלאה jointure. מהממצא (יינטור""א בכתב-היד היחיד, ייונט""ר בדפוס בומברג) היה גם אפשרי להסיק, שלפנינו הצורה המלאה jointure יוינטור""א. אך גם jonture אפשרי, בדומה לפרובנסאלית jontura ולספרדית-פורטוגלית-קטלנית juntura (או בהשפעת השפות האלה על אחד המעתיקים).$</small>"
Rashi on Makkot 21a:10:1,"1749 מכות כא. <b>כתובת קעקע</b><br>פוינטורי""ר pointurer <b>לעקוץ עקיצות (לשם כתובת קעקע)</b><br><small>$</small>"
Rashi on Makkot 21a:14:2,"1750 מכות כא. <b>כוסילתא</b><br>פלימיא""ה flemie <b>איזמל (להקזת דם)</b><br><small>$</small>"
Rashi on Makkot 22b:10:3,"1751 מכות כב: <b>נפרמוֹ</b><br>דישקושדר""א descosdre <b>להתיר תפר</b><br><small>$</small>"
Rashi on Makkot 23b:12:1,"1752 מכות כג: <b>הופיע</b><br>פרובי""ר prover <b>לאַמֵּת</b><br><small>ר' בלונדהיים ב' (ע' 167-167).$</small>"
Rashi on Shevuot 3a:1:2,"1753 שבועות ג. <b>סנטר</b><br>מינטו""ן menton <b>סנטר</b><br><small>$</small>"
Rashi on Shevuot.4b.11.2,"1754 שבועות ד: <b>מחט</b><br>אגויל""א [agul-] aguile <b>מחט</b><br><small>הלעז, וכן פירושו של רש""י על מלה זו, חסרים בדפוסים ובכל כתבי-היד פרט לאחד, שבו הכתיב אגול""ה agula נותן מקום לחשוב, שהוא ספרדי או פורטוגלי (ר' בלונדהיים ב', ע' 62) ואינו מאת רש""י. הרשיתי לעצמי בכל זאת לשחזר את הצורה שבצרפתית עתיקה, דבר שבלונדהיים הסתייג ממנו.$</small>"
Rashi on Shevuot.4b.11.2,"1755 שבועות ד: <b>מקדח</b><br>ברינ""א barena <b>מקדח (בספרדית)</b><br><small>גם מלה זו אין לה פירוש ואין לה לעז אלא באותו כתב-יד (ר' לעיל מס' 1754). וכאן הלעז רחוק מאוד מהמלה הצרפתית, שבה פירש רש""י במקום אחר את ""מקדח"": tariedre (ר' לעיל מס' 1351 ועוד). צריך איפה להניח, שאין הלעז מאת רש""י, והוא המלה הספרדית bar[r]ena. ר' מילונו של לוי (מס' 786).$</small>"
Rashi on Shevuot 4b:11:3,"1756 שבועות ד: <b>מכתב</b><br>גרפי""א [grafie] grafie <b>מַכתֵּב, חרט</b><br><small>ראה לעיל מס' 1352.$</small>"
Rashi on Shevuot 6b:1:2,"1757 שבועות ו: <b>דיהה</b><br>פלד""א palde <b>חיוור</b><br><small>$</small>"
Rashi on Shevuot 6b:7:2,"1758 שבועות ו: <b>(כבנתי)[כבנה]</b><br>פירמ""ל [fermail] fermal <b>סגר</b><br><small>קרס הנלחץ לסגור כריכת ספר או מחשוף של חולצה וכדומה. – תמוה, שרק כאן רש""י מוסיף לעז שני על נושק""א (להלן מס' 1759), שלא כבמקבילות (מס' 213 ומס' 1257), שרש""י עצמו מזכיר אותן בפירושו. הממצא בתכבי-היד מאפשר גם את הצורות fermail, fermeil ובלונדהיים העדיף fermail (פירמי""""ל). אבל, לפי מה שהוער לעיל (מס' 1656), וכן לפי הממצא באוצרות הלשון הצרפתית בימי-הביניים, נראית לי יותר הצורה fermal.$</small>"
Rashi on Shevuot.6b.7.2,"1759 שבועות ו: <b>(כבנתי)[כבנה]</b><br>נושק""א nosche <b>סיכה, מכבנה</b><br><small>ראה לעיל מס' 213.$</small>"
Rashi on Shevuot 16a:6:1,"1760 שבועות טז. <b>בצעים</b><br>מריש""ק maresc <b>בִיצה, מקווה מים רדודים</b><br><small>ראה לעיל מס' 1679.$</small>"
Rashi on Shevuot 31a:10:3,"1761 שבועות לא. <b>(פוזמוקייכו)[פוזמקי]</b><br>קלצונ""ש chalcons <b>נעלי-בד</b><br><small>ראה לעיל מס' 105.$</small>"
Rashi on Shevuot 31a:14:2,"1762 שבועות לא. <b>המראה</b><br>פירמלי""א [fermaille] fernalie <b>הסכם</b><br><small>""הסכם"" זה הוא יסוד להתחייבות במשחקי מזל. יש להטעים fermalie (ר' לעיל מס' 388).$</small>"
Rashi on Shevuot 42a:1:1,"1763 שבועות מב. <b>עפצי</b><br>גלי""ש gales <b>עפצים (גידולים טפיליים בעלה האלון)</b><br><small>$</small>"
Rashi on Avodah Zarah 2b:14:3,"1764 עבודה זרה ב: <b>גיגית</b><br>קוב""א cuve <b>גיגית, מיכל גדול ועגול</b><br><small>$</small>"
Rashi on Avodah Zarah 3b:8:3,"1765 עבודה זרה ג: <b>ביצי כינים</b><br>לינטרי""ש lentres <b>ביצי-כינים</b><br><small>בדפוסים רשום לפני הלעז: ""אינב""א בלשון ארמית""; ברור, שהגרשיים נדפסו בטעות.$</small>"
Rashi on Avodah Zarah 4a:7:3,"1766 עבודה זרה ד. <b>פיד של תרנגולת</b><br>ביקידור""א bechedure <b>ניקור, דקירה</b><br><small>ראה לעיל מס' 1383.$</small>"
Rashi on Avodah Zarah 4b:7:1,"1767 עבודה זרה ד: <b>סורייקי</b><br>טקי""ש taches <b>כתמים</b><br><small>$</small>"
Rashi on Avodah Zarah 5b:9:1,"1768 עבודה זרה ה: <b>דוקין</b><br>טייל""א teile <b>תבלול (כתם בעין המצמצם את הראייה)</b><br><small>לפי כתב-היד היה אפשרי לגרוס טיילי""ש (teiles, ברבים), אבל בלונדהיים קבע צורת יחיד בהתאם להופעות רבות של ""דוקין"" בלע""ז, שבהן אין כל סימן של ריבוי. ראה לעיל מס' 675.$</small>"
Rashi on Avodah Zarah 7b:11:1,"1769 עבודה זרה ז: <b>שבת</b><br>אניי""ד aneid <b>שֶבֵת (צמח ריחני)</b><br><small>$</small>"
Rashi on Avodah Zarah 7b:11:1,"1770 עבודה זרה ז: <b>שבת</b><br>אניט""ו aneto <b>שֶבֶת (באיטלקית)</b><br><small>מצוי רק בדפוסים מדפוס סונצינו ואילך, ואינו מאת רש""י. ר' בלונדהיים ב' (ע' 95).$</small>"
Rashi on Avodah Zarah 7b:11:2,"1771 עבודה זרה ז: <b>זירין</b><br>טודיל""ש tudels <b>צינורות</b><br><small>כאן במובן של גבעולים (ר' לעיל מס' 722). הגרסה שבדפוסים משובשת מתוך הכפלת אותיות.$</small>"
Rashi on Avodah Zarah 8b:7:1,"1772 עבודה זרה ח: <b>אינך</b><br>קרבונקל""א אודם (אבן יקרה בעלת צבע אדום כהה ומבריקה ביותר) <b>charboncle</b><br><small>ראה לעיל מס' 1645.$</small>"
Rashi on Avodah Zarah.10a.10.1,"1773 עבודה זרה י. <b>דה""מ כתב ולשון</b><br>פאולו""ש Paulus <b>פאולוס (שאול השליח, ה'קדוש' של הכנסייה הנוצרית)</b><br><small>בדפוסים הישנים של ""עין יעקב"" קוראים: ""כתב ולשון של רומי מאומה אחרת בא להם, אחרי' תקנו להם כל ספרי טעותם, יוחנן פאולוס פיטרו', והם יהודים היו: לשון הוא גראמטיקא הוא הלטין שמדברים בו הגלחים, הם שנו ועמקו [צ""ל: ועקמו] הלשון ועשו להם הבל לחשבם בפני עצמם ולסלקם מעל ישראל ולא שכפרו כי לטובתן של ישראל נתכוונו, אלא מפני שראו ישראל בצער ובדוחק מתרמיתי ישו עשו עצמם כאילו הם עמו בקדישות וצוו עליהם הכל כמפורש בסיפור תליית ישו ע""כ פירש""י"", כלומר שליחי הנצרות הביאו את כתבי-הקודש לרומאים. אבל בצורה מסולפת, כדי למנוע את התערבותם בעם ישראל. – השם רשום בצורתו הלטינית.$</small>"
Rashi on Avodah Zarah.10a.10.1,"1774 עבודה זרה י. <b>דה""מ כתב ולשון</b><br>פיטרו""ש Petrus <b>פטרוס (שמעון כיפא השליח, ה'קדוש' של הכנסייה הנוצרית)</b><br><small>גם שם זה רשום בצורתו הלטינית (ר' לעיל מס' 1773).$</small>"
Rashi on Avodah Zarah.10a.10.1,"1775 עבודה זרה י. <b>דה""מ כתב ולשון</b><br>גרמטיק""א [grammatica] gramatica <b>דקדוק (בלטינית או באיטלקית)</b><br><small>המשמעות כאן: השפה הלטינית. גם מלה זו שייכת לתוספת הפירוש שבדפוסים ישנים של ""עין יעקב"".$</small>"
Rashi on Avodah Zarah.10a.10.1,"1776 עבודה זרה י. <b>דה""מ כתב ולשון</b><br>לטי""ן latin <b>לטינית</b><br><small>עיין לעיל בשלושת המספרים הקודמים.$</small>"
Rashi on Avodah Zarah 10b:2:2,"1777 עבודה זרה י: <b>גרגירא</b><br>אורוג""א [orugue] oruge <b>אורה (צמח)</b><br><small>ראה לעיל מס' 377.$</small>"
Rashi on Avodah Zarah 10b:2:3,"1778 עבודה זרה י: <b>כוסברתא</b><br>אליינדר""א [aillendre] aliendre <b>כוסבר</b><br><small>ראה לעיל מס' 376.$</small>"
Rashi on Avodah Zarah 10b:2:4,"1779 עבודה זרה י: <b>כרתי</b><br>פוריל""ש porels <b>כרשים (ירק מאכל)</b><br><small>$</small>"
Rashi on Avodah Zarah 10b:2:5,"1780 עבודה זרה י: <b>חסא</b><br>לייטוג""א [laitugue] leituge <b>חסה</b><br><small>ראה לעיל מס' 624.$</small>"
Rashi on Avodah Zarah 11a:6:3,"1781 עבודה זרה יא. <b>חזרת</b><br>לייטוג""א [laitugue] leituge <b>חסה</b><br><small>כנ""ל.$</small>"
Rashi on Avodah Zarah 11a:6:4,"1782 עבודה זרה יא. <b>צנון</b><br>רפנ""א rafne <b>צנון</b><br><small>$</small>"
Rashi on Avodah Zarah 11a:13:2,"1783 עבודה זרה יא. <b>עוקרין</b><br>אישיריטי""ר לכרות את מיתרי הברך <b>esjareter</b><br><small>כך קבע בלונדהיים לפי העניין, אף שבגרסת כתב-היד וגרסת הדפוסים אינן מכוונות לכך דווקא.$</small>"
Rashi on Avodah Zarah 11b:2:1,"1784 עבודה זרה יא: <b>בלורית</b><br>אפובליי""ל [] afubleil <b>צמה מכובנת</b><br><small>בלונדהיים השאיר את הלעז ללא פתרון. הרשיתי לעצמי לשער את הפתרון הנ""ל, ההולם את הגרסאות (אפוריי""ל, אפורליי""ץ בכתבי-היד, אפודלי""ץ בדפוסים מאז סונצינו) ואת המשמעות (יש עדות ל – afublail בהוראת שמלה מכובנת ול – afublement, afubleure בהוראת צמה מכובנת).$</small>"
Rashi on Avodah Zarah 11b:10:2,"1785 עבודה זרה יא: <b>חגתא</b><br>קונפרידריא""ה (חגיגת ה)חברה <b>confredrie</b><br><small>ה – confredrie היא אגודת-אחים של בעלי מקצוע אחד, ושיא פעולותם השנתית הוא משתה גדול. באחד מכתבי-היד יש גרסה מוזרה: קטלומפרידיא""ה. אפשר להניח, שרצה המעתיק להפגין ברמזו לגזרון ""קטל"" את ריחוקו ממסיבות כאלה, שבהן הייתה שכיחה השכרות, ומכאן קטטות ורציחות (אולי תכופות היו הקרבנות יהודים).$</small>"
Rashi on Avodah Zarah 12a:9:4,"1786 עבודה זרה יב. <b>עלוקה</b><br>שנשוא""ה sansue <b>עלוקה</b><br><small>גם ברי""ף על המשך הסוגיה (דף יב:) הנמצא במסכת ‏שבת‏ ‏(דפוס וילנא דף מ.) צורף הלעז שנשוא""ה למלה ""עלוקה"", שבה מסביר רש""י את ""נימא"".$</small>"
Rashi on Avodah Zarah 12b:4:2,"1787 עבודה זרה יב: <b>חלא</b><br>איגר""א [aigre] egre <b>חומץ</b><br><small>ראה לעיל מס' 1169.$</small>"
Rashi on Avodah Zarah 14a:2:3,"1788 עבודה זרה יד. <b>פירי דארזא</b><br>גלנ""ט glant <b>בלוטים</b><br><small>ראה לעיל מס' 932.$</small>"
Rashi on Avodah Zarah 14a:11:2,"1789 עבודה זרה יד. <b>טווזיג</b><br>קומפרי""א [comparage] comparaje <b>סעודת-רעים</b><br><small>$</small>"
Rashi on Avodah Zarah 14b:3:2,"1790 עבודה זרה יד: <b>מיבק אביק ביה</b><br>אינלציי""ר enlacier <b>לקשור</b><br><small>חסר בדפוסים. הכוונה לאדם קשור (בלשון רש""י: ""אדוק"") לעבודת כוכבים, אבל לא מתוך אמונה, כי אם מתוך אינטרס.$</small>"
Rashi on Avodah Zarah.15b.4.2,"1791 עבודה זרה טו: <b>מזרה</b><br>פיל""א pele <b>את-חפירה (כלומר כף שטוחה בעלת ידית ארוכה)</b><br><small>$</small>"
Rashi on Avodah Zarah 15b:4:3,"1792 עבודה זרה טו: <b>דקר</b><br>פושוי""ר [fossoir] fosoir <b>מכוש</b><br><small>ראה לעיל מס' 70.$</small>"
Rashi on Avodah Zarah 15b:10:4,"1793 עבודה זרה טו: <b>סדן</b><br>שטו""ק stok <b>סד (בגרמנית)</b><br><small>$</small>"
Rashi on Avodah Zarah 15b:10:4,"1794 עבודה זרה טו: <b>סדן</b><br>צי""ף cep <b>סד (שבו נעלו רגלי האסירים)</b><br><small>בדפוס סונצינו הלעז כתוב בפ""א עגולה, אבל ספק, אם נהגו כבר כבימינו להבדיל בין פ""א סופית, שהיא f, לפ""א עגולה, שהיא p. ר' מילונו של לוי (מס' 196).$</small>"
Rashi on Avodah Zarah 15b:10:5,"1795 עבודה זרה טו: <b>כבלים</b><br>בויא""ש buies <b>כבלים</b><br><small>ר' מילונו של לוי (מס' 189).$</small>"
Rashi on Avodah Zarah 15b:10:6,"1796 עבודה זרה טו: <b>שלשלאות</b><br>פיריי""ש  [ferges] ferjes <b>שרשרות ברזל, אזיקים</b><br><small>$</small>"
Rashi on Avodah Zarah 16a:3:1,"1797 עבודה זרה טז. <b>עששיות</b><br>משי""ש [masses] mases <b>גושים, עשתות</b><br><small>$</small>"
Rashi on Avodah Zarah 16a:3:3,"1798 עבודה זרה טז. <b>מרי</b><br>פושוי""ר [fossoir] fosoir <b>מכוש</b><br><small>ראה לעיל מס' 70. צורת היחיד תמוהה.$</small>"
Rashi on Avodah Zarah 16a:3:4,"1799 עבודה זרה טז. <b>חציני</b><br>דולידויר""א doledoire <b>מעצד (מעין גרזן)</b><br><small>$</small>"
Rashi on Avodah Zarah 16a:6:1,"1800 עבודה זרה טז. <b>סחופי</b><br>אדינטי""ר adenter <b>להפיל אפיים ארצה</b><br><small>$</small>"
Rashi on Avodah Zarah 16a:13:4,"1801 עבודה זרה טז. <b>בימה</b><br>אלמינבר""א almenbre <b>בימה</b><br><small>ר' לעיל מס' 837. אולם כאן אין השימוש במלה לענייני קודש (בימה בבית-הכנסת), אלא בענייני חול (סתם בימה). אך אולי רצה רש""י להשוות סתם בימה לבימה בבית-הכנסת (""ואנו קורין אותו…"").$</small>"
Rashi on Avodah Zarah 16a:13:5,"1802 עבודה זרה טז. <b>בימוסיאות</b><br>אלטי""ר alter <b>מזבח</b><br><small>ר' בלונדהיים ב' (ע' 81-80) ובלונדהיים פ' (ע' 25). כתיב השם הפרטי ""אלתר"" בתי""ו נועד כנראה למנוע את הדמיון עם כלי הפולחן הזר.$</small>"
Rashi on Avodah Zarah 16a:13:7,"1803 עבודה זרה טז. <b>כיפה</b><br>אר""ק וולו""ד [arc volud] arc wolud <b>קמרון</b><br><small>$</small>"
Rashi on Avodah Zarah 17b:10:1,"1804 עבודה זרה יז: <b>קיבורי</b><br>לימוישיל""ש lemoisels [lemoissels] <b>פקעות (של חוט)</b><br><small>$</small>"
Rashi on Avodah Zarah 18b:2:2,"1805 עבודה זרה יח: <b>זקיפא</b><br>פורקי""ש forches <b>קלשונים</b><br><small>ה""קלשונים"" הם עץ-התלייה, כי המתקן הקמאי היה עשוי משני קלשונים נטועים באדמה ועליהם מוט מאוזן (בצרפתית: fourches patibulaires. כלומר ""קלשונים תלייתיים"").$</small>"
Rashi on Avodah Zarah 18b:9:1,"1806 עבודה זרה יח: <b>מזבלים</b><br>אמשי""ר [amasser] amaser <b>להקהיל</b><br><small>גרסת הדפוסים מצביעה יותר על אמיישניי""ר ameisnier (להכניס [הביתה]), אבל ר' בלונדהיים ב' (ע' 84).$</small>"
Rashi on Avodah Zarah 20b:12:1,"1807 עבודה זרה כ: <b>שחת</b><br>פירי""א [ferrage] feraje <b>חציר</b><br><small>$ </small>"
Rashi on Avodah Zarah 22b:6:3,"1808 עבודה זרה כב: <b>מכתבא</b><br>גרפי""א [grafie] grafie <b>מַכתֵּב, חרט</b><br><small>ראה לעיל מס' 1352.$</small>"
Rashi on Avodah Zarah 24a:14:1,"1809 עבודה זרה כד. <b>קילעא</b><br>פורק""א porche <b>פרוזדור (מבנה הבולט החוצה, ובו פתח הבית)</b><br><small>$</small>"
Rashi on Avodah Zarah 25a:12:1,"1810 עבודה זרה כה <b>עורף</b><br>הטירי""ל haterel <b>עורף</b><br><small>$</small>"
Rashi on Avodah Zarah 25a:17:2,"1811 עבודה זרה כה. <b>שופי</b><br>פולפ""א polpe <b>הבשר שעל עצם הירך</b><br><small>$</small>"
Rashi on Avodah Zarah 26a:7:2,"1812 עבודה זרה כו. <b>אופיא</b><br>אישקומ""א escume <b>קצף</b><br><small>ראה לעיל מס' 884.$</small>"
Rashi on Avodah Zarah 27a:17:2,"1813 עבודה זרה כז. <b>ריבדא</b><br>פוינטור""א pointure <b>דקירה</b><br><small>ראה לעיל מס' 1147.$</small>"
Rashi on Avodah Zarah 28a:2:3,"1814 עבודה זרה כח. <b>אישתא צמירתא</b><br>מלויי""ד מיחושים (כלומר קדחת) <b>[maleveid] malweid</b><br><small>ראה לעיל מס' 29.$</small>"
Rashi on Avodah Zarah 28a:3:2,"1815 עבודה זרה כח. <b>ככי</b><br>יינציבי""ש jencives <b>חניכיים</b><br><small>$</small>"
Rashi on Avodah Zarah 28a:5:1,"1816 עבודה זרה כח. <b>צפידנא</b><br>מושג""א [musgue] musge <b>פַּטֶרֶת (מחלת הפה)</b><br><small>ראה לעיל מס' 541.$</small>"
Rashi on Avodah Zarah 28a:9:4,"1817 עבודה זרה כח. <b>מרא</b><br>פושוי""ר [fossoir] fosoir <b>מכוש</b><br><small>ראה לעיל מס' 70.$</small>"
Rashi on Avodah Zarah 28a:13:3,"1818 עבודה זרה כח. <b>תחלי</b><br>קרישו""ן [cresson] creson <b>שחליים</b><br><small>$</small>"
Rashi on Avodah Zarah 28a:14:1,"1819 עבודה זרה כח. <b>עינבתא</b><br>בו""ן מלנ""ט bon malant <b>פצע חמור</b><br><small>ראה לעיל מס' 5. בדפוסים רק המלה השנייה מפיעה, אבל יש עדויות על מציאות שתי המלים במקור.$</small>"
Rashi on Avodah Zarah 28a:14:3,"1820 עבודה זרה כח. <b>טיגנא</b><br>רוד""א rude <b>פֵּיגָם (צמח)</b><br><small>$</small>"
Rashi on Avodah Zarah 28a:14:4,"1821 עבודה זרה כח <b>כרפסא</b><br>אפי""א [apie] apie <b>כרפס</b><br><small>ראה לעיל מס' 829.$</small>"
Rashi on Avodah Zarah 28a:15:1,"1822 עבודה זרה כח. <b>סימטא</b><br>קלו""ג clog <b>מורסה</b><br><small>$</small>"
Rashi on Avodah Zarah 28b:1:1,"1823 עבודה זרה כח: <b>פיקעא</b><br>פיג""א fige [figue] <b>תאנה (טחור בצורת תאנה)</b><br><small>ר' לעיל מס' 318; גם כאן יש אפשרות לקרוא פי""ג fig. בלונדהיים מתרגם, בניגוד לתרגומו שם, ""פי הטבעת"", בהתאם לפירוש רש""י כלשונו בספרינו. אבל קשה לקבל גלגול זה של המלה. וכמדומני יש דרך להבין את רש""י גם לפי הפירוש ""טחור"": ""רבי יעקב חש בפקעא. [בחולי של] פי טבעת…"", אף אם פירוש של ""פקעא"" הוא באמת ""פי הטבעת"", הלעז יכול בכל זאת להתייחס למחלה.$</small>"
Rashi on Avodah Zarah 28b:1:5,"1824 עבודה זרה כח: <b>נירא ברקא</b><br>ליצ""א lice <b>ניר</b><br><small>ראה לעיל מס' 272.$</small>"
Rashi on Avodah Zarah 28b:1:8,"1825 עבודה זרה כח: <b>פרי הסנה</b><br>בוטונ""ש botons <b>פירות ורד-הבר</b><br><small>בדפוסים, בטעות: ""בוטנים"". נדמה לי, שטעה בלונדהיים בתרגומו ""ניצנים"". לפנינו הוראה אחרת של אותה מלה (""כפתור"" במקורה), והיא ""פרי ורד-הבר"" (בגרמנית Buttle). ר' מילונו של לוי (מס' 179) וכן בלונדהיים ב' (ע' 63-62).$</small>"
Rashi on Avodah Zarah 28b:3:2,"1826 עבודה זרה כח: <b>משקדי חלזוני</b><br>לימ""ץ limaz <b>חילזון ערום</b><br><small>לגבי לעז זה יש אצל בלונדהיים בלבול, שקשה להבינו, כשיודעים, באיזו דייקנות עבד החוקר. הוא מתרגם ""מחלת העין"", ובאמת בבכורות לח. (מס' 643b, להלן מס' 2327א), חלזון=limaz=מחלת העין. אבל פה מדובר בקונכיית החילזון (שהתלמוד מציע להשתמש בה לריפוי הטחורים), ואין זה יכול להתייחס אלא לחיה עצמה. אם כן את מס' 643a היה צריך לקרב למס' 640 (limace) ולהבדיל ממס' 643b, לפחות בתרגומו.$</small>"
Rashi on Avodah Zarah 28b:3:5,"1827 עבודה זרה כח: <b>עמר גופנא</b><br>קוטו""ן coton <b>כותנה</b><br><small>ראה לעיל מס' 26. חסר בדפוסים.$</small>"
Rashi on Avodah Zarah 28b:5:1,"1828 עבודה זרה כח: <b>חיפושתא</b><br>אישקרבו""ט escharbot <b>חיפושית</b><br><small>$</small>"
