Index Title,Negaim
Negaim 10:3,"III. D<small>AS NACHGEWACHSENE</small><sup>10</sup><i class=""footnote"">fn1374,Das schwarze Haar, das nach Erscheinen des Haaraussatzes auf diesem wächst, bzw. das schon vor Erscheinen des Aussatzes auf dieser Stelle war.</i><small>SCHÜTZT VOR DEM GOLDGELBEN</small> H<small>AARE UND VOR DER</small> Z<small>UNAHME</small><sup>11</sup><i class=""footnote"">fn1375,Es hebt ihre Wirkung als Unreinheitszeichen auf.</i><small>GESAMMELT UND ZERSTREUT, EINGEKREIST UND NICHT EINGEKREIST</small>. D<small>AS ZURÜCKGEBLIEBENE</small><sup>10</sup><i class=""footnote"">fn1374,Das schwarze Haar, das nach Erscheinen des Haaraussatzes auf diesem wächst, bzw. das schon vor Erscheinen des Aussatzes auf dieser Stelle war.</i><small>SCHÜTZT VOR DEM GOLDGELBEN</small> H<small>AARE UND VOR DER</small> Z<small>UNAHME GESAMMELT UND ZERSTREUT UND EINGEKREIST, AN DER</small> S<small>EITE ABER SCHÜTZT ES NICHT, ES SEI DENN, ES IST ZWEI</small> H<small>AARWEITEN VOM STEHENDEN</small> H<small>AARE ENTFERNT</small>. I<small>ST EINES GOLDGELB UND EINES SCHWARZ, EINES GOLDGELB UND EINES WEISS, SO SCHÜTZEN SIE NICHT</small>."
Negaim 10:4,"IV. W<small>AR DAS GOLDGELBE</small> H<small>AAR FRÜHER DA ALS DER</small> H<small>AARAUSSATZ, SO IST ER REIN, UND NACH</small> R. J<small>EHUDA UNREIN</small>. R. E<small>LIE͑ZER B</small>. J<small>A͑QOB SAGT, ES MACHE NICHT UNREIN UND ES SCHÜTZE NICHT</small>. R. Š<small>IMO͑N SAGT, WAS BEIM</small> H<small>AARAUSSATZE KEIN</small> U<small>NREINHEITSZEICHEN IST, SEI BEIM</small> H<small>AARAUSSATZE EIN</small> R<small>EINHEITSZEICHEN</small>."
Negaim 10:5,"V. W<small>IE ERFOLGT DAS</small> S<small>CHEREN</small><sup>12</sup><i class=""footnote"">fn1376,Cf. Lev. 13,33.</i><small>BEIM</small> H<small>AARAUSSATZE?</small> M<small>AN SCHERE AUSSERHALB DESSELBEN UND LASSE DANEBEN ZWEI</small> H<small>AARE, DAMIT ZU MERKEN SEI, OB EINE</small> Z<small>UNAHME</small><sup>13</sup><i class=""footnote"">fn1377,Wobei das Haar ausfällt.</i><small>ERFOLGT IST</small>. W<small>ENN ER IHN WEGEN DES GOLDGELBEN</small> H<small>AARES ALS POSITIV ERKLÄRT HAT UND DAS GOLDGELBE</small> H<small>AAR GESCHWUNDEN IST UND GOLDGELBES</small> H<small>AAR WIEDERGEKOMMEN IST, EBENSO EINE</small> Z<small>UNAHME, OB ANFÄNGLICH, AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE ODER NACH DER</small> N<small>EGATIVITÄT, SO IST ER WIE ZUVOR</small><sup>14</sup><i class=""footnote"">fn1378,Er ist unrein ohne abermals als positiv erklärt werden zu müssen.</i>. W<small>ENN ER IHN WEGEN DER</small> Z<small>UNAHME ALS POSITIV ERKLÄRT HAT, UND DIE</small> Z<small>UNAHME GESCHWUNDEN IST UND EINE</small> Z<small>UNAHME WIEDERGEKOMMEN IST, EBENSO GOLDGELBES</small> H<small>AAR, AM</small> E<small>NDE DER ERSTEN</small> W<small>OCHE, AM</small> E<small>NDE DER ZWEITEN</small> W<small>OCHE ODER NACH DER</small> N<small>EGATIVITÄT, SO IST ER WIE ZUVOR</small><sup>14</sup><i class=""footnote"">fn1378,Er ist unrein ohne abermals als positiv erklärt werden zu müssen.</i>."
Negaim 10:6,"VI. W<small>ENN ES ZWEI</small> H<small>AARAUSSÄTZE NEBEN EINANDER SIND UND EINE</small> R<small>EIHE</small> H<small>AAR ZWISCHEN IHNEN TRENNT, SO IST ER, WENN EINE</small> L<small>ÜCKE AN EINER</small> S<small>TELLE ENTSTEHT, UNREIN, UND WENN AN ZWEI</small> S<small>TELLEN, REIN</small>. W<small>IE GROSS MUSS DIE</small> L<small>ÜCKE SEIN?</small> E<small>IN</small> R<small>AUM VON ZWEI</small> H<small>AAREN</small>. I<small>ST DIE</small> L<small>ÜCKE AN EINER</small> S<small>TELLE, SO IST ER UNREIN, AUCH WENN IN</small> G<small>RAUPENGRÖSSE</small>."
Negaim 10:7,"VII. W<small>ENN ES ZWEI</small> H<small>AARAUSSÄTZE SIND, EINER INNERHALB DES ANDEREN, UND EINE</small> R<small>EIHE</small> H<small>AARE ZWISCHEN IHNEN TRENNT, SO IST ER, WENN EINE</small> L<small>ÜCKE AN EINER</small> S<small>TELLE VORHANDEN IST, UNREIN, UND WENN AN ZWEI</small> S<small>TELLEN, REIN</small>. W<small>IE GROSS MUSS DIE</small> L<small>ÜCKE SEIN?</small> W<small>IE DER</small> R<small>AUM VON ZWEI</small> H<small>AAREN</small>. H<small>AT DIE</small> L<small>ÜCKE AN EINER</small> S<small>TELLE</small> G<small>RAUPENGRÖSSE, SO IST ER REIN</small>."
Negaim 10:8,"VIII. W<small>ER EINEN</small> H<small>AARAUSSATZ HAT MIT GOLDGELBEM</small> H<small>AARE DARAN, IST UNREIN</small>. I<small>ST DARAUF SCHWARZES</small> H<small>AAR ENTSTANDEN, SO IST ER REIN, UND AUCH WENN DAS SCHWARZE</small> H<small>AAR GESCHWUNDEN IST, IST ER REIN</small>. R. Š<small>IMO͑N B</small>. J<small>EHUDA SAGTE IM</small> N<small>AMEN</small> R. Š<small>IMO͑NS</small> : E<small>IN</small> H<small>AARAUSSATZ, DER AUCH NUR EINE</small> S<small>TUNDE REIN WAR, WIRD NIE WIEDER UNREIN</small>. R. Š<small>IMO͑N SAGTE</small> : G<small>OLDGELBES</small> H<small>AAR, DAS NUR EINE</small> S<small>TUNDE REIN WAR, WIRD NIE WIEDER UNREIN</small>"
Negaim 10:9,"IX. W<small>ENN JEMAND EINEN</small> H<small>AARAUSSATZ IN</small> G<small>RAUPENGRÖSSE HATTE UND ER SICH ÜBER DEN GANZEN</small> K<small>OPF AUSGEBREITET HAT, SO IST ER REIN</small>. K<small>OPF UND</small> B<small>ART SIND VON EINANDER NICHT ABHÄNGIG</small><sup>15</sup><i class=""footnote"">fn1379,Er ist rein, auch wenn der Aussatz sich über einen von beiden ausgebreitet hat.</i> – <small>SO</small> R. J<small>EHUDA</small> ; R. Š<small>IMO͑N SAGT, SIE SEIEN VON EINANDER ABHÄNGIG</small>. R. Š<small>IMO͑N SPRACH:</small> D<small>IES IST DURCH EINEN</small> S<small>CHLUSS ZU FOLGERN: WENN DIE</small> H<small>AUT DES</small> G<small>ESICHTES UND DIE</small> H<small>AUT DES</small> L<small>EIBES, DIE DURCH ETWAS ANDERES VON EINANDER GETRENNT</small><sup>16</sup><i class=""footnote"">fn1380,Durch den Bart, der das ganze Gesicht einrahmt.</i><small>SIND, VON EINANDER ABHÄNGIG SIND, UM WIEVIEL MEHR SIND</small> K<small>OPF UND</small> B<small>ART, DIE NICHT DURCH ETWAS ANDERES VON EINANDER GETRENNT SIND, VON EINANDER ABHÄNGIG</small>. K<small>OPF UND</small> B<small>ART</small><sup>17</sup><i class=""footnote"">fn1381,Dh. ein Aussatzfleck, der sich zur Hälfte auf dem einen u. zur Hälfte auf dem anderen befindet.</i><small>WERDEN NICHT MITEINANDER VEREINIGT, UND DIE</small> Z<small>UNAHME DES EINEN</small><sup>18</sup><i class=""footnote"">fn1382,Wenn er sich auf einem von beiden befindet.</i><small>ERFOLGT NICHT AUF DEM ANDEREN</small>. W<small>AS GEHÖRT ZUM</small> B<small>ARTE?</small> V<small>OM</small> K<small>IEFERGELENKE BIS ZUM</small> K<small>EHLKOPFE</small>."
Negaim 10:10,"X. D<small>IE</small> H<small>INTERGLATZE UND DIE</small> V<small>ORDERGLATZE WERDEN UNREIN IN ZWEI</small> W<small>OCHEN, DURCH ZWEI</small> Z<small>EICHEN: HEILES</small> F<small>LEISCH UND</small> Z<small>UNAHME</small>. W<small>AS HEISST EINE</small> G<small>LATZE</small><sup>19</sup><i class=""footnote"">fn1383,Dh. wodurch entsteht eine solche.</i>? W<small>ENN JEMAND</small> N<small>ESAM</small><sup>20</sup><i class=""footnote"">fn1384,Nach den Kommentaren, Name einer enthaarend wirkenden Pflanze; dh. selbst wenn man sich die Glatze selber beigebracht hat.</i><small>GEGESSEN HAT, SICH MIT</small> N<small>ESAM GESALBT HAT, ODER INFOLGE EINER</small> W<small>UNDE, AUF DER KEIN</small> H<small>AAR MEHR WÄCHST</small>. W<small>ELCHE HEISST</small> H<small>INTERGLATZE?</small> V<small>OM</small> S<small>CHEITELPUNKTE ABFALLEND NACH HINTEN BIS ZUM</small> N<small>ACKENWULSTE</small>. W<small>ELCHE HEISST</small> V<small>ORDERGLATZE</small>? V<small>OM</small> S<small>CHEITELPUNKTE ABFALLEND NACH VORN, BIS GEGEN DAS</small> H<small>AAR NACH OBEN</small><sup>21</sup><i class=""footnote"">fn1385,Soll wohl heißen: bis zur Stirn, wo das Haar beginnt.</i>. D<small>IE</small> H<small>INTERGLATZE UND DIE</small> V<small>ORDERGLATZE WERDEN MIT EINANDER NICHT VEREINIGT</small><sup>22</sup><i class=""footnote"">fn1386,Cf. Anm. 17 mut. mut.</i>, <small>UND DIE</small> Z<small>UNAHME DES EINEN</small><sup>18</sup><i class=""footnote"">fn1382,Wenn er sich auf einem von beiden befindet.</i><small>ERFOLGT NICHT AUF DEM ANDEREN</small>. R. J<small>EHUDA SAGT, BEFINDET SICH</small> H<small>AAR ZWISCHEN IHNEN, WERDEN SIE NICHT VEREINIGT, WENN ABER NICHT, WERDEN SIE VEREINIGT</small>."
Negaim 11:1,"<b>A</b>LLE K<small>LEIDER WERDEN DURCH DEN</small> A<small>USSATZ UNREIN, AUSGENOMMEN DIE DER</small> N<small>ICHTJUDEN</small>. H<small>AT JEMAND</small> K<small>LEIDER VON EINEM</small> N<small>ICHTJUDEN GEKAUFT, SO SUND SIE</small><sup>1</sup><i class=""footnote"">fn1387,Auch wenn der Aussatz schon vorher daran haftete.</i> <small>WIE ANFÄNGLICH ZU BEHANDELN</small>. H<small>ÄUTEVON</small> S<small>EETIEREN WERDEN DURCH DEN</small> A<small>USSATZ NICHT UNREIN</small>. H<small>AT MAN SIE VERBUNDEN MIT DEM, WAS AUF DEM</small> F<small>ESTLANDE ENTSTANDEN IST, AUCH NUR EINEM</small> F<small>ADEN ODER EINER</small> S<small>CHNUR, WENN ES NUR FÜR DIE</small> U<small>NREINHEIT EMPFÄNGLICH IST, SO WERDEN SIE UNREIN</small>."
Negaim 11:2,"II. H<small>AT MAN</small> K<small>AMELHAAR UND</small> S<small>CHAFWOLLE MITEINANDER GEHECHELT, SO WERDEN SIE, WENN ES MEHR VOM</small> K<small>AMELE IST, NICHT DURCH DEN</small> A<small>USSATZ UNREIN, WENN ES MEHR VOM</small> S<small>CHAFE IST, DURCH DEN</small> A<small>USSATZ UNREIN, UND WENN</small> H<small>ÄLFTE ZU</small> H<small>ÄLFTE, DURCH DEN</small> A<small>USSATZ UNREIN</small>. D<small>ASSELBE GILT AUCH VON</small> F<small>LACHS UND</small> H<small>ANF</small><sup>2</sup><i class=""footnote"">fn1388,Von denen nur das erstere für die Unreinheit empfänglich ist.</i>, <small>DIE MAN MITEINANDER GEHECHELT HAT</small>."
Negaim 11:3,"III. F<small>ARBIGE</small> F<small>ELLE UND</small> K<small>LEIDER WERDEN NICHT DURCH DEN</small> A<small>USSATZ UNREIN</small>. H<small>ÄUSER, OB FARBIG ODER NICHT FARBIG, WERDEN DURCH DEN</small> A<small>USSATZ UNREIN – SO</small> R. M<small>EÍR;</small> R. J<small>EHUDA SAGT</small>, F<small>ELLE GLEICHEN</small> H<small>ÄUSERN</small>. R. Š<small>IMO͑N SAGT, VON</small> N<small>ATUR FARBIGE WERDEN UNREIN, DURCH</small> M<small>ENSCHENHAND GEFÄRBTE WERDEN NICHT UNREIN</small>."
Negaim 11:4,"IV. B<small>EI EINEM</small> K<small>LEIDE, DESSEN</small> A<small>UFZUG FARBIG UND DESSEN</small> E<small>INSCHLAG WEISS IST, RICHTE MAN SICH NACH DEM SICHTBAREN</small><sup>3</sup><i class=""footnote"">fn1389,Das mehr ins Auge fällt, auch wenn das andere mehr ist.</i>. K<small>LEIDER WERDEN BEI GRÜNSTEM</small> G<small>RÜN UND BEI ROTESTEM</small> R<small>OT</small><sup>4</sup><i class=""footnote"">fn1390,Diese Farben sind Unreinheitszeichen beim Kleideraussatze; cf. Lev. 13,49.</i> <small>UNREIN</small>. W<small>ENN ES DUNKELGRÜN</small><sup>4</sup><i class=""footnote"">fn1390,Diese Farben sind Unreinheitszeichen beim Kleideraussatze; cf. Lev. 13,49.</i> <small>UND DIE</small> Z<small>UNAHME DUNKELROT</small><sup>4</sup><i class=""footnote"">fn1390,Diese Farben sind Unreinheitszeichen beim Kleideraussatze; cf. Lev. 13,49.</i> <small>IST, ODER WENN ES DUNKELROT UND DIE</small> Z<small>UNAHME DUNKELGRÜN IST, SO IST ES UNREIN</small>. W<small>ENN</small> [<small>DER</small> A<small>USSATZ SICH IN DER</small> F<small>ARBE</small>] <small>VERÄNDERT UND ZUGENOMMEN, ODER SICH VERÄNDERT UND NICHT ZUGENOMMEN HAT, SO IST ES EBENSO, ALS HÄTTE ER SICH NICHT VERÄNDERT</small>. R. J<small>EHUDA SAGT, ER SEI WIE EIN ANFÄNGLICHER ZU BEHANDELN</small>."
Negaim 11:5,"V. B<small>LEIBT ES IN DER ERSTEN</small> [W<small>OCHE</small>] <small>UNVERÄNDERT, SO IST ES ZU WASCHEN UND ABZUSCHLIESSEN ; BLEIBT ES IN DER ZWEITEN UNVERÄNDERT, SO IST ES ZU VERBRENNEN; NIMMT ES ZU, OB IN DIESER ODER IN JENER, SO IST ES ZU VERBRENNEN</small>. W<small>IRD ES ANFÄNGLICH</small><sup>5</sup><i class=""footnote"">fn1391,Gleich bei der Besichtigung, vor dem Abschließen.</i> <small>BLASSER, SO IST ES, WIE</small> R. J<small>IŠMA͑ÉL SAGT ZU WASCHEN UND ABZUSCHLIESSEN; DIE WEISEN SAGEN</small>, [<small>DER</small> P<small>RIESTER</small>] <small>BRAUCHE SICH DAMIT NICHT ZU BEFASSEN</small><sup>6</sup><i class=""footnote"">fn1392,Er kann es gleich als rein erklären.</i>. W<small>IRD ES IN DER ERSTEN</small> [W<small>OCHE</small>] <small>BLASSER, SO IST ES ZU WASCHEN UND ABZUSCHLIESSEN; WIRD ES IN DER ZWEITEN BLASSER, SO IST ES HERAUSZUREISSEN, UND DAS, WAS HERAUSGERISSEN, ZU VERBRENNEN, JEDOCH IST EIN</small> F<small>LICKEN EINZUSETZEN</small>; R. N<small>EḤEMJA SAGT, ES SEI KEIN</small> F<small>LICKEN NÖTIG</small>."
Negaim 11:6,"VI. K<small>EHRT DER</small> A<small>USSATZ WIEDER ZUM</small> K<small>LEIDE, SO IST DER</small> F<small>LICKEN GESCHÜTZT</small><sup>7</sup><i class=""footnote"">fn1393,Er braucht nicht mitverbrannt zu werden.</i>; K<small>EHRT ER WIEDER ZUM</small> F<small>LICKEN, SO IST DAS</small> K<small>LEID ZU VERBRENNEN</small><sup>8</sup><i class=""footnote"">fn1394,Der Flicken aber nur dann, wenn er die verunreinigungsfähige Größe hat; cf. Kel. XXVII,2.</i>. W<small>ENN MAN EINEN</small> F<small>LICKEN VON EINEM ABGESCHLOSSENEN</small> [K<small>LEIDE</small>] <small>IN EIN REINES EINGESETZT HAT UND AUF DEM</small> K<small>LEIDE EIN</small> A<small>USSATZ ENTSTEHT, SO IST DER</small> F<small>LICKEN ZU VERBRENNEN; KEHRT ER WIEDER ZUM</small> F<small>LICKEN, SO IST DAS ERSTE</small> K<small>LEID ZU VERBRENNEN, UND DER</small> F<small>LICKEN DIENT DEM ZWEITEN</small> K<small>LEIDE BEI DEN</small> [A<small>USSATZ</small>]<small>ZEICHEN</small><sup>9</sup><i class=""footnote"">fn1395,Das Kleid ist mit diesem abzuschließen, u. wenn daran kein Aussatz entsteht, ist nur der Flicken zu verbrennen.</i>."
Negaim 11:7,"VII. B<small>EI EINEM</small> S<small>OMMERKLEIDE</small><sup>10</sup><i class=""footnote"">fn1396,Das fremdartige <span dir=""rtl"">קיטה</span> od. <span dir=""rtl"">קייטא</span> ist nach Maimonides von <span dir=""rtl"">קייטא</span> Sommer, abzuleiten, das leichte Sommerkleid; möglicherweise vom lat. cutis, die Hülle (das ‘lateinische’ <span dir=""rtl"">קוטייא</span> für Frauenkleid bei Bertinoro ist wohl Kutte). Wenn aber ein Abschreiber nach dem anderen ‘<i>ϰοίτη</i>, Tuch, Vorhang’ nachschreibt, so genügt der Hinweis, daß dieses gr. Wort nur Lager, Schlafstätte bedeutet.</i>, <small>DAS FARBIG UND WEISS KARIERT</small><sup>11</sup><i class=""footnote"">fn1397,Od. gestreift; schon das biblische <span dir=""rtl"">פסים</span> hat diese Bedeutung, u. wird von den alten Übersetzern buntfarbig übersetzt.</i><small>IST, ERFOLGT DIE</small> Z<small>UNAHME VON EINEM AUF DAS ANDERE</small><sup>12</sup>. S<small>IE FRAGTEN</small> R. E<small>LIE͑ZER:</small> W<small>ENN ES ABER NUR EIN EINZIGES</small> [<small>WEISSES</small>] K<small>ARO</small><sup>13</sup><i class=""footnote"">fn1398,Sodaß der Fleck sich nicht ausdehnen kann; ob auch dann eine Abschließung erforderlich ist.</i><small>IST</small>? E<small>R ERWIDERTE IHNEN</small> : I<small>CH HABE ES NICHT GEHÖRT</small>. D<small>A SPRACH</small> R. J<small>EHUDA B</small>. B<small>ETHERA ZU IHM:</small> S<small>OLL ICH DARÜBER LEHREN?</small> J<small>ENER ERWIDERTE:</small> W<small>ENN DIE</small> W<small>ORTE DER</small> W<small>EISEN ZU BESTÄTIGEN, DANN WOHL</small>. D<small>A SPRACH DIESER:</small> [D<small>ER</small> A<small>USSATZ</small>] <small>KÖNNTE DARAUF ZWEI</small> W<small>OCHEN UNVERÄNDERT BLEIBEN, UND BEIM</small> K<small>LEIDE IST ER, WENN ER ZWEI</small> W<small>OCHEN UNVERÄNDERT BLEIBT, UNREIN</small>. D<small>A SPRACH JENER ZU IHM:</small> D<small>U BIST EIN GROSSER</small> W<small>EISER, DENN DU HAST DIE</small> W<small>ORTE DER</small> W<small>EISEN BESTÄTIGT</small>. D<small>IE</small> Z<small>UNAHME</small> [<small>GILT ALS SOLCHE</small>], <small>WENN ANSCHLIESSEND, BEI JEDER</small> G<small>RÖSSE, WENN ENTFERNT, BEI</small> G<small>RAUPENGRÖSSE, UND BEIM WIEDERKEHRENDEN</small><sup>14</sup><i class=""footnote"">fn1399,Wenn er verblaßt u. aus dem Kleide herausgerissen worden war.</i>, <small>BEI</small> G<small>RAUPENGRÖSSE</small>."
Negaim 11:8,"VIII. D<small>ER</small> A<small>UFZUG UND DER</small> E<small>INSCHLAG WERDEN DURCH DEN</small> A<small>USSATZ SOFORT</small><sup>15</sup><i class=""footnote"">fn1400,Nach den Spinnen, auch ungebleicht.</i><small>UNREIN</small>. R. J<small>EHUDA SAGT, DER</small> A<small>UFZUG, SOBALD ER GEKOCHT IST, DER</small> E<small>INSCHLAG SOFORT UND</small> F<small>LACHSBÜSCHEL, SOBALD SIE GEBLEICHT SIND</small>. W<small>IEVIEL MUSS DER</small> K<small>NÄUEL HABEN, UM DURCH DEN</small> A<small>USSATZ UNREIN ZU WERDEN?</small> D<small>ASS MAN DARAUS DREI ZU DREI</small> [F<small>INGERBREITEN</small>] A<small>UFZUG UND</small> E<small>INSCHLAG WEBEN KANN, AUCH WENN ER NUR AUS</small> A<small>UFZUG ODER NUR AUS</small> E<small>INSCHLAG BESTEHT</small>. B<small>ESTEHT ER AUS</small> F<small>ADENSTÜCKEN, SO IST ER DURCH DEN</small> A<small>USSATZ NICHT UNREIN</small>. R. J<small>EHUDA SAGT, AUCH WENN</small> [<small>DER</small> F<small>ADEN</small>] <small>NUR EINMAL DURCHGERISSEN UND ZUSAMMENGEKNOTET IST, WERDE ER DURCH DEN</small> A<small>USSATZ NICHT UNREIN</small>."
Negaim 11:9,"IX. W<small>ENN MAN VON EINEM</small> K<small>NÄUEL AUF DEN ANDEREN, VON EINER</small> S<small>PULE AUF DIE ANDERE, ODER VOM</small> O<small>BERBAUME</small><sup>16</sup><i class=""footnote"">fn1401,Des Webstuhles.</i><small>AUF DEN</small> U<small>NTERBAUM GEWICKELT</small><sup>17</sup><i class=""footnote"">fn1402,Sodaß beide durch den Faden verbunden sind.</i> <small>HAT, DASSELBE GILT AUCH VON DEN BEIDEN</small> L<small>ÄNGEN EINES</small> H<small>EMDES</small><sup>18</sup><i class=""footnote"">fn1403,Wenn die Vorderseite u. die Hinterseite nicht zusammengenäht, sondern nur oben leicht zusammengeheftet sind.</i>, <small>UND EIN</small> A<small>USSATZ AUF EINEM VON IHNEN SICH ZEIGT, SO IST DAS ANDERE REIN</small>. W<small>ENN AN DER</small> S<small>EELE DES</small> W<small>EBEAUFZUGES</small><sup>19</sup><i class=""footnote"">fn1404,Vgl. S. 633 Anmm. 7 u. 8.</i><small>ODER DER STEHENDEN</small> K<small>ETTE</small><sup>19</sup><i class=""footnote"">fn1404,Vgl. S. 633 Anmm. 7 u. 8.</i>, <small>SO SIND SIE DURCH DEN</small> A<small>USSATZ SOFORT UNREIN</small>. R. Š<small>IMO͑N SAGT, DIE</small> K<small>ETTENFÄDEN WERDEN ERST DANN UNREIN, WENN SIE ANEINANDER GESCHOBEN SIND</small>."
Negaim 11:10,"X. E<small>RSCHEINT ER AN DER STEHENDEN</small> K<small>ETTE, SO IST DAS</small> G<small>EWEBTE REIN; ERSCHEINT ER AM</small> G<small>EWEBTEN, SO IST DIE STEHENDE</small> K<small>ETTE REIN</small>. Z<small>EIGT ER SICH AM</small> L<small>AKEN, SO SIND DIE</small> F<small>RANSEN ZU VERBRENNEN</small><sup>20</sup><i class=""footnote"">fn1405,Mit dem unreinen Laken.</i>; <small>ZEIGT ER SICH AN DEN</small> F<small>RANSEN, SO IST DAS</small> L<small>AKEN REIN</small>. Z<small>EIGT SICH EIN</small> A<small>USSATZ AM</small> H<small>EMDE, SO SIND DIE</small> T<small>RESSEN DARAN GESCHÜTZT</small><sup>21</sup><i class=""footnote"">fn1406,Sie bleiben rein.</i>, <small>SELBST WENN SIE AUS</small> P<small>URPURWOLLE</small><sup>22</sup><i class=""footnote"">fn1407,Aus verunreinigungsfähigem Stoffe.</i><small>SIND</small>."
Negaim 11:11,"XI. A<small>LLES, WAS FÜR DIE</small> L<small>EICHENUNREINHEIT EMPFÄNGLICH IST, WIRD, AUCH WENN ES FÜR DIE</small> U<small>NREINHEIT DURCH</small> A<small>UFTRETEN NICHT EMPFÄNGLICH IST, DURCH DEN</small> A<small>USSATZ UNREIN</small>. S<small>O WERDEN BEISPIELSWEISE DAS</small> S<small>EGEL EINES</small> S<small>CHIFFES, DER</small> V<small>ORHANG, DAS</small> S<small>TIRNBAND EINES</small> K<small>OPFNETZES</small>, B<small>ÜCHERHÜLLEN</small>, G<small>ÜRTEL</small>, S<small>CHUH- UND</small> S<small>ANDALENRIEMEN, DIE EINE</small> B<small>REITE VON</small> G<small>RAUPENGRÖSSE HABEN, DURCH DEN</small> A<small>USSATZ UNREIN</small>. Z<small>EIGT SICH EIN</small> A<small>USSATZ AN EINEM</small> F<small>RIESKLEIDE, SO IST ES, WIE</small> R. E<small>LIE͑ZER B</small>. J<small>A͑QOB SAGT</small>, [<small>NUR DANN UNREIN</small>], <small>WENN ER SICH AM</small> G<small>EWEBE UND AM</small> H<small>AARE ZEIGT</small>. D<small>ER</small> S<small>CHLAUCH UND DIE</small> H<small>IRTENTASCHE SIND WIE BEIM</small> G<small>EBRAUCHE ZU BESICHTIGEN</small><sup>23</sup><i class=""footnote"">fn1408,Man braucht die Falten u. die Schleifen nicht zu untersuchen.</i>. D<small>IE</small> Z<small>UNAHME ERFOLGT BEI IHNEN</small> [<small>AUCH</small>] <small>VON DER</small> I<small>NNENSEITE NACH DER</small> A<small>USSENSEITE UND VON DER</small> A<small>USSENSEITE NACH DER</small> I<small>NNENSEITE</small><sup>24</sup><i class=""footnote"">fn1409,Wie bei allen Dingen aus Leder.</i>."
Negaim 11:12,"XII. I<small>ST EIN ABGESCHLOSSENES</small> K<small>LEID</small><sup>25</sup><i class=""footnote"">fn1410,Wenn man es gefärbt hat u. der Aussatzfleck nicht zu sehen ist.</i><small>UNTER ANDERE GERATEN, SO SIND ALLE REIN; HAT MAN ES ZERZUPFT UND DARAUS</small> C<small>HARPIE GEMACHT, SO IST ES REIN UND ZUR</small> N<small>UTZNIESSUNG ERLAUBT</small>. I<small>ST EIN ALS POSITIV ERKLÄRTES UNTER ANDERE GERATEN, SO SIND ALLE UNREIN; HAT MAN ES ZERZUPFT UND DARAUS</small> C<small>HARPIE GEMACHT, SO IST ES UNREIN UND ZUR</small> N<small>UTZNIESSUNG VERBOTEN</small>."
Negaim 12:1,"<b>A</b>LLE H<small>ÄUSER WERDEN DURCH DEN</small> A<small>USSATZ UNREIN, AUSGENOMMEN DIE DER</small> N<small>ICHTJUDEN</small>. H<small>AT JEMAND</small> H<small>ÄUSER VON</small> N<small>ICHTJUDEN GEKAUFT, SO SIND SIE WIE ANFÄNGLICH</small><sup>1</sup><i class=""footnote"">fn1411,Vgl. S. 714 Anm. 1.</i> <small>ZU BEHANDELN</small>. E<small>IN RUNDES</small> H<small>AUS, EIN DREIECKIGES</small> H<small>AUS, EIN AUF EINEM</small> S<small>CHIFFE, AUF EINEM</small> F<small>LOSSE</small><sup>2</sup><i class=""footnote"">fn1412,Von allen Lesarten die einzig richtige ist <span dir=""rtl"">באסכדייה</span>, gr. <i>οχϵδία,</i> Floß.</i> <small>ODER AUF VIER</small> B<small>ALKEN GEBAUTES</small> H<small>AUS WIRD DURCH DEN</small> A<small>USSATZ NICHT UNREIN; IST ES VIERECKIG, SO WIRD ES AUCH AUF VIER</small> P<small>FÄHLEN UNREIN</small>."
Negaim 12:2,"II. E<small>IN</small> H<small>AUS, DESSEN EINE</small> S<small>EITE MIT</small> M<small>ARMOR VERKLEIDET</small><sup>3</sup><i class=""footnote"">fn1413,Die also für die Unreinheit durch den Aussatz nicht empfänglich ist.</i> <small>IST, MIT</small> F<small>ELSSTEINEN, MIT</small> Z<small>IEGELSTEINEN ODER MIT</small> E<small>RDE, IST REIN</small>. W<small>ENN EIN</small> H<small>AUS NICHT AUS</small> S<small>TEINEN</small>, H<small>OLZ UND</small> E<small>RDE BESTEHT UND MAN, NACHDEM DER</small> A<small>USSATZ SICH DARAN GEZEIGT HAT</small>, S<small>TEINE</small>, H<small>OLZ UND</small> E<small>RDE EINGEFÜGT HAT, SO IST ES REIN</small>. D<small>ASSELBE GILT AUCH VON EINEM</small> K<small>LEIDE : WENN DARAN KEINE DREI ZU DREI</small> [F<small>INGERBREITEN</small>] <small>GEWEBT WAREN UND MAN, NACHDEM DER</small> A<small>USSATZ SICH DARAN GEZEIGT HAT, DARAN DREI ZU DREI</small> [F<small>INGERBREITEN</small>] <small>GEWEBT HAT, SO IST ES REIN</small>. D<small>AS</small> H<small>AUS WIRD NUR DANN DURCH DEN</small> A<small>USSATZ UNREIN, WENN ES AUS</small> S<small>TEINEN</small>, H<small>OLZ UND</small> E<small>RDE BESTEHT</small>."
