entry,suspected string
"<entry id=""E17629""><head-word>קָטַע</head-word><binyan><binyan-name>פיעל</binyan-name><pos>פ״י,</pos><senses><sense><definition><bold>
קִטֵּעַ
</bold>
 ; חתך וקצץ</definition><notes> 
to cut off | 
<italic>
abhauen
</italic>
 ע״ז פ״א מ״ה: קוטע את אצבעו; ב״ק פ״ג ע״ב: מקטע את ידו.</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְקַטֵּע &gt;נתפ׳,</binyan-name><senses><sense><definition>נחתך ונקצץ</definition><notes> 
to be cut off | 
<italic>
abgehauen werden
</italic>
 תענ׳ פ״א ע״א: רגלי שלא חסו על רגליך יתקטעו.</notes></sense></senses></binyan>
</entry>

",נִתְקַטֵּע
"<entry id=""E17642""><head-word>קָטַר</head-word><pos>פ״ע</pos><notes>׳ התאבך, עשן 
to smoke | 
<italic>
rauchen
</italic>
 כר׳ ו׳ ע״ב: דבר שקוטר ועולה ורוחו נודף.</notes>
<binyan><binyan-name>הִתְקַטֵּר &gt;התפ׳,</binyan-name><senses><sense><definition>הוקטר, הועלה בעשן ואש</definition><notes> 
to-be 
perfumed | 
<italic>
mit Räucherwerkversehen werden
</italic>
 ויק״ר פ״ז: מתקטר בקטרת.</notes></sense></senses></binyan>
</entry>

",הִתְקַטֵּר
"<entry id=""E17644""><head-word>קְטַר</head-word><pos>פ״י,</pos><senses><sense><definition>קשר</definition><notes> 
to tie | 
<italic>
binden
</italic>
 ירוש׳ עיר׳ פ״י כ״ו
 ע״ג׃ 
קטרב גמי.</notes></sense></senses>
<binyan><binyan-name>חֶלְבָּא מְקַטְרָא</binyan-name> <senses><sense><definition>חלב שנתגבן</definition><notes> 
curdled milk | 
<italic>
geronnene Milch
</italic>
 ירוש׳ נד׳ פ״ו ל״ט ע״ד: הלבא מקטרא.</notes></sense></senses></binyan>
</entry>

",חֶלְבָּא
"<entry id=""E17647""><head-word>קִטְרֵג</head-word><pos>פעו״י,</pos><senses><sense><definition>האשים, לימד חובה</definition><notes> 
to bring
 
charges | 
<italic>
anklagen
</italic>
 ירוש׳ שבת פ״ב ה׳ ע״ב: אין השטן מקטרג אלא בשעת הסכנה.</notes></sense></senses>
<binyan><binyan-name>הִתְקַטְרֵג &gt;התפ׳,</binyan-name><senses><sense><definition>נאשס</definition><notes>
 
to be denounced |
<italic>
 angeklagt werden
</italic>
 אסר״ר ג׳ ח׳: אין בניך מתקטרגין לא על שעבדו עבודה זרה וכו׳.</notes></sense></senses></binyan>
</entry>

",הִתְקַטְרֵג
"<entry id=""E17709""><head-word>קִיל</head-word><pos>פ״ע,</pos><senses>
<sense>
<number>1) </number><definition>
 היה קל</definition><notes> 
to be light | 
<italic>
leicht sein
</italic>
 גיט׳ ל״ה ע״א: בשני דרב קיל נדרי.
 
</notes></sense><sense>
<number>2) </number><definition>
 הקיל</definition><notes>
 
to be lenient | 
<italic>
erleichtern
</italic>
 
ירוש׳
 שבת
 
פי״ב י״ג ע״ד: קלת על דרבנן.
</notes></sense></senses>
<binyan><binyan-name>אָקֵיל &gt;אפ׳,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 בנ״ל 
2. ירוש׳ שק׳ פ״ז נ׳ ע״ג: המתון מקילין וחמר עליהון.
 
</definition></sense><sense>
<number>2) </number><definition>
 זלזל</definition><notes>
 
to neglect | 
<italic>
geringschätzen
</italic>
 
ידוש׳
 
דמ׳ פ״א כ״ב ע״א: דלא אקיל לבר נש וכו׳.
</notes></sense></senses></binyan></entry>

",אָקֵיל
"<entry id=""E17800""><head-word>קִיֵּץ</head-word><binyan><binyan-name>פיעל,</binyan-name>

  
<senses>
<sense>
<number>1) </number><definition>
 הקצה מקום לאחר למשך הקיץ</definition><notes>
 
to cause to summer | 
<italic>
den Sommer zu
</italic>
<italic>
bringen lassen
</italic>
 
ב״ר פל״ד: מקייץ אני עליהם את העוף.
 
</notes></sense><sense>
<number>2) </number><definition>
 הקריב על המזבח במשך הקיץ</definition><notes>
 
to 
offer on the altar during the summer | 
<italic>
während des Sommers auf dem Altar Opfer darbringen
</italic>
 
ירוש׳ יומא פ״ה מ״ב ע״ב: מקייצין בה את המזבח.
</notes></sense></senses></binyan>
<binyan><binyan-name>הֵקִיץ &gt;הפ׳,</binyan-name><senses>
<sense>
<number>1) </number><definition>
 עורר</definition><notes>
 to awaken | 
<italic>
aufwecken
</italic>
 
במ״ר פ״י: היו מתייראים להקיצו וכו׳ והלכה היא והקיצתו.
 
</notes></sense><sense>
<number>2) </number><definition>
 ניכה</definition><notes> 
to deduct | 
<italic>
abziehen, abrechnen
</italic>
 
ספרי במ׳ ח׳: ואין מקיץ מכתובתה.
</notes></sense></senses></binyan></entry>

",הֵקִיץ
"<entry id=""E17831""><head-word>קֵירוֹמָה</head-word><senses><sense><definition>עי׳ .<bold>
<xref rid=""E17834"">קֵירוֹס</xref></bold>
. ירוש׳ שבת פי״ג י״ד ע״א: קירוס – קירומה.</definition></sense></senses>
</entry>

",קֵירוֹס
"<entry id=""E17922""><head-word>קְלֵי</head-word><pos>פ״י,</pos><senses><sense><definition>שרף</definition><notes> 
to burn | 
<italic>
verbrennen
</italic>
 תרג׳ שני אס׳ א׳ ג׳: וקלי ית בית מקדִשא.</notes></sense></senses>
<binyan><binyan-name>אַקְלֵי &gt;אפ׳,</binyan-name><senses><sense><definition>זלזל</definition><notes> 
to neglect | 
<italic>
geringschätzen
</italic>
 תרג׳ דב׳ כ״ז ט״ז (מקלה אביו): דיקלי אבוהי.</notes></sense></senses></binyan>
<binyan><binyan-name>אִיקְּלֵי &gt;אתפ׳,</binyan-name><senses><sense><definition>נשרף</definition><notes> 
to be burnt | 
<italic>
verbrannt werden
</italic>
 סנה׳ צ״ו ע״ב: דמקדשא חרוב והיכלא מיקליא.</notes></sense></senses></binyan>
</entry>

",אַקְלֵי
"<entry id=""E17959""><head-word>קִלֵּס</head-word><binyan><binyan-name>פיעל,</binyan-name><senses>
<sense>
<number>1) </number><definition>
 שיבח והילל</definition><notes> 
to praise | 
<italic>
loben, preisen
</italic>
 פס׳ פ״י מ״ה: לעלה ולקלס.
 
</notes></sense><sense>
<number>2) </number><definition>
 רקע ברגל</definition><notes> 
to tramp | 
<italic>
trampeln
</italic>
 מר״ק כ״ז ע״ב: המקלס לא יקלס בסנדל אלא במנעל.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְקַלֵּס &gt;התפ׳,</binyan-name><senses><sense><definition>·– השתכח</definition><notes> 
to be praised 
<italic>
| gepriesen werden
</italic>
 ב״ר פ״א: מלך בשר ודם מתקלס במדינה וגדולי המדיגה מתקלסין עמו.</notes></sense></senses></binyan>
</entry>

",הִתְקַלֵּס
"<entry id=""E17966""><head-word>קָלַף</head-word><pos>פ״י,</pos><senses><sense><definition>הסיר את הקליפה</definition><notes> 
to peel | 
<italic>
abschälen
</italic>
 
פס׳ פ״ז מ״ב: יקלף את מקומי.</notes></sense></senses>
<binyan><binyan-name>נִקְלַף &gt;נפ׳,</binyan-name><senses><sense><definition>הוסר</definition><notes> 
to be peeled off | 
<italic>
losgelöst werden
</italic>
 שהש״ר ח׳ ד׳: מאליו היה נקלף.</notes></sense></senses></binyan>
</entry>

",נִקְלַף
"<entry id=""E17968""><head-word>קִלֵּף</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>עי׳ <bold>
<xref rid=""E17966"">
קָלַף</xref>
</bold>
. מעש׳ פ״ד מ״ה: המקלף שעורים וכו׳.</definition></sense></senses></binyan>
<binyan><binyan-name>נִתְקַלֵּף &gt;נתפ׳,</binyan-name><senses><sense><definition>הוסרה הקליפה</definition><notes>to be peeled off | 
<italic>
abgeschält werden
</italic>
 כל׳ פ״י מ״ה: חבית שנתקלפה וכו׳.</notes></sense></senses></binyan>
</entry>

",נִתְקַלֵּף
"<entry id=""E17979""><head-word>קִלְקֵל</head-word><senses><sense><definition>·– השחית; חטא</definition><notes>to damage; to sin | 
<italic>
ver
</italic>
<italic>
derben; sündigen
</italic>
 
שבת ק״ו ע״א: כל המקלקלין פטורין; תוס׳ סוטה ב׳ ב׳: אפילו תקלקל לאחר עשרים .</notes></sense></senses>
<binyan><binyan-name>הִתְקַלְקֵל &gt;התפ׳</binyan-name><senses>
<sense>
<number>1) </number><definition>
 נשחת</definition><notes>to be spoiled | 
<italic>
ver
</italic>
<italic>
dorben werden
</italic>
 
ירוש׳ שק׳ פ״ז נ׳ ע״ג; נתקלקלה צורתן.

 
</notes></sense><sense>
<number>2) </number><definition>
 טינף את עצמו</definition><notes>
 
to soil oneself | 
<italic>
sich be
</italic>
<italic>
schmutzen
</italic>
 ספרי תצא רפ״ו: נתקלקל בין בריעי בין במים וכו׳.
</notes></sense></senses></binyan></entry>
",הִתְקַלְקֵל
"<entry id=""E17985""><head-word>קְלַשׁ</head-word><binyan><binyan-name>אפ׳,</binyan-name><pos>פ״י,</pos><senses><sense><definition><bold>
אַקְלַשׁ
</bold>
  הדק, ריכך</definition><notes> 
to make 
thin, to weaken, to plane | 
<italic>
abgleichen, verdünnen, weich machen
</italic>
 
עיר׳ ג׳ ע״א׃ אמרינן
 
קלוש; מו״ק י״ג ע״ב: מחפין – אקלושי.</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְקְלִישׁ &gt;אתפ׳,</binyan-name><senses><sense><definition>נעשה דק ורזה</definition><notes> 
to become thin, 
lean | 
<italic>
dünn, mager werden
</italic>
 
תרג׳ יב״ע בר׳
 כ״א ט״ו׃ ואתחריך ואתקליש בישריה.</notes></sense></senses></binyan>
</entry>

",אִתְקְלִישׁ
"<entry id=""E17997""><head-word>קְמַח</head-word><pos>פ״י,</pos><senses><sense><definition>עיבד עור בקמח</definition><notes> 
to dress hides with 
flour | 
<italic>
mit Mehl gerben
</italic>
 
מגי׳ י״ט ע״א׃ דקמיח
 ולא אפיץ.</notes></sense></senses>
<binyan><binyan-name>אַקְמַח &gt;אפ׳,</binyan-name><senses><sense><definition>הדק לקמח</definition><notes> 
to pulverize | 
<italic>
zu Mehl 
</italic>
<italic>
machen, pulverisieren
</italic>
 נז׳ נ״ג ע״ב: דאקמח
 אקמוחי.</notes></sense></senses></binyan>
</entry>

",אַקְמַח
"<entry id=""E18044""><head-word>קָנַה</head-word><binyan><binyan-name>פיעל,</binyan-name><pos>פ״י,</pos><senses><sense><definition>קִנֵּחַ  ניגב וניקה</definition><notes>
 to wipe off | 
<italic>
abwischen
</italic>
 
תוס׳ ב״ב ה׳ ד׳׃ קונח מן האגן; בר׳ פ״ח מ״ג׃ מקנח ידיו.</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְקֵנֵּהַ &gt;נתפ׳,</binyan-name><senses><sense><definition>נתנגב, נמחה</definition><notes>
 to be wiped off | 
<italic>
abgewischt werden
</italic>
 
חול׳ ל״ו ע״א׃ נתקנה הדם.</notes></sense></senses></binyan>
</entry>

",נִתְקֵנֵּהַ
"<entry id=""E18047""><head-word>קְנַט</head-word><pos>פעו״י,</pos><senses>
<sense>
<number>1) </number><definition>
 כנ״ל. תרג׳ יב״ע שמ׳ כ״ב כ׳ (וגר לא תונה)׃ וגיורא לא תקנטון.
 
</definition></sense><sense>
<number>2) </number><definition>
 קצה נפשו</definition><notes>
 to loathe | 
<italic>
Widerwillen empfinden
</italic>
 
תרג׳ יב״ע במ׳ כ״א ה׳ (ונפשנו קצה)׃ ונפשתנא קנטת.
</notes></sense></senses>
<binyan><binyan-name>אַקְנֵיט &gt;אפ׳,</binyan-name><senses><sense><definition>הפציר</definition><notes>
 to vex | 
<italic>
drängen, quälen
</italic>
 
תרג׳ רות א׳ ט״ז (אל תפגעי בי)׃ לא תקניטי בי.</notes></sense></senses></binyan>
</entry>

",אַקְנֵיט
"<entry id=""E18066""><head-word>קָנַס</head-word><pos>פ״י,</pos><senses><sense><definition>ענש</definition><notes>
 to punish | 
<italic>
strafen
</italic>
 
שבת ג׳ ע״ב׃ קנסו שוגג אטו מזיד.</notes></sense></senses>
<binyan><binyan-name>נִקְנַס &gt;נפ׳,</binyan-name><senses><sense><definition>נגזר</definition><notes>
 to be decreed | 
<italic>
verhängt werden
</italic>
 
עיר׳ י״ח ע״ב׃ שנקנסה מיתה וכו׳.</notes></sense></senses></binyan>
</entry>

",נִקְנַס
"<entry id=""E18068""><head-word>קְנַס</head-word><senses><sense><definition>עי׳ <bold>
<xref rid=""E18066"">
קָנַס</xref>
</bold>
.
 ב״מ ע״ב ע״א׃ קנסינן היתירא וכו׳.</definition></sense></senses>
<binyan><binyan-name>אִתְקְנַס &gt;אתפ׳,</binyan-name> <senses><sense><definition>to be condemned | 
<italic>
verurteilt werden
</italic>
 
תרג׳ יב״ע במ׳ ל״ה כ״ה׃ אתקנס לממת.</definition></sense></senses></binyan>
</entry>

",אִתְקְנַס
"<entry id=""E18079""><head-word>קִנְתֵּר</head-word><senses><sense><definition>עי׳ <bold>
<xref rid=""E18052"">
קִנְטֵר</xref>
</bold>
. ירוש׳ פס׳ פ״ו ל״ג ע״א׃ התחיל מקנתרן בדברים.</definition></sense></senses>
<binyan><binyan-name>נִתְקַנְתֵּר &gt;נתפ׳,</binyan-name><senses><sense><definition>נרגז</definition><notes>
 to be rebuked | 
<italic>
Vorwürfe bekommen
</italic>
 
ספרי דב׳ א׳׃ נתקנתר עלי ר׳ עקיבא</notes></sense></senses></binyan>
</entry>

",נִתְקַנְתֵּר
"<entry id=""E18112""><head-word>קִעְקֵעַ</head-word><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 קרא כתרנגולת</definition><notes>
 to cackle | 
<italic>
gackern
</italic>
 
קיד׳ ל״א ע״א׃ הטל להם מים בספל וקעקע להן כתרנגולין.
 
</notes></sense><sense>
<number>2) </number><definition>
 חקק</definition><notes>
 to engrave | 
<italic>
eingravieren
</italic>
 
מכות פ״ג מ״ו׃ כתב ולא קעקע.
 
</notes></sense><sense>
<number>3) </number><definition>
 שירש, עקר מן השורש</definition><notes>
 to exterminate, to stamp out | 
<italic>
ausrotten
</italic>
 
שמו״ר פל״ה׃ החריבה אותו אלא שלא קעקעה אותו.
</notes></sense></senses>
<binyan><binyan-name>הִתְקַעְקֵעַ &gt;התפ׳,</binyan-name><senses><sense><definition>נעקר מן השורש</definition><notes>
 to be stamped out | 
<italic>
ausgerottet
</italic>
 
<italic>
werden
</italic>
 
אסת״ר א׳ ז׳׃ מי גרם לבלשאצר שתתקעקע ביצתו מן העולם.</notes></sense></senses></binyan>
</entry>

",הִתְקַעְקֵעַ
"<entry id=""E18117""><head-word>קְפַד</head-word><senses><sense><definition>כנ״ל 3. פס׳ ק״י ע״ב׃ כל דקפיד קפדי בהדיה.</definition></sense></senses>
<binyan><binyan-name>אִיקְּפַד, אִיתְקְפַד &gt;אתפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 נתכווץ ונתקצר</definition><notes>
 to be contracted, shortened | 
<italic>
zusammenschrumpfen, gekürzt werden
</italic>
 
תרג׳ מיכה ב׳ ז׳ (הקצר רוה ה׳)׃ היתקפד מימר ה׳.
 
</notes></sense><sense>
<number>2) </number><definition>
 עי׳ <bold>
<xref rid=""E18116"">
הִקְפִּיד</xref>
</bold>
 1. ירוש׳ בר׳ פ״ב ה׳ ע״ב׃ שמע שמואל ואיקפד עילױ.
 
</definition></sense><sense>
<number>3) </number><definition>
 עי׳ <bold>
<xref rid=""E18116"">
הִקְפִּיד</xref>
</bold>
 2. ירוש׳ ב״ק פ״ח ו׳ ע״ג׃ חד בר נש איקפד לר׳ יודה בר חנינא.
</definition></sense></senses></binyan></entry>

","אִיקְּפַד,"
"<entry id=""E18123""><head-word>קִפָּה</head-word><binyan><binyan-name>פיעל,</binyan-name><senses><sense><definition>הסיר את הזוהמה שעל פני יין וכדומה</definition><notes>
 to skim | 
<italic>
abschäumen
</italic>
 
מעש׳ פ״א מ״ז׃ היין וכו׳ א‍ף על פי שקפה ובו׳.</notes></sense></senses></binyan>
<binyan><binyan-name>הִקְפָּה &gt;הפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 הקריש</definition><notes>
 to cause to curdle | 
<italic>
gerinnen machen
</italic>
 
חול׳ ק״כ ע״א׃ הקפה את הדם.
 
</notes></sense><sense>
<number>2) </number><definition>
 השרה</definition><notes>
 to cause to float | 
<italic>
einweichen
</italic>
 
בר׳ מ׳ ע״א׃ המקפה אכילתו במיט.
</notes></sense></senses></binyan></entry>

",הִקְפָּה
"<entry id=""E18160""><head-word>קִפֵּל</head-word><binyan><binyan-name>פיעל,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
. כנ״ל. שבת פ״ב מ״ג׃ פתילת הבגד שקפלה.
 
</definition></sense><sense>
<number>2) </number><definition>
 קלף וגרד</definition><notes>
 to scrape off | 
<italic>
abkratzen
</italic>
 
מו״ק ט׳ ע״ב׃ בסיד וכו׳ שיכולין לקפלו במועד.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִקְפִּיל &gt;הפ׳,</binyan-name><senses><sense><definition>עי׳ <bold>
<xref rid=""E18159"">
קָפַל</xref>
</bold>
. נד׳ ס״א ע״ב׃ עד שיקפילו המקצועות.</definition></sense></senses></binyan>
<binyan><binyan-name>הִתְקַפֵּל &gt;התפ׳,</binyan-name><senses><sense><definition>נכפל ונגלל</definition><notes>
 to be rolled up | 
<italic>
zusammengerollt werden
</italic>
 
ירוש׳ סוכה פ״ד נ״ד ע״ד׃ זכוכית לבנה שהיתה מתקפלת.</notes></sense></senses></binyan>
</entry>

",הִקְפִּיל
"<entry id=""E18163""><head-word>קְפַל</head-word><pos>פ״י,</pos><senses>
<sense>
<number>1) </number><definition>
 גרד</definition><notes>
 to scrape off | 
<italic>
abkratzen
</italic>
 
ב״ב ד׳ ע״ב׃ דקפיל ליה חבריה.
 
</notes></sense><sense>
<number>2) </number><definition>
 חפר</definition><notes>
 to dig | 
<italic>
graben
</italic>
 
שבת קנ״ב ע״ב׃ הנהו קפולאי דהוו קפלי.
</notes></sense></senses>
<binyan><binyan-name>אִיקְפִּיל &gt;אתפ׳,</binyan-name><senses><sense><definition>נקלף ינפרד</definition><notes>
 to be peeled off | 
<italic>
abgeschält werden
</italic>
 
חול׳ מ״ד ע״א׃ איקפל איקפולי.</notes></sense></senses></binyan>
</entry>

",אִיקְפִּיל
"<entry id=""E18173""><head-word>קָפַץ·–</head-word><senses>
<sense>
<number>1) </number><definition>
 קרץ בשפתיו לשם מעוג ורמז</definition><notes>
 to indicate one’s will by mimic motions | 
<italic>
sich mimisch ausdrücken
</italic>
 גיט׳ פ״ה מ״ז׃ רומז ונרמז וכו׳ קופץ ונקפץ.
 
</notes></sense><sense>
<number>2) </number><definition>
 חתך בשר</definition><notes>
 to chop meat | 
<italic>
Fleisch hacken
</italic>
 
תוס׳ ביצה ג׳ ה׳׃ קופץ בכלי.
</notes></sense></senses>
<binyan><binyan-name>נִקְפַּץ &gt;נפ׳,</binyan-name><senses><sense><definition>נרמז (החרש) ע״י קריצת שפתים</definition><notes>
 to be spoken to by mimic motions | 
<italic>
durch Mimik angeredet warden
</italic>
 גיט׳ פ״ה מ״ז׃ רומז ונרמז וכו׳ קופץ ונקפץ.</notes></sense></senses></binyan>
<binyan><binyan-name>הִקְפִּיץ &gt;הפ׳,</binyan-name><senses><sense><definition>גרם לקפיצה</definition><notes>
 to cause to leap | 
<italic>
springen lassen
</italic>
 
ב״ר פנ״ו׃ והקפיץ גם בנו עמו.
</notes></sense></senses></binyan>
</entry>
",נִקְפַּץ
"<entry id=""E18187""><head-word>קָצָה·–</head-word><senses>
<sense>
<number>1) </number><definition>
 גרד</definition><notes>
 to scrape | 
<italic>
abkratzen
</italic>
 
ספרא מצורע נגע׳ פרק ד׳ פרשה ז׳׃ חולץ וקוצה וטח.
 
</notes></sense><sense>
<number>2) </number><definition>
 קצר וחתך</definition><notes>
 to cut | 
<italic>
schneiden
</italic>
 
מעשר׳ פ״ב מ״ז׃ לקצות עמו בתאנים.
 
</notes></sense><sense>
<number>3) </number><definition>
 השוה, הישיר</definition><notes>
 to level | 
<italic>
ebnen
</italic>
 
שהש״ר ה׳ י״א׃ בתלולית של עפר וכו׳ מי יוכל לקצות את זה.
</notes></sense></senses>
<binyan><binyan-name>הִקְצָה &gt;הפ׳</binyan-name><senses><sense><definition>·–
 הבדיל ויחד</definition><notes>
 to separate | 
<italic>
absondern
</italic>
 
ספרי במ׳ קי״ט׃ יקצה לו כל שבט ושבט בפני עצמו. ועי׳ 
<bold>
מוּקְצֶה.
</bold></notes></sense></senses></binyan>
</entry>

",הִקְצָה
"<entry id=""E18197""><head-word>קְצֵי</head-word><pos>פ״י,</pos><senses><sense><definition>חתך, פרס</definition><notes>
 to cut, to break (bread) | 
<italic>
abschneiden, abbrechen (v. Brot)
</italic>
 ירוש׳ בר׳ פ״ו י׳ ע״א׃ כד חוה קצי הוה טעים.</notes></sense></senses>
<binyan><binyan-name>אַקְצֵי &gt;אפ׳,</binyan-name><senses><sense><definition>הבדיל והפריש</definition><notes>
 to set aside | 
<italic>
absondern
</italic>
 
סוכה ל״ז ע״ב׃ כי אקצייה מאכילה אקצייה.</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְקְצֵי &gt;אתפ׳,</binyan-name><senses><sense><definition>הוקצה והופרש</definition><notes>
 to be set aside, to be made unavailable | 
<italic>
(gesetzlich) untauglich werden
</italic>
 
שבת מ״ג ע״א׃ מיגו דאיתקצאי לבין השמשות אתקצאי וכו׳.</notes></sense></senses></binyan>
</entry>

",אַקְצֵי
"<entry id=""E18216""><head-word>קָצַץ</head-word><senses><sense><definition>·–
 קבע ופסק</definition><notes>
 to stipulate | 
<italic>
festsetzen
</italic>
 
שבו׳ מ״ה ע״ב׃ אפילו קצץ נמי.</notes></sense></senses>
<binyan><binyan-name>נִקְצַץ &gt;נפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 נכרת</definition><notes>
 to be cut | 
<italic>
abgehauen werden
</italic>
 
בכורים פ״א מ״ו׃ נקצץ האילן.
 
</notes></sense><sense>
<number>2) </number><definition>
 נקבע</definition><notes>
 to be stipulated | 
<italic>
festgesetzt werden
</italic>
 
ויק״ר פ״ל׃ מראש השנה נקצצין.
</notes></sense></senses></binyan></entry>

",נִקְצַץ
"<entry id=""E18218""><head-word>קִצֵּץ</head-word><binyan><binyan-name>פיעל</binyan-name><senses><sense><definition>·–
 עי׳ <bold>
<xref rid=""E18216"">
קָצַץ.</xref>
</bold>
 שבי׳ פ״ד מ״א׃ שיקצץ להם מזונות.</definition></sense></senses></binyan>
<binyan><binyan-name>הֵקֵץ &gt;הפ׳,</binyan-name><senses><sense><definition>ניכה</definition><notes>
 to deduct | 
<italic>
abziehen, abrechnen
</italic>
 
ספרי במ׳ ח׳׃ ומקיץ מכתובתה.</notes></sense></senses></binyan>
</entry>

",הֵקֵץ
"<entry id=""E18223""><head-word>קְצֵּר</head-word><binyan><binyan-name>פיעל</binyan-name><senses><sense><definition>·–
 דיבר או התפלל בקצרה</definition><notes>
 to be brief | 
<italic>
sich kurz fassen
</italic>
 
בר׳ פ״א מ״ד׃ מקום שאמרו להאריך אינו רשאי לקצר.</notes></sense></senses></binyan>
<binyan><binyan-name>הִקְצִיר &gt;הפ׳</binyan-name><senses><sense><definition>·–
 נעשה קצר</definition><notes>
 to become short | 
<italic>
kurz werden
</italic>
 
נגע׳ פ״א מ״ה׃ ארוכות והקצירו.</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְקַצֵּר &gt;התפ׳,</binyan-name><senses><sense><definition>כנ״ל. סוטה מ״ז ע״ב׃ נתמעטו הימים ונתקצרו השנים.</definition></sense></senses></binyan>
</entry>

",הִקְצִיר
"<entry id=""E18246""><head-word>קֵרֵב</head-word><binyan><binyan-name>פיעל</binyan-name><senses><sense><definition>·–
 עשה בתכיפות</definition><notes>
 to do in near intervals | 
<italic>
häufen, in kurzen Intervallen tun
</italic>
 ב״ק כ״ד ע״א׃ קירב נגיחותיו.</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְקָרֵב &gt;נתפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 נעשה קרוב</definition><notes>
 to be brought near | 
<italic>
näher kommen
</italic>
 
במ״ר פ״ג׃ יש נבחר ונדחה ונתקרב.
 
</notes></sense><sense>
<number>2) </number><definition>
 עי׳ <bold>
<xref rid=""E18245"">
נִקְרַב
.</xref>
</bold> ירוש׳ תענ׳ פ״ד ס״ח ע״ב׃ שלא יהא קרבן מתקרב וכו׳.
</definition></sense></senses></binyan></entry>

",נִתְקָרֵב
"<entry id=""E18288""><head-word>קָרַח</head-word><senses><sense><definition>·–
 נעשה קֵרֵח</definition><notes>
 to become bald | 
<italic>
kahl werden
</italic>
 
מעש׳ פ״א מ״ג׃ וכל הלבנים משיקרחו.</notes></sense></senses>
<binyan><binyan-name>נִקְרַח &gt;נפ׳</binyan-name><senses><sense><definition>·–
 כנ״ל. נגע׳ פ״ח מ״ה׃ חזר הראש והזקן ונקרחו.</definition></sense></senses></binyan>
<binyan><binyan-name>הִקְרִיחַ &gt;הפ׳,</binyan-name><senses><sense><definition>·–
 כנ״ל. ירוש׳ מעש׳ פ״א מ״ח ע״ד׃ משיקריחו וכו׳ משיעשו קרחות.</definition></sense></senses></binyan>
</entry>

",נִקְרַח
"<entry id=""E18347""><head-word>קָרַם</head-word><senses><sense><definition>·–
 נתבסה בקרום</definition><notes>
 to form a crust | 
<italic>
ein Häutchen, eine Kruste bilden
</italic>
 
שבת פ״א מ״י׃ אין נותנין פת לתנור וכו׳ אלא כדי שיקרמו פניה מבעוד יום.</notes></sense></senses>
<binyan><binyan-name>הִקְרִים &gt;הפ׳,</binyan-name><senses><sense><definition>כנ״ל. ירוש׳ תר׳ פ״י פ״ז ע״ב׃ בצים שהקרימו.</definition></sense></senses></binyan>
</entry>

",הִקְרִים
"<entry id=""E18362""><head-word>קרְסֵם</head-word><senses><sense><definition>ק״י, כרסם,</definition><notes>
 to bite, to trim | 
<italic>
benagen beschneiden
</italic>
 
פאה פ״ב מ״ז׃ קרסמוה נמלים; שבת פי״ב מ״ב׃ המקרסם וכו׳.</notes></sense></senses>
<binyan><binyan-name>נִתְקַרְסֵם &gt;נתפ׳,</binyan-name><senses><sense><definition>נחתך</definition><notes>
 to be chopped | 
<italic>
beschnitten werden
</italic>
 
תוס׳ כל׳ ב״ב א׳ ט׳׃ השולהן והטבלה וכו׳ שנסקרסמו.</notes></sense></senses></binyan>
</entry>

",נִתְקַרְסֵם
"<entry id=""E18364""><head-word>קֵרֵעַ</head-word><binyan><binyan-name>פיעל,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 קרע וגזר</definition><notes>
 to tear | 
<italic>
zerreißen
</italic>
 
מו״ק כ״ו ע״ב׃ ואין מקרעין בפניו.
 
</notes></sense><sense>
<number>2) </number><definition>
 חקק</definition><notes>
 to scratch, to engrave | 
<italic>
einritzen
</italic>
 
תוס׳ גיט׳ ב׳ ו׳׃ המקרע על העור כתבנית כתב.
</notes></sense></senses></binyan>
<binyan><binyan-name>נִתְקָרַע &gt;נתפ׳,</binyan-name><senses><sense><definition>נקרע מעצמו</definition><notes>
 to become torn | 
<italic>
von selbst zerreißen, zerfallen
</italic>
 
ב״ב קס״ח ע״ב׃ נקרע פסול נתקרע כשר.</notes></sense></senses></binyan>
</entry>

",נִתְקָרַע
