Index Title,Rashi on Numbers
Rashi on Numbers 26:36:1,"<b> ואלה בני שותלח וגו'.</b> °שאר בני שותלח נקראו תולדותיהם על שם שותלח ומערן יצאה משפחה רבה ונקראת על שמו ונחשבו בני שותלח לשתי משפחות צא וחשוב ותמצא בפרשה זו חמשים ושבע משפחות ומבני לוי שמונה הרי ששים וחמש וזהו שנאמר <small>(דברים ז, ז)</small> כי אתם המעט וגו' ה""א מעט חמשה אתם חסרים ממשפחות כל העמים שהן שבעים אף זה הבנתי מיסודו של רבי משה הדרשן. אך הוצרכתי לפחות ולהוסיף בדבריו: 
"
Rashi on Numbers 26:38:1,"<b> לאחירם.</b> הוא אחי <small>(בראשית מו, כא)</small> שירד למצרים ולפי שנקרא על שם יוסף שהיה אחיו ורם ממנו נקרא אחירם: "
Rashi on Numbers 26:39:1,"<b> שפופם. </b>הוא מופים <small>(בראשית שם)</small> על שם שהיה יוסף °שפוף בין האומות: 
"
Rashi on Numbers 26:42:1,<b> לשוחם.</b> הוא חושים <small>(שם כג)</small>:
Rashi on Numbers 26:46:1,"<b> ושם בת אשר שרח.</b> לפי שהיתה קיימת בחיים מנאה כאן <small>(סוטה יג, א)</small>: 
"
Rashi on Numbers 26:53:1,"<b> לאלה תחלק הארץ.</b> ולא לפחותים מבן עשרים °אף על פי שבאו לכלל עשרים בטרם חלוק הארץ שהרי שבע שנים כבשו ושבע חלקו לא נטלו חלק בארץ אלא אלו שש מאות אלף ואלף ואם היה לאחד מהם ששה בנים לא נטלו אלא חלק אביהם לבדו <small>(ספרי קלב. ב""ב קיז, א)</small>: "
Rashi on Numbers 26:54:1,"<b> לרב תרבה נחלתו.</b> לשבט שהיה מרובה באוכלוסין °נתנו חלק רב ואף על פי שלא היו החלקים שוים שהרי הכל לפי רבוי השבט חלקו החלקים לא עשו אלא על ידי גורל והגורל היה על פי רוח הקודש כמו שמפורש בבבא בתרא <small>(קכב, א)</small> אלעזר הכהן היה מלובש באורים ותומים ואומר ברוח הקודש אם שבט פלוני עולה תחום פלוני עולה עמו והשבטים היו כתובים בי""ב פתקין וי""ב גבולים בי""ב פתקין ובללום בקלפי והנשיא מכניס ידו לתוכה ונוטל שני פתקין עולה בידו פתק של שם שבטו ופתק של גבול המפורש לו והגורל עצמו היה צווח ואומר אני הגורל עליתי לגבול פלוני לשבט פלוני שנאמר על פי הגורל ולא נתחלקה הארץ במדה לפי שיש גבול משובח מחברו אלא בשומא בית כור רע כנגד בית סאה טוב הכל לפי הדמים <small>(תנחומא ו)</small>: "
Rashi on Numbers 26:55:1,"<b> לשמות מטות אבותם. </b>אלו יוצאי מצרים <small>(ב""ב קיז, א)</small> °שנה הכתוב נחלה זו מכל הנחלות שבתורה שכל הנחלות החיים יורשים את המתים °וכאן מתים יורשים את החיים. כיצד שני אחים מיוצאי מצרים °שהיו להם בנים בבאי הארץ לזה אחד ולזה שלשה. האחד נטל חלק אחד והשלשה נטלו שלשה שנאמר לאלה תחלק הארץ חזרה נחלתן °אצל אבי אביהן וחלקו הכל בשוה. וזהו שנאמר לשמות מטות אבותם ינחלו. שאחר שנטלו הבנים חלקוה לפי האבות שיצאו ממצרים ואלו מתחלה חלקוה למנין יוצאי מצרים לא היו נוטלין אלו הד' אלא שני חלקים עכשיו נטלו ד' חלקים: "
Rashi on Numbers 26:55:2,"<b>אך בגורל.</b> °יצאו יהושע וכלב וכן הוא אומר <small>(שופטים א, כ)</small> ויתנו לכלב את חברון כאשר דבר משה ואומר <small>(יהושע יט, נ)</small> על פי ה' נתנו לו את העיר אשר שאל <small>(ב""ב קכב, א)</small>: "
Rashi on Numbers 26:55:3,<b>מטות אבתם.</b> יצאו גרים ועבדים <small>(ספרי קלב)</small>:
Rashi on Numbers 26:56:1,<b> על פי הגורל.</b> °הגורל היה מדבר כמו שפירשתי. מגיד שנתחלקה ברוח הקודש. לכך נאמר על פי ה':
Rashi on Numbers 26:58:1,<b> אלה משפחת לוי.</b> חסר כאן משפחת השמעי והעזיאלי וקצת מן היצהרי:
Rashi on Numbers 26:59:1,"<b> אשר ילדה אתה ללוי.</b> אשתו ילדתה במצרים °[לידתה במצרים] ואין הורתה במצרים. כשנכנסו לתוך החומה ילדתה והיא השלימה מנין השבעים. שהרי בפרטן אי אתה מוצא אלא ששים ותשע <small>(סוטה יב, א)</small>: 
"
Rashi on Numbers 26:62:1,<b> כי לא התפקדו בתוך בני ישראל.</b> °להיות נמנין בני עשרים שנה ומה טעם: °כי לא נתן להם נחלה. והנמנין מבן עשרים שנה היו בני נחלה שנאמר איש לפי פקודיו יותן נחלתו:
Rashi on Numbers 26:64:1,"<b> ובאלה לא היה איש וגו'.</b> °אבל על הנשים לא נגזרה גזרת המרגלים. לפי שהן היו מחבבות את הארץ. האנשים אומרים <small>(במדבר יד, ד)</small> נתנה ראש ונשובה מצרימה. °והנשים אומרות <small>(להלן כז, ד)</small> תנה לנו אחוזה. לכך נסמכה פרשת בנות צלפחד לכאן: "
Rashi on Numbers 27:1:1,"<b> למשפחת מנשה בן יוסף.</b> למה נאמר והלא כבר נאמר בן מנשה אלא לומר לך יוסף חבב את הארץ שנאמר <small>(בראשית נ, כה)</small> והעליתם את עצמותי וגו' ובנותיו חבבו את הארץ שנאמר תנה לנו אחוזה. °וללמדך שהיו כולם צדיקים שכל מי שמעשיו ומעשה אבותיו סתומים ופרט לך הכתוב באחד מהם ליחסו לשבח הרי זה צדיק בן צדיק. ואם יחסו לגנאי כגון <small>(מ""ב כה, כה)</small> בא ישמעאל בן נתניה בן אלישמע בידוע שכל הנזכרים עמו רשעים היו <small>(ספרי שם)</small>: "
Rashi on Numbers 27:1:2,"<b>מחלה נעה וגו'.</b> ולהלן הוא אומר <small>(במדבר לו, יא)</small> ותהיינה מחלה תרצה. מגיד שכולן שקולות זו כזו לפיכך שנה את סדרן <small>(ספרי שם)</small>: "
Rashi on Numbers 27:2:1,<b> לפני משה ולפני אלעזר.</b> מגיד שלא עמדו לפניהם אלא בשנת הארבעים אחר שמת אהרן <small>(שם)</small>:
Rashi on Numbers 27:2:2,"<b>לפני משה.</b> ואחר כך לפני אלעזר אפשר אם משה לא ידע אלעזר יודע °אלא סרס המקרא ודרשהו דברי רבי יאשיה אבא חנן משום רבי אלעזר אומר בבית המדרש היו יושבים ועמדו לפני כולם <small>(ב""ב קיט, ב. ספרי שם)</small>: "
Rashi on Numbers 27:3:1,"<b> והוא אל היה וגו'.</b> לפי שהיו באות לומר בחטאו מת נזקקו לומר לא בחטא מתלוננים ולא בעדת קרח שהצו על הקב""ה אלא °בחטאו לבדו מת ולא החטיא את אחרים עמו רבי עקיבא אומר °מקושש עצים היה ורבי שמעון אומר °מן המעפילים היה <small>(ב""ב קיח, ב. ספרי שם. שבת צו, ב. צז, א)</small>: "
Rashi on Numbers 27:4:1,"<b> למה יגרע שם אבינו.</b> אנו במקום בן עומדות ואם אין הנקבות חשובות זרע תתיבם אמנו ליבם <small>(ב""ב קיט, ב)</small>: "
Rashi on Numbers 27:4:2,<b>כי אין לו בן.</b> °הא אם היה לו בן לא היו תובעות כלום. מגיד °שחכמניות היו:
Rashi on Numbers 27:5:1,"<b> ויקרב משה את משפטן.</b> °נתעלמה הלכה ממנו וכאן נפרע על שנטל עטרה לומר <small>(דברים א, יז)</small> והדבר אשר יקשה מכם תקריבון אלי. °דבר אחר ראויה היתה פרשה זו להכתב על ידי משה אלא שזכו בנות צלפחד ונכתבה על ידן <small>(סנהדרין ח, א)</small>: 
"
Rashi on Numbers 27:7:1,<b> כן בנות צלפחד דברת.</b> °כתרגומו יאות כך כתובה פרשה זו לפני במרום <small>(ספרי קלד)</small> מגיד שראתה עינן מה שלא ראתה עינו של משה:
Rashi on Numbers 27:7:2,"<b>כן בנות צלפחד דברת. </b>יפה תבעו. אשרי אדם שהקב""ה מודה לדבריו <small>(שם)</small>: "
Rashi on Numbers 27:7:3,"<b>נתן תתן.</b> °שני חלקים, חלק אביהן שהיה מיוצאי מצרים וחלקו עם אחיו בנכסי חפר <small>(ב""ב קיח, ב. ספרי שם)</small>: "
Rashi on Numbers 27:7:4,"<b>והעברת.</b> °לשון העברה (ס""א עברה) הוא במי שאינו מניח בן ליורשו <small>(ב""ב קטז, א)</small>. דבר אחר על שם שהבת מעברת נחלה משבט לשבט שבנה ובעלה יורשין אותה. שלא תסוב נחלה לא נצטוה °אלא לאותו הדור בלבד <small>(שם קכ, א)</small> וכן והעברתם את נחלתו לבתו. בכולן הוא אומר ונתתם ובבת הוא אומר והעברתם <small>(שם קמז, א)</small>: "
Rashi on Numbers 27:11:1,"<b> לשארו הקרב אליו ממשפחתו.</b> °ואין משפחה קרויה אלא משפחת האב <small>(ספרי שם. ב""ב קט, ב)</small>: 
"
Rashi on Numbers 27:12:1,"<b> עלה אל הר העברים. °</b>למה נסמכה לכאן כיון שאמר הקב""ה נתן תתן להם אמר אותי צוה המקום להנחיל שמא הותרה הגזירה ואכנס לארץ אמר לו הקב""ה גזרתי במקומה עומדת <small>(במדבר רבה. תנחומא ט)</small> °דבר אחר כיון שנכנס משה לנחלת בני גד ובני ראובן שמח ואמר כמדומה שהותר לי נדרי משל למלך שגזר על בנו שלא יכנס לפתח פלטין שלו נכנס לשער והוא אחריו לחצר והוא אחריו לטרקלין והוא אחריו כיון שבא ליכנס °לקיטון אמר לו בני מכאן ואילך אתה אסור ליכנס <small>(ספרי שם)</small>: 
"
Rashi on Numbers 27:13:1,"<b> כאשר נאסף אהרן אחיך.</b> °מכאן שנתאוה משה למיתתו של אהרן <small>(שם קלו)</small>. °דבר אחר אין אתה טוב ממנו. <small>(דברים לב, נא)</small> על אשר לא קדשתם. הא אם קדשתם אותי °עדיין לא הגיע זמנכם להפטר <small>(תנחומא ט. ספרי קלז)</small>. בכל מקום שכתב מיתתם כתב סרחונם לפי שנגזרה גזרה על דור המדבר למות במדבר בעון שלא האמינו לכך בקש משה שיכתב סרחונו שלא יאמרו אף הוא מן הממרים היה משל לשתי נשים שלוקות בבית דין °אחת קלקלה °ואחת אכלה פגי שביעית וכו' אף כאן בכל מקום שהזכיר מיתתן הזכיר סרחונם להודיע שלא היתה בהם אלא זו בלבד <small>(יומא פ. ספרי שם)</small>: "
Rashi on Numbers 27:14:1,<b> הם מי מריבת קדש.</b> הם לבדם °אין בהם עון אחר. דבר אחר הם °שהמרו במרה הם היו שהמרו בים סוף הם עצמם שהמרו במדבר צן:
Rashi on Numbers 27:15:1,<b> וידבר משה אל ה' וגו'.</b> °להודיע שבחן של צדיקים שכשנפטרין מן העולם מניחין צרכן ועוסקין בצרכי צבור <small>(ספרי קלח)</small>:
Rashi on Numbers 27:15:2,<b>לאמר.</b> אמר לו °השיבני אם אתה ממנה להם פרנס אם לאו <small>(שם)</small>:
Rashi on Numbers 27:16:1,"<b> יפקד ה'.</b> כיון ששמע משה שאמר לו המקום תן נחלת צלפחד לבנותיו °אמר הגיע שעה שאתבע צרכי שיירשו בני את גדולתי. אמר לו הקב""ה לא כך עלתה במחשבה לפני. כדאי הוא יהושע ליטול שכר שמושו °שלא מש מתוך האהל. וזהו שאמר שלמה <small>(משלי כז, יח)</small> נוצר תאנה יאכל פריה <small>(במ""ר. תנחומא יא)</small>: "
Rashi on Numbers 27:16:2,<b>אלהי הרוחות.</b> °למה נאמר אמר לפניו רבונו של עולם גלוי וידוע לפניך דעתו של כל אחד ואחד ואינן דומין זה לזה מנה עליהם מנהיג שיהא סובל כל אחד ואחד לפי דעתו <small>(שם י)</small>:
Rashi on Numbers 27:17:1,"<b> אשר יצא לפניהם.</b> לא כדרך מלכי האומות שיושבים בבתיהם ומשלחין את חיילותיהם למלחמה אלא כמו שעשיתי אני שנלחמתי בסיחון ועוג שנאמר <small>(במדבר כא, לד)</small> אל תירא אותו. וכדרך שעשה יהושע שנאמר <small>(יהושע ה, יג)</small> וילך יהושע אליו ויאמר לו הלנו אתה וגו'. וכן בדוד הוא אומר <small>(ש""א יח, טז)</small> כי הוא יוצא ובא לפניהם. יוצא בראש ונכנס בראש <small>(ספרי קלט)</small>: "
Rashi on Numbers 27:17:2,<b>ואשר יוציאם.</b> בזכיותיו:
Rashi on Numbers 27:17:3,"<b>ואשר יביאם.</b> בזכיותיו <small>(שם)</small>. °דבר אחר שלא תעשה לו כדרך שאתה עושה לי. שאיני מכניסן לארץ <small>(במ""ר כא, טו)</small>: "
Rashi on Numbers 27:18:1,<b> קח לך.</b> °קחנו בדברים אשריך שזכית להנהיג בניו של מקום <small>(ספרי קמא)</small>:
Rashi on Numbers 27:18:2,"<b>לך.</b> °את שבדוק לך את זה אתה מכיר <small>(שם קמ)</small>: 
"
Rashi on Numbers 27:18:3,<b>אשר רוח בו.</b> °כאשר שאלת שיוכל להלוך כנגד רוחו של כל אחד ואחד <small>(שם)</small>:
Rashi on Numbers 27:18:4,<b>וסמכת את ידך עליו.</b> °תן לו מתורגמן °שידרוש בחייך. שלא יאמרו עליו לא היה לו להרים ראש בימי משה <small>(שם)</small>:
Rashi on Numbers 27:19:1,<b> וצויתה אתו.</b> על ישראל דע שטרחנין הם סרבנים הם על מנת שתקבל עליך <small>(שם בהעלתך צא)</small>:
Rashi on Numbers 27:20:1,<b> ונתתה מהודך עליו.</b> זה קירון עור פנים:
Rashi on Numbers 27:20:2,"<b>מהודך.</b> ולא כל הודך נמצינו למדין °פני משה כחמה פני יהושע כלבנה <small>(ספרי קמ. ב""ב עה, א)</small>: "
Rashi on Numbers 27:20:3,<b>למען ישמעו כל עדת בני ישראל.</b> °שיהיו נוהגין בו כבוד ויראה כדרך שנוהגין בך:
Rashi on Numbers 27:21:1,"<b> ולפני אלעזר הכהן יעמד.</b> °הרי שאלתך ששאלת שאין הכבוד הזה זז (ס""א נוטל) מבית אביך שאף יהושע יהא צריך לאלעזר <small>(במ""ר כא, טו)</small>: "
Rashi on Numbers 27:21:2,<b>ושאל לו.</b> כשיצטרך לצאת למלחמה:
Rashi on Numbers 27:21:3,<b>על פיו.</b> של אלעזר:
Rashi on Numbers 27:21:4,"<b>וכל העדה.</b> °סנהדרין <small>(יומא עג. סנהדרין טז, א)</small>: "
Rashi on Numbers 27:22:1,<b> ויקח את יהושע.</b> °לקחו בדברים והודיעו מתן שכר פרנסי ישראל לעולם הבא <small>(ספרי קמא)</small>:
Rashi on Numbers 27:23:1,"<b> ויסמך את ידיו.</b> °בעין יפה יותר ויותר ממה שנצטווה. שהקב""ה אמר לו וסמכת את ידך והוא עשה בשתי ידיו ועשאו ככלי מלא וגדוש ומלאו חכמתו בעין יפה <small>(שם)</small>: "
Rashi on Numbers 27:23:2,<b>כאשר דבר ה'.</b> אף לענין ההוד נתן מהודו עליו:
Rashi on Numbers 28:2:1,"<b> צו את בני ישראל.</b> מה אמור למעלה °יפקוד ה'. אמר לו הקב""ה °עד שאתה מצוני על בני צוה את בני עלי. משל לבת מלך שהיתה נפטרת מן העולם והיתה מפקדת לבעלה על בניה וכו' כדאיתא בספרי <small>(קמב)</small>: "
Rashi on Numbers 28:2:2,<b>קרבני.</b> °זה הדם <small>(שם)</small>:
Rashi on Numbers 28:2:3,"<b>לחמי.</b> °אלו אימורין וכן הוא אומר <small>(ויקרא ג, טז)</small> והקטירם הכהן המזבחה לחם אשה: "
Rashi on Numbers 28:2:4,<b>לאשי.</b> הנתנין לאשי מזבחי:
Rashi on Numbers 28:2:5,"<b>תשמרו.</b> שיהיו כהנים ולוים וישראלים עומדין על גביו °מכאן למדו ותקנו מעמדות <small>(ספרי שם. תענית כז, א)</small>: "
Rashi on Numbers 28:2:6,<b>במועדו. °</b>בכל יום הוא מועד התמידים:
Rashi on Numbers 28:3:1,<b> ואמרת להם.</b> °אזהרה לבית דין <small>(ספרי שם)</small>:
Rashi on Numbers 28:3:2,"<b>שנים ליום.</b> °כפשוטו ועיקרו בא ללמד °שיהיו נשחטין כנגד היום תמיד של שחר במערב ושל בין הערבים °במזרחן של טבעות <small>(שם. יומא סב)</small>: 
"
Rashi on Numbers 28:4:1,"<b> את הכבש אחד.</b> אף על פי שכבר נאמר בפרשת ואתה תצוה <small>(שמות כט, לח)</small> וזה אשר תעשה וגו' היא היתה אזהרה לימי המלואים °וכאן צוה לדורות: "
Rashi on Numbers 28:5:1,<b> סלת למנחה.</b> °מנחת נסכים:
Rashi on Numbers 28:6:1,"<b> העשיה בהר סיני.</b> °כאותן שנעשו בימי המלואים. דבר אחר העשויה בהר סיני הקיש עולת תמיד לעולת הר סיני אותה שנתקרבה לפני מתן תורה שכתוב בה <small>(שמות כד, ו)</small> וישם באגנות מלמד שטעונה כלי <small>(תו""כ צו פי""ח, ח)</small>: "
Rashi on Numbers 28:7:1,<b> ונסכו.</b> °יין:
Rashi on Numbers 28:7:2,<b>בקדש הסך.</b> °על המזבח יתנסכו <small>(ספרי)</small>:
Rashi on Numbers 28:7:3,"<b>נסך שכר.</b> יין המשכר פרט ליין מגתו <small>(ב""ב צז, א)</small>: 
"
Rashi on Numbers 28:8:1,<b> ריח ניחח.</b> נחת רוח לפני שאמרתי ונעשה רצוני <small>(ספרי קמג)</small>:
Rashi on Numbers 28:10:1,<b> עלת שבת בשבתו.</b> °ולא עולת שבת בשבת אחרת הרי שלא הקריב בשבת זו שומע אני יקריב שתים לשבת הבאה תלמוד לומר בשבתו מגיד שאם עבר יומו בטל קרבנו <small>(שם קמד)</small>:
Rashi on Numbers 28:10:2,<b>על עלת התמיד.</b> אלו מוספין לבד אותן שני כבשים של עולת התמיד ומגיד שאין קרבין אלא °בין שני התמידין וכן בכל המוספין נאמר על עולת התמיד לתלמוד זה <small>(ספרי שם)</small>:
Rashi on Numbers 28:12:1,"<b> ושלשה עשרונים.</b> כמשפט נסכי פר °שכן הן קצובין בפרשת נסכים <small>(לעיל טו, ט־י)</small>: "
Rashi on Numbers 28:14:1,"<b> זאת עלת חדש בחדשו. </b>שאם עבר יומו בטל קרבנו ושוב אין לו תשלומין <small>(ספרי קמה)</small>: 
"
Rashi on Numbers 28:15:1,"<b> ושעיר עזים וגו'.</b> °כל שעירי המוספין באין לכפר על °טומאת מקדש וקדשיו הכל כמו שמפורש במסכת שבועות <small>(ט, א)</small> ונשתנה שעיר ראש חדש שנאמר בו לה' ללמדך שמכפר על °שאין בו ידיעה לא בתחילה ולא בסוף שאין מכיר בחטא אלא הקב""ה בלבד °ושאר השעירין למדין ממנו °ומדרשו באגדה <small>(שם. חולין ס)</small> אמר הקב""ה הביאו כפרה עלי על שמעטתי את הירח: "
Rashi on Numbers 28:15:2,<b>על עלת התמיד יעשה.</b> °כל הקרבן הזה:
Rashi on Numbers 28:15:3,<b>ונסכו.</b> °אין ונסכו מוסב על השעיר שאין נסכים לחטאת:
Rashi on Numbers 28:18:1,<b> כל מלאכת עבודה.</b> אפילו מלאכה הצריכה לכם. °כגון דבר האבד המותרת בחולו של מועד אסורה ביום טוב:
Rashi on Numbers 28:19:1,"<b> פרים.</b> כנגד אברהם שנאמר <small>(בראשית יח, ו)</small> ואל הבקר רץ אברהם: "
Rashi on Numbers 28:19:2,<b>אילים.</b> כנגד אילו של יצחק:
Rashi on Numbers 28:19:3,"<b>כבשים.</b> כנגד יעקב <small>(בראשית ל, מ)</small> והכשבים הפריד יעקב. ביסודו של רבי משה הדרשן ראיתי זאת: "
Rashi on Numbers 28:24:1,<b> כאלה תעשו ליום.</b> שלא יהיו פוחתין והולכין כפרי החג <small>(ספרי קמז)</small>:
Rashi on Numbers 28:26:1,"<b> וביום הבכורים.</b> חג השבועות קרוי בכורי קציר חטים על שם שתי הלחם °שהם ראשונים למנחת חטים הבאה מן החדש <small>(מנחות פד, ב)</small>: "
Rashi on Numbers 28:31:1,"<b> תמימים יהיו לכם ונסכיהם. </b>אף הנסכים יהיו תמימים. °למדו רבותינו <small>(מנחות פז, א)</small> מכאן שהיין שהעלה קמחין פסול לנסכים: 
"
Rashi on Numbers 29:6:1,"<b> מלבד עלת החדש.</b> מוספי ראש חדש שהוא ביום ראש השנה: 
"
Rashi on Numbers 29:11:1,"<b> מלבד חטאת הכפרים.</b> שעיר הנעשה בפנים האמור באחרי מות <small>(ויקרא טז, ט)</small> שגם הוא חטאת: "
Rashi on Numbers 29:11:2,<b>ועלת התמיד.</b> °ומלבד עולת התמיד תעשו עולות הללו:
Rashi on Numbers 29:11:3,<b>ונסכיהם.</b> °מוסב על המוספין הכתובים ועל תעשו °והוא לשון ציווי מלבד עולת התמיד ומנחתה תעשו את אלה ונסכיהם. וכן כל ונסכיהם האמורים בכל המועדות חוץ משל קרבנות החג שכל ונסכה ונסכיהם ונסכיה שבהם מוסבים על התמיד ואינן לשון ציווי. שהרי נסכיהם של מוספין כתובין לעצמן בכל יום ויום:
Rashi on Numbers 29:18:1,"<b> ומנחתם ונסכיהם לפרים.</b> פרי החג ע' הם. כנגד ע' אומות עובדי גילולים שמתמעטים והולכים סימן כליה הם ובימי המקדש היו מגינין עליהם מן היסורין <small>(סוכה נה, ב)</small>: "
Rashi on Numbers 29:18:2,"<b>ולכבשים. </b>כנגד ישראל שנקראו <small>(ירמיה נ, יז)</small> שה פזורה והם קבועים ומנינם תשעים ושמונה לכלות מהם תשעים ושמונה קללות שבמשנה תורה <small>(מדרש אגדה)</small>. בשני נאמר ונסכיהם על שני תמידי היום ולא שינה הלשון אלא לדרוש כמו שאמרו רבותינו זכרונם לברכה בשני ונסכיהם בששי ונסכיה בשביעי כמשפטם מ""ם יו""ד מ""ם הרי כאן מים רמז לנסוך המים מן התורה בחג <small>(תענית ב, ב)</small>: "
Rashi on Numbers 29:35:1,"<b> עצרת תהיה לכם.</b> °עצורים בעשיית מלאכה <small>(חגיגה יח, א)</small>. °דבר אחר עצרת עצרו מלצאת. מלמד שטעון לינה <small>(ספרי קנא)</small>. °ומדרשו באגדה <small>(סוכה שם)</small> לפי שכל ימות הרגל הקריבו כנגד ע' אומות וכשבאין ללכת אמר להם המקום בבקשה מכם עשו לי סעודה קטנה כדי שאהנה מכם: "
Rashi on Numbers 29:36:1,<b> פר אחד איל אחד.</b> איל (אלו) °כנגד ישראל התעכבו לי מעט עוד. ולשון חבה הוא זה כבנים הנפטרים מאביהם והוא אומר להם קשה עלי פרידתכם עכבו עוד יום אחד. משל למלך שעשה סעודה וכו' כדאיתא במסכת סוכה <small>(שם)</small> ובמדרש רבי תנחומא <small>(יז)</small> למדה תורה °דרך ארץ שמי שיש לו אכסנאי יום ראשון מאכילו פטומות למחר מאכילו דגים למחר מאכילו בשר בהמה למחר מאכילו קטניות למחר מאכילו ירק פוחת והולך כפרי החג:
Rashi on Numbers 29:39:1,<b> אלה תעשו לה' במועדיכם.</b> דבר הקצוב °לחובה:
Rashi on Numbers 29:39:2,<b>לבד מנדריכם. </b>אם באתם לידור קרבנות ברגל מצוה היא בידכם או נדרים או נדבות שנדרתם כל השנה תקריבום ברגל שמא יקשה לו לחזור ולעלות לירושלים ולהקריב נדריו ונמצא עובר בבל תאחר <small>(ספרי קנב)</small>:
Rashi on Numbers 30:1:1,"<b> ויאמר משה אל בני ישראל. </b>להפסיק הענין דברי רבי ישמעאל °לפי שעד כאן דבריו של מקום ופרשת נדרים מתחלת בדבורו של משה הוצרך להפסיק תחלה ולומר שחזר משה ואמר פרשה זו לישראל שאם לא כן יש במשמע שלא אמר להם זו אלא בפרשת נדרים התחיל דבריו <small>(שם)</small>: 
"
Rashi on Numbers 30:1:2,
Rashi on Numbers 30:2:1,"<b> ראשי המטות.</b> חלק כבוד לנשיאים °ללמדם תחלה ואחר כך לכל בני ישראל ומנין שאף שאר הדברות כן תלמוד לומר <small>(שמות לד, לא־לב)</small> וישובו אליו אהרן וכל הנשיאים בעדה וידבר משה אליהם ואחרי כן נגשו כל בני ישראל. °ומה ראה לאומרה כאן למד °שהפרת נדרים ביחיד מומחה ואם אין יחיד מומחה מפר °בשלשה הדיוטות או יכול שלא אמר משה פרשה זו °אלא לנשיאים בלבד נאמר כאן זה הדבר ונאמר בשחוטי חוץ <small>(ויקרא יז, ב)</small> זה הדבר מה להלן נאמרה לאהרן ולבניו ולכל בני ישראל שנאמר דבר אל אהרן וגו' אף זו נאמרה לכולן <small>(ספרי מטות קנג. נדרים עח, א. ב""ב קכ)</small>: "
Rashi on Numbers 30:2:2,"<b>זה הדבר.</b> °משה נתנבא <small>(שמות יא, ד)</small> בכה אמר ה' כחצות הלילה. והנביאים נתנבאו בכה אמר ה' מוסף עליהם משה שנתנבא °בלשון זה הדבר. °דבר אחר זה הדבר מיעוט הוא לומר °שהחכם בלשון התרה ובעל (ואב) בלשון הפרה °כלשון הכתוב כאן ואם חלפו אין מותר ואין מופר <small>(ספרי שם. נדרים שם)</small>: "
Rashi on Numbers 30:3:1,<b> נדר.</b> האומר הרי עלי °קונם שלא אוכל או שלא אעשה דבר פלוני יכול אפילו נשבע שיאכל נבלות אני קורא עליו ככל היוצא מפיו יעשה תלמוד לומר לאסור אסר לאסור את המותר ולא להתיר את האסור <small>(ספרי שם)</small>:
Rashi on Numbers 30:3:2,<b>לא יחל דברו.</b> °כמו לא יחלל דברו לא יעשה דבריו חולין <small>(שם)</small>:
Rashi on Numbers 30:4:1,<b> בבית אביה.</b> °ברשות אביה ואפילו אינה בביתו <small>(שם)</small>:
Rashi on Numbers 30:4:2,"<b>בנעוריה.</b> °ולא קטנה ולא בוגרת שהקטנה אין נדרה נדר והבוגרת אינה ברשותו של אביה להפר נדריה ואי זו היא קטנה אמרו רבותינו <small>(נדה מה, ב)</small> בת י""א שנה ויום אחד נדריה נבדקין. אם ידעה לשם מי נדרה ולשם מי הקדישה נדרה נדר. בת י""ב שנה ויום אחד אינה צריכה להבדק: "
Rashi on Numbers 30:6:1,"<b> ואם הניא אביה אותה.</b> אם מנע אותה מן הנדר כלומר שהפר לה. °הנאה זו איני יודע מה היא כשהוא אומר ואם ביום שמוע אישה יניא אותה והפר הוי אומר הנאה זו הפרה <small>(ספרי שם)</small> ופשוטו לשון מניעה והסרה וכן <small>(במדבר לב, ז)</small> ולמה תניאון וכן <small>(תהלים קמא, ה)</small> שמן ראש אל יני ראשי וכן <small>(במדבר יד, לד)</small> וידעתם את תנואתי. את אשר סרתם מעלי: "
Rashi on Numbers 30:6:2,"<b>וה' יסלח לה.</b> במה הכתוב מדבר באשה שנדרה בנזיר ושמע בעלה והפר לה והיא לא ידעה ועוברת על נדרה ושותה יין ומטמאה למתים זו היא שצריכה סליחה ואף על פי שהוא מופר ואם המופרים צריכים סליחה קל וחומר לשאינן מופרים <small>(ספרי)</small>: 
"
Rashi on Numbers 30:7:1,<b> ואם היו תהיה לאיש. </b>זו ארוסה °או אינו אלא נשואה כשהוא אומר ואם בית אישה נדרה הרי נשואה אמור °וכאן בארוסה ובא לחלוק בה °שאביה ובעלה מפירין נדריה הפר האב ולא הפר הבעל או הפר הבעל ולא הפר האב הרי זה אינו מופר ואין צריך לומר °אם קיים אחד מהם <small>(שם. נדרים סז)</small>:
Rashi on Numbers 30:7:2,<b>ונדריה עליה.</b> שנדרה בבית אביה °ולא שמע בהן אביה ולא הופרו °ולא הוקמו <small>(ספרי שם)</small>:
Rashi on Numbers 30:8:1,<b> ושמע אישה וגו'. </b>הרי לך שאם קיים הבעל שהוא קיים <small>(שם)</small>:
Rashi on Numbers 30:9:1,"<b> והפר את נדרה אשר עליה.</b> °יכול אפילו לא הפר האב תלמוד לומר בנעוריה בית אביה °כל שבנעוריה ברשות אביה היא <small>(קידושין יג. כתובות מו, ב)</small>: "
Rashi on Numbers 30:10:1,"<b> כל אשר אסרה על נפשה יקום עליה.</b> לפי שאינה לא ברשות אב ולא ברשות בעל °ובאלמנה מן הנשואין הכתוב מדבר. אבל אלמנה מן האירוסין מת הבעל נתרוקנה וחזרה לרשות האב <small>(ספרי קנד. נדרים סח, א)</small>: "
