Index Title,Rashi on Numbers
Rashi on Numbers 25:13:2,"<b>A covenant of eternal kehunah.</b> Although the <i>kehunah</i> had already been given to Aharon’s descendants, it was given °solely to Aharon and his sons who were annointed with him, and to their generations who would be borne after their annointment. Pinchas, however, who was born before, and was not annointed, was not included in the <i>kehunah</i> until here. Similarly, we learned in Zevachim, ‘Pinchas was not rendered a <i>kohein until he killed Zimri.’ </i>"
Rashi on Numbers 25:13:3,"<b>For his God.</b> For the sake of his God, like הַמְקַנֵּא אַתָּה לִי, “are you zealous ‘for’ me?” and קִנֵּאתִי לְצִיּוֹן, “for the sake of Tzion.” 
"
Rashi on Numbers 25:14:1,"<b>The name of the Israelite man, etc.</b> °Where he mentions the relationship of the saint for praise he mentions the relationship of the wicked for shame. "
Rashi on Numbers 25:14:2,"<b>Leader of a paternal house of Shimon.</b> °Of one of the five paternal houses of the tribe of Shimon. °Another interpretation: To proclaim the merit of Pinchas. Although this one was a leader, he did not refrain from avenging the desecration of the Name [of God]. This is why Scripture informs you of the identity of the one who was killed. 
"
Rashi on Numbers 25:15:1,"<b>The name of the slain woman, etc.</b> °To inform you of the hatred of the Midianites, who abandoned a princess to promiscuous behavior in order to entice the Israelites into sinning. 
"
Rashi on Numbers 25:15:2,"<b>The national leader.</b> °One of the five kings of Midian, “Evi, Rekem, Tzur, etc.” He was the most prominent of all of them, as it is said, “the national leader,” °but because he debased himself by abandoning his daughter, he is counted third. "
Rashi on Numbers 25:15:3,"<b>Of a paternal house.</b> There were five paternal houses in Midian, Eiphah, Eipher, Chanoch, Avidah, and Eldoah. This one was the king of one them. "
Rashi on Numbers 25:17:1,"<b>Antagonize.</b> Like זָכוֹר, “remember,” שָׁמוֹר,”keep,” meaning ongoing action. It is incumbent upon you to act with hostility toward them. "
Rashi on Numbers 25:18:1,"<b>For they antagonized you, etc., in the matter of Pe’or.</b> Since they abandoned their daughters to promiscuity °in order to cause you to stray after Pe’or. °However, He did not order the destruction of Moav, Because of Rus [Ruth], who was destined to emanate from them, as we state in Bava Kama. 
"
Rashi on Numbers 26:1:1,"<b>It was after the plague, etc.</b> °This is compared to a shepherd whose flock was infiltrated by wolves, who killed some of them. He counted them, to ascertain the number of those remaining. Another interpretation: When they left Egypt and were entrusted to Moshe, they were given to him with a reckoning; now that he neared death, and the return of his sheep, he returned them with a reckoning. 
"
Rashi on Numbers 26:2:1,"<b>According to their paternal house.</b> °Their relationship follows the paternal tribe, rather than the maternal. "
Rashi on Numbers 26:3:1,<b>Moshe and Elozor the kohein spoke with them.</b> °They spoke with them concerning this — that the Omnipresent had commanded to count them.
Rashi on Numbers 26:3:2,"<b>Saying.</b> They said to them, °”You must be counted.” "
Rashi on Numbers 26:4:1,"<b>[Count those] twenty years of age and above, as [Adonoy] commanded, etc.</b> That they be counted from the age of twenty and above, °as it is said, “everyone passing by to be counted, etc.” 
"
Rashi on Numbers 26:5:1,"<b>The Chanochite family.</b> Because the gentiles disparaged them, saying, ‘what, they trace their lineage to their tribes? They think that the Egyptians had no control over their mothers? If they ruled over their bodies, then certainly over their wives!’ Therefore, the Holy One, Blessed is He, attached His Name to them, °the ה' on one side, and the י' on the other, to say, ‘I bear witness, concerning them, that they are the sons of their fathers.’ This is stated clearly by Dovid, “the tribes of God as a testimony to Israel.” This Name testifies for them concerning their tribes. Therefore, Scripture states, with all of them, הַחֲנוֹכִי, “the Chanochite,” הַפַּלּוּאִי, “the Paluite.” But with יִמְנָה, it was unnecessary to say מִשְׁפַּחַת הַיִּמְנִי, “the Yimnite family,” since the Name is fixed in it, the י' at the beginning and the ה' at the end. "
Rashi on Numbers 26:9:1,<b>Who incited</b> °Israel against Moshe.
Rashi on Numbers 26:9:2,<b>When they incited.</b> The people against God.
Rashi on Numbers 26:9:3,<b>Incited.</b> They misled the Israelites into quarreling with Moshe. This is the causative form.
Rashi on Numbers 26:10:1,"<b>They became a symbol.</b> °A symbol and a reminder, so that no outsider would ever again come forward to dispute the <i>kehunah</i>. "
Rashi on Numbers 26:11:1,"<b>But the sons of Korach did not die.</b> They were involved in the conspiracy at first, but during the dispute, °they repented in their hearts. Therefore, °an elevated area was secured for them in <i>gehinom,</i> where they remained. "
Rashi on Numbers 26:13:1,"<b>From Zerach.</b> This was Tzochar, meaning the same as “Tzohar,” illumination. °However, the family of Ohad became extinct. Also, five [families] of the tribe of Binyamin, as he had descended to Egypt with ten sons, yet here only five are counted. °Also, Etzbon, of Gad — so there are seven families. I found, in the Talmud Yerushalmi, that when Aharon died the clouds of glory departed, and the Canaanites came to wage war against Israel. They (Bnei Yisroel) resolved to return to Egypt, and went back eight journeys, from Mount Hor to Moserah, as it is said, “Bnei Yisroel journeyed from Be’eros Bnei Yaakon to Moserah, where Aharon died.” Now did he not die at Mount Hor? °And from Moserah to Mount Hor there are eight journeys going back. But, they returned, and the Levites pursued them to bring them back, killing seven of their families. And four Levite families fell; The families of Shim’i and Uzieli. °Of the sons of Yitzhar, none are counted here, except for the Korachite family. °I do not know the identity of the fourth. R’ Tanchuma expounded, °that they died in the plague at the affair of Bil’am — however, according to the loss suffered by the tribe of Shimon in this counting, °as compared with the first counting at the Sinai desert, it appears that all twenty four thousand °fell from the tribe of Shimon. 
"
Rashi on Numbers 26:16:1,"<b>From Ozni.</b> °I say that this was the family of Etzbon, but I do not know why his family was not called by his name. 
"
Rashi on Numbers 26:24:1,"<b>From Yashuv.</b> °This is Yov, mentioned among those who went down to Egypt, as all of the families were called by the names of those who went down to Egypt. As for those who were born afterward, none of the families were called by their names, except for the families of Efrayim and Menashe, all of whom were born in Egypt, °and Ard and Na’aman, the sons of Bela, the son of Binyamin. I found, in the commentary of R’ Moshe Hadarshan, °that their mother went down to Egypt when she was pregnant with them, and °they were, therefore, divided into separate families, like Chetzron and Chamul, who were Yehudah’s grandsons, and Chever and Malkiel, who were Asher’s grandsons. °If this is from the Aggadah, fine, but if not, then I say that Bela had a great many grandchildren, and from those two, Ard and Na’aman, °respectively, large families emanated. The descendants of the other children were called by Bela’s name, while the descendants of those two were called by their names. I say the same about the sons of Machir, who were divided into two families, one called by his name, and one called by the name of his son, Gil’ad. °Five families are missing from the sons of Binyamin. Here, his mother’s prophecy was partially fulfilled — she called him בֶּן אוֹנִי, “son of my sorrow.” With the concubine of Givah, it was completely fulfilled. I found this in the commentary of R’ Moshe Hadarshan. 
"
Rashi on Numbers 26:36:1,"<b>These are the sons of Shuselach, etc.</b> The descendants of °the other sons of Shuselach were called by the name Shuselach, but from Eiran a large family emanated, so it was called by his name. Thus, the sons of Shuselach were considered two families. Go and calculate, and you will discover, in this chapter, fifty seven families, and eight from the sons of Levi — hence, sixty five. This is [the meaning of] what is said, כִּי אַתֶּם ""הַמְעַט"" וְגוֹ', “for you are the least, etc. “ הֵ""א מְעַט, “five less.” You are five less than all the gentile families, as they are seventy. This, too, I understood from the commentary of R’ Moshe Hadarshan, but I had to subtract and add to his words. 
"
Rashi on Numbers 26:38:1,"<b>From Achiram.</b> This is Eichi, who went down to Egypt. Because he was named to commemorate Yoseif, who was his brother and was exalted over him, he was called Achiram. "
Rashi on Numbers 26:39:1,"<b>From Shfufam.</b> This is Mupim, to commemorate Yosef’s °being humbled among the nations. 
"
Rashi on Numbers 26:42:1,<b>From Shucham.</b> This is Chushim.
Rashi on Numbers 26:46:1,"<b>The name of Asher’s daughter was Serach.</b> Because she remained alive, he counted her here. 
"
Rashi on Numbers 26:53:1,"<b>The land shall be apportioned among these.</b> But not among those below the age of twenty, °even if they reach twenty before the apportioning of the land. Indeed, the conquest lasted seven years, and the apportioning seven, yet no one received a portion in the land except for these six hundred and one thousand. If one of them had six sons, they received nothing but their father’s portion. "
Rashi on Numbers 26:54:1,"<b>To the large [tribe], increase their inheritance.</b> To the tribe with the greater populace, °they gave a larger portion. Although the portions were unequal, as everything was assigned according to the size of the tribe, they implemented the apportioning solely by lots, and the lottery was inspired by the Sacred Spirit, as stated explicitly in Bava Basra. Elozor the <i>kohein</i> was clothed in the <i>Urim veTumim,</i> and said, with the Sacred Spirit, “If tribe so-and-so is drawn, then border so-and-so will be drawn with it.” The [names of the] tribes were written on twelve notes, and the twelve boundaries on twelve notes. They were mixed into a container, and the leader placed his hand into it and removed two notes. There appeared, in his hand, the note with the name of his tribe, and the note with the boundary specified for it. The lot itself would cry out, exclaiming, “I am the lot drawn for the so-and-so boundary, belonging to tribe so-and-so,” as it is said, “by word of the lottery.” The land was not apportioned dimensionally, since some boundaries were superior to others, but by assessed value. A poor <i>Kor</i> area was equivalent to a superior <i>Seah</i> area, all according to the value [of the soil.] 
"
Rashi on Numbers 26:55:1,"<b>According to the names of their fathers’ tribes.</b> This refers to those who left Egypt. °Scripture deviates, with this inheritance, from all the others in the Torah. With every inheritance, the living inherit the dead, °but here, the dead inherit the living. How is this? Two brothers among those who left Egypt °had sons who entered the land, one had one son, the other, three. The single son received one portion, the three, three portions, as it is said, “the land shall be apportioned to these.” Their inheritance reverted °to their grandfather, and they then shared everything equally. This is [the meaning of] what is said, “according to the names of their fathers’ tribes, they shall inherit” — after the sons received it, they reapportioned it according to the fathers who left Egypt. But if they had apportioned it originally among those numbered in the exodus from Egypt, the four would have received only two portions, whereas they now received four portions. "
Rashi on Numbers 26:55:2,"<b>Only by lot.</b> °This excludes Yehoshua and Kalev. And similarly it says, “they presented Kalev with Chevron, as Moshe had said.” And it says, “by the word of God they gave him the city which he requested.” "
Rashi on Numbers 26:55:3,<b>Of their fathers’ tribes.</b> This excludes proselytes and [gentile] slaves.
Rashi on Numbers 26:56:1,"<b>By word of the lottery.</b> °The lots spoke, as I explained above. This informs us that it was apportioned by the inspiration of the Sacred Spirit. This is why it is said, “By the word of God.” "
Rashi on Numbers 26:58:1,"<b>These are the families of Levi.</b> There are missing, here, the families of Shim’i and Ozieili, and part of Yitzhari. 
"
Rashi on Numbers 26:59:1,"<b>Whom [her mother] bore to Levi in Egypt.</b> °Her birth was in Egypt, but she was not conceived in Egypt. As they were entering the wall, she bore her, and she completed the total of seventy. For, in enumeration, you will only find sixty-nine. 
"
Rashi on Numbers 26:62:1,"<b>They were not counted among Bnei Yisroel.</b> °To have been counted from the age of twenty. What’s the reason? °Since no inheritance was given to them. Whereas those who were counted from the age of twenty were qualified to receive the inheritance, as it is said, “each person, according to his number, shall be given his inheritance.” 
"
Rashi on Numbers 26:64:1,"<b>Among this [census] there was no man, etc.</b> °However, against the women, the decree of the spies was not issued, since they cherished the land. The men said, “let us appoint a leader and we will return to Egypt”! °while the women said, “give us possession”! This is why the chapter of the daughters of Tzelofchad is adjacent here. 
"
Rashi on Numbers 27:1:1,"<b>Of the families of Menashe the son of Yoseif.</b> Why is this said? Has it not already said “the son of Menashe”? But it teaches you: Yoseif cherished the land, as it is said: “You must carry up my bones up, etc.,” and his daughters cherished the land, as it is said: “Give us possession,”! And °to teach you, that they were all righteous. For where someone’s deeds, and the deeds of his forefathers, are not defined, and Scripture specifically relates one of them to a virtuous ancestor, then this is a righteous person, the son of a righteous person. If he is related disparagingly, as, for example, “Yishmael, the son of Nesanyah, the son of Elishama,” then it is known that everyone mentioned with him was villainous. "
Rashi on Numbers 27:1:2,"<b>Machlah, No’ah, etc.</b> Below it says, “Machlah and Sirtzah were. . .” This teaches that they were all equal — the order was, therefore, changed. "
Rashi on Numbers 27:2:1,"<b>Before Moshe and before Elozor.</b> This teaches that they only stood before them in the fortieth year, after Aharon had died. "
Rashi on Numbers 27:2:2,"<b>Before Moshe.</b> And afterward before Elozor? Is it possible that Moshe did not know and that Elozor did know? °But, rearrange the passage and expound upon it. This is R’ Yoshiyah’s interpretation. Aba Chanan said in the name of R’ Elozor: “They were seated in the study hall, and they stood before all of them.” "
Rashi on Numbers 27:3:1,"<b>But he was not, etc.</b> Since they were going to say that he died because of his sin, they needed to say, ‘not the sin of the complainers, nor with Korach's assembly, who incited [the people] against the Holy One, Blessed is He — was he. Rather, °he died by his sin alone, without provoking others to sin with him.’ R’ Akiva said, °”He was the wood gatherer,” R’ Shimon said, “He was °among those who ascended defiantly.” "
Rashi on Numbers 27:4:1,"<b>Why should the name of our father be omitted.</b> We are substitutes for a son. And if females are not considered issue, then let our mother perform levirate marriage with her brother-in-law. "
Rashi on Numbers 27:4:2,"<b>Because he did not have a son.</b> °But if he had a son, they would not have entered a claim. This teaches °that they were learned. "
Rashi on Numbers 27:5:1,"<b>Moshe brought their case.</b> °The halachah was concealed from him. Here he was punished for assuming the crown by saying, “Matters too difficult for you, you may bring before me.” °Another interpretation: It was fitting that this chapter be written through Moshe, but the daughters of Tzelofchad were meritorious, and it was written through them. 
"
Rashi on Numbers 27:7:1,"<b>Tzelofchad’s daughters speak justly.</b> °As Targum renders, יָאוּת, “correctly.” This chapter is just so inscribed before Me on high. This teaches that their eye discerned what Moshe’s did not. "
Rashi on Numbers 27:7:2,"<b>Tzelofchad’s daughters speak justly.</b> Their claim was proper. Fortunate is the person with whom the Holy One, Blessed is He, concurs with his words. "
Rashi on Numbers 27:7:3,"<b>Give [lit. Give, you shall give].</b> °Two portions. The portion of their father, who was among those who left Egypt, and his portion with his brothers, in the property of Cheifer. "
Rashi on Numbers 27:7:4,"<b>Transfer.</b> The word הַעֲבַרְתָּ °denotes transference (anger), when someone does not leave a son to inherit him. Another interpretation: Because a daughter transfers the inheritance from tribe to tribe, as her son or husband inherit her. The prohibition against transferring an inheritance was placed °only on that generation. Similarly, “his hereditary property shall be transferred to his daughter.” With all of them, it says “give,” but with the daughter, it says “transfer.” "
Rashi on Numbers 27:11:1,"<b>The the relative closest to him in his family.</b> °Nothing constitutes family except from the father’s side. 
"
Rashi on Numbers 27:12:1,"<b>Go up this Avarim Mountain.</b> °Why is this placed here? When the Holy One, Blessed is He, said [to Moshe], “give them. . .,” he said, ‘God commanded me to give them the hereditary property. Perhaps the decree was abrogated, and I may enter the land.’ The Holy One, Blessed is He, said to him, “My decree remains in place.” °Another interpretation: When Moshe entered the inheritance given to the sons of Gad and Reuven, he rejoiced, and said, ‘It seems that the vow regarding me was abrogated.’ This is comparable to a king who decreed that his son could not enter the doorway to his palace. He [the King] entered the gateway, and he [the son] followed, [he entered] the courtyard, and he followed, [he entered] the anteroom, and he followed. When he was about to enter °the chamber, he [the king] said to him, ‘My son, from here and onward, you are forbidden to enter.’ 
"
Rashi on Numbers 27:13:1,"<b>As your brother Aharon was gathered.</b> °From here we derive that Moshe yearned for a death such as Aharon’s. °Another interpretation: You are no better than he. “Because you did not sanctify. . .” But if you had sanctified Me, °your time would not yet have arrived, for passing from the world. Wherever their death is mentioned, their iniquity is mentioned, because it was decreed that the generation of the wilderness would die in the wilderness, for their sin of not having faith. Moshe, therefore, requested that his iniquity be mentioned, so that it would not be said that he, too, was among those who rebelled. This is comparable to two women who were punished by the court, °one for degenerate behavior, °the other for eating unripened Shmittah produce, etc. Here, too, wherever their death is mentioned, their iniquity is mentioned, to make it known that there was nothing [sinful] about them but this. "
Rashi on Numbers 27:14:1,"<b>Those were the waters of dispute at Kadeish.</b> Those alone — °they had no other sins. Another interpretation: Those of °the rebellion at Marah were the same as those of the rebellion at the Reed Sea, and the very same as those of the rebellion at the desert of Tzin. 
"
Rashi on Numbers 27:15:1,"<b>Moshe spoke to Adonoy, etc.</b> °To make the virtue of the righteous known — when they pass from the world, they ignore their own needs, and concern themselves with the needs of the community. "
Rashi on Numbers 27:15:2,"<b>Saying.</b> He said to Him, °‘answer me. Will You appoint a leader over them or not.’ "
Rashi on Numbers 27:16:1,"<b>Let Adonoy . . . appoint.</b> When Moshe heard the Omnipresent say to him, ‘give Tzelofchad’s inheritance to his daughters,’ °he said, ‘The time has come for me to ask for a personal request — that my sons may inherit my position of leadership.’ The Holy One, Blessed is He said to him, ‘That is not My intention. Yehoshua is worthy of being rewarded for his service, °as he never moved from the tent. This is [the meaning of] Shlomo’s statement, “he who keeps watch over the fig tree shall eat its fruit.” "
Rashi on Numbers 27:16:2,"<b>God of the spirits.</b> °Why was this said? He said before Him: “Master of the universe, the thought of every individual is known before you, each dissimilar to the other’s. Appoint a leader over them who will exercise forbearance with each of them according to his intellect.” "
Rashi on Numbers 27:17:1,"<b>Who will go forth before them.</b> Unlike the approach of the gentile kings, who stay at home and dispatch their armies to war. Rather, as I did, when I battled Sichon and Og, as it is said, “do not fear him,” and the way Yehoshua acted, as it is said, “Yehoshua went to him and said to him, ‘are you ours, etc.”’ Similarly, with David, it says, “for he goes forth and comes before them.” He goes forth at their head, and enters at their head. "
Rashi on Numbers 27:17:2,<b>Who will lead them out.</b> With his merit.
Rashi on Numbers 27:17:3,<b>And bring them in.</b> With his merit. °Another interpretation of “and bring them in”: That You will not treat him the way You treat me — for I will not bring them into the land.
Rashi on Numbers 27:18:1,<b>Take to yourself.</b> °Take him with words of persuasion — you are fortunate to merit leading the children of the Omnipresent.
Rashi on Numbers 27:18:2,"<b>Yourself.</b> °Someone scrutinized by you, one whom you recognize. 
"
Rashi on Numbers 27:18:3,"<b>In whom there is spirit.</b> °As you requested, capable of accommodating everyone’s spirit. "
Rashi on Numbers 27:18:4,"<b>And lay your hand on him.</b> °Provide a public announcer for him in order °that he might preach during your lifetime, so that it should not be said of him that he was unable to lift his head in Moshe’s day. 
"
Rashi on Numbers 27:19:1,<b>And command him.</b> Concerning the Bnei Yisroel. Know that they are tedious and recalcitrant — [your appointment is] on condition that you accept this.
Rashi on Numbers 27:20:1,<b>Bestow some of your radiance on him.</b> This refers to radiance of the facial skin.
Rashi on Numbers 27:20:2,"<b>Some of your radiance.</b> But not all your radiance. Hence we learn that °the face of Moshe was like the sun, the face of Yehoshua like the moon. "
Rashi on Numbers 27:20:3,"<b>So that the entire community of Bnei Yisroel will hear.</b> °They will treat him with reverence and awe, the way they treat you. 
"
Rashi on Numbers 27:21:1,"<b>He shall stand before Elozor the <i>kohein.</i></b> °Here is [the reply to] your request — this glory will not be removed from your father’s house, as Yehoshua, too, will depend on the affirmation of Elozor. "
Rashi on Numbers 27:21:2,"<b>And ask, of him.</b> When he needs to go to war. "
Rashi on Numbers 27:21:3,<b>By his word.</b> [the word] of Elozor.
Rashi on Numbers 27:21:4,<b>And the entire community.</b> °The Sanhedrin.
Rashi on Numbers 27:22:1,"<b>He took Yehoshua.</b> °He persuaded him, verbally, informing him of the reward for the leaders of Klal Yisroel in the World to Come. 
"
Rashi on Numbers 27:23:1,"<b>He laid his hands.</b> °Generously, over and above what he had been commanded. For the Holy One, Blessed is He, said to him, “lay your hand,” but he used both hands. He fashioned him like a vessel filled to overflowing, filling him generously with his wisdom. "
Rashi on Numbers 27:23:2,<b>As Adonoy had commanded.</b> also regarding the radiance — He bestowed some of his radiance on him.
Rashi on Numbers 28:2:1,"<b>Command Bnei Yisroel.</b> What is stated above? °”May God command. . .” The Holy One, Blessed is He, said to him, °‘Before you command Me concerning My children, command My children concerning Me.’ This is comparable to a princess who was passing from the world. She instructed her husband concerning her children, etc., as is stated in Sifri. "
Rashi on Numbers 28:2:2,<b>My offering.</b> °This refers to the blood.
Rashi on Numbers 28:2:3,"<b>My bread.</b> °This refers to the “<i>emurin</i>” parts, as it is said, “The <i>kohein</i> shall burn them on the altar, bread of the fire.” "
Rashi on Numbers 28:2:4,<b>Of My fires.</b> to be placed on the fires of My altar.
Rashi on Numbers 28:2:5,"<b>You shall be vigilant.</b> The <i>kohanim,</i> Levites and Bnei Yisroel shall stand over it. °They learned from here, and instituted the “<i>ma’amados</i>” units. "
Rashi on Numbers 28:2:6,<b>At its prescribed time.</b> °Every day is the time prescribed for the constant-offerings.
Rashi on Numbers 28:3:1,<b>Say to them.</b> °This is an admonishment to the <i>Bais Din</i>.
Rashi on Numbers 28:3:2,"<b>Two each day.</b> °Like the plain interpretation, but essentially, it teaches °that they should be slaughtered towards the sun, the constant morning sacrifice to the west, and that of the afternoon °to the east of the rings. "
Rashi on Numbers 28:4:1,"<b>One lamb.</b> Although it is already stated in the <i>parasha</i> of “You shall command” — “this is what you shall offer,” — those instructions were for the days of inauguration, whereas °here, the commandment is for all the generations. "
Rashi on Numbers 28:5:1,<b>Fine flour as a meal-offering.</b> °The libation <i>minchah.</i>
Rashi on Numbers 28:6:1,<b>As offered on Mount Sinai.</b> °Like those which were done during the days of inauguration. Another interpretation [of] which was done at Mount Sinai: The constant burnt-offering is compared to the burnt-offering at Mount Sinai — the one brought before the giving of the Torah — of which Scripture states “. . .and [he] placed it in the basins.” This teaches that it (the constant-offering) requires a vessel.
Rashi on Numbers 28:7:1,<b>Its libation.</b> °Wine.
Rashi on Numbers 28:7:2,"<b>In the Holy [Sanctuary], you shall pour.</b> °They shall be poured on the altar. "
Rashi on Numbers 28:7:3,"<b>An intoxicating libation.</b> Intoxicating wine. This excludes wine, fresh from the wine press. "
Rashi on Numbers 28:8:1,<b>A pleasing aroma.</b> It pleases Me that I spoke and My wish was fulfilled.
Rashi on Numbers 28:10:1,"<b>This is the burnt-offering on its Shabbos.</b> °But not one Shabbos burnt-offering on another Shabbos. Suppose it was not offered on this Shabbos, I might think that two should be offered on the following Shabbos. The Torah therefore teaches “on its Shabbos.” This informs us that once its day has passed, the offering expires. "
Rashi on Numbers 28:10:2,"<b>In addition to the constant (daily) burnt-offering.</b> This refers to the <i>musaf</i> sacrifices, aside from the two constant burnt-offering lambs. This teaches that they (the <i>musaf</i> sacrifices) may be brought only °between the two constant-offerings. Similarly, concerning all the <i>musaf</i> sacrifices it is said, “in addition to the constant burnt-offering,” for this teaching. 
"
Rashi on Numbers 28:12:1,"<b>Three tenths [of an <i>eiphah</i>].</b> As specified for the libations of a bull, °designated as such in the chapter of the libations. "
Rashi on Numbers 28:14:1,"<b>This is the burnt-offering of each [Rosh] Chodesh, at its renewal.</b> But once its designated day has passed, the offering expires, with no provision for restitution. 
"
Rashi on Numbers 28:15:1,"<b>And one he-goat, etc.</b> °All the <i>musaf</i> goats came in atonement for °the ritual defilement of the Sanctuary and its sacred objects, everything as explained in Tractate Shevuos. There is a distinction with the New Moon goat, for it is said, concerning it, “. . .to God.” This teaches you that it atones for someone °who was not cognizant either at the beginning or the end, as no one recognizes the transgression save for the Holy One, Blessed is He, alone. °The other goats are derived from this one. °This is also expounded <i>aggadically</i> [as follows]: The Holy One, Blessed is He, said: ‘Bring atonement for Me, because I diminished the moon.’ "
Rashi on Numbers 28:15:2,"<b>In addition to the constant (daily) burnt-offering, it shall be done.</b> °This entire offering. 
"
Rashi on Numbers 28:15:3,"<b>And its libation.</b> °”Its libation” does not relate to the goat, as a sin-offering has no libation. "
Rashi on Numbers 28:18:1,"<b>Any work of consequence.</b> Even work necessary for you, °for example, to prevent a loss, which is permitted during the intermediary holiday, is prohibited during the festival. "
Rashi on Numbers 28:19:1,"<b>Bulls.</b> Corresponding with Avraham, as it is said, “Avraham ran to the cattle.” "
Rashi on Numbers 28:19:2,<b>Ram.</b> Corresponding with the ram of Yitzchok.
Rashi on Numbers 28:19:3,"<b>Sheep.</b> Corresponding with Yaakov, as it is said, “Yaakov separated the lambs.” I saw this in R’ Moshe Hadarshan’s commentary. "
Rashi on Numbers 28:24:1,"<b>Like these, yoshall make daily.</b> They should not be progressively decreasing like the oxen of the [<i>Succos</i>] festival. "
Rashi on Numbers 28:26:1,"<b>On the day of the first fruits.</b> The Shavuos festival is called “[The festival of] the first fruits of the wheat harvest,” because of the offering of the two loaves, °which are the first of the wheat <i>minchah</i>-offerings to come from the new crop. 
"
Rashi on Numbers 28:31:1,"<b>[The sacrifices] shall be without blemish — and their libations.</b> The libations must also be unblemished. °The Rabbis derive from this that wine in which floury decay globules have surfaced is disqualified for libations. 
"
Rashi on Numbers 29:6:1,"<b>Aside from the [Rosh] Chodesh burnt- offering. </b> The [Rosh] Chodesh <i>Musaf</i>- offerings, as it (the new moon) corresponds with the new year. 
"
Rashi on Numbers 29:11:1,"<b>Aside from the atonement sin-offering.</b> The goat offered in the inner chamber, mentioned in “Acharei Mos.” It, too, was a sin- offering. "
Rashi on Numbers 29:11:2,"<b>And the constant (daily) burnt- offering</b> And °aside from the constant burnt- offering, you shall offer these burnt-offerings. "
Rashi on Numbers 29:11:3,"<b>And their libations.</b> °This relates to the <i>musaf</i>-offerings stated above, and to “you shall offer.” °It denotes a command: ‘Aside from the constant burnt-offering and its <i>minchah,</i> you shall offer these and their libations.’ It is the same with every “their libations” said at all the festivals, except those concerning the [<i>Succos</i>] holiday sacrifices. Every “and its libation,” “and their libations,” “and its libations” among them refer to the constant sacrifice, and are not commands, since the <i>musaf</i> libations are written separately for each day. 
"
Rashi on Numbers 29:18:1,"<b>Their meal-offerings and their libations for the bulls.</b> There were seventy festival bulls, representing the seventy nations, which were progressively diminishing, symbolizing their destruction. During the time of the Sanctuary, [however,] These sacrifices shielded them from suffering. "
Rashi on Numbers 29:18:2,"<b>And the lambs.</b> Representing Israel, which is called “the dispersed lamb.” Their numbers are constant, and they total ninety eight, to nullify the ninety eight curses in Mishneh Torah. On the second day, וְנִסְכֵּיהֶם, “and their libations,” is said, in relation to the day’s two constant-offerings. The change in language was intended for exposition, as the Rabbis, of blessed memory, remarked: On the second day, וְנִסְכֵּיהֶם, “and their libations,” is said, on the sixth, וּנְסָכֶיהָ, “and her libations,” on the seventh, כְּמִשְׁפָּטָם, “according to ‘their’ requirement.” מ""ם, יו""ד, מ""ם . which spells מַּיִם, “water,” and is an allusion that the water libation, during the Festival is Scriptural. 
"
Rashi on Numbers 29:35:1,"<b>Shall be a [day of] restraint for you.</b> °Restraint from doing work. °Another interpetation [of] restraint, restrain yourselves from leaving. This teaches that they were required to remain overnight. °According to the Aggadic Midrash, because, throughout the entire holiday, they brought offerings which represented the seventy nations. When they were going to leave, the Omnipresent said to them, ‘I request of you, make a small repast for me, so that I may enjoy your company.’ 
"
Rashi on Numbers 29:36:1,"<b>One young bull, one ram.</b> These °represent Yisroel [which is singular to the Holy One, Blessed is He] — ‘Remain with Me a little longer’. This denotes affection, as when children take leave of their father, and he says to them, ‘Your departure distresses me, remain yet another day’. This is compared to a king who made a repast, etc., as stated in tractate Succah. Midrash R’ Tanchumah interprets: The Torah teaches °proper conduct. Someone who entertains a guest should, on the first day, feed him fattened fowl, the next day fish, the next beef, the next day he should feed him grains, and the next, vegetables. Progressive diminishment, like the festival bulls. "
Rashi on Numbers 29:39:1,<b>These you shall make to Adonoy on your festivals.</b> Those things designated °as obligations.
Rashi on Numbers 29:39:2,"<b>Aside from your vows.</b> If you should decide to vow offerings during the holiday, this will be credited to you as a commendable act. Or, the vows and gifts which you pledged throughout the year, bring during the holiday, as it may be difficult for you to make the return pilgrimage to Jerusalem to offer up your pledges, and you may thus ultimately violate the prohibition of “. . .do not delay [fulfilling your pledge].” "
Rashi on Numbers 30:1:1,"<b>Moshe spoke to Bnei Yisroel.</b> This concludes the subject, comments R’ Yishmael. °Because, up until this point, we have the words of the Omnipresent, and the chapter of vows begins with the words of Moshe, it is necessary to conclude the subject by saying that Moshe reviewed this <i>parshah</i> with the Israelites. Otherwise, the implication would be that he (Moshe) did not tell them this, but began his discourse with the chapter of vows. 
"
Rashi on Numbers 30:1:2,
Rashi on Numbers 30:2:1,"<b>The tribal leaders.</b> He bestowed honor on the leaders °by teaching them first, and afterward, all of Bnei Yisroel. How do we know that the other discourses were so? The Torah therefore teaches, “. . . they returned to him— Aharon and all the leaders of the congregation— and Moshe spoke to them. Afterward, all of Bnei Yisroel approached.” °Why, then, did he see fit to say this here? He taught that °vows may be nullified by a single expert. When there is no single expert, nullification is °by three laymen. But perhaps Moshe recited this chapter °only to the leaders? “This is the word” is said here, and it is said concerning slaughtering outside [the Temple], “this is the word.” Just as that was said to Aharon and his sons, and all of Bnei Yisroel, as it is said, “speak to Aharon, etc.,” so was this, said to all of them. "
