Index Title,Rashi on Leviticus
Rashi on Leviticus 25:10:6,
Rashi on Leviticus 25:11:1,"<b>יובל הוא שנת החמשים שנה.</b> מה תלמוד לומר, לפי שנאמר וקדשתם וגו', כדאיתא בראש השנה <small>(ח:)</small>, ובת""כ <small>(פרק ג, א)</small>: "
Rashi on Leviticus 25:11:2,"<b>את נזריה.</b> את הענבים המשומרים, אבל בוצר אתה מן המופקרים. כשם שנאמר בשביעית, כך נאמר ביובל, נמצאו שתי שנים קדושות סמוכות זו לזו, שנת מ""ט שמטה, ושנת החמשים יובל: "
Rashi on Leviticus 25:12:1,"<b>קדש תהיה לכם</b>.תופסת דמיה כהקדש, יכול תצא היא לחולין, תלמוד לומר תהיה, בהוייתה תהא <small>(סוכה מ: — ת""כ פרק ג, ג)</small>: "
Rashi on Leviticus 25:12:2,"<b>מן השדה תאכלו.</b> על ידי השדה אתה אוכל מן הבית, שאם כָּלָה לחיה מן השדה, אתה צריך לבער מן הבית <small>(שם ד)</small>. כשם שנאמר בשביעית, כך נאמר ביובל: "
Rashi on Leviticus 25:12:3,
Rashi on Leviticus 25:13:1,"<b>תשובו איש אל אחזתו.</b> והרי כבר נאמר וְשַׁבְתֶּם אִישׁ אֶל אֲחֻזָּתוֹ, אלא לרבות, המוכר שדהו ועמד בנו וגאלה, שחוזרת לאביו ביובל: "
Rashi on Leviticus 25:14:1,"<b>וכי תמכרו וגו'.</b> לפי פשוטו, כמשמעו. ועוד יש דרשה, מנין כשאתה מוכר מכור לישראל חברך, תלמוד לומר וכי תמכרו ממכר לעמיתך, מכור, ומנין שאם באת לקנות, קנה מישראל חברך, תלמוד לומר או קנה מיד עמיתך: "
Rashi on Leviticus 25:14:2,"<b>אל תונו.</b> זו אונאת ממון <small>(שם פרשתא ג, ד — ב""מ נח:)</small>: "
Rashi on Leviticus 25:14:3,
Rashi on Leviticus 25:14:4,
Rashi on Leviticus 25:15:1,"<b>במספר שנים אחר היובל תקנה.</b> זהו פשוטו, ליישב המקרא על אופניו, על האונאה בא להזהיר, כשתמכור או תקנה קרקע דע כמה שנים יש עד היובל, ולפי השנים ותבואות השדה שהיא ראויה לעשות ימכור המוכר ויקנה הקונה, שהרי סופו להחזירה לו בשנת היובל, ואם יש שנים מועטות וזה מוכרה בדמים יקרים, הרי נתאנה לוקח, ואם יש שנים מרובות ואכל ממנה תבואות הרבה, הרי נתאנה מוכר, לפיכך צריך לקנותה לפי הזמן, וזהו שנאמר, במספר שני תבואות ימכר לך, לפי מנין שני התבואות שתהא עומדת ביד הלוקח תמכור לו. ורבותינו דרשו מכאן <small>(ערכין כט:)</small>, שהמוכר שדהו אינו רשאי לגאול פחות משתי שנים, שתעמוד שתי שנים ביד הלוקחו מיום ליום, ואפילו יש שלש תבואות באותן שתי שנים, כגון, שמכרה לו בקמותיה, ושני, אינו יוצא מפשוטו, כלומר, מספר שנים של תבואות, ולא של שדפון, ומיעוט שָׁנִים שְׁנַיִם: "
Rashi on Leviticus 25:16:1,<b>תרבה מקנתו.</b> תמכרנה ביוקר:
Rashi on Leviticus 25:16:2,<b>תמעיט מקנתו.</b> תמעיט בדמיה:
Rashi on Leviticus 25:17:1,"<b>ולא תונו איש את עמיתו.</b> כאן הזהיר על אונאת דברים <small>(ת""כ פרק ד, א)</small>, שלא יקניט איש את חבירו, ולא ישיאנו עצה שאינה הוגנת לו, לפי דרכו והנאתו של יועץ, ואם תאמר מי יודע אם נתכוונתי לרעה, לכך נאמר ויראת מאלהיך, היודע מחשבות הוא יודע. כל דבר המסור ללב, שאין מכיר אלא מי שהמחשבה בלבו, נאמר בו ויראת מאלהיך <small>(ב""מ נח:)</small>: "
Rashi on Leviticus 25:17:2,
Rashi on Leviticus 25:18:1,"<b>וישבתם על הארץ לבטח.</b> שֶׁבְּעָוֹן שמטה ישראל גולים, שנאמר אָז תִּרְצֶה הָאָרֶץ אֶת שַׁבְּתֹתֶיהָ, וְהִרְצָת אֶת שַׁבְּתֹתֶיהָ <small>(ויקרא כו, לד — שבת לג.)</small>, ושבעים שנה של גלות בבל כנגד שבעים שמטות שבטלו היו: "
Rashi on Leviticus 25:19:1,<b>ונתנה הארץ וגו' וישבתם לבטח עליה.</b> שלא תדאגו משנת בצורת:
Rashi on Leviticus 25:19:2,<b>ואכלתם לשבע.</b> אף בתוך המעים תהא בו ברכה:
Rashi on Leviticus 25:20:1,<b>ולא נאסף.</b> אל הבית:
Rashi on Leviticus 25:20:2,"<b>את תבואתנו.</b> כגון יין ופירות האילן, וספיחין הבאים מאליהם <small>(פסחים נא:)</small>: "
Rashi on Leviticus 25:21:1,"<b>לשלש השנים.</b> למקצת הששית מניסן ועד ראש השנה, ולשביעית, ולשמינית, שיזרעו בשמינית במרחשון ויקצרו בניסן: "
Rashi on Leviticus 25:22:1,"<b>עד השנה התשיעת.</b> עד חג הסכות של תשיעית שהיא עת בוא תבואתה של שמינית לתוך הבית, שכל ימות הקיץ היו בשדה בגרנות, ובתשרי הוא עת האסיף לבית. ופעמים שהיתה צריכה לעשות לארבע שנים, בששית שלפני השמטה השביעית, שהן בטלין מעבודת קרקע שתי שנים רצופות השביעית והיובל, ומקרא זה נאמר בשאר השמטות כולן: "
Rashi on Leviticus 25:23:1,"<b>והארץ לא תמכר.</b> ליתן לאו על חזרת שדות לבעלים ביובל, שלא יהא הלוקח כובשה <small>(ת""כ שם ח)</small>: "
Rashi on Leviticus 25:23:2,"<b>לצמתת.</b> לפסיקה, למכירה פסוקה עולמית: "
Rashi on Leviticus 25:23:3,"<b>כי לי הארץ.</b> <small>(ת""כ)</small> אל תרע עינך בה <small>(שם)</small>, שאינה שלך: "
Rashi on Leviticus 25:24:1,"<b>ובכל ארץ אחזתכם.</b> <small>(ת""כ)</small> לרבות בתים, ועבד עברי <small>(שם ט)</small>, ודבר זה מפורש בקידושין בפרק א' <small>(דף כא.)</small>. ולפי פשוטו, סמוך לפרשה שלאחריו, שהמוכר אחוזתו רשאי לגאלה לאחר שתי שנים, או הוא, או קרובו, ואין הלוקח יכול לעכב: "
Rashi on Leviticus 25:25:1,"<b>כי ימוך אחיך ומכר.</b> מלמד שאין אדם רשאי למכור שדהו אלא מחמת דוחק עוני <small>(ת""כ פרק ה, א)</small>: "
Rashi on Leviticus 25:25:2,"<b>מאחזתו.</b> ולא כולה, למדה תורה דרך ארץ, שישייר שדה לעצמו: "
Rashi on Leviticus 25:25:3,<b>וגאל את ממכר אחיו.</b> ואין הלוקח יכול לעכב:
Rashi on Leviticus 25:26:1,"<b>ואיש כי לא יהיה לו גאל.</b> וכי יש לך אדם בישראל שאין לו גואלים, אלא גואל שיוכל לגאול ממכרו <small>(קידושין שם — ת""כ פרק ה, ב)</small>: "
Rashi on Leviticus 25:27:1,"<b>וחשב את שני ממכרו.</b> כמה שנים היו עד היובל, כך וכך, ובכמה מכרתיה לך, בכך וכך, עתיד היית להחזירה ביובל, נמצאת קונה מספר התבואות כפי חשבון של כל שנה, אכלת אותה שלש שנים או ארבע, הוצא את דמיהן מן החשבון, וטול את השאר, וזהו: <b>והשיב את העודף.</b> בדמי המקח על האכילה שאכל, ויתנם ללוקח: "
Rashi on Leviticus 25:27:2,"<b>לאיש אשר מכר לו.</b> המוכר הזה, שבא לגאלה <small>(ערכין ל.)</small>: "
Rashi on Leviticus 25:27:3,
Rashi on Leviticus 25:28:1,<b>די השיב לו.</b> מכאן שאינו גואל לחצאין:
Rashi on Leviticus 25:28:2,"<b>עד שנת היובל.</b> שלא יכנס לתוך אותה שנה כלום, שהיובל משמט בתחלתו <small>(ת""כ שם ז)</small>: "
Rashi on Leviticus 25:29:1,"<b>בית מושב עיר חומה.</b> בית בתוך עיר המוקפת חומה מימות יהושע בן נון <small>(שם פרשתא ד, א)</small>: "
Rashi on Leviticus 25:29:2,"<b>והיתה גאלתו.</b> לפי שנאמר בשדה שיכול לגאלה משתי שנים ואילך כל זמן שירצה, ובתוך שתי שנים הראשונים אינו יכול לגאלה, הוצרך לפרש בזה שהוא חלוף, שאם רצה לגאול בשנה ראשונה גואלה, ולאחר מכאן אינו גואלה: "
Rashi on Leviticus 25:29:3,<b>והיתה גאלתו.</b> של בית:
Rashi on Leviticus 25:29:4,"<b>ימים.</b> ימי שנה שלימה קרוים ימים, וכן תֵּשֵׁב הַנַּעֲרָה אִתָּנוּ יָמִים <small>(בראשית כד, נה)</small>: "
Rashi on Leviticus 25:30:1,<b>וקם הבית וגו' לצמיתת.</b> יצא מכחו של מוכר ועומד בכחו של קונה:
Rashi on Leviticus 25:30:2,"<b>(אשר לא חמה.</b> לו קרינן, אמרו רז""ל <small>(ערכין לב.)</small> אע""פ שאין לו עכשיו, הואיל והיתה לו קודם לכן. ועיר נקבה היא, והוצרך לכתוב לה, אלא מתוך שצריך לכתוב לא בפנים, תקנו לו במסורת זה נופל על זה): "
Rashi on Leviticus 25:30:3,<b>לא יצא ביבל.</b> אמר רב ספרא (אף) אם פגע בו יובל בתוך שנתו לא יצא <small>(שם לא:)</small>:
Rashi on Leviticus 25:31:1,"<b>ובתי החצרים.</b> כתרגומו פַּצְחַיָּא, עיירות פתוחות מאין חומה, ויש הרבה בספר יהושע הֶעָרִים וְחַצְרֵיהֶם <small>(יהושע יג, כח)</small>, בְּחַצְרֵיהֶם וּבְטִירֹתָם <small>(בראשית כה, טז)</small>: "
Rashi on Leviticus 25:31:2,"<b>על שדה הארץ יחשב.</b> הרי הן כשדות הנגאלים עד היובל, ויוצאין ביובל לבעלים, אם לא נגאלו: "
Rashi on Leviticus 25:31:3,"<b>גאלה תהיה לו.</b> מיד אם ירצה, ובזה יפה כחו מכח שדות, שהשדות אין נגאלות עד שתי שנים <small>(ת""כ פרק ו, ב — ערכין לג.)</small>: "
Rashi on Leviticus 25:31:4,וביובל יצא. בחנם:
Rashi on Leviticus 25:32:1,<b>וערי הלוים.</b> ארבעים ושמנה עיר שנתנו להם:
Rashi on Leviticus 25:32:2,"<b>גאלת עולם.</b> גואל מיד אפילו לפני שתי שנים אם מכרו שדה משדותיהם הנתונות להם באלפים אמה סביבות הערים, או אם מכרו בית בעיר חומה גואלין לעולם, ואינו חלוט לסוף שנה <small>(שם:)</small>: "
Rashi on Leviticus 25:33:1,"<b>ואשר יגאל מן הלוים.</b> ואם יקנה בית או עיר מהם. ויצא ביבל. אותו ממכר של בית, או של עיר, וישוב ללוי שמכרו, ולא יהיה חלוט כשאר בתי ערי חומה של ישראל, וגאולה זו, לשון מכירה. דבר אחר לפי שנאמר גאולת עולם תהיה ללוים, יכול לא דבר הכתוב אלא בלוקח ישראל שקנה בית בערי הלוים, אבל לוי שקנה מלוי יהיה חלוט, ת""ל ואשר יגאל מן הלוים, אף הגואל מיד לוי גואל גאולת עולם: "
Rashi on Leviticus 25:33:2,"<b>ויצא ממכר בית.</b> הרי זו מצוה אחרת, ואם לא גאלה, יוצאה ביובל ואינו נחלט לסוף שנה כבית של ישראל: "
Rashi on Leviticus 25:33:3,"<b>כי בתי ערי הלוים הוא אחזתם.</b> לא היה להם נחלת שדות וכרמים, אלא ערים לשבת ומגרשיהם, לפיכך הם להם במקום שדות, ויש להם גאולה כשדות, כדי שלא יופקע נחלתם מהם: "
Rashi on Leviticus 25:34:1,"<b>ושדה מגרש עריהם לא ימכר. </b>מֶכֶר גזבר, שאם הקדיש בן לוי את שדהו ולא גאלה ומכרה גזבר אינה יוצאה לכהנים ביובל, כמו שנאמר בישראל וְאִם מָכַר אֶת הַשָּׂדֶה לְאִישׁ אַחֵר לֹא יִגָּאֵל עוֹד <small>(ויקרא כז, כ)</small>, אבל בן לוי גואל לעולם: "
Rashi on Leviticus 25:35:1,"<b>והחזקת בו.</b> אל תניחהו שירד ויפול, ויהיה קשה להקימו, אלא חזקהו משעת מוטת היד. למה זה דומה, למשאוי שעל החמור, עודהו על החמור, אחד תופס בו ומעמידו, נפל לארץ, חמשה אין מעמידין אותו: "
Rashi on Leviticus 25:35:2,"<b>גר ותושב.</b> אף אם הוא גר או תושב, ואיזהו תושב כל שקבל עליו שלא לעבוד עבודת אלילים ואוכל נבלות: "
Rashi on Leviticus 25:36:1,"<b>נשך ותרבית.</b> חד שווינהו רבנן, ולעבור עליו בשני לאוין <small>(ב""מ ס:)</small>: "
Rashi on Leviticus 25:36:2,"<b>ויראת מאלהיך.</b> לפי שדעתו של אדם נמשכת אחר הרבית, וקשה לפרוש הימנו, ומורה לעצמו היתר בשביל מעותיו שהיו בטלות אצלו, הוצרך לומר ויראת מאלהיך, או התולה מעותיו בנכרי כדי להלוותם לישראל ברבית, הרי זה דבר המסור ללבו של אדם ומחשבתו, לכך הוצרך לומר, ויראת מאלהיך <small>(ב""מ נח:)</small>: "
Rashi on Leviticus 25:38:1,"<b>אשר הוצאתי וגו'.</b> והבחנתי בין בכור לשאינו בכור, אף אני יודע ונפרע מן המלוה מעות לישראל ברבית, ואומר של נכרי הם. דבר אחר אשר הוצאתי אתכם מארץ מצרים על מנת שתקבלו עליכם מצותי, אפילו הן כבדות עליכם: "
Rashi on Leviticus 25:38:2,<b>לתת לכם את ארץ כנען.</b> בשכר שתקבלו מצותי:
Rashi on Leviticus 25:38:3,"<b>להיות לכם לאלהים.</b> שכל הַדָּר בארץ ישראל, אני לו לאלהים, וכל היוצא ממנה, כעובד עבודת אלילים <small>(ת""כ פרשתא ה, ד — כתובות קי:)</small>: "
Rashi on Leviticus 25:39:1,"<b>עבודת עבד.</b> עבודה של גנאי שיהא ניכר בה כעבד, שלא יוליך כליו אחריו לבית המרחץ, ולא ינעול לו מנעליו: "
Rashi on Leviticus 25:40:1,"<b>כשכיר כתושב.</b> עבודת קרקע, ומלאכת אומנות, כשאר שכירים התנהג בו: "
Rashi on Leviticus 25:40:2,<b>עד שנת היבל.</b> אם פגע בו יובל לפני שש שנים היובל מוציאו:
Rashi on Leviticus 25:41:1,"<b>הוא ובניו עמו.</b> אמר רבי שמעון אם הוא נמכר בניו מי מכרן, אלא מכאן, שרבו חייב במזונות בניו <small>(ת""כ פרק ז, ג — קידושין כב.)</small>: "
Rashi on Leviticus 25:41:2,"<b>ואל אחזת אבותיו. </b>אל כבוד אבותיו, ואין לזלזלו בכך <small>(מכות יג.)</small>: "
Rashi on Leviticus 25:41:3,<b>אחזת.</b> חזקת:
Rashi on Leviticus 25:42:1,"<b>כי עבדי הם.</b> שטרי קודם <small>(ת""כ פרשתא ו, א)</small>: "
Rashi on Leviticus 25:42:2,"<b>לא ימכרו ממכרת עבד.</b> בהכרזה, כאן יש עבד למכור, ולא יעמידנו על אבן הַלֶּקַח: "
Rashi on Leviticus 25:42:3,
Rashi on Leviticus 25:43:1,"<b>לא תרדה בו בפרך.</b> מלאכה שלא לצורך, כדי לענותו, אל תאמר לו הָחֵם לי את הכוס הזה, והוא אינו צריך, עֲדֹר תחת הגפן, עד שאבוא, שמא תאמר אין מכיר בדבר אם לצורך אם לאו ואומר אני לו שהוא לצורך, הרי הדבר הזה מסור ללב, לכך נאמר ויראת: "
Rashi on Leviticus 25:44:1,"<b>ועבדך ואמתך אשר יהיו לך.</b> אם תאמר אם כן במה אשתמש, בעבדי איני מושל, בז' אומות איני נוחל, שהרי הזהרתני לֹא תְחַיֶּה כָּל נְשָׁמָה <small>(דברים כ, טז)</small>, אלא מי ישמשני: "
Rashi on Leviticus 25:44:2,<b>מאת הגוים.</b> הם יהיו לך לעבדים:
Rashi on Leviticus 25:44:3,"<b>אשר סביבתיכם.</b> ולא שבתוך גבול ארצכם, שהרי בהם אמרתי, לא תחיה כל נשמה: "
Rashi on Leviticus 25:44:4,
Rashi on Leviticus 25:45:1,"<b>וגם מבני התושבים.</b> שבאו מסביבותיכם לישא נשים בארצכם וילדו להם, הבן הולך אחר האב, ואינו בכלל לא תחיה, אלא אתה מותר לקנותו בעבד <small>(קידושין סז:)</small>: "
Rashi on Leviticus 25:45:2,<b>מהם תקנו.</b> אותם תקנו:
Rashi on Leviticus 25:46:1,"<b>והתנחלתם אתם לבניכם.</b> החזיקו בהם לנחלה לצורך בניכם אחריכם ולא יתכן לפרש הנחילום לבניכם, שאם כן היה לו לכתוב והנחלתם אותם לבניכם: <b>והתנחלתם.</b> כמו והתחזקתם:"
Rashi on Leviticus 25:46:2,<b>איש באחיו.</b> להביא נשיא בעמו ומלך במשרתיו שלא לרדות בפרך:
Rashi on Leviticus 25:46:3,
Rashi on Leviticus 25:47:1,"<b>יד גר ותושב.</b> גר והוא תושב, כתרגומו עֲרַל תוֹתָב, וסופו מוכיח ונמכר לגר תושב: "
Rashi on Leviticus 25:47:2,"<b>וכי תשיג יד גר ותושב עמך.</b> מי גרם לו שיעשיר, דבוקו עמך: "
Rashi on Leviticus 25:47:3,"<b>ומך אחיך עמו.</b> מי גרם לו שימוך, דבוקו עמו, על ידי שלמד ממעשיו: "
Rashi on Leviticus 25:47:4,"<b>משפחת גר.</b> זהו עכו""ם, כשהוא אומר לעקר, זה הנמכר לעבודת אלילים עצמה <small>(שם כ. ב""מ עא.)</small>, להיות לה שמש, ולא לאלהות, אלא לחטוב עצים, ולשאוב מים: "
Rashi on Leviticus 25:48:1,"<b>גאולה תהי' לו.</b> מיד, אל תניחהו שֶׁיִּטָּמַע: "
Rashi on Leviticus 25:50:1,"<b>עד שנת היובל.</b> שהרי כל עצמו לא קנאו אלא לעובדו עד היובל, שהרי ביובל יֵצֵא, כמו שנאמר למטה, וְיָצָא בִּשְׁנַת הַיֹּבֵל, ובנכרי שתחת ידך הכתוב מדבר, ואף על פי כן לא תבא עליו בעקיפין, מפני חלול השם <small>(ב""ק קיג.)</small>, אלא כשבא ליגאל ידקדק בחשבון לפי המגיע בכל שנה ושנה ינכה לו הנכרי מן דמיו, אם היו עשרים שנה משנמכר עד היובל וקנאו בעשרים מנה, נמצא שקנה הנכרי עבודת שנה במנה, ואם שהה זה אצלו חמש שנים ובא ליגאל ינכה לו חמשה מנים, ויתן לו העבד ט""ו מנים, וזהו והיה כסף ממכרו במספר שנים: "
Rashi on Leviticus 25:50:2,"<b>כימי שכיר יהיה עמו.</b> חשבון המגיע לכל שנה ושנה יחשוב כאלו נשכר עמו כל שנה במנה, וינכה לו: "
Rashi on Leviticus 25:51:1,<b>אם עוד רבות בשנים.</b> עד היובל:
Rashi on Leviticus 25:51:2,<b>לפיהן.</b> הכל כמו שפירשתי:
Rashi on Leviticus 25:53:1,<b>לא ירדנו בפרך לעיניך.</b> כלומר ואתה רואה:
Rashi on Leviticus 25:54:1,"<b>ואם לא יגאל באלה.</b> באלה הוא נגאל, ואינו נגאל בשש <small>(קידושין טו:)</small>: "
Rashi on Leviticus 25:54:2,<b>(הוא ובניו עמו.</b> הנכרי חייב במזונות בניו <small>(קידושין כב.)</small>)
Rashi on Leviticus 25:55:1,<b>כי לי בני ישראל עבדים.</b> שטרי קודם:
Rashi on Leviticus 25:55:2,"<b>אני ה' אלהיכם.</b> כל המשעבדן מלמטה, כאלו משעבדן מלמעלה: "
Rashi on Leviticus 26:1:1,"<b>לא תעשו לכם אלילם.</b> כנגד זה הנמכר לנכרי, שלא יאמר הואיל ורבי מגלה עריות אף אני כמותו, הואיל ורבי עובד עבודת אלילים אף אני כמותו, הואיל ורבי מחלל שבת אף אני כמותו, לכך נאמרו מקראות הללו <small>(ת""כ פרק ט, ו)</small>. ואף הפרשיות הללו נאמרו על הסדר, בתחלה הזהיר על השביעית, ואם חמד ממון ונחשד על השביעית, סופו למכור מטלטליו, לכך סמך לה, וכי תמכור ממכר, (מה כתיב ביה או קנה מיד וגו' דבר הנקנה מיד ליד)לא חזר בו, סוף מוכר אחוזתו, לא חזר בו, סוף מוכר את ביתו, לא חזר בו, סוף לוה ברבית, כל אלו האחרונות קשות מן הראשונות, לא חזר בו, סוף מוכר את עצמו, לא חזר בו, לא דיו לישראל אלא אפילו לנכרי <small>(קידושין כ.)</small>: "
Rashi on Leviticus 26:1:2,"<b>ואבן משכית.</b> לשון כסוי, כמו וְשַׂכֹּתִי כַפִּי <small>(שמות לג, כב)</small>, שמכסין הקרקע ברצפת אבנים: "
Rashi on Leviticus 26:1:3,"<b>להשתחות עליה.</b> אפילו לשמים, לפי שהשתחואה בפשוט ידים ורגלים היא, ואסרה תורה לעשות כן, חוץ מן המקדש <small>(מגילה כב.)</small>: "
Rashi on Leviticus 26:2:1,<b>אני ה'.</b> נאמן לשלם שכר:
Rashi on Leviticus 26:2:2,
Rashi on Leviticus 26:3:1,"<b>אם בחקתי תלכו.</b> יכול זה קיום המצות, כשהוא אומר ואת מצותי תשמרו הרי קיום המצות אמור, הא מה אני מקיים אם בחקותי, תלכו שתהיו עמלים בתורה: "
Rashi on Leviticus 26:3:2,"<b>ואת מצותי תשמרו.</b> הוו עמלים בתורה על מנת לשמור ולקיים, כמו שנאמר <small>(דברים ה, א)</small> וּלְמַדְתֶּם אֹתָם וּשְׁמַרְתֶּם לַעֲשׂתָם: "
Rashi on Leviticus 26:4:1,"<b>בעתם.</b> בשעה שאין דרך בני אדם לצאת, כגון <small>(בלילי רביעית. רש""י ישן)</small> בלילי שבתות <small>(תענית כג. — ת""כ פרק א, א)</small>: "
Rashi on Leviticus 26:4:2,"<b>ועץ השדה.</b> הן אילני סרק, ועתידין לעשות פירות <small>(ת""כ שם ו)</small>: "
Rashi on Leviticus 26:5:1,"<b>והשיג לכם דיש את בציר.</b> שיהא הדיש מרובה, ואתם עסוקים בו עד הבציר, ובבציר תעסקו עד שעת הזרע: "
Rashi on Leviticus 26:5:2,"<b>ואכלתם לחמכם לשבע.</b> אוכל קמעא, והוא מתברך במעיו <small>(שם ז)</small>: "
Rashi on Leviticus 26:6:1,"<b>ונתתי שלום.</b> שמא תאמרו הרי מאכל והרי משתה, אם אין שלום אין כלום, תלמוד לומר אחר כל זאת ונתתי שלום בארץ, מכאן שהשלום שקול כנגד הכל, וכן הוא אומר עושה שלום ובורא את הכל: "
Rashi on Leviticus 26:6:2,"<b>וחרב לא תעבר בארצכם.</b> אין צריך לומר שלא יבאו למלחמה, אלא אפילו לעבור דרך ארצכם ממדינה למדינה <small>(ת""כ פרק ב, ג)</small>: "
Rashi on Leviticus 26:7:1,<b>לפניכם לחרב.</b> איש בחרב רעהו <small>(שם)</small>:
Rashi on Leviticus 26:8:1,"<b>ורדפו מכם.</b> מן החלשים שבכם, ולא מן הגבורים שבכם <small>(שם ד)</small>: "
Rashi on Leviticus 26:8:2,"<b>חמשה מאה ומאה מכם רבבה.</b> וכי כך הוא החשבון, והלא לא היה צריך לומר אלא ומאה מכם שני אלפים ירדופו, (יש מדקדקים בלשון רש""י שהוא כמו כפל ואריכות וכי כך הוא החשבון והלא לא היה צריך לומר, וכמו כן מדקדקים כל גדולי המפרשים וחשוביהם בלשון רש""י בפרשת בראשית, לא היה צריך להתחיל, ומה טעם פתח, שגם כן כפל ועיין שם בישובם, וכאן נראה לפרש למורי הגאון המופלג מוהר""ר משה חריף נר""ו, שמלת רבבה סובל ב' פירושים, פירוש א' עשרת אלפים, ועל זה מקשה רש""י וכי כך הוא החשבון, ופירוש ב', רבבה מספר מרובה, על שם ריבוי, וזה הפירוש שולל רש""י. באומרו והלא לא היה צריך לומר וכו'. ודו""ק) אלא אינו דומה מועטין העושין את התורה, למרובים העושין את התורה <small>(שם)</small>: "
Rashi on Leviticus 26:8:3,"<b>ונפלו איביכם וגו'.</b> שיהיו נופלין לפניכם, שלא כדרך הארץ: "
Rashi on Leviticus 26:9:1,"<b>ופניתי אליכם.</b> אפנה מכל עסקי לשלם שכרכם. משל למה הדבר דומה, למלך ששכר פועלים וכו', כדאיתא בת""כ <small>(פרק ב, ה)</small>: "
Rashi on Leviticus 26:9:2,<b>והפריתי אתכם.</b> בפריה ורביה <small>(שם ה)</small>:
Rashi on Leviticus 26:9:3,<b>והרביתי אתכם.</b> בקומה זקופה <small>(שם)</small>:
Rashi on Leviticus 26:9:4,"<b>והקימתי את בריתי אתכם.</b> ברית חדשה, לא כברית הראשונה שהפרתם אותה, אלא ברית חדשה שלא תופר, שנאמר וְכָרַתִּי אֶת בֵּית יִשְׂרָאֵל וְאֶת בֵּית יְהוּדָה בְּרִית חֲדָשָׁה, <small>(ירמיה לא, ל־לא)</small>, לֹא כַבְּרִית וגו' <small>(ת""כ שם)</small>: "
Rashi on Leviticus 26:10:1,"<b>ואכלתם ישן נושן.</b> הפירות יהיו משתמרין וטובים להתיישן, שיהא ישן הנושן של שלש שנים יפה לאכול משל אשתקד <small>(שם פרק ג, א — ב""ב צא:)</small>: "
Rashi on Leviticus 26:10:2,"<b>וישן מפני חדש תוציאו.</b> שיהיו הגרנות מלאות חדש והאוצרות מלאות ישן, וצריכים אתם לפנות האוצרות למקום אחר, לתת החדש לתוכן: "
Rashi on Leviticus 26:11:1,<b>ונתתי משכני</b>. זה בית המקדש:
Rashi on Leviticus 26:11:2,"<b>ולא תגעל נפשי.</b> אין רוחי קצה בכם. כל געילה לשון פליטת דבר הבלוע בדבר, כמו כִּי שָׁם נִגְעַל מָגֵן גִּבּוֹרִים <small>(שמואל־ב א, כא)</small>, לא קבל המשיחה, שמושחין מגן של עור בְּחֵלֶב מבושל כדי להחליק מעליו מכת חץ או חנית שלא יקוב העור: "
Rashi on Leviticus 26:11:3,
Rashi on Leviticus 26:12:1,"<b>והתהלכתי בתוככם.</b> אטייל עמכם בגן עדן כאחד מכם, ולא תהיו מזדעזעים ממני, יכול לא תיראו ממני, תלמוד לומר והייתי לכם לאלהים: "
Rashi on Leviticus 26:12:2,
Rashi on Leviticus 26:13:1,"<b>אני ה' אלהיכם.</b> כדאי אני שתאמינו בי שאני יכול לעשות כל אלה, שהרי הוצאתי אתכם מארץ מצרים, ועשיתי לכם נסים גדולים: "
Rashi on Leviticus 26:13:2,"<b>מטת.</b> כמין יתד בשני ראשי העול המעכבים המוסרה שלא תצא מראש השור ויתיר הקשר, כמו עֲשֵׂה לְךָ מוֹסֵרוֹת וּמֹטוֹת <small>(ירמיה כז, ב)</small>, קביליי""א בלע""ז: "
Rashi on Leviticus 26:13:3,<b>קוממיות.</b> בקומה זקופה:
Rashi on Leviticus 26:14:1,"<b>ואם לא תשמעו לי.</b> להיות עמלים בתורה, ולדעת מדרש חכמים. יכול לקיום המצות, כשהוא אומר ולא תעשו וגו' הרי קיום מצות אמור, הא מה אני מקיים ואם לא תשמעו לי, להיות עמלים בתורה. ומה תלמוד לומר לי, אין לי אלא זה המכיר את רבונו ומתכוין למרוד בו, וכן בנמרוד גִּבֹּר צַיִד לִפְנֵי ה' <small>(בראשית י, ט)</small>, שמכירו ומתכוין למרוד בו, וכן באנשי סדום רָעִים וְחַטָּאִים לַה' מְאֹד <small>(שם יג, יג)</small>, מכירים את רבונם ומתכוונים למרוד בו: "
Rashi on Leviticus 26:14:2,"<b>ולא תעשו.</b> משלא תלמדו, לא תעשו, הרי שתי עבירות <small>(ת""כ פרשתא ב, ג)</small>: "
Rashi on Leviticus 26:14:3,
Rashi on Leviticus 26:15:1,<b>ואם בחקתי תמאסו.</b> מואס באחרים העושים:
Rashi on Leviticus 26:15:2,<b>משפטי תגעל נפשכם.</b> שונא החכמים:
Rashi on Leviticus 26:15:3,<b>לבלתי עשות.</b> מונע את אחרים מעשות:
Rashi on Leviticus 26:15:4,"<b>את כל מצותי.</b> כופר שלא צויתים, לכך נאמר את כל מצותי, ולא נאמר את כל המצות: "
Rashi on Leviticus 26:15:5,"<b>להפרכם את בריתי.</b> כופר בעיקר. הרי שבע עבירות, הראשונה גוררת השניה, וכן עד השביעית, ואלו הן, לא למד, ולא עשה, מואס באחרים העושים, שונא את החכמים, מונע את האחרים, כופר במצות, כופר בעיקר: "
Rashi on Leviticus 26:16:1,<b>והפקדתי עליכם.</b> וצויתי עליכם:
