Index Title,Rashi on Deuteronomy
Rashi on Deuteronomy 32:2:1,"<b>יערוף כמטר לקחי.</b> °זו היא העדות, שתעידו שאני אומר בפניכם תורה שנתתי לישראל שהיא חיים לעולם, כמטר הזה שהוא חיים לעולם <small>(ספרי שו)</small> °כאשר יערפו השמים טל ומטר: "
Rashi on Deuteronomy 32:2:2,"<b>יערוף.</b> לשון יטיף, וכן יִרְעֲפוּן דָּשֶׁן <small>(תהלים סה, יב)</small>, יַעַרְפוּ טָל <small>(לקמן לג, כח)</small>: "
Rashi on Deuteronomy 32:2:3,"<b>תזל כטל. °</b>שהכל שמחים בו, לפי שהמטר יש בו עצבים לבריות (ס""א יש עצבים בו), כגון הולכי דרכים ומי שהיה בורו מלא יין <small>(ספרי שו)</small>: "
Rashi on Deuteronomy 32:2:4,"<b>כשעירם.</b> °לשון רוח סערה, כתרגומו כְּרוּחֵי מִטְרָא, מה הרוחות הללו מחזיקין את העשבים ומגדלין אותם, אף דברי תורה מגדלין את לומדיהן: "
Rashi on Deuteronomy 32:2:5,"<b>וכרביבים.</b> טיפי מטר, ונראה לי על שם שיורה כחץ נקרא רביב, כמה דאת אמר רֹבֶה קַשָּׁת <small>(בראשית כא, כ)</small>: "
Rashi on Deuteronomy 32:2:6,"<b>דשא.</b> ארברי""ץ. °עטיפת הארץ מכוסה בירק: "
Rashi on Deuteronomy 32:2:7,"<b>עשב.</b> קלח אחד קרוי עשב, וכל מין ומין לעצמו קרוי עשב: "
Rashi on Deuteronomy 32:3:1,"<b>כי שם ה' אקרא.</b> °הרי כי משמש בלשון כאשר, כמו כִּי תָבֹאוּ אֶל הָאָרֶץ <small>(ויקרא כג, י)</small>, כשאקרא ואזכיר שם ה', אתם הבו גודל לאלהינו וברכו שמו <small>(יומא לז.)</small>, מכאן אמרו, °שעונין ברוך שם כבוד מלכותו אחר ברכה שבמקדש <small>(תענית טז:)</small>: 
"
Rashi on Deuteronomy 32:4:1,"<b>הצור תמים פעלו.</b> °אע""פ שהוא חזק, כשמביא פורענות על עוברי רצונו, לא בשטף הוא מביא, כי אם בדין, כי תמים פעלו: "
Rashi on Deuteronomy 32:4:2,"<b>אל אמונה.</b> לשלם לצדיקים צדקתם לעולם הבא, °ואע""פ שמאחר את תגמולם, סופו לאמן את דבריו: "
Rashi on Deuteronomy 32:4:3,<b>ואין עול.</b> °אף לרשעים משלם שכר צדקתם בעולם הזה:
Rashi on Deuteronomy 32:4:4,"<b>צדיק וישר הוא.</b> °הכל מצדיקים עליהם את דינו, וכך ראוי וישר להם, צדיק מפי הבריות, °וישר הוא וראוי להצדיקו: "
Rashi on Deuteronomy 32:5:1,<b>שחת לו וגו'.</b> כתרגומו °חַבִּילוּ לְהוֹן לָא לֵיהּ:
Rashi on Deuteronomy 32:5:2,"<b>בניו מומם.</b> °בניו היו, והשחתה שהשחיתו היא מומם: "
Rashi on Deuteronomy 32:5:3,"<b>בניו מומם.</b> °מומם של בניו היה, ולא מומו: "
Rashi on Deuteronomy 32:5:4,"<b>דור עקש.</b> עקום ומעוקל, כמו וְאֵת כָּל הַיְשָׁרָה יְעַקֵּשׁוּ <small>(מיכה ג, ט)</small>, ובלשון משנה, חולדה ששיניה עקומות ועקושות: "
Rashi on Deuteronomy 32:5:5,"<b>ופתלתל.</b> אנטורטי""לייש כפתיל הזה שגודלין אותו °ומקיפין אותו סביבות הגדיל. פתלתל, מן התיבות הכפולות, כמו ירקרק, אדמדם, סחרחר, סגלגל: "
Rashi on Deuteronomy 32:6:1,"<b>ה לה' תגמלו זאת.</b> לשון תימה, °וכי לפניו אתם מעציבין, שיש בידו להפרע מכם ושהיטיב לכם בכל הטובות: "
Rashi on Deuteronomy 32:6:2,<b>עם נבל.</b> ששכחו את העשוי להם:
Rashi on Deuteronomy 32:6:3,<b>ולא חכם.</b> להבין את הנולדות שיש בידו להיטיב ולהרע:
Rashi on Deuteronomy 32:6:4,"<b>הלא הוא אביך קנך.</b> °שקנאך, °שקננך בקן הסלעים ובארץ חזקה, שתקנך בכל מיני תקנה: "
Rashi on Deuteronomy 32:6:5,<b>הוא עשך.</b> °אומה באומות:
Rashi on Deuteronomy 32:6:6,"<b>ויכננך.</b> אחרי כן °בכל מיני בסיס וכַּן. °מכם כהנים, מכם נביאים, ומכם מלכים, כרך שהכל תלוי בו:
"
Rashi on Deuteronomy 32:7:1,<b>זכור ימות עולם.</b> מה עשה בראשונים שהכעיסו לפניו:
Rashi on Deuteronomy 32:7:2,"<b>בינו שנות דור ודור.</b> דור אנוש שהציף עליהם מי אוקינוס, ודור המבול ששטפם. °דבר אחר, לא נתתם לבבכם על שעבר, בינו שנות דור ודור, להכיר להבא, שיש בידו להיטיב לכם ולהנחיל לכם ימות המשיח והעולם הבא: "
Rashi on Deuteronomy 32:7:3,"<b>שאל אביך.</b> אלו הנביאים שנקראים אבות, כמו שנאמר באליהו אבי אבי רכב ישראל <small>(מלכים־ב ב, יב)</small>: "
Rashi on Deuteronomy 32:7:4,<b>זקניך. </b>°אלו החכמים:
Rashi on Deuteronomy 32:7:5,"<b>ויאמרו לך.</b> הראשונות: 
"
Rashi on Deuteronomy 32:8:1,"<b>בהנחל עליון גוים.</b> כשהנחיל הקב""ה למכעיסיו °את חלק נחלתם, הציפם ושטפם: "
Rashi on Deuteronomy 32:8:2,"<b>בהפרידו בני אדם.</b> כשהפיץ דור הפלגה היה בידו להעבירם מן העולם, ולא עשה כן, אלא יצב גבולות עמים, קיימם ולא אבדם: "
Rashi on Deuteronomy 32:8:3,"<b>למספר בני ישראל.</b> בשביל מספר בני ישראל °שעתידין לצאת מבני שם, °ולמספר שבעים נפש של בני ישראל שירדו למצרים, הציב גבולות עמים. שבעים לשון: 
"
Rashi on Deuteronomy 32:9:1,"<b>כי חלק ה' עמו.</b> למה כל זאת, °לפי שהיה חלקו כבוש ביניהם, ועתיד לצאת, ומי הוא חלקו, עַמּוֹ, ומי הוא עַמּוֹ. 
"
Rashi on Deuteronomy 32:9:2,"<b>יעקב חבל נחלתו.</b> °והוא השלישי באבות, המשולש בשלש זכיות, זכות אבי אביו וזכות אביו וזכותו, הרי ג', כחבל הזה שהוא עשוי בג' גדילים, °והוא ובניו היו לו לנחלה, ולא ישמעאל בן אברהם ולא עשו בנו של יצחק:"
Rashi on Deuteronomy 32:10:1,"<b>ימצאהו בארץ מדבר.</b> °אותם מצא לו נאמנים בארץ המדבר, שקבלו עליהם תורתו ומלכותו ועולו, מה שלא עשו ישמעאל ועשו, שנאמר וְזָרַח מִשֵּׂעִיר לָמוֹ הוֹפִיעַ מֵהַר פָּארָן <small>(לקמן לג, ב)</small>: "
Rashi on Deuteronomy 32:10:2,"<b>ובתהו ילל ישמן.</b> ארץ ציה ושממה, מקום יללת תנינים ובנות יענה, אף שם נמשכו אחר האמונה, ולא אמרו למשה היאך נצא למדברות מקום ציה ושממון, כענין שנאמר לֶכְתֵּךְ אַחֲרַי בַּמִּדְבָּר <small>(ירמיה ב, ב)</small>: "
Rashi on Deuteronomy 32:10:3,"<b>יסבבנהו.</b> שם סבבם והקיפם בעננים, וסבבם בדגלים לארבע רוחות, וסבבם בתחתית ההר °שכפהו עליהם כגיגית: "
Rashi on Deuteronomy 32:10:4,<b>יבוננהו.</b> שם בתורה ובינה:
Rashi on Deuteronomy 32:10:5,<b>יצרנהו.</b> מנחש שרף ועקרב ומן האומות:
Rashi on Deuteronomy 32:10:6,"<b>כאישון עינו.</b> °הוא השחור שבעין שהמאור יוצא הימנו, ואונקלוס תרגם ימצאהו, יספיקהו כל צרכו במדבר, כמו וּמָצָא לָהֶם <small>(במדבר יא, כב)</small>, לֹא יִמָּצֵא לָנוּ הָהָר <small>(יהושע יז, טז)</small>. "
Rashi on Deuteronomy 32:10:7,"<b>יסבבנהו.</b> °אַשְׁרִנּוּן סְחוֹר סְחוֹר לִשְׁכִנְתֵּהּ, אוהל מועד באמצע וארבעה דגלים לארבע רוחות: "
Rashi on Deuteronomy 32:11:1,"<b>כנשר יעיר קנו.</b> °נהגם ברחמים ובחמלה, כנשר הזה, רחמני על בניו ואינו נכנס לקנו פתאום, עד שהוא מקשקש ומטרף על בניו בכנפיו °בין אילן לאילן, בין שוכה לחברתה, כדי שֶׁיֵּעוֹרוּ בניו ויהא בהם כח לקבלו: "
Rashi on Deuteronomy 32:11:2,<b>יעיר קנו.</b> יעורר בניו:
Rashi on Deuteronomy 32:11:3,"<b>על גוזליו ירחף.</b> אינו מכביד עצמו עליהם, אלא מחופף, נוגע ואינו נוגע, אף הקב""ה °שַׁדַּי לֹא מְצָאנֻהוּ שַׂגִּיא כֹחַ <small>(איוב לז, כג)</small>, כשבא ליתן תורה לא נגלה עליהם מרוח אחת אלא מארבע רוחות, °שנאמר ה' מִסִּינַי בָּאבוְזָרַח מִשֵּׂעִיר לָמוֹ הוֹפִיעַ מֵהַר פָּארָן וְאָתָה מֵרִבְבֹת קֹדֶשׁ <small>(לקמן לג, ב)</small>, אֱלוֹהַּ מִתֵּימָן יָבוֹא <small>(חבקוק ג, ג)</small> זו רוח רביעית: "
Rashi on Deuteronomy 32:11:4,"<b>יפרוש כנפיו יקחהו.</b> כשבא ליטלן ממקום למקום, אינו נוטלן ברגליו כשאר עופות, לפי ששאר עופות יראים מן הנשר, שהוא מגביה לעוף ופורח עליהם, לפיכך נושאן ברגליו מפני הנשר, אבל הנשר אינו ירא אלא מן החץ, לפיכך נושאן על כנפיו, אומר, מוטב שיכנס החץ בי ולא יכנס בבני, אף הקב""ה, וָאֶשָּׂא אֶתְכֶם עַל כַּנְפֵי נְשָׁרִים <small>(שמות יט, ד)</small>, כשנסעו מצרים אחריהם והשיגום (חונים) על הים, היו זורקים בהם חצים ואבני בליסטראות, מיד וַיִּסַּע מַלְאַךְ הָאֱלֹהִים וגו' וַיָּבֹא בֵּין מַחֲנֵה מִצְרַיִם וגו' <small>(שם יד, יט־כ)</small>: "
Rashi on Deuteronomy 32:12:1,<b>ה' בדד.</b> °ה' בדד וָבֶטַח נהגם במדבר:
Rashi on Deuteronomy 32:12:2,"<b>ואין עמו אל נכר.</b> °לא היה כח באחד מכל אלהי הגויים להראות כחו ולהלחם עמהם. °ורבותינו דרשוהו על העתיד <small>(ספרי שט""ו)</small>, וכן תרגם אונקלוס. °ואני אומר דברי תוכחה הם, להעיד השמים והארץ, ותהא השירה להם לעד, שסופן לבגוד ולא יזכרו הראשונות שעשה להם ולא הנולדות שהוא עתיד לעשות להם. °לפיכך צריך ליישב הדבר לכאן ולכאן, וכל הענין מוסב על זכור ימות עולם בינו שנות דור ודור, כן עשה להם וכן עתיד לעשות, כל זה היה להם לזכור: "
Rashi on Deuteronomy 32:13:1,<b>ירכבהו על במותי ארץ.</b> °כל המקרא כתרגומו:
Rashi on Deuteronomy 32:13:2,"<b>ירכבהו וגו'.</b> על שם שארץ ישראל גבוה מכל הארצות <small>(ספרי שט""ז)</small>: "
Rashi on Deuteronomy 32:13:3,"<b>ויאכל תנובת שדי.</b> °אלו פירות ארץ ישראל, שֶׁקַּלִּים לָנוּב ולהתבשל מכל פירות הארצות: "
Rashi on Deuteronomy 32:13:4,"<b>וינקהו דבש מסלע.</b> °מעשה באחד °שאמר לבנו בסיכני, הבא לי קציעות מן החבית, הלך ומצא הדבש צף על פיה, אמר לו זו של דבש הוא, אמר לו השקע ידך לתוכה °ואתה מעלה קציעות מתוכה <small>(ספרי שטז)</small>: "
Rashi on Deuteronomy 32:13:5,<b>במותי ארץ.</b> לשון גובה:
Rashi on Deuteronomy 32:13:6,<b>שדי.</b> לשון שדה:
Rashi on Deuteronomy 32:13:7,"<b>חלמיש צור.</b> תקפו וחזקו של סלע. °כשאינו דבוק לתיבה שלאחריו נקוד חֲלָמִישׁ, וכשהוא דבוק נקוד חַלְמִישׁ: "
Rashi on Deuteronomy 32:13:8,<b>ושמן מחלמיש צור.</b> °אלו זיתים של גוש חלב:
Rashi on Deuteronomy 32:13:9,
Rashi on Deuteronomy 32:14:1,"<b>חמאת בקר וחלב צאן.</b> זה היה בימי שלמה, שנאמר עֲשָׂרָה בָקָר בְּרִאִים וְעֶשְׂרִים בָּקָר רְעִי וּמֵאָה צֹאן <small>(מלכים־א ה, ג)</small>: "
Rashi on Deuteronomy 32:14:2,"<b>עם חלב כרים.</b> זה היה בימי עשרת השבטים, שנאמר וְאֹכְלִים כָּרִים מִצֹּאן <small>(עמוס ו, ד)</small>: "
Rashi on Deuteronomy 32:14:3,"<b>חלב כליות חטה.</b> זה היה בימי שלמה, שנאמר וַיְהִי לֶחֶם שְׁלֹמֹה וגו' <small>(מלכים־א ה, ב)</small>: "
Rashi on Deuteronomy 32:14:4,"<b>ודם ענב תשתה חמר.</b> בימי עשרת השבטים הַשֹּׁתִים בְּמִזְרְקֵי יַיִן <small>(עמוס ו, ו)</small>: "
Rashi on Deuteronomy 32:14:5,<b>חמאת בקר.</b> הוא שומן הנקלט מעל גבי הַחָלָב:
Rashi on Deuteronomy 32:14:6,"<b>וחלב צאן.</b> °חָלָב של צאן, וכשהוא דבוק נקוד חֲלֵב, כמו בַּחֲלֵב אִמּוֹ: "
Rashi on Deuteronomy 32:14:7,<b>כרים.</b> כבשים:
Rashi on Deuteronomy 32:14:8,<b>ואילים.</b> °כמשמעו:
Rashi on Deuteronomy 32:14:9,<b>בני בשן.</b> שמנים היו:
Rashi on Deuteronomy 32:14:10,<b>כליות חטה.</b> חטים שמנים כחלב כליות °וגסין ככוליא:
Rashi on Deuteronomy 32:14:11,"<b>ודם ענב.</b> °היה שותה יין טוב, וטעם יין חשוב: "
Rashi on Deuteronomy 32:14:12,"<b>חמר.</b> יין בלשון ארמי: <b>חמר.</b> אין זה שם דבר, אלא לשון משובח בטעם, ווינ""ש בלע""ז, ועוד יש לפרש שני מקראות הללו אחר תרגום של אונקלוס, אַשְׁרִנּוּן עַל תָּקְפֵּי אַרְעָא וגו': "
Rashi on Deuteronomy 32:14:13,
Rashi on Deuteronomy 32:15:1,<b>עבית.</b> לשון עובי:
Rashi on Deuteronomy 32:15:2,"<b>כשית.</b> כמו כָּסִיתָ, לשון כִּי כִסָּה פָנָיו בְּחֶלְבּוֹ <small>(איוב טו, כז)</small>, כאדם ששמן מבפנים וכסליו נכפלים מבחוץ, וכן הוא אומר וַיַּעַשׂ פִּימָה עֲלֵי כָסֶל <small>(שם)</small>: "
Rashi on Deuteronomy 32:15:3,"<b>כשית.</b> °יש לשון קל בלשון כסוי, כמו וְכֹסֶה קָלוֹן עָרוּם <small>(משלי יב, טז)</small>, ואם כתב כִּשִּׂיתָ דגוש °היה נשמע כִּסִיתָ את אחרים, כמו כִּי כִסָּה פָנָיו <small>(איוב טו, כז)</small>: "
Rashi on Deuteronomy 32:15:4,"<b>וינבל צור ישועתו.</b> גנהו ובזהו, כמו שנאמר אֲחֹרֵיהֶם אֶל הֵיכַל ה' וגו' <small>(יחזקאל ח, טז)</small>, אין נבול גדול מזה: 
"
Rashi on Deuteronomy 32:16:1,<b>יקנאהו.</b> °הבעירו חמתו וקנאתו:
Rashi on Deuteronomy 32:16:2,"<b>בתועבות.</b> במעשים תעובים, כגון משכב זכור וכשפים שנאמר בהם תועבה: "
Rashi on Deuteronomy 32:17:1,"<b>לא אלה.</b> כתרגומו °דלית בהון צְרוֹךְ, °אילו היה בהם צְרוֹךְ °לא היתה קנאה כפולה כמו עכשיו: "
Rashi on Deuteronomy 32:17:2,"<b>חדשים מקרוב באו. </b>אפילו האומות לא היו רגילים בהם <small>(ספרי שיח)</small>, נכרי שהיה רואה אותם היה אומר, זה צלם יהודי: "
Rashi on Deuteronomy 32:17:3,"<b>לא שערום אבתיכם.</b> °לא יראו מהם, לא עמדה שַׂעֲרָתָם מפניהם, דרך שערות האדם לעמוד מחמת יראה, כך נדרש בספרי <small>(שם)</small>. °ויש לפרש עוד, שערום, לשון וּשְׂעִירִים יְרַקְּדוּ שָׁם <small>(ישעיה יג, כא)</small>. שעירים הם שדים, לא עשו אבותיכם שעירים הללו: "
Rashi on Deuteronomy 32:18:1,"<b>תשי.</b> תשכח. ורבותינו דרשו, כשבא להיטיב לכם, אתם מכעיסין לפניו °ומתישים כחו מלהיטיב לכם <small>(ספרי שי""ט)</small>: 
"
Rashi on Deuteronomy 32:18:2,"<b>אל מחוללך.</b> מוציאך מרחם, לשון יְחוֹלֵל אַיָּלוֹת <small>(תהלים כט, ט)</small>, חִיל כַּיּוֹלֵדָה <small>(שם מח, ז)</small>: "
Rashi on Deuteronomy 32:20:1,<b>מה אחריתם.</b> °מה תעלה בהם בסופם:
Rashi on Deuteronomy 32:20:2,"<b>כי דור תהפוכות המה.</b> °מהפכין רצוני לכעס: 
"
Rashi on Deuteronomy 32:20:3,"<b>לא אמון בם.</b> °אין גִּדּוּלִי נִכָּרִים בהם, כי הוריתים דרך טובה וסרו ממנה: "
Rashi on Deuteronomy 32:20:4,"<b>אמון.</b> לשון וַיְהִי אֹמֵן <small>(אסתר ב, ז)</small>, נודריטור""ה בלע""ז. °דבר אחר אמון, לשון אמונה כתרגומו, אמרו בסיני נעשה ונשמע, ובשעה קלה בטלו הבטחתם ועשו העגל: "
Rashi on Deuteronomy 32:21:1,<b>קנאוני.</b> הבעירו חמתי:
Rashi on Deuteronomy 32:21:2,<b>בלא אל.</b> בדבר שאינו אלוה:
Rashi on Deuteronomy 32:21:3,"<b>בלא עם.</b> באומה שאין לה שם, שנאמר הֵן אֶרֶץ כַּשְׂדִּים זֶה הָעָם לֹא הָיָה <small>(ישעיה כג, יג)</small>, ובעשו הוא אומר בָּזוּי אַתָּה מְאֹד <small>(עובדיה א, ב)</small>: "
Rashi on Deuteronomy 32:21:4,"<b>בגוי נבל אכעיסם.</b> אלו הכופרים, וכן הוא אומר אָמַר נָבָל בְּלִבּוֹ אֵין אֱלֹהִים <small>(תהלים יד, א)</small>: 
"
Rashi on Deuteronomy 32:22:1,<b>קדחה.</b> בערה:
Rashi on Deuteronomy 32:22:2,<b>ותיקד.</b> °בכם עד היסוד:
Rashi on Deuteronomy 32:22:3,<b>ותאכל ארץ ויבולה.</b> ארצכם ויבולה:
Rashi on Deuteronomy 32:22:4,"<b>ותלהט.</b> °ירושלים המיוסדת על ההרים, שנאמר יְרוּשָׁלַם הָרִים סָבִיב לָהּ <small>(שם קכה, ב)</small>: "
Rashi on Deuteronomy 32:23:1,"<b>אספה עלימו רעות.</b> אחביר רעה על רעה, לשון סְפוּ שָׁנָה עַל שָׁנָה <small>(ישעיה כט, א)</small>, סְפוֹת הָרָוָה <small>(לעיל כט, יח)</small>, עֹלוֹתֵיכֶם סְפוּ עַל זִבְחֵיכֶם <small>(ירמיה ז, כא)</small>. °דבר אחר, אספה, אכלה, כמו פֶּן תִּסָּפֶה <small>(בראשית יט, טו)</small>: "
Rashi on Deuteronomy 32:23:2,"<b>חצי אכלה בם.</b> כל חצי אשלים בהם, וקללה זו לפי הפורענות לברכה היא, חצי כָּלִים והם אינם כָּלִים: 
"
Rashi on Deuteronomy 32:24:1,"<b>מזי רעב.</b> אונקלוס תרגם נְפִיחֵי כָפָן, ואין לי עד מוכיח עליו, ומשמו של רבי משה הדרשן מטולושא שמעתי, שעירי רעב, אדם כחוש מגדל שער על בשרו: "
Rashi on Deuteronomy 32:24:2,"<b>מזי.</b> לשון ארמי שער מַזְיָא, °דהוה מהפך בְּמַזְיָא <small>(מגילה יח.)</small>: "
Rashi on Deuteronomy 32:24:3,"<b>ולחומי רשף.</b> השדים נלחמו בהם, שנאמר וּבְנֵי רֶשֶׁף יַגְבִּיהוּ עוּף <small>(איוב ה, ז)</small>, והם שדים: "
Rashi on Deuteronomy 32:24:4,"<b>וקטב מרירי.</b> וכריתות שד ששמו מרירי <small>(פסחים קיא:)</small>: <b>קטב.</b> כריתה, כמו אֱהִי קָטָבְךָ שְׁאוֹל <small>(הושע יג, יד)</small>: "
Rashi on Deuteronomy 32:24:5,"<b>ושן בהמות.</b> °מעשה היה, והיו הרחלים נושכין וממיתין <small>(ספרי שכא)</small>: "
Rashi on Deuteronomy 32:24:6,"<b>חמת זוחלי עפר.</b> ארס נחשים, המהלכים על גחונם על העפר כמים הזוחלים על הארץ. זחילה, לשון מרוצת המים על העפר, וכן כל מרוצת דבר המשפשף על העפר והולך: "
Rashi on Deuteronomy 32:24:7,
Rashi on Deuteronomy 32:25:1,<b>מחוץ תשכל חרב.</b> מחוץ לעיר תשכלם חרב גייסות:
Rashi on Deuteronomy 32:25:2,"<b>ומחדרים אימה.</b> כשבורח ונמלט מן החרב, °חדרי לבו נוקפים עליו מחמת אימה, והוא מת והולך בה. °דבר אחר, ומחדרים אימה, שבבית תהיה אימת דֶּבֶר, כמו שנאמר כִּי עָלָה מָוֶת בְּחַלּוֹנֵינוּ <small>(ירמיה ט, כ)</small>, וכן תרגם אונקלוס. דבר אחר מחוץ תשכל חרב, על מה שעשו בחוצות, שנאמר וּמִסְפַּר חֻצוֹת יְרוּשָׁלַם שַׂמְתֶּם מִזְבְּחוֹת לַבּשֶׁת <small>(שם יא, יג — ספרי שם)</small>: <b>ומחדרים אימה.</b> על מה שעשו בחדרי חדרים, שנאמר אֲשֶׁר זִקְנֵי בֵית יִשְׂרָאֵל עֹשִׂים בַּחשֶׁךְ אִישׁ בְּחַדְרֵי מַשְׂכִּיתוֹ <small>(יחזקאל ח, יב)</small>: "
Rashi on Deuteronomy 32:25:3,
Rashi on Deuteronomy 32:26:1,"<b>אמרתי אפאיהם.</b> אמרתי בלבי אפאה אותם, ויש לפרש אפאיהם אשיתם פאה, להשליכם מעלי הפקר, ודוגמתו מצינו בעזרא, וַתִּתֵּן לָהֶם מַמְלָכוֹת וַעֲמָמִים וַתַּחְלְקֵם לְפֵאָה <small>(נחמיה ט, כב)</small>, להפקר, וכן חברו מנחם. °ויש פותרים אותו כתרגומו, יֵחוֹל רוּגְזִי עֲלֵיהוֹן, ולא יתכן, שאם כן היה לו לכתוב אאפאיהם, אחת לשמוש ואחת ליסוד, כמו אֲאַזֶּרְךָ <small>(ישעיה מה, ה)</small>, אֲאַמִּצְכֶם בְּמוֹ פִי <small>(איוב טז, ה)</small>, °והאל""ף התיכונה אינה ראויה בו כלל, °ואונקלוס תרגם אחר לשון הברייתא השנויה בספרי <small>(שכב)</small>, החולקת תיבה זו לשלשה תיבות, אמרתי אף אי הם, אמרתי באפי אֶתְּנֵם כאילו אינם, שיאמרו רואיהם עליהם איה הם: "
Rashi on Deuteronomy 32:26:2,
Rashi on Deuteronomy 32:26:3,
Rashi on Deuteronomy 32:26:4,
Rashi on Deuteronomy 32:26:5,
Rashi on Deuteronomy 32:26:6,
Rashi on Deuteronomy 32:26:7,
Rashi on Deuteronomy 32:27:1,"<b>לולי כעס אויב אגור.</b> °אם לא שכעס אויב כנוס עליהם להשחית, °ואם יוכל להם וישחיתם, יתלה הַגְּדֻלָּה בו ובאלהיו ולא יתלה הַגְּדֻלָּה בי, וזהו שנאמר <b>פן ינכרו צרימו,</b> ינכרו הדבר לתלות גבורתם בנכרי שאין הגדולה שלו. <b>פן ינכרו צרימו,</b> ינכרו הדבר לתלות גבורתם בנכרי שאין הגדולה שלו. "
Rashi on Deuteronomy 32:28:1,"<b>פן יאמרו ידנו רמה וגו'. כי</b> אותו גוי אובד עצות המה. ואין בהם תבונה. °שאלו היו חכמים, <b>ישכילו זאת</b> איכה ירדוף וגו':"
Rashi on Deuteronomy 32:29:1,"<b>יבינו לאחריתם.</b> יתנו לב להתבונן °לסוף פורענותם של ישראל: 
"
Rashi on Deuteronomy 32:30:1,<b>איכה ירדוף אחד.</b> °ממנו אלף מישראל:
Rashi on Deuteronomy 32:30:2,"<b>אם לא כי צורם מכרם וה' הסגירם.</b> מכרם ומסרם בידנו דילבר""ר בלע""ז:"
Rashi on Deuteronomy 32:31:1,"<b>כי לא כצורנו צורם.</b> כל זה היה להם לאויבים להבין, שהשם הסגירם ולא להם ולאלהיהם הנצחון, שהרי עד הנה לא יכלו כלום אלהיהם כנגד צורנו, כי לא כִּסַּלְעֵנוּ סִלְעָם, °כל צור שבמקרא לשון סלע: "
Rashi on Deuteronomy 32:31:2,"<b>ואויבינו פלילים.</b> ועכשיו אויבינו שופטים אותנו, שהרי צורנו מכרנו להם. (ס""א הרי שצורנו מכרנו להם): "
Rashi on Deuteronomy 32:32:1,"<b>כי מגפן סדום גפנם.</b> מוסב למעלה, אמרתי בלבי אפאיהם ואשבית זכרם, לפי שמעשיהם מעשה סדום ועמורה: "
Rashi on Deuteronomy 32:32:2,"<b>שדמות.</b> שדה תבואה, כמו וּשְׁדֵמוֹת לֹא עָשָׂה אֹכֶל <small>(חבקוק ג, יז)</small>, בְּשַׁדְמוֹת קִדְרוֹן <small>(מלכים־ב כג, ד)</small>: "
Rashi on Deuteronomy 32:32:3,<b>ענבי רוש.</b> עשב מר:
Rashi on Deuteronomy 32:32:4,"<b>אשכלות מרורות למו.</b> °משקה מר ראוי להם, לפי מעשיהם פורענותם, וכן תרגם אונקלוס וְתֻשְׁלָמַת עוֹבָדֵיהוֹן כִּמְרָרוּתְהוֹן: 
"
Rashi on Deuteronomy 32:32:5,
Rashi on Deuteronomy 32:32:6,
Rashi on Deuteronomy 32:32:7,
Rashi on Deuteronomy 32:33:1,"<b>חמת תנינם יינם.</b> כתרגומו הא כְמָרַת תַּנִינַיָא כס פורענותהון, הנה כמרירות נחשים כוס משתה פורענותם: "
Rashi on Deuteronomy 32:33:2,"<b>וראש פתנים.</b> °כוסם, שהוא אכזר לנשוך, °אויב אכזרי יבא ויפרע מהם: "
Rashi on Deuteronomy 32:33:3,
Rashi on Deuteronomy 32:34:1,"<b>הלא הוא כמוס עמדי.</b> כתרגומו, כסבורים הם ששכחתי מעשיהם, כולם גנוזים ושמורים לפני: "
Rashi on Deuteronomy 32:34:2,<b>הלא הוא.</b> °פרי גפנם ותבואת שדמותם כמוס עמדי:
Rashi on Deuteronomy 32:34:3,
Rashi on Deuteronomy 32:35:1,"<b>לי נקם ושלם.</b> °עמי נכון ומזומן °פורענות נקם, וישלם להם כמעשיהם, הנקם ישלם להם גמולם. °ויש מפרשים ושלם, שם דבר, כמו וְשִׁלּוּם, °והוא מגזרת וְהַדִּבֵּר אֵין בָּהֶם <small>(ירמיה ה, יג)</small>, כמו וְהַדִּבּוּר. ואימתי אשלם להם: "
Rashi on Deuteronomy 32:35:2,<b>לעת תמוט רגלם. °</b>כְּשֶׁתִּתֹּם זכות אבותם שהם סמוכין עליו:
Rashi on Deuteronomy 32:35:3,"<b>כי קרוב יום אידם.</b> °כשארצה להביא עליהם יום אידם, קרוב ומזומן לפני להביא על ידי שלוחים הרבה: "
Rashi on Deuteronomy 32:35:4,<b>וחש עתדות למו.</b> ומהר יבאו העתידות להם:
Rashi on Deuteronomy 32:35:5,"<b>וחש.</b> כמו יְמַהֵר יָחִישָׁה <small>(ישעיה ה, יט)</small>. עד כאן העיד עליהם משה דברי תוכחה, להיות השירה הזאת לעד, כשתבא עליהם הפורענות ידעו שאני הודעתים מראש, מכאן ואילך העיד עליהם דברי תנחומין שיבאו עליהם ככלות הפורענות, ככל אשר אמר למעלה, וְהָיָה כִי יָבֹאוּ עָלֶיךָ כָּל הַדְּבָרִים הָאֵלֶּה הַבְּרָכָה וְהַקְּלָלָה וגו' <small>(לעיל ל, א)</small> וְשָׁב ה' אֱלֹהֶיךָ אֶת שְׁבוּתְךָ וגו' <small>(שם ג)</small>: "
Rashi on Deuteronomy 32:35:6,
