Chapter,Segment.,English,Hebrew
20,7,"The same applies to the aforementioned concepts. Sometimes, having gained prominence too soon and so become the concept of miscarried fetuses, the people themselves are lost. However, the path of wisdom itself has not yet departed, only the miscarried fetuses. Thus others can become implanted there—i.e., the aforementioned concept of <i>heirayon—</i> as in the example of the pregnant woman.","כְּמוֹ־כֵן בִּבְחִינוֹת הַנַּ""ל, הַיְנוּ שֶׁלִּפְעָמִים נִפְסָדִין הָאֲנָשִׁים בְּעַצְמָן, שֶׁנִּתְפַּרְסְמוּ קֹדֶם זְמַנָּם, שֶׁהֵם בְּחִינַת נְפָלִים, אֲבָל עֲדַיִן לֹא נִסְתַּלֵּק הַדֶּרֶךְ חָכְמָה בְּעַצְמוֹ, רַק הַנְּפָלִים לְבַד, וִיכוֹלִין אֲחֵרִים לְהִתְעַבֵּר שָׁם בִּבְחִינַת הֵרָיוֹן הַנַּ""ל, כְּמוֹ בִּמְשַׁל אִשָּׁה הָרָה כַּנַּ""ל. "
20,8,"But other times, also the path of wisdom itself is lost. In that case, not even another person can enter there in the concept of <i>heirayon,</i> to reveal this path and bring it out to the world. This corresponds to the aforementioned death of the woman.","וְלִפְעָמִים נִפְסָד גַּם הַדֶּרֶךְ חָכְמָה בְּעַצְמוֹ, בְּאֹפֶן שֶׁאֲפִלּוּ אִישׁ אַחֵר אֵינוֹ יָכוֹל לִכְנֹס לְשָׁם בִּבְחִינַת הֵרָיוֹן, לְגַלּוֹת וּלְהוֹצִיא זֶה הַדֶּרֶךְ לָעוֹלָם, שֶׁזֶּה בְּחִינַת מִיתַת הָאִשָּׁה הָרָה כַּנַּ""ל. "
20,9,"And the punishment is commensurate with the flaw. As is explained in the Torah, “if there is no fatal injury” to the woman, “he shall surely be punished” with money—i.e., poverty, as when the flaw is not that great. “But if there is a fatal injury” to the woman, so that they caused the path itself to be lost, in that case “you must award a life for a life”—i.e., death, as mentioned above. May God spare us.","וּלְפִי הַפְּגָם, כֵּן הָעֹנֶשׁ, כְּמוֹ שֶׁמְּפֹרָשׁ בַּתּוֹרָה, אִם לֹא יִהְיֶה אָסוֹן – בָּאִשָּׁה, עָנוֹשׁ יֵעָנֵשׁ – בְּמָמוֹן, הַיְנוּ עֲנִיּוּת, שֶׁנַּעֲשֶׂה כְּשֶׁאֵין הַפְּגָם גָּדוֹל כָּל־כָּךְ כַּנַּ""ל. וְאִם יִהְיֶה אָסוֹן – בָּאִשָּׁה, שֶׁגָּרְמוּ לְהַפְסִיד גַּם הַדֶּרֶךְ בְּעַצְמוֹ כַּנַּ""ל, אֲזַי: וְנָתַתָּ נֶפֶשׁ תַּחַת נָפֶשׁ, הַיְנוּ מִיתָה כַּנַּ""ל. ה' יַצִילֵנוּ: "
21,1,"When we originate new Torah insights, there are these infamous ones who observe and wait for this. It is necessary to post sentries in front and in back of them, so that no stranger can get close.","כְּשֶׁמְּחַדְּשִׁין חִדּוּשֵׁי־תוֹרָה, וַאֲזַי יֵשׁ אֵלּוּ הַיְדוּעִים, הַמִּסְתַּכְּלִים וּמְצַפִּים עַל זֶה, וְצָרִיךְ לְהַעֲמִיד אַנְשֵׁי־חַיִל, לְהַעֲמִידָם לִפְנֵיהֶם וּלְאַחֲרֵיהֶם, כְּדֵי שֶׁלֹּא יִתְקָרֵב זָר; "
21,2,"This is accomplished by studying the Codes. A person should study the Codes before the new insight that he originates and also afterwards. This creates sentries in front and in back. Then the Torah descends and travels securely between them, because the sentries are armed and those aforementioned are unable to get close.","וְזֶה נַעֲשֶׂה עַל־יְדֵי לִמּוּד הַפּוֹסְקִים, שֶׁצָּרִיךְ לִלְמֹד פּוֹסְקִים קֹדֶם הַחִדּוּשׁ שֶׁמְּחַדֵּשׁ וְאַחַר־כָּךְ, וְעַל־יְדֵי־זֶה נַעֲשִׂין בְּחִינַת אַנְשֵׁי־חַיִל מִלִּפְנֵיהֶם וּמִלְּאַחֲרֵיהֶם, וְהַתּוֹרָה יוֹרֶדֶת וְהוֹלֶכֶת בֵּינֵיהֶם לָבֶטַח, כִּי הָאַנְשֵׁי־חַיִל עוֹמְדִים עִם הַכְּלֵי־זַיִן, וְאֵינָם יְכוֹלִים אֵלּוּ הַנַּ""ל לְהִתְקָרֵב: "
22,1,People are very much mistaken with regard to the issue of meekness.,בְּעִנְיַן הַהַכְנָעָה טוֹעִים הָעוֹלָם הַרְבֵּה 
22,2,"Do we not exhaust ourselves in devotions and prayer in order to go from constricted consciousness to expanded consciousness? That being the case, it is impossible that meekness is meant literally. For if that were so, a person would enter into constricted consciousness. It must therefore be that this involves <i>daat</i>.","כִּי הֲלֹא כַּמָּה אָנוּ מְיַגְּעִין עַצְמֵנוּ בַּעֲבוֹדוֹת וּבִתְפִלָּה כְּדֵי לָצֵאת מִמֹּחִין דְּקַטְנוּת לְמֹחִין דְּגַדְלוּת, וְאִם־כֵּן אִי אֶפְשָׁר שֶׁיִּהְיֶה הַהַכְנָעָה בִּפְשִׁיטוּת, כִּי אִם־כֵּן הוּא נִכְנָס לְקַטְנוּת, וְעַל־כֵּן בְּהֶכְרֵחַ שֶׁיֵּשׁ בָּזֶה דַּעַת, "
22,3,"Consequently, not every person can be properly humble; only Moshe Rabbeinu, of blessed memory, who was “very humble, more so than any other person on the face of the earth” (Numbers 12:3).","וְעַל־כֵּן לָאו כָּל אָדָם יָכוֹל לִהְיוֹת עָנָו כָּרָאוּי, רַק מֹשֶׁה רַבֵּנוּ, עָלָיו הַשָּׁלוֹם, הוּא הָיָה עָנָו מִכֹּל הָאָדָם אֲשֶׁר עַל פְּנֵי הָאֲדָמָה (במדבר יב). "
22,4,"Our Sages, of blessed memory, called improper humility “flattery.” This is as the Sages taught concerning the prophet Yirmiyahu. He displayed humility in the presence of the false prophet Chananiah, and in meekness said to him, “Amen! May God do so!” Our Sages, of blessed memory, said of this: Anyone who flatters [his fellow]…eventually falls into the hand of his son… (Sotah 41b).","וְרַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה קָרְאוּ לַעֲנָוָה שֶׁאֵינוֹ כָּרָאוּי – חֲנֻפָּה, כְּמוֹ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (סוטה מא:) עַל יִרְמְיָה הַנָּבִיא, שֶׁהָיָה עָנָו נֶגֶד הַנְּבִיא־שֶׁקֶר חֲנַנְיָה, וְאָמַר לוֹ בְּהַכְנָעָה: אָמֵן, כֵּן יַעֲשֶׂה ה'; וְאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה, עַל זֶה: כָּל הַמַּחֲנִיף וְכוּ' לַסּוֹף נוֹפֵל בְּיַד בְּנוֹ וְכוּ': "
23,1,On the topic of <i>simchah</i>.,בְּעִנְיַן הַשִּׂמְחָה. 
23,2,"An analogy: Sometimes, when people are happy and dance, they grab someone standing outside [the circle] who is depressed and gloomy. Against his will they bring him into the circle of dancers; against his will, they force him to be happy along with them.","עַל־פִּי מָשָׁל, שֶׁלִּפְעָמִים כְּשֶׁבְּנֵי־אָדָם שְׂמֵחִים וּמְרַקְּדִים, אֲזַי חוֹטְפִים אִישׁ אֶחָד מִבַּחוּץ, שֶׁהוּא בְּעַצְבוּת וּמָרָה שְׁחֹרָה, וּמַכְנִיסִים אוֹתוֹ בְּעַל־כָּרְחוֹ לְתוֹךְ מְחוֹל הַמְרַקְּדִים, וּמַכְרִיחִים אוֹתוֹ בְּעַל־כָּרְחוֹ שֶׁיִּהְיֶה שָׂמֵחַ עִמָּהֶם גַם־כֵּן; "
23,3,"It is the same with happiness. When a person is happy, gloom and suffering stand aside.","כֵּן יֵשׁ בְּעִנְיַן הַשִּׂמְחָה. כִּי כְּשֶׁאָדָם שָׂמֵחַ, אֲזַי הַמָּרָה שְׁחֹרָה וְיִסּוּרִים נִסְתַּלְּקִים מִן הַצַּד. "
23,4,"Yet greater still is to gather courage to actually pursue gloom, and to introduce it into the joy, such that the gloom itself turns into joy. A person should transform gloom and all suffering into joy. It is like a person who comes to a celebration. The abundant joy and happiness then, transforms all his worries, depression and gloom into joy. We find that he has grabbed the gloom and introduced it, against its will, into the joy, as in the aforementioned analogy.","אֲבָל מַעְלָה יְתֵרָה – לְהִתְאַמֵּץ לִרְדֹּף אַחַר הַמָּרָה שְׁחֹרָה דַּוְקָא, לְהַכְנִיס אוֹתָהּ גַם־כֵּן בְּתוֹךְ הַשִּׂמְחָה, בְּאֹפֶן שֶׁהַמָּרָה שְׁחוֹרָה בְּעַצְמָהּ תִּתְהַפֵּךְ לְשִׂמְחָה. שֶׁיְּהַפֵּךְ הַמָּרָה שְׁחֹרָה וְכָל הַיִּסּוּרִין לְשִׂמְחָה, כְּדֶרֶךְ הַבָּא לְתוֹךְ הַשִּׂמְחָה, שֶׁאָז מִגֹּדֶל הַשִּׂמְחָה וְהַחֶדְוָה מְהַפֵּךְ כָּל הַדְּאָגוֹת וְהָעַצְבוּת וְהַמָּרָה שְׁחוֹרוֹת שֶׁלּוֹ לְשִׂמְחָה. נִמְצָא שֶׁחוֹטֵף הַמָּרָה שְׁחֹרָה וּמַכְנִיס אוֹתָהּ בְּעַל־כָּרְחָהּ לְתוֹךְ הַשִּׂמְחָה, כַּמָּשָׁל הַנַּ""ל. "
23,5,"This is the concept of “They will attain gladness and joy, as sadness and sighing flee” (Isaiah 35:10). The sadness and sighing flee and run from joy. For at a time of joy, it is the nature of sadness and sighing to stand aside. Yet one actually has to pursue them, and to catch-up with and reach them, in order to specifically introduce them into the joy.","וְזֶה בְּחִינַת (ישעיה לה): שָׂשׂוֹן וְשִׂמְחָה יַשִּׂיגוּ וְנָסוּ יָגוֹן וַאֲנָחָה – שֶׁהַיָּגוֹן וַאֲנָחָה בּוֹרְחִים וְנָסִים מִן הַשִּׂמְחָה, כִּי בְּעֵת הַשִּׂמְחָה דֶּרֶךְ הַיָּגוֹן וָאֲנָחָה לַעֲמֹד מִן הַצַּד כַּנַּ""ל, אֲבָל צָרִיךְ לִרְדֹּף אַחֲרֵיהֶם דַּיְקָא, וּלְהַשִּׂיגָם וּלְהַגִּיעָם, לְהַכְנִיס אוֹתָם דַּוְקָא לְתוֹךְ הַשִּׂמְחָה כַּנַּ""ל. "
23,6,"This is the meaning of “They will attain gladness and joy....” Gladness and joy will catch-up with and seize the sadness and sighing as they flee and run from joy, in order to introduce them, against their will, into the joy.","וְזֶהוּ: שָׂשׂוֹן וְשִׂמְחָה יַשִּׂיגוּ וְכוּ' – שֶׁהַשָּׂשׂוֹן וְשִׂמְחָה יַשִּׂיגוּ וְיִתְפְּסוּ אֶת הַיָּגוֹן וַאֲנָחָה, שֶׁהֵם נָסִים וּבוֹרְחִים מִן הַשִּׂמְחָה, לְהַכְנִיס אוֹתָם בְּעַל־כָּרְחָם לְתוֹךְ הַשִּׂמְחָה כַּנַּ""ל. "
23,7,"For there are types of sadness and sighing that are [from] the Other Side. They do not want to be a vehicle for holiness, and so they flee from joy. Consequently, one needs to force them into the holiness, i.e., the joy, against their will.","כִּי יֵשׁ יָגוֹן וַאֲנָחָה שֶׁהֵם הַסִּטְרָא־אָחֳרָא, שֶׁאֵינָם רוֹצִים לִהְיוֹת מֶרְכָּבָה אֶל הַקְּדֻשָּׁה, וְעַל־כֵּן הֵם בּוֹרְחִים מִן הַשִּׂמְחָה. עַל־כֵּן צָרִיךְ לְהַכְרִיחַ אוֹתָם לְהַכְנִיס אוֹתָם לְתוֹךְ הַקְּדֻשָּׁה, דְּהַיְנוּ הַשִּׂמְחָה, בְּעַל־כָּרְחָם, כַּנַּ""ל: "
24,1,"It is a great mitzvah to always be happy, and to make every effort to determinedly keep depression and gloom at bay.","מִצְוָה גְּדוֹלָה לִהְיוֹת בְּשִׂמְחָה תָּמִיד, וּלְהִתְגַּבֵּר לְהַרְחִיק הָעַצְבוּת וְהַמָּרָה שְׁחֹרָה בְּכָל כֹּחוֹ. "
24,2,"All the illnesses that afflict people are due only to flawed joy. For there are ten types of song, which are synonymous with joy, as in “Upon a ten-stringed instrument.... For You caused me to rejoice by Your deeds...” (Psalms 92:4–5).","וְכָל הַחוֹלַאַת הַבָּאִין עַל הָאָדָם, כֻּלָּם בָּאִין רַק מִקִּלְקוּל הַשִּׂמְחָה. כִּי יֵשׁ עֲשָׂרָה מִינֵי נְגִינָה, שֶׁהֵם בְּחִינַת שִׂמְחָה, כְּמוֹ שֶׁכָּתוּב (תהלים צב): עֲלֵי עָשׂוֹר וְכוּ' כִּי שִׂמַּחְתַּנִי ה' בְּפָעֳלֶךָ וְכוּ'. "
24,3,"And these ten types of song enter into the ten different pulses, giving them life.Therefore, if there is a fault or flaw in the joy, which is synonymous with the ten types of song, the ten different pulses become irregular due to the fault in the ten types of song/joy, giving rise to illness.","וְאֵלּוּ יוּ""ד מִינֵי נְגִינָה בָּאִין בְּתוֹךְ עֲשָׂרָה מִינֵי דְּפִיקִין, וְהֵם מְחַיִּין אוֹתָן. וְעַל־כֵּן כְּשֶׁיֵּשׁ קִלְקוּל וּפְגָם בְּהַשִּׂמְחָה, שֶׁהִיא בְּחִינַת יוּד מִינֵי נְגִינָה, עַל־יְדֵי־זֶה בָּאִין חוֹלַאַת מִן הַיּוּד מִינֵי דְּפִיקִין, שֶׁנִּתְקַלְקְלִין עַל־יְדֵי קִלְקוּל הַיּוּד מִינֵי נְגִינָה, שֶׁהֵם הַשִּׂמְחָה כַּנַּ""ל. "
24,4,"For all the different types of illness are contained within the ten types of pulses. Similarly, all the different types of song are contained within the ten types of song. The illness that arises corresponds to the flaw in the joy and the song. Eminent physicians, too, have spoken at length about this—that all illness is the product of gloom and depression.","כִּי כָּל מִינֵי חוֹלַאַת כְּלוּלִים בְּיוּד מִינֵי דְּפִיקִין, וְכֵן כָּל מִינֵי נִגּוּנִים כְּלוּלִים בְּיוּד מִינֵי נְגִינָה. וּכְּפִי קִלְקוּל הַשִּׂמְחָה וְהַנִּגּוּן, כֵּן בָּא חוֹלַאַת כַּנַּ""ל. וְגַם חַכְמֵי הָרוֹפְאִים הֶאֱרִיכוּ בָּזֶה, שֶׁכָּל הַחוֹלַאַת – עַל־יְדֵי מָרָה שְׁחֹרָה וְעַצְבוּת, "
24,5,"And joy is a great healer! In the Future, joy will increase tremendously. For this reason our Sages, of blessed memory, said: “The Blessed Holy One will head the <i>choleh</i> (circle) of the tzaddikim in the time to come” (Yerushalmi, Megillah 2:4). That is, He will form a <i>machol</i> (circle dance) for the tzaddikim, and He, the Blessed One, will be at the circle’s head.","וְהַשִּׂמְחָה הִוא רְפוּאָה גְּדוֹלָה. וְלֶעָתִיד תִּתְגַּדֵּל הַשִּׂמְחָה מְאֹד, וְעַל־כֵּן אָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ירושלמי סוכה פ' לולב וערבה ובמ""x שמיני פ' י""א): עָתִיד הַקָּדוֹשׁ־בָּרוּךְ־הוּא לִהְיוֹת רֹאשׁ חוֹלֶה לַצַּדִּיקִים לֶעָתִיד לָבוֹא, דְּהַיְנוּ שֶׁיַּעֲשֶׂה מָחוֹל לַצַּדִּיקִים, וְהוּא יִתְבָּרַךְ יִהְיֶה רֹאשׁ חוֹלֶה, "
24,6,"For the Divine Presence hovers above the head of the <i>choleh</i> (one who is ill), as our Sages, of blessed memory, expounded (Nedarim 40a) : As it is stated, “God sustains him [from] upon the sickbed” (Psalms 41:4). For the sick person has no vitality at all; it is only the Divine Presence that gives him life.","כִּי שְׁכִינָה לְמַעְלָה מְרַאֲשׁוֹתָיו שֶׁל חוֹלֶה, כְּמוֹ שֶׁדָּרְשׁוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (נדרים מ), שֶׁנֶּאֱמַר: ה' יִסְעָדֶנוּ עַל עֶרֶשׂ דְּוָי; כִּי אֵין לְהַחוֹלֶה שׁוּם חִיּוּת, רַק הַשְּׁכִינָה מְחַיָּה אוֹתוֹ. "
24,7,"Thus, in the Future, all sickness will be remedied through joy. And then God will head the <i>ChoLeh</i> (circle)—i.e., be head of the <i>maChoL</i> (circle dance)—because joy is the remedy for the <i>ChoLeh</i> (one who is ill). This is the reason that joy and dance are called <i>ChoLeh</i>, because they are the remedy for <i>ChoLaat</i> (illness).","וְלֶעָתִיד עַל־יְדֵי הַשִּׂמְחָה יִתְתַּקֵּן כָּל הַחוֹלַאַת כַּנַּ""ל, וְאָז יִהְיֶה הַשֵּׁם יִתְבָּרַךְ רֹאשׁ חוֹלֶה, דְּהַיְנוּ רֹאשׁ הַמָּחוֹל כַּנַּ""ל, כִּי הַשִּׂמְחָה הִיא בְּחִינַת תִּקּוּן הַחוֹלֶה כַּנַּ""ל. וּבִשְׁבִיל זֶה נִקְרָאִין הַשִּׂמְחָה וְהָרִקּוּדִין חוֹלֶה כַּנַּ""ל, כִּי הֵם תִּקּוּן הַחוֹלַאַת כַּנַּ""ל: "
24,8,"<b>2.</b> The rule is that a person has to be very determined and put all his strength into being nothing but happy at all times. For human nature is to draw itself to gloom and depression on account of life’s vicissitudes and misfortunes. And every human being is filled with suffering. Therefore, a person has to exercise great effort in forcing himself to be happy at all times, and to bring himself to joy in any way he can—even with silliness.","וְהַכְּלָל, שֶׁצָּרִיךְ לְהַתְגַּבֵּר מְאֹד בְּכָל הַכֹּחוֹת, לִהְיוֹת אַךְ שָׂמֵחַ תָּמִיד. כִּי טֶבַע הָאָדָם – לִמְשֹׁךְ עַצְמוֹ לְמָרָה שְׁחֹרָה וְעַצְבוּת מֵחֲמַת פִּגְעֵי וּמִקְרֵי הַזְּמַן, וְכָל אָדָם מָלֵא יִסּוּרִים, עַל־כֵּן צָרִיךְ לְהַכְרִיחַ אֶת עַצְמוֹ בְּכֹחַ גָּדוֹל לִהְיוֹת בְּשִׂמְחָה תָּמִיד וּלְשַׂמֵּחַ אֶת עַצְמוֹ בְּכָל אֲשֶׁר יוּכַל, וַאֲפִלּוּ בְּמִלֵּי דִּשְׁטוּתָא. "
24,9,"And though contrition, too, is very good, nevertheless, that is only for a brief period. It is right to set aside for oneself some time in the day for feeling remorse and speaking one’s piece in the presence of the Blessed One, as is brought in our works. But the entire [rest] of the day one needs to be happy. For contrition more easily leads to depression, than erring through joy, God forbid, leads to some sort of frivolity, God forbid. For this is the more likely: that contrition will lead to gloom.","אַף שֶׁגַּם לֵב נִשְׁבָּר הוּא טוֹב מְאֹד, עִם כָּל זֶה הוּא רַק בְּאֵיזוֹ שָׁעָה, וְרָאוּי לִקְבֹּעַ לוֹ אֵיזֶה שָׁעָה בַּיּוֹם לְשַׁבֵּר לִבּוֹ וּלְפָרֵשׁ שִׂיחָתוֹ לְפָנָיו יִתְבָּרַךְ, כַּמּוּבָא אֶצְלֵנוּ, אֲבָל כָּל הַיּוֹם כֻּלּוֹ צָרִיךְ לִהְיוֹת בְּשִׂמְחָה. כִּי מִלֵּב נִשְׁבָּר בְּקַל יְכוֹלִין לָבוֹא לְמָרָה שְׁחֹרָה, יוֹתֵר מֵאֲשֶׁר יְכוֹלִין לִכָּשֵׁל עַל־יְדֵי שִׂמְחָה, חַס וְשָׁלוֹם, לָבוֹא לְאֵיזֶה הוֹלֵלוּת, חַס וְשָׁלוֹם, כִּי זֶה קָרוֹב יוֹתֵר לָבוֹא מִלֵּב נִשְׁבָּר לְמָרָה שְׁחֹרָה. "
24,10,"One should therefore always be happy, and only at the designated time have a broken heart.","עַל־כֵּן צָרִיךְ שֶׁיִּהְיֶה בְּשִׂמְחָה תָּמִיד, רַק בְּשָׁעָה מְיֻחֶדֶת יִהְיֶה לוֹ לֵב נִשְׁבָּר: "
25,1,"<i>Hitbodedut</i> is the highest asset and greater than everything. That is, to set aside for oneself at least an hour or more for secluding oneself in some room or a field, and, using claims and excuses, speak one’s piece with one’s Maker; using words that evoke favor, placate and conciliate in order to entreat and plead with God that He bring one closer to Him—to genuine Divine worship.","הַהִתְבּוֹדְדוּת הוּא מַעֲלָה עֶלְיוֹנָה וּגְדוֹלָה מִן הַכֹּל, דְּהַיְנוּ לִקְבֹּעַ לוֹ עַל־כָּל־פָּנִים שָׁעָה אוֹ יוֹתֵר לְהִתְבּוֹדֵד לְבַדּוֹ בְּאֵיזֶה חֶדֶר אוֹ בַּשָּׂדֶה, וּלְפָרֵשׁ שִׂיחָתוֹ בֵּינוֹ לְבֵין קוֹנוֹ בִּטְעָנוֹת וַאֲמַתְלָאוֹת, בְּדִבְרֵי חֵן וְרִצּוּי וּפִיּוּס, לְבַקֵּשׁ וּלְהִתְחַנֵּן מִלְּפָנָיו יִתְבָּרַךְ, שֶׁיְּקָרְבוֹ אֵלָיו לַעֲבוֹדָתוֹ בֶּאֱמֶת. "
25,2,"This prayer and conversation should be in the language one normally uses, one’s native tongue, because it is difficult for a person to say everything he wants to say in the Holy Tongue. Also, being unfamiliar with that language, one’s heart is not moved by the words, as we are not accustomed to speaking Hebrew. But in our native tongue, in which we normally speak and converse, it is much easier and so more likely for one to feel contrition. This is because the heart is drawn to a person’s native tongue and closer to it, on account of his familiarity with it.","וּתְפִלָּה וְשִׂיחָה זוֹ יִהְיֶה בַּלָּשׁוֹן שֶׁמְּדַבְּרִים בּוֹ, דְּהַיְנוּ בִּלְשׁוֹן אַשְׁכְּנַז (בִּמְדִינָתֵנוּ), כִּי בִּלְשׁוֹן־הַקֹּדֶשׁ קָשֶׁה לוֹ לְפָרֵשׁ כָּל שִׂיחָתוֹ, וְגַם אֵין הַלֵּב נִמְשָׁךְ אַחֲרֵי הַדִּבּוּרִים, מֵחֲמַת שֶׁאֵינוֹ מֻרְגָּל כָּל־כָּךְ בְּהַלָּשׁוֹן, כִּי אֵין דַּרְכֵּנוּ לְדַבֵּר בִּלְשׁוֹן־הַקֹּדֶשׁ. אֲבָל בִּלְשׁוֹן אַשְׁכְּנַז, שֶׁמְּסַפְּרִים וּמְדַבְּרִים בּוֹ, קַל וְקָרוֹב יוֹתֵר לְשַׁבֵּר לִבּוֹ, כִּי הַלֵּב נִמְשָׁךְ וְקָרוֹב יוֹתֵר אֶל לְשׁוֹן אַשְׁכְּנַז, מֵחֲמַת שֶׁהוּא מֻרְגָּל בּוֹ. "
25,3,"And in one’s native tongue one can express oneself fully. Everything that is in his heart he should express and tell to God: be it remorse and repentance for the past, or pleas to genuinely merit drawing closer to God from this day forward, or the like; each individual according to his level.","וּבִלְשׁוֹן אַשְׁכְּנַז יָכוֹל לְפָרֵשׁ כָּל שִׂיחָתוֹ. וְאֶת כָּל אֲשֶׁר עִם לְבָבוֹ יָשִׂיחַ וִיסַפֵּר לְפָנָיו יִתְבָּרַךְ, הֵן חֲרָטָה וּתְשׁוּבָה עַל הֶעָבָר, וְהֵן בַּקָּשַׁת תַחֲנוּנִים לִזְכּוֹת לְהִתְקָרֵב אֵלָיו יִתְבָּרַךְ מֵהַיּוֹם וְהָלְאָה בֶּאֱמֶת, וְכַיּוֹצֵא בָּזֶה כָּל חַד לְפוּם דַּרְגֵּהּ. "
25,4,"One should be very careful to make this a daily practice, at a scheduled time. But the rest of the day one should be happy, as mentioned above.","וְיִזָּהֵר מְאֹד לְהַרְגִּיל עַצְמוֹ לְהַתְמִיד בָּזֶה מִדֵּי יוֹם בְּיוֹם שָׁעָה מְיֻחֶדֶת כַּנַּ""ל, וּשְׁאָר הַיּוֹם יִהְיֶה בְּשִׂמְחָה כַּנַּ""ל. "
25,5,"The benefit of this practice is extraordinarily great. It is an extremely good path and guideline for drawing closer to God, because it is a universal guideline that encompasses everything.","וְהַנְהָגָה זוֹ הִיא גְּדוֹלָה בְּמַעֲלָה מְאֹד מְאֹד, וְהוּא דֶּרֶךְ וְעֵצָה טוֹבָה מְאֹד לְהִתְקָרֵב אֵלָיו יִתְבָּרַךְ, כִּי זֹאת הִיא עֵצָה כְּלָלִיוּת, שֶׁכּוֹלֵל הַכֹּל. "
25,6,"No matter what a person is lacking in worshiping God—even if he is totally and absolutely distant from God’s service—he should speak about it all and ask it of God, as mentioned above.","כִּי עַל כָּל מַה שֶּׁיֶּחְסַר לוֹ בַּעֲבוֹדַת הַשֵּׁם, אוֹ אִם הוּא רָחוֹק לְגַמְרֵי מִכֹּל וָכֹל מֵעֲבוֹדָתוֹ יִתְבָּרַךְ – עַל הַכֹּל יְפָרֵשׁ שִׂיחָתוֹ וִיבַקֵּשׁ מֵאִתּוֹ יִתְבָּרַךְ כַּנַּ""ל. "
25,7,"Even if occasionally a person’s words are sealed and he cannot open his mouth to say anything at all to God, this itself is nonetheless very good. That is, his readiness and his presence before God, and his yearning and longing to speak despite his inability to do so—this in itself is also very good.","וַאֲפִלּוּ אִם לִפְעָמִים נִסְתַּתְּמִין דְּבָרָיו, וְאֵינוֹ יָכוֹל לִפְתֹּחַ פִּיו לְדַבֵּר לְפָנָיו יִתְבָּרַךְ כְּלָל, אַף־עַל־פִּי־כֵן זֶה בְּעַצְמוֹ טוֹב מְאֹד, דְּהַיְנוּ הַהֲכָנָה שֶׁהוּא מוּכָן וְעוֹמֵד לְפָנָיו יִתְבָּרַךְ, וְחָפֵץ וּמִשְׁתּוֹקֵק לְדַבֵּר, אַךְ שֶׁאֵינוֹ יָכוֹל, זֶה בְּעַצְמוֹ גַם־כֵּן טוֹב מְאֹד, "
25,8,"Moreover, it is possible to make a conversation and prayer out of this itself. A person should cry out and plead to God about this very thing, that he has become so distant he is unable to even speak. He should beg God for compassion and grace, that He take pity on him and open his mouth so that he will be able to express himself before Him.","וְגַם יוּכַל לַעֲשׂוֹת לוֹ שִׂיחָה וּתְפִלָּה מִזֶּה בְּעַצְמוֹ. וְעַל זֶה בְּעַצְמוֹ יִצְעֹק וְיִתְחַנֵּן לְפָנָיו יִתְבָּרַךְ, שֶׁנִּתְרַחֵק כָּל־כָּךְ, עַד שֶׁאֵינוֹ יָכוֹל אֲפִלּוּ לְדַבֵּר. וִיבַקֵּשׁ מֵאִתּוֹ יִתְבָּרַךְ רַחֲמִים וְתַחֲנוּנִים, שֶׁיַּחֲמֹל עָלָיו וְיִפְתַּח פִּיו, שֶׁיּוּכַל לְפָרֵשׁ שִׂיחָתוֹ לְפָנָיו. "
25,9,"And know! many, many renowned tzaddikim have related that they attained their high spiritual level only through this practice. The perceptive individual will understand by himself the great benefit of this practice, which rises higher and higher. Furthermore, it is a practice that is accessible to all people, from the least to the greatest. For anyone can make use of this practice and thereby come to a high level. Fortunate is the one who grabs holds of it.","וְדַע, שֶׁכַּמָּה וְכַמָּה צַדִּיקִים גְּדוֹלִים מְפֻרְסָמִים סִפְּרוּ, שֶׁלֹּא בָּאוּ לְמַדְרֵגָתָם, רַק עַל־יְדֵי הַנְהָגָה זוֹ. וְהַמַּשְׂכִּיל יָבִין מֵעַצְמוֹ גֹּדֶל מַעֲלַת הַנְהָגָה זוֹ, הָעוֹלָה לְמַעְלָה לְמַעְלָה, וְהוּא דָּבָר הַשָּׁוֶה לְכָל נֶפֶשׁ מִקָּטֹן וְעַד גָּדוֹל, כִּי כֻּלָּם יְכוֹלִים לִנְהֹג הַנְהָגָה זוֹ, וְעַל־יְדֵי זֶה יָבוֹאוּ לְמַעְלָה גְּדוֹלָה. אַשְׁרֵי שֶׁיֹּאחַז בָּזֶה: "
