EY comment,EY current paragraph
<b>החולק על רבו </b>חולק על ישיבתו. ומייתי מקרח שהיה חולק על שררתו של משה ובכללו על תורתו של משה:,Bemidbar Rabbah 18:20
"<b>שנא' בהצותם על ה' </b>ר""ל דכתיב אשר הצו על משה ועל אהרן בעדת קרח בהצותם על ה'. מעלה עליהם הכתוב כאילו היו חולקים כלפי השכינה:",Bemidbar Rabbah 18:20
<b>מריבה </b>תגר וקטטה לפטפט נגדו בדברים:,Bemidbar Rabbah 18:20
"<b>המתרעם </b>אומר על רבו שנוהג בו מדה כבושה ומדה אכזריות (רש""י) והיינו שהתרעמו ומתלוננים מי יתן מותנו ביד ה' וגו' בשבתנו על סיר הבשר באכלנו לחם לשובע. אשר על זה השיב משה ואנחנו מה לא עלינו וגו' ר""ל הגם שאתם מתלוננים עלינו כמ""ש וילונו כל העדה וגו' על משה וגו' ואין אתם חוששין אבל הוו יודעים כי לא עלינו וגו' כי אם על ה'. כי המתרעם על רבו כמתרעם על השכינה (רש""א):",Bemidbar Rabbah 18:20
"<b>כל המהרהר כו' </b>מחפה עליו דברים (רש""י). דהיינו דבר נוסף. דהתרעומות היינו דבר שנחסר לו עתה ממה שהיה לו מקודם. אבל הרהור הוא המבקש יותר ממה שצריך לו כדכתיב ביה בההוא קרא אחר שהיה להם המן ונפשנו קצה בלחם הקלוקל. ולכך נענשו כאן יותר כי הרהור הוא דבר נוסף על התרעומות. והעונש היה נשיכת נחש כמ""ש ז""ל דהמבקש והמתקנא ביותר ממה שראוי לו ראוי לנשכו נחש (רש""י):",Bemidbar Rabbah 18:20
"<b>שמש ירח עמד זבולה </b>לעיל מיניה כתיב ותבקע ארץ. בשעת בקיעת הארץ עלו שמש וירח לאותו רקיע ששמו זבול ואמרו להקב""ה אם אי אתה עושה דין לבן עמרם מקרח ועדתו. לא נצא ונאיר לעולם:",Bemidbar Rabbah 18:20
<b>בכבודי לא מחיתם </b>שהרי בכל יום יש שמשתחוים לחמה:,Bemidbar Rabbah 18:20
"<b>והאידנא עד דמחי להו לא נפקי </b>פי' ומאז ועד עתה אינם יוצאין עד שמכין אותם. שכך גזר עליהם המקום. לישנא אחרינא והאידנא עד דמחו להו לא נפקי מאחר שראו שהקפיד הקב""ה שלא מיחו לכבודו. עד דמחו להו לא נפקי שחשו לכבוד המקום על בני אדם שמשתחוים לשמש ולירח (רש""י):",Bemidbar Rabbah 18:20
<b>אין כל חדש תחת השמש </b>ואי גיהנם לא נברא עד ההוא שעתא הוה ליה חדש:,Bemidbar Rabbah 18:20
<b>לקרובי פתחא </b>שיקרב פתחה של גיהנם ותפתח פתח הארץ במקום שהם:,Bemidbar Rabbah 18:20
"<b>נתבצר </b>מלשון עיר בצורה. התקין להם הקב""ה מקום גבוה שלא העמיקו כל כך בגיהנם ולא מתו (רש""י). ולמדו לומר כן מדכתיב ואת כל האדם אשר לקרח. ובניו ודאי בכלל האדם אשר לקרח הם. שגם הם מן הבלועים היו. ואיך כתיב ובני קרח לא מתו. אע""כ אחר שהרהרו בלבם תשובה נתבצר להם מקום גבוה בגיהנם (רש""א). ועיין בשוח""ט מזמור א' ומ""ש שם:",Bemidbar Rabbah 18:20
<b>טייעא </b>סוחר ישמעאל:,Bemidbar Rabbah 18:20
<b>תא ואחוי לך כו' </b>בוא והראה לך מקום בליעתן:,Bemidbar Rabbah 18:20
<b>אזלי וחזאי כו' </b>הלכו וראו ב' בקעים ועשן יוצא מתוך הבקעים:,Bemidbar Rabbah 18:20
<b>שקל גבבא דעמרא כו' </b>לקח הטייעא גיזת צמר ושראה במים והושיבה וקבעה בראש הרומח והושיט למקום שיצא אותו העשן ונחרך מן החום שיצא משם ונפל מן הרומח:,Bemidbar Rabbah 18:20
<b>אצית כו' </b>פי' הסכת מה דשמעית:,Bemidbar Rabbah 18:20
"<b>משה ותורתו אמת </b>בתנחומא גרס משה אמת ותורתו אמת והן בדאין. כלו' שאין להרהר בדבריו אף אם לא יבינהו שכל אנושי. וכמו שאמרו בב""ר פ""א כי לא דבר רק הוא מכם אם רק הוא מכם הוא. רצונם שיש לכל מצוה טעם מתוק לנפש. אך לקוצר השגתינו לא נשיגם:",Bemidbar Rabbah 18:20
"<b>ועליהם אמרה חנה כו' </b>עיין מ""ש על זה לעיל ס""ס י""א:",Bemidbar Rabbah 18:20
"<b>מנצפ""ך כו' </b>הביא זה כאן לסיים שלא ברא הקב""ה דבר אחד לבטלה. וכן פי הארץ לבלוע לקרח:",Bemidbar Rabbah 18:21
"<b>מנצפ""ך </b>בפ' הבונה משמע דמנצפ""ך היינו הפתוחות. ובפ""ק דמגילה משמע איפכא וכבר נתעוררו בזה רש""י ותוס' ז""ל:",Bemidbar Rabbah 18:21
"<b>צופים אמרום </b>הנביאים שנקראו צופים כדכתיב צופים מהר אפרים. דמתחלה לא היה אלא מ""ם אחד ונו""ן אחד. ובגמ' פריך והא כתיב אלה המצות שאין נביא רשאי לחדש דבר מעתה. ומשני שכחום וחזרו צופים ויסדום ע""כ:",Bemidbar Rabbah 18:21
"<b>כ""ך </b>ר""ל כ""ף פשוטה וכפופה. וכן כולם:",Bemidbar Rabbah 18:21
"<b>נרמז לאברהם </b>ר""ל השני כפי""ן נרמז לאברהם שנא' בו לך לך שבשני תיבות אלו יש שני כפי""ן. והשני תיבות לך לך עולה מספרם מאה לרמוז שלמאה שנה יוליד בן שיהיה מיוחס אחריו:",Bemidbar Rabbah 18:21
"<b>ממנו מאד </b>שני ממי""ן:",Bemidbar Rabbah 18:21
"<b>הצילני נא </b>והיינו שני נוני""ן:",Bemidbar Rabbah 18:21
"<b>איש צמח </b>וגו' ומתחתיו יצמח הרי שני צדי""ק. צמח צדיק הוא ג""כ שני צדי""ק:",Bemidbar Rabbah 18:21
"<b>כ""ד ספרים </b>חמשה חומשי תורה. ה' מגילות. תהלים. משלי. איוב. דניאל. עזרא. ד""ה. יהושע. שופטים. שמואל. מלכים. ישעיה. ירמיה. יחזקאל. וספר יונה (דחשיב ליה בפני עצמו) הרי כ""ד. ואחד עשר מתרי עשר לבד מיונה הרי ל""ה. וששה סדרים ותשעה פרקים דתורת כהנים הרי החמשים. ועיין במת""כ:",Bemidbar Rabbah 18:21
<b>שמונים בתי מדרשות </b>דרש פלגשים בלשון נוטריקון פלג שם. על שם שבתי מדרשות חולקים ופליגי אלו על אלו. אלו אוסרים ואלו מתירים כאויבים בשער:,Bemidbar Rabbah 18:21
"<b>כנגד פתחיה </b>פי' כל כך פתחים היו לירושלים ובתי דינים ובתי מדרשות היו קבועים בשער העיר כמו שמצינו אצל מרדכי וזולתו. ואע""פ שבסוף יחזקאל כתיב ששנים עשר שערים היו לירושלים. זהו לעתיד כשיבנה מחדש:",Bemidbar Rabbah 18:21
"<b>משנה החיצונה </b>ר""ל מה שלמדו היחידים חוץ לאלו בתי מדרשות:",Bemidbar Rabbah 18:21
"<b>הוא אליעזר </b>שמנין אליעזר י""ח ושלש מאות. כן הוא בב""ר פ' מ""ג. ונדרים דף ל""ב. וזהו דכתיב וירדוף עד דן ולא כתיב וירדפו (יפ""ת):",Bemidbar Rabbah 18:21
"<b>בן שלש שנים הכירו </b>שמנין עקב שמע אברהם בקול בוראו. ששנותיו של אברהם קע""ה. וכיון דבן ג' הכיר את ה' נמצא ששמע בקולו כמנין עקב:",Bemidbar Rabbah 18:21
"<b>מנין ימות השנה חסר חד שהוא שליט </b>כצ""ל (א""א). ועי' יומא דף כ':",Bemidbar Rabbah 18:21
"<b>עד שלא נימול לא הוליד והיה חסר ה' איברים נתוסף לו ה' </b>כצ""ל (א""א). והחמשה אברים הם שני עינים ושתי אזנים וראש הגויה (נדרים פ""ג). ועי' בב""ר פ' מ""ד:",Bemidbar Rabbah 18:21
"<b>והוליד למנין אותיותיו </b>שהוליד את יצחק שהיה מתוקן ברמ""ח איברים. לאפוקי קודם שנימול שהוליד את ישמעאל (יפ""ת):",Bemidbar Rabbah 18:21
"<b>קרא תגר </b>עיין בב""ר ריש פ' מ""ז:",Bemidbar Rabbah 18:21
"<b>והוסיף לו משה יו""ד שנא' ויקרא משה להושע בן נון יהושע יה יושיעך </b>כצ""ל (א""א). ועיין מ""ש בס' שלח סי' ז':",Bemidbar Rabbah 18:21
"<b>יו""ד מיצחק מול </b>צ""ל יצחק יו""ד מול:",Bemidbar Rabbah 18:21
"<b>חי""ת לשמונה ימים נמול </b>שהוא הראשון שנימול לשמונה וכדאי' בתנחומא ס' שמות סי' ד':",Bemidbar Rabbah 18:21
<b>יעקב על שמו נקא </b>כלו' על שם מאורעיו. לא כיצחק שנקרא על שם מאורעיו של אברהם:,Bemidbar Rabbah 18:21
"<b>יו""ד מול העשירי יהיה קודש. חשוב למפרע מבנימן עד לוי </b>כצ""ל (א""א):",Bemidbar Rabbah 18:21
"<b>הוא עשירי </b>ונתנו מעשר למקום. ולפיכך היה פרוש לעבודת השי""ת:",Bemidbar Rabbah 18:21
"<b>כנגד אותיות הברכה ויתן לך הוצא משם השם נשתיירו מאה </b>כצ""ל. וכ""ה בתנחומא. ור""ל של תחשוב במנין הנך שלשה תיבות ויתן לך האלהים. ויהיה מאה אותיות מן הטל כו'. וישתחו הראשון חשוב כקריאתו וישתחוו:",Bemidbar Rabbah 18:21
<b>נשתיירו </b>מיותר כאן:,Bemidbar Rabbah 18:21
<b>עולים </b>כלו' דכתיב עולים לשון רבים ואין פחות משנים:,Bemidbar Rabbah 18:21
"<b>עד אשר לרעך </b>ולא עד בכלל. וז' אותיות של אשר לרעך כתבו הקדמונים ז""ל שרומזים לשבע מצות ב""נ. והמקובלים כתבו שרומזים לשבע ספירות מחסד עד עטרת. ולעיל פ' י""ג אי' כנגד ז' ימי בראשית (מת""כ):",Bemidbar Rabbah 18:21
<b>ויותר </b>כלו' ולא יותר:,Bemidbar Rabbah 18:21
<b>וכולם נתנו למשה בסיני </b>כלו' הרמזים הרמוזות באותיות התורה מרמזים לענינים גדולים:,Bemidbar Rabbah 18:21
"<b>שואל מעמך וגו' כי אם ליראה </b>ואף שבפסוק לא נאמר כי אם ליראה א""כ מהנראה שזה דאי' במדרש כאן אין בכל המדות גדול מן היראה ומן ענוה שט""ס הוא מלת וענוה. וכן מוחק המת""כ:",Bemidbar Rabbah 18:21
"<b>ציצית ת""ר </b>פי' ציצית בגימטריא ת""ר. ובטור א""ח סי' כ""ד כתב אע""פ שהוא כתוב חסר יו""ד מפרש בתנחומא ג' פעמים כתוב ציצת בפרשת ציצית וחד מינייהו לציצת. שדי למ""ד לכולהו והיא משלמת המנין עכ""ל:",Bemidbar Rabbah 18:21
<b>גרורין </b>כלו' חוטין הנגררין:,Bemidbar Rabbah 18:21
"<b>שנים למעלה וג' למטה </b>בתנחומא ליתא זה. והמת""כ כתב פי' שסדר הקשרים ב' למעלה אצל הכנף ומעט גדיל ביניהם. ואח""כ לצד מטה היו עושין שלשה קשרים:",Bemidbar Rabbah 18:21
"<b>ושתי שנים </b>והם נגד שמים וארץ (מת""כ):",Bemidbar Rabbah 18:21
"<b>וכן מהלך שמים לארץ כמד""א כימי השמים </b>כצ""ל. ע""ד דאי' בירושלמי למען ירבו ימיכם וגו' כימי השמים וגו' כימי אבות שהיו שנותיהם כמן השמים לארץ:",Bemidbar Rabbah 18:21
<b>הוקם על </b>זה אמר דוד על עצמו:,Bemidbar Rabbah 18:21
"<b>עולה של תורה </b>דרש על בחול""ם העי""ן:",Bemidbar Rabbah 18:21
"<b>עולה של קצרה </b>צ""ל של תשובה (א""א). וכ""ה בתנחו' ובפ""ק דעכו""ם. ובפ""ג דמ""ק. והמת""כ פי' קצרה תשובה ועינוי נפש כד""א קצירי ומריעי:",Bemidbar Rabbah 18:21
"<b>שתקנוה ביבנה </b>פי' שתקנו אח""ז ביבנה:",Bemidbar Rabbah 18:21
"<b>על שום בחנני ה' </b>שבקש דוד שיחתמו בו ברכה כדאי' בסנהדרין ק""ו ע""א ע""ש:",Bemidbar Rabbah 18:21
"<b>טוב בגימטריא נפש </b>בא""ת ב""ש:",Bemidbar Rabbah 18:21
"<b>רע""א </b>כך ימים הוא שיעור הריון של אשה. ועיין בב""ר פ""כ. ובמס' נדה דף ל""א:",Bemidbar Rabbah 18:21
"<b>כל מי באר שכתוב בתורה </b>כלו' כנגד כל לשון באר של מים הכתובים בתורה שהם ארבעים. ועיין מת""כ וצ""ל מ' סאה כנגד מ' באר (א""א):",Bemidbar Rabbah 18:21
"<b>לאט בגימטריא מ' </b>מדרש משלי סי' י""ד. והובא בספר הישר לר""ת סי' תרכ""ב. ובש""ג במס' שבת סביב המרדכי:",Bemidbar Rabbah 18:21
"<b>ומפריש חלה צריך שיפריש מארבעים </b>כצ""ל. ששיעור חלה א' מכ""ד לבעל הבית ואחד ממ""ח לנחתום. ועיין רמב""ם רפ""ט מהלכות בכורים:",Bemidbar Rabbah 18:21
"<b>למנין חלה </b>פי' שמנין חלה בגימטריא מ""ג. וה""א במילואו ה' א' רמז על החומש:",Bemidbar Rabbah 18:21
"<b>דכתיב אלה הדברים כו' </b>שבת ע' ע""א:",Bemidbar Rabbah 18:21
"<b>כנגד מ' קללות שנתקללו כו' </b>עי' לעיל פ""ה סי' ה' ותראה שבין כל הקללות של אדם וחוה ונחש והארץ ליכא אלא ל""ט. לכן המלקות שכנגדן הם ג""כ ל""ט. ומ""ש המדרש ופחתו אחד משום לא יוסיף ר""ל אף דכתיב ארבעים יכנו פחתו אחד משום לא יוסיף:",Bemidbar Rabbah 18:21
<b>משום לא יוסיף </b>כדאי' בסנהדרין ובמכות:,Bemidbar Rabbah 18:21
"<b>משום לא יוסיף סנהדרין כ""ג כדי שירבו מליצי זכיות אחד וירבו מלמדי חובות שנים. מוטב שיבואו שנים וידחו אחד </b>כצ""ל (א""א) וכ""ה בתנחומא. ופי' מוטב שיבואו שנים ר""ל אע""פ שאין מטין ע""פ אחד לחובה. מ""מ מאחר דכתיב ושפטו העדה והצילו העדה. שני פעכמים עדה עשרים ואין מטין ע""פ אחד לחובה הרי עוד שנים. ואין ב""ד שקול הרי עוד אחד. ואע""פ שאותו האחד נוטה לדעת העדה המחייבים ויהיו המזכים אחד עשר. מ""מ מאחר שהשנים מסכימים לדעת העדה המחייבת. מוטב שידחו השנים את האחד ועיין בפ""ק דסנהדרין:",Bemidbar Rabbah 18:21
"<b>ששך בא""ת ב""ש בבל </b>בירמיה כ""ה ומלך ששך ישתה אחריהם. ולענין תמורת אותיות שם ששך בא""ת ב""ש בבל:",Bemidbar Rabbah 18:21
"<b>טבאל </b>הוא פסוק (בישעיה ז') ונמליך מלך בתוכה את בן טבאל וקאמר שטבאל הוא רמלא בא""ב דאלב""ם. ורמלא הוא פקח בן רמליהו מלך ישראל:",Bemidbar Rabbah 18:21
<b>בזאת רמז כו' </b>דבמקדש ראשון היו כל הכהנים גדולים כשרים וכל המניח בן כשר כאילו אינו מת אם כן כמנין בזאת יבא אהרן אל הקדש:,Bemidbar Rabbah 18:21
"<b>אמר לו לשר של ים כו' </b>בב""ר פ""ה ושם נתבאר ועי' בש""ר פ' ט""ו:",Bemidbar Rabbah 18:22
<b>מחץ רהב </b>ואין מחץ אלא לשון הריגה ומחצה וחלפה רקתו:,Bemidbar Rabbah 18:22
"<b>שנא' ודורך על במתי ים ושם להם חול כו' (איוב ט')כצ""ל וכמו שפרש""י שם על במתי ים על גובהי ים ועל מעשה בראשית נאמר שגבהו המים התחתונים לרום למעלה ודרכם. אבל על ודורך על במתי ארץ פרש""י משפיל גבוהים וגסי הרוח:</b>",Bemidbar Rabbah 18:22
<b>הסיט </b>כלו' שיעור קטן רוחב הפנים כמו מן אגודל לאצבע או מן אצבע לאמה כדאי' בפרק האורג:,Bemidbar Rabbah 18:22
"<b>אלימא תופשה </b>בתנחומא גרס אלמלא. וצ""ל אלמלי ביו""ד ופי' אילו היה:",Bemidbar Rabbah 18:22
<b>אלמלא מי החוטם </b>פי' אילו לא היו מי החוטם כו':,Bemidbar Rabbah 18:22
<b>שמעמידים </b>כי הסרחון עומד נגד הסרחון החוצי מבלי יריח כל כך:,Bemidbar Rabbah 18:22
"<b>לפי שקורא בתורה </b>לפי שכל החמשה חושים שבאדם נובע מעצם הנפש המרגשת. רק שפועלת ע""י איברים מיוחדים העין רואה האוזן שומעת לעומת זה יש חמשה חושים פנימים שכלים וחוש הטעם הוא נגד השכל שבהם כמ""ש וטעם זקנים:",Bemidbar Rabbah 18:22
"<b>ללמדך שבכ""מ כו' </b>בתנחומא גרס מהו ללמדך שבכל דבר הקב""ה עושה שליחותו. ונראה שחסר שם וכאן וכצ""ל כתיב ויתרון ארץ בכל היא מהו ללמדך שבכל דבר כו':",Bemidbar Rabbah 18:22
"<b>ללמדך שבכל כו' עושה שליחותו </b>אע""פ שנראה בחירי או טבעי. מ""מ שייך לשון שליחות משום שהוא יתברך המעורר החדוש ההוא בעצמו. ואפי' הטבע שלולא חפצו בו יתברך לא יפעל ועיין ביפ""ת בב""ר פ""י:",Bemidbar Rabbah 18:22
"<b>ולא ברא דבר אחד לבטלה </b>ר""ל אם לתועלת תרופות. אם להציל מנזקי מזיקים אחרים גדולים מהם. שהם מפחידים מאלו וכדאי' בשבת פ' המוציא. ה' אימות הן. אימת מפגיע על ארי כו' אם להמית ולהחיות. ותרתי קאמר חדא שיש צורך בברייתו אע""פ שהוא להזיק כגון נחשים ועקרבים. והוא לעשות שליחות יתב' ברשעים ושנית יש בברייתו לתועלת תרופות ולהמית ולהחיות (יפ""ת):",Bemidbar Rabbah 18:22
"<b>פעמים כו' ע""י צפרדע </b>שאין דרכו לנשוך ולהזיק כלל כהך עובדא דר' חנין:",Bemidbar Rabbah 18:22
"<b>ופעמים ע""י צרעה כו' עקרב </b>אף שאינן בני דעת:",Bemidbar Rabbah 18:22
<b>חויא גיבר </b>גדול ועצום:,Bemidbar Rabbah 18:22
"<b>חבר </b>חובר חבר שמחבר נחשים אל מקום אחד ע""י לחש ועי' כריתות דף ג':",Bemidbar Rabbah 18:22
"<b>אסתכל עשבא דברישיה </b>פי' ראה העשב שבראשו. א""ל קח העשב שבראשך ואח""כ תתפאר. כלו' מתפאר אתה בדבר שאין בך. ועשה כן. ונתקרב לאותו נחש ולא הספיק ליגע בו בנחש עד שנפל ממנו אבריו מפני חוזק ארס הנחש שהעשב ההוא היה מסוגל לדחות ארס הנחש והוא לא ידע:",Bemidbar Rabbah 18:22
<b>ופושט </b>ולומד:,Bemidbar Rabbah 18:22
<b>מרתיח </b>לשון רתחא וכעס:,Bemidbar Rabbah 18:22
<b>מאן דמוקמין כו' </b>כשהיה רבי ינאי רודף הנחש מצד זה היה הנחש חוזר ובא מצד זה כאילו היה מכוין ללכת בהכרח:,Bemidbar Rabbah 18:22
<b>הברה </b>קול הברה:,Bemidbar Rabbah 18:22
<b>מטייל כו' </b>פי' היה מטייל בחוף הים של קסרי:,Bemidbar Rabbah 18:22
<b>קולית </b>עצם ירך של מת:,Bemidbar Rabbah 18:22
<b>היה מצנע לה </b>שלא יכשול בה אדם:,Bemidbar Rabbah 18:22
<b>בלדר </b>פי' הערוך שר חשוב:,Bemidbar Rabbah 18:22
<b>נסתמא </b>נעשה סומא:,Bemidbar Rabbah 18:22
<b>מתנצין </b>מריבין:,Bemidbar Rabbah 18:22
<b>לסולמא של צור </b>נקרא כן על שעולין אליה בגובה מרום הרים כזה שעולה על הסולם:,Bemidbar Rabbah 18:22
<b>מתלא אמרין כו' </b>משל אומר טוב לאיש רע לא תעשה ורעה לא תגיע לידך:,Bemidbar Rabbah 18:22
"<b>נזדמנה לו בארה של מרים </b>שצפתה ובאה הבאר של מרים על פני המים עד מקום שבו טבל הסומא ונתרפא. ולפי שרצה ה' לרפאות האיש ההוא אז גזר שיציפו מי הבאר לשם. אבל בויק""ר גרס מצורע אחד שירד במים לטבול וכן עיקר:",Bemidbar Rabbah 18:22
<b>וגידר </b>וקצץ:,Bemidbar Rabbah 18:22
<b>ועבר עליהם </b>ובא עליהם:,Bemidbar Rabbah 18:22
"<b>והתחיל הדם מבצבץ </b>להודיע שקשה לפני הקב""ה חורבן ביהמ""ק (תוס' גיטין):",Bemidbar Rabbah 18:22
<b>שעצמו הרג </b>הוא דרך כינוי:,Bemidbar Rabbah 18:22
"<b>אין גבורתו אלא בים </b>כדאי' בירוש' מסכת עכו""ם שכל האומות מודים שהקב""ה שולט במים:",Bemidbar Rabbah 18:22
"<b>א""ל הקב""ה רב""ר </b>בגיטין מפורש שבת קול יצאה ואמרה לו כן:",Bemidbar Rabbah 18:22
"<b>בריה פחותה </b>שלפי שהרשע הזה תלה הגדולה בעצמו לומר שכח ידו עשתה כל אלה. לזה הראה דינו בבריה פחותה שהקב""ה עושה שליחות ע""י הכל וכן כיוצא בזה נצחונו בישראל אינו בכחו ועוצם ידו ולא יתפאר הגרזן על החוצב בו (נזה""ק):",Bemidbar Rabbah 18:22
<b>בריה פחותה </b>דמעלנא אית לה ומפקנא לית לה. נמצא היא חסרה ביצירתה שלא נמצא בה סדר תקון דחיית המותר:,Bemidbar Rabbah 18:22
"<b>והיתה נכנסת לתוך כו' </b>כתב הבחיי סדר עקב הצרעה הוא מין זבוב ומטיל ארס. ואחז""ל שתי צרעות היו אחת בימי משה ואחת בימי יהושע. והיתה מכה בפניהם ומסמא עיניהם ולא היו יכולים להלחם ובאין ישראל והורגין אותם כו' ע""ש ועיין רש""י שמות כ""ג כ""ח ובסוטה ל""ז:",Bemidbar Rabbah 18:22
"<b>י""א הוא המטה שהיה ביד יהודה כו' ביד משה כו' ואותו המטה היה ביד כל מלך כו' ביד המשיח כו' </b>כל אחד אמר מה שהיה קבלה בידם ועיין בילקוט תהלים רמז תתס""ט:",Bemidbar Rabbah 18:23
<b>ועל מה עשה </b>לחתוך לכולם מקורה אחת:,Bemidbar Rabbah 18:23
<b>כבוד לאיש </b>כלו' למען השלום שלא יאמרו כו':,Bemidbar Rabbah 18:23
<b>גמל לכל מי </b>ויגמול דרש לשון גמול. ושקדים לשון שקידה ומהירות. לרמוז שיביא גמול על מי שהוא שוקד רעה על שבטו של לוי:,Bemidbar Rabbah 18:23
"<b>ואותו המטה כו' </b>זהו סיום על מה שאמר לעיל הוא המטה שהיה ביד יהודה וביד משה וכדאי' בילקוט תהלים הנ""ל:",Bemidbar Rabbah 18:23
"<b>אברהם מתרח כו' </b>כלו' ע""פ טבע המציאות מי יתן זה. כי הבן נתח מירך האב והיה צ""ל שוה בתכונתו. רק ה' אחד נתן בזה טבע מיוחד ע""ד הבא לטהר מסייעין אותו:",Bemidbar Rabbah 19:1
"<b>העה""ב מעה""ז </b>שבעוה""ז התאוות מתגרות ומתגברות והחומר סוכך על הנפש השכלי. ועכ""ז יוכל האדם להתגבר בשכלו ולקנות שלימות הנפש לעוה""ב בחיי העוה""ז. שעיקר קדושת מעלת העוה""ב אין זוכין אליה כי אם מתוך מעשה הטוב שאדם עושה בעוה""ז. כמו שאחז""ל מי שטרח בע""ש יאכל בשבת:",Bemidbar Rabbah 19:1
"<b>כגריס </b>חצי פול ועיין נדרים פ""ו מ""א:",Bemidbar Rabbah 19:1
<b>החיה </b>פי' המילדת:,Bemidbar Rabbah 19:1
<b>החיה טמאה כו' </b>מדרבנן שמא יוציא העובר את ראשו חוץ לפרוזדור והרי הוא כילוד ומטמא. והחיה סבורה שעדיין הוא במעיה ואתי לטהורי. והאשה טהורה עד שיצא הולד דהאשה מרגשת בעצמה כשמוציא ראשו חוץ לפרוזדור ולא אתי לטהורי (ברטנורה):,Bemidbar Rabbah 19:1
"<b>המת בבית </b>בתוך בטן האשה כי שם ביתו. והוא לשון הפייט של פרשת פרה. ומביא זה לכאן לפרש לשון הפייט ע""פ משנה הנ""ל. והוא פתיחה על פרשת פרה אדומה שמטהרת הטמאים ומטמאת הטהורים כדלקמן:",Bemidbar Rabbah 19:1
<b>אמרות ה' אמרות טהורות </b>הביא זה הפסוק לדרוש סיפא דקרא מזוקק שבעתים על הפרה כדלקמן. ואגב דריש ליה לכולה קרא:,Bemidbar Rabbah 19:2
"<b>שעיקם </b>ר""ל שמלבד שהאריך הכתוב עיקם לכתוב שלא כדרך דהיינו אשר איננה טהורה אשר לא טהורה היא שהיא השלילה מהטמאה. שהל""ל מן הבהמה הטמאה כי אורחיה בכתוב (רש""א):",Bemidbar Rabbah 19:2
"<b>ומן הבהמה אשר איננה טהורה </b>בזה הפסוק יש שתי תיבות מיותרים שהל""ל ומן הבהמה הטמאה:",Bemidbar Rabbah 19:2
"<b>ומן הבהמה אשר לא טהורה היא </b>בזה הפסוק יש ג' תיבות מיותרים דה""ל לכתוב ומן הבהמה הטמאה. והביא מקודם הפסוק שמיותר שתי תיבות ואח""כ הפסוק שמיותר ג' תיבות:",Bemidbar Rabbah 19:2
"<b>אף כשבא לפתוח בסימני כו' </b>דלא מיבעי בזכירת טומאה דמזדהר קרא אלא אפי' בסימניה שע""כ להזכירם מזדהר שלא לפתוח בהן. ומכאן ילפינן דהיכא דבעינן לומר ב' מילי ואיכא גנאי בחד מינייהו פותחין באידך משום פתח דברך יאיר וע' בפסיקתא רבתי:",Bemidbar Rabbah 19:2
"<b>תינוקות שהיו בימי דוד כו' </b>משום דהא דתורה נדרשת מ""ט פנים טהור ומ""ט פנים טמא נדרש מדכתיב מזוקק שבעתים. והכא עסקינן בהאי קרא מייתי לה הכא. ואגב זה מייתי ענין התינוקות ודרש בעליל מלשון עוללים. ומזוקק שבעתים על התורה שנדרשת במ""ט פנים כנ""ל ואע""פ כן כשסביב רשעים יתהלכון היינו הולכי רכיל. כרום נתרוממו האויבים והיה זלות לישראל (יפ""ת):",Bemidbar Rabbah 19:2
<b>נטר אורייתהון בלבם </b>פי' שמור התורה בלבם. דאי שמירת גופם. הרי הוא אומר תנצרם מן הדור:,Bemidbar Rabbah 19:2
<b>תנצרם מן הדור </b>בפסוק אי' תצרנו. פי' תנצרם מן הדור ההוא שלא ילכדו בעונם:,Bemidbar Rabbah 19:2
"<b>יוצאין למלחמה ונופלין </b>בימי שאול מיירי כדאמר בדב""ר פ""ה:",Bemidbar Rabbah 19:2
<b>ונופלין על שהיו בהם דלטורין </b>פי' בעלי לשון הרע:,Bemidbar Rabbah 19:2
<b>לבאים </b>שם משמות האריה:,Bemidbar Rabbah 19:2
"<b>שהיו להוטים אחר לש""ה. בני אדם שניהם חנית וחצים אלו אנשי קעילה שנא' (ש""א כ""ג) היסגרוני בעלי קעילה בידו וגו'. ולשונם חרב חדה </b>כצ""ל וכ""ה בתנחומא. ואע""פ שמסירתם לדוד ביד שאול נראה שמתוך האונס היה ששאול קבץ העם למלחמה לרדת קעילה לצור את דוד. מ""מ קרי להו שניהם חנית וחצים. דמן הדין אף שהם בסכנה אין למוסרו מכיון שאינו חייב מיתה:",Bemidbar Rabbah 19:2
"<b>סלק שכינתך מביניהם </b>שלשון הרע מסלק השכינה כדאי' בדב""ר פ""ה (יפ""מ):",Bemidbar Rabbah 19:2
"<b>סלק שכינתך </b>ומ""ש על כל הארץ כבודך. ה""ק אף בסלקך שכינתך לרקיע. כבודך נודע על הארץ:",Bemidbar Rabbah 19:2
"<b>למלחמה ונוצחין </b>שהרי אחאב היה מלך בכיפה כדאי' בפ""ק דמגילה:",Bemidbar Rabbah 19:2
"<b>למה מים </b>דלעולם אומרים הקל תחלה ואח""כ הקשה. או כך פי' דכיון דהיה מפרנסם באכילה ודאי שהשקם מים דלא יחיו בזולתם:",Bemidbar Rabbah 19:2
"<b>אלא שהיו המים קשים כו' </b>משום שבימי אחאב נעצרו הגשמים. וקאמר לה הכא לומר דכיון דמים קשים יותר מסתמא מיפרסמא מילתא כשיבקשם לכל כך נביאים וירגישו בדבר וילפינן דכ""ע ידעי ולא מפרסמי למלכא:",Bemidbar Rabbah 19:2
