Lekach Tov,Perek+Pasuk
"@55פס'. @11אם עולה קרבנו. @22@45(מד)@46 להביא עולת חובה שתהא כדין עולת נדבה. זכר. להוציא טומטום ואנדרוגינוס. תמים. @45(מה)@46 כשם שהקרבן שאם אינו תמים אינו לרצון כך האיש אם אינו כענין הזה אינו לרצון. תמים יקריבנו. תמים יקדישנו, רבי יוסי אומר תמים יקריבנו יבקרנו ויקריבנו. א""ר יוסי שמעתי בשוחט תמיד בשבת שאינו מבוקר חייב חטאת. ויביא תמיד אחר. ותנן נמי במסכת תמיד (פרק ג) נכנסו ללשכת הכלים הוציאו משם תשעים (ותשעה) [ושלשה] כלים כלי כסף וכלי זהב והשקו את התמיד בכוס של זהב אע""פ שהיה מבוקר מבערב היו בודקין אותו לאור האבוקות. אל פתח אהל מועד. מטפל בו ומביאו אל אהל מועד. יקריב אותו. שאם נתערבה עולה בעולה עולה בתמורה עולה בחולין. יקריב אותו. יכול אפילו נתערבה בפסולין תלמוד לומר יקריבנו. אוציא את שנתערב בפסולין שאינן כשרין ליקרב. ד""א יקריב אותו. מלמד שכופין אותו עד שיאמר רוצה אני שנאמר לרצונו לפני ה'. וכן אתה אומר בגיטי נשים כופין אותו עד שיאמר רוצה אני. לפני ה'. אע""פ שסמך מבחוץ יחזור ויסמוך מבפנים. @45(מו)@46 ותנן גבי תמיד כך היתה עקידתו ראשו לדרום ופניו למערב השוחט עומד במזרח ופניו למערב:",1:3
"@55פס'. @11וסמך ידו. @22ולא יד בנו ולא יד עבדו ולא יד שלוחו. על ראש העולה. ולא על הצואר ולא על הגב. עולה. @45(מז)@46 אחד עולת נדבה ואחד עולת חובה. ד""א העולה פרט לעולת העוף (שהרי בבקר וצאן שוה לבקר לשחיטה ולקבלה ולזריקה ולחלבים @45(מח)@46 ונרצה לו. מלמד שהקב""ה רוצה לו שמכפרת העולה על עשה ועל לא תעשה שיש בו קום עשה. ד""א ונרצה לו לכפר. אי זהו מכפר זה הדם. אין לי אלא טהור. טמא מנין ת""ל (שמות כט) ונשא אהרן את עון הקדשים. אי זה הוא עון הוא נושא עון טומאה שהותר מכללה בצבור (שנאמר (במדבר ט) איש איש כי יהיה טמא לנפש או בדרך רחוקה לכם או לדורותיכם ועשה פסח לה'. איש נדחה לפסח שני ואין צבור נדחין). (שם) לכל מתנות קדשיהם. לרבות הקומץ והלבונה ומנחת כהנים ומנחת כהן משוה ומנחת נסכים שהציץ מרצה. @45(מט)@46 דבר אחר ונרצה לו לכפר. לימד שאם עשה לסמיכה שירי מצוה מעלה עליו הכתוב @45(נא)@46 כאלו לא כיפר וכיפר כיפר גברא ולא כיפר קמי שמיא. והכי מפורש במסכת זבחים בפרקא קמא. לכפר עליו. ר' שמעון אומר @45(נב)@46 את שעליו כמשא חייב באחריותו. כגון נדר. דאמר הרי עלי נדר. ואת שאינו עליו משא אינו חייב באחריותו. כגון דאמר הרי זו דהיינו נדבה:",1:4
"@55פס'. @11ושחט את בן הבקר. @22כתיב וסמך וכתיב בתריה ושחט @45(נג)@46 מכאן אמרו תכף לסמיכה שחיטה. וכן תכף לנטילת ידים ברכה שנאמר (תהלים קלד) שאו ידיכם קדש וברכו את ה'. ותכף לגאולה תפלה (שם יט) ה' צורי וגואלי וסמיך ליה (שם כ) יענך ה' ביום צרה. ושחט. לימד ששחיטה בכל כשרה בזרים בנשים ובעבדים @45(נד)@46 ואפילו קדשים. את בן הבקר. בן הבקר לפני ה' ואין השוחט לפני ה'. והקריבו. זו קבלת הדם @45(נה)@46 לימד שתהא כשרה אלא בכהן כשר. ובכלי שרת שנאמר בני אהרן הכהנים. מה אהרן כשר אף בניו כשרים יצאו חללים ובעלי מומין. את הדם וזרקו את הדם מה תלמוד לומר הדם הדם שני פעמים להביא דם עולה שנתערב בשאר דמים @45(נו)@46 כגון דם בכור ומעשר ופסח. וזרק, יכול זריקה אחת ת""ל סביב. אי סביב יכול יקיפנו ת""ל וזרקו הא כיצד הפסק ד' מתנות. ד""א והקריבו בני אהרן את הדם שני פעמים שאם נשפך מן הכלי על הרצפה כשר אבל מן הצואר על הרצפה פסול. שנאמר ושחט. והקריבו זו קבלה שאם נתקבל ונשפך כשר. על המזבח סביב בזמן שהמזבח שלם שאם נפגמה קרנו של מזבח עבודתו פסולה. אשר פתח אהל מועד, מלמד שהמזבח לפני אהל מועד ומה אני מקיים ונתת את הכיור בין אהל מועד ובין המזבח @45(נז)@46 בבנין המזבח משוך כלפי דרום:",1:5
"@55פס'. @11והפשיט את העולה. @22יכול יהא מפשיט אבר אבר ומנתח ת""ל את העולה כולה מפשיטה ואחר כך מנתחה. ונתח. יכול יהא מנתח נתחיה לנתחים ת""ל אותה לנתחיה ואין נתחיה לנתחים כדמפורש במסכת תמיד(פ""ד מ""ב) חתך את הראש ונתנו למי שזכה בו ובית שחיטתו מלמעלה וכו'. @45(נז)@46 אותה לנתחיה הכשרה ולא הפסולה:",1:6
"@55פס'. @11ונתנו בני אהרן הכהן אש על המזבח. @22 @45(נח)@46 אמר רבי יודן מנין להצאת האליתא שלא תהא אלא בכהן כשר ובכלי שרת ת""ל ונתנו בני אהרן הכהן אש על המזבח. ד""א על המזבח @45(נט)@46 אמר רבי ישמעאל לימד על הצתת האש שלא תהא אלא בראשו של מזבח. הכהן בכיהונו לימד על כהן גדול שעבד בבגדי כהן הדיוט עבודתו פסולה. ד""א ונתנו בני אהרן הכהן אש על המזבח אע""פ שהאש יורדת מן השמים מצוה להביא אש מן ההדיוט. אש שירדה בימי משה לא נסתלקה ממזבח הנחשת עד שבאו לבית עולמים. אש שירדה בימי שלמה לא נסתלקה ממזבח הנחשת עד ימי מנשה בן חזקיהו. וערכו עצים על האש. לא האש על גבי עצים. אמר ר' שמעון מנין לרבות שני גזרי עצים @45(נט)@46 למערכה ת""ל וערבו עצים על האש:",1:7
"@55פס'. @11וערכו בני אהרן הבהנים את הנתחים. @22 @45(ס)@46 וערכו הכהנים בני אהרן שנים הכהנים שנים מלמד שהטלה היה קרב בששה כהנים. ה""א של הכהנים לרבות את הקרביים. את הנתחים מה תלמוד לומר את הראש ואת הפדר. פדר זה חלב שעל הקרב מלמד שהיה פורס את הפדר על בית שחיטת הראש מלמעלה וזהו כבודו כמפורש במסכת תמיד נטל את החלב ונתנו על בית שחיטת הראש מלמעלה. רבי חייא אומר מנין לשחיטה שהיא מן הצואר שנאמר וערכו בני אהרן הכהנים את הנתחים מה ת""ל את הראש אלא @45(ס)@46 ללמד שכבר הותז. על העצים אשר על האש @45(סא)@46 עצים הנתונים להיות אש. תנן התם (תמיד פ""ב) כל העצים כשרים למערכה חוץ משל זית ושל גפן מפני שהיין והשמן קרבין על גבי המזבח. הצילו הפירות את האילנות מיכן שהבן הטוב מציל את אביו מדינה של גיהנם. וכן מצאנו באברהם אבינו שהציל את תרח שנאמר (בראשית טו) ואתה תבוא אל אבתיך בשלום. מלמד שבישרו שיש לאביו חלק לעולם הבא. @45(סב)@46 ויש אומרים מפני ישוב ארץ ישראל לא היו מביאין עץ פרי. וכן היה רבי אלעזר מוסיף אף של חרוב ושל דקל. אבל באילו היו רגילין מורביות של תאנה ושל אגוז ושל עין שמן. ד""א @45(סג)@46 על העצים לימד (בה) [מה] מזבח משל צבור אף עצים ואש משל צבור שלא יהא נודר עולה ומביא אש ועצים עמה. ד""א על העצים אשר על האש שלא יהו גזרין יוצאין @45(סד)@46 חוץ למערכה:",1:8
"@55פס'. @11וקרבו וכרעיו. @22אלו הדקין. ירחץ במים. כל שהן. שאין צריכין מ' סאה. במים. להכשיר כל מים. @45(סה)@46 והקטיר יכול אע""פ פסול אע""פ פגול אע""פ נותר אע""פ יוצא. ת""ל המזבחה לא אמרתי שהציץ מרצה אלא כשהן בראש המזבח אבל כשהן למטה לא. את הכל לרבות את העצמות ואת הגידים והקרנים והטלפים והצמר שבראשי כבשים והשער שבזקן תישים ובלבד שלא פירשו אבל אם פירשו אע""פ שהן בראש המזבח ירדו. עולה לשם עולה. אשה לשם אשים. ניחוח לשם נחת רוח. לה' לשם מי שאמר והיה העולם:",1:9
"@55פס'. @11ואם מן הצאן. @22וא""ו מוסיף על ענין ראשון ולמה הופסק ליתן רוח למשה להתבונן בין פרשה לפרשה ובין ענין לענין. הדיוט מהדיוט על אחת כמה וכמה. מן הצאן קרבנו מן הכשבים או מן העזים פרט לזקן ולחולה @45(סו)@46 ולמזוהם. קרבנו להוציא את הגזל. כשבים ועזים להוציא את הכלאים. @45(סז)@46 לעולה לרבות תמורתה. זכר להוציא טומטום ואנדרוגינוס. תמים יקריבנו. תמים יקדישנו:",1:10
@55פס'. @11ושחט אותו על ירך המזבח צפונה. @22אותו בצפון ואין העוף בצפון. ר' אליעזר בן יעקב אומר אותו בצפון ואין הפסח בצפון. על ירך המזבח צפונה @45(סח)@46 הירך בצפון והפנים לדרום @45(סט)@46 לימד (שכשבים) [שהכבש] בדרום שנא' (יחזקאל מג) ומעלותהו פנות קדים שיהא פונה למזרח לימד (שהכשבים) [שהכבש] בדרום. המזבח צפונה לימד @45(ע)@46 שהמזבח ראוי להיות בצפון. דברי רבי יוסי. רבי יהודה אומר מחצי מזבח ולצפון בצפון מחצי מזבח ולדרום בדרום:,1:11
@55פס'. @11ונתח אותו לנתחיו. @22ולא נתחיה לנתחים. את ראשו ואת פדרו מלמד שהראש והפדר קודמין לכל האברים. וערך הכהן אותם כסדרן. על העצים אשר על האש @45(עא)@46 שלא [ישנה] בהם מקום מערכה:,1:12
"@55פס'. @11והקרב והכרעים ירחץ במים. @22בכל שהן. והקריב הכהן @45(עב)@46 את הכל לכבש. עולה הוא אע""פ שלא הפשיט ושלא נתח. לה' לשם מי שאמר והיה העולם:",1:13
"@55פס'. @11ואם מן העוף. @22עולה @45(עג)@46 אין זבחי שלמים. מן העוף ולא כל העוף אע""פ (שיש) [שאין] תמות וזכרות בעוף אבל נסמית עינה נקטעה רגלה יבש גפה פסולה שנאמר מן העוף ולא כל העוף. עולה קרבנו היחיד מביא עוף ואין צבור מביא עוף. @45(עד)@46 יכול כל עוף כולו יהא בשר ת""ל והקריב מן התורים או מן בני היונה ולא כל בני היונה פרט לתחלת הצהוב שבזה ושבזה. מאימתי תורין כשרין משיזהיבו. ומאימתי בני יונה פסולין משיצהיבו. מפני מה תורין גדולין כשרין שכיון שאבד זוגו שוב אינו מזדווג לזוג אחר @45(עה)@46 אבל היונה היא פותה אין לה לב לפיכך קטנים כשרים קודם שיזדווגו:",1:14
@55פס'. @11והקריבו הכהן. @22אפי' פרידה אחת. ומלק את ראשו. מלמד שלא תהא מליקה אלא בכהן. אמר ר' עקיבא אומר אני וכי עלה על דעתך שזר מקריב על גבי המזבח אם כן למה נאמר והקריבו הכהן אל המזבח ומלק שלא תהא מליקה @45(עו)@46 אלא בעצמו של כהן. ומלק את ראשו ממול העורף והקטיר המזבחה מה מצאנו בהקטרה הראש לעצמו והגוף לעצמו אף מליקה הראש לעצמו והגוף לעצמו. ונמצה דמו כולו אוחז בגוף ובראש וממצה משניהם על קיר המזבח. כיצד (עולה) [עושה] עולה לכבש ופונה לסובב בא לו לקרן דרומית מזרחית היה מולק את ראשה ממול ערפה ומבדיל ומוצה דמה על קיר המזבח ואם עשאה @45(עז)@46 למטה מרגליו @45(עז)@46 אפי' אמה אחת פסולה:,1:15
