number,name,text
198,"
ר' יעקב צבי מקלנבורג (הכתב והקבלה), קניגסברג (1865-1765)
","
רב בקהילת קנגיסברג. 
ניהל מאבקים בתנועת הרפורמה שהתהוותה בגרמניה בתקופתו.
פירושו לתורה ""הכתב והקבלה"" משלב פרשנות מסורתית (ומרבה לצטט את הגר""א ואת שד""ל) עם ביאורים לשוניים מקוריים.
הספר שנדפס לראשונה בשנת 1839, יצא במהדורה חדשה ומורחבת ע""י אברהם ברלינר, בשנת 1880.
 
עוד כתב:
""עיון תפילה"" – פירוש על התפילות שנדפס עם פירוש ""דרך החיים"" לרבי יעקב מליסא.הסכמה ל""דרישת ציון"" ספרו של ר' צבי הירש קלישר.
 
ליקט וכתב: יוחאי עופרן
"
199,"
ר' אברהם ברלינר, פרוסיה-גרמניה (1833-1915)
","

תיאולוג והיסטוריון גרמני, למד באוניברסיטאות לייפציג וברלין ולימד בסמינר לרבנים בברלין כפרופ' לתלמוד ולהיסטוריה וספרות יהודית.
יחד עם רד""צ הופמן ערך מגזינים יהודיים בגרמנית.
עיקר פרסומו בנסיון החשוב שעשה ליצירת מהדורה מדעית של פירוש רש""י לתורה, מהדורה המתבססת על למעלה ממאה כתבי-יד וספרים מודפסים רבים, אליהם הוסיף ברלינר מראי מקומות למקורותיו של רש""י והערות חשובות אחרות.
מהדורתו פורסמה לראשונה בברלין תרכ""ז. מהדורה שנייה, עם הוספות חשובות (אך גם עם השמטות של הערות מן המהדורה הראשונה), יצאה לאור בפרנקפורט תרס""ה ונדפסה במהדורת צילום בירושלים תשכ""ב.
באסופה ""כתבים נבחרים"" ניתן להכיר לעומק את מחקריו ועמדותיו ההגותיות, למשל, את התנגדותו החריפה למנהג הכפרות ודרישתו להוציא את 'סדר הכפרות' מהסידורים. לטענתו מנהג הכפרות שימש את פרופ' פראנץ דיליטש לחיזוק הדוגמה הנוצרית בדבר ייסורי כפרה והתפיסה שמותו של ישו נועד לכפר על חטאי אחרים (חלק א, עמ' 40).
 
עוד על אודותיו
 
כתיבה: יוחאי עופרן
"
200,"
ר' משה זיידל (רמ""ז), ישראל (1887-1979)
","
רב, בלשן וחוקר מקרא (ד""ר), מתלמידיו המובהקים של הראי""ה קוק.
נמנה עם מקימי ""סמינר אפרתה"" והיה שותף להקמת המפעל הפרשני החשוב ""דעת מקרא"" ושימש כיועץ למערכת.
אחרי שמילא כרסו בש""ס ופוסקים פנה, בעידודו של הרב, ללימוד פילוסופיה, שפות שמיות וספרותן ו""האקונומיה הלאומי"" (כמצויין באגרות הראי""ה).
 
בין ספריו המפורסמים: ""חקרי לשון"" ו""חקרי מקרא"". 
"
201,"
ר' יצחק יוסף בן-ציון ויינקאפ (פירוש מדעי), אמסטרדם (המאה ה-19)
","
רב ודיין באמסטרדם במחצית שניה של המאה ה-19. 
נמנה עם פרשני ה""פירוש מדעי"" - מפעלו של חוקר המקרא אברהם כהנא. במסגרתו כתב את הפירוש לספרים: הושע, יואל, עובדיה ומיכה.
 
בין חיבוריו: 
ספר על הדקדוק העברי, תשובה הלכתית בענייני מקוואות שנדפסה תחת השם ""ספר מים זכים"", וכן מאמר בשם ""דרכי הנסיגה"" ובו הוא מסביר ""מתי יסגו הטעמים אחור מפני קרבת טעם אחר ומתי יעמדו על מקומם"".
 
כתיבה: יוחאי עופרן
 
בנו של הרב ויינקופ, דוד יוסף (wijnkoop), התפרסם אף יותר מאביו בשל פעילותו הציבורית שבשיאה עמד בראש המפלגה הקומוניסטית באמסטרדם ואף התפלמס עם ולדימיר איליץ' לנין.
"
202,"
ר' משה אלמושנינו, סלוניקי (1518-1581)
","
איש אשכולות וידען מופלג, רופא בהכשרתו, שעסק בפרשנות המקרא.
בקיאותו בתחומי ההלכה, המדעים והפילוסופיה וכן שליטתו במספר שפות - הביאו אותו לכהן כנציג יהדות סלוניקי בפני השלטונות, בקושטא.
כתב ספרים בשלל תחומים ובשפות שונות (עברית, ספרדית ולאדינו, וכן תרגם ספרי מדעים מיוונית, מרומית ומערבית). את ספרו ""ריגימינטו די לה וידה"" (""הנהגות החיים"") הקדיש לבן-אחותו הנסיך דון יוסף נשיא.
בין ספריו העבריים: ""תורת משה""- פירושים למקרא;""תפילה למשה""- פירוש התפילות;""ידי משה""- פירוש למגילות;""פרקי משה"" - על פרקי אבות;""מאמץ כח"" - קובץ ובו עשרים ושמונה דרשות;
בנוסף לכך חיבר פירוש על רש""י ואבן עזרא על התורה, כתב חידושים על התלמוד, וכן פירושים לכתבי אריסטו ואלגזאלי.
"
203,"
ר' מרדכי לוונשטיין (נפש הגר), וילנה - קורלנד, לטביה (נפטר ב~1910)
","
מחבר ספר ""נפש הגר"".
בהיותו ילד קטן נפטר אביו, ר' צבי הירש, שהיה שליח הציבור של ביהכ""נ הגדול של וילנה. לאחר פטירתו מינתה הקהילה המקומית את בנו, ר' יואל דוד, להחליפו כחזן והוא גם גידל את אחיו הקטנים מרדכי וברוך-בנדט.
בדומה לאב גם האח נפטר בגיל צעיר (35) לא לפני שהספיק להקנות לאחיו השכלה תורנית רחבה ולשלחם אל טובי המלמדים המצויים באזור.
 
בספרו ""נפש הגר"", אותו השלים לעת זקנתו בשנת תרס""ג, מבאר המחבר את הארמית שבתרגומו של אונקלוס ומשווה בינה לבין הארמית החזלי""ת. לספר מצורף קונטרס-מבוא בשם ""מדרכי התרגום"" (ע""ש המחבר) בו מוצגים כללי התרגום לפי סדר אלפאביתי.
 
לקריאה בספר ""נפש הגר"" באתר HebrewBooks
"
204,"
ר' יהושע פלק כ""ץ (סמ""ע), פולין (1550-1614)
","
מראשוני פרשני השולחן ערוך בפולין במאה ה-17, תלמידם של המהר""ל ושל המהרש""ל.
חיבורו ""ספר מאיר/ת עיניים"" (הסמ""ע) שנדפס בשנת 1607 עוסק במחלוקות בין השו""ע והרמ""א. כתב גם חיבורים הלכתיים על טור יורה דעה של ר' יעקב בן הרא""ש בשם ""דרישה"" ו""פרישה"". כתביו נדפסו בקובץ אחד אותו כינה ""בית ישראל"", כאות הוקרה לחותנו ר' ישראל איידלס שתמך בו כלכלית.
חיבורים נוספים מפרי עטו בתחומי האסטרונומיה, הפילוסופיה והקבלה לא הגיעו לדפוס. 
ר' יהושע פלק תיקן מספר תקנות הלכתיות שאפשרו ליהודים להשתלב בעסקי המסחר בפולין. המפורסמת שבהן היא תקנת ""היתר עסקא"" עליה נסמכים יהודים בכל העולם גם בימינו.
 
עוד על אודותיו באתר JewishEncyclopedia
 
ליקט וכתב: יוחאי עופרן
"
205,"
ר' שלמה  לוריא (מהרש""ל), ליטא-פולין (1510-1573)
","
מגדולי הפוסקים באשכנז.
כתב ספרים רבים, מרביתם בנושאי תלמוד והלכה (המפורסם שבהם הוא ""ים של שלמה"").בספרו ""יריעות שלמה"" הוא מגיה ומבאר את דברי רש""י על התורה ומתמודד עם קושיותיו של הרא""ם.   
 
למידע נוסף על אודותיו ראו ויקיפדיה.
"
206,"
ר' יששכר דוב ליטויער (דעת יששכר), ליטא-הונגריה 
","
מחבר פירוש ""דעת יששכר"" (במקומות אחדים נדפס הספר בשם ""אהל יששכר"").
עיקר הפירוש מתייחס לדברי רש""י. הוא משלים את עבודתו של ה""שפתי חכמים"" במקומות שלדעתו היא חסרה ואף משיג על דבריו. עוד הוא מלקט מדברי הפרשנים ומוסיף פרפראות ופרשנויות משלו.
מלבד חיבורו זה הותיר אחריו את מחברת ""תלאות המורים"" אשר כשמה מספרת את קשייו של המחבר בתפקידו כ""מלמד"" - מורה של ילדי הגבירים - בקהילת מישקאלץ. בין היתר הוא מתאר כיצד הלינו את שכרו בגין הכאת ילדים וכיצד הפך למורה בשנית לאחר שכשל בכל נסיונותיו למצוא פרנסה בתחומים אחרים.
אגרות שכתב (חלקם בענייני אמונה וחלקם בענייני ציבור) קובצו ונדפסו תחת השם ""אגרות יששכר"" (למברג תקפ""ו).
 
ליקט וכתב: יוחאי עופרן
"
207,"
וילהלם גזניוס, גרמניה (1746-1842)
","
בלשן גרמני, שנחשב בחברה הנוצרית כמומחה לעברית. חיבר מילון (לקסיקון) עברי, וכן לקסיקון לתנ""ך, במילונים אלו הוא מרכז את הידע שהצטבר בבלשנות השמית.
""מילון היד"" של גזניוס זכה למהדורות רבות, ובתוכן מהדורת ""בראון דרייוור ובריגס"" (B.D.B.) באנגלית.
עוד על אודותיו באתר bartleby ובויקיפדיה.
"
208,"
ארנסט פרידליך קרל רוזנמילר, גרמניה (1768-1865)
","
תיאולוג ומזרחן נוצרי גרמני.
 
קראו על אודותיו ב-JewishEncyclopedia
"
209,"
ר' שמואל יפה אשכנזי (יפה תואר), תורכיה (1525-1595)
","
מרבני קושטא. מחבר פירוש ""יפה תואר"" על מדרש רבה.
יש הסבורים שהוא בן דודו של ר' מרדכי יפה בעל הלבושים, ושל ר' שמואל יפה אחר - אביו של ר' יואל סירקיס (הב""ח).
בין רבותיו נמנו ר' שלמה אלקבץ (מחבר הפיוט ""לכה דודי"") והמהר""י בן לב. 
ב-1564 נתמנה לרב של כמה קהילות באיסטנבול (שנקראה אז קושטא), ואפשר שגם עמד בראש ישיבה מקומית. היה בין הרבנים שחתמו על פסק הלכה חשוב בנוגע להלוואה בריבית. 
ר' שמואל לא הצליח לגייס את הכסף הדרוש להדפסת כל כתביו וחלק מהם נדפסו רק לאחר מותו. היה זה נכדו, ר' מנחם, אשר לקח על עצמו את משימת ההבאה לדפוס ולשם כך נדרש להפליג עד ונציאה. לפי עדותו של ר' מנחם הכתבים כמעט ונכחדו לאחר ששודדים השתלטו על הספינה, ניתבו אותה אל האי רודוס, ובבזזו את כל הרכוש שהיה עליה. רק בדרך נס ניצלו הכתבים, והגיעו בסופו של דבר לדפוס. 
 
מחיבוריו: 
שו""ת ""בית דין יפה"" (הקובץ נכחד ואינו מצוי בידינו, אך תשובות הלכתיות שלו נדפסו גם בקבצים של פוסקים אחרים) 
פירוש ""יפה מראה"" על האגדות שבתלמוד הירושלמי.פירוש ""יפה ענף"" על מדרש רבה לחמש מגילות.פירוש ""יפה נוף"" על מדרש ספר שמואל.פירוש ""יפה קול"" על מדרש שיר השירים.
"
210,"
ר' מרדכי ברויאר, גרמניה-ישראל (1921-2007)
","
חוקר נוסח המקרא, אבי שיטת הבחינות.חתן פרס ישראל בתחום התרבות התורנית (תשנ""ט).
נצר למשפחה תורנית מבוססת. אבי סבו - הרש""ר הירש - היה מייסד אסכולת ""תורה עם דרך ארץ"" ומנהיג הזרם הניאו-אורתוכסי במאה ה-19, ואילו דודו - ר' יצחק ברויאר - היה מחשובי הוגי הדעות של היהדות האורתודוכסית בגרמניה.
 
עוד על אודותיו
"
211,"
ר' יעקב ריישר (עיון יעקב), מיץ (1661-1733)
","
מרבני גליציה במאות ה-17 וה-18.
נולד בפראג לאביו יוסף בעל ה""גבעות עולם"", ולמד בישיבה המקומית.
את השם ריישר קיבל בעיר ז'שוב אשר כונתה בפי היהודים ריישא, בה כיהן כרב העיר. מאוחר יותר עבר לאנסבך משם לוורמיזא ואח""כ לעיר מץ בה נפטר ונקבר.
 
בין חיבוריו:
""מנחת יעקב"" - על ""תורת החטאת"" של הרמ""א.""עיון יעקב""- חיבור על האגדות שב""עין יעקב"".""פאר יעקב""- חידושים על הש""ס.""חוק יעקב""- חידושים על ה""שלחן ערוך"".""שבות יעקב"" - חיבור המוקדש לענייני הספק ולעיקרון ההלכתי ""מיגו"".
 
ליקט וכתב: יוחאי עופרן
 
"
212,"
פלוני  אלמוני (יא""ר),  
","
פירוש אנונימי לתרגום אונקלוס של פרשן קדום.
יש הסבורים כי הוא נכתב ע""י ר' עזריאל דאיינה (מרבני איטליה, נפטר בשנת 1536- רצ""ו) או ע""י בנו ר' יעקב.
הכינוי ""יא""ר"" הומצא על ידי שד""ל- שכן כך הוא פיענח (בטעות) את השנה בה נכתב החיבור (רי""א) מאוחר יותר נתגלה גם שמו המקורי של החיבור - ""פתשגן"".
החיבור נדפס בחומש ""נתינה לגר"" (וילנה תרל""ד) בתוספת הקדמה מאת ר' נתן אדלר.
 
עוד על זהות המחבר במאמרו של א' שישא, צפונות ז' (תש""ן) עמ' סו-ע.
 
 
"
213,"
ר' שמשון ברוך שפטל (ביאורי אונקלוס), ברסלב-פוזנא (1813-1885)
","
נולד בברסלאו ובשנת תר""ח (1848) היגר לפוזנא ושם הקים משפחה.
למרות טרדות הפרנסה ועבודתו כסוחר, הקדיש זמן רב ללימוד תורה ורכש בקיאות גדולה ב""מדרשי חז""ל, ספרי חכמי ישראל, חכמי האומות, ידיעת לשון ארמית וסורית ומסורת התרגום"", כך מעיד עליו חתנו פרץ פרלס.
ספרו ""ביאורי אונקלוס"" יצא לאור לאחר מותו ע""י האחרון.
 
קריאה בספרו ""ביאורי אונקלוס"" מתוך אתר hebrewbooks
  
"
214,"
ר' שבתי כהן (הש""ך), פולין (1623-1663)
","
מחכמי ההלכה בפולין במאה ה-17.
למד בישיבות בקרקוב ובוילנה. בגיל 24 כתב את חיבורו הגדול ""שפתי כהן"" (ש""ך), אשר הוא פירוש על חלק ""חושן משפט"" של השלחן ערוך.
הספר כתוב בלשון ברורה והוא מציג מגוון דעות הלכתיות אך נוטה תמיד לפסוק כדעה ה""הגיונית"" וכדעות המזוהות כ""פשט גמרא"".
"
215,"
ר' יעקב פידאנקי, ספרד-אנגליה (נפטר ב-1701)
","
פרשן ספרדי, שימש דיין בקהילה הספרדית בהמבורג ובלונדון.
הוא ובנו אברהם היו מראשי המתנגדים לחכם שלמה אאיליון וביקשו למנוע את מינויו של האחרון לרב קהילה בלונדון בגין ""נטיותיו השבתאיות"".
הביא לדפוס מחדש את פירושו של ר' יצחק אברבנאל והוסיף את ""תוספת הרי""ף"" - ביאורים והרחבות על פירושו לנביאים ראשונים. בנוסף לכך, ההדיר והוציא מחדש לאור את ספרו של ר' שלמה אבן-מלך ""מכלל יופי"".
 
ליקט וכתב: יוחאי עופרן
"
216,"
ר' עזריה  מן האדומים (מאור עיניים), מנטובה, איטליה (1513~1578)
","
				
				קרא על אודותיו בויקיפדיה.
			"
217,"
ר' יצחק אליהו  לנדא (ברורי המידות), וילנה 
","
נודע גם 'המגיד מווילנא'.
כתב את ""בירורי המידות"" ואת ""מיצוי המידות"" על המכילתא דר' ישמעאל (מהדורה שצונזרה). 
ופירושים נוספים שנדפסו בסידור ""אוצר התפילות"" (כגון ""דובר שלום"" ו""אחרית לשלום""???).
 
בין ספריו:
כפליים לתושיה- ביאור על תהלים
לשמוע בלימודים - על אגדות הש""ס
מענה אליהו - על תנא דבי אליהו
וכן ספר בשם ""שנים קדמוניות"".
 
"
218,"
ר' מנשה גרוסברג (חצי מנשה), טרסטינה (פולין) (תחילת המאה ה-20)
","
רב מלומד ובקי שהצטיין בעבודת עריכה והגהה. כתב מבואות והקדמות לחיבורים מוכרים והעמיד אחריו ספרי מפתחות ואינדקסים.
ספרו ""חצי מנשה"" (לונדון 1901) הוא קובץ פירושים של חכמי ספרד, צרפת ואשכנז (מתוך כתבי-יד: לונדון, ליידן, אוקספורד, מינכן). 
לקריאה בספר.
 
בין ספריו: 
""דגל מנשה"", ""שבט מנשה"" ו""אלפי מנשה"", וכן ספרי שו""ת: ""ראש מנשה"", ""גבול מנשה"", ""לבני מנשה"",""חבל מנשה"" (הגהות על 'הלכות ארץ-ישראל' המיוחס לבעל הטורים, 'ספר רפואות' ו'ספר ההשלמה', ובו הוא מונה את על ההלכות המוגדרות ""הלכה למשה מסיני""), ו""מטה מנשה"" (על קידוש החודש).
עוד הוציא לאור מהדורה של ""מגילת תענית"". 
 
"
219,"
ר' בן ציון יהודה ברקוביץ (עוטה אור), וילנה (1803-1879)
","
פרשן אונקלוס.
כתב את החיבורים ""עוטה אור"", ""לחם אבירים"", ""לחם ושמלה"", ""שמלת גר"", ""חליפות שמלות"" ו""אבני ציון"" (תוספת לחיבור של ר' נתן אדלר ""נתינה לגר"").
מאמרים נוספים שכתב נתפרסמו בכתבי העת ""פרחי צפון"", ""כרמל"", ""אוצר חכמה"" ו""המגיד"".
 
עוד על אודותיו באתר JewishEncyclopedia.
 

כתיבה: יוחאי עופרן
"
220,"
ר' אליהו בחור (המתורגמן), ניישטאדט - ונציה (1468-1549)
","
בלשן ואיש ספר, מחבר ספרים רבים בענייני דקדוק ולשון. 
נודע גם כאליהו לוויטא, כ""אשכנזי"" (ע""ש מוצאו), וכ""תשבי"" (ע""ש אחד מספריו).

את הכינוי ה""בחור"" קיבל בעקבות ספר בשם זה (בשמו הרשמי ""דקדוק אליהו""), אשר תורגם לרומית וזיכה אותו בפרסום רב. ר' עזריה מן האדומים מכנה אותו ""המדקדק הגדול בדורנו"".
 
רכש את השכלתו בגרמניה ומאוחר יותר באיטליה, שם למד יוונית ומדעים ולימד לשון עברית.

שימש מורה לחכמי אומות העולם שביקשו להתוודע ליהדות (דוגמת מרטין לותר). ועל כך זכה לקיתונות של ביקורת מאחיו היהודים.

 
בין ספריו:
""תשבי"" - פירוש ל-712 ביטויים חזליי""ם (תשב""י בגימטריה) וזיקתם ליוונית ולרומית.
""מסורת המסורת""- על ענייני נוסח המקרא, הניקוד והטעמים. ""ספר איוב""- מתורגם בחרוזים ללשון אשכנז.
""ספר תהילים"", מתורגם ללשון אשכנז.
""ספר ההרכבה""- על מילים זרות והטיותיהן (תורגם לרומית).
""פרקי אליהו"" / ""פרקי שירה"" - 13 שירים מבוארים, בצירוף כללי הדקדוק והניקוד. ""טוב טעם""- על טעמי המקרא.
""שמות דברים""- אוצר השמות שבלשון הקודש.
""הזכרונות""- קונקורדנציה לכתבי הקודש.
""המתורגמן""- ביאור המילים הארמיות שבתרגומי המקרא.עוד ועוד על אודותיו.
 


כתיבה: יוחאי עופרן
"
221,"
פרופ' יצחק היינמן, גרמניה-ירושלים (1876-1957)
","
חוקר ספרות חז""ל והספרות ההלניסטית, חתן פרס ישראל למדעי היהדות (התשט""ו).
בהיותו בן 40 הצטרף לסגל המורים של הסמינר לרבנים בברסלאו, וב-1930 נתמנה כמרצה להיסטוריה הלניסטית באוניברסיטת ברסלאו.
לאחר עלותו לישראל שימש כמרצה באוניברסיטה העברית.
 
בין ספריו ומחקריו:
""טעמי המצוות בספרות ישראל"", ""דרכי האגדה"", ""הלך הרעיונות של ספר הכוזרי"", וכן ערכים שונים באנציקלופדיה המקראית.
בנוסף לכך, תרגם לעברית את אגרותיו של הרש""ר הירש.
 
 
"
222,"
מוריס סמואל, רומניה-בריטניה-ארה""ב (1895-1972)
","
סופר יהודי-אמריקני.
ספריו עסקו בעיקר בתפקידה ההיסטורי של היהדות וביחסה לדתות המונותואיסטיות השונות, ובמיוחד לנצרות. עם זאת, כתב גם ספרי מדע ביוני.
(בכתביו הציג את התיאוריה לפיה שנאת הנוצרים ליהודים אינה בגין רצח ישו אלא בגלל שהביאו אותו לעולם).
בין ספריו שתורגמו לעברית: ""דמויות מספר הספרים"", ""ואנכי לא ידעתי"", ""עבותות שטניים"".
 
עוד על אודותיו
 
ליקט וכתב: יוחאי עופרן
"
223,"
ז'אן אסתרוך, צרפת (1684-1766)
","
פרופסור לרפואה במונפלייה ופאריס שעיסוקו הצדדי היה חקר התנ""ך. נחשב ל""אבי תורת התעודות"".
אסתרוך, שאביו היה כומר פרוטסטנטי - בן למשפחה של יהודים מומרים, היה הראשון שהשתמש בטכניקות של ניתוח טקסטואלי - אשר מיושמות בדרך כלל על יצירות חילונית - על כתבי הקודש.
בשנת 1753 פרסם בעילום שם את הספרון: ""השערות על הרשימות המקוריות שכפי הנראה השתמש בהן משה בכדי לחבר את ספר בראשית"". ספרון זה היווה נדבך מרכזי בהתגבשות ""תורת התעודות"" שכן ההשערות שהציע בו שימשו את החוקר הגרמני יוליוס ולהאוזן כשניסח את השיטה שנודעה כ""ביקורת המקרא"".
עוד על אודותיו בויקיפדיה (באנגלית).
 
ליקט וכתב: יוחאי עופרן
"
224,"
קרל (פול) קספרי, גרמניה- נורווגיה (1814-1892)
","

תיאולוג גרמני-נורווגי ניאו-לותריאני.
נולד בגרמניה למשפחה יהודית.
בהיותו בן 20 עבר ללייפציג שם למד ערבית ופרסית. במהלך לימודיו כתב ספר-דקדוק-ערבי שהפך פופלארי בין לומדי השפה.
ב-1838 הושפע מחבריו ללימודים, אימץ השקפה נוצרית והמיר את דתו (והוסיף לשמו את השם 'פול').
בחלוף ארבע שנים הפך לדוקטור לפילוסופיה באוניברסיטה המקומית, וב-1847 הוזמן לנורווגיה, ללמד מקרא באוניברסיטת כריסטיאנה, וקבע את מושבו שם.
כעבור עשור נתמנה לפרופסור ובמקביל החל לעסוק בפעילות מיסיונרית.
עיסוקו בחקר שרשיה של האמונה הנוצרית המקודמת הוביל להתהוותה של דיסציפלינה מחקרית חדשה.
כתב ספרים ומאמרים רבים על ספרי המקרא.
 
ליקט וכתב: יוחאי עופרן
עוד על אודותיו באתר של מרכז קספרי
 
"
225,"
ר' יהודה ליב קרינסקי (קרני אור), מינסק (נפטר בתחילת המאה ה-20)
","

נדבן יהודי, פרשן הראב""ע.
נצר למשפחת רבנים מזרח-אירופאית, מרבית חייו התגורר במינסק אך תקופה מסויימת חי בסלוצק שם הרויח את הונו מסחר בעצים. כשהתעשר העניק תמיכה כלכלית לתלמידי חכמים.
 
חיבורו הגדול כולל שני פירושים:
1. ""יהל אור"" - בו הציג פתרון לחידות והמליצות של ר' אברהם אבן עזרא.2. ""קרני אור"" - בו ציין את מקורות חז""ל עליהם נסמך אבן עזרא בפירושו.
החיבור נדפס לצד תרגום אונקלוס ופירושי רש""י וראב""ע ב""חומש מחוקקי יהודה"" - בצירוף הסכמות של גדולי הרבנים באזור. החומש יצא לאור בפייטרקוב וילנה בשנים תרס""ז-תרפ""ח, וזכה לפופולאריות רבה בקרב משכילים יהודים (הוא נדפס שנית במהדורת צילום בבני ברק בשנת תשכ""א).
 
עוד על אודותיו באנציקלופדיה ספרינקו.
 
ליקט וכתב: יוחאי עופרן
"
226,"
ר' יצחק מלר (עזרה להבין), בסראביה (המאה ה-19)
","
פרשן הראב""ע.
התגורר בעיירה לביניץ ושימש כרב במספר קהילות בבסראביה (כיום מולדובה). מלבד השכלתו התורנית רכש גם השכלה מדעית רחבה בעיקר בתחום המתמטיקה והגיאומטריה.
בחיבורו הגדול הוא מבקש להציע ""ביאור נכון ומספיק על הפירוש היקר והחביב על כל אחינו בית ישראל"", פירושו של ר' אברהם בן עזרא - ועל כן קרא לחיבור ""עזרה להבין"".
יחד עם ספרו זה נדפס גם ספר הביאורים ""אור הגנוז"" אשר הוא ביאור לפירוש ה""אור החיים"".
"
227,"
וילהלם רודולף, גרמניה (1891-1987)
","
חוקר מקרא גרמני.
 
עוד על אודותיו (בגרמנית).
 
"
228,"
פרופ' בנימין דה-פריס, הולנד-ישראל (1905-1966)
","
חוקר תלמוד והלכה, כיהן כפרופ' באוניברסיטה העברית.
נמנה עם יועצי הפרוייקט הפרשני ""דעת מקרא"".
עסק רבות בשאלה כיצד ללמד תלמוד בבתי-הספר בישראל וכתב מספר מאמרים בנושא.
 
בין ספריו: 
מחקרים בספרות התלמוד,מבוא לתלמוד ולהלכה, תולדות ההלכה התלמודית.
בנוסף לכך כתב עשרות מאמרים וגם מספר ערכים באנציקלופדיה העברית.
"
229,"
ר' אברהם מוריץ סילברמן, הונגריה-אנגליה (1889-1939)
","
מילונאי, מתרגם ומו""ל.
נולד בהונגריה, והוסמך לרבנות בסמינר הרבנים בברלין, אך לא תפקד כרב קהילה. 
בברלין הוציא לאור מהדורות צילום של התלמודים ושל מדרשים שונים ובמקביל שקד (בשיתוף עם בלשנים נוספים) על כתיבת מילונים: מילון גרמני-עברי עברי-גרמני וכן מילון עברי-אנגלי-גרמני למונחי התלמוד.
באמצע שנות ה-20 של המאה העשרים העתיק מושבו לאנגליה שם ניהל את בית הדפוס של שפירו ולנטיין ושות', ושם גם פרסם תרגום לאנגלית של פירוש רש""י לתנ""ך שתרם תרומה חשובה להנגשת הפירוש ליהודים דוברי אנגלית.
נוסף על כך כתב גם הגדה פופלארית לילדים וערך את ""האנציקלופדיה היהודית של ולנטיין"" (1938).
 
כתיבה: יוחאי עופרן
"
230,"
ר' מנחם די לונזאנו (אור תורה), איטליה-ירושלים (1550-1623)
","
רב בלשן ומשורר, ככל הנראה ממוצא איטלקי, מרבית חייו התגורר בירושלים.
כבר בילדותו התייתם משני הוריו וגם בהמשך חייו ידע סבל רב, עוני ומחלות, (ראה עמ' 81 בספרו). בעקבות בגידה של חברו גדליה קורדוברו הוא נאלץ לעזוב את ירושלים ולגלות לקונסטנטינופול (איסטנבול), שם למד אצל ר' שמואל ממודינה.
כעבור שנים אחדות חזר לירושלים, אך מאחר שנתקשה לפרנס את עצמו עזב אותה בשנית, הפעם לאיטליה.
בהגיעו לאיטליה, משותק בשתי רגליו ועיוור בעין אחת, נשא שתי דרשות באחד מבתי הכנסת המקומיים. די היה בדרשות אלו כדי לחשוף את בקיאותו ואת ידיעותיו העצומות. הקהל הנלהב גייס את הכסף הדרוש כדי לסייע לרב הקשיש לשוב לארץ-ישראל, לעיר הקודש.
ללונזנו היו שלושה בנים (אחד נפטר בצעירותו), ונכדתו נישאה לר' דוד קונפורטי.
 
בספרו ""שתי ידות"" (ניתן לצפיה גם בארכיון הספריה הלאומית), מרוכזים החשובים שבמאמריו על השירה והלשון העברית. הספר מורכב משתי ""ידיים"", ""יד עני"" ו""יד המלך"". כל יד מכילה חמש ""אצבעות"", חמישה חיבורים אשר כל אחד מהם מוקדש לנושא אחר.
האצבע הראשונה, למשל, ""אור תורה"" היא הגהות ותיקונים למקומות בהם נשתבש נוסח התורה, (את מלאכתו השלים ר' ידידיה מנורצי, בעל מנחת שי, שהרחיב את התיקונים גם לספרי הנ""ך. הגהות אלה של בעל מנחת שי נתקבלו אחר-כך ברוב עדות ישראל).
האצבע השניה היא ""ספר המעריך"" - תוספת לספר ""הערוך"" (לר' נתן מרומי), שבו ביאור לביטויים מלשון חז""ל, כגון שמות של מקומות, מוצרי מזון ותעשייה, מונחי רפואה ועוד.
יתר האצבעות של ב""יד עני"" הן:""עבודת מקדש"", ""דרך חיים"", ו""טובה תוכחת"".
""יד המלך"" מוקדשת כולה למדרשים והיא כוללת את האצבעות:""אגדתא דבראשית"", ""תנא דבי אליהו"", ""מדרש אגור"", ""אבות דר' נתן, מסכת דרך ארץ, אותיות דר' עקיבא"", ""תשלומין"". 
בדומה לר' אליעזר מגרמיזא בעל ""הרוקח"", גם ספרו של מהר""ם די לונזאנו מהווה מקור בלעדי למדרשים שלא נשתמרו ואינם מופיעים בשום מקום מלבד בכתביו. 
עוד מספריו: - ""עמר מן"" - ביאור מאמר ה""אדרא זוטא"" שבספר הזוהר. (על ספר זה נכתב ספר השגות בשם ""ספר בן-דוד"", לר' נפתלי בן דוד).
- ""עדי זהב"" - השגות על ה""לבוש"" לר' מרדכי יפה.
- ""אמרי אמת"" - חיבור קבלי על ר' חיים ויטאל.
- ""הלכות פורים משולש"".
 
עוד אודותיו באתר JewishEncyclopedia
 
כתיבה: יוחאי עופרן
 
"
