id,perek_id,name,start,end
3410,413,שדה שצמח בה זרע ממין אחר,7,10
3411,413,נטיעת ירק במחובר לאילן,11,NULL
3412,413,החלפת מין הזרוע בשדה במין אחר,12,14
3413,413,בדיקת השדות וניקוין מכלאיים שצמחו בהן,15,17
3414,414,המינים שנחשבים כלאיים זה בזה,1,6
3415,414,הרחקה בין שתי שדות,7,11
3416,414,הרחקה בתוך השדה,12,15
3417,414,הרחקה בין שדות של שני אנשים,16,18
3418,415,שיעור הרחקה של זרעונים שונים בשדה אחת,1,8
3419,415,שיעור הרחקה של מיני ירקות בערוגה,9,15
3420,415,סיכום: עקרונות דיני הרחקה,16,NULL
3421,416,איסור כלאי הכרם מן התורה ומדברי חכמים,1,7
3422,416,כלאיים שנזרעו שלא על ידי הבעלים,8,12
3423,416,שלב הגידול האוסר,13,16
3424,416,כלאיים שנזרעו על ידי הבעלים ללא ידיעתם,17,NULL
3425,416,מינים שונים שאינם כלאיים בכרם,18,20
3426,416,השיעור האוסר בצמיחת כלאיים,21,24
3427,417,השטח שנאסר על ידי הכלאיים,1,4
3428,417,הרחקה בין גינות במפלסים שונים,5,NULL
3429,417,שדה שהייתה זרועה ורוצה לזרוע בה גפנים,6,NULL
3430,417,הרחקה מגפן מוברכת,7,10
3431,417,זריעה מתחת לשריגי הגפן,11,16
3432,418,שיעור הרחקה מכרם או מגפן יחידית,1,7
3433,418,הרחקה מכרם שחרב ומכרם מעורבב,8,11
3434,418,מחול הכרם,12,14
3435,418,מחיצה המבדילה בין גפנים לירק,15,19
3436,418,מקרים שבהם מותר לזרוע בתוך הכרם,20,23
3437,418,הרחקה מגפן יחידית המוקפת חריץ או גדר,24,25
3438,419,הגדרת עריס ושיעור הרחקה ממנו,1,4
3439,419,עריס שחרב אמצעו,4,6
3440,419,הרחקה מעריסים שונים,7,9
3441,419,הרחקה מגפן שנעקמה,10,NULL
3442,419,הרחקה בסיכוך ובשורשים,11,NULL
3443,419,אופן המדידה בדיני כלאיים,12,NULL
3444,419,כלאי הכרם בחוץ לארץ,13,14
3445,420,איסור הרבעת שני מינים,1,6
3446,420,איסור עשיית מלאכה בשני מינים,7,10
3447,420,בהמת פסולי המוקדשים אם היא כשני מינים,11,NULL
3448,421,המינים האסורים משום כלאיים ואופן חיבורם,1,11
3449,421,הנאה מכלאי בגדים,12,26
3450,421,ספקות בכלאי בגדים,27,28
3451,421,דין הלובש כלאיים,29,32
3452,423,מתנות העניים ביבולים השונים,1,7
3453,423,זכות העניים במתנות,8,9
3454,423,היתר המתנות לאנשים אחרים,10,13
3455,423,החיוב בחוץ לארץ,14,NULL
3456,423,שיעור הפאה,15,NULL
3457,424,הגידולים החייבים,1,3
3458,424,קצירה שאינה מחייבת,4,10
3459,424,הקוצר ולא הניח פאה,11,NULL
3460,424,מקום הנחת הפאה בשדה,12,14
3461,424,אופן חלוקת הפאה ונטילתה,15,20
3462,425,הנחת פאה על כל שדה בפני עצמו,1,NULL
3463,425,הדברים המחלקים שדה אחת לשתיים,2,7
3464,425,שטחים נפרדים הנחשבים כשדה אחד,8,10
3465,425,איסוף נפרד של היבול המחלק את השדה,11,15
3466,425,חלוקת שדות מצד הבעלות,16,18
3467,425,חלוקת השדה באילנות,19,23
3468,426,לקט,1,14
3469,426,פרט,15,16
3470,426,עוללות,17,27
3471,427,שכחה במצבים שונים,1,13
3472,427,כמות היבול הנשכח,14,20
3473,427,הצלה משכחה על ידי היבול שלא נשכח,21,NULL
3474,427,שכחה באילנות ובכרם,22,26
3475,427,ההפקר הפוטר ממתנות עניים בשדה,27,NULL
3476,428,מעשר עני,1,NULL
3477,428,סדר הפרשת תרומות ומעשרות,2,6
3478,428,שיעור הנתינה ואופן החלוקה של מעשר עני בשדה ובבית,7,13
3479,428,הזכאים לקבל מעשר עני,13,16
3480,428,שימוש במעשר עני,17,NULL
3481,429,מצוות הצדקה,1,2
3482,429,שיעור הנתינה,3,8
3483,429,עני שאינו רוצה לקבל צדקה ועשיר החפץ בה,9,NULL
3484,429,ממי גובים ואופן הגבייה,10,12
3485,429,דיני קדימות בצדקה,13,15
3486,430,נדר הצדקה,1,3
3487,430,שינוי במעות הצדקה או בייעודה,4,7
3488,430,קבלת נדבה וצדקה מגויים,8,9
3489,430,פדיון שבויים,10,14
3490,430,סדר קדימויות בצדקה ובפדיון שבויים,15,18
3491,431,גביית הצדקה וחלוקתה,1,7
3492,431,התנהגות גבאי הצדקה,8,11
3493,431,התחייבות בצדקות הציבוריות,12,NULL
3494,431,הזכאים ליטול מן הצדקה,13,17
3495,431,מוֹתר הצדקה,18,19
3496,432,חשיבות מצוות הצדקה,1,3
3497,432,אופן הנתינה הראוי,4,15
3498,432,מעלת הצדקה למשפחה ובני הבית,16,17
3499,432,הימנעות מקבלת צדקה כשאין הכרח,18,19
3500,434,מקומות החייבים בתרומות ומעשרות וגבולות ארץ ישראל,1,9
3501,434,חיוב תרומות ומעשרות בפירות שבבעלות גוי,10,21
3502,434,"פירות שיצאו מה﻿ארץ, נכנסו אליה או שגדלו על גבולה",22,25
3503,434,חיוב תרומות ומעשרות בזמן הזה,26,NULL
3504,435,הגדרת הגידולים החייבים,1,NULL
3505,435,מה נחשב מאכל אדם,2,8
3506,435,הפטורים מחמת שאין להם בעלים,9,13
3507,435,הפרשת תרומה טמאה,14,15
3508,435,ברכה על הפרשת תרומה,16,NULL
3509,435,הוצאת תרומה לחוץ לארץ והבאתה לארץ,17,NULL
3510,436,שיעור תרומה גדולה ואופן הפרשתה,1,9
3511,436,שיעור תרומת מעשר ואופן הפרשתה,10,16
3512,436,הפרשה מן המוקף,17,20
3513,436,הפרשה מפירות אחרים,21,22
3514,436,סדר הפרשת תרומות ומעשרות,23,24
3515,437,האנשים הראויים לתרום,1,5
3516,437,תרומה  על ידי שליח או שותף,6,14
3517,437,תרומת נכרי,15,NULL
3518,437,כוונת התורם בהפרשה,16,21
3519,438,עדיפות בתרומת פירות יפים או משתמרים,1,2
3520,438,פירות ממינים שונים,2,3
3521,438,פירות בעלי מאפיינים שונים,4,11
3522,438,פירות בדרגות חיוב שונות,12,17
3523,438,פירות בשלבי עיבוד שונים או בעלי ייעוד שונה,18,20
3524,438,פירות שנתרמו ונמצאו מקולקלים,21,26
3525,439,הכהנים הראויים ובני ביתם,1,4
3526,439,איסור זרות,5,11
3527,439,כהנת שיש לה זרע מישראל וישראלית שיש לה זרע מכהן,12,19
3528,440,טמא,1,9
3529,440,ערל,10,11
3530,440,נשים ועבדים של כהנים פגומים,12,17
3531,440,עבדים בבעלות משותפת,17,19
3532,440,נשים ועבדים בנישואין של איסור,20,23
3533,441,קשרי משפחה שאינם גמורים,1,12
3534,441,בעילה שאינה יוצרת קשר נישואין,13,14
3535,441,אישה שנאסרה על בעלה מספק זנות,15,NULL
3536,441,קטנה שנישואיה מוטלים בספק,16,NULL
3537,442,גירושין ומיתת הבעל,1,4
3538,442,שחרור עבדים וקנייתם,5,6
3539,442,השכרת בהמה ומכירתה,7,10
3540,443,חיובי האוכל תרומה בשוגג ובמזיד,1,5
3541,443,אכילה המחייבת תשלומי קרן וחומש,6,17
3542,443,אופן התשלום לכהן,18,22
3543,443,תשלומים נוספים,23,26
3544,444,השימושים המותרים והאסורים,1,6
3545,444,זהירות מפני טומאה או שימוש של זרים,7,9
3546,444,פסולת ושאריות מאכל שאין בהן דין תרומה,10,15
3547,444,שימוש בשמן שרפה,16,19
3548,444,זריעת תרומה ודין הגידולים,20,28
3549,445,איסור לטמא את התרומה והזהירות בשמירתה,1,11
3550,445,תרומה שנטמאה או שנאסרה באכילה,12,14
3551,445,נתינת התרומה לכהן,15,22
3552,446,תרומה שהתערבה בחולין,1,11
3553,446,תרומה שנזרעה בצד חולין,12,NULL
3554,446,ספק עירוב תרומה בחולין,13,14
3555,446,ספק לגבי מקום התרומה שהופרשה,15,16
3556,447,תרומה שמובחנת מהתערובת בצורתה או במקומה,1,7
3557,447,ספק אם יצאה התרומה מהתערובת,8,9
3558,447,אופני אכילת התערובת שנפלה לתוכה תרומה,10,21
3559,448,תערובת תרומה בחבית סתומה או בדבר המחמץ והמתבל,1,6
3560,448,תרומה שנתנה טעם במאכל חולין,7,19
3561,448,מתנות הכהונה הקרויות 'תרומה' והברכה על אכילתן,20,22
3562,450,הפרשת מעשר ראשון והזכאים לאכלו ולקבלו,1,5
3563,450,השוואה בין דיני תרומה לדיני מעשר,6,8
3564,450,פירות הפטורים מן המעשר,9,12
3565,450,אופן ההפרשה והברכה עליה,13,16
3566,451,חיוב מעשר מהתורה בגמר מלאכה לצורך אכילה,1,2
3567,451,תחילת החיוב מההגעה לעונת המעשרות,3,5
3568,451,מכירה והקדשה של פירות קודם עונת המעשרות,6,8
3569,452,אכילה קודם גמר מלאכה,1,NULL
3570,452,אכילה קודם קביעת הפירות למעשר,2,7
3571,452,גמר מלאכה של פירות שונים,8,18
3572,452,קביעה לתרומת מעשר בפירות מעשר,19,NULL
3573,452,אופן אכילת עראי,19,20
3574,452,חיוב מעשר בפירות שנמצאו אחר גמר מלאכה,21,24
3575,452,פירות שהוקדשו קודם גמר מלאכה,25,NULL
3576,453,קביעות למעשר מן התורה בהכנסה לבית,1,2
3577,453,הגדרת בית הקובע למעשר,3,6
3578,453,הגדרת חצר הקובעת למעשר,7,10
3579,453,הכנסה לבית ולחצר באופן שאינו קובע למעשר,11,13
3580,453,אכילה עראית של פירות הגדלים בחצר,14,18
3581,454,קביעות על ידי מקח,1,13
3582,454,קביעות על ידי הכשרת הפרי לאכילה,14,18
3583,454,קביעות על ידי תרומה,19,NULL
3584,454,קביעות על ידי שבת,20,23
3585,455,איסור הנאה מטבל,1,2
3586,455,זריעת טבל,3,6
3587,455,מכירת טבל,6,10
3588,455,חובת הפרשה בשדה שבחכירה או בקבלנות,11,13
3589,455,חלוקת פירות טבל של שותפים,14,NULL
3590,455,זכות כהן ולוי לקבל את התרומות והמעשרות מפירות שהיו ברשותם או שנכנסו לרשותם,15,21
3591,455,חובת הפרשה בנותן שדהו בקבלנות למי שאינו מעשר,22,NULL
3592,456,התנייה על הפרשה עתידית,1,NULL
3593,456,קביעת מעשרות מבלי שהופרשו בפועל,2,3
3594,456,ייחוד פירות לצורך הפרשה מהם,4,NULL
3595,456,הפרשה על סמך מעות שניתנו בהלוואה לכהן ללוי ולעני,5,7
3596,456,הפרשת תרומת מעשר על סמך מעשר שהובטח ללוי,8,NULL
3597,456,הפרשה על סמך פירות שכבר ניתנו ללוי ולעני,9,NULL
3598,456,החלפת מתנות עניים בפירות החייבים במעשר,10,NULL
3599,456,הפרשה משתי כלכלות כאחת,11,13
3600,457,טבל שהתערב בפירות אחרים,1,6
3601,457,קביעת מעשר ללא ציון מקומו המדויק,7,9
3602,458,תקנת הדמאי,1,3
3603,458,אופן ההפרשה,4,6
3604,458,הפרשה באמצעות תנאי,7,11
3605,458,חובת ההפרשה של נחתום,12,NULL
3606,458,חובת הפרשה בשותפות עם מי שאינו נאמן על המעשרות,13,NULL
3607,459,הנאמן על המעשרות ובני ביתו,1,5
3608,459,חובת תיקון הדמאי במשתתף בסעודת עם הארץ,6,7
3609,459,אחריות החבר שלא לתת דמאי לעם הארץ,8,10
3610,459,היתרים להאכלת דמאי,11,13
3611,460,איסור מכירת דמאי,1,6
3612,460,איסור הוצאת דמאי שהחזיק בו,7,11
3613,460,הפקדת דמאי אצל מי שאינו נאמן על המעשרות,12,15
3614,461,מקרים שמאמינים למי שאינו נאמן,1,6
3615,461,נאמנות של אנשים לא מוּכרים,7,10
3616,461,נאמנות על פירות בסוריה,11,NULL
3617,461,נאמנות עניים על פירותיהם,12,14
3618,461,נאמנות הלוי על פירותיו,15,NULL
3619,461,החשוד למכור תרומה ומעשר שני לשם חולין,16,17
3620,461,נאמנות לומר על דבר שהוא אסור באכילה,18,NULL
3621,462,פירות שחזקתם מן ההפקר,1,2
3622,462,פירות חוץ לארץ,3,13
3623,462,מקרים שבהם לא גזרו על הדמאי,14,19
3624,462,פירות שיש ספק אם הם טבל,20,21
3625,463,קנייה מן הסוחר,1,2
3626,463,קנייה מבעל הבית,3,4
3627,463,קניית לחם,5,7
3628,463,אוכל שנאסף מאנשים שונים,8,10
3629,465,סדר השנים של מעשר שני ומעשר עני,1,NULL
3630,465,קביעת שנת המעשר בגידולים שונים,2,10
3631,465,ספק בקביעת שנת המעשר,11,NULL
3632,465,השוואה בין דיני מעשר שני לבין תרומה ומעשר ראשון,12,13
3633,465,מעשר שני בחוץ לארץ,14,NULL
3634,466,מעשר שני בזמן המקדש ובזמן הזה,1,4
3635,466,אכילת מעשר שני חוץ לירושלים,5,7
3636,466,איסור פדיון מעשר שני בירושלים,8,NULL
3637,466,איסור הוצאת פירות שנכנסו לירושלים,9,14
3638,466,דין מקומות הסמוכים לחומה,15,16
3639,467,איסור אכילת מעשר שני בטומאה ובאנינות,1,8
3640,467,איסור איבוד המעשר,9,NULL
3641,467,השימושים המותרים במעשר שני,10,16
3642,467,מעשר שני ממון גבוה,17,25
3643,468,פדיון פירות מעשר שני,1,4
3644,468,חילול כסף מעשר שני,5,8
3645,468,הכסף הראוי לפדיון,9,16
3646,468,פדיון קודם ההפרשה,17,NULL
3647,468,סכום הפדיון,18,22
3648,469,חיוב הוספת חומש בפדיון,1,6
3649,469,קדימות הבעלים לפדיון,7,NULL
3650,469,פטור מחומש באמצעות פדיון על ידי אחר,8,11
3651,469,פדיון ללא נתינת החומש,12,NULL
3652,469,פריטת כסף המעשר,13,15
3653,470,מעות חולין ומעשר שהתערבו,1,2
3654,470,מעות שנמצאו ויש ספק אם הן מעשר,3,12
3655,470,תערובת וגידולים של מעשר שני,13,16
3656,471,פדיון פירות שנקנו בכסף מעשר,1,2
3657,471,המאכלים הנקנים בכסף מעשר,3,13
3658,471,הקונה דברים שאינם ראויים,14,19
3659,471,האוכל מעשר שני בתורת חולין,20,NULL
3660,472,עור בהמה וכלי אחסון שנקנו בכסף מעשר,1,6
3661,472,מעות ופירות של מעשר שחל שינוי בערכם,6,9
3662,472,חילול מעות מעשר על מאכל חולין,10,15
3663,473,פדיון נטע רבעי או אכילתו בירושלים,1,7
3664,473,מניין השנים לערלה ולרבעי,8,12
3665,473,חלקי האילן המותרים והאסורים בערלה וברבעי,13,NULL
3666,474,האילנות החייבים בערלה,1,10
3667,474,חישוב שנות ערלה באילן שנעקר ממקומו,11,13
3668,474,חישוב שנות ערלה באילן שהוברך או הורכב או באילן נמוך,14,19
3669,474,נטיעה או הרכבה של גידולי ערלה,20,21
3670,475,מצוות וידוי מעשר,1,6
3671,475,ביעור מעשרות,7,11
3672,475,דברים המעכבים את הווידוי ותוכן הווידוי,12,17
3673,477,כריתת הברית על מתנות הכהונה והברכה על אכילתן,1,2
3674,477,מניין המתנות וחלוקתן לפי מקום אכילתן והזכייה בהן,3,8
3675,477,הכהנים הזוכים בכל אחת מהמתנות,9,11
3676,477,אופן נוסף למניין המתנות וחלוקתן,12,15
3677,477,ציונים להלכות במשנה תורה שבהן מבוארים דיני המתנות,16,NULL
3678,478,מצוות הביכורים והמקומות שמהם מביאים,1,NULL
3679,478,הפירות שמביאים מהם ביכורים,2,5
3680,478,זמן ההבאה,6,7
3681,478,הקרקע והאילנות החייבים בביכורים,7,16
3682,478,שיעור הביכורים,17,18
3683,478,אופן ההפרשה,19,NULL
3684,478,אחריות הבאתם למקדש,20,21
3685,479,אכילת הביכורים,1,6
3686,479,הבאת הביכורים בכלי,7,9
3687,479,מקרא ביכורים,10,11
3688,479,הבאת הביכורים למקדש,12,14
3689,480,האנשים המביאים ביכורים ואינם קוראים,1,13
3690,480,השוואה בין ביכורים לתרומה,14,15
3691,480,אופן העלאת הביכורים בציבור,16,17
3692,481,מצוות הפרשת חלה ושיעורה,1,4
3693,481,הפרשת חלה בארץ ובחוץ לארץ וברכתה,5,12
3694,481,השוואה בין חלה לתרומה,13,22
3695,482,העיסות החייבות והפטורות,2,11
3696,482,אופן ההכנה המחייב בחלה,12,14
3697,482,שיעור העיסה החייבת וצירוף לאחר אפייה,15,18
3698,482,עיסה שנועדה לחלוקה,19,20
3699,483,צירוף שתי עיסות לשיעור חלה,1,10
3700,483,הפרשה מן המוקף,11,13
3701,484,זמן ההפרשה,1,3
3702,484,זמן חיוב העיסה בחלה,4,5
3703,484,גורמי פטור שאירעו לפני ההתחייבות בחלה,6,9
3704,484,עשיית עיסה בטומאה,10,13
3705,484,נאמנות על הפרשת חלה,14,15
3706,485,מצוות הנתינה והבהמה החייבת במתנות,1,8
3707,485,האנשים החייבים במתנות,8,13
3708,485,הזכות הממונית במתנות,14,16
3709,485,החלקים שניתנים,17,19
3710,485,הזוכים במתנות ואופן אכילתן,20,22
3711,486,מצוות ראשית הגז והבהמות שבהן נוהגת,1,8
3712,486,החיוב בשעת שינוי הבעלות,9,12
3713,486,שיעור הגיזה החייבת ואופן ההפרשה,13,15
3714,486,הנתינה לכהן,16,17
3715,487,מצוות פדיון הבן וברכתה,1,5
3716,487,סכום הפדיון ואופן הנתינה,6,8
3717,487,בכורות הפטורים מפדיון,9,13
3718,487,הגדרת פטר רחם,14,16
3719,487,זמן הפדיון,17,18
3720,487,ספקות,19,30
3721,488,מצוות פדיון או עריפה,1,6
3722,488,אופן העריפה,7,NULL
3723,488,פדיון בשה או בשווי החמור,8,13
3724,488,הפטורים מפטר חמור,14,18
3725,488,ספקות,19,22
3726,488,חיוב מעשר בהמה בטלאים של פדיון,23,24
3727,490,מצוות השביתה והמלאכות האסורות מהתורה,1,3
3728,490,הפעולות החקלאיות האסורות והמותרות בשביעית,4,11
3729,490,קנס לעושה מלאכה בשביעית,12,14
3730,490,הגבלות בפעולות שונות כסייג למלאכה האסורה,15,22
3731,491,הוצאת זבל לשדה,1,5
3732,491,נטילת אבנים מן השדה,6,12
3733,491,תיקון או בנייה של גדר,13,14
3734,492,חרישה,1,9
3735,492,מלאכות נוספות בארץ ובאילן,9,10
3736,492,נטיעה,11,NULL
3737,493,קצירה בשביעית ואיסור אכילת ספיחים בשביעית,1,4
3738,493,אכילת ספיחים במוצאי שביעית,5,8
3739,493,מתי הפירות נחשבים כפירות שביעית,9,21
3740,493,שינוי באופן איסוף פירות שביעית,22,23
3741,493,הפקר היבול בשביעית,24,NULL
3742,493,חיוב שביעית במקומות שונים,25,30
3743,494,שימושים מותרים,1,10
3744,494,שימושים אסורים,10,14
3745,494,אכילת פירות שביעית בוסר,15,16
3746,494,הפסד פירות שביעית,17,20
3747,494,דברים שאין בהם קדושה,21,23
3748,495,אופן מכירת פירות שביעית,1,5
3749,495,חילול פירות﻿ שביעית,6,9
3750,495,דמי שביעית,10,14
3751,495,טובת הנאה בפירות שביעית,15,NULL
3752,496,דין הביעור,1,8
3753,496,חלוקת הארץ לאזורים לעניין ביעור,9,12
3754,496,הפירות החייבים בביעור,13,22
3755,497,מכירת כלים לחשוד על השביעית,1,7
3756,497,סיוע לגויים בשביעית,8,9
3757,497,קניית פירות שביעית מעם הארץ,10,13
3758,497,החשוד על השביעית,14,18
3759,497,מקרים שבהם אין חשד לשימוש בספיחי שביעית,19,20
3760,498,מצוות השמטת כספים ומתי נוהגת,1,5
3761,498,החובות שהשביעית משמטת,6,15
3762,498,פרוזבול,16,27
3763,498,השבת חוב לאחר השביעית,28,29
3764,498,איסור להימנע מלהלוות קודם השביעית,30,NULL
3765,499,דרכי חישוב שנות השמיטה והיובל,1,7
3766,499,מתי היובל נוהג,8,9
3767,499,תקיעה בשופר,10,12
3768,499,שילוח עבדים והשבת השדות לבעליהם,13,14
3769,499,השוואה בין היובל לשביעית,15,16
3770,500,איסור מכירת הארץ לצמיתות והגבלות במכירתה,1,3
3771,500,חישוב ערך השדה; הדברים הכלולים במכירה,4,8
3772,500,הגבלות בזמן גאולת השדה,9,14
3773,500,הגבלות בדרך גאולת השדה,15,18
3774,500,מתנה וירושה,19,21
3775,501,מכירה ופדיון של בית בעיר מוקפת חומה,1,9
3776,501,פדיון בית שאינו מוקף חומה,10,NULL
3777,501,הגדרת בתי ערי חומה,11,14
3778,501,קדושת ערי חומה,15,16
3779,502,ערי הלוויים ומגרשיהן,1,6
3780,502,פדיון נחלת הלוויים,7,9
3781,502,איסור נטילת נחלה וביזה בארץ ללוויים,10,11
3782,502,הבדלת הלוויים והמתנדבים לעבודת ה' והיות ה' חלקם ונחלתם,12,13
3783,505,מצוות בניית מקדש ותיאור המקדשים שהיו,1,4
3784,505,עיקרי מבנה המקדש וכליו,5,7
3785,505,בניית המקדש,8,12
3786,505,בניית המזבח,13,17
3787,505,עשיית הכלים,18,20
3788,506,מקום המזבח ודיוק מידותיו,1,4
3789,506,מידות המזבח וחלקיו,5,9
3790,506,היסוד,10,12
3791,506,הכבש,13,15
3792,506,אופן בניית המזבח והדברים המעכבים בו,16,18
3793,507,המנורה,1,11
3794,507,השולחן,12,16
3795,507,מזבח הקטורת,17,NULL
3796,507,הכיור,18,NULL
3797,508,קודש הקדשים והפרוכת,1,2
3798,508,מידות ההיכל,3,5
3799,508,פתחי ההיכל והאולם,6,8
3800,508,כתלי הבית והתאים,9,11
3801,508,עליית ההיכל והגגות,12,13
3802,509,הר הבית וחומותיו,1,3
3803,509,העזרה,4,6
3804,509,עזרת נשים,7,9
3805,509,בית המוקד,9,11
3806,509,העזרה וחלקיה,12,16
3807,509,הלשכות שבעזרת ישראל,17,NULL
3808,510,המפלסים השונים והמדרגות ביניהם,1,5
3809,510,לשכות הר הבית וקדושתן,6,9
3810,510,הרחבת תחומי ירושלים והעזרה,10,13
3811,510,נצחיות קדושת המקדש וירושלים,14,16
3812,511,מורא מקדש,1,7
3813,511,הקלת ראש כנגד כיוון המקדש,8,9
3814,511,איסור עשיית דוגמה של המקדש וכליו,10,NULL
3815,511,"קדושת מחנה ישראל, לווייה ושכינה",11,NULL
3816,511,דרגות הקדושה בארץ ישראל ובמקדש,12,23
3817,512,מצוות שמירת המקדש,1,3
3818,512,מקומות השמירה,4,9
3819,512,הממונה על השומרים,10,NULL
3820,512,סדר התחלת העבודה בשחר,11,12
3821,514,עשיית שמן המשחה,1,3
3822,514,איסור עשייתו וסיכה ממנו,4,6
3823,514,משיחת כהנים ומלכים,7,11
3824,514,קדושת כלי השרת ודינם אם נפגמו,12,15
3825,514,כלי המידה במקדש וקדושתם,16,19
3826,515,הקטורת ומרכיביה,1,4
3827,515,דיני עשייתה,5,8
3828,515,איסור עשיית קטורת להריח בה,9,10
3829,515,איסור הקטרת זולתה על מזבח הזהב,11,NULL
3830,515,נשיאת הארון ואיסור הסרת הבדים ממנו,12,13
3831,516,עבודת הלוויים,1,2
3832,516,שירת הלוויים ונגינתם,2,6
3833,516,הגיל הראוי לעבודה,7,8
3834,516,חלוקה למשמרות ולתפקידים,9,11
3835,517,קדושת הכהנים וכיבודם,1,2
3836,517,החלוקה למשמרות ושוויונם ברגלים,3,6
3837,517,זכות הכהן בהקרבת קרבנו,7,10
3838,517,חלוקת המשמרות לבתי אב,11,NULL
3839,517,מינוי הכהן הגדול,12,15
3840,517,ממונים נוספים במקדש,16,19
3841,517,"ירושת המינוי, העלאה והורדה בשררה",20,22
3842,518,תכונותיו של הכהן הגדול,1,2
3843,518,כבודו של הכהן הגדול,3,9
3844,518,נישואי הכהן הגדול,10,NULL
3845,518,עבודתו במקדש,11,14
3846,518,התחלת עבודת הכהן במקדש וקרבן חינוכו,15,17
3847,519,תקנת המעמדות,1,NULL
3848,519,התפילות והתעניות של אנשי המעמד,2,8
3849,519,קרבן העצים,9,10
3850,519,תספורת וכיבוס של אנשי מעמד,11,NULL
3851,520,רשימת הממונים במקדש,1,NULL
3852,520,הממונים על הזמנים על נעילת השערים ועל השומרים,2,4
3853,520,הממונים על המשוררים ועל המנגנים,5,7
3854,520,הממונה על הפייסות,8,NULL
3855,520,הממונים על הקינים ועל החותמות,9,13
3856,520,הממונים על הרפואות ועל המים,14,15
3857,520,"הממונים על עשיית לחם הפנים, הקטורת, הפרוכות ובגדי הכהונה",15,20
3858,521,מיני בגדי כהונה,1,3
3859,521,כשירות הבגדים,4,6
3860,521,שייכות בגדי כהונה כלי השרת והקרבנות לציבור,7,NULL
3861,521,מקום אחסונם,8,10
3862,521,לבישתם שלא בשעת העבודה,11,12
3863,521,חומרי הבגדים ואופן עשייתם,12,19
3864,522,הציץ,1,2
3865,522,המעיל,3,4
3866,522,האפוד והחושן,5,11
3867,523,סדר לבישת הבגדים,1,3
3868,523,חיוב העבודה בבגדים,4,5
3869,523,חציצה בין גופו לבגדים,6,9
3870,523,אורים ותומים והשאלה בהם,10,12
3871,523,אפוד של בני הנביאים,13,NULL
3872,525,איסור כניסה והוראת הלכה בשכרות,1,5
3873,525,איסור שתיית יין לאנשי משמר ובית אב,6,7
3874,525,איסור כניסה בשֵער מגודל ובגדים קרועים,8,14
3875,525,איסור כניסה ויציאה ללא עבודה או דרך ניוול,15,17
3876,526,כניסה לקודש או לקודש הקדשים שלא בשעת עבודה,1,4
3877,526,יציאה מן המקדש באמצע העבודה,5,6
3878,526,דיני כהן אונן,6,8
3879,526,הגדרת אונן,9,10
3880,526,הקרבת קרבן עבור אבֵל וטמא,11,12
3881,527,מצוות שילוח טמאים,1,7
3882,527,עונש הטמא הנכנס להר הבית ולמקדש,8,12
3883,527,הטומאות שחייבים על כניסתן,13,18
3884,527,אופני הכניסה שחייבים עליהם והוצאת הטומאה,19,21
3885,527,יציאת טמא מן המקדש,21,24
3886,528,טמא שעבד במקדש,1,5
3887,528,ריצוי הציץ על הטומאה,6,8
3888,528,קרבנות שדוחים את הטומאה ואופן הדחייה,9,15
3889,528,המקור לדין דחיית טומאה בציבור,16,19
3890,529,מצוות קידוש ידים ורגליים,1,2
3891,529,מקרים שבהם יש לחזור ולקדש,3,9
3892,529,הכלי הכשר לקידוש,10,11
3893,529,המים הכשרים לקידוש,12,15
3894,529,אופן הקידוש,16,NULL
3895,529,"חובת עבודה בעמידה, ביד ימין ובלא חציצה",17,19
3896,530,איסור כניסה ועבודה לבעל מום,1,2
3897,530,המומים הפוסלים,3,7
3898,530,כהן ערל,8,NULL
3899,530,כהן שעבר עברה,9,NULL
3900,530,כהן שנמצא חלל,10,NULL
3901,530,בדיקת כשרות הכהנים על ידי בית הדין,11,12
3902,531,מניין המומים,1,NULL
3903,531,מומי האוזן,2,3
3904,531,מומי העיניים,4,5
3905,531,מומי האף והפה,6,7
3906,531,מומי איברי המין,8,NULL
3907,531,מומי הידיים והרגליים,9,NULL
3908,531,מומים כלליים,10,13
3909,532,מומי הראש והצוואר,1,2
3910,532,מומי האוזן,3,NULL
3911,532,מומי העיניים,4,6
3912,532,מומי האף והפה,7,8
3913,532,מומי הבטן והגב,9,10
3914,532,מומי הידיים,11,NULL
3915,532,מומי איברי המין,12,NULL
3916,532,מומי הרגליים,13,NULL
3917,532,מומים כלליים,14,16
3918,532,סיכום המומים; המומים הפוסלים משום מראית העין,17,NULL
3919,533,איסור עבודת זר וענשו,1,NULL
3920,533,העבודות שנענשים עליהן,2,5
3921,533,העבודות המותרות לזרים,6,7
3922,533,עבודות סילוק; סידור המערכה,8,9
3923,533,עבודה בריבוי איסורים,10,12
3924,533,כהן שעבד עבודה זרה,13,14
3925,533,סיכום הפסולים,15,NULL
3926,535,איסור הקדשה והקרבה של בעל מום,1,6
3927,535,הטלת מום בקדשים,7,9
3928,535,פדיון בעל מום ושאר פסולים,10,12
3929,536,פירוט מומי הבהמה,1,7
3930,536,פסולים נוספים בגוף הבהמה,8,11
3931,536,בדיקה אם המום קבוע או עובר,12,16
3932,537,פסולי העוף,1,2
3933,537,פסולים מלידה,3,5
3934,537,פסולים מחמת עברה,6,7
3935,537,מחוסר זמן,8,9
3936,537,דין הפסולים שהוקדשו,10,NULL
