Date,DoW,He Date,Ref
2/19/2020,Wed,24 Shevat 5780,OC 665:2 - 667:1
2/20/2020,Thu,25 Shevat 5780,OC 668:1 - 669:1
2/21/2020,Fri,26 Shevat 5780,OC 670:1-3
2/22/2020,Shab,27 Shevat 5780,OC 671:1-3
2/23/2020,Sun,28 Shevat 5780,OC 671:4-6
2/24/2020,Mon,29 Shevat 5780,OC 671:7 - 672:1
2/25/2020,Tue,30 Shevat 5780,OC 672:2 - 673:2
2/26/2020,Wed,1 Adar 5780,OC 673:3 - 674:1
2/27/2020,Thu,2 Adar 5780,OC 674:2 - 675:2
2/28/2020,Fri,3 Adar 5780,OC 675:3 - 676:2
2/29/2020,Shab,4 Adar 5780,OC 676:3-5
3/1/2020,Sun,5 Adar 5780,OC 677:1-3
3/2/2020,Mon,6 Adar 5780,OC 677:4 - 679:1
3/3/2020,Tue,7 Adar 5780,OC 680:1 - 681:1
3/4/2020,Wed,8 Adar 5780,OC 681:2 - 682:2
3/5/2020,Thu,9 Adar 5780,OC 682:3 - 684:1
3/6/2020,Fri,10 Adar 5780,OC 684:2 - 685:1
3/7/2020,Shab,11 Adar 5780,OC 685:2-4
3/8/2020,Sun,12 Adar 5780,OC 685:5-7
3/9/2020,Mon,13 Adar 5780,OC 686:1-3
3/10/2020,Tue,14 Adar 5780,OC 687:1 - 688:1
3/11/2020,Wed,15 Adar 5780,OC 688:2-4
3/12/2020,Thu,16 Adar 5780,OC 688:5-7
3/13/2020,Fri,17 Adar 5780,OC 688:8 - 689:2
3/14/2020,Shab,18 Adar 5780,OC 689:3-5
3/15/2020,Sun,19 Adar 5780,OC 689:6 - 690:2
3/16/2020,Mon,20 Adar 5780,OC 690:3-5
3/17/2020,Tue,21 Adar 5780,OC 690:6-8
3/18/2020,Wed,22 Adar 5780,OC 690:9-11
3/19/2020,Thu,23 Adar 5780,OC 690:12-14
3/20/2020,Fri,24 Adar 5780,OC 690:15-17
3/21/2020,Shab,25 Adar 5780,OC 690:18 - 691:2
3/22/2020,Sun,26 Adar 5780,OC 691:3-5
3/23/2020,Mon,27 Adar 5780,OC 691:6-8
3/24/2020,Tue,28 Adar 5780,OC 691:9-11
3/25/2020,Wed,29 Adar 5780,OC 692:1-3
3/26/2020,Thu,1 Nisan 5780,OC 692:4 - 693:2
3/27/2020,Fri,2 Nisan 5780,OC 693:3 - 694:1
3/28/2020,Shab,3 Nisan 5780,OC 694:2-4
3/29/2020,Sun,4 Nisan 5780,OC 695:1-3
3/30/2020,Mon,5 Nisan 5780,OC 695:4 - 696:2
3/31/2020,Tue,6 Nisan 5780,OC 696:3-5
4/1/2020,Wed,7 Nisan 5780,OC 696:6 - 697:1
4/2/2020,Thu,8 Nisan 5780,Kitzur 11:1-5
4/3/2020,Fri,9 Nisan 5780,Kitzur 11:6-10
4/4/2020,Shab,10 Nisan 5780,Kitzur 11:11-15
4/5/2020,Sun,11 Nisan 5780,Kitzur 11:16-20
4/6/2020,Mon,12 Nisan 5780,Kitzur 11:21-25
4/7/2020,Tue,13 Nisan 5780,Kitzur 24:1-5
4/8/2020,Wed,14 Nisan 5780,Kitzur 24:6-10
4/9/2020,Thu,15 Nisan 5780,Kitzur 24:11 - 27:3
4/10/2020,Fri,16 Nisan 5780,Kitzur 27:4 - 28:3
4/11/2020,Shab,17 Nisan 5780,Kitzur 28:4-8
4/12/2020,Sun,18 Nisan 5780,Kitzur 28:9-13
4/13/2020,Mon,19 Nisan 5780,Kitzur 29:1-5
4/14/2020,Tue,20 Nisan 5780,Kitzur 29:6-10
4/15/2020,Wed,21 Nisan 5780,Kitzur 29:11-15
4/16/2020,Thu,22 Nisan 5780,Kitzur 29:16-20
4/17/2020,Fri,23 Nisan 5780,Kitzur 29:21 - 30:4
4/18/2020,Shab,24 Nisan 5780,Kitzur 30:5-9
4/19/2020,Sun,25 Nisan 5780,Kitzur 31:1-5
4/20/2020,Mon,26 Nisan 5780,Kitzur 31:6 - 32:3
4/21/2020,Tue,27 Nisan 5780,Kitzur 32:4-8
4/22/2020,Wed,28 Nisan 5780,Kitzur 32:9-13
4/23/2020,Thu,29 Nisan 5780,Kitzur 32:14-18
4/24/2020,Fri,30 Nisan 5780,Kitzur 32:19-23
4/25/2020,Shab,1 Iyar 5780,Kitzur 32:24 - 33:1
4/26/2020,Sun,2 Iyar 5780,Kitzur 33:2-6
4/27/2020,Mon,3 Iyar 5780,Kitzur 33:7-11
4/28/2020,Tue,4 Iyar 5780,Kitzur 33:12 - 34:2
4/29/2020,Wed,5 Iyar 5780,Kitzur 34:3-7
4/30/2020,Thu,6 Iyar 5780,Kitzur 34:8-12
5/1/2020,Fri,7 Iyar 5780,Kitzur 34:13 - 35:1
5/2/2020,Shab,8 Iyar 5780,Kitzur 35:2-6
5/3/2020,Sun,9 Iyar 5780,Kitzur 35:7 - 36:2
5/4/2020,Mon,10 Iyar 5780,Kitzur 36:3-7
5/5/2020,Tue,11 Iyar 5780,Kitzur 36:8-12
5/6/2020,Wed,12 Iyar 5780,Kitzur 36:13-17
5/7/2020,Thu,13 Iyar 5780,Kitzur 36:18-22
5/8/2020,Fri,14 Iyar 5780,Kitzur 36:23-27
5/9/2020,Shab,15 Iyar 5780,Kitzur 36:28 - 37:4
5/10/2020,Sun,16 Iyar 5780,Kitzur 37:5-9
5/11/2020,Mon,17 Iyar 5780,Kitzur 37:10 - 38:1
5/12/2020,Tue,18 Iyar 5780,Kitzur 38:2-6
5/13/2020,Wed,19 Iyar 5780,Kitzur 38:7-11
5/14/2020,Thu,20 Iyar 5780,Kitzur 38:12 - 46:1
5/15/2020,Fri,21 Iyar 5780,Kitzur 46:2-6
5/16/2020,Shab,22 Iyar 5780,Kitzur 46:7-11
5/17/2020,Sun,23 Iyar 5780,Kitzur 46:12-16
5/18/2020,Mon,24 Iyar 5780,Kitzur 46:17-21
5/19/2020,Tue,25 Iyar 5780,Kitzur 46:22-26
5/20/2020,Wed,26 Iyar 5780,Kitzur 46:27-31
5/21/2020,Thu,27 Iyar 5780,Kitzur 46:32-36
5/22/2020,Fri,28 Iyar 5780,Kitzur 46:37-41
5/23/2020,Shab,29 Iyar 5780,Kitzur 46:42-46
5/24/2020,Sun,1 Sivan 5780,Kitzur 47:1-5
5/25/2020,Mon,2 Sivan 5780,Kitzur 47:6-10
5/26/2020,Tue,3 Sivan 5780,Kitzur 47:11-15
5/27/2020,Wed,4 Sivan 5780,Kitzur 47:16-20
5/28/2020,Thu,5 Sivan 5780,Kitzur 47:21 - 62:3
5/29/2020,Fri,6 Sivan 5780,Kitzur 62:4-8
5/30/2020,Shab,7 Sivan 5780,Kitzur 62:9-13
5/31/2020,Sun,8 Sivan 5780,Kitzur 62:14-18
6/1/2020,Mon,9 Sivan 5780,Kitzur 63:1-5
6/2/2020,Tue,10 Sivan 5780,Kitzur 64:1 - 65:1
6/3/2020,Wed,11 Sivan 5780,Kitzur 65:2-6
6/4/2020,Thu,12 Sivan 5780,Kitzur 65:7-11
6/5/2020,Fri,13 Sivan 5780,Kitzur 65:12-16
6/6/2020,Shab,14 Sivan 5780,Kitzur 65:17-21
6/7/2020,Sun,15 Sivan 5780,Kitzur 65:22-26
6/8/2020,Mon,16 Sivan 5780,Kitzur 65:27 - 66:1
6/9/2020,Tue,17 Sivan 5780,Kitzur 66:2-6
6/10/2020,Wed,18 Sivan 5780,Kitzur 66:7-11
6/11/2020,Thu,19 Sivan 5780,Kitzur 66:12 - 67:4
6/12/2020,Fri,20 Sivan 5780,Kitzur 67:5-9
6/13/2020,Shab,21 Sivan 5780,Kitzur 67:10 - 71:3
6/14/2020,Sun,22 Sivan 5780,Kitzur 71:4 - 143:3
6/15/2020,Mon,23 Sivan 5780,Kitzur 143:4-8
6/16/2020,Tue,24 Sivan 5780,Kitzur 143:9-13
6/17/2020,Wed,25 Sivan 5780,Kitzur 143:14-18
6/18/2020,Thu,26 Sivan 5780,Kitzur 143:19 - 144:1
6/19/2020,Fri,27 Sivan 5780,Kitzur 144:2-6
6/20/2020,Shab,28 Sivan 5780,Kitzur 144:7 - 145:2
6/21/2020,Sun,29 Sivan 5780,Kitzur 145:3-7
6/22/2020,Mon,30 Sivan 5780,Kitzur 145:8-12
6/23/2020,Tue,1 Tamuz 5780,Kitzur 145:13-17
6/24/2020,Wed,2 Tamuz 5780,Kitzur 145:18-22
6/25/2020,Thu,3 Tamuz 5780,Kitzur 145:23 - 146:1
6/26/2020,Fri,4 Tamuz 5780,Kitzur 146:2 - 147:2
6/27/2020,Shab,5 Tamuz 5780,Kitzur 147:3 - 148:2
6/28/2020,Sun,6 Tamuz 5780,Kitzur 148:3 - 149:3
6/29/2020,Mon,7 Tamuz 5780,Kitzur 149:4-8
6/30/2020,Tue,8 Tamuz 5780,Kitzur 149:9-13
7/1/2020,Wed,9 Tamuz 5780,Kitzur 150:1-5
7/2/2020,Thu,10 Tamuz 5780,Kitzur 150:6-10
7/3/2020,Fri,11 Tamuz 5780,Kitzur 150:11-15
7/4/2020,Shab,12 Tamuz 5780,Kitzur 150:16 - 151:3
7/5/2020,Sun,13 Tamuz 5780,Kitzur 151:4 - 152:1
7/6/2020,Mon,14 Tamuz 5780,Kitzur 152:2-6
7/7/2020,Tue,15 Tamuz 5780,Kitzur 152:7-11
7/8/2020,Wed,16 Tamuz 5780,Kitzur 152:12-16
7/9/2020,Thu,17 Tamuz 5780,Kitzur 152:17 - 153:4
7/10/2020,Fri,18 Tamuz 5780,Kitzur 153:5-9
7/11/2020,Shab,19 Tamuz 5780,Kitzur 153:10-14
7/12/2020,Sun,20 Tamuz 5780,Kitzur 153:15 - 154:3
7/13/2020,Mon,21 Tamuz 5780,Kitzur 154:4 - 155:1
7/14/2020,Tue,22 Tamuz 5780,Kitzur 155:2-6
7/15/2020,Wed,23 Tamuz 5780,Kitzur 155:7-11
7/16/2020,Thu,24 Tamuz 5780,Kitzur 155:12 - 157:1
7/17/2020,Fri,25 Tamuz 5780,Kitzur 157:2-6
7/18/2020,Shab,26 Tamuz 5780,Kitzur 157:7 - 158:3
7/19/2020,Sun,27 Tamuz 5780,Kitzur 158:4 - 159:4
7/20/2020,Mon,28 Tamuz 5780,Kitzur 159:5-9
7/21/2020,Tue,29 Tamuz 5780,Kitzur 159:10 - 160:4
7/22/2020,Wed,1 Av 5780,Kitzur 160:5 - 161:3
7/23/2020,Thu,2 Av 5780,Kitzur 161:4-8
7/24/2020,Fri,3 Av 5780,Kitzur 161:9-13
7/25/2020,Shab,4 Av 5780,Kitzur 161:14-18
7/26/2020,Sun,5 Av 5780,Kitzur 161:19 - 162:3
7/27/2020,Mon,6 Av 5780,Kitzur 162:4-8
7/28/2020,Tue,7 Av 5780,Kitzur 162:9-13
7/29/2020,Wed,8 Av 5780,Kitzur 162:14 - 163:4
7/30/2020,Thu,9 Av 5780,Kitzur 163:5 - 164:1
7/31/2020,Fri,10 Av 5780,Kitzur 164:2-6
8/1/2020,Shab,11 Av 5780,Kitzur 164:7 - 165:1
8/2/2020,Sun,12 Av 5780,Kitzur 165:2-6
8/3/2020,Mon,13 Av 5780,Kitzur 165:7-11
8/4/2020,Tue,14 Av 5780,Kitzur 165:12-16
8/5/2020,Wed,15 Av 5780,Kitzur 166:1-5
8/6/2020,Thu,16 Av 5780,Kitzur 167:1-5
8/7/2020,Fri,17 Av 5780,Kitzur 167:6-10
8/8/2020,Shab,18 Av 5780,Kitzur 167:11-15
8/9/2020,Sun,19 Av 5780,Kitzur 168:1-5
8/10/2020,Mon,20 Av 5780,Kitzur 168:6 - 169:3
8/11/2020,Tue,21 Av 5780,Kitzur 170:1 - 171:3
8/12/2020,Wed,22 Av 5780,Kitzur 172:1 - 173:2
8/13/2020,Thu,23 Av 5780,Kitzur 173:3 - 174:3
8/14/2020,Fri,24 Av 5780,Kitzur 175:1-5
8/15/2020,Shab,25 Av 5780,Kitzur 175:6 - 176:4
8/16/2020,Sun,26 Av 5780,Kitzur 176:5 - 177:1
8/17/2020,Mon,27 Av 5780,Kitzur 177:2-6
8/18/2020,Tue,28 Av 5780,Kitzur 177:7-11
8/19/2020,Wed,29 Av 5780,Kitzur 177:12 - 178:1
8/20/2020,Thu,30 Av 5780,Kitzur 178:2 - 179:1
8/21/2020,Fri,1 Elul 5780,Kitzur 179:2-6
8/22/2020,Shab,2 Elul 5780,Kitzur 179:7-11
8/23/2020,Sun,3 Elul 5780,Kitzur 179:12 - 180:1
8/24/2020,Mon,4 Elul 5780,Kitzur 180:2-6
8/25/2020,Tue,5 Elul 5780,Kitzur 180:7-11
8/26/2020,Wed,6 Elul 5780,Kitzur 180:12-16
8/27/2020,Thu,7 Elul 5780,Kitzur 181:1-5
8/28/2020,Fri,8 Elul 5780,Kitzur 181:6-10
8/29/2020,Shab,9 Elul 5780,Kitzur 181:11-15
8/30/2020,Sun,10 Elul 5780,Kitzur 181:16-20
8/31/2020,Mon,11 Elul 5780,Kitzur 181:21 - 182:3
9/1/2020,Tue,12 Elul 5780,Kitzur 182:4-8
9/2/2020,Wed,13 Elul 5780,Kitzur 182:9-13
9/3/2020,Thu,14 Elul 5780,Kitzur 182:14 - 183:2
9/4/2020,Fri,15 Elul 5780,Kitzur 183:3-7
9/5/2020,Shab,16 Elul 5780,Kitzur 184:1-5
9/6/2020,Sun,17 Elul 5780,Kitzur 184:6-10
9/7/2020,Mon,18 Elul 5780,Kitzur 184:11 - 185:4
9/8/2020,Tue,19 Elul 5780,Kitzur 185:5 - 186:3
9/9/2020,Wed,20 Elul 5780,Kitzur 186:4 - 187:4
9/10/2020,Thu,21 Elul 5780,Kitzur 187:5 - 188:4
9/11/2020,Fri,22 Elul 5780,Kitzur 188:5 - 189:4
9/12/2020,Shab,23 Elul 5780,Kitzur 189:5 - 190:3
9/13/2020,Sun,24 Elul 5780,Kitzur 191:1-5
9/14/2020,Mon,25 Elul 5780,Kitzur 191:6 - 192:4
9/15/2020,Tue,26 Elul 5780,Kitzur 192:5-9
9/16/2020,Wed,27 Elul 5780,Kitzur 192:10 - 193:4
9/17/2020,Thu,28 Elul 5780,Kitzur 193:5-9
9/18/2020,Fri,29 Elul 5780,Kitzur 193:10-14
9/19/2020,Shab,1 Tishrei 5781,Kitzur 194:1-5
9/20/2020,Sun,2 Tishrei 5781,Kitzur 194:6-10
9/21/2020,Mon,3 Tishrei 5781,Kitzur 194:11 - 195:3
9/22/2020,Tue,4 Tishrei 5781,Kitzur 195:4-8
9/23/2020,Wed,5 Tishrei 5781,Kitzur 195:9-13
9/24/2020,Thu,6 Tishrei 5781,Kitzur 195:14 - 196:4
9/25/2020,Fri,7 Tishrei 5781,Kitzur 196:5-9
9/26/2020,Shab,8 Tishrei 5781,Kitzur 196:10-14
9/27/2020,Sun,9 Tishrei 5781,Kitzur 196:15-19
9/28/2020,Mon,10 Tishrei 5781,Kitzur 196:20 - 197:2
9/29/2020,Tue,11 Tishrei 5781,Kitzur 197:3-7
9/30/2020,Wed,12 Tishrei 5781,Kitzur 197:8-12
10/1/2020,Thu,13 Tishrei 5781,Kitzur 197:13 - 198:4
10/2/2020,Fri,14 Tishrei 5781,Kitzur 198:5-9
10/3/2020,Shab,15 Tishrei 5781,Kitzur 198:10-14
10/4/2020,Sun,16 Tishrei 5781,Kitzur 198:15 - 199:3
10/5/2020,Mon,17 Tishrei 5781,Kitzur 199:4-8
10/6/2020,Tue,18 Tishrei 5781,Kitzur 199:9-13
10/7/2020,Wed,19 Tishrei 5781,Kitzur 199:14 - 200:1
10/8/2020,Thu,20 Tishrei 5781,Kitzur 200:2-6
10/9/2020,Fri,21 Tishrei 5781,Kitzur 200:7-11
10/10/2020,Shab,22 Tishrei 5781,Kitzur 201:1-5
10/11/2020,Sun,23 Tishrei 5781,Kitzur 201:6 - 202:3
10/12/2020,Mon,24 Tishrei 5781,Kitzur 202:4-8
10/13/2020,Tue,25 Tishrei 5781,Kitzur 202:9-13
10/14/2020,Wed,26 Tishrei 5781,Kitzur 202:14 - 203:2
10/15/2020,Thu,27 Tishrei 5781,Kitzur 203:3 - 204:2
10/16/2020,Fri,28 Tishrei 5781,Kitzur 204:3-7
10/17/2020,Shab,29 Tishrei 5781,Kitzur 204:8 - 205:1
10/18/2020,Sun,30 Tishrei 5781,Kitzur 205:2-6
10/19/2020,Mon,1 Cheshvan 5781,Kitzur 205:7 - 206:2
10/20/2020,Tue,2 Cheshvan 5781,Kitzur 206:3-7
10/21/2020,Wed,3 Cheshvan 5781,Kitzur 206:8 - 207:1
10/22/2020,Thu,4 Cheshvan 5781,Kitzur 207:2-6
10/23/2020,Fri,5 Cheshvan 5781,Kitzur 207:7 - 208:4
10/24/2020,Shab,6 Cheshvan 5781,Kitzur 208:5-9
10/25/2020,Sun,7 Cheshvan 5781,Kitzur 208:10-14
10/26/2020,Mon,8 Cheshvan 5781,Kitzur 208:15 - 209:4
10/27/2020,Tue,9 Cheshvan 5781,Kitzur 209:5 - 210:1
10/28/2020,Wed,10 Cheshvan 5781,Kitzur 210:2-6
10/29/2020,Thu,11 Cheshvan 5781,Kitzur 210:7 - 211:2
10/30/2020,Fri,12 Cheshvan 5781,Kitzur 211:3-7
10/31/2020,Shab,13 Cheshvan 5781,Kitzur 211:8-12
11/1/2020,Sun,14 Cheshvan 5781,Kitzur 211:13 - 212:2
11/2/2020,Mon,15 Cheshvan 5781,Kitzur 212:3 - 213:2
11/3/2020,Tue,16 Cheshvan 5781,Kitzur 213:3 - 214:2
11/4/2020,Wed,17 Cheshvan 5781,Kitzur 214:3 - 216:1
11/5/2020,Thu,18 Cheshvan 5781,Kitzur 216:2 - 217:3
11/6/2020,Fri,19 Cheshvan 5781,Kitzur 218:1 - 219:3
11/7/2020,Shab,20 Cheshvan 5781,Kitzur 219:4-8
11/8/2020,Sun,21 Cheshvan 5781,Kitzur 219:9 - 220:4
11/9/2020,Mon,22 Cheshvan 5781,Kitzur 220:5-9
11/10/2020,Tue,23 Cheshvan 5781,Kitzur 220:10 - 221:4
11/11/2020,Wed,24 Cheshvan 5781,Kitzur 221:5-8
