Week #,Secular Date,Day Of Week,Hebrew Date,Daf,Parsha
1230,09/24/2028,Su,תשרי 4 5789,גיטין ב,יום כיפור
1231,10/01/2028,Su,תשרי 11 5789,גיטין ג,"חוה""מ סוכות"
1232,10/08/2028,Su,תשרי 18 5789,גיטין ד,בראשית
1233,10/15/2028,Su,תשרי 25 5789,גיטין ה,נח
1234,10/22/2028,Su,חשון 2 5789,גיטין ו,לך לך
1235,10/29/2028,Su,חשון 9 5789,גיטין ז,וירא
1236,11/05/2028,Su,חשון 16 5789,גיטין ח,חיי שרה
1237,11/12/2028,Su,חשון 23 5789,גיטין ט,תולדת
1238,11/19/2028,Su,כסלו 1 5789,גיטין י,ויצא
1239,11/26/2028,Su,כסלו 8 5789,גיטין יא,וישלח
1240,12/03/2028,Su,כסלו 15 5789,גיטין יב,וישב
1241,12/10/2028,Su,כסלו 22 5789,גיטין יג,מקץ
1242,12/17/2028,Su,כסלו 29 5789,גיטין יד,ויגש
1243,12/24/2028,Su,טבת 6 5789,גיטין טו,ויחי
1244,12/31/2028,Su,טבת 13 5789,גיטין טז,שמות
1245,01/07/2029,Su,טבת 20 5789,גיטין יז,וארא
1246,01/14/2029,Su,טבת 27 5789,גיטין יח,בא
1247,01/21/2029,Su,שבט 5 5789,גיטין יט,בשלח
1248,01/28/2029,Su,שבט 12 5789,גיטין כ,יתרו
1249,02/04/2029,Su,שבט 19 5789,גיטין כא,משפטים
1250,02/11/2029,Su,שבט 26 5789,גיטין כב,תרומה
1251,02/18/2029,Su,אדר 3 5789,גיטין כג,תצוה
1252,02/25/2029,Su,אדר 10 5789,גיטין כד,כי תשא
1253,03/04/2029,Su,אדר 17 5789,גיטין כה,ויקהל-פקודי
1254,03/11/2029,Su,אדר 24 5789,גיטין כו,ויקרא
1255,03/18/2029,Su,ניסן 2 5789,גיטין כז,צו
1256,03/25/2029,Su,ניסן 9 5789,גיטין כח,פסח
1257,04/01/2029,Su,ניסן 16 5789,גיטין כט,פסח
1258,04/08/2029,Su,ניסן 23 5789,גיטין ל,שמיני
1259,04/15/2029,Su,ניסן 30 5789,גיטין לא,תזריע-מצורע
1260,04/22/2029,Su,אייר 7 5789,גיטין לב,אחרי מות-קדשים
1261,04/29/2029,Su,אייר 14 5789,גיטין לג,אמור
1262,05/06/2029,Su,אייר 21 5789,גיטין לד,בהר-בחקתי
1263,05/13/2029,Su,אייר 28 5789,גיטין לה,במדבר
1264,05/20/2029,Su,סיון 6 5789,גיטין לו,נשא
1265,05/27/2029,Su,סיון 13 5789,גיטין לז,בהעלתך
1266,06/03/2029,Su,סיון 20 5789,גיטין לח,שלח לך
1267,06/10/2029,Su,סיון 27 5789,גיטין לט,קרח
1268,06/17/2029,Su,תמוז 4 5789,גיטין מ,חקת
1269,06/24/2029,Su,תמוז 11 5789,גיטין מא,בלק
1270,07/01/2029,Su,תמוז 18 5789,גיטין מב,פינחס
1271,07/08/2029,Su,תמוז 25 5789,גיטין מג,מטות-מסעי
1272,07/15/2029,Su,אב 3 5789,גיטין מד,דברים
1273,07/22/2029,Su,אב 10 5789,גיטין מה,ואתחנן
1274,07/29/2029,Su,אב 17 5789,גיטין מו,עקב
1275,08/05/2029,Su,אב 24 5789,גיטין מז,ראה
1276,08/12/2029,Su,אלול 1 5789,גיטין מח,שופטים
1277,08/19/2029,Su,אלול 8 5789,גיטין מט,כי תצא
1278,08/26/2029,Su,אלול 15 5789,גיטין נ,כי תבוא
1279,09/02/2029,Su,אלול 22 5789,גיטין נא,נצבים
1280,09/09/2029,Su,אלול 29 5789,גיטין נב,וילך
1281,09/16/2029,Su,תשרי 7 5790,גיטין נג,האזינו
1282,09/23/2029,Su,תשרי 14 5790,גיטין נד,"חוה""מ סוכות"
1283,09/30/2029,Su,תשרי 21 5790,גיטין נה,בראשית
1284,10/07/2029,Su,תשרי 28 5790,גיטין נו,נח
1285,10/14/2029,Su,חשון 5 5790,גיטין נז,לך לך
1286,10/21/2029,Su,חשון 12 5790,גיטין נח,וירא
1287,10/28/2029,Su,חשון 19 5790,גיטין נט,חיי שרה
1288,11/04/2029,Su,חשון 26 5790,גיטין ס,תולדת
1289,11/11/2029,Su,כסלו 4 5790,גיטין סא,ויצא
1290,11/18/2029,Su,כסלו 11 5790,גיטין סב,וישלח
1291,11/25/2029,Su,כסלו 18 5790,גיטין סג,וישב
1292,12/02/2029,Su,כסלו 25 5790,גיטין סד,מקץ
1293,12/09/2029,Su,טבת 3 5790,גיטין סה,ויגש
1294,12/16/2029,Su,טבת 10 5790,גיטין סו,ויחי
1295,12/23/2029,Su,טבת 17 5790,גיטין סז,שמות
1296,12/30/2029,Su,טבת 24 5790,גיטין סח,וארא
1297,01/06/2030,Su,שבט 2 5790,גיטין סט,בא
1298,01/13/2030,Su,שבט 9 5790,גיטין ע,בשלח
1299,01/20/2030,Su,שבט 16 5790,גיטין עא,יתרו
1300,01/27/2030,Su,שבט 23 5790,גיטין עב,משפטים
1301,02/03/2030,Su,שבט 30 5790,גיטין עג,תרומה
1302,02/10/2030,Su,אדר א 7 5790,גיטין עד,תצוה
1303,02/17/2030,Su,אדר א 14 5790,גיטין עה,כי תשא
1304,02/24/2030,Su,אדר א 21 5790,גיטין עו,ויקהל
1305,03/03/2030,Su,אדר א 28 5790,גיטין עז,פקודי
1306,03/10/2030,Su,אדר ב 5 5790,גיטין עח,ויקרא
1307,03/17/2030,Su,אדר ב 12 5790,גיטין עט,צו
1308,03/24/2030,Su,אדר ב 19 5790,גיטין פ,שמיני
1309,03/31/2030,Su,אדר ב 26 5790,גיטין פא,תזריע
1310,04/07/2030,Su,ניסן 4 5790,גיטין פב,מצורע
1311,04/14/2030,Su,ניסן 11 5790,גיטין פג,"חוה""מ פסח"
1312,04/21/2030,Su,ניסן 18 5790,גיטין פד,אחרי מות
1313,04/28/2030,Su,ניסן 25 5790,גיטין פה,קדשים
1314,05/05/2030,Su,אייר 2 5790,גיטין פו,אמור
1315,05/12/2030,Su,אייר 9 5790,גיטין פז,בהר
1316,05/19/2030,Su,אייר 16 5790,גיטין פח,בחקתי
1317,05/26/2030,Su,אייר 23 5790,גיטין פט,במדבר
1318,06/02/2030,Su,סיון 1 5790,גיטין צ,שבועות
1319,06/09/2030,Su,סיון 8 5790,קדושין ב,נשא
1320,06/16/2030,Su,סיון 15 5790,קדושין ג,בהעלתך
1321,06/23/2030,Su,סיון 22 5790,קדושין ד,שלח לך
1322,06/30/2030,Su,סיון 29 5790,קדושין ה,קרח
1323,07/07/2030,Su,תמוז 6 5790,קדושין ו,חקת-בלק
1324,07/14/2030,Su,תמוז 13 5790,קדושין ז,פינחס
1325,07/21/2030,Su,תמוז 20 5790,קדושין ח,מטות-מסעי
1326,07/28/2030,Su,תמוז 27 5790,קדושין ט,דברים
1327,08/04/2030,Su,אב 5 5790,קדושין י,ואתחנן
1328,08/11/2030,Su,אב 12 5790,קדושין יא,עקב
1329,08/18/2030,Su,אב 19 5790,קדושין יב,ראה
1330,08/25/2030,Su,אב 26 5790,קדושין יג,שופטים
1331,09/01/2030,Su,אלול 3 5790,קדושין יד,כי תצא
1332,09/08/2030,Su,אלול 10 5790,קדושין טו,כי תבוא
1333,09/15/2030,Su,אלול 17 5790,קדושין טז,נצבים-וילך
1334,09/22/2030,Su,אלול 24 5790,קדושין יז,ראש השנה
1335,09/29/2030,Su,תשרי 2 5791,קדושין יח,האזינו
1336,10/06/2030,Su,תשרי 9 5791,קדושין יט,סוכות
1337,10/13/2030,Su,תשרי 16 5791,קדושין כ,שמיני עצרת
1338,10/20/2030,Su,תשרי 23 5791,קדושין כא,בראשית
1339,10/27/2030,Su,תשרי 30 5791,קדושין כב,נח
1340,11/03/2030,Su,חשון 7 5791,קדושין כג,לך לך
1341,11/10/2030,Su,חשון 14 5791,קדושין כד,וירא
1342,11/17/2030,Su,חשון 21 5791,קדושין כה,חיי שרה
1343,11/24/2030,Su,חשון 28 5791,קדושין כו,תולדת
1344,12/01/2030,Su,כסלו 5 5791,קדושין כז,ויצא
1345,12/08/2030,Su,כסלו 12 5791,קדושין כח,וישלח
1346,12/15/2030,Su,כסלו 19 5791,קדושין כט,וישב
1347,12/22/2030,Su,כסלו 26 5791,קדושין ל,מקץ
1348,12/29/2030,Su,טבת 3 5791,קדושין לא,ויגש
1349,01/05/2031,Su,טבת 10 5791,קדושין לב,ויחי
1350,01/12/2031,Su,טבת 17 5791,קדושין לג,שמות
1351,01/19/2031,Su,טבת 24 5791,קדושין לד,וארא
1352,01/26/2031,Su,שבט 2 5791,קדושין לה,בא
1353,02/02/2031,Su,שבט 9 5791,קדושין לו,בשלח
1354,02/09/2031,Su,שבט 16 5791,קדושין לז,יתרו
1355,02/16/2031,Su,שבט 23 5791,קדושין לח,משפטים
1356,02/23/2031,Su,שבט 30 5791,קדושין לט,תרומה
1357,03/02/2031,Su,אדר 7 5791,קדושין מ,תצוה
1358,03/09/2031,Su,אדר 14 5791,קדושין מא,כי תשא
1359,03/16/2031,Su,אדר 21 5791,קדושין מב,ויקהל-פקודי
1360,03/23/2031,Su,אדר 28 5791,קדושין מג,ויקרא
1361,03/30/2031,Su,ניסן 6 5791,קדושין מד,צו
1362,04/06/2031,Su,ניסן 13 5791,קדושין מה,"חוה""מ פסח"
1363,04/13/2031,Su,ניסן 20 5791,קדושין מו,שמיני
1364,04/20/2031,Su,ניסן 27 5791,קדושין מז,תזריע-מצורע
1365,04/27/2031,Su,אייר 4 5791,קדושין מח,אחרי מות-קדשים
1366,05/04/2031,Su,אייר 11 5791,קדושין מט,אמור
1367,05/11/2031,Su,אייר 18 5791,קדושין נ,בהר-בחקתי
1368,05/18/2031,Su,אייר 25 5791,קדושין נא,במדבר
1369,05/25/2031,Su,סיון 3 5791,קדושין נב,נשא
1370,06/01/2031,Su,סיון 10 5791,קדושין נג,בהעלתך
1371,06/08/2031,Su,סיון 17 5791,קדושין נד,שלח לך
1372,06/15/2031,Su,סיון 24 5791,קדושין נה,קרח
1373,06/22/2031,Su,תמוז 1 5791,קדושין נו,חקת
1374,06/29/2031,Su,תמוז 8 5791,קדושין נז,בלק
1375,07/06/2031,Su,תמוז 15 5791,קדושין נח,פינחס
1376,07/13/2031,Su,תמוז 22 5791,קדושין נט,מטות-מסעי
1377,07/20/2031,Su,תמוז 29 5791,קדושין ס,דברים
1378,07/27/2031,Su,אב 7 5791,קדושין סא,ואתחנן
1379,08/03/2031,Su,אב 14 5791,קדושין סב,עקב
1380,08/10/2031,Su,אב 21 5791,קדושין סג,ראה
1381,08/17/2031,Su,אב 28 5791,קדושין סד,שופטים
1382,08/24/2031,Su,אלול 5 5791,קדושין סה,כי תצא
1383,08/31/2031,Su,אלול 12 5791,קדושין סו,כי תבוא
1384,09/07/2031,Su,אלול 19 5791,קדושין סז,נצבים-וילך
1385,09/14/2031,Su,אלול 26 5791,קדושין סח,האזינו
1386,09/21/2031,Su,תשרי 4 5792,קדושין סט,יום כיפור
1387,09/28/2031,Su,תשרי 11 5792,קדושין ע,"חוה""מ סוכות"
1388,10/05/2031,Su,תשרי 18 5792,קדושין עא,בראשית
1389,10/12/2031,Su,תשרי 25 5792,קדושין עב,נח
1390,10/19/2031,Su,חשון 2 5792,קדושין עג,לך לך
1391,10/26/2031,Su,חשון 9 5792,קדושין עד,וירא
1392,11/02/2031,Su,חשון 16 5792,קדושין עה,חיי שרה
1393,11/09/2031,Su,חשון 23 5792,קדושין עו,תולדת
1394,11/16/2031,Su,כסלו 1 5792,קדושין עז,ויצא
1395,11/23/2031,Su,כסלו 8 5792,קדושין עח,וישלח
1396,11/30/2031,Su,כסלו 15 5792,קדושין עט,וישב
1397,12/07/2031,Su,כסלו 22 5792,קדושין פ,מקץ
1398,12/14/2031,Su,כסלו 29 5792,קדושין פא,ויגש
1399,12/21/2031,Su,טבת 6 5792,קדושין פב,ויחי
1400,12/28/2031,Su,טבת 13 5792,בבא קמא ב,שמות
1401,01/04/2032,Su,טבת 20 5792,בבא קמא ג,וארא
1402,01/11/2032,Su,טבת 27 5792,בבא קמא ד,בא
1403,01/18/2032,Su,שבט 5 5792,בבא קמא ה,בשלח
1404,01/25/2032,Su,שבט 12 5792,בבא קמא ו,יתרו
1405,02/01/2032,Su,שבט 19 5792,בבא קמא ז,משפטים
1406,02/08/2032,Su,שבט 26 5792,בבא קמא ח,תרומה
1407,02/15/2032,Su,אדר 3 5792,בבא קמא ט,תצוה
1408,02/22/2032,Su,אדר 10 5792,בבא קמא י,כי תשא
1409,02/29/2032,Su,אדר 17 5792,בבא קמא יא,ויקהל-פקודי
1410,03/07/2032,Su,אדר 24 5792,בבא קמא יב,ויקרא
1411,03/14/2032,Su,ניסן 2 5792,בבא קמא יג,צו
1412,03/21/2032,Su,ניסן 9 5792,בבא קמא יד,פסח
1413,03/28/2032,Su,ניסן 16 5792,בבא קמא טו,פסח
1414,04/04/2032,Su,ניסן 23 5792,בבא קמא טז,שמיני
1415,04/11/2032,Su,ניסן 30 5792,בבא קמא יז,תזריע-מצורע
1416,04/18/2032,Su,אייר 7 5792,בבא קמא יח,אחרי מות-קדשים
1417,04/25/2032,Su,אייר 14 5792,בבא קמא יט,אמור
1418,05/02/2032,Su,אייר 21 5792,בבא קמא כ,בהר-בחקתי
1419,05/09/2032,Su,אייר 28 5792,בבא קמא כא,במדבר
1420,05/16/2032,Su,סיון 6 5792,בבא קמא כב,נשא
1421,05/23/2032,Su,סיון 13 5792,בבא קמא כג,בהעלתך
1422,05/30/2032,Su,סיון 20 5792,בבא קמא כד,שלח לך
1423,06/06/2032,Su,סיון 27 5792,בבא קמא כה,קרח
1424,06/13/2032,Su,תמוז 4 5792,בבא קמא כו,חקת
1425,06/20/2032,Su,תמוז 11 5792,בבא קמא כז,בלק
1426,06/27/2032,Su,תמוז 18 5792,בבא קמא כח,פינחס
1427,07/04/2032,Su,תמוז 25 5792,בבא קמא כט,מטות-מסעי
1428,07/11/2032,Su,אב 3 5792,בבא קמא ל,דברים
1429,07/18/2032,Su,אב 10 5792,בבא קמא לא,ואתחנן
1430,07/25/2032,Su,אב 17 5792,בבא קמא לב,עקב
1431,08/01/2032,Su,אב 24 5792,בבא קמא לג,ראה
1432,08/08/2032,Su,אלול 1 5792,בבא קמא לד,שופטים
1433,08/15/2032,Su,אלול 8 5792,בבא קמא לה,כי תצא
1434,08/22/2032,Su,אלול 15 5792,בבא קמא לו,כי תבוא
1435,08/29/2032,Su,אלול 22 5792,בבא קמא לז,נצבים
1436,09/05/2032,Su,אלול 29 5792,בבא קמא לח,וילך
1437,09/12/2032,Su,תשרי 7 5793,בבא קמא לט,האזינו
1438,09/19/2032,Su,תשרי 14 5793,בבא קמא מ,"חוה""מ סוכות"
1439,09/26/2032,Su,תשרי 21 5793,בבא קמא מא,בראשית
1440,10/03/2032,Su,תשרי 28 5793,בבא קמא מב,נח
1441,10/10/2032,Su,חשון 5 5793,בבא קמא מג,לך לך
1442,10/17/2032,Su,חשון 12 5793,בבא קמא מד,וירא
1443,10/24/2032,Su,חשון 19 5793,בבא קמא מה,חיי שרה
1444,10/31/2032,Su,חשון 26 5793,בבא קמא מו,תולדת
1445,11/07/2032,Su,כסלו 4 5793,בבא קמא מז,ויצא
1446,11/14/2032,Su,כסלו 11 5793,בבא קמא מח,וישלח
1447,11/21/2032,Su,כסלו 18 5793,בבא קמא מט,וישב
1448,11/28/2032,Su,כסלו 25 5793,בבא קמא נ,מקץ
1449,12/05/2032,Su,טבת 3 5793,בבא קמא נא,ויגש
1450,12/12/2032,Su,טבת 10 5793,בבא קמא נב,ויחי
1451,12/19/2032,Su,טבת 17 5793,בבא קמא נג,שמות
1452,12/26/2032,Su,טבת 24 5793,בבא קמא נד,וארא
1453,01/02/2033,Su,שבט 2 5793,בבא קמא נה,בא
1454,01/09/2033,Su,שבט 9 5793,בבא קמא נו,בשלח
1455,01/16/2033,Su,שבט 16 5793,בבא קמא נז,יתרו
1456,01/23/2033,Su,שבט 23 5793,בבא קמא נח,משפטים
1457,01/30/2033,Su,שבט 30 5793,בבא קמא נט,תרומה
1458,02/06/2033,Su,אדר א 7 5793,בבא קמא ס,תצוה
1459,02/13/2033,Su,אדר א 14 5793,בבא קמא סא,כי תשא
1460,02/20/2033,Su,אדר א 21 5793,בבא קמא סב,ויקהל
1461,02/27/2033,Su,אדר א 28 5793,בבא קמא סג,פקודי
1462,03/06/2033,Su,אדר ב 5 5793,בבא קמא סד,ויקרא
1463,03/13/2033,Su,אדר ב 12 5793,בבא קמא סה,צו
1464,03/20/2033,Su,אדר ב 19 5793,בבא קמא סו,שמיני
1465,03/27/2033,Su,אדר ב 26 5793,בבא קמא סז,תזריע
1466,04/03/2033,Su,ניסן 4 5793,בבא קמא סח,מצורע
1467,04/10/2033,Su,ניסן 11 5793,בבא קמא סט,"חוה""מ פסח"
1468,04/17/2033,Su,ניסן 18 5793,בבא קמא ע,אחרי מות
1469,04/24/2033,Su,ניסן 25 5793,בבא קמא עא,קדשים
1470,05/01/2033,Su,אייר 2 5793,בבא קמא עב,אמור
1471,05/08/2033,Su,אייר 9 5793,בבא קמא עג,בהר
1472,05/15/2033,Su,אייר 16 5793,בבא קמא עד,בחקתי
1473,05/22/2033,Su,אייר 23 5793,בבא קמא עה,במדבר
1474,05/29/2033,Su,סיון 1 5793,בבא קמא עו,שבועות
1475,06/05/2033,Su,סיון 8 5793,בבא קמא עז,נשא
1476,06/12/2033,Su,סיון 15 5793,בבא קמא עח,בהעלתך
1477,06/19/2033,Su,סיון 22 5793,בבא קמא עט,שלח לך
1478,06/26/2033,Su,סיון 29 5793,בבא קמא פ,קרח
1479,07/03/2033,Su,תמוז 6 5793,בבא קמא פא,חקת-בלק
1480,07/10/2033,Su,תמוז 13 5793,בבא קמא פב,פינחס
1481,07/17/2033,Su,תמוז 20 5793,בבא קמא פג,מטות-מסעי
1482,07/24/2033,Su,תמוז 27 5793,בבא קמא פד,דברים
1483,07/31/2033,Su,אב 5 5793,בבא קמא פה,ואתחנן
1484,08/07/2033,Su,אב 12 5793,בבא קמא פו,עקב
1485,08/14/2033,Su,אב 19 5793,בבא קמא פז,ראה
1486,08/21/2033,Su,אב 26 5793,בבא קמא פח,שופטים
1487,08/28/2033,Su,אלול 3 5793,בבא קמא פט,כי תצא
1488,09/04/2033,Su,אלול 10 5793,בבא קמא צ,כי תבוא
1489,09/11/2033,Su,אלול 17 5793,בבא קמא צא,נצבים-וילך
1490,09/18/2033,Su,אלול 24 5793,בבא קמא צב,ראש השנה
1491,09/25/2033,Su,תשרי 2 5794,בבא קמא צג,האזינו
1492,10/02/2033,Su,תשרי 9 5794,בבא קמא צד,סוכות
1493,10/09/2033,Su,תשרי 16 5794,בבא קמא צה,שמיני עצרת
1494,10/16/2033,Su,תשרי 23 5794,בבא קמא צו,בראשית
1495,10/23/2033,Su,תשרי 30 5794,בבא קמא צז,נח
1496,10/30/2033,Su,חשון 7 5794,בבא קמא צח,לך לך
1497,11/06/2033,Su,חשון 14 5794,בבא קמא צט,וירא
1498,11/13/2033,Su,חשון 21 5794,בבא קמא ק,חיי שרה
1499,11/20/2033,Su,חשון 28 5794,בבא קמא קא,תולדת
1500,11/27/2033,Su,כסלו 5 5794,בבא קמא קב,ויצא
1501,12/04/2033,Su,כסלו 12 5794,בבא קמא קג,וישלח
1502,12/11/2033,Su,כסלו 19 5794,בבא קמא קד,וישב
1503,12/18/2033,Su,כסלו 26 5794,בבא קמא קה,מקץ
1504,12/25/2033,Su,טבת 3 5794,בבא קמא קו,ויגש
1505,01/01/2034,Su,טבת 10 5794,בבא קמא קז,ויחי
1506,01/08/2034,Su,טבת 17 5794,בבא קמא קח,שמות
1507,01/15/2034,Su,טבת 24 5794,בבא קמא קט,וארא
1508,01/22/2034,Su,שבט 2 5794,בבא קמא קי,בא
1509,01/29/2034,Su,שבט 9 5794,בבא קמא קיא,בשלח
1510,02/05/2034,Su,שבט 16 5794,בבא קמא קיב,יתרו
1511,02/12/2034,Su,שבט 23 5794,בבא קמא קיג,משפטים
1512,02/19/2034,Su,שבט 30 5794,בבא קמא קיד,תרומה
1513,02/26/2034,Su,אדר 7 5794,בבא קמא קטו,תצוה
1514,03/05/2034,Su,אדר 14 5794,בבא קמא קטז,כי תשא
1515,03/12/2034,Su,אדר 21 5794,בבא קמא קיז,ויקהל-פקודי
1516,03/19/2034,Su,אדר 28 5794,בבא קמא קיח,ויקרא
1517,03/26/2034,Su,ניסן 6 5794,בבא קמא קיט,צו
1518,04/02/2034,Su,ניסן 13 5794,בבא מציעא ב,"חוה""מ פסח"
1519,04/09/2034,Su,ניסן 20 5794,בבא מציעא ג,שמיני
1520,04/16/2034,Su,ניסן 27 5794,בבא מציעא ד,תזריע-מצורע
1521,04/23/2034,Su,אייר 4 5794,בבא מציעא ה,אחרי מות-קדשים
1522,04/30/2034,Su,אייר 11 5794,בבא מציעא ו,אמור
1523,05/07/2034,Su,אייר 18 5794,בבא מציעא ז,בהר-בחקתי
1524,05/14/2034,Su,אייר 25 5794,בבא מציעא ח,במדבר
1525,05/21/2034,Su,סיון 3 5794,בבא מציעא ט,נשא
1526,05/28/2034,Su,סיון 10 5794,בבא מציעא י,בהעלתך
1527,06/04/2034,Su,סיון 17 5794,בבא מציעא יא,שלח לך
1528,06/11/2034,Su,סיון 24 5794,בבא מציעא יב,קרח
1529,06/18/2034,Su,תמוז 1 5794,בבא מציעא יג,חקת
1530,06/25/2034,Su,תמוז 8 5794,בבא מציעא יד,בלק
1531,07/02/2034,Su,תמוז 15 5794,בבא מציעא טו,פינחס
1532,07/09/2034,Su,תמוז 22 5794,בבא מציעא טז,מטות-מסעי
1533,07/16/2034,Su,תמוז 29 5794,בבא מציעא יז,דברים
1534,07/23/2034,Su,אב 7 5794,בבא מציעא יח,ואתחנן
1535,07/30/2034,Su,אב 14 5794,בבא מציעא יט,עקב
1536,08/06/2034,Su,אב 21 5794,בבא מציעא כ,ראה
1537,08/13/2034,Su,אב 28 5794,בבא מציעא כא,שופטים
1538,08/20/2034,Su,אלול 5 5794,בבא מציעא כב,כי תצא
1539,08/27/2034,Su,אלול 12 5794,בבא מציעא כג,כי תבוא
1540,09/03/2034,Su,אלול 19 5794,בבא מציעא כד,נצבים-וילך
1541,09/10/2034,Su,אלול 26 5794,בבא מציעא כה,האזינו
1542,09/17/2034,Su,תשרי 4 5795,בבא מציעא כו,יום כיפור
1543,09/24/2034,Su,תשרי 11 5795,בבא מציעא כז,"חוה""מ סוכות"
1544,10/01/2034,Su,תשרי 18 5795,בבא מציעא כח,בראשית
1545,10/08/2034,Su,תשרי 25 5795,בבא מציעא כט,נח
1546,10/15/2034,Su,חשון 2 5795,בבא מציעא ל,לך לך
1547,10/22/2034,Su,חשון 9 5795,בבא מציעא לא,וירא
1548,10/29/2034,Su,חשון 16 5795,בבא מציעא לב,חיי שרה
1549,11/05/2034,Su,חשון 23 5795,בבא מציעא לג,תולדת
1550,11/12/2034,Su,חשון 30 5795,בבא מציעא לד,ויצא
1551,11/19/2034,Su,כסלו 7 5795,בבא מציעא לה,וישלח
1552,11/26/2034,Su,כסלו 14 5795,בבא מציעא לו,וישב
1553,12/03/2034,Su,כסלו 21 5795,בבא מציעא לז,מקץ
1554,12/10/2034,Su,כסלו 28 5795,בבא מציעא לח,ויגש
1555,12/17/2034,Su,טבת 5 5795,בבא מציעא לט,ויחי
1556,12/24/2034,Su,טבת 12 5795,בבא מציעא מ,שמות
1557,12/31/2034,Su,טבת 19 5795,בבא מציעא מא,וארא
1558,01/07/2035,Su,טבת 26 5795,בבא מציעא מב,בא
1559,01/14/2035,Su,שבט 4 5795,בבא מציעא מג,בשלח
1560,01/21/2035,Su,שבט 11 5795,בבא מציעא מד,יתרו
1561,01/28/2035,Su,שבט 18 5795,בבא מציעא מה,משפטים
1562,02/04/2035,Su,שבט 25 5795,בבא מציעא מו,תרומה
1563,02/11/2035,Su,אדר א 2 5795,בבא מציעא מז,תצוה
1564,02/18/2035,Su,אדר א 9 5795,בבא מציעא מח,כי תשא
1565,02/25/2035,Su,אדר א 16 5795,בבא מציעא מט,ויקהל
1566,03/04/2035,Su,אדר א 23 5795,בבא מציעא נ,פקודי
1567,03/11/2035,Su,אדר א 30 5795,בבא מציעא נא,ויקרא
1568,03/18/2035,Su,אדר ב 7 5795,בבא מציעא נב,צו
1569,03/25/2035,Su,אדר ב 14 5795,בבא מציעא נג,שמיני
1570,04/01/2035,Su,אדר ב 21 5795,בבא מציעא נד,תזריע
1571,04/08/2035,Su,אדר ב 28 5795,בבא מציעא נה,מצורע
1572,04/15/2035,Su,ניסן 6 5795,בבא מציעא נו,אחרי מות
1573,04/22/2035,Su,ניסן 13 5795,בבא מציעא נז,"חוה""מ פסח"
1574,04/29/2035,Su,ניסן 20 5795,בבא מציעא נח,קדשים
1575,05/06/2035,Su,ניסן 27 5795,בבא מציעא נט,אמור
1576,05/13/2035,Su,אייר 4 5795,בבא מציעא ס,בהר
1577,05/20/2035,Su,אייר 11 5795,בבא מציעא סא,בחקתי
1578,05/27/2035,Su,אייר 18 5795,בבא מציעא סב,במדבר
1579,06/03/2035,Su,אייר 25 5795,בבא מציעא סג,נשא
1580,06/10/2035,Su,סיון 3 5795,בבא מציעא סד,בהעלתך
1581,06/17/2035,Su,סיון 10 5795,בבא מציעא סה,שלח לך
1582,06/24/2035,Su,סיון 17 5795,בבא מציעא סו,קרח
1583,07/01/2035,Su,סיון 24 5795,בבא מציעא סז,חקת
1584,07/08/2035,Su,תמוז 1 5795,בבא מציעא סח,בלק
1585,07/15/2035,Su,תמוז 8 5795,בבא מציעא סט,פינחס
1586,07/22/2035,Su,תמוז 15 5795,בבא מציעא ע,מטות
1587,07/29/2035,Su,תמוז 22 5795,בבא מציעא עא,מסעי
1588,08/05/2035,Su,תמוז 29 5795,בבא מציעא עב,דברים
1589,08/12/2035,Su,אב 7 5795,בבא מציעא עג,ואתחנן
1590,08/19/2035,Su,אב 14 5795,בבא מציעא עד,עקב
1591,08/26/2035,Su,אב 21 5795,בבא מציעא עה,ראה
1592,09/02/2035,Su,אב 28 5795,בבא מציעא עו,שופטים
1593,09/09/2035,Su,אלול 5 5795,בבא מציעא עז,כי תצא
1594,09/16/2035,Su,אלול 12 5795,בבא מציעא עח,כי תבוא
1595,09/23/2035,Su,אלול 19 5795,בבא מציעא עט,נצבים-וילך
1596,09/30/2035,Su,אלול 26 5795,בבא מציעא פ,האזינו
1597,10/07/2035,Su,תשרי 4 5796,בבא מציעא פא,יום כיפור
1598,10/14/2035,Su,תשרי 11 5796,בבא מציעא פב,"חוה""מ סוכות"
1599,10/21/2035,Su,תשרי 18 5796,בבא מציעא פג,בראשית
1600,10/28/2035,Su,תשרי 25 5796,בבא מציעא פד,נח
1601,11/04/2035,Su,חשון 2 5796,בבא מציעא פה,לך לך
1602,11/11/2035,Su,חשון 9 5796,בבא מציעא פו,וירא
1603,11/18/2035,Su,חשון 16 5796,בבא מציעא פז,חיי שרה
1604,11/25/2035,Su,חשון 23 5796,בבא מציעא פח,תולדת
1605,12/02/2035,Su,כסלו 1 5796,בבא מציעא פט,ויצא
1606,12/09/2035,Su,כסלו 8 5796,בבא מציעא צ,וישלח
1607,12/16/2035,Su,כסלו 15 5796,בבא מציעא צא,וישב
1608,12/23/2035,Su,כסלו 22 5796,בבא מציעא צב,מקץ
1609,12/30/2035,Su,כסלו 29 5796,בבא מציעא צג,ויגש
1610,01/06/2036,Su,טבת 6 5796,בבא מציעא צד,ויחי
1611,01/13/2036,Su,טבת 13 5796,בבא מציעא צה,שמות
1612,01/20/2036,Su,טבת 20 5796,בבא מציעא צו,וארא
1613,01/27/2036,Su,טבת 27 5796,בבא מציעא צז,בא
1614,02/03/2036,Su,שבט 5 5796,בבא מציעא צח,בשלח
