נכון_לתאריך,2017-11-01 22:57:45
טבלה,סמל_ישוב,שם_ישוב,סמל_רחוב,שם_רחוב
טבלת רחובות ,2650 ,רמת השרון           ,441  ,תרזה
טבלת רחובות ,2650 ,רמת השרון           ,326  ,תרפ"ד
טבלת רחובות ,2650 ,רמת השרון           ,442  ,תרשיש
טבלת רחובות ,178  ,רמת יוחנן           ,101  ,אולפן
טבלת רחובות ,178  ,רמת יוחנן           ,9000 ,רמת יוחנן
טבלת רחובות ,178  ,רמת יוחנן           ,7001 ,שכ קרוונים
טבלת רחובות ,122  ,רמת ישי             ,192  ,אבוקדו
טבלת רחובות ,122  ,רמת ישי             ,194  ,אגס
טבלת רחובות ,122  ,רמת ישי             ,139  ,אדמונית החורש
טבלת רחובות ,122  ,רמת ישי             ,179  ,אורנית
טבלת רחובות ,122  ,רמת ישי             ,170  ,אזור תעשיה
טבלת רחובות ,122  ,רמת ישי             ,165  ,אחירותם
טבלת רחובות ,122  ,רמת ישי             ,180  ,אלמון
טבלת רחובות ,122  ,רמת ישי             ,108  ,אמנון ותמר
טבלת רחובות ,122  ,רמת ישי             ,200  ,אפרסמון
טבלת רחובות ,122  ,רמת ישי             ,184  ,אפרסק
טבלת רחובות ,122  ,רמת ישי             ,159  ,אקליפטוס
טבלת רחובות ,122  ,רמת ישי             ,168  ,אשל
טבלת רחובות ,122  ,רמת ישי             ,198  ,גומא
טבלת רחובות ,122  ,רמת ישי             ,141  ,דבורנית
טבלת רחובות ,122  ,רמת ישי             ,196  ,דובדבן
טבלת רחובות ,122  ,רמת ישי             ,129  ,דפנה
טבלת רחובות ,122  ,רמת ישי             ,138  ,האגוז
טבלת רחובות ,122  ,רמת ישי             ,102  ,האורן
טבלת רחובות ,122  ,רמת ישי             ,128  ,האיריסים
טבלת רחובות ,122  ,רמת ישי             ,112  ,האלון
טבלת רחובות ,122  ,רמת ישי             ,101  ,הארז
טבלת רחובות ,122  ,רמת ישי             ,111  ,האתרוג
טבלת רחובות ,122  ,רמת ישי             ,156  ,הברוש
טבלת רחובות ,122  ,רמת ישי             ,120  ,הדגן
טבלת רחובות ,122  ,רמת ישי             ,118  ,הדקל
טבלת רחובות ,122  ,רמת ישי             ,113  ,ההדס
טבלת רחובות ,122  ,רמת ישי             ,148  ,החצבים
טבלת רחובות ,122  ,רמת ישי             ,117  ,היסמין
טבלת רחובות ,122  ,רמת ישי             ,147  ,היקינטון
טבלת רחובות ,122  ,רמת ישי             ,121  ,הכלניות
טבלת רחובות ,122  ,רמת ישי             ,146  ,המרגניות
טבלת רחובות ,122  ,רמת ישי             ,122  ,הנרקיסים
טבלת רחובות ,122  ,רמת ישי             ,119  ,הערבה
טבלת רחובות ,122  ,רמת ישי             ,144  ,הפרגים
טבלת רחובות ,122  ,רמת ישי             ,162  ,הפרדס
טבלת רחובות ,122  ,רמת ישי             ,133  ,הצאלון
טבלת רחובות ,122  ,רמת ישי             ,134  ,הצבעוני
טבלת רחובות ,122  ,רמת ישי             ,158  ,הצפצפה
טבלת רחובות ,122  ,רמת ישי             ,182  ,הרותם
טבלת רחובות ,122  ,רמת ישי             ,115  ,הרימון
טבלת רחובות ,122  ,רמת ישי             ,116  ,הרקפות
טבלת רחובות ,122  ,רמת ישי             ,114  ,השיזף
טבלת רחובות ,122  ,רמת ישי             ,135  ,השקמה
טבלת רחובות ,122  ,רמת ישי             ,105  ,התאנה
טבלת רחובות ,122  ,רמת ישי             ,167  ,חבצלת
טבלת רחובות ,122  ,רמת ישי             ,104  ,חוות נוה יער
טבלת רחובות ,122  ,רמת ישי             ,160  ,חורש האלונים
טבלת רחובות ,122  ,רמת ישי             ,145  ,חלמית
טבלת רחובות ,122  ,רמת ישי             ,166  ,חרצית
טבלת רחובות ,122  ,רמת ישי             ,173  ,יערה
טבלת רחובות ,122  ,רמת ישי             ,151  ,כליל החורש
טבלת רחובות ,122  ,רמת ישי             ,199  ,לימון
טבלת רחובות ,122  ,רמת ישי             ,132  ,מורן
טבלת רחובות ,122  ,רמת ישי             ,197  ,מטע
טבלת רחובות ,122  ,רמת ישי             ,193  ,מנגו
טבלת רחובות ,122  ,רמת ישי             ,172  ,מעלה דולב
טבלת רחובות ,122  ,רמת ישי             ,123  ,מעלה הגפן
טבלת רחובות ,122  ,רמת ישי             ,126  ,מעלה החורש
טבלת רחובות ,122  ,רמת ישי             ,127  ,מעלה הרדוף
טבלת רחובות ,122  ,רמת ישי             ,150  ,מעלה כרכום
טבלת רחובות ,122  ,רמת ישי             ,106  ,מעלה לבונה
טבלת רחובות ,122  ,רמת ישי             ,109  ,מעלה פרג
טבלת רחובות ,122  ,רמת ישי             ,157  ,מעלה שיטים
טבלת רחובות ,122  ,רמת ישי             ,143  ,מעלה שקמה
טבלת רחובות ,122  ,רמת ישי             ,169  ,מרווה
טבלת רחובות ,122  ,רמת ישי             ,191  ,נקטרינה
טבלת רחובות ,122  ,רמת ישי             ,171  ,סיגליות
טבלת רחובות ,122  ,רמת ישי             ,176  ,סמ אשחר
טבלת רחובות ,122  ,רמת ישי             ,154  ,סמ האלה
טבלת רחובות ,122  ,רמת ישי             ,152  ,סמ ההדר
טבלת רחובות ,122  ,רמת ישי             ,131  ,סמ הורד
טבלת רחובות ,122  ,רמת ישי             ,124  ,סמ הזית
טבלת רחובות ,122  ,רמת ישי             ,136  ,סמ החרוב
טבלת רחובות ,122  ,רמת ישי             ,177  ,סמ הכרם
טבלת רחובות ,122  ,רמת ישי             ,153  ,סמ הלוטם
טבלת רחובות ,122  ,רמת ישי             ,149  ,סמ הסביון
טבלת רחובות ,122  ,רמת ישי             ,183  ,סמ השיזף
טבלת רחובות ,122  ,רמת ישי             ,175  ,סמ השסק
טבלת רחובות ,122  ,רמת ישי             ,137  ,סמ השקד
טבלת רחובות ,122  ,רמת ישי             ,125  ,סמ התמר
טבלת רחובות ,122  ,רמת ישי             ,130  ,סמ לילך
טבלת רחובות ,122  ,רמת ישי             ,187  ,סמ לימונית
טבלת רחובות ,122  ,רמת ישי             ,155  ,סמ מור
טבלת רחובות ,122  ,רמת ישי             ,161  ,סמ מרגנית
טבלת רחובות ,122  ,רמת ישי             ,174  ,סמ נוריות
טבלת רחובות ,122  ,רמת ישי             ,110  ,סמ ציפורן
טבלת רחובות ,122  ,רמת ישי             ,186  ,סמ ריחן
טבלת רחובות ,122  ,רמת ישי             ,178  ,ספיון
טבלת רחובות ,122  ,רמת ישי             ,185  ,סתוונית
טבלת רחובות ,122  ,רמת ישי             ,140  ,עירית
טבלת רחובות ,122  ,רמת ישי             ,181  ,צבר
טבלת רחובות ,122  ,רמת ישי             ,190  ,קוקוס
טבלת רחובות ,122  ,רמת ישי             ,164  ,קורנית
טבלת רחובות ,122  ,רמת ישי             ,188  ,רוזמרין
טבלת רחובות ,122  ,רמת ישי             ,9000 ,רמת ישי
טבלת רחובות ,122  ,רמת ישי             ,6501 ,ש עובדים
טבלת רחובות ,122  ,רמת ישי             ,6502 ,ש עמידר
טבלת רחובות ,122  ,רמת ישי             ,6503 ,שכון ב
טבלת רחובות ,122  ,רמת ישי             ,6504 ,שכון חילים
טבלת רחובות ,122  ,רמת ישי             ,189  ,תות
טבלת רחובות ,122  ,רמת ישי             ,142  ,תלתן
טבלת רחובות ,122  ,רמת ישי             ,195  ,תפוח
טבלת רחובות ,4701 ,רמת מגשימים         ,9000 ,רמת מגשימים
טבלת רחובות ,339  ,רמת צבי             ,9000 ,רמת צבי
טבלת רחובות ,460  ,רמת רזיאל           ,9000 ,רמת רזיאל
טבלת רחובות ,127  ,רמת רחל             ,101  ,אכסנית נוער
טבלת רחובות ,127  ,רמת רחל             ,102  ,גדוד העבודה
טבלת רחובות ,127  ,רמת רחל             ,9000 ,רמת רחל
טבלת רחובות ,789  ,רנן                 ,101  ,הורד
טבלת רחובות ,789  ,רנן                 ,102  ,הנורית
טבלת רחובות ,789  ,רנן                 ,103  ,הסייפן
טבלת רחובות ,789  ,רנן                 ,9000 ,רנן
טבלת רחובות ,713  ,רעים                ,9000 ,רעים
טבלת רחובות ,8700 ,רעננה               ,165  ,אבן גבירול
טבלת רחובות ,8700 ,רעננה               ,167  ,אבן עזרא
טבלת רחובות ,8700 ,רעננה               ,243  ,אברבנאל
טבלת רחובות ,8700 ,רעננה               ,338  ,אבשלום
טבלת רחובות ,8700 ,רעננה               ,244  ,אהוד מנור
טבלת רחובות ,8700 ,רעננה               ,507  ,אהרונסון שרה
טבלת רחובות ,8700 ,רעננה               ,229  ,אוסטרובסקי
טבלת רחובות ,8700 ,רעננה               ,231  ,אופסטרלנד
טבלת רחובות ,8700 ,רעננה               ,166  ,אזולאי
טבלת רחובות ,8700 ,רעננה               ,6507 ,אזור התעשיה
טבלת רחובות ,8700 ,רעננה               ,271  ,אח"י דקר
טבלת רחובות ,8700 ,רעננה               ,148  ,אחד העם
טבלת רחובות ,8700 ,רעננה               ,103  ,אחוזה
טבלת רחובות ,8700 ,רעננה               ,240  ,אינשטיין
טבלת רחובות ,8700 ,רעננה               ,274  ,אלחריזי
טבלת רחובות ,8700 ,רעננה               ,385  ,אלי כהן
טבלת רחובות ,8700 ,רעננה               ,289  ,אלכסנדר פן
טבלת רחובות ,8700 ,רעננה               ,154  ,אלעזר דוד
טבלת רחובות ,8700 ,רעננה               ,163  ,אלפסי
טבלת רחובות ,8700 ,רעננה               ,164  ,אלקלעי
טבלת רחובות ,8700 ,רעננה               ,281  ,אלתרמן נתן
טבלת רחובות ,8700 ,רעננה               ,136  ,אנדה עמיר
טבלת רחובות ,8700 ,רעננה               ,505  ,אנה פרנק
טבלת רחובות ,8700 ,רעננה               ,383  ,אנילביץ
טבלת רחובות ,8700 ,רעננה               ,312  ,אסירי ציון
טבלת רחובות ,8700 ,רעננה               ,162  ,אסתר המלכה
טבלת רחובות ,8700 ,רעננה               ,251  ,אריה
טבלת רחובות ,8700 ,רעננה               ,308  ,אריק לביא
טבלת רחובות ,8700 ,רעננה               ,207  ,ארלוזורוב
טבלת רחובות ,8700 ,רעננה               ,233  ,אשכול לוי
טבלת רחובות ,8700 ,רעננה               ,303  ,אשר
טבלת רחובות ,8700 ,רעננה               ,468  ,בגין מנחם
טבלת רחובות ,8700 ,רעננה               ,249  ,בובר
טבלת רחובות ,8700 ,רעננה               ,139  ,בורוכוב
טבלת רחובות ,8700 ,רעננה               ,187  ,בורלא יהודה
טבלת רחובות ,8700 ,רעננה               ,205  ,ביאליק
טבלת רחובות ,8700 ,רעננה               ,250  ,ביל"ו
טבלת רחובות ,8700 ,רעננה               ,469  ,בית אבות אחוזת בית
טבלת רחובות ,8700 ,רעננה               ,460  ,בית אבות משען
טבלת רחובות ,8700 ,רעננה               ,275  ,בית הלל
טבלת רחובות ,8700 ,רעננה               ,221  ,בית השואבה
טבלת רחובות ,8700 ,רעננה               ,279  ,בית שמאי
טבלת רחובות ,8700 ,רעננה               ,252  ,בן גוריון
טבלת רחובות ,8700 ,רעננה               ,125  ,בן זכאי
טבלת רחובות ,8700 ,רעננה               ,266  ,בן יהודה
טבלת רחובות ,8700 ,רעננה               ,280  ,בנטוב מרדכי
טבלת רחובות ,8700 ,רעננה               ,339  ,בני אמדורסקי
טבלת רחובות ,8700 ,רעננה               ,114  ,בר אילן
טבלת רחובות ,8700 ,רעננה               ,119  ,בר יוחאי
טבלת רחובות ,8700 ,רעננה               ,168  ,בר כוכבא
טבלת רחובות ,8700 ,רעננה               ,206  ,בר-גיורא
טבלת רחובות ,8700 ,רעננה               ,501  ,ברלב חיים
טבלת רחובות ,8700 ,רעננה               ,214  ,ברנדיס
טבלת רחובות ,8700 ,רעננה               ,209  ,ברנר
טבלת רחובות ,8700 ,רעננה               ,340  ,ג'ו עמר
טבלת רחובות ,8700 ,רעננה               ,301  ,גאולה
טבלת רחובות ,8700 ,רעננה               ,466  ,גובר רבקה
טבלת רחובות ,8700 ,רעננה               ,391  ,גוטמן נחום
טבלת רחובות ,8700 ,רעננה               ,102  ,גולדברג לאה
טבלת רחובות ,8700 ,רעננה               ,415  ,גולדה מאיר
טבלת רחובות ,8700 ,רעננה               ,314  ,גולומב
טבלת רחובות ,8700 ,רעננה               ,503  ,גונן שמואל
טבלת רחובות ,8700 ,רעננה               ,232  ,גור מרדכי
טבלת רחובות ,8700 ,רעננה               ,220  ,גורדון
טבלת רחובות ,8700 ,רעננה               ,263  ,גרונר דב
טבלת רחובות ,8700 ,רעננה               ,151  ,גרינברג אורי צבי
טבלת רחובות ,8700 ,רעננה               ,272  ,גרץ
טבלת רחובות ,8700 ,רעננה               ,135  ,דבורה עומר
טבלת רחובות ,8700 ,רעננה               ,134  ,דגניה
טבלת רחובות ,8700 ,רעננה               ,245  ,דובנוב
טבלת רחובות ,8700 ,רעננה               ,456  ,דוכיפת
טבלת רחובות ,8700 ,רעננה               ,358  ,דולב
טבלת רחובות ,8700 ,רעננה               ,504  ,דורי יעקב
טבלת רחובות ,8700 ,רעננה               ,425  ,דיין משה
טבלת רחובות ,8700 ,רעננה               ,341  ,דליה רביקוביץ'
טבלת רחובות ,8700 ,רעננה               ,359  ,דפנה
טבלת רחובות ,8700 ,רעננה               ,484  ,דרוקר
טבלת רחובות ,8700 ,רעננה               ,198  ,דרור
טבלת רחובות ,8700 ,רעננה               ,398  ,דרך האוניברסיטה
טבלת רחובות ,8700 ,רעננה               ,344  ,דרך החקלאים
טבלת רחובות ,8700 ,רעננה               ,465  ,דרך הפארק
טבלת רחובות ,8700 ,רעננה               ,345  ,דרך כפר נחמן
טבלת רחובות ,8700 ,רעננה               ,517  ,האגם
טבלת רחובות ,8700 ,רעננה               ,479  ,האופק
טבלת רחובות ,8700 ,רעננה               ,189  ,האורן
טבלת רחובות ,8700 ,רעננה               ,200  ,האחווה
טבלת רחובות ,8700 ,רעננה               ,322  ,האיריס
טבלת רחובות ,8700 ,רעננה               ,293  ,האלה
טבלת רחובות ,8700 ,רעננה               ,307  ,האלון
טבלת רחובות ,8700 ,רעננה               ,428  ,האצ"ל
טבלת רחובות ,8700 ,רעננה               ,130  ,האר"י
טבלת רחובות ,8700 ,רעננה               ,292  ,הארז
טבלת רחובות ,8700 ,רעננה               ,516  ,האשד
טבלת רחובות ,8700 ,רעננה               ,475  ,האשל
טבלת רחובות ,8700 ,רעננה               ,552  ,הבדולח
טבלת רחובות ,8700 ,רעננה               ,234  ,הבנים
טבלת רחובות ,8700 ,רעננה               ,305  ,הברוש
טבלת רחובות ,8700 ,רעננה               ,515  ,הבריכה
טבלת רחובות ,8700 ,רעננה               ,382  ,הגדוד העברי
טבלת רחובות ,8700 ,רעננה               ,270  ,הגדנ"ע
טבלת רחובות ,8700 ,רעננה               ,402  ,הגולן
טבלת רחובות ,8700 ,רעננה               ,472  ,הגלבוע
טבלת רחובות ,8700 ,רעננה               ,143  ,הגליל
טבלת רחובות ,8700 ,רעננה               ,477  ,הגלים
טבלת רחובות ,8700 ,רעננה               ,476  ,הגפן
טבלת רחובות ,8700 ,רעננה               ,327  ,הדליה
טבלת רחובות ,8700 ,רעננה               ,378  ,הדקל
טבלת רחובות ,8700 ,רעננה               ,120  ,ההגנה
טבלת רחובות ,8700 ,רעננה               ,112  ,ההסתדרות
טבלת רחובות ,8700 ,רעננה               ,123  ,הוז דב
טבלת רחובות ,8700 ,רעננה               ,371  ,הולצברג שמחה
טבלת רחובות ,8700 ,רעננה               ,192  ,הורד
טבלת רחובות ,8700 ,רעננה               ,481  ,הזוהר
טבלת רחובות ,8700 ,רעננה               ,188  ,הזז חיים
טבלת רחובות ,8700 ,רעננה               ,295  ,הזית
טבלת רחובות ,8700 ,רעננה               ,455  ,הזמיר
טבלת רחובות ,8700 ,רעננה               ,451  ,החוחית
טבלת רחובות ,8700 ,רעננה               ,290  ,החורש
טבלת רחובות ,8700 ,רעננה               ,248  ,החורשה
טבלת רחובות ,8700 ,רעננה               ,386  ,החי"ל
טבלת רחובות ,8700 ,רעננה               ,318  ,החלוץ
טבלת רחובות ,8700 ,רעננה               ,511  ,החליל
טבלת רחובות ,8700 ,רעננה               ,323  ,החצב
טבלת רחובות ,8700 ,רעננה               ,235  ,החרוב
טבלת רחובות ,8700 ,רעננה               ,304  ,החרושת
טבלת רחובות ,8700 ,רעננה               ,473  ,החרמון
טבלת רחובות ,8700 ,רעננה               ,510  ,החרצית
טבלת רחובות ,8700 ,רעננה               ,161  ,החשמונאים
טבלת רחובות ,8700 ,רעננה               ,316  ,הטייסים
טבלת רחובות ,8700 ,רעננה               ,478  ,הטללים
טבלת רחובות ,8700 ,רעננה               ,551  ,היהלום
טבלת רחובות ,8700 ,רעננה               ,110  ,היובל
טבלת רחובות ,8700 ,רעננה               ,326  ,היסמין
טבלת רחובות ,8700 ,רעננה               ,365  ,היצירה
טבלת רחובות ,8700 ,רעננה               ,521  ,היקינתון
טבלת רחובות ,8700 ,רעננה               ,354  ,הירדן
טבלת רחובות ,8700 ,רעננה               ,355  ,הירמוך
טבלת רחובות ,8700 ,רעננה               ,372  ,הכוכב
טבלת רחובות ,8700 ,רעננה               ,298  ,הכלנית
טבלת רחובות ,8700 ,רעננה               ,470  ,הכרמל
טבלת רחובות ,8700 ,רעננה               ,239  ,הל"ה
טבלת רחובות ,8700 ,רעננה               ,282  ,הלבונה
טבלת רחובות ,8700 ,רעננה               ,520  ,הלוטוס
טבלת רחובות ,8700 ,רעננה               ,450  ,הלימון
טבלת רחובות ,8700 ,רעננה               ,238  ,המחתרות
טבלת רחובות ,8700 ,רעננה               ,202  ,המיסדים
טבלת רחובות ,8700 ,רעננה               ,513  ,המיתר
טבלת רחובות ,8700 ,רעננה               ,360  ,המלאכה
טבלת רחובות ,8700 ,רעננה               ,522  ,המלכים
טבלת רחובות ,8700 ,רעננה               ,351  ,המסגר
טבלת רחובות ,8700 ,רעננה               ,236  ,המעיין
טבלת רחובות ,8700 ,רעננה               ,309  ,המעלות
טבלת רחובות ,8700 ,רעננה               ,404  ,המעפילים
טבלת רחובות ,8700 ,רעננה               ,321  ,המרגנית
טבלת רחובות ,8700 ,רעננה               ,181  ,המרד
טבלת רחובות ,8700 ,רעננה               ,519  ,הנבל
טבלת רחובות ,8700 ,רעננה               ,320  ,הנגב
טבלת רחובות ,8700 ,רעננה               ,403  ,הנוטרים
טבלת רחובות ,8700 ,רעננה               ,368  ,הנופר
טבלת רחובות ,8700 ,רעננה               ,325  ,הנורית
טבלת רחובות ,8700 ,רעננה               ,237  ,הנחל
טבלת רחובות ,8700 ,רעננה               ,196  ,הנרקיס
טבלת רחובות ,8700 ,רעננה               ,375  ,הנשיאים
טבלת רחובות ,8700 ,רעננה               ,457  ,הנשר
טבלת רחובות ,8700 ,רעננה               ,175  ,הס משה
טבלת רחובות ,8700 ,רעננה               ,380  ,הסביון
טבלת רחובות ,8700 ,רעננה               ,363  ,הסדנא
טבלת רחובות ,8700 ,רעננה               ,508  ,הסולן
טבלת רחובות ,8700 ,רעננה               ,514  ,הסחלב
טבלת רחובות ,8700 ,רעננה               ,328  ,הסיגלית
טבלת רחובות ,8700 ,רעננה               ,459  ,הסייפן
טבלת רחובות ,8700 ,רעננה               ,453  ,הסנונית
טבלת רחובות ,8700 ,רעננה               ,132  ,העבודה
טבלת רחובות ,8700 ,רעננה               ,461  ,העיט
טבלת רחובות ,8700 ,רעננה               ,458  ,העפרוני
טבלת רחובות ,8700 ,רעננה               ,137  ,העצמאות
טבלת רחובות ,8700 ,רעננה               ,379  ,הערבה
טבלת רחובות ,8700 ,רעננה               ,169  ,הפלמ"ח
טבלת רחובות ,8700 ,רעננה               ,550  ,הפנינה
טבלת רחובות ,8700 ,רעננה               ,518  ,הפעמונים
טבלת רחובות ,8700 ,רעננה               ,506  ,הפרחים
טבלת רחובות ,8700 ,רעננה               ,366  ,הצאלון
טבלת רחובות ,8700 ,רעננה               ,324  ,הצבעוני
טבלת רחובות ,8700 ,רעננה               ,356  ,הצבר
טבלת רחובות ,8700 ,רעננה               ,512  ,הצליל
טבלת רחובות ,8700 ,רעננה               ,158  ,הצנחנים
טבלת רחובות ,8700 ,רעננה               ,111  ,הקדושים
טבלת רחובות ,8700 ,רעננה               ,353  ,הקישון
טבלת רחובות ,8700 ,רעננה               ,509  ,הקרן
טבלת רחובות ,8700 ,רעננה               ,480  ,הקשת
טבלת רחובות ,8700 ,רעננה               ,381  ,הר סיני
טבלת רחובות ,8700 ,רעננה               ,268  ,הרב אפרים
טבלת רחובות ,8700 ,רעננה               ,393  ,הרב בן אור
טבלת רחובות ,8700 ,רעננה               ,285  ,הרב נסים יצחק
טבלת רחובות ,8700 ,רעננה               ,126  ,הרב קוק
טבלת רחובות ,8700 ,רעננה               ,296  ,הרדוף
טבלת רחובות ,8700 ,רעננה               ,329  ,הרותם
טבלת רחובות ,8700 ,רעננה               ,306  ,הרמון
טבלת רחובות ,8700 ,רעננה               ,226  ,הרצוג
טבלת רחובות ,8700 ,רעננה               ,215  ,הרצל
טבלת רחובות ,8700 ,רעננה               ,153  ,הרקפת
טבלת רחובות ,8700 ,רעננה               ,482  ,השביט
טבלת רחובות ,8700 ,רעננה               ,138  ,השומר
טבלת רחובות ,8700 ,רעננה               ,211  ,השוק
טבלת רחובות ,8700 ,רעננה               ,454  ,השחפים
טבלת רחובות ,8700 ,רעננה               ,178  ,השחר
טבלת רחובות ,8700 ,רעננה               ,369  ,השיזף
טבלת רחובות ,8700 ,רעננה               ,299  ,השיטה
טבלת רחובות ,8700 ,רעננה               ,376  ,השלום
טבלת רחובות ,8700 ,רעננה               ,553  ,השנהב
טבלת רחובות ,8700 ,רעננה               ,294  ,השקד
טבלת רחובות ,8700 ,רעננה               ,291  ,השקמה
טבלת רחובות ,8700 ,רעננה               ,216  ,השרון
טבלת רחובות ,8700 ,רעננה               ,159  ,השריון
טבלת רחובות ,8700 ,רעננה               ,373  ,התאנה
טבלת רחובות ,8700 ,רעננה               ,471  ,התבור
טבלת רחובות ,8700 ,רעננה               ,367  ,התדהר
טבלת רחובות ,8700 ,רעננה               ,452  ,התור
טבלת רחובות ,8700 ,רעננה               ,191  ,התחיה
טבלת רחובות ,8700 ,רעננה               ,374  ,התמר
טבלת רחובות ,8700 ,רעננה               ,269  ,התנאים
טבלת רחובות ,8700 ,רעננה               ,362  ,התעשיה
טבלת רחובות ,8700 ,רעננה               ,377  ,התפוז
טבלת רחובות ,8700 ,רעננה               ,190  ,התקוה
טבלת רחובות ,8700 ,רעננה               ,199  ,התקומה
טבלת רחובות ,8700 ,רעננה               ,387  ,וינגייט
טבלת רחובות ,8700 ,רעננה               ,204  ,ויצמן
טבלת רחובות ,8700 ,רעננה               ,286  ,ולנברג ראול
טבלת רחובות ,8700 ,רעננה               ,227  ,ז'בוטינסקי
טבלת רחובות ,8700 ,רעננה               ,364  ,זרחין אלכסנדר
טבלת רחובות ,8700 ,רעננה               ,333  ,חזון איש
טבלת רחובות ,8700 ,רעננה               ,116  ,חזן יעקב
טבלת רחובות ,8700 ,רעננה               ,177  ,חטיבת אלכסנדרוני
טבלת רחובות ,8700 ,רעננה               ,176  ,חטיבת גבעתי
טבלת רחובות ,8700 ,רעננה               ,389  ,חטיבת גולני
טבלת רחובות ,8700 ,רעננה               ,390  ,חטיבת הראל
טבלת רחובות ,8700 ,רעננה               ,230  ,חיבת ציון
טבלת רחובות ,8700 ,רעננה               ,342  ,חיים חפר
טבלת רחובות ,8700 ,רעננה               ,416  ,חייקה גרוסמן
טבלת רחובות ,8700 ,רעננה               ,140  ,חנקין
טבלת רחובות ,8700 ,רעננה               ,108  ,חפץ חיים
טבלת רחובות ,8700 ,רעננה               ,106  ,טבנקין יצחק
טבלת רחובות ,8700 ,רעננה               ,133  ,טרומפלדור
טבלת רחובות ,8700 ,רעננה               ,246  ,טשרניחובסקי
טבלת רחובות ,8700 ,רעננה               ,463  ,יאיר
טבלת רחובות ,8700 ,רעננה               ,343  ,יאיר רוזנבלום
טבלת רחובות ,8700 ,רעננה               ,427  ,ידין יגאל
טבלת רחובות ,8700 ,רעננה               ,219  ,יהודה הלוי
טבלת רחובות ,8700 ,רעננה               ,152  ,יהודה הנשיא
טבלת רחובות ,8700 ,רעננה               ,346  ,יהודה עמיחי
טבלת רחובות ,8700 ,רעננה               ,347  ,יעקב אורלנד
טבלת רחובות ,8700 ,רעננה               ,396  ,יערה
טבלת רחובות ,8700 ,רעננה               ,141  ,יפה אליעזר
טבלת רחובות ,8700 ,רעננה               ,348  ,יפה ירקוני
טבלת רחובות ,8700 ,רעננה               ,400  ,יצחק גרציאני
טבלת רחובות ,8700 ,רעננה               ,388  ,יצחק שדה
טבלת רחובות ,8700 ,רעננה               ,313  ,יציאת אירופה
טבלת רחובות ,8700 ,רעננה               ,184  ,ירושלים
טבלת רחובות ,8700 ,רעננה               ,186  ,כביש חיפה
טבלת רחובות ,8700 ,רעננה               ,399  ,כהן-כגן רחל
טבלת רחובות ,8700 ,רעננה               ,349  ,כליל החורש
טבלת רחובות ,8700 ,רעננה               ,352  ,כנרת
טבלת רחובות ,8700 ,רעננה               ,6500 ,כפר בתיה
טבלת רחובות ,8700 ,רעננה               ,6501 ,כפר נחמן
טבלת רחובות ,8700 ,רעננה               ,183  ,כצנלסון ברל
טבלת רחובות ,8700 ,רעננה               ,6530 ,לב הפארק
טבלת רחובות ,8700 ,רעננה               ,277  ,לבהרי
טבלת רחובות ,8700 ,רעננה               ,224  ,לזר
טבלת רחובות ,8700 ,רעננה               ,288  ,לח"י
טבלת רחובות ,8700 ,רעננה               ,426  ,לסקוב חיים
טבלת רחובות ,8700 ,רעננה               ,222  ,מאה וששים
טבלת רחובות ,8700 ,רעננה               ,350  ,מאפו
טבלת רחובות ,8700 ,רעננה               ,384  ,מבצע קדש
טבלת רחובות ,8700 ,רעננה               ,107  ,מגדל
טבלת רחובות ,8700 ,רעננה               ,330  ,מולדת
טבלת רחובות ,8700 ,רעננה               ,334  ,מונטיפיורי
טבלת רחובות ,8700 ,רעננה               ,109  ,מוצקין
טבלת רחובות ,8700 ,רעננה               ,319  ,מורדי הגטאות
טבלת רחובות ,8700 ,רעננה               ,337  ,מורשה
טבלת רחובות ,8700 ,רעננה               ,6502 ,מחנה עולים
טבלת רחובות ,8700 ,רעננה               ,146  ,מכבי
טבלת רחובות ,8700 ,רעננה               ,254  ,מנדלי
טבלת רחובות ,8700 ,רעננה               ,417  ,מניה שוחט
טבלת רחובות ,8700 ,רעננה               ,142  ,מסדה
טבלת רחובות ,8700 ,רעננה               ,6503 ,מעון לעובד
טבלת רחובות ,8700 ,רעננה               ,502  ,מקלף מרדכי
טבלת רחובות ,8700 ,רעננה               ,405  ,מרדכי זעירא
טבלת רחובות ,8700 ,רעננה               ,131  ,מרים ילן שטקליס
טבלת רחובות ,8700 ,רעננה               ,217  ,מרכז קליטה
טבלת רחובות ,8700 ,רעננה               ,406  ,משה וילנסקי
טבלת רחובות ,8700 ,רעננה               ,6529 ,נאות הדר
טבלת רחובות ,8700 ,רעננה               ,172  ,נאות שדה
טבלת רחובות ,8700 ,רעננה               ,128  ,נג'ארה
טבלת רחובות ,8700 ,רעננה               ,6505 ,נוה ברכה
טבלת רחובות ,8700 ,רעננה               ,6506 ,נוה דוד רמז
טבלת רחובות ,8700 ,רעננה               ,267  ,נורדאו
טבלת רחובות ,8700 ,רעננה               ,255  ,נחמיה
טבלת רחובות ,8700 ,רעננה               ,171  ,נחשון
טבלת רחובות ,8700 ,רעננה               ,256  ,ניל"י
טבלת רחובות ,8700 ,רעננה               ,407  ,נעמי שמר
טבלת רחובות ,8700 ,רעננה               ,253  ,נתיב האבות
טבלת רחובות ,8700 ,רעננה               ,149  ,נתן יונתן
טבלת רחובות ,8700 ,רעננה               ,203  ,סולד
טבלת רחובות ,8700 ,רעננה               ,218  ,סוקולוב
