"Date","Parashah","Aliyah","Reading","Verses"
13-Jul-2019,"Chukat","maf","Numbers 21:34 - 22:1",3
13-Jul-2019,"Chukat","Haftara","Judges 11:1 - 11:33",

20-Jul-2019,"Balak",1,"Numbers 22:2 - 22:12",11
20-Jul-2019,"Balak",2,"Numbers 22:13 - 22:20",8
20-Jul-2019,"Balak",3,"Numbers 22:21 - 22:38",18
20-Jul-2019,"Balak",4,"Numbers 22:39 - 23:12",15
20-Jul-2019,"Balak",5,"Numbers 23:13 - 23:26",14
20-Jul-2019,"Balak",6,"Numbers 23:27 - 24:13",17
20-Jul-2019,"Balak",7,"Numbers 24:14 - 25:9",21
20-Jul-2019,"Balak","maf","Numbers 25:7 - 25:9",3
20-Jul-2019,"Balak","Haftara","Micah 5:6 - 6:8",

27-Jul-2019,"Pinchas",1,"Numbers 25:10 - 26:4",13
27-Jul-2019,"Pinchas",2,"Numbers 26:5 - 26:51",47
27-Jul-2019,"Pinchas",3,"Numbers 26:52 - 27:5",19
27-Jul-2019,"Pinchas",4,"Numbers 27:6 - 27:23",18
27-Jul-2019,"Pinchas",5,"Numbers 28:1 - 28:15",15
27-Jul-2019,"Pinchas",6,"Numbers 28:16 - 29:11",27
27-Jul-2019,"Pinchas",7,"Numbers 29:12 - 30:1",29
27-Jul-2019,"Pinchas","maf","Numbers 29:35 - 30:1",6
27-Jul-2019,"Pinchas","Haftara","Jeremiah 1:1 - 2:3 | Pinchas occurring after 17 Tammuz",

03-Aug-2019,"Matot-Masei",1,"Numbers 30:2 - 31:12",28
03-Aug-2019,"Matot-Masei",2,"Numbers 31:13 - 31:54",42
03-Aug-2019,"Matot-Masei",3,"Numbers 32:1 - 32:19",19
03-Aug-2019,"Matot-Masei",4,"Numbers 32:20 - 33:49",72
03-Aug-2019,"Matot-Masei",5,"Numbers 33:50 - 34:15",22
03-Aug-2019,"Matot-Masei",6,"Numbers 34:16 - 35:8",22
03-Aug-2019,"Matot-Masei",7,"Numbers 35:9 - 36:13",39
03-Aug-2019,"Matot-Masei","maf","Numbers 36:11 - 36:13",3
03-Aug-2019,"Matot-Masei","Haftara","Jeremiah 2:4 - 28; 3:4",

10-Aug-2019,"Devarim",1,"Deuteronomy 1:1 - 1:10",10
10-Aug-2019,"Devarim",2,"Deuteronomy 1:11 - 1:21",11
10-Aug-2019,"Devarim",3,"Deuteronomy 1:22 - 1:38",17
10-Aug-2019,"Devarim",4,"Deuteronomy 1:39 - 2:1",9
10-Aug-2019,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
10-Aug-2019,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
10-Aug-2019,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
10-Aug-2019,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
10-Aug-2019,"Devarim","Haftara","Isaiah 1:1 - 1:27",

17-Aug-2019,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
17-Aug-2019,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
17-Aug-2019,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
17-Aug-2019,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
17-Aug-2019,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
17-Aug-2019,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
17-Aug-2019,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
17-Aug-2019,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
17-Aug-2019,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26 | Shabbat Nachamu",

24-Aug-2019,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
24-Aug-2019,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
24-Aug-2019,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
24-Aug-2019,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
24-Aug-2019,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
24-Aug-2019,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
24-Aug-2019,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
24-Aug-2019,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
24-Aug-2019,"Eikev","Haftara","Isaiah 49:14 - 51:3",

31-Aug-2019,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
31-Aug-2019,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
31-Aug-2019,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
31-Aug-2019,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
31-Aug-2019,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
31-Aug-2019,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
31-Aug-2019,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
31-Aug-2019,"Re'eh","maf","Numbers 28:9 - 28:15 | Shabbat Rosh Chodesh",7
31-Aug-2019,"Re'eh","Haftara","Isaiah 66:1 - 66:24 | Shabbat Rosh Chodesh",

07-Sep-2019,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
07-Sep-2019,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
07-Sep-2019,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
07-Sep-2019,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
07-Sep-2019,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
07-Sep-2019,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
07-Sep-2019,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
07-Sep-2019,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
07-Sep-2019,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

14-Sep-2019,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
14-Sep-2019,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
14-Sep-2019,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
14-Sep-2019,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
14-Sep-2019,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
14-Sep-2019,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
14-Sep-2019,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
14-Sep-2019,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
14-Sep-2019,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

21-Sep-2019,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
21-Sep-2019,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
21-Sep-2019,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
21-Sep-2019,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
21-Sep-2019,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
21-Sep-2019,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
21-Sep-2019,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
21-Sep-2019,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
21-Sep-2019,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

28-Sep-2019,"Nitzavim",1,"Deuteronomy 29:9 - 29:11",3
28-Sep-2019,"Nitzavim",2,"Deuteronomy 29:12 - 29:14",3
28-Sep-2019,"Nitzavim",3,"Deuteronomy 29:15 - 29:28",14
28-Sep-2019,"Nitzavim",4,"Deuteronomy 30:1 - 30:6",6
28-Sep-2019,"Nitzavim",5,"Deuteronomy 30:7 - 30:10",4
28-Sep-2019,"Nitzavim",6,"Deuteronomy 30:11 - 30:14",4
28-Sep-2019,"Nitzavim",7,"Deuteronomy 30:15 - 30:20",6
28-Sep-2019,"Nitzavim","maf","Deuteronomy 30:15 - 30:20",6
28-Sep-2019,"Nitzavim","Haftara","Isaiah 61:10 - 63:9",

05-Oct-2019,"Vayeilech",1,"Deuteronomy 31:1 - 31:3",3
05-Oct-2019,"Vayeilech",2,"Deuteronomy 31:4 - 31:6",3
05-Oct-2019,"Vayeilech",3,"Deuteronomy 31:7 - 31:9",3
05-Oct-2019,"Vayeilech",4,"Deuteronomy 31:10 - 31:13",4
05-Oct-2019,"Vayeilech",5,"Deuteronomy 31:14 - 31:19",6
05-Oct-2019,"Vayeilech",6,"Deuteronomy 31:20 - 31:24",5
05-Oct-2019,"Vayeilech",7,"Deuteronomy 31:25 - 31:30",6
05-Oct-2019,"Vayeilech","maf","Deuteronomy 31:28 - 31:30",3
05-Oct-2019,"Vayeilech","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 | Shabbat Shuva",

12-Oct-2019,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
12-Oct-2019,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
12-Oct-2019,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
12-Oct-2019,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
12-Oct-2019,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
12-Oct-2019,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
12-Oct-2019,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
12-Oct-2019,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
12-Oct-2019,"Ha'Azinu","Haftara","II Samuel 22:1 - 22:51",

26-Oct-2019,"Bereshit",1,"Genesis 1:1 - 2:3",34
26-Oct-2019,"Bereshit",2,"Genesis 2:4 - 2:19",16
26-Oct-2019,"Bereshit",3,"Genesis 2:20 - 3:21",27
26-Oct-2019,"Bereshit",4,"Genesis 3:22 - 4:18",21
26-Oct-2019,"Bereshit",5,"Genesis 4:19 - 4:22",4
26-Oct-2019,"Bereshit",6,"Genesis 4:23 - 5:24",28
26-Oct-2019,"Bereshit",7,"Genesis 5:25 - 6:8",16
26-Oct-2019,"Bereshit","maf","Genesis 6:5 - 6:8",4
26-Oct-2019,"Bereshit","Haftara","Isaiah 42:5 - 43:10",

02-Nov-2019,"Noach",1,"Genesis 6:9 - 6:22",14
02-Nov-2019,"Noach",2,"Genesis 7:1 - 7:16",16
02-Nov-2019,"Noach",3,"Genesis 7:17 - 8:14",22
02-Nov-2019,"Noach",4,"Genesis 8:15 - 9:7",15
02-Nov-2019,"Noach",5,"Genesis 9:8 - 9:17",10
02-Nov-2019,"Noach",6,"Genesis 9:18 - 10:32",44
02-Nov-2019,"Noach",7,"Genesis 11:1 - 11:32",32
02-Nov-2019,"Noach","maf","Genesis 11:29 - 11:32",4
02-Nov-2019,"Noach","Haftara","Isaiah 54:1 - 55:5",

09-Nov-2019,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
09-Nov-2019,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
09-Nov-2019,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
09-Nov-2019,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
09-Nov-2019,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
09-Nov-2019,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
09-Nov-2019,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
09-Nov-2019,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
09-Nov-2019,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

16-Nov-2019,"Vayera",1,"Genesis 18:1 - 18:14",14
16-Nov-2019,"Vayera",2,"Genesis 18:15 - 18:33",19
16-Nov-2019,"Vayera",3,"Genesis 19:1 - 19:20",20
16-Nov-2019,"Vayera",4,"Genesis 19:21 - 21:4",40
16-Nov-2019,"Vayera",5,"Genesis 21:5 - 21:21",17
16-Nov-2019,"Vayera",6,"Genesis 21:22 - 21:34",13
16-Nov-2019,"Vayera",7,"Genesis 22:1 - 22:24",24
16-Nov-2019,"Vayera","maf","Genesis 22:20 - 22:24",5
16-Nov-2019,"Vayera","Haftara","II Kings 4:1 - 4:37",

23-Nov-2019,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
23-Nov-2019,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
23-Nov-2019,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
23-Nov-2019,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
23-Nov-2019,"Chayei Sara",5,"Genesis 24:53 - 24:67",15
23-Nov-2019,"Chayei Sara",6,"Genesis 25:1 - 25:11",11
23-Nov-2019,"Chayei Sara",7,"Genesis 25:12 - 25:18",7
23-Nov-2019,"Chayei Sara","maf","Genesis 25:16 - 25:18",3
23-Nov-2019,"Chayei Sara","Haftara","I Kings 1:1 - 1:31",

30-Nov-2019,"Toldot",1,"Genesis 25:19 - 26:5",21
30-Nov-2019,"Toldot",2,"Genesis 26:6 - 26:12",7
30-Nov-2019,"Toldot",3,"Genesis 26:13 - 26:22",10
30-Nov-2019,"Toldot",4,"Genesis 26:23 - 26:29",7
30-Nov-2019,"Toldot",5,"Genesis 26:30 - 27:27",33
30-Nov-2019,"Toldot",6,"Genesis 27:28 - 28:4",23
30-Nov-2019,"Toldot",7,"Genesis 28:5 - 28:9",5
30-Nov-2019,"Toldot","maf","Genesis 28:7 - 28:9",3
30-Nov-2019,"Toldot","Haftara","Malachi 1:1 - 2:7",

07-Dec-2019,"Vayetzei",1,"Genesis 28:10 - 28:22",13
07-Dec-2019,"Vayetzei",2,"Genesis 29:1 - 29:17",17
07-Dec-2019,"Vayetzei",3,"Genesis 29:18 - 30:13",31
07-Dec-2019,"Vayetzei",4,"Genesis 30:14 - 30:27",14
07-Dec-2019,"Vayetzei",5,"Genesis 30:28 - 31:16",32
07-Dec-2019,"Vayetzei",6,"Genesis 31:17 - 31:42",26
07-Dec-2019,"Vayetzei",7,"Genesis 31:43 - 32:3",15
07-Dec-2019,"Vayetzei","maf","Genesis 32:1 - 32:3",3
07-Dec-2019,"Vayetzei","Haftara","Hosea 12:13 - 14:10",

14-Dec-2019,"Vayishlach",1,"Genesis 32:4 - 32:13",10
14-Dec-2019,"Vayishlach",2,"Genesis 32:14 - 32:30",17
14-Dec-2019,"Vayishlach",3,"Genesis 32:31 - 33:5",8
14-Dec-2019,"Vayishlach",4,"Genesis 33:6 - 33:20",15
14-Dec-2019,"Vayishlach",5,"Genesis 34:1 - 35:11",42
14-Dec-2019,"Vayishlach",6,"Genesis 35:12 - 36:19",37
14-Dec-2019,"Vayishlach",7,"Genesis 36:20 - 36:43",24
14-Dec-2019,"Vayishlach","maf","Genesis 36:40 - 36:43",4
14-Dec-2019,"Vayishlach","Haftara","Obadiah 1:1 - 1:21",

21-Dec-2019,"Vayeshev",1,"Genesis 37:1 - 37:11",11
21-Dec-2019,"Vayeshev",2,"Genesis 37:12 - 37:22",11
21-Dec-2019,"Vayeshev",3,"Genesis 37:23 - 37:36",14
21-Dec-2019,"Vayeshev",4,"Genesis 38:1 - 38:30",30
21-Dec-2019,"Vayeshev",5,"Genesis 39:1 - 39:6",6
21-Dec-2019,"Vayeshev",6,"Genesis 39:7 - 39:23",17
21-Dec-2019,"Vayeshev",7,"Genesis 40:1 - 40:23",23
21-Dec-2019,"Vayeshev","maf","Genesis 40:20 - 40:23",4
21-Dec-2019,"Vayeshev","Haftara","Amos 2:6 - 3:8",

28-Dec-2019,"Miketz",1,"Genesis 41:1 - 41:14",14
28-Dec-2019,"Miketz",2,"Genesis 41:15 - 41:38",24
28-Dec-2019,"Miketz",3,"Genesis 41:39 - 41:52",14
28-Dec-2019,"Miketz",4,"Genesis 41:53 - 42:18",23
28-Dec-2019,"Miketz",5,"Genesis 42:19 - 43:15",35
28-Dec-2019,"Miketz",6,"Genesis 43:16 - 43:29",14
28-Dec-2019,"Miketz",7,"Genesis 43:30 - 44:17",22
28-Dec-2019,"Miketz",8,"Numbers 28:9 - 28:15 | Shabbat Rosh Chodesh Chanukah",
28-Dec-2019,"Miketz","maf","Numbers 7:42 - 7:47 | Shabbat Rosh Chodesh Chanukah",
28-Dec-2019,"Miketz","Haftara","Zechariah 2:14-4:7 | Shabbat Rosh Chodesh Chanukah",

04-Jan-2020,"Vayigash",1,"Genesis 44:18 - 44:30",13
04-Jan-2020,"Vayigash",2,"Genesis 44:31 - 45:7",11
04-Jan-2020,"Vayigash",3,"Genesis 45:8 - 45:18",11
04-Jan-2020,"Vayigash",4,"Genesis 45:19 - 45:27",9
04-Jan-2020,"Vayigash",5,"Genesis 45:28 - 46:27",28
04-Jan-2020,"Vayigash",6,"Genesis 46:28 - 47:10",17
04-Jan-2020,"Vayigash",7,"Genesis 47:11 - 47:27",17
04-Jan-2020,"Vayigash","maf","Genesis 47:25 - 47:27",3
04-Jan-2020,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

11-Jan-2020,"Vayechi",1,"Genesis 47:28 - 48:9",13
11-Jan-2020,"Vayechi",2,"Genesis 48:10 - 48:16",7
11-Jan-2020,"Vayechi",3,"Genesis 48:17 - 48:22",6
11-Jan-2020,"Vayechi",4,"Genesis 49:1 - 49:18",18
11-Jan-2020,"Vayechi",5,"Genesis 49:19 - 49:26",8
11-Jan-2020,"Vayechi",6,"Genesis 49:27 - 50:20",27
11-Jan-2020,"Vayechi",7,"Genesis 50:21 - 50:26",6
11-Jan-2020,"Vayechi","maf","Genesis 50:23 - 50:26",4
11-Jan-2020,"Vayechi","Haftara","I Kings 2:1 - 2:12",

18-Jan-2020,"Shemot",1,"Exodus 1:1 - 1:17",17
18-Jan-2020,"Shemot",2,"Exodus 1:18 - 2:10",15
18-Jan-2020,"Shemot",3,"Exodus 2:11 - 2:25",15
18-Jan-2020,"Shemot",4,"Exodus 3:1 - 3:15",15
18-Jan-2020,"Shemot",5,"Exodus 3:16 - 4:17",24
18-Jan-2020,"Shemot",6,"Exodus 4:18 - 4:31",14
18-Jan-2020,"Shemot",7,"Exodus 5:1 - 6:1",24
18-Jan-2020,"Shemot","maf","Exodus 5:22 - 6:1",3
18-Jan-2020,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

25-Jan-2020,"Vaera",1,"Exodus 6:2 - 6:13",12
25-Jan-2020,"Vaera",2,"Exodus 6:14 - 6:28",15
25-Jan-2020,"Vaera",3,"Exodus 6:29 - 7:7",9
25-Jan-2020,"Vaera",4,"Exodus 7:8 - 8:6",28
25-Jan-2020,"Vaera",5,"Exodus 8:7 - 8:18",12
25-Jan-2020,"Vaera",6,"Exodus 8:19 - 9:16",26
25-Jan-2020,"Vaera",7,"Exodus 9:17 - 9:35",19
25-Jan-2020,"Vaera","maf","Exodus 9:33 - 9:35",3
25-Jan-2020,"Vaera","Haftara","Ezekiel 28:25 - 29:21",

01-Feb-2020,"Bo",1,"Exodus 10:1 - 10:11",11
01-Feb-2020,"Bo",2,"Exodus 10:12 - 10:23",12
01-Feb-2020,"Bo",3,"Exodus 10:24 - 11:3",9
01-Feb-2020,"Bo",4,"Exodus 11:4 - 12:20",27
01-Feb-2020,"Bo",5,"Exodus 12:21 - 12:28",8
01-Feb-2020,"Bo",6,"Exodus 12:29 - 12:51",23
01-Feb-2020,"Bo",7,"Exodus 13:1 - 13:16",16
01-Feb-2020,"Bo","maf","Exodus 13:14 - 13:16",3
01-Feb-2020,"Bo","Haftara","Jeremiah 46:13 - 46:28",

08-Feb-2020,"Beshalach",1,"Exodus 13:17 - 14:8",14
08-Feb-2020,"Beshalach",2,"Exodus 14:9 - 14:14",6
08-Feb-2020,"Beshalach",3,"Exodus 14:15 - 14:25",11
08-Feb-2020,"Beshalach",4,"Exodus 14:26 - 15:26",32
08-Feb-2020,"Beshalach",5,"Exodus 15:27 - 16:10",11
08-Feb-2020,"Beshalach",6,"Exodus 16:11 - 16:36",26
08-Feb-2020,"Beshalach",7,"Exodus 17:1 - 17:16",16
08-Feb-2020,"Beshalach","maf","Exodus 17:14 - 17:16",3
08-Feb-2020,"Beshalach","Haftara","Judges 4:4 - 5:31",

15-Feb-2020,"Yitro",1,"Exodus 18:1 - 18:12",12
15-Feb-2020,"Yitro",2,"Exodus 18:13 - 18:23",11
15-Feb-2020,"Yitro",3,"Exodus 18:24 - 18:27",4
15-Feb-2020,"Yitro",4,"Exodus 19:1 - 19:6",6
15-Feb-2020,"Yitro",5,"Exodus 19:7 - 19:19",13
15-Feb-2020,"Yitro",6,"Exodus 19:20 - 20:14",20
15-Feb-2020,"Yitro",7,"Exodus 20:15 - 20:23",9
15-Feb-2020,"Yitro","maf","Exodus 20:19 - 20:23",5
15-Feb-2020,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

22-Feb-2020,"Mishpatim",1,"Exodus 21:1 - 21:19",19
22-Feb-2020,"Mishpatim",2,"Exodus 21:20 - 22:3",21
22-Feb-2020,"Mishpatim",3,"Exodus 22:4 - 22:26",23
22-Feb-2020,"Mishpatim",4,"Exodus 22:27 - 23:5",9
22-Feb-2020,"Mishpatim",5,"Exodus 23:6 - 23:19",14
22-Feb-2020,"Mishpatim",6,"Exodus 23:20 - 23:25",6
22-Feb-2020,"Mishpatim",7,"Exodus 23:26 - 24:18",26
22-Feb-2020,"Mishpatim","maf","Exodus 30:11 - 30:16 | Shabbat Shekalim",6
22-Feb-2020,"Mishpatim","Haftara","II Kings 12:1 - 12:17 | Shabbat Shekalim",

29-Feb-2020,"Terumah",1,"Exodus 25:1 - 25:16",16
29-Feb-2020,"Terumah",2,"Exodus 25:17 - 25:30",14
29-Feb-2020,"Terumah",3,"Exodus 25:31 - 26:14",24
29-Feb-2020,"Terumah",4,"Exodus 26:15 - 26:30",16
29-Feb-2020,"Terumah",5,"Exodus 26:31 - 26:37",7
29-Feb-2020,"Terumah",6,"Exodus 27:1 - 27:8",8
29-Feb-2020,"Terumah",7,"Exodus 27:9 - 27:19",11
29-Feb-2020,"Terumah","maf","Exodus 27:17 - 27:19",3
29-Feb-2020,"Terumah","Haftara","I Kings 5:26 - 6:13",

07-Mar-2020,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
07-Mar-2020,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
07-Mar-2020,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
07-Mar-2020,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
07-Mar-2020,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
07-Mar-2020,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
07-Mar-2020,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
07-Mar-2020,"Tetzaveh","maf","Deuteronomy 25:17 - 25:19 | Shabbat Zachor",3
07-Mar-2020,"Tetzaveh","Haftara","I Samuel 15:2 - 15:34 | Shabbat Zachor",

14-Mar-2020,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
14-Mar-2020,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
14-Mar-2020,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
14-Mar-2020,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
14-Mar-2020,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
14-Mar-2020,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
14-Mar-2020,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
14-Mar-2020,"Ki Tisa","maf","Numbers 19:1 - 19:22 | Shabbat Parah",22
14-Mar-2020,"Ki Tisa","Haftara","Ezekiel 36:16 - 36:38 | Shabbat Parah",

21-Mar-2020,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
21-Mar-2020,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
21-Mar-2020,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
21-Mar-2020,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
21-Mar-2020,"Vayakhel-Pekudei",5,"Exodus 39:2 - 39:21",20
21-Mar-2020,"Vayakhel-Pekudei",6,"Exodus 39:22 - 39:43",22
21-Mar-2020,"Vayakhel-Pekudei",7,"Exodus 40:1 - 40:38",38
21-Mar-2020,"Vayakhel-Pekudei","maf","Exodus 12:1 - 12:20 | Shabbat HaChodesh",20
21-Mar-2020,"Vayakhel-Pekudei","Haftara","Ezekiel 45:16 - 46:18 | Shabbat HaChodesh",

28-Mar-2020,"Vayikra",1,"Leviticus 1:1 - 1:13",13
28-Mar-2020,"Vayikra",2,"Leviticus 1:14 - 2:6",10
28-Mar-2020,"Vayikra",3,"Leviticus 2:7 - 2:16",10
28-Mar-2020,"Vayikra",4,"Leviticus 3:1 - 3:17",17
28-Mar-2020,"Vayikra",5,"Leviticus 4:1 - 4:26",26
28-Mar-2020,"Vayikra",6,"Leviticus 4:27 - 5:10",19
28-Mar-2020,"Vayikra",7,"Leviticus 5:11 - 5:26",16
28-Mar-2020,"Vayikra","maf","Leviticus 5:24 - 5:26",3
28-Mar-2020,"Vayikra","Haftara","Isaiah 43:21 - 44:23",

04-Apr-2020,"Tzav",1,"Leviticus 6:1 - 6:11",11
04-Apr-2020,"Tzav",2,"Leviticus 6:12 - 7:10",22
04-Apr-2020,"Tzav",3,"Leviticus 7:11 - 7:38",28
04-Apr-2020,"Tzav",4,"Leviticus 8:1 - 8:13",13
04-Apr-2020,"Tzav",5,"Leviticus 8:14 - 8:21",8
04-Apr-2020,"Tzav",6,"Leviticus 8:22 - 8:29",8
04-Apr-2020,"Tzav",7,"Leviticus 8:30 - 8:36",7
04-Apr-2020,"Tzav","maf","Leviticus 8:33 - 8:36",4
04-Apr-2020,"Tzav","Haftara","Malachi 3:4 - 3:24 | Shabbat HaGadol",

18-Apr-2020,"Shmini",1,"Leviticus 9:1 - 9:16",16
18-Apr-2020,"Shmini",2,"Leviticus 9:17 - 9:23",7
18-Apr-2020,"Shmini",3,"Leviticus 9:24 - 10:11",12
18-Apr-2020,"Shmini",4,"Leviticus 10:12 - 10:15",4
18-Apr-2020,"Shmini",5,"Leviticus 10:16 - 10:20",5
18-Apr-2020,"Shmini",6,"Leviticus 11:1 - 11:32",32
18-Apr-2020,"Shmini",7,"Leviticus 11:33 - 11:47",15
18-Apr-2020,"Shmini","maf","Leviticus 11:45 - 11:47",3
18-Apr-2020,"Shmini","Haftara","II Samuel 6:1 - 7:17",

25-Apr-2020,"Tazria-Metzora",1,"Leviticus 12:1 - 13:23",31
25-Apr-2020,"Tazria-Metzora",2,"Leviticus 13:24 - 13:39",16
25-Apr-2020,"Tazria-Metzora",3,"Leviticus 13:40 - 13:54",15
25-Apr-2020,"Tazria-Metzora",4,"Leviticus 13:55 - 14:20",25
25-Apr-2020,"Tazria-Metzora",5,"Leviticus 14:21 - 14:32",12
25-Apr-2020,"Tazria-Metzora",6,"Leviticus 14:33 - 15:15",40
25-Apr-2020,"Tazria-Metzora",7,"Leviticus 15:16 - 15:33",18
25-Apr-2020,"Tazria-Metzora","maf","Numbers 28:9 - 28:15 | Shabbat Rosh Chodesh",7
25-Apr-2020,"Tazria-Metzora","Haftara","Isaiah 66:1 - 66:24 | Shabbat Rosh Chodesh",

02-May-2020,"Achrei Mot-Kedoshim",1,"Leviticus 16:1 - 16:24",24
02-May-2020,"Achrei Mot-Kedoshim",2,"Leviticus 16:25 - 17:7",17
02-May-2020,"Achrei Mot-Kedoshim",3,"Leviticus 17:8 - 18:21",30
02-May-2020,"Achrei Mot-Kedoshim",4,"Leviticus 18:22 - 19:14",23
02-May-2020,"Achrei Mot-Kedoshim",5,"Leviticus 19:15 - 19:32",18
02-May-2020,"Achrei Mot-Kedoshim",6,"Leviticus 19:33 - 20:7",12
02-May-2020,"Achrei Mot-Kedoshim",7,"Leviticus 20:8 - 20:27",20
02-May-2020,"Achrei Mot-Kedoshim","maf","Leviticus 20:25 - 20:27",3
