Index Title,Beitzah
Beitzah 33b:7,"Das ist kein Einwand; das eine nach R. Elie͑zer und das andere nach den Rabbanan. Es wird nämlich gelehrt: R. Elie͑zer sagt, man dürfe ein Spänchen von den vor ihm liegenden nehmen, um damit in den Zähnen zu stochern; die Weisen sagen, man dürfe dazu nur [einen Strohhalm] aus der für das Vieh [bestimmten] Krippe nehmen. Sie stimmen überein, daß man es nicht abkneifen darf. Hat man es abgekniffen, um damit in den Zähnen zu stochern, oder eine Tür zu öffnen, so ist man, wenn versehentlich am Šabbath, ein Sündopfer schuldig, und wenn vorsätzlich am Festtage, so erhält man die vierzig [Geißelhiebe] – so R. Elie͑zer; 
"
Beitzah 33b:8,"die Weisen sagen, sowohl in dem einen als auch in dem anderen Falle sei es nur des Feierns wegen verboten. 
"
Beitzah 33b:9,"Nach R. Elie͑zer, nach dem man hierbei ein Sündopfer schuldig ist, ist [das Abkneifen von Gewürzholz] straffrei, jedoch verboten; nach den Rabbanan, nach denen es hierbei straffrei, jedoch verboten ist, ist jenes von vornherein erlaubt. – Hält denn R. Elie͑zer nichts von folgender Lehre, die wir gelernt haben: Man darf ein Faß zerbrechen, um von den Dörrfeigen zu essen, nur darf man nicht beabsichtigen, daraus ein Gefäß zu machen!? R. Aši erwiderte: Dies gilt von einem geklebtenWenn das Faß beschädigt u. zusammengeklebt ist, sodaß die Verwendung als Gefäß nicht zu berücksichtigen ist. Im Texte <span dir=""rtl"">מוסתקי</span> Martix, Harz, wohl als Klebemittel verwendet..
"
Beitzah 33b:10,"M<small>AN DARF IM</small> H<small>OFE</small> [<small>BEFINDLICHE</small> S<small>PÄNE</small>] <small>ZUSAMMENLESEN</small>. Die Rabbanan lehrten: Man darf im Hofe [befindliche Späne] zusammenlesen und Feuer machen, denn alles, was im Hofe sich befindet, gilt als Vorrätiges, nur darf man nicht ganze Haufen sammeln; R. Šimo͑n erlaubt dies. – Worin besteht ihr Streit? – Einer ist der Ansicht, dies hat den Anschein, als sammle man für morgen und übermorgen, und einer ist der Ansicht, dagegen zeuge ja der [bereitstehende] Kochtopf.
"
Beitzah 33b:11,"M<small>AN DARF KEIN</small> F<small>EUER HERVORBRINGEN &amp;C</small>. Aus welchem Grunde? – Weil man etwas am Festtage erzeugt.
"
Beitzah 33b:12,"M<small>AN DARF KEINE</small> B<small>ACKSTEINE GLÜHEN</small>. Was macht man denn dabei!? Rabba b.Bar Ḥana erwiderte im Namen R. Joḥanans: Hier handelt es sich um neue Backsteine, 
"
Beitzah 34a:1,"weil man sie noch untersuchenOb sie das Brennen aushalten, und falls sie platzen, würde man am Feste nutzlos gearbeitet haben.muß. Manche erklären: Weil man sie noch härten mußDies erfolgt durch das Glühen, sodaß man sie dadurch fertigstellt..
"
Beitzah 34a:2,"Dort haben wir gelernt: Hat man [ein Geflügel] getreten oder an die Wand geschlagen oder hat ein Tier es getreten und es zappelt, so ist es, wenn es von Stunde bis zur StundeBis zur selben Stunde des folgenden Tages, dh. volle 24 Stunden.gelebt und man es dann geschlachtet hat, tauglich. R. Elea͑zar b.Janaj sagte im Namen des R. Elea͑zar b. Antigonos: Man muß es jedoch untersuchenOb die Verletzung nicht tötlich war.. 
"
Beitzah 34a:3,"R. Jirmeja fragte R. Zera: Darf man es am Festtage schlachten: setzten wir am Festtage eine Untauglichkeit voraus oder nicht? 
"
Beitzah 34a:4,"Dieser erwiderte: Wir haben es gelernt: Man darf keine Backsteine glühen, um auf ihnen zu braten. Und auf unsere Frage, was man denn dabei verrichte, erwiderte Rabba b.Bar Ḥana im Namen R. Joḥanans, hier handle es sich um neue Backsteine, weil man sie noch untersuchen muß. 
"
Beitzah 34a:5,"Jener entgegnete: Wir lehren: weil man sie noch härten muß.
"
Beitzah 34a:6,"Dort haben wir gelernt: Wenn einer das Feuer holt, einer das Holz holt, einer den Topf aufstellt, einer das Wasser holt, einer das Gewürz hineintut und einer durchrührt, so sind sie alle schuldig. – Es wird ja aber gelehrt, der letzte sei schuldig und alle übrigen frei!? – Das ist kein Widerspruch; das eine, wenn das Feuer zuerst geholt wurde, und das andere, wenn das Feuer zuletzt geholt wurdeIm 1. Falle sind alle am Kochen beteihgt, im 2. Falle ist es nur dar letzte.. – 
"
Beitzah 34a:7,"Einleuchtend ist es von allen übrigen, denn sie verrichten eine Arbeit, was aber macht der, der den Topf aufsetzt!? R.Šimo͑n b.Laqiš erwiderte: Hier handelt es sich um einen neuen Topf, und zwar haben sie hier [das Verbot] des Glühens von Backsteinen angewandt.
"
Beitzah 34a:8,"Die Rabbanan lehrten: Neue Öfen und Herde gleichen allen anderen Geräten, die man im Hofe umhertragen darf: man darf sie aber nicht mit Öl schmieren, nicht mit einem Lappen putzen und nicht mit kaltem [Wasser] kühlen, um sie zu härten; wenn aber, um zu backenDamit das Brot nicht anbrenne., so ist es erlaubt.
"
Beitzah 34a:9,"Die Rabbanan lehrten: Man darf Kopf und Füße abbrühen und sie im Feuer sengen, jedoch nicht mit Ton, Erde oder Kalk bestreichen, auch nicht [das Haar] mit einer Schere abschneiden. 
"
Beitzah 34a:10,"Ferner darf man Kräuter nicht mit der dazu bestimmten Schere beschneiden, wohl aber darf man den KindosVieil. <i>Kίνδοςund die Kardone putzen. Man darf einen Stubenofen heizen und darin backen, und Wasser in einem AnticheWahrscheinlich Antiochischer Kessel.auf-wärmen; man darf aber nicht in einem neuen Stubenofen backen, da er platzen könnteCf. Anm. 54 mut. mut..
"
Beitzah 34a:11,"Die Rabbanan lehrten: Man darf das [Feuer] nicht mit einem Blasebalg anfachen, wohl aber darf man es mit einem Rohr anfachen. Ferner darf man keinen Spieß ausbessern und nicht anspitzen. Die Rabbanan lehrten: Man darf kein Rohr spalten, um darauf einen Salzfisch zu braten; wohl aber darf man eine Nuß in einem Lappen aufknacken, und man berücksichtige nicht, es könnte zerreißen.
"
Beitzah 34a:12,"<sup>vii,2</sup> <b>F</b><small>ERNER SAGTE</small> R. E<small>LIE͑ZER, 
"
Beitzah 34b:1,"MAN DÜRFE IM</small> S<small>IEBENTJAHRE AM</small> V<small>ORABEND</small><small>DES</small> Š<small>ABBATHS AM</small> T<small>ROCKENPLATZE STEHEN UND SAGEN</small>: D<small>AVON WERDE ICH MORGEN ESSEN</small>. D<small>IE</small> W<small>EISEN SAGEN, MAN MÜSSE GENAU BEZEICHNEN UND SAGEN</small>: V<small>ON DA BIS DA</small>.
"
Beitzah 34b:2,"GEMARA. Dort haben wir gelernt: Wenn Kinder am Vorabend des Šabbaths [auf dem Felde] Feigen verwahrt und zu verzehnten vergessen haben, so darf man sie [auch] nach dem Šabbath nur dannObgleich man die Früchte, bevor sie ins Haus gekommen sind, gelegentlich zehntfrei essen darf; durch die Bestimmung für den Šabbath werden sie zehntpflichtig.essen, wenn man sie verzehntet hat. Ferner wird gelehrt: Wenn jemand durch seinen Hof Feigen zum Trocknen führt, so dürfen seine Kinder und Familienangehörigen davon gelegentlich zehntfrei essen. 
"
Beitzah 34b:3,"Raba fragte R. Naḥman: Macht der Šabbath eine Sache, die noch nicht fertig ist, zehntpflichtig: sagen wir, er mache auch eine Sache, die noch nicht fertig ist, zehntpflichtig, weil es heißt:Jes. 58,13.<i>du sollst den Šabbath eine Wonne</i>Die Sahbathmahlzeit ist nie eine gelegentliche.<i>nennen</i>, oder macht er nur eine Sache, die fertig ist, zehntpflichtig, nicht aber eine Sache, die nicht fertig ist? 
"
Beitzah 34b:4,"Dieser erwiderte: Der Šabbath macht zehntpflichtig sowohl eine Sache, die fertig ist, als auch eine Sache, die nicht fertig ist. Jener entgegnete: Vielleicht gleicht der Šabbath dem Hofe: wie der Hof nur eine fertige Sache zehntpflichtig macht, ebenso macht auch der Šabbath nur eine fertige Sache zehntplichtig!? Dieser erwiderte: Wir haben eine deutliche Lehre, der Šabbath mache zehntpflichtig, einerlei ob die Sache fertig ist oder die Sache nicht fertig ist. 
"
Beitzah 34b:5,"Mar Zuṭra, Sohn des R. Naḥman, sprach: Auch wir haben gelernt: Ferner sagte R. Elie͑zer, man dürfe im Siebentjahre am Vorabend des Šabbaths am Trockenplatze stehen &amp;c. Nur im Siebentjähre, in dem der Zehnt nicht entrichtet wird, in den übrigen Jahren des Septenniums aber ist es demnach verboten. Doch wohl aus dem Grunde, weil der Šabbath zehntpflichtig macht. – 
"
Beitzah 34b:6,"Nein, anders ist es hierbei; da man gesagt hat: davon werde ich morgen essen, so hat man es zehntpflichtig gemacht. – Weshalb lehrt er es demnach vom Šabbath, dies gilt ja auch am Wochentage!? – Er lehrt uns folgendes: das Unverzehntete ist hinsichtlich des Šabbaths Vorrätiges, denn, wenn man übertreten und [den Zehnten] abgesondert hat, ist es fertig. – 
"
Beitzah 35a:1,"Man legt ja aber das Übrigbleibende zurück, und wir wissen von R. Elie͑zer, daß er der Ansicht ist, wenn das Übrigbleibende zurückgelegt wird, werde es nicht zehntpflichtig!? 
"
Beitzah 35a:2,"Wir haben nämlich gelernt: Wer Oliven vom Behälter nimmt, darf sie einzeln in Salz tunken und unverzehntet essen; wenn er aber [ungefähr] zehn eingetunkt und vor sich legt, so sind sie zehntpflichtig. R. Elie͑zer sagt, aus einem reinen Behälter seien sie zehntpflichtig, aus einem unreinen seien sie zehntfrei, weil erWie weiter erklärt wird, handelt es sich um einen Unreinen, der die von ihm berührten Früchte unrein macht.Mas Übrigbleibende zurück [in den Behälter] legt. 
"
Beitzah 35a:3,"Und auf unseren Einwand, wodurch sich denn der Anfangssatz vom SchlußsatzeAuch in einen reinen Behälter kann man ja die übrigbleibenden Früchte zurücklegen.unterscheide, erwiderte R. Abahu, der Anfangssatz spreche von einem reinen Behälter und einer unreinen Person, die sieDie übrigbleibenden Früchte in den Behälter.nicht zurücklegen kann,
"
Beitzah 35a:4," und der Schlußsatz spreche von einem unreinen Behälter und einer unreinen Person, die sie zurücklegen kann. – 
"
Beitzah 35a:5," Unsere Mišna spricht ebenfalls von einem reinen Trockenplatze und einer unreinen Person, die sie nicht zurückbringen kann. – Sie sind ja bereits zurückgebrachtDa die Mišna von dem Falle spricht, wenn man sie nicht angefaßt, sondern nur für den Šabbath bestimmt hat.!? 
"
Beitzah 35a:6," Vielmehr, erwiderte R. Šimi b.Aši, ist von R. Elie͑zer nichts zu beweisen, denn er vertritt hierbei seine Ansicht, daß nämlich schon die Hebe zehntpflichtig niache, und um so mehr der Šabbath. Wir haben nämlich gelernt: Wenn man von Früchten die Hebe abgesondert hat, bevor sie fertigGebrauchsmäßig zubereitet u. daher zehntpflichtig.waren, so ist es nach R. Elie͑zer verboten, von diesen gelegentlich [unverzehntet] zu essen; die Weisen erlauben dies. – 
"
Beitzah 35a:7," Komm und höre [eine Stütze] vom Schlußsatze: Die Weisen sagen, man müsse genau bezeichnen und sagen: Von da bis da. Nur am Vorabend im Siebentjähre, in dem der Zehnt nicht entrichtet wird, in den übrigen Jahren des Septenniums aber, in denen der Zehnt entrichtet wird, ist es demnach verboten. Doch wohl aus dem Grunde, weil der Šabbath zehntpflichtig macht. – 
"
Beitzah 35a:8," Nein, anders ist es hierbei; da man gesagt hat: von da bis da werde ich morgen essen, so hat man es zehntpflichtig gemacht. – Weshalb lehrt er es demnach vom Šabbath, dies gilt ja auch am Wochentage!? – Er lehrt uns folgendes: das Unverzehntete ist hinsichtlich des Šabbaths Vorrätiges, denn, wenn man übertreten und [den Zehnten] abgesondert hat, ist es fertig. – 
"
Beitzah 35a:9," Ich will auf einen Widerspruch hinweisen: Wer eine Traube essend aus dem Garten in den HofDer die Früchte zehntpflichtig macht.geht, darf, wie R. Elie͑zer sagt, [das Essen] beenden, und wie R. Jehošua͑ sagt, nicht beenden. 
"
Beitzah 35a:10," Dunkelt die Nacht zum Šabbath, so darf er es, wie R. Elie͑zer sagt, beenden, und wie R. Jehošua͑ sagt, nicht beenden. – 
"
Beitzah 35a:11," Da wird auch der Grund angegeben: R. Nathan sagte: Wenn R. Elie͑zer sagt, er beende es, so ist dies nicht zu verstehen, er beende es im Hofe, vielmehr verlasse er den Hof und beende es, und wenn R. Elie͑zer sagt, er beende es, so ist dies nicht zu verstehen, er beende es am Šabbath, vielmehr warte er bis zum Ausgange des Šabbaths und beende es dannDagegen handelt es sich in der oben angezogenen Lehre um den Fall, wenn die Früchte für den Šabbath bestimmt worden sind..
"
Beitzah 35a:12,"Als Rabin kam, sagte er im Namen R. Joḥanans: Ob der Šabbatli, ob die Hebe, ob der Hof, ob der Kauf, sie alle machen nur das zehntpflichtig, was fertig ist. 
"
Beitzah 35a:13,"Der Šabbath, dies schließt die Ansicht Hillels aus, denn wir haben gelernt: Wenn jemand Früchte von einem Orte nach einem anderen führt und die Heiligkeit des Tages eintritt, so sind sie, wie R. Jehuda sagt, nach Hillel allein verboten. 
"
Beitzah 35b:1,"Der Hof, dies schließt die Ansicht R. Ja͑qobs aus, denn wir haben gelernt: Wenn jemand durch seinen, Hof Feigen zum Trocknen führt, so dürfen seine Kinder und Familienangehörigen gelegentlich davon zehntfrei essen. Hierzu wird gelehrt, man sei nach R. Ja͑qob [zum Zehnten] verpflichtet und nach R. Jose b. R. Jehuda frei. 
"
Beitzah 35b:2,"Die Hebe, dies schließt die Ansicht R. Elie͑zers aus, denn wir haben gelernt: Wenn man von Früchten die Hebe abgesondert, bevor sie fertigGebrauchsmäßig zubereitet u. daher zehntpflichtig.waren, so ist es nach R. Elie͑zer verboten, von diesen gelegentlich [unverzehntet] zu essen; die Weisen erlauben dies. 
"
Beitzah 35b:3,"Der Kauf, wie gelehrt wird: Wer Feigen in einer Ortschaft, wo die meisten Leute sie pressen, von einem Manne aus dem gemeinen VolkeDer verdächtig ist, den Zehnten nicht zu entrichten.kauft, darf gelegentlich davon essen, und verzehnte sie als Demaj. 
"
Beitzah 35b:4,"Hieraus ist dreierlei zu entnehmen: es ist zu entnehmen, daß der Kauf nur das, was fertig ist, zehntpflichtig mache, es ist zu entnehmen, daß die meisten Leute aus dem gemeinen Volke den Zehnten entrichten, und es ist zu entnehmen, daß man das von einem Manne aus dem gemeinen Volke herrührende Demaj verzehnte, auch wenn es nicht fertig ist.
"
Beitzah 35b:5," Dies schließt das aus, was wir gelernt haben: Wenn jemand mit seinem Nächsten Früchte tauscht, einer zum Essen und der andere zum Essen, einer zum Dörren und der andere zum Dörren, einer zum Essen und der andere zum Dörren, so sind sie [zum Zehnten] verpflichtet; R. Jehuda sagt, der zum Essen, sei verpflichtet, der zum Dörren, sei frei.
"
Beitzah 35b:6,"
"
Beitzah 35b:7,"<sup>i</sup> <b>M</b>AN <small>DARF AM</small> F<small>ESTTAGE</small> F<small>RÜCHTE DURCH EINE</small> L<small>UKE HERABLASSEN</small>Vom Dache wegen des Regens., <small>JEDOCH NICHT AM</small> Š<small>ABBATH</small>. M<small>AN DARF</small> F<small>RÜGHTE WEGEN DER</small> T<small>RAUFE MIT</small> G<small>EFÄSSEN ZUDECKEN, DESGLEICHEN</small> K<small>RÜGE</small> W<small>EIN UND</small> K<small>RÜGE</small> Ö<small>L</small>. M<small>AN DARF AM</small> Š<small>ABBATH EIN</small> G<small>EFÄSS UNTER DIE</small> T<small>RAUFE STELLEN</small>.
"
Beitzah 35b:8,"GEMARA. Es wurde gelehrt: R. Jehuda und R. Nathan [streiten]; einer liest ‘mašilin’All die folgenden Verba <span dir=""rtl"">שחר, נשר, שחל, נשל</span> haben die Bedeutung <i>herabfallen, und einer liest ‘mašḥilin’. 
"
Beitzah 35b:9,"Mar Zuṭra sprach: Wer ‘mašilin’ liest, liest nicht falsch, und wer ‘mašḥilin’ liest, liest nicht falsch. Wer ‘mašilin’ liest, liest nicht falsch, denn es heißt:Dt.28,40.<i>denn deine Oliven fallen [jišal] ab</i>; wer ‘mašḥilin’ liest, liest nicht falsch, denn wir haben gelernt: Der šaḥul und der kasul; ‘šaḥul’ heißt [ein Vieh], dessen Hüfte sich gelöst hat, ‘kasul’ heißt eines, dessen eine Hüfte höher ist als die andere. 
"
Beitzah 35b:10,"R. Naḥmanb.Jiçḥaq sprach: Auch wer ‘maširin’ liest, liest nicht falsch, wer ‘mašḥirin’ liest, liest nicht falsch, und wer ‘manširin’ liest, liest nicht falsch. 
"
Beitzah 35b:11,"Wer ‘maširin’ liest, liest nicht falsch, denn wir haben gelernt: R. Jišma͑él sagt, ein Naziräer dürfe sich den Kopf nicht mit Ton reiben, weil er das Haar ausfallen [mašir] macht. 
"
Beitzah 35b:12,"Wer ‘mašḥirin’ liest, liest nicht falsch, denn wir haben gelernt: Die RasierzangeHebr. <span dir=""rtl"">שחור</span>, die das Haar a bwirft. und die Haarschneideschere sind verunreinigungsfähig, auch wenn sie geteilt wurden. Wer ‘manširin’ liest, liest nicht falsch, denn wir haben gelernt: Wenn einem [am Šabbath] seine Kleider ins Wasser gefallen [našru] sind, so darf er oline Bedenken in ihnen gehen. Oder aus folgender Lehre: Was heißt Nachlese? Was beim Mähen herabfällt [nošer].
"
Beitzah 35b:13,"Wir haben gelernt: Man darf am Festtage Früchte durch eine Luke herablassen. Wieviel? R. Zera erwiderte im Namen R. Asis, und wie manche sagen, R. Asi im Namen R. Joḥanans: Wie wir gelernt haben: Man darf wegen der Gäste oder wegen der Störung des StudiumsWenn man den Raum braucht. vier, sogar fünf Haufen Stroh oder Getreide forträumen. – 
"
Beitzah 35b:14,"Vielleicht ist es da anders, wo es sich um die Störung des Studiums handelt, nicht aber hierbei, wo keine Störung des Studiums vorliegt!? Oder aber, da aus dem GrundeNur 4 od. 5., weil kein Geldschaden vorliegt, hierbei aber, wo ein Geldschaden vorliegt, ist auch mehr erlaubt!? Oder umgekehrt, da sind [nur] vier oder fünf Haufen erlaubt, weil der Šabbath streng ist, und man nicht verleitet wird, ihn zu mißachten, 
"
Beitzah 35b:15,"am Festtage aber, der leichter ist, den zu mißachten man verleitet werden könnte, sollte überhaupt nichts erlaubt sein!?
"
Beitzah 36a:1,"Dort haben wir gelernt: Jedoch keine Scheune. Und Šemuél erklärte, unter ‘jedoch keine Scheune’ sei zu verstehen, man dürfe sie nicht ganzSind nur 4 od. 5 Haufen vorhanden, so darf man nicht alle forträumen u. den Boden frei machen. ausräumen, weil man Vertiefungen ebnen könnte. 
"
Beitzah 36a:2,"Wie ist es nun hierbei: ist es nur am Šabbath verboten, weil er streng ist, nicht aber am Festtage, der leichter ist, oder aber: wenn es schon da verboten ist, wo eine Störung des Studiums vorliegt, um so mehr hierbei, wo eine Störung des Studiums nicht vorliegt? 
"
Beitzah 36a:3,"Ferner: hierbei haben wir gelernt, man dürfe am Festtage Früchte durch eine Luke herablassen, und hierzu sagte R. Naḥman, nur vom selben Dache, nicht aber von einem Dache nach einem anderen. Und desgleichen wird gelehrt, man dürfe keine [Früchte] von einem Dache nach einem anderen bringen, selbst wenn die Dächer gleichmäßig sind. 
"
Beitzah 36a:4,"Wie ist es nun da: ist es nur hierbei verboten, weil der Festtag leichter ist und man verleitet werden könnte, ihn zu mißachten, am Šabbath aber, der streng ist und den zu mißachten man nicht verleitet wird, ist es erlaubt, oder aber: 
"
Beitzah 36a:5,"wenn es schon hierbei verboten ist, wo eine Beschädigimg der Früchte vorliegt, um so mehr da, wo keine Beschädigung der Früchte vorliegt? 
"
Beitzah 36a:6,"Ferner: hierbei wird gelehrt, man dürfe [die Früchte] nicht mit Stricken durch Fenster herablassen und nicht mittels Leitern herabbringen. Wie ist es nun da: ist es nur hierbei, am Festtage, verboten, weil keine Störung des Studiums vorliegt, da aber, am Šabbath, wo eine Störung des Studiums vorliegt, ist es erlaubt, 
"
Beitzah 36a:7,"oder aber: wenn es schon hierbei, wo eine Beschädigung der Früchte vorliegt, verboten ist, um so mehr da, wo keine Beschädigung der Früchte vorliegt? – Dies bleibt unentschieden.
"
Beitzah 36a:8,"M<small>AN DARF</small> F<small>RÜCHTE ZUDECKEN</small>. U͑la sagte, sogar Schichten Ziegelsteine; R. Jiçḥaq sagte, nur Früchte, die ja verwendbar sind. R. Jiçḥaq vertritt hiermit seine Ansicht, denn R. Jiçḥaq sagte, man dürfe ein Gerät nur zum Behufs einer Sache fortbewegen, die man am Šabbath fortbewegen darf. – 
"
Beitzah 36a:9,"Wir haben gelernt: Man darf Früchte mit Gefäßen zudecken. Nur Früchte, aber keine Schichten Ziegelsteine!? – Dasselbe gilt auch von Schichten Ziegelsteinen, da er aber im Anfangssatze lehrt, man dürfe Früchte herablassen, so lehrt er auch im Schlußsatze, man dürfe Früchte zudecken. – 
"
Beitzah 36a:10,"Wir haben gelernt: Desgleichen Krüge WeinEr nennt keine Ziegelsteine. und Krüge Öl!? – Hier handelt es sich um UnverzehntetesDie gleich Ziegelsteinen nicht verwendbar sind.. – 
"
Beitzah 36a:11,"Dies ist auch einleuchtend; wolltest du sagen, Krüge Wein und Krüge Öl, die erlaubt sind, so lehrt er es ja bereits im Anfangssatze von Früchlen. – 
"
Beitzah 36a:12,"Von Krügen Wein und Krügen Öl ist dies besonders zu lehren nötig: man könnte glauben, sie haben nur einen erheblichen SchadenDer Regen fügt ja Früchten einen erheblicheren Schaden zu als Krügen mit Wein und Öl.berücksichtigt, nicht aber haben sie einen unerheblichen Schaden berücksichtigt, so lehrt er uns. – 
"
Beitzah 36a:13,"Wir haben gelernt: Man darf am Šabbath ein Gefäß unter die TraufeDie Traufe ist ebenfalls nicht verwendbar.stellen!? – Wenn die Traufe verwendbar ist. – 
"
Beitzah 36a:14,"Komm und höre: Man darf am Šabbath Matten über Ziegelsteine ausbreiten!? – Wenn sie von einem Bauwerke zurückgeblieben sind und man sich auf sie lehnen kann. – 
"
Beitzah 36a:15,"Komm und höre: Man darf am Šabbath Matten über Steine ausbreiten!? – Wenn die Steine eckig und für den Abort verwendbar sind. – 
"
Beitzah 36a:16,"Komm und höre: Man darf am Šabbath eine Matte über einen Bienenstock ausbreiten, bei Sonnenschein, wegen der Sonne, und bei Regen, wegen des Regens; jedoch darf man nicht beabsichtigen, [die Bienen] einzufangen!? – Da ebenfalls, wenn Honig darin ist. 
"
Beitzah 36a:17,"R. U͑qaba aus Mesan sprach zu R. Aši: Allerdings im Sommer, wo Honig darin ist, wie ist es aber hinsichtlich der Regenzeit zu erklären!? – Wegen der zwei HonigscheibenDie man als Nahrung für die Bienen zurückläßt.. – Diese zwei Honigscheiben sind ja aber Abgesondertes!? – Hier handelt es sich um den Fall, wenn man sich deren Gebrauch vorbehalten hat. – 
"
Beitzah 36a:18,"Weshalb lehrte er, wenn es demnach verboten ist, falls man es sich nicht vorbehalten hat, man dürfe nicht beabsichtigen, [die Bienen] einzufangen, er sollte doch einen Unterschied beim ersten Falle selbst lehren: diese Worte gelten nur, wenn man sich [den Gebrauch] vorbehalten hat, wenn man es sich aber nicht vorbehalten hat, ist es verboten!? – 
"
Beitzah 36a:19,"Er meint es wie folgt: selbst wenn man sich den Gebrauch vorbehalten hat, darf man nicht beabsichtigen, [die Bienen] einzufangen. – 
"
Beitzah 36a:20,"Wie ist, wo du es R. Jehuda addiziert hast, der vom Abgesonderten nichts hält, der Schlußsatz zu erklären: nur darf man nicht beabsichtigen, [die Bienen] einzufangen; 
"
Beitzah 36a:21,"dies ist ja nach R. Šimon, welcher sagt, die unbeabsichtigte Tätigkeit sei erlaubt!? – Glaubst du, nach R. Šimo͑n? Abajje und Raba sagten ja beide, daß R. Šimo͑n in [einem Falle gleich] dem Kopfabschlagen ohne zu tötenAuch nach RŠ. ist es verboten, wenn die verbotene Handlung unvermeidlich ist.beipflichtel? 
"
Beitzah 36a:22,"Tatsächlich das ganze nach R. Jehuda, und hier handelt es sich um den Fall, wenn [der Bienenstock] FensterchenSodaß die Bienen beim Zudecken nicht eingefangen werden.hat. Man lese nach R. Jehuda nicht:
"
Beitzah 36b:1,"Jedoch darf man nicht beabsichtigen, [die Bienen] einzufangen, sondern: man darf [den Bienenstock] nicht zum Fangnetze machenMan darf die Fensterchen nicht schließen.. – Selbstverständlich!? – Man könnte glauben, [das Fangen] sei nur bei einer Art verboten, die man gewöhnlich fängt, bei einer Art aber, die man gewöhnlich nicht fängt, sei es erlaubt, so lehrt er uns. 
"
Beitzah 36b:2,"R. Aši erwiderte: Lehrt er etwa: im Sommer und in der Regenzeit, er lehrt ja nur: bei Sonnenschein wegen der Sonne und bei Regen wegen des Regens!? Beides kommt in den Tagen des Nisan und in den Tagen des Tišri vor, wo sowohl Sonne und Regren als auch Honiff vorhanden ist.
"
Beitzah 36b:3,"M<small>AN DARF AM</small> Š<small>ABBATH EIN</small> G<small>EFÄSS UNTER DIE</small> T<small>RAUFE STELLEN</small>. Es wird gelehrt: Wird das Gefäß voll, so darf man es ohne Aufhör ausgießen und wieder unterstellen. 
"
Beitzah 36b:4,"In die Mühlenstube Abajjes rieselte der Regen herein, und als er vor Rabba kam, sprach dieser zu ihm: Geh, bringe da dein Bett hinein, damit [die Mühle] für dich einem KotbeckenDie Mühle war aus Ton u. wurde durch den Regen aufgewühlt u. schmutzig.gleiche, sodann darfst du sie hin ausbringen. 
"
Beitzah 36b:5,"Darauf saß Abajje und warf die Frage auf: Darf man denn etwas von vornherein zum Kotbecken machen!? Als aber währenddessen die Mühle Abajjes einstürzte, sprach er: Geschieht mir recht, da ich die Worte des Meisters übertreten habe.
"
Beitzah 36b:6,"Šemuél sagte: Das Kotbecken und das Uringefäß darf man auf den Misthaufen hinausbringen, und wenn man sie zurückbringt, gieße man Wasser hineinDa das Gefäß selber als ‘Abgesondertes wegen Schmutzigkeit’ gilt u. nicht fortbewegt werden darf.und bringe sie zurück. 
"
Beitzah 36b:7,"Hieraus folgerten sie, daß man das Kotbecken nur wegen des Gefäßes hinausbringen darf, [den Kot] besonders aber nicht. Aber komm und höre: Als man einst im Gewürze R. Ašis eine Maus fand, sprach er: Faßt sie am Scliwanze und bringt sie fort.
"
Beitzah 36b:8,"<sup>ii</sup> <b>W</b><small>ESWEGEN MAN AM</small> Š<small>ABBATH SCHULDIG</small>Nach rabbinischer Bestimmung.<small>IST, OB DES</small> F<small>EIERNS</small>Wenn die Handlung nur aus diesem Grunde (cf. Bd. I S. 455 Anm. 89) verboten ist.<small>WEGEN, OB ES EIN</small> F<small>REIGESTELLTES</small>Jed. am Šabbath verboten.<small>IST, OB ES EIN</small> G<small>EBOT</small>Jed. am Šabbath verboten.<small>IST, DESWEGEN IST MAN AUCH AM</small> F<small>ESTTAGE SCHULDIG</small>. 
"
Beitzah 36b:9,"F<small>OLGENDES DES</small> F<small>EIERNS WEGEN: MAN DARF AUF KEINEN</small> B<small>AUM STEIGEN, AUF KEINEM</small> T<small>IERE REITEN, NICHT AUF DEM</small> W<small>ASSER SCHWIMMEN, NICHT IN DIE</small> H<small>ÄNDE KLATSCHEN, NICHT IN DIE</small> H<small>ÜFTEN SCHLAGEN UND NICHT TANZEN</small>. 
"
Beitzah 36b:10,"F<small>OLGENDES ALS</small> F<small>REIGESTELLTES: MAN DARF KEINE</small> G<small>ERICHTSVERHANDLUNG ABHALTEN, SICH KEINE</small> F<small>RAU ANTRAUEN, DIE</small> Ḥ<small>ALIÇA NICHT ERTEILEN UND DIE</small> S<small>CHWAGEREHE NICHT VOLLZIEHEN</small>. 
"
Beitzah 36b:11,"F<small>OLGENDES ALS</small> G<small>EBOT: MAN DARF NICHTS DEM</small> H<small>EILIGTUME WEIHEN, KEIN</small> S<small>CHÄTZGELÜBDE TUN, KEIN</small> B<small>ANNGELÜBDE</small>Cf. Lev. 27,28.<small>TUN, UND NICHT DIE</small> H<small>EBE UND DEN</small> Z<small>EHNTEN ABHEBEN</small>. 
"
