Index Title,Makkot
Makkot 20a:1,"einmal zu geißelnWeil auch vom ersten Zehnten eine Hebe (<span dir=""rtl"">תרומת מעשר</span>) abgesondert werden muß (vgl. Bd. I S. 316 Anm. 5). ; 
"
Makkot 20a:2,"wenn ein Gemeiner sie gegessen hat, so ist er zweimalWegen der Hebe u. wegen des ersten Zehnten.zu geißeln; hätte er sie aber vorherDh. ohne irgend welche Bestimmung.gegessen, wäre er nur einmalWegen des Essens von Unverzehntetem.,zu geißeln. 
"
Makkot 20a:3,"Also nur dann, wenn sie sich in Jerušalem befindet, wenn aber in der Provinz, so würde er dreimal zu geißeln sein, obgleich sie nicht die Stadtmauer noch gesehen hat!? – Wenn sie [in Jerušalem] war und herausgebracht worden ist. – 
"
Makkot 20a:4,"Wozu braucht er dies demnach zu lehren!? – Hier handelt es sich um den Fall, wenn sie unverzehntet hineingebracht worden ist, denn er ist der Ansicht, nicht abgesonderte Abgaben gelten als abgesondertDer Teil, der später 2. Zehnt werden soll, gilt schon vor der Absonderung als solcher.. – 
"
Makkot 20a:5,"Ist R. Jose denn der Ansicht, nicht abgesonderte Abgaben gelten als abgesondert, es wird ja gelehrt: R. Šimo͑n b. Jehuda sagte im Namen R. Joses: Die Schale Šammajs und die Schule Hillels stimmen überein, daß man den zweiten Zehnten von Früchten, die unfertigDh. bevor sie zehntpflichtig waren; cf. Mas. 1,5.in Jerušalem waren, auslösen und überall essen darf, 
"
Makkot 20a:6,"sie streiten nur über Früchte, die fertig in Jerušalem waren; die Schule Šammajs sagt, man bringe den zweiten Zehnten zurück nach Jerušalem und esse ihn da, und die Schule Hillels sagt, man dürfe ihn auslösen und überall essen. Wenn man nun sagen wollte, nicht abgesonderte Abgaben gelten als abgesondert, so sollte ihn doch die Mauer aufgenommenEs ist anzunehmen, daß RJ. der Ansicht der Hillelschen Schule ist, nach der überall entschieden wird.haben!? 
"
Makkot 20a:7,"Rabba erwiderte: Hinsichtlich des EssensDes 2. Zehnten.ist die Mauer Vorschrift der Tora, hinsichtlich der Aufnahme ist sie eine Bestimmung der Rabbanan, und die Bestimmung der Rabbanan erstreckt sich nun auf den Fall, wenn [der Zehnt] gesondert ist, nicht aber, wenn er im Unverzehnteten enthalten ist. 
"
Makkot 20a:8,"Rabina erklärte: Wenn man sieDie Feige, über welche oben verhandelt wird.an einem Stabe hält; somit ist hieraus die Frage R. PapasVgl. Anm. 201.zu entscheiden.
"
Makkot 20a:9,"<b>W</b><small>ER SICH EINE</small> G<small>LATZE AM</small> K<small>OPFE</small>Als Zeichen der Trauer über einen Toten; cf. Dt. 14,1.<small>SCHERT, ODER DIE</small> S<small>CHLÄFENWINKEL SEINES</small> H<small>AUPTHAARES</small>Cf. Lev. 19,27.<small>RUNDSTUTZT, ODER DIE</small> E<small>CKE SEINES</small> B<small>ARTES</small>Cf. Lev. 19,27. <small>VERSTÜMMELT, ODER WEGEN EINES</small> T<small>OTEN EINE</small> E<small>INKRATZUNG AM</small> L<small>EIBE</small>Cf. ib. V. 28. <small>MACHT, IST STRAFBAR</small>. <sup>v</sup> W<small>ER EINE</small> E<small>INKRATZUNG WEGEN FÜNF</small> T<small>OTEN, ODER FÜNF</small> E<small>INKRATZUNGEN WEGEN EINES</small> T<small>OTEN MACHT, IST WEGEN JEDER BESONDERS STRAFBAR</small>. 
"
Makkot 20a:10,"[M<small>AN IST STRAFBAR</small>] <small>WEGEN DES</small> H<small>AUPTHAARES ZWEIMAL: EINMAL WEGEN DER EINEN</small> S<small>EITE UND EINMAL WEGEN DER ANDEREN</small> S<small>EITE; WEGEN DES</small> B<small>ARTES: ZWEIMAL WEGEN DER EINEN</small> S<small>EITE, ZWEIMAL WEGEN DER ANDEREN</small> S<small>EITE UND EINMAL WEGEN DER UNTEREN</small> [E<small>CKE</small>]. R. E<small>LIE͑ZER SAGTE</small>: H<small>AT MAN IHN MIT EINEM</small> M<small>AL ABGENOMMEN, SO IST MAN NUR EINMAL STRAFBAR</small>. 
"
Makkot 20a:11,"M<small>AN IST NUR DANN STRAFBAR, WENN MAN IHN MIT EINEM</small> S<small>CHERMESSER ABGENOMMEN HAT</small> ; R. E<small>LIE͑ZER SAGT, MAN SEI STRAFBAR, AUCH WENN MAN IHN MIT EINER</small> Z<small>ANGE ODER MIT EINER</small> F<small>EILE ABGENOMMEN HAT</small>.
"
Makkot 20a:12,"GEMARA. Die Rabbanan lehrten :Lev. 21,5.<i>sie sollen sich keine Glatze scheren;</i> man könnte glauben, auch wer sich vier oder fünf Glatzen schert, sei nur einmal ¡strafbar, so heißt es <i>Glatze</i>, und, diesNeben dem Verb <span dir=""rtl"">יקרהו</span> ist das W. <span dir=""rtl"">קרחה</span> überflüssig.besagt, daß man wegen jeder Glatze besonders strafbar sei.Lev. 21,5.<i>An ihrem Kopfe;</i> worauf deutet dies? Da es heißt :Dt. 1,14.<i>ihr sollt euch wegen eines Toten keine Einritzungen machen, noch zwischen euren Augen eine Glatze scheren</i>, so könnte man glauben, man sei strafbar nur, wenn man sie zwischen den Augen geschoren hat, woher nun, daß der ganze Kopf einbegriffen ist? Es heißt: <i>an ihrem Kopfe</i>, dies schließt den ganzen Kopf ein. 
"
Makkot 20a:13,"Ich weiß dies nur von Priestern, denen die Schrift mehr Gebote auferlegt hat, woher dies von Jisraéliten? 
"
Makkot 20a:14,"Hier heißt es <i>Glatze</i> und dort heißt es ebenfalls <i>Glatze</i>, wie man nun hierBeim Gesetze für die Priester (Lev. 21,5); so rieht. nach Handschriften.wegen jeder Glatze besonders strafbar ist, auch wegen des ganzen Kopfes wie wegen einer zwischen den Augen, ebenso ist man dortBeim Gesetze für ganz Jisraél (Dt. 14,1).wegen jeder Glatze besonders strafbar, auch wegen des ganzen Kopfes, wie wegen einer zwischen den Augen; und wie dort in dem Falle, wenn es wegen eines Toten erfolgt, ebenso hier in dem Falle, wenn es wegen eines Toten erfolgt. – 
"
Makkot 20a:15,"Wie soll er sich die vier oder fünf Glatzen geschoren haben: wenn hintereinander, bei fünf Warnungen, so ist dies ja selbstverständlich; 
"
Makkot 20b:1,"wenn aber mit einem Male, bei einer Warnung, wieso ist er wegen jeder [besonders] strafbar!? Wir haben ja gelernt: Wenn ein NazirCf. Num. 6,2ff.den ganzen Tag Wein getrunken hat, so ist er nur einmal strafbar; wenn man aber wiederholt zu ihm gesagt hat, daß er nicht trinke, und er trotzdem getrunken hat, so ist er wegen jedes Males besonders strafbar. – Hier handelt es sich um den Fall, wenn er die fünf Finger [mit Rasiersalbe] bestrichen hat und mit einem Mal [über den Kopf] gefahren ist; die Warnung gilt dann für jede [Glatze] besonders.
"
Makkot 20b:2,"Welche Größe muß die GlatzeUm strafbar zu sein.haben? R. Hona sagte: Daß sie vom Kopfe absticht. R. Joḥanan sagte im Namen des R. Elie͑zer b. R. Šimo͑n: Wie ein Graupenkorn. Hierüber [streiten] auch folgende Tannaím: Welche Größe muß die Glatze haben? [Wie ein Graupenkorn;] manche sagen, daß sie vom Kopfe absticht. 
"
Makkot 20b:3,"R. Jehuda b. Ḥabiba sagte: Hierüber streiten drei Tannaím; einer sagt: wie ein Graupenkorn, einer sagt: daß sie vom Kopfe absticht, und einer sagt: wie zwei Haare. Mancher läßt fort [die Ansicht:] wie zwei Haare, und fügt hinzu: wie eine Linse. Als Merkzeichen diene dir: ein Aussatzfleck wie ein Graupenkom und eine Wunde wie eine LinseSatz aus einer Misna im Traktate Negaim..
"
Makkot 20b:4,"Es wird gelehrt: Wer am Šabbath eine Schere voll [Haare] abnimmt, ist strafbar. – Wieviel heißen eine Schere voll? R. Jehuda erwiderte: Zwei. – Es wird ja aber gelehrt: zwei hinsichtlich der Glatze!? – Lies: ebenso zwei hinsichtlich der Glatze. 
"
Makkot 20b:5,"Ebenso wird auch gelehrt: Wer am Šabbath eine Schere voll [Haare] abnimmt, ist strafbar. Wieviel heißen eine Schere voll? Zwei; R. Elie͑zer sagt, eines. Die Weisen pflichten jedoch R. Elie͑zer bei, daß man, wenn man weiße aus schwarzen herausliest, schon wegen eines strafharWeil man darauf Gewicht legt, somit gilt dies als am Šabbath verbotene Arbeit.sei. Dies ist sogar wochentags verboten, wegen :Dt. 22,5.<i>ein Mann soll keine Weiberkleider anziehen</i>Zu welchen auch Putzmittel mitgezählt werden..
"
Makkot 20b:6,"O<small>DER DIE</small> S<small>CHLÄFENWINKEL SEINES</small> H<small>AUPTHAARES RUNDSTUTZT</small>. Die Rabbanan lehrten: Die Schläfenwinkel des Haupthaares, [das heißt:] der Abschluß des Haupthaares. Was heißt ‘Abschluß des Haupthaares’? Wenn man die Schläfen mit den Teilen hinter den Ohren und der Stirn gleichmachtIndem man das Schläfenhaar wegschneidet..
"
Makkot 20b:7,"Ein Schüler rezitierte vor R. Ḥisda: Sowohl der Rundstutzende als auch der Rundgestutzte ist zu geißeln. Dieser entgegnete ihm: Wer Datteln aus einem Siebe gegessen hat, sollte gegeißelt werdenDer Gestutzte hat ja nichts getan.!? Wenn man dich aber fragt: nach wessen Ansicht? [so sage:] nach R. Jehuda, welcher sagt, wegen eines Verbotes, durch das keine Tätigkeit ausgeübt wird, sei zu geißeln. 
"
Makkot 20b:8,"Raba erklärte: Wenn jemand sich selberEr ist dann 2mal zu geißeln, wegen des Stutzens und wegen des Gestutztwerdens.rundstutzt, nach aller Ansicht. R. Aši erklärte: Wenn er mithilft, nach aller Ansicht.
"
Makkot 20b:9,"O<small>DER DIE</small> E<small>CKEN SEINES</small> B<small>ARTES VERSTÜMMELT</small>. Die Rabbanan lehrten: Die Ecken seines Bartes, [das heißt:] den Abschluß seines Bartes. Was heißt ‘Abschluß des Bartes’? Die ganze Rundung des Bartes.
"
Makkot 20b:10,"E<small>INE</small> E<small>INKRATZUNG MACHT</small> &amp;<small>C</small>. Die Rabbanan lehrten :Lev. 19,28.<i>Einkratzungen macht</i>, man könnte glauben, [man sei strafbar,] auch wenn man es getan hat, weil ihm sein Haus eingestürzt oder sein Schiff im Meere untergegangen ist, so heißt es:Lev. 19,28.<i>wegen eines Toten;</i> man ist nur dann strafbar, wenn es wegen eines Toten erfolgt ist. Woher, daß man, wenn man wegen eines Toten fünf Einkratzungen gemacht hat, wegen einer jeden besonders strafbar sei? Es heißt: <i>und Einkratzungen</i>, dies lehrt, daß man wegen jeder Einkratzung besonders strafbar sei. 
"
Makkot 20b:11,"R. Jose sagte: Woher, daß man, wenn man eine Einkratzung wegen fünf Toten gemacht hat, wegen eines jeden besonders strafbar sei? Es heißt: <i>wegen eines Toten;</i> dies lehrt, daß man wegen eines jeden Toten besonders strafbar sei. – 
"
Makkot 20b:12,"Dies schließt ja also den Fall aus, [wenn es erfolgt,] weil ihm sein Haus eingestürzt oder sein Schiff im Meere untergegangen ist!? – 
"
Makkot 21a:1,"R. Jose ist der Ansicht, Einkratzungen und Einritzungen seien dasselbe, und bei den [letzteren] heißt es: <i>wegen eines Toten</i>.
"
Makkot 21a:2,"Šemuél sagte: Wer Einkratzungen mit einem Geräte macht, ist strafbar. Man wandte ein: Einkratzungen und Einritzungen sind dasselbe, nur erfolgen Einkratzungen mit der Hand und Einritzungen mit einem GeräteDemnach ist man frei, wenn man sich Einritzungen mit der Hand oder Einkratzungen mit einem Geräte beigebracht hat.!? – Er ist der Ansicht R. Joses.
"
Makkot 21a:3,"Ein Jünger rezitierte vor R. Joḥanan: Wegen eines Toten ist man strafbar, einerlei ob mit der Hand oder mit einem Geräte; wegen eines GötzenWenn er auf diese Weise verehrt wird.ist man strafbar, wenn mit der Hand, und frei, wenn mit einem Geräte. – In der Schrift heißt es ja aber entgegengesetzt:iReg. 18,28.<i>und sie machten sich nach ihrer Weise Einritzungen mit Schwertern und Spießen</i>!? – Sage vielmehr: frei, wenn mit der Hand, und strafbar, wenn mit einem Geräte.
"
Makkot 21a:4,"M<small>AN IST STRAFBAR WEGEN DES</small> H<small>AUPTHAARES</small>. R. Šešeth zeigte auf die Verbindungsstelle des SchädelsDie Verbindungsstelle zwischen dem Keil- und dem Schläfenbein.. W<small>EGEN DES</small> B<small>ARTES: ZWEIMAL WEGEN DER EINEN</small> S<small>EITE, ZWEIMAL WEGEN DER ANDEREN</small> S<small>EITE UND EINMAL WEGEN DER UNTEREN</small> [E<small>CKE</small>] R. Šešeth zeigte auf die Teilungen des Bartes.
"
Makkot 21a:5,"R. E<small>LIE͑ZER SAGTE</small> : H<small>AT MAN IHN ABGENOMMEN</small> &amp;<small>C</small>. Er ist der Ansicht, es sei nur ein Verbot.
"
Makkot 21a:6,"M<small>AN IST NUR DANN STRAFBAR, WENN MAN IHN MIT EINEM</small> S<small>CHERMESSER ABGENOMMEN HAT</small>. Die Rabbanan lehrten:Lev. 21,5.<i>Und den Rand ihres Bartes sollen sie nicht scheren;</i> man könnte glauben, man sei strafbar, auch wenn man ihn mit einer Schere abgenommen hat, so heißt es: <i>nicht verstümmeln</i>. Da nun das Verstümmeln ein Verbot ist, so könnte man glauben, man sei strafbar, auch wenn man ihn mit einer Zange oder einer Feile abgenommen hat, so heißt es: <i>nicht scheren;</i> 
"
Makkot 21a:7,"welches Gerät schert und verstümmelt? Das Schermesser.
"
Makkot 21a:8,"R. E<small>LIE͑ZER SAGT, MAN SEI STRAFBAR, AUCH WENN MAN IHN MIT EINER</small> Z<small>ANGE ODER MIT EINER</small> F<small>EILE ABGENOMMEN HAT</small>. Welcher Ansicht ist er: hält er [vom Schlusse] durch WortanalogieDas Verbot des Verstümmelns beim Rasieren wird aus einem Schlusse durch Wortanalogie gefolgert; cf. Qid. Fol. 33b., so sollte doch ein Schermesser erforderlich sein, und hält er nicht [vom Schlusse] durch Wortanalogie, so sollte es doch auch mit einer Schere nicht [strafbar sein]!? – 
"
Makkot 21a:9,"Tatsächlich hält er [vom Schlusse] durch Wortanalogie, nur ist er der Ansicht, diese seien ebenfalls zum Rasieren geeignet.
"
Makkot 21a:10,"<sup>vi</sup> <b>W</b><small>ER</small>Fortsetzung der Verbote, die mit der Geißelung bestraft werden.S<small>CHRIFTZEICHEN</small>Cf. Lev. 19,28.[<small>AN SEINEM</small> K<small>ÖRPER</small>] <small>EINÄTZT</small>. H<small>AT ER GESCHRIEBEN UND NICHT EINGEÄTZT, EINGEÄTZT ABER NICHT GESCHRIEBEN, SO IST ER NICHT STRAFBAR; WENN ER GESCHRIEBEN UND EINGEÄTZT HAT, MIT</small> T<small>INTE</small>, S<small>CHWÄRZE ODER WAS SONST</small> [<small>BLEIBEND</small>] <small>ZEICHNET</small>. R. <small>ŠIMO͑N B</small>. J<small>EHUDA SAGTE IM</small> N<small>AMEN</small> R. Š<small>IMO͑NS</small>: E<small>R IST NUR DANN STRAFBAR, WENN ER DA EINEN</small> G<small>OTTESNAMEN GESCHRIEBEN HAT, DENN ES HEISST:</small>Lev. 19,28.<i>ihr sollt euch nicht Schriftzeichen einätzen, ich bin der Herr</i>.
"
Makkot 21a:11,"GEMARA. R. Aḥa, der Sohn Rabas, sprach zu R. Aši: Nur wenn er wörtlich geschrieben hat: Ich bin der Herr. Dieser erwiderte ihm: Bar Qappara lebrte, er sei nur dann strafbar, wenn er den Namen eines Götzen eingeätzt hat, denn es heißt: <i>ihr sollt euch nicht Schriftzeichen einätzen ich bin der Herr;</i> ich bin der Herr, aber kein anderer.
"
Makkot 21a:12,"R. Malkija sagte im Namen des R. Ada b. Ahaba: Es ist verboten, Asche auf eine Wunde zu legen, weil dies den Anschein einer Schriftätzung hat. R. Naḥman, Sohn des R. Iqa, sagte: [Die Lehren] vom SpießeCf. Beç. Fol. 28b., von den SklavinnenCf. Ket. Fol. 61b.und von den GrübchenCf. Nid. Fol. 52a.sind von R. Malkiju; die von den HaarlockenCf, Az. Fol. 29a., von der Asche und vom KäseCf. ib. Fol. 29b.sind von R. Malkija. 
"
Makkot 21a:13,"R. Papa sagte: Auf eineMišna oder eineBarajtha bezügliches ist von R. Malkija, selbständige Lehren sind von R. Malkiju. Als Merkzeichen diene dir: die Mišna ist KöniginMalketha; ähnlich klingt der Name Malkiju.. – Welchen Unterschied gibt es zwischen ihnen? – Einen Unterschied gibt es zwischen ihnen bei [der Lehre von] den Sklavinnen. 
"
Makkot 21a:14,"R. Bebaj b. Abajje war vorsichtig sogar mit einer WundeAuf diese keine Asche kommen zu lassen.der Schröpflanzette. R. Aši sagte: Ist da eine Wunde, so beweist es ja die Wunde.
"
Makkot 21a:15,"<b>W</b><small>ENN EIN</small> N<small>AZIR DEN GANZEN</small> T<small>AG</small> W<small>EIN GETRUNKEN HAT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ABER WIEDERHOLT ZU IHM GESAGT HAT, DASS ER NICHT TRINKEN SOLLE, UND ER TROTZDEM GETRUNKEN HAT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. <sup>vii</sup> W<small>ENN ER SICH DEN GANZEN</small> T<small>AG FORTWÄHREND VERUNREINIGT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ABER WIEDERHOLT ZU IHM GESAGT HAT, DASS ER SICH NICHT VERUNREINIGEN SOLLE, UND ER SICH TROTZDEM VERUNREINIGT HAT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. <sup>viii</sup> W<small>ENN ER SICH DEN GANZEN</small> T<small>AG FORTWÄHREND RASIERT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ABER WIEDERHOLT ZU IHM GESAGT HAT, DASS ER SICH NICHT RASIEREN SOLLE, UND ER SICH TROTZDEM RASIERT HAT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. 
"
Makkot 21a:16,"W<small>ENN EINER WÄHREND DES GANZEN</small> T<small>AGES FORTWÄHREND</small> M<small>ISCHGEWEBE ANZIEHT, SO IST ER NUR EINMAL STRAFBAR; WENN MAN ZU IHM ABER WIEDERHOLT GESAGT HAT, DASS ER ES NICHT ANZIEHEN SOLLE, UND ER ES TROTZDEM FORTWÄHREND AUSZIEHT UND ANZIEHT, SO IST ER WEGEN JEDES</small> M<small>ALES BESONDERS STRAFBAR</small>. 
"
Makkot 21b:1,"M<small>ANCHER PFLÜGT EIN</small> B<small>EET UND</small> <small>IST DIESERHALB WEGEN</small> Ü<small>BERTRETUNG VON ACHT</small> V<small>ERBOTEN STRAFBAR</small>. W<small>ENN EIN PRIESTERLICHER</small> N<small>AZIR AN EINEM</small> F<small>ESTE IM</small> S<small>IEBENTJAHRE AUF EINEM UNREINEN</small> P<small>LATZE</small> M<small>ISCHSAAT SÄEND</small> (<small>IM</small> W<small>EINBERG</small>) <small>MIT</small> O<small>CHS UND</small> E<small>SEL DES</small> H<small>EILIGTUMS</small>Vgl. Bd. II S. 446 Anm. 86.<small>PFLÜGT</small>. 
"
Makkot 21b:2,"<sup>ix</sup> Ḥ<small>ANANJA B</small>. Ḥ<small>AKHINAJ SAGTE :</small> E<small>R KANN NOCH</small> M<small>ISCHGEWEBE ANGEHABT HABEN</small>. S<small>IE ERWIDERTEN IHM:</small> D<small>IES GEHÖRT NICHT ZU DIESEM</small>Dies hat mit dem Pflügen nichts gemein.R<small>UBRUM</small>. E<small>R ENTGEGNETE IHNEN:</small> A<small>UCH</small> [<small>DAS</small> V<small>ERBOT HINSICHTLICH DES</small>] N<small>AZIRÄERS GEHÖRT NICHT ZU DIESEM</small> R<small>UBRUM</small>.
"
Makkot 21b:3,"GEMARA. R. Bebaj sagteEigentl. fragte; nach einer anderen Lesart nicht in Frageform, sondern apodiktisch: nicht wirklich anziehen und ausziehen, sondern wenn man nur den Ärmel usw.im Namen R. Joses: Ist unter anziehen und ausziehen zu verstehen, wenn man es wirklich [auszieht und] anzieht, oder auch, wenn man nur den Ärmel anzieht und abstreift. Da zeigte R. Aḥa, Sohn des R. Iqa: anziehen und Ausziehen. R. Aši sagte: Man ist strafbar, auch wenn man es nur so lange angehabt hat, als man es aus- und anziehen kannWegen jedermaligen Warnung..
"
Makkot 21b:4,"M<small>ANCHER PFLÜGT EIN</small> B<small>EET</small> &amp;<small>C</small>. R. Jannaj sagte: Im Kollegium stimmten sie ab, wer Mischsaat mit Erde bedeckt, sei zu geißeln. R. Joḥanan sprach zu ihnen: Das lehrt ja unsere Mišna: Mancher pflügt ein Beet und ist dieserhalb wegen Übertretung von acht Verboten schuldig. Wenn &amp;c. Mischsaat säend mit Ochs und Esel des Heiligtums pflügt. In welchem Falle kann nun der Pflügende wegen der Mischsaat strafbar sein? Doch wohl, wenn er sie im Gehen mit Erde bedeckt. 
"
Makkot 21b:5,"Dieser erwiderte: Würdest du denn, wenn ich dir die Scherbe nicht aufgehoben hätte, darunter die Perle gefunden haben!? Reš Laqiš sprach zu R. Joḥanan: Hätte ein bedeutender Mann dich [dieserhalb] nicht gelobt, so würde ich gesagt haben, unsere Mišna vertrete die Ansicht R. A͑qibas, welcher sagt, daß auch wegen des Stehenlassens von Mischsaat zu geißeln sei. 
"
Makkot 21b:6,"Es wird nämlich gelehrt: Wer Mischpflanzen jätet oder [Saaten] mit Erde bedeckt, ist zu geißeln. R. A͑qiba sagt, auch wer sie stehen läßt. – 
"
Makkot 21b:7,"Was ist der Grund R. A͑qibas? – Es wird gelehrt :Lev. 19,19.<i>Du sollst dein Feld nicht mit Mischsaat besäen</i>; ich weiß dies also nur vom Säen, woher dies vom Stehenlassen? [Es heißt:] <i>Mischsaat in deinem Felde sollst du nicht</i>Das W. <span dir=""rtl"">כלאים</span>, das allerdings zum vorangehenden Satze gehört, steht neben dem W.e <span dir=""rtl"">שדך</span>; hieraus, daß man in seinem Felde keine Mischfrucht haben darf..
"
Makkot 21b:8,"U͑la sprach zu R. Naḥman: Sollte er doch gegeißelt werden auch wegen des SäensDas Säen u. Das Pflügen sind von einander zu trennen.am Feste!? Dieser erwiderte: Manches lehrt er und manches läßt er fort. 
"
Makkot 21b:9,"Jener entgegnete: Der Autor lehrt ‘acht’, und du sagst, manches lehre er und manches lasse er fort!? Raba erwiderte: Eine Trennung der ArbeitenDh. eine Trennung der Verbote, die bei der Verrichtung einer Arbeit begangen werden.gibt es nur am Šabbath, nicht aber am Feste. Jener sprach: So ist es auch. 
"
Makkot 21b:10,"Abajje wandte gegen ihn ein: Gibt ets denn am Fest keine Trennung der Arbeiten, wir haben ja gelernt: Wer [am Feste] eine SpannaderCf. Gen. 32,33.mit Milch kocht und sie ißt, ist fünfmal zu geißeln; er ist zu geißeln wegen des Essens der Spannader, er ist zu geißeln wegen des KochensAm Feste sind nur nötige Arbeiten erlaubt, u. da das Essen der Spannader verboten ist, so gilt diese Arbeit als unnötig.am Feste, er ist zu geißeln wegen des Kochens der Spannader mit Milch, er ist zu geißeln wegen des Essens von Fleisch mit Milch, und er ist zu geißeln 
"
Makkot 22a:1,"wegen des Feueranzündens. Wenn dem nun soDaß die Arbeiten nicht getrennt werden; das Feueranzünden gehört zum Kochen.wäre, sollte er wegen des Feueranzündens, das an sich erlaubt ist, nicht strafbar sein!? – Man lasse das Feueranzünden fort und zähle mit [das Essen der Spannader] von einem AaseMan beziehe es auf einen solchen Fall.. – 
"
Makkot 22a:2,"R. [Ḥija] lehrte ja aber, daß zu geißeln sei zweimal wegen des Essens und dreimal wegen des Kochens!? – Lasse vielmehr das Feueranzünden fort und zähle [das Kochen mit] Holz einer Ašera mit, und das Verbot findet sich im folgenden [Schriftverse:]Dt. 13,18.<i>nichts soll an deiner Hand kleben bleiben &amp;c</i>. 
"
Makkot 22a:3,"R. Aḥa, der Sohn Rabas, sprach zu R. Aši: [In diesem Falle] sollte er doch zu geißeln sein auch wegen [des Verbotes :]Ib. 7,26.<i>du sollst keinen Greuel in dein Haus bringen</i>!? – Vielmehr, hier handelt es sich um den Fall, wenn er mit Holz des Heiligtums gekocht hat, und das Verbot findet sich im folgenden [Schriftverse:]Ib. 12,3,4.<i>verbrennt ihre Ašeras; so dürft ihr aber nicht verfahren mit dem Herrn, eurem Gott</i>.
"
Makkot 22a:4,"
"
Makkot 22a:5,"R. Hoša͑ja wandteDie hier folgenden Ein wände beziehen sich auf die Misna: das Pflügen kann in Fällen vorkommen, in welchen noch mehr Verbote übertreten werden.ein: Sollte er doch auch den Fall mitzählen, wenn jemand im festen TaleCf. Dt. 21,1ff.säet, und das Verbot findet sich in folgendem [Schriftverse:]Dt. 21,4.<i>der nicht bearbeitet und nicht bestellt wird</i>!? – 
"
Makkot 22a:6,"R. Ḥananja wandte ein: Sollte er doch auch das Verwischen des Gottesnamens im GehenBeim Pflügen.mitzählen, und das Verbot findet sich in folgendem [Schriftverse:]Dt. 12,3.<i>ihr sollt ihren Namen vernichten; so dürft ihr aber nicht verfahren mit dem Herrn, eurem Gott</i>!? 
"
Makkot 22a:7,"R. Abahu wandte ein: Sollte er doch auch das Ausschneiden eines AussatzflecksDies ist verboten.mitzählen, und das Verbot findet sich in folgendem [Schriftverse:]Dt. 24,8.<i>sei vorsichtig mit der Plage des Aussatzes</i>!? 
"
Makkot 22a:8,"Abajje wandte ein: Sollte er doch auch das Loslösen des Brustschildes vom Schulterkleide und das Entfernen der Stangen von der Bundeslade mitzählen, und das Verbot findet sich in folgendem [Schriftverse:]Ex. 25,15 u. ib. 28,28.<i>sie sollen nicht entfernt werden</i>, und: <i>das Brustschild soll nicht losgelöst werden</i>!? 
"
Makkot 22a:9,"R. Aši wandte.ein: Sollte er doch auch das Pflügen mit einem Holze von einer Ašera mitzählen, und das Verbot findet sich in folgendem [Schrif tverse :]Dt. 13,18.<i>nichts soll an deiner Hand kleben bleiben</i>!? 
"
Makkot 22a:10,"Rabina wandte ein: Sollte er doch auch das Fällen guter Bäume mitzählem, und das Verbot findet sich in folgendem [Schriftverse:]Ib. 20,19.<i>genieße ihre Früchte, sie selbst aber haue nicht um</i>!? 
"
Makkot 22a:11,"R. Zee͑ra sprach zu R. Mani: Sollte er doch auch den Fall mitzählen, wenn er geschworen hat, am Feste nicht zu pflügen!? – Ein solcher Schwur bindet ihn nicht, da er bereits seit [der Gesetzgebung am] Berge SinajDies ist ohnehin verboten.vorgegriffen ist. Jener entgegnete: Wenn er aber geschworen hat, weder an einem Wochentage noch an einem Festtage zu pflügen; in diesem Falle ist ja der Schwur, da er hinsichtlich des Wochentages bindend ist, auch hinsichtlich des Festtages bindend!? – Von dem, was aufgelöst werdenDer Schwur kann rückwirkend aufgelöst werden.kann, lehrt er nicht. – 
"
Makkot 22a:12,"Etwa nicht, dies gilt ja vom HeiligenWenn das geheiligte Tier untauglich wird, wird es in ein anderes eingetauscht. !? – [Er spricht] vom ErstgeborenenEin solches ist geheiligt geboren.. – Dies ist ja beim Nazir der Fall!? – Ein Nazir wie ŠimšonDer als Gott Geweihter geboren wurde.. – 
"
Makkot 22a:13,"Ein Nazir wie Šimšon darf sich ja an Toten verunreinigen!? – Vielmehr, der Autor ist nicht der Ansicht, daß das Verbot einbegreifendWas auch sonst verboten ist; der Schwur, nicht zu pflügen, gilt nicht für die Feiertage.ist.
"
Makkot 22a:14,"R. Hoša͑ja sagte: Wer einen Stier, der geheiligt war und untauglich geworden ist, belegen läßt, ist zu geißeln. R. Jiçḥaq sagte: Wer einen Stier, der heilig war und untauglich geworden ist, führtBei der Arbeit, allein oder zusammen mit einem anderen. Es ist verboten, verschiedenartige Tiere zusammen zur Arbeit zu verwenden (cf. Dt. 22,10)., ist zu geißeln; er besteht aus nur einem Körper, und die Schrift behandelt ihn so, als bestehe er aus zwei KörpernEin solches Tier gilt in einer Hinsicht als profan, indem man es schlachten u. überall essen darf, u. in einer Hinsicht als heilig, indem es zur Sehur u. Arbeit verboten ist..
"
