Index Title,Berachot
Berakhot 7a:33,"Ex. 33,20–23.<i>Ich will meine Hand entfernen, und du wirst meine Rückseite schauen</i>. Hierüber sagte R. Ḥana b. Bizna im Namen R. Šimo͑n des Frommen: Dies lehrt, daß der Heilige, gepriesen sei er, Moše den KnotenDer Tephillinriemen (Gebetriemen), mittelst dessen die Kopftephilla oberhalb der Stirn befestigt wird, hat einen Knoten in der Form des Buchstaben Mem oder Da1eth, der gegenüber der Tephilla, am Hinterkopfe, zu liegen kommt. der Tephillin gezeigt hat.
"
Berakhot 7a:34,"Ferner sagte R. Joḥanan im Namen R. Joses: Kein Gutes verheißendes Wort, das aus dem Mund des Heiligen, gepriesen sei er, kommt, auch wenn nur bedingungsweise, wird von ihmAuch wenn die Bedingung nicht in Erfüllung geht.widerrufen. 
"
Berakhot 7a:35,"Woher dies? – Von unserem Meister Moše, denn es heißt:Dt. 9,14.<i>laß mich, ich will sie vertilgen &amp;c. und dich zum mächtigen Volke machen</i>; obgleich Moše diesbezüglich um Erbarmen flehte und es abwandte, erfüllte er [seine Verheißung] an dessen Nachkommen, wie es heißt:iChr. 23,15.<i>die Söhne Mošes waren Geršom und Elie͑zer, und die Söhne Elie͑zers waren Reḥabja, das Oberhaupt &amp;c.; und die Söhne Reḥabjas mehrten sich überaus &amp;c</i>. 
"
Berakhot 7a:36,"Hierzu lehrte R. Joseph: Mehr als sechzig Myriaden, denn dies ist aus dem Worte mehren zu entnehmen; hier heißt es: <i>sie mehrten sich überaus</i>, und dortEx. 1,7.heißt es: <i>die Kinder Jisraéls waren fruchtbar, wimmelten und mehrten sich</i>Cf. Ex. 12,37..
"
Berakhot 7b:1,"R. Joḥanan sagte im Namen des R. Šimo͑n b. Joḥaj: Seit dem Tage, da der Heilige, gepriesen sei er, die Welt erschaffen, gab es niemand, der den Heiligen, gepriesen sei er, Herr genannt hätte, bis Abraham kam und ihn Herr nannte, wie es heißt:Gen. 15,8.<i>und er sprach: O Herr, woran werde ich erkennen, daß ich es ererben werde?</i> 
"
Berakhot 7b:2,"Rabh sagte: Auch Daniél wurde nur um Abrahams willen erhört, denn es heißt:Dan. 9,17.<i>so höre doch nun, o Gott, auf das Gebet und auf das Flehen deines Knechtes, und laß dein Antlitz über dein verwüstetes Heiligtum leuchten, um, des Herrn willen</i>; er sollte ja um deinetwillen sagen, – 
"
Berakhot 7b:3,"vielmehr, um Abrahams willen, der dich Herr nannte.
"
Berakhot 7b:4,"Ferner sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Woher daß man einen Menschen während seines Zornausbruches nicht zu besänftigen suche? – es heißt:Ex. 33,14.<i>mein Zorn wird vorübergehen, und ich willfahre dir</i>.
"
Berakhot 7b:5,"Ferner sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Seit dem Tage, da der Heilige, gepriesen sei er, seine Welt erschaffen, gab es niemand, der dem Heiligen, gepriesen sei er, gedankt hätte, bis Leá kam und ihm dankte, wie es heißt:Gen. 29,35.<i>diesmal danke ich dem Herrn</i>.
"
Berakhot 7b:6,"Ib. 25,33.<i>Reúben</i>. R. Elea͑zar sagte: Leá sprach: Sehet [reú], welch ein Unterschied zwischen meinem Sohne [ben] und dem Sohne meines Schwiegervaters. Der Sohn meines Schwiegervaters verkaufte seine Erstgeburt freiwillig, wie es heißt: <i>er verkaufte dem Ja͑qob seine Erstgeburt</i>,dennoch, sehet, heißt es von ihm:Ib. 27,41.<i>E͑saw haßte Ja͑qob</i>,
"
Berakhot 7b:7,"ferner:Ib. V. 36.<i>er sprach: Man nennt ihn mit Recht Ja͑qob, denn er hat mich zweimal betrogen &amp;c.;</i> 
"
Berakhot 7b:8,"mein Sohn aber: obgleich Joseph ihm seine Erstgeburt gegen seinen Willen abgenommen hat, wie es heißt:iChr. 5,1.<i>als er das Bett seines Vaters entweihte, wurde seine Erstgeburt dem Joseph gegeben</i>, dennoch beneidete er ihn nicht, wie es heißt:Gen. 37,21.<i>als Reúben dies hörte, rettete er ihn aus ihrer Hand</i>.
"
Berakhot 7b:9,"<i>Ruth</i>. Warum [heißt sie] Ruth? R. Joḥanan erklärte: Weil ihr beschieden war, daß David, der den Heiligen, gepriesen sei er, mit Liedern und Lobgesängen letzteDer Name Ruth wird von <span dir=""rtl"">רוה</span>, <i>letzen, laben, sättigen, ihr entstammte. 
"
Berakhot 7b:10,"Woher, daß Namen vorbedeutend sind? R. Elea͑zar erwiderte: Es heißt:Ps. 46,9.<i>gehet, schauet die Werke des Herrn, der Verwüstungen auf Erden gemacht;</i> lies nicht <i>Šamoth [Verwüstungen]</i>, sondern <i>Šemoth [Namen]</i>.
"
Berakhot 7b:11,"Ferner sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Schlimmer ist böse Zucht im Hause des Menschen, als der Krieg von GogG. u. M. (mit Bezug auf Ez. 38,2ff.) sind zwei Völker, die, der Sage nach, vor Ankunft des Messias einen die ganze Welt verheerenden Krieg führen werden.und Magog. Es heißt:Im Betreff des mißratenen Sohnes; Ps. 3,1.<i>ein Gesang Davids, als er vor seinem Sohne Abšalom floh</i>, und hierauf folgt: <i>Herr, wie zahlreich sind meine Feinde, wie viel, die gegen mich auftreten!</i> Vom Krieg von Gog und Magog aber heißt es nur:Ib. 2,1.<i>warum toben die Völker, die Nationen sinnen Eitles</i>, es heißt aber nicht: <i>wie zahlreich sind meine Feinde</i>.
"
Berakhot 7b:12,"<i>Ein Gesang Davids, als er vor seinem Sohne Abšalom floh</i>. – Ein ‘Gesang’ Davids, es hätte ja ein ‘Klagelied’ Davids heißen sollen!? 
"
Berakhot 7b:13,"R. Šimo͑n b. Abišalom erwiderte: Ein Gleichnis, womit dies zu vergleichen ist. Mit einem Menschen, auf den ein Schuldschein in den Verkehr gebracht wurde; bevor er ihn einlöst, ist er traurig, hat er ihn aber eingelöst, freut er sich. 
"
Berakhot 7b:14,"So auch David. Als der Heilige, gepriesen sei er, zu ihm sagte: iiSam. 12,11.<i>Siehe, ich lasse dir ein Unglück aus deinem Hause erstehen</i>, war er traurig, denn er dachte: es wird vielleicht ein Sklave oder ein Bastard sein, der sich meiner nicht erbarmen wird; als er aber sah, daß es Abšalom war, freute er sich. Darum ein ‘Gesang’.
"
Berakhot 7b:15,"Ferner sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Es ist erlaubt, auf dieser Welt die Frevler zu reizen, denn es heißt:Pr. 28,4.<i>die die Lehre verlassen, rühmen den Frevler, die aber die Lehre wahren, reizen sie</i>. 
"
Berakhot 7b:16,"Diesbezüglich wird gelehrt: R. Dostaj b. R. Mathon sagte: Es ist erlaubt, auf dieser Welt die Frevler zu reizen, denn es heißt: <i>die die Lehre verlassen, rühmen den Frevler, die aber die Lehre wahren, reizen sie</i>. Sollte dir jedoch jemand zuflüstern, es heißt ja:Ps. 37,1.<i>streite mit den Bösen nicht und beneide nicht die Übeltäter</i>, so antworte ihm: so deutet [diesen Vers], dem das HerzWer sich sündig fühlt.klopft; vielmehr: <i>wetteifere nicht mit den Bösen</i>, um wie die Bösen zu sein, <i>und beneide nicht die Übeltäter</i>, um wie die Übeltäter zu sein. 
"
Berakhot 7b:17,"Ferner heißt es:Pr. 23,17.<i>dein Herz beneide die Sünder nicht, es verharre vielmehr täglich in der Furcht des Herrn</i>. –
"
Berakhot 7b:18,"Dem ist doch aber nicht so, R. Jiçḥaq sagte ja folgendes: Wenn du einen Frevler siehst, dem die Stunde lächelt, so reize ihn nicht, denn es heißt:Ps. 10,5.<i>seine Wege gedeihen allezeit</i>. Und noch mehr, er wird auch bei Gericht begünstigt, denn es heißt:Ps. 10,5.<i>hoch, fern von ihm sind deine Strafgerichte</i>. Und noch mehr, er sieht auch Rache an seinen Feinden, denn es heißt:Ps. 10,5.<i>all seine Feinde bläst er weg</i>. – 
"
Berakhot 7b:19,"Das ist kein Einwand; dies gilt von eigenen Angelegenheiten, jenes von göttlichenWörtl. himmlischen.Angelegenheiten. 
"
Berakhot 7b:20,"Wenn du willst, sage ich: beides gilt von göttlichen Angelegenheiten, nur gilt dieses von einem Frevler, dem die Stunde lächelt, jenes aber von einem Frevler, dem die Stunde nicht lächelt. 
"
Berakhot 7b:21,"Wenn du aber willst, sage ich: beides gilt von einem Frevler, dem die Stunde lächelt, dennoch besteht hier kein Widerspruch, denn das eine gilt, von einem vollkommen Gerechten, und das andere gilt von einem unvollkommen Gerechten. R. Hona sagte nämlich: Es heißt:Hab. 1,13.<i>warum siehst du die Treulosen an, schiueigest, wenn der Frevler den gerechteren als er verschlingt</i>; kann etwa der Frevler den Gerechten verschlingen, es heißt ja:Ps. 37,33.<i>der Herr verläßt ihn nicht in seiner Hand</i>, ferner:Pr. 12,21.<i>dem Gerechten begegnet kein Unheil</i>!? Vielmehr einen, der gerechter ist als er, verschlingt er, einen vollkommen Gerechten verschlingt er nicht. 
"
Berakhot 7b:22,"Wenn du aber willst, sage ich: anders ist es, wenn ihm die Stunde lächeltRŠ. spricht von Frevlern im allgemeinen, RJ. aber von einem. dem das Glück besonders hold ist..
"
Berakhot 7b:23,"Ferner sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Wer für sein Gebet einen Platz bestimmt, dem unterliegen seine Feinde, denn es heißt:iiSam. 7,10.<i>ich werde einen Platz für mein Volk Jisraél bestimmen, ich pflanze es, daß es an seiner Stätte verharre; nicht wird es fortan beunruhigt werden, und nicht werden es ferner die Boshaften bedrücken wie vorher</i>. 
"
Berakhot 7b:24,"R. Hona wies auf einen Widerspruch hin, es heißt: <i>zu bedrücken</i>, und es heißt [anderweitigiChr. 17,9.:] <i>zu</i>In unseren Texten heißt es <span dir=""rtl"">לבלותו</span> <i>ermüden, aufreiben<i>vernichten</i>!? 
"
Berakhot 7b:25,"Anfangs: zu bedrücken, späterAls sie gesündigt.: zu vernichten.
"
Berakhot 7b:26,"Ferner sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj: Wichtiger ist die PflegeWörtl. Bedienung sc. der Gelehrten, der Umgang mit den Lehrern.der Tora, als das Studium derselben, denn es heißt:iiReg. 3,11.<i>hier ist Eliša͑, Sohn des Šaphaṭ, der auf die Hände des Elijahu Wasser gegossen</i>. Es heißt nicht: <i>gelernt</i>, sondern: <i>gegossen</i>; dies lehrt, daß ihre Pflege wichtiger ist, als ihr Studium.
"
Berakhot 7b:27,"R. Jiçḥaq sprach zu R. Naḥman: Weshalb kam der Meister nicht ins Bethaus, um zu beten? Dieser erwiderte: Ich konnte nicht. Jener sprach: Der Meister hätte ja zehn [Männer] versammeln können und beten!? Dieser erwiderte: Dies wäre mir zu beschwerlich. – So sollte der Meister dem Gemeindediener sagen, daß er zur Zeit, da die Gemeinde betet, komme und es dem Meister künde!?
"
Berakhot 7b:28,"Dieser entgegnete; Wozu dies alles? Jener erwiderte: Folgendes sagte R. Joḥanan im Namen des R. Šimo͑n b. Joḥaj:
"
Berakhot 8a:1,"Es heißt:Ps. 69,14.<i>ich richte mein Gebet zu dir, o Herr, zur Zeit des</i> <i>Wohlwollens</i>, die Zeit des Wohlwollens ist die Stunde, in der die Gemeinde betet. 
"
Berakhot 8a:2,"R. Jose b. R. Ḥanina entnimmt dies aus folgendem:Jes. 49,8.<i>So spricht der Herr, zur Zeit des Wohlwollens habe ich dich erhört</i>. 
"
Berakhot 8a:3,"R. Aḥa b. R. Ḥanina entnimmt dies aus folgendem:Ij. 36,5.<i>Fürwahr, Gott verachtet die Mächtigen</i>Od. Zahlreichen, d. i. das Gebet der Gemeinde; eine ganz willkürliche Auslegung des Verses.<i>nicht</i>. Ferner heißt es:Ps. 55,19.<i>er erlöste meine Seele in Frieden aus dem Ansturm gegen mich, denn Viele waren mit mir</i>. 
"
Berakhot 8a:4,"Desgleichen wird gelehrt: R. Nathan sagte: Woher, daß der Heilige, gepriesen sei er, das Gebet der Menge nicht verachtet? Es heißt: <i>Gott verachtet die Mächtigen nicht</i>. Ferner heißt es: <i>er erlöste meine Seele in Frieden aus dem Ansturm gegen mich &amp;c</i>. Der Heilige, gepriesen sei er, sprach: Wer sich mit der Tora und Liebeswerken bei aßt und mit der Gemeinde betet, dem rechne ich es an, als hätte er mich und meine Kinder von den weltlichen Völkern erlöst.
"
Berakhot 8a:5,"RešCompositum von R. Šimo͑n b. Laqiš, zuweilen, besonders im jerušalemischen Talmud, aufgelöst; in vorliegender Übersetzung stets mit dem Text übereinstimmend.Laqiš sagte: Wer in einer Stadt ein Bethaus hat und nicht in dieses beten geht, heißt ein böser Nachbar, denn es heißt:Jer. 12,14.<i>so spricht der Herr: Über all meine bösen Nachbarn, die das Erbteil antasten, das ich meinem Volke Jisraél zugeteilt habe</i>. Und noch mehr, er verursacht auch Verbannung sich und seinen Kindern, denn es heißt:Jer. 12,14.<i>siehe, ich reiße sie aus ihrem Lande heraus, und das Haus Jehudas reiße ich aus ihrer Mitte</i>.
"
Berakhot 8a:6,"Man erzählte R. Joḥanan, daß es in Babylonien Greise gäbe. Dies wunderte ihn, und er sprach: Es heißt ja:Dt. 11,21.<i>auf daß sich mehren euere Tage und die Tage euerer Kinder im Lande</i>, nicht aber außerhalb des Landes. Als man ihm aber sagte, daß sie früh morgens und spät abends im Bethause verweilen, sprach er: Das ist es, was ihnen dazu verhilft. 
"
Berakhot 8a:7,"So sagte auch R. Jehošua͑ b. Levi zu seinen Söhnen: Geht ins Bethaus morgens früh und [verweilet da] abends spät, damit ihr lange lebet. R. Aḥa b. R. Ḥanina sagte: Hierauf deutet folgender Schriftvers:Pr. 8,34.<i>Heil dem Menschen, der auf mich hört, Tag für Tag an meinen Türen zu wachen, zu wahren die Pfosten meiner Türen</i>, und darauf folgt: <i>denn wer mich gefunden, hat Leben gefunden</i>. 
"
Berakhot 8a:8,"R. Ḥisda sagte: Stets trete man zwei Türen in das Bethaus ein. – ‘Zwei Türen’, wie ist dies zu verstehen? – Sage vielmehr: zwei Türen weitMan bleibe nicht an der Tür stehen., dann bete er.
"
Berakhot 8a:9,"Ps. 32,6.<i>Darob bete jeder Fromme zu dir, zur Zeit des Findens</i>. R. Ḥanina sagte: <i>Zur Zeit des Findens</i>, dies bezieht sich auf das Weib, denn es heißt:Pr. 18,22.<i>wer ein Weib gefunden, hat Gutes gefunden</i>. 
"
Berakhot 8a:10,"Wenn jemand im Westen ein Weib heimführte, pflegte man ihn folgendes zu fragen: ‘Gefunden’ oder ‘ich finde’? ‘Gefunden’, denn es heißt: <i>wer ein Weib gefunden, hat Gutes gefunden, er wird des Herrn Wohlwollen erzielen</i>; ‘ich finde’, denn es heißt:Ecc. 7,26.<i>ich finde, daß das Weib bitterer ist als der Tod</i>. 
"
Berakhot 8a:11,"R. Nathan erklärte: <i>Zur Zeit des Findens</i>, dies bezieht sich auf die Tora, denn es heißt:Pr. 8,35.<i>wer mich findet, findet Leben</i>. 
"
Berakhot 8a:12,"R. Naḥman b. Jiçḥaq erklärte: <i>Zur Zeit des Findens</i>, dies bezieht sich auf den Tod, denn es heißt:Ps. 68,21.<i>für den Tod sind (Ausgänge) [gefunden]</i>Ganz willkürliche Wortanspielung; <span dir=""rtl"">תוצאות</span> hängt etymologisch mit der Wurzel <span dir=""rtl"">מצא</span>, <i>finden. 
"
Berakhot 8a:13,"Desgleichen wird gelehrt: Neunhundertdrei Todesarten sind in der Welt erschaffen worden, denn es heißt:Ganz willkürliche Wortanspielung; <span dir=""rtl"">תוצאות</span> hängt etymologisch mit der Wurzel <span dir=""rtl"">מצא</span>, <i>finden<i>für den Tod sind Toçaoth [Ausgänge] vorhanden</i>; ‘Toçaoth’ hat diesen ZahlenwertDer Zahlenwert der Buchslaben des Wortes <span dir=""rtl"">תוצאות</span> beträgt 903.. Die schwerste unter allen ist die Bräune, die leichteste unter allen ist der Kuß[tod]. Die Bräune gleicht einem Dornstrauch in einem Bündel Wolle, den man rückwärts herauszieht. Manche sagen, einem Schiffstau in der Schiundöffnung. Der Kuß[tod], wie man ein Haar aus der Milch zieht.
"
Berakhot 8a:14,"R. Joḥanan erklärte: <i>Zur Zeit des Findens</i>, dies bezieht sich auf das Begräbnis. R. Ḥanina sagte: Hierauf deutet folgender Schriftvers:Ij. 3,22.<i>die mit Frohlocken sich gefreut, sind froh, wenn sie ein Grab finden</i>. Rabba b. R. Šilo sagte: Das ist es, was die Leute sagen: Der Mensch bete um Frieden, selbst bis zum letzten Spaten [stich]. 
"
Berakhot 8a:15,"Mar Zuṭra erklärte: <i>Zur Zeit des Findens</i>, dies bezieht sich auf den AbortIn Babylonien hatten sie in den Städten keine Aborte und mußten aufs Feld hinausgehen, was ihnen große Unbequemlichkeiten verursachte.. Im Westen sagten sie: Die Erklärung Mar Zuṭras ist die beste von allen.
"
Berakhot 8a:16,"Raba sprach zu Raphram b. Papa: Möge uns doch der Meister einen von den schönen Aussprüchen sagen, die er im Namen des R. Ḥisda im Betreff des Bethauses gesagt hat. 
"
Berakhot 8a:17,"Dieser erwiderte: Folgendes sagte R. Ḥisda: Es heißt:Ps. 87,2.<i>der Herr liebt die Pforten Çijons vor allen Wohnungen Ja͑qobs</i>; der Herr liebt die Pforten, die ausgezeichnetDas im Text gebrauchte Verbum ist von <span dir=""rtl"">ציון</span>, <i>Zeichensind, durch die Halakha, mehr als die Bet- und Lehrhäuser.
"
Berakhot 8a:18,"Das ist es, was R. Ḥija b. Ami im Namen U͑las gesagt hat: Seit dem Tage, an dem das Heiligtum zerstört wurde, hat der Heilige, gepriesen sei er, in seiner Welt nichts weiter, als die vier EllenDer Raum des Menschen wird auf vier Ellen bemessen und gehört ihm.der Halakha. 
"
Berakhot 8a:19,"Abajje sagte: Anfangs pflegte ich zu Hause zu lernen und im Bethause zu beten, nachdem ich aber das gehört, was R. Ḥija b. Ami im Namen U͑las gesagt hat, seit dem Tage, an dem das Heiligtum zerstört wurde, habe der Heilige, gepriesen sei er, in seiner Welt nichts weiter, als die vier Ellen der Halakha, bete ich nur da, wo ich lerne.
"
Berakhot 8a:20,"R. Ami und R. Asi beteten, obgleich sie in Ṭiberias dreizehn Bethäuser hatten, dennoch nirgends anders als zwischen den Säulen, wo sie zu lernen pflegten.
"
Berakhot 8a:21,"Ferner sagte R. Ḥija b. Ami im Namen U͑las: Größer ist, der von seiner Arbeit genießt, als der Gottesfürchtige. Vom Gottesfürchtigen heißt es:Ps. 112,1.<i>Heil dem Manne, der den Herrn fürchtet</i>, von dem aber, der von seiner Arbeit genießt, heißt es:Ib. 128,2.<i>wenn du von deiner Hände Arbeit issest, Heil dir und wohl dir</i>, Heil dir in dieser Welt, und wohl dir in der zukünftigen Welt; von dem Gottesfürchtigen heißt es nicht: <i>und wohl dir</i>.
"
Berakhot 8a:22,"Ferner sagte R. Ḥija b. Ami im Namen U͑las: Stets wohne der Mensch im Wohnorte seines Lehrers, denn während der ganzen Zeit, da Šimi? b. Gera lebte, heiratete Šelomo nicht die Tochter des Pareo͑. – 
"
Berakhot 8a:23,"Es wird ja aber gelehrt, man wohne nicht!? –
"
Berakhot 8a:24,"Das ist kein Einwand; das eine, wenn er sich seinem Lehrer unterwirft, das andere, wenn er sich ihm nicht unterwirft.
"
Berakhot 8a:25,"R. Hona b. Jehuda sagte im Namen R. Menaḥems im Namen R. Amis: Es heißt:Jes.1,28.<i>Die den Herrn verlassen, werden zugrunde gehen</i>. Dies bezieht sich auf den, der die TorarolleBei der Vorlesung des Wochenabschnittes am Šabbath.liegen läßt und hinausgeht. 
"
Berakhot 8a:26,"R. Abahu ging zwischen Mann und MannDer Wochenabschnitt wird in sieben Parašen (Kapitel) geteilt, und zum Vorlesen derselben wird je ein Mann aufgerufen, der vorher und nachher den Segensspruch herzusagen hat.hinaus. 
"
Berakhot 8a:27,"R. Papa fragte: Ist es zwischen den Versen [erlaubt]? 
"
Berakhot 8a:28,"Dies bleibt unentschieden. 
"
Berakhot 8a:29,"R. Šešeth wandte sein Gesicht abBeim Vorlesen des Wochenabschnittes.und lernte, indem er sagte: wir mit unserem und sieDas Vorlesen aus der Torarolle sei nur für das Volk bestimmt.mit ihrem.
"
Berakhot 8a:30,"R. Hona b. Jehuda sagte im Namen R. Amis: Stets beende man seinen Wochenabschnitt zusammen mit der Gemeinde, zweimal den Text und einmal die Übersetzung, 
"
Berakhot 8b:1,"selbst A͑tarothNum. 32,3; dh. selbst Eigeimamen, die auch in der Übersetzung unverändert bleiben.und Dibon, denn dem, der seinen Wochenabschnitt mit der Gemeinde beendet, werden Tage und Jahre verlängert.
"
Berakhot 8b:2,"R. Bebaj b. Abajje wollte sämtliche Wochenabschnitte des ganzen Jahres am Vortage des Versöhnungstages beenden, da trug ihm R. Ḥija b. Rabh aus Diphte folgende Lehre vor: Es heißt:Lev. 23,32.<i>ihr sollt am neunten des Monats, am Abend, euere Leiber kasteien</i>; 
"
Berakhot 8b:3,"fastet man etwa am neunten, man fastet ja am zehnten!? Dies besagt dir vielmehr, daß die Schrift jedem, der am neunten ißt und trinkt, es anrechnet, als faste er am neunten und am zehnten. 
"
Berakhot 8b:4,"Er wollte sie sodann vorher lesen, da sprach ein Greis zu ihm: Es wird gelehrt: nur darf man sie nicht früher oder später lesen. 
"
Berakhot 8b:5,"So sagte auch R. Jehošua͑ b. Levi zu seinen Söhnen: Beendet euere Wochenahschnitte mit der Gemeinde, zweimal den Text und einmal die Übersetzung. 
"
Berakhot 8b:6,"Seid vorsichtig mit den ArterienDaß diese beim Schächten durchschnitten werden.. Dies nach R. Jehuda, denn wir haben gelernt: R. Jehuda sagt, nur wenn man die Arterien durchschnitten hat.
"
Berakhot 8b:7,"Und seid aufmerksam gegen einen Greis, der sein Wissen durch ZwangSchuldlos, durch das hohe Alter; auch dieser muß geehrt werden.vergessen, denn wir sagen: die Tafeln und die Bruchstücke der TafelnDie Moše zerbrochen; cf. Ex. 32,19; Dt. 10,2.liegen in der Bundeslade.
"
Berakhot 8b:8,"Raba sprach zu seinen Söhnen: Wenn ihr Fleisch schneidet, schneidet es nicht auf der Handfläche. Manche erklären, wegen der Gefahr, und manche erklären, wegen Besudelung der Mahlzeit. 
"
Berakhot 8b:9,"Setzt euch nicht auf das Lager einer Aramäerin. Und geht an einem Bethause nicht vorüber, wenn die Gemeinde betet. «Setzt euch nicht auf das Lager einer Aramäerin.» Manche sagen, [dies bedeute]: legt euch nicht nieder, ohne das Šema͑ gelesen zu haben; manche sagen: heiratet keine Proselytin; und manche sagen: wirklich [das Lager] einer Aramäerin, 
"
Berakhot 8b:10,"und zwar wegen des Ereignisses R. Papas. Einst besuchte nämlich R. Papa eine Nichtjüdin, und als sie ihm das Lager zurechtrückteIn Handschriften durchweg in der Mehrzahl, wonach mehrere Personen anwesend waren; dies scheint jedoch eine absiehtl. Änderung zu sein. Übrigens ist diese ganze Erzählung ein späteres Einschiebsel.und ihn zum Sitzen aufforderte, sprach er zu ihr: Ich setze mich nicht eher, als bis ihr das Lager aufgedeckt habt. Da deckten sie das Lager auf und fanden darin ein totes Kind. Daher sagten die Weisen, es sei verboten, sich auf das Lager einer Aramäerin zu setzen. 
"
Berakhot 8b:11,"«Geht an einem Bethause nicht vorüber, wenn die Gemeinde betet.» Dies ist eine Stütze für R. Jehošua͑ b. Levi, denn R. Jehošua͑ b. Levi sagte: Es ist einem verboten,an einem Bethause vorüber zu gehen, wenn die Gemeinde betet. 
"
Berakhot 8b:12,"Hierzu sagte Abajje: Dies nur dann, wenn keine andere Tür da ist, wenn aber eiae andere Tür da ist, ist nichts dabei. Auch nur dann, wenn kein anderes ßethaus da ist, wenn aber ein arideres Bethaus da ist, ist nichts dabei. Endlich nur dann, wenn man weder eine Last trägt, noch läuft, noch Tephillin anhat, ist aber eines von diesen der Fall, so ist nichts dabei.
"
Berakhot 8b:13,"Es wird gelehrt: R. A͑qiba sagte: Bei drei Handlungen liebe ich die Meder: wenn sie Fleisch schneiden, schneiden sie es nur auf dem Tisch; wenn sie küssen, küssen sie nur auf die Hand, und wenn sie sich beraten, beraten sie sich nur auf dem Felde. 
"
Berakhot 8b:14,"R. Ada b. Ahaba sagte: Hierauf deutet folgender Schriftvers:Gen. 31,4.<i>da schickte Ja͑qob und ließ Raḥel und Leá nach dem Felde zu seinen Schafen rufen</i>.
"
Berakhot 8b:15,"Es wird gelehrt: R. Gamliél sagte: Um drei Dinge liebe ich die Perser: sie sind reinlich beim Speisen, züchtig im Abort und keusch bei jenerEuphem. für Beischlaf. Sache.Jes. 13,3.<i>
"
Berakhot 8b:16,"Ich habe meinen Geweihten geboten</i>. R. Joseph lehrte: Das sind die Perser, die geweiht und vorbereitet sind für das Fegefeuer.
"
Berakhot 8b:17,"R. G<small>AMLIÉL SAGT</small>. R. Jehuda sagte im Namen Šemuéls: Die Halakha ist wie R. Gamliél. 
"
Berakhot 8b:18,"Es wird gelehrt: R. Šimo͑n b. Joḥaj sagte: Zuweilen liest jemand das Šema͑ beide Male bei Nacht, einmal vor Aufgang der Morgenröte und einmal nach Aufgang der Morgenröte, und er entledigt sich seiner Pflicht: einmal für das des Tages und einmal für das der Nacht. – 
"
Berakhot 8b:19,"Dies widerspricht ja sich selbst: du sagst, zuweilen liest jemand das Šema͑ beide Male bei Nacht, wonach [die Zeit] nach Aufgang der Morgenröte zur Nacht gehört, später aber sagst du, er entledige sich seiner Pflicht: einmal für das des Tages und einmal für das der Nacht, wonach diese zum Tage gehört!? – 
"
Berakhot 8b:20,"Nein, tatsächlich gehört sie zur Nacht, dennoch nennt er sie Tag, weil es Leute gibt, die zu dieser Zeit aufstehen. 
"
Berakhot 8b:21,"R. Aḥa b. Ḥanina sagte im Namen des R. Jehošua͑ b. Levi: Die Halakha ist wie R. Šimon b. Joḥaj.
"
Berakhot 8b:22,"Manche beziehen [die Worte] des R. Aḥa b. Ḥanina auf folgende Lehre: R. Šimo͑n b. Joḥaj sagte im Namen R. Aqibas: Zuweilen liest jemand das Šema͑ beide Male am Tage, einmal vor Sonnenaufgang und einmal nach Sonnenaufgang, und er entledigt sich seiner Pflicht: einmal für das des Tages und einmal für das der Nacht. – 
"
Berakhot 8b:23,"Dies widerspricht ja sich selbst: du sagst, zuweilen liest jemand das Šema͑ beide Male am Tage, wonach [die Zeit] vor Sonnenaufgang zum Tage gehört, später aber sagst du, er entledige sich seiner Pflicht: einmal für das des Tages und einmal für das der Nacht, wonach diese Zeit zur Nacht gehört!? – 
"
Berakhot 9a:1,"Nein, talsächlich gehört sie zum Tage, dennoch nennt er sie Nacht, weil es Leute gibt, die zu dieser Zeit schlafen.
"
Berakhot 9a:2,"R, Aḥa b. R. Ḥanina sagte im Namen des R. Jehošua͑ b. Levi: Die Halakha ist wie R. Šimo͑n, der es im Namen des R. A͑qiba lehrte. R. Zera sagte: Jedoch lese erWer das Abendšema͑ bei Tagesanbruch liest.nicht [das Gebet] ‘Laß uns niederlegen’. 
"
Berakhot 9a:3,"Als R. Jiçḥaq b. Joseph kam, sagte er: Das, was R. Aḥa b. R. Ḥanina im Namen des R. Jehošua͑ b. Levi gesagt hat, ist nicht ausdrücklich gesagt worden, sondern aus einem Schlüsse gefolgert. 
"
Berakhot 9a:4,"Einst hatten sich nämlich ein paar Jünger bei der Hochzeit eines Sohnes des R. Jehošua͑ b. Levi betrunkenSie schliefen dann bis Sonnenaufgang, ohne das Šema͑ gelesen zu haben., und als sie zu R. Jehošua͑ b. LeviUnd fragten, ob sie noch das Šema͑ lesen dürfen.kamen, sagte er: R. Šimo͑n ist es wert, daß man sich auf ihn in einem Notfalle verlasse.
"
Berakhot 9a:5,"E<small>INST KAMEN SEINE</small> S<small>ÖHNE &amp;C</small>. 
"
Berakhot 9a:6,"Hatten sie denn bis dahin die Lehre R. Gamliéls nicht gekannt!? –
"
