Index Title,Sanhedrin
Sanhedrin 89b:14,"R. Levi erklärte: Nach den Worten, die Jišma͑él an Jiçḥaq gerichtet hatte. Jišma͑él sprach nämlich zu Jiçḥaq: Ich bin inbetreff der gottgefälligen Handlungen bedeutender als du; du bist mit acht Tagen beschnitten worden, ich aber mit dreizehn Jahren. Er erwiderte ihm: Du neckst mich wegen des einen Gliedes, ich aber würde, wenn der Heilige, gepriesen sei er, mich auffordern sollte, mich für ihn schlachten zu lassen, auch dies tun. Hieraut: <i>da versuchte Gott Abraham</i>.
"
Sanhedrin 89b:15,"Die Rabbanan lehrten: Ein Prophet, der [zum Götzendienste] verleitet, wird durch Steinigung hingerichtet; R. Šimo͑n sagt, durch Erdrosselung. 
"
Sanhedrin 89b:16,"Die Verleiter einer abtrünnigen Stadt werden durch Steinigung hingerichtet; R. Šimo͑n sagt, durch Erdrosselung. «Ein Prophet, der verleitet, wird durch Steinigung hingerichtet.» Was ist der Grund der Rabbanan? – Sie folgern es durch [das Wort] <i>verleiten</i>, das auch beim Verführer [zum Götzendienste] gebraucht<sup>155</sup><i class=""footnote"">Cf. Dt. 17,7 u. ib. V. 11.</i>wird, wie dieser durch Steinigung, ebenso auch jener durch Steinigung. – 
"
Sanhedrin 89b:17,"Und R. Šimo͑n!? – Bei jenem heißt es, daß er getötet werde, und überall, wo in der Tora vom Tode ohne nähere Angabe gesprochen wird, ist es die Erdrosselung. – 
"
Sanhedrin 89b:18,"«Die Verleiter einer abtrünnigen Stadt werden durch Erdrosselung hingerichtet.» Was ist der Grund der Rabbanan? – Sie folgern es durch [das Wort] <i>verleiten</i><sup>156</sup><i class=""footnote"">Cf. Dt. 13,14.</i>, das auch beim Verführer, oder auch beim verleitenden Propheten gebraucht wird. – 
"
Sanhedrin 89b:19,"Und R. Šimo͑n!? – Er folgert es durch [das Wort] <i>verleiten</i>, das auch beim Propheten gebraucht wird. – 
"
Sanhedrin 89b:20,"Sollte er es doch vom Verführer folgern!? – Man folgere hinsichtlich des Verführers einer Menge vom Verführer einer Menge, nicht aber hinsichtlich des Verführers einer Menge vom Verführer eines einzelnen. – Im Gegenteil, man folgere doch hinsichtlich eines Gemeinen von einem Gemeinen, nicht aber hinsichtlich eines Gemeinen von einem Propheten!? – 
"
Sanhedrin 89b:21,"R. Šimo͑n [erklärt:] da er Verleiter geworden ist, so gibt es keinen größeren Gemeinen als ihn<sup>157</sup><i class=""footnote"">Vgl. Bd. VIII S. 729 Anm. 517.</i>.
"
Sanhedrin 89b:22,"R. Ḥisda sagte: 
"
Sanhedrin 90a:1,"Ihr Streit besteht nur über den Fall, wenn er das Gesetz vom Götzendienste vollständig verwirft oder es teilweise aufrecht erhält und teilweise verwirft, denn der Allbarmherzige sagt:<sup>158</sup><i class=""footnote"">Dt. 13,6.</i><i>vom Weg</i>, auch ein Teil des Weges; 
"
Sanhedrin 90a:2,"wenn er aber andere Gesetze vollständig verwirft, so stimmen alle überein, daß er durch Erdrosselung hingerichtet werde, und wenn er andere Gesetze teilweise aufrecht erhält und teilweise verwirft, so stimmen alle überein, daß er frei sei. 
"
Sanhedrin 90a:3,"R. Hamnuna wandte ein:<sup>158</sup><i class=""footnote"">Dt. 13,6.</i><i>Zu wandeln</i>, das sind die Gebote;<sup>158</sup><i class=""footnote"">Dt. 13,6.</i><i>auf diesen</i>, das sind die Verbote. Wieso kann man nun sagen, dies beziehe sich auf den Götzendienst, beim Götzendienste gibt es ja keine Gebote!? R. Ḥisda erwiderte:<sup>159</sup><i class=""footnote"">Ib. 12,3; dieser Schriftvers bezieht sich auf die Götzenbilder.</i><i>Ihr sollt zertrümmern</i>. 
"
Sanhedrin 90a:4,"R. Hamnuna sagte: Ihr Streit besteht über den Fall, wenn er ein Gesetz vollständig verwirft, einerlei ob das des Götzendienstes oder irgend ein anderes Gesetz, und wenn er das Gesetz des Götzendienstes teilweise erhält und teilweise verwirft, denn der Allbarmherzige sagt: <i>vom Wege</i>, auch ein Teil des Weges; 
"
Sanhedrin 90a:5,"wenn er aber andere Gesetze teilweise aufrecht erhält und teilweise verwirft, so stimmen alle überein, daß er frei sei.
"
Sanhedrin 90a:6,"Die Rabbanan lehrten: Wenn jemand prophetisch auffordert, eia Gesetz aus der Tora zu verwerfen, so ist er schuldig; es teilweise aufrecht zu erhalten und teilweise zu verwerfen, so ist er nach R. Šimo͑n frei. Beim Götzendienste aber ist er, selbst wenn er sagt, daß man ihm heute diene, und morgen abschaffe, nach aller Ansicht schuldig. 
"
Sanhedrin 90a:7,"Abajje ist [bei dieser Lehre] der Ansicht R. Ḥisdas und erklärt sie auch wie R. Ḥisda; Raba ist der Ansicht R. Hamnunas und erklärt sie auch wie R. Hamnuna. 
"
Sanhedrin 90a:8,"Abajje ist [bei dieser Lehre] der Ansicht R. Ḥisdas und erklärt sie wie R. Ḥisda: Wenn er prophetisch auffordert, ein Gesetz aus der Tora zu verwerfen, so wird er nach aller Ansicht durch Erdrosselung hingerichtet; es teilweise aufrecht zu erhalten und teilweise zu verwerfen, so ist er nach R. Šimo͑n frei, und ebenso nach den Rabbanan; beim Götzendienste aber ist er, auch wenn er sagt, daß man ihm heute diene und morgen abschaffe, schuldig; nach dem einen nach seiner Ansicht<sup>160</sup><i class=""footnote"">Nach den Rabbanan durch Steinigung u. nach RŠ. durch Erdrosselung.</i> und nach dem anderen nach seiner Ansicht. 
"
Sanhedrin 90a:9,"Raba ist der Ansicht R. Hamnunas und erklärt sie wie R. Hamnuna: Wenn jemand prophetisch auffordert, ein Gesetz aus der Tora zu verwerfen, einerlei ob das des Götzendienstes oder irgend ein anderes Gesetz, so ist er schuldig, nach dem einen nach seiner Ansicht und nach dem anderen nach seiner Ansicht. Es teilweise aufrecht zu erhalten und teilweise zu verwerfen, so ist er bei jedem anderen Gesetze nach R. Šimo͑n frei, und ebenso nach den Rabbanan; beim Götzendienste aber ist er, auch wenn er sagt, daß man ihm heute diene und morgen abschaffe, schuldig, nach dem einen nach seiner Ansicht und nach dem anderen nach seiner Ansicht.
"
Sanhedrin 90a:10,"R. Abahu sagte im Namen R. Joḥanans: In jedem anderen Falle mußt du, wenn dich ein Prophet die Worte der Tora übertreten heißt, ihm gehorchen, ausgenommen ist der Götzendienst; selbst wenn er dir die Sonne in der Mitte des Himmels stehen läßt, gehorche ihm nicht. Es wird gelehrt: R. Jose der Galiläer sagte: Die Tora ist dem Götzendienste auf den Grund gekommen, daher hat sie dir als Beispiel<sup>161</sup><i class=""footnote"">Die Ableitung von <span dir=""rtl"">משל</span> <i>herrschen</i> (Raschi) gibt keinen Sinn; wahrscheinl. <span dir=""rtl"">ממשל</span> Beispiel, Gleichnis mit Suffix.</i>gesagt: selbst wenn er dir die Sonne in der Mitte des Himmels stehen läßt, gehorche ihm nicht.
"
Sanhedrin 90a:11,"Es wird gelehrt: R. A͑qiba sagte: Behüte und bewahre, daß der Heilige, gepriesen sei er, die Sonne wegen derjenigen, die seinen Willen übertreten, stehen lassen würde; vielmehr handelt es sich um einen solchen, wie Hananja, Sohn A͑zurs, der zuerst ein richtiger Prophet und später ein falscher geworden war<sup>162</sup><i class=""footnote"">Wenn er früher Wunder vollbracht hat.</i>.
"
Sanhedrin 90a:12,"U<small>ND DIE GEGEN EINE</small> P<small>RIESTERSTOCHTER</small> &amp;<small>C</small>. <small>ÜBERFÜHRTEN</small> F<small>ALSCHZEUGEN</small>. Woher dies? R. Aha, Sohn des R. Iqa, erwiderte: Es wird gelehrt: R. Jose sagte: Worauf deuten die Worte:<sup>163</sup><i class=""footnote"">Dt. 19,19.</i><i>ihr sollt an ihm tun, wie er an seinem Bruder zu tun gedachte</i>? Bei allen anderen in der Tora genannten [Prozeßfällen] werden die überführten Falschzeugen und die Buhlen gleich ihnen<sup>164</sup><i class=""footnote"">Den milangeklagten Frauen.</i>[bestraft], 
"
Sanhedrin 90a:13,"bei der Priesterstochter aber wird sie selbst durch Verbrennung hingerichtet, nicht aber ihr Buhle durch Verbrennung; von den überführten Falschzeugen würde ich nicht gewußt haben, ob [ihre Strafe] seiner oder ihrer gleicht, so heißt es: <i>seinem Bruder</i>, der seines Bruders und nicht der seiner Schwester.
"
Sanhedrin 90a:14,"
"
Sanhedrin 90a:15,"<sup>i</sup><b>G</b>ANZ J<small>ISRAÉL HAT EINEN</small> A<small>NTEIL AN DER ZUKÜNFTIGEN</small> W<small>ELT</small>, <small>DENN ES HEISST</small>: <sup>1</sup><i class=""footnote"">Jes. 60,21.</i><i>dein Volk besteht aus lauter Gerechten; für immer werden sie das Land in Besitz nehmen; es ist der Sproß meiner Pflanzung, das Werk meiner Hände zur Verherrlichung</i>. F<small>OLGENDE HABEN KEINEN</small> A<small>NTEIL AN DER ZUKÜNFTIGEN</small> W<small>ELT</small>: <small>WER SAGT</small>, <small>DIE</small> A<small>UFERSTEHUNG DER</small> T<small>OTEN BEFINDE SICH NICHT IN DER</small> T<small>ORA</small><sup>2</sup><i class=""footnote"">Selbst wenn er daran glaubt, jedoch nicht, daß dies in der Tora angedeutet ist.</i>, [<small>WER SAGT</small>,] <small>DIE</small> T<small>ORA SEI NICHT VOM</small> H<small>IMMEL</small>, <small>UND DER</small> G<small>OTTESLEUGNER</small><sup>3</sup><i class=""footnote"">Vgl. Bd. VIII S. 610 Anm. 186.</i>.
"
Sanhedrin 90a:16,"R. A͑<small>QIBA SAGT</small>, <small>AUCH WER DIE AUSSENSEITIGEN</small> B<small>ÜCHER LIEST</small>, <small>UND WER ÜBER EINE</small> W<small>UNDE FLÜSTERT UND SPRICHT</small>: <sup>4</sup><i class=""footnote"">Ex. 16,26.</i><i>Keine der Krankheiten, die ich über die Miçrijim gebracht, werde ich über dich bringen, denn ich, der Herr, bin dein Arzt</i>. A<small>BBA</small> Š<small>AÚL SAGT</small>, <small>AUCH WER DEN</small> G<small>OTTESNAMEN BUCHSTÄBLICH AUSSPRICHT</small>.
"
Sanhedrin 90a:17,"<sup>ii</sup>D<small>REI</small> K<small>ÖNIGE UND VIER</small> G<small>EMEINE HABEN KEINEN</small> A<small>NTEIL AN DER ZUKÜNFTIGEN</small> W<small>ELT</small>; <small>DREI</small> K<small>ÖNIGE</small>: J<small>EROBEA͑M</small>, A<small>ḤÁB UND</small> M<small>ENAŠE</small>. R. J<small>EHUDA SAGT</small>, M<small>ENAŠE HABE EINEN</small> A<small>NTEIL AN DER ZUKÜNFTIGEN</small> W<small>ELT</small>, <small>DENN ES HEISST</small>:<sup>5</sup><i class=""footnote"">iiChr. 33,13.</i><i>als er zu ihm betete, ließ, er sich von ihm erbitten; er erhörte sein Flehen und brachte ihn zurück nach Jerušalem in sein Königtum</i>. J<small>ENE ENTGEGNETEN IHM</small>: I<small>N SEIN</small> K<small>ÖNIGTUM BRACHTE ER IHN ZURÜCK</small>, <small>NICHT ABER IN DAS</small> L<small>EBEN DER ZUKÜNFTIGEN</small> W<small>ELT</small>. V<small>IER</small> G<small>EMEINE</small>: B<small>ILEA͑M</small>, D<small>OÉG</small>, A<small>ḤITOPHEL UND</small> G<small>EḤZI</small>.
"
Sanhedrin 90a:18,"GEMARA. Weshalb dies alles? – Es wird gelehrt: Er leugnet die Auferstehung der Toten, daher soll er keinen Anteil an der Auferstehung der Toten haben, denn jede Handlung des Heiligen, gepriesen sei er, erfolgt mit gleichem Maße.
"
Sanhedrin 90a:19,"R. Šemuél b. Naḥmani sagte nämlich im Namen R. Jonathans: Woher, daß jede Handlung des Heiligen, gepriesen sei er, mit gleichem Maße erfolgt? – Es heißt:<sup>6</sup><i class=""footnote"">iiReg. 7,1.</i><i>Eliša͑ aber sprach: Höret das Wort des Herrn &amp;c. Morgen um diese Zeit wird eine Seá Feinmehl im Tore von Šomron einen Šeqel gelten und zwei Seá Gerste auch einen Šeqel</i>. Ferner: <sup>7</sup><i class=""footnote"">Ib. V. 2.</i><i>da antwortete der Ritter, auf dessen Arm sich der König stützte, dem Manne Gottes also: Und wenn der Herr Fenster am Himmel anbrächte, wie könnte solches geschehen? Er erwiderte: Du</i> <i>sollst es mit eigenen Augen sehen, aber nichts davon genießen</i>.
"
Sanhedrin 90b:1,"Hierauf heißt es: <sup>8</sup><i class=""footnote"">Ib. V. 20.</i><i>und so erging es ihm, denn das Volk zertrat ihn im Tore, sodaß er starb</i>. – Vielleicht hat ihm dies der Fluch Eliša͑s eingebracht, denn R. Jehuda sagte im Namen Rabhs, sogar der grundlose Fluch eines Gelehrten gehe in Erfüllung!? – Es könnte ja heißen: zertrat ihn, sodaß er starb, wenn es aber heißt: am Tore, so besagt dies: wegen der Angelegenheit des Tores<sup>9</sup><i class=""footnote"">Das W. <span dir=""rtl"">שעד</span> ist hier in der talmud. Bedeutung ‘Preis’ zu verstehen: wegen der Angelegenheit des Preises.</i>.
"
Sanhedrin 90b:2,"R. Joḥanan sagte: Wo ist die Auferstehung der Toten in der Tora angedeutet? Es heißt:<sup>10</sup><i class=""footnote"">Num. 18,28.</i><i>ihr sollt davon die für den Herrn bestimmte Hebe Ahron, dem Priester, übergeben</i>; sollte Ahron denn ewig leben!? Und ist er denn überhaupt ins Land mitgekommen, daß man ihm die Hebe übergeben sollte!? Vielmehr lehrt dies, daß er dereinst leben und Jisraél ihm die Hebe übergeben wird. Hier ist also die Auferstehung der Toten in der Tora angedeutet.
"
Sanhedrin 90b:3,"In der Schule R. Jišma͑éls wurde gelehrt: <i>Ahron</i>, wie Ahron Genosse<sup>11</sup><i class=""footnote"">Im weiteren Sinne: Gelehrter; diesen Titel führten diejenigen, die die Reinheitsgesetze u. die rituelle Zubereitung der Speisen strengstens beobachteten u. diesbezüglich glaubwürdig waren; cf. Dem. II, 3.</i>war, ebenso auch seinen Kindern, nur wenn sie Genossen sind.
"
Sanhedrin 90b:4,"R. Šemuél b. Naḥmani sagte im Namen R. Jonathans: Woher, daß man einem zum gemeinen Volke<sup>12</sup><i class=""footnote"">Im Gesetz unkundige Leute, die insbesondere die Reinheitsgesetze nicht beobachteten; cf. Bd. I S. 170 Z. 3ff.</i>gehörenden Priester keine Hebe geben dürfe? Es heißt:<sup>13</sup><i class=""footnote"">iiChr. 31,4.</i><i>und er gebot dem Volke, den Bewohnern Jerušalems, den Priestern und den Leviten den ihnen gebührenden Anteil zu liefern, damit sie am Gesetze des Herrn festhalten könnten</i>; wer am Gesetze des Herrn festhält, erhält einen Anteil, wer am Gesetze des Herrn nicht festhält, erhält keinen Anteil.
"
Sanhedrin 90b:5,"R. Aḥa h. Ada sagte im Namen R. Jehudas: Wenn jemand einem zum gemeinen Volke gehörenden Priester die Hehe gibt, so ist es ebenso, als hätte er sie vor einen Löwen geworfen; wie man bei einem Löwen nicht weiß, ob er [sein Opfer] zertreten und sofort essen wird, oder er es zertreten und nicht sofort essen wird, ebenso weiß man bei einem zum gemeinen Volke gehörenden Priester nicht, ob er [die Hebe] in Reinheit essen wird oder in Unreinheit essen wird.
"
Sanhedrin 90b:6,"R. Joḥanan sagte: Er setzt ihn auch dem Tode aus, denn es heißt:<sup>14</sup><i class=""footnote"">Lev. 22,9.</i><i>und deshalb sterben, wenn sie es entweihen</i>. In der Schule des R. Elie͑zer b. Ja͑qob wurde gelehrt: Er lädt ihm auch ein Schuldvergehen auf, denn es heißt:<sup>15</sup><i class=""footnote"">Ib. V. 16.</i><i>sie werden ihnen ein Schuldvergehen aufladen, wenn sie ihre heiligen Gaben verzehren</i>.
"
Sanhedrin 90b:7,"Es wird gelehrt: R. Simaj sagte: Wo ist die Auferstehung der Toten in der Tora zu finden? Es heißt:<sup>16</sup><i class=""footnote"">Ex. 6,4.</i><i>ich habe mit ihnen sogar ein Abkommen getroffen, daß ich ihnen das Land Kenaa͑n geben werde</i>; es heißt nicht euch, sondern ihnen. Hier ist also die Auferstehung der Toten in der Tora angedeutet.
"
Sanhedrin 90b:8,"Die Saduzäer fragten R. Gamliél: Woher ist zu entnehmen, daß der Heilige, gepriesen sei er, die Toten beleben wird? Dieser erwiderte ihnen: Aus der Tora, aus den Propheten und aus den Hagiographen. Sie erkannten es aber nicht an.
"
Sanhedrin 90b:9,"Aus der Tora, denn es heißt:<sup>17</sup><i class=""footnote"">Dt. 31,16.</i><i>da sprach der Herr zu Moše: Du wirst dich bald nun zu deinen Vorfahren legen und aufstehen</i>. Jene entgegneten ihm: Vielleicht [lese man:] und aufstehen<sup>18</sup><i class=""footnote"">Das W. <span dir=""rtl"">וקם</span> kann sowohl dem vorangehenden als auch dem folgenden Satze angeschlossen werden; cf. Jom. Fol. 52a.</i><i>wird dieses Volk und sich abwenden</i>.
"
Sanhedrin 90b:10,"Aus den Propheten, denn es heißt:<sup>19</sup><i class=""footnote"">Jes. 26,19.</i><i>deine Toten werden wieder lebendig werden, meine Leichen werden auferstehen. Erwachet und jauchzet, die ihr im Staube liegt, denn ein Tau des Lichtes ist dein Tau, und die Erde wird die Schatten [ans Licht] bringen</i>. – Vielleicht sind hier die Toten gemeint, die Jeḥezqel belebt<sup>20</sup><i class=""footnote"">Cf. infra Fol. 92b.</i>hatte.
"
Sanhedrin 90b:11,"Aus den Hagiographen, denn es heißt:<sup>21</sup><i class=""footnote"">Cant. 7,10.</i><i>und dein Gaumen wie der beste Wein, der meinem Geliebten glatt herunterfließt; er läßt murmeln die Lippen der Schlafenden</i>. – Vielleicht aber ist nur ein Bewegen der Lippen zu verstehen. Dies nach R. Joḥanan, denn R. Joḥanan sagte im Namen des R. Šimo͑n b. Jehoçadaq: Wenn man eine Halakha im Namen [eines Toten] in dieser Welt spricht, so murmeln seine Lippen im Grabe, denn es heißt: <i>er läßt murmeln die Lippen der Schlafenden</i>.
"
Sanhedrin 90b:12,"Bis er ihnen folgenden Schriftvers anführte:<sup>22</sup><i class=""footnote"">Dt. 11,9.</i><i>Bezüglich dessen der Herr euren Vätern geschworen hat, es ihnen zu geben</i>; es heißt nicht euch, sondern ihnen. Hier ist also die Auferstehung der Toten in der Tora zu finden.
"
Sanhedrin 90b:13,"Manche sagen, er hahe ihnen folgenden Schriftvers angeführt: <sup>23</sup><i class=""footnote"">Ib. 4,4.</i><i>Ihr aber, die ihr treulich an dem Herrn, eurem Gott, festhieltet, seid heute noch alle am Leben</i>, wie ihr heute alle am Lehen seid, ebenso werdet ihr in der zukünftigen Welt am Leben sein.
"
Sanhedrin 90b:14,"Die Römer fragten R. Jehošua͑ b. Ḥananja: Woher, daß der Heilige, gepriesen sei er, die Toten beleben wird, und daß er weiß, was später geschehen wird? Da deutete er ihnen beides aus dem folgenden Schriftverse: Es heißt: <i>Und der Herr sprach zu Moše: Du wirst dich bald nun zu deinen Vorfahren legen und aufstehen, und es wird dieses Volk sich abwenden</i>. –
"
Sanhedrin 90b:15,"Vielleicht [lese man:] <i>und aufstehen wird dieses Volk und sich abwenden</i>!? Er erwiderte ihnen: Immerhin habt ihr die Hälfte, daß er nämlich weiß, was später geschehen wird. Ebenso wird auch gelehrt: R. Joḥanan sagte im Namen des R. Šimo͑n b. Joḥaj: Woher, daß der Heilige, gepriesen sei er, die Toten beleben wird, und daß er weiß, was später geschehen wird? Es heißt: <i>du wirst dich bald nun zu deinen Vorfahren legen und aufstehen &amp;c</i>.
"
Sanhedrin 90b:16,"Es wird gelehrt: R. Elie͑zer b. R. Jose erzählte: Durch das Folgende habe ich die Bücher der Samaritaner, welche sagen, die Auferstehung der Toten sei nicht in der Tora zu finden, als gefälscht<sup>24</sup><i class=""footnote"">Vgl. Bd. VI S. 114 Anm. 69.</i>nachgewiesen. Ich sprach zu ihnen: Ihr habt eure Tora gefälscht<sup>25</sup><i class=""footnote"">Der samaritanische Pentateuchcodex (sowohl der Urtext als auch die Übersetzung) hat im angezogenen Verse (Dt. 11,9), <span dir=""rtl"">לתת לזרעם</span> (bezw. <span dir=""rtl"">למתן לזרעון</span>, es ihren Kindern zu geben), das W. <span dir=""rtl"">להם ו</span> fehlt.</i>ohne dadurch etwas gewonnen zu haben. Ihr sagt, die Auferstehung der Toten sei nicht in der Tora zu finden, es heißt ja:<sup>26</sup><i class=""footnote"">Num. 15,31.</i><i>vertilgt, ja vertilgt soll diese Seele werden, ihre Sünde haftet an ihr</i>; vertilgt, ja vertilgt, auf dieser Welt; ihre Sünde haftet an ihr, wann? Doch wohl in der zukünftigen Welt.
"
Sanhedrin 90b:17,"H. Papa sprach zu Abajje: Sollte er ihnen doch beides aus [den Worten] <i>vertilgt, ja vertilgt</i> gedeutet haben!? – Die Tora gebraucht die gewöhnliche Redewendung der Menschen<sup>27</sup><i class=""footnote"">Die Wiederholung des Infinitivs hat keine exegetische Bedeutung.</i>.
"
Sanhedrin 90b:18,"[Hierüber streiten] folgende Tannaím: <i>Vertilgt, ja vertilgt</i>; vertilgt, auf dieser Welt, ja vertilgten der zukünftigen Welt – so R. A͑qiba. R. Jišma͑él sprach zu ihm: Es heißt ja bereits:<sup>28</sup><i class=""footnote"">Num. 15,30.</i><i>dem Herrn fluchte er, er soll weggetilgt werden</i>, gibt es denn drei Welten!? Vielmehr, sollweggetilgtwerden, auf dieser Welt; vertilgt, in der zukünftigen Welt; ja vertilgt, die Tora gebraucht die gewöhnliche Redeweise der Menschen. –
"
Sanhedrin 90b:19,"Wofür verwenden sowohl R. Jišma͑él als auch R. A͑qiba [die Worte:] <i>ihre Sünde haftet an ihr</i>!? – Für folgende Lehre: Man könnte glauben, selbst wenn er Buße getan hat, so heißt es: <i>ihre Sünde haftet an ihr</i>; ich sage es nur von dem Falle, wenn ihre Sünde ihr anhaftet.
"
Sanhedrin 90b:20,"Die Königin Kleopatra sprach zu R. Meír: Ich weiß, daß die Toten auferstehen werden, denn es heißt:<sup>29</sup><i class=""footnote"">Ps. 72,16.</i><i>sie werden aus der Stadt hervorblühen wie die Pflanzen aus der Erde</i>; werden sie aher nackt auferstehen oder mit den Gewändern<sup>30</sup><i class=""footnote"">Viell. tropisch: mit den Körpern.</i>? Er erwiderte ihr: Dies ist [durch einen Schluß] vom Leichteren auf das Schwerere, von einem Weizenkorn, zu folgern: wenn ein Weizenkorn, das nackt hegraben wird, in viele Gewänder gehüllt hervorkommt, um wieviel mehr die Frommen, die in ihren Gewändern begraben werden.
"
Sanhedrin 90b:21,"Der Kaiser sprach zu R. Gamliél: Ihr sagt, daß die Toten lebendig werden; sie werden ja in Staub verwandelt: kann denn Staub leben!?
"
Sanhedrin 91a:1,"Da sprach seine Tochter zu ihm: Laß du ihn, ich will ihm antworten: Wir haben zwei Töpfer in unserer Stadt, einer fertigt [Gefäße] aus Wasser und einer fertigt sie aus Ton; wer von ihnen ist lobenswerter<sup>31</sup><i class=""footnote"">Dh. wer von beiden vollbringt eine größere Kunstfertigkeit.</i>? Dieser erwiderte: Derjenige, der sie aus Wasser fertigt. Sie entgegnete: Wenn er<sup>32</sup><i class=""footnote"">Gott; wenn er einen Menschen aus einem Samentropfen erschaffen kann, um wieviel mehr aus Staub.</i>[Menschen] aus Wasser erschafft, um wieviel mehr aus Ton.
"
Sanhedrin 91a:2,"In der Schule R. Jišma͑éls wurde gelehrt: Dies ist [durch einen Schluß] vom Leichteren auf das Schwerere, von einem Glasgefäße, zu folgern: wenn ein Glasgefäß, das durch den Hauch<sup>33</sup><i class=""footnote"">Im Texte <span dir=""rtl"">רוח</span> Geist, Wind: durch das Blasen.</i>eines [Menschen aus] Fleisch und Blut gefertigt wurde, wenn es zerbricht, wieder hergestellt werden kann, um wieviel mehr [ein Mensch aus] Fleisch und Blut, der durch den Hauch<sup>33</sup><i class=""footnote"">Im Texte <span dir=""rtl"">רוח</span> Geist, Wind: durch das Blasen.</i>des Heiligen, gepriesen sei er, erschaffen wurde.
"
Sanhedrin 91a:3,"Einst sprach ein Minäer zu R. Ami: Ihr sagt, daß die Toten lebendig werden: sie werden ja in Staub verwandelt: kann denn Staub leben!? Dieser erwiderte: Ich will dir ein Gleichnis sagen, womit dies zu vergleichen ist. Einst befahl ein König aus Fleisch und Blut seinen Dienern, ihm große Paläste auf einem Platze zu bauen, wo weder Wasser noch Erde vorhanden ist. Sie gingen hin und bauten sie, aber nach einigen Tagen fielen sie wieder zusammen. Hierauf befahl er ihnen, sie abermals auf einen Platz zu bauen, wo Erde und Wasser vorhanden sind. Diese erwiderten ihm: Wir können es nicht.
"
Sanhedrin 91a:4,"Da zürnte er ihnen, indem er zu ihnen sprach: Ihr habt auf einem Platze gebaut, wo weder Wasser noch Erde vorhanden war, um wieviel mehr werdet ihr es da können, wo Wasser und Erde vorhanden sind. Wenn du dies nicht glaubst, so gehe in das Tal und betrachte die Maus, die heute zur Hälfte Fleisch und zur Hälfte Erde ist, morgen aber entwickelt sie sich und ist ganz und gar Fleisch. Vielleicht glaubst du, solches geschehe erst nach langer Zeit, so steige auf einen Berg und beobachte: heute siehst du da nicht<sup>34</sup><i class=""footnote"">So nach der Lesart des A͑rukh.</i>eine Schnecke, morgen aber regnet es, und er ist voll Schnecken.
"
Sanhedrin 91a:5,"Einst sprach ein Minäer zu Gebiha b. Pesisa: O über euch, ihr Schuldbeladenen, die ihr sagt, die Toten werden lebendig; wenn sogar die Lebenden sterben, wie sollten die Verstorbenen lebendig werden!? Dieser erwiderte ihm: O über euch, ihr Schuldbeladenen, die ihr sagt, die Toten werden nicht lebendig; wenn sogar, die noch nicht waren, leben, um wieviel mehr, die bereits waren. Jener sprach: Du nennst mich Schuldbeladenen, wenn ich dir einen Fußtritt versetze, schlage ich dir deinen Buckel gerade. Dieser erwiderte: Tust du dies, so bist du ein guter Arzt und erhältst eine große Belohnung.
"
Sanhedrin 91a:6,"Die Rabbanan lehrten: Am vierundzwanzigsten Nisan wurden die Zollpächter aus Judäa und Jerušalem entfernt. Einst kamen nämlich die Einwohner von Afrika<sup>35</sup><i class=""footnote"">Wahrscheinl. ’<i>Ιβηϱίϰη</i>, die kaukasischen Iberier od. Georgier.</i>und führten einen Streit mit den Jisraéliten vor Alexander dem Mazedonier, indem sie sagten, das Land Kenaa͑n gehöre ihnen, denn es heißt:<sup>36</sup><i class=""footnote"">Num. 34,2.</i><i>das Land Kenaa͑n in seiner Ausdehnung</i>; Kenaa͑n war nämlich der Stammvater von jenen Leuten.
"
Sanhedrin 91a:7,"Da sprach Gebiha b. Pesisa zu den Weisen: Erlaubt es mir, und ich will gehen und mit ihnen den Streit vor Alexander dem Mazedonier führen; besiegen sie mich, so saget: ihr habt nur einen Gemeinen unter uns besiegt, und besiege ich sie, so saget: die Tora Mošes hat euch besiegt. Da erlaubten sie es ihm, und er ging und führte den Streit mit ihnen.
"
Sanhedrin 91a:8,"Er sprach zu ihnen: Woher wollt ihr dies beweisen? Sie erwiderten ihm: Aus der Tora. Er entgegnete ihnen: Auch ich will euch nur mit einem Beweise aus der Tora erwidern. Es heißt:<sup>37</sup><i class=""footnote"">Gen. 9,25.</i><i>verflucht sei Kenaa͑n, als niedrigster Sklave soll er seinen Brüdern dienen</i>. Wem gehört, wenn ein Sklave Güter erwirbt, der Sklave und wem gehören die Güter? Und noch mehr, ihr habt uns seit vielen Jahren nicht gedient.
"
Sanhedrin 91a:9,"Hierauf sprach der König Alexander zu ihnen: Gebt ihnen Antwort. Sie sprachen zu ihm: Gewähre uns eine Frist von drei Tagen. Da gewährte er ihnen diese Frist. Nachdem sie aber nach einer Antwort gesucht und keine gefunden hatten, liefen sie fort und ließen ihre Felder bebaut und ihre Weinberge bepflanzt zurück. Jenes Jahr war gerade ein Siebentjähr<sup>38</sup><i class=""footnote"">In dem die Felder nicht bestellt werden durften.</i>.
"
