Index Title,Gittin
Gittin 80b:14,"W<small>ENN JEMAND SEINE</small> E<small>HESCHWÄGERIN GENOMMEN</small> &amp;<small>C</small>. Und beides ist nötig. Würde nur das erste gelehrt worden sein, so könnte man glauben, weil das Gebot der Schwagerehe nicht ausgeübt wordenSie sollte sich mit der anderweitigen Verheiratung nicht beeilen; aus diesem Grunde maßregle man sie, daß sie dem Eheschwager verboten sei.ist, 
"
Gittin 80b:15,"nicht aber gelte dies da, wo das Gebot der Schwagerehe ausgeübt worden ist. 
"
Gittin 80b:16,"Und würde nur das andere gelehrt worden sein, so könnte man glauben, weil sie AnwärterinSie sollte damit rechnen, daß, wenn ihre Nebenbuhlerin nicht heiratsfähig ist, die Schwagerehe ihr zufalle, u. da sie nicht gewartet hat, maßregle man sie.war, nicht aber gelte dies da, wo sie nicht AnwärterinSie war von vornherein durch die blutsverwandte Nebenbuhlerin der Schwagerehe enthoben.war. Daher ist beides nötig.
"
Gittin 80b:17,"W<small>ENN DER</small> S<small>CHREIBER</small> &amp;<small>C. GESCHRIEBEN UND IRRTÜMLICH DEN</small> S<small>CHEIDEBRIEF DER</small> F<small>RAU UND DIE</small> Q<small>UITTUNG DEM</small> M<small>ANNE GEGEBEN HAT</small> &amp;<small>C</small>. R. E<small>LIE͑ZER SAGT, WENN SOFORT</small> &amp;<small>C</small>. 
"
Gittin 80b:18,"Was heißt sofort und was heißt nach einer Zeit!? R. Jehuda erwiderte im Namen Šemuéls: Die Zeit, während welcher sie sitzen und sich damitMit der Scheidung.befassen, heißt sofort, sind sie aufgestanden, so heißt dies nach einer Zeit. 
"
Gittin 80b:19,"R. Ada h. Ahaba erwiderte: Hat sie nicht geheiratet, so heißt dies sofort, hat sie geheiratet, so heißt dies nach einer Zeit. – 
"
Gittin 80b:20,"Wir haben gelernt: Da der erste nicht befugt ist, den anderen um sein Recht zu bringen. Erklärlich ist es nach R. Ada b. Ahaba, daß er vom anderen lehrt, wieso aber lehrt er nach Šemuél vom anderen!? – 
"
Gittin 81a:1,"Das Recht, das dem anderen zukommen würdeSobald die Scheidung erledigt ist, darf sie einen anderen heiratet..
"
Gittin 81a:2,"<sup>viii,2</sup> <b>W</b><small>ENN ER</small> [<small>EINEN</small> S<small>CHEIDEBRIEF</small>] <small>GESCHRIEBEN HAT, UM SICH VON SEINER</small> F<small>RAU SCHEIDEN ZU LASSEN, UND DAVON ABGEKOMMEN IST, SO HAT ER SIE, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, FÜR DIE</small> P<small>RIESTERSCHAFT UNTAUGLICH GEMACHT; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, SELBST WENN ER IHN IHR BEDINGUNGSWEISE GEGEBEN HAT UND DIE</small> B<small>EDINGUNG NICHT ERFÜLLT WORDEN IST, HABE ER SIE FÜR DIE</small> P<small>RIESTERSCHAFT NICHT UNTAUGLICH GEMACHT</small>.
"
Gittin 81a:3,"GEMARA. R. Joseph, Sohn des R. Menasja aus Devil, sandte an Šemuél: Lehre uns der Meister: über jenen Mann, der Priester ist, geht das Gerücht, er habe seiner Frau einen Scheidebrief geschrieben, sie aber weilt bei ihm und bedientVieil, im übertragenen Sinne; den Beischlaf vollziehen.ihn; wie ist es nun? 
"
Gittin 81a:4,"Er ließ ihm erwidern: Sie muß fort, jedoch ist die Sache zu untersuchen. – Was heißt dies: wollte man sagen, ob man das Gerücht dementieren kann oder nicht dementieren kann, so war ja Nehardea͑ die Ortschaft Šemuéls, und in Nehardea͑ dementierte man das GerüchtDas sich in ähnlichen Fällen über jemand verbreitete, damit man nicht glaube, das Gericht unterstütze die Übertreter.nicht. Und wenn etwa, ob man da unter ‘schreiben’ das GebenDes Scheidebriefes; das Gerücht ging um, daß er seiner Frau einen Scheidebrief geschrieben habe, u. wenn darunter nur das Schreiben zu verstehen ist, so besagt dies nicht, daß er sich von ihr scheiden ließ.verstehe, 
"
Gittin 81a:5,"so ist ja nichts dabei, daß man unter ‘schreiben’ das Geben versteht; ist etwa unter ‘schreiben’ nicht das eigentliche SchreibenSomit braucht das Gerücht durchaus nicht zu besagen, daß er sich von ihr scheiden ließ.zu verstehen!? – 
"
Gittin 81a:6,"Wenn sich herausstellt, daß man da unter ‘schreiben’ das Geben verstehe, so kann dies heißen, er habe gegebenAuch die Deutung, er habe einen Scheidebrief geschrieben u. ihr gegeben, ist zulässig, u. in einem solchen Falle ist erschwerend zu entscheiden.. – 
"
Gittin 81a:7,"Weshalb muß sie fort, R. Aši sagte ja, daß man das nach der Verheiratung entstandene GerüchtDaß eine Frau jemandem angetraut sei u. daher einen anderen nicht heiraten durfte.nicht berücksichtige!? – 
"
Gittin 81a:8,"Unter fort ist zu verstehen, sie müsse vom zweiten fortWenn ihr Mann gestorben ist u. sie sich mit einem anderen Priester verheiratet hat, muß sie von diesem fort, da das Gerücht von ihrer Scheidung vorher verbreitet war.. – 
"
Gittin 81a:9,"Demnach bringt man ja die Kinder des ersten in VerdachtDaß sie Kinder einer Geschiedenen u. somit keine legitimen Priester seien.!? – Da sie nur vom zweiten fort muß, vom ersten aber nicht, so sagt man, er habe sich von ihr kurz vor dem Tode scheiden lassenDie Kinder von ihrem ersten Manne werden dadurch nicht berührt..
"
Gittin 81a:10,"Rabba b. Bar Ḥana sagte im Namen R. Joḥanans im Namen des R. Jehuda b. Ilea͑j: Komm und sieh, wie verschieden die späteren Generationen von den früheren Generationen sind. 
"
Gittin 81a:11,"Unter frühere Generation ist die Schule ŠammajsDie hierbei so sehr erschwerend ist.und unter spätere Generation ist R. Dosa zu verstehen. Es wird nämlich gelehrt: Die GefangeneDie Frau eines Priesters, die gefangen u. der Notzucht preisgegeben war; wenn sie behauptet, daß nichts vorgefallen sei.darf Hebe essen – so R. Dosa. 
"
Gittin 81a:12,"R. Dosa sagte: Was hat jener Araber ihr denn getan; hat er sie etwa, weil er sie zwischen den Brüsten gekitzelt hat, für die Priesterschaft untauglich gemacht!?
"
Gittin 81a:13,"Ferner sagte Rabba b. Bar Ḥana im Namen R. Joḥanans im Namen des R. Jehuda b. Ilea͑j: Komm und sieh, wie anders die späteren Generationen als die früheren Generationen sind. Die früheren Generationen brachten ihre Früchte durch das Haupttor ein, um sie zehntpflichtig zu machen, die späteren Generationen dagegen bringen sie über Dächer und Gehege ein, um sie der Zehntpflicht zu entziehen. 
"
Gittin 81a:14,"R. Jannaj sagte nämlich: Das Unverzehntete wird erst dann zehntpflichtig, wenn es die Front des Hauses gesehenWenn es in gewöhnlicher Weise durch die Tür in den Speicher gebracht worden ist.hat, denn es heißt:Dt. 26,13.<i>ich habe das Heilige aus dem Hause geschafft</i>. 
"
Gittin 81a:15,"R. Joḥanan aber sagt, auch der HofSobald es sich im Hofe befindet.verpflichte es hierzu, denn es heißt:Dt. 26,12.<i>sie sollen an deinen Toren essen und satt sein</i>.
"
Gittin 81a:16,"<sup>ix,1</sup> <b>W</b><small>ENN JEMAND SIGH VON SEINER</small> F<small>RAU SCHEIDEN LIESS UND SIE DARAUF MIT IHM IN EINER</small> H<small>ERBERGE ÜBERNACHTETE, SO BENÖTIGT SIE, WIE DIE</small> S<small>CHULE</small> Š<small>AMMAJS SAGT, KEINES ANDEREN</small> S<small>CHEIDEBRIEFES VON IHM; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, SIE BENÖTIGE VON IHM EINES ANDEREN</small> S<small>CHEIDEBRIEFES</small>. 
"
Gittin 81a:17,"D<small>IES NUR DANN, WENN SIE AUS DER</small> V<small>ERHEIRATUNG GESCHIEDEN WORDEN IST, WENN SIE ABER AUS DER</small> V<small>ERLOBUNG GESCHIEDEN WORDEN IST, PFLICHTEN ALLE BEI, DASS SIE KEINES ANDEREN</small> S<small>CHEIDEBRIEFES VON IHM BENÖTIGE, WEIL ER MIT IHR NICHT VERTRAUT IST</small>.
"
Gittin 81a:18,"GEMARA. Rabba b. Bar Ḥana sagte im Namen R. Joḥanans: Sie streiten nur über den Fall, wenn man gesehen hat, daß sie beschlafen worden ist, 
"
Gittin 81b:1,"denn die Schule Šammajs ist der Ansicht, man vollziehe seinen Beischlaf außerehelich, 
"
Gittin 81b:2,"während die Schule Hillels der Ansicht ist, man vollziehe seinen Beischlaf nichtEr ist zur Ehelichung erfolgt u. sie benötigt daher eines anderen Scheidebriefes.außerehelich; wenn man aber nicht gesehen hat, daß sie beschlafen worden ist, stimmen alle überein, daß sie von ihm keines anderen Scheidebriefes benötige. – 
"
Gittin 81b:3,"Wir haben gelernt: Wenn sie aber aus der Verlobung geschieden worden ist, pflichten alle bei, daß sie keines anderen Scheidebriefes von ihm benötige, weil er mit ihr nicht vertraut ist. Wenn man gesehen hat, daß sie beschlafen worden ist, so ist es ja einerlei, ob aus der Verlobung oder aus der VerheiratungHat man dies gesehen, so ist der genannte Grund hinfällig.!? – 
"
Gittin 81b:4,"Vielmehr, unsere Mišna spricht von dem Falle, wenn man nicht gesehen hat, daß sie beschlafen worden ist, und R. Joḥanan ist der Ansicht des Autors der folgenden Lehre: R. Šimo͑n b. Elea͑zar sagte: Die Schule Šammajs und die Schule Hillels stimmen überein, daß, wenn man nicht gesehen hat, daß sie beschlafen worden ist, sie von ihm keines anderen Scheidebriefes benötige, 
"
Gittin 81b:5,"sie streiten nur über den Fall, wenn man gesehen hat, daß sie beschlafen worden ist; die Schule Šammajs ist der Ansicht, man vollziehe seinen Beischlaf außerehelich, und die Schule Hillels ist der Ansicht, man vollziehe seinen Beischlaf nicht außerehelich. – 
"
Gittin 81b:6,"Worüber streiten sie in unserer Mišna, die wir auf den Fall bezogen haben, wenn man nicht gesehen hat, daß sie beschlafen worden ist? – Wenn Zeugen des Beisammenseins und keine Zeugen der Beschlafung vorhanden sind. 
"
Gittin 81b:7,"Die Schule Šammajs ist der Ansicht, wir sagen nicht, die Zeugen des Beisammenseins seien auch Zeugen der Beschlafung, und die Schule Hillels ist der Ansicht, wir sagen, die Zeugen des Beisammenseins seien auch ZeugenDa sie beisammen waren, so ist anzunehmen, daß auch eine Begattung erfolgt ist.der Beschlafung. 
"
Gittin 81b:8,"Wenn sie aus der Verlobung geschieden worden ist, stimmen alle überein, daß sie keines anderen Scheidebriefes von ihm benötige. Da er mit ihr nicht vertraut ist, sagen wir nicht, die Zeugen des Beisammenseins seien auch Zeugen der Beschlafung. – 
"
Gittin 81b:9,"Kann R. Joḥanan dies denn gesagt haben, R, Joḥanan sagte ja, die Halakha sei wie die anonyme Mišna, und unsere Mišna bezogen wir ja auf den Fall, wenn man nicht gesehen hat, daß sie beschlafen worden ist!? – Amoräer streiten über die Ansicht R. Joḥanans.
"
Gittin 81b:10,"<sup>ix 2</sup> <b>W</b><small>ENN ER SIE AUF</small> G<small>RUND EINES GLATZENHAFTEN</small> S<small>CHEIDEBRIEFES</small>Bei einem solchen folgt auf jede Zeile eine freie Stelle, auf die die geschriebene gefaltet wird (entspricht der sog. gefalteten Urkunde, worüber Bb. Fol. 160a Anm. 2), jede Zeile wird auf der Rückseite von einem Zeugen unterschrieben; die Anzahl der Zeugenunterschriften muß somit der Anzahl der Falten entsprechen. Diese mit schwierigen Manipulationen verbundene Art von Scheidebriefen ist wohl zur Erschwerung der Scheidung eingeführt worden.<small>GEHEIRATET HAT, SO MUSS SIE VOM ERSTEN UND VOM ANDEREN FORT, UND JENE 
"
Gittin 81b:11,"ALLE</small> B<small>ESTIMMUNGEN</small>Die oben beim falsch datierten Scheidebriefe aufgezählt werden.<small>GELTEN BEI IHR</small>. J<small>EDER DARF</small> [<small>DIE</small> Z<small>EUGENUNTERSCHRIFT</small>] <small>DES GLATZENHAFTEN</small> S<small>CHEIDEBRIEFES ERGÄNZEN</small>Da nur 2 bezw. 3 zulässige Zeugen erforderlich sind.– <small>SO</small> B<small>EN</small> N<small>ANNOS</small>; R. A͑<small>QIBA SAGT, NUR</small> V<small>ERWANDTE, DIE SONST ALS</small> Z<small>EUGEN ZULÄSSIG SIND, DÜRFEN SIE ERGÄNZEN</small>. 
"
Gittin 81b:12,"E<small>IN GLATZENHAFTER</small> S<small>CHEIDEBRIEF IST DER, DER MEHR</small> F<small>ALTEN HAT ALS</small> Z<small>EUGENUNTERSCHRIFTEN</small>.
"
Gittin 81b:13,"GEMARA. Welcher Grund ist beim glatzenhaften Scheidebrief berücksichtigt worden? – Wegen [der Verfügung]: ihr alleWenn er zu vielen Personen sagt, daß sie alle den Scheidebrief unterschreiben, so ist er nur dann gültig, wenn alle ihn unterschrieben haben; cf. supra Fol. 66b..
"
Gittin 81b:14,"J<small>EDER DARF</small> [<small>DIE</small> Z<small>EUGENUNTERSCHRIFTEN</small>] <small>DES GLATZENHAFTEN</small> S<small>CHEIDEBRIEFES ERGÄNZEN</small> &amp;<small>C</small>. 
"
Gittin 81b:15,"Nach R. A͑qiba darf es wohl ein Sklave deshalb nicht, weil man glauben könnte, er sei als Zeuge zulässig, somit sollte es auch von einem Verwandten gelten, denn man könnte glauben, er sei als Zeuge zulässig!? – 
"
Gittin 81b:16,"Vielmehr, ein Sklave aus dem Grunde [nicht], weil man ihnWenn man ihn als Zeugen unterschrieben sieht.als legitim erklären könnte. – 
"
Gittin 81b:17,"Demnach sollte doch ein Räuber, der legitim ist, zulässig sein, während gelehrt wird, wie R. A͑qiba sagt, dürfen nur Verwandte, die sonst als Zeugen zulässig sind, [die Zeugenunterschriften] ergänzen; nur Verwandte, Räuber aber nicht!? – 
"
Gittin 81b:18,"Vielmehr, ein Sklave aus dem Grunde [nicht], weil man glauben könnte, [sein Herr] habe ihn freigelassen, und ebenso könnte man von einem RäuberWenn man ihn als Zeugen unterschrieben sieht.glauben, er habe RußeMan würde sie dann auch in anderen Fällen als Zeugen zulassen.getan; y on einem Verwadte aber weiß jeder, daß er verwandt istKundige wissen, daß hierbei ein Verwandter zulässig ist..
"
Gittin 81b:19,"R. Zera sagte im Namen des Rabba b. Šeélta im Namen R. Hona des Greisen im Namen des R. Ada b. Ahaba: Über einen glatzenhaften Scheidebrief, der sieben Falten und sechs Zeugen, sechs [Falten] und fünf Zeugen, fünf [Falten] und vier Zeugen oder vier [Falten] und drei Zeugen hat, streiten Ben Nannos und R. A͑qiba; wenn er aber drei Falten und zwei Zeugen hat, so stimmen alle überein, daß nur ein Verwandter [die Zeugenunterschrift] ergänzen dürfe. 
"
Gittin 81b:20,"R. Zera sprach zu Rabba b. Šeélta: Merke, drei bei einem gefalteten [Scheidebriefe] entsprechen ja zweiBei einer einfachen Urkunde sind 2 u. bei einer gefalteten sind 3 Zeugenunterschriften erforderlich.bei einem einfachen, somit sollten doch, wie bei diesem Verwandte unzulässig sind, auch bei jenem Verwandte unzulässigFür die 3. Unterschrift.sein!? 
"
Gittin 81b:21,"Dieser erwiderte: Auch mir war dies fraglich und ich fragte es R. Hamnuna, und R. Hamnuna [fragte es] R. Ada b. Ahaba, und dieser erwiderte: Laß die drei beim gefalteten, bei dem es nicht nach der ToraEs ist eine rabbanitische Bestimmung. erfolgt. 
"
Gittin 81b:22,"Ebenso wird auch gelehrt: Über einen glatzenhaften Scheidebrief, der sieben Falten und sechs Zeugen, sechs [Falten] und fünf Zeugen, fünf [Falten] und vier Zeugen oder vier [Falten] und drei Zeugen hat, 
"
Gittin 81b:23,"streiten Ben Nannos und R. A͑qiba: wenn ein Sklave [die Zeugenunterschrift] ergänzt hat, so ist, wie Ben Nannos sagt, das Kind legitim, und wie R. A͑qiba sagt, das Kind ein Hurenkind; wenn er aber drei Falten und zwei Zeugen hat, so stimmen alle überein, daß nur ein Verwandter [die Zeugenunterschrift] ergänzen dürfe. 
"
Gittin 81b:24,"R. Joseph lehrteIn der obigen Lehre RZ.s, daß bei einem mit 3 Falten nur ein Verwandter die Zeugenunterschrift ergänzen dürfe.: ein ZulässigerDer nicht verwandt u. auch sonst als Zeuge zulässig ist.. – Es wird ja aber gelehrt: ein Verwandter!? R.Papa erwiderte: Lies: ein Zulässiger.
"
Gittin 81b:25,"R. Joḥanan sagte: Hierbei ist nur ein verwandter Zeuge zulässig, zweiWenn in einem solchen Scheidebriefe 2 Zeugenunterschriften fehlen, obgleich 3 zulässige Zeugen unterschrieben sind.aber nicht, weil die Bestätigung durch zwei Verwandte und einen Zulässigen erfolgenWenn die Zeugen nicht mehr vorhanden sind u. ihre Unterschriften durch andere Zeugen bestätigt werden müssen, so kann es vorkommen, daß 3 Unterschriften bestätigt werden, von denen 2 von Verwandten herrühren, während dies dem Gerichte unbekannt ist.könnte. 
"
Gittin 81b:26,"R. Aši sagte: Dies ist auch aus der Barajtha zu entnehmen, 
"
Gittin 82a:1,"denn sie lehrt es um je einenBei der Reduktion der Falten werden auch die Zeugenunterschriften um je eine reduziert, demnach gilt dies nur von dem Falle, wenn eine Zeugenunterschrift fehlt.reduzierend. Schließe hieraus.
"
Gittin 82a:2,"Abajja sagte: Hieraus ist zu entnehmen, daß der Verwandte beliebig unterschreiben kann, zuerst, inmitten und zuende. – 
"
Gittin 82a:3,"Woher dies? – Da für diesen kein Raum bestimmt ist. Ferner ist hieraus zu entnehmen, daß man drei [Unterschriften] herausgreifen und bestätigenDurch andere Zeugen, falls die Unterschriebenen nicht mehr vorhanden sind.dürfe, und sie brauchen nicht nebeneinander zu sein. 
"
Gittin 82a:4,"Wenn man nämlich sagen wollte, sie müssen nebeneinander sein, so sollte für Verwandte ein Raum bestimmt werden, zuerst, inmitten oder zuende, sodann wären auch vieleBei der Bestätigung werden dann die Unterschriften aus einer anderen Stelle herausgesucht, u. da sie nebeneinander sein müssen, so sind darunter mindestens 2 zulässige.zulässig. 
"
Gittin 82a:5,"Wenn ein solcher FallEin gefalteter Scheidebrief, in dem eine Zeugenunterschrift fehlte.vor R.Ami kam, sagte er: Geh, laß [die Zeugen Unterschrift] von einem Sklaven auf der Straße ergänzen.
"
Gittin 82a:6,"
"
Gittin 82a:7,"<sup>i</sup> <b>W</b>ENN <small>JEMAND SICH VON SEINER</small> F<small>RAU SCHEIDEN LÄSST UND ZU IHR</small>Bei der Übergabe des Scheidebriefes. <small>SPRICHT: SEI NUN JEDERMANN ERLAUBT, NUR</small> [<small>NICHT</small>] <small>JENEM, SO IST SIE, WIE</small> R. E<small>LIE͑ZER SAGT, ERLAUBT</small>Jedem anderen; die Scheidung ist gültig., <small>UND WIE DIE</small> W<small>EISEN SAGEN, VERBOTEN</small>. W<small>AS MACHE ER</small>? E<small>R NEHME IHR</small> [<small>DEN</small> S<small>CHEIDEBRIEF</small>] <small>AB, GEBE IHN IHR ZURÜCK UND SPRECHE ZU IHR: SEI NUN JEDEM</small> M<small>ENSCHEN ERLAUBT</small>. H<small>AT ER ES HINEINGESCHRIEBEN, SO IST ER, SELBST WENN ER ES WIEDER AUSRADIERT, UNGÜLTIG</small>.
"
Gittin 82a:8,"GEMARA. Sie fragten: Heißt dieses ‘nur’ ‘augsenommen’ oder ‘mit der Bedingung’?
"
Gittin 82a:9,"Heißt dies ‘ausgenommen’, und die Rabbanan streiten gegen R. Elie͑zer nur über [die Einschränkung] ‘ausgenommen’, da er von der Scheidung etwas zurückläßtDie Scheidung ist keine vollständige, da er jemand hiervon ausgeschlossen hat., pflichten ihm aber bei hinsichtlich [der Einschränkung] ‘mit der Bedingung’, da dies jeder anderen BedingungWenn die Bedingung erfüllt wird, ist die Scheidung gültig; auch hierbei ist die Scheidung unbeschränkt, wenn sie die Bedingung erfüllt, jenen nicht zu heiraten. gleicht,
"
Gittin 82a:10,"oder hat es die Bedeutung ‘mit der Bedingung’, und nur über [die Einschränkung] ‘mit der Bedingung’ streitet R. Elie͑zer gegen die Rabbanan, pflichtet ihnen aber bei hinsichtlich [der Einschränkung] ‘ausgenommen’, da er von der Scheidung etwas zurückläßt?
"
Gittin 82a:11,"Rabina erwiderte: Komm und höre: Jedes Haus wird durch AussatzCf. Lev. 14,33ff. unrein, nur [nicht] das der Nichtjuden. Einleuchtend ist dies, wenn du sagst, es bedeute ‘ausgenommen’, wenn du aber sagst, es bedeute ‘mit der Bedingung’, so heißt dies: Häuser der Jisraéliten werden unrein mit der Bedingung, daß die Häuser der Nichtjuden nicht unrein werden; wenn aber die Häuser der Nichtjuden unrein werden, werden Häuser der Jisraéliten nicht unrein!?
"
Gittin 82a:12,"Und werden denn ferner Häuser der Nichtjuden unrein, es wird ja gelehrt: Lev. 14,34.<i>Ich lasse eine Aussatzplage an einem Hause im Lande eures Besitztumes entstehen</i>, das Land eures Besitztumes wird durch Aussatz unrein, nicht aber werden Häuser der Nichtjuden durch Aussatz unrein!? Hieraus ist somit zu entnehmen, daß dies ‘ausgenommen’ heiße. Schließe hieraus.
"
Gittin 82a:13,"Unsere Mišna vertritt nicht die Ansicht des Autors der folgenden Lehre: R. Jose b. R. Jehuda sagte: R. Elie͑zer und die Weisen stimmen überein, daß, wenn jemand sich von seiner Frau scheiden läßt und zu ihr spricht: sei nun jedermann erlaubt, ausgenommen jenem, sie nicht geschieden sei, sie streiten nur über den Fall, wenn jemand sich von seiner Frau scheiden läßt und zu ihr spricht: sei jedermann erlaubt mit der Bedingung, daß du jenen nicht heiratest:
"
Gittin 82b:1,"nach R. Elie͑zer ist sie jedermann mit Ausnahme von jenem erlaubt, nach den Weisen aber verboten. –
"
Gittin 82b:2,"Was ist der Grund R. Elie͑zers? – Dies gleicht jeder anderen Bedingung. – Und die Rabbanan!? – Bei jeder anderen Bedingung läßt er von der Scheidung nichts zurück, hierbei aber läßt er von der Scheidung etwas zurückDie Bedingung besteht darin, daß sie jenen nicht heirate, somit ist sie nicht jedermann erlaubt, wie dies durch die Scheidung erfolgen soll.. –
"
Gittin 82b:3,"Was ist der Grund R. Elie͑zers, nach unserer Mišna, die wir auf [die Einschränkung] ‘ausgenommen’ bezogen haben?
"
Gittin 82b:4,"R. Jannaj erwiderte im Namen eines Greises: Die Schrift sagt: Dt. 24,2.<i>sie gehe fort aus seinem Hause und sei eines anderen Mannes [Frau]</i>, selbst wenn er sie nur für einen anderen Mann erlaubt hat, ist sie geschieden. – Und die Rabbanan!? – [Das Wort] <i>Mann</i> bedeutet: für jedermann.
"
Gittin 82b:5,"R. Joḥanan sagte: Folgendes ist der Grund R. Elie͑zers: Lev. 21,7.<i>eine von ihrem Manne geschiedene Frau sollen sie nicht nehmen</i>, selbst wenn sie nur von ihrem Manne geschiedenSelbst wenn er zu ihr gesagt hat, daß sie für jeden anderen nicht erlaubt sei.ist, ist sie für Priester untauglich; demnach ist die Scheidung gültig. –
"
Gittin 82b:6,"Und die Rabbanan!? – Anders verhält es sich beim Verbote für die PriesterDenen diesbezüglich viele Verbote auferlegt worden sind, die für andere nicht gelten..
"
Gittin 82b:7,"R. Abba fragte: wie verhält es sich bei der AntrauungWenn er zu ihr gesagt hat: sei mir angetraut u. jedem anderen mit Ausnahme von jenem verboten.? Dies ist fraglich sowohl nach R. Elie͑zer als auch nach den Rabbanan.
"
Gittin 82b:8,"Dies ist fraglich nach R. Elie͑zer, denn R. Elie͑zer vertritt seine Ansicht vielleicht nur da, wegen der SchriftverseDie oben angeführt werden, aus welchen RE. seine Ansicht entnimmt., hierbei aber ist eine richtige AneignungDie Trauung ist nur dann gültig, wenn sie dadurch ihrem Manne vollständig angehört u. ohne jede Einschränkung jedem anderen verboten ist. erforderlich, oder aber, [es heißt:] <i>sie gehe fort und sei</i>Vgl. S. 454 Anm. 54.?
"
Gittin 82b:9,"Dies ist fraglich nach den Rabbanan, denn die Rabbanan vertreten ihre Ansicht vielleicht nur da, wobei eine [vollständige] TrennungDieser Ausdruck wird (Dt. 24,1) vom Scheidebriefe gebraucht.erforderlich ist, was dannWenn die Scheidung mit einer Einschränkung erfolgt.nicht der Fall ist, hierbei aber ist irgend eine Aneignung ausreichend, oder aber, [es heißt:] <i>sie gehe fort und sei</i>Vgl. S. 454 Anm. 54.?
"
Gittin 82b:10,"Nachdem er es gefragt hatte, entschied er es: Sowohl nach R. Elie͑zer als auch nach den Rabbanan [sage man]: <i>sie gehe fort und sei</i>Nach beiden gleicht diesbezüglich die Antrauung der Scheidung.<i>.</i>
"
Gittin 82b:11,"Abajje sagte: Wenn man nach den Worten R. Abbas entscheidet,
"
Gittin 82b:12,"so ergibt es sich, daß, wenn Reúben sich [eine Frau] angetraut hat mit Ausnahme von Šimo͑nDaß sie ihm nicht verboten sei.und darauf Šimo͑n sie sich angetraut hat mit Ausnahme von Reúben, und beide gestorben sind, LeviDer 3. der genannten Brüder.an ihr die Schwagerehe vollziehen müsse, und man von ihr nicht sage, sie sei die Frau von zwei VerstorbenenAn der die Schwagerehe nicht zu vollziehen ist.,
"
Gittin 82b:13,"denn die Antrauung Reúbens ist wirksam und die Antrauung R. Šimo͑ns ist nicht wirksamSeine Worte, daß sie jedem Menschen mit Ausnahme von Reúben verboten sei, sind ohne Wirkung, da sie sich auch vorher in diesem Zustande befand.. –
"
Gittin 82b:14,"Wie kann es nun vorkommen, daß sie die Frau von zwei Verstorbenen ist? – Wenn Reúben sie sich angetraut hat mit Ausnahme von Šimo͑n und darauf Šimo͑n sie sich ohne Beschränkung angetraut hat; die Antrauung Reúbens ist wirksam, sie für alle Welt verboten zu machen, und die Antrauung Šimo͑ns ist wirksam, sie für Reúben verboten zu machen.
"
Gittin 82b:15,"Abajje fragte: Wie ist es, wenn er zu ihr gesagt hat: sei nun jedermann erlaubt, ausgenommen Reúben und Šimo͑n, und darauf zu ihr sagt: Reúben und Šimo͑n;
"
Gittin 82b:16,"sagen wir, er habe das erlaubt, was er verboten hatte, oder aber, er habe das erlaubt, was er verboten hatte, und das verboten, was er erlaubtDie letzten Worte waren keine Ergänzung, sondern ein Rücktritt: sie sei R. u. S. erlaubt, anderen aber verboten.hatte? Und wie ist es,
"
Gittin 83a:1,"wenn du entscheidest, er habe das erlaubt, was er verboten hatte, [wenn er gesagtBei seiner nachträglichen Ergänzung.hat:] sei Reúben [erlaubt]; meinte er Reúben und ebenso Šimo͑n, nur nannte er deshalb Reúben, weil er mit ihm begonnenDie Aufzählung der Personen, denen sie verboten bleiben sollte.hatte, oder aber nur Reúben?
"
Gittin 83a:2,"Und wie ist es ferner, wenn du nur Reúben entscheidest, [wenn er gesagt hat:] sei Šimo͑n [erlaubt]; meinte er Šimo͑n und ebenso Reúben, nur nannte er deshalb Šimo͑n, weil er mit ihm beendetDie Aufzählung der Personen, denen sie verboten bleiben sollte.hatte, oder aber nur Šimo͑n.
"
Gittin 83a:3,"R. Aši fragte: Wie ist es, [wenn er gesagt hat:] auch Šimo͑n; bezieht sich das ‘auch’ auf ReúbenDem er sie durch den Widerruf erlaubt hat, obgleich er ihn nicht nannte.oder bezieht es sich auf alle Welt? – Dies bleibt unentschieden.
"
Gittin 83a:4,"Die Rabbanan lehrten: Nach dem Tode R. Elie͑zers traten vier Älteste zusammen, um seine Worte zu widerlegen; folgende sind es: R. Jose der Galiläer, R. Tryphon, R. Elea͑zar b. A͑zarja und R. A͑qiba.
"
Gittin 83a:5,"R. Tryphon begann und sprach: Wenn dieseDie auf diese Weise geschieden worden ist.geht und den Bruder dessen, dem sie verboten ist, heiratet und dieser kinderlos stirbt, so ergibt es sich, daß jener ein Gebot der Tora aufgehobenDas Gebot der Schwagerehe kann dann nicht ausgeübt werden.hat. Du lernst also, daß dies keine TrennungVon der das Gesetz spricht; sie muß eine vollständige sein, ohne mit irgend einem anderen Gesetz zusammenzustoßen.ist.
"
Gittin 83a:6,"Hierauf begann R. Jose der Galiläer und sprach: Wo finden wir, daß etwas diesem verboten und jenem erlaubt wäre!? Das Verbotene ist jedem verboten und das Erlaubte ist jedem erlaubt. Du lernst also, daß dies keine Trennung ist.
"
