Index Title,Sukkah
Sukkah 51a:17,"D<small>IE</small> F<small>ROMMEN UND</small> M<small>ÄNNER</small> <small>DER</small> T<small>AT TANZTEN VOR IHNEN 
"
Sukkah 51b:1,"MIT</small> F<small>ACKELN IN DEN</small> H<small>ÄNDEN UND SANGEN</small> L<small>IEDER UND</small> L<small>OBGESÄNGE.</small> D<small>IE</small> L<small>EVITEN OHNE</small> Z<small>AHL MIT</small> Z<small>ITHERN,</small> H<small>ARFEN,</small> Z<small>IMBELN,</small> T<small>ROMPETEN UND</small> [<small>ANDEREN</small>] M<small>USIKINSTRUMENTEN AUF DEN FÜNFZEHN</small> S<small>TUFEN, DIE VON DER</small> J<small>ISRAÉLITENHALLE NACH DER</small> F<small>RAUENHALLE FÜHRTEN, ENTSPRECHEND DEN FÜNFZEHN</small> S<small>TUFENGESÄNGEN IM</small> B<small>UCHE DER</small> P<small>SALMEN; AUF IHNEN STANDEN DIE</small> L<small>EVITEN MIT</small> M<small>USIKINSTRUMENTEN UND SANGEN DIE</small> L<small>OBGESÄNGE</small>. 
"
Sukkah 51b:2,"A<small>M OBEREN</small> T<small>ORE, DAS VON DER</small> J<small>ISRAÉLITENHALLE NACH DER</small> F<small>RAUENHALLE FÜHRT, STANDEN ZWEI</small> P<small>RIESTER MIT ZWEI</small> T<small>ROMPETEN IN DEN</small> H<small>ÄNDEN, UND BEIM</small> [<small>ERSTEN</small>] H<small>AHNENRUFE BLIESEN SIE EINEN</small> S<small>TOSSTON, EINEN</small> T<small>RILLERTON UND EINEN</small> S<small>TOSSTON; ALS SIE ZUR ZEHNTEN</small> S<small>TUFE GELANGTEN, BLIESEN SIE ABERMALS EINEN</small> S<small>TOSSTON, EINEN</small> T<small>RILLERTON UND EINEN</small> S<small>TOSSTON, UND ALS SIE ZUM</small> F<small>USSBODEN</small>Die Mišna separa hat ‘zum Tempelhofe’; die kursierenden Ausgaben haben in besonderen Sätzen beide Lesarten.<small>GELANGTEN, BLIESEN SIE ABERMALS EINEN</small> S<small>TOSSTON, EINEN</small> T<small>RILLERTON UND EINEN</small> S<small>TOSSTON.</small> 
"
Sukkah 51b:3,"S<small>O BLIESEN SIE WEITER, BIS SIE DAS NACH</small> O<small>STEN HINAUSFÜHRENDE</small> T<small>OR ERREICHTEN.</small> A<small>LS SIE DAS NACH</small> O<small>STEN HINAUSFÜHRENDE</small> T<small>OR ERREICHTEN, WANDTEN SIE DAS</small> G<small>ESICHT VOM</small> O<small>STEN NACH DEM</small> W<small>ESTEN UND SPRACHEN:</small> U<small>NSERE</small> V<small>ÄTER WANDTEN AN DIESER</small> S<small>TELLE DEN</small> R<small>ÜCKEN DEM</small> T<small>EMPEL ZU UND DAS</small> G<small>ESICHT NACH</small> O<small>STEN, UND ÖSTLICH WARFEN SIE SICH VOR DER</small> S<small>ONNE</small>Cf. Ez. 8,16.<small>NIEDER; WIR ABER WENDEN UNSERE</small> A<small>UGEN ZU</small> G<small>OTT.</small> R. J<small>EHUDA SAGT, SIE WIEDERHOLTEN UND SPRACHEN:</small> W<small>IR ABER ZU</small> G<small>OTT, UND ZU</small> G<small>OTT UNSERE</small> A<small>UGEN.</small>
"
Sukkah 51b:4,"GEMARA. Die Rabbanan lehrten: Wer die Lustbarkeit bei der Wasserprozession nicht gesehen hat, hat im Leben keine Lustbarkeit gesehen. Wer Jerušalem in seiner Pracht nicht gesehen hat, hat im Leben keine herrliche Großstadt gesehen. Wer den Tempel in seinem Bestande nicht gesehen hat, hat im Leben kein prächtiges Gebäude gesehen. – Welchen? Abajje, nach anderen R. Ḥisda, erwiderte: Den von Herodes erbauten. – 
"
Sukkah 51b:5,"Woraus baute er ihn? Raba erwiderte: Aus Alabaster- und Marmorstein. Manche sagen, aus Alabaster-, Stibium-Nach den Kommentaren, von stibiumartiger Farbe.und Marmorstein; eine Reihe einwärts, eine Reihe vorstehend, damit der Kalk halte. Er wollte ihn auch mit Gold verkleiden, die Weisen aber sprachen zu ihm: Laß dies, so ist es schöner, denn es sieht wie die Wellen des Meeres aus.
"
Sukkah 51b:6,"Es wird gelehrt: R. Jehuda sagte: Wer die Doppelstoa in Alexandrien in Ägypten nicht gesehen hat, hat die Herrlichkeit Jisraéls nicht gesehen. Man erzählt, sie sei eine Art große Basilika gewesen, eine Galerie innerhalb einer Galerie, in der oft zweimal sechzig Myriaden, nochmal so viel wie die Auszügler aus Miçrajim, anwesend waren. Da waren einundsiebzig goldene Sessel, entsprechend den einundsiebzig Mitgliedern des großen Synedriums, von denen jeder nicht weniger als einundzwanzig MyriadenDas Wort ‘Myriaden’ ist wohl Dittographie u., wie schon von rabbinischen Glossatoren bemerkt wird, zu streichen.Goldtalente hatte. In der Mitte war eine Tribüne aus Holz, auf der der Gemeindediener mit einem Sudarium in der Hand stand, und wenn Amen zu sprechen war, schwenkte er das Sudarium, und das ganze Publikum antwortete Amen. 
"
Sukkah 51b:7,"[Das Publikum] saß nicht durcheinander, sondern Goldarbeiter besonders, Silberarbeiter besonders, Grobschmiede besonders, BergarbeiterOd. Kupferschmiede.besonders und Weber besonders. Wenn ein DürftigerBesser in Jerušalmi: ein Fremder, ein auf der Wanderschaft befindlicher Arbeitsuchender.da eintrat, erkannte er seine Berufsgenossen und wandte sich zu ihnen, sodaß er dadurch Unterhalt für sich und für seine Hausleute erhielt. 
"
Sukkah 51b:8,"Abajje sprach: Sie alle tötete Alexander der MazedonierAuf diesen Anachronismus wird schon rabbinischerseits hingewiesen. Elias Wilna korrigiert nach Jerušalmi u. Midraš <span dir=""rtl"">טרפנוס</span> Trajan (?); wahrscheinlich ist das W. <span dir=""rtl"">מוקדון</span> eine Glosse eines unwissenden Schreibers; nach Rapoport (Erech miliin p. 97) Alex. Tiberius. – Weshalb wurden sie bestraft? – Weil sie übertreten haben den Schriftvers:Dt. 17,16.<i>ihr sollt diesen Weg nie wieder zurückkehren;</i> sie aber sind wohl zurückgekehrt. 
"
Sukkah 51b:9,"Als er kam, traf er sie, folgende Schriftstelle lesen :Ib. 28,49.<i>Der Herr wird gegen dich von ferne ein Volk aufbieten.</i> Da sprach er: Das ist es. Ich wollte meine Flotte in zehn Tagen bringen, da erhob sich ein Wind und brachteDas im angezogenen Schriftverse gebrauchte Wort für ‘aufbieten’ bedeutet ‘tragen’.sie in fünf. Darauf fiel er über sie her und tötete sie.
"
Sukkah 51b:10,"A<small>M</small> A<small>USGANGE DES</small> F<small>ESTTAGES</small> &amp;<small>C</small>. Welche bedeutende Verrichtung war es? R. Elea͑zar erwiderte: Wie wir gelernt haben: Anfangs war sieDie Mauer um den Frauenvorhof.glatt, dann machte man ringsum eine Galerie. Sie richteten es soEs waren wohl nur Vorsprünge, die alljährlich zu einer Galerie ausgebaut wurden.ein, daß die Frauen oben und die Männer unten sitzen sollten.
"
Sukkah 51b:11,"Die Rabbanan lehrten: Anfangs saßen die Frauen innerhalbDes Frauenvorhofes.und die Männer außerhalb, als es aber zu Ausgelassenheiten kam, ordnete man an, daß die Frauen außerhalb und die Männer innerhalb sitzen sollten. Da es aber immer noch zu Ausgelassenheiten kam, ordnete man an, daß die Frauen oben und die Männer unten sitzen sollten. – 
"
Sukkah 51b:12,"Wieso aber durfte man dies, es heißt ja:iChr. 28,19.<i>alles schriftlich von der Hand des Herrn ist es mir unterwiesen</i>!? 
"
Sukkah 51b:13,"Rabh erwiderte: Sie fanden einen Schriftvers, den sie auslegten :
"
Sukkah 52a:1,"Zach. 12,12.<i>das Land wird trauern, jedes einzelne Geschlecht besonders: das Geschlecht des Hauses Davids besonders und seine Frauen besonders.</i> Sie sagten: es ist [ein Schluß] vom Leichteren auf das Schwerere zu folgern: wenn die Tora von der künftigen Zeit, wo man sich in Trauer befindet und außerdem der böse Trieb keine Gewalt haben wird, gesagt hat, Männer besonders und Frauen besonders, um wieviel mehr jetzt, wo man sich in festlicher Stimmung befindet und der böse Trieb Gewalt hat. – 
"
Sukkah 52a:2,"Welche Bewandtnis hat es mit der Trauer? – Hierüber streiten R. Dosa und die Rabbanan; einer sagt, um den Messias, den Sohn JosephsNach der jüd. Eschatologie ein Vorläufer des richtigen Messias aus dem Davidischen Hause, der in den Kriegen mit den weltlichen Völkern umkommen wird. Dieser Name ist übrigens so auffallend, daß die Entlehnung aus dem Urchristentum kaum zu übersehen ist., der dann getötet wird, und einer sagt, um den bösen Trieb, der dann getötet wird. – 
"
Sukkah 52a:3,"Einleuchtend ist es nach demjenigen, welcher sagt, um den Messias, den Sohn Josephs, der dann getötet wird, denn es heißt:Zach. 12,10.<i>sie werden auf den blicken, den sie durchbohrten, und um ihn trauern, wie man um den Einzigen trauert;</i> wieso aber trauern sie nach demjenigen, welcher sagt, um den bösen Trieb, der dann getötet wird, dieserhalb sollte man ja ein Fest veranstalten und nicht weinen!? – 
"
Sukkah 52a:4,"Wie R. Jehuda b.R. Elea͑j vortrug: Dereinst wird der Heilige, gepriesen sei er, den bösen Trieb holen und ihn vor den Frommen und den Frevlern schlachten. Den Frommen wird er wie ein hoher Berg erscheinen und den Frevlern wird er wie eine Haarfaser erscheinen. Diese werden weinen und jene werden weinen. Die Frommen werden weinen, indem sie sagen werden: Wie konnten wir nur solch einen hohen Berg bezwingen!? Die Frevler werden weinen, indem sie sagen werden: Wie konnten wir solch eine Haarfaser nicht bezwingen!? Und auch der Heilige, gepriesen sei er, wird mit ihnen staunen, denn es heißt:Ib. 8,6.<i>so spricht der Herr der Heerscharen: Wenn es in jenen Tagen dem Überreste dieses Volkes als Wunder erseheint, wird es auch mir als Wunder erscheinen.</i> 
"
Sukkah 52a:5,"R. Asi sagte: Der böse Trieb gleicht anfangs dem Faden des Spinngewebes, zuletzt aber gleicht er Wagenseilen, denn es heißt:Jes. 5,8.<i>wehe denen, die Verschuldung an Stricken von Nichts heranziehen, Sünde mit Wagenseilen.</i> 
"
Sukkah 52a:6,"Die Rabbanan lehrten: Der Heilige, gepriesen sei er, wird zum Messias, dem Sohne Davids, der gar schnell, in unseren Tagen, erscheinen wird, sprechen : Verlange etwas von mir, und ich will es dir gewähren. Denn es heißt :Ps. 2,7,8.<i>ich will den Beschluß kundtun &amp;c. Verlange von mir, so will ich dir die Völker zum Erbe geben.</i> Sobald er aber sehen wird, daß der Messias, der Sohn Josephs, getötet wird, wird er vor ihm sprechen: Herr der Welt, ich verlange von dir nichts weiter als Leben! Darauf wird er zu ihm sprechen: Bevor du noch um Leben bittest, weissagte dein Ahn David über dich, denn es heißt :Ib. 21,5.<i>Leben erbat er von dir, du gabest ihm &amp;c.</i>
"
Sukkah 52a:7,"R. E͑zra, nach anderen R. Jehošua͑ b.Levi, trug vor : Der böse Trieb hat sieben Namen. Der Heilige, gepriesen sei er, nannte ihn Böser, wie es heißt:Gen. 8,21.<i>denn böse ist der Trieb des menschlichen Herzens von Jugend auf.</i> Moše nannte ihn Vorhaut, wie es heißt:Dt. 10,16.<i>beschneidet die Vorhaut eures Herzens.</i> David nannte ihn Unreiner, denn es heißt:Ps, 51,12.<i>schaffe mir, o Gott, ein reines Herz,</i> demnach gibt es ja ein unreines. 
"
Sukkah 52a:8,"Šelomo nannte ihn Feind, wie es heißt:Pr. 25,21,22.<i>hungert dein Feind, so speise ihn mit Brot, und dürstet ihn, so tränke ihn mit Wasser, denn damit häufst du feurige Kohlen auf sein Haupt, und der Herr wird dirs vergelten.</i> Man lese nicht <i>ješalem</i> [vergelten], sondern <i>jašlim</i> [ihn mit dir versöhnen]Daß er nicht mehr zur Sünde verleitet.. 
"
Sukkah 52a:9,"Ješa͑ja nannte ihn Anstoß, wie es heißt :Jes. 57,14.<i>macht Bahn, macht Bahn, richtet her den Weg, räumet meinem Volke den Austoβ aus dem Wege.</i> Jeḥezqél nannte ihn Stein, wie es heißt:Ez. 36,26.<i>ich werde das steinerne Herz aus eurem Leibe entfernen und euch ein fleischernes Herz geben.</i> Joél nannte ihn Versteckter, wie es heißt :Jo. 2,20.<i>den VerstecktenSo nach der weiter folgenden Erklärung.werde ich von euch entfernen.</i> Die Rabbanan lehrten : <i>Den Versteckten werde ich von euch entfernen,</i> das ist der böse Trieb, der im Herzen des Menschen versteckt ist; 
"
Sukkah 52a:10,"<i>und in ein dürres und ödes Land verstoßen,</i> nach einem Orte, da keine Menschen sich aufhalten, die er reizen könnte. <i>Seinen Vortrab in das Ostmeer,</i> er richtete seine Augen auf den ersten Tempel, zerstörte ihn und tötete alle Schriftgelehrten, die da waren; <i>und seine Nachhut in das Westmeer,</i> er richtete seine Augen auf den zweiten Tempel, zerstörte ihn und tötete alle Schriftgelehrten, die da waren; <i>daß Gestank von ihm aufsteigen und Modergeruch von ihm emporsteigen soll,</i> er läßt die weltlichen Völker und reizt die FeindeEuphem. für Jisraél.Jisraéls. <i>Denn er hat Großes verübt,</i> Abajje sagte: Am allermeisten an den Schriftgelehrten. 
"
Sukkah 52a:11,"So hörte einst Abajje einen Mann zu einer Frau sagen: Wir wollen uns früh auf den Weg machen. Da sagte er sich, er werde gehen und sie von einer Sünde zurückhalten. Er folgte ihnen drei Parasangen auf der Wiese und als sie sich verabschiedeten, hörte er sie sagen: Der Weg ist noch weit, wie schön ist es doch zusammen! 
"
Sukkah 52a:12,"Hierauf sprach Abajje: Wäre es mein FeindMein böser Trieb; dh. wenn er allein mit ihr zu sammen wäre., so würde ich mich nicht beherrscht haben. Darauf ließ er sich auf den Türriegel sinken und gab sich seinem Schmerze hin. Da kam ein Greis und lehrte vor ihm : Wer größer als sein Nächster ist, dessen Trieb ist auch größer.
"
Sukkah 52a:13,"R. Jiçḥaq sagte: Der böse Trieb des Menschen übermächtigt sich seiner tagtäglich, denn es heißt:
"
Sukkah 52b:1,"Gen. 6,5.<i>allzeit nur böse war.</i> R.Šimo͑n b.Laqiš sagte: Der böse Trieb des Menschen übermächtigt sich seiner tagtäglich und trachtet ihn zu töten, denn es heißt :Ps. 37,32.<i>der Frevler lauert auf den Gerechten und trachtet ihn zu töten,</i> und wenn der Heilige, gepriesen sei er, ihm nicht beistehen würde, könnte er sich seiner nicht erwehren, denn es heißt :Ib. V. 33.<i>der Herr läßt ihn nicht in seine Hand geraten und verdammt ihn bei seiner Rechten nicht.</i> 
"
Sukkah 52b:2,"In der Schule R. Jišma͑éls wurde gelehrt: Begegnet dir dieses Scheusal, so schleppe es ins Lehrhaus mit; ist er Stein, so wird er zerrieben, ist er Eisen, so zersplittert er. Ist er Stein, so wird er zerrieben, denn es heißt :Jes. 55,1.<i>oh, ihr Durstigen alle, kommt zum Wasser</i>Worunter die Tora verstanden wird; cf. Tan. Fol. 7a.<i>,</i> und es heißt :Ij. 14,19.<i>wie Wasser Steine zerreibt.</i> Ist er Eisen, zersplittert er, denn es heißt :Jer. 23,29.<i>mein Wort ist ja wie Feuer, Spruch des Herrn, und wie ein Hammer Felsen zersplittert.</i>
"
Sukkah 52b:3,"R. Šemuél b.Naḥmani sagte im Namen R. Jonathans : Der böse Trieb verleitet den Menschen auf dieser Welt und zeugt gegen ihn in der zukünftigen Welt, denn es heißt :Pr. 29,21.<i>wenn man von Jugend auf seinen Knecht verzärtelt, so wird er am Ende ein Widerspenstiger [Manon],</i> und in der AṬBḤ-ChiffreDie Buchstaben des hebr. Alphabetes werden nach ihrem Zahlenwerte, Einer besonders, Zehner besonders und Hunderter besonders, in der Weise zusammengepaart, daß jedes Paar die runde Zahl 10, bezw. 100 od. 1000 ergibt. (<span dir=""ltr"">א״ט</span> 1 + 9 = 10, <span dir=""ltr"">ב״ח</span> 2 + 8 = 10, <span dir=""ltr"">י״צ</span> 10 + 90 = 100, <span dir=""ltr"">כ״פ</span> 20 + 80 = 100, <span dir=""ltr"">ק״</span> 100 + 900 = 1000, <span dir=""ltr"">ר״ף</span> 200 + 800 = 1000 usw.: von den Buchstaben, <span dir=""ltr"">הנך</span> die demnach zurückbleiben, bilden die ersten zwei ein Paar für sich.) Bei der Ghiffrierung werden die Buchstaben eines jeden Paares mit einander vertauscht, daß zBs. <span dir=""ltr"">מנון</span> statt <span dir=""ltr"">סחרח</span> bezw. umgekehrt geschrieben wird.des R. Ḥija wird Sahada [Zeuge] ‘Manon’ genannt. 
"
Sukkah 52b:4,"R. Hona wies auf einen Widerspruch hin. Es heißt :Hos. 4,12.<i>denn ein hurerischer Geist hat sie betört,</i> und es heißt:Ib. 5,4.<i>ist in ihnen</i>!? Zuerst betört er sie, nachher ist er in ihnen. 
"
Sukkah 52b:5,"Raba sprach: Zuerst nannte er ihn einen Reisenden, nachher einen Gast und zuletzt einen MannEinen Ansässigen. Gemeint ist der böse Trieb, der im folgenden Verse der Verleiter war., denn es heißt:iiSam. 12,4.<i>und es kam ein Reisender zum reichen Manne, da schonte er, eines von seinen Schafen und seinen Rindern zu nehmen, um es dem Gaste zuzubereiten;</i> darauf heißt es: iiSam. 12,4.<i>da nahm er das Lamm des Armen und bereitete es für den Mann, der zu ihm kam.</i>
"
Sukkah 52b:6,"R. Joḥanan sagte : Der Mensch hat ein kleines Glied, das, wenn er es hungernJe mehr man dem geschlechtlichen Triebe fröhnt, desto größer die Leidenschaft.läßt, satt ist, und wenn er es sättigt, hungrig ist, denn es heißt :Hos. 13,6.<i>wenn sie sich kasteiten, wurden sie satt &amp;c.</i>
"
Sukkah 52b:7,"R. Ḥana b. Aḥa sagte: In der Schule Rabhs sagten sie: Vier Dinge sind es, die erschaffen zu haben der Heilige, gepriesen sei er, bereut, und zwar: das Exil, die Chaldäer, die Jišma͑éliten und der böse Trieb. Das Exil, denn es heißt :Jes. 52,5.<i>und nun, was habe ich hier, Spruch des Herrn, da mein Volk umsonst hingenommen worden ist &amp;c</i>.? Die Chaldäer, denn es heißt:Ib. 23,13.<i>siehe das Land der Ghaldäer, ein Volk, das nicht sein sollte.</i> 
"
Sukkah 52b:8,"Die Jišma͑éliten, denn es heißt:Ij. 12,6.<i>wohlbehalten stehen den Räubern ihre Zelte, und sorglos leben, die Gottes Zorn erregen, wer seinen Gott in seiner Hand führt.</i> Der böse Trieb, denn es heißt :Mich, 4,6.<i>daß ich Böses verursacht hatte.</i>
"
Sukkah 52b:9,"R. Joḥanan sagte: Wenn nicht folgende drei Schriftverse, würden die Füße der Feinde JisraélsEuphem. für Jisraél.gewankl haben. Einer lautet: <i>Daß ich Böses verursacht hatte.</i> Einer lautet:Jer. 18,6.<i>Siehe, wie der Ton in der Hand des Töpfers, so seid ihr &amp;c.</i> Und einer lautet:Ez. 36,26.<i>Ich entferne das steinerne Herz aus eurem Leibe und gebe euch ein fleischernes Herz.</i> 
"
Sukkah 52b:10,"R. Papa sagte: Auch folgender, es heißt:Ib. V. 27.<i>Ich will meinen Geist in euch geben &amp;c.</i>Zach. 2,3.
"
Sukkah 52b:11,"<i>Und der Herr zeigte mir vier Schmiede.</i> Wer sind diese vier Schmiede? R. Ḥana b. Bizna erwiderte im Namen R. Šimo͑n des Frommen: Der Messias, der Sohn Davids, der Messias, der Sohn Josephs, Elijahu und der Priester der GerechtigkeitNach anderer Lesart Malkiçedeq, cf. Gn. 14,18.. R. Šešeth wandte ein: Demnach sind sie diejenigen, über die es [weiter] heißt:Zach. 2,4.<i>und er sprach zu mir: Jene sind die Hörner, die Jehuda zerstreut haben;</i> diese sollen fes ja sammeln!? 
"
Sukkah 52b:12,"Jener erwiderte: Hinab zum Schlüsse des Verses:Zach. 2,4.<i>diese aber sind gekommen, um sie in Schrecken zu setzen, um die Hörner der Völker niederzuschlagen, die das Horn wider das Jisraélland erhoben, um es zu zerstreuen &amp;c.</i> Hierauf sprach dieser: Was bin ich Ḥana gegenüber in der Agada!?Mich. 5,4.<i>
"
Sukkah 52b:13,"Und es wird Friede sein. Wenn Asur in unser Land einfällt und unsere Paläste betritt, so werden wir ihm sieben Hirten entgegenstellen und acht fürstliche Männer.</i> Wer sind diese sieben Hirten? – David in der Mitte, Adam, Šeth und Methušelaḥ zu seiner Rechten, Abraham, Ja͑qob und Moše zu seiner Linken. – Wer sind diese acht fürstlichen Männer? – Jišaj, Šau͑l, Šemuél, Amos, Çephanja, Çidqija, der Messias und Elijahu.
"
Sukkah 52b:14,"V<small>IER</small> L<small>EITERN</small> &amp;<small>C</small>. Es wird gelehrt: Die Höhe des Kandelabers betrug fünfzig Ellen. V<small>IER</small> K<small>NABEN VON DEN</small> P<small>RIESTERJÜNGLINGEN MIT HUNDERTZWANZIG</small> L<small>OG FASSENDEN</small> K<small>RÜGEN IN DEN</small> H<small>ÄNDEN.</small> Sie fragten: Hundertzwanzig Log in allen zusammen, oder in jedem einzelnen? – Komm und höre: Mit je dreißig Log fassenden Ölkrügen in den Händen, zusammen hundertzwanzig Log. 
"
Sukkah 52b:15,"Es wird gelehrt: Sie waren dem Sohne der Martha, der Tochter des Boëthos, überlegen. Man erzählt vom Sohne der Martha, der Tochter des Boëthos, daß er zwei Keulen von einem großen Ochsen im Preise von tausend Zuz nahm und Ferse an ZeheGanz langsam; so brachte er (als Priester) die Opferstücke über die Altarrampe; cf. Jom. Fol. 26b.ging. Seine Priesterbrüder ließen dies aber nicht zu, denn:Pr. 14,28.<i>in der Menge des Volkes besteht des Königs Herrlichkeit</i>Die Opferglieder wurden an viele Priester verteilt.. – 
"
Sukkah 52b:16,"Wieso waren sie überlegen: wollte man sagen wegen des Gewichtes, so waren jene ja schwerer!? Da war es eine Rampe, viereckigDie Treppe war 32 Ellen lang bei einer Steigung von 9 Ellen. Das Wort ‘viereckig’, das übrigens in Handschriften fehlt, gibt keinen guten Sinn.und nicht steil, hier aber waren es ja nur Leitern und sehr steil.
"
Sukkah 52b:17,"Es <small>GAB KEINEN</small> H<small>OF IN</small> J<small>ERUŠALEM</small>. Es wird gelehrt: 
"
Sukkah 53a:1,"Beim Lichte der Wasserprozession konnte eine Frau Erbsen lesen.
"
Sukkah 53a:2,"D<small>IE</small> F<small>ROMMEN UND</small> M<small>ÄNNER DER</small> T<small>AT</small> &amp;<small>C</small>. Die Rabbanan lehrten : Manche sagten : Heil unserer Jugend, daß sie unser Alter nicht beschämt. Das waren die Frommen und die Männer der Tat. Manche sagten : Heil unserem Alter, daß es unsere Jugend gesühnt hat. Das waren die ßußfertigen. Diese und jene sagten: Heil dem, der nicht gesündigt; wer aber gesündigt, tue Buße, und er verzeiht.
"
Sukkah 53a:3,"Es wird gelehrt: Man erzählt von Hillel dem Älteren, daß er, wenn er sich an der Feier der Wasserprozession beteiligte, folgendes sagte: Bin ichWie manche erklären, ist das W. ‘ich’ auf Gott zu beziehen (cf. supra Fol. 45a Anm. 41), nach anderen bezieht es sich auf Jisraél. Eine Spielerei ist der Hinweis darauf, daß <span dir=""rtl"">הלל</span> denselben Zahlenwert wie der Gottesname <span dir=""rtl"">אדני</span> hat, u. er somit unter ‘ich’ Gott verstehe.da, so ist alles da; wer da, wenn ich nicht da bin? Er pflegte zu sagen: Wohin ‘ich’ wünsche, da bringen mich meine Füße hin. Kommst du in mein Haus, so komme ich in dein Haus, kommst du nicht in mein Haus, so komme ich auch nicht in dein Haus. Es heißt nämlich: Ex. 20,24.<i>An jeder Stätte, da ich meinen Namen nennen werde, werde ich zu dir kommen und dich segnen.</i> 
"
Sukkah 53a:4,"Auch sah er einst einen Schädel auf dem Wasser schwimmen; da sprach er zu ihm: Die weil du ersäuft hast, ersäufte man dich, und die, die dich ersäuft haben, werden ersaufen. R. Joḥanan sagte: Die Füße des Menschen sind seine Bürgen; wo er verlangt wird, bringen sie ihn hin.
"
Sukkah 53a:5,"Einst hatte Šelomo zwei Mohren vor sich stehen, Eliḥoreph und Aḥija, Söhne des Šiša; sie waren Schreiber Šelomos. Als er eines Tages den Todesengel traurig sah, fragte er ihn: Weshalb bist du traurig? Dieser erwiderte: Man verlangt von mir diese beiden Mohren, die da sitzenDie aber nach einer göttlichen Bestimmung nur in der weiter genannten Stadt Luz sterben sollten.. Da übergab er sie den Geistern und schickte sie nach der Umgegend von LuzIn dieser Stadt hatte der Todesengel keine Gewalt; cf. Sot. Fol. 46b.. Als sie nach der Umgegend von Luz kamen, starben sie. 
"
Sukkah 53a:6,"Am folgenden Tage sah er, daß der Todesengel lustig war; da fragte er ihn: Weshalb bist du lustig? Dieser erwiderte: Nach der Stelle, da man sie von mir wünschte, hast du sie hingeschickt. Hierauf begann Šelomo und sprach: Die Füße des Menschen sind seine Bürgen, wo er verlangt wird, da bringen sie ihn hin.
"
Sukkah 53a:7,"Es wird gelehrt: Man erzählt von R.Šimo͑n b.Gamliél, daß er, wenn er sich an der Feier der Wasserprozession beteiligte, mit acht Fackeln jonglierte, die eine warf und die andere auffing, ohne daß sie einander berührten. Beim Sichniederwerfen stemmte er beide Daumen gegen den Fußboden, bog sich nieder, küßte das Pflaster und richtete sich auf. Niemand konnte dies nachmachen. Das ist das Bücken. 
"
Sukkah 53a:8,"Levi zeigte das Bücken vor Rabbi, und er wurde lahm. – Hat ihm denn dies verursacht, R. Elea͑zar sagte ja, man stoße nie Worte gegen oben aus, denn ein großer Mann, das ist Levi, stieß Worte gegen obenGegen die Handlungen Gottes; cf. Tan. Fol. 25a.aus, und er wurde lahm!? Das eine und das andere verursachten dies. 
"
Sukkah 53a:9,"Levi jonglierte vor Rabbi mit acht Messern, Šemuél vor dem König Sapor mit acht Gläsern Wein, Abajje vor Raba mit acht Eiern, und wie manche sagen, mit vier Eiern.
"
Sukkah 53a:10,"Es wird gelehrt: R. Jehošua͑ b.Ḥananja erzählte: Als wir uns an der Feier bei der Wasserprozession beteiligten, sahen wir keinen Schlaf mit den Augen. Und zwar: in der ersten Stunde [erfolgte die Darbringung] des beständigen Morgenopfers, von da zum Gebete, von da zum Zusatzopfer, von da zum Zusatzgebete, von da ins Lehrhaus, von da zum Essen und Trinken, von da zum Vespergebete, von da zum beständigen Abendopfer und von da zur Feier der Wasserprozession. – 
"
Sukkah 53a:11,"Dem ist ja aber nicht so, R. Joḥanan sagte ja, wenn jemand schwört, er werde drei Tage nicht schlafen, so sei er zu geißelnWegen Falschschwurs, da dies eine Sache der Unmöglichkeit ist., und er schlafe sofort!? – Vielmehr, er meint es wie folgt: wir wußten nicht vom Schlafe; einer schlummerte auf der Schulter des anderen.
"
Sukkah 53a:12,"F<small>ÜNFZEHN</small> S<small>TUFEN.</small> R. Ḥisda fragte einen Jünger, der vor ihm Agada vortrug: Hast du vielleicht gehört, wem entsprechend David die fünfzehn Stufengesänge gedichtet hat? Dieser erwiderte: Folgendes sagte R. Joḥanan: Als David die AbflußkanäleUnter dem Altar.grub, stieg der Abgrund hoch und wollte die Welt überschwemmen; da sprach David die fünfzehn Stufengesänge und ließ ihn zurücksinken. Jener sprach: Wieso heißen sie demnach (fünfzehn) HeraufführendeDas hebr. Wort für Stufe heißt ‘das Heraufführende’., sie müßten ja Herabführende heißen!? 
"
Sukkah 53a:13,"Alsdann fuhr er fort: Du hast mich aber an folgendes erinnert, was gelehrt wurde: Als David die Abflußkanäle grub, stieg der Abgrund hoch und wollte die Welt überschwemmen; da fragte David: Weiß jemand, ob man den Gottesnamen auf eine Scherbe schreiben 
"
Sukkah 53b:1,"und sie in den Abgrund werfen darf, um ihn zu beruhigen? Niemand war da, der ihm Antwort gab. Da sprach David: Wer zu antworten weiß und es unterläßt, möge (am Halse) ersticken. Hierauf folgerte Aḥitophel [einen Schluß] vom Leichteren auf das Schwerere: wenn um Frieden zwischen Mann und Frau zu stiften, die Tora erlaubt hat, seinen in Heiligkeit geschriebenen Namen durch Wasser verwischenGf. Num. 5,23.zu lassen, um wieviel mehr, um der ganzen Welt Frieden zu schaffen. Er sprach hierauf zu ihm : Es ist erlaubt. 
"
