Index Title,Kiddushin
Kiddushin 63b:5,"GEMARA. Rabh sagte: Er ist glaubhaft, um ihr einen Scheidebrief zu geben, nicht aber ist er glaubhaft, um sie zu heiraten. Er ist glaubhaft, um ihr einen Scheidebrief zu geben, da niemand sündigt, ohne etwas davonDies hat nur den Erfolg, daß sie anderen erlaubt wird.zu haben; er ist nicht glaubhaft, um sie zu heiraten, weil vielleicht sein Trieb sich seiner bemächtigt hat. 
"
Kiddushin 63b:6,"R. Asi sagte: Er ist auch glaubhaft, um sie zu heiraten. R. Asi pflichtet jedoch bei, daß, wenn sie sagt, sie sei einem angetraut worden, wisse aber nicht, wem sie angetraut worden ist, und jemand kommt und sagt, er habe sie sich angetraut, er nicht glaubhaft sei, um sie zu heiraten. — 
"
Kiddushin 63b:7,"Wir haben gelernt: Wenn sie wollen, gebe ihr einer einen Scheidebrief und der andere heirate sie. Dies ist eine Widerlegung Rabhs!? — Rabh kann dir erwidern: anders ist es hierbei, da noch jemand mit ihm vorhanden ist, so fürchtetZu lügen, u. da er trotz der Behauptung des anderen sie heiraten will, so sagt er wohl die Wahrheit.er. 
"
Kiddushin 63b:8,"Übereinstimmend mit R. Asi wird gelehrt: [Wenn jemand sagt.] er habe einem seine Tochter angetraut, wisse aber nicht, wem er sie angetraut hat, und einer kommt und sagt, er habe sie sich angetraut, so ist er glaubhaft, auch um sie zu heiraten. Wenn er sie geheiratet hat und ein anderer kommt und sagt, er habe sie sich angetraut, so ist er nicht glaubhaft, sie jenem verboten zu machen. 
"
Kiddushin 63b:9,"Wenn eine Frau sagt, sie sei einem angetraut worden, wisse aber nicht, wem sie angetraut worden ist, und jemand kommt und sagt, er habe sie sich angetraut, so ist er nicht glaubhaft, um sie zu heiraten, weil sie ihn schütztWenn Zeugen nachher bekunden, daß dies nicht wahr sei..
"
Kiddushin 63b:10,"Sie fragten: Ist sie durch ihnDurch die Aussage des Vaters; wenn er bekundet hat, daß er jemandem seine Tochter angetraut habe, u. sie später mit einem anderen gehurt hat; hierauf ist bei einer Verlobten der Tod durch Steinigung gesetzt; cf. Dt. 22,21.zu steinigen? Rabh sagt, man steinige sie nicht; R. Asi sagt, man steinige sie. 
"
Kiddushin 63b:11,"Rabh sagt, man steinige sie nicht, denn der Allbarmherzige hat den Vater nur hinsichtlich des VerbotesDurch seine Aussage wird sie jedem anderen verboten. als glaubhaft erachtet, hinsichtlich der Hinrichtung aber hat er ihn nicht als glaubhaft erachtet. R. Asi sagt, man steinige sie, denn der Allbarmherzige hat den Vater in jeder Hinsicht als glaubhaft erachtet. R. Asi sagte: Ich gebe zu, daß, wenn sie sagt, sie sei einem angetraut worden, man sie nicht steinige. 
"
Kiddushin 63b:12,"Ferner sagte R. Asi: Meine Lehren brechen DächerSie erscheinen im ersten Momente ganz widersinnig.ein; wenn man sie in dem Falle steinige, wo derjenige, der sie heiraten will, dies darfWenn der Vater bekundet, daß er sie einem angetraut habe., um wieviel mehr sollte man sie in dem Falle steinigen, wo derjenige, der sie heiraten will, dies nichtWenn sie selbst bekundet, daß sie einem angetraut worden sei; dieser Fall ist somit strenger als jener.darf. 
"
Kiddushin 63b:13,"Dies ist aber nichts. Den Vater hat der Allbarmherzige als glaubhaft erachtet, sie hat er nicht als glaubhaft erachtet. 
"
Kiddushin 63b:14,"R. Ḥisda aber sagte: Sowohl in diesem Falle als auch in jenem Falle steinige man sie. R. Ḥisda vertritt hierbei seine Ansicht, denn R. Ḥisda sagte: [Sagt jemand:] dieser mein Sohn ist neun Jahre und einen TagMit diesem Alter werden sie begattungsfähig, sodaß der Partner strafbar ist.alt, diese meine Tochter ist drei Jahre und einen TagMit diesem Alter werden sie begattungsfähig, sodaß der Partner strafbar ist.alt, so ist er glaubhaft hinsichtlich des OpfersDas im Falle der Unvorsätzlichkeit darzubringen ist., nicht aber hinsichtlich der Geißelung noch hinsichtlich der StrafbarkeitIn einem Falle, wo die Handlung mit der Todesstrafe belegt ist.. 
"
Kiddushin 63b:15,"Übereinstimmend mit R. Ḥisda wird gelehrt: [Sagt jemand:] dieser mein Sohn ist dreizehn Jahre und einen TagMit diesem Alter werden sie großjährig.alt, diese meine Tochter ist zwölf Jahre und einen TagMit diesem Alter werden sie großjährig.alt, 
"
Kiddushin 64a:1,"so ist er glaubhaft hinsichtlich der Gelübde, der BanngelübdeCf. Lev. 27,28., der HeiligungWenn sie etwas dem Heiligtume gerweiht haben.und der SchätzgelübdeCf. Lev. 27,1ff.; nicht aber hinsichtlich der Geißelung und der Strafbarkeit.
"
Kiddushin 64a:2,"<sup>viii,1</sup><b>W</b><small>ENN JEMAND SAGT</small>,] <small>ER HABE SEINE</small> T<small>OCHTER WÄHREND IHRER</small> M<small>INDERJÄHRIGKEIT ANGETRAUT</small>, <small>ODER ANGETRAUT UND FÜR SIE DIE</small> S<small>CHEIDUNG IN</small> E<small>MPFANG GENOMMEN</small>, <small>UND SIE NOCH MINDERJÄHRIG IST</small>, <small>SO IST ER GLAUBHAFT</small>Sie ist als Geschiedene Priestern verboten.; <small>WENN ABER</small>: <small>ICH HABE MEINE</small> T<small>OCHTER WÄHREND IHRER</small> M<small>INDERJÄHRIGKEIT ANGETRAUT UND IHRE</small> S<small>CHEIDUNG IN</small> E<small>MPFANG GENOMMEN</small>, <small>UND SIE GROSSJÄHRIG IST</small>, <small>SO IST ER NICHT GLAUBHAFT</small>. [S<small>AGT ER</small>:] <small>SIE WAR GEFANGEN</small>Sie ist dann Priestern verboten.<small>UND ICH HABE SIE AUSGELÖST</small>, <small>SO IST ER</small>, <small>EINERLEI OB SIE MINDERJÄHRIG ODER GROSSJÄHRIG IST</small>, <small>NICHT GLAUBHAFT</small>.
"
Kiddushin 64a:3,"GEMARA. Welchen Unterschied gibt es zwischen dem Anfangsatze und dem SchlußsatzeOb sie bei seiner Aussage minderjährig od. großjährig ist.? – Im Anfangsatze liegt esSie, falls er sie für einen Priester untauglich machen will, an jemand zu verheiraten u. von ihm scheiden zu lassen, er hat somit keine Veranlassung, die Unwahrheit zu sagen.in seiner Hand, im Schlußsatze liegt es nicht in seiner Hand. – 
"
Kiddushin 64a:4,"Etwa nicht, es liegt ja in seiner Hand, sie an einen EntweihtenDie Kinder des Priesters von einer ihm verbotenen Frau gelten als entweiht; cf. Lev. 21,15.zu verheiraten und sie dadurch für die Priesterschaft untauglich zu machen!? – 
"
Kiddushin 64a:5,"Das ist kein Einwand; nach R. Dostaj b. Jehuda, welcher sagt, die Töchter Jisraéls gelten als Reinigungsbad für die EntweihtenDie Tochter eines Entweihten von einer unbemakelten Mutter ist einem Priester erlaubt, sodaß seine Nachkommen durch die Mutter geläutert werden, u. wenn die Tochter nicht entweiht ist, so ist es auch die Mutter nicht.. – 
"
Kiddushin 64a:6,"Es liegt ja in seiner Hand, sie an ein Hurenkind zu verheiraten!? – Nach R. A͑qiba, welcher sagt, die mit einem Verbote belegte AntrauungDies ist bei einem Hurenkinde der Fall; cf. Dt. 23,3.sei ungültig. – 
"
Kiddushin 64a:7,"Es liegt ja in seiner Hand, sie als Witwe an einen Hochpriester zu verheiraten!? Dies nach R. Simaj, denn es wird gelehrt: R. Simaj sagte: Aus allenDen durch einen verbotenen Beischlaf Erzeugten.macht nach R. A͑qiba Hurenkinder, ausgenommen [die Kinder] des Hochpriesters von einer Witwe, denn die Tora sagt:Lev. 21,14.<i>er soll sie nicht nehmen</i>, und:Ib. V. 15.<i>er soll nicht entweihen</i>, er erzeugt Entweihte und nicht Hurenkinder. – 
"
Kiddushin 64a:8,"Nach R. Ješebab, denn er sagte: Kommt, wir wollen mit R. A͑qiba hadern, welcher sagt, jeder durch einen in Jisraél verbotenen Beischlaf Erzeugte sei ein HurenkindAuch die Kinder des Hochpriesters von einer Witwe.. – 
"
Kiddushin 64a:9,"Einleuchtend ist dies, wenn die Lehre R. Ješebabs eine selbständigeEr bezieht die Ansicht RA͑.s auf alle Fälle des unzulässigen Beischlafs, auch wenn dadurch nur ein Gebot übertreten wird.ist, wenn er aber nur die Ansicht R. Simajs ausschließenHinsichtl. der Kinder eines Hochpriesters von einer Witwe, während Fälle, wo nur ein Gebot übertreten wird, unberührt bleiben, dh. in solchen Fällen sei nach RA͑. die Antrauung gültig.will, so liegt es ja in der Hand [des Vaters], sie an einen zu verheiraten, wobei ein Gebot übertretenBeispielsweise an einen Edomiten, hinsichtl. dessen Aufnahme in die jüd. Gemeinschaft ein Gebot vorliegt, 3 Generationen abzuwarten (cf. Dt. 23,9); die Antrauung ist gültig u. sie wird dadurch Priestern verboten.wird!? 
"
Kiddushin 64a:10,"R. Aši erwiderte: Du glaubst wohl, im Anfangsatze erfolge es deshalb, weil es in seiner Hand liegt; zugegeben, daß es in seiner Hand liegt, sie anzutrauen, aber liegt es denn in seiner Hand, sie scheiden zu lassen!? Und kann er denn ferner, wenn jener sagt, er wolle sie nicht, sie gewaltsam antrauen!? 
"
Kiddushin 64a:11,"Vielmehr, erklärte R. Aši, im Falle des Anfangsatzes hat der Allbarmherzige ihn als glaubhaft erachtet. Dies nach R. Hona, denn R. Hona sagte im Namen Rabhs: Woher, daß nach der Tora der Vater glaubhaft ist, seine Tochter verboten zu machen? Es heißt:Dt. 22,16.<i>meine Tochter habe ich diesem Manne gegeben</i>; mit <i>Mann</i> machte er sieAuch diesem Manne, da er damit keinen bezeichnet hat; nach der hebräischen Satzbildung spricht er zuerst das W. ‘Mann’ u. nachher das W. ‘diesem’.verboten, mit <i>diesem</i> machte er sie erlaubt. 
"
Kiddushin 64a:12,"Hinsichtlich der Trauung hat der Allbarmherzige den Vater als glaubhaft erachtet, hinsichtlich der Gefangenschaft hat er ihn nicht als glaubhaft erachtetDie Schrift spricht nur von der ersteren und nicht von der letzteren..
"
Kiddushin 64a:13,"<sup>viii,2</sup><b>W</b><small>ENN JEMAND VOR SEINEM</small> S<small>TERBEN SAGT</small>, <small>ER HABE</small> S<small>ÖHNE</small>Seine Witwe ist dann von der Schwagerehe entbunden., <small>SO IST ER GLAUBHAFT</small>, <small>WENN ABER</small>, <small>ER HABE</small> B<small>RÜDER</small>Dadurch verpflichtet er sie zur Schwagerehe., <small>SO IST ER NICHT GLAUBHAFT</small>.
"
Kiddushin 64a:14,"GEMARA. Er ist demnach glaubhaft, sie erlaubt zu machen, nicht aber, sie verboten zu machen, somit vertritt unsere Mišna nicht die Ansicht R. Nathans, 
"
Kiddushin 64a:15,"denn es wird gelehrt: Wenn er bei der Antrauung gesagt hat, er habe SöhneDaß sie nicht zu fürchten brauche, der Schwagerehe anheimzufallen.und beim Sterben sagt, er habe keine Söhne, oder bei der Antrauung gesagt hat, er habe keineDaß sie nicht zu fürchten brauche, der Schwagerehe anheimzufallen.Brüder, und beim Sterben sagt, er habe Brüder, so ist er glaubhaft, sie erlaubt zu machen, nicht aber sie verboten zu machenSeine bei der Antrauung erfolgte Versicherung ist gültig.– so Rabbi. R. Nathan sagt, er sei auch glaubhaft, sie verbotenSeine letzte Versicherung ist gültig.zu machen. 
"
Kiddushin 64a:16,"Raba erwiderte: Anders ist es dort; da er bei seinem Sterben zurücktritt, so sagt er wohlEr fürchtet, sie durch seine erste Versicherung zu einer Sünde zu veranlassen; wenn er aber vorher nichts gesagt hat, so will er sie damit nur kränken.die Wahrheit. Abajje sprach zu ihm: Dies ist ja widersinnig: wenn du da, wo er sich widerspricht, sagst, er spreche die Wahrheit, um wieviel mehr sollte dies im Falle unserer Mišna gelten, wo er sich nicht widerspricht!? 
"
Kiddushin 64a:17,"Vielmehr, erklärte Abajje, unsere Mišna spricht von dem Falle, wenn von ihm die Annahme besteht, er habe keine Brüder und keine Söhne. Wenn er sagt, er habe Söhne, so ist er, da von ihm die Annahme besteht, er habe keine Söhne und keine Brüder, glaubhaftDa er dadurch an ihrem Zustande nichts ändert; wie sie nach der bisherigen Annahme von der Schwagerehe entbunden war, ebenso ist sie auch jetzt von der Schwagerehe entbunden.; wenn aber, er habe Brüder, nicht glaubhaft, weil er nicht berechtigt ist, sie für die ganze Welt verbotenDa sie bisher als erlaubt galt.zu machen. 
"
Kiddushin 64b:1,"Die Barajtha aber spricht von dem Falle, wenn von ihm die Annahme besteht, Brüder und keine SöhneSie ist nach der bisherigen Annahme als Anwärterin der Schwagerehe jedem anderen verboten.zu haben; wir sagen, er hatWenn er beim Sterben sagt, er habe Söhne.keine Veranlassung zu lügen, denn um sie vom Schwager zu entbinden, braucht er nur zu sagen, er wolle sie durch einen Scheidebrief entbinden. 
"
Kiddushin 64b:2,"Rabbi ist der Ansicht, das Fehlen der Veranlassung zu lügen, gelteIn seiner Beweiskraft.soviel wie Zeugen, und Zeugen heben die bisherige AnnahmeDaß an ihr die Schwagerehe zu vollziehen ist.auf; R. Nathan aber ist der Ansicht, das Fehlen der Veranlassung zu lügen, gelte soviel wie die bisherige Annahme, und eine Annahme kann nicht eine andere aufhebenDie bisherige Annahme, daß an ihr die Schwagerehe zu vollziehen ist, bleibt bestehen..
"
Kiddushin 64b:3,"<sup>viii,3</sup><b>W</b><small>ENN JEMAND SEINE</small> T<small>OCHTER SCHLECHTHIN</small>Eine seiner Töchter, ohne sie zu bezeichnen.<small>ANGETRAUT HAT</small>, <small>SO SIND DIE</small> M<small>ANNBAREN</small>Da sie nicht mehr in der Gewalt ihres Vaters stehen.<small>NICHT EINBEGRIFFEN</small>. <sup>ix</sup>W<small>ENN JEMAND ZWEI</small> K<small>LASSEN VON</small> T<small>ÖCHTERN VON ZWEI</small> F<small>RAUEN</small>Die er nach einander geheiratet.<small>HAT</small>, <small>UND SAGT</small>, <small>ER HABE EINEM SEINE GROSSE</small> T<small>OCHTER ANGETRAUT</small>, <small>WISSE ABER NICHT</small>, <small>OB DIE GROSSE UNTER DEN GRÖSSEREN</small>, <small>OB DIE GROSSE UNTER DEN KLEINEREN</small>, <small>ODER DIE KLEINE UNTER DEN GRÖSSEREN</small>, <small>DIE GRÖSSER IST ALS DIE GROSSE UNTER DEN KLEINEREN</small>, <small>SO SIND ALLE VERBOTEN</small>, <small>AUSGENOMMEN DIE KLEINE UNTER DEN KLEINEREN</small> – <small>SO</small> R. M<small>EÍR</small>. R. J<small>OSE SAGT</small>, <small>ALLE SEIEN ERLAUBT</small>, <small>AUSGENOMMEN DIE GROSSE UNTER DEN GRÖSSEREN</small>. 
"
Kiddushin 64b:4,"[S<small>AGT ER</small>,] <small>ER HABE SEINE KLEINE</small> T<small>OCHTER ANGETRAUT</small>, <small>WISSE ABER NICHT</small>, <small>OB DIE KLEINE UNTER DEN KLEINEREN</small>, <small>OB DIE KLEINE UNTER DEN GRÖSSEREN</small>, <small>ODER DIE GROSSE UNTER DEN KLEINEREN</small>, <small>DIE KLEINER IST ALS DIE KLEINE UNTER DEN GRÖSSEREN</small>, <small>SO SIND ALLE VERBOTEN</small>, <small>AUSGENOMMEN DIE GROSSE UNTER DEN GRÖSSEREN</small> – <small>SO</small> R. M<small>EÍR</small>. R. J<small>OSE SAGT</small>, <small>ALLE SEIEN ERLAUBT</small>, <small>AUSGENOMMEN DIE KLEINE UNTER DEN KLEINEREN</small>.
"
Kiddushin 64b:5,"GEMARA. Demnach sind die Minderjährigen einbegriffen, 
"
Kiddushin 64b:6,"somit wäre hieraus zu entnehmen, daß die Antrauung, die nicht zum BeischlafeVgl. S. 681 Anm. 359. führt, gültig sei? – Hier wird von dem Falle gesprochen, wenn da nur eine Erwachsene und eine Minderjährige vorhanden ist. – 
"
Kiddushin 64b:7,"Es heißt ja: die Mannbaren!? – Unter ‘die Mannbaren’ sind Mannbare in anderen FällenWenn mehrere Erwachsene u. Minderjährige vorhanden sind.zu verstehen. – 
"
Kiddushin 64b:8,"SelbstverständlichDie Antrauung erstreckt sich nur auf die Minderjährigen., was haben die Mannbaren damit zu tun!? – Hier wird von dem Falle gesprochen, wenn sie ihn zum Beauftragten gemacht haben; man könnte glauben, er habe die Antrauung für sie in Empfang genommen, so lehrt er uns, daß man nicht das unterlasse, wovon man einen NutzenDas Antrauungsgeld der Minderjährigen gehört ihm.hat. – 
"
Kiddushin 64b:9,"Es kann ja aber vorkommen, daß sie zu ihm gesagt hat: mein Antrauungsgeld gehöre dir!? – Dennoch unterläßt man nicht ein Gebot, das ihm obliegt, um ein Gebot auszuüben, das nicht ihm obliegt.
"
Kiddushin 64b:10,"W<small>ENN JEMAND ZWEI</small> K<small>LASSEN VON</small> T<small>ÖCHTERN HAT</small>. Und beides ist nötig; würde er nur das erste gelehrt haben, so könnte man glauben, R. Meír vertrete seine Ansicht nur bei diesem, weil, wenn eine kleinere vorhanden ist, man die anderen ‘große’ zu nennen pflegt, 
"
Kiddushin 64b:11,"beim anderen aber pflichte er R. Jose bei, daß unter ‘kleine’ die kleinste von allen zu verstehen sei. Und würde er nur das andere gelehrt haben, so könnte man glauben, R. Jose vertrete seine Ansicht nur bei diesem, bei jenem aber pflichte er R. Meír bei. Daher ist beides nötig. – 
"
Kiddushin 64b:12,"Demnach ist R. Meír der Ansicht, ein Mensch setze sich einem Zweifel aus, und R. Jose der Ansicht, ein Mensch setze sich nichtVgl. S. 683 Anm. 375.einem Zweifel aus, und wir wissen ja von ihnen, daß sie entgegengesetzter Ansicht sind!? Wir haben nämlich gelernt: Wenn jemand gelobtEtwas zu unterlassen.: bis zum Pesaḥ, so ist es ihm, bis dieses heranreicht, verboten, wenn: bis Pesaḥ gewesen ist, so ist es ihm, bis dieses vorüber ist, verboten, 
"
Kiddushin 64b:13,"wenn: bis es Pesaḥ ist, so ist es ihm verboten, wie R. Meír sagt, bis dieses heranreicht, und wie R. Jose sagt, bis dieses vorüberNach RJ. ist es zweifelhaft, welcher Tag zu verstehen ist, da mehrere Tage nach einander folgen, nach RM. dagegen läßt sich niemand auf einen Zweifel ein u. er meinte wohl den ersten Tag.ist. 
"
Kiddushin 64b:14,"R. Ḥanina b. Avdimi erwiderte im Namen Rabhs: Die Lehre ist umzuwenden. Es wird auch gelehrt: Wenn dafür eine Zeit festgesetztWenn er ein Fest als Frist genannt hat; dagegen aher ist beispielsweise ‘die Erntezeit’ schwankend.ist und er gesagt hat: bis es ist, so heißt dies, wie R. Meír sagt, bis es vorüber ist, und wie R. Jose sagt, bis es heranreicht.
"
Kiddushin 64b:15,"Abajje sagte: Sie streiten nur über zwei Klassen, bei einer Klasse aberVon derselben Frau.stimmen alle überein, daß unter ‘große’ die größte zu verstehen sei, denn die mittelste nennt man beim Namen. 
"
Kiddushin 64b:16,"R. Ada b. Mathna sprach zu Abajje: Demnach 
"
Kiddushin 65a:1,"sollte doch die mittelste der zweiten Klasse erlaubtIm 1. Falle unserer Mišna, da darunter höchstens die mittlere der ersten Klasse verstanden werden kann.sein!? – Hier wird von dem Falle gesprochen, wenn nur eine große und eine kleine vorhanden ist. 
"
Kiddushin 65a:2,"Dies ist auch einleuchtend; wenn man sagen wollte, wenn auch eine solche vorhanden ist, so sollte erBei der Aufzählung, hinsichtlich welcher ein Zweifel obwaltet. auch diese nennen. – Lehrt er es denn, nach deiner Auffassung, von der mittelsten der erstenWenn eine solche vorhanden ist.Klasse, die entschieden im Zweifel einbegriffen und somit verboten ist!? – 
"
Kiddushin 65a:3,"Es ist ja nicht gleich; von jenenDen Töchtern der ersten Klasse.ist sogar die kleinste im Verbote einbegriffen und dasselbe, gilt auchEr braucht dies nicht von der mittleren zu lehren.von der älteren, 
"
Kiddushin 65a:4,"dieseDie mittlere der 2. Klasse.aber sollte er doch, wenn eine solche vorhanden ist, besonders nennen. 
"
Kiddushin 65a:5,"R. Hona, Sohn des R. Jehošua͑, sprach zu Raba: Der Fall vom PesaḥWenn jemand etwas bis zum Pesaḥfeste gelobt.entspricht ja einer Klasse, und sie streiten!? 
"
Kiddushin 65a:6,"Dieser erwiderte: Da streiten sie nur über diese Redewendung: einer ist der Ansicht, unter ‘bis es Pesaḥ ist’ sei zu verstehen, bis vor dem Pesaḥ, und einer ist der Ansicht, bis Pesaḥ vorüber istNicht aber darüber, ob, wenn noch ähnlich zu bezeichnende Tage folgen, diese einbegriffen sind..
"
Kiddushin 65a:7,"<sup>x</sup><b>S</b><small>AGT JEMAND ZU EINER</small> F<small>RAU</small>: <small>ICH HABE DICH MIR ANGETRAUT</small>, <small>UND SIE SAGT</small>: <small>DU HAST MICH NICHT ANGETRAUT</small>, <small>SO SIND IHM IHRE</small> V<small>ERWANDTEN</small>Die nahen Blutsverwandten, die als Inzest verboten sind; cf. Lev. Kap. 20.<small>VERBOTEN</small>, <small>IHR ABER SEINE</small> V<small>ERWANDTEN ERLAUBT</small>; <small>SAGT SIE</small>: <small>DU HAST DIR MICH ANGETRAUT</small>, <small>UND ER SAGT</small>: <small>ICH HABE DICH MIR NICHT ANGETRAUT</small>, <small>SO SIND IHM IHRE</small> V<small>ERWANDTEN ERLAUBT</small>, <small>IHR ABER SEINE</small> V<small>ERWANDTEN VERBOTEN</small>. 
"
Kiddushin 65a:8,"[W<small>ENN ER SAGT</small>:] <small>ICH HABE DICH MIR ANGETRAUT</small>, <small>UND SIE SAGT</small>: <small>DU HAST DIR MEINE</small> T<small>OCHTER ANGETRAUT</small>, <small>SO SIND IHM DIE</small> V<small>ERWANDTEN DER</small> G<small>ROSSEN</small>Der Mutter bezw. der Tochter.<small>VERBOTEN</small>, <small>DER</small> G<small>ROSSEN SEINE</small> V<small>ERWANDTEN ERLAUBT</small>, <small>IHM DIE</small> V<small>ERWANDTEN DER</small> K<small>LEINEN</small>Der Mutter bezw. der Tochter.<small>ERLAUBT</small>, <small>UND DER</small> K<small>LEINEN SEINE</small> V<small>ERWANDTEN ERLAUBT</small>. 
"
Kiddushin 65a:9,"<sup>xi</sup>[W<small>ENN ER SAGT</small>:] <small>ICH HABE MIR DEINE</small> T<small>OCHTER ANGETRAUT</small>, <small>UND SIE SAGT</small>: <small>DU HAST DIR MICH ANGETRAUT</small>, <small>SO SIND IHM DIE</small> V<small>ERWANDTEN DER</small> K<small>LEINEN VERBOTEN</small>, <small>DER</small> K<small>LEINEN SEINE</small> V<small>ERWANDTEN ERLAUBT</small>, <small>IHM DIE</small> V<small>ERWANDTEN DER</small> G<small>ROSSEN ERLAUBT</small>, <small>UND DER</small> G<small>ROSSEN SEINE</small> V<small>ERWANDTEN VERBOTEN</small>.
"
Kiddushin 65a:10,"GEMARA. W<small>ENN JEMAND ZU EINER</small> F<small>RAU SAGT</small>: <small>ICH HABE DICH MIR ANGETRAUT</small> &amp;<small>C</small>. Und [beide Fälle] sind nötig. Würde er esDaß derjenige, der angetraut zu sein behauptet, dem Gesetze der Blutsverwandschaft unterworfen ist, nicht aber der andere.nur von ihm gelehrt haben, so könnte man glauben, da diesDaß durch seine Behauptung ihm ihre Verwandten verboten werden.einem Manne gleichgültig ist, so sagt er es hin, 
"
Kiddushin 65a:11,"sie aber würde es, wenn es nicht wahr wäre, nicht gesagt haben, somit sollten auch ihm ihre Verwandten verboten sein, so lehrt er uns.
"
Kiddushin 65a:12,"I<small>CH HABE DICH MIR ANGETRAUT</small>, <small>UND SIE SAGT</small> &amp;<small>C</small>. Wozu ist dies weiter nötig? – Dies ist nötig. Man könnte glauben, nach der Tora hat zwar der Allbarmherzige nur den Vater als glaubhaftCf. supra Fol. 64a.erachtet, rabbanitisch aber sei auch sie glaubhaft und ihre Tochter durch ihre WorteSeinen Verwandten.verboten, so lehrt er uns.
"
Kiddushin 65a:13,"I<small>CH HABE MIR DEINE</small> T<small>OCHTER ANGETRAUT</small> &amp;<small>C</small>. Wozu ist dies weiter nötig? Da er das eine lehrt, lehrt er auch das andere.
"
Kiddushin 65a:14,"Es wurde gelehrt: Rabh sagt, man zwingeIhr einen Scheidebrief zu geben.ihn, und Šemuél saet, man bitte ihn. Worauf bezieht sich dies: wenn auf den Anfangsatz, so ist da ja weder zu zwingenSie ist seinen Verwandten erlaubt u. benötigt keines Scheidebriefes von ihm.noch zu bitten, und wenn auf den Schlußsatz, so ist es wohl gelten zu lassen, 
"
Kiddushin 65a:15,"daß man ihnDamit sie heiraten dürfe.bitte, wieso aber zwinge man ihn, er kann ja sagen, er wolle nicht, daß ihm ihre Verwandten verbotenDadurch, daß er ihr einen Scheidebrief gibt.werden!? – 
"
Kiddushin 65a:16,"Vielmehr, diese Lehren beziehen sich auf einander: Šemuél sagte, man bitte ihn, ihr einen Scheidebrief zu geben, und hierzu sagte Rabh, wenn er ihr freiwillig einen ScheidebriefWomit er bekundet, daß er sie sich tatsächlich angetraut habe.gegeben hat, zwinge man ihn, ihr die Morgengabe zu geben. 
"
Kiddushin 65a:17,"Es wurde auch gelehrt: R. Aḥa b. Ada sagte im Namen Rabhs, und manche sagen, R. Aḥa b. Ada im Namen R. Hamnunas im Namen Rabhs: Man zwinge und bitte ihn. – Beides!? – Er meint es wie folgt: man bitte ihn, ihr einen Scheidebrief zu geben, und wenn er ihn ihr freiwillig gegeben hat, zwinge man ihn, ihr die Morgengabe zu geben.
"
Kiddushin 65a:18,"R. Jehuda sagte: Wenn jemand sich [eine Frau] vor einem einzelnen Zeugen angetraut hat, so ist seine Antrauung nicht zu berücksichtigen. Man fragte R. Jehuda: Wie ist es, wenn beide esDaß die Aussage des Zeugen wahr sei.zugeben? ‘Ja’ und ‘nein’; er schwankte. Es wurde gelehrt: R. Naḥman sagte im Namen Šemuéls: Wenn jemand sich [eine Frau] vor einem einzelnen Zeugen antraut, so ist seine Antrauung nicht zu berücksichtigen, selbst wenn beide es zugeben. 
"
Kiddushin 65a:19,"Raba wandte gegen R. Naḥman ein: Wenn jemand zu einer Frau sagt: ich habe dich mir angetraut, und sie sagt: du hast mich dir nicht angetraut, so sind ihm ihre Verwandten verboten, ihr aber seine Verwandten erlaubt. Sind Zeugen vorhanden, wieso sind ihr seine Verwandten erlaubt, und sind keine Zeugen vorhanden, wieso sind ihm ihre VerwandtenDie Antrauung ist ja ungültig. verboten!? Doch wohl, wenn ein einzelner Zeuge vorhanden ist. – 
"
Kiddushin 65a:20,"Hier wird von dem Falle gesprochen, wenn er zu ihr sagt: ich habe dich mir vor jenem und jenem angetraut, und sie nach dem Überseelande verreist sind. 
"
Kiddushin 65a:21,"Er wandte gegen ihn ein: Wenn jemand sich von seiner Frau scheiden ließ und sie darauf mit ihm in einer Herberge übernachtet, so benötigt sie von ihm, wie die Schule Šammajs sagt, keines anderen Scheidebriefes, und wie die Schule Hillels sagt, eines anderen Scheidebriefes. In welchem Falle: sind ZeugenDie den Beischlaf (zur Antrauung) bekunden.vorhanden, was ist der Grund der Schule Šammajs, und sind keine Zeugen vorhanden, was ist der Grund der Schule Hillels!? Doch wohl, wenn ein einzelner Zeuge vorhanden ist. – 
"
Kiddushin 65a:22,"Wie ist, nach deiner Auffassung, der Schlußsatz zu erklären: sie stimmen überein, daß, wenn sie aus der Verlobung geschieden worden ist, sie keines anderen Scheidebriefes von ihm benötige, weil er mit ihr nicht vertraut ist. Wenn man sagt, ein einzelner Zeuge sei glaubhaft, so ist es ja einerlei, ob es nach der Verlobung oder nach der Heirat erfolgtEs ist ja festgestellt, daß er ihr tatsächlich beigewohnt habe, u. der angeführte Grund ist hinfällig.ist!? 
"
Kiddushin 65a:23,"Hier wird vielmehr von dem Falle gesprochen, wenn Zeugen des Beisammenseins und keine Zeugen des Beischlafes vorhanden sind. Die Schule Šammajs ist der Ansicht, 
"
Kiddushin 65b:1,"wir sagen nicht, die Zeugen des Beisammenseins seien auch Zeugen des Beischlafs, und die Schule Hillels ist der Ansicht, wir sagen, die Zeugen des Beisammenseins seien auchDa er mit ihr vertraut ist, so ist anzunehmen, daß auch eine Begattung erfolgt ist.Zeugen des Beischlafs. Sie stimmen aber überein, daß, wenn sie aus der Verlobung geschieden worden ist, wir nicht sagen, die Zeugen des Beisammenseins seien auch Zeugen des Beischlafs, weil er mit ihr nicht vertraut ist.
"
