1:1	אמרו רז״ל. אבות פ״ד מי״ג, ועי׳ חזית פ׳ טוב שם משמן טוב,
25:55	והקטיר את הבזיכין בשבת כיצד יעשה. במשנה הגי׳ והקטיר את הבזיכין בשבת פסולה, ורשם הגאון הרי״ב בצדו עיין רש״י ביומא כ״ט ע״ב דמוחק זה והעיד כך בשם הר״ח דלא גרסי פסולה עכ״ל ויש להביא ראיה כי גם רבינו טוביה לא גריס כן במשנה ושם במשנה הגי׳ ימים רבים.
25:56	ותנן נמי ארבעה כהנים. משנה מנחות צ״ט ע״ב.
25:57	הנכנסים והיוצאים. במשנה המכניסים והמוציאין.
25:58	בתוך טפחו של זה. במשנה כנגד טפחו של זה. ונרשם בצדו בשבת קל״ג ע״א ומנחות ז׳ ע״ב איתא בצד טפחו של זה.
25:59	ר׳ יוסי אומר. עד תניא ר׳ יוסי אומר נשמט בכ״י פלארענץ ע״י שגגת המעתיק.
25:60	תניא ר׳ יוסי אומר. מנחות שם.
25:61	אמר ר׳ אמי. שם.
25:62	שאל בן דמא. שם.
25:63	את רבי יהושע. כ״ה גם בכ״י פ״ב. ובגמרא ובכ״י פלארענץ הגי׳ את רבי ישמעאל.
25:64	תנן התם שבעה קני המנורה. מנחות כ״ח ע״א במשנה.
25:65	מ״ט הויה כתיב בהו. גמרא שם ופירש״י הויה כתיב בהו כפתוריהם וקנותם ממנה יהיו (שמות כה).
25:66	תנו רבנן. גמרא שם ותוספתא חולין פ״א.
25:67	הגרוטאות. רש״י כתב זהב שבור. ובאמת המלה יונית ********* ופי׳ שברי כלי מתכות עיין ערוך.
25:68	אמר שמואל משמיה דסבא. מנחות כ״ח ע״ב ושם גרסי׳ גבהה של מנורה וברייתא דמלאכת המשכן פ״י ורש״י עה״ת ובכ״י פלארענץ בטעות משמיה דרבא. ויש שינוי גדול בין גי׳ רבינו לגי׳ הגמ׳ שלגי׳ רבינו כל מקום חלק היה טפחיים וטפחיים חלק שבין ג׳ טפחים האחרונים ובין טפח כפתר ושני קנים האחרונים לא גרס ולגי׳ הגמ׳ אינו כן ע״ש.
25:69	כמין כוסות אלכסנדריים. פירש״י שנעשה באלכסנדריא של מצרים וארוכין וקצרים הן.
25:70	כמין תפוחי הברותין. בגמרא שם כמין תפוחי הברתיים רש״י גורס הכרתים וכתב שם מקום. וגם בילקוט רמז שס״ט הגי׳ הכרתים. ובמנחות ס״ג ע״א הגי׳ תפוחי הברתים. ובערוך ערך תפוח הביא המאמר הזה וגורס תפותי הברייתס, ופי׳ כמין תפוחי הברייתם שרחבן יתר על עביין.
25:71	במנחות. דף כ״ח ע״ב.
25:72	כדמתרץ בגמרא. שם.
25:73	כנגד ז׳ ימי בראשית. עיין רבינו בתיי.
25:74	כמו ותעל משאת העיר השמימה. וכן מובא בכ״י פ״ב וכ״י פלארענץ ואין זה לשון הכתוב. רק ותעל שועת העיר השמים (ש״א ה יב) ויש לתקן והנה עלה כליל העיר השמימה (שופטים כ מ).
25:75	מלמד שכולם. מגילה כ״א ע״ב ועיין מנחות צ״ח ע״ב:
26:1	כנגד עשרת הדברות. עיין רבינו בחיי.
26:2	חוטן כפול ששה. יומא ע״א ע״ב וברייתא דמלאכת המשכן פ״ב.
26:3	במחט ולא בלולאות. עיין ברש״י עה״ת.
26:4	נראים היו הקרסים בלולאות ככוכבים ברקיע. עיין שמ״ר סוף פ׳ תרומה א״ר חייא בר אבא מלמד שהיו קרסי זהב נראין במשכן ככוכבים הנראים ברקיע ועיין ירושלמי מגילה פ״א הי״ב. ושבת צ״ט ריש ע״א ונראין קרסין בלולאות ככוכבים ברקיע. ועיין פסיקתא פסקא ויהי ביום כלות ובהערה פ״ה.
26:5	תחש שהיה בימי משה. עיין שבת כ״ח ע״ב.
26:6	ומתרגמינן ססגונא ששש בגוונים הרבה. עיין שבת כ״ח ע״א.<br>ו. מכל מיני ארז. עיין תנחומא.
26:7	שיהו מעמידין אותן. יומא ע״ב ע״א.
26:8	ד״א. שם.
26:9	ד״א. שם.
26:10	למדנו לגובהו. וכ״ה ברש״י עה״ת.
26:11	למדנו שרוחב המשכן. וז״ל רש״י למדנו ארכו של משכן לעשרים קרשים שהיו בצפון ובדרום מן המזרח למערב שלשים אמה.
26:12	תנו רבנן קרשים מלמטן. שבת צ״ח ע״ב וע״ש בפירש״י על כל המאמר.
26:13	דלא לייתא נסרא. פירש״י קרש אחד משני חתיכות.
26:14	שהרי עוביה הקרשים הוספת רבינו.
26:15	לר׳ נחמי׳ מיכסא אמה דקרשים. צ״ל לרבי נחמי׳ מיגליא אמה דאדנים כמו שהוא בגמרא שם וע״ש בפירש״י ׳ ורבינו לא הביא דעת רבי יהודה.
26:16	ומסתברא מילתיה דר׳ נחמי׳ הוספת רבינו.
26:17	שדי פותייהו לאורכא. שם.
26:18	שהרי יריעות המשכן. הוספת רבינו.
26:19	וגדולה חכמה. שבת צ״ט ע״א.
26:20	תנא דבי ר׳ ישמעאל. שבת צ״ח סע״ב.
26:21	דאתי פותיא. שבח צ״ח ע״ב.
26:22	שהקרש אמה וחצי אמה. עיין רש״י בפי׳ עה״ת.
26:23	אלו הבריחים היו באין. עיין רש״י עה״ת.
26:24	זה היה מעשה נס. עי׳ שבת צ״ח ע״ב ובתוס׳ שם ד״ה תנא בנס היו עומדים.
26:25	ועשית את הקרשים למשכן. ענינו בפסוק ט״ו כי שם מקומו של הדרשה הזאת.
26:26	תנו רבנן כל הכלים. מנחות צ״ת ע״א:
27:1	אלו הפסקתרין. וכן ת״א פסכתרותיה. והמלה יונית ******* ופי׳ יורה.
27:2	במס׳ תמיד. פ״ה מ״ה דף ל״ג ע״א. והמאמר הזה מובא בערוך ערך פסקטר והרמ״ל הציג רשימת הדף אחר מלת בשבת ובאמת יש לרשום אחר מלת בתמיד ומלת בשבת מוסב למטה בשבת כופה עליה פסקטר וכן יש לתקן בערוך שם בסיפא בריש צו. צ״ל בספרא.
27:3	ויעיו. הוספתי ונמצא לנכון בכ״י פלארענץ.
27:4	אלו צינורותיו. וכן ת״א והוא שהביא רש״י עה״ת ובלשון חכמים (יומא י״ב) צנוריות.<br>ד. שבהן מהפך. עיין בפירש״י עה״ת.
27:5	להקטרה. עי׳ רש״י עה״ת.
27:6	ד״א ומזרקותיו לקבל הדם. וכן הביא רש״י לקבל בהם דם הזבחים.
27:7	זה הסובב. זבחים ס״ב ע״א ועיין רש״י עה״ת.
27:8	המשכן בקצה החמשים. עיין עירובין כ״ג ע״ב וברש״י עה״ת פסוק י״ח.
27:9	אלו הסיכין. פי׳ יתדות, ויתד תהיה לך תרגם וסיכא תהוי לך:
27:10	אדונינו ומורינו. בכ״י פלארענץ כתוב טוביהו בנו של ר׳ אליעזר הרב הגדול ז״ל אמר משום אביו. ובכ״י שלפנינו הוסיפו המעתיקים התוארים ועיין מה שכתבתי במבוא.
27:11	ואם תאמר תורק לשון נקבה כו׳ אלא השמן ששמו תורק. בפירושו לשה״ש כתב יד הביא וז״ל שמן תורק אבא מרי ז״ל פי׳ הוא שם שמן שריחו טוב למאור לפי שלא נאמר שמן יורק ששמן לשון זכר וגם השם לשון זכר לכך נאמר [שמן תורק] כי תורק הוא שם השמן.
27:12	אין צווי אלא מיד. ספרא צו וסוף אמור קדושין כ״ט ספרי ריש במדבר ומובא בילקוט תצוה רמז שע״ז, והזהיר פ׳ ע״א.
27:13	אתה גזבר על הדבר. ספרא פ׳ אמור ותנחומא תצוה, והזהיר שם וכן דף צ״ט ע״א.
27:14	בנוהג שבעולם. תנחומא תצוה ומובא בילקוט רמז שע״ח. ובס׳ והזהיר צ״ט ע״א.
27:15	ולמה כן. כן מובא גם בס׳ והזהיר.
27:16	א״ר ברכיה ברבי. תנחומא שם ובילקוט המאמר קטוע ומובא בס׳ והזהיר שם.
27:17	א״ר יוחנן. תנחומא שם. וילקוט שם. והזהיר צ״ט ע״ב ובכ״י פלארענץ אמר ר׳. וחסר השם. יוחנן״.
27:18	אמר ר׳ אבין הלוי ברבי. תנחומא וילקוט והזהיר. ועי׳ פסיקתא קומי אורי דף קמ״ה ע״ב א״ר לוי בנוהג שבעולם וע״ש בהערה ל״ה מה שהעירותי בזה.
27:19	שלא יטעך יצרך. תנחומא וילקוט והזהיר.
27:20	בנוהג שבעולם. תנחומא וילקוט והזהיר.
27:21	את מוצא מי שהוא נתון בחושך. תנחומא וילקוט והזהיר.
27:22	א״ר יהודה בר׳ אלעאי. וכ״ה בילקוט שם רמז שע״ח וכן בוהזהיר דף ק׳ ע״א. ובתנחומא לפנינו א״ר יהודה בר׳ אלעזר, יש לתקן בר׳ אלעאי.
27:23	השמש הזה. בתנחומא בטעות היום הזה ובס׳ והזהיר יש לתקן במקום בתוך חיקו צ״ל תיקו.
27:24	כיצד עושין את השמן. תנחומא והזהיר, ועי׳ מנחות פ״ו ע״א במשנה.
27:25	שנו רבותינו. כ״ה גם בס׳ והזהיר ובתנחומא ליתא המלות ״שנו רבותינו״.
27:26	שלא כשמן הבדדים. מנחות שם ועיין רש״י עה״ת כותש במכתשת ואינו טוחנן ברחים.
27:27	תן לו מדה. מנחות פ״ט ע״א:
28:1	כל מקום שנאמר לי. תנחומא וילקוט רמז שע״ט.
28:2	כי הא דר׳ יוחנן. שבת קי״ג ע״א.<br>ב. מנהגו של עולם. ברכות מ׳ ע״א.
28:3	זה בגד העליון. עיין רש״י עה״ת.<br>ג. ת״ר שתי אבנים. סוטה ל״ו ע״א.
28:4	אודם אחמר. פטדה עקיק, ברקת זעפרן, נפך כחבלי, ספיר זמורד, יהלום גיאאר, לשם בלטאר, שבו אספר, ואחלמה טיפאג, תרשיש פרתזיג, שהם בוגיר, ישפה מאבצר, כל אלה לשון ערבי הם. אין ספק שדבריו נובעים מתרגום שה״ש בפ׳ ידיו גלילי זהב. ונמצא איזה שינויים. אחמר כ״ה בתרגום שם. וכן מובא במוספי ערך אחמר בשם התרגום. ובדברי המוספי יש לתקן במקום בפסוק לחייו כערוגת הבושם, צ״ל בפסוק ידיו גלילי זהב. והמלה הזאת אחמר היא ערבית וטעמו אדום עי׳ רד״ק בשרשים שרש חמר ועיין כתר כהונה שכתב אחמר אבן יקרה וענינה אדום וכן שמה בלשון ערבי וכן הביא ידידי הרב החוקר הגדול מהר״א יעללינעק במחברתו שפת חכמים. וגם ידידי הבלשן הגדול הרב דר׳ קאהוט בספרו ערוך השלם: עקיק וכן היא בתרגום שה״ש שם. וכן הביא המתורגמן והמוספי את דברי התרגום וגם המלה הזאת עקיק היא ערבית והקבוץ עקאיק והיא אבן קרענעאל, וכן הביא הרב דר׳ יעללינעק במחברתו שם שהיא ערבית. זעפרן. בתרגום שה״ש שם לוי גליף על ברקן ועפרן. פה הביא ב׳ אבנים יחד, ומלת ברקן היא מיותר ויש למחוק מן הספר, והוסיף אחד המעתיקים כמו שמצא בת״א על ברקת ובמקום ועפרן צ״ל זעפרן כמו שהביא לנכון רבינו טוביה, ואין ספק שכן היה לפניו בתרגום והנוסחא שלפנינו בתרגום הטעה את המתורגמן ואחריו בעל המוספי שהביאו המלה בערך עפרן כאולי הוא משמות האבנים. וגם ידידי התכם הכולל דר׳ לעווי בספרו אוצר לשון ארמי ערך עפרן נבוך בזה. והמלה זעפרן היא מלה פרסית זעפראני ********* (געלבער שטיין) וכן נמצא המלה בת״י ויקרא ט״ו י״ט. כחבלי יש לתקן כמו שהוא בתרגום שה״ש כחלי ומובא במתורגמן והמוספי לא הביאה וגם המלה הזאת היא ערבית. זמורד. ובתרגום שה״ש אזמורד המוספי לא הביאה והיא ג״כ מלה ערבית והיא אבן *******. עיין מה שכתבתי בהערות שלי לפסקא שקלים הערה קכ״א ובאשר העירני ידידי הרב החכם והחוקר הנפלא דר׳ קאהוט העתיק כן ר׳ יעקב בן יוסף טאוס בהעתקת התורה בלשון פרסי את אבן ספיר (שמות כח יח). גיאאר. ובתרגום שם גיהר ומובא במוספי ערך גהר בשם התרגום. בעל כתר כהונה כתב בלשון ערבי פי׳ מרגליות והחכם הגדול דר׳ לעווי כתב ג״כ שהיא ערבית. וכן כתב כן ידידי הרב דר׳ יעללינעק וכן הוא דעת ידידי הרב דר׳ קאהוט במכתבו אלי שהמלה פרסית גוהר ופי׳ אבן טוב. בלטאר בתרגום שה״ש שם דן גליף על ברלא המוספי לא הביא את התרגום הזה רק שהם (שמות כח כ) תרג׳ בורלא והוא בת״א וכתב מין אבן טובה בל״י ****).**********. ורציתי להגיה כן בדברי רבינו טוביה בלקחו הטוב. שצ״ל ברלא בהיפוך האותיות ובהשמטת אות ט׳ אולם כאשר העירני ידידי דר׳ קאהוט יש לקיים גי׳ רבינו טוביה אך בתיקון קטן במקום בלטאר צ״ל לבטאר ובי״ת במקום הברה ארוכה והיא המלה הפרסית לאטאר והיא אבן ***** וכן העתיק ר׳ יעקב בן יוסף טאוס מלת יהלום (שמות שם). אספר וכן הוא בתרגום שה״ש שם והוא בלשון עברי ספיר וגם ביוני ********** וכן בלשון פרסי ******* והוא אבן *******. טיפאג ובתרגום שה״ש שם טבאג ומובא במוספי ערך טבאג בשם התרגום. וכתב פי׳ מין אבן טובה וכאשר העירני ידידי דר׳ קאהוט טובאז בלשון פרסי ותורקי, וביוני*******, היא אבן *****׳. פרתזיג. ובתרגום שה״ש שם פרוזג וכן הביא המוספי בשם התרגום בערך פרזג וכן יש לתקן לפנינו ולמחוק אות ת׳ והיא המלה הערבית פירוזג ובלשון פרסי פירוזה והיא אבן *****. וכן העתיק ר׳ יעקב בן יוסף טאוס מלת נפך (שמות שם). בוגיר בתרגום שה״ש שם מריבג והביאה המוספי ולא באר הוראתה וקשה למצוא פתרון, לדעת ידידי דר׳ קאהוט צ״ל בוליר והוא בלשון פרסי אבן ******* ונמצא בהפוך האותיות ברלא. אולם זה לא שוה לי כי במלת בוגיר נמצא האותיות מן מריבג רק במ״ם היתרון. מאבצר. ובתרגום שה״ש אפנטור ומובא במוספי ערך אפנטר וכן רציתי להגיה לפנינו. אולם לדעת ידידי דר׳ קאהוט צ״ל מרבארץ באותיות הפוכות כי מזארץ בלשון פרסי הוראתה פנינים וכן העתיק ר׳ יעקב בן יוסף טאוס מלת תרשיש (שמות כח).
28:5	כל אלה לשון ערבי הם. ובכ״י פ״ב חסר כל זה מן אודם אחמר עד כל אלה לשון ערבי הם שהשמיט המעתיק ונמצא גם בכ״י פלארענץ.
28:6	ת״ר כיצד היו שואלין באורים ותומים. יומא ע״ג ע״א.
28:7	כה אמר ה׳ עלה והצלח. אין זה לשון הכתוב רק ויאמר אליו עלה והצלח (מ״א כב טו) ועין מהרש״א בח״א.
28:8	כיצד נעשית. שם ע״ג ע״ב.
28:9	ע׳ משמעון. וכן פירש״י שם.
28:10	ואין שואלין להדיוט. שם ע״א ע״ב במשנה.<br>י. מיכן אמרו חכמים. יומא ל״ה ע״ב.
28:11	המכנסים עד הירכים היו מגיעים. נדה י״ג סע״ב.
28:12	כמו פלנייא. בגמרא שם כמין פמילניא והערוך ערך פלניא הביא הגי׳ כמין פלנייא וכתב ס״א פמלניא וע״ש בדברי המוספי ורמ״ל בהערה, ובכ״י פלארענץ בטעות מגיעין כמיפליא.<br>יב. והוא של כלאים. עי׳ יומא י״ב ע״ב ושם ס״ט ע״א.
28:13	שש כיתנא. יומא ע״א ע״ב.
28:14	כמו שנולדו. עיין ברש״י ובמבאר.
28:15	למו נקרא חשן משפט. עיין רש״י עה״ת גם בפסוק ט״ו חשן משפט.
28:16	כמו מנטיל הלובשים אנשי צרפת בכ״י פלארענץ כמו מנטיל שלובשין אותו אנשי מקומינו. ועיין במבוא מה שהעירותי בזה.
28:17	כמו הם שבעים רמונים ושבעים זגין. עיין זבחים פ״ח ע״ב.
28:18	וחלולין היו. עי׳ במבאר עה״ת.
28:19	וזה נס גדול היה. עיין במבאר שם.
28:20	ויש אומרים. עיין במבאר שם.
28:21	אמר רבותינו. סוכה ה׳ ע״א.
28:22	ואמרו רבותינו. סוטה מ״ח ע״ב.
28:23	כיצד היה עושה. עיין רש״י ורמב״ן ובהמבאר.
28:24	שמתרגם שבח כובעיא. פארי המגבעות (שמות לט כח) ת״א וית שבח קובעיא.
28:25	והיה שערו נראה. זבחים י״ט ע״א וע״ב.
28:26	שלא יסיח דעתו. שבת י״ב ע״א.
28:27	במס׳ יומא. דף ע״א ע״ב.<br>כז. אמרו רבותינו. יומא ע״ב ע״ב.
28:28	במס׳ נדה. דף י״ג סע״ב.
28:29	מלמד. וכן הביא רש״י הא למדת שהמשמש מחוסר בגדים במיתה. ועיין סנהדרין פ״ג ע״ב ותוס׳ ד״ה אין:
29:1	איזה דבר. עיין תנחומא תצוה סוף אות י״ב ד״א ואתה תעמוד [צ״ל ותעמוד] ומוסב על הכתוב כוננת ארץ ותעמוד (תהלים קיט צ) בדבריך באיזה דבר שדברת לאהרן שתהא הכהונה מתבוססת בידו ובכ״י פ״ב שתהא הכהונה בידו קיימת ובכ״י פלארענץ שתהא הכהונה מתבוססת בידו וקיימה. ובס׳ והזהיר שתהא הכהונה מתבוססת בידו קיימה.
29:2	להם אתה עושה. תנחומא שם ריש אות י״ג וס׳ והזהיר שם.
29:3	התחיל מלמדן. תנחומא שם והזהיר שם.
29:4	בעולם הזה. עי׳ תנחומא והזהיר.
29:5	במקח ולא בגזל. שם.
29:6	הרי שלשה. שם.
29:7	שלשת הררי עולם. אברהם יצחק ויעקב.
29:8	בזכות לחם מצות. תנחומא. ושם נוסף א״ר הונא בר אבא בשעה שהיו הקרבנות קרימן היתה סאה ארכלית [צ״ל ארבלית] עושה סאה סולת. והוא מירושלמי פאה פ״ז ה״ג וכן מובא זה בס׳ והזהיר שם.
29:9	מזבח מ׳ מחילה. בתנחומא הוא בשם ר׳ חייא בר אבא שאמר אפילו עקרו של מזבח לשם כפרתן של ישראל נעשה. ודברי התנחומא מובא בילקוט חבקוק רמז תקס״ה וכן בס׳ והזהיר ק׳ ע״ב.
29:10	ברכה לישראל. וכ״ה בילקוט בשם התנחומא ובס׳ והזהיר. אבל בתנתומא לפנינו ברכה שמברכת את כל המינין והיא גי׳ מאוחרת.
29:11	בזכות לחם הפנים. בתנחומא ובילקוט בזכות שתי הלחם ולחם הפנים היו מברכין את הלתם ועיין ר״ה ט״ז ע״א.
29:12	בזכות בכורים היה מברך כל מיני אילנות. כ״ה בילקוט ובס׳ והזהיר. אבל בתנחומא לפנינו היו מברכין את פירות הארץ.
29:13	בזכות נסוך היין הי׳ מברך כל הגפנים. זה חסר בתנחומא ובס׳ והזהיר. ובס׳ והזהיר שם מובא עוד ועל בגדי כהונה היה מתברך כל מיני לבושים.
29:14	משבטל לחם הפנים. תנחומא וס׳ והזהיר.
29:15	אכול ולא לשבעה. צ״ל ואין לשבעה.
29:16	ארשב״ג. תנחומא וס׳ והזהיר. ועיין סוטה מ״ת ע״א במשנה.
29:17	א״ר יהודה בר אלעאי. תנחומא שם, ובס׳ והזהיר בטעות בר׳ אלעזר ועיין פסיקתא פסקא דברי ירמיה דף קי״ד ע״א ושם הוא בשם ר׳ זעירא ונשנה בירושלמי תענית פ״ד ה״ה, ובפתיתתא דאיכה ובילקוט דניאל רמז אלף ס״ו, כמו שרשמתי שם בהערה פ״א.<br>יז. מלמד שלא יהא. יומא כ״ג ע״ב וע״ש כ״ה ע״א.
29:18	ואח״כ מושחו כמין כ״י יוני כמו שקורין היונים כ׳ כפא. כמין כ״י יונית הוא בגמרא כריתות ה׳ ע״ב. ורבינו הוסיף כמו שקורין היונים כ׳ כפ״א ועיין רש״י עה״ת (שמות כט ב וז), ועיין מנחות ע״ה ע״א ובתוס׳ שם ד״ה כמין כי וברש״י כריתות שם. ועיין בנה״ש ובבוצר עוללת ובערוך ערך כי.<br>יח. דם מהפר, עיין יומא מ״ת ע״ב זבחים כ״ה ע״ב.
29:19	אורים שבהם. יומא ע״ג ע״ב.<br>יט. דתנן. ריש יומא במשנה.
29:20	הכהנים אוכלין. פסחים נ״ט ע״ב וש״נ.<br>כ. שאם חסר. עי׳ ברש״י עה״ת ועיין יומא ה׳ ע״א ככה עיכובא.
29:21	שומע אני בין ראוי. עי׳ זבחים פ״ג ע״ב וברש״י עה״ת.
29:22	נגד היום. תמיד ל״א ע״ב פסיקתא את קרבני ס״א ע״ב.
29:23	דתנן תמיד של שחרית. שם.
29:24	מה כתית. מנחות פ״ו ע״ב.
29:25	אמרו רבותינו שנתות היה בהין. משנה מנחות פ״ז ע״ב שבת פ׳ ע״ב ב״ב פ״ז ע״ב ועי׳ תוס׳ מנחות שם ד״ה שנתות ׳ ובערוך ערך שנתות הביא המאמר הזה ופי׳ סמניות כגון שינים שעושין בחתיכות עץ זכרון חשבון שינים כן שינים בולטין ויוצאין בתוך ההין, והרמ״ל ציין על המאמר ״ילקוט שמות״ ולא ירע ונעלם ממנו מקורו שרשמתי.
29:26	זה מעשה נדב ואביהוא. זבחים קט״ו ע״ב וע״ש בפירש״י:
30:1	זה מזבח הזהב. וכן כתב רש״י להעלות עליו קטור עשן סמים ובברייתא דמלאכת המשכן פי״א ג׳ שמות נקרא לו מזבח הקטרת מזבח הזהב מזבח הפנימי.
30:2	זה זר שלישי. עפ״י מאמרם יומא ע״ב ע״ב א״ר יוחנן שלשה זירים הן של מזבח ושל ארון ושל שלחן השלישי זכה דוד ונוטלו פירש״י זיר של שלחן סימן לכתר מלכות שהשלחן הוא סימן לעושר מלכים.
30:3	לפי שאין ישיבה בעזרה. יומא כ״ה ע״א ושם נסמן.
30:4	שיהא נתון לפני הפרוכת מבחוץ. עיין ברש״י עה״ת.
30:5	וכה״א ותעל משאת העיר השמימה. וכן מובא בכ״י פלארענץ. בקרא והנה עלה כליל העיר השמימה.
30:6	כתיב טוב פת חרבה ושלוה. בכ״י כתוב טוב ארוחת ירק ואהבה שם מבית מלא זבחי ריב, הרכיב המעתיק שני כתובים והגהתי טוב פת חרבה ושלוה בה מבית מלא זבחי ריב ובכ״י פ״ב מתחיל בפסוק כתיב טוב ארוחת ירק ואהבה שם משור אבוס ושנאה בו (משלי טו יז) ובכ״י פלארענץ מתתיל ג״כ רק התחלת הכתוב טוב ארוחת ירק ואהבה שם וגו׳, לכן אין ספק שהיה כתוב גם בכ״י שלפנינו התחלת הכתוב והמעתיק סיים בטעות מבית מלא זבחי ריב.
30:7	בוא וראה שהזהיר הקב״ה את ישראל. וכן בס׳ והזהיר דף ק״א ע״א מתחיל ריש כי תשא והזהיר הקב״ה את ישראל לשקול שקליהם שנאמר ונתנו איש כופר נפשו.<br>ז. שהרי נאמר בשור. מנחות ק״י ע״א.
30:8	תנן התם. שקלים פ״א מ״א.
30:9	ומאי משמיעין מכריזין דכתיב ויצו משה ויעבירו קול במחנה. בירושלמי שקלים פ״א ה״א (דף מ״ה ע״ד) איתא מהו משמיעין רב הונא אמר מכריזין המד״א ויתנו קול ביהודה ובירושלים (דה״ב כד ט).
30:10	ולמה אמרו באחד באדר. ירושלמי שם.
30:11	ועל הכלאים. ירושלמי שם.
30:12	ולמה אמרו בשלשה פרקים. ירושלמי שם.
30:13	כדי לעשות פרסום לדבר. בירושלמי שם כדי לעשות פומבי לדבר.
30:14	ר׳ בשם ר׳ שמעון בר נחמן. בכ״י פ״ב ר׳ בשם ר׳ ישמעאל בר נחמני ובכ״י פלארענץ ר׳ בשם ר׳ שמואל בר נחמן, ובירושלמי שם הגי׳ ר׳ חגי בשם ר׳ שמואל בר נחמן ובילקוט תרומה רמז שס״ג ר׳ שמואל בר נחמני אמר.
30:15	ותרומת המשכן. בירושלמי שם סיים דבר אל בני ישראל ויקחו לי תרומה זו תרומת אדנים, מאת כל איש אשר ידבנו לבו תקחו את תרומתי זו תרומת שקלים, וזאת התרומה אשר תקחו מאתם זו תרומת המשכן ועיין במפרשי הירושלמי וביפה מראה. ובילקוט ריש תרומה ויקחו לי תרומה זו תרומת שקלים חסר שורה שלימה וכצ״ל ויקחו לי תרומה זו [תרומת אדנים מאת כל איש אשר ידבנו לבו תקחו את תרומתי זו] תרומת שקלים.
30:16	רבי אומר עשר תרומות הן. ברייתא דמלאכת המשכן פרק א׳, ומובא בילקוט ריש תרומה.
30:17	תרומה גדולה כו׳. כ״ה גם בכ״י פ״ב וכ״י פלארענץ ובילקוט. רק בילקוט נמנה על סדר אחר, ובמקום תרומת נזיר נאמר שם תרומת שלמים והיא היא, ובברייתא דמלאכת המשכן חושב גם תרומת ח״ל ויהי׳ א״כ י״א במספרם אך הוא הוספה כי תרומת ח״ל הוא רק מדרבנן.
30:18	שש מהם ראשונים לכהנים. היינו עד תרומת תודה ועד בכלל. ובילקוט הגי׳ תרומה ותרומת מעשר חלה ובכורים ותרומת שלמים ותרומת תודה ותרומת הארץ לכהנים וללוים ולמקדש ולירושלים, יש לתקן שצ״ל ותרומת תודה [לכהנים] ואח״כ מתחיל ותרומת הארץ וכו׳, ובברייתא דמלאכת המשכן חושב גם ותרומת ח״ל לכהנים היינו מדרבנן כמו שכתבתי לעיל הערה י״ז. ובכ״י פ״ב הגי׳ חמשה הראשונים לבד תרומת הארץ לכהנים וללוים ולנתינים ולמקדש ולירושלים. צ״ל ששה הראשונים לכהנים לבד, ומן תרומת הארץ מוסב למטה לכהנים וללוים וכו׳.
30:19	ושמן המשחה. ליתא בברייתא במלאכת המשכן ובילקוט.
30:20	ומתקנין את הדרכים. במשנה שקלים שם שהביא בהתחלת המאמר.
30:21	ואלו הן צרכי הרבים. ירושלמי שם (דף מ״ו ע״א) וירושלמי מ״ק פ״א ה״ב (דף פ׳ ע״ב).
30:22	ומציינין על הקברות. הוא במשנה שם והסיום שהביא רבינו כדי שלא להרבות טומאה בישראל וכדי שלא לטמא כו׳ ליתא בירושלמי.
30:23	וכדי שלא לטמא את הטהרות. נשמט בכ״י פ״ב ונמצא לנכון בכ״י פלארענץ.
30:24	כדמפורש בב״ב. דף י׳ ע״ב, ועי׳ פסיקתא פסקא שקלים דף י״ב ע״ב.
30:25	בשעה שאמר. הוספתי כמו שהוא בכ״י פ״ב וכ״י פלארענץ.
30:26	א״ר מאיר. פסיקתא שקלים דף י״ט ע״א, ונשנה בירושלמי שקלים פ״א ה״ו וכן מובא בתנחומא כי תשא ובתנחומא נשא, ומדרש שו״ט מזמור צ״א ובמדרש במ״ר פי״ב, ועי׳ תוס׳ מנחות כ״ט ע״א ד״ה שלשה, ותוס׳ חולין מ״ב ע״א ד״ה זאת.
30:27	כמין מטבע של אש. בהערה קמ״ה לפסקא שקלים העירותי עפ״י מאמר זה יסד הקליר בפיוט לפרשת שקלים מעתיק פלוסים צורת מטבע כחז אבי חוזה כו׳. ועיין במפרש במחזורים ישנים שהביא את הפסיקתא. וכן בפיוט אומן בשמעו, כמין מטבע אש הראהו במחזה, וגם בפיוט אל מתנשא והראהו כמין מטבע של אש במחזה ונם הכל יתנו כזה.
30:28	ר׳ יהודה ור׳ נחמיה. נשנה בפסיקתא שקלים שם, ובירושלמי שקלים פ״ב ה״ד, ומובא גם בתנחומא תשא, אך בתנחומא מובא בלי שמות האומרים אבל בילקוט בשם התנחומא מובא שמות האומרים בראש.
30:29	ר׳ יהודה אומר. וכן ור׳ נחמי׳ אמר, הוספתי כמו שהוא לנכון בכ״י פ״ב ובירושלמי שם. ועי׳ בפסיקתא שם בהערה ק״נ, ובכ״י פלארענץ הגי׳ ר׳ יהודה ור׳ נחמי׳, חד אמר לפי שחטאו בחצי היום לפיכך יתנו מחצית השקל. ע״כ והשאר נשמט.
30:30	ר׳ יוחנן בן זכאי, בפסיקתא ובירושלמי ר׳ יהושע בר נחמי׳ אמר בשם ר׳ יוחנן בן זכאי וכן הוא בילקוט כי תשא בשם התנחומא, אולם בתנחומא שלפנינו ר׳ יוחנן אמר.
30:31	תנן התם. שקלים פ״ה מ״א.
