,,,,,,,
"Torat Menahem - Hitva'aduyyot 5742, vol. 1",New York 1990,from ocr,p. 4,"והנה עבודה זו היא ע״י הקהל ואחדות כל ישראל כמ״ש אתם נצבים היום גו', לפי שואהבת לרעך כמוך הוא כלל גדול בתורה. ועי״ז באים לאחדות דישראל והקב״ה, שזהו הפירוש הב׳ ברעך כפרש׳׳י דרעך זה הקב״ה. וכמ״ש רעך ורע אביך אל תעזוב זה הקב״ה שנקרא רע אביך כמ״ש אברהם אוהבי, ואהבה זו הוריש אברהם לכ״א מישראל. ועל ידי עבודה ויגיעה נעשה גם רעך, עד כמוך, שישראל וקוב״ה הם חד ממש, כמשל העוברים בברית. דענין זה נפעל ע״י השופר כמו שאומרים בפסוקי שופרות בחצוצרות וקול שופר הריעו גו׳, דחצוצרות הם ב׳ חצאי צורות כתורת הרב המגיד, היינו שעצומ״ה ית׳ וישראל הם ב׳ חצאי צורות, חד ממש.",,Chabad,
"Torat Menahem - Hitva'aduyyot 5748, vol. 2",New York 1990,from ocr,p. 352 (not edited),"ע״י העבודה במחצית זו (נתינת מחצית השקל) פועלים גם במחצית השני׳, עד ששני החצאים יחד נעשים שקל הקודש, שקל שלם. ובפרטי אופני  הביאור (בהתוק של ב׳ החצאים) מבואר בהדרושים כמה וכמה אופנים, מלמעלה מעלה עד אין קץ ולמעלה מזה, עד למטה מטה עד אין תכלית ולמטה מזה. ובכללות יש בזה שני ביאורים. ביאור א׳ (באופן שלמעלה מעלה עד אין קץ) ששני החצאים קאי על הקב״ה וישראל. וכתורת הרב המגיד עה״פ, עשה לך שתי חצוצרות שתי חצאי צורות, שישראל והקב׳׳ה הם שתי חצאי צורות כביכול, וענין נתינת מחצית השקל הוא מחצית התחתונה, עבודת ישראל באופן דהעלאה מלמטה למעלה (בהמחצית שלהם), ועי״ז פועלים ההמשכה מלמעלה למטה דהמחצית שלמעלה, עד שמתאחדים יחד להיות שקל שלם. והביאור הב׳ (ועד באופן שלמטה מטה עד אין תכלית) הוא, דהמחצית שנותנים קאי על עשר כחות דנפש האלקית (עשר גרה), וענין הנתינה הוא העבודה עם העשר כחות דנפש האלקית, וע״י עבודה זו נעשה בירור ועלי׳ בעשר כחות דנפש הבהמית (מחצית השני), עד שהנה״א והנה״ב נעשים יחד שקל שלם. וכמובא משל לזה מכף מאזניים שכששוקלים דבר אחד על כף מאזניים, ושמים מחציתו בצד אחד ומחציתו בצד השני, הרי ע״י ירידת מחצית שבצד אחד עולה המחצית שבצד השני.",,Chabad,
"Torat Menahem - Hitva'aduyyot 5748, vol. 2",New York 1990,from ocr,pp. 363-364,"מבואר בחסידות בכ״מ בנוגע למחצית השקל, שע״י שיהודי נותן מחצית — נפעל בהמחצית השני, ונפעל המחצית השני, ומשניהם יחד נעשה ״שקל הקודש״.ובענין זה דשני חצאים, ישנם ב׳ ביאורים (בכללות):(א) שני החצאים מרמזים על הקב״ה ובנ״י, כיון שהקב״ה וכנס״י הם בדוגמת איש ואשה, שכ״א מהם (איש ואשה) הם ״פלג גופא״ (מחצית). וכתורת הרב המגיד עה״פ ״עשה לך שתי חצוצרות״, ש״שתי חצוצורת״ (מלשון חצאי צורות) מרמזים על הקב״ה ובנ״י, ש״כל אחד בעצמו אינו כשלימות ואינו רק חצי צורה, ושניהם יחד הוי צורה שלימה״.ועפ״ז, פי׳ הכתוב ״זה יתנו גו׳ מחצית השקל״, שיהודי ע״י עבודתו, עם ה״מחצית״ שלו — מקבל גם את ה״מחצית״ השני׳, הנמשכת מלמעלה.(ב) שני החצאים מרמזים על שתי הנפשות, נפש האלקית ונפש הבהמית. ופי׳ הכתוב ״זה יתנו גו׳ מחצית השקל״, שע״י עבודתו עם עשר כחות(עשר גרה) דנפש האלקית, בלימוד התורה וקיום המצוות — נעשית העלי׳ (תרומה להוי׳,תרומה מל׳ הרמה והעלאה) גם במחצית השני׳, עשר כחות של נפש הבהמית.וזהו גם הטעם שב׳ החצאים (נפש האלקית ונפש הבהמית) נקראים ״מחצית השקל״ — כי ענין (העלי׳ של נפש הבהמית הנעשית ע״י עבודה דנפש האלקית) הוא בדוגמת משקולת (״וואגשאל״):בכדי שעבודת נפש האלקית תפעל עלי׳ בנפש הבהמית — צריכה להיות ירידה בנפש האלקית בכלל, ובפרט בכחות נפש האלקית, שהשגת אלקות ואהבה ויראה שלה יהיו באופן שיורגשו בנפש הבהמית, ודוקא אז, נפעלת העלי׳ בנפש הבהמית הבאה ע״י עבודת נפש האלקית...ו. ויש לומר, ששני הפירושים במחצית השקל שייכים זה לזה: הכח שיש ליהודי שגם כאשר הכתות דנפש האלקית הם במצב של ירידה והתלבשות בנפש הבהמית, ישארו בתקפם, ועד — שלא רק שנה״ב אינו מעלים ומסתיר עליהם, אלא אדרבה — הם פועלים עלי׳ בנה״א, הרי זה קשור עם הביאור הראשון במחצית השקל שהקב״ה וישראל הם שתי חצאי צורות:כשם שבנוגע ל הקב״ה כתיב ""אני הוי׳ לא שניתי״, שזה שהקב״ה ״יורד״, כביכול, להוות ולהחיות כל העולמות עד לעוה״ז הגשמי, אין זה פועל בו שינוי ח״ו — עד״ז הוא גם בנוגע להנשמה דיהודי, שהיא דבר אחד עם הקב״ה, ועד ש״כל אחד בעצמו אינו רק חצי, שהירידה דהנשמה בהנפש צורה״ הבהמית אינו פועל שום שינוי בעצם מהותה, ולכן, גם כשהכחות דהנפה״א הם במצב של ירידה, הרי הם פועלים עלי׳ בנפש הבהמית...",,Chabad,
Sefer ha-Sihot 5748,New York 2003,manually,pp. 259-260,"בנוגע צו מחצית השקל איז מבואר אין חסידות בכ""מ, אַז דורך דעם װאָס אַ איד גיט איין מחצית - װערט אויפגעטאָן אין דעם צװייטען מחצית, און אויפגעטאָן אויך דער צװייטער מחצית, און פון ביידע מחצית'ן צוזאַמען װערט איין גאַנצער ""שקל הקודש"".און אין דעם ענין פון די צוויי חצאים זיינען פאַראַן צװיי ביאורים (בכללות)׃ א) אַז די צװיי חצאים זיינען מרמז אויף דעם אויבערשטען מיט אידן. װאָרום דער אויבערשטער און כנסת ישראל זיינען בדוגמת איש ואשה, װאָס יעדער איינער פון זיי (סיי דער איש, סיי די אשה) איז ""פלג גופא"" (אַ האַלבער).וכתורת הרב המגיד עה""פ ""עשה לך שתי חצוצרות"", אַז די שתי חצוצרות"" (חצוצרות מלשון חצאי צורות) זיינען מרמז אויף דעם אויבערשטן מיט אידן, װאָס ""כל אחד בעצמו אינו בשלימות ואינו רק חצי צורה, ושניהם יחד הוי צורה שלימה"".ועפ""ז, איז דער פירוש פוּן ""זה יתנו גו' מהצית השקל"", אַ דורך דעם װאָס אַ איד טוט דורך עבודה, ער מיט זיין ""מחצית"" - באָקומט ער דורך דעם אויך די צװייטע ""מחצית"" װאָס װערט נמשך מלמעלה. ב) אַ צװייטער ביאור איז, אַז די צװיי חצאים זיינען מרמז אויף די צװיי נפשות, נפש האלקית און נפש הבהמית. און דער פירוש פון ""זה יתנו גו' מחזצית השקל"" איז, אַז דורך די עבודה פוּנ די צען כחות (עשר גרה) פון נפש האלקית איז לימוד התורה וקיום המצוות - װעט די עלי' (תרומה להוי', תרומה מלשון הרמה והעלאה) אויך אין דעם צװייטן ""מחצית"", די עשר כחות פון נפש הבהמית.װאָס דאָס אז אויך דער טעם פון דעם װאָס די ביידע חצאים (נפש האלקית און נפש הבהמית) װערן אָנגערופן ""מחצית השקל"" - װייל דער ענין (די עלי' פון נפש הבהמית װאָס װערט דורך דער עבודה פון אַ נפש האלקית) איז בדוגמת א משקלות (װאָגשאַל)׃בגדי אַז די עבודה פון נפש האלקית זאָל אויפטאָן אַן עלי' אין נפש הבהמית - דאַרף זיין אַ ""ירידה"" אין נפה""א בכלל, און בפרט די כחות פון נפש האלקית אַז די השגת אלקות און די אהבה ויראה פון נפש האלקית זאָלן זיין אין אַזאַ אופן אַז זיי זאָלן זיין נרגש אין נפש הבהמית, און דאַן דוקא, דורך דער עבודה פון נפש האלקית, װערט אַן עלי' אין נפש הבהמית...ויש לומר, אַז די צװיי פירושים אין מחצית השקל זיינען שייך זה לזה׃ דאָס װאָס אַ איד האָט בכח אַז אויך בשעת די כחות פון נפש האלקית זיינען אין אַ מצב של ירידה והתלבשות אין נפש הבהמית, זאָלן זיי בלייבן בתקפם, ביז אַז ניט נאָר װאָס דער נה""ב זאָל ניט מעלים ומסתיר זיין אויף זיי נאָר אדרבה אַז זיי זאָלן גאָר פועל'ן אַן עלי' אין נה""א - איז דאָס פרבונדן מיטן ערשטן ביאור אין מחצית השקל אַז דער אויבערשטער און אידן זיינען שתי חצאי צורות׃כשם װי בנוגע צום אויבערשטן שטייט ""אני הוי' לא שניתי"", אז דאָס װאָס דער אויבערשטער איז יורד כביכול צו באַשאַפן און מחי' זיין אַלע עולמות ביז דעם אוה""ז הגשמי פועלט עס ניט קיין שינוי ח""וּ אין אים - עד""ז איז אויך בנוגע די נשמה פוּן א אידן װאָס זי איז איין זאַך מיטן אויבערשטן, ביז אַז ""כל אחד בעצמו אינו רק חצי צורה"", אַז די ירידה פון דער נשמה אין נפשה הבהמית, פועל'ט ניט קיין שינוי אין איר עצם מהות, און דערפאר, איז אויZ װען די כחות פון נה""א זיינען במצב של ירידה, פועל'ן זיי אַן עלי' אין דעם נפש הבהמית...",,Chabad,"Yiddish version of Torat Menahem - Hitva'aduyyot 5748, vol. 2"
,,,,,,,
She'ar Yishuv al ha-Torah,New York 1960,manually,"be-ha‘alotekha, p. 178","עפימ״ש מרן ק״ז בספר אגד״כ (בפ׳ קרח) וז״ל וז״ש כדברי הק׳ מהדד״ב ז״ל שדרש בפסוק עשה לך שתי חצוצרות כסף שסי חצאי צורות ואמרנו בזה שתי חצאי צורות היינו החצי צורה אשר הוא בשורש העליון והחצי צורה שבגוף כסוף יכספו וישתוקקו זה לזה עכ״ל.
ועפ״י דברי קדשם יל״פ בדרך מוסר וכי תבואו מלחמה היינו שתביאו מלחמה בלבבכם מלחמה על היצר וז״פ תבואו ללחום עם הצר אשר נשתרש בגוף הארצי תעורר החצי צורות והריעותם (לשון ריעות) בחצוצרות היינו שתתעוררו ריעות והתחברות בין החצי צורות כנ״ל. ונזה תעוררו אהבה למעלה ונזכרתם לפני ה׳ אלקיכם ונושעתם מאויבכם, כיה״ר.",,,
"Be-Sha'ah she-Hikdimu, vol. 2",New York 2003,from ocr,p. 791,"ובאה״ע ילה״ק מ״ש באו״ת תצוצרות תצאי צורות הקב״ה וכנם״י שכבי׳ משלימות זא״ז, והיינו בבחי׳ האור כי העצמי הוא בבתי׳ שלימות בעצם, וז״ע צורה התגלות, דהנה כתי׳ אנכי שלומי אמונה ישראל בתי׳ מל׳ שמשלמת לז״א, והענין הוא דכתי׳ מלכותך מכ״ע מלכותך מל׳ דא״ס שנק׳ שמו הארה אור א״ס והוא האור השייך אל העולמות אך הוא כמו העצם בבתי׳ א״ס (ולכן גמ לאתר הצמצום הוא בכ״מ בשוה), ובכדי שיהי׳ האו״פ הוא ע״י כמה צמצומים תתלה צמצום הראשון שהוא בבתי׳ סילוק האור לגמרי מפני שהקו עמ היות שאינו אור אחר ה״ה באין ערוך לגבי אוא״ס הבל׳׳ג. [קיצור].",,Chabad,
,,,,,,,
Likkutei Beit Aharon,Montreal 1954,manually,"bereshit, p. 44","כתיב בחצוצרות וקול שופר הריעו וגו' וצריך להבין ראשית מה ענין חצוצרות בזמן הזה, דבודאי גם עתה ישנם בכח כידוע שהתורה נצחיות. וגם דלפי דקדוק הלשון היצ״ל בחצוצרות ובקול שופר, או בקול חצוצרות השופר, או בחצוצרות ושופר.
וי״ל בזה ע״ד שמובא בשם הרב המגיד הקדוש רבינו הגדול דוב ממזריטש זצוקלה״ה, על הפסוק עשה לך שתי חצוצרות כסף וגו', דזה ענין שתי חצי־צורות. ואאמו״ר זצוקלה״ה אמר: רמז בזה הפסוק דר״ת שתי חצוצרות כסף תיבת חשך. ור״ת מקשה תעשה אותם, תיבת אמת, ע״כ.

והנה חוץ עמקות דבריהם, י״ל בדרך פשוט, דדברי שניהם זי״ע הוא ענין אחד, וכמו שדברנו מזה, דענין ר״ה כמו שאיתא בזוה״ק: לאכללא גרמי׳ בכלאא דסגיאין הוא, למען דעת שמצד עצמו אין בו מתום. ואין לו מצח להרים ראש בתפלה נגד השי״ת רק כיון שיש לו ג״כ שורש בהקדושה בכללות הישראל כגדול שבישראל, בעבור זה ירהב בנפשו עוז לעמוד לפני ית'. ומצא שעיקר התחזקות כל פרט נפש ישראל, הוא ע״י שלימות זולתו. וזהו ענין שתי חצי־צורות, שכל חצי־צורה ישלם דוקא בחצי צורה השני. אבל כשהוא לבדה אינה כלום.
",,,
Magen Avot,Barditshev 1902,manually,"rosh ha-shanah, fol. 65b","וכ""ז הו״ע החצוצרות ב׳ חצאי צורות שייך הכל כשהוא בבאי׳ אדם. אכן בר״ה שצ״ל המשכת חיות חדש ממקורא דכולא לאמר מאמר נעשה אדם שזה המאמר נעשה בר״ה והוא הנק׳ תחלת מעשיך(הג״ה. כי באמת זהו ירידה גדולה וצמצום עצום להתלבש בבחי׳ כמראה אדם מדות דאצילות שנק׳ זעיר אנפין להתייחד עם הו״ק דאצילות שהוא הביעול דאחד. שהרי מצד עצמותו ומהותו ית׳ הוא יחיד ומיוחד ואין שייך לומר גם אחד כו׳ כנ״ל. אלא שזהו כך עלה ברצונו הפשוט שיתצמצם ויומשך בבחי׳ כמראה אדם כדי שעי״ז יהי׳ שייך אחדות אחד עם האדם התחתון שיהיו ב׳ חצאי צורות משא״כ מצד עצמותו בחי׳ יחיד אין שייך כלל יחוד של נש״י עם אוא״ס ב״ה שיהיו ב׳ חצאי צורות. כי הוא ית׳ למעלה מגדר בחי׳ אלו לגמרי כו׳ וכמשנ״ת במ״א בפי׳ גם בן ואח אין לו (קהלת ד׳ ח׳) שאין לו חיבור בבת זוג כו׳ יעו״ש.עכ״ה) וכמ״ש ע״פ את ה׳ האמרת היום שפעלת להמשיך גילוי מאמר נעשה אדם.
",,Chabad,
Hazon Yeshayahu - Tefillah le-Ani,Lemberg 1867,manually,,"תמים תהיה ע״פ דברי קדושינו רבי ר׳ בער ז״ל עשה לך שתי חצוצרות שתי חצי צורות והענין שצריך אדם להבין ולהשכיל שלא נשלם שום דבר ד׳ ע״י כ׳׳א בעזרתו והוא רק חצי צורה וזה לפ״ד תמים אימת תקרא תמים כשתדע עם ד׳ אלהיך דייקא
",,,
