Index Title,"Maskil LeDavid, Genesis",Found Rashi Ref,Text
"Maskil LeDavid, Genesis 44:19:1",אדוני וכו׳ בתך וכו׳ או אחותינו וכו׳ לפי ששאל ב׳ דברים על האב ועל האח לכך אמר ב׳ דברים כלו׳ בתך היינו מבקשים לכך שאלת אם יש לנו אחים אחרים שכן דרך כל אב להשתדל להשיא בתו למי שלא יהיה לו אחים הרב׳ שאם באים לידי חלוקה אפי׳ יהיה להם ממון הרבה נוגע מעט לכל אחד לפי רוב החלקים או אחותינו אתה מבקש ולפיכך שאלת אם יש לנו אב כדי לידע אם היא ברשותנו להשיאה או ברשו׳ אבינו:,,
"Maskil LeDavid, Genesis 44:20:1",ואחיו וכו׳ דבר שקר וכו׳ הק׳ הרא״ם ז״ל דאדרבא יותר יראה היא לומר לו ונאמר אל אדוני ואחיו מת שהוא הפך מ״ש לו בתחילה שלפיכך נכנסו בעשרה שערי העיר לבקשו כדפי׳ רש״י לעיל ונדחק בזה טובא ע״ע ואני אומר שבקיה לקרא דאיהו דחיק ומוקים נפשיה דע״כ א״א לומר של׳ זה של ואחיו מת קאי על ונאמר אל אדוני לומר שכך א״ל בתחלה דלא שייך אז לומר ל׳ זה ואחיו מת הואיל ובאותה שעה עדיין לא הודיעוהו שהיה לו אח אחר והכי הול״ל והיה לו אח ומת ותו מ״ש ויותר הוא לבדו לאמו ואביו אהבו הרי גם זה לא הוזכר לעיל כלל שהרי לא הזכירו לו האמהות ולא אהבת אביו מכל וכל לכך נר׳ דאה״נ שמתחלה לא א״ל דברים אלו כלל אלא ה״ק יהודה ונאמר אל אדוני יש לנו אב זקן וילד זקונים קטן ע״כ הוא מה שאמרנו תחלה ועכשיו חדשות אני מגיד דהיינו שאותו אחיו שאמרנו לך תחלה והאחד איננו ושבאנו לבקשו אח״כ ידענו שמת ויותר הוא לבדו וכו׳ ומפני היראה כיון שראה כמה עלילות שעשה להם אמר כן כדי שלא יאמר אם אתם רוצים שאחזיר לכם את בנימין תביאו אותו האחד שאמרתם תחלה לכך היה מוציא דבר שקר מפיו לומר שידעו בבירור שמת וזה היה שקר שהרי לא ידעו ממנו כלום:,,
"Maskil LeDavid, Genesis 44:29:1",וקרהו אסון וכולי שהשטן וכולי וא״ת והא כבר ביארו רש״י בפ׳ דלעיל ומה בא לחדש וי״ל שביאר כן על דברי יהודה ליישב למה לא תפסו יוסף בדבריו לומר היא הנותנת דלפי שא״ל כן ופתח פיו לשטן זה היה סיבה לסבב פני הדבר שיקח הגביע כדי שיארע לו אסון זה שיתפס בגנב לכך מפרש דאין זה נכלל בדברי יעקב שהרי אמר וקרהו אסון בדרך לפי שהשטן מקטרג בשעת הסכנה והיינו בדרך דוקא ולא בתוך העיר א״נ י״ל שאמר כן יהודה לקיום התנצלותו שאמר לעיל אלהים מצא את עון וכו׳ ופירש רש״י שם יודעים אנו שלא סרחנו הכל מאת המקום וכו׳ מצא ב״ח מקום וכולי והיינו דקאמר כך למדנו מדברי אבינו שאמר וקרהו אסון וק׳ וכי בבית לא יקראנו אלא שהשטן מקטרג וכולי וה״נ לא תיקשי וכי אפשר שלא סרחנו לגנוב ובא הגביע דרך מקרה בכלינו להענישנו אל תתמה שהשטן מקטרג וכולי ובאה לנו צרה זו לעונש על איזה עון אחר כי מצא ב״ח וכולי ועיין מה שכתוב בפרשה דלעיל בפ׳ פן יקראנו אסון:,,
"Maskil LeDavid, Genesis 44:29:2",והורדתם וכולי ששלשתן וכולי אפ׳ שדרשו כן מדכתיב הכא תרי קראי חד והורדתם וכו׳ ברעה ואידך לקמן והורידו עבדיך וכו׳ ביגון הראשון רומז צרת יוסף דכתיב ביה חיה רעה אכלתהו ויגון על צרת רחל דכתיב שם בן אוני דהיינו צרה ויגון:,,
"Maskil LeDavid, Genesis 44:31:1",והיה וכולי אביו וכולי דאין לפרש על בנימין ורצה לומר וכי מת דהרי חי הוא ואם ר״ל ויחשו׳ שמת הרי העיקר חסר בכתוב:,,
"Maskil LeDavid, Genesis 44:32:1",כי עבדך וכו׳ בב׳ עולמות ק׳ דהרי לעיל פירש״י וחטאתי לך כל הימים לעה״ב וכן הקשה הרא״ם ועוד שבמדרש אתמר הכי בהדיא לעה״ב שכלו ימים ע״ש ונלע״ד דאה״נ שהאמת כך שלא נידה עצמו אלא לעה״ב ומ״מ הכא יהודה הוסיף ואמר ליוסף שנתנדה בב׳ עולמות שאם היה א״ל לעה״ב לבד חשש דילמא היה משיבו א״כ לא אתן לך בנימין שהרי אפילו תביאנו לאביך לא קא מהניא לך מידי דהא קי״ל נידוי על תנאי אפי׳ נתקיים התנאי צריך התרה וקי״ל דאין להתיר הנדר עד שיחול וכיון שהנידוי הוא לעה״ב א״כ א״א להתירו בעולם הזה ואין לו תקנה וכיון שכן בין תביאנו בין לא תביאנו הכל א׳ מש״ה שינה וא״ל דלית׳ אלא בב׳ עולמות קיבל וא״כ יש התרה דנדר שהותר מקצתו הות׳ כלו ואפ׳ דדייק הכי מדשינ׳ בלישניה דלעיל אמר וחטאתי לך והכא אמר לאבי וליכא למימר דמשום דכאן לא היה מדב׳ לנוכח עם אביו שהרי הוא מספר נוסח הדברים כאילו היה מדבר עם אביו שהרי אמר אם לא אביאנו אליך וה״נ הומ״ל וחטאתי לך אלא רצה לומר וחטאתי אף בעולם הזה בזמן שחייב בכבודו של אביו דהיינו בחיים אבל לפי האמת לא נידה עצמו אלא לעולם הבא כדאמרן ובזה יתישב מארז״ל שכל ארבעים שנה היו עצמותיו של יהודה מגולגלין וכולי עד שבא משה והתפלל עליו וכמו זר נחשב אמאי לא בקש יהודה מאביו להתיר לו ולא יצטרך לאחרים אחר מותו אבל לפי האמור ניחא דכיון דלא חל הנידוי אלא אחר מותו לא היה אפשר להתיר:,,
"Maskil LeDavid, Genesis 44:33:1",ישב וכו׳ לגבורה ולמלחמה וכו׳ וא״ת היינו גבורה היינו מלחמה ובש״ח כתוב דמלחמה ושימוש הוא פי׳ של לגבור׳ ואין נר׳ שהרי רש״י כתב ולמלחמה בוי״ו ותו דבשמוש אין צריך גבורה ועוד דבב״ר איתא אם למלחמה אנא טב אם לשמש אנא טב ואם למפצע קיסין אנא טב לכך נר׳ דלמלחמ׳ ר״ל לטכסיסי מלחמה וכדכתיב כי בתחבולות תעשה לך מלחמה ולגבורה דנקט רש״י לאו דוקא אלא כלומר הכח בין להרוג האויבים בין לשאר דברים שצריך כח והמ׳ נקט לדוגמ׳ כריתת עצים:,,
"Maskil LeDavid, Genesis 45:3:1",כי נבהלו מפני הבושה זה דבר פשוט שלא היה צריך רש״י לטרוח ללמדנו זה ועוד אמאי קאמר הבושה בה״א הידיעה אלא נר׳ כוונת הרב כמ״ש בחגיגה רבי אלעזר כי הוה מטי להאי קרא בכי ומה תוכחה של ב״ו כך וכו׳ וז״ש רש״י שהוצרך הכתוב לכתוב כי נבהלו מפניו דהוה סגי למכתב ולא יכלו וכו׳ דדבר פשוט הוא שלא יכלו לפי שנבהלו אלא מ״ה כתבו מפני שמכאן נלמוד מוסר ליום הדין אוי לה לאותה בושה אוי לה לאותה כלימה והיינו דקאמר מפני אותה הבושה הידועה לכך כתבו:,,
"Maskil LeDavid, Genesis 45:4:1",גשו וכו׳ נסוגים וכו׳ פי׳ דק״ל דהא התם הוו קיימי ומאי קא״ל גשו נא אלא מוכרח שהיו נסוגים לאחור ומשום דק״ל דא״כ למה לא הלך הוא אחריהם שבזה היה מראה להם חבה יתירה טפי ומשני לפי שפרע את עצמו להראות להם שהוא מהול והם היו נמשכים כלפי חוץ ולא היה יכול לילך אחריהם משום צניעות ולכך קראם שיגשו אליו בהצנע:,,
"Maskil LeDavid, Genesis 45:6:1",כי זה וכולי עברו וכו׳ שני דברים בא רבינו ליישב חד מה שייך מלת זה הכא ועוד מהו הרעב בה״א הוי ליה לומר כי זה שנתים רעב וכולי לכך פירש דה״ק כי זה כלומר בזמן הזה כבר עברו שנתים מהרעב הידוע לי שגזר הקדוש ברוך הוא להיות שבע שנים:,,
"Maskil LeDavid, Genesis 45:9:1",ועלו וכולי א״י גבוהה וכו׳ שאם אין הכוונה אלא כלפי מצרים שהיתה א״י גבוהה ממנה הא קא חזו לה ומה צורך לומר בל׳ עלייה אלא דקמ״ל דמכל העולם נמי שייך ל׳ עלייה לפי שגבוהה מכל הארצות:,,
"Maskil LeDavid, Genesis 45:12:1",והנה וכו׳ בכבודי וכו׳ ק׳ דמאי ראיה היא זו לידע שהוא יוסף לפי שהיו רואים בכבודו ומתוך הל׳ משמע להדיא שלראיה היה א״ל כך וע״ק מהו בכבודי בב׳ הול״ל כבודי וע״ק על ראיית המילה דדילמא מצרי הוה שהרי כלם נימולים היו שכך גזר יוסף כדפירש״י בפ׳ דלעיל וע״ק מהו היתור של מלת ככם הול״ל שאני מהול ותו לא וע״ק במ״ש בלה״ק דדילמא גוי מארץ כנען הוה שכלם מדברים בלה״ק וכמו שטען הרמב״ן ז״ל וע״ק מהו כי פי המדבר הול״ל כי אני מדבר וכו׳ דמעיקרא נתן ראייה שיביטו באופן ובענין כבודו שלא בא ע״צ המקרה וההזדמן בפרט נגד נימוסי מצרים אלא הכל היה בשכר צדקתו וכמ״ש רז״ל יוסף משלו נתנו לו פה שלא נשק לעבירה ועל פיך ישק כל עמי צואר שלא דבק וישם רביד ידים שלא משמשו ויתן אותה וכו׳ רגלים שלא פסעו וכו׳ וירכב אותו וכו׳ מחשבה שלא הרהר וכו׳ ויקראו לפניו וכו׳ ש״מ שאני יוסף אחיכם הצדיק וזהו דיוק בי״ת של בכבודי ואכתי אין זו ראיה דדילמא חד מחסידי א״ה הוה לכך מוסיף ראיית המילה וליכא למימר דילמא מצרי שהרי אני מהול ככם כלו׳ שאין מילתי כמילת המצריים בעל כרחם בשביל הרעב שהרי אני הוא הגוזר עליהם וא״כ מי גזר כן עלי ועוד שנרא׳ בחוש העיון שאין החבורה מזמן קרוב משנה אחת או שנתים בקירוב אלא ככם שניכר שהיא חבורה ישנה מזמן הקטנו׳ וכ״ת אכתי דילמא חד מבני ישמעאל הוא דאע״ג דלא מיפקדי במילה מנהג אביהם בידיהם כדחזי׳ דעד היום הזה אכתי לא בטליהו בני ישמעאל א״נ משאר בני הפילגשים לכך קאמר ראיית הלה״ק ואם מבני ישמעאל או מבני קטורה הוא היה מדבר בלשונם וכ״ת חד מארץ כנען הרי אינם נימולים ועוד זהו דיוק כי פי וכו׳ כלו׳ שאני מדבר בענייני קדש ובסודות התורה דבמ״ש כי למחיה שלחני אלהים לפניכם רמז להם דבר גדול כדאי׳ בס׳ עשרה מאמרות להוציא ולברר ניצוצות הקדושה ולפניכם ר״ל טרם ביאתכם לקיים גזרת בין הבתרים דאל״כ האי לפניכם יתירא הוא:,,
"Maskil LeDavid, Genesis 45:12:2",ועיני וכולי השוה וכו׳ הק׳ הש״ח בשם נח״י דא״כ מאי קישור יהיה לזה כי פי המדבר וכו׳ ואפ׳ לומר דהקישור הוא דלהיות כי פי המדבר וכו׳ שאני מבני ישרא׳ לכך דעו בודאי שאין בלבי שנאה עליכם שזה א׳ מסימני אומה זו כדחזי׳ גבי גבעונים שלא מחלו כתיב והגבעונים לא מבני ישראל המה:,,
"Maskil LeDavid, Genesis 45:14:1",ויפל וכו׳ שני מקדשות וכו׳ לאו מל׳ רבים דצוארי נפ״ל כמ״ש הרא״ם מל׳ המדרש שכבר הק׳ הנח״י ממ״ש רש״י גופיה בפ״ק דמגילה דל״ג לשון זה וכי כמה צוארים הי״ל וכו׳ שכן דרך הכתוב בל׳ צואר כמו על חלקת צואריו אלא נ״ל דע״כ ליכא למימר שלשאר אחיו נשק ולבנימין לא נשק דאטו יציבא בארעא וכו׳ אלא ע״כ כי כתיב בתר הכי וינשק לכל אחיו גם בנימין בכלל וה״ט דלא כתיב לשאר אחיו וא״כ ה״נ מאי דכתיב ויבך עליהם הוי נמי בנימין בכלל וק׳ דאמאי בכה על בנימין ב״פ אלא ע״כ לומר שהבכי הראשון היה על רמז איזה דבר ומדאפקיה קרא בל׳ צואר למדו דעל בה״מ מיירי שנק׳ צואר כדכתיב צוארך כמגדל השן ומה שדרשו ב׳ מקדשות היינו מדכתיב נפילה ובכיה דבחרבן ראשון שייך בכיה כדכתיב על נהרות בבל שם ישבנו גם בכינו אבל לא מקרייא נפילה לפי שיש אחריה קימה מעצמה אבל חרבן שני קרי ליה נפילה כדכתיב נפלה לא תוסיף קום וכו׳ דאין לה קימה מעצמה אלא ע״י הקב״ה והקדים הנפילה שהוא חרבן בית שני דטפי חמיר וביוסף לא כתיב אלא בכיה לפי שבמשכן שילה נמי לא שייך נפילה דממילא הו״ל קימה אחר כך בבית עולמים ועוד שלא היה שם גלות בחרבן שילה:,,
"Maskil LeDavid, Genesis 45:16:1",והקול וכו׳ וזהו ל׳ וכו׳ אמנם הענין א׳ דהכא נמי ר״ל שעבדיו ובני ביתו של פרעה הם השומעים ומיהו מאחר שכאן כתיב נשמע מבנין נפעל נוכל לפ׳ בית כפשוטו וכמ״ש הרא״ם ז״ל אך מה שהוסיף עוד לומר דמכיון שבפ׳ דלעיל הודיענו ששמעו עבדיו ובני ביתו ענין התועדות יוסף אל אחיו שוב א״א לפ׳ גם זה לעבדיו ובני ביתו הילכך ע״כ לומר שזה ל׳ בית ממש והוא בית פמלייתו לא עבדיו ובני ביתו ע״כ אין זה הכרח כלל במ״ש דלעיל לא כתיב רק ששמעו קול הברה אבל לא ידעו מה הוא ולא בא הכתוב שם אלא להודיע שצעק בבכייתו בקול גדול כ״כ באופן ששמעו בני בית של פרעה וכאן בא הכתוב לספר ששמעו קול הבשורה שבאו אחי יוסף ומה ענין זה אצל זה:,,
"Maskil LeDavid, Genesis 45:18:1",את טוב וכו׳ ניבא וכו׳ אע״ג דכבר פירש דר״ל ארץ גושן מ״מ אפשר דאיכא למדרש תרתי משום דכפל דאיכא בקרא ואכלו את חלב הארץ ומיהו מל׳ רש״י נר׳ דתרווייהו מפ׳ על טוב ארץ מצרים לכך נר׳ דאה״נ שכוונת פרעה היתה לומר להם שיתן להם אחוזה במיטב הארץ שהוא ארץ גושן אלא מיהא מדהו״ל לומר את מיטב ארץ מצרים שכך לישנא דקרא וכדכתיב לקמן ויתן להם אחזה וכו׳ במיטב הארץ וכדאשכחן נמי מיטב שדהו ומיטב כרמו ישלם והכא יצא מפיו לשון טוב ש״מ נמי דניבא שכל טוב מצרים יהיה להם ואע״ג דלפי פי׳ רש״י כבר הבטיח פרעה לתת להם את ארץ גושן מ״מ הוצרך יוסף אח״כ ללמד לאחיו שיאמרו לפרעה רועה צאן עבדיך וכו׳ בעבור תשבו בארץ גושן לפי שהיה יוסף מכיר בפרעה היותו מבטיח ואינו עושה ועוד אפשר שכאן אמר פרעה שיתן להם ארץ גושן לאחוזה להיות למרעה לבהמתם לפי שהיא ארץ מרעה ומיהו לעולם שהם לא תהיה עיקר דירתם שם בגושן רק במצרים אצלו ובגשן יהיו מרעים בהמתם על ידי רועים ויוסף אחר כך לימדם שיאמרו שהם אינם בקיאים במלאכה אחרת אלא הם עצמם רועים בעבור ישבו בארץ גושן:,,
"Maskil LeDavid, Genesis 45:23:1",שלח כזאת כחשבון וכו׳ פי׳ דק״ל אמאי כתיב כזאת יתורא הול״ל ולאביו שלח עשרה חמורים וכו׳ ולכך פי׳ שהכתוב בא להודיע שמה ששלח לו עשרה חמורים נושאים וכו׳ לא היה על צד המקרה וההזדמן ולא מפני צורך דבין למ״ש בגמ׳ שהיה יין ישן ובין לדברי האגדה גריסין של פול לא היה צורך לריבוי גדול כזה עשרה חמורים בפרט שלא היה צריך אלא לדרך דכוונתו היתה לשלוח לו איזה רמז בחשבון הזה והרמז הוא זה מבואר בזהר פ׳ בלק באילין כתרין תתאין אית ימינא ואית שמאלא מסטרא דימינא חמרי ומסטרא דשמאלא אתני ותאנא עשרה אינון לכל סטר ובג״כ רמז יוסף לאבוי וכו׳ ע״ש והיתה כוונתו שלא יירא מרדת מצרים דכל אינון כתרין תתאין כבר איהו כפיף לין תחתוי ובזה יש להבין בין מאי דקאמר בגמ׳ ששלח לו יין ישן ובין מ״ש באגד׳ גריסין של פול והיינו שידוע שאין נכפה הדין ונמתק אלא בשרשו ויין ידוע שה״ס דין ויין ישן הוא למעלה בבינה דדינין מתערין מינה ושם ה״ס יין המשומר בענביו ובזה נכפין כל דינין וקליפין בישין דמסטר׳ דימנא וגריסין של פול הם דינין תתאין דמל׳ כדאי׳ בסבא דמשפטים כד תהכון לגבי טינרא דעלמא סמיך עליה אדכרו ליה יומא דתלגא דאזדרעו פולין א״ב גוונין וכו׳ ע״ש. וה״ס שם ב״ן שהוא מלכות ובה נכפין דינין וקליפין בישין תתאין דמסטר שמאלא:,,
"Maskil LeDavid, Genesis 45:24:1",אל תרגזו לא תתעסקו וכו׳ הניח רש״י הפשט לאחרונה משום דק׳ דא״כ לא שייך תיבת בדרך דמשמע בדרך הוא שלא יריבו הא בעיר יריבי ועוד שכל זה כבר אמרו להם לעיל ועתה אל תעצבו ואל יחר בעיניכם וכו׳ לכן מייתי דרכי המדרש והנה לפי׳ ראשון ק׳ מ״ש שיוסף הוצרך להזהיר להם דבר זה מה שלא מצינו שהוצרך יעקב להזהירם ועוד יש לדקדק דהול״ל הלכות ומאי הלכה ומאי בדבר הלכה בהלכה הול״ל ונראה לפי שיוסף הגיד להם ההלכה שבה פירש מאביו בפ׳ עגלה ערופה וכדלקמן והיו צריכים לחזור עליה בדרך כדי שלא ישכחוה בענין שידעו לתת סימן יפה לאביהם מש״ה הוצרך להודיעם דאפ״ה שצריכים לחזור עליה מ״מ לא יחזרו אלא דרך גירסא בעלמא ולא במשא ומתן ובפלפול וזמ״ש בדבר הלכה דההלכה ילמדוה ודאי בדרך אבל לא יתעסקו בדבר הלכה וכדמסקי׳ בגמ׳ דתענית הא למגרס והא לעיוני ומשום דלפי׳ זה ק׳ דכיון שהרוגז קאי על הדרך כלומר יעשו באופן שמרגז עליהם הדרך א״כ לא הול״ל אל תרגזו בדרך אלא אל תרגיזו הדרך מש״ה מייתי פי׳ אחר מהמדר׳ וה״פ אל תרגזו הוא דבר א׳ כלו׳ אל תעשו פסיעה גסה כדי למהר לבשר לאביו ובדרך מלתא באפי נפשה היא דליכא לפרשו מחובר לדרשה דפסיע׳ דאם כן משמע דבדרך הוא דאסור פסיעה גסה אבל בעיר לא וליתא א״ו מלתא באפי נפשה הוא ור״ל שילכו בדרך הנכון דהיינו ליכנס בחמה לעיר ולפי׳ זה נמי מלבד הדוחק דצריכים למפסק קרא ולפ׳ דתרתי קאמר עוד לו דליכא שום משמעות לרוגז על נטילת מאור העינים שנמשך מפסיעה גסה לכך מייתי תרווייהו:,,
"Maskil LeDavid, Genesis 45:27:1",את כל וגומר סימן וכו׳ ממה שתפס רש״י אלו שתי תיבות את כל וגומר ש״מ דמהכא הוא דקא דריש לי׳ דאין ריבוי אחר ריבוי אלא למעט ור״ל שלא דיברו אלא דבר אחד מכל דברי יוסף ומיד האמין כיון ששמע אותו הדבר ומה היה זה הדבר אלא מוכח שאיזה סימן נתן להם וממה דסמך וירא את העגלות וכו׳ דרשו דהסימן שהיה בפ׳ עגלה ערופה והא דכתיב עגלות בל׳ רבים אפשר שהענין היה כך דהא ודאי לא מסתבר שעד אותה שעה לא לימד יעקב דין עגלה ערופה שהרי כל מה שלמד משם ועבר מסר לו כדילפי׳ מבן זקונים אלא נוכל לומר שכשהלך יעקב ללוות את יוסף דמסתמא לא פטרו בלא לויה [וכמ״ש ג״כ הנח״י] הגיעו למקום שהיה מכוון בין שתי עיירות ואז שאל יוסף את אביו כה״ג מאי אם נמצא הרוג מכוון בין שתי עיירות מי מביא עגלה ערופה הקרובה אמר רחמנא והכא תרתי קרובות נינהו ובודאי שיעקב השיבו דהך מלתא במחלוקת אם אפשר לצמצם או אי אפשר לצמצם דאם נימא אפ׳ לצמצם דשתיהן מביאות שתי עגלות ואי נימא דא״א לצמצם שתיהן מביאות עגלה א׳ בשותפות ופלוגתא דר״א ורבנן היא בפרשת עגלה ערופה וזהו עגלו׳ בל׳ רבים ששלח לו:,,
"Maskil LeDavid, Genesis 45:27:2",ותחי וגומר שרתה וכו׳ דאי כפשוטו לא הול״ל אלא ותחי רוחו דהא חזי׳ שעל יעקב מדבר אלא לדרשא:,,
"Maskil LeDavid, Genesis 46:1:1",לאלהי וכו׳ חייב אדם וכו׳ וטעמא דעד האידנא לא עביד הכי דהא חזי׳ בתפלתו בפ׳ וישלח שאמר אלהי אבי אברהם ואלהי אבי יצחק וה״נ גבי לבן אמר לולי אלהי אבי אלהי אברהם ופחד יצחק וכו׳ ומאי שנא האידנא י״ל דכל זמן שהיה יצחק קיים היה מתפחד יעקב לייחד את שמו ית׳ עליו שהרי ידע שאין הקדוש ברוך הוא מיחד שמו על הצדיקים בחייהם ואף על פי שהיה סומא וחשוב כמת אין זה דרך כבוד שהבן יחשוב אביו כאילו הוא מת ולכך הוכרח התם לתלות העיקר באברהם אבל האידנא שכבר נפטר מן העולם תלה ביצחק ומה שכתב שחייב בכבוד אביו יותר מאבי אביו אצטריך דלא תימא דכיון שהוא ואביו חייבים בכבוד זקנו זקנו עדיף קמשמע לן דלאו הכי שהרי כבוד אביו הוזכר בתורה וכבוד זקנו לא נזכר אפילו ברמז:,,
"Maskil LeDavid, Genesis 46:2:1",יעקב יעקב ל׳ חיבה והא דלא קאמר ליה ישראל איצטריך לומר לו כן ללמד דאע״פ שא״ל לא יעקב וכו׳ לא שיעקר שם יעקב וכו׳ וכדאמרו בש״ס דברכות:,,
"Maskil LeDavid, Genesis 46:4:1",אעלך הבטיחו וכו׳ דאם אי׳ דר״ל בחיים אמאי שינה מל׳ דברישא דקרא אנכי ארד עמך וה״נ הול״ל ואנכי אעלה עמך א״ו דרצה לומר דוקא אחר מותו שיעלהו ומאי דכתיב גם עלה לפי דרך זה נמי אפשר שהבטיח שגם כל בניו ההולכים עמו גם הם עצמותיהם יקברו בארץ ומשום דיוסף לא היה מן ההולכים עמו הוצרך לרבויי באפי נפשיה ולכך סמך לו גם עלה ויוסף כלו׳ ויוסף גם כן בכלל:,,
"Maskil LeDavid, Genesis 46:6:1",אשר רכשו וכו׳ אבל מה שרכש וכו׳ דאל״כ הול״ל בקצרה ויקחו את רכושם ותו לא:,,
"Maskil LeDavid, Genesis 46:10:1",בן הכנענית בן דינה וכו׳ דאל״כ מאחר שלא השמיענו הכתוב עד עתה בשמעון בפרטות שנשא כנענית לא שייך לומר הכנענית בדידיה טפי מכלהו אבל לפי׳ ז״ל ניחא אבל יש להתישב היאך נשאה שמעון דבשלמא מ״ש רש״י בפרשת וישב על התאומות שנשאו השבטים לר״י י״ל שהחליפו כדכתיב התם אבל דינה היתה אחותו גם מן האם וי״ל עם מ״ש רז״ל על פ׳ ואחר ילדה בת שדינה היה זכר ונהפך ע״י תפלה של לאה לפי הש״ס דידן או ע״י תפלת רחל לפי הירוש׳ ובזה י״ל ששמעון היה יודע שדינה היתה ראויה לצאת מרחל ובנימין מלאה וכיון שכך שבדרך נס נהפכו אזלי׳ אחר מה שהיה ראוי להיות ודינה בת רחל מקריא א״נ י״ל דמש״ה אי׳ במד׳ שנשבע לה שמעון שישאנה והיה מוכרח לישבע לפי שלא היתה רוצה לצאת ואחר כך חשב שמעון דהואיל ונשבע על זה ובסנהדרין פ׳ ד׳ מיתות אי׳ פלוגתא דתנאי דאיכא מ״ד דב״נ מותר אפי׳ באחותו מן האם ואע״ג דלא קי״ל הכי הואיל וכבר נשבע כדי שלא תהיה שבועתו לשוא הו״ל בשעת הדחק שיש לסמוך על סברא זו וכדאמרינן בעלמא כדאי הוא רבי פלוני לסמוך עליו בשעת הדחק:,,
"Maskil LeDavid, Genesis 46:15:1",שלשים ושלש ובפרטן וכו׳ ההרגש שמבחוץ נר׳ דק״ל מאי דכתיב כל נפש בניו ובנותיו ל״ג דמאח׳ שלא היה בכל בני לאה רק בת א׳ דינה לא הול״ל ובנותיו רק ובתו דבשלמא בפ׳ ויקומו כל בניו וכל בנותיו שבפרש׳ וישב שפיר מדריש למר כדאית ליה כלותיו הכנעניות ולמכ״ל תאומות הנולדות עם השבטים כדפירש״י שם אבל הכא לא שייך לא הא ולא הא דכנעניות אינם בכלל יוצאי יריכו והתאומות צ״ל שמתו כמ״ש רש״י בסמוך וא״כ אמאי כתיב ובנותיו ולפי מה שפירש״י ניחא שכולל גם יוכבד דבני בנים הרי הן כבנים ושייך לכתוב ובנותיו ודע דכדי להודיע שמה שהוסיף הכתוב על הפרטות בחשבון הכולל היא נקבה לכך נכתב שלשים ושלש בלשון נקבה דהול״ל ושלשה כיון דרוב׳ זכרים והואיל ולרמוז זה הוצרך לכתוב כאן ושלש אגב כתב נמי בבני זלפה שש עשרה בל׳ נקבה לפי שבהם ג״כ היתה נקבה בכללם סרח בת אשר אבל בבני רחל ובני בלהה שלא היתה שם נקבה כתב המנין בל׳ זכר כל נפש ארבעה עשר כל נפש שבעה ומ״ש רבינו שנולד׳ בין החומות והכי אמור רבנן בב״ב צ״ל דהוכרחו לומר כן שנולדה דוקא בין החומות משום דאם לא נולדה אלא אחר הכניסה ממש לא היתה נכנסת בחשבון דבשלמא מנשה ואפרים אף על פי שנולדו במצרים ממש מ״מ הואיל שכבר נולדו קודם ביאת יעקב והיו שם שייך להכניסם בחשבון אבל זו אם איתא שלא נולדה אלא אחר שנכנסו בתוך מצרים ממש אין סברא להכניסה במנין והיתה גם היא בכלל תולדותיהן שהולידו אחר כך במצרים וא״א לומר גם כן שנולדה בדרך קודם כניסה כלל שהרי כתיב אשר ילדה וכולי במצרים לכך הוצרכו לומר שהיו שני חומות במצרים ונולדה בין החומות:,,
"Maskil LeDavid, Genesis 46:19:1",בני רחל אשת יעקב ובכלן וכולי מלבד מה שמרגיש רש״י בפשיטות אמאי כתיב בה אשת יעקב יש ג״כ הרגש מבחוץ והיינו דבכלן כתיב אלה בני לאה וכן בזלפה ובבלהה וברחל לא כתיב אלה ובמה שפירש״י הא נמי ניחא דהואיל והיתה עיקרו של בית וכל עצמו לא עבד אצל לבן אלא בשבילה נמצא שעל ידה נולדו כל התולדות הללו ולכך כתיב בני רחל כאילו אכלהו קאי דיש שייכות קצת לקרותם כלם בני רחל משא״כ באידך דאלה דוקא הכתובים בה הוא דשייכי לדידה ואין עוד:,,
