Index Title,Guide for the Perplexed,le français d'origine,
"Guide for the Perplexed, Part 1 72:2","ומספר אלו הכדורים המקיפים בעולם אי אפשר, בשום פנים ולא בשום ענין, שיהיה פחות משמונה עשר כדור; ואמנם, אם מספרם יותר, הוא אפשר ויש בו עיון. אמנם אם יש שם גלגלי הקפות – והם אשר אינם מקיפים את העולם – יש בו עיון.","Le nombre de ces sphères qui environnent le monde ne peut en aucune manière être au dessous de dix-huit fn913; il est possible cependant qu’il y en ait davantage, et c’est une chose à examiner. Quant à savoir s’il y a des <i>sphères de circonvolution</i>, qui n’environnent pas le monde, c’est également à examiner fn914.",
"Guide for the Perplexed, Part 1 72:3","ובתוך זה הכדור הקרוב אשר הוא סמוך לנו, חומר אחד מתחלף לחומר הגשם החמישי – קיבל ארבע צורות ראשונות ושב בארבעתם ארבעה גופים: הארץ, והמים, והאויר, והאש. וכל אחד מאלו הארבעה יש לו מקום טבעי מיוחד בו, לא ימצא בזולתו והוא מונח עם טבעו. והם גופים מתים, אין חיים בהם ולא השגה; ולא יתנועעו מעצמם, אבל הם שוכני במקומותיהם הטבעיים; ואם יוציאו אחד מהם ממקומו הטבעי בהכרח – בסור המכריח יתנועע לשוב למקומו הטבעי; כי הנה יש בו זאת ההתחלה, אשר בה יתנועע לשוב למקומו על יושר, ואין בו התחלת שינוי בה ולא שיתנועע בה על בלתי יושר. והתנועות הישרות הנמצאות לאלה הארבעה יסודות, כשיתנועעו לשוב למקומתם – שתי תנועות: תנועה אל צד המקיף – והיא לאש ולאויר – ותנועה אל נקודת המרכז – והיא למים ולארץ – כשיגיע כל אחד מהם למקומו הטבעי ינוח.","A l’intérieur de la sphère inférieure qui est le plus près de nous <sup>(3)</sup><i class=""footnote"">(2) Voy. Mischnâ, V<sup>e</sup> partie, traité <i>Bekhorôth</i>, chap. <small>I</small>, § 7.</i>, il y a une matière différente de celle du cinquième corps, et qui a reçu quatre formes primitives par lesquelles il s’est formé quatre corps, (qui sont) la terre, l’eau, l’air et le feu. Chacun de ces quatre (corps) a un lieu naturel, qui lui est particulier, et ne se trouve point dans un autre (lieu) tant qu’il reste abandonné à sa nature. Ce sont des corps inanimés, qui n’ont ni vie ni perception et qui ne se meuvent pas par eux-mêmes, mais qui restent en repos dans leurs lieux naturels. Si toutefois l’un d’eux a été forcé de sortir de son lieu naturel, alors, dès que cesse la cause qui l’y a forcé, il se meut pour retourner à ce lieu naturel; car il a en lui le principe en vertu duquel il se meut en ligne droite pour retourner à son lieu, mais il n’a en lui aucun principe en vertu duquel il doive (toujours) rester en repos ou se mouvoir autrement qu’en ligne droite. Les mouvements en ligne droite que font ces quatre éléments, quand ils se meuvent pour retourner à leurs lieux, sont de deux espèces: un mouvement vers la circonférence, qui appartient au feu et à l’air, et un mouvement vers le centre, qui appartient à l’eau et à la terre; et chacun, après être arrivé à son lieu naturel, reste en repos <sup>(1)</sup><i class=""footnote"">(3) Littéralement: <i>que la terre donne des produits abondants et se fortifie par la friche</i>.</i>. Quant à ces corps (célestes) qui ont le mouvement circulaire, ils sont vivants et ont une âme par laquelle ils se meuvent; il n’y a en eux absolument aucun principe de repos, et ils ne subissent aucun changement si ce n’est dans la position, ayant le mouvement circulaire. Quant à savoir s’ils ont aussi une <i>intelligence</i> par laquelle ils <i>conçoivent</i>, cela ne peut s’éclaircir qu’au moyen d’une spéculation subtile <sup>(2)</sup><i class=""footnote"">(4) Mot à mot: <i>à l’égard de laquelle il ne peut y avoir de vente absolue.</i> Le mot <span dir=""rtl"">בתאת</span> doit être considéré comme adjectif de <span dir=""rtl"">ביע</span> <img src=""images/Art_P244.jpg""/> et se prononcer <img src=""images/Art_P245.jpg""/>; il signifie <i>ce qui est irrévocable</i>, <i>absolu.</i></i>. ",
"Guide for the Perplexed, Part 1 72:4","– אבל הגופים ההם העגולים הם חיים בעלי נפש, בה יתנועעו, ואין התחלת מנוחה בהם כלל, ולא שינוי ישיגם אלא בהנחה, בהינותם מתנועעים בסיבוב; אבל אם יש להם שכל שיצירו בו, אין זה מבואר אלא אחר עיון דק. – וכשיתנועע הגשם החמישי בסיבוב בכללו תמיד, תתחדש ביסודות מפני זה תנועה הכרחית, יצאו בגללה ממקומותם – רצוני לומר: באש ובאויר – וידחו אל המים, ויעברו כולם בגוף הארץ אל עמקה, ויתחדש ליסודות ערוב; ואחר כך יתחילו להתנועע לשוב למקומותם, ויצאו חלקים מן הארץ גם כן מפני זה ממקומותם בחברת המים והאויר והאש. והם בזה כולו פועלים קצתם בקצתם ומתפעלים קצתם מקצתם, ויפול ההישתנות במעורב; עד שיתהוה מהם תחילה הקיטורים כפי מיניהם החלוקים, ואחר כן המחצבים כפי מיניהם החלוקים, ומיני הצמחים כולם, ומינים רבים מבעלי חיים, כפי מה שגוזר מזג המעורב. וכל הוה נפסד אמנם יתהוה מן היסודות ואליהם יפסד, וכן היסודות יתהוו קצתם מקצתם ויפסדו קצתם אל קצתם. שחומר הכל – אחד, ואי אפשר המצא חומר מבלי צורה, ולא תמצא צורה טבעית מאלו ההוים הנפסדים מבלי חומר. יהיה הענין, אם כן, בהויתם והפסדם והיות כל מה שיתהוה מהם ויפסד אליהם, חוזר חלילה – כדמות סיבוב הגלגל, עד שתהיה תנועת החומר הזה בעל הצורה, בבוא בו הצורות זו אחר זו, כתנועת הגלגל באנה, בהישנות ההנחות בעצמם לכל חלק ממנו.","Le cinquième corps tout entier accomplissant son mouvement circulaire, il en naît toujours par là dans les éléments un mouvement forcé par lequel ils sortent de leurs régions, je veux dire (qu’il en naît un mouvement) dans le feu et l’air, qui sont refoulés vers l’eau, et tous, ils pénètrent dans le corps de la terre jusque dans ses profondeurs, de sorte qu’il en résulte un mélange des éléments. Ensuite ils commencent à se mouvoir pour retourner dans leurs régions (respectives), et, par suite de cela, des parcelles de terre quittent également leurs places en se joignant à l’eau, à l’air et au feu. Dans tout cela, les éléments agissent les uns sur les autres et reçoivent les impressions les uns des autres, et le mélange subit une transformation, de sorte qu’il en naît <sup>(1)</sup><i class=""footnote"">(1) Ibn-Tibbon a omis dans sa version les mots: <img src=""images/Art_P246.jpg""/>, <i>et qu’il puisse en consommer le produit</i>, <i>pas autre chose.</i> Al-’Harîzi traduit: <span dir=""rtl"">ויהיה לו פירותיו ולא לזולתו</span>; il fallait dire plus exactement: <span dir=""rtl"">ולא זולתס</span>.</i> d’abord les différentes espèces des vapeurs <sup>(2)</sup><i class=""footnote"">(2) Voy. ci-après, chap. <small>XLIX</small>.</i>, ensuite les différentes espèces des minéraux, toutes les espèces des plantes et de nombreuses espèces d’animaux, selon ce qu’exige la complexion du mélange. Tout ce qui naît et périt ne naît que des éléments et y revient en périssant. De même, les éléments naissent les uns des autres et se perdent les uns dans les autres; car tout n’a qu’une seule matière, et la matière ne peut exister sans forme, de même qu’aucune forme physique de ces choses qui naissent et périssent ne peut exister sans matière. Donc, la naissance et la destruction des éléments, ainsi que de tout ce qui naît de ces derniers et s’y résout en périssant, suivent (en quelque sorte) un mouvement circulaire, semblable à celui du ciel; de sorte que le mouvement que fait cette matière <i>formée</i> <sup>(3)</sup><i class=""footnote"">(3) Mot à mot: <i>qui surgissent parmi les hommes dans les États.</i></i>, à travers les formes qui lui surviennent successivement, peut se comparer au mouvement que fait le ciel dans le <i>lieu</i> <sup>(1)</sup><i class=""footnote"">(4) Voy. Exode, chap. <small>XXI</small>, <i>v.</i> 26 et 27, et cf. Talmud de Babylone, traité <i>Kiddouschin</i>, fol. 24 <i>a.</i> Par esclave <i>cananéen</i>, on entend en général l’esclave étranger ou païen. Sur les lois pleines de bienveillance et d’humanité que le législateur des Hébreux prescrit à l’égard des esclaves, voy. <i>Palestine</i>, p. 208-209; ces lois équivalaient presque à l’abolition de l’esclavage.</i>, les mêmes positions se répétant <sup>(2)</sup><i class=""footnote"">(1) Sur le sens du mot <img src=""images/Art_P247.jpg""/>, voy. ci-dessus, ch. <small>XII</small>, p. 67, note 1.</i> pour chacune de ses parties.",
"Guide for the Perplexed, Part 1 72:5","וכמו שבגוף האדם אברים ראשיים ואברים שהם תחת יד הראשיים, צריכים בעמידתם להנהגת האבר הראש אשר ינהיגם, כן בעולם בכללו – חלקים ראשיים – והוא הגשם החמישי המקיף – וחלקים שתחת יד הראשיים צריכים למנהיג – והם היסודות ומה שיורכב מהם.","De même que dans le corps humain il y a (d’une part) des membres <i>dominants</i>, et (d’autre part) des membres <i>dominés</i> qui ont besoin, pour se maintenir, du gouvernement du membre principal qui les régit, de même il y a, dans l’ensemble de l’univers, des parties dominantes, comme le <i>cinquième corps</i> qui environne (tout), et des parties dominées qui ont besoin d’un guide, comme les éléments et ce qui en est composé.",
"Guide for the Perplexed, Part 1 72:6","וכמו שהאבר הראש – אשר הוא הלב – מתנועע תמיד והוא – התחלת כל תנועה שתמצא בגוף ושאר אברי הגוף תחת ידו, והוא ישלח אליהם כחותם אשר יצטרכו אליהם לפעולותיהם בתנועתו, כן הגלגל הוא המנהיג לשאר חלקי העולם בתנועתו והוא ישלח לכל מתהוה כוחותיו הנמצאות בו. הנה כל תנועה שתמצא בעולם התחלתה הראשונה – תנועת הגלגל, וכל נפש שתמצא לבעל נפש בעולם, התחלתה – נפש הגלגל.","De même que le membre principal, qui est le cœur, se meut toujours fn915 et est le principe de tout mouvement qui existe dans le corps, tandis que les autres membres du corps sont dominés par lui, et que c’est lui qui, par son mouvement, leur envoie les facultés dont ils ont besoin pour leurs actions, de même c’est la sphère céleste qui, par son mouvement, gouverne les autres parties de l’univers, et c’est elle qui envoie à tout ce qui naît les facultés qui s’y trouvent; de sorte que tout mouvement qui existe dans l’univers a pour premier principe le mouvement de la sphère céleste, et que toute âme de ce qui, dans l’univers, est doué d’une âme, a son principe dans l’âme de la sphère céleste. ",
"Guide for the Perplexed, Part 1 72:7","ודע, כי הכוחות המגיעות מן הגלגלים לזה העולם, כפי מה שהתבאר – ארבע כוחות: כח יחיב הערוב וההרכבה – ואין ספק, שזה מספיק בהרכבת המחצבים – וכח יתן הנפש הצומחת לכל צמח, וכח יתן הנפש החיה לכל חי, וכח יתן הדברי לכל מדבר – וכל זה במיצוע האור והחושך, הנמשכים אחר אורם והקפם סביב הארץ.","Il faut savoir que les facultés qui arrivent de la sphère céleste à ce monde-ci sont, comme on l’a exposé, au nombre de quatre, savoir: une faculté qui produit le mélange et la composition et qui suffit indubitablement pour la production fn916 des minéraux, une autre faculté, qui donne l’àme végétative à toute plante, une autre, qui donne l’âme vitale à tout ce qui vit, et une autre enfin, qui donne la faculté rationnelle à tout être raisonnable; et tout cela se fait par l’intermédiaire de la lumière et des ténèbres résultant de la lumière des astres et de leur révolution autour de la terre fn917.",
"Guide for the Perplexed, Part 1 72:8","וכמו שאם ינוח הלב כהרף עין, ימות האיש ויבטלו כל תנועותיו וכל כוחותיו, כן, אילו ינוחו הגלגלים, יהיה בו מיתת העולם בכללו ובטול כל מה שבו.","De même encore que, lorsque le cœur s’arrête un seul instant, l’individu meurt et tous ses mouvements et ses facultés cessent, de même, si les sphères célestes s’arrêtaient, ce serait la mort de l’univers entier et l’anéantissement de tout ce qui s’y trouve.",
"Guide for the Perplexed, Part 1 72:9","וכמו שהחי אמנם הוא חי כולו בתנועת לבו, ואף על פי שבו אברים נחים לא ירגישו, כעצמות והאליל וזולתם, כן זה המציאות כולו הוא איש אחד, חי בתנועת הגלגל – אשר הוא בו כדמות הלב מבעלי הלב – ואף על פי שבו גופים רבים נחים מתים.","De même enfin que l’animal vit tout entier par l’effet seul du mouvement de son cœur, bien qu’il possède des membres dénués de mouvement et de sensibilité, comme, par exemple, les os, les cartilages, etc., de même tout cet univers est un seul individu, vivant par le mouvement de la sphère céleste qui y occupe le même rang que tient le cœur dans ce qui a un cœur, quoiqu’il renferme beaucoup de corps sans mouvement et inanimés.",
"Guide for the Perplexed, Part 1 72:10","הנה כן צריך לך שתציר כל זה הכדור – איש אחד חי מתנועע בעל נפש, כי זה המין מן הציור הכרחי מאוד, כלומר: מועיל מאד במופת על היות האלוה אחד כמו שיתבאר; ובזה הציור יתבאר גם כן שהאחד אמנם ברא אחד.","C’est ainsi qu’il faut te représenter l’ensemble de cette sphère comme un seul individu, vivant, se mouvant et doué d’une âme; car cette manière de se représenter (la chose) est très nécessaire, ou du moins fn918 très utile, pour la démonstration de l’unité de Dieu, ainsi qu’on l’exposera fn919, et de cette manière il sera clair aussi que l’<i>un</i> n’a créé qu’un seul (être) fn920.",
"Guide for the Perplexed, Part 1 72:11","וכמו שאי אפשר שימצאו אברי האדם בפני עצמם, והם אברי אדם באמת – רצוני לומר: שיהיה הכבד בפני עצמו, או הלב בפני עצמו, או בשר בפני עצמו – כן אי אפשר שימצאו חלקי העולם קצתם מבלתי קצתם בזה המציאות המיושב אשר דברינו בו, עד שימצא אש מבלתי ארץ או ארץ מבלתי שמים או שמים מבלתי ארץ.","De même donc qu’il est impossible que les membres de l’homme existent séparément comme véritables membres de l’homme, je veux dire, que le foie ou le cœur soit isolé, ou qu’il y ait de la chair isolément, de même il serait impossible que les parties de l’univers existassent les unes sans les autres, dans cet être bien constitué dont nous parlons fn921, de sorte que le feu existât sans la terre, ou la terre sans le ciel, ou le ciel sans la terre.",
"Guide for the Perplexed, Part 1 72:12","וכמו שבאדם כח אחד, יקשור אבריו קצתם בקצתם וינהיגם, ויתן לכל אבר מה שצריך שישמור עליו תקונו וידחה ממנו מה שיזיקהו – והוא אשר בארו אותו הרופאים ואמרו: ׳הכח המנהיג גוף החי׳, והרבה פעמים יקראוהו ׳טבע׳ – כן בעולם בכללו כח יקשור קצתו בקצתו, וישמור מיניו שלא יאבדו, וישמור אישי מיניו, גם כן מדת מה שאפשר לשמרם וישמור גם כן קצת אישי העולם. זה הכח – יש בו עיון, אם הוא במיצוע הגלגל אם לא.","De même encore qu’il y a dans cet individu humain une certaine faculté qui lie ses membres les uns aux autres, les gouverne, donne à chaque membre ce qu’il lui faut pour se conserver en bon état, et en écarte ce qui lui est nuisible, — savoir celle que les médecins désignent expressément comme la <i>faculté directrice</i> du corps animal, et que souvent ils appellent <i>nature</i> fn922, — de même il y a dans l’ensemble de l’univers une faculté qui en lie les parties entre elles, qui empêche les espèces de périr et conserve aussi les individus de ces espèces tant qu’il est possible de le faire, et qui conserve également une partie des individus de l’univers fn923. Il est à examiner toutefois si cette faculté agit, ou non, par l’intermédiaire de la sphère céleste fn924.",
"Guide for the Perplexed, Part 1 72:13","וכמו שבגוף איש האדם – דברים מכוונים: מהם – מה שכוון בהם עמידת אישו, ככלי המזון, ומהם – מה שכוון בהם עמידת מינו, ככלי ההולדה, ומהם – מה שכוון בהם צרכו אשר הוא צריך אליו במזונותיו וזולתם כידים וכעינים; ובו גם כן דברים בלתי מכוונים לעצמם אבל הם דבקים ונמשכים אחר מזג האברים ההם, אשר המזג ההוא המיוחד הכרחי בהתקיים הצורה ההיא לפי מה שהיא, עד שיעשו הפעולות ההם המכוונות – ונמשכו אחר הויתו המכוונת לפי הכרח החומר דברים אחרים, כשער הגוף ומראהו – ולזה לא ימשך ענין אלו על סדר, והרבה פעמים יעדר קצתם, וימצא היתרון גם כן בהם בין האישים רב מאד (מה שלא יהיה זה באברים: שאתה לא תמצא איש יהיה לו כבד עשרה כפלי כבד איש אחר, ותמצא איש נעדר הזקן או שער מקומות מן הגוף, או שיהיה לו זקן עשרה כפלי זקן איש אחר או עשרים כפל – וזה הרבה בזה הכת – רצוני לומר: יתרון השער והמראים) – כן במציאות בעצמו – מינים מכוונים מן ההויה קיימים נמשכים על סדר אין הבדל ביניהם אלא מעט לפי רוחב המין ההוא בכמותו ואיכותו ומינים בלתי מכוונים, אבל נתחייבו לטבע ההויה וההפסד הכולל, כמו מיני התולעים המתילדים מן האשפות, ומיני בעלי חיים המתילדים בפרות כשיתעפשו ומה שיתילד מעיפוש הלחויות והתולעים המתילדים במעים וכיוצא בהם (סוף דבר, יראה לי, כי כל דבר שלא ימצא בו כח הולדה לדומה לו הוא מזה הכת); ולזה לא תמצאם שומרים סדר – ואף על פי שאי אפשר מבלעדיהם, כמו שאי אפשר מבלתי מראים משתנים ואי אפשר מבלתי מיני שער בבני אדם.","Dans le corps de l’individu humain il y a (d’une part) des choses qui ont un but particulier: les unes, comme les organes de la nutrition, ont pour but la conservation de l’individu; les autres, comme les organes de la génération, ont pour but la conservation de l’espèce; d’autres encore, comme, par exemple, les mains et les yeux, sont destinées à pourvoir à ce dont l’homme a besoin en fait d’aliments fn925 et d’autres choses semblables. Et (d’autre part) il y existe fn926 aussi des choses qui n’ont pas de but en elles-mêmes, mais qui se rattachent comme accessoires à la complexion de certains membres, complexion particulière qui est nécessaire (à ces derniers) pour obtenir telle forme propre, afin de remplir les fonctions auxquelles ils sont destinés. Ainsi, à ce qui y est formé pour un certain but fn927, il se joint, suivant l’exigence de la matière, certaines autres choses, comme, par exemple, le poil et la couleur du corps; c’est pourquoi fn928 ces choses n’ont point de régularité, il y en a même qui souvent manquent (complétement), et il existe à cet égard une différence très grande entre les individus fn929, ce qui n’a point lieu pour les membres. En effet, tu ne trouveras point un individu qui ait le foie dix fois aussi grand que celui d’un autre individu, tandis que tu trouveras tel homme dépourvu de barbe, ou (qui n’a pas) de poil dans certains endroits du corps, ou qui a la barbe dix ou vingt fois plus grande que celle d’un autre individu; et cela est très fréquent fn930 dans cet ordre de choses, je veux parler de la différence (qui existe entre les individus) pour les poils et les couleurs. — Et de même fn931, dans l’ensemble de l’univers, il y a (d’une part) des espèces dont la génération a un but déterminé, qui suivent avec constance une certaine règle et dans lesquelles il n’y a que de petites anomalies restant dans les limites de l’espèce sous le rapport de la qualité et de la quantité fn932; et (d’autre part) des espèces qui n’ont pas de but (en elles-mêmes), mais sont une conséquence nécessaire des lois générales de génération et de destruction fn933, comme, par exemple, les différentes espèces de vers qui naissent dans les fumiers, les différentes espèces d’animalcules qui naissent dans les fruits lorsqu’ils se corrompent, ce qui naît de la corruption des choses humides, les vers qui naissent dans les intestins, etc. En général, il me semble que tout ce qui n’a pas la faculté de procréer son semblable est de cette catégorie; c’est pourquoi tu trouveras que ces choses n’observent pas de règle, bien qu’elles doivent nécessairement exister, de même qu’il faut que les individus humains soient de couleurs différentes et aient différentes espèces de poils.",
"Guide for the Perplexed, Part 1 72:14","וכמו שבבני אדם – גשמים, אישיהם עומדים, כאברים השרשיים, וגשמים עומדים במין, לא באיש, כלחות הארבע – כן במציאות בכללו – גשמים קיימים עומדים באיש, והוא הגשם החמישי בכל חלקיו וגשמים עומדים במין, כיסודות ומה שיורכב מהם.","De même encore que dans l’homme il y a des corps d’une permanence individuelle fn934, tels que les membres principaux, et des corps permanents comme espèce, et non comme individu, comme les quatre <i>humeurs</i> fn935, de même il y a dans l’ensemble de l’univers des corps stables, d’une permanence individuelle, comme le cinquième corps avec toutes ses parties fn936, et des corps permanents comme espèce, tels que les éléments et ce qui en est composé fn937.",
"Guide for the Perplexed, Part 1 72:15","וכמו שכוחות האדם המחייבות להויתו ועמידתו מדת עמידתו הם בעצמם המחיבות להפסדו ואבדו, כן סיבות ההויה הם בעצמם סיבות ההפסד בכל עולם ההויה וההפסד. והמשל בו: שאלו הארבע כוחות הנמצאות בגוף כל נזון והם – הכוח המושך והמחזיק והמעכל והדוחה אילו היה אפשר שיהיו אלו הכוחות ככוחות השכליות עד שלא יעשו אלא מה שראוי ובעת הראוי ובשיעור הראוי היה אדם ניצל ממכות גדולות עד מאוד וחלאים רבים; אמנם בעבור שלא היה זה אפשר אבל הם עושים מעשים טבעיים מבלתי מחשבה והסתכלות ואינם משיגים מה שיעשוהו כלל התחייב שיתחדשו בעבורם חלאים גדולים ומכות גדולות – ואף על פי שהיו הם הכלי בהוית האדם ובעמדו המידה אשר יעמוד. ובאור זה, כי הכח המושך, על דרך משל, אילו לא היה מושך אלא הדבר הנאות מכל צדדיו והשיעור הצריך אליו לבד, היה נמלט האדם מחלאים ומכות רבות; אבל בעבור שאין הענין כן, אבל ימשך אי זו לחה שתזדמן מסוג משיכתו – ואף על פי שהלחה ההיא נוטה מעט בכמותה ואיכותה – יתחיב מזה שימשוך הלחה אשר היא יותר חמה ממה שצריך או יותר קרה, או יותר עבה או יותר דקה, או ימשוך יותר ממה שצריך, ויחנקו בזה הגידים, ויתחדש הסיתום והעיפוש, ויפסד איכות הלחות וישתנה כמותם, ויתחדשו חלאים, כגרב והחיכוך והיבלות, או נגעים גדולים, כמורסה שקוראים סרטן והצרעת וְהָאִכָּל, עד שתפסד צורת האבר או האברים. וכן הענין גם כן בשאר הכוחות הארבע. כן הענין בעצמו בכל המציאות: הענין המביא להוית מה שיתהוה והמשך מציאותו מדה אחת – והוא ערוב היסודות בכוחות הגלגליות המניעות אותם המפוזרות בהם – הוא הסיבה בעצמה בהתחדש סיבות מזיקות במציאות, כזרמים והמטר הסוחף והשלג והברד, והרוחות החזקות והרעמים והברקים ועיפוש האויר, או התחדש סיבות ממיתות מאוד, יכלו ארץ או ארצות או איקלים כהשקע מקומות והרעש והזועות, והמים השופעים מן הימים והתהומות.","De même encore que les facultés au moyen desquelles l’homme naît et se conserve pendant un certain temps fn938 sont elles-mêmes celles qui causent sa destruction et sa perte, de même, dans l’ensemble du monde de la naissance et de la destruction fn939, les causes de la naissance sont elles-mêmes celles de la destruction. En voici un exemple: Si ces quatre facultés qui existent dans le corps de tout ce qui s’alimente, savoir, l’attractive, la coërcitive, la digestive et l’expulsive fn940, pouvaient ressembler aux facultés intellectuelles, de manière à ne faire que ce qu’il faut, au moment où il le faut et dans la mesure qu’il faut, l’homme serait préservé des plus grandes calamités et de nombreuses maladies; mais, comme cela n’est pas possible et qu’au contraire elles remplissent des fonctions physiques, sans réflexion ni discernement et sans comprendre en aucune manière ce qu’elles font, il s’ensuit qu’elles font naître de graves maladies et des calamités, quoiqu’elles soient l’instrument par lequel l’animal naît et se conserve pendant un certain temps. Ainsi, pour m’expliquer, si la faculté attractive, par exemple, n’attirait que ce qui convient sous tous les rapports, et seulement dans la mesure du besoin, l’homme serait préservé de beaucoup de maladies et de calamités. Mais, comme il n’en est point ainsi et qu’au contraire elle attire toute matière qui se présente, (pourvu qu’elle soit) du genre de son attraction fn941, quand même cette matière s’écarterait un peu (de la juste mesure) sous le rapport de la quantité et de la qualité, il en résulte qu’elle attire aussi la matière qui est plus chaude, ou plus froide, ou plus épaisse, ou plus subtile, ou en plus grande quantité qu’il ne faut; par là les veines s’engorgent, il survient de l’obstruction et de la putréfaction, la qualité des humeurs est corrompue et leur quantité est altérée, et il arrive des maladies, comme la gale, la grattelle et les verrues, ou de grandes calamités, comme la tumeur cancéreuse, l’éléphantiasis et la gangrène, de sorte que la forme d’un ou de plusieurs membres se trouve détruite. Et il en est de même des autres d’entre les quatre facultés. — Or, c’est absolument la même chose qui arrive dans l’ensemble de l’univers: la chose qui fait naître ce qui naît et en prolonge l’existence pendant un certain temps, — savoir, le mélange des éléments produit par les facultés de la sphère céleste qui les mettent en mouvement et s’y répandent, — est elle-même la cause qui amène dans l’univers des choses nuisibles, comme les torrents, les averses, la neige, la grêle, les ouragans, le tonnerre, les éclairs et la corruption de l’air, ou de terribles catastrophes qui détruisent une ou plusieurs villes ou une contrée, comme les croulements du sol fn942, les tremblements de terre, les violents orages et les eaux qui débordent des mers et des abîmes fn943.",
