"Guide for the Perplexed, Part 2 Introduction 1",בשם יי אל עולם!,AU NOM DE L’ÉTERNEL DIEU DE L’UNIVERS,
"Guide for the Perplexed, Part 2 45:16","וכאשר מצאתי כתובים יעידו בדבר שמעו הנביא ויבואר שהוא ב׳מראה׳ אמרתי על צד ההשערה שאפשר שיהיה זה הדבר אשר ישמע ׳בחלום׳ ולא יתכן כמותו ׳במראה׳ הוא שיהיה האלוה ידמה לו שהוא ידבר עמו – זה כולו על צד המשך אחר הנראה. ואפשר שיאמר האומר שכל ׳מראה׳ שתמצא בו שמע דיבור – יהיה תחילת הענין ההוא ׳מראה׳ ואחר כן הגיע להשתקע ושב ׳חלום׳ – כמו שבארנו באמרו: ״ותרדמה נפלה על אברם״ ואמרו: ״זו – תרדמה של נבואה״ – ויהיה כל דיבור שישמע על אי זה צד שישמע – ׳בחלום׳ כמו שבא הכתוב: ״בחלום אדבר בו״. אבל ׳במראה הנבואה׳ לא יושג בו אלא משלים או השגות שכליות יגיעו בעבורם אל עניני חכמות כמו שיגיעו מן העיון כמו שבארנו – והוא אמרו: ״במראה אליו אתודע״. ולפי זה הפרוש האחרון יהיה מדרגות הנבואה – שמונה מדרגות, והעליונה שבהם והשלמה – שיתנבא ׳במראה׳ בכלל ואפילו דיבר עמו איש כמו שנזכר.","Ayant trouvé des textes qui rendent, témoignage des paroles que le prophète aurait entendues et où (néanmoins) il est clair qu’il s’agit d’une <i>vision</i>, j’ai dit, par simple conjecture fn2294, que peut-être, là où on dit que des paroles peuvent être entendues (seulement) dans un songe et qu’il ne saurait en être de même dans une <i>vision</i>, c’est (dans l’hypothèse) que ce soit Dieu lui-même qu’il (le prophète) s’imagine lui adresser la parole fn2295; et tout cela (je l’ai dit) en m’attachant au sens littéral fn2296. Cependant, on pourrait dire que toute <i>vision</i> où il est question de <i>paroles</i> entendues était en effet, de prime abord, une <i>vision,</i> mais qu’ensuite elle aboutissait à un profond assoupissement et devenait un songe, comme nous l’avons exposé au sujet de ces mots: <i>Et un profond assoupissement pesa sur Abrâm</i> (Genèse, XV, 12) fn2297,dontils (les docteurs) ont dit: « C’est l’assoupissement de la prophétie fn2298. » Toutes les fois donc qu’on entendait des paroles, n’importe de quelle manière, c’était dans un <i>songe</i>, comme dit le texte: <i>Je lui parle dans un songe</i> (Nombres, XII, 6), tandis que dans la <i>vision prophétique</i>, on ne percevait que des <i>paraboles</i>, ou des communications de l’intellect fn2299 faisant connaître des choses scientifiques semblables à celles qu’on obtient au moyen de la spéculation, comme nous l’avons exposé, et c’est là ce qu’on aurait voulu dire (par les mots) <i>je me fais connaître à lui dans une vision</i> (<i>ibid.</i>). Selon cette dernière interprétation donc, les degrés de la prophétie seraient au nombre de <i>huit</i> fn2300, dont le plus élevé et le plus parfait serait celui, en général, où le prophète est inspiré <i>par une vision</i>, quand même ce ne serait qu’un <i>personnage</i> qui lui parlerait fn2301, comme il a été dit.",
"Guide for the Perplexed, Part 2 45:17",ואולי תקשה עלי ותאמר כבר מנית במדרגות הנבואה – שיהיה הנביא שומע הדיבור מהאלוה ידבר עמו כישעיה ומיכיהו – ואיך יהיה זה ויסודנו – שכל נביא אמנם ישמע הדיבור באמצעות ׳מלאך׳ אלא ׳משה רבנו׳ אשר נאמר בו ״פה אל פה אדבר בו״? – דע כי הענין כן ושהאמצעי הנה הוא הכח המדמה שהוא אמנם ישמע שהאלוה דיבר אתו ׳בחלום של נבואה׳; ומשה רבנו ׳מעל הכפורת׳ ׳מבין שני הכרובים׳ מבלתי השתמש בכח המדמה. וכבר בארנו ב״משנה תורה״ הבדלי הנבואה ההיא ופרשנו ענין ״פה אל פה״ ו״כאשר ידבר איש אל רעהו״ וזולת זה. והבינהו משם ואין צריך להשיב מה שכבר נאמר.,"Tu me feras peut-être une objection en me disant: « Tu as compté, parmi les degrés de la prophétie, celui où le prophète entendrait des paroles qui lui seraient adressées (directement) par Dieu, comme, par exemple, Isaïe et Michaïahou. Mais, comment cela peut-il être, puisque nous avons pour principe que tout prophète n’entend la parole (de Dieu) que par l’intermédiaire d’un ange, à l’exception de Moïse, notre maître, dont il a été dit: <i>Je lui parle bouche à bouche</i> (Nombres, XII, 8)? » Sache donc qu’il en est ainsi en effet, et que ce qui sert ici d’intermédiaire, c’est la faculté imaginative; car ce n’est que dans le <i>songe prophétique</i> que le prophète entend Dieu qui lui parle fn2302, tandis que Moïse, notre maître, l’entendait <i>de dessus le propitiatoire, d’entre les deux chérubins</i> (Exode, XXV, 22) fn2303, sans se servir de la faculté imaginative. Nous avons déjà exposé dans le <i>Mischné Tôrâ</i> les différences de cette prophétie (de Moïse), et nous avons expliqué le sens des mots <i>bouche à bouche</i> (Nombres, XII, 8), des mots <i>comme un homme parle à son prochain</i> (Exode, XXXIII, 11), et d’autres expressions fn2304. C’est donc là que tu peux en puiser l’intelligence, et il n’est pas nécessaire de répéter ce qui déjà a été dit.",
"Guide for the Perplexed, Part 2 46:1","מן האיש האחד תלקח ראיה על כלל אישי המין, ויודע שזה תכונת כל איש ממנו. ואשר ארצהו בזה המאמר, כי מן התכונה האחת מתכונות הגדות הנביאים תלקח ראיה על כל ההגדות אשר במין ההוא.","D’un seul individu on peut conclure sur tous les individus de la même espèce et apprendre que chacun de ses individus a telle forme fn2305. En disant cela, j’ai pour but (d’établir) que, de la forme de l’une des relations des prophètes fn2306, tu peux conclure sur toutes les autres relations de la même espèce.",
"Guide for the Perplexed, Part 2 46:2","ואחר זאת ההצעה תדע, כי כמו שיראה אדם בחלום, שכבר הלך לארץ הפלונית, ונשא שם אשה, ועמד זמן ונולד לו בן, וקראו פלוני, והיה מענינו מה שהיה – כן משלי הנבואה האלו אשר יראו או יעשו ׳במראה הנבואה׳ במה שיורה המשל ההוא, מעשה מן המעשים ודברים יפעל אותם הנביא ומדות וזמנים יזכרו בין פועל ופועל על צד המשל ונסיעות ממקום למקום – הכל הוא ׳במראה הנבואה׳ לא שהם פעלים נמצאים לחושים הנראים. ויבוא זכרם בספרי הנבואה קצתם מוחלטים – שאחר שנודע שהכל היה ׳במראה הנבואה׳ לא הוצרך להשיב בזכור כל חלק וחלק מן המשל שהיה ׳במראה הנבואה׳.","Après cette observation préliminaire, il faut savoir que, de même qu’un homme croit voir, dans un songe, qu’il a fait un voyage dans tel pays, qu’il s’y est marié, et qu’après y être resté un certain temps, il lui est né un fils à qui il a donné tel nom et qui se trouvait dans tel état et dans telle circonstance <sup>(2)</sup><i class=""footnote"">(1) Voy. ci-dessus, chap. <small>XXIX</small>, p. 234, note 4.</i>, de même ces paraboles prophétiques qui apparaissent (au prophète), ou qui, dans la vision prophétique, se traduisent en action <sup>(1)</sup><i class=""footnote"">(2) Voy. <i>ibid.</i>, p. 228.</i> [quand la parabole exige <sup>(2)</sup><i class=""footnote"">(3) Voy. le t. II, p. 31, note 2.</i> un acte quelconque], ainsi que certaines choses que le prophète exécute, les intervalles de temps qu’on mentionne paraboliquement entre les différentes actions et les translations d’un endroit à un autre, tout cela (dis-je) n’existe que dans la vision prophétique, et ce ne sont pas des actions réelles (existant) pour les sens extérieurs <sup>(3)</sup><i class=""footnote"">(4) Au lieu de <span dir=""rtl"">וגׄודה</span>, <i>son être</i>, <i>son existence</i>, la version d’Ibn-Tibbon a inexactement <span dir=""rtl"">טובו ואורו</span>; Al-’Harîzi traduit: <span dir=""rtl"">והם אשר נאצל עליהם מציאותו ית׳</span>.</i>. Quelques-unes (de ces choses) sont rapportées, dans les livres prophétiques, d’une manière absolue <sup>(4)</sup><i class=""footnote"">(5) Voy. le t. I, chap. <small>XLIX</small>; le t. II, chap. <small>VI</small>, où l’auteur expose que par les <i>anges</i> il faut entendre les <i>Intelligences séparées</i>.</i>; car, dès qu’on sait que tout l’ensemble était une vision prophétique, il était inutile de répéter à chaque détail de la parabole qu’il avait eu lieu dans la vision prophétique. ",
"Guide for the Perplexed, Part 2 46:3",כמו שיאמר הנביא ״ויאמר יי אלי״ ולא יצטרך לבאר שהיה ׳בחלום׳; ויחשבו ההמון שהפעולות ההם והנסיעות והשאלות והמענים – הכל היה בענין השגת החושים לא ׳במראה הנבואה׳.,"Ainsi, le prophète ayant dit: <i>Et l’Éternel me dit</i>, n’a pas besoin de déclarer que c’était dans un songe <sup>(5)</sup><i class=""footnote"">(6) L’auteur veut parler des deux <i>chérubins</i>, figures symboliques, placés au-dessus de l’arche sainte (voy. <i>Palestine</i>, p. 157), et qui, selon lui, représentaient les Intelligences <i>séparées</i> ou les <i>anges</i> proprement dits. Si, dans un autre endroit (ci-dessus, chap. <small>III</small>), l’auteur identifie les chérubins d’Ézéchiel avec les ’<i>hayyôth</i> ou sphères célestes, il veut dire seulement que ces dernières aussi ont reçu le nom de <i>chérubin</i>, parce que tous les êtres exerçant une certaine influence sur la terre et chargés d’une mission divine sont appelés <i>anges</i>. Voy. le chap. <small>VI</small> de la II<sup>e</sup> partie, p. 68.</i>; mais le vulgaire s’imagine que ces actions, ces déplacements, ces questions et réponses, que tout cela (dis-je) a eu lieu dans l’état de la perception des sens <sup>(1)</sup><i class=""footnote"">(1) C’est-à-dire: on aurait pu croire aussi, en prenant la figure unique pour un ange, qu’il n’existait qu’un seul ange, ou une seule Intelligence <i>séparée</i>, à côté de Dieu, et qu’il y avait en quelque sorte deux dieux. — Tous les mss. arabes ont <span dir=""rtl"">ואן אלמלאך</span>, et de même Al-’Harîzi <span dir=""rtl"">וכי המלאך</span>, <i>et aussi que l’ange</i>, <i>etc.</i> La version d’Ibn-Tibbon porte <span dir=""rtl"">או שהמלאך</span>, <i>ou que l’ange</i>, ce qui, en effet, est plus conforme au sens.</i>, et non pas dans la <i>vision prophétique</i>.",
"Guide for the Perplexed, Part 2 46:4","ואני אזכור לך מזה מה שלא יספוק אדם בו, ואחבר אליו קצת מה שהוא ממינו, ומן הקצת ההוא יתבאר לך מה שלא זכרתיו. וממה שהוא מבואר ולא יספוק אדם בו – מאמר יחזקאל: ״אני יושב בביתי וזקני יהודה יושבים לפני וגו׳ ותשא אותי רוח בין הארץ ובין השמים ותבא אותי ירושלמה במראות אלהים״; כן אמרו: ״ואקום ואצא אל הבקעה״ – אמנם היה ׳במראות אלהים׳ כמו שנאמר באברהם ״ויוצא אותו החוצה״ – וזה היה ׳במחזה׳; כן אמרו: ״ויניחני בתוך הבקעה״ – אמנם היה ׳במראות אלהים׳. וזכר יחזקאל ב׳מראה׳ ההיא אשר הובא בה לירושלם אמר דבר זה לשונו, ״ואראה והנה חור אחד בקיר; ויאמר אלי בן אדם חתר נא בקיר ואחתור בקיר והנה פתח אחד וגו׳״; וכמו שהוא ראה ׳במראות אלהים׳ שצווה לחתור בקיר עד שיכנס ויראה מה הם עושים שם, וחתר – כמו שנזכר – ׳במראות אלהים׳ ונכנס מן החור וראה מה שראה, וכל זה ׳במראה הנבואה׳ – כן אמרו לו ״ואתה וגו׳ קח לך לבנה וגו׳ ואתה שכב על צדך השמאלי וגו׳ ואתה קח לך חטין ושעורים וגו׳״ וכן אמרו לו ״והעברת על ראשך ועל זקנך״ – כל זה ׳במראה הנבואה׳ ראה שהוא עשה הפעולות ההם אשר צווה לעשותם. וחלילה לאלוה מתת נביאיו דומים לשוטים ולשיכורים ויצום לעשות מעשי השיגעון! מחובר אל המצוה במרי, שהוא היה ׳כהן וחיב שני לאוין על כל פאת זקן או פאת ראש׳; ואמנם, היה זה כולו ׳במראה הנבואה׳. כן באמרו: ״כאשר הלך עבדי ישעיהו ערום ויחף״ – אמנם היה זה ׳במראות אלהים׳. ואמנם, יחשבו חלושי הסברה בזה כולו – היות הנביא מספר שהוא צווה לעשות כן ועשה; וכן סיפר שהוא צוה לחתור בקיר אשר ב׳הר הבית׳ והוא היה בבבל וזכר שחתרו, כמו שאמר ״ואחתור בקיר״ – וכבר באר שזה היה ׳במראות אלהים׳.","Je vais t’en citer un exemple sur lequel personne n’a pu se tromper, et j’y rattacherai quelques autres exemples de la même espèce; de ces quelques exemples, tu pourras conclure sur ce que je n’aurai pas cité. Ce qui est clair et sur quoi personne ne peut se tromper, c’est quand Ézéchiel dit: <i>J’étais assis dans ma maison, et les anciens de Juda étaient assis devant moi, etc. Un vent me porta entre la terre et le ciel et me fit entrer à Jérusalem, dans les</i> <small>VISIONS DE</small> D<small>IEU</small> (Ézéch., VIII, 1 et 3). De même quand il dit: <i>Je me levai et je sortis vers la vallée</i> (<i>Ibid.</i>, III, 23), ce n’était également que dans les <i>visions de Dieu</i>, comme il est dit aussi au sujet d’Abraham: <i>Et il le fit sortir dehors</i> (Genèse, XV, 5), ce qui eut lieu <i>dans une vision</i> (<i>Ibid.</i>, v. 1). De même quand il dit: <i>Et il me déposa au milieu de la vallée</i> (Ézéchiel, XXXVII, 1), ce fut encore <i>dans les visions de Dieu</i>. Ézéchiel, dans cette vision où il fut introduit dans Jérusalem, s’exprime fn2307 en ces termes: <i>Je vis, et il y avait une ouverture dans le mur. Et il me dit: Fils de l’homme! creuse donc dans le mur, et je creusai dans le mur, et il se trouva là une porte</i> (<i>Ibid.</i>, VIII, 7-8). De même donc qu’il lui avait semblé <i>dans les visions de Dieu</i> qu’on lui ordonnait de creuser le mur afin d’y entrer et de voir ce qui se faisait là, et qu’ensuite il creusa, comme il le dit, dans ces mêmes <i>visions de Dieu</i>, entra par l’ouverture et vit ce qu’il vit, tout cela dans une vision prophétique, de même, quand Dieu lui dit: <i>Prends une brique etc., couche-toi sur le côté gauche etc. Prends du froment, de l’orge etc.</i> (<i>Ibid.</i> IV, 1, 4 et 9), et de même encore, quand il lui dit: <i>Et passe</i> (<i>le rasoir</i>) <i>sur ta tête et sur ta barbe, etc.</i> (<i>Ibid.</i>, V, 1), tout cela (signifie que), dans une vision prophétique, il lui semblait qu’il faisait les actions qu’il lui avait été ordonné de faire. Loin de Dieu de rendre ses prophètes une risée pour les sots et un objet de plaisanterie fn2308, et de leur ordonner de faire des actes de démence fn2309! Ajoutons à cela qu’on lui aurait ordonné de désobéir (à la Loi); car, comme il était prêtre, il se serait rendu coupable de deux transgressions pour chaque coin de barbe ou de chevelure (qu’il aurait coupé) fn2310. Mais tout cela n’eut lieu que dans une <i>vision prophétique</i>. De même, quand on dit: <i>Comme mon serviteur Isaïe a marché nu et déchaussé</i> (Isaïe, XX, 3), cela n’a eu lieu que dans les <i>visions de Dieu</i>. Il n’y a que les hommes faibles en raisonnement qui croient que dans tous ces passages le prophète raconte qu’il lui avait été (réellement) ordonné de faire telle chose, et qu’il l’a faite; c’est ainsi qu’il raconterait qu’il lui avait été ordonné de creuser le mur qui était sur la montagne du temple (à Jérusalem), quoiqu’il fût alors à Babylone, et il ajouterait qu’il le creusa (réellement), comme il le dit: <i>Et je creusai dans le mur</i> (Ézéch., VIII, 8). Cependant, il dit expressément que cela eut lieu dans les <i>visions de Dieu</i>. ",
"Guide for the Perplexed, Part 2 46:5","וכמו שבא באברהם ״היה דבר יי אל אברם במחזה לאמר״ – ונאמר ב׳מראה הנבואה׳ ההוא ״ויוצא אותו החוצה ויאמר הבט נא השמימה וספור הכוכבים״ – וזה מבואר שהוא ב׳מראה הנבואה׳ היה רואה שהוצא ממקום שהיה בו עד שראה השמים, ואחר כן נאמר לו ׳וספור הכוכבים׳ – ובא סיפור זה כמו שתראהו. וכן אומר בענין אשר צווה בו ירמיה, שיטמון את ה׳אזור׳ בפרת, וטמנו ופקדו אחר זמן גדול, ומצאו שכבר התעפש ונפסד – כל אלו המשלים ׳במראה הנבואה׳ ולא יצא ירמיה מ׳ארץ ישראל׳ לבבל ולא ראה פרת. וכן אמרו להושע ״קח לך אשת זנונים וילדי זנונים״ והענין ההוא כולו מלדת הבנים וקרותם פלוני ופלוני – הכל ׳במראה הנבואה׳. כי אחר הבאור בהיותם משלים לא נשאר הענין מסופק בהיות לדבר מזה מציאות, אלא כשנאמר בהם ״ותהי לכם חזות הכל כדברי הספר וגו׳״. וכן יראה לי שענין גדעון ב׳גיזה׳ וזולתה – אמנם היה ב׳מראה׳; ולא אקראהו ׳מראה נבואה׳ גמור – שגדעון לא הגיע למדרגת הנביאים – כל שכן למדרגת המופתים – ותכליתו שישיג ב׳שופטי ישראל׳ וכבר מנוהו ׳מקלי עולם׳ כמו שבארנו; ואמנם הכל – ׳בחלום׳ כ׳חלום לבן ואבימלך׳ כמו שזכרנו.","C’est comme on lit au sujet d’Abraham: <i>La parole de l’Éternel fut à Abrâm dans une vision, en disant</i> (Genèse, XV, 1), et on dit dans cette même vision prophétique: <i>Et il le fit sortir dehors et dit: Regarde donc vers le ciel</i>, <i>et compte les étoiles</i> (<i>Ibid.</i>, v. 5); il est donc clair que ce fut dans la vision prophétique fn2311 qu’il lui semblait être emmené hors du lieu où il se trouvait, de sorte qu’il vit le ciel, et qu’ensuite on lui dit · <i>Compte les étoiles</i>. Tel est le récit, ainsi que tu le vois. J’en dirai autant de l’ordre qui fut donné à Jérémie de cacher la ceinture dans l’Euphrate; l’ayant cachée, il alla la chercher après un long espace de temps et la trouva pourrie et corrompue fn2312. Tout cela, ce sont des paraboles de la vision prophétique fn2313; car Jérémie n’était pas parti du pays d’Israel pour Babylone et n’avait pas vu l’Euphrate. De même, ces paroles adressées à Hosée: <i>Prends une femme prostituée et</i> (<i>aie d’elle</i>) <i>des enfants</i> (<i>nés</i>) <i>de prostitution</i> (Hos., I, 2), et tout ce récit de la naissance des enfants et des noms tel et tel qui leur furent donnés, tout cela eut lieu dans une vision prophétique. En effet, dès qu’on a déclaré que ce ne sont là que des paraboles, il n’y a plus lieu de soupçonner qu’un détail quelconque y ait eu de la réalité fn2314, à moins qu’on ne nous applique ce qui a été dit fn2315: <i>El toute vision est pour vous comme les paroles d’un livre scellé</i> (Isaïe, XXIX, 11). — De même, il me semble que ce qu’on raconte, au sujet de Gédéon, de la <i>toison</i> et d’autre chose (miraculeuse) fn2316, n’eut lieu que dans une vision. Cependant, je n’appellerai pas cela une <i>vision prophétique,</i> dans le sens absolu; car Gédéon n’était pas parvenu au rang des prophètes, et comment donc serait-il allé jusqu’à faire des miracles fn2317? Son plus grand mérite fut d’être compris parmi les juges d’Israel fn2318 [car ils (les docteurs) l’ont même mis au nombre des hommes <i>les moins considérables du monde</i> fn2319], comme nous l’avons exposé fn2320. Mais tout cela n’eut lieu que dans un songe, semblable au songe de Laban et (à celui) d’Abimélech, dont nous avons parlé fn2321.",
"Guide for the Perplexed, Part 2 46:6",כן מאמר זכריה: ״וארעה את צאן ההרגה לכן עניי הצאן ואקח לי שני מקלות״ והענין עד סופו מבקש השכר בנחת ולקוח השכר ומנה הכסף והשליכו ב׳בית היוצר׳ – כל זה ראה ב׳מראה נבואה׳ שהוא צוה בעשותו ועשאהו ׳במראה הנבואה׳ או ׳בחלום של נבואה׳.,"— De même encore fn2322, ce que dit Zacharie: <i>Je fis paître les brebis destinées au carnage, certes</i>, <i>les plus pauvres des brebis, et je pris deux houlettes</i> (Zach., XI, 7) fn2323, ainsi que la suite du récit, à savoir: le salaire demandé avec douceur, l’acceptation du salaire, l’argent compté qui est jeté dans le trésor (<i>Ibid.</i>, v. 12 et 13), tout cela, il lui semblait, dans une vision prophétique, qu’on lui ordonnait de le faire, et il le fit dans la vision prophétique ou dans le songe prophétique.",
"Guide for the Perplexed, Part 2 46:7",זה – דבר שלא יסופר בו ולא יסכול אותו אלא מי שיתערבו לו האפשריות בנמנעות.,"C’est là une chose dont on ne saurait douter, et qui ne peut être ignorée que par celui qui confond ensemble le possible et l’impossible.",
"Guide for the Perplexed, Part 2 46:8","וממה שזכרתי תביא ראיה על מה שלא זכרתי – הכל מין אחד ודרך אחד הכל ׳מראה נבואה׳; וכל מה שיאמר ב׳מראה׳ ההוא שהוא עשה בו או שמע או יצא או נכנס או אמר או נאמר לו או עמד או ישב או עלה או ירד או הלך בדרך או שאל או נשאל – הכל ב׳מראה הנבואה׳; ואפילו ארכו המעשים ההם המסופרים, ונקשרו בזמנים ובאישים נרמז אליהם ובמקומות – אחר שיתבאר לך שהמעשה ההוא משל דע ידיעה אמיתית שהוא – ׳במראה הנבואה׳.","De ce que j’ai cité, tu pourras conclure sur ce que je n’ai pas cité; tout est d’une même espèce et d’une même méthode, tout est <i>vision prophétique</i>. Toutes les fois donc qu’on dit que, dans telle <i>vision</i>, il agit fn2324, ou il entendit, ou il sortit, ou il entra, ou il dit, ou il lui fut dit, ou il se leva, ou il s’assit, ou il monta, ou il descendit, ou il voyagea, ou il interrogea, ou il fut interrogé, le tout (a eu lieu) dans la vision prophétique. Quand même les actions désignées auraient duré longtemps et se rattacheraient à certaines époques, à tels individus indiqués et à de certains lieux, dès qu’il sera clair pour toi que telle action est une parabole fn2325, tu sauras d’une manière certaine qu’elle a eu lieu dans la vision prophétique.",
"Guide for the Perplexed, Part 2 47:1","כבר התבאר ונגלה מאין ספק, שרוב נבואת הנביאים במשלים – שהכלי בזה זאת פעולתו – רצוני לומר: הכח המדמה. וכן צריך שנודיע גם כן מענין ההשאלות וההפלגות והגוזמות מעט, שהנה יבוא מהם בכתובי ספרי הנבואה – וכשיובנו כמשמעם מדוקדקים ולא יודע שהם הפלגה וגוזמה או יובנו כמה שתורה עליו המילה לפי ההנחה הראשונה ולא יודע שהם מושאלים – יחודשו ענינים מרוחקים. וכבר בארו ואמרו: ״דברה תורה לשון הבאי״ – רוצה לומר הגוזמה; והביאו ראיה מאמרו: ״ערים גדולות ובצורות בשמים״ – וזה אמת, ומכת ההפלגה – אמרו: ״כי עוף השמים יוליך את הקול״; ולפי זה נאמר: ״אשר כגובה ארזים גבהו וגו׳״. וזה המין נמצא הרבה בדברי הנביאים כולם – רצוני לומר: ענינים נאמרו על צד הגוזמה וההפלגה לא על צד ההגבלה והדקדוק.","Il est indubitablement clair et manifeste que les prophètes, le plus souvent, prophétisent par des paraboles fn2326; car ce qui sert d’instrument pour cela, je veux dire la faculté imaginative, produit cet effet. Il faut, de même, qu’on sache quelque chose des métaphores et des hyperboles fn2327; car il s’en trouve parfois dans les textes des livres prophétiques. Si l’on y prenait (telle expression) au pied de la lettre fn2328, sans savoir que c’est une hyperbole et une exagération, ou si l’on prenait (telle autre expression) dans le sens qu’indiquent les mots selon leur acception primitive, sans savoir que c’est une métaphore, il en naîtrait des absurdités. Ils (les docteurs) ont dit clairement: «L’Écriture emploie le langage exagéré», c’est-à-dire <i>l’hyperbole</i>, et ils ont cité pour preuve ces mots: <i>des villes grandes et fortes, jusqu’au ciel</i> (Deutér., I, 28) fn2329, ce qui est juste. De la catégorie de l’hyperbole sont aussi ces mots: <i>car l’oiseau du ciel emportera la voix</i> (Ecclésiaste, X, 20). De la même manière on a dit: … <i>dont la hauteur était comme celle des cèdres</i>, <i>etc.</i> (Amos, II, 9). Cette manière (de s’exprimer) se rencontre fréquemment dans les paroles de tous les prophètes, je veux parler des expressions employées par manière d’hyperbole et d’exagération, et non (pour parler) avec précision et exactitude.",
"Guide for the Perplexed, Part 2 47:2","ואין מזה הכת – מה שכתבה ה׳תורה׳ בעוג ״הנה ערשו ערש ברזל וגו׳״ – ש׳ערש׳ הוא המיטה: ״אף ערשנו רעננה״ – ואין מטת כל אדם כשיעורו בשוה – שאינו בגד ילבשנו – אבל המיטה תהיה לעולם יותר גדולה מן האיש הישן עליה; והנהוג הידוע – היותה יותר ארוכה מן האיש בשיעור שלישית ארכו – ואם היה אורך המטה הזאת תשע אמות יהיה אורך הישן עליה לפי הנהוג בערך המיטות שש אמות או יותר מעט; ואמרו: ״באמת איש״ – רוצה בו באמת האיש ממנו – רצוני לומר: משאר האדם – לא שהיה זה באמת עוג, כי כל איש הוא נערך האברים על הרוב – ויאמר שאורך עוג היה כפל אורך אחד משאר האדם או יותר מעט; וזה בלא ספק מזרות אישי המין אלא שאינו נמנע בשום פנים.","De cette catégorie n’est point ce que le Pentateuque dit de ’Og: <span dir=""rtl"">הנה ערשו ערשׂ ברזל וגו׳</span>, <i>son lit</i>, <i>un lit de fer etc.</i> (Deutéronome, III, 11); car <span dir=""rtl"">ערש</span> est le <i>lit</i>, comme <span dir=""rtl"">אף ערשנו רעננה</span>, <i>notre</i> <small>LIT</small> <i>est verdoyant</i> Cant., I, 16). Or, le lit d’un homme n’a pas exactement la mesure de celui-ci; car ce n’est pas un vêtement dont il se revête. Au contraire, le lit est toujours plus grand que la personne qui y couche, et il est d’usage, comme on sait, qu’il dépasse d’environ un tiers la longueur de la personne. Si donc la longueur de ce lit est de neuf coudées, la longueur de celui qui y couche sera, selon la proportion habituelle des lits, de six coudées, ou un peu plus. Les mots <span dir=""rtl"">באמת איש</span>, <i>selon la coudée d’un homme</i> (Deutéron, <i>l. c.</i>), signifient: selon la coudée d’une personne <i>d’entre nous,</i> je veux dire, d’entre le reste des hommes, et non pas selon la coudée de ’Og; car tout individu a ordinairement les membres proportionnés fn2330. On voulait donc dire que la taille de ’Og était deux fois fn2331 celle d’une personne d’entre les autres hommes, ou un peu plus fn2332. Sans doute, c’est là une anomalie pour les individus de l’espèce; mais ce n’est nullement impossible.",
"Guide for the Perplexed, Part 2 47:3","אבל מה שכתבה בו ה׳תורה׳ ממדת ימי האנשים ההם – אני אומר שלא היה הימים ההם אלא האיש ההוא הנזכר לבדו, ואמנם שאר האדם חיו הימים הטבעיים הרגילים. והיתה הזרות הזאת באיש ההוא – אם לסיבות רבות במזונו והנהגתו, או על דרך המופת ונוהג מנהגו, ולא יסבול שיאמר בזה זולת זה.","Quant à ce que le Pentateuque rapporte en fait du chiffre fn2333 des âges de certaines personnes, je dis, moi, que la personne (chaque fois) désignée atteignit seule cet âge (qu’on lui attribue), tandis que les autres hommes n’atteignaient que les âges naturels et habituels. L’anomalie, dans tel individu, ou bien provenait de plusieurs causes (existant) dans sa manière de se nourrir et dans son régime, ou bien il faut y voir l’effet d’un miracle fn2334. Il n’y a pas moyen de raisonner là-dessus d’une autre manière.",
"Guide for the Perplexed, Part 2 47:4","וכן עוד צריך שיתבוננו מאד הענינים הנאמרים על צד ההשאלה. מהם – מה שהוא מבואר נגלה לא יסופק על אדם כאמרו: ״ההרים והגבעות יפצחו לפניכם רינה וכל עצי השדה ימחאו כף״ – שזה מבואר ההשאלה; וכן אמרו: ״גם ברושים שמחו לך וגו׳״ תרגם יונתן בן עוזיאל ״אף שלטונין חדיאו לך עתירי נכסין – שמהו, מענין המשל, כ״חמאת בקר וחלב צאן וגו׳״.","De même encore, il faut porter une grande attention aux choses qui ont été dites par <i>métaphore</i>. Il y en a qui sont claires et évidentes et qui n’ont d’obscurité pour personne, comme, par exemple, quand on dit: <i>Les montagnes et les collines éclateront de joie devant vous, et tous les arbres des champs frapperont des mains</i> (Isaïe, LV, 12), ce qui évidemment est une métaphore. Il en est de même, quand on dit: <i>Même les cyprès se sont réjouis à cause de toi etc.</i> (<i>Ibid.</i>, XIV, 8), ce que Jonathan ben-Uziel a paraphrasé ainsi: «même les souverains se sont réjouis à cause de toi, ceux qui sont riches en biens», y voyant une allégorie comme (dans ce passage): <i>la crème des vaches et le lait des brebis etc.</i> (Deutéron., XXXII, 14) fn2335. ",
