Index Title,"Shulchan Arukh, Yoreh De'ah"
"Shulchan Arukh, Yoreh De'ah 190:48","<i data-commentator=""Be'er HaGolah"" data-order=""100""></i>ב' נשים שלבשו חלוק אחד בדוק ונמצא בו כתם אם הוא מהחגור ולמטה לשתיהן שתיהן טמאות ואם הוא למעלה מהחגור לשתיהן שתיהן טהורות היתה אחת ארוכה ואחת קצרה אם הוא מהחגור ולמטה לארוכה כשם שהוא לקצרה שתיהן טמאות ואם הוא מהחגור ולמטה לקצרה ולמעלה מהחגור לארוכה קצרה טמאה וארוכה טהורה <i data-commentator=""Torat HaShlamim"" data-order=""50""></i><i data-commentator=""Beur HaGra"" data-order=""56""></i><i data-commentator=""Be'er HaGolah"" data-order=""101""></i>במה דברים אמורים כשלא פשטו אותו בלילה לכסות בו את ראשן אבל אם כיסו בו את ראשן שתיהן טמאות כיסתה אחת מהן את ראשה ולא השניה אותה שכיסתה את ראשה טמאה וחבירתה טהורה:"
"Shulchan Arukh, Yoreh De'ah 190:49","<i data-commentator=""Turei Zahav"" data-order=""36""></i><i data-commentator=""Torat HaShlamim"" data-order=""51""></i><i data-commentator=""Be'er HaGolah"" data-order=""102""></i>שלש נשים שלבשו חלוק אחד או שישבו על ספסל אחד זו אחר זו ואח""כ נמצא עליו כתם <i data-commentator=""Ba'er Hetev"" data-order=""51""></i>כולן טמאות <i data-commentator=""Be'er HaGolah"" data-order=""103""></i>והוא שיהא הספסל מדבר המקבל טומאה <i data-commentator=""Be'er HaGolah"" data-order=""104""></i>במה דברים אמורים בזמן שכולן שוות אבל אם היתה אחת מהן ראויה לראות יותר מחברתה כגון שהיא זקנה או מעוברת או מניקה או שלא ראתה דם מימיה אע""פ שנשואה אותה שאינה ראויה לראות תולה בראויה:"
"Shulchan Arukh, Yoreh De'ah 190:50","<i data-commentator=""Be'er HaGolah"" data-order=""105""></i>שלש נשים שישנות במטה אחת <i data-commentator=""Be'er HaGolah"" data-order=""106""></i>ומשולבות <small>(פי' תכופות ודבוקות יחד כשליבות הסולם) </small>שרגליהן מעורות זו בזו ונמצא דם תחת אחת מהן כולן טמאות ואם אינן משולבות <i data-commentator=""Be'er HaGolah"" data-order=""107""></i>זו בזו ונמצא דם תחת האמצעית כולן טמאות נמצא תחת הפנימית היא והאמצעית טמאה והחיצונה טהורה. נמצא תחת החיצונה היא והאמצעית טמאה והפנימית טהורה <i data-commentator=""Be'er HaGolah"" data-order=""108""></i>במה דברים אמורים כשעלו דרך מרגלות המטה אבל אם עלו דרך החיצונה כולן טמאות שאולי דרך עברתה נטף ממנה <i data-commentator=""Beur HaGra"" data-order=""57""></i><i data-commentator=""Be'er HaGolah"" data-order=""109""></i>והני מילי כשלא נמצא <i data-commentator=""Torat HaShlamim"" data-order=""52""></i>על <i data-commentator=""Turei Zahav"" data-order=""37""></i><i data-commentator=""Siftei Kohen"" data-order=""67""></i>סדין <i data-commentator=""Ba'er Hetev"" data-order=""52""></i>העליון <small>(טור בשם הרא""ש) </small>אבל אם נמצא בו בין כך ובין כך כולן טמאות <i data-commentator=""Siftei Kohen"" data-order=""68""></i>מפני שהוא עשוי להתהפך אילך ואילך:"
"Shulchan Arukh, Yoreh De'ah 190:51","כל זה מיירי שלא בדקה שום אחת מהן או שבדקו שלשתן ומצאו טהורות <i data-commentator=""Be'er HaGolah"" data-order=""110""></i>אבל אם בדקה אחת או שתים ומצאו טהורות הן טהורות והאחרת <i data-commentator=""Turei Zahav"" data-order=""38""></i>שלא בדקה טמאה ואם בדקה גם השלישית ומצאה טהורה כולן טמאות <i data-commentator=""Be'er HaGolah"" data-order=""111""></i>ואם בדקה אחת ומצאה טמאה האחרות שלא בדקו תולות בה והן טהורות <i data-commentator=""Torat HaShlamim"" data-order=""53""></i><i data-commentator=""Be'er HaGolah"" data-order=""112""></i>בדקו שתים ומצאו טמאות הן טמאות והג' טהורה מפני שתולה בהן והא דתלינן באותה שמצא טמאה לטהר האחרת וכן הא דמטהרינן לאותה שמצאה טהורה <i data-commentator=""Beur HaGra"" data-order=""58""></i><i data-commentator=""Be'er HaGolah"" data-order=""113""></i>דוקא שקנחה עצמה בעד שבידה מיד תיכף למציאת הדם אבל אם שהתה כדי שיעור בדיקה דהיינו כדי שתקנח בחורין ובסדקים אין הבדיקה מועלת לטמאה לטהר האחרת ולא לטהורה לטהר עצמה:"
"Shulchan Arukh, Yoreh De'ah 190:52","במה דברים אמורים כשכולן שוות <i data-commentator=""Be'er HaGolah"" data-order=""114""></i>אבל אם אחת ראויה לראות יותר מחבירתה <i data-commentator=""Turei Zahav"" data-order=""39""></i>שאינה ראויה תולה בראויה <i data-commentator=""Siftei Kohen"" data-order=""69""></i><i data-commentator=""Ba'er Hetev"" data-order=""53""></i><i data-commentator=""Torat HaShlamim"" data-order=""54""></i>כיצד אחת <i data-commentator=""Siftei Kohen"" data-order=""70""></i><i data-commentator=""Torat HaShlamim"" data-order=""55""></i><i data-commentator=""Be'er HaGolah"" data-order=""115""></i>זקנה שעברו עליה שלשה עונות ולא ראתה <i data-commentator=""Siftei Kohen"" data-order=""71""></i><i data-commentator=""Torat HaShlamim"" data-order=""56""></i>ואחת ילדה זקנה טהורה וילדה טמאה אחת מעוברת שהוכר עוברה ואחת שאינה מעוברת מעוברת טהורה ושאינה מעוברת טמאה <i data-commentator=""Siftei Kohen"" data-order=""72""></i>אחת בתולת <i data-commentator=""Ba'er Hetev"" data-order=""54""></i>דמים <i data-commentator=""Be'er HaGolah"" data-order=""116""></i>שלא ראתה מעולם ואחת שראתה שלא ראתה טהורה ושראתה טמאה אחת מניקה ואחת שאינה מניקה מניקה טהורה ושאינה מניקה טמאה. <i data-commentator=""Be'er HaGolah"" data-order=""117""></i>וכשם שתולה בחברתה כך תולה בעצמה שאם לבשה חלוק בזמן שאינה מעוברת ואח""כ לבשתו בזמן שהיא מעוברת ונמצא עליו דם תולה בימים הראשונים שלא היתה מעוברת וכן מניקה וזקנה וטהורה <i data-commentator=""Be'er HaGolah"" data-order=""118""></i>ואם היו כולן שוות מניקות או זקנות או <i data-commentator=""Siftei Kohen"" data-order=""73""></i><i data-commentator=""Ba'er Hetev"" data-order=""55""></i>אחת זקנה ואחת מניקה אין תולות זו בזו <i data-commentator=""Turei Zahav"" data-order=""40""></i><i data-commentator=""Beur HaGra"" data-order=""59""></i><i data-commentator=""Be'er HaGolah"" data-order=""119""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""25""></i>היו שלשתן (ערומות) [ערות] ושוכבות על המטה או יושבות על הספסל כאחת ונמצא דם תחת אחת מהן אפילו תחת האמצעית כיון שכל אחת מכרת מקומה אותה <i data-commentator=""Torat HaShlamim"" data-order=""57""></i>שתאמר <i data-commentator=""Ba'er Hetev"" data-order=""56""></i>ברי לי שלא באתי למקום שנמצא הדם טהורה <i data-commentator=""Be'er HaGolah"" data-order=""120""></i>ואם נמצא ביניהן השתים שנמצא ביניהן טמאות והאחרת טהורה <i data-commentator=""Be'er HaGolah"" data-order=""121""></i>ואם עלו דרך החיצונה ונמצא תחת החיצונה כולן טמאות תחת האמצעי' אמצעית ופנימית טמאות והחיצונות טהורה תחת הפנימית היא לבדה טמאה ושתים החיצונות טהורות <i data-commentator=""Be'er HaGolah"" data-order=""122""></i>ואם היו להן עסק לצד פנים שדרכן לקרב לצד הפנימי כגון שהן טוחנות ברחיים ונמצא דם תחת הפנימית שתים הפנימיות טמאות ואם נמצא תחת החיצונה היא טמאה ופנימית טהורה שאין פנימית דוחקת לבא לצד החיצונה:"
"Shulchan Arukh, Yoreh De'ah 190:53","<i data-commentator=""Beur HaGra"" data-order=""60""></i><i data-commentator=""Be'er HaGolah"" data-order=""123""></i>הא דאמרינן נמצא דם בחלוק או מטה או ספסל כולן טמאות אם נתעסקה אחת בכתמים כולן טהורות שכולן תולות בה והיא תולה בכתמים:"
"Shulchan Arukh, Yoreh De'ah 190:54","<i data-commentator=""Torat HaShlamim"" data-order=""58""></i><i data-commentator=""Be'er HaGolah"" data-order=""124""></i>אין בכתמים משום וסת כיצד מצאה כתם בר""ח אפילו שלש פעמים לא קבעתו ולא עוקרתו <i data-commentator=""Turei Zahav"" data-order=""41""></i><i data-commentator=""Beur HaGra"" data-order=""61""></i><i data-commentator=""Torat HaShlamim"" data-order=""59""></i>חוץ מכתמי עד הבדוק לה שהם מטמאים <i data-commentator=""Siftei Kohen"" data-order=""74""></i>בכל שהן והרי הן כראיות לכל דבר <i data-commentator=""Be'er HaGolah"" data-label=""(°)"" data-order=""124""></i>:"
"Shulchan Arukh, Yoreh De'ah 191:1","<b>דין אשה שמצאה דם בהשתנה. ובו ס""א:</b><br> <i data-commentator=""Beur HaGra"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-order=""1""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""1""></i>האשה שהשתינה מים ויצא <i data-commentator=""Pithei Teshuva"" data-order=""1""></i>דם עם מי רגליה בין שהשתינה <i data-commentator=""Siftei Kohen"" data-order=""1""></i>והיא <i data-commentator=""Ba'er Hetev"" data-order=""1""></i>עומדת בין שהשתינה והיא יושבת הרי זו טהורה <i data-commentator=""Be'er HaGolah"" data-order=""2""></i>ואפילו הרגישה גופה ונזדעזעה אינה חוששת שהרגשת מי רגליה היא זו שאין מי רגליה מן החדר ודם זה דם מכה הוא בחלחולת <i data-commentator=""Be'er HaGolah"" data-label=""(°)"" data-order=""2""></i>או בכוליא: <small>הגה <i data-commentator=""Beur HaGra"" data-order=""2""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""2""></i>וי""א דאין להתירה אלא ביושבת והשתינה אבל בעומדת <i data-commentator=""Turei Zahav"" data-order=""1""></i>אם מקלחת לתוך הספל ונמצא שם דם טהורה <i data-commentator=""Torat HaShlamim"" data-order=""1""></i>אבל אם שותתין <i data-commentator=""Siftei Kohen"" data-order=""2""></i><i data-commentator=""Beur HaGra"" data-order=""3""></i>על <i data-commentator=""Ba'er Hetev"" data-order=""2""></i>שפת הספל ונמצא שם דם טמאה דהואיל [והמקור] צר חוזרין למקור ומביאים דם (הטור בשם הרא""ש) <i data-commentator=""Siftei Kohen"" data-order=""3""></i><i data-commentator=""Beur HaGra"" data-order=""4""></i>וי""א דאפילו ביושבת אין להתיר <i data-commentator=""Siftei Kohen"" data-order=""4""></i><i data-commentator=""Torat HaShlamim"" data-order=""2""></i>אלא במקלחת ונמצא הדם תוך הספל <i data-commentator=""Turei Zahav"" data-order=""2""></i>אבל על שפת הספל טמאה ובעומדת <i data-commentator=""Siftei Kohen"" data-order=""5""></i><i data-commentator=""Pithei Teshuva"" data-order=""2""></i>בכל <i data-commentator=""Ba'er Hetev"" data-order=""3""></i>ענין טמאה (מרדכי ה""נ וב""י בשם הגהות מיימוני וש""ד וב""ז סימן ק""צ וכן משמע מתשובת הר""ן ומהר""מ בתשובות סימן תר""ל ואגודה והגהת ש""ד בשם מהר""ט) והכי נהוג. <i data-commentator=""Beur HaGra"" data-order=""5""></i>ודוקא כשנמצא הדם בספל שהיא משתנת שם לחוד דידוע שהוא ממנה <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""3""></i>אבל אם נמצא בספל שאיש ואשה מטילין שם מים <i data-commentator=""Siftei Kohen"" data-order=""6""></i><i data-commentator=""Ba'er Hetev"" data-order=""4""></i><i data-commentator=""Torat HaShlamim"" data-order=""3""></i>טהורה בכל ענין (טור ופוסקים מהש""ס) <i data-commentator=""Beur HaGra"" data-order=""6""></i>וכל זה אם נמצא דם במקרה אבל אשה שרגילה לראות דם במי רגליה ומרגשת כאב בשעה שמטלת מים כגון החולי שקורין (הארי""ן ווינ""ד) נראה דיש להתיר בכל ענין דהא איכא ידים מוכיחות שיש לה מכה המכאיב אותה בהטלת מי רגליה וממנו הדם יוצא ואפילו אם מצאה דם <i data-commentator=""Pithei Teshuva"" data-order=""3""></i>אחר הטלת מי רגלים כשמקנחת עצמה טהורה דמאחר דמרגשת כאב ואינה מוצאה דם רק אחר הטלת מי רגלים ודאי דם מכה הוא (בהגהת ש""ד בשם מהרי""ל והוא בתשובת מהרי""ל סימן ר""ג שכ""כ בשם מהר""ש וב""י בשם אגור בשם מהר""ש) <i data-commentator=""Beur HaGra"" data-order=""7""></i>אך יש מחמירין שלא להתיר <i data-commentator=""Siftei Kohen"" data-order=""7""></i><i data-commentator=""Torat HaShlamim"" data-order=""4""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""4""></i>רק באשה שיש לה וסת <i data-commentator=""Pithei Teshuva"" data-order=""4""></i>להצריכ' <i data-commentator=""Ba'er Hetev"" data-order=""5""></i>בדיקה (דעת מהרי""ל שם) דהיינו קודם שתשתין תבדוק עצמה היטב בחורין ובסדקין ואם לא תמצא דם <i data-commentator=""Turei Zahav"" data-order=""3""></i><i data-commentator=""Beur HaGra"" data-order=""8""></i>תכניס מוך נקי על המקור בפנים ותשתין ותקנח עצמה יפה ממי רגליה ותוציא המוך אם נקיה היא הוכחה גדולה דאין הדם מן המקור (שם ובמהרי""ו) והכי נהוג. <i data-commentator=""Pithei Teshuva"" data-order=""5""></i>ואם בדקה עצמה ג' פעמים בכהאי גוונא ומצאה המוך נקי מותרת אחר כך <i data-commentator=""Pithei Teshuva"" data-order=""6""></i>בלא בדיקה שלא בשעת וסתה דחזקה דדם מכה הוא מאחר שאינה מוצאה אותו רק אחר שהשתינה וכל זה דוקא שמרגשת כאב עם מי רגליה אבל אם אינה מרגשת כאב ובודקת עצמה אחר הטלת מים ומוצאה דם אם לא מצאה דם במי רגליה ודאי טמאה (כן משמע שם ובהגהות מיימוני ובמרדכי שם) אבל <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""5""></i>אם מצאה דם תוך מי רגליה וגם על העד שבדקה עצמה בו <i data-commentator=""Siftei Kohen"" data-order=""8""></i>יש אומרים דהיא טמאה דלא התירו <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""6""></i>רק דם שנמצא תוך מי רגלים (מרדכי הלכות נדה) וי""א שהיא טהורה דדם שנמצא תולין שעדיין נשאר מתמצית מי רגלים (ב""י ממשמעות הרא""ש והר""ן) (ולפע""ד לא משמע מהרא""ש מידי) ויש <i data-commentator=""Ba'er Hetev"" data-order=""6""></i>להחמיר מיהו אינה צריכה לבדוק אחר זה ואפילו אם היתה רגילה לראות אם בדקה עצמה שלש פעמים ומצאה טהורה שוב אינה צריכה בדיקה (שם במרדכי) ואם אינה רגילה לראות רק לפרקים קובעת לה וסת אם הוא בדרך קבע <i data-commentator=""Siftei Kohen"" data-order=""9""></i>בין וסת שוה בין וסת דילוגין (שם) ואם אינה מוצאה דם אח""כ כשבודקת עצמה <i data-commentator=""Siftei Kohen"" data-order=""10""></i>רק <i data-commentator=""Turei Zahav"" data-order=""4""></i><i data-commentator=""Ba'er Hetev"" data-order=""7""></i><i data-commentator=""Pithei Teshuva"" data-order=""7""></i>קרטין קרטין כמו חול וחצץ אדום ונמצא כזה ג""כ במי רגליה ובשעת וסתה או לפעמים אחרים רואה דם ממש כשאר נשים ואינה מוצאת אותו חול רק אחר מי רגליה <i data-commentator=""Siftei Kohen"" data-order=""11""></i><i data-commentator=""Torat HaShlamim"" data-order=""5""></i>טהורה דאינו דם רק חול שדרכו להוולד בכליות (ב""י בשם תשובת הר""ן):</small>"
"Shulchan Arukh, Yoreh De'ah 192:1","<b>דיני כלה הנכנסת לחופה. ובו ה' סעיפים:</b><br> <i data-commentator=""Be'er HaGolah"" data-order=""1""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""1""></i>תבעוה לינשא ונתפייסה צריכה <i data-commentator=""Pithei Teshuva"" data-order=""1""></i>לישב ז' נקיים <i data-commentator=""Pithei Teshuva"" data-order=""2""></i><i data-commentator=""Be'er HaGolah"" data-order=""2""></i>בין גדולה בין קטנה <i data-commentator=""Beur HaGra"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-order=""3""></i>ואפי' בדקה עצמה בשעת תביעה ומצאה טהורה <i data-commentator=""Turei Zahav"" data-order=""1""></i><i data-commentator=""Pithei Teshuva"" data-order=""3""></i><i data-commentator=""Torat HaShlamim"" data-order=""1""></i>שמא מחמת חימוד ראתה טיפת דם כחרדל ולא הרגישה בו <i data-commentator=""Be'er HaGolah"" data-order=""4""></i>ומונה ז' ממחרת יום התביעה <i data-commentator=""Turei Zahav"" data-order=""2""></i><i data-commentator=""Siftei Kohen"" data-order=""1""></i><i data-commentator=""Torat HaShlamim"" data-order=""2""></i><i data-commentator=""Beur HaGra"" data-order=""2""></i><i data-commentator=""Be'er HaGolah"" data-order=""5""></i>ואינה צריכה <i data-commentator=""Ba'er Hetev"" data-order=""1""></i>הפסק טהרה שאף על פי שלא בדקה ביום התביעה להפסיק בטהרה מונה מיום המחרת ז' נקיים <i data-commentator=""Siftei Kohen"" data-order=""2""></i><i data-commentator=""Beur HaGra"" data-order=""3""></i><i data-commentator=""Be'er HaGolah"" data-order=""6""></i>ומיהו צריכה בדיקה תוך ז' <i data-commentator=""Beur HaGra"" data-order=""4""></i><small>(כל יום לכתחלה (ב""י בשם הרא""ש וב""ח שג""כ דעת רמב""ן) מיהו בדיעבד אם לא בדקה עצמה <i data-commentator=""Torat HaShlamim"" data-order=""3""></i>רק פעם אחת תוך ז' סגי) (ב""י והאחרונים):</small>"
"Shulchan Arukh, Yoreh De'ah 192:2","<i data-commentator=""Turei Zahav"" data-order=""3""></i><i data-commentator=""Torat HaShlamim"" data-order=""4""></i><i data-commentator=""Beur HaGra"" data-order=""5""></i><i data-commentator=""Be'er HaGolah"" data-order=""7""></i>שבעת ימים הללו מונים אותה משעה שהיא סומכת בדעתה ומכינה עצמה לחופה <i data-commentator=""Siftei Kohen"" data-order=""3""></i><i data-commentator=""Beur HaGra"" data-order=""6""></i>אע""פ שלא נתקדשה עדיין: <small>הגה <i data-commentator=""Beur HaGra"" data-order=""7""></i>ויש <i data-commentator=""Pithei Teshuva"" data-order=""4""></i>לסמוך הטבילה סמוך לבעילת מצוה בכל מה דאפשר (כך משמע במרדכי בשם רשב""ם ור""מ ורוקח בשם אביו ורבותיו ובהגהת מיימוני פי""א דהלכות א""ב) והמנהג <i data-commentator=""Pithei Teshuva"" data-order=""5""></i>לטבול <i data-commentator=""Be'er HaGolah"" data-label=""(°)"" data-order=""7""></i>הכלה <i data-commentator=""Turei Zahav"" data-order=""4""></i>ליל ד' אע""פ שלא תבעל קודם מוצאי שבת (מרדכי שם) אבל אין להרחיק הטבילה מן הבעילה יותר מזה ואם לא תבעל במוצאי שבת <i data-commentator=""Turei Zahav"" data-order=""5""></i>יש לה לבדוק עצמה בכל יום עד בעילת מצוה (שם בהג""ה ובתוספות פ""ק דיומא דף י""ח) <i data-commentator=""Beur HaGra"" data-order=""8""></i>ודוקא לכתחלה אבל בדיעבד אין להחמיר אם בדקה רק פעם אחת תוך ז' (ב""י) <i data-commentator=""Siftei Kohen"" data-order=""4""></i>וכל חתן <i data-commentator=""Ba'er Hetev"" data-order=""2""></i>ישאל לכלה קודם שיגע בה אם שמרה שבעה נקיים (הגהת ש""ד):</small>"
"Shulchan Arukh, Yoreh De'ah 192:3","<i data-commentator=""Turei Zahav"" data-order=""6""></i><i data-commentator=""Torat HaShlamim"" data-order=""5""></i><i data-commentator=""Be'er HaGolah"" data-order=""8""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""2""></i>אם דחו <i data-commentator=""Pithei Teshuva"" data-order=""6""></i>הנשואין מחמת איזה סיבה <i data-commentator=""Siftei Kohen"" data-order=""5""></i>אף על פי <i data-commentator=""Ba'er Hetev"" data-order=""3""></i>שישבה שבעה נקיים צריכה <i data-commentator=""Torat HaShlamim"" data-order=""6""></i>לחזור ולישב ז' נקיים <small>(ולטבול) </small>כשיתפשרו <i data-commentator=""Siftei Kohen"" data-order=""6""></i>לעשות הנשואין. <i data-commentator=""Siftei Kohen"" data-order=""7""></i><i data-commentator=""Beur HaGra"" data-order=""9""></i><small>(אע""פ <i data-commentator=""Ba'er Hetev"" data-order=""4""></i>שבדקה עצמה תמיד בימים שבינתיים לא מהני) (מרדכי הלכות נדה ובמהרי""ק שורש קנ""ט):</small>"
"Shulchan Arukh, Yoreh De'ah 192:4","<i data-commentator=""Beur HaGra"" data-order=""10""></i><i data-commentator=""Be'er HaGolah"" data-order=""9""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""3""></i>עבר וכנסה תוך זמן זה וכן חתן <i data-commentator=""Siftei Kohen"" data-order=""8""></i>שפירסה כלתו נדה <i data-commentator=""Siftei Kohen"" data-order=""9""></i>קודם שבא עליה לא יתייחד עמה אלא הוא ישן בין האנשים והיא ישנה בין הנשים: <small>הגה <i data-commentator=""Turei Zahav"" data-order=""7""></i>יש אומרים אם היתה טהורה כשנשאה ולא בא עליה ופירסה נדה אח""כ <i data-commentator=""Siftei Kohen"" data-order=""10""></i>אינה צריכה <i data-commentator=""Ba'er Hetev"" data-order=""5""></i>שימור עוד (ת""ה סימן רנ""ג והגהות אלפסי) <i data-commentator=""Siftei Kohen"" data-order=""11""></i><i data-commentator=""Torat HaShlamim"" data-order=""7""></i>והמחמיר תע""ב (ת""ה שם) <i data-commentator=""Siftei Kohen"" data-order=""12""></i>ואין לחלק בזה בין בחור <i data-commentator=""Ba'er Hetev"" data-order=""6""></i>לאלמן <i data-commentator=""Siftei Kohen"" data-order=""13""></i>או בתולה לאלמנה (ר' ירוחם נתיב כ""ו) יש אומרים שאסורה ליחד עמו ביום כמו בלילה <i data-commentator=""Beur HaGra"" data-order=""11""></i>ואין צריך להיות שתי שמירות רק הוא בין האנשים או היא בין הנשים (טור בשם הרא""ש) ואם אינם ישנים בחדר אחד אינם צריכים שימור כלל (ב""י בשם הרשב""א) וי""א דבלילה צריך שתי שמירות וביום מותר להתייחד (הראב""ד) <i data-commentator=""Siftei Kohen"" data-order=""14""></i><i data-commentator=""Pithei Teshuva"" data-order=""7""></i><i data-commentator=""Torat HaShlamim"" data-order=""8""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""4""></i>והמנהג ליקח <i data-commentator=""Ba'er Hetev"" data-order=""7""></i>קטן אצל החתן וקטנה אצל הכלה ואין מתיחדין ביום בלא קטן או קטנה:</small>"
"Shulchan Arukh, Yoreh De'ah 192:5","<i data-commentator=""Turei Zahav"" data-order=""8""></i><i data-commentator=""Torat HaShlamim"" data-order=""9""></i><i data-commentator=""Be'er HaGolah"" data-order=""10""></i>מחזיר <i data-commentator=""Ba'er Hetev"" data-order=""8""></i><i data-commentator=""Pithei Teshuva"" data-order=""8""></i>גרושתו צריכה לישב שבעה נקיים:"
"Shulchan Arukh, Yoreh De'ah 193:1","<b>דין דם בתולים. ובו סעיף אחד:</b><br> <i data-commentator=""Be'er HaGolah"" data-order=""1""></i><i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""1""></i>הכונס את הבתולה בועל בעילת מצוה <i data-commentator=""Turei Zahav"" data-order=""1""></i><i data-commentator=""Siftei Kohen"" data-order=""1""></i><i data-commentator=""Beur HaGra"" data-order=""1""></i><i data-commentator=""Ba'er Hetev"" data-order=""1""></i><i data-commentator=""Be'er HaGolah"" data-order=""2""></i>וגומר ביאתו ופורש מיד <i data-commentator=""Beur HaGra"" data-order=""2""></i><i data-commentator=""Be'er HaGolah"" data-order=""3""></i>אפי' היא קטנה שלא <i data-commentator=""Turei Zahav"" data-order=""2""></i>הגיע זמנה לראות ולא ראתה <i data-commentator=""Beur HaGra"" data-order=""3""></i><i data-commentator=""Be'er HaGolah"" data-order=""4""></i>ואפילו בדקה ולא מצאה דם טמאה <i data-commentator=""Torat HaShlamim"" data-order=""1""></i>שמא ראתה טיפת דם כחרדל <i data-commentator=""Turei Zahav"" data-order=""3""></i>וחיפהו שכבת זרע: <small>הגה ויש מקילין אם לא ראתה דם (הגהות מיימוני בשם איכא מ""ד) <i data-commentator=""Chiddushei Hilkhot Niddah"" data-order=""2""></i>ונהגו להקל אם לא גמר ביאה רק הערה בה ולא ראתה דם אבל אם בא עליה ביאה ממש צריך לפרוש ממנה אע""פ שלא ראתה דם (טור וב""י בשם רוב הפוסקים) ובעל נפש יחוש לעצמו שלא לשחוק בתינוקות. </small>וצריכה <i data-commentator=""Be'er HaGolah"" data-order=""5""></i>שתפסוק בטהרה <i data-commentator=""Be'er HaGolah"" data-order=""6""></i>ותבדוק כל שבעה <i data-commentator=""Turei Zahav"" data-order=""4""></i><i data-commentator=""Beur HaGra"" data-order=""4""></i><i data-commentator=""Be'er HaGolah"" data-order=""7""></i>ולא תתחיל <i data-commentator=""Ba'er Hetev"" data-order=""2""></i>למנות <i data-commentator=""Siftei Kohen"" data-order=""2""></i>עד יום ה' לשימושה ונוהג עמה בכל דיני נדה לענין הרחקה <i data-commentator=""Be'er HaGolah"" data-order=""8""></i>אלא שנדה גמורה אסור לו לישן על מטתה אפי' כשאינה במטה וזו מותר לו לישן באותה מטה לאחר שעמדה מאצלו ואפי' בסדין שהדם עליו:"
