Index Title,Genesis
Genesis 41:21,"but when they had consumed them, one could not tell that they had consumed them, for they looked just as bad as before. And I awoke."
Genesis 41:22,"In my other dream, I saw seven ears of grain, full and healthy, growing on a single stalk;"
Genesis 41:23,"but right behind them sprouted seven ears, shriveled, thin, and scorched by the east wind."
Genesis 41:24,"And the thin ears swallowed the seven healthy ears. I have told my magician-priests, but none has an explanation for me.”"
Genesis 41:25,"And Joseph said to Pharaoh, “Pharaoh’s dreams are one and the same: Pharaoh has been told what God is about to do."
Genesis 41:26,"The seven healthy cows are seven years, and the seven healthy ears are seven years; it is the same dream."
Genesis 41:27,"The seven lean and ugly cows that followed are seven years, as are also the seven empty ears scorched by the east wind; they are seven years of famine."
Genesis 41:28,It is just as I have told Pharaoh: Pharaoh has been shown what God is about to do.
Genesis 41:29,Immediately ahead are seven years of great abundance in all the land of Egypt.
Genesis 41:30,"After them will come seven years of famine, and all the abundance in the land of Egypt will be forgotten. As the land is ravaged by famine,"
Genesis 41:31,"no trace of the abundance will be left in the land because of the famine thereafter, for it will be very severe."
Genesis 41:32,"As for Pharaoh having had the same dream twice, it means that the matter has been determined by God, and that God will soon carry it out."
Genesis 41:33,"“Accordingly, let Pharaoh find someone<sup>°</sup><sup>*</sup><i class=""footnote""><b>someone </b>Lit. “a participant whose involvement defines the (proposed) situation.” See the Dictionary under ’ish.</i> who’s discerning and wise, whom you can set over the land of Egypt."
Genesis 41:34,"And let Pharaoh take steps to appoint overseers over the land, and organize<sup>*</sup><sup>*</sup><i class=""footnote""><b>organize </b>Others “take a fifth part of”; meaning of Heb. uncertain.</i> the land of Egypt in the seven years of plenty."
Genesis 41:35,"Let all the food of these good years that are coming be gathered, and let the grain be collected under Pharaoh’s authority as food to be stored in the cities."
Genesis 41:36,"Let that food be a reserve for the land for the seven years of famine which will come upon the land of Egypt, so that the land may not perish in the famine.”"
Genesis 41:37,The plan pleased Pharaoh and all his courtiers.
Genesis 41:38,"And Pharaoh said to his courtiers, “Could we find another like him—a man with the divine spirit?”"
Genesis 41:39,"So Pharaoh said to Joseph, “Since God has made all this known to you, there is none so discerning and wise as you."
Genesis 41:40,"You shall be in charge of my court, and by your command shall all my people be directed;<sup>*</sup><sup>*</sup><i class=""footnote""><b>be directed </b>Others “order themselves” or “pay homage”; meaning of Heb. yishshaq uncertain.</i> only with respect to the throne shall I be superior to you.”"
Genesis 41:41,"Pharaoh further said to Joseph, “See, I put you in charge of all the land of Egypt.”"
Genesis 41:42,"And removing his signet ring from his hand, Pharaoh put it on Joseph’s hand; and he had him dressed in robes of fine linen, and put a gold chain about his neck."
Genesis 41:43,"He had him ride in the chariot of his second-in-command, and they cried before him, “Abrek!”<sup>*</sup><sup>*</sup><i class=""footnote""><b>Abrek </b>Others “Bow the knee,” as though from Heb. barakh “to kneel”; perhaps from an Egyptian word of unknown meaning.</i> Thus he placed him over all the land of Egypt."
Genesis 41:44,"Pharaoh said to Joseph, “I am Pharaoh; yet without you, no one shall lift up hand or foot in all the land of Egypt.”"
Genesis 41:45,"Pharaoh then gave Joseph the name Zaphenath-paneah;<sup>*</sup><sup>*</sup><i class=""footnote""><b>Zaphenath-paneah </b>Egyptian for “God speaks; he lives,” or “creator of life.”</i> and he gave him for a wife Asenath daughter of Poti-phera, priest of On. Thus Joseph emerged in charge of the land of Egypt.—"
Genesis 41:46,"Joseph was thirty years old when he entered the service of Pharaoh king of Egypt.—Leaving Pharaoh’s presence, Joseph traveled through all the land of Egypt."
Genesis 41:47,"During the seven years of plenty, the land produced in abundance."
Genesis 41:48,"And he gathered all the grain of the seven years that the land of Egypt was enjoying,<sup>*</sup><sup>*</sup><i class=""footnote""><b>the seven years that the land of Egypt was enjoying </b>Lit. “the seven years that were in the land of Egypt.”</i> and stored the grain in the cities; he put in each city the grain of the fields around it."
Genesis 41:49,"So Joseph collected produce in very large quantity, like the sands of the sea, until he ceased to measure it, for it could not be measured."
Genesis 41:50,"Before the years of famine came, Joseph became the father of two sons, whom Asenath daughter of Poti-phera, priest of On, bore to him."
Genesis 41:51,"Joseph named the first-born Manasseh, meaning, “God has made me forget<sup>*</sup><sup>*</sup><i class=""footnote""><b>has made me forget </b>Heb. nashshani, connected with “Manasseh” (Menashsheh).</i> completely my hardship and my parental home.”"
Genesis 41:52,"And the second he named Ephraim, meaning, “God has made me fertile<sup>*</sup><sup>*</sup><i class=""footnote""><b>has made me fertile </b>Heb. hiphrani, connected with “Ephraim.”</i> in the land of my affliction.”"
Genesis 41:53,"The seven years of abundance that the land of Egypt enjoyed came to an end,"
Genesis 41:54,"and the seven years of famine set in, just as Joseph had foretold. There was famine in all lands, but throughout the land of Egypt there was bread."
Genesis 41:55,"And when all the land of Egypt felt the hunger, the people cried out to Pharaoh for bread; and Pharaoh said to all the Egyptians, “Go to Joseph; whatever he tells you, you shall do.”—"
Genesis 41:56,"Accordingly, when the famine became severe in the land of Egypt, Joseph laid open all that was within, and rationed out grain to the Egyptians. The famine, however, spread over the whole world."
Genesis 41:57,"So all the world came to Joseph in Egypt to procure rations, for the famine had become severe throughout the world."
Genesis 42:1,"When Jacob saw that there were food rations to be had in Egypt, he<sup>*</sup><sup>*</sup><i class=""footnote""><b>he </b>Lit. “Jacob.”</i> said to his sons, “Why do you keep looking at one another?"
Genesis 42:2,"Now I hear,” he went on, “that there are rations to be had in Egypt. Go down and procure rations for us there, that we may live and not die.”"
Genesis 42:3,So ten of Joseph’s brothers went down to get grain rations in Egypt;
Genesis 42:4,"for Jacob did not send Joseph’s brother Benjamin with his brothers, since he feared that he might meet with disaster."
Genesis 42:5,"Thus the sons of Israel were among those who came to procure rations, for the famine extended to the land of Canaan."
Genesis 42:6,"Now Joseph was the vizier of the land; it was he who dispensed rations to all the people of the land. And Joseph’s brothers came and bowed low to him, with their faces to the ground."
Genesis 42:7,"When Joseph saw his brothers, he recognized them; but he acted like a stranger toward them and spoke harshly to them. He asked them, “Where do you come from?” And they said, “From the land of Canaan, to procure food.”"
Genesis 42:8,"For though Joseph recognized his brothers, they did not recognize him."
Genesis 42:9,"Recalling the dreams that he had dreamed about them, Joseph said to them, “You are spies, you have come to see the land in its nakedness.”"
Genesis 42:10,"But they said to him, “No, my lord! Truly, your servants have come to procure food."
Genesis 42:11,We are all of us sons of the same man; we are being honest; your servants have never been spies!”
Genesis 42:12,"And he said to them, “No, you have come to see the land in its nakedness!”"
Genesis 42:13,"And they replied, “We your servants were twelve brothers, sons of a certain man in the land of Canaan; the youngest, however, is now with our father, and one is no more.”"
Genesis 42:14,"But Joseph said to them, “It is just as I have told you: You are spies!"
Genesis 42:15,"By this you shall be put to the test: unless your youngest brother comes here, by Pharaoh, you shall not depart from this place!"
Genesis 42:16,"Let one of you go and bring your brother, while the rest of you remain confined, that your words may be put to the test whether there is truth in you. Else, by Pharaoh, you are nothing but spies!”"
Genesis 42:17,And he confined them in the guardhouse for three days.
Genesis 42:18,"On the third day Joseph said to them, “Do this and you shall live, for I fear God."
Genesis 42:19,"If you are being honest, let one of you brothers be held in your place of detention, while the rest of you go and take home rations for your starving households;"
Genesis 42:20,"but you must bring me your youngest brother, that your words may be verified and that you may not die.” And they did accordingly."
Genesis 42:21,"They said to one another, “Alas, we are being punished on account of our brother, because we looked on at his anguish, yet paid no heed as he pleaded with us. That is why this distress has come upon us.”"
Genesis 42:22,"Then Reuben spoke up and said to them, “Did I not tell you, ‘Do no wrong to the boy’? But you paid no heed. Now comes the reckoning for his blood.”"
Genesis 42:23,"They did not know that Joseph understood, for there was an interpreter between him and them."
Genesis 42:24,He turned away from them and wept. But he came back to them and spoke to them; and he took Simeon from among them and had him bound before their eyes.
Genesis 42:25,"Then Joseph gave orders to fill their bags with grain, return each one’s money to his sack, and give them provisions for the journey; and this was done for them."
Genesis 42:26,So they loaded their asses with the rations and departed from there.
Genesis 42:27,"As one of them was opening his sack to give feed to his ass at the night encampment, he saw his money right there at the mouth of his bag."
Genesis 42:28,"And he said to his brothers, “My money has been returned! It is here in my bag!” Their hearts sank; and, trembling, they turned to one another, saying, “What is this that God has done to us?”"
Genesis 42:29,"When they came to their father Jacob in the land of Canaan, they told him all that had befallen them, saying,"
Genesis 42:30,"“The man<sup>°</sup><sup>*</sup><i class=""footnote""><b>The man </b>More precisely, “the participant [whose involvement defines the depicted situation].” See the Dictionary under ’ish.</i> who is lord of the land spoke harshly to us and accused us of spying on the land."
Genesis 42:31,"We said to him, ‘We are being honest; we have never been spies!"
Genesis 42:32,"There were twelve of us brothers, sons by the same father; but one is no more, and the youngest is now with our father in the land of Canaan.’"
Genesis 42:33,"But the man—who is lord of the land—said to us, ‘By this I shall know that you are being honest: leave one of your brothers with me, and take something for your starving households and be off."
Genesis 42:34,"And bring your youngest brother to me, that I may know that you are not spies, that you are being honest. I will then restore your brother to you, and you shall be free to move about in the land.’”"
Genesis 42:35,"As they were emptying their sacks, there, in each one’s sack, was his money-bag! When they and their father saw their money-bags, they were dismayed."
Genesis 42:36,"Their father Jacob said to them, “It is always me that you bereave: Joseph is no more and Simeon is no more, and now you would take away Benjamin. These things always happen to me!”"
Genesis 42:37,"Then Reuben said to his father, “You may kill my two sons if I do not bring him back to you. Put him in my care, and I will return him to you.”"
Genesis 42:38,"But he said, “My son must not go down with you, for his brother is dead and he alone is left. If he meets with disaster on the journey you are taking, you will send my white head down to Sheol in grief.”"
Genesis 43:1,But the famine in the land was severe.
Genesis 43:2,"And when they had eaten up the rations which they had brought from Egypt, their father said to them, “Go again and procure some food for us.”"
Genesis 43:3,"But Judah said to him, “The man<sup>°</sup><sup>*</sup><i class=""footnote"">See note at 42.30.</i> warned us, ‘Do not let me see your faces<sup>*</sup><sup>*</sup><i class=""footnote""><b>Do not let me see your faces </b>Lit. “Do not see my face.”</i> unless your brother is with you.’"
Genesis 43:4,"If you will let our brother go with us, we will go down and procure food for you;"
Genesis 43:5,"but if you will not let him go, we will not go down, for that man said to us, ‘Do not let me see your faces<sup>*</sup><sup>*</sup><i class=""footnote""><b>Do not let me see your faces </b>See note at v. 3.</i> unless your brother is with you.’”"
Genesis 43:6,"And Israel said, “Why did you serve me so ill as to tell the man that you had another brother?”"
Genesis 43:7,"They replied, “But the man kept asking about us and our family, saying, ‘Is your father still living? Have you another brother?’ And we answered him accordingly. How were we to know that he would say, ‘Bring your brother here’?”"
Genesis 43:8,"Then Judah said to his father Israel, “Send the boy in my care, and let us be on our way, that we may live and not die—you and we and our children."
Genesis 43:9,"I myself will be surety for him; you may hold me responsible: if I do not bring him back to you and set him before you, I shall stand guilty before you forever."
Genesis 43:10,For we could have been there and back twice if we had not dawdled.”
Genesis 43:11,"Then their father Israel said to them, “If it must be so, do this: take some of the choice products of the land in your baggage, and carry them down as a gift for the man—some balm and some honey, gum, ladanum, pistachio nuts, and almonds."
Genesis 43:12,"And take with you double the money, carrying back with you the money that was replaced in the mouths of your bags; perhaps it was a mistake."
Genesis 43:13,Take your brother too; and go back at once to the man.
Genesis 43:14,"And may El Shaddai dispose the man to mercy toward you, that he may release to you your other brother, as well as Benjamin. As for me, if I am to be bereaved, I shall be bereaved.”"
Genesis 43:15,"So the agents<sup>°</sup><sup>*</sup><i class=""footnote""><b>agents </b>More precisely, “participants whose involvement defines the depicted situation”—i.e., the sons who have been delegated as their father’s agents. See the Dictionary under ’ish; Agent.</i> took that gift, and they took with them double the money, as well as Benjamin. They made their way down to Egypt, where they presented themselves to Joseph."
Genesis 43:16,"When Joseph saw Benjamin with them, he said to his house steward, “Take those men<sup>°</sup><sup>*</sup><i class=""footnote""><b>those men </b>More precisely, “the [salient] participants.” See the Dictionary under ’ish.</i> into the house; slaughter and prepare an animal, for those men will dine with me at noon.”"
Genesis 43:17,"The man did as Joseph said, and he brought the men into Joseph’s house."
Genesis 43:18,"But the men were frightened at being brought into Joseph’s house. “It must be,” they thought, “because of the money replaced in our bags the first time that we have been brought inside, as a pretext to attack us and seize us as slaves, with our pack animals.”"
Genesis 43:19,So they went up to Joseph’s house steward and spoke to him at the entrance of the house.
Genesis 43:20,"“If you please, my lord,” they said, “we came down once before to procure food."
Genesis 43:21,"But when we arrived at the night encampment and opened our bags, there was each one’s money in the mouth of his bag, our money in full.<sup>*</sup><sup>*</sup><i class=""footnote""><b>in full </b>Lit. “by its weight.”</i> So we have brought it back with us."
Genesis 43:22,And we have brought down with us other money to procure food. We do not know who put the money in our bags.”
Genesis 43:23,"He replied, “All is well with you; do not be afraid. Your God, the God of your father’s [house], must have put treasure in your bags for you. I got your payment.” And he brought out Simeon to them."
Genesis 43:24,"Then the steward brought the men into Joseph’s house; he gave them water to bathe their feet, and he provided feed for their asses."
Genesis 43:25,"They laid out their gifts to await Joseph’s arrival at noon, for they had heard that they were to dine there."
Genesis 43:26,"When Joseph came home, they presented to him the gifts that they had brought with them into the house, bowing low before him to the ground."
Genesis 43:27,"He greeted them, and he said, “How is your aged father of whom you spoke? Is he still in good health?”"
Genesis 43:28,"They replied, “It is well with your servant our father; he is still in good health.” And they bowed and made obeisance."
Genesis 43:29,"Looking about, he saw his brother Benjamin, his mother’s son, and asked, “Is this your youngest brother of whom you spoke to me?” And he went on, “May God be gracious to you, my boy.”"
Genesis 43:30,"With that, Joseph hurried out, for he was overcome with feeling toward his brother and was on the verge of tears; he went into a room and wept there."
Genesis 43:31,"Then he washed his face, reappeared, and—now in control of himself—gave the order, “Serve the meal.”"
Genesis 43:32,"They served him by himself, and them by themselves, and the Egyptians who ate with him by themselves; for the Egyptians could not dine with the Hebrews, since that would be abhorrent to the Egyptians."
Genesis 43:33,"As they were seated by his direction, from the oldest in the order of his seniority to the youngest in the order of his youth, the men looked at one another in astonishment."
Genesis 43:34,"Portions were served them from his table; but Benjamin’s portion was several<sup>*</sup><sup>*</sup><i class=""footnote""><b>several </b>Lit. “five.”</i> times that of anyone else. And they drank their fill with him."
Genesis 44:1,"Then he instructed his house steward as follows, “Fill the men’s bags with food, as much as they can carry, and put each one’s money in the mouth of his bag."
Genesis 44:2,"Put my silver goblet in the mouth of the bag of the youngest one, together with his money for the rations.” And he did as Joseph told him."
Genesis 44:3,"With the first light of morning, the men were sent off with their pack animals."
Genesis 44:4,"They had just left the city and had not gone far, when Joseph said to his house steward, “Up, go after those men! And when you overtake them, say to them, ‘Why did you repay good with evil?"
Genesis 44:5,It is the very one from which my master drinks and which he uses for divination. It was a wicked thing for you to do!’”
Genesis 44:6,He overtook them and spoke those words to them.
Genesis 44:7,"And they said to him, “Why does my lord say such things? Far be it from your servants to do anything of the kind!"
Genesis 44:8,Here we brought back to you from the land of Canaan the money that we found in the mouths of our bags. How then could we have stolen any silver or gold from your master’s house!
Genesis 44:9,"Whichever of your servants it is found with shall die; the rest of us, moreover, shall become slaves to my lord.”"
Genesis 44:10,"He replied, “Although what you are proposing is right, only the one with whom it is found shall be my slave; but the rest of you shall go free.”"
Genesis 44:11,"So each one hastened to lower his bag to the ground, and each one opened his bag."
Genesis 44:12,"He searched, beginning with the oldest and ending with the youngest; and the goblet turned up in Benjamin’s bag."
Genesis 44:13,"At this they rent their clothes. Each reloaded his pack animal, and they returned to the city."
Genesis 44:14,"When Judah and his brothers reentered the house of Joseph, who was still there, they threw themselves on the ground before him."
Genesis 44:15,"Joseph said to them, “What is this deed that you have done? Do you not know that a man like me practices divination?”"
Genesis 44:16,"Judah replied, “What can we say to my lord? How can we plead, how can we prove our innocence? God has uncovered the crime of your servants. Here we are, then, slaves of my lord, the rest of us as much as he in whose possession the goblet was found.”"
Genesis 44:17,"But he replied, “Far be it from me to act thus! Only the one in whose possession the goblet was found shall be my slave; the rest of you go back in peace to your father.”"
Genesis 44:18,"Then Judah went up to him and said, “Please, my lord, let your servant appeal to my lord, and do not be impatient with your servant, you who are the equal of Pharaoh."
Genesis 44:19,"My lord asked his servants, ‘Have you a father or another brother?’"
Genesis 44:20,"We told my lord, ‘We have an old father, and there is a child of his old age, the youngest; his full brother is dead, so that he alone is left of his mother, and his father dotes on him.’"
Genesis 44:21,"Then you said to your servants, ‘Bring him down to me, that I may set eyes on him.’"
Genesis 44:22,"We said to my lord, ‘The boy cannot leave his father; if he were to leave him, his father would die.’"
Genesis 44:23,"But you said to your servants, ‘Unless your youngest brother comes down with you, do not let me see your faces.’"
Genesis 44:24,"When we came back to your servant my father, we reported my lord’s words to him."
Genesis 44:25,"“Later our father said, ‘Go back and procure some food for us.’"
Genesis 44:26,"We answered, ‘We cannot go down; only if our youngest brother is with us can we go down, for we may not show our faces to the man<sup>*</sup><sup>*</sup><i class=""footnote""><b>show our faces to the man </b>Lit. “see the [salient] participant’s face.”</i> unless our youngest brother is with us.’"
Genesis 44:27,"Your servant my father said to us, ‘As you know, my wife bore me two sons."
Genesis 44:28,"But one is gone from me, and I said: Alas, he was torn by a beast! And I have not seen him since."
Genesis 44:29,"If you take this one from me, too, and he meets with disaster, you will send my white head down to Sheol in sorrow.’"
Genesis 44:30,"“Now, if I come to your servant my father and the boy is not with us—since his own life is so bound up with his—"
Genesis 44:31,"when he sees that the boy is not with us, he will die, and your servants will send the white head of your servant our father down to Sheol in grief."
Genesis 44:32,"Now your servant has pledged himself for the boy to my father, saying, ‘If I do not bring him back to you, I shall stand guilty before my father forever.’"
Genesis 44:33,"Therefore, please let your servant remain as a slave to my lord instead of the boy, and let the boy go back with his brothers."
Genesis 44:34,For how can I go back to my father unless the boy is with me? Let me not be witness to the woe that would overtake my father!”
Genesis 45:1,"Joseph could no longer control himself before all his attendants, and he cried out, “Have everyone withdraw from me!” So there was no one else about when Joseph made himself known to his brothers."
Genesis 45:2,"His sobs were so loud that the Egyptians could hear, and so the news reached Pharaoh’s palace."
Genesis 45:3,"Joseph said to his brothers, “I am Joseph. Is my father still well?” But his brothers could not answer him, so dumfounded were they on account of him."
Genesis 45:4,"Then Joseph said to his brothers, “Come forward to me.” And when they came forward, he said, “I am your brother Joseph, he whom you sold into Egypt."
Genesis 45:5,"Now, do not be distressed or reproach yourselves because you sold me hither; it was to save life that God sent me ahead of you."
Genesis 45:6,"It is now two years that there has been famine in the land, and there are still five years to come in which there shall be no yield from tilling."
Genesis 45:7,"God has sent me ahead of you to ensure your survival on earth, and to save your lives in an extraordinary deliverance."
Genesis 45:8,"So, it was not you who sent me here, but God—who has made me a father to Pharaoh,<sup>°</sup><sup>*</sup><i class=""footnote""><b>father to Pharaoh </b>(So trad.) Or “Pharaoh’s chancellor,” cf. Isa. 22.15, 20–21. Heb. ’av le-phar‘oh.</i> lord of all his household, and ruler over the whole land of Egypt."
Genesis 45:9,"“Now, hurry back to my father and say to him: Thus says your son Joseph, ‘God has made me lord of all Egypt; come down to me without delay."
Genesis 45:10,"You will dwell in the region of Goshen, where you will be near me—you and your children and your grandchildren, your flocks and herds, and all that is yours."
Genesis 45:11,There I will provide for you—for there are yet five years of famine to come—that you and your household and all that is yours may not suffer want.’
Genesis 45:12,"You can see for yourselves, and my brother Benjamin for himself, that it is indeed I who am speaking to you."
Genesis 45:13,And you must tell my father everything about my high station in Egypt and all that you have seen; and bring my father here with all speed.”
Genesis 45:14,"With that he embraced<sup>*</sup><sup>*</sup><i class=""footnote""><b>embraced </b>Lit. “fell on.”</i> his brother Benjamin around the neck and wept, and Benjamin wept on his neck."
Genesis 45:15,He kissed all his brothers and wept upon them; only then were his brothers able to talk to him.
Genesis 45:16,The news reached Pharaoh’s palace: “Joseph’s brothers have come.” Pharaoh and his courtiers were pleased.
Genesis 45:17,"And Pharaoh said to Joseph, “Say to your brothers, ‘Do as follows: load up your beasts and go at once to the land of Canaan."
Genesis 45:18,Take your father and your households and come to me; I will give you the best of the land of Egypt and you shall live off the fat of the land.’
Genesis 45:19,"And you are bidden [to add], ‘Do as follows: take from the land of Egypt wagons for your children and your wives, and bring your father here."
Genesis 45:20,"And never mind your belongings, for the best of all the land of Egypt shall be yours.’”"
Genesis 45:21,"The sons of Israel did so; Joseph gave them wagons as Pharaoh had commanded, and he supplied them with provisions for the journey."
Genesis 45:22,"To each of them, moreover, he gave a change of clothing; but to Benjamin he gave three hundred pieces of silver and several<sup>*</sup><sup>*</sup><i class=""footnote""><b>several </b>Lit. “five”; cf. 43.34.</i> changes of clothing."
Genesis 45:23,"And to his father he sent the following: ten he-asses laden with the best things of Egypt, and ten she-asses laden with grain, bread, and provisions for his father on the journey."
Genesis 45:24,"As he sent his brothers off on their way, he told them, “Do not be quarrelsome on the way.”"
Genesis 45:25,They went up from Egypt and came to their father Jacob in the land of Canaan.
Genesis 45:26,"And they told him, “Joseph is still alive; yes, he is ruler over the whole land of Egypt.” His heart went numb, for he did not believe them."
Genesis 45:27,"But when they recounted all that Joseph had said to them, and when he saw the wagons that Joseph had sent to transport him, the spirit of their father Jacob revived."
Genesis 45:28,“Enough!” said Israel. “My son Joseph is still alive! I must go and see him before I die.”
Genesis 46:1,"So Israel set out with all that was his, and he came to Beer-sheba, where he offered sacrifices to the God of his father Isaac’s [house]."
Genesis 46:2,"God called to Israel in a vision by night: “Jacob! Jacob!” He answered, “Here.”"
Genesis 46:3,"“I am God, the God of your father’s [house]. Fear not to go down to Egypt, for I will make you there into a great nation."
Genesis 46:4,"I Myself will go down with you to Egypt, and I Myself will also bring you back; and Joseph’s hand shall close your eyes.”"
Genesis 46:5,So Jacob set out from Beer-sheba. The sons of Israel put their father Jacob and their children and their wives in the wagons that Pharaoh had sent to transport him;
Genesis 46:6,and they took along their livestock and the wealth that they had amassed in the land of Canaan. Thus Jacob and all his offspring with him came to Egypt:
Genesis 46:7,"he brought with him to Egypt his sons and grandsons, his daughters<sup>°</sup><sup>*</sup><i class=""footnote""><b>daughters </b>(So trad.) The plural is part of a standard formula; cf. vv. 15, 23; Num. 26.8; 1 Chron. 2.8.</i> and granddaughters—all his offspring."
Genesis 46:8,"These are the names of the Israelites, Jacob and his descendants, who came to Egypt. Jacob’s first-born Reuben;"
Genesis 46:9,"Reuben’s sons: Enoch,<sup>*</sup><sup>*</sup><i class=""footnote""><b>Enoch </b>Or “Hanoch.”</i> Pallu, Hezron, and Carmi."
Genesis 46:10,"Simeon’s sons: Jemuel, Jamin, Ohad, Jachin, Zohar, and Saul<sup>*</sup><sup>*</sup><i class=""footnote""><b>Saul </b>Or “Shaul.”</i> the son of a Canaanite woman."
Genesis 46:11,"Levi’s sons: Gershon, Kohath, and Merari."
Genesis 46:12,"Judah’s sons: Er, Onan, Shelah, Perez, and Zerah—but Er and Onan had died in the land of Canaan; and Perez’s sons were Hezron and Hamul."
Genesis 46:13,"Issachar’s sons: Tola, Puvah, Iob, and Shimron."
Genesis 46:14,"Zebulun’s sons: Sered, Elon, and Jahleel."
Genesis 46:15,"Those were the sons whom Leah bore to Jacob in Paddan-aram, in addition to his daughter Dinah. Persons in all, male and female: 33.<sup>*</sup><sup>*</sup><i class=""footnote""><b>33 </b>Including Jacob.</i> "
Genesis 46:16,"Gad’s sons: Ziphion, Haggi, Shuni, Ezbon, Eri, Arodi, and Areli."
Genesis 46:17,"Asher’s sons: Imnah, Ishvah, Ishvi, and Beriah, and their sister Serah. Beriah’s sons: Heber and Malchiel."
Genesis 46:18,"These were the descendants of Zilpah, whom Laban had given to his daughter Leah. These she bore to Jacob—16 persons."
Genesis 46:19,The sons of Jacob’s wife Rachel were Joseph and Benjamin.
Genesis 46:20,"To Joseph were born in the land of Egypt Manasseh and Ephraim, whom Asenath daughter of Poti-phera priest of On bore to him."
Genesis 46:21,"Benjamin’s sons: Bela, Becher, Ashbel, Gera, Naaman, Ehi, Rosh, Muppim, Huppim, and Ard."
Genesis 46:22,These were the descendants of Rachel who were born to Jacob—14 persons in all.
Genesis 46:23,"Dan’s son:<sup>*</sup><sup>*</sup><i class=""footnote""><b>son </b>Heb. “sons.”</i> Hushim."
Genesis 46:24,"Naphtali’s sons: Jahzeel, Guni, Jezer, and Shillem."
Genesis 46:25,"These were the descendants of Bilhah, whom Laban had given to his daughter Rachel. These she bore to Jacob—7 persons in all."
Genesis 46:26,"All the persons belonging to Jacob who came to Egypt<sup>*</sup><sup>*</sup><i class=""footnote""><b>who came to Egypt </b>Not including Joseph and Joseph’s two sons.</i> —his own issue, aside from the wives of Jacob’s sons—all these persons numbered 66."
Genesis 46:27,"And Joseph’s sons who were born to him in Egypt were two in number. Thus the total of Jacob’s household who came to Egypt was seventy persons.<sup>*</sup><sup>*</sup><i class=""footnote""><b>seventy persons </b>Including Jacob and Joseph.</i> "
Genesis 46:28,"He had sent Judah ahead of him to Joseph, to point the way before him to Goshen. So when they came to the region of Goshen,"
Genesis 46:29,"Joseph ordered<sup>*</sup><sup>*</sup><i class=""footnote""><b>ordered </b>Lit. “hitched.”</i> his chariot and went to Goshen to meet his father Israel; he presented himself to him and, embracing him around the neck, he wept on his neck a good while."
Genesis 46:30,"Then Israel said to Joseph, “Now I can die, having seen for myself that you are still alive.”"
Genesis 46:31,"Then Joseph said to his brothers and to his father’s household, “I will go up and tell the news to Pharaoh, and say to him, ‘My brothers and my father’s household, who were in the land of Canaan, have come to me."
Genesis 46:32,"They happen to be shepherds; they have always been breeders of livestock, and they have brought with them their flocks and herds and all that is theirs.’"
Genesis 46:33,"So when Pharaoh summons you and asks, ‘What is your occupation?’"
Genesis 46:34,"you shall answer, ‘Your servants have been breeders of livestock from the start until now, both we and our fathers’—so that you may stay in the region of Goshen. For all shepherds are abhorrent to Egyptians.”"
Genesis 47:1,"Then Joseph came and reported to Pharaoh, saying, “My father and my brothers, with their flocks and herds and all that is theirs, have come from the land of Canaan and are now in the region of Goshen.”"
Genesis 47:2,"And carefully selecting a few<sup>*</sup><sup>*</sup><i class=""footnote""><b>a few </b>Lit. “five.”</i> of his brothers, he presented them to Pharaoh."
Genesis 47:3,"Pharaoh said to his brothers, “What is your occupation?” They answered Pharaoh, “We your servants are shepherds, as were also our fathers."
Genesis 47:4,"We have come,” they told Pharaoh, “to sojourn in this land, for there is no pasture for your servants’ flocks, the famine being severe in the land of Canaan. Pray, then, let your servants stay in the region of Goshen.”"
Genesis 47:5,"Then Pharaoh said to Joseph, “As regards your father and your brothers who have come to you,"
Genesis 47:6,"the land of Egypt is open before you: settle your father and your brothers in the best part of the land; let them stay in the region of Goshen. And if you know some men of ability<sup>°</sup><sup>*</sup><i class=""footnote""><b>men of ability </b>NJPS “capable men.” See the Dictionary under ’ish.</i> among them, put them in charge of my livestock.”"
Genesis 47:7,Joseph then brought his father Jacob and presented him to Pharaoh; and Jacob greeted Pharaoh.
Genesis 47:8,"Pharaoh asked Jacob, “How many are the years of your life?”"
Genesis 47:9,"And Jacob answered Pharaoh, “The years of my sojourn [on earth] are one hundred and thirty. Few and hard have been the years of my life, nor do they come up to the life spans of my ancestors<sup>°</sup><sup>*</sup><i class=""footnote""><b>ancestors </b>I.e., predecessors in general. Or, with NJPS, “fathers”—taking the “sojourns” to allude specifically to Terah, Abraham, and Isaac as wandering heads of corporate households. Heb. ’avoth.</i> during their sojourns.”"
Genesis 47:10,"Then Jacob bade Pharaoh farewell, and left Pharaoh’s presence."
Genesis 47:11,"So Joseph settled his father and his brothers, giving them holdings in the choicest part of the land of Egypt, in the region of Rameses, as Pharaoh had commanded."
Genesis 47:12,"Joseph sustained his father, and his brothers, and all his father’s household with bread, down to the little ones."
Genesis 47:13,"Now there was no bread in all the world, for the famine was very severe; both the land of Egypt and the land of Canaan languished because of the famine."
Genesis 47:14,"Joseph gathered in all the money that was to be found in the land of Egypt and in the land of Canaan, as payment for the rations that were being procured, and Joseph brought the money into Pharaoh’s palace."
Genesis 47:15,"And when the money gave out in the land of Egypt and in the land of Canaan, all the Egyptians came to Joseph and said, “Give us bread, lest we die before your very eyes; for the money is gone!”"
Genesis 47:16,"And Joseph said, “Bring your livestock, and I will sell to you against your livestock, if the money is gone.”"
