Index Title,Jerusalem Talmud Shekalim NEW
Jerusalem Talmud Shekalim 6:2:15,אמר רבי אלעזר מבית דוד ועד יושבי ירושלם כשרים לנידה ולחטאת מכאן ואילך מי קטפריסות הן פסולין לנדה ולחטאת
Jerusalem Talmud Shekalim 6:2:16,כתיב ויאמר אלי המים האלה יוצאים אל הגלילה הקדמונה זה ים של סמכו וירדו אל הערבה זה ים של טבריא
Jerusalem Talmud Shekalim 6:2:17,ובאו הימה זה ים המלח אל הימה המוצאים זה הים הגדול ולמה נקרא שמו מוצאים כנגד שתי פעמים שיצא אחד בדור אנוש ואחד בדור הפלגה
Jerusalem Talmud Shekalim 6:2:18,רבי לעזר בשם רבי חנינה בראשונה יצא עד קלבריאה ובשניה יצא עד כיפי ברבריאה רבי אחא בשם רבי חנינה בראשונה יצא עד כיפי ברבריאה ובשניה יצא עד עכו ועד יפו
Jerusalem Talmud Shekalim 6:2:19,עד פה תבא ולא תוסיף עד עכו תבא ולא תוסיף ופה ישית בגאון גליך עד יפו אשית גאון גליך
Jerusalem Talmud Shekalim 6:2:20,ניחא ימא רבא וימא דמילחא בשביל למיתקן ימא דטבריא ימא דסמכו
Jerusalem Talmud Shekalim 6:2:21,לרבות דגתם דכתיב ביה למינה תהיה דגתם למיני מינים תהיה דגתם תני אמר רבן שמעון בן גמליאל מעשה שהלכתי לציידן והביאו לפני יותר משלש מאות מיני דגים בתמחוי אחד
Jerusalem Talmud Shekalim 6:2:22,ונרפאו המים בצאתיו וגבאיו ולא ירפאו למלח ניתנו כתיב ונרפאו המים ואת אמרת ולא ירפאו המים מקום הוא ושמו ולא ירפאו
Jerusalem Talmud Shekalim 6:2:23,כתיב ועל הנחל יעלה על שפתו מזה ומזה כל עץ מאכל לא יבול עלהו ולא יתם פריו לחדשיו יבכר
Jerusalem Talmud Shekalim 6:2:24,תני אמר רבי יהודה לפי שבעולם הזה תבואה עושה לששה חדשים ואילן עושה לשנים עשר חודש אבל לעתיד לבוא התבואה עושה לחדש אחד ואילן עושה לשני חדשים
Jerusalem Talmud Shekalim 6:2:25,מאי טעמא לחדשיו יבכר
Jerusalem Talmud Shekalim 6:2:26,אמר רבי יוסי לפי שבעולם הזה התבואה עושה לששה חדשים ואילן עושה לשנים עשר חדש אבל לעתיד לבא התבואה עושה לחמשה עשר יום ואילן עושה לחדש אחד שכן מצינו שעשת התבואה בימי יואל לחמשה עשר יום וקרב ממנה העומר
Jerusalem Talmud Shekalim 6:2:27,מאי טעמא ובני ציון גילו ושמחו בה׳ אלהיכם כי נתן לכם את המורה לצדקה ויורד לכם גשם מורה ומלקוש בראשון
Jerusalem Talmud Shekalim 6:2:28,ומה מקיים רבי יוסי לחדשיו יבכר בכל חודש וחודש יהיה מבכר
Jerusalem Talmud Shekalim 6:2:29,ועלהו לתרופה רבי יוחנן אמר תרפיה מציץ עליה ותרף מזונה
Jerusalem Talmud Shekalim 6:2:30,רב ושמואל חד אמר להתיר פה שלמעלן וחד אמר להתיר פה שלמטן רבי חנינה ורבי יהושע בן לוי חד אמר להתיר פה עקרות וחד אמר להתיר פה אלמים
Jerusalem Talmud Shekalim 6:2:31,ולעמתן בצפון וכו׳ את מוצא בשעה שעלה נבוכדנאצר לכאן בא וישב לו בדופני של אנטוכיא ויצאה סנהדרין גדולה לקראתו ואמרה לו הגיע זמן הבית הזה ליחרב אמר להן אותו שהמלכתי עליכם תנוהו לי ואני הולך
Jerusalem Talmud Shekalim 6:2:32,באו ואמרו ליהויכין מלך יהודה נבוכדנאצר בעי לך כיון ששמע מהן כך נטל מפתחות של בית המקדש עלה לגגו של היכל אמר לפניו רבונו של עולם לשעבר היינו נאמנים לך והיו מפתחותיך מסורין לנו עכשיו שאין אנו נאמנים הרי מפתחותיך מסורין לך תרין אמוראין חד אמר זרקן ועוד לא ירדו וחד אמר באה כמין יד ונטלתן מידו כיון שראו כל <sup><b>[דף יז:]</b></sup> חורי יהודה כן עלו לראש גגותיהן ונפלו ומתו הדא הוא דכתיב משא גיא חזיון מה לך איפוא כי עלית כולך לגגות תשואות מלאה עיר הומיה וגו׳
Jerusalem Talmud Shekalim 6:3:1,"<strong>הלכה ג <big>מתני׳</big></strong> שלשה עשר שלחנות היו במקדש. שמונה של שייש בבית המטבחיים, שעליהן מדיחין את הקרביים."
Jerusalem Talmud Shekalim 6:3:2,ושנים במערב הכבש אחד של שייש ואחד של כסף על של שייש נותנין את האברים ועל של כסף כלי שרת
Jerusalem Talmud Shekalim 6:3:3,ושנים באולם מבפנים על פתח הבית אחד של שייש ואחד של זהב על של שייש נותנין לחם הפנים בכניסתו ועל של זהב ביציאתו
Jerusalem Talmud Shekalim 6:3:4,שמעלין בקודש ולא מורידין
Jerusalem Talmud Shekalim 6:3:5,אחד של זהב מבפנים שעליו לחם הפנים תמיד
Jerusalem Talmud Shekalim 6:3:6,<strong>גמ׳</strong> תני על של כסף רבי יוסי בשם רבי שמואל בר רב יצחק רבי חנניה מטי בה בשם רבי יוחנן לית כאן של כסף מפני שהוא מרתיח
Jerusalem Talmud Shekalim 6:3:7,לא כן תני זה אחד מן הנסים שנעשו בבית המקדש שכשם שהיו מניחין אותו חום כך היו מוציאין אותו חום שנאמר לשום לחם חם ביום הלקחו
Jerusalem Talmud Shekalim 6:3:8,רבי יהושע בן לוי אמר אין מזכירין מעשה נסים
Jerusalem Talmud Shekalim 6:3:9,בעון קומי רבי אילא לא היה שם לחם מהו להניחו לשבת הבאה אמר לון כתיב ונתת על השולחן לחם פנים לפני תמיד לחם פנים אפילו פסול
Jerusalem Talmud Shekalim 6:3:10,עשרה שלחנות עשה שלמה דכתיב ויעש שולחנות עשרה וינח בהיכל חמשה מימין וחמשה משמאל
Jerusalem Talmud Shekalim 6:3:11,אין תימר חמשה בדרום וחמשה בצפון והלא אין השלחן כשר אלא בצפון שנאמר ואת השלחן תתן על צלע צפון מה תלמוד לומר חמשה מימין וחמשה משמאל אלא חמשה מימין שלחנו של משה וחמשה משמאלו
Jerusalem Talmud Shekalim 6:3:12,אף על פי כן לא היה מסדר אלא בשל משה בלבד שנאמר את השלחן אשר עליו לחם הפנים רבי יוסי בי רבי יהודה אומר על כולן היה מסדר שנאמר את השולחנות ועליהם לחם הפנים
Jerusalem Talmud Shekalim 6:3:13,תני מזרח ומערב היו נתונין דברי רבי רבי אלעזר בי רבי שמעון אומר צפון ודרום היו נתונין
Jerusalem Talmud Shekalim 6:3:14,מאן דאמר מזרח ומערב ניחא כולהן ראויין לשירות מאן דאמר צפון ודרום נמצא שלחן בדרום <sup><b>[דף יח.]</b></sup> ומנורה בצפון והא תני השלחן היה נתון מחצי הבית ולפנים משוך מן הכותל שתי אמות ומחצה כלפי הצפון ומנורה כנגדו בדרום
Jerusalem Talmud Shekalim 6:3:15,מזבח הזהב היה נתון באמצע הבית חולק את הבית מחציו ולפנים משוך קימעא כלפי חוץ וכולהן היה נתון משליש הבית ולפנים
Jerusalem Talmud Shekalim 6:3:16,עשר מנורות עשה שלמה שנאמר ויעש את מנורת הזהב עשר כמשפטו ויתן בהיכל חמש מימין וחמש משמאל אין תימר חמש בצפון וחמש בדרום
Jerusalem Talmud Shekalim 6:3:17,והלא אין המנורה כשירה אלא בדרום שנאמר ואת המנורה נוכח השלחן על ירך המשכן תימנה מה תלמוד לומר חמש מימין וחמש משמאל אלא חמש מימין מנורתו של משה וחמש משמאלה
Jerusalem Talmud Shekalim 6:3:18,אף על פי כן לא היה מבעיר אלא של משה בלבד שנאמר ומנורת הזהב ונרותיה לבער בערב בערב רבי יוסה בי רבי יהודה אומר על כולן היה מבעיר שנאמר ואת המנורות ונרותיהם לבערם כמשפט לפני הדביר זהב סגור
Jerusalem Talmud Shekalim 6:3:19,והפרח והנרות והמלקחים זהב הוא מכלות זהב הן כילו זהבו של שלמה
Jerusalem Talmud Shekalim 6:3:20,תני רב יהודה בשם אסי היה שלמה נוטל אלף ככרי זהב ומכניסן לכור ומוציאן עד שהוא מעמידן על אחד לקיים מה שנאמר ככר זהב טהור עשה אותה וגו׳
Jerusalem Talmud Shekalim 6:3:21,תניא אמר רבי יוסי בי רבי יהודה מעשה במנורת זהב שעשה משה במדבר והיתה יתירה דינר זהב והכניסוה לכור שמונים פעם ולא חסרה כלום
Jerusalem Talmud Shekalim 6:3:22,ויאות עד דלא יקום על ברריה הוה חסר סגין מן דו קיים על ברריה לא חסר כלום
Jerusalem Talmud Shekalim 6:4:1,"<strong>הלכה ד <big>מתני׳</big></strong> שלשה עשר שופרות היו במקדש, וכתוב עליהן: תקלין חדתין, ותקלין עתיקין, קנין, וגוזלי עולה, עצים, לבונה, זהב לכפורת, ששה לנדבה."
Jerusalem Talmud Shekalim 6:4:2,תקלין חדתין שבכל שנה ושנה ועתיקין מי שלא הביא אשתקד שוקל לשנה הבאה
Jerusalem Talmud Shekalim 6:4:3,קנין הן תורין וגוזלי עולה הן בני יונה כולן עולות דברי רבי יהודה
Jerusalem Talmud Shekalim 6:4:4,וחכמים אומרים קנין אחד חטאת ואחד עולה גוזלי עולה כולן עולות
Jerusalem Talmud Shekalim 6:4:5,האומר הרי עלי עצים לא יפחות משני גזירין לבונה לא יפחות מקומץ זהב לא יפחות מדינר זהב
Jerusalem Talmud Shekalim 6:4:6,ששה לנדבה נדבה מה היו עושין בה לוקחים בה עולות הבשר לשם ועורות לכהנים
Jerusalem Talmud Shekalim 6:4:7,זה מדרש דרש יהוידע כהן גדול אשם הוא אשום אשם לה׳
Jerusalem Talmud Shekalim 6:4:8,זה הכלל כל שהוא בא משום חטאת ומשום אשמה ילקח בהן עולות הבשר לשם והעורות לכהנים נמצאו שני כתובין קיימין אשם לה׳ ואשם לכהן
Jerusalem Talmud Shekalim 6:4:9,ואומר כסף אשם וכסף חטאת לא יובא בית ה׳ לכהנים יהיו
Jerusalem Talmud Shekalim 6:4:10,<strong>גמ׳</strong> תניא אמר רבי יהודה לא היה שופר של קינין בירושלם מפני התערובות שמא תמות אחת ונמצאו דמי חטאות מיתות מעורבות בהן
Jerusalem Talmud Shekalim 6:4:11,והתניא האשה שאמרה הרי עלי קן מביאה דמי קן ונותנתו בשופר <sup><b>[דף יח:]</b></sup> ואוכלת בקדשים ואינה חוששת שמא נתעצל בהן ואין הכהן חושש שמא דמי חטאות מיתות מעורבות בהן
Jerusalem Talmud Shekalim 6:4:12,כי קאמרינן בחטאות שמתו בעליהן ודאי
Jerusalem Talmud Shekalim 6:4:13,ואי אמרינן נברור ארבעה זוזי ונישדי בנהרא ואידך לישתרו
Jerusalem Talmud Shekalim 6:4:14,הא אמרינן בעלמא רבי יהודה לית ליה ברירה
Jerusalem Talmud Shekalim 6:4:15,רבי יוסה בי רבי בון אמר רבי בא בר ממל בעי דאמר הרי עלי עץ מביא גיזר אחד
Jerusalem Talmud Shekalim 6:4:16,אמר רבי לעזר מתניתא אמרה כן שזה קרבן בפני עצמו וזה קרבן בפני עצמו
Jerusalem Talmud Shekalim 6:4:17,כהאי דתנינן תמן השנים בידם שני גזרי עצים
Jerusalem Talmud Shekalim 6:4:18,וקרבן לרבות את העצים
Jerusalem Talmud Shekalim 6:4:19,רבי יהושע בן לוי אמר עוביין אמה באמה שוחקת וארכן באמה גדומה רבי חוני בשם רבי אמי כמין טורטני
Jerusalem Talmud Shekalim 6:4:20,אמר רבי שמואל בר רב יצחק לפי שלא היה מקום המערכה אלא אמה על אמה לפיכך לא היה בו אלא אמה גדומה ותני כן אמה היסוד אמה סובב אמה כרכוב ואמה קרנות ואמה מערכה
Jerusalem Talmud Shekalim 6:4:21,לבונה לא יפחות מקומץ נאמר כאן אזכרה ונאמר להלן אזכרה
Jerusalem Talmud Shekalim 6:4:22,מה אזכרה האמור להלן מלא קומץ אף אזכרה האמור כאן מלא קומץ
Jerusalem Talmud Shekalim 6:4:23,אי מה אזכרה האמורה להלן שני קומצין אף אזכרה האמורה כאן שני קומצין
Jerusalem Talmud Shekalim 6:4:24,אמר רבי אילא כלום למדו לקומץ אלא ממנחת חוטא מה להלן קומץ החסר פסול אף כאן קומץ החסר פסול
Jerusalem Talmud Shekalim 6:4:25,אמר רבי יוסה מילתא דרבי אילא אמרה המתנדב לבונה מביאה בקומצו של כהן (גדול) רבי חזקיה בשם רבי ירמיה ואפילו בקומץ הבעלים
Jerusalem Talmud Shekalim 6:4:26,זהב לא יפחות כו׳ אמר רבי אלעזר והוא שהזכיר צורה אבל אם לא הזכיר צורה מביא אפילו צינורה
Jerusalem Talmud Shekalim 6:4:27,ששה לנדבה חזקיה אמר כנגד ששה בתי אבות
Jerusalem Talmud Shekalim 6:4:28,בר פדיה אמר כנגד שש בהמות פר ועגל ושעיר איל גדי וטלה שמואל אמר כנגד ששה קרבנות (קני זבים וקני זבות קני יולדות) חטאות ואשמות המנחות ועשירית האיפה
Jerusalem Talmud Shekalim 6:4:29,אמר רבי יוחנן על ידי שהנדבה מרובה ריבו לה שופרות הרבה
Jerusalem Talmud Shekalim 6:4:30,כתיב וככלותם הביאו לפני המלך ויהוידע וגו׳ רבי שמעון בר נחמן בשם רבי יונתן אמר שתי נדבות עשה
Jerusalem Talmud Shekalim 6:4:31,<sup><b>[דף יט.]</b></sup> תני דבי רבי ישמעאל נדבה אחת דכתיב ויאמר המלך ויעשו ארון אחד ויתנהו בהיכל בית ה׳ ויקב חור בדלתו
Jerusalem Talmud Shekalim 6:4:32,והא דכתיב ויאמר המלך ויעשו ארון אחד ויתנהו בשער בית ה׳ חוצה
Jerusalem Talmud Shekalim 6:4:33,אמר רב חונא מפני הטמאים
Jerusalem Talmud Shekalim 6:4:34,רבי חנינא בשם רבי יוסף אך לא יעשה בית ה׳ ספות כסף מזמרות וגו׳
Jerusalem Talmud Shekalim 6:4:35,הדרן עלך פרק שלשה עשר שופרות
Jerusalem Talmud Shekalim 7:1:1,"<strong>הלכה א <big>מתני׳</big></strong> מעות שנמצאו בין השקלים לנדבה, קרוב לשקלים – יפלו לשקלים, לנדבה – יפלו לנדבה, מחצה למחצה – יפלו לנדבה."
Jerusalem Talmud Shekalim 7:1:2,בין עצים ללבונה קרוב לעצים יפלו לעצים ללבונה יפלו ללבונה מחצה למחצה יפלו ללבונה
Jerusalem Talmud Shekalim 7:1:3,בין קינין לגוזלי עולה קרוב לקנין יפלו לקינין קרוב לגוזלי עולה יפלו לגוזלי עולה מחצה למחצה יפלו לגוזלי עולה
Jerusalem Talmud Shekalim 7:1:4,בין חולין למעשר שני קרוב לחולין יפלו לחולין למעשר שני יפלו למעשר שני מחצה למחצה יפלו למעשר שני זה הכלל הולכין אחר הקרוב להקל מחצה למחצה להחמיר
Jerusalem Talmud Shekalim 7:1:5,<strong>גמ׳</strong> לא הוצרכה דלא בין שקלים לקינים
Jerusalem Talmud Shekalim 7:1:6,רבי אבון בשם רבי פנחס כמין בוכלייאר היו עשוין
Jerusalem Talmud Shekalim 7:1:7,מחצה למחצה יפלו לנדבה (לא צורכה דלא מחצה למחצה יפלו לשקלים)
Jerusalem Talmud Shekalim 7:1:8,אית דבעי מימר שמא יפלו לשירי הלשכה
Jerusalem Talmud Shekalim 7:1:9,אית דבעי מימר מחצה למחצה כמי שמת אמר רבי יסא עד דאנא תמן שמעית קל רב יהודה שאל לשמואל הפריש שקלו ומת אמר ליה יפלו לנדבה
Jerusalem Talmud Shekalim 7:1:10,עשירית האיפה שלו רבי יוחנן אמר יוליכם לים המלח רבי לעזר אמר יפלו לנדבה
Jerusalem Talmud Shekalim 7:1:11,וקשיא ויש חטאת קריבה עולה
Jerusalem Talmud Shekalim 7:1:12,חזקיה בשם רבי שמעון בן לקיש תנאי בית דין הוא על המותרות שיקרבו עולות
Jerusalem Talmud Shekalim 7:1:13,האשה הזאת במה היא מתכפרת
Jerusalem Talmud Shekalim 7:1:14,אמר רבי יצחק תנאי בית דין הוא המספק את הקינין הוא מספק את הפסולות
Jerusalem Talmud Shekalim 7:1:15,לא צורכה דלא בין קטורת לעצים ללבונה לזהב לכפורת
Jerusalem Talmud Shekalim 7:1:16,ותניתה בסופה זה הכלל הולכין אחר הקרוב מחצה למחצה להחמיר
Jerusalem Talmud Shekalim 7:2:1,"<strong>הלכה ב <big>מתני׳</big></strong> מעות שנמצאו לפני סוחרי בהמה – לעולם מעשר,"
Jerusalem Talmud Shekalim 7:2:2,ובהר הבית חולין ובירושלם בשאר כל ימות השנה חולין ובשעת הרגל הכל מעשר
Jerusalem Talmud Shekalim 7:2:3,בשר שנמצא בעזרה איברים עולות וחתיכות חטאות ובירושלם זבחי שלמים זה וזה תעובר צורתו ויצא לבית השריפה
Jerusalem Talmud Shekalim 7:2:4,נמצא בגבולין איברים נבילות וחתיכות מותרות
Jerusalem Talmud Shekalim 7:2:5,<sup><b>[דף יט:]</b></sup> ובשעת הרגל שהבשר מרובה אף איברים מותרות
Jerusalem Talmud Shekalim 7:2:6,<strong>גמ׳</strong> לא צורכה דלא בהר הבית קודש
Jerusalem Talmud Shekalim 7:2:7,רבי בא רבי חייה בשם רבי יוחנן חזקה שאין הכהן מוציא מן הלשכה מעות עד שהוא מחללן על הבהמה
Jerusalem Talmud Shekalim 7:2:8,בשר שנמצא כו׳ רבי לעזר בשם רבי הושעיה הסיע דעת טעון עיבור צורה
Jerusalem Talmud Shekalim 7:2:9,אמר רבי הושעיה מתניתין אמרה כן תעובר צורתו ויצא לבית השריפה
Jerusalem Talmud Shekalim 7:2:10,אמר רבי יוסי ויאות לאכלו אין את יכול שמא נתקלקל צורתו לפום כן צריך מימר תעובר צורתו ויצא לבית השריפה
Jerusalem Talmud Shekalim 7:2:11,נמצא בגבולין כו׳ רבי קריספא בשם רבי יוסי ברבי חנינה איברים נבילות לוקין עליהן משום נבילה
Jerusalem Talmud Shekalim 7:2:12,מתניתא אמרה כן איברי נבילות וחתיכות מותרות חתיכות מותרות לא ממש ודכוותה איברים נבילות לוקין עליהן משום נבילה
Jerusalem Talmud Shekalim 7:2:13,רבי קריספא בשם רבי יוסי ברבי חנינה אם היו מחרוזות מותרות
Jerusalem Talmud Shekalim 7:2:14,תשע חנויות מוכרות בשר נבילה ואחת מוכרת בשר שחוטה נתחלפו לו חושש ולנמצאת הולכין אחר הרוב
Jerusalem Talmud Shekalim 7:2:15,תשע חנויות מוכרות בשר שחוטה ואחת מוכרת בשר נבילה נתחלפו לו חושש ולנמצאת הולכין אחר הרוב
Jerusalem Talmud Shekalim 7:2:16,אמר רבי יוחנן הנמצא ביד גוי כנמצא בפלטיא רבי לעזר בי רבי חגיי הוה מסמך לרבי מנא חמא לחד ארמאי מקטע מן סוסיה ומפיק לברא אמר ליה הדא היא דאמר רבי יוחנן הנמצאה ביד גוי כנמצא בפלטיא אמר ליה כן אמר רבי יוסי רבי והן שראו אותו יוצא ממקולין של ישראל
Jerusalem Talmud Shekalim 7:2:17,חד בר נש בציפורין אזיל בעי מיזבון קופד מן טבחא ולא יהב ליה אמר ליה לחד רומיי ואייתי ליה אמר ליה לא נסבית על כרחיה אמר ליה ולאו בשר דנבילה יהבית ליה רבי ירמיה בשם רבי חנינה מעשה בא לפני רבי ואמר לא כולא מיניה מיסר מקולין דציפורין
Jerusalem Talmud Shekalim 7:2:18,רב נחת לתמן חמתון מקילין וחמר עליהן חד בר נש אזיל <sup><b>[דף כ.]</b></sup> בעי משיזגה אסקופתיה בגו נהרא ואינשתה ואזיל ליה חזר בעי מיסבינה אמר ליה רב אסור לך דנא אמר ההיא שטף נהרא ואייתי חורי דנבילה תחתוי
Jerusalem Talmud Shekalim 7:2:19,חד בר נש הוה מהלך בשוקא טעין קופד אתא דייתא וחטפתיה מיניה וטלקתיה חזר בעי מיסבינא אמר ליה רב אסור לך דנא אמר בשר דנבילה הוות טעינא וטלקתיה ונסבה ההוא אוחרנא
Jerusalem Talmud Shekalim 7:2:20,גינאי שטף זיקין אתא עובדא קומי רבי יצחק ברבי אלעזר ואמר יחכמון שפייא קיטרהון
Jerusalem Talmud Shekalim 7:2:21,נקוניקה אשתכח בכנישתא דבולי אתא עובדא קומי רבי ירמיה אמר יתחכמון סקורייא עבידתהון
Jerusalem Talmud Shekalim 7:2:22,גדי צלי אשתכח באסרטי דגופתא והתירוהו משום שני דברים משום מציאה ומשום רוב מהלכי דרכים
Jerusalem Talmud Shekalim 7:2:23,משום מציאה דתני המציל מיד הארי מיד הגייס משונת הים ומשונת הנהר ומאיסרטיא גדולה ומפלטיא גדולה הרי אלו שלו מפני שהבעלים מתייאשין מהן
Jerusalem Talmud Shekalim 7:2:24,משום רוב מהלכי דרכים משום שחיטת גוי ואישתכח מן דבית רבי
Jerusalem Talmud Shekalim 7:2:25,עיגול דגובנא אישתכח בפונדקא דלוי והתירוהו משום שני דברים משום מציאה ומשום רוב מהלכי דרכים
Jerusalem Talmud Shekalim 7:2:26,משום מציאה דתני המציל מיד הגייס מיד הארי משונת הים ומשונת הנהר מאיסרטיא גדולה ומפלטיא גדולה הרי אלו שלו מפני שהבעלים מתייאשין מהן
Jerusalem Talmud Shekalim 7:2:27,משום רוב מהלכי דרכים משום גבינת גוי ואישתכח מן דרבי אלעזר בר׳ יוסי
Jerusalem Talmud Shekalim 7:2:28,אמר רבי מנא קומי רבי יוסי ואנן חמיין רבנן מכריזין אמר ליה את אין הוויתה משכח לא נסבת רבי יונה אבוך לא אמר כן אלא אמר הלואי כד נשכח נשכח מן פיוסא ולגוא אפילו כן אשכח ולא נסיב
Jerusalem Talmud Shekalim 7:3:1,"<strong>הלכה ג <big>מתני׳</big></strong> בהמה שנמצאת מירושלם ועד מגדל עדר, וכמדתה לכל רוח, זכרים – עולות, נקבות – זבחי שלמים. רבי יהודה אומר: הראוי לפסחים לפסחים, קודם לרגל שלשים יום."
Jerusalem Talmud Shekalim 7:3:2,בראשונה היו ממשכנין את מוצאיה עד שהוא מביא (עמה) נסכיה חזרו להיות מניחין אותה ובורחין התקינו בית דין שיהו נסכיה באין משל צבור
Jerusalem Talmud Shekalim 7:3:3,אמר רבי שמעון שבעה דברים התקינו בית דין וזה אחד מהן גוי ששלח עולתו ממדינת הים ושלח עמה נסכים קריבין משלו ואם לאו קריבין משל צבור
Jerusalem Talmud Shekalim 7:3:4,וכן גר שמת והניח זבחים אם יש לו נסכים קריבין משלו ואם לאו קריבין משל צבור
Jerusalem Talmud Shekalim 7:3:5,ותנאי בית דין הוא על כהן גדול שמת שתהא מנחתו קריבה משל צבור רבי יהודה אומר משל יורשין ושלימה היתה קריבה
Jerusalem Talmud Shekalim 7:3:6,על המלח ועל העצים שיהו הכהנים נאותין בהן
Jerusalem Talmud Shekalim 7:3:7,ועל הפרה שלא יהו מועלין באפרה
Jerusalem Talmud Shekalim 7:3:8,ועל הקינין הפסולות שיהו באות משל צבור רבי יוסי אומר המספק את הקינין הוא מספק את הפסולות
Jerusalem Talmud Shekalim 7:3:9,<strong>גמ׳</strong> רבי הושעיא רבה אמר לבא בדמיהן שנו
Jerusalem Talmud Shekalim 7:3:10,אמר ליה רבי יוחנן אומרים לו לאדם צא ומעול בקדשים
Jerusalem Talmud Shekalim 7:3:11,אלא הילכו בהן אחר הרוב אם רוב זכרים עולות אם רוב נקבות זבחי שלמים
Jerusalem Talmud Shekalim 7:3:12,ואין השלמים באין מן הזכרים ומן הנקבות
Jerusalem Talmud Shekalim 7:3:13,כיצד הוא עושה מוציאן לחולין וחוזר ועושה אותן <sup><b>[דף כ:]</b></sup> עולות
Jerusalem Talmud Shekalim 7:3:14,אמר רבי זעירא כמה דאת אמר תמן תנאי בית דין הוא על המותרות שיקרבו עולות כן את מר אוף הכא תנאי בית דין הוא על האובדות שיקרבו עולות
Jerusalem Talmud Shekalim 7:3:15,אמר רבי יוסי לרבי יעקב בר אחא אין זה מזיד
Jerusalem Talmud Shekalim 7:3:16,אמר ליה מכיון שהוא תנאי בית דין אין זה מזיד
Jerusalem Talmud Shekalim 7:3:17,אמר רבי יסא עד דאנא תמן שמעית קל רב יהודה שאל לשמואל הפריש שקלו ומת אמר ליה יפלו לנדבה
Jerusalem Talmud Shekalim 7:3:18,ומותר עשירית האיפה שלו רבי יוחנן אמר יוליכם לים המלח רבי אלעזר אמר יפלו לנדבה
Jerusalem Talmud Shekalim 7:3:19,עשירית האיפה של כהן גדול רבי יוחנן אמר חוצה אותה ואחר כך מקדשה רבי שמעון בן לקיש אמר מקדשה ואחר כך חוצה אותה
Jerusalem Talmud Shekalim 7:3:20,מתניתא פליגי על רבי יוחנן מקריב מחצה ומחצה אבד
Jerusalem Talmud Shekalim 7:3:21,פתר לה שכן אפילו מעות ילכו לים המלח
Jerusalem Talmud Shekalim 7:3:22,מתניתא פליגי על רבי שמעון בן לקיש נמצאו שני חצאין קריבין ושני חצאין אבודין
Jerusalem Talmud Shekalim 7:3:23,ותני עלה מחצה ראשון ומחצה שני תעובר צורתן ויצאו לבית השריפה
Jerusalem Talmud Shekalim 7:3:24,פתר לה כרבי ישמעאל דאמר עשרון מקדש
Jerusalem Talmud Shekalim 7:3:25,כשהכהן מתקרב תחילה לעבודה מביא עשירית האיפה שלו ועובדה בידו אחד כהן גדול ואחד כהן הדיוט שעבדו עד שלא הביאו עשירית האיפה שלהם עבודתן כשירה
Jerusalem Talmud Shekalim 7:3:26,רבי מנא בעי מימר בו ביום שנתקרב תחילה לעבודה בו ביום נתמנה להיות כהן גדול מביא שתים אחת לחינוכו ואחת לחובת היום
Jerusalem Talmud Shekalim 7:3:27,תופיני בשעת הבאה תופיני ואין בשחרית תופיני
Jerusalem Talmud Shekalim 7:3:28,והא תנינן העמידו עושה חביתין לעשות חביתין אמר רבי חייא בר אחא לעשות חמין לרבוכה
Jerusalem Talmud Shekalim 7:3:29,תופיני רבי יסא בשם רבי חנינה מטגנה ואחר כך אופה אותה רבי אחא בשם רבי חנינה אופה אותה ואחר כך מטגנה
Jerusalem Talmud Shekalim 7:3:30,תופיני תאפנה נא רבי אומר תאפינה נאה רבי דוסא אומר תאפנה ריבה
Jerusalem Talmud Shekalim 7:3:31,אתיין אלין פלגוותא כהינין פלגוותא מאן דאמר תאפינה נאה כמאן דאמר אופה ואחר כך מטגנה ומאן דאמר תאפינה נא כמאן דאמר מטגנה ואחר כך אופה
Jerusalem Talmud Shekalim 7:3:32,לא סוף דבר שמת אלא אפילו נטמא
Jerusalem Talmud Shekalim 7:3:33,ואפילו נדחה ממום
Jerusalem Talmud Shekalim 7:3:34,תני רבי יהודה בר פזי דבר דליה ואפילו נדחה ממום
Jerusalem Talmud Shekalim 7:3:35,מנין לכהן גדול שמת ולא מינו אחר תחתיו שתהא מנחתו קריבה משל יורשים תלמוד לומר מבניו יעשה אותה יכול יביאנה לחציים תלמוד לומר אותה כולה אמרתי דברי רבי יהודה
Jerusalem Talmud Shekalim 7:3:36,רבי שמעון אומר אינה באה אלא משל צבור שנאמר חק עולם מי שהברית כרותה לו
Jerusalem Talmud Shekalim 7:3:37,כליל תקטר כליל להקטרה
Jerusalem Talmud Shekalim 7:3:38,כהן גדול שמת וכו׳ רבי בא בר ממל בעי מחלפה שיטתיה דרבי שמעון תמן אמר משל יורשין והכא אמר משל צבור
Jerusalem Talmud Shekalim 7:3:39,אמר רבי חייה <sup><b>[דף כא.]</b></sup> בר בא ולא יאות הוא מקשה
Jerusalem Talmud Shekalim 7:3:40,אתא רבי יעקב בר אחא רבי אבהו בשם רבי יוחנן דבר תורה הוא שתהא באה מן הצבור הייתי אומר יגבו לה (מן היורשין) התקינו שתהא באה מתרומת הלשכה
Jerusalem Talmud Shekalim 7:3:41,רבי יוסה אמר רבי יוחנן בעי מהו שלימה בשחרית ושלימה בין הערבים או שלימה בשחרית ובטילה בין הערבים
Jerusalem Talmud Shekalim 7:3:42,כד תהא פשיטא ליה דכתיב מנחת תמיד
