mishnah_ref|german_text|hebrew_text|is_one_to_one|flagged_for_manual|flag_msg|list_rn
Mishnah Menachot 13:10|<sup>x2</sup><b>P</b>RIESTER DIE IM ḤONJOTEMPEL DIENST TATEN DÜRFEN NICHT IM HEILIGTUME ZU JERUŠALEM DIENST TUN UND UM SO WENIGER DIE ES FÜR EINE ANDERE SACHEGETAN HABEN DENN ES HEISST:doch durften die Priester der Privataltäre nicht den Altar in Jerušalem betreten sondern aßen das Ungesäuerte inmitten ihrer Brüder. SIE GLEICHEN GEBRECHENBEHAFTETEN INDEM SIE EINEN ANTEILERHALTEN UND AUCH ESSEN JEDOCH KEINE OPFER DARBRINGEN DÜRFEN.|הֲרֵי עָלַי עוֹלָה, יַקְרִיבֶנָּה בַמִּקְדָּשׁ. וְאִם הִקְרִיבָהּ בְּבֵית חוֹנְיוֹ, לֹא יָצָא. שֶׁאַקְרִיבֶנָּה בְּבֵית חוֹנְיוֹ, יַקְרִיבֶנָּה בַּמִּקְדָּשׁ. וְאִם הִקְרִיבָהּ בְּבֵית חוֹנְיוֹ, יָצָא. רַבִּי שִׁמְעוֹן אוֹמֵר, אֵין זוֹ עוֹלָה. הֲרֵינִי נָזִיר, יְגַלַּח בַּמִּקְדָּשׁ. וְאִם גִּלַּח בְּבֵית חוֹנְיוֹ, לֹא יָצָא. שֶׁאֲגַלַּח בְּבֵית חוֹנְיוֹ, יְגַלַּח בַּמִּקְדָּשׁ. וְאִם גִּלַּח בְּבֵית חוֹנְיוֹ, יָצָא. רַבִּי שִׁמְעוֹן אוֹמֵר, אֵין זֶה נָזִיר. הַכֹּהֲנִים שֶׁשִּׁמְּשׁוּ בְּבֵית חוֹנְיוֹ, לֹא יְשַׁמְּשׁוּ בַמִּקְדָּשׁ בִּירוּשָׁלַיִם, וְאֵין צָרִיךְ לוֹמַר לְדָבָר אַחֵר, שֶׁנֶּאֱמַר (מלכים ב כג), אַךְ לֹא יַעֲלוּ כֹּהֲנֵי הַבָּמוֹת אֶל מִזְבַּח ה' בִּירוּשָׁלָיִם כִי אִם אָכְלוּ מַצּוֹת בְּתוֹךְ אֲחֵיהֶם, הֲרֵי הֵם כְּבַעֲלֵי מוּמִין, חוֹלְקִין וְאוֹכְלִין, אֲבָל לֹא מַקְרִיבִין: |True|False||['x']
Mishnah Menachot 13:11|<sup>xi</sup><b>B</b>EIM VIEH-BRANDOPFER HEISST ES:ein Feueropfer angenehmen Geruches BEIM GEFLÜGEL-BRANDOPFER:ein Feueropfer angenehmen Geruches UND BEIM SPEISOPFER:ein Feueropfer angenehmen Geruches UM DIR ZU SAGEN: OB VIEL ODER WENIG WENN ER NUR SEIN HERZ ZUM HIMMEL RICHTET.|נֶאֱמַר בְּעוֹלַת הַבְּהֵמָה אִשֵּׁה רֵיחַ נִיחֹחַ (ויקרא א), וּבְעוֹלַת הָעוֹף אִשֵּׁה רֵיחַ נִיחֹחַ (שם), וּבַמִּנְחָה אִשֵּׁה רֵיחַ נִיחֹחַ (שם ב), לְלַמֵּד, שֶׁאֶחָד הַמַּרְבֶּה וְאֶחָד הַמַּמְעִיט, וּבִלְבַד שֶׁיְּכַוֵּן אָדָם אֶת דַּעְתּוֹ לַשָּׁמָיִם: |True|False||['xi']
Mishnah Chullin 1:1|<sup>i4</sup> <b>H</b>AT MAN AM ŠABBATH ODER AM VERSÖHNUNGSTAGE GESCHLACHTET SO IST OBGLEICH MAN DAS LEBEN VERWIRKT HAT DIE SCHLACHTUNG GÜLTIG.|הַכֹּל שׁוֹחֲטִין וּשְׁחִיטָתָן כְּשֵׁרָה, חוּץ מֵחֵרֵשׁ, שׁוֹטֶה, וְקָטָן, שֶׁמָּא יְקַלְקְלוּ בִשְׁחִיטָתָן. וְכֻלָּן שֶׁשָּׁחֲטוּ וַאֲחֵרִים רוֹאִין אוֹתָן, שְׁחִיטָתָן כְּשֵׁרָה. שְׁחִיטַת נָכְרִי, נְבֵלָה, וּמְטַמְּאָה בְמַשָּׂא. הַשּׁוֹחֵט בַּלַּיְלָה, וְכֵן הַסּוּמָא שֶׁשָּׁחַט, שְׁחִיטָתוֹ כְשֵׁרָה. הַשּׁוֹחֵט בְּשַׁבָּת, וּבְיוֹם הַכִּפּוּרִים, אַף עַל פִּי שֶׁמִּתְחַיֵּב בְּנַפְשׁוֹ, שְׁחִיטָתוֹ כְשֵׁרָה: |True|False||['i']
Mishnah Chullin 1:2|<sup>ii2</sup> <b>H</b>AT MAN MIT EINER SENSE HINFAHRENDGESCHLACHTET SO IST ES NACH DER SCHULE ŠAMMAJS UNGÜLTIG UND NACH DER SCHULE HILLELS GÜLTIG. SIND DIE ZÄHNE GEGLÄTTET SO GLEICIIT SIE EINEM MESSER.|הַשּׁוֹחֵט בְּמַגַּל יָד, בְּצוֹר, וּבְקָנֶה, שְׁחִיטָתוֹ כְשֵׁרָה. הַכֹּל שׁוֹחֲטִין וּלְעוֹלָם שׁוֹחֲטִין, וּבַכֹּל שׁוֹחֲטִין, חוּץ מִמַּגַּל קָצִיר, וְהַמְּגֵרָה, וְהַשִּׁנַּיִם, וְהַצִּפֹּרֶן, מִפְּנֵי שֶׁהֵן חוֹנְקִין. הַשּׁוֹחֵט בְּמַגַּל קָצִיר בְּדֶרֶךְ הֲלִיכָתָהּ, בֵּית שַׁמַּאי פּוֹסְלִין, וּבֵית הִלֵּל מַכְשִׁירִין. וְאִם הֶחֱלִיקוּ שִׁנֶּיהָ, הֲרֵי הִיא כְסַכִּין: |True|False||['ii']
Mishnah Chullin 1:3|<sup>iii</sup> <b>H</b>AT MAN DEN RINGSO DURCHSCHNITTEN DASS NUR EIN FADEN BREITUM DEN GANZEN ZURÜCKBLEIBT SO IST DIE SCHLACHTUNG GÜLTIG. R. JOSE B. R. JEHUDA SAGT EIN FADEN BREIT UM DIE GRÖSSERE HÄLFTE.|הַשּׁוֹחֵט מִתּוֹךְ הַטַּבַּעַת וְשִׁיֵּר בָּהּ מְלֹא הַחוּט עַל פְּנֵי כֻלָּהּ, שְׁחִיטָתוֹ כְשֵׁרָה. רַבִּי יוֹסֵי בַּר יְהוּדָה אוֹמֵר, מְלֹא הַחוּט עַל פְּנֵי רֻבָּהּ: |True|False||['iii']
Mishnah Chullin 1:4|<sup>iv</sup> <b>S</b>CHLACHTET MAN VON DER SEITE SO IST DIE SCHLACHTUNG GÜLTIG ; KNEIFT MAN VON DER SEITE DEN KOPF AB SO ISTDAS ABKNEIFEN UNGÜLTIG. SCHLACHTET MAN VOM GENICK AUS SO IST DIE SCHLACHTUNG UNGÜLTIG; KNEIFT MAN VOM GENICK AUS DEN KOPF AB SO IST DAS ABKNEIFEN GÜLTIG. SCHLACHTET MAN VOM HALSE AUS SO IST DIE SCHLACHTUNG GÜLTIG ; KNEIFT MAN VOM HALSE AUS DEN KOPF AB SO IST DAS ABKNEIFEN UNGÜLTIG. DER GANZE NACKENIST FÜR DAS ABKNEIFEN GEEIGNET UND DER GANZE HALS IST FÜR DIE SCHLACHTUNG GEEIGNET. SOMIT IST DAS WAS BEIM SCHLACHTEN GÜLTIG IST BEIM ABKNEIFEN UNGÜLTIG UND WAS BEIM ABKNEIFEN GÜLTIG IST BEIM SCHLACHTEN UNGÜLTIG.|הַשּׁוֹחֵט מִן הַצְּדָדִין שְׁחִיטָתוֹ כְשֵׁרָה. הַמּוֹלֵק מִן הַצְּדָדִין, מְלִיקָתוֹ פְסוּלָה. הַשּׁוֹחֵט מִן הָעֹרֶף, שְׁחִיטָתוֹ פְסוּלָה. הַמּוֹלֵק מִן הָעֹרֶף, מְלִיקָתוֹ כְשֵׁרָה. הַשּׁוֹחֵט מִן הַצַּוָּאר, שְׁחִיטָתוֹ כְשֵׁרָה. הַמּוֹלֵק מִן הַצַּוָּאר, מְלִיקָתוֹ פְסוּלָה, שֶׁכָּל הָעֹרֶף כָּשֵׁר לִמְלִיקָה, וְכָל הַצַּוָּאר כָּשֵׁר לִשְׁחִיטָה. נִמְצָא, כָּשֵׁר בִּשְׁחִיטָה, פָּסוּל בִּמְלִיקָה. כָּשֵׁר בִּמְלִיקָה, פָּסוּל בִּשְׁחִיטָה: |True|False||['iv']
Mishnah Chullin 1:5|<sup>v</sup> <b>W</b>AS BEI TURTELTAUBEN TAUGLICH IST IST BEI JUNGEN TAUBEN UNTAUGLICH UND WAS BEI JUNGEN TAUBEN TAUGLICH IST IST BEI TURTELTAUBEN UNTAUGLICH. BEI BEGINN DER GLANZFÄRBUNGSIND DIE EINEN UND DIE ANDEREN UNTAUGLICH.|כָּשֵׁר בַּתּוֹרִין, פָּסוּל בִּבְנֵי יוֹנָה. כָּשֵׁר בִּבְנֵי יוֹנָה, פָּסוּל בַּתּוֹרִין. תְּחִלַּת הַצִּהוּב, בָּזֶה וּבָזֶה פָּסוּל: |True|False||['v']
Mishnah Chullin 1:6|<sup>vi5</sup> <b>W</b>AS BEI BITTEREN MANDELN PFLICHTIGIST IST BEI SÜSSEN FREI UND WAS BEI SÜSSEN PFLICHTIG IST IST BEI BITTEREN FREI.|כָּשֵׁר בַּפָּרָה, פָּסוּל בָּעֶגְלָה. כָּשֵׁר בָּעֶגְלָה, פָּסוּל בַּפָּרָה. כָּשֵׁר בַּכֹּהֲנִים, פָּסוּל בַּלְוִיִּם. כָּשֵׁר בַּלְוִיִּם, פָּסוּל בַּכֹּהֲנִים. טָהוֹר בִּכְלֵי חֶרֶשׂ, טָמֵא בְכָל הַכֵּלִים. טָהוֹר בְּכָל הַכֵּלִים, טָמֵא בִכְלֵי חָרֶשׂ. טָהוֹר בִּכְלֵי עֵץ, טָמֵא בִכְלֵי מַתָּכוֹת. טָהוֹר בִּכְלֵי מַתָּכוֹת, טָמֵא בִכְלֵי עֵץ. הַחַיָּב בַּשְּׁקֵדִים הַמָּרִים, פָּטוּר בַּמְּתוּקִים. הַחַיָּב בַּמְּתוּקִים, פָּטוּר בַּמָּרִים: |True|False||['vi']
Mishnah Chullin 1:7|<sup>vii4</sup> <b>W</b>ENN DAS BLASENSTATTFINDET WIRD DER UNTERSCHEIDUNGSSEGEN NICHT GESPROCHEN UND WENN DER UNTERSCHEIDUNGSSEGEN GESPROCHEN WIRD FINDET DAS BLASEN NICHT STATT. WENN EIN FESTTAG AUF DEN VORABEND DES ŠABBATHS FÄLLT SO BLASE MAN UND SPRECHE NICHT DEN UNTERSCHEIDUNGSSEGEN UND WENNN AUF DEN AUSGANG DES ŠABBATHS SO SPRECHE MAN DEN UNTERSCHEIDUNGSSEGEN UND BLASE NICHT. DER UNTERSCHEIDUNGSSEGEN LAUTET DANN WIE FOLGT :‘DER ZWISCHEN HEILIG UND HEILIG SCHEIDET’. R. DOSA SAGT : ‘ZWISCHEN STRENGHEILIG UND LEICHTHEILIG’.|הַתֶּמֶד, עַד שֶׁלֹּא הֶחֱמִיץ, אֵינוֹ נִקָּח בְּכֶסֶף מַעֲשֵׂר, וּפוֹסֵל אֶת הַמִּקְוֶה. מִשֶּׁהֶחֱמִיץ, נִקָּח בְּכֶסֶף מַעֲשֵׂר וְאֵינוֹ פוֹסֵל אֶת הַמִּקְוֶה. הָאַחִין הַשֻּׁתָּפִין, כְּשֶׁחַיָּבִין בַּקָּלְבּוֹן, פְּטוּרִין מִמַּעְשַׂר בְּהֵמָה. כְּשֶׁחַיָּבִין בְּמַעְשַׂר בְּהֵמָה, פְּטוּרִין מִן הַקָּלְבּוֹן. כָּל מָקוֹם שֶׁיֵּשׁ מֶכֶר, אֵין קְנַס. וְכָל מָקוֹם שֶׁיֵּשׁ קְנַס, אֵין מָכֶר. כָּל מָקוֹם שֶׁיֵּשׁ מֵאוּן, אֵין חֲלִיצָה. וְכָל מָקוֹם שֶׁיֵּשׁ חֲלִיצָה, אֵין מֵאוּן. כָּל מָקוֹם שֶׁיֵּשׁ תְּקִיעָה, אֵין הַבְדָּלָה. וְכָל מָקוֹם שֶׁיֵּשׁ הַבְדָּלָה, אֵין תְּקִיעָה. יוֹם טוֹב שֶׁחָל לִהְיוֹת בְּעֶרֶב שַׁבָּת, תּוֹקְעִין וְלֹא מַבְדִּילִין. בְּמוֹצָאֵי שַׁבָּת, מַבְדִּילִין וְלֹא תוֹקְעִין. כֵּיצַד מַבְדִּילִין, הַמַּבְדִּיל בֵּין קֹדֶשׁ לְקֹדֶשׁ. רַבִּי דוֹסָא אוֹמֵר, בֵּין קֹדֶשׁ חָמוּר לְקֹדֶשׁ הַקַּל: |True|False||['vii']
Mishnah Chullin 2:1|<b>W</b>ENN MAN EIN HALSORGAN BEIM GEFLÜGEL ODER BEIDE BEIM VIEH DURCHGESCHNITTEN HAT SO IST DIE SCHLACHTUNG GÜLTIG; DER GRÖSSERE TEIL VON EINEM GLEICHT DEM GANZEN. R. JEHUDA SAGT NUR WENN MAN DIE ARTERIEN DURCHGESCHNITTEN HAT. WENN DIE HÄLFTE VON EINEM BEIM GEFLÜGEL ODER EINES UND DIE HÄLFTE VOM ANDEREN BEIM VIEH SO IST DIE SCHLACHTUNG UNGÜLTIG; WENN DEN GRÖSSEREN TEIL VON EINEM BEIM GEFLÜGEL ODER DEN GRÖSSEREN TEIL VON BEIDEN BEIM VIEH SO IST DIE SCHLACHTUNG GÜLTIG.|הַשּׁוֹחֵט אֶחָד בָּעוֹף, וּשְׁנַיִם בַּבְּהֵמָה, שְׁחִיטָתוֹ כְשֵׁרָה. וְרֻבּוֹ שֶׁל אֶחָד, כָּמוֹהוּ. רַבִּי יְהוּדָה אוֹמֵר, עַד שֶׁיִּשְׁחֹט אֶת הַוְּרִידִין. חֲצִי אֶחָד בָּעוֹף, וְאֶחָד וָחֵצִי בַּבְּהֵמָה, שְׁחִיטָתוֹ פְסוּלָה. רֹב אֶחָד בָּעוֹף וְרֹב שְׁנַיִם בַּבְּהֵמָה, שְׁחִיטָתוֹ כְשֵׁרָה: |True|False||[]
Mishnah Chullin 2:2|<sup>ii</sup> <b>H</b>AT MAN ZWEI KÖPFE MIT EINEM MALE GESCHLACHTET SO IST DIE SCHLACHTUNG GÜLTIG. HABEN ZWEI DAS MESSER GEHALTEN UND GESCHLACHTET SELBST EINER OBEN UND DER ANDERE UNTEN SO IST DIE SCHLACHTUNG GÜLTIG. <sup>iii1</sup> HAT MAN DEN KOPF MIT EINEM HIEBE ABGETRENNT SO IST ES UNGÜLTIG; HAT MAN BEIM SCHLACHTEN DEN KOPF IN EINEM ZUGE ABGETRENNT SO IST ES WENN DAS MESSER EINE HALSLÄNGE HAT GÜLTIG. HAT MAN BEIM SCHLACHTEN MIT EINEM ZUGE ZWEI KÖPFE ABGETRENNT SO IST ES WENN DAS MESSER EINE HALSLÄNGE HAT GÜLTIG. DIES NUR IN DEM FALLE WENN MANHIN- UND NICHT HER- ODER HER- UND NICHT HINGEFAHREN IST WENN MAN ABER HIN- UND HERGEFAHREN IST SO IST ES WOMIT ES AUCH IST SELBST MIT EINEM SCHNITZMESSERCHEN GÜLTIG.|הַשּׁוֹחֵט שְׁנֵי רָאשִׁין כְּאֶחָד, שְׁחִיטָתוֹ כְשֵׁרָה. שְׁנַיִם אוֹחֲזִין בַּסַּכִּין וְשׁוֹחֲטִין, אֲפִלּוּ אֶחָד לְמַעְלָה וְאֶחָד לְמַטָּה, שְׁחִיטָתָן כְּשֵׁרָה: |False|True|Not one to one|['ii', 'iii']
Mishnah Chullin 2:3|<sup>iii3</sup> <b>W</b>ENN IHM DAS MESSER HERABGEFALLEN IST UND ER ES AUFGEHOBENHAT ODER IHM EIN KLEIDUNGSSTÜCK HERABGEFALLEN IST UND ER ES AUFGEHOBEN HAT ODER ER BEIM MESSERSCHLEIFEN SCHWACH GEWORDENUND EIN ANDERER GEKOMMEN IST UND DIE SCHLACHTUNG VOLLENDET HAT SO IST SIE WENN ER DIE DAUER EINER SCHLACHTUNG UNTERBROCHEN HAT UNGÜLTIG. R. ŠIMO͑N SAGT WENN ER DIE DAUER DER UNTERSUCHUNG UNTERBROCHEN HAT.|הִתִּיז אֶת הָרֹאשׁ בְּבַת אַחַת, פְּסוּלָה. הָיָה שׁוֹחֵט וְהִתִּיז אֶת הָרֹאשׁ בְּבַת אַחַת, אִם יֵשׁ בַּסַּכִּין מְלֹא צַוָּאר, כְּשֵׁרָה. הָיָה שׁוֹחֵט וְהִתִּיז שְׁנֵי רָאשִׁים בְּבַת אַחַת, אִם יֵשׁ בַּסַּכִּין מְלֹא צַוָּאר אֶחָד, כְּשֵׁרָה. בַּמֶּה דְבָרִים אֲמוּרִים. בִּזְמַן שֶׁהוֹלִיךְ וְלֹא הֵבִיא, אוֹ הֵבִיא וְלֹא הוֹלִיךְ. אֲבָל אִם הוֹלִיךְ וְהֵבִיא, אֲפִלּוּ כָל שֶׁהוּא, אֲפִלּוּ בְאִזְמֵל, כְּשֵׁרָה. נָפְלָה סַכִּין וְשָׁחֲטָה, אַף עַל פִּי שֶׁשָּׁחֲטָה כְדַרְכָּהּ, פְּסוּלָה, שֶׁנֶּאֱמַר (דברים יב), וְזָבַחְתָּ וְאָכַלְתָּ, מַה שֶּׁאַתָּה זוֹבֵחַ, אַתָּה אוֹכֵל. נָפְלָה הַסַּכִּין וְהִגְבִּיהָהּ, נָפְלוּ כֵלָיו וְהִגְבִּיהָן, הִשְׁחִיז אֶת הַסַּכִּין וְעָף, וּבָא חֲבֵרוֹ וְשָׁחַט, אִם שָׁהָה כְדֵי שְׁחִיטָה, פְּסוּלָה. רַבִּי שִׁמְעוֹן אוֹמֵר, אִם שָׁהָה כְדֵי בִקּוּר: |True|False||['iii']
Mishnah Chullin 2:4|<sup>iv</sup> <b>H</b>AT MAN DIE SPEISERÖHRE DURCHGESCHNITTEN UND DIE GURGEL DURCHGERISSEN ODER DIE GURGEL DURCHGERISSEN UND NACHHER DIE SPEISERÖHRE DURCHGESCHNITTEN ODER EINE DURCHGESCHNITTEN UND GEWARTET BIS DAS VIEH VERENDET IST ODER DAS MESSER UNTER DIE ANDERE GESTOSSEN UND SIE DURCHGERISSEN \n SO IST ES WIE R. JEŠEBAB SAGT AAS UND WIE R. A͑QIBA SAGT TOTVERLETZTES. R. JESEBAB SAGTE IM NAMEN R. JEHOŠUA͑S EINE REGEL: ALLES WAS BEIM SCHLACHTEN UNTAUGLICH WIRD IST AAS UND WAS NACH VORSCHRIFT GESCHLACHTET WORDEN ABER DURCH EINEN ANDEREN UMSTAND UNTAUGLICH IST IST TOTVERLETZTES. UND R. A͑QIBA PFLICHTETE IHM BEI.|שָׁחַט אֶת הַוֶּשֶׁט וּפָסַק אֶת הַגַּרְגֶּרֶת, אוֹ שָׁחַט אֶת הַגַּרְגֶּרֶת וּפָסַק אֶת הַוֶּשֶׁט, אוֹ שֶׁשָּׁחַט אַחַד מֵהֶן וְהִמְתִּין לָהּ עַד שֶׁמֵּתָה, אוֹ שֶׁהֶחֱלִיד אֶת הַסַּכִּין תַּחַת הַשֵּׁנִי וּפְסָקוֹ, רַבִּי יְשֵׁבָב אוֹמֵר, נְבֵלָה. רַבִּי עֲקִיבָא אוֹמֵר, טְרֵפָה. כְּלָל אָמַר רַבִּי יְשֵׁבָב מִשּׁוּם רַבִּי יְהוֹשֻׁעַ, כֹּל שֶׁנִּפְסְלָה בִשְׁחִיטָתָהּ, נְבֵלָה. כֹּל שֶׁשְּׁחִיטָתָהּ כָּרָאוּי וְדָבָר אַחֵר גָּרַם לָהּ לִפָּסֵל, טְרֵפָה. וְהוֹדָה לוֹ רַבִּי עֲקִיבָא: |True|False||['iv']
Mishnah Chullin 2:5|<sup>v</sup> <b>W</b>ENN MAN EIN VIEH EIN WILD ODER EINEN VOGEL GESCHLACHTET HAT UND AUS IHNEN KEIN BLUT GEKOMMEN IST SO SIND SIE TAUGLICH; SIE DÜRFEN MIT UNREINEN HÄNDENGEGESSEN WERDEN WEIL SIE NICHT DURCH BLUT BEFÄHIGT WORDENSIND. R. ŠIMO͑N SAGT SIE SEIEN DURCH DIE SCHLACHTUNG BEFÄHIGT WORDEN.|הַשּׁוֹחֵט בְּהֵמָה חַיָּה וְעוֹף וְלֹא יָצָא מֵהֶן דָּם, כְּשֵׁרִים, וְנֶאֱכָלִים בְּיָדַיִם מְסֹאָבוֹת, לְפִי שֶׁלֹּא הֻכְשְׁרוּ בְדָם. רַבִּי שִׁמְעוֹן אוֹמֵר, הֻכְשְׁרוּ בַשְּׁחִיטָה: |True|False||['v']
Mishnah Chullin 2:6|<sup>vi</sup> <b>H</b>AT MAN EIN TOTKRANKES GESCHLACHTET SO MUSS ES WIE R. ŠIMO͑N B. GAMALIÉL SAGT MIT EINEM VORDER- UND HINTERFUSS GEZUCKTHABEN. R. ELIE͑ZER SAGT ES GENÜGE WENN ES BLUT AUSGESTRÖMT HAT. R. ŠIMO͑N SAGTE: WENN MAN EIN SOLCHES NACHTS GESCHLACHTET HATUND AM FOLGENDEN TAGE DIE FLÄCHENVOLL BLUT FINDET SO IST ES TAUGLICH DENN ES HAT BLUT AUSGESTRÖMT; NACH DER ANSICHT R. ELIE͑ZERS. DIE WEISEN SAGEN NUR WENN ES MIT EINEM VORDER- ODER HINTERFUSSE GEZUCKT ODER MIT DEM SCHWANZE GEWEDELT HAT \n GLEICHVIEL OB EIN KLEINVIEH ODER EIN GROSSVIEH. HAT EIN KLEINVIEH DEN VORDERFUSS AUSGESTRECKT UND NLCHTZURÜCKGEZOGEN SO IST ES UNTAUGLICH DENN DAS IST NICHTS WEITER ALS EIN ZEICHEN DES VERENDENS. DIES NUR VON DEM FALLE WENN ES SICH IM ZUSTANDE EINES TOTKRANKEN BEFAND WAR ES ABER GESUND SO IST ES AUCH OHNE EINES DIESER LEBENSZEICHEN TAUGLICH.|הַשּׁוֹחֵט אֶת הַמְסֻכֶּנֶת, רַבָּן שִׁמְעוֹן בֶּן גַּמְלִיאֵל אוֹמֵר, עַד שֶׁתְּפַרְכֵּס בַּיָּד וּבָרָגֶל. רַבִּי אֱלִיעֶזֶר אוֹמֵר, דַּיָּהּ אִם זִנְּקָה. אָמַר רַבִּי שִׁמְעוֹן, אַף הַשּׁוֹחֵט בַּלַּיְלָה וּלְמָחָר הִשְׁכִּים וּמָצָא כְתָלִים מְלֵאִים דָּם, כְּשֵׁרָה, שֶׁזִּנְּקָה, וּכְמִדַּת רַבִּי אֱלִיעֶזֶר. וַחֲכָמִים אוֹמְרִים, עַד שֶׁתְּפַרְכֵּס אוֹ בַיָּד אוֹ בָרֶגֶל אוֹ עַד שֶׁתְּכַשְׁכֵּשׁ בִּזְנָבָהּ, אֶחָד בְּהֵמָה דַקָּה וְאֶחָד בְּהֵמָה גַסָּה. בְּהֵמָה דַקָּה שֶׁפָּשְׁטָה יָדָהּ וְלֹא הֶחֱזִירָה, פְּסוּלָה, שֶׁאֵינָהּ אֶלָּא הוֹצָאַת נֶפֶשׁ בִּלְבָד. בַּמֶּה דְבָרִים אֲמוּרִים, שֶׁהָיְתָה בְחֶזְקַת מְסֻכֶּנֶת. אֲבָל אִם הָיְתָה בְחֶזְקַת בְּרִיאָה, אֲפִלּוּ אֵין בָּהּ אַחַד מִכָּל הַסִּימָנִים הַלָּלוּ, כְּשֵׁרָה: |True|False||['vi']
Mishnah Chullin 2:7|<sup>vii</sup> <b>H</b>AT MAN FÜR EINEN NICHTJUDEN GESCHLACHTET SO IST DIE SCHLACHTUNG GÜLTIG NACH R. ELIE͑ZEA ABER UNGÜLTIG. R. ELIE͑ZER SAGTE: SELBST WENN MAN ES GESCHLACHTET HAT DAMIT DER NICHTJUDE NUR VOM LEBERLAPPEN ESSE IST ES UNTAUGLICH DENN DER NICHTJUDE DENKT GEWÖHNLICH AN SEINEN GÖTZEN. R. JOSE SPRACH: ES IST JA EIN SCHLUSS VOM SCHWEREREN AUF DAS LEICHTERE ZU FOLGERN: WENN MAN SICH IN EINEM FALLE WO DIE ABSICHTUNTAUGLICH MACHT BEI DEN OPFERN NUR NACH DEM DIENSTTUENDENRICHTE UM WIEVIEL MEHR RICHTE MAN SICH IN EINEM FALLE WO DIE ABSICHT NICHT UNTAUGLICH MACHT BEI PROFANEM NUR NACH DEM SCHLACHTENDEN.|הַשּׁוֹחֵט לְנָכְרִי, שְׁחִיטָתוֹ כְשֵׁרָה. וְרַבִּי אֱלִיעֶזֶר פּוֹסֵל. אָמַר רַבִּי אֱלִיעֶזֶר, אֲפִלּוּ שְׁחָטָהּ שֶׁיֹּאכַל הַנָּכְרִי מֵחֲצַר כָּבֵד שֶׁלָּהּ, פְּסוּלָה, שֶׁסְּתָם מַחֲשֶׁבֶת נָכְרִי לַעֲבוֹדָה זָרָה. אָמַר רַבִּי יוֹסֵי, קַל וָחֹמֶר הַדְּבָרִים, וּמַה בִּמְקוֹם שֶׁהַמַּחֲשָׁבָה פוֹסֶלֶת, בְּמֻקְדָּשִׁין, אֵין הַכֹּל הוֹלֵךְ אֶלָּא אַחַר הָעוֹבֵד, מְקוֹם שֶׁאֵין מַחֲשָׁבָה פוֹסֶלֶת, בְּחֻלִּין, אֵינוֹ דִין שֶׁלֹּא יְהֵא הַכֹּל הוֹלֵךְ אֶלָּא אַחַר הַשּׁוֹחֵט: |True|False||['vii']
Mishnah Chullin 2:8|<sup>viii</sup> <b>H</b>AT JEMAND AUF DEN NAMEN VON BERGEN HÜGELN SEEN FLÜSSEN ODER WÜSTENGESCHLACHTET SO IST SEINE SCHLACHTUNG UNGÜLTIG. HABEN ZWEI DAS MESSER GEHALTEN UND GESCHLACHTET EINER AUF DEN NAMEN EINES DIESER DINGE UND EINER AUF EINEN ZULÄSSIGEN NAMEN SO IST DIE SCHLACHTUNG UNGÜLTIG.|הַשּׁוֹחֵט לְשֵׁם הָרִים, לְשֵׁם גְּבָעוֹת, לְשֵׁם יַמִּים, לְשֵׁם נְהָרוֹת, לְשֵׁם מִדְבָּרוֹת, שְׁחִיטָתוֹ פְסוּלָה. שְׁנַיִם אוֹחֲזִין בְּסַכִּין וְשׁוֹחֲטִין, אֶחָד לְשֵׁם אַחַד מִכָּל אֵלּוּ, וְאֶחָד לְשֵׁם דָּבָר כָּשֵׁר, שְׁחִיטָתוֹ פְסוּלָה: |True|False||['viii']
Mishnah Chullin 2:9|<sup>ix</sup> <b>M</b>AN DARF NICHT IN SEEN FLÜSSE ODER GERÄTE HINEINSCHLACHTEN WOHL ABER DARF MAN IN EINE WASSERGRUBE HINEINSCHLACHTEN UND AUF EINEM SCHIFFE AUF EIN GERÄT. IN EINE GRUBE HINEIN DARF MAN ÜBERHAUPT NICHT SCHLACHTEN; JEDOCH DARF MAN IN SEINEM HAUSE EINE GRUBE MACHEN DAMIT DAS BLUT DA HINEINFLIESSE; AUF DER STRASSE TUE MAN MAN DIES NICHT \n MAN DIES NICHT UM NICHT DEN MINÄERN NACHZUAHMEN.|אֵין שׁוֹחֲטִין לֹא לְתוֹךְ יַמִּים, וְלֹא לְתוֹךְ נְהָרוֹת, וְלֹא לְתוֹךְ כֵּלִים. אֲבָל שׁוֹחֵט הוּא לְתוֹךְ עוּגָא שֶׁל מַיִם, וּבִסְפִינָה, עַל גַּבֵּי כֵלִים. אֵין שׁוֹחֲטִין לְגֻמָּא כָּל עִקָּר, אֲבָל עוֹשֶׂה גֻמָּא בְתוֹךְ בֵּיתוֹ בִּשְׁבִיל שֶׁיִּכָּנֵס הַדָּם לְתוֹכָהּ. וּבַשּׁוּק לֹא יַעֲשֶׂה כֵן, שֶׁלֹּא יְחַקֶּה אֶת הַמִּינִין: |True|False||['ix']
