mishnah_tref,de_text
Mishnah Zevachim 3:2,". H<small>AT EIN</small> T<small>AUGLICHER ES AUFGENOMMEN UND EINEM</small> U<small>NTAUGLICHEN GEGEBEN, SO GEBE ER ES DEM</small> T<small>AUGLICHEN</small><sup>6</sup><i class=""footnote"">Cf. supra Fol. 15a.</i> <small>ZURÜCK.</small> H<small>AT ER ES MIT DER</small> R<small>ECHTEN AUFGENOMMEN UND IN DIE LLNKE GENOMMEN, SO NEHME ER ES ZURÜCK IN DIE</small> R<small>ECHTE; HAT ER ES IN EINEM HEILIGEN</small> G<small>EFÄSSE AUFGENOMMEN UND IN EIN PROFANES GETAN, SO TUE ER ES ZURÜCK IN DAS HEILIGE</small>. I<small>ST</small> <small>DAS</small> B<small>LUT</small> <small>AUS DEM</small> G<small>EFÄSSE AUF DEN</small> E<small>STRICH AUSGESCHÜTTET UND AUFGENOMMEN WORDEN, SO IST ES TAUGLICH.</small> H<small>AT ER</small><sup>7</sup><i class=""footnote"">Ein Untauglicher.</i> <small>ES AUF DIE</small> A<small>LTARRAMPE ODER NICHT GEGEN DAS</small> F<small>UNDAMENT AUFGETRAGEN, ODER DAS UNTERHALB AUFZUTRAGENDE OBERHALB ODER DAS OBERHALB AUFZUTRAGENDE UNTERHALB, ODER DAS INNERHALB</small><sup>8</sup><i class=""footnote"">Auf dem innern, bezw. äußeren Altar.</i> <small>AUFZUTRAGENDE AUSSERHALB</small><sup>8</sup><i class=""footnote"">Auf dem innern, bezw. äußeren Altar.</i> <small>ODER DAS AUSSERHALB AUFZUTRAGENDE INNERHALB AUFGETRAGEN, SO SOLL, WENN NOCH</small> L<small>EBENSBLUT VORHANDEN IST, EIN</small> T<small>AUGLICHER ES WIEDERUM AUFNEHMEN.</small>"
Mishnah Zevachim 3:3," <b>H</b><small>AT MAN DAS</small> O<small>PFER GESCHLACHTET</small> <small>IN DER</small> A<small>BSICHT</small>, <small>DAS ZU ESSEN, WAS NICHT ZU ESSEN IST, ODER DAS AUFZURÄUCHERN, WAS NICHT AUFZURAUCHERN</small><sup>112</sup><i class=""footnote"">Außerhalb der Frist od. des Raumes.</i><small>IST, SO IST ES TAUGLICH, NACH</small> R. E<small>LIE͑ZER ABER UNTAUGLICH</small>. W<small>ENN WENIGER ALS EINE</small> O<small>LIVE ZU ESSEN VON DEM, WAS ZU ESSEN IST, ODER AUFZURÄUCHERN VON DEM, WAS AUFZURÄUCHERN IST, SO IST ES TAUGLICH; WENN EINE HALBE</small> O<small>LIVE ZU ESSEN UND EINE HALBE</small> O<small>LIVE AUFZURÄUCHERN, SO IST ES TAUGLICH, WEIL DAS</small> E<small>SSEN UND DAS</small> A<small>UFRÄUCHERN NICHT VEREINIGT WERDEN</small> ."
Mishnah Zevachim 3:4,"H<small>AT MAN DAS</small> O<small>PFER GESCHLACHTET</small> <small>IN DER</small> A<small>BSICHT</small>, <small>EINE</small> O<small>LIVE VON DER</small> H<small>AUT, VOM</small> F<small>LEISCHSAFT, VOM</small> B<small>ODENSATZ, VOM</small> A<small>BFALL</small><sup>113</sup><i class=""footnote"">Die eigentl. Bedeutung des im Texte gebrauchten W.es <span dir=""rtl"">אלל</span> ist nicht festgestellt, u. schon im T. besteht darüber eine Meinungsverschiedenheit (cf. Hol. Fol. 121a); nach den Kommentaren Hautschabsel, was beim Abhäuten an der Haut haften bleibt; od. Sehnen, die nicht genießbar sind.</i>, <small>VON DEN</small> K<small>NOCHEN, VON DEN</small> A<small>DERN, VON DEN</small> H<small>ÖRNERN ODER VON DEN</small> K<small>LAUEN AUSSERHALB DER</small> F<small>RIST ODER AUSSERHALB DES</small> R<small>AUMES ZU ESSEN, SO IST ES TAUGLICH UND MAN IST</small><sup>114</sup><i class=""footnote"">Wenn man davon gegessen hat, in den folgenden Fällen.</i><small>NICHT SCHULDIG WEGEN</small> V<small>ERWERFLICHEM,</small> Ü<small>BRIGGEBLIEBENEM UND</small> U<small>NREINHEIT</small> ."
Mishnah Zevachim 3:5,"H<small>AT MAN GEHEILIGTE</small> T<small>IERE</small><sup>115</sup><i class=""footnote"">Mit <span dir=""rtl"">מוקדשין</span> werden besonders weibliche Opfertiere bezeichnet.</i><small>GESCHLACHTET</small> <small>IN DER</small> A<small>BSICHT</small>, <small>DEN</small> E<small>MBRYO ODER DIE</small> E<small>IHAUT AUSSERHALB ZU ESSEN, SO HAT MAN SIE NICHT VERWERFLICH GEMACHT</small>. H<small>AT MAN</small> T<small>URTELTAUBEN</small> <small>DEN</small> K<small>OPF</small> <small>ABGEKNIFFEN</small><sup>116</sup><i class=""footnote"">Auf diese Weise erfolgt die Opferung von Tauben; cf. Lev. 1,15.</i><small>IN DER</small> A<small>BSICHT, DIE</small> E<small>IER AUSSERHALB ZU ESSEN, SO HAT MAN SIE NICHT VERWERFLICH GEMACHT</small>. W<small>EGEN DER</small> M<small>ILCH VON GEHEILIGTEN</small> T<small>IEREN UND DER</small> E<small>IER VON</small> T<small>URTELTAUBEN IST MAN NICHT SCHULDIG WEGEN</small> V<small>ERWERFLICHEM</small>, Ü<small>BRIGGEBLIEBENEM UND</small> U<small>NREINHEIT.</small>"
Mishnah Zevachim 3:6," <b>H</b><small>AT MAN</small> <small>DAS</small> O<small>PFER</small> <small>GESCHLACHTET IN DER</small> A<small>BSICHT, DAS</small> B<small>LUT ODER DIE</small> O<small>PFERTEILE BIS ZUM FOLGENDEN</small> T<small>AGE ZURÜCKZULASSEN ODER AUSSERHALB</small><sup>19</sup><i class=""footnote"">Des Tempelhofes.</i><small>HINAUSZUBRINGEN, SO IST ES NACH</small> R. J<small>EHUDA UNTAUGLICH</small><sup>137</sup><i class=""footnote"">Obgleich man hinsichtlich des Essens und der Aufräucherung nichts beabsichtigt hat.</i><small>UND NACH DEN</small> W<small>EISEN TAUGLICH.</small> W<small>ENN IN DER</small> A<small>BSICHT,</small> <small>DAS</small> B<small>LUT</small> <small>AUF DIE</small> A<small>LTARRAMPE, NICHT GEGEN DAS</small> F<small>UNDAMENT, DAS OBERHALB ZU SPRENGENDE UNTERHALB, DAS UNTERHALB ZU SPRENGENDE OBERHALB,</small> DAS INNERHALB <small>ZU SPRENGENDE AUSSERHALB, ODER DAS AUSSERHALB ZU SPRENGENDE INNERHALB ZU SPRENGEN, DASS</small> U<small>NREINE DAVON ESSEN, DASS</small> U<small>NREINE ES DARBRINGEN, DASS</small> U<small>NBESCHNITTENE DAVON ESSEN, DASS</small> U<small>NBESCHNITTENE ES DARBRINGEN, BEIM</small> P<small>ESAḤOPFER, DAVON EINEN</small> K<small>NOCHEN ZU ZERBRECHEN</small><sup>138</sup><i class=""footnote"">Was bei diesem verboten ist; cf. Ex. 12,9,46.</i><small>ODER ES HALBROH</small><sup>138</sup><i class=""footnote"">Was bei diesem verboten ist; cf. Ex. 12,9,46.</i><small>ZU ESSEN, ODER DAS</small> B<small>LUT MIT DEM</small> B<small>LUTE VON</small> U<small>NTAUGLICHEM ZU MISCHEN, SO IST ES TAUGLICH,</small> DENN DIE A<small>BSICHT MACHT ES UNTAUGLICH, NUR WENN SIE SICH AUF</small> <small>DIE</small> V<small>ERZEHRUNG</small> <small>AUSSERHALB DER</small> F<small>RIST ODER DES</small> R<small>AUMES, UND BEIM</small> P<small>ESAḤOPFER UND DEM</small> S<small>ÜNDOPFER AUCH AUF EINEN ANDEREN NAMEN BEZIEHT.</small>"
Mishnah Zevachim 4:1," <b>D</b>IE S<small>CHULE</small> Š<small>AMMAJS SAGT, ALLES, WAS AUF DEN ÄUSSEREN</small> A<small>LTAR ZU SPRENGEN IST, SÜHNT, AUCH WENN MAN NUR EINE</small> S<small>PRENGUNG</small><sup>1</sup><i class=""footnote"">Erforderlich sind bei manchen 4 Sprengungen u. bei manchen 2 gleich 4 (an 2 gegenüberliegende Winkel, so daß alle 4 Wände besprengt werden).</i> <small>AUFGETRAGEN HAT, BEIM</small> S<small>ÜNDOPFER ABER NUR WENN ZWEI</small> S<small>PRENGUNGEN; DIE</small> S<small>CHULE</small> H<small>ILLELS SAGT, AUCH BEIM</small> S<small>ÜNDOPFER SÜHNT ES, WENN MAN NUR EINE</small> S<small>PRENGUNG AUFGETRAGEN HAT.</small> D<small>AHER HAT MAN, WENN MAN DIE ERSTE VORSCHRIFTSMÄSSIG UND DIE ANDERE AUSSERHALB DER</small> F<small>RIST</small><sup>2</sup><i class=""footnote"">Dh. in der Absicht, das Fleisch außerhalb der Frist zu essen.</i> <small>AUFGETRAGEN HAT,</small> S<small>ÜHNE ERLANGT;</small> HAT MAN DIE ERSTE AUSSERHALB DER F<small>RIST</small><sup>3</sup><i class=""footnote"">Mit der 1. Sprengung ist die letzte der 4 Verrichtungen vollzogen; wenn das Opfer bei dieser Verrichtung verwerflich wird, so bleibt es dabei, u. die unzulässige Absicht bei den späteren Sprengungen hebt dies nicht auf.</i> <small>UND DIE ANDERE AUSSERHALB DES</small> R<small>AUMES AUFGETRAGEN, SO IST ES</small> V<small>ERWERFLICHES, UND MAN VERFÄLLT DER</small> A<small>USROTTUNG</small><sup>4</sup><i class=""footnote"">Wenn man in einem solchen Falle das Fleisch gegessen hat.</i>"
Mishnah Zevachim 4:2,". H<small>AT MAN BEI ALLEN, DIE AUF DEN INNEREN</small> A<small>LTAR ZU SPRENGEN SIND, AUCH NUR EINE</small> S<small>PRENGUNG UNTERLASSEN, SO HAT MAN KEINE</small> S<small>ÜNNE ERLANGT</small>. D<small>AHER IST ES, WENN MAN ALLE VORSCHRIFTSMÄSSIG UND EINE UNVORSCHRIFTSMÄSSIG AUFGETRAGEN HAT, UNTAUGLICH</small><sup>5</sup><i class=""footnote"">Tauglich wird das Opfer nur dann, wenn alle Sprengungen vorschriftsmäßig aufgetragen worden sind, u. ebenso wird es nur dann verwerflich, wenn alle in unzulässiger Absicht aufgetragen worden sind.</i> <small>UND MAN VERFÄLLT NICHT DER</small> A<small>USROTTUNG</small>."
Mishnah Zevachim 4:3,"<b>B</b><small>EI FOLGENDEN</small> D<small>INGEN IST MAN NICHT SCHULDIG</small><sup>161</sup><i class=""footnote"">Wenn man sie gegessen hat; die hier aufgezählten Dinge werden nicht durch anderes zum Genüsse erlaubt, sondern sie sind es, die das Opfer erlaubt machen.</i><small>WEGEN</small> V<small>ERWERFLICHEM</small>: <small>BEIM</small> H<small>AUFEN, DEM</small> R<small>ÄUCHERWERKE, DEM</small> W<small>EIHRAUCH,</small> DEM S<small>PEISOPFER DER</small> P<small>RIESTER, DEM</small> S<small>PEISOPFER DES GESALBTEN</small> P<small>RIESTERS, DEM</small> B<small>LUTE UND DEM BESONDERS DARGEBRACHTEN</small> G<small>USSOPFER</small> – <small>SO</small> R. M<small>EÍR; DIE</small> W<small>EISEN SAGEN, AUCH BEIM MIT EINEM</small> V<small>IEH DARGEBRACHTEN</small>. B<small>EIM</small> L<small>OG</small> Ö<small>L DES</small> A<small>USSÄTZIGEN</small><sup>162</sup><i class=""footnote"">Das zurückbleibende wird gegessen.</i><small>IST MAN, WIE</small> R. Š<small>IMO͑N SAGT, WEGEN</small> V<small>ERWERFLICHEM NICHT SCHULDIG, UND WIE</small> R. <small>MEÍR SAGT, WEGEN</small> V<small>ERWERFLICHEM SCHULDIG</small>, <small>WEIL DAS</small> B<small>LUT DES</small> S<small>CHULDOPFERS ES ERLAUBT MACHT, UND MAN BEI ALLEM, WAS DURCH ANDERES ERLAUBT WIRD, OB FÜR</small> M<small>ENSCHEN ODER FÜR DEN</small> A<small>L TAR, WEGEN</small> V<small>ERWERFLICHEM SCHULDIG IST</small>."
Mishnah Zevachim 4:4,"B<small>EIM</small> B<small>RANDOPFER MACHT DAS</small> B<small>LUT DAS</small> F<small>LEISCH FÜR DEN</small> A<small>LTAR UND DIE</small> H<small>AUT FÜR DIE</small> P<small>RIESTER ERLAUBT: BEIM</small> G<small>EFLÜGEL</small>-B<small>RANDOPFER MACHT DAS</small> B<small>LUT DAS</small> F<small>LEISCH FÜR DEN</small> A<small>LTAR ERLAUBT; BEIM</small> G<small>EFLÜGEL</small>-S<small>ÜNDOPFER MACHT DAS</small> B<small>LUT DAS</small> F<small>LEISCH FÜR DIE</small> P<small>RIESTER ERLAUBT; BEI DEN ZU VERBRENNENDEN</small> F<small>ARREN UND DEN ZU VERBRENNENDEN</small> Z<small>IEGENBÖCKEN MACHT DAS</small> B<small>IUT DIE</small> O<small>PFERTEILE ZUR</small> D<small>ARBRINGUNG ERLAUBT</small>. R. Š<small>IMO͑N SAGT, BEI ALLEM, WAS NICHT GLEICH DEM</small> H<small>EILSOPFER</small><sup>163</sup><i class=""footnote"">Bei dem das Gesetz von der Verwerflichmachung gelehrt wird.</i><small>AUF DEM ÄUSSEREN</small> A<small>LTAR DARGEBRACHT WIRD, IST MAN NICHT WEGEN</small> V<small>ERWERFLICHEM SCHULDIG</small>."
Mishnah Zevachim 4:5,"<sup>v,1</sup><b>B</b><small>EI</small> O<small>PFERN VON</small> N<small>ICHTJÜDEN IST MAN WEGEN</small> V<small>ERWERFLICHEM</small>, Ü<small>BRIGGEBLIEBENEM UND</small> U<small>NREINHEIT NICHT SCHULDIG, UND WER SIE AUSSERHALB SCHLACHTET, IST NACH</small> R. Š<small>IMO͑N FREI UND NACH R. JOSE SCHULDIG</small>.<sup>v,2</sup><b>A</b><small>UCH BEI</small> D<small>INGEN, BEI WELCHEN MAN WEGEN</small> V<small>ERWERFLICHEM NICHT SCHULDIG IST, IST MAN WEGEN</small> ü<small>ÜRIGGEBLLEBENEM UND UNREINHEIT SCHULDIG, MIT</small> A<small>USNAHME DES</small> B<small>LUTES</small>; <small>NACH</small> R. Š<small>IMO͑N IST MAN SCHULDIG NUR BEI</small> D<small>INGEN, DIE MAN ZU ESSEN PFLEGT, BEIM</small> H<small>OLZE, DEM</small> W<small>EIHRAUCH UND DEM</small> R<small>ÄUCHERWERKE ABER IST MAN NICHT WEGEN</small> U<small>NREINHEIT SCHULDIG</small>."
Mishnah Zevachim 4:6,"<b>U</b><small>NTER SECHS</small> N<small>ENNUNGEN WIRD DAS</small> O<small>PFER DARGEBRACHT: AUF DEN</small> N<small>AMEN DES</small> O<small>PFERS, AUF DEN</small> N<small>AMEN DES</small> O<small>PFERNDEN, AUF DEN</small> N<small>AMEN</small> G<small>OTTES, ALS</small> F<small>EUEROPFER, ALS DUFTEND UND ALS ANGENEHM</small><sup>277</sup><i class=""footnote"">Vgl. S. 5 Anm. 23–25.</i>; <small>DAS</small> S<small>ÜNDOPFEU UND DAS</small> S<small>CHULDOPFER AUCH UNTER</small> N<small>ENNUNG DER</small> S<small>ÜNDE</small>. R. J<small>OSE SAGT, AUCH WENN MAN AN EINE DIESER</small> N<small>ENNUNGEN IM</small> H<small>ERZEN NIGHT GEDACHT HAT, SEI ES TAUGLICH, DENN ES</small><sup>278</sup><i class=""footnote"">Daß es auch ohne Nennung tauglich ist.</i><small>IST EINE GERICHTLICHE</small> B<small>ESTIMMUNG; MASSGEBEND IST NUR DIE</small> A<small>BSICHT DES</small> D<small>IENSTTUENDEN</small>."
Mishnah Zevachim 5:1,"<b>W</b><small>ELCHES IST DER</small> P<small>LATZ FÜR DIE</small> S<small>CHLACHTOPFER</small><sup>1</sup><i class=""footnote"">Wo diese geschlachtet werden.</i>? B<small>EIM</small> H<small>OCHHEILIGEN ERFOLGT DAS</small> S<small>CHLACHTEN AUF DER</small> N<small>ORDSEITE</small><sup>2</sup><i class=""footnote"">Des Altars im Tempelhofe; cf. supra Fol. 20a.</i>. B<small>EIM</small> F<small>ARREN UND DEM</small> Z<small>IEGENBOCKE DES</small> V<small>ERSÖHNUNGSTAGES ERFOLGT DAS</small> S<small>CHLACHTEN AUF DER</small> N<small>ORDSEITE UND DIE</small> B<small>LUTAUFNAHME MIT EINEM</small> D<small>IENSTGEFÄSSE AUF DER</small> N<small>ORDSEITE; IHR</small> B<small>LUT BENÖTIGT DES</small> S<small>PRENGENS ZWISCHEN DEN</small> S<small>TANGEN<sup>3</sup><i class=""footnote"">Der Bundeslade (cf. Ex. 25,10ff.), auf den Sühnedeckel.</i>, <small>AUF DEN</small> V<small>ORHANG UND AUF DEN GOLDENEN</small> A<small>LTAR; KEINE EINZIGE DIESER</small> S<small>PRENGUNGEN IST UNERLÄSSLICH</small>. D<small>AS ZURÜCKBLEIBENDE</small> B<small>LUT GOSS ER AUF DAS WESTLICHE</small> F<small>UNDAMENT DES ÄUSSEREN</small> A<small>LTARS</small>; HAT ER ES UNTERLASSEN, SO IST DIES KEIN</small> H<small>INDERNIS</small>."
Mishnah Zevachim 5:2,"B<small>EI DEN ZU VERBRENNENDEN</small> F<small>ARREN</small><sup>4</sup><i class=""footnote"">Der Gemeinde u. des Hochpriesters; cf. Lev. 3ff.</i> <small>UND DEN ZU VERBRENNENDEN</small> Z<small>IEGENBÖCKEN</small><sup>5</sup><i class=""footnote"">Wegen Götzendienstes; diese werden außerhalb Jerusalems verbrannt; cf. Jörn. Fol. 68a.</i> <small>ERFOLGT IHRE</small> S<small>CHLACHTUNG AUF DER</small> N<small>ORDSEITE UND DIE</small> B<small>LUTAUFNAHME MIT EINEM</small> D<small>IENSTGEFÄSSE AUF DER</small> N<small>ORDSEITE; IHR</small> B<small>LUT</small> B<small>ENÖTIGT DES</small> S<small>PRENGENS AUF DEN</small> V<small>ORHANG UND AUF DEN GOLDENEN</small> A<small>LTAR;</small> KEINE EINZIGE DIESER S<small>PRENGUNGEN IST UNERLÄSSLICH</small>. D<small>AS ZURÜCKBLEIBENDE</small> B<small>LUT GOSS ER AUF DAS WESTLICHE</small> F<small>UNDAMENT DES ÄUSSEREN</small> A<small>LTARS; HAT ER ES UNTERLASSEN, SO IST DIES KEIN</small> H<small>INDERNIS</small>. D<small>IESE UND JENE WERDEN IM</small> A<small>SCHENRAUME</small><sup>6</sup><i class=""footnote"">Wo die Asche der verbrannten Opfer abgeladen wurde; vgl. Anm. 5.</i> <small>VERBRANNT</small>."
Mishnah Zevachim 5:3,"<b>D</b><small>IE</small> G<small>EMEINDE- UND DIE PRIVATEN</small> S<small>ÜNDOPFER</small>. F<small>OLGENDE SIND</small> G<small>EMEINDE</small>-S<small>ÜNDOPFER</small><sup>217</sup><i class=""footnote"">Die zu den oben (Fol. 47a) genannten nicht gehören, deren Blut auf den äußeren Altar gesprengt wird.</i>: <small>DIE</small> Z<small>IEGENBÖCKE DER</small> N<small>EUMONDE UND DER</small> F<small>ESTE; IHRE</small> S<small>CHLACHTUNG ERFOLGT AUF DER</small> N<small>ORDSEITE, DIE</small> B<small>LUTAUFNAHME IN EINEM</small> D<small>IENSTGEFÄSSE AUF DER</small> N<small>ORDSEITE, IHR</small> B<small>LUT BENÖTIGT VIER</small> S<small>PRENGUNGEN</small> <small>AUF DIE VIER</small> H<small>ÖRNER</small>. U<small>ND ZWAR</small>: <small>ER STIEG AUF DIE</small> A<small>LTARRAMPE UND GELANGTE AUF DEN</small> S<small>IMS</small><sup>218</sup><i class=""footnote"">Um den Altar.</i>; <small>DANN GING ER ZUM SÜDÖSTLICHEN, NORDÖSTLICHEN, NORDWESTLICHEN UND SÜDWESTLICHEN</small> H<small>ORN</small><sup>219</sup><i class=""footnote"">Und sprengte auf diese in der aufgezählten Reihenfolge.</i>; <small>DAS ZURÜCKBLEIBENDE</small> B<small>LUT GOSS ER AUF DAS SÜDLICHE</small> F<small>UNDAMENT</small>. Z<small>U ESSEN SIND SIE INNERHALB DER</small> V<small>ORHANGE, VON</small> M<small>ÄNNERN AUS DER</small> P<small>RIESTERSCHAFT, IN JEDER</small> Z<small>UBEREITUNG, EINEN</small> T<small>AG UND EINE</small><sup>220</sup><i class=""footnote"">Hierbei folgt die Nacht dem Tage.</i>N<small>ACHT, BIS</small> M<small>ITTERNACHT</small>."
Mishnah Zevachim 5:4,"<b>D</b><small>AS</small> B<small>RANDOPFER IST</small> H<small>OCHHEILIGES, SEINE</small> S<small>CHLACHTUNG ERFOLGT AUF DER</small> N<small>ORDSEITE, DIE</small> B<small>LUTAUFNAHME MIT EINEM</small> D<small>IENSTGEFÄSSE AUF DER</small> N<small>ORDSEITE UND SEIN</small> B<small>LUT BENÖTIGT ZWEIER</small> S<small>PRENGUNGEN GLEICH VIER; AUCH IST</small> E<small>NTHÄUTEN UND</small> Z<small>ERLEGEN ERFORDERLICH, UND ES IST VOLLSTÄNDIG FÜR DAS</small> A<small>LTARFEUER</small>."
Mishnah Zevachim 5:5,"<b>S</b><small>CHLACHTUNGEN DER</small> G<small>EMEINDE</small>-H<small>EILSOPFER UND DER</small> S<small>CHULDOPFER</small>. F<small>OLGENDE SIND DIE</small> S<small>CHULDOPFER: DAS</small> S<small>CHULDOPFER WEGEN</small> R<small>AUBES, DAS</small> S<small>CHULDOPFER WEGEN</small> V<small>ERUNTREUUNG, DAS</small> S<small>CHULDOPFER WEGEN EINER VERGEBENEN</small><sup>289</sup><i class=""footnote"">Vgl. S. 157 Anm. 38.</i>M<small>AGD, DAS</small> S<small>CHULDOPFER EINES</small> N<small>AZIRS, DAS</small> S<small>CHULDOPFER EINES</small> A<small>USSÄTZIGEN UND DAS</small> S<small>CHWEBE</small>-S<small>CHULDOPFER</small><sup>290</sup><i class=""footnote"">Wenn die Sünde zweifelhaft ist.</i>. I<small>HRE</small> S<small>CHLACHTUNG ERFOLGT AUF DER</small> N<small>ORDSEITE, DIE</small> B<small>LUTAUFNAHME MIT EINEM</small> D<small>IENSTGEFÄSSE AUF DER</small> N<small>ORDSEITE UND IHR</small> B<small>LUT BENÖTIGT ZWEIER</small> S<small>PRENGUNGEN GLEICH VIER. ZU ESSEN SIND SIE INNERHALB DER VORHÄNGE, VON MÄNNERN AUS DER</small> P<small>RIESTERSCHAFT, IN JEDER</small> Z<small>UBEREITUNG, EINEN</small> T<small>AG UND EINE</small> N<small>ACHT, BIS</small> M<small>ITTERNACHT</small>."
Mishnah Zevachim 5:6,"D<small>AS</small> D<small>ANKOPFER UND DER</small> W<small>IDDER DES</small> N<small>AZIRS SIND</small> M<small>INDERHEILIGES</small>. I<small>HRE</small> S<small>CHLACHTUNG KANN AN JEDER</small> S<small>TELLE IM</small> T<small>EMPELHOFE ERFOLGEN, IHR</small> B<small>LUT BENÖTIGT ZWEIER</small> S<small>PRENGUNGEN GLEICH VIER</small>. Z<small>U ESSEN SIND SIE IN DER GANZEN STADT, VON JEDEM MENSCHEN, IN JEDER ZUBEREITUNG, EINEN</small> T<small>AG UND EINE</small> N<small>ACHT, BIS</small> M<small>ITTERNACHT</small>. W<small>AS VON DIESEN ABGEHOBEN</small><sup>298</sup><i class=""footnote"">Für den Priester.</i> <small>WIRD, GLEICHT DIESEN, NUR DARF DAS ABGEHOBENE NUR VON DEN PRIESTERN, IHREN</small> F<small>RAUEN, IHREN</small> K<small>INDERN UND IHREN</small> S<small>KLAVEN GEGESSEN WERDEN</small>."
Mishnah Zevachim 5:7,"<b>D</b><small>AS</small> H<small>EILSOPFER IST</small> M<small>INDERHEILIGES</small>. S<small>EINE</small> S<small>CHLACHTUNG ERFOLGT AN JEDER</small> S<small>TELLE IM</small> T<small>EMPELHOFE UND SEIN</small> B<small>LUT BENÖTIGT ZWEIER</small> S<small>PRENGUNGEN GLEICH VIER</small>. Z<small>U ESSEN IST ES IN DER GANZEN</small> S<small>TADT, VON JEDEM</small> M<small>ENSCHEN, IN JEDER</small> Z<small>UBEREITUNG, ZWEI</small> T<small>AGE UND EINE</small> N<small>ACHT</small>."
Mishnah Zevachim 5:8,"<b>D</b><small>AS</small> E<small>RSTGEBORENE, DER</small> Z<small>EHNT UND DAS</small> P<small>ESAḤOPFER SIND</small> M<small>INDERHEILIGES</small>. I<small>HRE</small> S<small>CHLACHTUNG ERFOLGT AN JEDER</small> S<small>TELLE IM</small> T<small>EMPELHOFE UND IHR</small> B<small>LUT BENÖTIGT EINER</small> S<small>PRENGUNG, NUR MUSS ES GEGEN DAS</small> F<small>UNDAMENT ERFOLGEN</small>. H<small>INSICHTLICH DES</small> E<small>SSENS SIND SIE VERSCHIEDEN</small>: <small>DAS</small> E<small>RSTGEBORENE DARF NUR VON</small> P<small>RIESTERN GEGESSEN WERDEN, DER</small> Z<small>EHNT VON JEDEM</small> M<small>ENSCHEN; BEIDE IN DER GANZEN</small> S<small>TADT, IN JEDER</small> Z<small>UBEREITUNG, ZWEI</small> T<small>AGE UND EINE</small> N<small>ACHT; DAS</small> P<small>ESAḤOPFER DARF NUR NACHTS GEGESSEN WERDEN, NUR BIS</small> M<small>ITTERNACHT, NUR VON DEN</small> B<small>ETEILIGTEN</small><sup>359</sup><i class=""footnote"">Cf. Ex. 12,4.</i><small>UND NUR GEBRATEN</small>."
Mishnah Zevachim 6:1,"<sup>i,1</sup><b>H</b><small>AT MAN</small> H<small>OCHHEILIGES AUF DEM</small> A<small>ETAR GESCHLACHTET, SO IST ES</small>, <small>WIE</small> R. J<small>OSE SAGT, EBENSO ALS WÜRDE ES IN DER</small> N<small>ORDSEITE GESCHLACHTET WORDEN SEIN;</small> R. J<small>OSE B</small>. J<small>EHUDA SAGT, DIE</small> H<small>ÄLFTE DES</small> A<small>LTARS SÜDLICH GILT ALS</small> S<small>ÜDSEITE UND DIE</small> H<small>ÄLFTE DES</small> A<small>LTARS NÖRDLICH GILT ALS</small> N<small>ORDSEITE</small>.<sup>i,2</sup><b>D</b><small>DIE</small> S<small>PEISOPFER WURDEN AN JEDER</small> S<small>TELLE IM</small> T<small>EMPELHOFE ABGEHÄUFT; ZU ESSEN WAREN SIE INNERHALB DER</small> V<small>ORHÄNGE, VON</small> M<small>ÄNNERN AUS DER</small> P<small>RIESTERSCHAFT, IN JEDER</small> Z<small>UBEREITUNG, EINEN</small> T<small>AG UND EINE</small> N<small>ACHT, BIS</small> M<small>ITTERNACHT</small>."
Mishnah Zevachim 6:2,"<b>D</b><small>AS</small> G<small>EFLÜGEL</small>-S<small>ÜNDOPFER WURDE AM SÜDWESTLICHEN</small> H<small>ORN HERGERICHTET ZULÄSSIG WAR ES AN JEDER</small> S<small>TELLE, NUR WAR DIES DER</small> P<small>LATZ DAFÜR</small>. D<small>REI</small> V<small>ERRICHTUNGEN ERFOLGTEN AN DIESEM</small> H<small>ORN UNTEN</small><sup>226</sup><i class=""footnote"">Unterhalb, bezw. oberhalb des roten Striches um den Altar.</i><small>UND DREI OBEN; UNTEN: DAS</small> G<small>EFLÜGEL</small>-S<small>ÜNDOPFER, DIE</small> H<small>INREIGHUNGEN</small><sup>227</sup><i class=""footnote"">Der Speisopfer vor dem Abhäufen.</i><small>UND</small> <small>DAS</small> A<small>USGIESSEN</small> <small>DES ZURÜCKBLEIBENDEN</small><sup>228</sup><i class=""footnote"">Das nach dem Sprengen zurückbleibt.</i>B<small>LUTES;</small> OBEN: DIE L<small>IBATION</small><sup>229</sup><i class=""footnote"">Da befanden sich die Abflußkanäle.</i><small>DES</small> W<small>EINES UND DES</small> W<small>ASSERS</small><sup>229</sup><i class=""footnote"">Da befanden sich die Abflußkanäle.</i><small>UND</small> <small>DIE</small> H<small>ERRICHTUNG DES</small> G<small>EFLÜGEL</small>-B<small>RAND OPFERS</small>, <small>WENN AN DER</small> O<small>STSEITE</small><sup>230</sup><i class=""footnote"">Die Herrichtung dieses Opfers hat am südöstlichen Horn zu erfolgen.</i><small>DEREN ZUVIEL WAREN</small>."
