tikkun,daf,paragraph,line,phrase,formatting,footnotes
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,5,"the daughter of the King,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,6,which is Her point,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,7,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,7,"shut and barred, from within",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,7,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,like this:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,Khaf,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,inside larger,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,reverted,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,Khaf.ai,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1075,8,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,0,And because of Her it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,1,Opposite the frame will be the rings… etc.,Formatting.ITALICS,FootnoteType.CITATION/None[Opposite the frame will be the rings… etc.]:Ex. 25:27
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,2,What are,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,2,the rings?,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,3,"These are the two ‘ears’ of the heart,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,4,"which are round like rings,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,5,and the heart is to the left:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,6,"thus,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,6,the table,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,6,needs to be to the left:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1076,7,‘the table in the north.’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,0,…for housings for the poles…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,1,What is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,1,for housings?,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,2,These are ‘the two houses of the heart.’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,3,What is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,3,for the poles?,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,4,"These are the two kidneys, both of them are",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,4,"‘outside’,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,5,about them it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,6,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,6,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,6,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,6,And they were,Formatting.ITALICS,FootnoteType.CITATION/None[And they were]:Ex. 36:29
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,6,matching from below…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,7,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,7,the two ‘wings’ of the lung,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,7,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,8,…and together they will be complete at its top.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,9,"And because hearing depends upon the heart,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,10,the Masters of the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,10,Mishnah,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,10,have established:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1077,11,‘the heart hears.’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,0,Come see:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,1,it is stated of this ‘rib:’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,2,…and He took…,Formatting.ITALICS,FootnoteType.CITATION/None[…and He took…]:Gen. 2:21
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,2,,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,2,and after that:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,3,And Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[And Y”Y]:Gen. 2:22
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,3,ELQYM built the rib…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,4,What is:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,4,and He built?,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,5,But:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,5,"I have surely built,",Formatting.ITALICS,"FootnoteType.CITATION/None[I have surely built,]:1 King. 8:13"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,6,a house of,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,6,‘habitation’‹zvul›,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,6,for you…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,6,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,6,etc.,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,7,"And the house, in being built,",Formatting.ITALICS,"FootnoteType.CITATION/None[And the house, in being built,]:1 King. 6:7"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,8,was built of stone completed at quarry…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,9,– the two,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,9,houses,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,9,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,9,chambers,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,9,"of the heart, t h e y",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,10,"are the two ‘buildings’ of this verse,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,11,this is what is written:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,11,"…and the house, in being built",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,12,"– this is the First Temple,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,13,….built of stone completed at quarry,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1078,14,– this is the Second Temple.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,0,"And corresponding to them,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,1,it says:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,1,I have surely built‹banoh,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,1,,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,1,vaniti›,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,1,– two buildings:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,2,one is called the building of,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,2,"higher Mother,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1079,3,and the second is the building of lower Mother.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,0,And furthermore:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,1,…and He built…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,– the language of:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,…and I also shall be built‹ibaneh›,Formatting.ITALICS,FootnoteType.CITATION/None[…and I also shall be built‹ibaneh›]:Gen. 30:3
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,2,from her,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1080,3,– the building of levirate marriage‹yibum›.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,0,And just as this point is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,0,"closed and barred,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,1,so is it required,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,1,of,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,1,"the daughter, who is a virgin,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,2,to be,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,2,closed and fortified,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,2,in Her Father’s house:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,3,"…a virgin, and no man had known her,",Formatting.ITALICS,"FootnoteType.CITATION/None[…a virgin, and no man had known her,]:Gen. 24:16"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,4,and she went down to the well‹ʼay-nah›…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,5,– this is the ‘daughter of the eye’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,5,‹bat,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,5,"ʼeyna›,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,6,shut and barred,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,6,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,6,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,6,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,6,"in the eye,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,7,"and three colours surround Her,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,8,and about them it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,9,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,9,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,9,"Behold all these does EL enact,",Formatting.ITALICS,"FootnoteType.CITATION/None[Behold all these does EL enact,]:Job 33:29"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1081,10,twice or thrice with a man.,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,0,"And when Moses brought down the Torah for them from Her,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,1,he said:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,1,"…Be prepared for three days,",Formatting.ITALICS,"FootnoteType.CITATION/None[…Be prepared for three days,]:Ex. 19:15"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,2,do not approach any woman,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,3,– three days to correspond,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,3,with,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,3,"the three colours of the eye,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,4,"and She is hidden and concealed in them,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,5,and no man had known her…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,5,– in them,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1082,6,– until She is divested of them.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,0,"And at the time that She is divested of these garments,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,1,She is united with Her Husband,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,2,in ‘the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,2,nearness of flesh’.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,3,This is what is written:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,4,"…a bone of my bones, and flesh of my flesh,",Formatting.ITALICS,"FootnoteType.CITATION/None[…a bone of my bones, and flesh of my flesh,]:Gen. 2:23-24"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,5,This‹zot›,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,5,"shall be called woman‹ishah›,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,6,for this‹zot›,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,6,was taken from a man‹ish›.,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,7,"Therefore, a man should leave his father and his mother",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,8,"and cleave to his wife,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,8,"and they should be as one flesh,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,9,for such is the way:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,10,"for male to be united with female,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,11,in ‘nearness of flesh‹qiruv,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,11,,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,11,basar›’.,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,11,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1083,11,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1084,0,And this is the ‘cleaving’‹dibuqa›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1084,0,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1084,0,[Var. nearness‹qurva›],,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1084,1,"of the unity above,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1084,2,that there should be nothing interrupting.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,0,And,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,0,"therefore,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,0,did the Masters of the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,0,Mishnah,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,0,establish:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,1,"‘when a person prays,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,2,and unites,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,2,the blessed Holy One,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,2,"with His Shekhinah,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1085,3,that there should be nothing interrupting between him and the wall‹qir›.’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,0,His Shekhinah,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,0,is his ‘croaking’‹qirqureih›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,0,at the wall,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,1,"– the walls of the heart,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,2,so that he,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,2,does,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,2,"not make a separation and cutting off,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,3,between,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,3,the blessed Holy One,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1086,3,and His Shekhinah.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,0,And the mystery of the word:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,1,"And they were, both-of-them, naked,",Formatting.ITALICS,"FootnoteType.CITATION/None[And they were, both-of-them, naked,]:Gen. 2:25"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,2,the man and his woman,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,3,"– naked in ‘the nearness of the flesh’,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1087,4,without any garment whatsoever.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,0,And at that,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,0,"time, w h e n the blessed Holy One",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,1,and Shekhinah,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,1,"are as one,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,2,"without any garment whatsoever,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,3,it is stated of,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,3,it:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,4,"…and your teachers shall no longer be obscured,",Formatting.ITALICS,"FootnoteType.CITATION/None[…and your teachers shall no longer be obscured,]:Is. 30:20"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1088,5,and your eyes shall behold your teacher.’,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,0,Rabbi,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,0,El’azar,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,0,said to him: ‘Father!,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,1,What is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,1,meant by,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,1,the end of the verse:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,…and they were not,Formatting.ITALICS,FootnoteType.CITATION/None[…and they were not]:Gen. 2:25
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,"ashamed,…and they were not",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92a],1089,2,ashamed?’,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,0,He said to him: ‘My son!,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,1,Wherever there is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,1,,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,1,"ʼervah‹sexual immorality›,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,2,"there is shame‹boshet›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,3,and this is: YRE‹fear›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,3,BoSheT‹shame›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,3,"of Be-REiShYT,",Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,4,"‘and one who has no shame,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,5,then surely the feet of his ancestors did not stand at Mount Sinai.’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1090,5,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,0,And shame‹boshet›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,0,is in three colours:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,1,"white, red,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,1,"and green of the face,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,2,of which it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,2,,,
