tractate,chapter,content,page,
,פרק 2,כל שאינו עושה תדיר כגון שדה בית הבעל חזקתה שלש שנים ואינה מיום ליום. אמ' ר' יהודה לא אמרו שלש שנים אלא כדי שיהא באספמיא אם היה עמו במדינה כיון שאכלה שנה אחת הרי זו חזקה.L,,
,,"הלוקח [מחמת הלוקח] אע""פ שהלוקח הראשון או' גזילה היא בידי לא כל הימנו לאבד זכותו של זה. האוכל שדה מחמת אונו ונמצאת אונו שהיא פסולה הרי זו אינה חזקה.L",,
,,האוכל שדה בחזקת שהיא שלו והוציא עליו שטר שמכרה לו ושנתנה לו במתנה יתקיים שטר בחותמיו. ואם אמ' כתבתי שטר ונטלתי מעות שטר פיסטיס הוא בידך הכל הולך אחר חזקה.L,,
,,האוכל שדה שש שנים ועירער עליו שלש שנים הראשונות ובאחרונה אמ' לו אתה,@,
,,מכרתה לי אתה נתתה לי במתנה אם מחמת טענה הראשונה אינה חזקה שכל טענה שמקצתה בטילה כולה בטילה.L,,
,,אימתי אמרו עריס נשבע שלא בטענה כל זמן שעריס יצא מעריסותו הרי הוא ככל אדם. שותף כל זמן ששותף יצא משותפותו הרי הוא כאחד מכל אדם. איפטרופוס כל זמן שאפטרופוס יצא מאפטרופסותו הרי הוא כאחד מכל אדם. הבן שחלק והאשה שנתגרשה הרי הן כאחד מכל האדם. מקבלין פקדונות והרועים והשכיר אין להם חזקה.L,,
,,האומנין אין להם חזקה. כיצד רואה כליו אצל כובס ועבדו אצל אומן אמ' לו תן לי את שלי אמ' לו אתה מכרתם לי ואתה נתתם לי במתנה אינה חזקה. אתה אמרת למוכרם אתה אמרת ליתנם במתנה. הרי זו הזקה.L,,
,,חזקה שלש שנים. החזיק האב שנה אחת והבן שתי שנים האב שתי שנים והבן שנה אחת והלוקח שנה הרי זו חזקה.L,,
,,החזיק בפני האב שנה אחת ובפני הבן שתי שנים הרי זו חזקה. בפני האב שתי שנים ובפני הבן שנה אחת הרי זו חזקה. בפני האב שנה ובפני הבן שנה ובפני הלוקח שנה הרי זו חזקה.L,,
,,החזיק האב בפני שנים שנה הראשונה בפני שנים שנה שנייה בפני שנים שנה שלישית הרי אילו שלש עדיות והן עדות אחת. נמצאת כת הראשונה זוממת הרי בידו שתי שנים. שניה הרי בידו שנה אחת שלישית אין בידו כלום. היו הן הראשונים והן האחרונים ונמצאו זוממין בראשונה אין בידו כלום שנייה הרי בידו שנה אחת שלישית הרי בידו שתי שנים.L,,
,,אמ' ר' יוסי בא ר' יוחנן בן נורי אצל ר' חלפתה אמ' לו הרי שהחזיק בפני שנים שנה ראשונה ובפני שנים שנה שניה ובפני שנים שנה שלישית מהוא. אמ' לו הרי זו חזקה. אמ' לו אני או' כן אלא שעקיבא אומ' אינה חזקה. ר' יהודה או' הרי הוא אומ' ולשלמה שנים עשר נצבים על כל ישראל וכלכלו וגו' ואו' ונציב אחד אשר בארץ הוי או' זה חודש העיבור. ר' נחמיה או' זה אפטרופוס שממונה על ידי כולן שאין שבחו של מלך להיות שנים עשר משמשין אותו אלא שנים עשר משמשין את האחד והאחד משמש את המלך.L,,
,,"המחזיק בנכסי הגר נעל וגדר ופרץ כל שהוא הרי זו חזקה. נעל אחד וגדר אחד אינה חזקה נעלו שנים וגדרו שנים הרי זו חזקה. היו לו עשר שדות כיון שהחזיק באחת החזיק בכולן. עשרה עבדים אע""פ שהחזיק באחד לא החזיק בכולן. כלים ועבדים זכה בכלים לא זכה בעבדים בעבדים לא זכה בכלים. כלים וקרקעות זכה בכלים לא זכה בקרקעות בקרקעות לא זכה בכלים עבדים וקרעות זכה בעבדים זכה בקרקעות זכה בקרקעות לא זכה בעבדים. הלך בה בין לארכה בין לרחבה [הרי זה קנה מקום הילוכו דברי ר' אליע' וחכמ' אומ' אין הילוך קונה. הילכו בה שנים בין לאורכה בין לרוחבה] זה קנה מקום הילוכו וזה קנה מקום הילוכו דברי ר' אליעזר וחכמים או' שניהם לא קנו עד שעה שיחזיקו.L",,
,,לקח ממנו עשר שדות כיון שהחזיק באחת מהן החזיק בכולן. שכר ממנו עשר שדות כיון שהחזיק באחת מהן החזיק בכולן. לקח מקצת ושכר מקצת והחזיק בין בלקיחה בין בשכירה הרי זו חזקה.L,,
,,נכסים שאין להם אחריות נקנין עם נכסים שיש להם אחריות בכסף ובשטר ובחזקה. כיצד אמ' לו חצר וכל מה שבתוכה אני מוכר לך כיון שכתב שטר וקיבל מעות והחזיק באחת מהן החזיק בכולן. מקום עמידת תנור וכירים בחצר אין להם חזקה. קורה על גביהן כל שהוא הרי זו חזקה. תרנגולין בחצר אין להן חזקה עשה להן גב גבוה עשרה טפחים הרי זו חזקה. צינור אין לו חז',@,
,,,@,
,,,@,
,,מקום קילוחו יש לו [SK10]חזק'. פתח בחצר אף על פי שסתמו אי' לו חזקה. פרץ פצימיו יש לו חזקה.L,,[SK10]This section isn’t in the manuscript. Picks up again with את פרומביא
,,איזו היא חלון הצורי כל שראשו של אדם יכול ליכנס לתוכה דברי רבי מאיר ובלבד שיהא לה מלבין או צורת פתח. וכן היה ר' מאיר אומר לא יפתח אדם פתח על גבי פתחו של חברו וחלון על גבי חלון של חבירו פתח על גבי חלונו של חברו וחלון על גבי פתחו של חברו וחכמים מתירין ובלבד שירחיק ארבע אמות.L,,
,,"אבא שאול אומר לא יפתח אדם חנות כנגד חצרו של חברו כדי שלא יהא יושב בחנותו ורואה מה בחצרו של חברו אלא זה פותח לרשות הרבים וזה פותח לרשות הרבים. כשם שבני חצר יכולין למחו' זה ע""י זה בחצר של שותפין כך בני מבוי יכולין למחות זה את זה במבוי השותפין. כיצד בנה מרחץ בצד מרחצו של חברו חנות בתוך חנותו של חברו אין יכול למחות בידו ולומר לו אתה הבאת את התקלה שאומר לו כדרך שעשיתה בתוך שלך אף אני עושה בתוך שלי. היו מימיו עוברין דרך גגו של חברו ועמד והפסיקן יכול לעכב על ידו עד שיודיע באיזה מקום הוא מוליכן. היתה דרך הרבי' או נהר עוברת בתוך ועמ' וגדרו והעבירו בתוך שדה חברו אין יכול למחות בידו ולומר לו אתה הבאת עלי את התקלה שאומר לו כדרך שעשיתי בתוך שלי כך עשה בתוך שלך. רבי יהוד' או' הרבים שבררו דרך לעצמן מה שבררו בררו.L",,
,,יש לו באר בחצרו של חברו והרי בעל חצר מבקש לחפור לו באר אחרת יכול לעכב על ידיו. ולא יעשנו בית גילגל לרבים בית טבילה לרבים ולא יהא ממלא ומשקה ממלא ומוכר אלא ממלא ומשקה בשוק ממלא ומוכר בשוק.L,,
,,לקח חצר ובה זיזין וגזוזטראית ונפלו הרי זה בונ' את מקומן. אין מפיחין אין מסיירין אין מכיירין. לקח בית מפח מסויד ומכוייר הרי הן בחזקתן. סד אדם כל ביתו בסיד ומשייר דבר מוע' זכר לירושלם עושה אדם כל עסקי סעודה ומשייר דבר מועט זכר לירושלים. עושה אשה כל תכשיטה ומשיירת דבר מועט זכר לירושלם שנאמר אם אשכחך ירושלם תשכח ימיני תדבק לשיני לחכי וגומר. כל המתאבלין עליה בעולם הזה שמחם עמה לעולם הבא שנאמר שמחו את ירושלם וגילו בה כל אוהביה שישו אתה משוש כל המתאבלים עליה.L,,
,פרק 3,המוכר את הבית מכר את הדלת ואת הנגר ואת המנעול ואת המכתשת החקוק' אבל לא מכר את התנור ולא את הכריים ולא את הריחים ולא את המכתשת הקבועה. רבי אליעזר אומר כל המחובר בקרקע הרי זה מכור. ואם אמר לו הוא ומה שבתוכו אני מוכר לך הרי כולן מכורין. ואף על פי שאומר לו הוא וכל מה שבתוכו אני מוכר לך לא מכר לו את הבאר ולא את השידה ולא את הדותות והיציעים ולא את המערות שבתוכו. אם כן למה כתב עומקא ורומא שאם רצה להגביה מגביה להשפיל משפיל. כל שאינו מוכר בבית מכור בחצר. המוכר את החצר מכר את הבית המוכר הבית לא מכר את החצר אלא אוירה של חצר. המוכר את החצר מכר בתים הפנימים ובתים החיצוניים אבל לא מכר את הוילאות ולא את הוילסאות ולא את המרחצאות שלפנים הימנו. ואם היו עשויין לתשמיש החצר הרי כולן מכורין. אצטבלן העשוי לתשמיש חצר מכור לרבים אין מכור. חנויות הפתוחו' לפנים מכורות עמה לחוץ אין מכורות עמה לפנים ולחוץ הרי אלו מכורות עמה.L,,
,,המוכר את בית הבד מכר את היצרין ואת היקבים את המפרכות ואת הרחיים התחתונה אבל לא מכר את הסקין ולא את המרצופין ולא את הריחים העליונה. ואם אמר לו הוא ומה שבתוכו אני מוכ' לך הרי כולן מכורין. ואף על פי שאמר לו הוא ומה שבתוכו אני מוכר לך לא מכר לא את הבור ולא את השיח ולא את היציעין ולא את הרותיו' ולא את המערו' שבתוכו. ואם אמר לו הוא ומה שבתוכו אני מוכר לך הרי כולן מכורין.L,,
,,המוכר את המרחץ מכר בתים הפנימיים ובתים החיצונים בית היורות בית הקמין ובית האולייארין אבל לא מכר לא את היורות ולא את הקמין ולא את המגדלים שבתוכו. ואם אמר לו הוא ומה שבתוכו אני מוכר לך הרי כולן מכורין. ואף על פי שאמרו לו הוא ומה שבתוכו אני מוכר לך לא מכר את הברכות המסתפקין מהן מים בין בימות החמה בין בימות הגשמים ואף לא בית כנסת העצים. ואם אמר לו מרחץ וכל משמשי' אני מוכר לך הרי כולן מכורין.L,,
,,המוכר את השדה לא מכר את הגת ולא את השמירה אף על פי שהן כרם. אבא שאול אומר אף לא מחיצה הקנים שהיא בי' רובע. מכר לו כל האילנות חוץ מחרו' המורכב וסדן שיקמה.L,,
,,וכל שאינו מכור בשדה מכור בעיר. המוכר העיר רבי יהודה אומר סנטר מכור אונקולמוס אין מכור ואם אמ' לו היא וכל מה שבתוכה אני מוכר לך הרי כולן מכורין. ואף על פי שאמר לו הוא וכל מה שבתוכה אני מוכר לך לא מכר את שיריה ולא את בנותיה ולא את החורשין המוקצין בפני עצמן ולא את הביברי' של חייה ושל עופו' ושל דגים.L,,
,,המוכר את הכרם מכר את הקנים ואת הדוקרנין ואת זמורות שקמה שבתוכו אבל לא מכר לא את העצים ולא את האבנים סוירות בין לנירו ובין לגדרו ולא את זבלים ולא את קירות שקמה שבתוכו. אבא שאול או' כל העושה לתשמיש הכרם הרי זה מכור. מכר לו כל האילנות חוץ מחצי חרוב מורכב שבמקום פלוני ומחצי סדן שיקמה שבמקום פלוני ושאר כל החרובין אינן מכורין ושאר כל הסדנין אינן מכורין.L,,
,,האחין שחלקו את שלהן במקום אחד אפילו הוא ביהודה והן בגליל הוא בגליל והן ביהודה או שהיו במקום אחד כיון שזכה את אחד מהן זכה בכולן. אם היה עמו במדינה כיון שקבל עליו הרי זה זכה. רבי יוסי אומר אם עתידין להטיל גורלות עד שיטילו גורלות. ר' יהודה אומר [כל שקנה הדיוט קנה הקדש כל שלא קנה הדיוט לא קנה הקדש ר' שמעון אומ'] אף המקדיש את השדה לא הקדיש אלא חרוב מורכב וסדן שקמה מפני שהן יונקין משדה הקדש.L,,
,פרק 4,המוכר את הספינה מכר את האסקלה ואת בית המי' שבתוכה אבל לא מכר לא את היציעין ולא את הישוין ולא את האיזקפה ולא את הבצות. סימכוס אומ' מכר את הדוגית. מכר את העול מכר את הפרות לא מכר את העול. מכר את הצמד לא מכר את הבקר מכר את הבקר לא מכר את הצמד. רבי יהודה אומר הכל לפי הדמים.L,,
,,כיצד חמור וכליו אני מוכר לך מכר את המרדעת ואת האוכף ואת השליף ואת הקלקי ואת החביק אבל לא מכר לא את הזוג ולא את הקרקש ולא,@,
,,את פרומביא ולא את דוסיקה ולא את כומני ולא את השק. ר' שמעון או' היה עליו שליף מלא נופצו ונותנו לו. ואם אמ' לו חמור וכל מה שעליו אני מוכר לך הרי כולן מכורין.L,,
,,"המוכר שפחה לחבירו מכר כלים שעליה אפי' הן מאה אבל לא מכר לא את השירים ולא את הנזמים ולא את הטבעות ולא את הקטלאות שבצוארה ואם אמ' לו שפחה וכל מה שעליה אני מוכר לך אע""פ שיש עליה כלים שהן מאה מנה הרי כולן מכורין.L",,
,,שפחה מעוברת אני מוכר לך פרה מעוברת אני מוכר לך מכר את הולד. שפחה מניקה אני מוכר לך פרה מיניקה אני מוכר לך לא מכר את הולד.L,,
,,המוכר שפחה לחבירו על מנת שיש בה מומין אמ' לו שפחה זו חולה היא שוטה היא נכפית היא שעממת [היא] והיה בה מום אחר וסנפו עם המומין הרי זה מקח טעות. אמ' לו אותו המום ומום אחר עמו אין זה מקח טעות.L,,
,,המוכר פרה לחבירו על מנת שיש בה מומין ואמ' לו נגחנית היא נגפנית היא נשכנית היא רבצנית היא בעטנית היא והיה בה מום אחר וסנפו עם המומין הרי זו מקח טעות. ואם אמ' לו אותו המום ומום אחר עמו אין זה מקח טעות.L,,
,,המוכר עבד לחבירו ונמצא גנב או קוביוסטוס הגיעו. ליסטים או שהיה מוכתב למלכות הרי זה מקח טעות. ספר של צבאים ונמצא גויל או שיש בו טעות בין דף לדף הרי זה אין מכור. מכר את שובך מכר את יוניו מכר את יונין מכר את שובך. מכר כוורת מכר דבורים מכר דבורים מכר כוורת. חלות דבש אין רשיי לסרס את כולן כאחד אלא מניח שתי חלות החיצונות והשאר עולות. ואם אין שם אלא הן אין רשיי ליגע בהן. זתים לקוץ אין רשיי לשרש את כולן אלא מניח שתי גרופות בעיקרן ונוטל את השאר. בארזים ובדקלים משרש ונוטל בזמורות ובקנים נוטל את ההגין.L,,
,,המוכר את הראש בבהמה דקה לא מכר את הלחי ואם היה טבח כהן הרי זה מכור. המוכר את הראש בבהמה גסה לא מכר את הרגלים. מקום שנהגו למכור הרי אילו מכורות.L,,
,,הקונה אילן אחד בתוך של חבירו הרי זה לא קנה קרקע. כל שתחתיו וחוצה לו כמלוא העורה וסלו זה וזה אין רשאין לזורעה. קנה שנים קנה קרקע. קנה אילן שביניהן כל שמחליפין חוץ ממלוא העורה וסלו ובעל השדה רשיי לגדע. נקצץ האילן או שיבש הקרקע של בעל האילן דברי ר' מאיר. וחכמים או' לא קנה לא את הקרקע ולא את האילן עד שיקנה שלשה. קנה שלשה קנה קרקע קנה אילן שביניהן.L,,
,,נקצץ האילן או שיבש הקרקע של בעל האילן.L,,
,,וכמה יהו קרובין זה לזה כדי שיהא בקר עובר בכליו וכמה יהו רחוקין זה מזה ממטע עשרה לבית סאה. פחות מיכן או יתר על כן או שקנאן זה אחר זה או שקנאן שלשתן כאחד לא קנה לא את הקרקע ולא את האילן שביניהן.L,,
,,המקדיש שלשה אילנות ממטע עשרה לבית סאה הקדיש את הקרקע ואת האילן שביניהן. וכשהוא פודה פודה בית זרע חומר שעורים בחמשים שקל כסף פחות מכן או יתר על כן או שהקדישן זה אחר זה או שהקדישן שלשתן כאחד לא הקדיש את הקרקע ולא את האילן שביניהן. ולא עוד אלא אפי' חזר והקדיש את השדה כשהוא פודה פודה את האילן בפני עצמו ואת השדה בפני עצמה.L,,
,,שנים שנטעו את הכרם זה מרחיק שתי אמות ונוטע וזה מרחיק שתי אמות ונוטע נקצץ הכרם או שיבש קרקע של בעל הכרם. שנים שנטעו את השדה,@,
,,ועמד אחד מהן וקצץ את שלו מרחיק ארבע אמות (ונוטע. נקצץ הכרם או שיבש קרקע של בעל הכרם. ועמד אחד מהן וקצץ את שלו מרחיק ארבע אמות) וזורע נקצץ הכרם או שיבש קרקע של בעל (הכרם ועמד אחד מהן וקצץ את שלו מרחיק ארבע אמות וזורע. נקצץ הכרם או שיבש קרקע של בעל השדה של בעל) השדה.L,,
,,שנים שחלקו אחד נוטל הכרם ואחד נוטל שדה לבן נותנין לו ארבע אמות בצד השדה לבן שעל מנת כן קבל עליו בעל הכרם. נקצץ הכרם או שיבש קרקע של בעל הכרם.L,,
,,המוכר כרם לחבירו בצד שדה לבן וכל המקבל מחבירו חצי שדה ליטע נותנין לו ארבע אמות בצד שדה לבן שעל מנת כן קבל עליו בעל הכרם. נקצץ הכרם או שיבש הקרקע של בעל הכרם.L,,
,פרק 5,"ארבע מדות במוכרין. בד""א במדה שאינה של שניהם אבל אם היתה בידו של אחד מהן ראשון קנה. בד""א ברשות הרבים או בחצר שאינה של שניהם. ברשות הלוקח כיון שקיבל עליו הרי זה קנה. ברשות המוכר עד שיגביה או עד שיוציא מרשות הבעלים. ברשות זה המופקדין אצלו עד שיקבל עליו או עד שישכור את מקומו.L",,
,,אימתי אמרו מטלטלין נקנין במשיכה ברשות הרבים או בחצר שאינה של שניהם. ברשות הלוקח כיון שקיבל עליו הרי זה קנה. ברשות המוכר עד שיגביה או עד שיוציא מרשות הבעלין. ברשות זה המופקד אצלו עד שיקבל עליו או עד שישכיר לו את מקומו. עד שלא נתמלא המידה נשברה המדה נשברה למוכר. משנתמלאת המדה נשברה ללוקח. ר' יהודה או' אם היה סירסור ביניהן נשברה חבית נשברה לסירסור. מודים חכמים לר' יהוד' בזמן שהצלוחית ביד התינוק וחנוני מערה לתוכה שמן ונפלה ונשברה שחייב על השמן ופטור על הצלוחית [ואם הטה צלוחית ושברה חייב אף על הצלוחית]. ור' יהודה פוטר שעל מנת כן שלח בנו אצל חנוני על מנת שיאבד את האיסר וישבר את הצלוחית.L,,
,,מקום שנהגו להשפיע משפיע לו כל צרכו עד שלא נתמלאו אחורי מדה ושולי מדה להכריע מכריע לו כל צרכו. ר' נתן או' טפח מלא החוט המאזנים ובטורטני טפח שהן שני טפחים בלח דברי ר'. ר' נתן או' כל המשקלות שאמרו בשיעור לטמאו כך שיעור להכריעו. מקום שנהגו שלא להשפיע ושלא להכריע נותן לו גירומין אחד מעשרה בלח ואחד בעשרים ליבש.L,,
,,המוכר בפיקטני כל השיפועין הרי הן של מוכר. והמוכר בקטליון בשוק משקין שאחורי מיניקות הרי זה של לוקח. ולא יהא מערה מן החבית אלא קוריה מן האגן. ושמן שקרש אין מפשירין אותו.L,,
,,אין חנוני רשיי לא להרתיע את המדה ולא להקפיעה ולא להטותה ולא להושיבה על צדה ולא יעשנה קנה מאזנים ארוך מצד אחד וקצר משל אחר ולא יעשה את המחוק עבה מצד אחד וצר מצד אחד.L,,
,,ולא יהא מערב יין ביין מי בלקיא בשמן מי מעין בדבש סלת בדבש וחומץ בשמן קומוץ במור חול בפול עלי גפנים בפילון חלב חמור בקטף סיקרא בציר וכוסבורין בפלפלין.L,,
,,חנוני מקפיח מדותיו של שמן פעם אחת בשבת. ושל יין משתעשה שילו. ולא יהא נותן מדותיו ומשקלותיו במלח מפני שהן חסרין שנ' כי תועבת ה' כל עושה אלה. ר' שמעון או' משום ר' עקיבא הרי הוא או' מאזני צדק וגו' יהיה לכם.L,,
,,היה מוכר לחבירו,@,
,,"לגין וחצי לגין רביעיות ושמיניות וכשהוא בא עמו לחשבון לא יאמר לו מלא לי את המדה הזאת מחול לי את הקורטוב הזה שאין האמנת המדות תלויה אלא בבריות והמקום ב""ה הוחל שמו עליהן.L",,
,,ולא יעשה משקלותיו של בעץ של אבר ושל קיסטרון ושל מתכת אלא של זכוכית. היה מבקש עשר ליטרין לא יאמר לו שקול לי כל אחת ואחת בפני עצמה מפני הכריעות אלא שוקל לו כולן כאחת. היה מבקש ממנו שלשה רביעי ליטרא שוקל לו ליטר' ונוטל ממנה רבע ליטרא. היה מבקש ממנו חצי ליטרא שוקל ליטרא ונוטל ממנה חצי ליטרא. רביע ליטרא שוקל לו רביע ליטרא. היה מבקש ממנו תרקב מודד לו בסאה ונוטל ממנו תרקב. היה מבקש ממנו ארבעת קבין מודד לו בסאה ונוטל ממנו ארבעת קבין. היה מבקש ממנו קביים נותן לו קביים.L,,
,,לא יעשה אדם מדה חסירה או מדה יתירה בתוך ביתו מפני שמרמא בה אחרים. בכל מקום עושין תרקב וחצי תרקב קב וחצי קב רובע תומן וחצי תומן ועוכלא. ובלח הין וחצי הין ושלישית הין ורביעית הין ולוג וחצי לוג ורביעית ושמינית וחצי שמינית ואחד משמנה בשמינית וזהו קורטוב.L,,
,,פרוטה שאמרו אחד משמנה לאיסר. איסר אחד מעשרים וארבעה בדינר.L,,
,,שש מעה כסף דינר מעה כסף שני פונדיונין פונדיון שני איסרין איסר שני מסמסין מסמס שני קונטרוסין קונטרס שתי פרוטות. רבן שמעון בן גמליאל או' פרוטה שאמרו אחד משש פרוטות לאיסר שלשה הדרסין מעה שני הניצין הדרס שני שמינות הינץ ושתי פרוטות שמין.L,,
,,אין מסתכרין לא בביצים ולא בפירות פעמים דברי ר' יהודה וחכמים מתירין.L,,
,פרק 6,המוכר זרעוני גינה לחבירו זרעים הנאכלין זרען ולא צימחו ר' יהודה או' נותן לו דמי הזרע אבל לא דמי הוצאה. אמרו לו הרבה מבקשים אותם לדברים אחרים.L,,
,,המוכר פירות לחבירו הרי זה מקבל עליו רובע טינופות לסאה. שעורים מקבל עליו רובע קטניות לסאה קישואין מקבל עליו עשר מארות למאה.L,,
,,קנקנים מקבל עליו עשר נאות פיטסות מגופרות למאה. יתיר על כן בכולן מחזיר לו את השאר ונוטל ממנו דמים.L,,
,,הלוקח קנקנים מחבירו ונמצאו פיטסות ונשתברו חייב להעמיד לו דמי קנקנים אבל לא דמי יין.L,,
,,המוכר יין לחבירו סתם חייב באחריותו עד הפסח. מבוסם חייב באחריותו עד עצרת. נתיישן חייב באחריותו עד החג.L,,
,,המוכר מרתף לחבירו סתם בזה אמרו מקבל עליו עשר כוסות למאה.L,,
,,חבית של יין אני מוכר לך נותן לו יין יפה. חבית של יין זו אני מוכר לך נותן לו יין המתקבל בחנות. חבית זו אני מוכר לך אפי' חומץ הגיעו.L,,
,,מאה חביות של יין אני מוכר לך נותן לו יין יפה כרוב יין הנמכר [באותו מקום.L,,
,,מאה חביות של יין אלו אני מוכר לך נותן לו יין יפה מרוב יין הנמכר] באותה חנות. מאה חביות אילו אני מוכר לך אפי' חומץ הגיעו.L,,
,,ר' שמעון בן לעזר או' המוכר יין לחבירו ונמצא קוסס הגיעו. נסכו על גבי מזבח יצא. עשאו תרומה ותרומת מעשר יצא. שתה ממנו נזיר הרי זה לוקה את הארבעים.L,,
,,גשמים היורדין בין הגיתות אם מכת מדינה היא אין צריך להודיעו ואם אין מכת מדינה היא צריך להודיעו.L,,
,,לקח ממנו לגין וחצי לגין רביעיות ושמיניות לא ישקה מהן לחמריו ולפועליו ולא כל מי שיש עליו טענת מזונות אלא אם כן הודיעו.L,,
,,היה הולך לבית האבל ולבית המשתה היו בידיו לגין של יין המתקרקש לא ימלאנו מים,@,
,,מפני שטוענו טענת חנם. ואם היה חבר עיר הרי זה מותר.L,,
,,היה ר' מאיר או' לא יסרב אדם בחבירו שיאכל אצלו ויודע בו שאינו אוכל ולא ירבה לו בתקרובת ויודע בו שאינו מקבל ולא יפתח לו חביות מכורות לחנוני מפני שטוענו טענת חנם. ואם הודיעו מתחלה או שהיה מבקש לבור לו את היפה הרי זה מותר.L,,
,,לא ישלח אדם לחבירו חבית של יין ויתן על פיה שמן מפני הסכנה.L,,
,,הלוקח כלים לשלח לבית חמיו ואמ' אם נתקבלו ממני הרי אני נותן לך דמיהן ואם לאו הריני נותן לך כך וכך נוטלו הימנו בהליכה חייב לשלם בחזירה הרי הוא כנושא שכר.L,,
,,סמכוס או' המוכר חלק לחבירו בבאר אין פחות מרובע בחמת אין פחות משמונה בקדירה אין פחות משנים עשר בטופיח אין פחות מששה עשר.L,,
,,"פרדסי אני מוכר לך אע""פ שאין בו אילנות הגיעו שלא אמ' לו אלא שמו. כרם אני מוכר לך אע""פ שאין בו גפנים הגיעו שלא אמ' לו אלא שמו. כור אני מוכר לך בין שהוא כבית עשרים סאה ובין שהוא כבית ארבעים סאה הגיעו שלא אמ' לו אלא שמו.L",,
,,בית כור מוקף גדר אני מוכר לך בין שהוא כבית עשרים סאה ובין שהוא כבית ארבעים סאה אין לו אלא עד מקום הגדר.L,,
,,אין מוציאין לאכילת פירות ולנכסין משועבדין מפני תיקון העולם. כיצד גזל הימנו שדה ואכלה והרי הוא יוצא לפניו גובה את הקרן מנכסים משועבדין ולאכילת פירות אינו גובה אלא מנכסים בני חורין.L,,
,,"ואין מוציאין לשבח קרקעות ולמזון האשה והבנות מפני תיקון העולם. כיצד לקח הימנו שדה והשביחה והרי היא יוצא לפניו גובה מנכסים משועבדין ושבח קרקעות אינו גובה אלא מנכסין בני חורין. בד""א בזמן שקדם מקחו של זה לשבחו של זה אבל אם קדם שבחו של זה למקחו של זה זה וזה אינו גובה אלא מנכסים בני חורין. זה או' שבחי קדם וזה או' מקחי קדם המוציא מחבירו עליו הראיה.L",,
,,אילו ואילו שהיו אומ' גובהה של מערה ארבע אמות ורומן של כוכין שבעה טפחי' וטפח לגופה.L,,
,,העושה חצר על פי מערה שש על שש מלא מטה אחת מיכן ואחת מיכן ופתוח לתוכה שתי מערות. ר' שמעון או' ארבעה מארבע רוחותיה. ר' יהודה או' בסלע הבא בידים פותח את שתיהן מרוח אחת. אמרו לו אי איפשר לכן.L,,
,,קנטינר אני מוכר לך הרי זה מעמיד לו שתים עשרה על שתים עשרה. בין שאמ' לו בית כור עפר אני מוכר לך ובין שאמ' לו כבית כור עפר אני מוכר לך הרי זה מקבל עליו חריץ ובן חריץ ומחיצת גדר שבינו לבין חבירו.L,,
,,בית כור עפר אני מוכר לך הן חסר הן יתיר אפי' פיחת רובע לסאה או הותיר רובע לסאה שהן שבעת קבין ומחצה לכור הגיעו. פחות מיכן או יתר על כן מחזירין זה לזה. מה הוא מחזיר לו מעות כדרך שלקח הימנו. ואם רצה מחזיר לו קרקע. (בית כור עפר אני מוכר לך בסימניו ובמצרניו אפי' פיחת שתות או הותיר שתות בשום הדיינין הגיעו פחות מכן או יתר על כן מחזירין זה לזה מה הוא מחזיר לו מעות כדרך שלקח הימנו ואם רצה מחזיר לו קרקע).L,,
,,בית כור עפר אני מוכר לך בסימניו ובמצריו אפלו פחות שתות או הותיר שתות כשום הדיינין הגיעו. פחות מכן או יתר על כן מחזירין זה לזה. מהו מחזיר לו מעות כדרך שלקח הימנו ואם רצה מחזיר לו קרקע.L,,
,,האומ' לחבירו חצי שדי בית לתך אני מוכר לך משמנין ביניהן ונוטל חצי שדה ובית לתך. או' זה לזה חצי שדי בית לתך אני מוכר לך ולזה או' חצי ובית לתך אני מוכר לך משמנין ביניהן,,
,,זה נוטל חצי שדהו וזה נוטל חצי שדהו.L,@,
,,לזה אמ' בצפון ולזה אמ' בדרום משמנין ביניהן זה נוטל בצפון וזה נוטל בדרום. בית לתך כלפי צפון אני מוכר לך נותן לו בית לתך כלפי צפון. בית זרע יד אני מוכר מעמיד לו בית זרע יד.L,,
,פרק 7,כל שהוא לפנים מחבירו הוא קודם את חבירו. ונחלה משמשת והולכת ועולה אפי' עד ראובן. בן האחין זה את זה והאחיות זו את זו האחין את האחיות והאחיות את האחין נוחלין ומנחילין. ממזר מוריש את קרוביו. גוי ועבד הבאו על בת ישראל אפי' חזר הגוי ונתגייר עבד ונשתחרר נכסיו כנכסי הגר וכנכסי עבד משוחרר. כל הקודם בהן זכה.L,,
,,נאמנת חיה לומר זה יצא ראשון. אימתי בזמן שאין שם ערער אבל יש שם ערער אינה נאמנת. ר' לעזר או' אם הוחזקה על עמדה נאמנת ואם לאו אינה נאמנת.L,,
