mitzvah Title chinukh,mitzvah Title Rambam,chinukh,smk,rambam,wiki_rambam,wiki_table,smg,mishneh,shulchanArukh,pasuk
תנב. שלא לאכול אבר מן החי,"מצווה תנג: מצוות לא תעשה, שלא לאכול אבר מן החי",452,סימן ר'.," לא תעשה קפ""ב",,," לאוין קל""ו",[]," יורה דעה סימן ס""ב","דברים יב, כג."
,,452,[200],"[u'Negative', 182]","[u'Negative', 182]",TRUE,"[u'Negative Commandments', 136]",[],"[u""Shulchan Arukh, Yoreh De'ah 62""]",[u'Deuteronomy 12:23']
,,"https://www.sefaria.org/Sefer_HaChinukh.452
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.200
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.182
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.182",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.136
",,"https://www.sefaria.org/Shulchan_Arukh,_Yoreh_De'ah.62
","https://www.sefaria.org/Deuteronomy.12:23
"
,,"שלא לאכל אבר מן החי - שנמנענו שלא לאכל אבר מן החי, כלומר אבר שנחתך מבעל חיים בעודנו חי, ועל זה נאמר (דברים יב כג) ולא תאכל הנפש עם הבשר, וכן אמרו ולא תאכל הנפש עם הבשר זה אבר מן החי ואמרינן במסכת חלין","<small>(ואלו הלאוין)</small><br>שלא לאכול אבר מן החי דכתיב אך בשר בנפשו דמו לא תאכלו. (בראשית ט)
","שלא לאכול אבר מן החי, שנאמר ""לא תאכל הנפש, עם הבשר"" (דברים יב,כג).
",,,"שלא לאכול אבר מן החי שנאמ' לא תאכל הנפש עם הבשר שם ברנו דין עובר הנמצא בבהמה לעניין חלבו וגידו ודמו.
",,"אֵבֶר מִן הַחַי אָסוּר בִּבְהֵמָה, חַיָּה וָעוֹף. 

","רַ֣ק חֲזַ֗ק לְבִלְתִּי֙ אֲכֹ֣ל הַדָּ֔ם כִּ֥י הַדָּ֖ם ה֣וּא הַנָּ֑פֶשׁ וְלֹא־תֹאכַ֥ל הַנֶּ֖פֶשׁ עִם־הַבָּשָֽׂר׃
"
תנג. להביא קודשים בבית הבחירה,מצווה תנד: מצוות עשה להטפל להביא קורבנות חוץ לארץ למקדש,453,[]," מצוות עשה פ""ה",,," עשין קפ""ט","רמב""ם הלכות מעשה הקרבנות פרק י""ח",[],"דברים יב, כו."
,,453,[],"[u'Positive', 85]","[u'Positive', 85]",TRUE,"[u'Positive Commandments', 189]","[u'Mishneh Torah, Sacrificial Procedure 18']",[],[u'Deuteronomy 12:26']
,,"https://www.sefaria.org/Sefer_HaChinukh.453
",,"https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.85
","https://www.sefaria.org/Mishneh_Torah,_Positive_Mitzvot.85",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Positive_Commandments,_Remazim.189
","https://www.sefaria.org/Mishneh_Torah,_Sacrificial_Procedure.18
",,"https://www.sefaria.org/Deuteronomy.12:26
"
,,"להביא קדשים בבית הבחירה - להביא אל בית הבחירה ולהקריב שם מה שנחיב נפשינו בחטאת ואשם ועולה ושלמים, ואף על פי שהבהמות ההן בחוצה לארץ חובה עלינו להביאם אל המקום הנבחר, ועל זה נאמר (דברים יב כו)
",,"להיטפל בהבאת הקרבנות מחוצה לארץ לבית הבחירה, שנאמר: ""רק קודשיך אשר יהיו לך, ונדריך, תישא ובאת"" (דברים יב,כו); מפי השמועה למדו שאינו מדבר אלא בקודשי חוצה לארץ.
",,,"שיביא אדם לבית הבחירה קרבנות שנתחייב שנאמר (ראה) רק קדשיך אשר יהיו לך ונדריך תשא ובאת וגו':
","כָּל הַקָּרְבָּנוֹת כֻּלָּן בֵּין קָרְבְּנוֹת בְּהֵמָה וְעוֹף בֵּין קָרְבְּנוֹת מְנָחוֹת מִצְוַת עֲשֵׂה לְהַקְרִיבָן בְּבֵית הַבְּחִירָה שֶׁנֶּאֱמַר (דברים יב יד) ""וְשָׁם תַּעֲשֶׂה כּל אֲשֶׁר אָנֹכִי מְצַוֶּךָּ"". וְכֵן מִצְוַת עֲשֵׂה לִהְיוֹת כָּל אָדָם מְטַפֵּל וּמֵבִיא קָרְבְּנוֹת בְּהֵמָה שֶׁנִּתְחַיֵּב לְהַקְרִיבָן מִחוּצָה לָאָרֶץ לְבֵית הַבְּחִירָה שֶׁנֶּאֱמַר (דברים יב כו) ""קָדָשֶׁיךָ אֲשֶׁר יִהְיוּ לְךָ וּנְדָרֶיךָ תִּשָּׂא"" וְגוֹ'. מִפִּי הַשְּׁמוּעָה לָמְדוּ שֶׁאֵינוֹ מְדַבֵּר אֶלָּא בְּקָדְשֵׁי חוּצָה לָאָרֶץ שֶׁהוּא מְטַפֵּל בָּהֶם עַד שֶׁיְּבִיאֵם לְבֵית הַבְּחִירָה:

",,"רַ֧ק קָֽדָשֶׁ֛יךָ אֲשֶׁר־יִהְי֥וּ לְךָ֖ וּנְדָרֶ֑יךָ תִּשָּׂ֣א וּבָ֔אתָ אֶל־הַמָּק֖וֹם אֲשֶׁר־יִבְחַ֥ר יְהוָֽה׃
"
תנד. שלא להוסיף על המצות ופירושן,"מצווה תנה: מצוות לא תעשה, שלא להוסיף על מצוות התורה",454," סימן קע""ז."," לא תעשה, שי""ג",,," לאוין שס""ד","רמב""ם הלכות ממרים פרק ב'"," אורח חיים סימן קכ""ח סעיף כ""ז","דברים יג, א."
,,454,[177],"[u'Negative', 313]","[u'Negative', 313]",TRUE,"[u'Negative Commandments', 364]","[u'Mishneh Torah, Rebels 2']","[u'Shulchan Arukh, Orach Chayim 128:27']",[u'Deuteronomy 13:1']
,,"https://www.sefaria.org/Sefer_HaChinukh.454
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.177
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.313
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.313",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.364
","https://www.sefaria.org/Mishneh_Torah,_Rebels.2
","https://www.sefaria.org/Shulchan_Arukh,_Orach_Chayim.128
","https://www.sefaria.org/Deuteronomy.13:1
"
,,"שלא להוסיף על המצות ופרושן - שנמנענו שלא נוסיף בתורה שבכתב ולא בתורה שבעל פה, ועל זה נאמר (דברים יג א) לא תוסף עליו. וכיצד יהיה התוספת? כתב הרמב''ם זכרונו לברכה (ממרים ב, ט) כגון המורה שבשר עוף בחלב א","שלא להוסיף על המצות דכתיב לא תוסף עליו. (דברים יג)
","שלא להוסיף על מצוות התורה, בין תורה שבכתב בין בפירושה שקיבלו על פה, שנאמר ""את כל הדבר, אשר אנוכי מצווה אתכם--אותו תשמרו, לעשות: .לא תוסף עליו"" (דברים יג,א).
",,,"שלא להוסיף על המצוה שבתורה לא בתורה שבכתב ולא בתורה בעל פה שהיא פירוש והוא שיאמר שהיא תוספת מן התורה כגון שיאמר על ארבעה בתים של תפילין שיש לעשות מן התורה חמשה וכן כל כיוצא בזה שנאמר את כל הדברים אשר אנכי מצוה אתכם אותו תשמרו לעשות לא תוסיפו עליו:
","בֵּית דִּין הַגָּדוֹל שֶׁדָּרְשׁוּ בְּאַחַת מִן הַמִּדּוֹת כְּפִי מַה שֶּׁנִּרְאָה בְּעֵינֵיהֶם שֶׁהַדִּין כָּךְ וְדָנוּ דִּין. וְעָמַד אַחֲרֵיהֶם בֵּית דִּין אַחֵר וְנִרְאֶה לוֹ טַעַם אַחֵר לִסְתֹּר אוֹתוֹ. הֲרֵי זֶה סוֹתֵר וְדָן כְּפִי מַה שֶּׁנִּרְאֶה בְּעֵינָיו. שֶׁנֶּאֱמַר (דברים יז ט) ""אֶל הַשֹּׁפֵט אֲשֶׁר יִהְיֶה בַּיָּמִים הָהֵם"". אֵינְךָ חַיָּב לָלֶכֶת אֶלָּא אַחַר בֵּית דִּין שֶׁבְּדוֹרְךָ: 

","<b>נשיאת כפים ואיזה דברים הפוסלין בכהן. ובו מ""ה סעיפים:</b><br>אין נשיאת כפים פחות מי' והכהנים מהמנין: ואין לזר לישא כפיו אפילו עם (כהנים אחרים) (בפ' ב' דכתובות דכ""ד דזר עובר בעשה) (ותו' פ' כל כתבי לא ידע ר""י מה איסור יש בזר העולה ואפשר דעם כהנים אחרים וצ""ע):
","אֵ֣ת כָּל־הַדָּבָ֗ר אֲשֶׁ֤ר אָנֹכִי֙ מְצַוֶּ֣ה אֶתְכֶ֔ם אֹת֥וֹ תִשְׁמְר֖וּ לַעֲשׂ֑וֹת לֹא־תֹסֵ֣ף עָלָ֔יו וְלֹ֥א תִגְרַ֖ע מִמֶּֽנּוּ׃ (פ)
"
תנה. שלא לגרוע ממצות התורה,"מצווה תנו: מצוות לא תעשה, שלא לגרוע ממצוות התורה",455," סימן קע""ח."," לא תעשה, שי""ד",,," לאוין שס""ה","רמב""ם הלכות ממרים פרק ב'",[],"דברים יג, א."
,,455,[178],"[u'Negative', 314]","[u'Negative', 314]",TRUE,"[u'Negative Commandments', 365]","[u'Mishneh Torah, Rebels 2']",[],[u'Deuteronomy 13:1']
,,"https://www.sefaria.org/Sefer_HaChinukh.455
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.178
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.314
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.314",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.365
","https://www.sefaria.org/Mishneh_Torah,_Rebels.2
",,"https://www.sefaria.org/Deuteronomy.13:1
"
,,"שלא לגרע ממצות התורה - שנמנענו שלא לגרע דבר ממה שחיבתנו תורתנו השלמה, ועל זה נאמר (דברים יג א) ולא תגרע ממנו. וכיצד יהיה זה האסוד? כגון מה שאמרו זכרונם לברכה בפרק שלישי מראש השנה (כח, ב) שאם נתערב דם ","שלא לגרוע דכתיב לא תגרע ממנו.
","שלא לגרוע מכל מצוות התורה, שנאמר ""ולא תגרע ממנו"" (דברים יג,א).
",,,"שלא לגרוע מכל המצות האמורות בתורה כגון ארבע בתים של תפילין לעשות שלש וכן כל כיוצא בזה שנאמר לא תגרעו ממנו:‪<br>‬נשלמו רמזי המצות ל""ת מניינם כמניין ימות החמה
","בֵּית דִּין הַגָּדוֹל שֶׁדָּרְשׁוּ בְּאַחַת מִן הַמִּדּוֹת כְּפִי מַה שֶּׁנִּרְאָה בְּעֵינֵיהֶם שֶׁהַדִּין כָּךְ וְדָנוּ דִּין. וְעָמַד אַחֲרֵיהֶם בֵּית דִּין אַחֵר וְנִרְאֶה לוֹ טַעַם אַחֵר לִסְתֹּר אוֹתוֹ. הֲרֵי זֶה סוֹתֵר וְדָן כְּפִי מַה שֶּׁנִּרְאֶה בְּעֵינָיו. שֶׁנֶּאֱמַר (דברים יז ט) ""אֶל הַשֹּׁפֵט אֲשֶׁר יִהְיֶה בַּיָּמִים הָהֵם"". אֵינְךָ חַיָּב לָלֶכֶת אֶלָּא אַחַר בֵּית דִּין שֶׁבְּדוֹרְךָ: 

",,"אֵ֣ת כָּל־הַדָּבָ֗ר אֲשֶׁ֤ר אָנֹכִי֙ מְצַוֶּ֣ה אֶתְכֶ֔ם אֹת֥וֹ תִשְׁמְר֖וּ לַעֲשׂ֑וֹת לֹא־תֹסֵ֣ף עָלָ֔יו וְלֹ֥א תִגְרַ֖ע מִמֶּֽנּוּ׃ (פ)
"
תנו. שלא לשמוע ממתנבא בשם עבודה זרה,"מצווה תנז: מצוות לא תעשה, שלא לשמוע למתנבא בשם עבודה זרה",456," סימן כ""ז."," לא תעשה כ""ח",,," לאוין ל""ג","רמב""ם הלכות עבודת כוכבים פרק ה'",[],"דברים יג, ד."
,,456,[27],"[u'Negative', 28]","[u'Negative', 28]",TRUE,"[u'Negative Commandments', 33]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 5']",[],[u'Deuteronomy 13:4']
,,"https://www.sefaria.org/Sefer_HaChinukh.456
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.27
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.28
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.28",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.33
","https://www.sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.5
",,"https://www.sefaria.org/Deuteronomy.13:4
"
,,"שלא לשמע ממתנבא בשם עבודה זרה - שלא נשמע נבואת המתנבא בשם עבודה זרה, כלומר, שלא נשאלהו ונחקרהו על אות או מופת שיתן על נבואתו כמו שאנו עושים במתנבא בשם השם, אבל נמנעהו מן הדבר, כמו שראוי בכל פושע ואשם,","שלא לשמוע למתנב' בשם עכו' כדכתי' לא תשמ' אל דברו (דברים שם)
","שלא לשמוע למתנבא בשם עבודה זרה, שנאמר ""לא תשמע, אל דברי הנביא"" (דברים יג,ד).
",,,"שלא לשמוע למתנבא בשם ע""ז אפילו נתן אות או מופת שנא' לא תשמע אל דברי הנביא ההוא:
","הַמֵּסִית אֶחָד מִיִּשְׂרָאֵל בֵּין אִישׁ בֵּין אִשָּׁה הֲרֵי זֶה נִסְקָל אַף עַל פִּי שֶׁלֹּא עָבַד הַמֵּסִית וְלֹא הַמּוּסָת עֲבוֹדַת כּוֹכָבִים אֶלָּא מִפְּנֵי שֶׁהוֹרָהוּ לַעֲבֹד. בֵּין שֶׁהָיָה הַמֵּסִית הֶדְיוֹט בֵּין שֶׁהָיָה נָבִיא בֵּין שֶׁהָיָה הַמּוּסָת יָחִיד אִישׁ אוֹ אִשָּׁה אוֹ יְחִידִים מִיתָתוֹ בִּסְקִילָה:

",,"לֹ֣א תִשְׁמַ֗ע אֶל־דִּבְרֵי֙ הַנָּבִ֣יא הַה֔וּא א֛וֹ אֶל־חוֹלֵ֥ם הַחֲל֖וֹם הַה֑וּא כִּ֣י מְנַסֶּ֞ה יְהוָ֤ה אֱלֹֽהֵיכֶם֙ אֶתְכֶ֔ם לָדַ֗עַת הֲיִשְׁכֶ֤ם אֹֽהֲבִים֙ אֶת־יְהוָ֣ה אֱלֹהֵיכֶ֔ם בְּכָל־לְבַבְכֶ֖ם וּבְכָל־נַפְשְׁכֶֽם׃
"
תנז. שלא לאהוב המסית,"מצווה תנט: מצוות לא תעשה, שלא לאהוב את המסית",457," סימן קט""ז."," לא תעשה י""ז",,," לאוין כ""ז","רמב""ם הלכות עבודת כוכבים פרק ה' הלכה ד'",[],"דברים יג, ט."
,,457,[116],"[u'Negative', 17]","[u'Negative', 17]",TRUE,"[u'Negative Commandments', 27]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 5:4']",[],[u'Deuteronomy 13:9']
,,"https://www.sefaria.org/Sefer_HaChinukh.457
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.116
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.17
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.17",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.27
","https://www.sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.5:4
",,"https://www.sefaria.org/Deuteronomy.13:9
"
,,"שלא לאהב המסית - שנמנענו כמו כן שלא להטות אזן לדברי מסית ולא לחבב אותו בשום דבר, וענין מסית הוא, מי שמסית אחד מבני ישראל ללכת לעבוד עבודה זרה, כגון שישבח לו פעלת עבודה זרה וישבחנה לו כדי שילך אחריה וי","שלא להמית יחיד דכתיב כי יסיתך אחיך בן אמך (דברים יג)
","שלא לאהוב המסית, שנאמר ""לא תאבה לו"" (דברים יג,ט).
",,,"שלא לאהוב את המסית שנאמר לא תאבה לו:
","מִצְוָה בְּיַד הַמּוּסָת לְהָרְגוֹ שֶׁנֶּאֱמַר (דברים יג י) ""יָדְךָ תִּהְיֶה בּוֹ בָרִאשׁוֹנָה לַהֲמִיתוֹ"" וְגוֹ'. וְאָסוּר לַמּוּסָת לֶאֱהֹב אֶת הַמֵּסִית שֶׁנֶּאֱמַר (דברים יג ט) ""לֹא תֹאבֶה לוֹ"". וּלְפִי שֶׁנֶּאֱמַר בְּשׂוֹנֵא (שמות כג ה) ""עָזֹב תַּעֲזֹב עִמּוֹ"" יָכוֹל אַתָּה עוֹזֵב לָזֶה תַּלְמוּד לוֹמַר (דברים יג ט) ""וְלֹא תִשְׁמַע אֵלָיו"". וּלְפִי שֶׁנֶּאֱמַר (ויקרא יט טז) ""וְלֹא תַעֲמֹד עַל דַּם רֵעֶךָ"" יָכוֹל אִי אַתָּה עוֹמֵד עַל דָּמוֹ שֶׁל זֶה תַּלְמוּד לוֹמַר (דברים יג ט) ""וְלֹא תָחוֹס עֵינְךָ"". וְאָסוּר לַמּוּסָת לְלַמֵּד עָלָיו זְכוּת שֶׁנֶּאֱמַר (דברים יג ט) ""וְלֹא תַחְמל"". וְאִם יָדַע לוֹ חוֹבָה אֵינוֹ רַשַּׁאי לִשְׁתֹּק מִמֶּנָּה שֶׁנֶּאֱמַר (דברים יג ט) ""וְלֹא תְכַסֶּה עָלָיו"". וְאַזְהָרָה לְהֶדְיוֹט הַמֵּסִית מִנַּיִן שֶׁנֶּאֱמַר (דברים יג יב) ""וְכָל יִשְׂרָאֵל יִשְׁמְעוּ וְיִרָאוּ"":

",,"לֹא־תֹאבֶ֣ה ל֔וֹ וְלֹ֥א תִשְׁמַ֖ע אֵלָ֑יו וְלֹא־תָח֤וֹס עֵֽינְךָ֙ עָלָ֔יו וְלֹֽא־תַחְמֹ֥ל וְלֹֽא־תְכַסֶּ֖ה עָלָֽיו׃
"
תנח. שלא לעזוב שנאתו על המסית,"מצווה תס: מצוות לא תעשה, שלא לעזור השנאה מן המסית",458," סימן קט""ז."," לא תעשה י""ח",,," לאוין כ""ח","רמב""ם הלכות עבודת כוכבים פרק ה' הלכה ד'",[],"דברים יג, ט."
,,458,[116],"[u'Negative', 18]","[u'Negative', 18]",TRUE,"[u'Negative Commandments', 28]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 5:4']",[],[u'Deuteronomy 13:9']
,,"https://www.sefaria.org/Sefer_HaChinukh.458
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.116
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.18
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.18",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.28
","https://www.sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.5:4
",,"https://www.sefaria.org/Deuteronomy.13:9
"
,,"שלא לעזב שנאתו על המסית - שתהיה שנאת המסית קבועה בלבבנו. כלומר שלא נקל בנטירת הנקמה ממנו על כל הרעה אשר חשב לעשות, ועל זה נאמר (דברים יג ט) ולא תשמע אליו. כלומר, אל תהי נשמע אליו להעביר מלבך נטירת נקמ","שלא להמית יחיד דכתיב כי יסיתך אחיך בן אמך (דברים יג)
","שלא לעזוב השנאה למסית, שנאמר ""ולא תשמע אליו"" (דברים יג,ט).
",,,"שלא לעזרו בשום עזר שנאמר לא תשמע אליו:
","מִצְוָה בְּיַד הַמּוּסָת לְהָרְגוֹ שֶׁנֶּאֱמַר (דברים יג י) ""יָדְךָ תִּהְיֶה בּוֹ בָרִאשׁוֹנָה לַהֲמִיתוֹ"" וְגוֹ'. וְאָסוּר לַמּוּסָת לֶאֱהֹב אֶת הַמֵּסִית שֶׁנֶּאֱמַר (דברים יג ט) ""לֹא תֹאבֶה לוֹ"". וּלְפִי שֶׁנֶּאֱמַר בְּשׂוֹנֵא (שמות כג ה) ""עָזֹב תַּעֲזֹב עִמּוֹ"" יָכוֹל אַתָּה עוֹזֵב לָזֶה תַּלְמוּד לוֹמַר (דברים יג ט) ""וְלֹא תִשְׁמַע אֵלָיו"". וּלְפִי שֶׁנֶּאֱמַר (ויקרא יט טז) ""וְלֹא תַעֲמֹד עַל דַּם רֵעֶךָ"" יָכוֹל אִי אַתָּה עוֹמֵד עַל דָּמוֹ שֶׁל זֶה תַּלְמוּד לוֹמַר (דברים יג ט) ""וְלֹא תָחוֹס עֵינְךָ"". וְאָסוּר לַמּוּסָת לְלַמֵּד עָלָיו זְכוּת שֶׁנֶּאֱמַר (דברים יג ט) ""וְלֹא תַחְמל"". וְאִם יָדַע לוֹ חוֹבָה אֵינוֹ רַשַּׁאי לִשְׁתֹּק מִמֶּנָּה שֶׁנֶּאֱמַר (דברים יג ט) ""וְלֹא תְכַסֶּה עָלָיו"". וְאַזְהָרָה לְהֶדְיוֹט הַמֵּסִית מִנַּיִן שֶׁנֶּאֱמַר (דברים יג יב) ""וְכָל יִשְׂרָאֵל יִשְׁמְעוּ וְיִרָאוּ"":

",,"לֹא־תֹאבֶ֣ה ל֔וֹ וְלֹ֥א תִשְׁמַ֖ע אֵלָ֑יו וְלֹא־תָח֤וֹס עֵֽינְךָ֙ עָלָ֔יו וְלֹֽא־תַחְמֹ֥ל וְלֹֽא־תְכַסֶּ֖ה עָלָֽיו׃
"
תנט. שלא להציל המסית,"מצווה תסא: מצוות לא תעשה, שלא להציל את המסית",459," סימן קי""ז."," לא תעשה י""ט",,," לאוין כ""ט","רמב""ם הלכות עבודת כוכבים פרק ה' הלכה ד'",[],"דברים יג, ט."
,,459,[117],"[u'Negative', 19]","[u'Negative', 19]",TRUE,"[u'Negative Commandments', 29]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 5:4']",[],[u'Deuteronomy 13:9']
,,"https://www.sefaria.org/Sefer_HaChinukh.459
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.117
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.19
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.19",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.29
","https://www.sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.5:4
",,"https://www.sefaria.org/Deuteronomy.13:9
"
,,"שלא להציל המסית - שנמנע המוסת שלא להציל המסית כשיראהו בסכנת מות ואבוד, ועל זה נאמר (דברים יג ט) ולא תחוס עינך עליו. וכן אמרו זכרונם לברכה (ספרי) מכלל שנאמר לא תעמד על דם רעך, יכול אי אתה עומד על דמו ש","שלא ללמד זכות על המסית דכתיב לא תחמול ולא תכסה עליו (שם)
","שלא להציל המסית אלא עומד על דמו, שנאמר ""לא תחוס עינך עליו"" (דברים יג,ט).
",,,"שלא להצילו שנאמר לא תחוס עינך עליו:
","מִצְוָה בְּיַד הַמּוּסָת לְהָרְגוֹ שֶׁנֶּאֱמַר (דברים יג י) ""יָדְךָ תִּהְיֶה בּוֹ בָרִאשׁוֹנָה לַהֲמִיתוֹ"" וְגוֹ'. וְאָסוּר לַמּוּסָת לֶאֱהֹב אֶת הַמֵּסִית שֶׁנֶּאֱמַר (דברים יג ט) ""לֹא תֹאבֶה לוֹ"". וּלְפִי שֶׁנֶּאֱמַר בְּשׂוֹנֵא (שמות כג ה) ""עָזֹב תַּעֲזֹב עִמּוֹ"" יָכוֹל אַתָּה עוֹזֵב לָזֶה תַּלְמוּד לוֹמַר (דברים יג ט) ""וְלֹא תִשְׁמַע אֵלָיו"". וּלְפִי שֶׁנֶּאֱמַר (ויקרא יט טז) ""וְלֹא תַעֲמֹד עַל דַּם רֵעֶךָ"" יָכוֹל אִי אַתָּה עוֹמֵד עַל דָּמוֹ שֶׁל זֶה תַּלְמוּד לוֹמַר (דברים יג ט) ""וְלֹא תָחוֹס עֵינְךָ"". וְאָסוּר לַמּוּסָת לְלַמֵּד עָלָיו זְכוּת שֶׁנֶּאֱמַר (דברים יג ט) ""וְלֹא תַחְמל"". וְאִם יָדַע לוֹ חוֹבָה אֵינוֹ רַשַּׁאי לִשְׁתֹּק מִמֶּנָּה שֶׁנֶּאֱמַר (דברים יג ט) ""וְלֹא תְכַסֶּה עָלָיו"". וְאַזְהָרָה לְהֶדְיוֹט הַמֵּסִית מִנַּיִן שֶׁנֶּאֱמַר (דברים יג יב) ""וְכָל יִשְׂרָאֵל יִשְׁמְעוּ וְיִרָאוּ"":

",,"לֹא־תֹאבֶ֣ה ל֔וֹ וְלֹ֥א תִשְׁמַ֖ע אֵלָ֑יו וְלֹא־תָח֤וֹס עֵֽינְךָ֙ עָלָ֔יו וְלֹֽא־תַחְמֹ֥ל וְלֹֽא־תְכַסֶּ֖ה עָלָֽיו׃
"
תס. שלא ללמד זכות למסית,"מצווה תסב: מצוות לא תעשה, שלא ללמד זכות על המסית",460," סימן קי""ז.",לא תעשה כ',,,לאוין ל',"רמב""ם הלכות עבודת כוכבים פרק ה' הלכה ד'",[],"דברים יג, יט."
,,460,[117],"[u'Negative', 20]","[u'Negative', 20]",TRUE,"[u'Negative Commandments', 30]","[u'Mishneh Torah, Foreign Worship and Customs of the Nations 5:4']",[],[u'Deuteronomy 13:19']
,,"https://www.sefaria.org/Sefer_HaChinukh.460
","https://www.sefaria.org/Sefer_Mitzvot_Katan,_Remazim.117
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.20
","https://www.sefaria.org/Mishneh_Torah,_Negative_Mitzvot.20",,"https://www.sefaria.org/Sefer_Mitzvot_Gadol,_Negative_Commandments,_Remazim.30
","https://www.sefaria.org/Mishneh_Torah,_Foreign_Worship_and_Customs_of_the_Nations.5:4
",,"https://www.sefaria.org/Deuteronomy.13:19
"
