id,sefer_id,title_eng,title_heb,intro_eng,intro_heb,range_eng,range_heb,range_start,range_end,parent_id
583,24,Elihu’s Speech,נאום אליהוא,"It seems that the speeches and responses of Job and his friends were delivered in a public setting. After Job’s previous response, a young man from the audience, Elihu, stands up and addresses Job and his friends. Like the three friends, Elihu’s language is not always clear. However, unlike them, Elihu is apparently an Israelite, as indicated by his own name, his father’s name, and his family name. Elihu’s speech is split into four separate responses to Job, which are presented consecutively. He starts by stressing God’s superiority over everything. He infers from this fact that it is impossible for God to perform injustice. Since God is not beholden to anyone, nor does He require any assistance to act, there is no conceivable reason for Him to engage in corrupt deeds. Man’s good behavior gives God nothing, nor does any negative conduct on the part of humans harm Him in any way. Although one cannot argue with God due to His lofty position, communication exists between Him and man, through visions and dreams as well as through the suffering that He brings. Rather than viewing suffering as a punishment that is indicative of wrongdoing, Elihu proposes that someone who is suffering should see his pain as a message, calling on him to respond to his afflictions and accept them with love. Finally, through a lengthy description of rainfall, clouds, thunder, and lightning, Elihu vividly illustrates the greatness and wonder of God. Elihu’s aim in portraying God’s power to Job is to persuade him that his attempts to contend with God are futile. This detailed depiction of nature can also be viewed as a preparation for the next section, in which God Himself speaks directly to Job.","נראה כי מעמד הנאומים והמענות היה פומבי. בתום תגובתו האחרונה של איוב קם אדם צעיר מקהל המאזינים, ופנה אל איוב וגם אל רעיו. כמו לשון שלושת הרֵעים, גם לשונו של אליהוא אינה תמיד נהירה. ואולם שלא כמותם, על פי שמו, שם אביו ומשפחתו נראה שאליהוא בא מישראל. דבריו של אליהוא מפוצלים והם מופיעים בארבעה מענות רצופים.אליהוא מדגיש את עליונותו של אלוקים על הכול. מכאן הוא גוזר שלא ייתכן שיעשה עוול. כיוון שאלוקים אינו כפוף ואינו זקוק לשום גורם, לא יכולה להיות סיבה שדרכיו יתעוותו. התנהגותו החיובית של האדם אינה מעניקה דבר לאלוקים, וההתנהגות האנושית השלילית אינה פוגעת בו. אמנם בגלל נשגבותו של אלוקים אין מקום להתדיין אתו, אבל קיימת תקשורת בינו לאדם הן באמצעות חזיונות וחלומות הן באמצעות הייסורים שהוא מביא על האדם. במקום לראות בסבל גמול המעיד על עוולות שעשו, הוא מציע לסובל לראות בייסוריו מסרים, להיענות להם ולקבלם באהבה. באמצעות התיאור הנרחב של המטרת הגשם, העננים, הברקים והרעמים אליהוא מדגים את גדולתו ונפלאותיו של אלוקים. בהזכרת התעצומות האלוקיות בפני איוב מבקש אליהוא לשכנע את איוב שאין טעם לחתירתו לבוא לדיון עם אלוקים. אפשר לראות בתיאור המפורט הזה מעין הכנה לעניין הבא, שבו ידבר אלוקים ישירות אל איוב.<footnote data-lang=""heb"" data-id=""7650"" data-num=""1""/>",Job 32:1–37:24,פרקים לב–לז,13496,13660,NULL
584,24,God’s First Response to Job,המענה הראשון של ה' לאיוב,"God’s answer to Job essentially consists of a long series of rhetorical questions in which the Creator says to him: Since you do not have the power to create the detailed and complex reality that you see before you, you cannot supervise and manage the world, nor can you comprehend the mysteries in which it is enveloped. It is therefore best that you remain in your place, give Me the necessary awe and respect, and cease debating with Me. In His response to Job, God does not give him new information about the way He conducts the world, nor does He explain anything about Job’s suffering that he did not already know. Nevertheless, in God’s answer, Job receives something of what he has been seeking. Job had demanded that he be allowed to stand before God and make his claims to Him. Now, after Elihu has described to him some of God’s mighty deeds, Job merits a direct response from God. The content of Elihu’s speech can thus be seen as preparation for God’s answer from the tempest. In both cases, the unbridgeable chasm between God and man is emphasized. However, the description of the world in God’s response is on a greater scale than Elihu’s depiction. The depiction of the world in this section moves from the beginning of existence to God’s routine management of the world: From the heavens, the heavenly bodies, and precipitation to the earth and its foundations, from His control over the spreading seas to His concern for feeding the diverse species of wild animals, thereby ensuring their continued existence. Furthermore, the confrontation itself is an especially dramatic event. Despite the unfathomable gap between God and man, Job merits a revelation. The power of this response lies less in its content than in the actual encounter itself.","מענהו של ה' לאיוב הוא בעיקרו שורה ארוכה של שאלות רטוריות, שבאמצעותן אומר לו הבורא: הואיל ואין בכוחך ליצור את המציאות המפורטת והמתוחכמת שאתה רואה, אינך יכול להשגיח עליה ולנהלה ואף לא להבין את המסתורין האופף אותה – מוטב שתשב במקומך ביראת כבוד ותחדל מן הוויכוח. בתשובתו של ה' לאיוב אין גילוי של תוכן חדש. אין בה מידע על העולם והנהגתו, ואף לא מוסבר לו דבר שאינו ידוע לו לגבי המקרה הפרטי שלו. ועם זאת, למשמע התשובה הוא מקבל משהו ממה שדרש. איוב תבע לעמוד מול אלוקים ולטעון כלפיו את טענותיו. כאן, לאחר שאליהוא תיאר לו מקצת מגבורותיו של אלוקים, הוא זוכה לשמוע את המענה האלוקי במישרין. מבחינת התוכן אפשר לראות בדברי אליהוא הכנה לדברי ה' מן הסערה. בשני המענות הללו מודגש הפער הבלתי ניתן לגישור בין אלוקים לבין האדם. ואולם היקף תיאורו של העולם שמתאר ה' רחב יותר מזה שביטא אליהוא. הוא נע בין ראשית הכול ובין שגרת התנהלותו של עולם, בין השמים, גרמיהם ומשקעיהם ובין הארץ ויסודותיה, בין השליטה בהתפשטות הים ובין הדאגה למגוון הזנת חיות הבר והעופות, לקיומם ולהתרבותם. יתר על כן, כאן מתחוללת התרחשות דרמטית במיוחד, שכן חרף הפער התהומי בין ה' והאדם איוב זוכה להתגלות. כוחו של מענה זה טמון פחות במלים המושמעות בו, ויותר בעצם המפגש.",Job 38:1–40:2,פרק לח – פרק מ פס' ג,13661,13733,589
585,24,Job’s First Response to God,המענה הראשון של איוב לה',"Job’s complaints are silenced in the face of the divine communication. At the conclusion of His address to Job, God invited Job to respond to His words, but Job has nothing to say.","אכן טענותיו של איוב מסתתמות נוכח הנאום האלוקי. בסוף העניין אלוקים מעורר את איוב להשיב לו על דבריו, אך איוב שותק.",Job 40:3–5,פרק מ פס' ג–ה,13734,13736,589
586,24,God’s Second Response to Job,המענה השני של ה',"In this next series of rhetorical questions, God mocks the human pretention of mastery over the animal kingdom, that man can control the beasts of enormous dimensions that are found both in the sea and on land. Through detailed presentations of two giant creatures, God vividly reminds Job of his smallness and insignificance in the universe, especially when faced with his Creator. These descriptions are not designed to provide Job with information, nor are they a direct response to his claims. Rather, they are meant to evoke in him feelings of wonder, humility, and awe in the presence of divine greatness.","בסדרת שאלות רטוריות המתייחסות לחיות עצומות, אלוקים שם ללעג את היומרה האנושית להיות אדון לממלכת החי, להיות לאדונן של חיות עצומות ממדים בים וביבשה. באמצעות הצגתם המפורטת של שני יצורי ענק ה' מעמיד את איוב על אפסותו וקטנותו בתוך המציאות כולה, וכמובן נוכח בוראה. התיאורים הללו אינם באים לאלף את איוב בינה או לענות לו על טענותיו אלא להביאו לרגשי השתאות, ענווה ויראת הרוממות נוכח השגב האלוקי.",Job 40:6–41:26,פרק מ פס' ו – פרק מא,13737,13789,NULL
587,24,Job’s Second Response to God,תשובת איוב למענות ה',"Job’s short reply to God’s second speech reveals the main message of the book. God did not address the questions Job repeatedly asked. However, he finds comfort in the very fact of God’s closeness to him. The presence of God is the only answer there is. In the wake of Job’s direct encounter with the great truth of God, questions of ultimate meaning and justice lose their force.<footnote data-lang=""eng"" data-id=""7086"" data-num=""877""/>","המענה הקצר של איוב לנאומיו של אלוקים מגלה את עיקר משמעותו של הספר. התשובה שאיוב קיבל אינה ממין השאלות שחזר ושאל. מה שמפיס את דעתו הוא עצם קרבתו של ה' אליו. נוכחותו של ה' היא הכול. בעקבות המפגש הישיר עם האמת הגדולה אין עוד ערך ומשמעות לא לחיים ולא לשאלות שהתעוררו מתוכם.<footnote data-lang=""heb"" data-id=""7943"" data-num=""1 ""/>",Job 42:1–6,פרק מב פס' א–ו,13790,13795,NULL
588,24,The Friends’ Repentance and the Restoration of Job,תשובת הרֵעים ושבות איוב,"This section, which completes the narrative of the book of Job, provides a positive ending to the terrible events with which the book opened. After the discussions and responses that took up the bulk of the book, God revealed Himself to Job. Although Job’s questions were not answered in this encounter, the revelation itself was enough to lead him to a new evaluation of life, and he sees no reason to continue arguing. Here, at the end of the book, divine judgment is fully expressed: God calls Job His servant, while He demands from Job’s friends that they bring sacrifices for atonement and request Job’s forgiveness.","עניין זה חותם את המסגרת העלילתית של ספר איוב, ומביא את העלילה הקשה שבה נפתח הספר לידי אחרית חיובית. לאחר השיחות והמענות שגדשו את הספר כולו, התגלה אלוקים לאיוב, ואף שבמפגש זה לא נענו כלל טענותיו של איוב, די היה בהתגלות כשלעצמה להביא את איוב להכרה חדשה, שמתוכה כבר לא מצא טעם בהמשך דבריו. בסוף הסיפור מגיע השיפוט האלוקי לביטוי מלא: את איוב אלוקים מכנה 'עבדו', ואילו מרעיו הוא דורש להביא קרבנות כפרה ולבקש את סליחתו של איוב.",Job 42:7–17,פרק מב פס' ז–יז,13796,13806,NULL
589,24,NULL,המענה הראשון,NULL,,NULL,פרק לח – פרק מ פס' ה,13661,13736,NULL
590,25,Song of the Young Woman to Her Beloved,כותרת,"At the simplest level, The Song of Songs is the poetic expression of the passion of two young lovers. It has always been understood as referring also to other sorts of love relationships. Beyond the allegorical reading of the Sages, in which The Song of Songs depicts the love between the Jewish people and God, the entire book can be read as the portrayal of the love of an individual soul for its Creator. Each level of interpretation, that of the collective Jewish people’s relationship with God and that of the individual’s relationship with God, makes use of different symbols.",,The Song of Songs 1:1,פרק א פס' א,13807,13807,602
591,25,The Opening Poem,השיר הפותח,"The first poem expresses the intensity of new love, while hinting at other dimensions of the love relationship.","השיר הראשון מביע אהבה מתפרצת, ונחשפים בו רמזים לממדים אחרים.",The Song of Songs 1:2–4,פרק א פס' ב–ד,13808,13810,602
592,25,An Address to the Daughters of Jerusalem,פנייה לבנות ירושלים,"In the following few verses, the woman speaks to other figures, real or metaphorical.","כאן פונה העלמה לדמויות אחרות, ממשיות או מטפוריות.",The Song of Songs 1:5–6,פרק א פס' ה–ו,13811,13812,602
593,25,The Young Woman’s Declaration and the Beloved’s Response,דברי הבת ותשובות האוהב,"The woman now turns to her beloved, who presumably was not present during her conversation with the daughters of Jerusalem. Perhaps this is not a real exchange, but an expression of a secret wish.","עתה פונה הנערה אל האהוב, שמן הסתם לא היה נוכח בשיחתה עם בנות ירושלים. על כן יש לשער שאין זה דו-שיח ממשי אלא ביטוי של משאלה פרטית כמוסה.<footnote data-lang=""heb"" data-id=""7971"" data-num=""11 ""/>",The Song of Songs 1:7–2:7,פרק א פס' ז – פרק ב פס' ז,13813,13830,602
594,25,Entreaties and Rejections,בקשות ודחיות,"Alongside declarations of mutual love and desire, the poem emphasizes the fluctuations of the developing connection between the lovers. The need for patience with regard to matters of the heart is stressed as well.","בצד הביטויים ההדדיים של אהבה ותשוקה משתקפות בשיר עליות וירידות בהתפתחותו של הקשר, ומודגש הצורך באורך רוח ובהמתנה בכל הקשור לאהבה. עם זאת, כל מערכות היחסים הללו – בין שהן הסיפור האישי-פנימי ובין שהן הסיפור הלאומי – מבטאות אהבה גדולה ובוודאי גם חלומות.",The Song of Songs 2:8–3:5,פרק ב פס' ח – פרק ג פס' ה,13831,13845,NULL
595,25,The Young Woman’s Appearance and Solomon’s Splendor,הופעת הבת ותפארת שלמה,"This section opens with praise for the woman, envisioned coming out of the wilderness, perhaps to meet her groom. It then moves on to a description of the magnificent canopy and crown of King Solomon. There is no definitive explanation as to why King Solomon appears at this point. Perhaps the mysterious beloved is none other than Solomon himself, who until now has been anonymously walking through the streets of Jerusalem, courting a young woman unaware of his identity. Alternatively, King Solomon’s appearance is meant only to provide background imagery for the story. In order to highlight the simplicity of the love between the Jerusalemite woman and her beloved and their modest lives, the poem portrays Solomon as reigning majestically over the city, surrounded by guards. According to the Sages, the name Solomon in The Song of Songs refers to the highest king, God Himself, who is constantly present in the backdrop of the narrative.","העניין פותח בשבח הבת העולה מן המדבר, אולי לקראת מפגש עם החתן, ועובר לתאר את חופתו המפוארת של שלמה המלך ועטרתו. לשאלה מה מקומו של המלך שלמה כאן אין פתרון חד-משמעי. ייתכן שהדוד העלום אינו אלא המלך שלמה עצמו, ועד כה הילך ברחובות ירושלים כאלמוני וחיזר אחר עלמה כלשהי שאינה יודעת את זהותו.<footnote data-lang=""heb"" data-id=""7999"" data-num=""1""/> לחלופין, אפשר שהמלך שלמה נזכר כאן רק כרקע לסיפור. כדי להדגיש את פשטות חייהם ואהבתם של הדוד והרעיה הירושלמים, מובאת תמונת הרקע של שלמה המולך בירושלים, והוא מוקף שמירה, הוד והדר.<footnote data-lang=""heb"" data-id=""8000"" data-num=""2""/> ברובד אחר קראו חז""ל את ‘שלמה' הנזכר בשיר השירים ככינוי למלך העליון, הקדוש ברוך הוא, אשר עומד, גם הוא, ברקעה של ההתרחשות.<footnote data-lang=""heb"" data-id=""8001"" data-num=""3 ""/>",The Song of Songs 3:6–11,פרק ג פס' ו–יא,13846,13851,NULL
596,25,The First Song of the Beloved to the Young Woman,השיר הראשון לרעיה,"The beloved now uses imagery from various landscapes to praise the beauty of his love. However, toward the end of the passage he announces a temporary separation.",הדוד משבח את יפי רעייתו בדימויי נוף מגוונים. לקראת סוף השיר הוא מודיע על פירוד פיזי זמני.,The Song of Songs 4:1–7,פרק ד פס' א–ז,13852,13858,603
597,25,The Beloved’s Second Poem,השיר השני לכלה,"In the second love poem, the beloved expresses deepening emotions. The young woman, who was previously called his love, is now referred to as his bride, and he addresses her with increasing frequency.","בשיר האהבה השני מביע הדוד רגשות ותחושות. האהובה שנקראה קודם ‘רעיה', נקראת כאן ‘כלה', ואזכוריה נעשים תכופים מאוד.",The Song of Songs 4:8–11,פרק ד פס' ח–יא,13859,13862,603
598,25,The Third Poem and the Bride’s Invitation to Her Beloved,השיר השלישי והזמנתה של הכלה,"In his third poem, the beloved praises the bride’s qualities of modesty and loyalty, and concludes with a wish. After the poem, the text briefly hints at unification between the lovers.","בשיר השלישי הדוד מוסיף על קסמה של הכלה את צניעותה ונאמנותה, ובסופו מביע משאלה. אחרי השיר נרמזת התקרבות האהובים במלים קצרות.",The Song of Songs 4:12–5:1,פרק ד פס' יב – פרק ה פס' א,13863,13868,603
599,25,The Longing of the Young Woman,געגועי הרעיה,"Now the woman relates her experiences. She opens with a story, perhaps only a dream,<footnote data-lang=""eng"" data-id=""7127"" data-num=""28""/> of a missed opportunity in which she failed to meet her beloved because of her hesitation to open her door to him. Now, she is regretful and lonely, and she yearns for him.","כעת הרעיה מספרת על חוויותיה שלה. היא פותחת בסיפור – שאולי אינו אלא סיוט לילי – על החמצתה. היא החמיצה את הפגישה עם האהוב בשל היסוסיה לפתוח את דלתה, ועתה היא מתייסרת, בודדה ומתגעגעת.",The Song of Songs 5:2–6:3,פרק ה פס' ב – פרק ו פס' ג,13869,13886,NULL
600,25,The Beloved and His Love Grow Closer,שירי שבח והתקרבות של הדוד והרעיה,"The exchanges between the beloved and his love intensify in their passion with the rising intensity depicted by increasingly overt and bold imagery. The couple stand in wonder at their mutual love. Although it has not been fully consummated, they have full faith in its reality, despite temporary separations, sudden disappearances, and delays.","דברי החיבה של הרעיה והדוד מתלהטים והולכים. נראה שהתיאורים והדימויים הולכים ונעשים גלויים ונועזים יותר משום שרגש הקִּרבה מתעצם. בני-הזוג עומדים ומשתאים נוכח האהבה ההדדית – שאינה מובנת מאליה. אף שהאהבה לא הגיעה לכלל מימוש שלם, אין להם ספק בעצם קיומה. על אף הפירודים הזמניים, ההיעלמויות והעכבות, הם בטוחים בקשר ביניהם.",The Song of Songs 6:4–7:14,פרק ו פס' ד – פרק ז,13887,13909,NULL
601,25,Toward a Permanent Covenant,אהבת הרֵעים לקראת התמסדות,"In this last section, though the poem remains the same poem and the love the same love, one can discern a new element. At the conclusion of The Song of Songs the reader finds premonitions of significant changes in the relationship between the beloved and his love. The previous descriptions of a vague, open-ended love gradually transition to a more functional, almost legal form. This section also includes certain insights on the nature of love, and the accompanying emotion of jealousy.","בעניין האחרון השירה היא אותה שירה, והאהבה אותה אהבה, אבל אפשר לזהות כאן חידוש. סיום הספר מתקדם לקראת שינויים ניכרים בקשר שבין הדוד והרעיה. תיאורי האהבה הפתוחה, שאינה ממוסדת ושאינה ברורה לגמרי, הולכים ומקבלים כאן ציור מעשי הרבה יותר, כמעט משפטי. בעניין מובעות גם כמה תובנות באשר לאהבה ולרגש הקנאה הנלווה אליה.",The Song of Songs 8:1–14,פרק ח,13910,13923,NULL
602,25,NULL,שירי הבת לשאהבה נפשה,NULL,"ברובד הפשוט השירים מדברים על התשוקה שבין שני אוהבים צעירים, אך כאמור השירים מתפרשים ברבדים נוספים של קשרי אהבה. מעבר לדימוי הקבוע בדברי חז""ל לאהבה הכללית שבין כנסת ישראל לקדוש ברוך הוא,<footnote data-lang=""heb"" data-id=""7961"" data-num=""1""/> השיר כולו עשוי להיות שיר אהבה פרטי מאוד של הנשמה מול בוראה.<footnote data-lang=""heb"" data-id=""7962"" data-num=""2""/> מכיוון שהשיר מבטא גם את שירת הנשמה ואת שירתה של כנסת ישראל אל אלוקיה, כל אחד מהרבדים הללו מופיע באמצעות סמלים אחרים.",NULL,פרק א – פרק ב פס' ז,13807,13830,NULL
603,25,NULL,שירי הדוד לכלתו,NULL,"עד כאן עיקר השיר היה של הרעיה אל דודה ועליו. עכשיו, לקראת התקרבותם, הוא שר לה שירי שבח ותשוקה.",NULL,פרק ד – פרק ה פס' א,13852,13868,NULL
604,26,Elimelekh and His Family in Moav,משפחת אלימלך במואב,"The story of Ruth begins with a famine in the Land of Israel, which causes Elimelekh’s family to relocate from Bethlehem to Moav. This move is not as strange as it might first seem, as the Moavite nation shared common roots with the Jewish people. The founding ancestor of the nation Moav was a son of Lot, the nephew of Abraham our patriarch. Ancient inscriptions indicate that the Moavite language was very similar to Hebrew. Accordingly, Elimelekh’s family remains within the same broad cultural context, despite the numerous differences between the nations. While residing in Moav, the exiled family is struck by a series of tragedies, and only Naomi survives.","סיפור מגילת רות פותח בירידתה של משפחת אלימלך מבית-לחם למואב מחמת הרעב. את המשפחה הגולה פקדה שרשרת אסונות, ובסופם נותרה האשה, נעמי, לבדה. מוצאו של העם המואבי היה קרוב לשורשיו של עם ישראל. אבי העם, מואב, היה בנו של לוט, בן אחי אברהם אבינו. מכתובות עתיקות ששרדו עולה שהלשון המואבית הייתה קרובה מאוד לשפה העברית. משפחת אלימלך היגרה בתוך מרחב תרבותי כללי אחד למרות השוני הפנימי בין העמים.",Ruth 1:1–5,פרק א פס' א–ה,13924,13928,NULL
605,26,The Return from Moav to Judah,השיבה ממואב ליהודה,"Naomi, the sole survivor of the family that had traveled to Moav, returns to the land of Judah in a miserable state. As Naomi is an impressive individual, her daughters-in-law seek to come with her to the Land of Israel, and it is clear from the text that there is an especially warm relationship between this mother-in-law and her daughters-in-law. After Naomi urges them to remain in their land, Ruth alone insists on accompanying her, and Ruth arrives with Naomi in Bethlehem of Judah.","נעמי ששרדה לבדה מן המשפחה שגלתה למואב, שבה לארץ יהודה במצב ירוד ביותר. בזכות אישיותה המרשימה ביקשו כלותיה לבוא אתה לארצה. כאן משתקפים יחסים חמים מאוד בין החמות לבין כלותיה. לאחר הפצרותיה בכלות שיישארו בארצן דבקה בה רות, והגיעה עמה לבית-לחם יהודה.",Ruth 1:6–22,פרק א פס' ו–כב,13929,13945,NULL
606,26,Ruth’s First Visit to the Field of Boaz,ביקורה הראשון של רות בשדה בעז,"Several gestures of kindness figure prominently in this section: Ruth, a foreigner, volunteers to go out and glean in the harvested fields for herself and her mother-in-law, while Boaz, the owner of the field where she finds herself, takes steps to ease Ruth’s difficult task. Indeed, the overall context is one of kindness, as the residents of Bethlehem are presented as fulfilling the Torah’s command to leave any fallen or forgotten stalks in the field for the needy.","בעניין זה בולטים ביטויי החסד: התנדבותה של רות, הזרה במקום, לצאת ללקט בשיבולים בעבורה ובעבור חמותה, בת המקום; יציאתו של בעל השדה, בעז, מגדרו, כדי לרכך את המציאות הקשה שעמה צריכה רות להתמודד; וההקשר – החיים המתנהלים בבית-לחם על פי תורת ישראל, תורת חסד המצווה להותיר את השיבולים שנפלו או שנשכחו בשדה לנצרכים.",Ruth 2:1–23,פרק ב,13946,13968,NULL
607,26,Ruth’s Descent to the Threshing Floor,רות יורדת אל הגורן,"In this section, Ruth meets Boaz under different circumstances and for a very different purpose. In contrast to her daily, public visits to his field during the harvest season, this encounter occurs at night when Ruth comes alone to the threshing floor. Whereas Ruth arrived in the field to glean in order to provide for herself and her mother-in-law, she now goes, at Naomi’s initiative, to the threshing floor in order to find a permanent solution for their plight. Naomi’s motive for this stems not only from her role as mother-in-law but also as Ruth’s teacher and mentor, and from her sense of responsibility for Ruth’s future.","כאן תפגוש רות בבעז בנסיבות שונות ולמטרה שונה. לעומת ביקוריה היומיים והפומביים בשדהו בעת הקציר, יסופר כאן על הביקור הלילי שרות עורכת בגורן שלו לבדה. אל השדה הגיעה רות כדי ללקט שיבולים לפרנסתן השוטפת שלה ושל חמותה, ואילו אל הגורן היא יורדת כדי למצוא פתרון של קבע. את ירידתה של רות אל הגורן יזמה נעמי לא רק בתור חמותה לשעבר אלא גם בהיותה מעין מורה ומדריכה שלה וכמי שחשה אחריות למנוחתה.",Ruth 3:1–18,פרק ג,13969,13986,NULL
608,26,The Redemption of the Field and the Redemption of Ruth,גאולת השדה וגאולת רות,"Boaz wants to marry Ruth, but he first has to deal with a formal limitation: According to the laws of inheritance and monetary rights, there is another individual who has a closer familial relationship to Elimelekh. Consequently, the right to redeem Naomi’s field and to marry Ruth as a wife belongs to him. For this reason Ruth has not yet received a definite answer from Boaz with regard to her future. The response has to be given the next day in public, after a conversation with the other potential redeemer. The section concludes with the confirmation of the legal action, and with a blessing from the elders and the residents of the city to Boaz on the occasion of his marriage to Ruth.","בעז היה מעוניין לשאת את רות, אך עמדה בפניו מגבלה פורמלית. לפי דיני הירושה והזכויות הממוניות קיים אדם שקרבתו המשפחתית לאלימלך ולמשפחתו הדוקה יותר, ולכן לו שמורה הזכות להיות גואל שדה נעמי ולשאת את רות לאשה. משום כך בלילה לא קיבלה רות תשובה בהירה באשר לעתידה. התשובה הייתה צריכה להינתן לאור יום ובפומבי, לאחר שיתבררו הדברים עם הגואל, שזכותו המשפטית בשדה, ולפי מנהגם גם ברות, קודמות לזכותו של בעז בהם. העניין מסתיים באשרור המעשה המשפטי ובברכת הזקנים והעם לבעז לרגל נישואיו.",Ruth 4:1–12,פרק ד פס' א–יב,13987,13998,NULL
609,26,Ruth’s Marriage and the Birth of Her Son,נישואי רות ולידת בנה,"The hopes that have been placed upon Ruth and Boaz and the blessings bestowed upon them indeed come to pass. Naomi is not abandoned either, as the son born to Ruth is considered a redeemer for her as well. His birth preserves the name of her deceased son, and in her old age she helps to raise the child and serves as a kind of mother and nurse for him.","התקוות שנתלו ברות ובעז והברכות שנתברכו בהן מתממשות. אף נעמי אינה נזנחת. הבן שנולד לרות נתפס כגואל גם לה, שכן קיומו משמר את שם בנה המת, ובזקנותה היא הופכת למעין אם ואומנת לתינוק.",Ruth 4:13–17,פרק ד פס' יג–יז,13999,14003,NULL
610,26,The Lineage of the House of David,השושלת שדוד בא ממנה,"Since the previous passage concluded with the list of generations from Boaz to King David, the book ends with the broader family lineage, starting with Peretz, who was the son of Judah, the father of the tribe. The purpose of this family lineage is to trace the roots of King David, whose remarkable deeds and accomplishments justify all of the difficulties and suffering described in the book of Ruth.","כיוון שבסוף העניין הקודם נמנו הדורות מבעז עד דוד המלך, באה בסוף המגילה רשימת יוחסין רחבה יותר, שראשיתה בפרץ בן יהודה, אבי השבט. תכלית רשימת היוחסין הזו היא דוד המלך, שבחייו ובמעשיו יש כדי להצדיק את הכאבים והייסורים שתוארו במגילת רות.",Ruth 4:18–22,פרק ד פס' יח–כב,14004,14008,NULL
611,27,Jerusalem,ירושלים,"This lamentation depicts the miserable condition of Jerusalem in its destroyed state in comparison with its past eminence. The lamenter describes the loneliness, siege, famine, killing, robbery, captivity, and exile of the inhabitants of the city, as well as the degradation of the city itself. Three times the lamenter pauses in his harsh descriptions and cries out to God, that He should see what He has done. The lamenter is not complaining or accusing God; on the contrary, toward the end of the lamentation he justifies the divine sentence that was passed against Jerusalem due to the sins of its inhabitants. Still, in his cries to Heaven, he expresses his bewilderment at the harshness of the punishment. The lamentation ends with a plea for revenge against Judah’s enemies.","בקינה זו מתואר מצבה השפל של ירושלים החרבה בהשוואה למעמדה בעבר. המקונן מתאר בדידות, מצור, רעב, מכת חרב, שוד ושבי, גלות תושבי העיר וביזוי כבודה. שלוש פעמים מפסיק המקונן בתיאוריו הקשים, וזועק אל ה׳ שיראה את אשר עולל. אין הוא טוען או מתריס כלפי מעלה; אדרבא, לקראת סוף הקינה הוא מצדיק את מידת הדין שפגעה בירושלים בשל עוונות תושביה. ובכל זאת בזעקתו כלפי שמים נשמעות השתוממות ותהייה על העונש הקשה. הקינה מסתיימת בבקשת נקמה באויבים.",Lamentations 1:1–22,פרק א,14009,14030,NULL
612,27,God’s Treatment of the Daughter of Zion,מעשה ה' בבת ציון,"Whereas the previous lamentation emphasized the enemy whom God sent to torment Jerusalem for her sins, this one opens by stressing the lamenter’s astonishment at God’s affliction of “the daughter of Zion,” “the daughter of Jerusalem,” and “the daughter of Judah.” The word “daughter” appears eleven times in this lamentation. Here, it is God who degrades Israel and its leaders and destroys their homes and fortresses. God appears as an enemy Himself, not only as He who sent the enemy. The lamenter subsequently accuses the false prophets of Jerusalem of having prevented the inhabitants of Jerusalem from confronting their sins and changing their ways by soothing them with false prophecies. Now, there are no longer any prophecies, and the sounds of rejoicing of those who would come for the pilgrimage festivals no longer emanate from the city. Instead, the sounds that are heard in Jerusalem are those of babies crying for food and drink; the shouts and cries of its defeated inhabitants; expressions of astonishment and sorrow, as well as eulogies, by those who pass through the ruined city; and the voices of enemies rejoicing over Israel’s misfortune.","אם התמקדה הקינה הקודמת באויב שה' שלח להציק לירושלים בשל פשעיה, קינה זו פותחת בהדגשת ההשתוממות על פגיעתו של אלוקים ב'בת ציון', ‘בת ירושלים' ו'בת יהודה'. (אחת-עשרה פעמים מופיעה המלה ‘בת' בעשרים ושניים הפסוקים שבקינה). כאן אלוקים הוא המשפיל את ישראל ואת מנהיגיהם והורס את בתיהם ומבצריהם. הוא עצמו נדמה לאויב, ואינו מתואר רק כמי ששלח את האויב. בהמשך מאשים המקונן את נביאי השקר של ירושלים, שבנבואות השווא שניבאו מנעו מתושבי ירושלים לעמוד נוכח חטאיהם ולשנות את דרכם. בהווה לא נשמעות עוד נבואות, וקולות חוגגים של עולי רגלים כבר אינם עולים מן העיר. עתה נשמעים בירושלים קולות התינוקות הזועקים למזון ומשקה, קולות ההשתאות, הצער וההספד של העוברים על פני העיר החרבה, קולות האויבים הששים לאידם של ישראל וצעקות השבר והתפילה של יושביה.",Lamentations 2:1–22,פרק ב,14031,14052,NULL
